Hindi,English
त्रिविमी,Stereoscopic
त्रिविम कैमरा,Stereoscopic camera
त्रिविम ऊंचाई,Stereoscopic height
त्रिविम प्रतिबिम्ब,Stereoscopic image
त्रिविम प्रतिच्छेदन,Stereoscopic Intersection
त्रिविम सूक्ष्मदर्शी,Stereoscopic microscope
त्रिविमदर्शी मॉडल,Stereoscopic model
त्रिवनिम प्रक्षेप युगल,Stereoscopic pair of projection
त्रिविम परास,Stereoscopic range
"त्रिविम रेन्जफाइंडर, त्रिविम दूरित्र",Stereoscopic range finder
"त्रिवविम दूरबीन, त्रिविम दूरदर्शक",Stereoscopic telescope
त्रिविमदर्शी टेलीविजन,Stereoscopic television
स्टीरियोस्कोपी दृष्टि तंत्र,Stereoscopic viewing system
त्रिविम दृष्टि,Stereoscopic vision
स्थलमंडल,Stereosphere
त्रिविम दृष्टि,Stereovision
स्टर्न गार्लेक प्रयोग,Stern-Gerlach experiment
स्टर्न अवचूषण विभव,Stern's absorption potential
स्टर्न सिद्धांत,Stern's theory
त्रिविम सूक्ष्मदर्शी,Stero-microscope
अनुलगनी क्रिया,Sticking action
अनुलगनी विभव,Sticking potential
अनुलगन प्रायिकता,Sticking probability
अनुलगनी संघट्ट,Sticky collision
"अपार्य न्यूक्लियस, कृष्ण न्यूक्लियस",Sticky nucleus (=opaque nucleus =black nucleus)
"कड़ा, दुर्नम्य, दृढ़, संदृढ़",Stiff
दृढ़ सहपत्र,Stiff bract
दुर्नम्यता गुणांक,Stiffness constant
दुर्नम्यता प्रतिघात,Stiffness reactance
"बिन्दुक, वर्तिकाग्री",Stigmatic
बिंदुक फ़ोकसन,Stigmatic focussing
अबिन्दुकताहीन स्पेक्ट्रोग्राफ़,Stigmatic spectrograph
बिन्दुक तंत्र,Stigmatic system
बिन्दुकता,Stigmatism
संकेत संचारण,Stignal transmission
स्टिल्ब,Stilb
"भभका, आसोत्र (सं.) अचल (वि.), अचल दृश्य",Still
स्थिर चित्र,Still art
"अचल चित्र, अचल फ़ोटो",Still photograph
अचल फ़ोटोग्राफी,Still photography
उद्दीपित करना,Stimulate
उद्दीपित उत्सर्जन,Stimulated emission
उद्दीपन क्षेत्र,Stimulating zone
उद्दीपन,Stimulation
उद्दीपक,Stimulator
"दंश, डंक",Sting
स्टर्लिंग चक्र,Stirling cycle
स्टर्लिग-सन्निकटन,Stirling's approximation
विलोडक,Stirrer
रकाब,Stirrup (of balance)
प्रसंभाव्य प्रोग्रामन,Stochastic programming
संभार प्रवाह वितरक,Stock flow distributor
स्टोइक धातु,Stoic metal
उचित तत्वानुपाती गुणांक,Stoichiometric coefficient
स्टोक,Stoke (unit of viscosity)
स्टोक्स विस्थापन,Stokes shift
स्टोक्स सदिश,Stokes vector
स्टोक्स समीकरण,Stokes' equation
स्टोक्स गुणक,Stokes' factor
स्टोक्स सूत्र,Stokes' formula
स्टोक्स नियम,Stokes' law
स्टोक्स रेखा,Stokes' line
स्टोक्स प्रकीर्णन,Stokes' scattering
स्टोक्स प्रमेय,Stokes' theorem
स्टॉल,Stol
स्टोन वायर,Stone wire
स्टोन-प्रमेय,Stone's theorem
स्टोन-समष्टि,Stonian space
"सीमक, रोक",Stop (optics)
विकासरोधी निमज्जकी,Stop bath
"विराम-घड़ी, स्टॉप-क्लाक",Stop clock
रोधनी,Stop cock
स्पर्श व्यंजन,Stop consonants
विराम बिन्दु,Stop point
रोक पेंच,Stop screw
विराम सिग्नल,Stop signal
विराम काल,Stop time
"जेबी विराम घड़ी, स्टॉप वाच",Stop watch
अवसीमित,Stopped down
अवरोधन परिक्षेत्र,Stopping corss-section
अवरोधी तुल्यता,Stopping equivalent
"स्तंभन संख्या, निरोधी शक्ति",Stopping number
निरोधी विभव,Stopping potential
"स्तंभनशक्ति, निरोधी शक्ति",Stopping power
संचयी प्रणोदक,Storabole propellants
"संचयन, भंडारण",Storage
संचायक बैटरी,Storage battery
प्रतिबिम्ब संचय नलिका,Storage camera tube (=image storing tube)
संचय क्षमता,Storage capacity
संचायक सेल,Storage cell
संचय आवर्तन,Storage cycle
भंडारण प्रभाव,Storage effect
भंडारण-दक्षता,Storage efficiency
भंडारण प्रवेश स्विच,Storage entry switch
क्यु गुणक,Storage factor (=Q factor)
भंडारण संक्रिया,Storage operation
संचयानुपात,Storage ratio
संचायक वलय,Storage ring
संचयन वरण,Storage selection
संचय ताप,Storage temperature
संचित ऊर्जा,Stored energy
भंडारित क्रमादेश,Stored program
भंडारित क्रमादेश अभिकलित्र,Stored program computer
स्टॉर्मर शंकु,Stormer cone
स्टोव,Stove
अस्थायी संचय,Stowage
विचरण,Straggling
विचरण प्रकृति,Straggling habit
"ऋजु, सीधा, सरल",Straight
"ऋजु कोर, सीधी कोर",Straight edge
सीधी उड़ान,Straight flight
ऋजुमंजरी रोग,Straight head
"सीधी रेखा, ऋजु रेखा, सरल रेखा",Straight line
सरल रैखिक अवशोषण,Straight line absorption
वेग का ऋजुरेखीय बंटन,Straight line distribution of velocity
सीधी रेखा उड़ान अभिकलित्र,Straight line flight computer
रेखा-सूत्र,Straight line formula
ध्रुवीय ऋजु परिसीमा स्पेक्ट्रोग्राफ़,Straight pole boundary spectrograph
"सीधा अभिग्राही, ऋजु अभिग्राही",Straight receiver
ऋजुरेखीय भ्रमिल तंतु,Straight vortex filament
ऋजु धाव,Straight-run
"वितति, तनाव, विकृति विभेद प्रभेद, छनना (क्रि.)",Strain
विकृति अक्ष,Strain axes
विकृति विस्थापन,Strain displacement
विकृति ऊर्जा,Strain energy
विकृति-ऊर्जा-घनत्व-फलन,Strain energy density funciton
विकृति-ऊर्जा-फलन,Strain energy function
विकृतिमापी,Strain gauge
विकृति-वृद्धि,Strain increment
विकृति-आकाश,Strain space
विकृति-आयाम आश्रित,Strain-amplitude dependent
विभेदन-विशिष्टता,Strain-specificity
विकृत,Strained
गुंफित ऐन्टेना,Stranded aerial (stranded antenna)
गुंफित केबल,Stranded cable
जिह्वाकार,Strap shaped
संग्रथित मेग्नेट्रॉन,Strapped magnetron
"परिपट्टन, संग्रथन",Strapping
संग्रथन मैग्नेट्रान,Strapping magnetron
समताप सीमा,Stratopause
"समतापमंडल, स्ट्रैटोस्फ़ियर",Stratosphere
समतापमंडलीय अवपात,Stratospheric fall-out
समतापमंडलीय उड़ान,Stratospheric flight
समतापमंडलीय ओज़ोन,Stratospheric ozone
समतापमंडलीय  परास,Stratospheric range
अवांछित धारिता,Stray capacity
अवांछित प्रेरण,Stray induction
अवांछित प्रकाश,Stray light
अवांछित चुंबकीय क्षेत्र,Stray magnetic field
अवांछित विकिरण,Stray radiation
"तड़ित रेखा, विद्युल्लता",Streak lightning
"सरिता, धारा, नाला",Stream
धारा तंतु,Stream filament
धारारेखी प्रवाह,Stream line flow
धारारेखी रूप,Stream line form
प्रवाह प्रणोद,Stream thrust
"प्रवाह-रेखा, धारा-रेखा",Stream-line
"अभिस्रवण, धारा धावन, प्रवाही",Streaming
अभिस्रवण गुणांक,Streaming factor
अभिस्रवण वेग,Streaming velocity
धारारेखी अनुकूलन,Streamline adaptation
धारारेख गति,Streamline motion
धारा रेखित,Streamlined
"धारारेखी शरीर, सुप्रवाही शरीर",Streamlined body
धारारेखी गति,Streamlined movement
धारारेखन,Streamlining
"सामर्थ्य, प्रबलता, तीव्रता, सांद्रता  सक्रियता",Strength
धारा की प्रबलता,Strength of current
द्विक-सामर्थ्य,Strength of the doublet
उद्गम-सामर्थ्य,Strength of the source
तरंग की तीव्रता,Strength of wave
प्रतिबल,Stress
प्रतिबल -विश्लेषण,Stress analysis
प्रतिबल अक्ष,Stress axis
प्रतिबल-घटक,Stress component
प्रतिबल-सांद्रण,Stress concentration
प्रतिबल सांद्रण गुणक,Stress concentration factor
प्रतिबल-क्षेत्र,Stress field
प्रतिबल प्रवणता बल,Stress gradient force
प्रतिबल-रेखा,Stress line
प्रतिबल प्रकाशिक गुणांक,Stress optical coefficient
प्रतिबल समतल,Stress plane
प्रतिबल-बिन्दु,Stress point
प्रतिबल दाब,Stress pressure
प्रतिबल विभेद निकष,Stress rupture test
प्रतिबल-विकृति-समीकरण,Stress strain equation
प्रतिबल-विकृति-संबंध,Stress strain relation
प्रतिबल-सदिश,Stress vector
प्रतिबल-विकृति आरेख,Stress-strain diagram
प्रतिबल निकाय,Stress-system
वृद्धि गुणक,Stretch factor
तान मिल,Stretch mill
विस्तारित पी.पी.टी.,Stretched PPT
तनन कंपन,Stretching vibration
दृढ़तः उत्तल पराभव-पथ,Strictly convex yield locus
आर्क-प्रवर्तक विभव,Striking potential
"आर्क प्रारंभिक वोल्टता, वाल्व प्रारंभिक वोल्टता",Striking voltage
"धागा, सूत्र, तार, तंतु, रज्जु, डोर, डोरी  रज्जुदोष",String
रज्जु मनका,String bead
तंतु-विद्युत्मापी,String electrometer
"तंतु-धारामापी, तंतु-गैल्वैनोमीटर",String galvanometer
तंतु-वाद्य,Stringed instruments
"पट्टी, स्ट्रिप, छीलन, विपट्टन, नग्नन, निर्लेपन",Strip
पट्टिका चार्ट अभिलेखी,Strip chart recorder
पट्टिका विधि,Strip method
पट्टिका संचार लाइन,Strip transmission line
रेखा चौड़ाई,Strip width (line width)
नग्नीकृत परमाणु,Stripped atom
विपट्टक,Stripper
"निर्लेपन, विपट्टन, छीलन, नग्नन, अपखंडन",Stripping
नग्नन माध्यम,Stripping medium
नग्नन प्रचालन,Stripping operation
अन्शहरण अभिक्रिया,Stripping reaction
प्रतिध्वनिदर्शी स्पंद,Strobe pulse
स्ट्रोबोस्कोप,Stroboscope
स्ट्रोबोस्कोपी मंडलक,Stroboscopic disk
स्ट्रोबोस्कोपी स्फुर,Stroboscopic flash
स्ट्रोबोस्कोपी प्रदीपन,Stroboscopic illumination
स्ट्रोबोस्कोपी विधि,Stroboscopic method
स्ट्रोबोस्कोपी एकक,Stroboscopic unit
स्ट्रोक,Stroke (of engine)
"प्रबल, गहरा, तेज, सांद्र",Strong
प्रबल युग्मन मॉडल,Strong coupling model
प्रबल फ़ोकसन सिद्धान्त,Strong focussing principle
प्रबल क्षेत्री क्वान्टम संख्या,Strong gield quantum number
प्रबल अन्योन्यक्रिया,Strong interaction
प्रबल अन्योन्यक्रिया मॉडल वर्ग,Strong interaction models (S.I.M.)
प्रबल लेन्स,Strong lens
अधिभारित तल,Strong level (spectral)
प्रबल प्रकाश स्रोत,Strong light source
प्रबल प्रघात तरंग,Strong shock wave
प्रबल संक्रमण,Strong transition
अति अपभ्रष्ट,Strongly degenerate
कुंठितांत तारक,Strongylaster
स्ट्रॉउल संख्या,Strouhal number
आहत तार,Struck string
संरचनात्मक,Structural
संरचनात्मक विश्लेषण,Structural analysis
संरचनात्मक स्थिरांक,Structural constant
संरचनात्मक अवमंदन,Structural damping
संरचनात्मक असममिति,Structural dissymmetry
संरचनात्मक तत्व,Structural element
संरचनात्मक समीकरण,Structural equation
संरचना गुणक,Structural factor
संरचनी पुनर्निवेश,Structural feedback
संरचना-सूत्र,Structural formula
संरचना भार,Structural loads
संरचनात्मक श्लथन,Structural loosening
"संरचना, बनावट",Structure
संरचना आयाम,Structure amplitude
वास्तु-वाहित रव,Structure borne noise
संरचना-एकक,Structure unit
संरचनाहीन कण,Structureless particle
"स्थूण, ठूँठ",Stub
स्थूण ऐन्टेना,Stub antenna (=stub aerial)
"स्थूण पथ निर्धारित्र, स्थूण पथक",Stub guide
स्थूण लाइन,Stub line
स्थूण सुमेलित ऐन्टेना,Stub matched aerial
स्थूण सुमेलित ऐन्टेना,Stub matched antenna
"अवतुल्यकाली, अपवर्तक कालिक",Stub synchronous
स्टूडियो प्रसारण,Studio broadcast
स्टूडियो उपस्कर,Studio equipment
स्टूडियो सुविदा,Studio facility
"स्टूडियो प्रकाश पट्ट, स्टूडियो प्रदीप",Studio light board
स्टूडियो प्रसारण,Studio pick up (=studio broadcast)
अचल दृश्य,Studio scenery (=still)
स्टर्म ल्यूविल फलन,Sturm Liouville function
सुई,Stylus (of gramophone)
अधिरचना रेखा,Su[erstructure line
"उप बैंड, उप पट्टिका",Sub band
उपवाहक प्रस्फोट,Sub carrier bursts
उपवाहक विभेदक,Sub carrier discriminator
"उपवाहक संकेत, उपवाहक सिग्नल",Sub carrier signal
उपइलेक्ट्रॉन,Sub electron
उप फॉर्मेट,Sub format
"श्वासद्वारीय दाब, उपकंठद्वारीय दाब",Sub glottal pressure
उपसमूह माध्य,Sub group averages
उपसमूह विक्षेपण,Sub group dispersion
अधः प्रतिबिम्ब कणिका,Sub image speck
"उप तल, उप ऊर्जातल",Sub level (sub energy level)
अतिसूक्ष्म क्रिस्टल,Sub microscopic crystal
उप मिसाइल,Sub missile
उप-रजिस्टर,Sub register
उप रिडबर्ग संक्रमण,Sub Rydberg transition
उप एकक,Sub unit
प्रक्षेपित मान,Sub value (of quantum number)
अंतर्जलीय संकेतन,Subaqueous signalling
अधोतारकीय,Subastral
उपसीमा,Subboundary
उपवाहक,Subcarrier
उपवाहक आयाम,Subcarrier amplitude
उपक्रांतिक,Subcritical
उपक्रांतिक गुणन,Subcritical multiplication
उपक्रांतिक प्रचालन,Subcritical operation
उपक्रांतिक समुच्चय,Suberitical assembly
"उपरेणु, उपकण",Subgrain
उपरेणु संरचना,Subgrain structure
"उपवर्ग, उपसमूह, उपग्रुप",Subgroup
अवसंनादी अनुनाद,Subharmonic resonance
अवसंनादी,Subharmonics
व्यक्तिनिष्ठ स्वरक,Subjective tone
उपजालक,Sublattice
उपस्तर,Sublayer
निमज्जित ऐन्टेना,Submerged aerial
सबमाइक्रॉन,Submicron
"अतिसूक्ष्म, अतिसूक्ष्मदर्शीय, उपसूक्ष्मदर्शीय",Submicroscopic
अवमिलिमीटर तरंग,Submillimeter wave
अतिलघु,Subminiature
अपवर्तकी अनुनाद,Submultiple resonance
अवनाभिकीय कण,Subnuclear particle
अवनाभिकीय भौतिकी,Subnuclear physics
अवसमांतर,Subparallel
उपग्रोग्राम,Subprogramme
"उपनित्यक्रम, उपनेमका",Subroutine
"उप उपग्रह, अनु-उपग्रह",Subsatellite
"पादांक, पादाक्षर, पादलिपि",Subscript
सशुल्क टेलिविजन,Subscription television
उपकोश,Subshell
"गौण, सहायक",Subsidiary
सहायक कैथोड,Subsidiary cathode
गौण क्वान्टम अंक,Subsidiary quantum number
गौण उपनाम इलेक्ट्रोड,Subsidiary reference electrode
गौण श्रेणी,Subsidiary series
अवध्वनिक वेग,Subsonic velocity
अदोमंच संग्राही,Substage condenser
मानकच्युत (वि.) उपमानक (सं.),Substandard
अधोतारा बिन्दु,Substeller point
प्रतिस्थापन विधि,Substitution method
प्रतिस्थापन संकारक,Substitution operator
प्रतिस्थापन सिद्धांत,Substitution principle
"कार्यद्रव, सबस्ट्रेट",Substrate
उपसंरचना,Substructure
"उपतंत्र, उपनिकाय, उपसमूह",Subsystem
"व्यवकलन, घटाना",Subtraction
व्यवकलनात्मक वर्ण,Subtractive colour
व्यवकलनात्मक वर्ण तंत्र,Subtractive colour system
व्यवकलनात्मक मिश्रण,Subtractive mixing
अल्पपारभासी,Subtranslucent
अल्पपारदर्शी,Subtransparent
अवप्ररूप,Subtype
"उपज़ोन, उपक्षेत्र",Subzone
उत्तरोत्तर,Successive
उत्तरोत्तर सन्निकटन,Successive approximation
उत्तरोत्तर अवकलन,Successive differentiation
उत्तरोत्तर प्रतिबिम्ब,Successive images
उत्तरोत्तर पद,Successive terms
परवर्ती,Successor
परवर्ती समुच्चय,Successor set
चूषण,Sucking
चूषण पम्प,Sucking pump
चूषण,Suction
चूषण गुणांक,Suction coefficient
चूषण बल,Suction force
चूषण पंप,Suction pump
चूषण उत्तापमापी,Suction pyrometer
चूषण-चरण,Suction stroke
चूषण वेग,Suction velocity
आकस्मिक आयन मण्डलीय विक्षोभ,Sudden ionospheric disturbance
उमस वाला मौसम,Sultry weather
"योग, जोड़, संकलन फल, धनराशी",Sum
योगांतरी बहुसंकेतन,Sum and difference multiplexing
योग तथा अंतर स्पेक्ट्रम,Sum and difference spectrum
"योग आवृत्ति, संकलित आवृत्ति",Sum frequency
योग फलन,Sum function
योग नियम,Sum rule
संकलन,Summation
संकलन बैंड,Summation band
संकलित स्वर,Summation tone
संकलनात्मक निश्चर,Summational invariant
संकलित स्वर,Summational tone
संकलन प्रवर्धक,Summing amplifier
संकलन जाल,Summing network
संकलन बिन्दु,Summing point
सूर्य,Sun
सूर्य किरण-पुंज,Sun beam
धूप घड़ी,Sun dial
"सूर्य कलंक, सूर्य का धब्बा",Sun spot
सूर्य कलंक सक्रियता,Sun spot activity
सूर्य कलंक का आवर्तकाल,Sun spot cycle
कलंकीय सौर ज्वाला,Sun spot prominence
सूर्यतारा,Sun star
सौर क्षितिज पैरेलैक्स,Sun's horizontal parallax
धूप अभिलेखी,Sunshine recorder
सूर्यकलंक संतुलन,Sunspot equilibrium
सूर्यकलंक संख्या,Sunspot number
अति त्वरक,Super accelerators
उपरिलेप,Super coat
अतिनियंत्रक नलिका,Super control tube
अतिक्रांतिक,Super critical
प्रतिबिम्ब आइकोनोस्कोप,Super emitron camera (=image iconoscope)
अतिऊर्जी कण,Super energy particle (Pn)
अति जालक,Super lattice
"अति अपवर्तन, परा अपवर्तन",Super refraction
परा पुनर्जनन,Super regeneration
परा पुनर्जनन संसूचक,Super regeneration detector
अति सुग्राही रिले,Super sensitive relay
अतिक्षिप्र गणित्र,Super speed counter
अति सममिति,Super symmetry
महादेलान्द्रे-सारणी,Super-Deslandress table
परा पुनर्जनन अभिग्राही,Super-regenerative receive
अधिरचना,Super-structure
अतियोज्य फलन,Superadditive function
अतिरूद्धोष्म,Superadiabatic
अतिरूद्धोष्म प्रवणता,Superadiabatic gradient
परावायुगतिकी,Superaero dynamics
"महाकोष्ठिका, महासेल",Supercell
"अतिआवेशित्र, उच्चदाबी निवेशक",Supercharger
अतिचालक धातु,Superconducting metal
अतिचालक प्रावस्था,Superconducting phase
अतिचालक प्रदेश,Superconducting region
अतिचालक अवस्था,Superconducting state
अतिचालक संक्रमण बिन्दु,Superconducting transition point
अधिचालक परिपथ अवयव,Superconductive circuit element
अतिचालकता,Superconductivity
अतिचालकता धारा,Superconductivity current
अति चालक,Superconductor
अतिशीतित,Supercooled
अतिशीतलन,Supercooling
अतिक्रांतिक द्रव,Supercritical fluid
अतिक्रांतिक गैस,Supercritical gas
अतिक्रांतिक प्रचालन,Supercritical operation
अतिप्रत्यास्थ संघट्टन,Superelastic collision
अधिचक्रद्वार ऐन्टेना,Supereturnstile antenna
अति विनिमय,Superexchange
"पृष्ठीय विदलन, सतही विदलन",Superficial cleavage
पृष्ठ-घनत्व,Superficial density
क्षेत्रीय प्रसार,Superficial expansion
पृष्ठ घनत्व,Superficial mass (mass per unit aera)
अधिक्षेत्र,Superfield
अतिसूक्ष्म,Superfine
अति तरल,Superfluid
महाविशाल,Supergigantic
अतितप्त,Superheated
अतितापित्र,Superheater
अतितापन,Superheating
सुपरहैटरोडाइन अभिग्राही,Superheterodyne receiver
अति उच्च आवृत्ति,Superhigh frequency
अध्यारोपित,Superimposed
अध्यारोपण,Superimposing
अध्यारोपण,Superimposition
टाइप-अध्यारोपण,Superimposition of type
उपरिवर्ती,Superincumbent
उपरिवर्ती परत,Superincumbent layer
उपरिवर्ती स्तर,Superincumbent strata
सुपरमेलाय,Supermalloy
अतिप्रसामान्य विक्षेपण,Supernormal dispersion (=hypernormal dispersion)
"अधिनवतारा, सुपर्नोवा",Supernova
"सुपर्नोवा विस्फोट, अधिनवतारा विस्फोट",Supernova explosion
अध्यारोपण करना,Superpose
अध्यारोपित संचरणी तरंग,Superposing propagated wave
अध्यारोपण,Superposition
अध्यारोपण बिम्ब,Superposition image
अतिसंतृप्त,Supersaturated
अतिसंतृप्ति,Supersaturation
अतिसुग्राही आयननमापी,Supersenstive ionization gauge
पराध्वनिक,Supersonic
पराध्वनिक वायुगतिकी,Supersonic aerodynamics
पराध्वनिक एरोफॉयल,Supersonic aerofoil
पराध्वनिक कोर,Supersonic edge
पराध्वनिक प्रवाह,Supersonic flow
पराध्वनिक जेट,Supersonic jet
पराध्वनिक वेग,Supersonic velocity
पराध्वानिकी,Supersonics
सुपरस्ट्रिंग सिद्धांत,Superstring theory
अधीक्षक प्रोग्राम,Supervisory program
संपूरक,Supplementary
संपूरक छिद्र,Supplementary aperture
संपूरक नियंत्रण,Supplementary control
"संभरण, पूर्ति",Supply
"विद्युत् ऊर्जा-मापी, बिजली का मीटर",Supply meter
प्रदायी स्रोत,Supply souce
प्रदायी वोल्टता,Supply voltage
"टेक, आधार",Support
दंड का आधारित बिन्दु,Supported point of rod
निरूद्ध गुणावृत्ति,Suppressed harmonics
सुग्राहिता काल नियंत्रण,Suppression control (=sensitivity time control)
निरोधक ग्रिड,Suppressor grid
निरोधी ग्रीडी मॉडुलन,Suppressor grid modulation
निरोधक ग्रिड मॉडुलन वर्गीय प्रवर्धक,Supprressor modulated class C amplifier
अतिचालकता,Supraconductivity
निरूद्ध वाहक संचरण,Supressed carrier transmission
पृष्ठी प्राचीर,Surface barrier
पृष्ठी प्राचीर ट्रांजिस्टर,Surface barrier transistor
पृष्ठ व्रीडा,Surface blush
"पृष्ठी बोलोमीटर, पृष्ठी तेजमापी",Surface bolometer
पृष्ठ चालकता,Surface conductivity
पृष्ठ-संदूषण,Surface contamination
पृष्ठीय धारा,Surface current
पृष्ठ-धारा-घनत्व,Surface current density
पृष्ठ अवमंदन,Surface damping
पृष्ठ-घनत्व,Surface density
"पृष्ठ मात्र, सतह मात्रा",Surface dose
पृष्ठ वाहिनी संचरण,Surface duct propagation
पृष्ठ अल्पांश,Surface element
पृष्ठ ऊर्जा,Surface energy
नाभिक-पृष्ठ ऊर्जा,Surface energy of nuclei
क्षेत्रीय प्रसार,Surface expansion
पृष्ठीय फ़िल्म,Surface film
पृष्ठी बल,Surface force
पृष्ठ प्रतिबाधा,Surface impedance
पृष्ठ अपूर्णता,Surface imperfection
"सतह आयनन संसूचन विधि, पृष्ठीय आयनन संसूचन विधि",Surface ionisation detection technique
पृष्ठीय आयनन गेज,Surface ionisation gauge
पृष्ठीय स्तर,Surface layer
पृष्ठ-भार,Surface load
पृष्ठ रव,Surface noiose
उत्प्लावन पृष्ठ,Surface of buoyancy
उत्सर्जन-पृष्ठ,Surface of emission
उत्प्लवन-पृष्ठ,Surface of floatation
विरूपणहीन पृष्ठ,Surface of no distortion
पृष्ठ ऑफसेट प्लेट,Surface offset plate
पृष्ठीय प्रकाश विद्युत् प्रभाव,Surface photoelectric effect
पृष्ठीय ध्रुवण,Surface polarisation
तल पुनस्संयोजन वेग,Surface recombination velocity
पृष्ठ परावर्तन क्षेत्र,Surface reflection field
पृष्ठ प्रतिरोधकता,Surface resistivity
पृष्ठीय ताप,Surface temperature
पृष्ठ-तनाव,Surface tension
पृष्ठ तनाव सिद्धांत,Surface tension theory
पृष्ठ अंतरित प्रतिबाधा,Surface transfer impedence
पृष्ठीय तरंग,Surface wave
पृष्ठ तरंग सन्निकटन,Surface wave approximation
पृष्ठीय तनाव ऊर्जा,Surface-tension energy
"महोर्मि, प्रोत्कर्ष",Surge
महोर्मि (अनावर्ती) अग्रधारा,Surge (non repetitive) forward current
क्षणिक अनुक्रिया,Surge charactereistic (=transient response)
चौकसी,Surveillance
चौकसी रैडार,Surveillance radar
अतिजीविता वक्र,Survivor curves
"अधिकल्पित प्रवेश्यता, अनुक्रियता",Susceptance
"सुग्राहिता, चुंबकीय प्रवृत्ति ग्रहणशालित्व (प्रवृत्ति)",Susceptibility
"निलंबन, लटकाना",Suspend
"निलंबित, लटका हुआ",Suspended
"निलंबित कुंडली धारामापी, निलंबित कुंडली गैल्वैनोमीटर",Suspended coil galvanometer
निलंबित बिन्दु विधि,Suspended drop method
निलंबित चुंबक तंत्र,Suspended magnetic system
"निलंबित सूची धारामापी, निलंबित गैल्वेनोमीटर",Suspended needle galvanometer
निलंबन,Suspension
निलंबन तार,Suspension wire
प्रतिपालित दोलन,Sustained oscillations
अनुवाहक,Sustainer
सटन नलिका,Sutton tube
स्वेडबर्ग समीकरण,Svedberg equation
ग्रासित प्रघात,Swallowed shock
स्वान बैंड,Swan band
स्वेदशीत पृष्ठ,Sweat cooled surface
"स्वेद शीतलन, आर्द शीतलन",Sweat coolilng
"फुल्लन, फूलना, शोथ, सूजन",Sweeling
फुल्लन कर्मक,Sweeling agent
"प्रसर्प, मार्जन",Sweep
प्रसर्प-प्रवर्धक,Sweep amplifier
पश्चप्रसर्पन,Sweep back
प्रसर्प-परिपथ,Sweep circuit
मार्जक क्षेत्र,Sweep field
प्रसर्प-जनित्र,Sweep generator
प्रसर्पी दोलक,Sweep oscillator
प्रसर्प कला,Sweep phase
प्रसर्पी प्रवर्तक,Sweep trigger
प्रसर्प वोल्टता,Sweep voltage
प्रसर्प-जाल प्रतिदर्श,Sweep-net sample
"विक्षेप कुंडली, विक्षेप योक्त्र",Sweeping coil (=deflection coil = deflection yoke)
प्रसर्पी क्षेत्र,Sweeping field
सुग्राहिता काल नियंत्रण,Swept gain (=sensitivity time control)
स्वीटोस्लौस्की उपकरण,Swietoslawski apparatus
"प्रदोल, डोल",Swing
डोलन चोक,Swinging chocke
दोलायमान साम्य,Swinging equilibrium'
"भंवरदार गति, परिभ्रामी गति",Swirling motion
स्विच,Switch
व्यस्त अभिकल्पना,Switch back design (=cross-over design)
स्विच पटल,Switch board
"(धारा का) स्विच बंद करना, (धारा) बंद करना",Switch off (current)
स्विच तेल,Switch oil
"(धारा) का स्विच खोलना, (धारा) चालू करना",Switch on (current)
स्विचन परिपथ,Switching circuit
स्विचन युक्ति,Switching device
स्विचन डायोड,Switching diode
स्विचन जाल,Switching network
घूर्णी गाड़ी,Swivel truck
अक्षर,Syllable
सिलिफोन धौंकनी,Sylphon bellows
प्रतीक,Symbol
प्रतीक कार्ड,Symbol card
प्रतीकात्मक,Symbolic
प्रतीकात्मक पता,Symbolic address
प्रतीकात्मक पतांश,Symbolic address post
प्रतीकात्मक सहबंधन,Symbolic adjunction
प्रतीकात्मक अनुदेश,Symbolic instruction
प्रतीकात्मक तर्क,Symbolic logic
प्रतीकात्मक निदर्श,Symbolic model
प्रतीकात्मक संकारक,Symbolic operator
प्रतीकात्मक गुणनफल,Symbolic product
प्रतीकात्मक क्रमादेशन,Symbolic programming
प्रतीकात्मक अनुकरण,Symbolic simulation
प्रतीक तंत्र,Symbolic system
प्रतीकात्मक उपचार,Symbolic treatment
प्रतीकात्मक प्रतिरूप संकेत,Symbollic pattern notation
सममित,Symmetric
सममित मॉडुलन,Symmetric modulation
सममित आघूर्ण,Symmetric moment
सममित संकारक,Symmetric operator
सममित प्राचल,Symmetric parameter
सममित,Symmetrical
सममित बंटन,Symmetrical distribution
सममित व्यंजक,Symmetrical expression
सममित भारण,Symmetrical loading
सममित जाल,Symmetrical net
सममित अष्टि,Symmetrical nucleus
सममित प्रकीर्णन,Symmetrical scattering
सममित स्थैतिक क्षेत्र,Symmetrical static field
सममित प्रतिबल,Symmetrical stress
सममित प्रतिबल निकाय,Symmetrical stress systems
सममित संरचना,Symmetrical structure
सममित लट्टू परमाणु,Symmetrical top molecule
सममित ट्रांजिस्टर,Symmetrical transistor
सममिततः,Symmetrically
सममिततः चुंबकित,Symmetrically magnetised
सममितीकरण,Symmetrization
सममिति,Symmetry
सममिति तत्व,Symmetry element
सममिति ऊर्जा,Symmetry energy
सममिति गुणक,Symmetry factor
गतिक गुणांक की सममिति,Symmetry of kinetic coefficient
चलन सममिति,Symmetry of movement
सममिति संख्या,Symmetry operation
सममिति गुणधर्म,Symmetry property
सममिति सिद्धान्त,Symmetry theory
सममिति रूपान्तरण,Symmetry transformation
सममिति प्ररूप,Symmetry type (E)
अनुनादी कंपन,Sympathetic vibration
