Assamese,English
চুম্বকীয় আলোকীয় সংৰক্ষণ,magneto optic storage
"1.চুম্বক প্ৰিন্টাৰ, 2.চুম্বক প্ৰিন্টাৰ",magnetographic printer
চুম্বকীয় বিকৃতি,Magnetostriction
চুম্বকীয়ভাৱে বিকৃত কৰিব পৰা টেবলেট,magnetostrictive tablet
"১.মেইল বক্স, ২.মেইল বক্স",mail box
মেইল মাৰ্জ কৰক,mail merge
"১.মুখ্য নিয়ন্ত্ৰণ একক, ২.মুখ্য নিয়ন্ত্ৰণ একক",main control unit
মূল ফ্ৰেম,main frame
"1.মূল ফ্ৰেম ব্যৱস্থা, 2.মূল ফ্ৰেম ব্যৱস্থা",main frame system
"১.মূল স্মৃতি, ২.মূল স্মৃতি",main memory
"১.মূল কাৰ্যসূচী, ২.মূল কাৰ্যসূচী",main program
মূল সংৰক্ষণ,main storage
"১.মেইন চুইচ, ২.মেইন চুইচ",main switch
"1.ৰক্ষণাবেক্ষণ, 2.ৰক্ষণাবেক্ষণ",Maintenance
ৰক্ষণাবেক্ষণ পেনেল,maintenance panel
ৰক্ষণাবেক্ষণৰ সময়,maintenance time
ডাঙৰ বৃত্ত,major cycle
কী ডিভাইচ,major device
মূল চাবি,major key
মূল মঞ্চ,major state
মূল গঠন,major structure
মূল কাম,major task
সংখ্যাগৰিষ্ঠ উপাদান,majority element
সংখ্যাগৰিষ্ঠতা গেট,majority gate
সংখ্যাগৰিষ্ঠতা অপাৰেচন,majority operation
ৰিইম্বৰ্চেমেণ্টৰ সময়সীমা,makeup time
মিছঅপাৰেচন ৰুটিন,malfunction routine
ব্যৱস্থাপনা বিকাশ,management development
ব্যৱস্থাপনা তথ্য ব্যৱস্থা (MIS),management information system (MIS)
ব্যৱস্থাপনা বিজ্ঞান,management science
মানচেষ্টাৰ এনকোডিং,Manchester coding
গুণন,Manifolding
অনুমান কৰা চলক,manipulated variable
আনুমানিক সূচকাংক,manipulating indexing
মানৱ যন্ত্ৰৰ অনুকৰণ,man-machine simulation
মেনুৱেল ঠিকনা চুইচ,manual address switch
হাতৰ দ্বাৰা বিশ্লেষণ কৰা,manual analysis
মেনুৱেল কল,manual answering
হাতৰ দ্বাৰা প্ৰৱেশ কৰা,manual entry
"১.মেনুৱেল চেণ্টাৰ, ২.মেনুৱেল চেণ্টাৰ",manual exchange
"1. মেনুৱেল ইনপুট, 2. মেনুৱেল ইনপুট",manual input
মেনুৱেল অপাৰেচন,manual operation
বহুতৰ লগত বহুতৰ সম্পৰ্ক,many to many relationship
মাল্টি-ডিকোডাৰ,many to one decoder
মানচিত্ৰ পদ্ধতি,map method
মেপিং,Mapping
প্ৰান্ত,Margin
প্ৰান্তীয় ভুল,margin error
প্ৰান্তীয় অনুসন্ধান,marginal check
প্ৰান্তীয় পৰীক্ষা,marginal test
চিহ্ন ধৰা পেলোৱা,mark detection
চিন পঢ়া,mark reading
চিহ্ন স্কেনিং,mark scanning
sign sense,mark sense
মাৰ্কাৰ,Marker
চিহ্নিত কৰা,Marking
মাৰ্কাৰ তৰংগ,marking wave
মাৰ্কভ শৃংখল,markov chain
মাৰ্কভ উৎস,markov source
markup ভাষা,mark-up language
maser,Maser
maser,Maser
"১.মাস্ক, ২.অভাৰ, ৩.অভাৰ",Mask
"1. কভাৰ বিট, 2. কভাৰ বিট, 3. মাস্ক দুটা অংক",mask bit
মাস্ক প্ৰগ্ৰেমেবল ডিভাইচ,mask programmable device
কভাৰ ৰেজিষ্টাৰ,mask register
"1. কভাৰ ৰম, 2. কভাৰ ৰম",masked ROM
আৱৰণ,Masking
বিশাল পৰিসংখ্যা,mass data
"1.মাছ মেমৰি, 2.মাছ মেমৰি",mass memory
বৃহৎ পৰিমাণে সমান্তৰাল,massively parallel
মুখীয়াল,Master
মাষ্টাৰ কাৰ্ড,master card
"1.হেড ঘড়ী, 2.নিয়ন্ত্ৰক ঘড়ী",master clock
মূল ক&#39;ন্সোল,master consol
প্ৰাইম ডাটা,master data
মাষ্টাৰ ডায়েগ্ৰাম,master diagram
মাষ্টাৰ ফাইল,master file
প্ৰধান গোট,master group
মাষ্টাৰ কি&#39;,master key
মূল লাইব্ৰেৰীৰ টেপসমূহ,master library tape
প্ৰাইম প্ৰচেছৰ,master processor
ফ্লেগশ্বিপ প্ৰগ্ৰেম,master program
হেড চেণ্টাৰ,master station
"১.মাষ্টাৰ টেপ, ২.মাষ্টাৰ টেপ",master tape
"১.প্ৰিন্সিপাল টাৰ্মিনেল, ২.মেইন টাৰ্মিনেল",master terminal
প্ৰধান অধীনস্থ যন্ত্ৰ,master/slave device
প্ৰধান অধীনস্থ ব্যৱস্থা,master/slave system
"১.মেচ, ২.মেচ, ৩.মিল",Match
মিল থকা,Matching
গাণিতিক প্ৰগ্ৰেমিং,mathematical programming
গাণিতিক অনুকৰণ,mathematical simulation
"১.মেট্ৰিক্স, ২.মেট্ৰিক্স",Matrix
"1.মেট্ৰিক্স প্ৰিন্টাৰ, 2.মেট্ৰিক্স প্ৰিন্টাৰ",matrix printer
মেট্ৰিক্স চুইচ,matrix switch
মেট্ৰিক্স টেবুল,matrix table
maxi কম্পিউটাৰ,maxi computer
maxi কম্পিউটাৰ,Maxicomputer
শিখৰ মৌল,maximal element
যোগপদ,maxterm (standard sum term)
মেক্সৱেল ডেমন,maxwell daemon
"১.গড়, ২.গড়",Mean
গড় আৰোগ্যৰ সময়,mean repair time
বিফলতাৰ অৰ্থ সময়,mean time between failure (MTBF)
বিফলতাৰ মধ্যম সময় (m t b f),mean time between failure (MTBF)
বিফলতাৰ সময় বুজাইছে,mean time to failure
মেৰামতিৰ অৰ্থ সময়,mean time to repair
সংশোধনৰ গড় সময় (MTTR),mean time to repair (MTTR)
মধ্যমীয়া স্কেল সংহতি (MSI),medium scale integration (MSI)
মধ্যম সংহতি (MSI),medium scale integration (MSI)
গড় টাৰ্ম সংৰক্ষণ ডিভাইচ,medium term storage device
প্ৰতি ছেকেণ্ডত মেগা বিট (Mbps),megabit per second (MB Ps)
উপাদান বস্তু,member object
উপাদান ৰেকৰ্ড,member record
"১.স্মৃতি, ২.স্মৃতি",Memory
"1.মেমৰি এৰে, 2.মেমৰি এৰে",memory array
"১/ মেমৰি ফাণ্ড, ২/ মেমৰি বেংক",memory bank
"1.মেমৰি বাফাৰ ৰেজিষ্টাৰ, 2.মেমৰি বাফাৰ ৰেজিষ্টাৰ",memory buffer register
"১.মেমৰি বাছ, ২. মেমৰি বাছ",memory bus
মেমৰি কাৰ্ড,memory card
স্মৃতিশক্তি কোষ,memory cell
স্মৃতিশক্তি হেৰুৱা,memory compaction
"1.মেমৰি কোৰ, 2.মেমৰি কোৰ",memory core
স্মৃতি চক্ৰ,memory cycle
"1.মেমৰি ডাটা ৰেজিষ্টাৰ, 2.মেমৰি ডাটা ৰেজিষ্টাৰ",memory data register
"1.মেমৰি ডাম্প ,2.মেমৰি ডাম্প",memory dump
"1.মেমৰি এক্সচেঞ্জ, 2.মেমৰি এক্সচেঞ্জ",memory exchange
"1.স্মৃতিৰ স্তৰ, 2.স্মৃতিৰ স্তৰ",memory hierarchy
স্মৃতিশক্তিৰ নিৰ্দেশনা,memory instruction
"১.স্মৃতি ব্যৱস্থাপনা, ২.স্মৃতি ব্যৱস্থাপনা",memory management
"1.মেমৰি মেপ, 2.মেমৰি মেপ",memory map
"1. মেমৰি মেপ কৰা আউটপুট, 2. ইনপুট, 3. মেমৰি মেপ কৰা I/O",memory mapped I/O
"1.মেমৰি মডেল, 2.মেমৰি মডেল, 3.মেমৰি মডেল",memory model
"1.মেমৰি মডিউল, 2.মেমৰি মডিউল",memory module
"1.মেমৰি সূচী ৰেজিষ্টাৰ, 2.মেমৰি সূচী ৰেজিষ্টাৰ",memory pointer register
মেমৰি শক্তি,memory power
স্মৃতিশক্তি সুৰক্ষা,memory protection
"1.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা, 2.মেমৰি ৰেফাৰেন্স নিৰ্দেশনা",memory reference instruction
"১.মেমৰি প্ৰগ্ৰেম, ২.মেমৰি প্ৰগ্ৰেম",memory resident program
"1.মেমৰি ইউনিট, 2.মেমৰি ইউনিট",memory unit
মেনু,Menu
মেনু বাৰ,menu bar
মেনু চালিত,menu drive
মেনু নিৰ্বাচন,menu selection
মূল-চালিত কাৰ্যসূচী,menu-driven program
"১.অন্তৰ্নিহিত, ২.এত্ৰিত",Merge
মাৰ্জাৰ এক্সচেঞ্জ সজাই পৰাই তোলা,merge exchange sort
"1. একত্ৰীকৰণ সজাই পৰাই তোলা, 2. কেটেলগ নিৰ্বাচন",merge sort
"১/ একত্ৰীকৰণ, ২. একত্ৰীকৰণ",Merging
জালি নেটৱাৰ্ক,mesh network
বাৰ্তা প্ৰেৰণ,Messagaing
বাৰ্তা,Message
বাৰ্তা প্ৰমাণীকৰণ,message authentication
বাৰ্তা কোষ,message box
বাৰ্তা বৰ্তনী,message circuit
বাৰ্তা বিন্যাস,message format
বাৰ্তা পৰ্টে,message header
বাৰ্তা ধৰণ,message mode
বাৰ্তা প্ৰেৰণ,message passing
"1.বাৰ্তা সজাই পৰাই তোলা, 2.বাৰ্তা সজাই পৰাই তোলা",message polling
বাৰ্তা লাইন,message queue
বাৰ্তা চুইচ,message switch
বাৰ্তাৰ লিখনী,message text
বাৰ্তা স্থানান্তৰ এজেন্ট,message transfer agent
চুপাৰ এছেম্বলাৰ,meta assembler
মেটাক্লাছ,meta class
"1. অধিক সংকলন, 2. অধিক ব্যাখ্যা",meta compilation
"1. অধিক দোভাষী, 2. অধিক কম্পাইলাৰ",meta compiler
উপভাষা,meta language
"1.মেটা নেটৱৰ্ক, 2.মেটা নেটৱৰ্ক",meta network
একনায়কত্ববাদ,meta system
প্ৰক্ৰিয়া,Method
মেট্ৰ&#39;পলিটান এৰিয়া নেটৱৰ্ক (MAN),metropolitan area network (MAN)
মাইক্ৰ&#39;,Micro
"১.মাইক্ৰ’ক’ড,২.মাইক্ৰ’ক’ড",micro code
মাইক্ৰ&#39;কম্পিউটাৰ,micro computer
মাইক্ৰ&#39; নিয়ন্ত্ৰক,micro controller
মাইক্ৰ&#39; চক্ৰ,micro cycle
মাইক্ৰ&#39;ইলেক্ট্ৰনিক যান্ত্ৰিক ব্যৱস্থা (MEMS),micro electronic mechanical system (MEMS)
মাইক্ৰ&#39; ইলেক্ট্ৰনিক্স,micro electronics
মাইক্ৰ&#39; ক্ষুদ্ৰকৰণ,micro miniauthorization
মাইক্ৰ&#39; অৰ্ডাৰ,micro order
"১.মাইক্ৰ’, ২.মেইনফ্ৰেম লিংক",micro/mainframe link
মাইক্ৰ&#39; চিপ,Microchip
মাইক্ৰ&#39; ক&#39;বল,Microcobol
মাইক্ৰ&#39; ক&#39;ড,Microcode
"১.মাইক্ৰ’ফাইল, ২.মাইক্ৰ’ফিছ, ৩.মাইক্ৰ’ফাইল",Microfiche
মাইক্ৰ&#39; ফ্লপি,Microfloppy
মাইক্ৰ&#39;ফৰ্ম পঢ়া যন্ত্ৰ,microform reader
মাইক্ৰ&#39; ফ্ৰেম,Microframe
মাইক্ৰ&#39;গ্ৰাফিক্স,Micrographics
মাইক্ৰ&#39;ফোন,Microphone
মাইক্ৰ&#39;ফটোগ্ৰাফ,Microphotograph
"১.মাইক্ৰ’প্ৰচেছিং ইউনিট, ২.মাইক্ৰ’প্ৰচেছিং ইউনিট",microprocessing unit
মাইক্ৰ&#39;প্ৰচেছৰ,Microprocessor
মাইক্ৰ&#39;প্ৰচেছৰ চিপ,microprocessor chip
মাইক্ৰ&#39;প্ৰচেছৰ ইন্টাৰপ্ৰেটাৰ,microprocessor compiler
মাইক্ৰ&#39; প্ৰচেছৰ ইউনিট (MPU),microprocessor unit (MPU)
"১.মাইক্ৰ’প্ৰগ্ৰেম, ২.মাইক্ৰ’ প্ৰগ্ৰেম",Microprogram
মাইক্ৰ&#39; ক্ৰম,Microsequence
মাইক্ৰ’ছফ্ট,Microsoft
মাইক্ৰ’ছফ্ট উইণ্ড’জ,microsoft windows
মাইক্ৰ&#39; ৱেভ,Microwave
মাইক্ৰ&#39; ৱেভ লিংক,microwave link
মাইক্ৰৱেভ ট্ৰেন্সমিছন,microwave propagation
মধ্যম ব্যৱস্থাপনা,middle management
"1.মিডলৱেৰ, 2. মধ্যমীয়া ৱেৰ",Middleware
মিডি কম্পিউটাৰ,Midicomputer
কেন্দ্ৰীয় বিন্দু,Midpoint
মধ্যমীয়া,Midterm
প্ৰব্ৰজনৰ পথ,migration path
প্ৰতি ছেকেণ্ডত মিলিয়ন নিৰ্দেশনা (MIPS),million instructions per second (MIPS)
মিনি কম্পিউটাৰ,minicomputer
সৰু ডিস্কেট,Minidiskette
"১.সৰু বৃহদান্ত্ৰ, ২.সৰু অষ্ট",minimal kernel
নূন্যতম উৎপাদন,minimal product
বিৰল গছ,minimal tree
"১.মিনিমেক্স এলগৰিদম, ২.এলগৰিদম",minimax (min-max) algorithm
ক্ষুদ্ৰকৰণ প্ৰক্ৰিয়া,minimax procedure
সৰ্বনিম্ন খৰচৰ সম্প্ৰসাৰণ গছ,minimum cost spanning tree
"1.নিম্ন বিলম্ব এনকোডিং, 2.নিম্ন বিলম্ব ক&#39;ডিং",minimum latency coding
চুটি ডিভাইচ,minor device
"১.গুণন, ২.গুণন, ৩.গুণন পদ",Minterim
ক্ৰেডিট কাৰ্ড,minus flag
ক্ৰেডিট কাৰ্ড,minus flag
ক্ৰেডিট এলেকা,minus zone
মিৰ&#39;ৰ কৰা ডিস্ক,mirror
"১.আইনা দাগ, ২.ফটোকপি, ৩.আইনা কপি",mirror site
মিশ্ৰিত মূলক সংকেত,mixed-radix notation
মিক্সাৰ,Mixer
স্মৃতিভ্ৰংশ,Mnemonic
mnemonic ঠিকনা,mnemonic address
স্মৰণীয়,Mnemonics
"1.মোবাইল, 2.চলনশীল",Mobile
"১/ মোবাইল কম্পিউটিং, ২/ মোবাইল কম্পিউটিং",mobile computing
"১.মডেল, ২.মডেল",Model
মোডলেছ সম্পাদক,modeless editor
"১.মডেলিং, ২.মডেলিং",Modelling
মডেম,Modem
"১.সৰল গড়, ২.সাধাৰণ, ৩.গড়",Moderate
বিমন্দন,Moderation
মডাৰেটৰ,Moderator
পৰিৱৰ্তিত নিৰ্দেশনা,modified instruction
পৰিৱৰ্তক,Modifier
পৰিবৰ্তক বিট,modifier bit
পৰিৱৰ্তন,Modify
মডিউলাৰ,Modular
"1. মডুলাৰিটি, 2. মডুলাৰিটি",Modularity
মডুলেচন,Modulation
মডিউল,Module
মডিউলাৰ গঠন,module architecture
কাৰোবাৰ ওপৰত চকু ৰখা,Monitor
"১.মনিটৰ প্ৰগ্ৰেম, ২.মনিটৰ প্ৰগ্ৰেম",monitoring program
একৰঙী প্ৰদৰ্শন,monocrome display
একক সংহত বৰ্তনী,monolithic integrated circuit
একক প্ৰযুক্তি,monolithic technology
একক স্পেচ ফন্ট,monospace font
a positional,Monostable
একাগ্ৰতা,Monotoricity
"১. আকৃতি, ২. ৰূপ",Morph
প্ৰপত্ৰ,Morpheme
আকাৰ,Morphism
"১.বন্ধকী, ২.বন্ধকী, বন্ধকী",Mortgage
MOSFET (MOSFET) গেস্টবুক,mosfet (MOSFET)
"1. সৰ্বোচ্চ দুটা অংক, 2. সৰ্বোচ্চ বিট",most significant bit
মাদাৰ বৰ্ড,mother board
মাতৃ পঞ্জীয়ন,mother register
চলচ্চিত্ৰ,motion picture
চলচ্চিত্ৰ বিশেষজ্ঞ গোট (MPEG),motion picture experts group (MPEG)
মাউন্ট,Mount
"১.মাউছ, ২.মাউছ",Mouse
"১.চলনশীল, ২.স্থানচ্যুতি",Move
চলন্ত চিহ্ন,move character
এম এছ-ড’ছ,MS-DOS
এম এছ-উইণ্ড’জ,MS-Windows
একাধিক অভিমুখীতা,multi aspect
মাল্টি প্ৰচেছৰ,multi processor
"১.মাল্টিপ্ৰগ্ৰেমিং, ২.মাল্টিপ্ৰগ্ৰেমিং",multi programming
মাল্টিটাস্কিং,multi tasking
বহুবুছ,Multibus
সম্প্ৰচাৰ,Multicast
বহুৰূপী ঠিকনা,multicast address
সম্প্ৰচাৰ,Multicasting
মাল্টিচিপ,Multichip
multix,Multics
মাল্টিটাস্কিং অপাৰেচন,multijob operation
"১.বহুস্তৰীয় স্মৃতিশক্তি, ২. বহুস্তৰীয় স্মৃতিশক্তি",multilevel memory
"১.মাল্টিমিডিয়া প্ৰযুক্তি, ২.মাল্টিমিডিয়া প্ৰযুক্তি",multimedia technology
বহুগুণতা,Multimode
একাধিক,Multiple
"১.নিখুঁততা, ২.বহু নিশ্চয়তা",multiple precision
বহুবিধ ৰিগ্ৰেছন,multiple regression
"১.মাল্টিপ্লেক্স, ২.মাল্টিপ্লেক্স",Multiplex
মাল্টিপ্লেক্স মোড,multiplex mode
মাল্টিপ্লেক্সাৰ,Multiplexer
"১.মাল্টিপ্লেক্সিং, ২.মাল্টিপ্লেক্সিং",Multiplexing
মাল্টিপইন্ট নেটৱৰ্ক,multipoint network
একাধিক প্ৰচেছিং,Multiprocessing
মাল্টিপ্ৰচেছৰ চিস্টেম,multiprocessor system
বহুমুখী ইণ্টাৰনেট মেইল সম্প্ৰসাৰণ (MIME),multipurpose internet mail extention (MIME)
প্লেচমেণ্ট,Multischedule
বহুকেন্দ্ৰীয়,Multistation
মাল্টিথ্ৰেডিং,Multithreading
বহুপদ যুক্তি,multivalued logic
বহুচলকীয় বিশ্লেষণ,multivariate analysis
মাল্টিভাইব্ৰেটৰ,Multivibrator
"১.পাৰস্পৰিক বৰ্জন, ২.পাৰস্পৰিক বৰ্জন",mutual exclusion
পাৰস্পৰিক তথ্য,mutual information
"1. নবীন, 2. স্বজ্ঞাত ব্যৱহাৰকাৰী",naïve user
"1.নাম চাৰ্ভাৰ, 2.নাম চাৰ্ভাৰ",name server
নন্দ অপাৰেচন,NAND operation
নেনো,Nano
"সংকীৰ্ণ বেণ্ড, সংকীৰ্ণ বেণ্ড",narrow band
ৰাষ্ট্ৰীয় তথ্য আন্তঃগাঁথনি,national information infrastructure
ৰাষ্ট্ৰীয় তথ্য মানদণ্ড সংস্থা (AND NISO),National Information Standards Organization (NAND NISO)
প্ৰাকৃতিক সংকেত,native code
"১.প্ৰকৃত দোভাষী, ২.প্ৰকৃত প্ৰগ্ৰেমাৰ, ৩.প্ৰকৃত বিদ্যালয়",native compiler
প্ৰাকৃত চফ্টৱেৰ,native software
প্ৰাকৃতিক কম্পাইলাৰ,natural compiler
প্ৰাকৃতিক ভাষা প্ৰক্ৰিয়াকৰণ,natural language processing
প্ৰাকৃতিক ভাষাৰ প্ৰশ্ন,natural language querry
"১.প্ৰাকৃতিক সংখ্যা, ২.প্লাছ পূৰ্ণসংখ্যা",natural number
সঞ্চালন,Navigation
নিৰ্দেশক,Navigator
বিপৰীত যুক্তি,negative logic
"1.প্ৰয়োজনীয় লুপ,2.Enter লুপ",nested loop
"1. নেষ্টেড মেক্ৰ&#39;, 2. নেষ্টেড মেক্ৰ&#39;",nested macros
"নেট, নেট",Net
"১.নেট ঠিকনা, ২.নেট ঠিকনা",net address
"১.নেট নাগৰিক, ২.নেট নাগৰিক",net citizen
নেটস্কেপ নেভিগেটৰ,netscape navigator
নে&#39;টৱৰ্ক অভিগম নিয়ন্ত্ৰণ,network access control
"1.নেটৱৰ্ক স্থাপত্য, 2.নেটৱৰ্ক গঠন",network architecture
নে&#39;টৱৰ্ক নথিপত্ৰপ্ৰণালী (NFS),network file system (NFS)
"1.নেটৱৰ্ক অখণ্ডতা, 2.নেটৱৰ্ক অখণ্ডতা",network integrity
নেটৱাৰ্ক আন্তঃসংযোগ,network interconnection
নে&#39;টৱৰ্ক স্তৰ,network layer
নেটৱাৰ্ক ব্যৱস্থাপনা,network management
নে&#39;টৱৰ্ক টপোলজি,network topology
নে&#39;টৱৰ্ক স্পেক টাৰ্মিনেল,network virtual terminal
নিৰপেক্ষ ৰিলে,neutral relay
নিৰপেক্ষ সংক্ৰমণ,neutral transmission
নতুন শাৰী আখৰ,new line character
"১.নিও ছিংক, ২. নতুন সিঙ্ক",new sync
"1.NFS, 2.নেটৱৰ্ক ফাইল",NFS/network file
"১.কোৱাৰ্টাৰবিট, ২.কোৱাৰ্টাৰবিট, ৩.নিবেল",Nibble
নতুন পৰিপূৰক,nine's complement
ন&#39;ড,Node
হুলস্থূল,Noise
শব্দ ধৰণ,noise mode
নিৰৱ এনকোডিং,noiseless coding
অনিয়ম,non determinism
বিতৰক,non distributive
খালী ছেট,non empty set
বিভাজনযোগ্য,non prime
অ-পাৰস্পৰিক ক্ৰিয়াশীল,Non-interactive
"1.অসীম ব্যৱস্থা, 2.টাৰ্মিনেলবিহীন ব্যৱস্থা",non-terminal system
"১.অস্বাভাৱিক স্মৃতিশক্তি, ২.অস্বাভাৱিক স্মৃতিশক্তি",non-volatile memory
অস্বাভাৱিক ৰাম,non-volatile ram
"1. আনলোড কৰা ক&#39;ড, 2. আনলোড কৰা ক&#39;ড",non-weighted code
NOP (অকাৰ্য্যকৰী) নিৰ্দেশনা,NOP instruction
ন&#39;ৰ,NOR
"১.নহয় গেট, ২.নহয় গেট",NOR gate
"১.সাধাৰণ, ২.সৰল",Normal
স্বাভাৱিককৰণ,Normalization
নৰ্মেলাইজাৰ,Normalizer
knorr অপাৰেচন,NOR-operation
নহয়,NOT
বৰ্তনী নহয়,NOT circuit
সমতুল্যতা গেট নহয়,NOT equivalence gate
"1.অপাৰেচন নহয়, 2.অপাৰেচন পৰিপূৰক",NOT operation
নট-এণ্ড,Not-AND
নট-এণ্ড অপাৰেচন,NOT-AND operation
নহয়-বা,NOT-OR
নট-বা অপাৰেচন,NOT-OR operation
n p সম্পূৰ্ণতা,NP completeness
খালী পদৰ সূচক,NULL pointer
সংখ্যা তত্ত্ব,number theory
nyquist মাপকাঠী,nyquist criteria
"১.বস্তু, ২.উদ্দেশ্য, ৩.লক্ষ্য",Object
লক্ষ্যমুখী,object oriented
"1.অক্টল ক&#39;ড, 2.অক্টল ক&#39;ড",octal code
অষ্টক সংখ্যা,octal number
অক্টেট,Octet
octree,Octree
অদ্ভুত সমতা,odd parity
অফিচ অটোমেচন,office automation
অফিচ চফ্টৱেৰ,office software
"১.অফ-লাইন, ২.অফ-লাইন",Off-line
"1. অফলাইন প্ৰচেছিং, 2. অফলাইন প্ৰচেছিং",off-line processing
"১.অফছেট, ২.অন্ত-লম্ব",Off-set
ওমেগা সংকেত,omega notation
অনলাইন যোগাযোগ,on-line communication
"1.অন-লাইন প্ৰচেছিং, 2. একেলগে প্ৰক্ৰিয়াকৰণ",on-line processing
অপাৰেচন ৰেজিষ্টাৰ,OP register
মুক্ত প্ৰৱেশ,open addressing
উন্মুক্ত ব্যৱস্থাপ্ৰণালীৰ আন্তঃসংযোগ,open system interconnection
"১.উলংগ তাঁৰ, ২.খোলা তাঁৰ",open wire
অপাৰেণ্ড,Operand
লজিষ্টিকছ,operating system
"1.অপাৰেচন, 2.অপাৰেচন",Operation
"১.অপাৰেটৰ, ২.অপাৰেটৰ, ৩.অপাৰেটৰ",Operator
অপটিকেল চৰিত্ৰ চিনাক্তকৰণ,optical character recognition
"1. অপটিকেল ফাইবাৰ, 2. অপটিকেল ফাইবাৰ",optical fibre
অপটিকেল ফন্ট,optical font
অপটিকেল মাৰ্ক ৰেকগনিচন (OMR),optical mark recognition (OMR)
"1. অপটিকেল মেমৰি, 2. অপটিকেল মেমৰি",optical memory
অপটিকেল ৰিডাৰ,optical reader
"1. অপটিকেল স্কেনিং, 2. অপটিকেল স্কেনিং",optical scanning
"1.ঐচ্ছিক, 2.ঐচ্ছিক",Optimal
অনুকূলন,Optimization
অপটিকেল কাপলাৰ,opto coupler
অপ্টোইলেক্ট্ৰনিক্স,Optoelectronics
"1. অপটিকেল আইছ&#39;লেটৰ, 2. অপটিকেল আইছ&#39;লেটৰ",Optoisolator
অথবা,OR
বা দুৱাৰ,OR gate
বা অপাৰেচন,OR operation
ক্ৰমাগতভাৱে,order by
অগ্ৰাধিকাৰ ক্ৰম,order of precedence
অৰ্ডাৰ দিয়া জোৰা,ordered pair
অৰ্ডাৰ কৰা ছেট,ordered set
সজাই থোৱা গছ,ordered tree
আউটপুট ডাটা,output data
আউটপুট ডিভাইচ,output device
আউটপুট ফাইল,output file
"1.আউটপুট মডিউল, 2.আউটপুট মডিউল",output module
প্ৰস্থান বিবৃতি,output statement
আউটপুট ষ্ট্ৰিম,output stream
আউটপুট ইউনিট,output unit
overflow,over flow
ওভাৰলে,over lay
অভাৰলোড,over load
অভাৰপ্ৰিন্ট,over printing
অভাৰৰাইড কৰা হৈছে,over run
অভাৰৰাইড ভুল,over run error
"1. ওভাৰহেড বিট, 2. ওপৰৰ বিট",overhead bit
ওভাৰলেপ,Overlap
ওভাৰলে প্ৰগ্ৰেম,overlay program
override interrupt,override interrupt
অভাৰৰাইট কৰা,Overwrite
ব্যক্তিগত এনকোডিং,own coding
পেকেজসমূহ,Pack
"1.পেকেজ,2.পেকেজ",Package
পেকেজ,Packet
পেকেট চুইচিং,packet switching
পেকেজ নম্বৰ,packing factor
পদন,Padding
পৃষ্ঠা,Page
পৃষ্ঠাৰ ঠিকনা,page addressing
বিপৰীত,page break
"1.পৃষ্ঠা ফুটিং, 2.পৃষ্ঠাফুটিং",page footing
পৃষ্ঠা প্ৰৱেশ,page in
পৃষ্ঠাৰ আউটপুট,page out
পৃষ্ঠা পাঠক,page reader
পৃষ্ঠা শ্বেপিং,page swap
"1. পৃষ্ঠাযুক্ত মেমৰি, 2. পৃষ্ঠাযুক্ত",paged memory
"1. মেমৰি পেজিনেচন, 2. পেজিনেচন",Paging
পালমটপ,palm top
কাগজৰ চেন্সৰ,paper sensor
"1. সমান্তৰাল এলগৰিদম, 2. সমান্তৰাল এলগৰিদম",parallel algoritham
সমান্তৰাল কম্পিউটাৰ,parallel computer
সমান্তৰাল আন্তঃপৃষ্ঠ,parallel interface
সমান্তৰাল গ্ৰুমিং,parallel port
সমান্তৰাল প্ৰক্ৰিয়াকৰণ,parallel processing
সমান্তৰাল প্ৰগ্ৰেমিং,parallel programming
প্ৰাচল,Parameter
"১.উৎপত্তি, ২.পিতৃ-মাতৃ",Parent
সমতা,Parity
ডিচেকচন গছ,parse tree
পোষ্ট দোভাষী,Parser
পোষ্ট ব্ৰেক,Parsing
বিভাজন,Partition
বিভাজন,Partitioning
"১.পাছৱৰ্ড, ২.পাছৱৰ্ড",Password
পথ,Path
মডেল স্বীকৃতি,pattern recognition
পিচি ডিষ্ক অপাৰেটিং চিস্টেম (PCDOS),PC-disk operating system (PCDOS)
বন্ধু গোট,Peer
পেন প্লটাৰ,pen plotter
পেন্টিয়াম,Pentium
"১.সাময়িক, ২.পুনৰাবৃত্তিমূলক",Periodic
"১.পেৰিফেৰ, ২.পেৰিফেৰেল",Peripherals
মুকুতা,Peri
স্থায়ী ভাৰ্চুৱেল বৰ্তনী,permanent virtual circuit
অবিৰত,Persistant
ব্যক্তিগত কম্পিউটাৰ (PC),personel computer (PC)
ব্যক্তিগত ডিজিটেল সহায়ক (PDA),personnel digital assistant (PDA)
"ফেণ্টম, ভাৰ্চুৱেল",Phantom
"১.ফেজ, ২.ফেজ, ফেজ",Phase
ধ্বনি,Phoneme
শব্দ ব্যৱস্থা,phonetic system
ফটো ডাইঅ&#39;ড,photo diode
"১.শাৰীৰিক, ২.বাহ্যিক",Physical
ভৌতিক আন্তঃপৃষ্ঠ,physical interface
পেকোয়ে,Pico
পাই চাৰ্ট,pie chart
"১.পাই গ্ৰাফ, ২.পাই গ্ৰাফ",pie graph
ব্যৱধান,Pitch
পিক্সেল,Pixel
সহজ ascii,plain ascii (ASCII)
সাধাৰণ লিখনী,plain text
