Marathi,Malayalam
"1. चौकशी, 2. चौकशी","1. അന്വേഷണം, 2. അന്വേഷണം"
क्वेरी भाषा,ചോദ്യ ഭാഷ
क्वेरी प्रक्रिया,അന്വേഷണ പ്രോസസ്സിംഗ്
रांग,ക്യൂ
पंक्ती व्यवस्थापन,വരി മാനേജ്മെന്റ്
पंक्ती रजिस्टर,വരി രജിസ്റ്റർ
"1. रो नेटवर्क, 2. रो नेटवर्क","1. റോ നെറ്റ്‌വർക്ക്, 2. റോ നെറ്റ്‌വർക്ക്"
पंक्ती सिद्धांत,വരി സിദ്ധാന്തം
जलद प्रवेश मेमरी,ഫാസ്റ്റ് ആക്സസ് മെമ്മറി
भागफलक,ക്വട്ടേഷൻ
रेडिओ फ्रिक्वेन्सी इंटरफेरन्स (RFI),റേഡിയോ ഫ്രീക്വൻസി ഇടപെടൽ (RFI)
मूलांक,റാഡിക്സ്
यादृच्छिक प्रवेश संगणक उपकरणे (RACE),റാൻഡം ആക്സസ് കമ്പ്യൂട്ടർ ഉപകരണങ്ങൾ (RACE)
यादृच्छिक प्रवेश मेमरी (RAM),റാൻഡം ആക്‌സസ് മെമ്മറി (റാം)
यादृच्छिक स्कॅनिंग,ക്രമരഹിതമായ സ്കാനിംഗ്
"1.रास्टर, 2.रास्टर","1.റാസ്റ്റർ, 2.റാസ്റ്റർ"
रास्टर स्कॅनिंग,റാസ്റ്റർ സ്കാനിംഗ്
पुनर्अभियांत्रिकी,പുനർനിർമ്മാണം
पुनरुज्जीवन,പുനരുജ്ജീവിപ്പിക്കൽ
"1. प्रवेशयोग्यता, 2. प्रवेशयोग्यता","1. പ്രവേശനക്ഷമത, 2. പ്രവേശനക്ഷമത"
वाचन,വായന
वाचन डोके,വായന തല
"1. फक्त वाचा, 2. फक्त वाचा","1. വായിക്കാൻ മാത്രം, 2. വായിക്കാൻ മാത്രം"
"1. रीड ओन्ली मेमरी, 2. रीड ओन्ली मेमरी","1. റീഡ് ഒൺലി മെമ്മറി, 2. റീഡ് ഒൺലി മെമ്മറി"
वाचन लेखन प्रमुख,വായന എഴുത്ത് തല
"1. वाचन चक्र, 2. लेखन चक्र","1. വായനാ ചക്രം, 2. എഴുത്ത് ചക്രം"
"1. वाचन चक्र, 2. लेखन प्रमुख","1. റീഡിംഗ് സൈക്കിൾ, 2. റൈറ്റിംഗ് ഹെഡ്"
"1. वाचन स्मृती, 2. लेखन स्मृती","1. വായനാ മെമ്മറി, 2. എഴുത്ത് മെമ്മറി"
वाचक,വായനക്കാരൻ
"वाचन, वाचन","വായന, വായന"
"1.वाचा, 2.वाचनानंतर","1. വായിക്കുക, 2. പോസ്റ്റ് റീഡിംഗ്"
वास्तविक वेळ,യഥാർത്ഥ സമയം
"1. द्रुत प्रतिसाद प्रक्रिया, 2. त्वरित प्रतिसाद प्रक्रिया","1. ദ്രുത പ്രതികരണ പ്രോസസ്സിംഗ്, 2. ഉടനടി പ്രതികരണ പ്രോസസ്സിംഗ്"
प्राप्तकर्ता,റിസീവർ
ओळख तर्क,തിരിച്ചറിയൽ യുക്തി
पुनर्प्रोग्रामिंग हस्तांतरण,റീപ്രോഗ്രാമിംഗ് കൈമാറ്റം
विक्रम,റെക്കോർഡ്
"1. रेकॉर्डिंग हेड, 2. रेकॉर्डिंग हेड","1. റെക്കോർഡിംഗ് ഹെഡ്, 2. റെക്കോർഡിംഗ് ഹെഡ്"
सुधारण्यायोग्य त्रुटी,തിരുത്താവുന്ന തെറ്റ്
पूर्तता,നിവൃത്തി
पुनरावृत्ती प्रमेय,ആവർത്തന സിദ്ധാന്തം
पुनर्वापर,റീസൈക്ലിംഗ്
पुनरावृत्ती कार्य,ആവർത്തന പ്രവർത്തനം
मिनिएचराइज्ड इंस्ट्रक्शन सेट कॉम्प्युटर (RISC),മിനിയേച്ചറൈസ്ഡ് ഇൻസ്ട്രക്ഷൻ സെറ്റ് കമ്പ്യൂട്ടർ (RISC)
अतिरेक,ആവർത്തനം
"1.स्वतंत्र डिस्क, 2.डिस्कची अतिरिक्त अॅरे (लाल)","1. സ്വതന്ത്ര ഡിസ്ക്, 2. ഡിസ്കുകളുടെ അധിക നിര (ചുവപ്പ്)"
पुन्हा प्रवेश,വീണ്ടും പ്രവേശനം
री-एंट्री कोड,വീണ്ടും എൻട്രി കോഡ്
संदर्भ,റഫറൻസ്
संदर्भात्मक अखंडता,റഫറൻഷ്യൽ സമഗ്രത
प्रतिबिंब,പ്രതിഫലനം
प्रतिबिंब,പ്രതിഫലനം
अपवर्तन,അപവർത്തനം
रीफ्रेशर,പുതുക്കൽ
पुनर्जन्म,പുനരുജ്ജീവനം
नोंदणी करा,രജിസ്റ്റർ ചെയ്യുക
नियमित व्याकरण,പതിവ് വ്യാകരണം
संबंध,ബന്ധം
रिलेशनल डेटाबेस,റിലേഷണൽ ഡാറ്റാബേസ്
रिलेशनल डेटाबेस मॅनेजमेंट सिस्टम (RDBMS),റിലേഷണൽ ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം (RDBMS)
रिलेशनल मॉडेल,റിലേഷണൽ മോഡൽ
"1. नातेवाईक, 2. नातेवाईक","1. ബന്ധു, 2. ബന്ധു"
सापेक्ष पत्ता,ബന്ധു വിലാസം
"1. रिले, 2. ट्रान्समिशन","1. റിലേ, 2. ട്രാൻസ്മിഷൻ"
विश्वसनीयता मॉडेल,വിശ്വാസ്യത മോഡൽ
विश्वसनीय,വിശ്വസനീയം
"1. पुनर्स्थित करण्यायोग्य कोड, 2. पुनर्स्थित करण्यायोग्य डेटा","1. റീലൊക്കേറ്റബിൾ കോഡ്, 2. റീലൊക്കേറ്റബിൾ ഡാറ്റ"
दूर,ബഹുദൂരം
रिमोट फीडर,റിമോട്ട് ഫീഡർ
रिमोट वर्क एंट्री,റിമോട്ട് വർക്ക് എൻട്രി
"1.रिमोट सत्र प्रारंभ, 2.रिमोट लॉगिन","1.റിമോട്ട് സെഷൻ ആരംഭം, 2.റിമോട്ട് ലോഗിൻ"
रिमोट प्रोसिजर इनव्होकेशन (RPC),റിമോട്ട് പ്രൊസീജർ ഇൻവോക്കേഷൻ (RPC)
रिमोट सेन्सिंग,വിദൂര സംവേദനം
नाव बदलणे,പേരുമാറ്റുന്നു
"1.प्रतिपादन, 2.समर्पण","1. റെൻഡറിംഗ്, 2. സമർപ്പണം"
रिपीटर,ആവർത്തനക്കാരൻ
उत्तर द्या,ഉത്തരം
"1. विनंती, 2. विनंती","1. അഭ്യർത്ഥന, 2. അഭ്യർത്ഥന"
टिप्पणी विनंती (RFC),അഭിപ്രായ അഭ്യർത്ഥന (RFC)
"1.Request Protocol, 2.Response Protocol","1.അഭ്യർത്ഥന പ്രോട്ടോക്കോൾ, 2. പ്രതികരണ പ്രോട്ടോക്കോൾ"
पुनरावृत्ती कार्यक्रम,ആവർത്തന പ്രോഗ്രാം
संशोधन,ഗവേഷണം
चक्र पुनर्संचयित करा,ചക്രം പുനഃസ്ഥാപിക്കുക
स्मारककार,സ്മാരകവാദി
भिन्नता,വ്യത്യാസം
संसाधने,വിഭവങ്ങൾ
प्रतिसाद वेळ,പ്രതികരണ സമയം
"1.रीस्टार्ट करा, 2.रीस्टार्ट करा","1.പുനരാരംഭിക്കുക, 2.പുനരാരംഭിക്കുക"
जीर्णोद्धार,പുനഃസ്ഥാപിക്കൽ
पुन्हा शोधणे,വീണ്ടും കണ്ടെത്തുക
"1. री-डिस्पॅच, 2. री-कम्युनिकेशन","1. വീണ്ടും അയയ്ക്കൽ, 2. വീണ്ടും ആശയവിനിമയം"
पुनर्प्राप्ती,വീണ്ടെടുക്കൽ
पुन्हा प्रयत्न करा,വീണ്ടും ശ്രമിക്കുക
"1.रिग्रेशन, 2.रिटर्न","1.റിഗ്രഷൻ, 2.റിട്ടേൺ"
रीग्रेशन कोड,റിഗ്രഷൻ കോഡ്
प्रतिगमन की,റിഗ്രഷൻ കീ
पुन्हा वापरण्यायोग्य कोड,വീണ്ടും ഉപയോഗിക്കാവുന്ന കോഡ്
पुन्हा लिहिण्यायोग्य,മാറ്റിയെഴുതാവുന്നത്
आरजीबी मॉनिटर,rgb മോണിറ്റർ
रिबन,റിബൺ
अधिकृत समस्या,ഔദ്യോഗിക പ്രശ്നം
"1.रोबोट, 2.मेकॅनिक, 3.मेकॅनिझम","1.റോബോട്ട്, 2.മെക്കാനിക്, 3.മെക്കാനിസം"
"1.यांत्रिकी विज्ञान, 2.यांत्रिकी मानववंशशास्त्र","1.മെക്കാനിസ്റ്റിക് സയൻസ്, 2.മെക്കാനിസ്റ്റിക് ആന്ത്രോപോളജി"
"मजबूत, मजबूत","ശക്തമായ, ശക്തമായ"
भूमिका,പങ്ക്
पुन्हा रोलिंग,വീണ്ടും ഉരുളുന്നു
गुंतवणे,വിഴുങ്ങൽ
बहिर्वाह,ഒഴുക്ക്
"1. रीड ओन्ली मेमरी, 2. रीड ओन्ली मेमरी (ROM)","1. റീഡ് ഒൺലി മെമ്മറി, 2. റീഡ് ഒൺലി മെമ്മറി (റോം)"
मूळ,ഒറിജിനൽ
मूळ निर्देशिका,പാരന്റ് ഡയറക്ടറി
अंदाजे त्रुटी,ഏകദേശ പിശക്
"1.राउटर, 2.राउटर","1. റൂട്ടർ, 2. റൂട്ടർ"
"मार्गक्रमण, मार्गक्रमण","റൂട്ടിംഗ്, റൂട്ടിംഗ്"
RS232C इंटरफेस,RS232C ഇന്റർഫേസ്
RSA एन्क्रिप्शन,RSA എൻക്രിപ്ഷൻ
rtc,rtc
कार्यरत तपशील कोडिंग,വർക്ക്‌സ്‌പേസ് കോഡിംഗ്
कार्यकाळ,കാലാവധി
रनटाइम त्रुटी,റൺടൈം പിശക്
"1. नमुना, 2. नमुना","1. സാമ്പിൾ, 2. സാമ്പിൾ"
नमुना,സാമ്പിൾ
"1.उपग्रह, 2.उपग्रह","1.ഉപഗ്രഹം, 2.ഉപഗ്രഹം"
संपृक्तता,സാച്ചുറേഷൻ
जतन करा,രക്ഷിക്കും
"1. स्केलेबिलिटी, 2. स्केलेबिलिटी","1. സ്കേലബിളിറ്റി, 2. സ്കേലബിളിറ്റി"
स्केलर,സ്കെയിലർ
स्कॅनिंग,സ്കാനിംഗ്
लँडस्केप,ഭൂപ്രകൃതി
शेड्युलर,ഷെഡ്യൂളർ
स्क्रीन रिफ्लेक्शन प्रोजेक्टर,സ്ക്രീൻ പ്രതിഫലനം പ്രൊജക്ടർ
स्क्रिप्ट,സ്ക്രിപ്റ്റ്
स्क्रिप्टिंग भाषा,സ്ക്രിപ്റ്റിംഗ് ഭാഷ
"1.कॉइल, 2.स्क्रोल","1.കോയിൽ, 2.സ്ക്രോൾ"
सिंक्रोनस डेटा लिंक कंट्रोल (SDLC),സിൻക്രണസ് ഡാറ്റ ലിങ്ക് കൺട്രോൾ (SDLC)
"1.शोध, 2.शोध","1.പര്യവേക്ഷണം, 2.കണ്ടെത്തൽ"
शोध इंजिन,തിരയല് യന്ത്രം
झाड शोधा,തിരയൽ വൃക്ഷം
"1.एक्सप्लोर करा, 2.शोधा","1.പര്യവേക്ഷണം, 2.കണ്ടെത്തുക"
दुय्यम,സെക്കൻഡറി
"1.सेक्टर, 2.सेक्टर","1.സെക്ടർ, 2.സെക്ടർ"
सुरक्षा धोरण,സുരക്ഷാ നയം
शोध संज्ञा,അന്വേഷണ പദം
"1.विभाग, 2.विभाग","1.വിഭാഗം, 2.വിഭാഗം"
"1. विखंडन, 2. विखंडन","1. വിഘടനം, 2. വിഭജനം"
निवड क्रमवारी,തിരഞ്ഞെടുക്കൽ അടുക്കൽ
"1.स्वयंपूर्ण, 2.स्वयंपूर्ण","1.ഓട്ടോകംപ്ലീറ്റ്, 2.ഓട്ടോകംപ്ലീറ്റ്"
"1.अर्थशास्त्र, 2.अर्थशास्त्र","1.സെമാന്റിക്സ്, 2.സെമാന്റിക്സ്"
सेमाफोर,സെമാഫോർ
सेमीकंडक्टर,അർദ്ധചാലകം
कल्पनारम्य वेब,ഫാന്റസി വെബ്
अनुक्रमिक प्रवेश पद्धत,തുടർച്ചയായ ആക്സസ് രീതി
सलग,തുടർച്ചയായി
मालिका,സീരിയൽ
"1.सर्व्हर, 2.सर्व्हर","1.സെർവർ, 2.സെർവർ"
सर्व्हर क्रॅश,സെർവർ ക്രാഷ്
सर्व्हर परवाना,സെർവർ ലൈസൻസ്
सर्वो गुणक,സെർവോ മൾട്ടിപ്ലയർ
संच,കൂട്ടം
निर्दिष्ट बिंदू,നിർദ്ദിഷ്ട പോയിന്റ്
व्यवस्थापन,മാനേജ്മെന്റ്
सावली,നിഴൽ
सिनेमॅटोग्राफी,ഛായാഗ്രഹണം
भूत,പ്രേതം
फाइल शेअर करा,ഫയൽ പങ്കിടുക
सामायिक प्रवेश,പങ്കിട്ട ആക്സസ്
शेअरिंग,പങ്കുവയ്ക്കുന്നു
"1. कंस, 2. चिलखत, 3. शेल, 4. शेल","1. ബ്രാക്കറ്റുകൾ, 2. കവചം, 3. ഷെൽ, 4. ഷെൽ"
विस्थापन चिन्ह,സ്ഥാനചലന ചിഹ്നം
लहान मार्ग,ചെറിയ പാത
लहान सूचना,ഹ്രസ്വ നിർദ്ദേശം
भावंड,സഹോദരൻ
"1. साइड इफेक्ट, 2. काउंटर इफेक्ट","1. പാർശ്വഫലങ്ങൾ, 2. എതിർ പ്രഭാവം"
साइन बिट,സൈൻ ബിറ്റ്
सिग्नल,സിഗ്നൽ
सिग्नल प्रक्रिया,സിഗ്നൽ പ്രോസസ്സിംഗ്
नोटेशन,നൊട്ടേഷൻ
"1.सिग्नल-ध्वनी गुणोत्तर, 2.सिग्नल-ध्वनी गुणोत्तर","1.സിഗ്നൽ-ശബ്ദ അനുപാതം, 2.സിഗ്നൽ-ശബ്ദ അനുപാതം"
"1.स्वाक्षरी, 2. स्वाक्षरी","1.ഒപ്പ്, 2. ഒപ്പ്"
मार्कर चाचणी,മാർക്കർ ടെസ്റ്റ്
लक्षणीय गुण,കാര്യമായ മാർക്ക്
सिलिकॉन चिप,സിലിക്കൺ ചിപ്പ്
सिंपल मेल ट्रान्सफर प्रोटोकॉल (SMTP),ലളിതമായ മെയിൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (SMTP)
अविवाहित,സിംഗിൾ
"1. एक सिग्नलिंग नोड, 2. सिम्प्लेक्स नोड","1. ഒരു സിഗ്നലിംഗ് നോഡ്, 2. സിംപ്ലക്സ് നോഡ്"
सिम्युलेशन,അനുകരണം
अनुकरण करणारा,അനുകരിക്കുന്നവൻ
"1.एकाच वेळी, 2.समकालिक","1.ഒരേസമയം, 2.സിൻക്രണസ്"
एकाच वेळी प्रक्रिया,ഒരേസമയം പ്രോസസ്സിംഗ്
सोलो,സോളോ
"1.साइट परवाना, 2.साइट परवाना","1.സൈറ്റ് ലൈസൻസ്, 2.സൈറ്റ് ലൈസൻസ്"
"1.आकार, 2.आकार","1.വലിപ്പം, 2.വലിപ്പം"
मोजमाप,അളവ്
"1. चित्रण, 2. चित्रण","1. ചിത്രീകരണം, 2. ചിത്രീകരണം"
प्लुटी,പ്ലൂട്ടി
"1.प्लुती, 2.प्लुतीकरण","1.പ്ലൂട്ടി, 2.പ്ലൂട്ടിക്കാരൻ"
"1.स्लॅश, 2.कट","1.വെട്ടുക, 2.മുറിക്കുക"
संगणकाखाली,കമ്പ്യൂട്ടറിന് കീഴിൽ
साप विंडो प्रोटोकॉल,പാമ്പ് വിൻഡോ പ്രോട്ടോക്കോൾ
"1. वगळणे, 2. शरणागती","1. ഒഴിവാക്കൽ, 2. കീഴടങ്ങൽ"
स्लॉट,സ്ലോട്ട്
SCSI (SCSI),SCSI (SCSI)
स्मार्ट कार्ड,സ്മാർട്ട് കാർഡ്
गोगलगाय मेल,സ്നൈൽ മെയിൽ
स्नॅपशॉट,സ്നാപ്പ്ഷോട്ട്
"1.सॉफ्ट कम्प्युटिंग, 2.सॉफ्ट कम्प्युटिंग","1.സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്, 2.സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്"
सॉफ्ट कॉपी,സോഫ്റ്റ് കോപ്പി
सोपे फॉन्ट,എളുപ്പമുള്ള ഫോണ്ട്
सॉफ्टवेअर,സോഫ്റ്റ്വെയർ
सॉंफ्टवेअर अभियांत्रिकी,സോഫ്റ്റ്വെയർ എഞ്ചിനീയറിംഗ്
सॉफ्टवेअर परवाना,സോഫ്റ്റ്വെയർ ലൈസൻസ്
सॉफ्टवेअर चाचेगिरी,സോഫ്റ്റ്‌വെയർ പൈറസി
स्पेक्ट्रम,സ്പെക്ട്രം
"1.स्क्रू, 2.सर्पिल","1.സ്ക്രൂ, 2.സർപ്പിള"
"1.तपशील पत्रक, 2.स्प्रेडशीट","1.വിശദാംശ ഷീറ്റ്, 2.സ്പ്രെഡ്ഷീറ്റ്"
मानक,സ്റ്റാൻഡേർഡ്
मानक सामान्यीकृत मार्कअप भाषा (SGML),സ്റ്റാൻഡേർഡ് ജനറലൈസ്ഡ് മാർക്ക്അപ്പ് ലാംഗ്വേജ് (SGML)
मानकीकरण,സ്റ്റാൻഡേർഡൈസേഷൻ
वेळ वाट,കാത്തിരിപ്പ് സമയം
तारक लॅन,താരക് ലാൻ
तारा स्थिती,നക്ഷത്ര സ്ഥാനം
थोडा प्रारंभ करत आहे,ആരംഭിക്കുന്ന ബിറ്റ്
"1. अभाव, 2. टंचाई, 3. टंचाई संकट","1. അഭാവം, 2. ക്ഷാമം, 3. ക്ഷാമം പ്രതിസന്ധി"
"1.स्टॅटिक मेमरी, 2.स्टॅटिक मेमरी","1. സ്റ്റാറ്റിക് മെമ്മറി, 2. സ്റ്റാറ്റിക് മെമ്മറി"
स्थिती चॅनेल,സ്റ്റാറ്റസ് ചാനൽ
"1.चरण आकार, 2.चरण परिमाणे","1. സ്റ്റെപ്പ് സൈസ്, 2. സ്റ്റെപ്പ് അളവുകൾ"
विराम द्या आणि प्रोटोकॉल प्रतीक्षा करा,താൽക്കാലികമായി നിർത്തി കാത്തിരിക്കുക പ്രോട്ടോക്കോൾ
ब्रेक कोड,ബ്രേക്ക് കോഡ്
विराम की,താൽക്കാലികമായി നിർത്തുക
साठवणक्षमता,സംഭരണശേഷി
संग्रहित कार्यक्रम,സംഭരിച്ച പ്രോഗ്രാം
मालिका डेटा,പരമ്പര ഡാറ്റ
"1.स्ट्रक्चर्ड एन्कोडिंग, 2.स्ट्रक्चर्ड कोडिंग","1. ഘടനാപരമായ എൻകോഡിംഗ്, 2. ഘടനാപരമായ കോഡിംഗ്"
स्ट्रक्चर्ड क्वेरी लँग्वेज (SQL),ഘടനാപരമായ അന്വേഷണ ഭാഷ (SQL)
"1. ब्रोशर पेपर, 2. शैली पत्र","1. ബ്രോഷർ ഷീറ്റ്, 2. ശൈലി അക്ഷരം"
उप-निर्देशिका,ഉപ ഡയറക്ടറി
"1.सबनेट, 2.सबनेट","1.സബ്നെറ്റ്, 2.സബ്നെറ്റ്"
उपवृक्ष,ഉപവൃക്ഷം
"1.सारांश, 2.सारांश","1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്"
"1. सुपर कॉम्प्युटर, 2. सुपर कॉम्प्युटर","1. സൂപ്പർ കമ്പ്യൂട്ടർ, 2. സൂപ്പർ കമ്പ്യൂട്ടർ"
"1.Super Computation, 2.Super Computation","1.സൂപ്പർ കമ്പ്യൂട്ടേഷൻ, 2.സൂപ്പർ കമ്പ്യൂട്ടേഷൻ"
की की,കീ കീ
शीर्ष वापरकर्ता,മുൻനിര ഉപയോക്താവ്
पर्यवेक्षी शिक्षण,മേൽനോട്ടത്തിലുള്ള പഠനം
सहाय्यक चिप,സഹായ ചിപ്പ്
निव्वळ भिन्नता,നെറ്റ് വേരിയൻസ്
"1.निव्वळ भिन्नता, 2.विभाग, 3.सरफान","1.നെറ്റ് വേരിയൻസ്, 2.സെക്ഷൻ, 3.സർഫാൻ"
स्वॅप,സ്വാപ്പ്
अंतर्गामी,ഇൻബൗണ്ട്
बहिर्वाह,ഒഴുക്ക്
स्वॅपिंग,കൈമാറ്റം
"1.स्विच केलेले नेटवर्क,2. स्विच केलेले नेटवर्क","1. സ്വിച്ച്ഡ് നെറ്റ്‌വർക്ക്, 2. നെറ്റ്‌വർക്ക് മാറ്റി"
स्विचिंग,സ്വിച്ചിംഗ്
स्विचिंग तत्त्व,സ്വിച്ചിംഗ് തത്വം
प्रतीकात्मक प्रोग्रामिंग,പ്രതീകാത്മക പ്രോഗ്രാമിംഗ്
सिंक्रोनाइझेशन,സമന്വയം
सिंक्रोनायझर,സിൻക്രൊണൈസർ
समकालिक,സിൻക്രണസ്
सिंक्रोनस न्यूमेरिक पदानुक्रम (SDH),സിൻക്രണസ് ന്യൂമറിക് ശ്രേണി (SDH)
वाक्य विश्लेषण,വാക്യ വിശകലനം
प्रणाली विश्लेषण,സിസ്റ്റം വിശകലനം
प्रणाली अभियांत्रिकी,സിസ്റ്റം എഞ്ചിനീയറിംഗ്
"1. सिस्टम ब्रेकर, 2. सिस्टम हॅकर","1. സിസ്റ്റം ബ്രേക്കർ, 2. സിസ്റ്റം ഹാക്കർ"
सिस्टम इंटिग्रेटर,സിസ്റ്റം ഇന്റഗ്രേറ്റർ
सिस्टम लॉग,സിസ്റ്റം ലോഗ്
सिस्टम कव्हर,സിസ്റ്റം കവർ
सिस्टम नेटवर्क स्ट्रक्चर (SNA),സിസ്റ്റം നെറ്റ്‌വർക്ക് ഘടന (SNA)
"1. सिस्टम प्रोग्रामर, 2. सिस्टम प्रोग्रामर","1. സിസ്റ്റം പ്രോഗ്രാമർ, 2. സിസ്റ്റം പ്രോഗ്രാമർ"
"1. सिस्टम रीस्टार्ट, 2. सिस्टम रीस्टार्ट","1. സിസ്റ്റം പുനരാരംഭിക്കൽ, 2. സിസ്റ്റം പുനരാരംഭിക്കൽ"
प्रणाली समाप्ती,സിസ്റ്റം അവസാനിപ്പിക്കൽ
प्रणाली चाचणी,സിസ്റ്റം ടെസ്റ്റ്
प्रणाली उपयुक्तता,സിസ്റ്റം യൂട്ടിലിറ്റി
"1. पद्धतशीर संहिता, 2. पद्धतशीर संहिता","1. സിസ്റ്റമാറ്റിക് കോഡ്, 2. സിസ്റ്റമാറ്റിക് കോഡ്"
टॅब कमांड,ടാബ് കമാൻഡ്
वेळापत्रक,പട്ടിക
सारणी विहंगावलोकन,പട്ടിക അവലോകനം
टेबल जागा,മേശ സ്ഥലം
फलक,ശിലാഫലകം
"1.सारणीदार, 2.अॅरे अॅरे","1.ടേബിൾ, 2.അറേ അറേ"
सारणी कार्य,ടാബുലേഷൻ പ്രവർത്തനം
"1. चिन्हांकित आर्किटेक्चर, 2. चिन्हांकित संरचना","1. അടയാളപ്പെടുത്തിയ വാസ്തുവിദ്യ, 2. അടയാളപ്പെടുത്തിയ ഘടന"
चिन्हांकित प्रतिमा फाइल फॉर्म (TIFF),അടയാളപ്പെടുത്തിയ ഇമേജ് ഫയൽ ഫോം (TIFF)
टँडम प्रणाली,ടാൻഡം സിസ്റ്റം
टेप घनता,ടേപ്പ് സാന്ദ്രത
टेप कव्हर,ടേപ്പ് കവർ
tar फाइल,ടാർ ഫയൽ
काम,ജോലി
कार्य मार्गदर्शक,ജോലി ഗൈഡ്
कार्य शेड्युलर,ടാസ്ക് ഷെഡ്യൂളർ
ट्रान्समिशन कंट्रोल प्रोटोकॉल/इंटरनेट प्रोटोकॉल (TCP/IP),ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ/ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ (TCP/IP)
कटिंग ऑपरेशन,മുറിക്കൽ പ്രവർത്തനം
दूरसंचार,ടെലികമ്മ്യൂണിക്കേഷൻസ്
दूरसंचार,ടെലികമ്മ്യൂണിക്കേഷൻസ്
दूरसंचार,ടെലികോം
दूरसंचार,ടെലികോൺഫറൻസ്
"1. तार, 2. तार","1. ടെലിഗ്രാഫ്, 2. ടെലിഗ്രാഫി"
"1. टेलीमीटर, 2. टेलिमेट्री","1. ടെലിമീറ്റർ, 2. ടെലിമെട്രി"
"1.टेलिफोन, 2.टेलिफोन","1.ടെലിഫോൺ, 2.ടെലിഫോൺ"
टेलिफोन,ടെലിഫോണ്
"1.टेलिप्रिंटर, 2.टेलिप्रिंटर","1.ടെലിപ്രിൻറർ, 2.ടെലിപ്രിൻറർ"
टेलिप्रोसेसिंग,ടെലിപ്രോസസിംഗ്
"1. दूरदर्शन, 2. दूरदर्शन, 3. दूरदर्शन","1. ദൂരദർശൻ, 2. ടെലിവിഷൻ, 3. ദൂരദർശൻ"
टेलेक्स,ടെലക്സ്
"1.सापळा दूर, 2.टेलनेट","1.ട്രാപ്പ് എവേ, 2.ടെൽനെറ്റ്"
"1.उष्णता, 3.तापमान","1.ചൂട്, 3.താപനില"
"1.आकार प्लेट, 2.टेम्प्लेट, 3.रुपाडा","1. ഷേപ്പ് പ്ലേറ്റ്, 2. ടെംപ്ലേറ്റ്, 3. രൂപ"
दहाचे पूरक,പത്തിന്റെ പൂരകം
तेरा बाइट,ടെറാ ബൈറ്റ്
टेरा फॉलप्स,ടെറ ഫാലോപ്സ്
"1.एंड पॉइंटर, 2.टर्मिनल कर्सर","1.എൻഡ് പോയിന്റർ, 2.ടെർമിനൽ കഴ്സർ"
"1.एंड नोड, 2.टर्मिनल नोड","1.എൻഡ് നോഡ്, 2. ടെർമിനൽ നോഡ്"
टर्मिनल विंडो,ടെർമിനൽ വിൻഡോ
समाप्त,അവസാനിക്കുന്നു
ट्राय-बेस,ട്രൈ-ബേസ്
तीन बेस ऑपरेशन,മൂന്ന് അടിസ്ഥാന പ്രവർത്തനം
चाचणी,ടെസ്റ്റിംഗ്
चाचणी कव्हरेज,ടെസ്റ്റ് കവറേജ്
चाचणी अंमलबजावणी,ടെസ്റ്റ് എക്സിക്യൂഷൻ
चाचणी डेटा,ടെസ്റ്റ് ഡാറ്റ
"1.मजकूर, 2. अभ्यास साहित्य","1. വാചകം, 2. പഠന മെറ്റീരിയൽ"
मजकूर बॉक्स,ടെക്സ്റ്റ് ബോക്സ്
मजकूर कर्सर,ടെക്സ്റ്റ് കഴ്സർ
मजकूर संपादक,ടെക്സ്റ്റ് എഡിറ്റർ
मजकूर फाइल,ടെക്സ്റ്റ് ഫയൽ
अभ्यासक्रम,പാഠ്യപദ്ധതി
मजकूर प्रक्रिया,ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്
स्पीच-टेक्स्ट (TTS),സംഭാഷണ-വാചകം (TTS)
टेक्सचर मॅपिंग,ടെക്സ്ചർ മാപ്പിംഗ്
"1.T फ्लिप फ्लॉप, 2.T-बिनोमीटर","1.T ഫ്ലിപ്പ് ഫ്ലോപ്പ്, 2.T-ബിനോമീറ്റർ"
थर्मल सीलर,താപ മുദ്ര താപ
"1.प्रिंटर पातळ फिल्म मेमरी, 2.थिन फिल्म मेमरी","1.പ്രിൻറർ തിൻ ഫിലിം മെമ്മറി, 2.തിൻ ഫിലിം മെമ്മറി"
(TFT) पातळ फिल्म ट्रान्झिस्टर (TFT),(TFT) തിൻ ഫിലിം ട്രാൻസിസ്റ്റർ (TFT)
"1.जेमिंग, 2.हॅशिंग","1.ജെമിംഗ്, 2.ഹാഷിംഗ്"
धाग्याची बांगडी,ത്രെഡ് വള
थ्रेडिंग,ത്രെഡിംഗ്
"1.त्रिपक्षीय नेटवर्क, 2.त्रिपक्षीय नेटवर्क","1.ത്രിരാഷ്ട്ര ശൃംഖല, 2.ത്രിരാഷ്ട്ര ശൃംഖല"
प्रवाह क्षमता,ഒഴുക്ക് ശേഷി
वेळेची जटिलता,സമയ സങ്കീർണ്ണത
