Kannada,Assamese
ಹುಡುಕಾಟ ಎಂಜಿನ್,চাৰ্চ ইঞ্জিন
ಹುಡುಕಾಟ ಮರ,search tree
"1. ಅನ್ವೇಷಿಸಿ, 2. ಅನ್ವೇಷಿಸಿ","1.অন্বেষণ, 2.আৱিষ্কাৰ"
ದ್ವಿತೀಯ,মাধ্যমিক
"1. ವಲಯ, 2. ವಲಯ","১.খণ্ড, ২.খণ্ড"
ಭದ್ರತಾ ನೀತಿ,সুৰক্ষা নীতি
ಹುಡುಕಾಟ ಪದ,সন্ধান শব্দ
"1.ವಿಭಾಗ, 2.ವಿಭಾಗ","১.ধাৰা, ২.ধাৰা"
"1. ವಿಘಟನೆ, 2. ವಿಭಜನೆ","১.বিভাজন, ২.বিভাজন"
ಆಯ್ಕೆ ವಿಂಗಡಣೆ,নিৰ্বাচন সজাই পৰাই তোলা
"1.ಸ್ವಯಂಪೂರ್ಣ, 2.ಸ್ವಯಂಪೂರ್ಣ","1.স্বয়ংক্ৰিয় সম্পূৰ্ণ, 2.স্বয়ংক্ৰিয় সম্পূৰ্ণ"
"1.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್, 2.ಸೆಮ್ಯಾಂಟಿಕ್ಸ್","১.অৰ্থবিজ্ঞান, ২.অৰ্থবিজ্ঞান"
ಸೆಮಾಫೋರ್,চেমাফোৰ
ಅರೆವಾಹಕ,অৰ্ধপৰিবাহী
ಫ್ಯಾಂಟಸಿ ವೆಬ್,fantasy web
ಅನುಕ್ರಮ ಪ್ರವೇಶ ವಿಧಾನ,ক্ৰমিক অভিগম পদ্ধতি
ಸತತ,ক্ৰমাগত
ಧಾರಾವಾಹಿ,ছিৰিয়েল
"1.ಸರ್ವರ್, 2.ಸರ್ವರ್","1.চাৰ্ভাৰ, 2.চাৰ্ভাৰ"
ಸರ್ವರ್ ಕ್ರ್ಯಾಶ್,চাৰ্ভাৰ ক্ৰেচ
ಸರ್ವರ್ ಪರವಾನಗಿ,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
ಸರ್ವೋ ಗುಣಕ,চাৰ্ভো বহুগুণক
ಜೊತೆ,set of
ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಬಿಂದು,নিৰ্দিষ্ট বিন্দু
ನಿರ್ವಹಣೆ,ব্যৱস্থা
ನೆರಳು,ছাঁ
ಸಿನಿಮಾಟೋಗ್ರಫಿ,চিনেমাট&#39;গ্ৰাফী
ದೆವ್ವ,অনুসৰণ কৰা
ಫೈಲ್ ಹಂಚಿಕೊಳ್ಳಿ,ফাইলটো শ্বেয়াৰ কৰক
ಹಂಚಿಕೆಯ ಪ್ರವೇಶ,অংশীদাৰী অভিগম
ಹಂಚಿಕೆ,ভাগ কৰি দে
"1. ಬ್ರಾಕೆಟ್ಗಳು, 2. ಆರ್ಮರ್, 3. ಶೆಲ್, 4. ಶೆಲ್","১/ ব্ৰেকেট, ২. কৱচ, ৩. শ্বেল, ৪. শ্বেল"
ಸ್ಥಳಾಂತರದ ಚಿಹ್ನೆ,বিচ্যুতিৰ চিহ্ন
ಸಣ್ಣ ಮಾರ್ಗ,চুটি পথ
ಸಣ್ಣ ಸೂಚನೆ,চুটি নিৰ্দেশনা
ಒಡಹುಟ್ಟಿದವರು,সহোদৰ
"1. ಅಡ್ಡ ಪರಿಣಾಮ, 2. ಪ್ರತಿ ಪರಿಣಾಮ","1. পাৰ্শ্বক্ৰিয়া, 2. প্ৰতি প্ৰভাৱ"
ಸೈನ್ ಬಿಟ್,sign bit
ಸಿಗ್ನಲ್,সূত্ৰ
ಸಿಗ್ನಲ್ ಸಂಸ್ಕರಣೆ,সংকেত প্ৰক্ৰিয়াকৰণ
ಸಂಕೇತ,সংকেত
"1.ಸಿಗ್ನಲ್-ಧ್ವನಿ ಅನುಪಾತ, 2.ಸಿಗ್ನಲ್-ಶಬ್ದ ಅನುಪಾತ","1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত"
"1.ಸಹಿ, 2. ಸಹಿ","১.চহী, ২. স্বাক্ষৰ"
ಮಾರ್ಕರ್ ಪರೀಕ್ಷೆ,মাৰ্কাৰ পৰীক্ষা
ಗಮನಾರ್ಹ ಅಂಕಗಳು,উল্লেখযোগ্য নম্বৰ
ಸಿಲಿಕಾನ್ ಚಿಪ್,ছিলিকন চিপ
ಸರಳ ಮೇಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (SMTP),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
ಏಕ,একক
"1. ಒಂದು ಸಿಗ್ನಲಿಂಗ್ ನೋಡ್, 2. ಸಿಂಪ್ಲೆಕ್ಸ್ ನೋಡ್","1. এটা সংকেত ন&#39;ড, 2. simplex ন&#39;ড"
ಸಿಮ್ಯುಲೇಶನ್,চিমুলেচন
ಅನುಕರಿಸುವವನು,অনুকৰণকাৰী
"1.ಏಕಕಾಲಿಕ, 2.ಸಿಂಕ್ರೊನಸ್","১.সমকালীন, ২.সমকালীন"
ಏಕಕಾಲಿಕ ಸಂಸ್ಕರಣೆ,একেলগে প্ৰক্ৰিয়াকৰণ
ಏಕವ್ಯಕ್ತಿ,একক
"1.ಸೈಟ್ ಪರವಾನಗಿ, 2. ಸೈಟ್ ಪರವಾನಗಿ","1.ছাইট লাইচেন্স, 2.ছাইট লাইচেন্স"
"1.ಗಾತ್ರ, 2.ಗಾತ್ರ","১.আকাৰ, ২.আকাৰ"
ಮಾಪನ,জোখ-মাখ কৰা
"1. ವಿವರಣೆ, 2. ವಿವರಣೆ","1. চিত্ৰণ, 2. চিত্ৰণ"
ಪ್ಲುಟಿ,প্লুটি
"1.ಪ್ಲೂಟಿ, 2.ಪ್ಲುಟಿಕಾರನ್","১.প্লুটি, ২.প্লুটিকাৰন"
"1.ಸ್ಲಾಷ್, 2.ಕಟ್","১.স্লেচ, ২.কাট"
ಕಂಪ್ಯೂಟರ್ ಅಡಿಯಲ್ಲಿ,কম্পিউটাৰৰ অধীনত
ಹಾವಿನ ಕಿಟಕಿ ಪ್ರೋಟೋಕಾಲ್,snake উইন্ডো প্ৰট&#39;কল
"1. ಲೋಪ, 2. ಶರಣಾಗತಿ","1. বাদ দিয়া, ২. আত্মসমৰ্পণ কৰা"
ಸ್ಲಾಟ್,ছাঁদ
SCSI (SCSI),SCSI (SCSI)
ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್,স্মাৰ্ট কাৰ্ড
ನಿಧಾನ ಅಂಚೆ,শামুক মেইল
ಸ್ನ್ಯಾಪ್‌ಶಾಟ್,স্নেপশ্বট
"1.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್, 2.ಸಾಫ್ಟ್ ಕಂಪ್ಯೂಟಿಂಗ್","১.চফ্ট কম্পিউটেচন, ২.চফ্ট কম্পিউটেচন"
ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ,চফ্ট কপি
ಸುಲಭವಾದ ಫಾಂಟ್,সহজ ফন্ট
ಸಾಫ್ಟ್ವೇರ್,ছ’ফ্টৱেৰ
ಸಾಫ್ಟ್ವೇರ್ ಎಂಜಿನಿಯರಿಂಗ್,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
ಸಾಫ್ಟ್ವೇರ್ ಪರವಾನಗಿ,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
ಸಾಫ್ಟ್ವೇರ್ ಪೈರಸಿ,চফ্টৱেৰ পাইৰেচি
ಸ್ಪೆಕ್ಟ್ರಮ್,বৰ্ণালী
"1.ತಿರುಪು, 2.ಸುರುಳಿ","1.স্ক্ৰু, 2.স্পাইৰেল"
"1.ವಿವರ ಹಾಳೆ, 2.ಸ್ಪ್ರೆಡ್‌ಶೀಟ್","1.বিস্তাৰিত পত্ৰিকা, 2.স্প্ৰেডশ্বীট"
ಪ್ರಮಾಣಿತ,মানদণ্ড
ಪ್ರಮಾಣಿತ ಸಾಮಾನ್ಯೀಕರಿಸಿದ ಮಾರ್ಕಪ್ ಭಾಷೆ (SGML),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
ಪ್ರಮಾಣೀಕರಣ,প্ৰামাণিককৰণ
ಕಾಯುವ ಸಮಯ,অপেক্ষাৰ সময়
ತಾರಕ್ ಲ್ಯಾನ್,তাৰক লান
ನಕ್ಷತ್ರ ಸ್ಥಾನ,তৰাৰ অৱস্থান
ಆರಂಭದ ಬಿಟ್,আৰম্ভণিৰ বিট
"1. ಕೊರತೆ, 2. ಕೊರತೆ, 3. ಕೊರತೆ ಬಿಕ್ಕಟ್ಟು","1. অভাৱ, 2. অভাৱ, 3. অভাৱ সংকট"
"1.ಸ್ಥಿರ ಸ್ಮರಣೆ, 2.ಸ್ಥಿರ ಸ್ಮರಣೆ","1.ষ্টেটিক মেমৰি, 2.ষ্টেটিক মেমৰি"
ಸ್ಥಿತಿ ಚಾನಲ್,ষ্টেটাছ চেনেল
"1.ಹಂತದ ಗಾತ್ರ, 2.ಹಂತದ ಆಯಾಮಗಳು","1.পদক্ষেপৰ আকাৰ, 2.পদক্ষেপৰ মাত্ৰা"
ವಿರಾಮ ಮತ್ತು ಕಾಯುವ ಪ್ರೋಟೋಕಾಲ್,বিৰতি আৰু অপেক্ষা প্ৰট&#39;কল
ಬ್ರೇಕ್ ಕೋಡ್,ব্ৰেক ক&#39;ড
ವಿರಾಮ ಕೀ,pause key
ಶೇಖರಣಾ ಸಾಮರ್ಥ್ಯ,সংৰক্ষণযোগ্যতা
ಸಂಗ್ರಹಿಸಲಾದ ಪ್ರೋಗ್ರಾಂ,সংৰক্ষিত প্ৰগ্ৰেম
ಸರಣಿ ಡೇಟಾ,শৃংখলা তথ্য
"1.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಎನ್ಕೋಡಿಂಗ್, 2.ಸ್ಟ್ರಕ್ಚರ್ಡ್ ಕೋಡಿಂಗ್","1.গাঁথনিযুক্ত এনকোডিং, 2.গাঁথনিযুক্ত ক&#39;ডিং"
ರಚನಾತ್ಮಕ ಪ್ರಶ್ನೆ ಭಾಷೆ (SQL),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
"1. ಕರಪತ್ರದ ಹಾಳೆ, 2. ಶೈಲಿಯ ಪತ್ರ","১.ব্ৰ&#39;চাৰৰ শ্বীট, ২. শৈলীৰ চিঠি"
ಉಪ ಡೈರೆಕ್ಟರಿ,উপ-ডাইৰেকটৰি
"1.ಸಬ್ನೆಟ್, 2.ಸಬ್ನೆಟ್","১.চাবনেট, ২.চাবনেট"
ಉಪವೃಕ್ಷ,উপবৃক্ষ
"1. ಸಂಕ್ಷೇಪಣ, 2. ಸಂಕ್ಷೇಪಣ","১.সংক্ষিপ্তকৰণ, ২.সংক্ষিপ্তকৰণ"
"1. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್, 2. ಸೂಪರ್ ಕಂಪ್ಯೂಟರ್","১.ছুপাৰ কম্পিউটাৰ, ২.ছুপাৰ কম্পিউটাৰ"
"1.ಸೂಪರ್ ಕಂಪ್ಯೂಟೇಶನ್, 2.ಸೂಪರ್ ಕಂಪ್ಯೂಟೇಶನ್","১.ছুপাৰ কম্পিউটেচন, ২.ছুপাৰ কম্পিউটেচন"
ಪ್ರಮುಖ ಕೀ,কি&#39; চাবি
ಉನ್ನತ ಬಳಕೆದಾರ,শীৰ্ষ ব্যৱহাৰকাৰী
ಮೇಲ್ವಿಚಾರಣೆಯ ಕಲಿಕೆ,তত্বাৱধানত শিক্ষণ
ಸಹಾಯಕ ಚಿಪ್,সহায়ক চিপ
ನಿವ್ವಳ ವ್ಯತ್ಯಾಸ,নেট ভ্যাৰিয়েন্স
"1.ನೆಟ್ ವ್ಯತ್ಯಾಸ, 2.ವಿಭಾಗ, 3.ಸರ್ಫಾನ್","১.নেট ভ্যাৰিয়েন্স, ২.অংশ, ৩.ছাৰফান"
ವಿನಿಮಯ,অদলবদল
ಒಳಬರುವ,ইনবাউণ্ড
ಹೊರಹರಿವು,আউটফ্ল&#39;
ವಿನಿಮಯ,শ্বেপিং
"1. ಸ್ವಿಚ್ಡ್ ನೆಟ್‌ವರ್ಕ್, 2. ಬದಲಾಯಿಸಿದ ನೆಟ್ವರ್ಕ್","1.চুইচ কৰা নেটৱৰ্ক, 2. চুইচ কৰা নেটৱাৰ্ক"
ಬದಲಾಯಿಸುವುದು,চুইচিং
ಸ್ವಿಚಿಂಗ್ ತತ್ವ,চুইচিং নীতি
ಸಾಂಕೇತಿಕ ಪ್ರೋಗ್ರಾಮಿಂಗ್,প্ৰতীকী প্ৰগ্ৰেমিং
ಸಿಂಕ್ರೊನೈಸೇಶನ್,সমন্বয়
ಸಿಂಕ್ರೊನೈಸರ್,সমন্বয়ক
ಸಿಂಕ್ರೊನಸ್,সমকালীন
ಸಿಂಕ್ರೊನಸ್ ಸಂಖ್ಯಾ ಶ್ರೇಣಿ (SDH),সমকালীন সংখ্যাগত হাইৰাৰ্কি (SDH)
ವಾಕ್ಯ ವಿಶ್ಲೇಷಣೆ,বাক্য বিশ্লেষণ
ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ,ব্যৱস্থা বিশ্লেষণ
ಸಿಸ್ಟಮ್ ಎಂಜಿನಿಯರಿಂಗ್,চিষ্টেম ইঞ্জিনিয়াৰিং
"1. ಸಿಸ್ಟಮ್ ಬ್ರೇಕರ್, 2. ಸಿಸ್ಟಮ್ ಹ್ಯಾಕರ್","১/ চিষ্টেম ব্ৰেকাৰ, ২/ চিষ্টেম হেকাৰ"
ಸಿಸ್ಟಮ್ ಇಂಟಿಗ್ರೇಟರ್,চিস্টেম ইন্টিগ্ৰেটৰ
ಸಿಸ್ಟಮ್ ಲಾಗ್,চিস্টেম লগ
ಸಿಸ್ಟಮ್ ಕವರ್,চিস্টেম কভাৰ
ಸಿಸ್ಟಮ್ ನೆಟ್ವರ್ಕ್ ಸ್ಟ್ರಕ್ಚರ್ (SNA),ব্যৱস্থাপ্ৰণালীৰ নে&#39;টৱৰ্ক গঠন (SNA)
"1. ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್, 2. ಸಿಸ್ಟಮ್ ಪ್ರೋಗ್ರಾಮರ್","1. চিস্টেম প্ৰগ্ৰেমাৰ, 2. চিস্টেম প্ৰগ্ৰেমাৰ"
"1. ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ, 2. ಸಿಸ್ಟಮ್ ಮರುಪ್ರಾರಂಭ","1. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ, 2. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ"
ವ್ಯವಸ್ಥೆಯ ಮುಕ್ತಾಯ,চিস্টেম সমাপ্তি
ಸಿಸ್ಟಮ್ ಪರೀಕ್ಷೆ,চিস্টেম পৰীক্ষা
ಸಿಸ್ಟಮ್ ಉಪಯುಕ್ತತೆ,চিস্টেম সঁজুলি
"1. ವ್ಯವಸ್ಥಿತ ಕೋಡ್, 2. ವ್ಯವಸ್ಥಿತ ಕೋಡ್","1. পদ্ধতিগত সংহিতা, 2. পদ্ধতিগত সংহিতা"
ಟ್ಯಾಬ್ ಆಜ್ಞೆ,টেব কমাণ্ড
ವೇಳಾಪಟ್ಟಿ,অনুসূচী
ಕೋಷ್ಟಕ ಅವಲೋಕನ,টেবুলাৰ অভাৰভিউ
ಟೇಬಲ್ ಸ್ಪೇಸ್,টেবুলৰ স্থান
ಪ್ಲೇಕ್,ফলক
"1.ಟ್ಯಾಬ್ಯುಲರ್, 2.ಅರೇ ಅರೇ","1.tabular, 2.এৰে এৰে"
ಕೋಷ್ಟಕ ಕಾರ್ಯ,টেবুলেচন ফাংচন
"1. ಮಾರ್ಕ್ಡ್ ಆರ್ಕಿಟೆಕ್ಚರ್, 2. ಮಾರ್ಕ್ಡ್ ಸ್ಟ್ರಕ್ಚರ್","১.চিহ্নিত স্থাপত্য, ২.চিহ্নিত গঠন"
ಗುರುತಿಸಲಾದ ಇಮೇಜ್ ಫೈಲ್ ಫಾರ್ಮ್ (TIFF),চিহ্নিত চিত্ৰ ফাইল প্ৰপত্ৰ (TIFF)
ಟಂಡೆಮ್ ವ್ಯವಸ್ಥೆ,টেণ্ডেম ব্যৱস্থা
ಟೇಪ್ ಸಾಂದ್ರತೆ,টেপ ঘনত্ব
ಟೇಪ್ ಕವರ್,টেপ কভাৰ
ಟಾರ್ ಫೈಲ್,tar ফাইল
ಕೆಲಸ,কাম
ಕೆಲಸದ ಮಾರ್ಗದರ್ಶಿ,ৱৰ্ক গাইড
ಕಾರ್ಯ ಶೆಡ್ಯೂಲರ್,কাৰ্য্যসূচীকাৰী
ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಕಂಟ್ರೋಲ್ ಪ್ರೋಟೋಕಾಲ್/ಇಂಟರ್ನೆಟ್ ಪ್ರೋಟೋಕಾಲ್ (TCP/IP),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল (TCP/IP)
ಕತ್ತರಿಸುವ ಕಾರ್ಯಾಚರಣೆ,কাটিং অপাৰেচন
ದೂರಸಂಪರ್ಕ,টেলিকমিউনিকেচন
ದೂರಸಂಪರ್ಕ,টেলিকমিউনিকেচন
ಟೆಲಿಕಾಂ,টেলিকম
ದೂರಸಂಪರ್ಕ,টেলিকনফাৰেন্স
"1. ಟೆಲಿಗ್ರಾಫ್, 2. ಟೆಲಿಗ್ರಾಫಿ","১.টেলিগ্ৰাফ, ২.টেলিগ্ৰাফী"
"1. ಟೆಲಿಮೀಟರ್, 2. ಟೆಲಿಮೆಟ್ರಿ","১.টেলিমিটাৰ, ২.টেলিমেট্ৰি"
"1. ದೂರವಾಣಿ, 2. ದೂರವಾಣಿ","১.টেলিফোন, ২.টেলিফোন"
ದೂರವಾಣಿ,টেলিফোন
"1.ಟೆಲಿಪ್ರಿಂಟರ್, 2.ಟೆಲಿಪ್ರಿಂಟರ್","১.টেলিপ্ৰিণ্টাৰ, ২.টেলিপ্ৰিণ্টাৰ"
ಟೆಲಿಪ್ರೊಸೆಸಿಂಗ್,টেলিপ্ৰচেছিং
"1. ದೂರದರ್ಶನ, 2. ದೂರದರ್ಶನ, 3. ದೂರದರ್ಶನ","১/ দূৰদৰ্শন, ২.দূৰদৰ্শন, ৩.দূৰদৰ্শন"
ಟೆಲೆಕ್ಸ್,টেলেক্স
"1.ಟ್ರ್ಯಾಪ್ ಅವೇ, 2.ಟೆಲ್ನೆಟ್","১.নেটৱৰ্ক, ২.টেলনেট"
"1.ಉಷ್ಣ, 3.ತಾಪಮಾನ","১.গৰম, ৩.তাপমাত্ৰা"
"1.ಆಕಾರದ ಫಲಕ, 2.ಟೆಂಪ್ಲೇಟ್, 3.ರೂಪದ","১.আকৃতিৰ প্লেট, ২.সাঁচ, ৩.ৰূপা"
ಹತ್ತರ ಪೂರಕ,দহৰ পৰিপূৰক
ಟೆರಾ ಬೈಟ್,টেৰা বাইট
ಟೆರ್ರಾ ಫಾಲೋಪ್ಸ್,টেৰা ফেলপছ
"1.ಎಂಡ್ ಪಾಯಿಂಟರ್, 2.ಟರ್ಮಿನಲ್ ಕರ್ಸರ್","1.এণ্ড পইণ্টাৰ, 2.টাৰ্মিনেল কাৰ্চাৰ"
"1.ಎಂಡ್ ನೋಡ್, 2.ಟರ್ಮಿನಲ್ ನೋಡ್","1.এণ্ড ন&#39;ড, 2.টাৰ্মিনেল ন&#39;ড"
ಟರ್ಮಿನಲ್ ವಿಂಡೋ,টাৰ্মিনেল উইন্ডো
ಕೊನೆಗೊಳ್ಳುತ್ತದೆ,ending
ಟ್ರೈ-ಬೇಸ್,ট্ৰাই-বেছ
ಮೂರು ಮೂಲ ಕಾರ್ಯಾಚರಣೆ,তিনিটা বেচ অপাৰেচন
ಪರೀಕ್ಷೆ,পৰীক্ষা কৰা হৈছে
ಪರೀಕ್ಷಾ ವ್ಯಾಪ್ತಿ,পৰীক্ষাৰ কভাৰেজ
ಪರೀಕ್ಷಾ ಮರಣದಂಡನೆ,পৰীক্ষা নিষ্পাদন
ಪರೀಕ್ಷಾ ಡೇಟಾ,পৰীক্ষাৰ তথ্য
"1.ಪಠ್ಯ, 2. ಅಧ್ಯಯನ ವಸ್ತು","১.পাঠ, ২. অধ্যয়নৰ সামগ্ৰী"
ಪಠ್ಯ ಪೆಟ್ಟಿಗೆ,লিখনী বাকচ
ಪಠ್ಯ ಕರ್ಸರ್,লিখনী কাৰ্চাৰ
ಪಠ್ಯ ಸಂಪಾದಕ,টেক্সট সম্পাদক
ಪಠ್ಯ ಫೈಲ್,লিখনী নথিপত্ৰ
ಪಠ್ಯಕ್ರಮ,পাঠ্যক্ৰম
ಪಠ್ಯ ಪ್ರಕ್ರಿಯೆ,টেক্সট প্ৰচেছিং
ಭಾಷಣ-ಪಠ್ಯ (TTS),বক্তৃতা-পাঠ (TTS)
ವಿನ್ಯಾಸ ಮ್ಯಾಪಿಂಗ್,টেক্সচাৰ মেপিং
"1.T ಫ್ಲಿಪ್ ಫ್ಲಾಪ್, 2.T-ಬೈನೋಮೀಟರ್","১.টি ফ্লিপ ফ্লপ, ২.টি-বাইনোমিটাৰ"
ಥರ್ಮಲ್ ಸೀಲ್ ಥರ್ಮಲ್,তাপীয় ছীলাৰ
"1.ಪ್ರಿಂಟರ್ ಥಿನ್ ಫಿಲ್ಮ್ ಮೆಮೊರಿ, 2.ಥಿನ್ ಫಿಲ್ಮ್ ಮೆಮೊರಿ","১.প্ৰিণ্টাৰ পাতল চলচ্চিত্ৰ স্মৃতি, ২.পাতল চলচ্চিত্ৰ স্মৃতি"
(TFT) ಥಿನ್ ಫಿಲ್ಮ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ (TFT),(TFT) পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ (TFT)
"1.ಜೆಮಿಂಗ್, 2.ಹ್ಯಾಶಿಂಗ್","১.ৰত্ন, ২.হেচিং"
ದಾರದ ಬಳೆ,থ্ৰেড বেংগল
ಥ್ರೆಡಿಂಗ್,থ্ৰেডিং
"1.ತ್ರಿಪಕ್ಷೀಯ ಜಾಲ, 2.ತ್ರಿಪಕ್ಷೀಯ ಜಾಲ","১.ত্ৰিভুজ নেটৱৰ্ক, ২.ত্ৰিভুজ নেটৱৰ্ক"
ಹರಿವಿನ ಸಾಮರ್ಥ್ಯ,প্ৰবাহ ক্ষমতা
ಸಮಯದ ಸಂಕೀರ್ಣತೆ,সময়ৰ জটিলতা
ಟೈಮ್ ಡಿವಿಷನ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್ (TDM),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
ಕಾಲಮಿತಿಯೊಳಗೆ,সময়সীমা
ಅದೇ ಸಮಯದಲ್ಲಿ,একে সময়তে
"1. ಕಾಲ್ ಮೆಷಿನ್, 2. ಕಾಲ್ ಮೆಷಿನ್, 3. ಟೈಮ್ ಮೆಷಿನ್","1. কল মেচিন, 2. কল মেচিন, 3. টাইম মেচিন"
ಸಮಯ ಮುಗೀತು,টাইম আপ
"1. ಕ್ಯಾಲೊಕೇಶನ್, 2. ಕ್ಯಾಲ್ ಕ್ವಾಂಟೈಸೇಶನ್","1.Callocation, 2.Cal কোৱাণ্টাইজেচন"
ಸಮಯದ ಸರಣಿ,সময় শৃংখলা
"1. ಸಮಯ ವಿಭಾಗ, 2. ಸಮಯ ಹಂಚಿಕೆ","১/ সময় বিভাজন, ২। সময় ভাগ-বতৰা কৰা"
ಸಮಯ ಹಂಚಿಕೆ ವ್ಯವಸ್ಥೆ,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
ಕರೆ ಹಂತ,কল ষ্টেপ
ಸಮಯ ರೇಖಾಚಿತ್ರ,সময়ৰ ডায়েগ্ৰাম
ಪಾತ್ರ,চৰিত্ৰ
ಟಾಗಲ್,টগল কৰক
ಚಲಿಸುವಿಕೆಯನ್ನು ಟಾಗಲ್ ಮಾಡಿ,toggle move
"1.ಚಿಹ್ನೆ, 2.ಟೋಕನ್","১.চিহ্ন, ২.টোকেন"
ಟೋಕನ್ ಬಸ್,টোকেন বাছ
ಟೋಕನ್ ಬಸ್,টোকেন বাছ
ಟೋಕನ್ ಬಸ್ ನೆಟ್ವರ್ಕ್,টোকেন বাছ নেটৱাৰ্ক
"1.ಚಿಹ್ನೆ ಉಂಗುರ, 2.ಚಿಹ್ನೆ ಉಂಗುರ","১.চিহ্ন আঙঠি, ২.চিহ্ন আঙঠি"
ಟೋಕನ್ ಸಮಾಲೋಚನೆ,টোকেন আলোচনা
"1.ಉಪಕರಣಗಳು, 2.ಉಪಕರಣಗಳು","১.সঁজুলি, ২.সঁজুলি"
ಮೇಲಿನ ಕಾಲು,টপ-ফুট
ಮೇಲಿನ ಕಾಲು ವಿನ್ಯಾಸ,টপ ফুট ডিজাইন
"1. ಉಗುರು ರಿಡ್ಜ್ ಕಾನ್ಫಿಗರೇಶನ್, 2. ಕೆಳಗೆ ಎಳೆಯಿರಿ","1. নখ ৰিজ কনফিগাৰেচন, 2. তললৈ টানি"
"1. ಸ್ಥಳ, 2. ಸ್ಥಳ ವಿಜ್ಞಾನ","১.অৱস্থান, ২.অৱস্থান বিজ্ঞান"
ಟಚ್ ಪ್ಯಾಡ್ಗಳು,টাচ পেড
ಟಚ್ ಸ್ಕ್ರೀನ್,টাচ্ছ স্ক্ৰীন
"1.ಮಾರ್ಕ್, 2.ಮಾರ್ಕ್, 3.ಟ್ರೇಸಿಂಗ್","১.চিহ্ন, ২.চিহ্ন, ৩.ট্ৰেচিং"
ಪತ್ತೆ ಹಚ್ಚುವುದು,ট্ৰেচিং
"1.ದಾರಿ, 2.ಮಾರ್ಗ, 3.ಸೋರಿಕೆ","১.পথ, ২.পথ, ৩.লিক"
"1.ಟ್ರ್ಯಾಕ್ ಡಿಸ್ಕ್, 2.ಪಾತ್ ಡಿಸ್ಕ್","1.ট্ৰেক ডিস্ক, 2.পথ ডিস্ক"
ಮಾರ್ಗ ಟೇಪ್,পথ টেপ
"1. ಅನುಸರಿಸಿ, 2. ಅನುಸರಿಸಿ","১.ফ&#39;ল&#39; কৰক, ২.ফ&#39;ল&#39; কৰক"
"1. ಅನುಸರಿಸಿ, 2. ಅನುಸರಿಸಿ","১/ অনুসৰণ কৰক, ২. অনুসৰণ কৰক"
ಪಥವನ್ನು,ট্ৰেজেক্টৰী
"1. ವಹಿವಾಟು, 2. ಒಪ್ಪಂದ, 3. ವಹಿವಾಟು, 4. ವಿನಿಮಯ","১.লেনদেন, ২.চুক্তি, ৩.লেনদেন, ৪.বিনিময়"
"1. ಡೀಲ್ ಫೈಲ್, 2. ಚಟುವಟಿಕೆ ಫೈಲ್","1. ডিল ফাইল, 2. কাৰ্য্যকলাপ ফাইল"
"1.ವಹಿವಾಟು ದಾಖಲೆ, 2.ವಹಿವಾಟು ಲಾಗ್","1.লেনদেনৰ নথিপত্ৰ, 2.লেনদেনৰ লগ"
"1. ಲಿಪ್ಯಂತರ, 2. ಲಿಪ್ಯಂತರ","1. লিপিবদ্ধ কৰা, 2. লিপিবদ্ধ কৰা"
ಸಂಜ್ಞಾಪರಿವರ್ತಕ,ট্ৰেন্সডুচাৰ
ವರ್ಗಾವಣೆ ಪ್ರಮಾಣ,স্থানান্তৰ হাৰ
ವರ್ಗಾವಣೆ ಸಮಯ,স্থানান্তৰ সময়
ಪರಿವರ್ತನೆ,ৰূপান্তৰ
ಕ್ಷಣಿಕ ದೋಷ,ক্ষণিকৰ ভুল
ಪರಿವರ್ತನೆಯ ಅವಧಿ,ট্ৰেঞ্জিচন পিৰিয়ড
