Marathi,Bengali
सरकती पट्टी,সহচরী স্কেল
स्लिप,স্লিপ
हळू हळू,আস্তে আস্তে
झोपडपट्टी,বস্তি
स्लंप,স্ল্যাম্প
लहान बचत निधी,ছোট সঞ্চয় তহবিল
लघु स्केल एंटरप्राइझ,ছোট স্কেল এন্টারপ্রাইজ
लघु उद्योग,ছোট স্কেল শিল্প
स्मार्टनेस,স্মার্টনেস
गुळगुळीत,মসৃণ
स्नॅप तपासणी,স্ন্যাপ পরিদর্শন
स्नॅप स्ट्राइक,স্ন্যাপ স্ট্রাইক
सामाजिक सुरक्षा,সামাজিক নিরাপত্তা
सामाजिक कल्याण,সমাজ কল্যাণ
सॉफ्टवेअर,সফটওয়্যার
प्रवास,সম্প্রচার
एकमेव,একমাত্র
एकमेव एजन्सी,একমাত্র এজেন্সি
गंभीर,গৌরব
गंभीर पुष्टीकरण,একাকী নিশ্চয়তা
पवित्रता,গৌরব
गंधक,একাকী
गंभीरपणे,একাকীভাবে
एकट्या मालक,একমাত্র মালিক
विनंती,অনুরোধ
एकता,সংহতি
एकटा,নির্জন
एकांत केस,নির্জন কেস
उपाय,সমাধান
सोडवा,সমাধান
वर्गीकरण,শ্রেণীবিভাজন
सॉर्टिंग उपकरण,বাছাই করা সরঞ্জাম
स्त्रोत,সূত্র
उत्पन्नाचा स्रोत,আয়ের উৎস
स्मरणिका,স্যুভেনির
सार्वभौम,সার্বভৌম
सार्वभौमत्व,সার্বভৌমত্ব
जागा,স্থান
अंतर,ব্যবধান
कुदळ काम,কোদাল কাজ
अतिरिक्त,অতিরিক্ত
सुटे प्रत,অতিরিক্ত অনুলিপি
मोकळा वेळ,অতিরিক্ত সময়
स्पीकर,স্পিকার
विशेष,বিশেষ
विशेष क्षमता चाचणी,বিশেষ ক্ষমতা পরীক্ষা
विशेष भत्ता,বিশেষ ভাতা
विशेष सेल,বিশেষ সেল
विशेष प्रशंसा,বিশেষ প্রশংসা
विशेष भरपाई भत्ता,বিশেষ ক্ষতিপূরণ ভাতা
विशेष ड्राइव्ह,বিশেষ ড্রাইভ
विशेष अनुदान,বিশেষ অনুদান
विशेषज्ञ,বিশেষজ্ঞ
विशेषज्ञता,বিশেষীকরণ
विशेष मेसेंजर,বিশেষ ম্যাসেঞ্জার
विशेष वेतन,বিশেষ বেতন
विशेष शक्ती ऑफ अटर्नी,বিশেষ ক্ষমতা
विशेष संरक्षण गट,বিশেষ সুরক্ষা গ্রুপ
विशिष्ट,নির্দিষ্ট
तपशील,স্পেসিফিকেশন
विशिष्ट नकार,নির্দিষ্ট অস্বীকার
विशिष्ट कारण,নির্দিষ্ট কারণ
नमुना स्वाक्षरी,নমুনা স্বাক্ষর
अनुमान,জল্পনা
भाषण,বক্তৃতা
वेग,দ্রুততা
गतिरोधक,গতিরোধক
वेग मर्यादा,গতিসীমা
वेग पोस्ट,গতি পোস্ট
वेगवान क्रिया,দ্রুত কর্ম
गोल,গোলক
आवर्त बंधन,সর্পিল বাইন্ডিং
विभाजित कर्तव्य,বিভক্ত শুল্ক
प्रवक्त्या (= प्रवक्त्या व्यक्ती),মুখপাত্র (= মুখপাত্র ব্যক্তি)
प्रायोजक,স্পনসর
प्रायोजकत्व,স্পনসরশিপ
स्पॉट तपासणी,স্পট পরিদর্শন
स्पॉट पेमेंट,স্পট পেমেন্ট
जोडीदार,স্বামী / স্ত্রী
पथक,স্কোয়াড
स्थिरता,স্থিতিশীলতা
कर्मचारी,কর্মী
स्टाफ असोसिएशन,স্টাফ অ্যাসোসিয়েশন
कर्मचारी तपासणी युनिट,স্টাফ ইন্সপেকশন ইউনিট
स्टाफ क्वार्टर,স্টাফ কোয়ার্টার
कर्मचारी कक्ष,কর্মচারী কক্ষ
स्टाफ वेलफेअर फंड,স্টাফ কল্যাণ তহবিল
स्टेज,মঞ্চ
स्थिरता,স্থবিরতা
धोक्याचे,স্টেক
मुद्रांक,ছাপ
मुद्रांक शुल्क,স্ট্যাম্প শুল্ক
मुद्रांकित लिफाफा,স্ট্যাম্পড খাম
स्टॅम्प पॅड,স্ট্যাম্প প্যাড
स्टॅम्प पेपर,স্ট্যাম্প পেপার
उभे रहा,দাঁড়ানো
मानक,স্ট্যান্ডার্ড
मानक करार,স্ট্যান্ডার্ড চুক্তি
मानक कपात,স্ট্যান্ডার্ড ছাড়
मानक स्वरूप,স্ট্যান্ডার্ড ফর্ম্যাট
मानकीकरण,মানীকরণ
मानक मनुष्य-तास,স্ট্যান্ডার্ড ম্যান-ঘন্টা
जीवनमान,জীবনযাত্রার মান
मानक कामगिरी,স্ট্যান্ডার্ড পারফরম্যান্স
मानक दर,মানসম্মত দাম
स्टँडबाय व्यवस्था,স্ট্যান্ডবাই বিন্যাস
उभे,দাঁড়িয়ে
स्थायी आयोग,স্থায়ী কমিশন
स्थायी समिती,স্থায়ী কমিটির
स्थायी आदेशात,স্থায়ী আদেশ
स्थिर,স্ট্যান্ডিল
तारांकित,অভিনয় করেছেন
तारांकित प्रश्न,তারকাচিহ্নিত প্রশ্ন
स्टार्टर,স্টার্টার
सुरुवातीचा पगार,শুরুর দিকে বেতন বেতন
राज्य,রাষ্ট্র
राज्य मेजवानी,রাষ্ট্রীয় বনভোজন
राज्य सरकार,রাজ্য সরকার
राज्य अतिथी,রাজ্য অতিথি
राज्य यादी,রাজ্য তালিকা
गतिरोधक,অচল
विधान,বিবৃতি
खाते विधान,অ্যাকাউন্ট বিবৃতি
तथ्यांचे विधान,তথ্য বিবৃতি
आरोग्य स्थिती,স্বাস্থ্যের অবস্থা
राजकारणी,স্টেটসম্যান
स्थिर,স্থির
स्टेशन,স্টেশন
स्थिर साठा,স্টেশনারি স্টক
स्टेशनरी,স্টেশনারি
स्टेशन रजा,স্টেশন ছুটি
सांख्यिकीय,পরিসংখ্যান
सांख्यिकीय डेटा,পরিসংখ্যানগত তথ্য
आकडेवारी,পরিসংখ্যান
स्थिती,স্থিতি
स्थिती,স্থিতাবস্থা
स्थिती अहवाल,অবস্থা প্রতিবেদন
स्थिती प्रतीक,পদমর্যাদার প্রতীক
कायदे,আইন
वैधानिक,বিধিবদ্ধ
वैधानिक शरीर,প্রতিমূর্তি শরীর
वैधानिक सुट्टी,সংবিধিবদ্ধ ছুটির দিন
वैधानिक अधिकार,বিধিবদ্ধ অধিকার
रहा,থাকা
एसटीडी,এসটিডি
स्थिर वाढ,প্রবৃদ্ধি
उंच वाढ,খাড়া বৃদ্ধি
सुकाणू समिती,পরিচালনা সংসদ
स्टेनोग्राफी,স্টেনোগ্রাফি
निर्जंतुकीकरण,জীবাণুমুক্তকরণ
स्टर्न Action क्शन,কঠোর ক্রিয়া
कलंक,কলঙ্ক
उत्तेजन,উদ্দীপনা
स्टायपेंड,উপবৃত্তি
संज्ञा,শুল্ক
निर्धारित वेळ मर्यादा,নির্ধারিত সময়সীমা
अटी,শর্ত
साठा,স্টক
स्टॉक रजिस्टर,স্টক রেজিস্টার
स्टॉक-टेक,স্টক গ্রহণ
स्टॉक व्हॅल्यूएशन,মজুতের মূল্যনির্ধারণ
स्टॉपगॅप व्यवस्था,স্টপগ্যাপ ব্যবস্থা
संचयन,স্টোরেজ
साठवण्याची जागा,স্টোরেজ স্পেস
स्टोअर,স্টোর
सरळ,সোজা
मानसिक ताण,স্ট্রেন
विचित्र,অদ্ভুত
अनोळखी,অপরিচিত
स्तर,স্তর
रणनीती,কৌশল
स्तरीकरण,স্তরবিন্যাস
प्रवाह,স্ট্রিমলাইন
सामर्थ्य,শক্তি
मजबूत करा,শক্তিশালী
कठोर,কঠোর
ताण,স্ট্রেস
तणाव व्यवस्थापन,স্ট্রেস ম্যানেজমেন্ট
कठोर,কঠোর
काटेकोरपणे,কঠোরভাবে
कडकपणा,কঠোরতা
कठोर,কঠোর
संप,ধর্মঘট
संप कॉल,স্ট্রাইক কল
कडकपणा,কড়া
पट्टी,স্ট্রিপ
प्रयत्न करा,চেষ্টা করুন
साठवण क्षमता,ধারণ ক্ষমতা
मजबूत खोली,শক্তিশালী ঘর
स्ट्रक्चरल,কাঠামোগত
रचना,কাঠামো
संरचित मुलाखत,কাঠামোগত সাক্ষাত্কার
संरचित वेतन,কাঠামোগত বেতন
संघर्ष,সংগ্রাম
हट्टी,জেদী
अभ्यासू,স্টাডিয়াস
अभ्यास,অধ্যয়ন
अभ्यासाची रजा,শিক্ষা ছুটি
सामग्री,জিনিসপত্র
विलक्षण,বোকা
शैली,স্টাইল
उप,সাব
उपसमिती,সাব-কমিটি
उप-करार,সাব-কন্ট্রাক্ট
उप जिल्हा,উপজেলা
उपविभाग,মহকুমা
उप-प्रमुख,সাব-হেড
विषय,বিষয়
व्यक्तिनिष्ठ,বিষয়ী
सबज्युडिस,বিচারাধীন
सबलीज,Sublease
Subletting,Subletting
सबमिशन,জমা
अधीन,আজ্ঞাবহ
गौण कार्यालय,অধস্তন অফিস
गौण सेवा,অধস্তন পরিষেবা
गौण कर्मचारी,অধস্তন কর্মী
सबपरोग्राफ,সাবপ্র্যাগ্রাফ
सबर्यूल,Subrule
सदस्यता घ्या,সাবস্ক্রাইব
सदस्यता घेतली भांडवल,সাবস্ক্রাইবড মূলধন
ग्राहक,গ্রাহক
सदस्यता,সাবস্ক্রিপশন
उपविभाग,উপ -ধারা
त्यानंतरचे,পরবর্তী
त्यानंतरची क्रिया,পরবর্তী ক্রিয়া
त्यानंतर,পরবর্তীকালে
सहाय्यक,সহায়ক সংস্থা
सहाय्यक संस्था,সহায়ক সংস্থা
सहाय्यक उद्योग,সহায়ক শিল্প
सहाय्यक आदेश,সহায়ক ম্যান্ডেট
सहाय्यक पावती,সহায়ক রসিদ
सहाय्यक नोंदणी,সহায়ক রেজিস্টার
अनुदान द्या,ভর্তুকি
अनुदानित,ভর্তুকি
अनुदानित निवास,ভর্তুকিযুক্ত আবাসন
अनुदान,ভর্তুকি
निर्वाह,জীবিকা নির্বাহ
निर्वाह भत्ता,অস্তিত্ব ভাতা
निर्वाह अनुदान,জীবিকা অনুদান
कमीतकमी,নিম্নমানের
भरीव,যথেষ্ট
सिद्ध करा,প্রমাণ
ठोस,তাত্পর্যপূর্ণ
ठोस वेतन,তাত্পর্যপূর্ণ বেতন
ठोस पोस्ट,সংক্ষিপ্ত পোস্ট
पर्याय,বিকল্প
प्रतिस्थापन,প্রতিস্থাপন
उप-परिच्छेद,সাব সাব-অনুচ্ছেদ
उपनगरीय,শহরতলির
सबवेन्शन,সাবভেনশন
उपविभाग,সাবভার্সন
भुयारी मार्ग,পাতাল রেল
यशस्वी,সফল
उत्तराधिकार,উত্তরাধিকার
सलग,একের পর এক
उत्तराधिकारी,উত্তরাধিকারী
सल्ले,সফল
दावा,মামলা
दु: ख,ভোগা
दु: ख,কষ্ট
पुरेसे,যথেষ্ট
प्रत्यय,প্রত্যয়
मताधिकार,ভোটাধিকার
सूचना,পরামর্শ
सूचना बॉक्स,পরামর্শ বাক্স
सूचना पुस्तक,পরামর্শ বই
सूचक,পরামর্শমূলক
आत्महत्या,আত্মহত্যা
खटला,স্যুট
योग्यता,উপযুক্ততা
योग्य कृती,উপযুক্ত ক্রিয়া
उपयुक्त,উপযুক্ত
बेरीज,যোগফল
थोडक्यात,সংক্ষেপে
सारांश,সারসংক্ষেপ
सारांश चाचणी,সংক্ষিপ্ত পরীক্ষা
सारांश,সাতরে যাও
समिट,শীর্ষ সম্মেলন
समन,তলব করা
Sumptury भत्ता,স্যাম্পটুরি ভাতা
बेरीज,যোগ করা
Sundry,সুন্দরী
सुओ मोटो,সু মটো
अतिरेकी,সুপারিনুয়েশন
सुपरन्युएशन पेन्शन,সুপারিনুয়েশন পেনশন
वरवरच्या,অতিমাত্রায়
अनावश्यक,অতিমাত্রায়
सुपरइम्पोज,সুপারিপোজ
श्रेष्ठ,উচ্চতর
श्रेष्ठत्व,শ্রেষ্ঠত্ব
अलौकिक,সুপারনুমারি
अलौकिक पोस्ट,সুপারনুমারি পোস্ট
सुपरसिप्राय,সুপারস্ক্রাইব
सुपरस्क्रिप्शन,সুপারসক্রিপশন
सुपरसेड,সুপারসেড
सुपरसेशन,সুপারসেশন
सुपरस्ट्रक्चर,সুপারস্ট্রাকচার
सुपरटॅक्स,সুপারট্যাক্স
सुपर टाइमस्केल,সুপার টাইমস্কেল
पर्यवेक्षण,তদারকি
पर्यवेक्षक,কর্মকর্তা
पर्यवेक्षी कर्मचारी,তত্ত্বাবধায়ক কর্মীরা
पूरक,পরিপূরক
पूरक,পরিপূরক
पूरक बजेट,পরিপূরক বাজেট
पूरक किंमत,পরিপূরক ব্যয়
पूरक मागणी,পরিপূরক চাহিদা
पूरक अनुदान,পরিপূরক অনুদান
पूरक प्रश्न,পরিপূরক প্রশ্ন
पूरक नियम,পরিপূরক বিধি
पुरवठादार,সরবরাহকারী
पुरवठा,সরবরাহ
समर्थन,সমর্থন
समर्थक,সমর্থক
समर्थन दस्तऐवज,সমর্থনকারী কাগজপত্র
दडपशाही,দমন করা
सर्वोच्चता,আধিপত্য
सर्वोच्च,সুপ্রিম
अधिभार,সারচার্জ
हमी,জামিনত
हमी बॉन्ड,জামিন বন্ড
पृष्ठभाग तपासणी,পৃষ্ঠ পরিদর্শন
पृष्ठभाग वाहतूक,পৃষ্ঠ পরিবহন
शस्त्रक्रिया,সার্জারি
आडनाव,পদবি
अधिशेष,উদ্বৃত্ত
अतिरिक्त बजेट,উদ্বৃত্ত বাজেট
अतिरिक्त अहवाल,উদ্বৃত্ত রিপোর্ট
अतिरिक्त कर्मचारी,উদ্বৃত্ত কর্মীরা
आश्चर्यचकित तपासणी,আশ্চর্য চেক
आश्चर्य भेट,আশ্চর্য দর্শন
शरण जाणे,আত্মসমর্পণ
आसपासच्या,চারপাশ
सारटॅक्स,সুরট্যাক্স
पाळत ठेवणे,নজরদারি
सर्वेक्षण,জরিপ
सर्वेक्षण अहवाल,জরিপ প্রতিবেদন
सर्व्हायव्हल,বেঁচে থাকা
हयात,বেঁচে আছে
वाचलेले,বেঁচে থাকা
संवेदनशीलता,সংবেদনশীলতা
संशयित,সন্দেহ
निलंबित,স্থগিত
रहस्य,সাসপেন্স
सस्पेन्स खाते,সাসপেন্স একাউন্ট
निलंबन,স্থগিতাদেশ
निलंबन ऑर्डर,সাসপেনশন অর্ডার
संशय,সন্দেহ
टिकाऊ,টেকসই
टिकाऊ वाढ,টেকসই প্রবৃদ্ধি
टिकाव,টেকসই
शपथ,শপথ করুন
शपथविधी,শপথ ইন-সিরিজ
अभ्यासक्रम,পাঠ্যসূচি
चिन्ह,প্রতীক
सममिती,প্রতিসাম্য
सहानुभूती,সহানুভূতি
सहानुभूती संप,সহানুভূতি ধর্মঘট
परिसंवाद,সিম্পোজিয়াম
लक्षणं,লক্ষণ
समक्रमित,সিঙ্ক্রোনাইজ
सारांश,সংক্ষিপ্তসার
संश्लेषण,সংশ্লেষণ
कृत्रिम,সিন্থেটিক
प्रणाली,পদ্ধতি
पद्धतशीर,পদ্ধতিগত
पद्धतशीर काम,পদ্ধতিগত কাজ
सिस्टम विश्लेषण,সিস্টেম বিশ্লেষণ
टॅब फोल्डर,ট্যাব ফোল্ডার
टेबल,টেবিল
झांकी,টেবিল
सामग्री सारणी,সুচিপত্র
घराचे टेबल,ঘরের টেবিল
सारणी,সারণী
सारणीत विधान,সারণী বিবৃতি
टॅब्युलेशन,সারণী
टॅब्यूलेटर,ট্যাবুলেটর
टॅकल,সাজসরঁজাম
युक्ती,কৌশল
कुशलतेने,কৌশলী
युक्ती,কৌশল
टॅग,ট্যাগ
घरी वेतन घ्या,হোম বেতন নিতে
ताब्यात घ्या,গ্রহণ
प्रतिभावान,প্রতিভাশালী
प्रतिभा शोध,প্রতিভা অনুসন্ধান
टॅली,ট্যালি
टॅली कार्ड,ট্যালি কার্ড
छेडछाड,টেম্পারিং
मूर्त,স্পষ্ট
मूर्त मालमत्ता,বাস্তব সম্পদ
टेप,টেপ
टॅपिंग,ট্যাপিং
अशक्तपणा,ক্লান্তি
लक्ष्य,লক্ষ্য
लक्ष्य दिनांक,নির্দিষ্ট তারিখ
आयात मालावरील जकात,শুল্ক
कलंक,কলঙ্ক
कार्य,কাজ
कार्यदल,বিশেষ কর্মীদল
कर,কর
कर कमी करणे,কর ছাড়
करपात्र,করযোগ্য
करपात्र उत्पन्न,করযোগ্য আয়
कर समायोजन,কর সামঞ্জস্য
कर मूल्यांकन,ট্যাক্স মূল্যায়ন
कर आकारणी,কর
कर टाळणे,কর পরিহার
कर सल्लागार,ট্যাক্স কনসালট্যান্ট
कर घोषित,ট্যাক্স ঘোষণা
स्त्रोतावर कर वजा केलेला,উত্সে কর কেটে নেওয়া
कर कपात,কর ছাড়
कर चुकवणे,কর ফাঁকি
कर सूट,কর অব্যাহতি
कर मुक्त,করমুক্ত
करदाता,কর প্রদানকারী
कर सूट,ট্যাক্স ছাড়
कराचा परतावा,ট্যাক্স ফেরত
कर वेळापत्रक,কর শিডিউল
संघभावना,দলের তেজস্বীতা
कार्यसंघ कार्य,দলবদ্ধভাবে সম্পাদিত কর্ম
अश्रुधुर गॅस,কাঁদুনে গ্যাস
तांत्रिक,প্রযুক্তিগত
तांत्रिक सल्ला,কারিগরি পরামর্শ
तांत्रिक महाविद्यालय,কারিগরি কলেজ
तांत्रिक माहिती,প্রযুক্তিগত তথ্য
तांत्रिक पोस्ट,প্রযুক্তিগত পোস্ট
तांत्रिक पात्रता,প্রযুক্তিগত যোগ্যতা
तांत्रिक कौशल्य,কারিগরী দক্ষ্যতা
तांत्रिक संज्ञा,প্রযুক্তিগত শব্দ
तांत्रिक प्रशिक्षण,কারিগরি প্রশিক্ষণ
तंत्रज्ञ,প্রযুক্তিবিদ
तंत्र,প্রযুক্তি
तंत्रज्ञान,টেকনোক্রেসি
तंत्रज्ञान,টেকনোক্র্যাট
तंत्रज्ञान,প্রযুক্তিগত
तंत्रज्ञानशास्त्रज्ञ,প্রযুক্তিবিদ
तंत्रज्ञान,প্রযুক্তি
टेलबँकिंग,টেলিব্যাঙ্কিং
तार,টেলিগ্রাম
टेलिग्राफिक पत्ता,টেলিগ্রাফিক ঠিকানা
टेलीग्राफी,টেলিগ্রাফি
टेलीप्रिंटर संदेश,টেলিপ্রিন্টার বার্তা
टेलिव्हिजन,টেলিভিশন
टेलीवॉर्किंग,টেলিফোনিং
टेलेक्स,টেলিক্স
टेलर,টেলার
स्वभाव,মেজাজ
स्वभाव,মেজাজ
स्वभाव,স্বভাবগত
तापमान,তাপমাত্রা
टेम्पो,টেম্পো
तात्पुरता,অস্থায়ী
तात्पुरते आगाऊ,অস্থায়ী অগ্রিম
तात्पुरती भेट,অস্থায়ী অ্যাপয়েন্টমেন্ট
तात्पुरते अपंगत्व,অস্থায়ী অক্ষমতা
तात्पुरते पोस्ट,অস্থায়ী পোস্ট
तात्पुरते निर्बंध,অস্থায়ী বিধিনিষেধ
तात्पुरती रिक्तता,অস্থায়ী শূন্যপদ
मोह,প্রলোভন
टेनेबल,টেনেবল
कठोरपणा,টেনেসিটি
भाडेकरु,ভাড়াটে
भाडेकरू,প্রজা
प्रवृत्ती,প্রবণতা
निविदा,দরপত্র
निविदा बॉक्स,টেন্ডার বক্স
निविदाकार,দরপত্রদাতা
निविदा सूचना,দরপত্র বিজ্ঞপ্তি
तात्पुरते,সম্ভাব্য
कार्यकाळ,মেয়াদ
जमीन कार्यकाळ,জমির মেয়াদ
कार्यालयाचा कार्यकाळ,অফিসের মেয়াদ
पोस्टचा कार्यकाळ,পোস্টের মেয়াদ
कामाचा कालावधी,কাজের মেয়াদ
कार्यकाळ पोस्ट,মেয়াদ পোস্ট
मुदत,শব্দ
संपुष्टात येण्याजोगे,চূড়ান্ত
टर्मिनल (अहवाल इ.),টার্মিনাল (রিপোর্ট ইত্যাদি)
टर्मिनल टॅक्स,টার্মিনাল ট্যাক্স
समाप्ती,সমাপ্তি
टर्मिनेशन क्लॉज,সমাপ্তি ধারা
टर्मिनेशन नोटीस,সমাপ্তি বিজ্ঞপ্তি
सेवा समाप्त,পরিষেবা সমাপ্তি
शब्दावली,পরিভাষা
मुदत कर्ज,মেয়াদি ঋণ
कार्यालयाची मुदत,অর্থবিল
अटी,শর্তাদি
नियम आणि अटी,শর্তাবলী
वितरण अटी,বিতরণের বিধি
संदर्भ अटी,রেফারেন্সের শর্তাবলী
सेवा अटी,সেবা পাবার শর্ত
प्रदेश,এলাকা
दहशत,সন্ত্রাস
दहशतवाद,সন্ত্রাসবাদ
दहशतवादी,সন্ত্রাসী
तृतीय लाभ,তৃতীয় সুবিধা
चाचणी,পরীক্ষা
करार,টেস্টামেন্ট
चाचणी शुल्क,পরীক্ষার চার্জ
चाचणी तपासणी,পরীক্ষা চেক
परीक्षक,পরীক্ষক
साक्ष द्या,সাক্ষ্য দিন
प्रशस्तिपत्र,প্রশংসাপত্র
साक्ष,সাক্ষ্য
चाचणी अहवाल,পরীক্ষার রিপোর্ট
मजकूर,পাঠ্য
कृतज्ञ,কৃতজ্ঞ
थीम,থিম
उपचार,থেরাপি
तृतीय पक्ष,তৃতীয় পক্ষ
नख,পুরোপুরি
विचारवंत,চিন্তাশীল
धोका,হুমকি
काटेकोर,থ্রিফ্ট
माध्यमातून,মাধ্যম
बाहेर फेकून,নিক্ষেপ
अंगठा छाप,থাম্ব ছাপ
थंपिंग बहुसंख्य,থাম্পিং সংখ্যাগরিষ্ঠ
तिकिट,টিকিট
टाय,টাই
बांधलेले कर्ज,বাঁধা loan ণ
स्तरीय,স্তর
टिल्ट,কাত
वेळ,সময়
वेळ परवानगी,সময় অনুমোদিত
वेळ प्रतिबंधित,সময় নিষিদ্ধ
वेळेच बंधन,সময় আবদ্ধ
वेळ कार्ड,সময় কার্ড
वेळ ठेव (= निश्चित ठेव),সময় আমানত (= স্থির আমানত)
वेळ ठेवणे,সময় রাখা
वेळेची मर्यादा,সময় সীমা
वेळ बंद,সময় বন্ধ
वेळ ओलांडून,সময় কাটিয়ে উঠেছে
कालबाह्य कार्यक्रम,সময়সীমা প্রোগ্রাম
वेळ दर,সময় হার
वेळ रेकॉर्डिंग मशीन,সময় রেকর্ডিং মেশিন
वेळ स्केल,সময় স্কেল
वेळा पत्रक,সময়সূচী
वेळ मुद्रांक,সময় স্ট্যাম্প
वेळ अभ्यास उपकरणे,সময় অধ্যয়নের সরঞ্জাম
वेळापत्रक,সময় টেবিল
वेळ,সময়
टिपा,পরামর্শ
शीर्षक,শিরোনাম
शीर्षक धारक,শিরোনামধারী
टॉयलेट,টয়লেট
टोकन,টোকেন
टोकन सदस्य,টোকেন সদস্য
टोकन वेतन,টোকেন বেতন
टोकन स्ट्राइक,টোকেন ধর্মঘট
टोन,টোন
खाली टोन,টোন ডাউন
सुरात जुळविणे,বলবর্ধন করা
साधन,টুল
टूल डाउन स्ट्राइक,টুল ডাউন স্ট্রাইক
शीर्ष,শীর্ষ
विषय,বিষয়
उच्च स्तरीय निर्णय,শীর্ষ স্তরের সিদ্ধান্ত
वरिष्ठ व्यवस्थापन,শীর্ষ ব্যবস্থাপনা
सर्वात वर,শীর্ষস্থানীয়
शीर्ष अधिकारी,শীর্ষ কর্মকর্তা
टोपोग्राफी,টপোগ্রাফি
सर्वोच्च प्राधान्य,সর্বোচ্চ অগ্রাধিকার
अव्वल रँकिंग,শীর্ষ র্যাংকিং
अत्यंत गुप्त,গোপনতম
छळ,নির্যাতন
एकूण,মোট
एकूण सेवा,মোট পরিষেবা
कठीण,শক্ত
टूर,ট্যুর
टूर प्रोग्राम,ট্যুর প্রোগ্রাম
टूर रिपोर्ट,ট্যুর রিপোর্ট
टाउट,টাউট
शहर,শহর
टाउनशिप,টাউনশিপ
ट्रेस,ট্রেস
ट्रॅक्ट,ট্র্যাক্ট
कर्षण,আকর্ষণ
व्यापार करार,বাণিজ্য বিণ্যাশ
व्यापारी संघ,শ্রমকল্যাণ সমিতি
परंपरा,Tradition তিহ্য
ट्रेन,ট্রেন
प्रशिक्षणार्थी,শাগরেদ
प्रशिक्षणार्थी,প্রশিক্ষণ
ट्रेनर,প্রশিক্ষক
प्रशिक्षण,প্রশিক্ষণ
प्रशिक्षण केंद्र,প্রশিক্ষণ কেন্দ্র
प्रशिक्षण महाविद्यालय,প্রশিক্ষণ কলেজ
प्रशिक्षण विभाग,প্রশিক্ষণ বিভাগ
प्रशिक्षण संस्था,প্রশিক্ষণ প্রতিষ্ঠান
प्रशिक्षण कालावधी,প্রশিক্ষন পর্ব
प्रशिक्षण कार्यक्रम,প্রশিক্ষন কর্মসূচী
प्रशिक्षण युनिट,প্রশিক্ষণ ইউনিট
वैशिष्ट्य,বৈশিষ্ট্য
देशद्रोही,বিশ্বাসঘাতক
शांतता,প্রশান্তি
व्यवहार,লেনদেন
व्यवसायाचा व्यवहार,ব্যবসায়ের লেনদেন
लिप्यंतरण,প্রতিলিপি
हस्तांतरण,স্থানান্তর
हस्तांतरणीय वस्तू,স্থানান্তরযোগ্য পণ্য
हस्तांतरण प्रवेश,স্থানান্তর এন্ট্রি
हस्तांतरण फी,স্থানান্তর ফি
हस्तांतरण निवेदन,স্মারকলিপি স্থানান্তর
प्रतिनियुक्तीवर हस्तांतरण,ডেপুটেশন উপর স্থানান্তর
हस्तांतरण ऑर्डर,স্থানান্তর আদেশ
परिवर्तन,রূপান্তর
संक्रमण,ট্রানজিট
संक्रमण शुल्क,ট্রানজিট শুল্ক
संक्रमणकालीन,ট্রানজিশনাল
ट्रान्झिट पास,ট্রানজিট পাস
ट्रान्झिट व्हिसा,ট্রানজিট ভিসা
संक्रमण कार्यशाळा,ট্রানজিট ওয়ার্কশপ
अनुवाद,অনুবাদ
लिप्यंतरण,লিপ্লিটারেশন
संसर्ग,সংক্রমণ
प्रसारण,প্রেরণ
वाहतूक,পরিবহন
वाहतूक भत्ता,পরিবহন ভাতা
वाहतूक,পরিবহন
ट्रान्सपोजिशन,স্থানান্তর
सापळा,ফাঁদ
प्रवास,ভ্রমণ
प्रवास खर्च,ভ্রমণ খরচ
प्रवासी धनादेश,ভ্রমণকারীদের চেক
प्रवास भत्ता,ভ্রমণ ভাতা
प्रवास भत्ता बिल,ভ্রমণ ভাতা বিল
प्रवास सवलत,ভ্রমণ ছাড়
विश्वासघात,বিশ্বাসঘাতকতা
देशद्रोह,রাষ্ট্রদ্রোহ
कोषागार,কোষাগার
ट्रेझरी बेंच,ট্রেজারি বেঞ্চ
ट्रेझरी ठेव पावती (टी.डी.आर.),ট্রেজারি ডিপোজিট রসিদ (টি.ডি.আর।)
ट्रेझरी पावती,ট্রেজারি রসিদ
ट्रेझरी व्हाउचर,ট্রেজারি ভাউচার
उपचार,ট্রিট
करार,চুক্তি
प्रत्यार्पणाचा करार,প্রত্যর্পণ চুক্তি
ट्रेक,ট্রেক
ट्रेंड,প্রবণতা
अनावश्यक,অনর্থক
चाचणी,ট্রায়াল
चाचणी शिल्लक,ট্রায়াল ভারসাম্য
चाचणी कालावधी,পর্যবেক্ষণকাল
आदिवासी क्षेत्र विकास,উপজাতি অঞ্চল উন্নয়ন
आदिवासी कल्याण,উপজাতি কল্যাণ
जमाती,উপজাতি
न्यायाधिकरण,ট্রাইব্যুনাল
श्रद्धांजली,শ্রদ্ধা
ट्रिम,ট্রিম
सहल,ট্রিপ
त्रिपक्षीय,ত্রিপক্ষ
तिहेरी,ট্রিপল
तिप्पट,ত্রিগুণ
खरी प्रत,সত্য অনুলিপি
ट्रंक कॉल,ট্রাঙ্ক কল
विश्वास,বিশ্বাস
विश्वस्त,ট্রাস্টি
विश्वासार्ह,বিশ্বাসযোগ্য
खाली वळा,প্রত্যাখ্যান করা
टर्नकी आधार,টার্নকি ভিত্তি
टर्न-आउट,টার্ন আউট
उलाढाल,টার্নওভার
Trpitute,টার্পিউড
