Bengali,Marathi
পুনরাবৃত্তি কয়েল,कॉइलची पुनरावृत्ती करा
রিপিটার,रीपिटर
প্রতিস্থাপন,बदली
পুনরায় পরিশোধ,पुन्हा भरती
পুনরুত্পাদন,पुनरुत्पादित
প্রজনন,पुनरुत्पादन
পুনরায় রেকর্ডিং,पुन्हा रेकॉर्डिंग
গবেষণা ও উন্নয়ন,संशोधन आणि विकास
রিসেট,रीसेट
অবশিষ্টাংশের পুনরুত্থান,अवशिष्ट रीशफलिंग
অবশিষ্টাংশ,अवशेष
প্রতিরোধ,प्रतिकार
প্রতিরোধের লোড,प्रतिकार भार
প্রতিরোধক,प्रतिरोधक
রেজোলিউশন,ठराव
অনুরণন,अनुनाद
অনুরণন ফ্রিকোয়েন্সি,अनुनाद वारंवारता
অনুরণন,अनुनाद
অনুরণন লাইন,रेझोनंट लाइन
রেজোনেটর,अनुनाद
সংস্থান,संसाधन
রিসোর্স শেয়ারিং,संसाधन सामायिकरण
প্রতিক্রিয়া সময়,प्रतिसाद कालावधी
প্রতিক্রিয়া,प्रतिसाद
পুন: প্রতিষ্ঠা,जीर्णोद्धार
ফলাফল,परिणामी
ধরে রাখা,धारणा
Retransmission,Retransmission
পুনরুদ্ধার,पुनर्प्राप्ती
পুনরুদ্ধার ইঞ্জিন,पुनर्प्राप्ती इंजिन
পুনরায় চেষ্টা করা,पुन्हा प्रयत्न करा
প্রত্যাবর্তন,परत
ফিরে পথ,परत मार्ग
পুনর্বিবেচনা,पुनर्विचार
পুনর্বিবেচনার সময়,पुनर्विचार वेळ
বিপরীত পক্ষপাতদুষ্ট ডায়োড,रिव्हर्स बायस्ड डायोड
বিপরীতমুখী বিদ্যুৎ,उलट करंट
ঘূর্ণায়মান,रिव्हॉल्व्हिंग
রিওয়াইন্ড,रिवाइंड
পুনঃনির্মাণ ফিউজ,रीवायरेबल फ्यूज
পুনর্নির্মাণ,रीवायरिंग
পুনর্লিখনযোগ্য,पुन्हा लिहिण्यायोग्य
আরএফ ড্রাইভ,आरएफ ड्राइव्ह
আরএফ ফিডার,आरएफ फीडर
আরএফ বিপত্তি,आरएफ धोके
আরএফ সুরক্ষা অনুপাত,आरएफ संरक्षण प्रमाण
রিওস্ট্যাট,Rheostat
ফিতা,रिबन
রিভেট,Rivet
Rivetted যৌথ,Riveteted संयुक्त
Rivetting,Rivetting
আরএন চ্যানেল,आरएन चॅनेल
রোবট,रोबोट
যন্ত্রমানব নির্মাণ বিদ্যা,रोबोटिक्स
রোল ইন,रोल इन
রোল আউট,बाहेर पडा
মূল,मूळ
রোটারি,रोटरी
ঘূর্ণন,रोटेशन
রুট,मार्ग
রাউটার,राउटर
রুটিন অপারেশন,नियमित ऑपरेशन्स
রাউটিং,मार्ग
সময় চালান,वेळ धाव
সুরক্ষা ব্যবস্থা,सुरक्षा व्यवस्था
সুরক্ষা ইন্টারলক,सुरक्षा इंटरलॉक
সাগ,Sag
প্রধান বৈশিষ্ট্য,ठळक वैशिष्ट्ये
নমুনা,नमुना
নমুনা এবং হোল্ড সার্কিট,नमुना आणि होल्ड सर्किट
সাধারন মাপ,नमुन्याचा आकार
নমুনাযুক্ত ডেটা,नमुना डेटा
নমুনা,नमुना
নমুনা রেট,नमूना दर
স্যাম্পলিং স্যাচুরেশন,नमुना संपृक्तता
নমুনা তত্ত্ব/উপপাদ্য,नमुना सिद्धांत/प्रमेय
স্যাটেলাইট,उपग्रह
স্যাটেলাইট যোগাযোগ,उपग्रह संप्रेषण
স্যাটেলাইট কভারেজ,उपग्रह कव्हरेज
স্যাটেলাইট ডিজিটাল লিঙ্ক,उपग्रह डिजिटल दुवा
স্যাটেলাইট হস্তক্ষেপ,उपग्रह हस्तक्षेप
স্যাটেলাইট রেডিও,उपग्रह रेडिओ
স্যাটেলাইট রেডিও ট্রান্সমিশন,उपग्रह रेडिओ ट्रान्समिशन
স্যাটেলাইট সংক্রমণ,उपग्रह प्रसारण
স্যাচুরেটেড এয়ার,संतृप्त हवा
স্যাচুরেটিং কারেন্ট,सॅच्युरेटिंग करंट
স্যাচুরেশন,संपृक्तता
দাঁত তরঙ্গ দেখেছি,दात लाट सॉ
স্কেলাবিলিটি,स्केलेबिलिटी
স্কেল,स्केल
স্কেল ফ্যাক্টর,स्केल फॅक्टर
স্কেলিং,स्केलिंग
স্ক্যান মরীচি,स्कॅन केलेले बीम
স্ক্যানার,स्कॅनर
স্ক্যানিং ফ্রিকোয়েন্সি,स्कॅनिंग वारंवारता
স্ক্যানিং লাইন,स्कॅनिंग लाइन
বিক্ষিপ্ত,विखुरलेले
দৃশ্য,परिस्थिती
সময়সূচী,शेड्यूलर
স্কিম্যাটিক,योजनाबद्ध
স্কটকি বাধা,शॉटकी अडथळा
সিন্টিলেশন,Scintillation
স্ক্র্যামব্লার,स्क्रॅम्बलर
স্ক্র্যাম্বলিং,स्क्रॅम्बलिंग
স্ক্র্যাপ,स्क्रॅप
স্ক্র্যাপিং,स्क्रॅपिंग
স্ক্র্যাচ,स्क्रॅच
পর্দা,स्क्रीन
স্ক্রিন বার্ন,स्क्रीन बर्न
স্ক্রিন বাইপাস,स्क्रीन बायपास
স্ক্রিন কারেন্ট,स्क्रीन करंट
স্ক্রিন গ্রিড,स्क्रीन ग्रीड
স্ক্রিন সেভার,स्क्रीन सेव्हर
স্ক্রিন করা কেবল,स्क्रीनिंग केबल
স্ক্রিনিং,स्क्रीनिंग
স্ক্রোল,स्क्रोल
স্ক্রল বার,स्क्रोल बार
স্ক্রোলিং,स्क्रोलिंग
খোঁজ যন্ত্র,शोध इंजिन
মাধ্যমিক,दुय्यम
মাধ্যমিক সেল,दुय्यम सेल
সেক্টর,क्षेत्र
বিভাগ,विभाग
স্ব ডায়াগনস্টিক,सेल्फ डायग्नोस्टिक
অর্ধপরিবাহী,अर्धसंवाहक
প্রেরক,प्रेषक
সংবেদনশীলতা,संवेदनशीलता
সেন্সর,सेन्सर
ক্রম,क्रम
সিরিয়াল,अनुक्रमांक
সিরিয়াল অ্যাক্সেস,अनुक्रमांक प्रवेश
সিরিয়াল পোর্ট,सिरियल पोर्ट
সিরিজ অনুরণন,मालिका अनुनाद
সার্ভার,सर्व्हर
সেটআপ,सेटअप
শেডিং,शेडिंग
ছায়া,सावली
শ্যাননের উপপাদ্য,शॅननचे प्रमेय
রুপিং,आकार
শেয়ারওয়্যার,सामायिकवेअर
খাপ,म्यान
শিফট,शिफ्ट
স্থানান্তর,शिफ्टिंग
ধাক্কা,शॉक
শর্ট সার্কিট,शॉर्ट सर्किट
শর্ট সার্কিট পরীক্ষা,शॉर्ट सर्किट चाचणी
সংক্ষিপ্ত তরঙ্গ,शॉर्ट वेव्ह
শর্ট ওয়েভ সেন্টার,शॉर्ट वेव्ह सेंटर
শর্টকাট,शॉर्टकट
শাটডাউন,शटडाउन
শাটডাউন সিগন্যাল,शटडाउन सिग्नल
সাইড ব্যান্ড,साइड बँड
সাইড ব্যান্ড শক্তি,साइड बँड पॉवर
সংকেত,सिग्नल
সংকেত প্রশস্ততা,सिग्नल मोठेपणा
সংকেত প্রবাহ গ্রাফ,सिग्नल फ्लो आलेख
সংকেত উৎপাদক,सिग्नल जनरेटर
আলোক সঙ্গকেত,सिग्नल लाइट
সিগন্যাল রাউটিং,सिग्नल राउटिंग
সংকেত শক্তি,सिग्नल सामर्थ्य
টক অনুপাত ক্রস করতে সংকেত,क्रॉस टॉक रेशोचे सिग्नल
শব্দ অনুপাত থেকে সংকেত,आवाजाचे प्रमाण सिग्नल
অদম্য শব্দ অনুপাতের সংকেত,अन्वाट ध्वनी प्रमाण सिग्नल
সংকেত এবং স্যুইচিং,सिग्नलिंग आणि स्विचिंग
সংকেত বিট,सिग्नलिंग बिट
গুরুত্বপূর্ণ সাইডব্যান্ডস,महत्त्वपूर्ण साइडबँड
সিম্প্লেক্স,सिम्प्लेक्स
সিমুলেশন,सिम्युलेशन
সিমুলেটর,सिम्युलेटर
সিমুলকাস্ট,सिमुलकास्ट
একযোগে মাস্কিং,एकाचवेळी मुखवटा
সাইন উপাদান,साइन घटक
সাইন ওয়েভ,साइन वेव्ह
একক ফ্রিকোয়েন্সি নেটওয়ার্ক,एकल वारंवारता नेटवर्क
একক ফেজ মোটর,सिंगल फेज मोटर
সাইট,जागा
সাইট লেআউট পরিকল্পনা,साइट लेआउट योजना
দক্ষ অপারেটর,कुशल ऑपरेटर
দূরত্ব এড়িয়ে যান,अंतर वगळा
আকাশ তরঙ্গ,स्काय वेव्ह
আকাশ তরঙ্গ প্রচার,स्काय वेव्ह प्रसार
স্ল্যাব,स्लॅब
স্ল্যান্ট পাথ,तिरकस मार्ग
স্লট,स्लॉट
স্মার্ট কার্ড,स्मार्ट कार्ड
সোডিয়াম বাষ্প প্রদীপ,सोडियम वाष्प दिवा
নরম কী,मऊ की
সফটওয়্যার,सॉफ्टवेअर
সৌর ক্রিয়াকলাপ,सौर क्रिया
সৌরশক্তি,सौर उर्जा
সৌর শিখা,सौर flares
সৌর শক্তি,सौर उर्जा
কঠিন অবস্থা,ठोस राज्य
সলিড স্টেট স্টোরেজ,सॉलिड स्टेट स्टोरेज
সলিড স্টেট ট্রান্সমিটার,सॉलिड स्टेट ट्रान्समीटर
সাজান,क्रमवारी
শব্দ,आवाज
শব্দ শোষণ,ध्वनी शोषण
শব্দ ভারসাম্য,ध्वनी शिल्लक
সাউন্ড ডিটেক্টর,ध्वनी शोधक
সাউন্ড মিক্সার,ध्वनी मिक्सर
শব্দ দৃষ্টিকোণ,ध्वनी दृष्टीकोन
শব্দ শক্তি,ध्वनी शक्ती
সাউন্ড প্রুফ,ध्वनी पुरावा
সাউন্ড রেকর্ডিং,ध्वनी रेकॉर्डिंग
শব্দ প্রতিচ্ছবি,ध्वनी प्रतिबिंब
সাউন্ড ট্রান্সমিশন ক্ষতি,ध्वनी संप्रेषण तोटा
সূত্র,स्त्रोत
উত্স এনকোডার,स्त्रोत एन्कोडर
স্থান,जागा
স্থান বৈচিত্র্য,अंतराळ विविधता
স্পেস টেলিকাস্টিং,स्पेस टेलिकास्टिंग
স্পেস ওয়েভ,स्पेस वेव्ह
ব্যবধান,अंतर
স্প্যাম,स्पॅम
স্প্যামিং,स्पॅमिंग
স্প্যান,कालावधी
অতিরিক্ত বিট,मोकळा
স্পেয়ারস,अतिरिक्त
স্পার্কিং,स्पार्किंग
স্থানিক,स्थानिक
স্থানিক প্রভাব,स्थानिक प्रभाव
স্থানিক অপ্রয়োজনীয়তা,स्थानिक रिडंडंसी
বিশেষ প্রভাব,विशेष प्रभाव
বিশেষ প্রভাব পরিবর্ধক,विशेष प्रभाव एम्पलीफायर
বিশেষীকরণ,विशेषज्ञता
স্পেসিফিকেশন,तपशील
বর্ণালী শোষণ,वर्णक्रमीय शोषण
বর্ণালী ব্যান্ড প্রতিলিপি,स्पेक्ट्रल बँड प्रतिकृती
বর্ণালী বিতরণ,वर्णक्रमीय वितरण
বর্ণালী অপ্রয়োজনীয়তা,स्पेक्ट्रल रिडंडंसी
স্পেকট্রোফোটোমিটার,स्पेक्ट्रोफोटोमीटर
বর্ণালী,स्पेक्ट्रोस्कोप
বর্ণালী,स्पेक्ट्रम
বর্ণালি বিশ্লেষক,स्पेक्ट्रम विश्लेषक
বর্ণালী আকার,स्पेक्ट्रम आकार
বক্তৃতা বক্তৃতা,भाषण बोलणे
স্পিচ চ্যানেল,भाषण चॅनेल
বক্তৃতা সংকোচনের,भाषण कॉम्प्रेशन
স্পিচ এনকোডিং,भाषण एन्कोडिंग
কন্ঠ সনান্তকরণ,भाषण ओळख
স্পিন,स्पिन
সর্পিল,आवर्त
স্প্লিকিং,स्प्लिंग
স্প্লিটার,स्प्लिटर
স্পুল,स्पूल
বিক্ষিপ্ত,तुरळक
স্পট বিমস,स्पॉट बीम
ছড়িয়ে পড়া শিট,पसरवा पत्रक
উত্সাহী এবং সুরেলা বিকিরণ,उत्तेजक आणि हार्मोनिक रेडिएशन
উত্সাহী সাইডব্যান্ড ফ্রিকোয়েন্সি,स्पुरियस साइडबँड फ्रिक्वेन्सी
ভিডিও চেপে,पिळलेला व्हिडिओ
স্ট্যাম্পিং,स्टॅम्पिंग
স্ট্যান্ডার্ড সফ্টওয়্যার,मानक सॉफ्टवेअर
মানীকরণ,मानकीकरण
অপেক্ষা করো,स्टँडबाय
স্ট্যান্ডবাই সরঞ্জাম,स्टँडबाय उपकरणे
স্থায়ী তরঙ্গ,उभे लाट
স্থায়ী তরঙ্গ অনুপাত,स्थायी वेव्ह रेशो
টর্ক শুরু,टॉर्क प्रारंभ करीत आहे
স্টপ শুরু,स्टार्ट-स्टॉप
স্থির,स्थिर
পরিসংখ্যান পদ্ধতি,सांख्यिकीय पद्धत
স্থিতি,स्थिती
স্থিতি ইঙ্গিত,स्थिती संकेत
স্থির,स्थिर
স্টেরিও,स्टिरीओ
স্টেরিও ভারসাম্য,स्टीरिओ शिल्लक
স্টেরিও এনকোডার,स्टीरिओ एन्कोडर
স্টেরিও জেনারেটর,स्टीरिओ जनरेटर
স্টেরিও মোড,स्टीरिओ मोड
স্টেরিও ট্রান্সমিশন,स्टीरिओ ट्रान्समिशन
স্টেরিওফোনিক সাউন্ড প্রজনন,स्टिरिओफोनिक ध्वनी पुनरुत्पादन
স্টেরিওফনি,स्टिरिओफोनी
স্টেরিওস্কোপি,स्टिरिओस्कोपी
এখনও ছবি,तरीही चित्र
উদ্দীপনা,उत्तेजन
স্টপব্যান্ড,स्टॉपबँड
স্টোরেজ,संचयन
স্টোরেজ ব্যাটারি রুম,स्टोरेज बॅटरी रूम
স্টোরেজ ডিভাইস,स्टोरेज डिव्हाइस
স্ট্র্যাটোস্ফিয়ার,स्ट्रॅटोस्फीयर
স্ট্রিমিং,प्रवाह
প্রসারিত,ताणून लांब करणे
স্ট্রিং,स्ट्रिंग
কাঠামোগত,संरचित
স্টুডিও ব্লক,स्टुडिओ ब्लॉक
স্টুডিও সেন্টার,स्टुडिओ सेंटर
স্টুডিও আলো,स्टुडिओ लाइटिंग
স্টুডিও মনিটর,स्टुडिओ मॉनिटर्स
স্টাইলাস,स्टाईलस
সাবব্যান্ড এনকোডিং,सबबँड एन्कोडिंग
সাবব্যান্ড মাস্কিং,सबबँड मास्किंग
সাবব্যান্ড নমুনা,सबबँड नमुने
সাবনেট,सबनेट
সাবমলিং,सबसॅम्पलिंग
গ্রাহক,ग्राहक
হঠাৎ আয়নোস্ফিয়ারের ব্যাঘাত,अचानक आयनोस्फीयरचा त्रास
সান স্পট ক্রিয়াকলাপ,सूर्य स्पॉट क्रियाकलाप
সুপার পাওয়ার ট্রান্সমিটার,सुपर पॉवर ट्रान्समीटर
সুপার স্যাম্পলিং,सुपर सॅम्पलिंग
সুপার সকেট,सुपर सॉकेट
সুপারহিটেড বাষ্প,सुपरहीटेड वाफ
সুপারহিটারোডিন,सुपरहेटरोडिन
সুপারহিটারোডিন রূপান্তরকারী,सुपरहेटरोडिन कन्व्हर्टर
সুপারহিটারোডিন রিসিভার,सुपरहेटरोडिन रिसीव्हर
সুপারিম্পোজড (বর্তমান),सुपरइम्पोज्ड (चालू)
সুপারিপজিশন,सुपरपोजिशन
সুপারপজিশন,सुपरपोजिशन
সুপারসোনিক,सुपरसोनिक
সরবরাহ নালী,पुरवठा नलिका
দমন গ্রিড,दडपशाही ग्रीड
পৃষ্ঠের শব্দ,पृष्ठभागाचा आवाज
পৃষ্ঠ তরঙ্গ,पृष्ठभाग लाट
সার্ফিং,सर्फिंग
উত্সাহ,लाट
চারপাশ,आसपासच्या
সংবেদন,संवेदनाक्षमता
সংবেদনশীলতা,संवेदनशीलता
স্থগিত,निलंबित
অদলবদল,स्वॅप
সুইপ সার্কিট,स्वीप सर्किट
স্যুইচ,स्विच
স্যুইচ বোর্ড,स्विच बोर्ड
নিয়ন্ত্রণ ইউনিট চালু করুন,नियंत्रण युनिट चालू करा
স্যুইচিং,स्विचिंग
প্রতীক হার,प्रतीक दर
প্রতিসম,सममितीय
সিঙ্ক (সিঙ্ক্রোনাস),समक्रमित (सिंक्रोनस)
সিঙ্ক ডাল,समक्रमित नाडी
সিঙ্ক ট্রান্সফার,समक्रमण हस्तांतरण
সিঙ্ক্রোনাইজেশন,संकालन
সিঙ্ক্রোনাইজড,समक्रमित
সিঙ্ক্রোনাস,सिंक्रोनस
সিঙ্ক্রোনাস মোটর,सिंक्रोनस मोटर
সিনারজিক,Synergic
সিনারজিস্টিক,Synergistic
সিনারজি,समन्वय
সিনট্যাকটিক,सिंटॅक्टिक
বাক্য গঠন,मांडणी
বাক্যগঠন ত্রুটি,वाक्यरचनेची चूक
সিনথেসাইজার,सिंथेसाइझर
সিনথেসাইজার কার্ড,सिंथेसाइझर कार्ड
পদ্ধতি,प्रणाली
সিস্টেম আর্কিটেকচার,सिस्टम आर्किटेक्चर
ব্যবস্থা পরিকল্পনা,सिस्टम डिझाइन
সিস্টেম মেনু,सिस्टम मेनू
ট্যাগ,टॅग
ফিরে কথা,परत बोला
টেপ,टेप
টেপ রেকর্ডার,टेप रेकोर्डर
টেপ স্লাইসিং,टेप काप
ট্যাপার্ড,टेपर्ड
লক্ষ্য,लक्ष्य
শুল্ক,आयात मालावरील जकात
টাস্ক বার,टास्क बार
প্রযুক্তিগত,तांत्रिक
প্রযুক্তিগত চ্যালেঞ্জ,तांत्रिक आव्हान
প্রযুক্তিগত বৈশিষ্ট্য,तांत्रिक वैशिष्ट्ये
প্রযুক্তিগত নির্দেশিকা,तांत्रिक मार्गदर्शक तत्त्वे
টেকনিক্যাল প্যারামিটার,तांत्रिक मापदंड
প্রযুক্তিগত গুণ,तांत्रिक गुणवत्ता
প্রযুক্তিগত ছিনতাই,तांत्रिक स्नॅग
প্রযুক্তি,तंत्र
প্রযুক্তিগত সীমাবদ্ধতা,तांत्रिक अडचणी
প্রযুক্তি,तंत्रज्ञान
প্রযুক্তি মূল্যায়ন,तंत्रज्ञान मूल्यांकन
টেলিকাস্টিং,टेलिकास्टिंग
টেলিসিন,टेलिसिन
টেলিগ্রাফি,टेलीग्राफी
টেলিমেটিক্স,टेलिमेटिक्स
টেলিমেটারিং,टेलिमेटरिंग
টেলিফোন,टेलिफोन
টেলিটেক্সট,टेलिटेक्स्ट
টেলিভিশন,टेलिव्हिजन
তাপমাত্রা,तापमान
যথোপযুক্ত সৃষ্টিকর্তা,तापमान नियंत्रण
অস্থায়ী,ऐहिक
অস্থায়ী পরিচালনা,ऐहिक व्यवस्थापन
অস্থায়ী অপ্রয়োজনীয়তা,ऐहिक अनावश्यकता
টেনসিল শক্তি,ताणासंबंधीचा शक्ती
তাঁবু,तंबू
টেরাবাইট (টিবি),तेराबाइट (टीबी)
টার্মিনাল,टर्मिनल
টার্মিনাল অ্যাডাপ্টার,टर्मिनल अ‍ॅडॉप्टर्स
টার্মিনাল সরঞ্জাম,टर्मिनल उपकरणे
সমাপ্তি,संपुष्टात आणणे
সমাপ্তি প্রতিরোধ,समाप्त प्रतिकार
সমাপ্তি,समाप्ती
টার্মিনেটর,टर्मिनेटर
ভূখণ্ডের প্রোফাইল,भूप्रदेश प्रोफाइल
তৃতীয় বাতাস,तृतीयक वळण
পরীক্ষা,चाचणी
পরীক্ষার ডেটা,चाचणी डेटा
পরীক্ষার চিত্র,चाचणी प्रतिमा
পরীক্ষা সংকেত,चाचणी सिग्नल
পরীক্ষক,परीक्षक
পরীক্ষামূলক,चाचणी
পরীক্ষা এবং পরিমাপ,चाचण्या आणि मोजमाप
তাপীয় শব্দ,थर्मल आवाज
তাপ ওভারলোড রিলে,थर्मल ओव्हरलोड रिले
থার্মিয়োনিক রেকটিফায়ার,थर्मिओनिक रेक्टिफायर
থার্মোকল,थर्माकोपल
থার্মোমিটার,थर्मामीटर
থার্মোস্ট্যাট,थर्मोस्टॅट
থিম্বল,थिम्बल
থোরিয়েটেড ফিলামেন্ট,थोरिएटेड फिलामेंट
থ্রেড,धागा
তিন ধাপ সরবরাহ,तीन टप्प्यात पुरवठा
তিন ফেজ ট্রান্সফর্মার,तीन फेज ट्रान्सफॉर्मर
থ্রেশহোল্ড,उंबरठा
গলা মাইক্রোফোন,घसा मायक्रोफोन
থ্রাস্ট,थ्रस्ट
থাইরেট্রন,थायरट्रॉन
থাইরিস্টর,थायरिस्टर
কাত,टिल्ट
টিম্ব্রে,लाकूड
সময়,वेळ
সময় বেস,वेळ बेस
সময় কোড,वेळ कोड
সময় ধ্রুবক,वेळ स्थिर
সময় বিলম্ব,वेळ विलंब
সময় ডোমেন,वेळ डोमेन
সময় নমুনা,वेळ नमुना
সময় প্রসারিত,वेळ ताणणे
টাইমার,टाइमर
শিরোনাম বাক্স,शीर्षक पट्टी
এবং মোশন,टू आणि फ्रो मोशन
টগল সুইচ,टॉगल स्विच
টোকেন রিং নেটওয়ার্ক,टोकन रिंग नेटवर्क
সহনশীলতা,सहिष्णुता
টোন নিয়ন্ত্রণ,टोन नियंत्रण
সরঞ্জাম বার,टूल बार
সরঞ্জাম,साधने
দাঁত গিয়ারিং,दात तयार
টপোলজি,टोपोलॉजी
টরয়েডাল বাতাস,टोरॉइडल वळण
টর্ক,टॉर्क
মোট গুণমান পরিচালনা (টিকিউএম),एकूण गुणवत्ता व्यवस्थापन (टीक्यूएम)
টোটালাইজার,एकूण
টাওয়ার,टॉवर
ট্রেসার,ट्रेसर
ট্রেসিং,ट्रेसिंग
ট্র্যাক,ट्रॅक
ট্র্যাক বল,ट्रॅक बॉल
ট্র্যাকিং,ट्रॅकिंग
ট্রাফিক ব্যবস্থাপনা,रहदारी व्यवस्थापन
লেনদেন ফাইল সিস্টেম,ट्रान्झॅक्शनल फाइल सिस्टम
ট্রান্সকোড,ट्रान्सकोड
ট্রান্সডুসার,ट्रान्सड्यूसर
ট্রানসিভার,ट्रॅनसीव्हर
স্থানান্তর বৈশিষ্ট্য,हस्तांतरण वैशिष्ट्ये
স্থানান্তর ফাংশন,हस्तांतरण कार्य
ট্রান্সফর্মার,रोहीत्र
ট্রান্সফর্মার এক্সাইটার,ट्रान्सफॉर्मर एक्झिटर
ট্রান্সফর্মার ট্রলি,ट्रान्सफॉर्मर ट्रॉली
ক্ষণস্থায়ী,क्षणिक
ক্ষণস্থায়ী কোডিং,क्षणिक कोडिंग
ক্ষণস্থায়ী ত্রুটি,क्षणिक त्रुटी
ক্ষণস্থায়ী স্যুইচিং,क्षणिक स्विचिंग
ট্রানজিস্টর,ट्रान्झिस्टर
অনুবাদ,अनुवाद
অনুবাদক,अनुवादक
সংক্রমণ,संसर्ग
সংক্রমণ ইন্টারফেস,ट्रान्समिशन इंटरफेस
পরিচলন রেখা,ट्रान्समिशन लाइन
সংক্রমণ ক্ষতি,ट्रान्समिशन लॉस
ট্রান্সমিশন স্টুডিও,ट्रान्समिशन स्टुडिओ
ট্রান্সমিটার,ट्रान्समीटर
ট্রান্সমিটার নিয়ামক,ट्रान्समीटर कंट्रोलर
ট্রান্সমিটার রক্ষণাবেক্ষণ,ट्रान्समीटर देखभाल
ট্রান্সমিটার আউট শক্তি,ट्रान्समीटर आउट पॉवर ठेवा
অ্যান্টেনা প্রেরণ,Ten न्टीना प्रसारित करणे
অ্যান্টেনা লাভ প্রেরণ,Ten न्टीना गेन प्रसारित करणे
ফ্রিকোয়েন্সি প্রেরণ,प्रसारित वारंवारता
ট্রান্সমিটিং স্টেশন,प्रसारित स्टेशन
ট্রান্সপন্ডার,ट्रान्सपॉन्डर
ট্র্যাপ্যাট ডায়োড,ट्रॅपॅट डायोड
ভ্রমণ তরঙ্গ,प्रवासी लाट
ট্রেলিস ডিকোডিং,ट्रेलिस डिकोडिंग
পরিখা এবং জলবাহী,खंदक आणि नाली
ট্রিগার সার্কিট,ट्रिगर सर्किट
ট্রিম,ट्रिम
ছাঁটাই,ट्रिमिंग
ট্রিপড,ट्रायपॉड
ট্রপোস্ফিয়ার,ट्रॉपोस्फीअर
কাটা কাটা,काटेकोर
সঠিক তালিকা,सत्य टेबल
সুরযুক্ত,ट्यून केलेले
টিউনার,ट्यूनर
টিউনিং,ट्यूनिंग
টানেল ডায়োড,बोगदा डायोड
টানেলিং,बोगदा
পরিচালন ঘুরে দেখুন,व्यवस्थापनाकडे वळा
টেবিল ঘুরিয়ে,टर्न टेबल
টুইটার,ट्वीटर
পাকানো,मुरडले
বাঁকানো জোড় কেবল,ट्विस्ट जोडी केबल
ভারসাম্যহীন অডিও লাইন,असंतुलित ऑडिओ लाइन
ভোল্টেজের অধীনে,व्होल्टेज अंतर्गत
একীভূত,युनिकास्टिंग
ইউনিভার্সাল গেট,युनिव्हर्सल गेट
ইউনিভার্সাল নেটওয়ার্ক,युनिव्हर्सल नेटवर्क
অদম্য ফিল্টার,अन्वाटेड फिल्टर
রূপান্তরকারী,कन्व्हर्टर अप
আপলিংক,अपलिंक
আপলোড,अपलोड
ব্যবহারযোগ্য ক্ষেত্র শক্তি,वापरण्यायोग्य फील्ड सामर्थ्य
মান যোগ পরিষেবা,मूल्यवर्धित सेवा
ভেরাক্টর ডায়োড,व्हेरॅक्टर डायोड
পরিবর্তনশীল,चल
পরিবর্তনশীল অঞ্চল সাউন্ড ট্র্যাক,चल क्षेत्र ध्वनी ट्रॅक
পরিবর্তনশীল ডেটা রেট সংক্ষেপণ,चल डेटा रेट कॉम्प्रेशन
পরিবর্তনশীল ঘনত্ব সাউন্ড ট্র্যাক,चल घनता ध्वनी ट्रॅक
পরিবর্তনশীল আউটপুট ডেটা হার,चल आउटपुट डेटा दर
ভেক্টর,वेक्टर
ভেক্টর প্রতিবন্ধকতা মিটার,वेक्टर प्रतिबाधा मीटर
ভেক্টর নেটওয়ার্ক বিশ্লেষক,वेक्टर नेटवर्क विश्लेषक
আলোর বেগ,प्रकाशाचा वेग
ভেন্টেড বক্স,वेंटेड बॉक्स
বহুমুখিতা,अष्टपैलुत्व
সংস্করণ,आवृत्ती
উল্লম্ব বিমান,अनुलंब विमान
উল্লম্বভাবে মেরুকৃত,अनुलंब ध्रुवीकरण
ভেস্টিগিয়াল সাইড ব্যান্ড (ভিএসবি),वेस्टिगियल साइड बँड (व्हीएसबी)
কম্পন,कंप
ভাইব্রেটার,व्हायब्रेटर
ভিডিও,व्हिडिओ
ভিডিও পরিবর্ধক,व्हिडिओ एम्पलीफायर
ভিডিও চেইন,व्हिडिओ साखळी
ভিডিও বৈশিষ্ট্য,व्हिडिओ वैशिष्ट्ये
ভিডিও কোড,व्हिडिओ कोड
ভিডিও সংক্ষেপণ,व्हिडिओ कॉम्प्रेशन
ভিডিও কনফারেন্সিং,व्हिडिओ कॉन्फरन्सिंग
ভিডিও গ্রাফিক্স অ্যাডাপ্টার,व्हिडिओ ग्राफिक्स अ‍ॅडॉप्टर
ভিডিও স্ট্রিমিং,व्हिडिओ प्रवाह
ভিডিও স্যুইচার,व्हिडिओ स्विचर
ভিডিওগ্রাফি,व्हिडिओग्राफी
দেখুন,दृश्य
দূরত্ব দেখার,अंतर पहात आहे
অপার্থিব,आभासी
ভার্চুয়াল ঠিকানা,आभासी पत्ता
ভার্চুয়াল উচ্চতা,आभासी उंची
ভার্চুয়াল মেমরি,आभासी स्मृती
ভার্চুয়াল ব্যক্তিগত নেটওয়ার্ক,आभासी खाजगी नेटवर्क
ভার্চুয়াল বাস্তবতা,आभासी वास्तविकता
ভাইরাস,विषाणू
সান্দ্রতা,विस्मयकारकता
দৃশ্যমানতা,दृश्यमानता
দৃষ্টি,दृष्टी
চাক্ষুষ প্রদর্শন,व्हिज्युअल प्रदर्शन
চাক্ষুষ পরিদর্শন,व्हिज्युअल तपासणी
ভিজ্যুয়াল রেডিও,व्हिज्युअल रेडिओ
ভয়েস ফ্রিকোয়েন্সি,आवाज वारंवारता
