Gujarati,Tamil
અંતરાલ,இடைவெளி
પિક્સેલ,படத்துணுக்கு
સરળ ascii,எளிய ascii
સામાન્ય લખાણ,சாதாரண உரை
યોજના,திட்டம்
"પ્લેટફોર્મ, પ્લેટફોર્મ","மேடை, மேடை"
કાવતરાખોર,சதி செய்பவர்
ડ્રાફ્ટિંગ હેડ,வரைவு தலை
પ્લગબોર્ડ,பிளக்போர்டு
બોલી,ஏலம்
સાઇટ ટુ સાઇટ પ્રોટોકોલ (PPP),தளத்திலிருந்து தள நெறிமுறை (PPP)
નિર્દેશક,சுட்டி
ધ્રુવીકરણ,துருவப்படுத்தல்
ક્રમચય,வரிசைமாற்றம்
બહુકોણ ઉતારવું,பலகோணம் வெட்டுதல்
પોલીમોર્ફિઝમ,பாலிமார்பிசம்
બહુપદી,பல்லுறுப்புக்கோவை
POP (પોસ્ટ ઓફિસ પ્રોટોકોલ),POP (Post Office Protocol)
"1.sin-up menu, 2.appear menu","1.சின்-அப் மெனு, 2.தோன்றும் மெனு"
સુવાહ્યતા,பெயர்வுத்திறன்
સચિત્ર,விளக்கப்பட்டது
ક્રમિક,அடுத்தடுத்து
"1.બેક સ્ક્રિપ્ટ, 2.બેક સ્ક્રિપ્ટ","1.பின் ஸ்கிரிப்ட், 2.பேக் ஸ்கிரிப்ட்"
બેક બીટ,மீண்டும் பிட்
જોડાયેલ,இணைக்கப்பட்ட
બંધ,நெருக்கமான
બિન-ઇલેક્ટ્રીક,மின்சாரம் அல்லாத
ઇલેક્ટ્રિક,மின்சார
પાવર રીસીવર,சக்தி பெறுபவர்
પ્રી સ્પીડ બીટ,முன் வேக பிட்
અગ્રતા ગ્રાફ,முன்னுரிமை வரைபடம்
અનુમાન,கணிக்கின்றன
પ્રી-એપ્ટિવ શેડ્યુલિંગ,முன்கூட்டியே திட்டமிடல்
ઉપસર્ગ,முன்னொட்டு
પૂર્વ પ્રક્રિયા,முன் செயலாக்கம்
પ્રક્રિયા,செயல்முறை
પ્રક્રિયા સ્વીચ,செயல்முறை சுவிட்ச்
પ્રક્રિયા,செயலாக்கம்
પ્રોસેસર,செயலி
ઉત્પાદન,உற்பத்தி
"1.કાર્યક્રમ, 2.કાર્યક્રમ","1.நிரல், 2.நிரல்"
પ્રોગ્રામ અર્થઘટન,நிரல் விளக்கம்
કાર્યક્રમ વિરામ,நிரல் இடைவேளை
પ્રોગ્રામ ફિક્સ,நிரல் சரிசெய்தல்
પ્રોગ્રામ ડિઝાઇન,நிரல் வடிவமைப்பு
"પ્રોગ્રામ મૂલ્યાંકન સમીક્ષા તકનીકો (PERT, PERT)","நிரல் மதிப்பீட்டு மறுஆய்வு நுட்பங்கள் (PERT, PERT)"
કાર્યક્રમ વિરામ,நிரல் இடைநிறுத்தம்
"1.પ્રોગ્રામ લાઇબ્રેરી, 2.પ્રોગ્રામ કલેક્શન","1. நிரல் நூலகம், 2. நிரல் சேகரிப்பு"
પ્રોગ્રામ ચાલી રહ્યો છે,நிரல் இயக்கம்
"1. પ્રોગ્રામર, 2. પ્રોગ્રામર","1. புரோகிராமர், 2. புரோகிராமர்"
પ્રોલોગ,முன்னுரை
પી-રોમ,p-rom
"1.ટ્રાન્સમિશન, 2.એમ્પ્લીફિકેશન","1. பரிமாற்றம், 2. பெருக்கம்"
પ્રાપ્ત કરી શકાય તેવું,அடையக்கூடிய
સુરક્ષિત કી,பாதுகாக்கப்பட்ட விசை
રક્ષણ,பாதுகாப்பு
પ્રોટોકોલ,நெறிமுறை
"1. પ્રોટોકોલ ટ્રાન્સફર, 2. પ્રોટોકોલ અનુવાદ, 3. પ્રોટોકોલ અર્થઘટન","1. நெறிமுறை பரிமாற்றம், 2. நெறிமுறை மொழிபெயர்ப்பு, 3. நெறிமுறை விளக்கம்"
સ્યુડો કોડ,போலி குறியீடு
"1.પબ્લિક ડેટા, 2.પબ્લિક ડેટા નેટવર્ક","1.பொது தரவு, 2.பொது தரவு நெட்வொர்க்"
"1.પબ્લિક ડોમેન, 2.પબ્લિક ડોમેન","1.பொது டொமைன், 2.பொது டொமைன்"
સાર્વજનિક કી એન્ક્રિપ્શન,பொது விசை குறியாக்கம்
નાડી,துடிப்பு
પલ્સ કોડ મોડ્યુલેશન,துடிப்பு குறியீடு பண்பேற்றம்
પલ્સ ડિજિટલ મોડ્યુલેશન (PDM),பல்ஸ் டிஜிட்டல் மாடுலேஷன் (PDM)
સ્પંદવલી,ஸ்பந்தாவளி
વિરામચિહ્ન,நிறுத்தற்குறி
"દબાણ, ભરો","அழுத்தம், நிரப்பு"
ઓટોમેટા ડાઉનલોડ કરો,ஆட்டோமேட்டாவைப் பதிவிறக்கவும்
ઊભી યાદી,செங்குத்து பட்டியல்
ચતુર્થાંશ,நால்வகை
"1.લાયકાત, 2.લાયકાત","1.தகுதி, 2.தகுதி"
પરિમાણકર્તા,அளவி
પરિમાણ કરવા માટે,அளவிட
ભાગ,அளவுகோல்
ક્વોન્ટમ,குவாண்டம்
ક્વોન્ટમ ઘડિયાળ,குவாண்டம் கடிகாரம்
"1.ક્વોન્ટમ કપુટન, 2.ક્વોન્ટમ કોમ્પ્યુટેશન","1.குவாண்டம் கபுடான், 2.குவாண்டம் கம்ப்யூட்டேஷன்"
ઉદાહરણ ક્વેરી,உதாரண வினவல்
"1. પૂછપરછ, 2. પૂછપરછ","1. விசாரணை, 2. விசாரணை"
ક્વેરી ભાષા,கேள்வி மொழி
ક્વેરી પ્રક્રિયા,வினவல் செயலாக்கம்
કતાર,வரிசை
પંક્તિ વ્યવસ્થાપન,வரிசை மேலாண்மை
પંક્તિ રજીસ્ટર,வரிசை பதிவு
"1. રો નેટવર્ક, 2. રો નેટવર્ક","1. வரிசை நெட்வொர்க், 2. வரிசை நெட்வொர்க்"
પંક્તિ સિદ્ધાંત,வரிசை கோட்பாடு
ઝડપી ઍક્સેસ મેમરી,விரைவான அணுகல் நினைவகம்
અવશેષ,அளவுகோல்
રેડિયો આવર્તન દખલગીરી (RFI),ரேடியோ அலைவரிசை குறுக்கீடு (RFI)
મૂલાંક,ரேடிக்ஸ்
રેન્ડમ એક્સેસ કમ્પ્યુટર ઇક્વિપમેન્ટ (RACE),சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE)
રેન્ડમ એક્સેસ મેમરી (RAM),சீரற்ற அணுகல் நினைவகம் (RAM)
રેન્ડમ સ્કેનિંગ,சீரற்ற ஸ்கேனிங்
"1.રાસ્ટર, 2.રાસ્ટર","1.ராஸ்டர், 2.ராஸ்டர்"
રાસ્ટર સ્કેનિંગ,ராஸ்டர் ஸ்கேனிங்
રિએન્જિનિયરિંગ,மறு பொறியியல்
પુનરુત્થાન,புத்துயிர் பெறுதல்
"1. સુલભતા, 2. સુલભતા","1. அணுகல், 2. அணுகல்"
વાંચન,வாசிப்பு
વાંચન વડા,படிக்கும் தலை
"1. ફક્ત વાંચો, 2. ફક્ત વાંચો","1. படிக்க மட்டும், 2. படிக்க மட்டும்"
"1. ફક્ત વાંચો મેમરી, 2. ફક્ત વાંચો મેમરી","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம்"
વાંચન લેખન વડા,படிக்கும் எழுத்து தலை
"1. વાંચન ચક્ર, 2. લેખન ચક્ર","1. வாசிப்பு சுழற்சி, 2. எழுதும் சுழற்சி"
"1. વાંચન ચક્ર, 2. લેખન હેડ","1. வாசிப்பு சுழற்சி, 2. எழுதும் தலை"
"1. વાંચન મેમરી, 2. લેખન મેમરી","1. வாசிப்பு நினைவகம், 2. எழுதும் நினைவகம்"
વાચક,வாசகர்
"વાંચન, વાંચન","வாசிப்பு, வாசிப்பு"
"1. વાંચો, 2. વાંચન પછી","1.வாசிப்பு, 2.பின் வாசிப்பு"
સમય વાસ્તવિક,உண்மையான நேரம்
"1. ક્વિક રિસ્પોન્સ પ્રોસેસિંગ, 2. તાત્કાલિક રિસ્પોન્સ પ્રોસેસિંગ","1. விரைவான பதில் செயலாக்கம், 2. உடனடி பதில் செயலாக்கம்"
રીસીવર,பெறுபவர்
માન્યતા તર્ક,அங்கீகார தர்க்கம்
રિપ્રોગ્રામિંગ ટ્રાન્સફર,மறு நிரலாக்க பரிமாற்றம்
રેકોર્ડ,பதிவு
"1. રેકોર્ડિંગ હેડ, 2. રેકોર્ડિંગ હેડ","1. ரெக்கார்டிங் ஹெட், 2. ரெக்கார்டிங் ஹெட்"
સુધારી શકાય તેવી ભૂલ,சரிசெய்யக்கூடிய பிழை
પરિપૂર્ણતા,பூர்த்தி
પુનરાવૃત્તિ પ્રમેય,மறுநிகழ்வு தேற்றம்
રિસાયક્લિંગ,மீள் சுழற்சி
પુનરાવર્તિત કાર્ય,சுழல் செயல்பாடு
લઘુચિત્ર સૂચના સેટ કમ્પ્યુટર (RISC),மினியேட்டரைஸ்டு இன்ஸ்ட்ரக்ஷன் செட் கம்ப்யூட்டர் (RISC)
નિરર્થકતા,பணிநீக்கம்
"1.સ્વતંત્ર ડિસ્ક, 2.ડિસ્કની વધારાની શ્રેણી (લાલ)","1.சுதந்திர வட்டு, 2.வட்டுகளின் கூடுதல் வரிசை (சிவப்பு)"
ફરીથી પ્રવેશ,மறு நுழைவு
ફરીથી પ્રવેશ કોડ,மறு நுழைவு குறியீடு
સંદર્ભ,குறிப்பு
સંદર્ભ અખંડિતતા,மேற்கோளிட்ட நேர்மை
પ્રતિબિંબ,பிரதிபலிப்பு
પ્રતિબિંબ,பிரதிபலிப்பு
રીફ્રેક્શન,ஒளிவிலகல்
રિફ્રેશર,புத்துணர்ச்சி
પુનર્જીવન,மீளுருவாக்கம்
નોંધણી કરો,பதிவு
નિયમિત વ્યાકરણ,வழக்கமான இலக்கணம்
સંબંધ,உறவு
રિલેશનલ ડેટાબેઝ,தொடர்புடைய தரவுத்தளம்
રિલેશનલ ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ (RDBMS),தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS)
રિલેશનલ મોડલ,தொடர்புடைய மாதிரி
"1. સંબંધી, 2. સંબંધી","1. உறவினர், 2. உறவினர்"
સંબંધી સંબોધન,உறவினர் முகவரி
"1. રિલે, 2. ટ્રાન્સમિશન","1. ரிலே, 2. பரிமாற்றம்"
વિશ્વસનીયતા મોડેલ,நம்பகத்தன்மை மாதிரி
વિશ્વસનીય,நம்பகமானது
"1. રિલોકેટેબલ કોડ, 2. રિલોકેટેબલ ડેટા","1. இடமாற்றம் செய்யக்கூடிய குறியீடு, 2. இடமாற்றக்கூடிய தரவு"
દૂર,இதுவரை
દૂરસ્થ ફીડર,தொலை ஊட்டி
દૂરસ્થ કાર્ય પ્રવેશ,தொலைதூர வேலை நுழைவு
"1.રીમોટ સત્રની શરૂઆત, 2.રીમોટ લોગિન","1.தொலைநிலை அமர்வு தொடக்கம், 2.தொலைநிலை உள்நுழைவு"
રિમોટ પ્રોસિજર ઇન્વોકેશન (RPC),தொலைநிலை நடைமுறை அழைப்பு (RPC)
રિમોટ સેન્સિંગ,தொலை உணர்வு
નામ બદલીને,மறுபெயரிடுதல்
"1.રેન્ડરિંગ, 2.સમર્પણ","1. வழங்குதல், 2. அர்ப்பணிப்பு"
પુનરાવર્તક,ரிப்பீட்டர்
જવાબ આપો,பதில்
"1. વિનંતી, 2. વિનંતી","1. கோரிக்கை, 2. கோரிக்கை"
ટિપ્પણી વિનંતી (RFC),கருத்துக் கோரிக்கை (RFC)
"1.રિક્વેસ્ટ પ્રોટોકોલ, 2.રિસ્પોન્સ પ્રોટોકોલ","1.கோரிக்கை நெறிமுறை, 2.பதிலளிப்பு நெறிமுறை"
પુનરાવર્તિત કાર્યક્રમ,சுழல் நிரல்
સંશોધન,ஆராய்ச்சி
પુનઃસ્થાપિત ચક્ર,மீட்டெடுப்பு சுழற்சி
સ્મારકવાદી,நினைவிடவாதி
તફાવત,வேறுபாடு
સંસાધનો,வளங்கள்
પ્રતિભાવ સમય,பதில் நேரம்
"1.પુનઃપ્રારંભ કરો, 2.પુનઃપ્રારંભ કરો","1.மறுதொடக்கம், 2.மறுதொடக்கம்"
પુનઃસંગ્રહ,மறுசீரமைப்பு
ફરીથી ટ્રેસ,மீண்டும் தடம்
"1. રી-ડિસ્પેચ, 2. રી-કોમ્યુનિકેશન","1. மீண்டும் அனுப்புதல், 2. மறு தொடர்பு"
પુન: પ્રાપ્તિ,மீட்பு
ફરીથી પ્રયત્ન કરો,மீண்டும் முயற்சி செய்
"1.રીગ્રેશન, 2.રીટર્ન","1.பின்னடைவு, 2.திரும்புதல்"
રીગ્રેસન કોડ,பின்னடைவு குறியீடு
રીગ્રેસન કી,பின்னடைவு விசை
ફરીથી વાપરી શકાય તેવા કોડ,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
ફરીથી લખી શકાય તેવું,மீண்டும் எழுதக்கூடியது
આરજીબી મોનિટર,rgb மானிட்டர்
રિબન,நாடா
સત્તાવાર મુદ્દો,அதிகாரப்பூர்வ பிரச்சினை
"1.રોબોટ, 2.મેકેનિક, 3.મિકેનિઝમ","1.ரோபோ, 2.மெக்கானிக், 3.மெக்கானிசம்"
"1.મિકેનિસ્ટિક સાયન્સ, 2.મિકેનિસ્ટિક એન્થ્રોપોલોજી","1.இயந்திர அறிவியல், 2.இயந்திரவியல் மானுடவியல்"
"મજબૂત, મજબૂત","வலுவான, வலுவான"
ભૂમિકા,பங்கு
ફરીથી રોલિંગ,மீண்டும் உருளும்
સંડોવણી,விழுங்குதல்
પ્રવાહ,வெளியேற்றம்
"1. ફક્ત વાંચો મેમરી, 2. ફક્ત વાંચો મેમરી (ROM)","1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம் (ROM)"
મૂળ,அசல்
પિતૃ નિર્દેશિકા,பெற்றோர் அடைவு
અંદાજ ભૂલ,தோராய பிழை
"1.રાઉટર, 2.રાઉટર","1.ரௌட்டர், 2.ரவுட்டர்"
"રૂટીંગ, રૂટીંગ","வழிசெலுத்துதல், வழிசெலுத்துதல்"
RS232C ઈન્ટરફેસ,RS232C இடைமுகம்
RSA એન્ક્રિપ્શન,RSA குறியாக்கம்
આરટીસી,ஆர்டிசி
કાર્યકારી વિગત કોડિંગ,பணியிட குறியீட்டு முறை
કાર્યકાળ,பதவிக்காலம்
રનટાઈમ ભૂલ,இயக்க பிழை
"1. નમૂના, 2. નમૂના","1. மாதிரி, 2. மாதிரி"
નમૂના,மாதிரி
"1.ઉપગ્રહ, 2.ઉપગ્રહ","1.செயற்கைக்கோள், 2.செயற்கைக்கோள்"
સંતૃપ્તિ,செறிவூட்டல்
સાચવો,சேமிக்க
"1. માપનીયતા, 2. માપનીયતા","1. அளவிடுதல், 2. அளவிடுதல்"
સ્કેલર,அளவுகோல்
સ્કેનિંગ,ஸ்கேனிங்
લેન્ડસ્કેપ,நிலப்பரப்பு
શેડ્યૂલર,திட்டமிடுபவர்
સ્ક્રીન પ્રતિબિંબ પ્રોજેક્ટર,திரை பிரதிபலிப்பு ப்ரொஜெக்டர்
સ્ક્રિપ્ટ,கையால் எழுதப்பட்ட தாள்
સ્ક્રિપ્ટીંગ ભાષા,ஸ்கிரிப்டிங் மொழி
"1.કોઇલ, 2.સ્ક્રોલ","1.சுருள், 2.சுருள்"
સિંક્રનસ ડેટા લિંક કંટ્રોલ (SDLC),ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு (SDLC)
"1.શોધ, 2.શોધ","1.ஆய்வு, 2.கண்டுபிடிப்பு"
શોધ એન્જિન,தேடல் இயந்திரம்
શોધ વૃક્ષ,தேடல் மரம்
"1.અન્વેષણ કરો, 2.શોધો","1.ஆராய்தல், 2.கண்டுபிடித்தல்"
ગૌણ,இரண்டாம் நிலை
"1.સેક્ટર, 2.સેક્ટર","1.துறை, 2.துறை"
સુરક્ષા નીતિ,பாதுகாப்பு கொள்கை
શોધ શબ્દ,தேடல் சொல்
"1.વિભાગ, 2.વિભાગ","1.பிரிவு, 2.பிரிவு"
"1. વિભાજન, 2. વિભાજન","1. பிரித்தல், 2. பிரிவு"
પસંદગી વર્ગીકરણ,தேர்வு வரிசையாக்கம்
"1.સ્વતઃપૂર્ણ, 2.સ્વતઃપૂર્ણ","1.தன்னிரக்கம், 2.தன்னிரக்கம்"
"1.અર્થશાસ્ત્ર, 2.અર્થશાસ્ત્ર","1.சொற்பொருள், 2.சொற்பொருள்"
સેમાફોર,செமாஃபோர்
સેમિકન્ડક્ટર,குறைக்கடத்தி
કાલ્પનિક વેબ,கற்பனை வலை
અનુક્રમિક ઍક્સેસ પદ્ધતિ,தொடர் அணுகல் முறை
ક્રમિક,அடுத்தடுத்து
સીરીયલ,தொடர்
"1.સર્વર, 2.સર્વર","1.சேவையகம், 2.சேவையகம்"
સર્વર ક્રેશ,சர்வர் செயலிழப்பு
સર્વર લાઇસન્સ,சர்வர் உரிமம்
સર્વો ગુણક,சர்வோ பெருக்கி
નો સમૂહ,தொகுப்பு
ઉલ્લેખિત બિંદુ,குறிப்பிட்ட புள்ளி
મેનેજમેન્ટ,மேலாண்மை
પડછાયો,நிழல்
સિનેમેટોગ્રાફી,ஒளிப்பதிவு
ભૂત,பேய்
ફાઈલ શેર કરો,கோப்பு பகிர்வு
વહેંચાયેલ ઍક્સેસ,பகிரப்பட்ட அணுகல்
શેરિંગ,பகிர்தல்
"1. કૌંસ, 2. આર્મર, 3. શેલ, 4. શેલ","1. அடைப்புக்குறிகள், 2. கவசம், 3. ஷெல், 4. ஷெல்"
વિસ્થાપન પ્રતીક,இடப்பெயர்ச்சி சின்னம்
ટૂંકો રસ્તો,குறுகிய பாதை
ટૂંકી સૂચના,குறுகிய அறிவுறுத்தல்
ભાઈ,உடன்பிறப்பு
"1. આડઅસર, 2. કાઉન્ટર ઇફેક્ટ","1. பக்க விளைவு, 2. எதிர் விளைவு"
સાઇન બીટ,அடையாளம் பிட்
સિગ્નલ,சிக்னல்
સિગ્નલ પ્રોસેસિંગ,சமிக்ஞை செயலாக்கம்
નોટેશન,குறிப்பீடு
"1.સિગ્નલ-સાઉન્ડ રેશિયો, 2.સિગ્નલ-અવાજ રેશિયો","1.சிக்னல்-ஒலி விகிதம், 2.சிக்னல்-இரைச்சல் விகிதம்"
"1.સહી, 2. સહી","1.கையொப்பம், 2. கையொப்பம்"
માર્કર ટેસ્ટ,மார்க்கர் சோதனை
નોંધપાત્ર ગુણ,குறிப்பிடத்தக்க மதிப்பெண்கள்
સિલિકોન ચિપ,சிலிக்கான் சிப்
સિમ્પલ મેઇલ ટ્રાન્સફર પ્રોટોકોલ (SMTP),எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP)
એકલુ,ஒற்றை
"1. એક સિગ્નલિંગ નોડ, 2. સિમ્પ્લેક્સ નોડ","1. ஒரு சமிக்ஞை முனை, 2. சிம்ப்ளக்ஸ் முனை"
સિમ્યુલેશન,உருவகப்படுத்துதல்
અનુકરણ કરનાર,பின்பற்றுபவர்
"1. એકસાથે, 2. એક સાથે","1.ஒரே நேரத்தில், 2.ஒரே நேரத்தில்"
એક સાથે પ્રક્રિયા,ஒரே நேரத்தில் செயலாக்கம்
સોલો,தனி
"1.સાઇટ લાઇસન્સ, 2.સાઇટ લાઇસન્સ","1.தள உரிமம், 2.தள உரிமம்"
"1. કદ, 2. કદ","1.அளவு, 2.அளவு"
માપ,அளவீடு
"1. ચિત્ર, 2. ચિત્ર","1. உவமை, 2. உவமை"
પ્લુટી,புளூட்டி
"1.પ્લુતિ, 2.પ્લુતિકરણ","1.புளூட்டி, 2.புளூட்டிகாரன்"
"1.સ્લેશ, 2.કટ","1. வெட்டு, 2. வெட்டு"
કમ્પ્યુટર હેઠળ,கணினியின் கீழ்
સાપ વિન્ડો પ્રોટોકોલ,பாம்பு ஜன்னல் நெறிமுறை
"1. બાદબાકી, 2. શરણાગતિ","1. புறக்கணிப்பு, 2. சரணடைதல்"
સ્લોટ,ஸ்லாட்
SCSI (SCSI),SCSI (SCSI)
સ્માર્ટ કાર્ડ,ஸ்மார்ட் கார்டு
ગોકળગાય મેલ,நத்தை அஞ்சல்
સ્નેપશોટ,ஸ்னாப்ஷாட்
"1.સોફ્ટ કોમ્પ્યુટેશન, 2.સોફ્ટ કોમ્પ્યુટેશન","1.மென்மையான கணக்கீடு, 2.மென்மையான கணக்கீடு"
સોફ્ટ કોપી,மென்மையான நகல்
સરળ ફોન્ટ,எளிதான எழுத்துரு
સોફ્ટવેર,மென்பொருள்
સોફ્ટવેર એન્જિનિયરિંગ,மென்பொருள் பொறியியல்
સોફ્ટવેર લાઇસન્સ,மென்பொருள் உரிமம்
સોફ્ટવેર ચાંચિયાગીરી,மென்பொருள் திருட்டு
સ્પેક્ટ્રમ,ஸ்பெக்ட்ரம்
"1.સ્ક્રુ, 2.સર્પાકાર","1.திருகு, 2.சுழல்"
"1.વિગતવાર શીટ, 2.સ્પ્રેડશીટ","1.விவர தாள், 2.விரிதாள்"
ધોરણ,தரநிலை
સ્ટાન્ડર્ડ જનરલાઇઝ્ડ માર્કઅપ લેંગ્વેજ (SGML),நிலையான பொதுவான மார்க்அப் மொழி (SGML)
માનકીકરણ,தரப்படுத்தல்
રાહ સમય,காத்திருக்கும் நேரம்
તારક લેન,தாரக் லன்
તારાની સ્થિતિ,நட்சத்திர நிலை
થોડી શરૂઆત,ஆரம்ப பிட்
"1. અભાવ, 2. અછત, 3. અછતની કટોકટી","1. பற்றாக்குறை, 2. பற்றாக்குறை, 3. பற்றாக்குறை நெருக்கடி"
"1.સ્ટેટિક મેમરી, 2.સ્ટેટિક મેમરી","1.நிலை நினைவகம், 2.நிலை நினைவகம்"
સ્થિતિ ચેનલ,நிலை சேனல்
"1.સ્ટેપ સાઈઝ, 2.સ્ટેપ ડાયમેન્શન્સ","1.படி அளவு, 2.படி அளவுகள்"
થોભો અને પ્રોટોકોલ રાહ જુઓ,இடைநிறுத்தம் மற்றும் காத்திருப்பு நெறிமுறை
બ્રેક કોડ,முறிவு குறியீடு
થોભો કી,இடைநிறுத்த விசை
સંગ્રહક્ષમતા,சேமிப்புத்திறன்
સંગ્રહિત કાર્યક્રમ,சேமிக்கப்பட்ட நிரல்
શ્રેણી ડેટા,தொடர் தரவு
"1.સ્ટ્રક્ચર્ડ એન્કોડિંગ, 2.સ્ટ્રક્ચર્ડ કોડિંગ","1.கட்டமைக்கப்பட்ட குறியாக்கம், 2.கட்டமைக்கப்பட்ட குறியீட்டு முறை"
સ્ટ્રક્ચર્ડ ક્વેરી લેંગ્વેજ (SQL),கட்டமைக்கப்பட்ட வினவல் மொழி (SQL)
"1. બ્રોશર શીટ, 2. શૈલી પત્ર","1. சிற்றேடு, 2. பாணி கடிதம்"
સબ-ડિરેક્ટરી,துணை அடைவு
"1.સબનેટ, 2.સબનેટ","1.சப்நெட், 2.சப்நெட்"
ઉપવૃક્ષ,துணை மரம்
"1.સારાંશ, 2.સારાંશ","1. சுருக்கம், 2. சுருக்கம்"
"1. સુપર કોમ્પ્યુટર, 2. સુપર કોમ્પ્યુટર","1. சூப்பர் கம்ப்யூட்டர், 2. சூப்பர் கம்ப்யூட்டர்"
"1.સુપર કોમ્પ્યુટેશન, 2.સુપર કોમ્પ્યુટેશન","1.சூப்பர் கம்ப்யூட்டேஷன், 2.சூப்பர் கம்ப்யூட்டேஷன்"
કી કી,முக்கிய திறவுகோல்
ટોચના વપરાશકર્તા,சிறந்த பயனர்
નિરીક્ષણ કરેલ શિક્ષણ,மேற்பார்வை கற்றல்
સહાયક ચિપ,துணை சிப்
ચોખ્ખો તફાવત,நிகர மாறுபாடு
"1.નેટ ભિન્નતા, 2.વિભાગ, 3.સુરફાન","1.நிகர மாறுபாடு, 2.பிரிவு, 3.சர்ஃபான்"
સ્વેપ,இடமாற்று
અંદરનું,பிணைப்பிலுள்ள
પ્રવાહ,வெளியேற்றம்
અદલાબદલી,பரிமாற்றம்
"1.સ્વિચ્ડ નેટવર્ક,2. સ્વિચ કરેલ નેટવર્ક","1.சுவிட்ச்டு நெட்வொர்க், 2. நெட்வொர்க் மாறியது"
સ્વિચિંગ,மாறுதல்
સ્વિચિંગ સિદ્ધાંત,மாறுதல் கொள்கை
સાંકેતિક પ્રોગ્રામિંગ,குறியீட்டு நிரலாக்கம்
સુમેળ,ஒத்திசைவு
સિંક્રોનાઇઝર,ஒத்திசைப்பான்
સિંક્રનસ,ஒத்திசைவான
સિંક્રનસ ન્યુમેરિક હાયરાર્કી (SDH),ஒத்திசைவான எண் படிநிலை (SDH)
વાક્ય વિશ્લેષણ,வாக்கிய பகுப்பாய்வு
સિસ્ટમ વિશ્લેષણ,அமைப்பு பகுப்பாய்வு
સિસ્ટમ એન્જિનિયરિંગ,கணினி பொறியியல்
"1. સિસ્ટમ બ્રેકર, 2. સિસ્ટમ હેકર","1. சிஸ்டம் பிரேக்கர், 2. சிஸ்டம் ஹேக்கர்"
સિસ્ટમ ઇન્ટિગ્રેટર,கணினி ஒருங்கிணைப்பான்
સિસ્ટમ લોગ,கணினி பதிவு
સિસ્ટમ કવર,அமைப்பு கவர்
સિસ્ટમ નેટવર્ક માળખું (SNA),கணினி நெட்வொர்க் அமைப்பு (SNA)
"1. સિસ્ટમ પ્રોગ્રામર, 2. સિસ્ટમ પ્રોગ્રામર","1. சிஸ்டம் புரோகிராமர், 2. சிஸ்டம் புரோகிராமர்"
"1. સિસ્ટમ પુનઃપ્રારંભ, 2. સિસ્ટમ પુનઃપ્રારંભ","1. கணினி மறுதொடக்கம், 2. கணினி மறுதொடக்கம்"
સિસ્ટમ સમાપ્તિ,அமைப்பு நிறுத்தம்
સિસ્ટમ પરીક્ષણ,அமைப்பு சோதனை
સિસ્ટમ ઉપયોગિતા,அமைப்பு பயன்பாடு
"1. પદ્ધતિસરનો કોડ, 2. પદ્ધતિસરનો કોડ","1. முறையான குறியீடு, 2. முறையான குறியீடு"
ટેબ આદેશ,tab கட்டளை
અનુસૂચિ,அட்டவணை
ટેબ્યુલર વિહંગાવલોકન,அட்டவணை கண்ணோட்டம்
ટેબલ જગ્યા,அட்டவணை இடம்
તકતી,தகடு
"1.ટેબ્યુલર, 2.એરે એરે","1.அட்டவணை, 2.வரிசை வரிசை"
ટેબ્યુલેશન કાર્ય,அட்டவணை செயல்பாடு
"1. ચિહ્નિત આર્કિટેક્ચર, 2. ચિહ્નિત માળખું","1. குறிக்கப்பட்ட கட்டிடக்கலை, 2. குறிக்கப்பட்ட அமைப்பு"
ચિહ્નિત છબી ફાઇલ ફોર્મ (ટિફ),குறிக்கப்பட்ட படக் கோப்புப் படிவம் (TIFF)
ટેન્ડમ સિસ્ટમ,டேன்டெம் அமைப்பு
ટેપ ઘનતા,டேப் அடர்த்தி
ટેપ કવર,டேப் கவர்
ટાર ફાઇલ,தார் கோப்பு
કામ,வேலை
કાર્ય માર્ગદર્શિકા,வேலை வழிகாட்டி
કાર્ય અનુસૂચિ,பணி திட்டமிடுபவர்
ટ્રાન્સમિશન કંટ્રોલ પ્રોટોકોલ/ઇન્ટરનેટ પ્રોટોકોલ (TCP/IP),டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால் (TCP/IP)
કટીંગ કામગીરી,வெட்டு அறுவை சிகிச்சை
દૂરસંચાર,தொலைத்தொடர்பு
દૂરસંચાર,தொலைத்தொடர்பு
ટેલિકોમ,தொலை தொடர்பு
ટેલીકોન્ફરન્સ,தொலைதொடர்பு
"1. ટેલિગ્રાફ, 2. ટેલિગ્રાફી","1. தந்தி, 2. தந்தி"
"1. ટેલિમીટર, 2. ટેલિમેટ્રી","1. டெலிமீட்டர், 2. டெலிமெட்ரி"
