Telugu,Bengali
ప్రత్యేక పరిహార భత్యం,বিশেষ ক্ষতিপূরণ ভাতা
ప్రత్యేక డ్రైవ్,বিশেষ ড্রাইভ
ప్రత్యేక గ్రాంట్,বিশেষ অনুদান
స్పెషలిస్ట్,বিশেষজ্ঞ
స్పెషలైజేషన్,বিশেষীকরণ
ప్రత్యేక మెసెంజర్,বিশেষ ম্যাসেঞ্জার
ప్రత్యేక వేతనం,বিশেষ বেতন
స్పెషల్ పవర్ ఆఫ్ అటార్నీ,বিশেষ ক্ষমতা
ప్రత్యేక రక్షణ సమూహం,বিশেষ সুরক্ষা গ্রুপ
నిర్దిష్ట,নির্দিষ্ট
స్పెసిఫికేషన్,স্পেসিফিকেশন
నిర్దిష్ట తిరస్కరణ,নির্দিষ্ট অস্বীকার
నిర్దిష్ట కారణం,নির্দিষ্ট কারণ
నమూనా సంతకం,নমুনা স্বাক্ষর
Ulation హాగానాలు,জল্পনা
ప్రసంగం,বক্তৃতা
వేగం,দ্রুততা
స్పీడ్ బ్రేకర్,গতিরোধক
వేగ పరిమితి,গতিসীমা
స్పీడ్ పోస్ట్,গতি পোস্ট
వేగవంతమైన చర్య,দ্রুত কর্ম
గోళం,গোলক
మురి బైండింగ్,সর্পিল বাইন্ডিং
స్ప్లిట్ డ్యూటీ,বিভক্ত শুল্ক
ప్రతినిధి (= స్పోక్స్ వ్యక్తి),মুখপাত্র (= মুখপাত্র ব্যক্তি)
స్పాన్సర్,স্পনসর
స్పాన్సర్షిప్,স্পনসরশিপ
స్పాట్ తనిఖీ,স্পট পরিদর্শন
స్పాట్ చెల్లింపు,স্পট পেমেন্ট
జీవిత భాగస్వామి,স্বামী / স্ত্রী
స్క్వాడ్,স্কোয়াড
స్థిరత్వం,স্থিতিশীলতা
సిబ్బంది,কর্মী
స్టాఫ్ అసోసియేషన్,স্টাফ অ্যাসোসিয়েশন
స్టాఫ్ ఇన్స్పెక్షన్ యూనిట్,স্টাফ ইন্সপেকশন ইউনিট
సిబ్బంది త్రైమాసికం,স্টাফ কোয়ার্টার
సిబ్బంది గది,কর্মচারী কক্ষ
స్టాఫ్ వెల్ఫేర్ ఫండ్,স্টাফ কল্যাণ তহবিল
దశ,মঞ্চ
స్తబ్దత,স্থবিরতা
వాటాను,স্টেক
స్టాంప్,ছাপ
స్టాంప్ డ్యూటీ,স্ট্যাম্প শুল্ক
స్టాంప్డ్ ఎన్వలప్,স্ট্যাম্পড খাম
స్టాంప్ ప్యాడ్,স্ট্যাম্প প্যাড
స్టాంప్ పేపర్,স্ট্যাম্প পেপার
స్టాండ్,দাঁড়ানো
ప్రమాణం,স্ট্যান্ডার্ড
ప్రామాణిక ఒప్పందం,স্ট্যান্ডার্ড চুক্তি
ప్రామాణిక మినహాయింపు,স্ট্যান্ডার্ড ছাড়
ప్రామాణిక ఆకృతి,স্ট্যান্ডার্ড ফর্ম্যাট
ప్రామాణీకరణ,মানীকরণ
ప్రామాణిక మనిషి-గంటలు,স্ট্যান্ডার্ড ম্যান-ঘন্টা
జీవన ప్రమాణం,জীবনযাত্রার মান
ప్రామాణిక పనితీరు,স্ট্যান্ডার্ড পারফরম্যান্স
ప్రామాణిక రేటు,মানসম্মত দাম
స్టాండ్బై అమరిక,স্ট্যান্ডবাই বিন্যাস
నిలబడి,দাঁড়িয়ে
స్టాండింగ్ కమిషన్,স্থায়ী কমিশন
స్టాండింగ్ కమిటీ,স্থায়ী কমিটির
స్టాండింగ్ ఆర్డర్,স্থায়ী আদেশ
నిలిచిపోతుంది,স্ট্যান্ডিল
నటించారు,অভিনয় করেছেন
నటించిన ప్రశ్న,তারকাচিহ্নিত প্রশ্ন
స్టార్టర్,স্টার্টার
ప్రారంభ జీతం,শুরুর দিকে বেতন বেতন
రాష్ట్రం,রাষ্ট্র
రాష్ట్ర విందు,রাষ্ট্রীয় বনভোজন
రాష్ట్ర ప్రభుత్వం,রাজ্য সরকার
రాష్ట్ర అతిథి,রাজ্য অতিথি
రాష్ట్ర జాబితా,রাজ্য তালিকা
ప్రతిష్టంభన,অচল
ప్రకటన,বিবৃতি
ఖాతా ప్రకటన,অ্যাকাউন্ট বিবৃতি
వాస్తవాల ప్రకటన,তথ্য বিবৃতি
ఆరోగ్య స్థితి,স্বাস্থ্যের অবস্থা
రాజనీతిజ్ఞుడు,স্টেটসম্যান
స్టాటిక్,স্থির
స్టేషన్,স্টেশন
స్థిర స్టాక్,স্টেশনারি স্টক
స్టేషనరీ,স্টেশনারি
స్టేషన్ సెలవు,স্টেশন ছুটি
గణాంక,পরিসংখ্যান
గణాంక డేటా,পরিসংখ্যানগত তথ্য
గణాంకాలు,পরিসংখ্যান
స్థితి,স্থিতি
యథాతథంగా,স্থিতাবস্থা
స్థితి నివేదిక,অবস্থা প্রতিবেদন
హోదాకి చిహ్నం,পদমর্যাদার প্রতীক
శాసనం,আইন
చట్టబద్ధమైన,বিধিবদ্ধ
చట్టబద్ధమైన శరీరం,প্রতিমূর্তি শরীর
చట్టబద్ధమైన సెలవు,সংবিধিবদ্ধ ছুটির দিন
చట్టబద్ధమైన హక్కులు,বিধিবদ্ধ অধিকার
ఉండండి,থাকা
Std,এসটিডি
స్థిరమైన పెరుగుదల,প্রবৃদ্ধি
నిటారుగా పెరుగుదల,খাড়া বৃদ্ধি
క్రియాశీలక కమిటీ,পরিচালনা সংসদ
స్టెనోగ్రఫీ,স্টেনোগ্রাফি
స్టెరిలైజేషన్,জীবাণুমুক্তকরণ
స్టెర్న్ యాక్షన్,কঠোর ক্রিয়া
కళంకం,কলঙ্ক
ఉద్దీపన,উদ্দীপনা
స్టైఫండ్,উপবৃত্তি
నిబంధన,শুল্ক
నిర్దేశించిన కాలపరిమితి,নির্ধারিত সময়সীমা
నిబంధన,শর্ত
స్టాక్,স্টক
స్టాక్ రిజిస్టర్,স্টক রেজিস্টার
స్టాక్ టేకింగ్,স্টক গ্রহণ
స్టాక్ వాల్యుయేషన్,মজুতের মূল্যনির্ধারণ
స్టాప్‌గ్యాప్ అమరిక,স্টপগ্যাপ ব্যবস্থা
నిల్వ,স্টোরেজ
నిల్వ స్థలం,স্টোরেজ স্পেস
స్టోర్,স্টোর
నేరుగా,সোজা
జాతి,স্ট্রেন
వింత,অদ্ভুত
అపరిచితుడు,অপরিচিত
స్ట్రాటా,স্তর
వ్యూహం,কৌশল
స్ట్రాటిఫికేషన్,স্তরবিন্যাস
స్ట్రీమ్‌లైన్,স্ট্রিমলাইন
బలం,শক্তি
బలోపేతం,শক্তিশালী
కఠినమైన,কঠোর
ఒత్తిడి,স্ট্রেস
ఒత్తిడి నిర్వహణ,স্ট্রেস ম্যানেজমেন্ট
కఠినమైన,কঠোর
ఖచ్చితంగా,কঠোরভাবে
కఠినత,কঠোরতা
కఠినమైన,কঠোর
సమ్మె,ধর্মঘট
స్ట్రైక్ కాల్,স্ট্রাইক কল
స్ట్రింగెన్సీ,কড়া
స్ట్రిప్,স্ট্রিপ
పోరాడాలి,চেষ্টা করুন
నిల్వ సామర్థ్యం,ধারণ ক্ষমতা
బలమైన గది,শক্তিশালী ঘর
నిర్మాణ,কাঠামোগত
నిర్మాణం,কাঠামো
నిర్మాణాత్మక ఇంటర్వ్యూ,কাঠামোগত সাক্ষাত্কার
నిర్మాణాత్మక చెల్లింపు,কাঠামোগত বেতন
పోరాటం,সংগ্রাম
మొండి పట్టుదలగల,জেদী
స్టూడియో,স্টাডিয়াস
అధ్యయనం,অধ্যয়ন
అధ్యయనం సెలవు,শিক্ষা ছুটি
విషయం,জিনিসপত্র
ఆశ్చర్యకరమైనది,বোকা
శైలి,স্টাইল
ఉప,সাব
ఉప కమిటీ,সাব-কমিটি
ఉప కాంట్రాక్ట్,সাব-কন্ট্রাক্ট
ఉప జిల్లా,উপজেলা
ఉప విభజన,মহকুমা
ఉప తల,সাব-হেড
విషయం,বিষয়
ఆత్మాశ్రయ,বিষয়ী
సబ్‌జూడీస్,বিচারাধীন
సబ్‌లైజ్,Sublease
సబ్‌లెట్టింగ్,Subletting
సమర్పణ,জমা
లొంగినది,আজ্ঞাবহ
సబార్డినేట్ కార్యాలయం,অধস্তন অফিস
సబార్డినేట్ సేవలు,অধস্তন পরিষেবা
సబార్డినేట్ సిబ్బంది,অধস্তন কর্মী
ఉపప్రాగ్రాఫ్,সাবপ্র্যাগ্রাফ
సబ్రేల్,Subrule
సభ్యత్వాన్ని పొందండి,সাবস্ক্রাইব
చందా మూలధనం,সাবস্ক্রাইবড মূলধন
చందాదారుడు,গ্রাহক
చందా,সাবস্ক্রিপশন
ఉపవిభాగం,উপ -ধারা
తరువాత,পরবর্তী
తదుపరి చర్య,পরবর্তী ক্রিয়া
తరువాత,পরবর্তীকালে
అనుబంధ సంస్థ,সহায়ক সংস্থা
అనుబంధ సంస్థలు,সহায়ক সংস্থা
అనుబంధ పరిశ్రమ,সহায়ক শিল্প
అనుబంధ ఆదేశం,সহায়ক ম্যান্ডেট
అనుబంధ రశీదు,সহায়ক রসিদ
అనుబంధ రిజిస్టర్,সহায়ক রেজিস্টার
సబ్సిడీ,ভর্তুকি
సబ్సిడీ,ভর্তুকি
సబ్సిడీ వసతి,ভর্তুকিযুক্ত আবাসন
సబ్సిడీ,ভর্তুকি
జీవనాధారం,জীবিকা নির্বাহ
జీవనాధార భత్యం,অস্তিত্ব ভাতা
జీవనాధార మంజూరు,জীবিকা অনুদান
ప్రామాణికమైన,নিম্নমানের
గణనీయమైన,যথেষ্ট
సబ్‌స్టాంటియేట్,প্রমাণ
సబ్స్టాంటివ్,তাত্পর্যপূর্ণ
గణనీయమైన చెల్లింపు,তাত্পর্যপূর্ণ বেতন
గణనీయమైన పోస్ట్,সংক্ষিপ্ত পোস্ট
ప్రత్యామ్నాయం,বিকল্প
ప్రత్యామ్నాయం,প্রতিস্থাপন
ఉప ఉప-పేరా,সাব সাব-অনুচ্ছেদ
సబర్బన్,শহরতলির
ఉపవిభాగం,সাবভেনশন
ఉపశమనం,সাবভার্সন
సబ్వే,পাতাল রেল
తరువాత,সফল
వారసత్వం,উত্তরাধিকার
వరుస,একের পর এক
వారసుడు,উত্তরাধিকারী
సహాయక,সফল
స్యూ,মামলা
బాధ,ভোগা
బాధ,কষ্ট
సరిపోతుంది,যথেষ্ট
ప్రత్యయం,প্রত্যয়
ఓటు హక్కు,ভোটাধিকার
సూచన,পরামর্শ
సూచన పెట్టె,পরামর্শ বাক্স
సూచనల పుస్తకం,পরামর্শ বই
సూచనాత్మక,পরামর্শমূলক
ఆత్మహత్య,আত্মহত্যা
సూట్,স্যুট
అనుకూలత,উপযুক্ততা
తగిన చర్య,উপযুক্ত ক্রিয়া
సరిపోతుంది,উপযুক্ত
మొత్తం,যোগফল
సంక్షిప్తంగా,সংক্ষেপে
సారాంశం,সারসংক্ষেপ
సారాంశ ట్రయల్,সংক্ষিপ্ত পরীক্ষা
సంక్షిప్తం,সাতরে যাও
శిఖరం,শীর্ষ সম্মেলন
సమన్,তলব করা
సుమంప్టీ భత్యం,স্যাম্পটুরি ভাতা
సంకలనం,যোগ করা
సుంద్రీ,সুন্দরী
SUO MOTO,সু মটো
సూపరన్యునేషన్,সুপারিনুয়েশন
సూపరన్యునేషన్ పెన్షన్,সুপারিনুয়েশন পেনশন
ఉపరితల,অতিমাত্রায়
నిరుపయోగంగా,অতিমাত্রায়
సూపర్మోస్,সুপারিপোজ
సుపీరియర్,উচ্চতর
ఆధిపత్యం,শ্রেষ্ঠত্ব
సూపర్న్యూమరీ,সুপারনুমারি
సూపర్న్యూమరీ పోస్ట్,সুপারনুমারি পোস্ট
సూపర్‌స్క్రయిబ్,সুপারস্ক্রাইব
సూపర్‌స్క్రిప్షన్,সুপারসক্রিপশন
సూపర్సైడ్,সুপারসেড
సూపర్‌సెషన్,সুপারসেশন
సూపర్ స్ట్రక్చర్,সুপারস্ট্রাকচার
సూపర్ టాక్స్,সুপারট্যাক্স
సూపర్ టైమ్‌స్కేల్,সুপার টাইমস্কেল
పర్యవేక్షణ,তদারকি
పర్యవేక్షకుడు,কর্মকর্তা
పర్యవేక్షక సిబ్బంది,তত্ত্বাবধায়ক কর্মীরা
అనుబంధం,পরিপূরক
అనుబంధ,পরিপূরক
అనుబంధ బడ్జెట్,পরিপূরক বাজেট
అనుబంధ ఖర్చు,পরিপূরক ব্যয়
అనుబంధ డిమాండ్,পরিপূরক চাহিদা
అనుబంధ గ్రాంట్,পরিপূরক অনুদান
అనుబంధ ప్రశ్న,পরিপূরক প্রশ্ন
అనుబంధ నియమాలు,পরিপূরক বিধি
సరఫరాదారు,সরবরাহকারী
సరఫరా,সরবরাহ
మద్దతు,সমর্থন
మద్దతుదారు,সমর্থক
సహాయక పత్రాలు,সমর্থনকারী কাগজপত্র
అణచివేయండి,দমন করা
ఆధిపత్యం,আধিপত্য
సుప్రీం,সুপ্রিম
సర్‌చార్జ్,সারচার্জ
జ్యూరీ,জামিনত
పూచికత్తు పత్రం,জামিন বন্ড
ఉపరితల తనిఖీ,পৃষ্ঠ পরিদর্শন
ఉపరితల రవాణా,পৃষ্ঠ পরিবহন
శస్త్రచికిత్స,সার্জারি
ఇంటిపేరు,পদবি
మిగులు,উদ্বৃত্ত
మిగులు బడ్జెట్,উদ্বৃত্ত বাজেট
మిగులు నివేదిక,উদ্বৃত্ত রিপোর্ট
మిగులు సిబ్బంది,উদ্বৃত্ত কর্মীরা
ఆశ్చర్యకరమైన తనిఖీ,আশ্চর্য চেক
ఆశ్చర్యకరమైన సందర్శన,আশ্চর্য দর্শন
లొంగిపోవటం,আত্মসমর্পণ
పరిసరాలు,চারপাশ
సర్టాక్స్,সুরট্যাক্স
నిఘా,নজরদারি
సర్వే,জরিপ
సర్వే నివేదిక,জরিপ প্রতিবেদন
మనుగడ,বেঁচে থাকা
బతికేది,বেঁচে আছে
సర్వైవర్,বেঁচে থাকা
ససెప్టబిలిటీ,সংবেদনশীলতা
అనుమానితుడు,সন্দেহ
సస్పెండ్,স্থগিত
సస్పెన్స్,সাসপেন্স
సస్పెన్స్ ఖాతా,সাসপেন্স একাউন্ট
సస్పెన్షన్,স্থগিতাদেশ
సస్పెన్షన్ ఆర్డర్,সাসপেনশন অর্ডার
అనుమానం,সন্দেহ
సస్టైనబుల్,টেকসই
స్థిరమైన పెరుగుదల,টেকসই প্রবৃদ্ধি
తగిలిన,টেকসই
ప్రమాణం,শপথ করুন
ప్రమాణ స్వీకారం,শপথ ইন-সিরিজ
సిలబస్,পাঠ্যসূচি
చిహ్నం,প্রতীক
సమరూపత,প্রতিসাম্য
సానుభూతి,সহানুভূতি
సానుభూతి సమ్మె,সহানুভূতি ধর্মঘট
సింపోజియం,সিম্পোজিয়াম
లక్షణం,লক্ষণ
సమకాలీకరించండి,সিঙ্ক্রোনাইজ
సారాంశం,সংক্ষিপ্তসার
సంశ్లేషణ,সংশ্লেষণ
సింథటిక్,সিন্থেটিক
వ్యవస్థ,পদ্ধতি
క్రమబద్ధమైనది,পদ্ধতিগত
క్రమబద్ధమైన పని,পদ্ধতিগত কাজ
వ్యవస్థల విశ్లేషణ,সিস্টেম বিশ্লেষণ
టాబ్ ఫోల్డర్,ট্যাব ফোল্ডার
పట్టిక,টেবিল
టేబులో,টেবিল
విషయ సూచిక,সুচিপত্র
ఇంటి పట్టిక,ঘরের টেবিল
పట్టిక,সারণী
పట్టిక ప్రకటన,সারণী বিবৃতি
పట్టిక,সারণী
టాబ్యులేటర్,ট্যাবুলেটর
టాకిల్,সাজসরঁজাম
వ్యూహం,কৌশল
వ్యూహాత్మక,কৌশলী
వ్యూహం,কৌশল
ట్యాగ్,ট্যাগ
ఇంటి చెల్లింపు తీసుకోండి,হোম বেতন নিতে
స్వాధీనం,গ্রহণ
ప్రతిభావంతులైన,প্রতিভাশালী
ప్రతిభ శోధన,প্রতিভা অনুসন্ধান
Tally,ট্যালি
టాలీ కార్డ్,ট্যালি কার্ড
ట్యాంపరింగ్,টেম্পারিং
స్పష్టమైన,স্পষ্ট
స్పష్టమైన ఆస్తి,বাস্তব সম্পদ
టేప్,টেপ
నొక్కడం,ট্যাপিং
టార్డినెస్,ক্লান্তি
లక్ష్యం,লক্ষ্য
లక్ష్యం తేదీ,নির্দিষ্ট তারিখ
సుంకం,শুল্ক
TARNISH,কলঙ্ক
పని,কাজ
టాస్క్ ఫోర్స్,বিশেষ কর্মীদল
పన్ను,কর
పన్ను తగ్గింపు,কর ছাড়
పన్ను పరిధిలోకి వచ్చేది,করযোগ্য
పన్ను పరిధిలోకి వచ్చే ఆదాయం,করযোগ্য আয়
పన్ను సర్దుబాటు,কর সামঞ্জস্য
పన్ను లెక్కించుట,ট্যাক্স মূল্যায়ন
పన్ను,কর
పన్ను ఎగవేత,কর পরিহার
పన్ను సలహాదారు,ট্যাক্স কনসালট্যান্ট
పన్ను ప్రకటన,ট্যাক্স ঘোষণা
మూలం వద్ద తీసివేయబడిన పన్ను,উত্সে কর কেটে নেওয়া
పన్ను మినహాయింపు,কর ছাড়
పన్ను ఎగవేత,কর ফাঁকি
పన్ను మినహాయింపు,কর অব্যাহতি
పన్ను రహిత,করমুক্ত
పన్ను చెల్లింపుదారు,কর প্রদানকারী
పన్ను రిబేటు,ট্যাক্স ছাড়
పన్ను రిటర్న్,ট্যাক্স ফেরত
పన్ను షెడ్యూల్,কর শিডিউল
జట్టు స్పూర్తి,দলের তেজস্বীতা
జట్టు పని,দলবদ্ধভাবে সম্পাদিত কর্ম
భాష్ప వాయువు,কাঁদুনে গ্যাস
సాంకేతిక,প্রযুক্তিগত
సాంకేతిక సలహా,কারিগরি পরামর্শ
సాంకేతిక కళాశాల,কারিগরি কলেজ
సాంకేతిక సమాచారం,প্রযুক্তিগত তথ্য
సాంకేతిక పోస్ట్,প্রযুক্তিগত পোস্ট
సాంకేతిక అర్హత,প্রযুক্তিগত যোগ্যতা
సాంకేతిక నైపుణ్యం,কারিগরী দক্ষ্যতা
సాంకేతిక పదం,প্রযুক্তিগত শব্দ
సాంకేతిక శిక్షణ,কারিগরি প্রশিক্ষণ
సాంకేతిక నిపుణుడు,প্রযুক্তিবিদ
టెక్నిక్,প্রযুক্তি
టెక్నోక్రసీ,টেকনোক্রেসি
టెక్నోక్రాట్,টেকনোক্র্যাট
సాంకేతిక,প্রযুক্তিগত
సాంకేతిక నిపుణుడు,প্রযুক্তিবিদ
సాంకేతికం,প্রযুক্তি
టెలిబ్యాంకింగ్,টেলিব্যাঙ্কিং
టెలిగ్రామ్,টেলিগ্রাম
టెలిగ్రాఫిక్ చిరునామా,টেলিগ্রাফিক ঠিকানা
టెలిగ్రఫీ,টেলিগ্রাফি
టెలిప్రెంటర్ సందేశం,টেলিপ্রিন্টার বার্তা
టెలివిజన్,টেলিভিশন
టెలివర్కింగ్,টেলিফোনিং
టెలిక్స్,টেলিক্স
టెల్లర్,টেলার
కోపం,মেজাজ
స్వభావం,মেজাজ
స్వభావం,স্বভাবগত
ఉష్ణోగ్రత,তাপমাত্রা
టెంపో,টেম্পো
తాత్కాలిక,অস্থায়ী
తాత్కాలిక ముందస్తు,অস্থায়ী অগ্রিম
తాత్కాలిక నియామకం,অস্থায়ী অ্যাপয়েন্টমেন্ট
తాత్కాలిక వైకల్యం,অস্থায়ী অক্ষমতা
తాత్కాలిక పోస్ట్,অস্থায়ী পোস্ট
తాత్కాలిక పరిమితి,অস্থায়ী বিধিনিষেধ
తాత్కాలిక ఖాళీ,অস্থায়ী শূন্যপদ
టెంప్టేషన్,প্রলোভন
టేనబుల్,টেনেবল
చిత్తశుద్ధి,টেনেসিটি
అద్దె,ভাড়াটে
అద్దెదారు,প্রজা
ధోరణి,প্রবণতা
టెండర్,দরপত্র
టెండర్ బాక్స్,টেন্ডার বক্স
టెండరర్,দরপত্রদাতা
టెండర్ నోటీసు,দরপত্র বিজ্ঞপ্তি
అస్థిరమైనదనే,সম্ভাব্য
పదవీకాలం,মেয়াদ
భూమి పదవీకాలం,জমির মেয়াদ
పదవీకాలం,অফিসের মেয়াদ
పోస్ట్ పదవీకాలం,পোস্টের মেয়াদ
పని పదవీకాలం,কাজের মেয়াদ
పదవీకాల పోస్ట్,মেয়াদ পোস্ট
పదం,শব্দ
ముగింపు,চূড়ান্ত
టెర్మినల్ (నివేదిక మొదలైనవి),টার্মিনাল (রিপোর্ট ইত্যাদি)
టెర్మినల్ పన్ను,টার্মিনাল ট্যাক্স
ముగింపు,সমাপ্তি
ముగింపు నిబంధన,সমাপ্তি ধারা
ముగింపు నోటీసు,সমাপ্তি বিজ্ঞপ্তি
సేవ యొక్క ముగింపు,পরিষেবা সমাপ্তি
పరిభాష,পরিভাষা
టర్మ్ లోన్,মেয়াদি ঋণ
పదవీకాలం,অর্থবিল
నిబంధనలు,শর্তাদি
నిబంధనలు మరియు షరతులు,শর্তাবলী
పంపించటానికి షరతులు,বিতরণের বিধি
సూచన నిబంధనలు,রেফারেন্সের শর্তাবলী
సేవా నిబంధనలు,সেবা পাবার শর্ত
భూభాగం,এলাকা
భీభత్సం,সন্ত্রাস
ఉగ్రవాదం,সন্ত্রাসবাদ
ఉగ్రవాది,সন্ত্রাসী
తృతీయ ప్రయోజనం,তৃতীয় সুবিধা
పరీక్ష,পরীক্ষা
నిబంధన,টেস্টামেন্ট
పరీక్ష ఛార్జ్,পরীক্ষার চার্জ
పరీక్ష తనిఖీ,পরীক্ষা চেক
టెస్టర్,পরীক্ষক
సాక్ష్యం,সাক্ষ্য দিন
యోగ్యతా పత్రము,প্রশংসাপত্র
సాక్ష్యం,সাক্ষ্য
పరీక్ష నివేదిక,পরীক্ষার রিপোর্ট
వచనం,পাঠ্য
ధన్యవాదాలు,কৃতজ্ঞ
థీమ్,থিম
చికిత్స,থেরাপি
మూడవ పార్టీ,তৃতীয় পক্ষ
పూర్తిగా,পুরোপুরি
శ్రద్ద,চিন্তাশীল
బెదిరింపు,হুমকি
పొదుపు,থ্রিফ্ট
ద్వారా,মাধ্যম
విసిరి వేయి,নিক্ষেপ
బొటనవేలు ముద్ర,থাম্ব ছাপ
మెజారిటీ,থাম্পিং সংখ্যাগরিষ্ঠ
టికెట్,টিকিট
టై,টাই
టైడ్ లోన్,বাঁধা loan ণ
టైర్,স্তর
వంపు,কাত
సమయం,সময়
సమయం అనుమతించబడింది,সময় অনুমোদিত
సమయం నిరోధించబడింది,সময় নিষিদ্ধ
నిర్ణీత కాలం,সময় আবদ্ধ
టైమ్ కార్డ్,সময় কার্ড
టైమ్ డిపాజిట్ (= స్థిర డిపాజిట్),সময় আমানত (= স্থির আমানত)
సమయం ఉంచడం,সময় রাখা
నిర్ణీత కాలం,সময় সীমা
సమయం ఆఫ్,সময় বন্ধ
సమయం అధిగమిస్తుంది,সময় কাটিয়ে উঠেছে
సమయం ముగిసిన ప్రోగ్రామ్,সময়সীমা প্রোগ্রাম
సమయ రేటు,সময় হার
టైమ్ రికార్డింగ్ మెషిన్,সময় রেকর্ডিং মেশিন
సమయ స్కేల్,সময় স্কেল
సమయ ప్రణాళిక,সময়সূচী
టైమ్ స్టాంప్,সময় স্ট্যাম্প
సమయ అధ్యయన పరికరాలు,সময় অধ্যয়নের সরঞ্জাম
సమయ పట్టిక,সময় টেবিল
టైమింగ్,সময়
చిట్కాలు,পরামর্শ
శీర్షిక,শিরোনাম
టైటిల్ హోల్డర్,শিরোনামধারী
"ముఖము కడుగుకొని, తలదువ్వుకొని, దుస్తులు ధరించు పద్ధతి",টয়লেট
టోకెన్,টোকেন
టోకెన్ సభ్యుడు,টোকেন সদস্য
టోకెన్ పే,টোকেন বেতন
టోకెన్ సమ్మె,টোকেন ধর্মঘট
టోన్,টোন
గొంతు తగ్గించు,টোন ডাউন
టోన్ అప్,বলবর্ধন করা
సాధనం,টুল
టూల్ డౌన్ సమ్మె,টুল ডাউন স্ট্রাইক
టాప్,শীর্ষ
అంశం,বিষয়
ఉన్నత స్థాయి నిర్ణయం,শীর্ষ স্তরের সিদ্ধান্ত
ఉన్నతస్థాయి పాలకవర్గం,শীর্ষ ব্যবস্থাপনা
పైభాగం,শীর্ষস্থানীয়
అగ్ర అధికారి,শীর্ষ কর্মকর্তা
స్థలాకృతి,টপোগ্রাফি
అత్యంత ప్రధానమైన,সর্বোচ্চ অগ্রাধিকার
టాప్ ర్యాంకింగ్,শীর্ষ র্যাংকিং
అతి రహస్యం,গোপনতম
హింస,নির্যাতন
మొత్తం,মোট
మొత్తం సేవ,মোট পরিষেবা
కఠినమైనది,শক্ত
పర్యటన,ট্যুর
టూర్ ప్రోగ్రాం,ট্যুর প্রোগ্রাম
టూర్ రిపోర్ట్,ট্যুর রিপোর্ট
టౌట్,টাউট
పట్టణం,শহর
టౌన్షిప్,টাউনশিপ
జాడ కనుగొను,ট্রেস
ట్రాక్ట్,ট্র্যাক্ট
ట్రాక్షన్,আকর্ষণ
వాణిజ్య ఒప్పందం,বাণিজ্য বিণ্যাশ
వాణిజ్య సంఘం,শ্রমকল্যাণ সমিতি
సాంప్రదాయం,Tradition তিহ্য
రైలు,ট্রেন
ట్రైనీ,শাগরেদ
ట్రైనీషిప్,প্রশিক্ষণ
శిక్షకుడు,প্রশিক্ষক
శిక్షణ,প্রশিক্ষণ
శిక్షణా కేంద్రం,প্রশিক্ষণ কেন্দ্র
శిక్షణ కళాశాల,প্রশিক্ষণ কলেজ
శిక్షణా విభాగం,প্রশিক্ষণ বিভাগ
శిక్షణా సంస్థ,প্রশিক্ষণ প্রতিষ্ঠান
శిక్షణా సమయం,প্রশিক্ষন পর্ব
శిక్షణా కార్యక్రమం,প্রশিক্ষন কর্মসূচী
శిక్షణా యూనిట్,প্রশিক্ষণ ইউনিট
లక్షణం,বৈশিষ্ট্য
దేశద్రోహి,বিশ্বাসঘাতক
ప్రశాంతత,প্রশান্তি
లావాదేవీ,লেনদেন
వ్యాపారం యొక్క లావాదేవీ,ব্যবসায়ের লেনদেন
ట్రాన్స్క్రిప్షన్,প্রতিলিপি
బదిలీ,স্থানান্তর
బదిలీ చేయగల వస్తువులు,স্থানান্তরযোগ্য পণ্য
బదిలీ ఎంట్రీ,স্থানান্তর এন্ট্রি
బదిలీ రుసుము,স্থানান্তর ফি
బదిలీ మెమోరాండం,স্মারকলিপি স্থানান্তর
డిప్యుటేషన్‌పై బదిలీ,ডেপুটেশন উপর স্থানান্তর
బదిలీ ఆర్డర్,স্থানান্তর আদেশ
పరివర్తన,রূপান্তর
రవాణా,ট্রানজিট
రవాణా విధి,ট্রানজিট শুল্ক
పరివర్తన,ট্রানজিশনাল
ట్రాన్సిట్ పాస్,ট্রানজিট পাস
ట్రాన్సిట్ వీసా,ট্রানজিট ভিসা
రవాణా వర్క్‌షాప్,ট্রানজিট ওয়ার্কশপ
అనువాదం,অনুবাদ
లిప్యంతరీకరణ,লিপ্লিটারেশন
ప్రసార,সংক্রমণ
ప్రసారం,প্রেরণ
రవాణా,পরিবহন
రవాణా భత్యం,পরিবহন ভাতা
రవాణా,পরিবহন
బదిలీ,স্থানান্তর
ఉచ్చు,ফাঁদ
ప్రయాణం,ভ্রমণ
ప్రయాణ ఖర్చులు,ভ্রমণ খরচ
యాత్రికుల చెక్,ভ্রমণকারীদের চেক
ప్రయాణ భత్యం,ভ্রমণ ভাতা
ప్రయాణ భత్యం బిల్లు,ভ্রমণ ভাতা বিল
ప్రయాణ రాయితీ,ভ্রমণ ছাড়
ద్రోహం,বিশ্বাসঘাতকতা
రాజద్రోహం,রাষ্ট্রদ্রোহ
ట్రెజరీ,কোষাগার
ట్రెజరీ బెంచ్,ট্রেজারি বেঞ্চ
ట్రెజరీ డిపాజిట్ రశీదు (T.D.R.),ট্রেজারি ডিপোজিট রসিদ (টি.ডি.আর।)
ట్రెజరీ రశీదు,ট্রেজারি রসিদ
