Malayalam,Punjabi
റേഡിയോ വേവ്,ਰੇਡੀਓ ਵੇਵ
ആരം,ਰੇਡੀਅਸ
തിമിര്പ്പ്,ਰੈਂਪ
വികലമായ,ਬੇਤਰਤੀਬ
ക്രമരഹിതമായ ഡാറ്റ,ਬੇਤਰਤੀਬੇ ਡਾਟਾ
ക്രമരഹിതമായ പിശക്,ਬੇਤਰਤੀਬੇ ਗਲਤੀ
ക്രമരഹിതമായ ഏറ്റക്കുറച്ചിലുകൾ,ਬੇਤਰਤੀਬੇ ਉਤਰਾਅ ਚੜਾਅ
ശേഖരം,ਸੀਮਾ
പടെ,ਰਾਸਟਰ
റാസ്റ്റർ ഇമേജ് ഫോർമാറ്റ്,ਰਾਸਟਰ ਚਿੱਤਰ ਫਾਰਮੈਟ
നിരക്ക് നിയന്ത്രണം,ਰੇਟ ਕੰਟਰੋਲ
മാറ്റത്തിന്റെ നിരക്ക്,ਤਬਦੀਲੀ ਦੀ ਦਰ
റേറ്റുചെയ്ത ശേഷി,ਰੇਟ ਕੀਤੀ ਸਮਰੱਥਾ
റേറ്റുചെയ്ത കുതിരശക്തി,ਦਰਜਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਸ਼ਕਤੀ
റേറ്റുചെയ്ത പവർ,ਰੇਟਡ ਸ਼ਕਤੀ
റേറ്റിംഗ്,ਰੇਟਿੰਗ
ആർ-സി കപ്ലിംഗ്,ਆਰ-ਸੀ ਜੋੜ
പ്രതികരണം,ਪ੍ਰਤੀਕ੍ਰਿਆ
പതിപവര്ത്തനം,ਪ੍ਰਤੀਕਰਮ
റിയാക്ടീവ് ഘടകം,ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਭਾਗ
റിയാക്ടീവ് ലോഡ്,ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਲੋਡ
റിയാജന്റ് എച്ചിംഗ്,ਰੀਜੈਂਟ ਐਚਿੰਗ
തത്സമയ പ്രക്ഷേപണം,ਰੀਅਲ ਟਾਈਮ ਟ੍ਰਾਂਸਮਿਸ਼ਨ
റീബ്രോഡ്കാസ്റ്റിംഗ്,ਰੀਬ੍ਰੋਡਕਾਸਟਿੰਗ
സ്വീകരിക്കുക,ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
ആന്റിന സ്വീകരിക്കുന്നു,ਐਂਟੀਨਾ ਪ੍ਰਾਪਤ ਕਰਨਾ
കേന്ദ്രം സ്വീകരിക്കുന്നു,ਸੈਂਟਰ ਪ੍ਰਾਪਤ ਕਰਨਾ
സീകരണം,ਰਿਸੈਪਸ਼ਨ
സ്വീകരണ റിപ്പോർട്ട്,ਰਿਸੈਪਸ਼ਨ ਰਿਪੋਰਟ
സ്വീകരണ സർവേ,ਰਿਸੈਪਸ਼ਨ ਸਰਵੇਖਣ
അനോനമായ,ਪਰਸਪਰ
പുനർനിർമ്മാണ ഫിൽട്ടർ,ਪੁਨਰ ਨਿਰਮਾਣ ਫਿਲਟਰ
റെക്കോര്ക്കത്തക്കാവുന്ന,ਚਮਤਕਾਰ
റെക്കോർഡുചെയ്തു,ਰਿਕਾਰਡ ਕੀਤਾ ਗਿਆ
റെക്കോർഡുള്ള,ਰਿਕਾਰਡਰ
റെക്കാര്ഡുചെയ്യല്,ਰਿਕਾਰਡਿੰਗ
റെക്കോർഡിംഗ് ബൂത്ത്,ਬੋਥ ਰਿਕਾਰਡ ਕਰਨਾ
തലക്കെട്ട് റെക്കോർഡുചെയ്യുന്നു,ਰਿਕਾਰਡਿੰਗ
ഡിസ്ക് ഓൺ റെക്കോർഡിംഗ്,ਡਿਸਕ ਤੇ ਰਿਕਾਰਡਿੰਗ
റെക്കോർഡിംഗ് റൂം,ਰਿਕਾਰਡਿੰਗ ਕਮਰਾ
റെക്കോർഡിംഗ് സിസ്റ്റം,ਰਿਕਾਰਡਿੰਗ ਸਿਸਟਮ
റെക്കോർഡിംഗ് ടേപ്പ്,ਰਿਕਾਰਡਿੰਗ ਟੇਪ
തിരുതിലിഫിക്കേഷൻ,ਸੁਧਾਰ
ക്രമീകരിച്ച സിഗ്നൽ,ਸੁਧਾਰਕ ਸੰਕੇਤ
മൃതദേഹീരന്,ਗੁਣਾ
പുനര്നിര്മ്മാണം,ਰੀਸਾਈਕਲ
ആവർത്തനം,ਰਿਡੰਡੈਂਸੀ
കമാതീതമായ,ਰਿਡੰਡੈਂਟ
അനാവശ്യ ഘടകം,ਰਿਡੰਡੈਂਟ ਐਲੀਮੈਂਟ
റീ-എഞ്ചിനീയറിംഗ്,ਦੁਬਾਰਾ ਇੰਜੀਨੀਅਰਿੰਗ
വീണ്ടും വലുതാക്കുക,ਦੁਬਾਰਾ ਵਾਧਾ
റഫറൻസ് ആവൃത്തി,ਹਵਾਲਾ ਬਾਰੰਬਾਰਤਾ
റഫറൻസ് മൂല്യം,ਹਵਾਲਾ ਮੁੱਲ
ലെയർ പ്രതിഫലിപ്പിക്കുന്നു,ਪਰਤ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈ
മാധ്യമത്തെ പ്രതിഫലിപ്പിക്കുന്നു,ਮਾਧਿਅਮ ਨੂੰ ਦਰਸਾਉਂਦੇ ਹੋਏ
ഉപരിതലത്തെ പ്രതിഫലിപ്പിക്കുന്നു,ਸਤਹ ਪ੍ਰਤੀਬਿੰਬਤ
പതിച്ഛായ,ਪ੍ਰਤੀਬਿੰਬ
റിഫ്ലക്ടർ,ਰਿਫਲੈਕਟਰ
ആന്റിനയുടെ റിഫ്ലക്ടർ,ਐਂਟੀਨਾ ਦਾ ਰਿਫਲੈਕਟਰ
അപര്യം,ਰਿਫੈਕਸ਼ਨ
അപവർത്തനാങ്കം,ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ
റഫ്രിജറേഷൻ,ਫਰਿੱਜ
പുനരുദ്ധാരണ,ਪੁਨਰਜਨਮ
പട്ടികയുണ്ടാക്കുക,ਰਜਿਸਟਰ
വാൽവ് നിയന്ത്രിക്കുന്നു,ਵਾਲਵ ਨੂੰ ਨਿਯਮਤ ਕਰੋ
നിയന്തിക്കല്,ਨਿਯਮ
റെഗുലേറ്റർ,ਰੈਗੂਲੇਟਰ
നിയന്ത്രിക്കുക,ਰੈਗੂਲੇਟਰੀ
നിലവില് വരുത്തല്,ਮਜਬੂਤ
ബന്ധുക്കലം,ਰਿਸ਼ਤੇਦਾਰੀ
ആപേക്ഷിക പെർമിറ്റിവിറ്റി,ਰਿਸ਼ਤੇਦਾਰ ਪਰਮਜਿਟੀ
റിലേ ചെയ്യുക,ਰਿਲੇਅ
റിലേ സെന്റർ,ਰੀਲੇਅ ਸੈਂਟਰ
റിലേ മ്യൂസിംഗ്,ਰੀਲੇਅ ਗੱਡੀ
റിലേ ട്രാൻസ്മിറ്റർ,ਰੀਲੇਅ ਟ੍ਰਾਂਸਮੀਟਰ
പ്രകാശനം,ਜਾਰੀ ਕਰੋ
വോൾട്ട് റിലീസ് ചെയ്യുക,ਕੋਈ ਵੋਲਟ ਜਾਰੀ ਕਰੋ
വിശ്വാസ്യത,ਭਰੋਸੇਯੋਗਤਾ
വിശസ്തമായ,ਭਰੋਸੇਯੋਗ
അകലെയുള്ള,ਰਿਮੋਟ
വിദൂര നിയന്ത്രണം,ਰਿਮੋਟ ਕੰਟਰੋਲ
വിദൂര നിയന്ത്രണവും നാവിഗേഷൻ സിസ്റ്റവും,ਰਿਮੋਟ ਕੰਟਰੋਲ ਅਤੇ ਨੇਵੀਗੇਸ਼ਨ ਸਿਸਟਮ
വിദൂര നിയന്ത്രണ യൂണിറ്റ്,ਰਿਮੋਟ ਕੰਟਰੋਲ ਯੂਨਿਟ
വിദൂര സിസ്റ്റം,ਰਿਮੋਟ ਸਿਸਟਮ
വിദൂരമായി നിയന്ത്രിത ഉപകരണങ്ങൾ,ਰਿਮੋਟਲੀ ਨਿਯੰਤਰਿਤ ਉਪਕਰਣ
കോയിൽ ആവർത്തിക്കുക,ਦੁਹਰਾਓ ਕੋਇਲ
റിപ്പീറ്റർ,ਰੀਪੀਟਰ
തിരികെവെയ്ക്കല്,ਤਬਦੀਲੀ
നികത്തുന്നത്,ਦੁਬਾਰਾ ਭਰਨਾ
പുനരുല്പ്പാദിപ്പിക്കുക,ਦੁਬਾਰਾ ਪੈਦਾ ਕਰੋ
പുനരുല്പ്പത്തി,ਪ੍ਰਜਨਨ
വീണ്ടും റെക്കോർഡുചെയ്യുന്നു,ਦੁਬਾਰਾ ਰਿਕਾਰਡਿੰਗ
ഗവേഷണവും വികസനവും,ਖੋਜ ਅਤੇ ਵਿਕਾਸ
പുന .സജ്ജമാക്കുക,ਰੀਸੈੱਟ
ശേഷിക്കുന്ന പുന sh സംഘടന,ਬਚੀ ਤਬਦੀਲੀ
അവശിഷ്ടം,ਬਾਕੀ ਦੇ
ചെറുക്കല്,ਵਿਰੋਧ
ചെറുത്തുനിൽപ്പ് ലോഡ്,ਵਿਰੋਧ ਲੋਡ
ചെറുക്കുക,ਰੋਧਕ
മിഴിവ്,ਰੈਜ਼ੋਲੂਸ਼ਨ
അനുരണനം,ਗੂੰਜ
അനുരണനം ആവൃത്തി,ਗੂੰਜ ਦੀ ਬਾਰੰਬਾਰਤਾ
ഉപദേശിക്കുക,ਗੂੰਜਕ
റിസോണന്റ് ലൈൻ,ਗੂੰਜਕ ਲਾਈਨ
അനുരണകന്,ਗੂੰਜਦਾਤਾ
വിഭവം,ਸਰੋਤ
വിഭവ പങ്കിടൽ,ਸਰੋਤ ਸਾਂਝੀ ਕਰਨਾ
പ്രതികരിക്കുന്ന കാലയളവ്,ਜਵਾਬ ਦੇਣ ਦੀ ਮਿਆਦ
പതുത്തരം,ਜਵਾਬ
പുനസ്ഥാപിക്കൽ,ਬਹਾਲੀ
ഫലമായുണ്ടായ,ਨਤੀਜਾ
ധാരണ,ਧਾਰਨ
പുനർജന്മഘടന,ਮੁੜ ਪ੍ਰਾਪਤ
വീണ്ടെടുക്കല്,ਪ੍ਰਾਪਤੀ
വീണ്ടെടുക്കൽ എഞ്ചിൻ,ਪ੍ਰਾਪਤੀ ਇੰਜਣ
വീണ്ടുംരി ചെയ്യുക,ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ
മടങ്ങിവരുക,ਵਾਪਸੀ
മടക്ക പാത,ਵਾਪਸੀ ਮਾਰਗ
പുനരാര്യം,ਰੀਵਰਬਰੇਸ਼ਨ
റിവൽബർട്ടേഷൻ സമയം,ਪੁਨਰ ਜਨਮ ਦਾ ਸਮਾਂ
റിവേഴ്സ് ചെയ്യാനുള്ള ഡയോഡ്,ਉਲਟਾ ਪੱਖਪਾਤੀ ਡਾਇਡ
വിപരീത പ്രവാഹം,ਉਲਟਾ ਮੌਜੂਦਾ
കറങ്ങുന്ന,ਘੁੰਮਣਾ
വീണ്ടും ചുറ്റുക,ਰੀਵਾਇੰਡ
റിവൈറബിൾ ഫ്യൂസ്,ਰੀਵਾਇਰੀਅਲ ਫਿ .ਜ਼
റിവൈറിംഗ്,ਰੀਵਾਇਰਿੰਗ
മാറ്റിയെഴുതാവുന്ന,ਮੁੜ ਲਿਖਤ
Rf ഡ്രൈവ്,ਆਰਐਫ ਡਰਾਈਵ
Rf ഫീഡർ,ਆਰਐਫ ਫੀਡਰ
RF അപകടങ്ങൾ,ਆਰਐਫ ਦੇ ਖਤਰੇ
RF പരിരക്ഷണ അനുപാതം,ਆਰਐਫ ਪ੍ਰੋਟੈਕਸ਼ਨ ਅਨੁਪਾਤ
റിസ്റ്റേറ്റ്,Rhostat
പട്ടുനാട,ਰਿਬਨ
റിവറ്റ്,ਰਿਵੇਟ
റിവേറ്റഡ് ജോയിന്റ്,ਰਿਵੇਟਿਡ ਜੋੜ
റിവേറ്റിംഗ്,ਕਠੋਰ
ആർഎൻ ചാനൽ,Rn ਚੈਨਲ
യന്തമനുഷന്,ਰੋਬੋਟ
റോബോട്ടിക്സ്,ਰੋਬੋਟਿਕਸ
ഉരുളുക,ਅੰਦਰ ਰੋਲ
റോൾ ഔട്ട്,ਵੇਲਨਾ
വേര്,ਰੂਟ
റോട്ടറി,ਰੋਟਰੀ
ഭ്രമണം,ਰੋਟੇਸ਼ਨ
യാതാമാര്ഗം,ਰਸਤਾ
റൂട്ടർ,ਰਾ ter ਟਰ
പതിവ് പ്രവർത്തനങ്ങൾ,ਰੁਟੀਨ ਸੰਚਾਲਨ
റൂട്ടിംഗ്,ਰੂਟਿੰਗ
സമയം പ്രവർത്തിപ്പിക്കുക,ਸਮਾਂ ਚਲਾਓ
സുരക്ഷാ ക്രമീകരണം,ਸੁਰੱਖਿਆ ਵਿਵਸਥਾ
സുരക്ഷാ ഇന്റർലോക്ക്,ਸੁਰੱਖਿਆ ਇੰਟਰਲਾਕ
സാഗ്,Sag
പ്രധാന സവിശേഷതകൾ,ਪ੍ਰਮੁੱਖ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
മാതൃക,ਨਮੂਨਾ
സാമ്പിൾ ചെയ്ത് സർക്കിൾ,ਨਮੂਨਾ ਅਤੇ ਸਰਕਟ ਰੱਖੋ
സാമ്പിൾ വലുപ്പം,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
സാമ്പിൾ ഡാറ്റ,ਨਮੂਨਾ ਵਾਲਾ ਡਾਟਾ
സാമ്പിൾ,ਨਮੂਨਾ
സാമ്പിൾ നിരക്ക്,ਨਮੂਨਾ ਦੀ ਦਰ
സാച്ചുറേഷൻ സാച്ചുറപ്പ്,ਨਮੂਨਾਦਾਰ ਸੰਤ੍ਰਿਪਤ
സാമ്പിൾ സിദ്ധാന്തം / സിദ്ധാന്തം,ਸੈਮਪਲਿੰਗ ਥਿ .ਰੀ / ਥਿ .ਮ
ഉപഗഹം,ਸੈਟੇਲਾਈਟ
ഉപഗ്രഹ ആശയവിനിമയം,ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ
ഉപഗ്രഹ കവറേജ്,ਸੈਟੇਲਾਈਟ ਕਵਰੇਜ
സാറ്റലൈറ്റ് ഡിജിറ്റൽ ലിങ്ക്,ਸੈਟੇਲਾਈਟ ਡਿਜੀਟਲ ਲਿੰਕ
ഉപഗ്രഹ ഇടപെടൽ,ਸੈਟੇਲਾਈਟ ਦਖਲ
ഉപഗ്രഹ റേഡിയോ,ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ
സാറ്റലൈറ്റ് റേഡിയോ ട്രാൻസ്മിഷൻ,ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ ਸੰਚਾਰ
സാറ്റലൈറ്റ് ട്രാൻസ്മിഷൻ,ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ
പൂരിത വായു,ਸੰਤ੍ਰਿਪਤ ਹਵਾ
പരിവർത്തനം ചെയ്യുന്നു,ਮੌਜੂਦਾ ਸੰਤ੍ਰਿਪਤ
സാച്ചുറേഷൻ,ਸੰਤ੍ਰਿਪਤਾ
പല്ലിന്റെ തരംഗം കണ്ടു,ਦੰਦ ਦੀ ਲਹਿਰ ਵੇਖੀ
അളക്കല്,ਸਕੇਲੇਬਿਲਟੀ
സ്കെയിൽ,ਸਕੇਲ
സ്കെയിൽ ഘടകം,ਸਕੇਲ ਫੈਕਟਰ
സ്കെയിലിംഗ്,ਸਕੇਲਿੰਗ
സ്കാൻ ചെയ്ത ബീം,ਸਕੈਨ ਕੀਤਾ ਬੀਮ
സ്കാനർ,ਸਕੈਨਰ
സ്കാൻ ചെയ്യുന്ന ആവൃത്തി,ਸਕੈਨਿੰਗ ਬਾਰੰਬਾਰਤਾ
സ്കാൻ ചെയ്യുന്നു,ਸਕੈਨ ਲਾਈਨ
ചിതറിക്കിടക്കുന്നു,ਸਕੈਟਰਿੰਗ
കാഴ്ച,ਦ੍ਰਿਸ਼
വില്പ്പനക്കാരി,ਸ਼ਡਿ r ਲਰ
തന്ത്രപരമായ,ਯੋਜਨਾਬੰਦੀ
Skotkeyartyarre,ਸਕੌਟਕੀ ਬੈਰੀਅਰ
സിന്റിലേഷൻ,ਦਿਸਣ
സ്ക്രാംബ്ലർ,ਸਕ੍ਰੈਮਬਲਰ
ചുരണ്ടിയത്,ਸਕ੍ਰੈਂਬਲਿੰਗ
സ്ക്രാപ്പ് ചെയ്യുക,ਸਕ੍ਰੈਪ
സ്ക്രാപ്പിംഗ്,ਸਕ੍ਰੈਪਿੰਗ
ചുരണ്ടുക,ਸਕ੍ਰੈਚ
മറയ്ക്കുക,ਸਕਰੀਨ
സ്ക്രീൻ പൊള്ളൽ,ਸਕ੍ਰੀਨ ਬਰਨ
സ്ക്രീൻ ബൈപാസ്,ਸਕਰੀਨ ਬਾਈਪਾਸ
സ്ക്രീൻ കറന്റ്,ਸਕ੍ਰੀਨ ਮੌਜੂਦਾ
സ്ക്രീൻ ഗ്രിഡ്,ਸਕ੍ਰੀਨ ਗਰਿੱਡ
സ്ക്രീൻ സേവർ,ਸਕਰੀਨ ਸੇਵਰ
സ്ക്രീൻ ചെയ്ത കേബിൾ,ਸਕਰੀਨਡ ਕੇਬਲ
സ്ക്രീനിംഗ്,ਸਕ੍ਰੀਨਿੰਗ
സ്ക്രോൾ ചെയ്യുക,ਸਕ੍ਰੌਲ ਕਰੋ
സ്ക്രോൾ ബാർ,ਸਕ੍ਰੌਲ ਬਾਰ
സ്ക്രോളിംഗ്,ਸਕ੍ਰੌਲਿੰਗ
തിരയല് യന്ത്രം,ਖੋਜ ਇੰਜਣ
സെക്കൻഡറി,ਸੈਕੰਡਰੀ
ദ്വിതീയ സെൽ,ਸੈਕੰਡਰੀ ਸੈੱਲ
മേഖല,ਸੈਕਟਰ
അംശം,ਖੰਡ
സ്വയം ഡയഗ്നോസ്റ്റിക്,ਸਵੈ-ਨਿਦਾਨ
അർദ്ധചാലകവും,ਸੈਮੀਕੋਂਡਕਟਰ
അയച്ചാൽ,ਭੇਜਣ ਵਾਲੇ
സൂക്ഷ്മസംവേദനശക്തി,ਸੰਵੇਦਨਸ਼ੀਲਤਾ
സെൻസർ,ਸੈਂਸਰ
അനുകമം,ਤਰਤੀਬ
സീരിയല്,ਸੀਰੀਅਲ
സീരിയൽ ആക്സസ്,ਸੀਰੀਅਲ ਐਕਸੈਸ
സീരിയൽ പോർട്ട്,ਸੀਰੀਅਲ ਪੋਰਟ
സീരീസ് അനുരണനം,ਲੜੀਵਾਰ ਗੂੰਜ
സെർവർ,ਸਰਵਰ
സജ്ജമാക്കുക,ਸਥਾਪਨਾ ਕਰਨਾ
ഷേഡിംഗ്,ਸ਼ੇਡਿੰਗ
നിഴല്,ਸ਼ੈਡੋ
ഷാനന്റെ സിദ്ധാന്തം,ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ
രൂപപ്പെടുത്താനും,ਸ਼ਬਦਾ ਹੈ
ഓസരല്യൂട്ട്,ਸ਼ੇਅਰਵੇਅਰ
കവചം,ਮਿਆਨ
തവണ,ਸ਼ਿਫਟ
മാറുന്നു,ਸ਼ਿਫਟਿੰਗ
ഞെട്ടുക,ਸਦਮਾ
ഹ്രസ്വ സർക്യൂട്ട്,ਸ਼ਾਰਟ ਸਰਕਟ
ഷോർട്ട് സർക്യൂട്ട് പരിശോധന,ਛੋਟਾ ਸਰਕਟ ਟੈਸਟ
ഹ്രസ്വ തരംഗം,ਛੋਟਾ ਵੇਵ
ഹ്രസ്വ വേവ് സെന്റർ,ਛੋਟਾ ਵੇਵ ਸੈਂਟਰ
കുറുക്കുവഴി,ਸ਼ਾਰਟਕੱਟ
ഷട്ട് ഡൗൺ,ਸ਼ਟ ਡਾਉਨ
ഷട്ട്ഡൗൺ സിഗ്നൽ,ਬੰਦ ਕਰਨ ਦਾ ਸੰਕੇਤ
സൈഡ് ബാൻഡ്,ਸਾਈਡ ਬੈਂਡ
സൈഡ് ബാൻഡ് പവർ,ਸਾਈਡ ਬੈਂਡ ਪਾਵਰ
അടയാളം,ਇਸ਼ਾਰਾ
സിഗ്നൽ വ്യാപ്തി,ਸੰਕੇਤ ਐਪਲੀਟਿ .ਡ
സിഗ്നൽ ഫ്ലോ ഗ്രാഫ്,ਸੰਕੇਤ ਗ੍ਰਾਫ
സിഗ്നൽ ജനറേറ്റർ,ਸਿਗਨਲ ਜੇਨਰੇਟਰ
സിഗ്നൽ ലൈറ്റ്,ਸਿਗਨਲ ਲਾਈਟ
സിഗ്നൽ റൂട്ടിംഗ്,ਸਿਗਨਲ ਰੂਟਿੰਗ
സിഗ്നൽ ബലം,ਸੰਕੇਤ ਸ਼ਕਤੀ
ടോക്ക് അനുപാതത്തിലേക്ക് സിഗ്നൽ,ਟਾਕ ਦੇ ਅਨੁਪਾਤ ਨੂੰ ਪਾਰ ਕਰਨ ਲਈ ਸੰਕੇਤ
ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ,ਸ਼ੋਰ ਅਨੁਪਾਤ ਨੂੰ ਸੰਕੇਤ
ആകർഷകമല്ലാത്ത ശബ്ദ അനുപാതത്തിലേക്ക് സിഗ്നൽ,ਨਿਰਵਿਘਨ ਸ਼ੋਰ ਅਨੁਪਾਤ ਦੇ ਸੰਕੇਤ
സിഗ്നലിംഗും സ്വിച്ചിംഗ്,ਸੰਕੇਤ ਅਤੇ ਬਦਲਣਾ
സിഗ്നലിംഗ് ബിറ്റ്,ਸੰਕੇਤ
കാര്യമായ സൈഡ്ബാൻഡുകൾ,ਮਹੱਤਵਪੂਰਨ ਸਾਈਡਬੈਂਡ
സിംപ്ലക്സുകൾ,ਸਧਾਰਨ
സിമുലേഷൻ,ਸਿਮੂਲੇਸ਼ਨ
സിമുലേറ്റർ,ਸਿਮੂਲੇਟਰ
Simul മായ,ਸਿਮੂਕਲਕਾਸਟ
ഒരേസമയം മാസ്കിംഗ്,ਸਿਮਟਲ ਮਾਸਕਿੰਗ
സൈൻ ഘടകം,ਸਿਨ ਕੰਪੋਨੈਂਟ
സൈൻ തരംഗം,ਸਿਨ ਲਹਿਰ
സിംഗിൾ ഫ്രീക്വൻസി നെറ്റ്വർക്ക്,ਸਿੰਗਲ ਫ੍ਰੀਕੁਐਂਸੀ ਨੈਟਵਰਕ
സിംഗിൾ ഫേസ് മോട്ടോർ,ਸਿੰਗਲ ਪੜਾਅ ਮੋਟਰ
സൈറ്റ്,ਸਾਈਟ
സൈറ്റ് ലേ layout ട്ട് പ്ലാൻ,ਸਾਈਟ ਲੇਆਉਟ ਯੋਜਨਾ
വിദഗ്ദ്ധനായ ഓപ്പറേറ്റർ,ਕੁਸ਼ਲ ਆਪਰੇਟਰ
ദൂരം ഒഴിവാക്കുക,ਦੂਰੀ ਛੱਡੋ
സ്കൈ തരംഗം,ਅਸਮਾਨ ਵੇਵ
സ്കൈ തരംഗം പ്രചരണം,ਸਕਾਈ ਵੇਵ ਪ੍ਰਸਾਰ
സ്ലാബ്,ਸਲੈਬ
മന്ദഗതിയിലുള്ള പാത,ਸਲੇਂਟ ਮਾਰਗ
സ്ലോട്ട്,ਸਲਾਟ
സ്മാർട്ട് കാർഡ്,ਸਮਾਰਟ ਕਾਰਡ
സോഡിയം നീരാവി വിളക്ക്,ਸੋਡੀਅਮ ਭਾਫ ਦੀਵੇ
സോഫ്റ്റ് കീ,ਸਾਫਟ ਕੁੰਜੀ
സോഫ്റ്റ്വെയർ,ਸਾਫਟਵੇਅਰ
സോളാർ പ്രവർത്തനം,ਸੋਲਰ ਐਕਟੀਵਿਟੀ
സൗരോർജ്ജം,ਸੂਰਜੀ ਊਰਜਾ
സോളാർ ജ്വാലകൾ,ਸੋਲਰ ਫਲੇਅਰਜ਼
സൗരോർജ്ജം,ਸੋਲਰ ਸੰਚਾਲਿਤ
സോളിഡ് സ്റ്റേറ്റ്,ਠੋਸ ਰਾਜ
സോളിഡ് സ്റ്റേറ്റ് സ്റ്റോറേജ്,ਠੋਸ ਰਾਜ ਭੰਡਾਰ
സോളിഡ് സ്റ്റേറ്റ് ട്രാൻസ്മിറ്റർ,ਠੋਸ ਰਾਜ ਟ੍ਰਾਂਸਮੀਟਰ
ഇനം,ਕ੍ਰਮਬੱਧ
ശബ്ദം,ਆਵਾਜ਼
ശബ്ദ ആഗിരണം,ਆਵਾਜ਼ ਸਮਾਈ
ശബ്ദ ബാലൻസ്,ਧੁਨੀ ਸੰਤੁਲਨ
ശബ്ദ ഡിറ്റക്ടർ,ਸਾ ound ਂਡ ਡਿਟੈਕਟਰ
ശബ്ദ മിക്സർ,ਆਵਾਜ਼ ਮਿਕਸਰ
ശബ്ദ വീക്ഷണം,ਧੁਨੀ ਪਰਿਪੇਖ
ശബ്ദ പവർ,ਆਵਾਜ਼ ਦੀ ਸ਼ਕਤੀ
ശബ്ദ തെളിവ്,ਆਵਾਜ਼ ਦਾ ਸਬੂਤ
ശബ്ദ റെക്കോർഡിംഗ്,ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ
ശബ്ദ പ്രതിഫലനം,ਆਵਾਜ਼ ਦੇ ਪ੍ਰਤੀਬਿੰਬ
ശബ്ദ പ്രക്ഷേപണ നഷ്ടം,ਆਵਾਜ਼ ਦਾ ਸੰਚਾਰ ਦਾ ਨੁਕਸਾਨ
ഉല്ഭവസ്ഥാനം,ਸਰੋਤ
ഉറവിട എൻകോഡർ,ਸਰੋਤ ਇਕੋਡਰ
ഇടം,ਸਪੇਸ
ബഹിരാകാശ വൈവിധ്യമാർന്ന,ਸਪੇਸ ਵਿਭਿੰਨਤਾ
ബഹിരാകാശ ടെലികാസ്റ്റ്,ਸਪੇਸ ਟੈਲੀਾਸਟਿੰਗ
ബഹിരാകാശ തരംഗം,ਸਪੇਸ ਵੇਵ
പാനീയം,ਸਪੇਸਿੰਗ
സ്പാം,ਸਪੈਮ
സ്പാമിംഗ്,ਸਪੈਮਿੰਗ
സ്പന്യെന്ന്,ਦੀ ਮਿਆਦ
സ്പെയർ ബിറ്റ്,ਖਾਲੀ ਬਿੱਟ
ചിലന്തിവല,ਸਪੇਅਰਸ
സ്പാർക്കിംഗ്,ਸਪਾਰਕਿੰਗ
സ്പേഷ്യൽ,ਸਥਾਨਿਕ
സ്പേഷ്യൽ പ്രഭാവം,ਸਥਾਨਿਕ ਪ੍ਰਭਾਵ
സ്പേഷ്യൽ ആവർത്തനം,ਸਥਾਨਿਕ ਬੇਲੋੜੀ
പ്രത്യേക പ്രഭാവം,ਖਾਸ ਪ੍ਰਭਾਵ
പ്രത്യേക ഇഫക്റ്റുകൾ ആംപ്ലിഫയർ,ਵਿਸ਼ੇਸ਼ ਪ੍ਰਭਾਵ amplifier
സ്പെഷ്യലൈസേഷൻ,ਮੁਹਾਰਤ
സവിശേഷത,ਨਿਰਧਾਰਨ
സ്പെക്ട്രൽ ആഗിരണം,ਸਪੈਕਟ੍ਰਲ ਸਮਾਈ
സ്പെക്ട്രൽ ബാൻഡ് റെപ്ലിക്കേഷൻ,ਸਪੈਕਟ੍ਰਲ ਬੈਂਡ ਪ੍ਰਤੀਕ੍ਰਿਤੀ
സ്പെക്ട്രൽ വിതരണം,ਸਪੈਕਟ੍ਰਲ ਡਿਸਟ੍ਰੀਬਿ .ਸ਼ਨ
സ്പെക്ട്രൽ ആവർത്തനം,ਸਪੈਕਟ੍ਰਲ ਰੀਡੰਡੈਂਸੀ
സ്പെക്ട്രോഫോട്ടോമീറ്റർ,ਸਪੈਕਟ੍ਰੋਫੋਫੋਮੀਟਰ
സ്പെക്ട്രോസ്കോപ്പ്,ਸਪੈਕਟਰੋਸਕੋਪ
സ്പെക്ട്രം,ਸਪੈਕਟ੍ਰਮ
സ്പെക്ട്രം അനലൈസർ,ਸਪੈਕਟ੍ਰਮ ਵਿਸ਼ਲੇਸ਼ਕ
