Punjabi,Malayalam
"rhinestones, ਕੁਆਰਟਜ਼","rhinestones, ക്വാർട്സ്"
ਆਮ ਤੌਰ &#39;ਤੇ ਸਥਿਤੀ,സാധാരണയായി അവസ്ഥ
ਉਤਰਾਧਿਕਾਰ,പിന്തുടർച്ച
ਲਚਕੀਲੇ ਬਲ,ഇലാസ്റ്റിക് ശക്തി
ਲਚਕੀਲੇ ਲਹਿਰ,ഇലാസ്റ്റിക് തരംഗം
ਸਥਾਈ ਸਰਕਟ,സ്ഥിരമായ സർക്യൂട്ട്
ਸਥਿਰ ਚਿੱਤਰ,സ്റ്റാറ്റിക് ചിത്രം
ਸਥਿਰ ਚੱਕਰ,നിശ്ചിത ചക്രം
ਸਥਾਈ ਸਥਿਤੀ,സ്ഥിരമായ അവസ്ഥ
ਬੁਝਾਉਣ ਲਈ,കെടുത്താൻ
ਸੈਡੇਟਿਵ,മയക്കമരുന്ന്
"ਬੁਝਾਉਣਾ, ਬੁਝਾਉਣਾ","കെടുത്തുക, കെടുത്തുക"
ਸ਼ਾਂਤ ਦਿਨ,ശാന്തമായ ദിവസം
d-ਮੁੱਲ,ഡി-മൂല്യം
"ਰੇਡੀਓ (ਐਡੀ.), ਰੇਡੀਓ (ਵੀ.), ਰੇਡੀਓਐਕਟਿਵ, ਵਿਨਾਸ਼ਕਾਰੀ, ਰੇਡੀਏਸ਼ਨ","റേഡിയോ (എഡി.), റേഡിയോ (വി.), റേഡിയോ ആക്ടീവ്, ദുരന്തം, വികിരണം"
ਰੇਡੀਏਸ਼ਨ ਐਕਟੀਵੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ,റേഡിയേഷൻ ആക്റ്റിവേഷൻ വിശകലനം
"ਫਿਸਿਲ, ਰੇਡੀਓਐਕਟਿਵ","വിള്ളൽ, റേഡിയോ ആക്ടീവ്"
ਰੇਡੀਓ ਐਕਟਿਵ ਲਾਇਸੰਸਰ,റേഡിയോ ആക്ടീവ് ലൈസൻസർ
"ਸੜਨ, ਰੇਡੀਓਐਕਟੀਵਿਟੀ, ਰੇਡੀਓਐਕਟੀਵਿਟੀ","വിഘടനം, റേഡിയോ ആക്ടിവിറ്റി, റേഡിയോ ആക്ടിവിറ്റി"
"ਰੇਡੀਓਗ੍ਰਾਮ, ਰੇਡੀਓ ਤਾਰ, ਰੇਡੀਅਮ ਚਿੱਤਰ","റേഡിയോഗ്രാമുകൾ, റേഡിയോ വയറുകൾ, റേഡിയം ചിത്രങ്ങൾ"
"ਰੇਡੀਓਗ੍ਰਾਫ, ਰੇਡੀਏਸ਼ਨ ਚਿੱਤਰ","റേഡിയോഗ്രാഫുകൾ, റേഡിയേഷൻ ചിത്രങ്ങൾ"
ਰੇਡੀਓਐਕਟਿਵ ਆਇਓਡੀਨ,റേഡിയോ ആക്ടീവ് അയോഡിൻ
"ਰੇਡੀਓ ਆਈਸੋਟੋਪ, ਰੇਡੀਏਸ਼ਨ ਆਈਸੋਟੋਪ","റേഡിയോ ഐസോടോപ്പുകൾ, റേഡിയേഷൻ ഐസോടോപ്പുകൾ"
"ਐਕਸ-ਰੇ ਥੈਰੇਪੀ, ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ","എക്സ്-റേ തെറാപ്പി, റേഡിയേഷൻ തെറാപ്പി"
ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪਿਸਟ,റേഡിയേഷൻ തെറാപ്പിസ്റ്റ്
"ਰੇਡੀਓਮੀਟਰ, ਰੇਡੀਓਮੀਟਰ","റേഡിയോമീറ്റർ, റേഡിയോമീറ്റർ"
ਰੇਡੀਓਮੈਟਰੀ,റേഡിയോമെട്രി
ਰੇਡੀਓਐਕਟਿਵ-ਥੈਲੀਅਮ,റേഡിയോ ആക്ടീവ്-താലിയം
ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ,റേഡിയേഷൻ തെറാപ്പി
ਰੇਡੀਅਮ,റേഡിയം
ਰੇਡੀਅਮ ਥੈਰੇਪੀ,റേഡിയം തെറാപ്പി
ਰੇਡੀਅਸ,ആരം
ਇੰਦਰ ਧਨੁਸ਼,ഇന്ദ്ര ധനുഷ്
ਰਮਨ ਪ੍ਰਭਾਵ,രാമൻ പ്രഭാവം
ramsden ਸਰਕਲ,റാംസ്ഡെൻ സർക്കിൾ
"ਬੇਤਰਤੀਬ, ਅਨਿਯਮਿਤ","ക്രമരഹിതമായ, ക്രമരഹിതമായ"
ਰੈਂਡਮਾਈਜ਼ੇਸ਼ਨ,ക്രമരഹിതമാക്കൽ
ਬੇਤਰਤੀਬਤਾ,ക്രമരഹിതത
ਔਸਿਲੇਟਰ,ഓസിലേറ്റർ
ਸੁਣਨ ਦੀ ਸੀਮਾ,ശ്രവണശേഷിയുടെ പരിധി
ਤੇਜ਼ ਨਬਜ਼,ദ്രുതഗതിയിലുള്ള പൾസ്
"ਦੁਰਲੱਭ, ਦੁਰਲੱਭ","അപൂർവ്വം, അപൂർവ്വം"
ਦੁਰਲੱਭਤਾ,അപൂർവ്വത
ਦੁਰਲੱਭ ਕਰਨ ਲਈ,അപൂർവ്വമായി
ਮਨਜ਼ੂਰ ਵੋਲਟੇਜ,അനുവദനീയമായ വോൾട്ടേജ്
"ਰੇਟਿੰਗ, ਰੇਟਿੰਗ","റേറ്റിംഗ്, റേറ്റിംഗ്"
ਅਨੁਪਾਤ,അനുപാതം
ਤਰਕਸ਼ੀਲ,യുക്തിസഹമായ
"ਅਣਪ੍ਰੋਸੈਸਡ ਡੈਟਮ, ਜਿਵੇਂ ਕਿ ਪ੍ਰਾਪਤ ਡੈਟਮ","പ്രോസസ്സ് ചെയ്യാത്ത ഡാറ്റ, സ്വീകരിച്ച ഡാറ്റ പോലെ"
"ਰਸ਼ਮੀ, ਕਿਰਨ, ਅਰਧਰੇਖਾ, ਆਰ","രശ്മി, കിരൺ, അർദ്ധരേഖ, ആർ"
Raleigh ਸਕੈਟਰਿੰਗ,റാലി ചിതറിക്കൽ
ਰੀਬਾਉਂਡ,തിരിച്ചടി
ਸੁਝਾਅ,പ്രതികരണം
ਪ੍ਰਤੀਕਿਰਿਆਸ਼ੀਲ ਜੋੜ,റിയാക്ടീവ് കപ്ലിംഗ്
ਮੁੜ ਸਰਗਰਮੀ,വീണ്ടും സജീവമാക്കൽ
ਅਪ੍ਰਸੰਗਿਕਤਾ,അപ്രസക്തത
ਰਿਐਕਟਰ,റിയാക്ടർ
ਰਿਐਕਟਰ ਗੁਪਤਾ,റിയാക്ടർ ഗുപ്തി
astji ਹਥਿਆਰ,ആസാജി ആയുധം
"ਪੜ੍ਹਨਾ, ਪੜ੍ਹਨਾ","വായന, വായന"
ਮੁੜ-ਵਿਵਸਥਾ,വീണ്ടും ക്രമീകരിക്കൽ
ਅਸਲੀ,യഥാർത്ഥം
"ਰੀਬਾਉਂਡ (n.), ਪ੍ਰਤੀਬਿੰਬਤ ਕਰਨਾ (ver.)","റീബൗണ്ട് ചെയ്യുക (adj.), പ്രതിഫലിപ്പിക്കുക (ver.)"
ਮੁੜ ਪੈਦਾ ਕਰਨ ਦੀ ਗਰਮੀ,പുനരുജ്ജീവന ചൂട്
ਮੁੜ-ਕੈਲੀਬ੍ਰੇਸ਼ਨ,വീണ്ടും കാലിബ്രേഷൻ
"ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ, ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ","റിസീവർ, റിസീവർ"
"ਉਲਟਾ, ਉਲਟਾ, ਪਿਛਲਾ ਐਰੇ","റിവേഴ്സ്, റിവേഴ്സ്, ബാക്ക് അറേ"
"ਉਲਟ, ਪਰਸਪਰ, ਪਰਸਪਰ","വിപരീതം, പരസ്‌പരം, പരസ്‌പരം"
"ਪਰਸਪਰਤਾ, ਪਰਸਪਰਤਾ","പരസ്‌പരം, പരസ്‌പരം"
"ਰਿਫਲੈਕਟ (V.), ਰਿਫਲੈਕਟ (V.)","പ്രതിഫലിപ്പിക്കുക (വി.), പ്രതിഫലിപ്പിക്കുക (വി.)"
"ਮੁੜ ਸੰਯੋਜਨ, ਮੁੜ ਵਰਤੋਂ","പുനഃസംയോജനം, പുനരുപയോഗം"
ਨਿਗਰਾਨੀ,നിരീക്ഷണം
"ਰਿਕਾਰਡ, ਰਿਕਾਰਡ (ਐਨ.), ਰਿਕਾਰਡ ਕਰਨਾ, ਨਿਸ਼ਾਨ ਲਗਾਉਣਾ (v.)","രേഖപ്പെടുത്തുക, രേഖപ്പെടുത്തുക (എൻ.), രേഖപ്പെടുത്തുക, അടയാളപ്പെടുത്തുക (വി.)"
ਦਰਜ ਕੀਤਾ,രേഖപ്പെടുത്തി
ਪੁਰਾਲੇਖ ਵਿਗਿਆਨੀ,ആർക്കൈവിസ്റ്റ്
ਰਿਕਾਰਡਿੰਗ,റെക്കോർഡിംഗ്
"ਪ੍ਰਾਪਤੀ, ਪ੍ਰਾਪਤੀ, ਪ੍ਰਾਪਤੀ","നേട്ടം, നേട്ടം, നേട്ടം"
ਸੱਜੇ ਕੋਣ ਕੋਆਰਡੀਨੇਟ ਕੋਆਰਡੀਨੇਟ,വലത് ആംഗിൾ കോർഡിനേറ്റ് കോർഡിനേറ്റുകൾ
"ਸੁਧਾਰ, ਸੁਧਾਰ","ശുദ്ധീകരണം, തിരുത്തൽ"
"ਕੁੰਦਨ, ਕੁੰਦਨ","ശുദ്ധീകരിച്ച, ശുദ്ധീകരിച്ച"
ਸੁਧਾਰਕ,റക്റ്റിഫയർ
ਸੁਧਾਰਕ ਵਾਲਵ,റക്റ്റിഫയർ വാൽവ്
"ਸਿੱਧੀ ਲਾਈਨ, ਸਿੱਧੀ ਲਾਈਨ, ਸਿੱਧੀ ਲਾਈਨ","നേർരേഖ, നേർരേഖ, നേർരേഖ"
ਆਵਰਤੀ ਘਟਨਾ,ആവർത്തിച്ചുള്ള ഇവന്റ്
ਖੂਨ ਦਾ ਭੂਤ ਲਾਲ ਭੂਤ,രക്ത ഭൂതം ചുവന്ന ഭൂതം
ਖੂਨ ਦਾ ਵਿਸਥਾਪਨ,രക്ത സ്ഥാനചലനം
"ਘਟਾਓ, ਬਰਾਬਰ ਕਰੋ, ਐਨੀਮੇਟ ਕਰੋ","കുറയ്ക്കുക, തുല്യമാക്കുക, സജീവമാക്കുക"
(ਇੱਕ ਧੂਮਕੇਤੂ ਦਾ),(ഒരു ധൂമകേതുവിന്റെ)
ਸ਼ੁੱਧ ਡਾਟਾ,ശുദ്ധീകരിച്ച ഡാറ്റ
"ਸਮਾਨ, ਛੋਟਾ, ਲਾਜ਼ਮੀ","സാമ്യം, ചെറുത്, കടപ്പാട്"
ਗੁਣਾਂਕ ਬਦਲੋ,മാറ്റുക ഗുണകം
ਰੀਡ-ਪਾਈਪ,ഞാങ്ങണ പൈപ്പ്
ਦੁਬਾਰਾ ਦਾਖਲਾ,വീണ്ടും പ്രവേശനം
"ਨਿਰਦੇਸ਼, ਹਵਾਲੇ","നിർദ്ദേശങ്ങൾ, റഫറൻസുകൾ"
ਪ੍ਰਤੀਬਿੰਬਤਾ,പ്രതിഫലനം
"ਪ੍ਰਤੀਬਿੰਬਤ, ਪ੍ਰਤੀਬਿੰਬਤ, ਪ੍ਰਤੀਬਿੰਬਤ","പ്രതിഫലിച്ചു, പ്രതിഫലിച്ചു, പ്രതിഫലിച്ചു"
ਪ੍ਰਤੀਬਿੰਬਿਤ,പ്രതിഫലിപ്പിച്ചു
ਪ੍ਰਤੀਬਿੰਬਤ,പ്രതിഫലിപ്പിക്കുന്ന
ਪ੍ਰਤੀਬਿੰਬ,പ്രതിഫലനം
ਪ੍ਰਤੀਬਿੰਬਿਤ ਨੁਕਸਾਨ,പ്രതിഫലന നഷ്ടം
ਪ੍ਰਤੀਬਿੰਬਤਾ,പ്രതിഫലനം
ਰਿਫਲੈਕਟਰ,റിഫ്ലക്ടർ
ਰਿਫਲੈਕਸ ਵਿਧੀ,റിഫ്ലെക്സ് മെക്കാനിസം
ਰਿਫ੍ਰੈਕਟਡ,അപവർത്തനം
ਅਪਵਰਤਨ,അപവർത്തനം
ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ,അപവർത്തനാങ്കം
ਪ੍ਰਤੀਰੋਧਕਤਾ,അപവർത്തനം
ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ,അപവർത്തനാങ്കം
"ਫਰਿੱਜ, ਫਰਿੱਜ","റഫ്രിജറേറ്റർ, റഫ്രിജറേറ്റർ"
ਮੁੜ ਲਾਗੂ ਕਰਨਾ,പുനരാവിഷ്ക്കരണം
"ਪੁਨਰਜਨਮ, ਟਿਕਾਊ ਪੁਨਰ-ਏਕੀਕਰਨ, ਪੁਨਰਜਨਮ","പുനരുജ്ജീവനം, സുസ്ഥിര പുനഃസംയോജനം, പുനരുജ്ജീവനം"
"regenerative, regenerative, regenerative","പുനരുൽപ്പാദനം, പുനരുൽപ്പാദനം, പുനരുൽപ്പാദനം"
"ਰਜਿਸਟਰੇਸ਼ਨ, ਰਜਿਸਟਰੇਸ਼ਨ","രജിസ്ട്രേഷൻ, രജിസ്ട്രേഷൻ"
"ਵਿਕਰੀ ਦੀ ਗਤੀ, ਪਿਛੜੇ ਅੰਦੋਲਨ, ਰਿਗਰੈਸ਼ਨ, ਉਲਟਾ","വിൽപ്പന വേഗത, പിന്നാക്ക ചലനം, റിഗ്രഷൻ, റിവേഴ്സൽ"
"ਸਮ, ਨਿਯਮਤ, ਸਮਮਿਤੀ","പോലും, പതിവ്, സമമിതി"
isoform ਠੋਸ,ഐസോഫോം സോളിഡ്
ਨਿਯਮ,നിയന്ത്രണം
ਸਬੰਧ,ബന്ധം
"ਰਿਸ਼ਤੇਦਾਰ, ਰਿਸ਼ਤੇਦਾਰ","ബന്ധു, ബന്ധു"
ਰਿਸ਼ਤੇਦਾਰ,ബന്ധു
ਮੁਕਾਬਲਤਨ ਯਕੀਨੀ,താരതമ്യേന ഉറപ്പാണ്
"ਸਾਪੇਖਤਾ, ਸਾਪੇਖਤਾ, ਸਾਪੇਖਤਾ","ആപേക്ഷികത, ആപേക്ഷികത, ആപേക്ഷികത"
ਆਰਾਮ,വിശ്രമം
"ਰੀਲੇਅ, ਸੰਚਾਰ","റിലേ, ട്രാൻസ്മിഷൻ"
ਛੁਟਕਾਰਾ,വീണ്ടെടുപ്പ്
ਭਰੋਸੇਯੋਗਤਾ,വിശ്വാസ്യത
ਬਕਾਇਆ,അവശിഷ്ടം
ਰਿਮੋਟ ਕੰਟਰੋਲ,റിമോട്ട് കൺട്രോൾ
ਮੁੜ ਸਧਾਰਣ ਕੀਤਾ ਗਿਆ,പുനഃക്രമീകരിച്ചു
"ਰੀ-ਓਰੀਐਂਟੇਸ਼ਨ, ਮੁੜ-ਸੰਰਚਨਾ","റീ-ഓറിയന്റേഷൻ, വീണ്ടും കോൺഫിഗറേഷൻ"
ਦੁਹਰਾਉਣਯੋਗਤਾ,ആവർത്തനക്ഷമത
"ਦੁਹਰਾਉਣ ਵਾਲਾ, ਦੁਹਰਾਉਣ ਵਾਲਾ","ആവർത്തനക്കാരൻ, ആവർത്തനക്കാരൻ"
"repel ਕਰਨ ਲਈ, repel ਕੀਤਾ ਜਾ ਕਰਨ ਲਈ","പിന്തിരിപ്പിക്കാൻ, പിന്തിരിപ്പിക്കാൻ"
ਘਿਣਾਉਣੀ,വെറുപ്പുളവാക്കുന്ന
ਦੁਹਰਾਓ,ആവർത്തനം
ਨੁਮਾਇੰਦਗੀ,പ്രാതിനിധ്യം
"ਪ੍ਰਤੀਨਿਧੀ, ਪ੍ਰਤੀਨਿਧੀ","പ്രതിനിധി, പ്രതിനിധി"
"ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ, ਮੁੜ ਪੈਦਾ ਕਰਨ ਯੋਗ","വീണ്ടെടുക്കാവുന്ന, പുനരുൽപ്പാദിപ്പിക്കാവുന്ന"
"ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ, ਪ੍ਰਜਨਨ","പുനരുൽപാദനം, പുനരുൽപാദനം, പുനരുൽപാദനം"
ਦੂਰ ਕਰਨਾ,പിന്തിരിപ്പിക്കുക
ਵਿਰੋਧ,വികർഷണം
ਘਿਣਾਉਣੀ,വെറുപ്പുളവാക്കുന്ന
ਖੋਜ,ഗവേഷണം
"ਤਲਾਬ, ਸਰੋਵਰ, ਸਰੋਵਰ, ਸਰੋਵਰ, ਟੋਆ","ജലസംഭരണി, ജലസംഭരണി, ജലസംഭരണി, ജലസംഭരണി"
ਮੁੜ ਤੈਨਾਤੀ,പുനർവിന്യാസം
"ਬਕਾਇਆ, ਬਚਿਆ ਹੋਇਆ","അവശിഷ്ടം, അവശിഷ്ടം"
"ਵਿਰੋਧ, ਵਿਰੋਧ","പ്രതിരോധം, പ്രതിരോധം"
ਪ੍ਰਤੀਰੋਧਕਤਾ,പ്രതിരോധശേഷി
ਰੋਧਕ,പ്രതിരോധകം
"ਭੰਗ, ਭੰਗ, ਵਿਭਿੰਨਤਾ","വിഘടനം, പിരിച്ചുവിടൽ, വ്യത്യാസം"
ਗਲਤ ਪੇਸ਼ਕਾਰੀ,തെറ്റായി അവതരിപ്പിക്കൽ
"ਖੰਡ ਕਰਨ ਲਈ, ਵੱਖ ਕਰਨ ਲਈ, ਖੰਡਿਤ ਕਰਨ ਲਈ","വിച്ഛേദിക്കുക, വിഘടിപ്പിക്കുക, വിഭജിക്കുക"
ਵੰਡਣ ਵਾਲਾ,സ്പ്ലിറ്റർ
ਗੂੰਜ,അനുരണനം
ਗੂੰਜਦਾ ਪ੍ਰਭਾਵ,അനുരണന പ്രഭാവം
ਗੂੰਜਦਾ,അനുരണനം
"ਗੂੰਜ, ਗੂੰਜ","അനുരണനം, അനുരണനം"
ਗੂੰਜਦਾ,അനുരണനം
"ਜਵਾਬ, ਜਵਾਬ, ਰਿਪੋਰਟ","മറുപടി, പ്രതികരണം, റിപ്പോർട്ട്"
ਵਿਰਾਮ,താൽക്കാലികമായി നിർത്തുക
ਦੁਬਾਰਾ ਸ਼ੁਰੂ ਕਰੋ,വീണ്ടും ആരംഭിക്കുക
ਬਕਾਇਆ ਬੀਮ,ശേഷിക്കുന്ന ബീം
"ਨਤੀਜਾ, ਨਤੀਜਾ, ਨਤੀਜਾ","ഫലം, ഫലം, ഫലം"
ਨਤੀਜਾ ਨਤੀਜਾ,ഫലമായ ഫലം
ਤੇਕਮਜ਼ੋਰ,മന്ദബുദ്ധി
ਪਤਲਾ,നേർപ്പിക്കുന്ന
ਜਾਲੀਦਾਰ,റെറ്റിക്കുൾ
"ਰੈਟੀਨਾ, ਰੈਟੀਨਾ","റെറ്റിന, റെറ്റിന"
ਵਾਪਸ ਰਾਕੇਟ,തിരികെ റോക്കറ്റ്
"Resonance, Regression, Rebound","അനുരണനം, റിഗ്രഷൻ, റീബൗണ്ട്"
ਦੀ ਪਾਲਣਾ ਕਰੋ,പിന്തുടരുക
ਉਲਟਾ,വിപരീതം
"ਉਲਟਾ, ਉਲਟਾ, ਉਲਟਾ, ਉਲਟਾ","വിപരീതം, വിപരീതം, വിപരീതം, വിപരീതം"
ਪਿਛੜੇ ਪੱਖਪਾਤ,പിന്നോക്ക പക്ഷപാതം
reversibility,റിവേഴ്സിബിലിറ്റി
ਉਲਟਾਉਣਯੋਗ,തിരിച്ചുള്ള
ਰੋਟੇਸ਼ਨ,ഭ്രമണം
ਘੁੰਮਣਾ,കറങ്ങുക
ਰੇਨੋਲਡਸ ਨੰਬਰ,റെയ്നോൾഡ് നമ്പർ
ਸਟ੍ਰੀਮ ਕੰਟਰੋਲਰ,സ്ട്രീം കൺട്രോളർ
ਅਜੀਬ ਲੰਬਾਈ,വിചിത്രമായ നീളം
"ਤਿਕੋਣਾ ਕ੍ਰਿਸਟਲ, ਸਮਾਨਾਂਤਰ ਹੈਕਸਾਗੋਨਲ ਕ੍ਰਿਸਟਲ","ത്രികോണ പരലുകൾ, സമാന്തര ഷഡ്ഭുജാകൃതിയിലുള്ള പരലുകൾ"
"ਰੋਮਬੋਇਡ ਪ੍ਰਿਜ਼ਮ, ਚਤੁਰਭੁਜ ਪ੍ਰਿਜ਼ਮ","റോംബോയിഡ് പ്രിസം, ചതുരാകൃതിയിലുള്ള പ്രിസം"
ਮੇਸਨ ਰਹੋ,മേസൺ താമസിക്കുക
"ਤਾਲ, ਤਾਲ, ਤਾਲ","താളം, താളം, താളം"
ਘੜੀ ਦੀ ਦਿਸ਼ਾ ਵਿੱਚ,ഘടികാരദിശയിൽ
ਲੰਬਕਾਰੀ ਪ੍ਰਿਜ਼ਮ,ലംബ പ്രിസം
ਸੱਜੇ ਹੱਥ ਦਾ ਨਿਯਮ,വലതു കൈ ഭരണം
ਸੱਜੇ ਪਾਸੇ ਦਾ ਪੇਚ,വലത് വശത്തെ സ്ക്രൂ
ਬਰਾਬਰ ਪ੍ਰਿਜ਼ਮ,ഹോമോലോഗസ് പ്രിസം
ਮਜ਼ਬੂਤ,ശക്തമായ
ਲਗਨ,സ്ഥിരോത്സാഹം
"ਸਹੀ ਸਬੂਤ, ਸਹੀ ਸਬੂਤ","കൃത്യമായ തെളിവ്, കൃത്യമായ തെളിവ്"
"ਆਵਾਜ਼, ਸਾਧਨ","ശബ്ദം, ഉപകരണം"
ਉਰਮਿਕਾ,ഊർമ്മിക
ਉੱਤਮ ਦਿਨ,പ്രതാപകാലം
ਰੋਬੋ,റോബോ
ਰਾਕੇਟ ਕਾਰਵਾਈ,റോക്കറ്റ് പ്രവർത്തനം
ਰਾਕੇਟ,റോക്കറ്റ്
ਰਾਕੇਟ ਵਿਗਿਆਨ,റോക്കറ്റ് ശാസ്ത്രം
"ਚੱਟਾਨ, ਅੰਦੋਲਨ, ਸਵਿੰਗ","പാറ, ചലനം, ഊഞ്ഞാൽ"
roentgen,roentgen
"roentgen-ਰੇ, ਐਕਸ-ਰੇ","roentgen-ray, x-ray"
"ਰੋਲਿੰਗ, ਰੋਲ, (ਐਡ.), ਗੋਲਿੰਗ, ਰੋਲਿੰਗ (ਐਡ.)","റോളിംഗ്, റോൾ, (എഡ്.), റൗണ്ടിംഗ്, റോളിംഗ് (Vr.)"
"ਬੇਲਨੀ, ਲੋਟਨੀ, ਲੋਟਨਿਕ (ਵੀ.), ਵੇਲਨ, ਲੋਟਨ (ਐਡੀ.)","ബെൽനി, ലോട്ട്‌നി, ലോട്ട്‌നിക് (വി.), വേലൻ, ലോട്ടൻ (എഡി.)"
ਰੋਟੇਸ਼ਨਲ,ഭ്രമണം
"ਘੁੰਮਣਾ, ਘੁੰਮਣਾ (v.), ਗੋਲਾਕਾਰ, ਪਹੀਏ ਵਾਲਾ (v.)","കറക്കുക, കറങ്ങുക (വി.), വൃത്താകൃതി, ചക്രം (വി.)"
ਰੋਟੇਸ਼ਨਲ,ഭ്രമണം
"ਰੋਟੇਸ਼ਨ, ਰੋਟੇਸ਼ਨ","ഭ്രമണം, ഭ്രമണം"
"ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ","ഭ്രമണം, ഭ്രമണം, ഭ്രമണം"
"ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਟਰ","ഭ്രമണം, റൊട്ടേറ്റർ"
"ਰੋਟੇਸ਼ਨਲ, ਰੋਟੇਸ਼ਨਲ","ഭ്രമണം, ഭ്രമണം"
"ਰੋਟਰ, ਰੋਟਰ","റോട്ടർ, റോട്ടർ"
"ਮੋਟਾ, ਮੋਟਾ","പരുക്കൻ, പരുക്കൻ"
"ਬੰਦ ਕਰੋ, ਬੰਦ ਕਰੋ","അടുത്ത്, അടുത്ത്"
ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ,സഞ്ചാരമാർഗ സമയം
ਰਾਹ,വഴി
"ਰੁਟੀਨ, ਰੁਟੀਨ","പതിവ്, പതിവ്"
"ਪਦਮਰਾਗ, ਰੂਬੀ, ਲਾਲ, ਯਾਕੁਤ","പത്മരാഗം, മാണിക്യം, ചുവപ്പ്, യാകുട്ട്"
"ਰੂਬੀ ਲੇਜ਼ਰ, ਰੂਬੀ ਲੇਜ਼ਰ","റൂബി ലേസർ, റൂബി ലേസർ"
"ਪਤਵਾਰ, ਕੰਟਰੋਲ","ചുക്കാൻ, നിയന്ത്രണം"
ਨਿਯਮ,നിയമങ്ങൾ
ਰੇਖਾਂਕਿਤ grating,അടിവരയിട്ട ഗ്രേറ്റിംഗ്
"ਗ੍ਰਾਫ਼, ਲਾਈਨਾਂ","ഗ്രാഫുകൾ, വരികൾ"
"ਚਲਾਓ, ਪਰੰਪਰਾ","ഓടുക, പാരമ്പര്യം"
ਦੌੜਾਕ,ഓട്ടക്കാരൻ
"ਇਕਰਾਰਨਾਮਾ, ਇਕਰਾਰਨਾਮਾ, ਫਟਣਾ","കരാർ, കരാർ, പൊട്ടിത്തെറി"
ਰਦਰਫੋਰਡ ਸਕੈਟਰਿੰਗ,റഥർഫോർഡ് സ്കാറ്ററിംഗ്
ਰਦਰਫੋਰਡ,റഥർഫോർഡ്
ਰਾਈਡਬਰਗ,റൈഡ്ബെർഗ്
ਸੁਰੱਖਿਅਤ ਲੋਡ,സുരക്ഷിതമായ ലോഡ്
"ਸੁਰੱਖਿਅਤ, ਸੁਰੱਖਿਅਤ","സുരക്ഷിതം, സുരക്ഷിതം"
"ਸੇਫਟੀ ਫਿਊਜ਼, ਬਿੱਕਫੋਰਡ ਫਿਊਜ਼","സുരക്ഷാ ഫ്യൂസ്, ബിക്ക്ഫോർഡ് ഫ്യൂസ്"
ਸੁਰੱਖਿਆ ਵਾਲਵ,സുരക്ഷാ വാൽവ്
"ਨਮੂਨਾ, ਨਮੂਨਾ","സാമ്പിൾ, സാമ്പിൾ"
"ਨਮੂਨਾ (v.), ਨਮੂਨਾ (n.)","സാമ്പിൾ (വി.), സാമ്പിൾ (എൻ.)"
ਸੈਂਡਵਿਚ,സാന്ഡ്വിച്ച്
"ਸੈਟੇਲਾਈਟ, ਸਹਾਇਕ ਕੰਪਨੀ, ਪਿੱਛੇ","ഉപഗ്രഹം, ഉപഗ്രഹം, ട്രെയിലിംഗ്"
ਸਹਾਇਕ ਲਾਈਨ,കൈവഴി
ਸੰਤੁਸ਼ਟ ਕਰਨ ਲਈ,തൃപ്തിപ്പെടുത്താൻ
ਸ਼ਨੀ ਰਿੰਗ,ശനി വളയം
savart,സാവാർട്ട്
ਸਕੇਲਰ,സ്കെയിലർ
ਕਦਮ ਗੁਣਕ,ഘട്ടം ഗുണിതം
"ਖਿਲਾਰ, ਖਿਲਾਰ","ചിതറിക്കുക, ചിതറിക്കുക"
ਫੈਲਾਉਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,ചിതറിക്കിടക്കുന്ന പ്രക്രിയ
ਨਜ਼ਰ,കാഴ്ച
ਫੈਲਾਉਣਾ,പെരുകുക
"scratch (ਆਵਾਜ਼), scratch","സ്ക്രാച്ച് (ശബ്ദം), സ്ക്രാച്ച്"
"sieve, sieve (ed.), drive","അരിപ്പ, അരിപ്പ (എഡി.), ഡ്രൈവ്"
sku ਨਿਗਾਹ,സ്കൂ നോട്ടം
"ਬੰਦ ਕਰਨਾ, ਸੀਲ ਕਰਨਾ, ਸੀਲ ਕਰਨਾ (ਵਰਤ.)","അടയ്ക്കുക, മുദ്രയിടുക, മുദ്രയിടുക (ver.)"
"ਮੌਸਮੀ ਪਰਿਵਰਤਨ, ਮੌਸਮੀ ਉਤਰਾਅ-ਚੜ੍ਹਾਅ","സീസണൽ വ്യതിയാനം, കാലാനുസൃതമായ ഏറ്റക്കുറച്ചിലുകൾ"
