English,Gujarati
Piezoelectric,પાઇઝોઇલેક્ટ્રિક
Pilot generator,ઉભા જનરેટર
Pilot signal,પ્રાયોગિક સંકેત
Pilot tone,ઉચાપણ
Piracy,ચાંચિયાગીરી
Pitch,પીઠ
Pixel,પિક્સેલ
Pixelization,પિક્લેઇઝેશન
Plant,છોડ
Plasma,પ્લાઝ્મા
Platform,પ્લેટફોર્મ
Play back,પાછું રમવું
Play back amplifier,પાછા એમ્પ્લીફાયર રમો
Play back head,બેવકૂફ
Playlist,પ્લેલિસ્ટ
Playout,Playબ
Plotter,કાવતરા
Plug,પડોવું
Pneumatic control system,વાયુયુક્ત નિયંત્રણ પદ્ધતિ
Polarisation,ધ્રુવીકરણ
Polarity,ધ્રુવીયતા
Polygon,બહુવિધ
Polynomial,બહુપદી
Polyphase filter bank,બહુપદી ફિલ્ટર બેંક
Porch,પોર્ચ
Porous absorber,છિદ્રાળુ શોષક
Port,બંદર
Positive peak,નિશ્ચયી ટોચ
Post synchronisation,સુમેળ
Potentiometer,શકિતમાપક
Power,શક્તિ
Power amplifier,વીજળીનો ભરતક
Power combining,સંયોજન
Power consumption,પાવર વપરાશ
Power control,વીજળી નિયંત્રણ
Power density,વીજળીની ઘનતા
Power distribution,વીજળી વહેંચણી
Power failure,વીજળી નિષ્ફળતા
Power gain,વીજળી લાભ
Power indicator,વીજળી સૂચક
Power interface,વીજળી ઇન્ટરફેસ
Power supply,વીજ પુરવઠો
Power supply- schematic,વીજ પુરવઠો- યોજનાકીય
Power switch,વીજળીનું બટન
Power transformer,વીજળી રૂપાંતરક
Precedence effect,અગ્રતા અસર
Predictive coding,આગાહી
Pre-emphasis,પૂર્વ-શ્રમજીવી
Pre-mix,પૂર્વ-ભિક્ષુ
Pre-recorded,પૂર્વ-રેકોર્ડ કરેલું
Preservation,જાળવણી
Press button,દબાવો બટન
Pressure testing,દબાણ પરીક્ષણ
Primary colour,પ્રાથમિક રંગ
Primary coverage,પ્રાથમિક કવરેજ
Primitive polynomial,આદિમ બહુપદી
Printed circuit board (PCB),મુદ્રિત સર્કિટ બોર્ડ (પીસીબી)
Printer,મુદ્રક
Procedure,પદ્ધતિ
Process,પ્રક્રિયા
Processing,પ્રક્રિયા
Processor,પ્રોસેસર
Profile,રૂપરેખા
Program multiplexing,બહુવિધ
Programme (program),પ્રોગ્રામ (પ્રોગ્રામ)
Programmer,કાર્યક્રમ કરનાર
Project management,યોજના સંચાલન
Proliferation,પ્રસાર
Propagation,પ્રસાર
Propagation  of radio waves,રેડિયો તરંગોનો પ્રસાર
Propagation curve,પ્રચાર વળાંક
Property,મિલકત
Proportional,પ્રમાણસર
Protection ratio,સંરક્ષણ ગુણોત્તર
Protective relay,રક્ષણાત્મક રિલે
Protocol,પ્રોટોકોલ
Prototype,પ્રોટોટાઇપ
Proxy server,પ્રોક્સી સર્વર
Psychoacoustic coder,મનોવૈજ્ codાનિક કોડર
Psychoacoustic mode,મનોવૈજ્ modeાન
Psychoacoustic model,મનોવૈજ્ modelાનિક
Psychoacoustic phenomenon,માનસિક ઘટના
Psychoacoustics,મનોવિશ્લેષિકા
Psychometric chart,મનોમેટ્રિક ચાર્ટ
Public address amplifier,જાહેર સરનામું એમ્પ્લીફાયર
Public broadcaster,જાહેર પ્રસારણકર્તા
Pulse,નાડી
Pulse code modulation,નાડી કોડ મોડ્યુલેશન
Pulse generator,નાડી જનરેટર
Pulse modulation,નાડી -મોડ્યુલેશન
Pulse rise time,પલ્સ વધારો સમય
Pulse width,નાડી પહોળાઈ
Punched card,મુક્કોવાળો કાર્ડ
Puncturing,પંકચરો
Push button,દબાણ બટન
Push pull power amplifier,પુલ પુલ પાવર એમ્પ્લીફાયર
Quadraphonic,ચતુર્ભુજ
Quadrature,ચોરસ વર્ગ
Quality,ગુણવત્તા
Quality control,ગુણવત્તા નિયંત્રણ
Quality factor,ગુણવત્તા પરિબળ
Quantity,જથ્થો
Quantization,જથ્થો
Quantization error,જથ્થો ભૂલ
Quantizing,પ્રમાણ
Quenching,શંકાને લગતું
Radiated power,વિકિંદી શક્તિ
Radiation,કિરણોત્સર્ગ
Radiation efficiency,વિકિરણ કાર્યક્ષમતા
Radio,રેડિયો
Radio activity hazards,રેડિયો પ્રવૃત્તિના જોખમો
Radio astronomy,રેડિયો ખગોળશાસ્ત્ર
Radio frequency,રેડીઓ તરંગ
Radio frequency (RF) drive,રેડિયો ફ્રીક્વન્સી (આરએફ) ડ્રાઇવ
Radio frequency (RF) feeder,રેડિયો ફ્રીક્વન્સી (આરએફ) ફીડર
Radio frequency (RF) oscillator,રેડિયો ફ્રીક્વન્સી (આરએફ) ઓસિલેટર
Radio frequency (RF) synthesizer,રેડિયો ફ્રીક્વન્સી (આરએફ) સિન્થેસાઇઝર
Radio interference,રેડિયો હસ્તક્ષેપ
Radio location,રેડિયો સ્થાન
Radio networking (RN) channel,રેડિયો નેટવર્કિંગ (આરએન) ચેનલ
Radio propagation medium,રેડિયો પ્રચાર માધ્યમ
Radio receiver,રેડિયો પ્રાપ્તકર્તા
Radio regulations,રેડિયો નિયમો
Radio signal,રેડિયો સંકેત
Radio spectrum,રેડિયો વર્ણ
Radio tracking,રેડિયો ટ્રેકિંગ
Radio transmitter,રેડિયો ટ્રાન્સમીટર
Radio wave,રેડિયો ફર
Radius,ત્રિજ્યા
Ramp,દાદર
Random,અવ્યવસ્થિત
Random data,અવ્યવસ્થિત માહિતી
Random error,અવ્યવસ્થિત ભૂલ
Random fluctuations,રેન્ડમ વધઘટ
Range,શ્રેણી
Raster,રાસાયણિક
Raster image format,રાસ્ટર છબીનું બંધારણ
Rate control,દર નિયંત્રણ
Rate of change,ફેરફાર દર
Rated capacity,રેખૃત ક્ષમતા
Rated horse power,રેટેડ હોર્સ પાવર
Rated power,રેટેડ સત્તા
Rating,દરખાસ્ત
R-C coupling,આર-સી જોડાણ
Reactance,પ્રતિક્રિયા
Reaction,પ્રતિક્રિયા
Reactive component,પ્રતિક્રિયાશીલ ઘટક
Reactive load,પ્રતિક્રિયાશીલ ભાર
Reagent etching,પુનgentપ્રયમ
Real time transmission,રીઅલ ટાઇમ ટ્રાન્સમિશન
Rebroadcasting,પુનbrપ્રાપ્તિ
Receiver,પ્રાપ્તકર્તા
Receiving antenna,એન્ટેના પ્રાપ્ત
Receiving centre,પ્રાપ્ત કેન્દ્ર
Reception,સ્વાગત
Reception report,સ્વાગત અહેવાલ
Reception survey,સ્વાગત મોજણી
Reciprocal,પારસ્પરિક
Reconstruction filter,પુનર્નિર્માણ ફિલ્ટર
Recordable,રેકોર્ડિંગપાત્ર
Recorded,અંકિત
Recorder,નોંધણી
Recording,નોંધણી
Recording booth,નોંધણી બૂથ
Recording head,વિપુલ નોંધણી
Recording on disc,ડિસ્ક પર રેકોર્ડિંગ
Recording room,નોંધણી ખંડ
Recording system,નોંધણી પદ્ધતિ
Recording tape,નોંધણી ટેપ
Rectification,સુધારો
Rectified signal,સુધારેલું સંકેત
Rectifier,નિર્લજ્જ
Recycle,રિસાયકલ કરવું
Redundancy,નિરર્થકતા
Redundant,નકામું
Redundant element,નિરર્થક તત્વ
Re-engineering,ફરીથી ઇજતો
Re-enlargement,ફરી વંચિત
Reference frequency,સંદર્ભ આવર્તન
Reference value,સંદર્ભ મૂલ્ય
Reflecting layer,પ્રતિબિંબ
Reflecting medium,પ્રતિબિંબ
Reflecting surface,પ્રતિબિંબ
Reflection,પ્રતિબિંબ
Reflector,પ્રતિબિંબ
Reflector for antenna,એન્ટેના માટે પરાવર્તક
Refraction,પ્રહાર
Refractive index,પ્રતિકૂળ સૂચક
Refrigeration,ઠાર
Regeneration,પુનર્જનન
Register,નોંધણી કરવી
Regulating valve,નિયમનકારી વાલ્વ
Regulation,નિયમન
Regulator,નિયમનકાર
Regulatory,નિયમનકારી
Reinforcement,મજબૂતાઈ
Relational,સંબંધી
Relative permittivity,સવારની પરવાનગી
Relay,રિલે
Relay centre,રિલે કેન્દ્ર
Relay muting,રિલે
Relay transmitter,રિલે ટ્રાન્સમીટર
Release,મુલતવી
Release no volt,પ્રકાશન કોઈ વોલ્ટ
Reliability,વિશ્વસનીયતા
Reliable,વિશ્વાસપાત્ર
Remote,દૂરવુભારી
Remote control,દૂરસ્થ નિયંત્રણ
Remote control and navigation system,દૂરસ્થ નિયંત્રણ અને સંશોધક પદ્ધતિ
Remote control unit,દૂરસ્થ નિયંત્રણ એકમ
Remote system,પ્રણાલીની પદ્ધતિ
Remotely controlled equipment,દૂરથી નિયંત્રિત સાધનસામગ્રી
Repeat coil,પુનરાવર્તન કોઇલ
Repeater,ફરી વળવું
Replacement,ફેરબદલ
Replenishment,ભરપાઈ
Reproduce,પુનરુત્પાદન કરવું
Reproduction,પ્રજનન
Re-recording,ફરી નોંધણી કરવી
Research and development,સંશોધન અને વિકાસ
Reset,ફરીથી સેટ કરવું
Residual reshuffling,શેષ ફેરબદલ
Residue,શેષ
Resistance,પ્રતિકાર
Resistance load,પ્રતિકાર લોડ
Resistor,પ્રતિકારક
Resolution,ઠરાવ
Resonance,પડઘો
Resonance frequency,પડઘો આવર્તન
Resonant,ચીકણું
Resonant line,પડઘો
Resonator,પડઘો પાડનાર
Resource,સાધન
Resource sharing,સાધન -વહેંચણી
Responding period,જવાબદાર સમય
Response,પ્રતિભાવ
Restoration,પુન: સ્થાપન
Resultant,પરિણામ
Retention,પ્રતિધારણ
Retransmission,પઠાણ
Retrieval,પુનઃપ્રાપ્તિ
Retrieval engine,પુનરાગમન એન્જિન
Retry,ફરી કોશિશ કરવી
Return,વળતર
Return path,પાછું રસ્તો
Reverberation,પરાવર્તન
Reverberation  time,પરાવર્તનનો સમય
Reverse biased diode,વિપરીત ડાયોડ
Reverse current,વિપરીત પ્રવાહ
Revolving,ફરતું
Rewind,ફેરબદલ કરવી
Rewirable fuse,પુનરાવર્તનીય ફ્યુઝ
Rewiring,આછું
Rewritable,પુનરાવર્તન કરી શકાય એવું
RF drive,આરએફ ડ્રાઇવ
RF feeder,આરએફ ફીડર
RF hazards,આર.એફ.
RF protection ratio,આર.એફ. સંરક્ષણ ગુણોત્તર
Rheostat,ગોઇ -રિયોસ્ટેટ
Ribbon,રિબન
Rivet,ઉશ્કેરવું
Rivetted joint,જોરદાર સંયુક્ત
Rivetting,ખરબચડું
RN channel,આર.એન.
Robot,રોબોટ
Robotics,રોબોટવિજ્icsાન
Roll in,ઠપકો આપવો
Roll out,રખડવું
Root,મૂળ
Rotary,રાસાયણિક
Rotation,પરિભ્રમણ
Route,માર્ગ
Router,રાઉટર
Routine operations,દિનચર્યાની કામગીરી
Routing,માર્ગદર્શન
Run time,સમયનો સમય
Safety arrangement,સલામતી વ્યવસ્થા
Safety interlock,સલામતી સાથે સંકળાયેલ
Sag,ઝંખવું
Salient features,મુખ્ય વિશેષતા
Sample,નમૂનો
Sample and hold circuit,નમૂના અને હોલ્ડ સર્કિટ
Sample size,નમૂનો
Sampled data,નમૂના લીધેલ માહિતી
Sampling,નમૂનો
Sampling rate,નમૂના દર
Sampling saturation,નમૂનાની સંતૃપ્તિ
Sampling theory/theorem,નમૂનાની સિદ્ધાંત/પ્રમેય
Satellite,ઉપગ્રહ
Satellite communication,ઉપગ્રહ સંચાર
Satellite coverage,ઉપગ્રહ -કવરેજ
Satellite digital link,ઉપગ્રહ ડિજિટલ લિંક
Satellite interference,ઉપગ્રહ દખલ
Satellite radio,ઉપગ્રહ રેડિયો
Satellite radio transmission,ઉપગ્રહ રેડિયો પ્રસારણ
Satellite transmission,ઉપગ્રહ
Saturated air,સંતૃપ્ત હવા
Saturating current,સંતૃપ્ત પ્રવાહ
Saturation,સંતૃપ્તિ
Saw tooth wave,દાંત તરંગ જોયું
Scalability,ગુણધર્મ
Scale,માપદંડ
Scale factor,માપદંડ
Scaling,ઉન્માદ
Scanned beam,સ્કેન કરેલ બીમ
Scanner,સ્કેનર
Scanning frequency,સ્કanનિંગ આવર્તન
Scanning line,સ્કેન રેખા
Scattering,છૂટાછવાયા
Scenario,દૃશ્ય
Scheduler,સૂચિ આપનાર
Schematic,યોજનાકીય
Schottkey barrier,સ્કોટકી અવરોધ
Scintillation,સિંટિલેશન
Scrambler,ખળભળાટ મચાવનારું
Scrambling,ખળભળાટ મચાવનારું
Scrap,ભંગાર
Scraping,ભંગાર
Scratch,શરૂઆતથી
Screen,પડઘો
Screen burn,સ્ક્રીન બળીને
Screen bypass,સ્ક્રીન
Screen current,વર્તમાન
Screen grid,ગ્રીક માણસ
Screen saver,સ્ક્રીન સેવર
Screened cable,તપાસેલી કેબલ
Screening,તપાસ
Scroll,ઝરવું
Scroll bar,દાણાદાર પટ્ટી
Scrolling,ઝાપટાં
Search engine,શોધ એન્જિન
Secondary,ગૌણ
Secondary cell,ગૌણ કોષ
Sector,ક્ષેત્ર
Segment,ભાગ
Self diagnostic,સ્વ -નિદાનને લગતું
Semiconductor,અર્ધજક્ષણ કરનાર
Sender,પ્રેષક
Sensitivity,સંવેદનશીલતા
Sensor,સંવેદના
Sequence,અનુક્રમ
Serial,ક્રમ
Serial access,ક્રમ
Serial port,ક્રમ -બંદર
Series resonance,શ્રેણી પડઘો
Server,સર
Setup,સ્થાપના
Shading,છાયા
Shadow,પડછાયો
Shannon’s theorem,શેનોનના પ્રમેય
Shaping,આકારવા
Shareware,શેરગાળો
Sheath,મ્યાન કરવું
Shift,પાળી
Shifting,સ્થળાંતર
Shock,આઘાત
Short circuit,ટૂંકા ગાળા
Short circuit test,ટૂંકી સર્કિટ કસોટી
Short wave,ટૂંકા ગાળા
Short wave centre,ટૂંકા તરંગ કેન્દ્ર
Shortcut,ટૂંકાકટ
Shutdown,બંધ કરો
Shutdown signal,બંધ સંકેત
Side band,બાજુની બાજુ
Side band power,આડંબરી શક્તિ
Signal,સંકેત
Signal amplitude,સિગ્નલ -કંપનવિસ્તાર
Signal flow graph,સિગ્નલ પ્રવાહ ગ્રાફ
Signal generator,સિગ્નલ જનરેટર
Signal light,સંકેત પ્રકાશ
Signal routing,સંકેત -માર્ગ
Signal strength,ઈજાજ
Signal to cross talk ratio,ક્રોસ ટોક રેશિયોનો સંકેત
Signal to noise ratio,અવાજ ગુણોત્તરનો સંકેત
Signal to unweighted noise ratio,અજાણ્યા અવાજ ગુણોત્તરનો સંકેત
Signalling and switching,સિગ્નલિંગ અને સ્વિચિંગ
Signalling bit,સિગ્નલિંગ બીટ
Significant sidebands,નોંધપાત્ર સાઇડબેન્ડ્સ
Simplex,સિમ્પલેક્સ
Simulation,સિમ્યુલેશન
Simulator,સિદ્ધ
Simulcast,એકલકામ
Simultaneous masking,એક સાથે માસ્કિંગ
Sine component,એક જાતનો ઘટક
Sine wave,સાઈન લહેર
Single frequency network,એકલ આવર્તન નેટવર્ક
Single phase motor,એક -એક તબક્કો મોટર
Site,સ્થળ
Site layout plan,સાઇટ લેઆઉટ યોજના
Skilled operator,કુશળ operatorપરેટર
Skip distance,છોડો અંતર
Sky wave,આકાશમાં
Sky wave propagation,સ્કાય વેવ પ્રચાર
Slab,સ્લેબ
Slant path,ઘૃણાનો માર્ગ
Slot,સ્લોટ
Smart card,સ્માર્ટ કાર્ડ
Sodium vapour lamp,સોડિયમ વરાળ
Soft key,નરમ ચાવી
Software,સ software
Solar activity,સૌર પ્રવૃત્તિ
Solar energy,સૌર ઊર્જા
Solar flares,સૌર જ્વાળાઓ
Solar powered,સૌર સંચાલિત
Solid state,ઘન સ્થિતિ
Solid state storage,રાજ્ય સંગ્રહ
Solid state transmitter,નક્કર રાજ્ય ટ્રાન્સમીટર
Sort,પ્રકાર
Sound,અવાજ
Sound absorption,તકરાર
Sound balance,ધ્વનિ સિલક
Sound detector,સાઉન્ડ ડિટેક્ટર
Sound mixer,સાઉન્ડ મિક્સર
Sound perspective,તકરાર
Sound power,ધ્વનિ -શક્તિ
Sound proof,ધ્વનિરોધક
Sound recording,ધ્વનિરોધક
Sound reflection,અવાજનું પ્રતિબિંબ
Sound transmission loss,ધ્વનિ -પ્રસારણ ખોટ
Source,મૂળ
Source encoder,સ્ત્રોત એન્કોડર
Space,જગ્યા
Space diversity,જગ્યાની વિવિધતા
Space telecasting,જગ્યા દૂરથી દૂરથી દૂરથી દૂરથી દૂરની જગ્યા
Space wave,અવકાશ તરંગ
Spacing,અંતર
Spam,સ્પામ
Spamming,સ્પામિંગ
Span,ગાળો
Spare bit,ફાળવણી
Spares,નાર
Sparking,ભાગ
Spatial,સ્થગિત
Spatial effect,સ્થગિત અસર
Spatial redundancy,અવકાશ નિર્જનતા
Special effect,વિશેષ અસર
Special effects amplifier,ખાસ અસરો એમ્પ્લીફાયર
Specialization,વિશેષતા
Specification,વિશિષ્ટતા
Spectral absorption,વર્ણપટ
Spectral band replication,વર્ણપટ્ટીની પ્રતિકૃતિ
Spectral distribution,વર્ણપત્ર
Spectral redundancy,વર્ણપટ્ટીની નિરર્થકતા
Spectrophotometer,વર્ણિતામાપક
Spectroscope,વર્ણપટ
Spectrum,ચંચળ
Spectrum analyzer,અનુયાયી
Spectrum shaping,શેતરંજ
Speech articulation,વાણી -અભિવ્યક્તિ
Speech channel,વાણી માધ્યમ
Speech compression,વાણી -સંકોચન
Speech encoding,વાણી -એન્કોડિંગ
Speech recognition,વાણી -માન્યતા
Spin,ફરતો
Spiral,સર્પાકાર
Splicing,છળકતું
Splitter,છીનવી લેવું
Spool,ડંટો
Sporadic,છૂટું
Spot beams,સ્પોટ બીમ
Spread sheet,ફેલાવો
Spurious and harmonic radiation,જુલમી અને સુભાન કિરણોત્સર્ગ
Spurious sideband frequencies,અશિષ્ટ સાઇડબેન્ડ ફ્રીક્વન્સીઝ
Squeezed video,સ્ક્વિઝ્ડ વિડિઓ
Stamping,મુદ્રાંકન
Standard software,માનક સ Soમીવાર
Standardization,માનકીકરણ
Standby,નિદ્રાધીન
Standby equipment,સ્થાયી સાધનસામગ્રી
Standing wave,સ્થાયી મોજા
Standing wave ratio,સ્થાયી તરંગ ગુણોત્તર
Starting torque,આરંભ
Start-stop,શરૂઆત
Static,સ્થિર
Statistical method,આંકડા પદ્ધતિ
Status,દરજ્જો
Status indication,દરજ્જો સંકેત
Steady,સ્થિર
Stereo,ત્રિઆયું
Stereo balance,ત્રિમો સિલક
Stereo encoder,રૂ stereિ -એન્કોડર
Stereo generator,ત્રિ -જનનરેટર
Stereo mode,રૂ stereિ દર
Stereo transmission,રૂ stereિ -પ્રસારણ
Stereophonic sound reproduction,સ્ટીરિયોફોનિક અવાજ પ્રજનન
Stereophony,ત્રિપરિમાણી
Stereoscopy,ત્રિઆરી
Still picture,સ્થિર ચિત્ર
Stimulus,ઉદ્દીપન
Stopband,રોકાયેલું
Storage,સંગ્રહ
Storage battery room,સંગ્રહ -બટારો
Storage device,સંગ્રહ ઉપકરણ
Stratosphere,મુખ્યત્વે
Streaming,સુવ્યવસ્થિત
Stretch,ખેંચવું
String,તાર
Structured,રચાયેલ
Studio block,સ્ટુડિયો અવરોધ
Studio centre,સ્ટુડિયો કેન્દ્ર
Studio lighting,સ્ટુડિયો લાઇટિંગ
Studio monitors,સ્ટુડિયો મોનીટર
Stylus,સ્ટાઈલસ
Subband encoding,ઉપસર્ગ
Subband masking,ઉપસર્ગ
Subband samples,ઉપસર્ગ
Subnet,ઉપનિર્દ
Subsampling,અનુશ્રમાં
Subscriber,ગ્રાહક
Sudden ionosphere disturbance,અચાનક આયનોસ્ફિયર ખલેલ
Sun spot activity,સૂર્ય સ્થળ પ્રવૃત્તિ
Super power transmitter,સુપર પાવર ટ્રાન્સમીટર
Super sampling,અતિશય નમૂના
Super socket,અતિશય સોકેટ
Superheated vapour,આહલાદક વરાળ
Superheterodyne,Superંચેટેરોડિન
Superheterodyne converter,Hegtetetenodyne કન્વર્ટર
Superheterodyne receiver,HEHHETETERODYNE રીરિસીવર
Superimposed (current),સુપરિમ્પોઝ્ડ (વર્તમાન)
Superimposition,અતિશય સ્થિતિ
Superposition,અતિશય સ્થિતિ
Supersonic,અતિધિપતિવાળું
Supply duct,પુરવઠા નળી
Suppression grid,દમન ગ્રીડ
Surface noise,સપાટીનો અવાજ
Surface wave,સપાટીએ
Surfing,સર્ફિંગ
Surge,વધારો
Surroundings,આસપાસના
Susceptance,સંવેદનશીલતા
Susceptibility,સંવેદનશીલતા
Suspended,સ્થગિત કરવું
Swap,Swછળવું
Sweep circuit,ચકચાર
Switch,બદલવું
Switch board,ફેરબદલ
Switch on control unit,નિયંત્રણ એકમ સ્વિચ કરો
Switching,ફેરબદલ
Symbol rate,પ્રતીક દર
Symmetrical,સપ્રમાણતાવાળું
Sync (synchronous),સમન્વયિત (સિંક્રનસ)
Sync pulse,સમન્વય
Sync transfer,સમન્વય -તબદીલી
Synchronization,સમકા્યા
Synchronized,સમકાલીન
Synchronous,સમકાલીન
Synchronous motor,સમન્વય મોટર
Synergic,સહસંયાતીય
Synergistic,સહસંયોજક
Synergy,અનુલાપ્ય
Syntactic,સંસદીય
Syntax,સાંકળનો વિસ્તાર
Syntax error,વાક્યબંધી ભૂલ
Synthesizer,સંસદસભારી
Synthesizer cards,સંશ્લેષણ કાર્ડ
System,પદ્ધતિ
System architecture,પદ્ધતિસર સ્થાપત્ય
System design,વ્યવસ્થા -રચના
System menu,સિસ્ટમ મેનુ
Tag,ટ tag ગ
Talk back,પછી વાત કરું
Tape,ટેપ
Tape recorder,ટેપ રેકોર્ડર
Tape slicing,કાતરી
Tapered,Tંચે બાંધેલું
Target,નિશાન
Tariff,પ્રશુલ્ક
Task bar,કાર્ય -પટ્ટી
Technical,તકનિકી
Technical challenge,તકનિકી પડકાર
Technical features,તકનિકી વિશેષતા
Technical guidelines,તકનિકી માર્ગદર્શિકા
Technical parameter,તકનિકી પરિમાણ
Technical quality,તકનિકી ગુણવત્તા
Technical snag,તકનિકી
Technique,પ્રખ્યાત
Technological constraint,પ્રૌદ્યોગિક અવરોધ
Technology,પ્રાતળતા
Technology assessment,પ્રખ્યાતનું મૂલ્યાંકન
Telecasting,દૂરગત્ર
Telecine,દૂરબીન
Telegraphy,તાર
Telematics,દૂરિયાણાવિદ
Telemetering,ટેલિમેટરીંગ
Telephone,દૂરભાષ
Teletext,મેદાનો
Television,ટેલિવિઝન
Temperature,તાપમાન
Temperature control,તબાધનો નિયંત્રણ
Temporal,ગરીબ
Temporal management,હાસ્યનું સંચાલન
Temporal redundancy,અસ્થાયી નિરર્થકતા
Tensile strength,તણાવ શક્તિ
Tentacle,તકરાર
Terabyte (TB),ટેરાબાઇટ (ટીબી)
Terminal,અંતિમ
Terminal adapters,અંત adાપ્રિયા
Terminal equipment,આંતરિક સાધનો
Terminating,સમાપ્તિ
Terminating resistance,અંત
Termination,સમાપ્તિ
Terminator,અંતર્દેશક
Terrain profiles,ભૂપ્રદેશ
Tertiary winding,ત્રીજા ભાગ
Test,કસોટી
Test data,પરીક્ષણ -સામગ્રી
Test image,પરીક્ષણ છબી
Test signal,પરીક્ષણ સિગ્નલ
Tester,પરીક
Testing,પરીક્ષણ
Tests and measurement,પરીક્ષણો અને માપન
Thermal noise,ઉષ્ણતામાનનો અવાજ
Thermal overload relay,થર્મલ ઓવરલોડ રિલે
Thermionic rectifier,થર્મિઓનિક સુધારણા કરનાર
Thermocouple,તાપમાર્ગ
Thermometer,ઉષ્ણતામાપક
Thermostat,તાપમાન
Thimble,અંગારું
Thoriated filament,તહેવારલી ફિલામેન્ટ
Thread,દાણા
Three phase supply,ત્રણ તબક્કાની સપ્લાય
Three phase transformer,ત્રણ તબક્કો ટ્રાન્સફોર્મર
Threshold,થ્રેશોલ્ડ
Throat microphone,ગળાના માઇક્રોફોન
Thrust,ખોલવું
Thyratron,થેરાટ્રોન
Thyristor,ચોરસ
Tilt,નમેલું
Timbre,મંદીનું
Time,સમય
Time base,સમયનો આધાર
Time code,સમયપત્રક
Time constant,સમયસર
Time delay,સમય વિલંબ
Time domain,સમયપત્રક
Time sampling,સમય
Time stretching,સમય ખેંચાણ
Timer,સમયનો સમય
Title bar,શીર્ષક સ્થાન
To and fro motion,ગતિથી
Toggle switch,ટોકલ -સ્વિચ
Token ring network,પ્રતીક રિંગ નેટવર્ક
Tolerance,સહનશીલતા
Tone control,સ્વર નિયંત્રણ
Tool bar,ઓજાર
Tools,સાધનો
Toothed gearing,દાંતવાળું
Topology,સ્નાતકવિજ્ologyાન
Toroidal winding,ટોરોઇડલ વિન્ડિંગ
Torque,ટોર્ક
Total quality management (TQM),કુલ ગુણવત્તા સંચાલન (ટીક્યુએમ)
Totalizer,સર્વાંગી
Tower,Tંચે ટાવર
Tracer,ટ્રેસર
Tracing,ટ્રેસિંગ
Track,ટ્રેક
Track ball,માર્ગ
Tracking,ટ્રેકિંગ
Traffic management,પ્રવાસ વ્યવસ્થાપન
Transactional file system,વ્યવહાર -ફાઇલ પદ્ધતિ
Transcode,ટ્રાંસકોડ
Transducer,પરિવર્તન કરનાર
Transeiver,ક્રેશ કરનાર
Transfer characteristics,તબદીલી લાક્ષણિકતાઓ
Transfer function,તબદીલી વિધેય
Transformer,પરિવર્તનશીલ
Transformer exciter,પરિવર્તનશીલ
Transformer trolley,રૂપાંતર
Transient,ક્ષણભંગુર
Transient coding,ક્ષણિક કોડિંગ
Transient error,ક્ષણિક ભૂલ
Transient switching,ક્ષણિક ફેરબદલ
Transistor,સંજ્istાન
Translation,ભાષાંતર
Translator,ભાષાંતર કરનાર
Transmission,ટ્રાન્સમિશન
Transmission interface,પ્રસારણ ઇન્ટરફેસ
Transmission line,પ્રસારણ લાઈન
Transmission loss,પ્રસારણ નુકસાન
Transmission studio,પ્રસારણ સ્ટુડિયો
Transmitter,ઉપનામ કરનાર
Transmitter controller,ટ્રાન્સમીટર નિયંત્રક
Transmitter maintenance,ટ્રાન્સમીટર જાળવણી
Transmitter out put power,ટ્રાન્સમીટર આઉટ પાવર આઉટ
Transmitting antenna,પ્રસારિત
Transmitting antenna gain,એન્ટેના લાભ
Transmitting frequency,પ્રસારણ આવર્તન
Transmitting station,પ્રસારણ કેન્દ્ર
Transponder,સમાવિષ્ટ
Trapatt diode,ટ્રેપેટ ડાયોડ
Travelling wave,પ્રવાસ
Trellis decoding,જપ્તી ડીકોડિંગ
Trench and conduit,ખાઈ અને નળી
Trigger circuit,ઉશ્કેરણી સરકી
Trim,સુઘડ
Trimming,સુવ્યવસ્થિત
Tripod,ત્રણ
Troposphere,ઉષ્ણકટિબંધ
Truncation,કાપી નાખવું
Truth table,સત્ય વિષય
Tuned,ટાળવું
Tuner,ટ્યુરર
Tuning,બચ્ચો
Tunnel diode,ટનલ ડાયોડ
Tunnelling,પહાડ
Turn around management,વ્યવસ્થાપન તરફ વળવું
Turn table,ફેર
Tweeter,ટ્યુજીટર
Twisted,વાળીને વળેલું
Twisted pair cable,વિકૃત જોડી કેબલ
Unbalanced audio line,અસંતુલિત audio ડિઓ લાઇન
Under voltage,વોલ્ટેજ હેઠળ
Unicasting,બેકાબૂ
Universal gate,સાર્વત્રિક દ્વાર
Universal network,સાર્વત્રિક નેટવર્ક
Unweighted filter,પૂજનીય ફિલ્ટર
Up convertor,કન્વર્ટર
Uplink,ઉચ્ચારણ
Upload,અપલોડ કરવું
Usable field strength,ઉપયોગી ક્ષેત્ર શક્તિ
Value added services,મૂલ્ય પ્રાપ્ત સેવાઓ
Varactor diode,ચલ ડાયોડ
Variable,વધઘટપાત્ર
Variable area sound track,ચલ વિસ્તાર સાઉન્ડ ટ્રેક
Variable data rate compression,ચલ ડેટા દર સંકોચન
Variable density sound track,ચલ ઘનતાનો ટ્રેક
Variable output data rate,ચલ ચલણ -આઉટપુટ ડેટા દર
Vector,વેક્ટર
Vector impedance meter,વેક્ટર અવરોધ મીટર
