Bengali,Hindi
নমুনা পদ্ধতি,प्रतिचयन विधि
নমুনা নীতি,प्रतिचयन सिद्धांत
প্রতিস্থাপন সহ নমুনা,प्रतिस्थापन सहित प्रतिचयन
"স্কেলার, স্কেলার","अदिश, स्केलर"
স্কেলার ক্ষেত্র,अदिश क्षेत्र
স্কেলার ম্যাট্রিক্স,अदिश आव्यूह
স্কেলার একাধিক,अदिश गुणज
স্কেলার গুণ,अदिश गुणन
স্কালে পণ্য,अदिश गुणनफल
স্কেলার,अदिश राशि
স্কেলার ট্রিপল পণ্য,अदिश त्रिक गुणनफल
বিষমভুজ ত্রিভুজ,विषमबाहु त्रिभुज
ছিটান ডায়াগ্রাম,प्रकीर्ण आरेख
শ্রোডিঙ্গার সমীকরণ,श्रोडिन्गर समीकरण
"মৌসুমী ওঠানামা, ঋতু ওঠানামা","ऋतुनिष्ठ उच्चावचन, मौसमी उतार-चढ़ाव"
"অনুপ্রবেশকারী, অনুপ্রবেশকারী লাইন, সেকেন্ট, বিপরীত কোসাইন","छेदक, छेदक रेखा, सीकेन्ट, व्युत्क्रम कोटिज्या"
ভেদন পদ্ধতি,छेदिका विधि
দ্বিতীয়,द्वितीय
দ্বিতীয় আদেশ (দ্বিতীয় প্রকার),द्वितीय क्रम (द्वितीय प्रकार का)
"বিভাগ, বিভাগ, বিভাগ, বিভাগ, বিভাগ","अनुभाग, खंड, परिच्छेद, काट, सेक्शन"
"উপবিভাগ, সেক্টর, সেক্টর","अवखंड, त्रिज्यखंड, सेक्टर"
কার্ভ সেগমেন্ট,वक्र खंड
স্ব-সংযুক্তি,स्वसंलग्नन
স্ব-সংযুক্ত অপারেটর,स्वसंलग्न संकारक
স্ব সংযোজিত,स्वसंयुग्मी
অর্ধেক অক্ষ,अर्धाक्ष
অর্ধবৃত্ত,अर्धवृत्त
কংক্রিট ম্যাট্রিক্স,सामिनिश्चित मैट्रिक्स
অবিচ্ছেদ্য দ্বিঘাত,सामिनिश्चित द्विघाती
সামিসমুহ,सामिसमुह
অর্ধেক ব্যবধান,अर्ध अंतराल
মানে প্রধান অক্ষ,अर्थ दीर्घ अक्ष
আধা গৌণ অক্ষ,अर्ध लघु अक्ष
বিভাজ্য বহুপদ,पृथक्करणीय बहुपद
পরিবর্তনশীল বিচ্ছেদ,चर पृथक्करण
ক্রম,अनुक्रम
ইনডেক্সিং নীতি,अनुक्रमण सिद्धांत
অনুক্রমিক বিশ্লেষণ,आनुक्रमिक विश्लेषण
অনুক্রমিক নমুনা,आनुक्रमिक प्रतिचयन
সুনির্দিষ্ট পারস্পরিক সম্পর্ক,श्रेणीगत सहसंबंध
"সিরিজ, সিরিজ, সিরিজ","श्रेणी, माला, सीरीज"
"সামগ্রিক, বাতাসের দিক, স্রোতের দিক, জমাট, জমাট (ver.)","समुच्चय, पवन दिशा, धारा दिशा, जम जाना, जमाना (क्रि.)"
সেক্সট্যান্ট,सेक्सटैन्ट
shewhart নিয়ন্ত্রণ চার্ট,शेवहार्ट नियंत्रण चार्ट
"চিহ্ন, পরিমাণ","चिह्न, राशि"
ম্যাট্রিক্স মার্কার,आव्यूह का चिन्हक
দ্বিঘাত দ্বিঘাত প্রতীক,द्विघाती समघात का चिन्हक
শচীন নম্বর,सचिन्ह संख्या
তাত্পর্য স্তর,सार्थकता स्तर
তাৎপর্য পরীক্ষা,सार्थकता परीक्षण
উল্লেখযোগ্য চিহ্ন,सार्थक अंक
মার্ক পরীক্ষা,चिन्ह परीक्षण
প্রতীক ফাংশন,चिन्ह फलन
অনুরূপ উপবৃত্তাকার,समरूप दीर्घवृत्त
সমজাতীয় চিত্র,समरूप आकृति
"সাদৃশ্য, সাদৃশ্য","सादृश्य, समरूपता"
সমজাতীয় ম্যাট্রিক্স,समरूप आव्यूह
সহজ বন্ধ বক্ররেখা,सरल संवृत वक्र
সহজ পারস্পরিক সম্পর্ক,सरल सहसंबंध
সহজ সুরেলা গতি,सरल आवर्त गति
সহজ র্যান্ডম স্যাম্পলিং,सरल यादृच्छिक प्रतिचयन
"সেট, সিমপ্লেক্স, একতরফা, সরল","प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल"
একমুখী অ্যালগরিদম,एकधा कलनविधि
একক টেবিল,एकधा सारणी
সিম্পসনের এক তৃতীয়াংশ নিয়ম,सिम्प्सन का एक-तिहाई नियम
সিমুলেশন পদ্ধতি,अनुकार प्रविधि
যুগপত ডিফারেনশিয়াল সমীকরণ,युगपत अवकल समीकरण
যুগপত সমীকরণ,युगपत समीकरण
"সাইন, সাইন","साइन, ज्या"
"সাইন কার্ভ, সাইন কার্ভ","साइन वक्र, ज्या वक्र"
একক,एकल
একঘেয়ে ফাংশন,एकमानी फलन
অদ্ভুত অবিচ্ছেদ্য,विचित्र समाकल
"অদ্ভুততা, অদ্ভুততা","विचित्रता, वैचित्र्य"
অপরিবর্তনীয় ম্যাট্রিক্স,अव्युत्क्रमणीय मैट्रिक्स
অদ্ভুত সমাধান,विचित्र हल
সাধারন মাপ,प्रतिदर्श आमाप
বিজোড় বন্টন,विषम बंटन
ভিন্নধর্মী হারমিটিয়ান ম্যাট্রিক্স,विषम हर्मिटीय आव्यूह
বিপরীত,वैषम्य
বিজোড় প্রতিসম ম্যাট্রিক্স,विषम सममित आव्यूह
ভেরিয়েবল মিনিমাইজ করা,न्यूनतापूरक चर
"ঢাল, ঢাল, ঢাল","ढलान, ढाल, प्रवणता"
ঢাল গ্রেডিয়েন্ট,ढाल प्रवणता
"বন্ধনী, ছোট বাঁধাই","लघुकोष्ठक, लघु बंधनी"
সোজা বক্ররেখা,निष्कोण वक्र
বিবিধ ফাংশন,मसृण फलन
সৌর জগৎ,सौर परिवार
,
solenoidal ভেক্টর,परिनालिकीय सदिश
"কঠিন, ভর, ঘনক","ठोस, पिंड, घनाकृति"
"কিউবিক জ্যামিতি, স্টেরিওস্কোপিক জ্যামিতি","घन ज्यामिति, त्रिविम ज्यामिति"
"সমাধান, টুল","हल, साधन"
সিরিজ ফর্ম সমাধান,श्रेणी रूप हल
সমাধান ম্যাট্রিক্স,हल आव्यूह
ত্রিভুজের সমাধান,त्रिभुज का हल
সমাধান জনসংখ্যা,हल समष्टि
সোনাইন বহুপদী,सोनाइन बहुपद
"আকাশ, স্থান, স্থান, স্থান, স্থান","आकाश, अंतरिक्ष, दिकस्थान, अवकाश, समष्टि"
আকাশ বক্ররেখা,आकाश वक्र
অভিভাবক সেট,जनक समुच्चय
স্থানীয় পারস্পরিক সম্পর্ক চিত্র,स्थानीय सहसंबंध चित्र
নির্দিষ্ট লিনিয়ার গ্রুপ,विशिष्ट रैखिक समूह
নির্দিষ্ট উল্লম্ব গ্রুপ,विशिष्ट लांबिक समूह
"নির্দিষ্ট ঘনত্ব, আপেক্ষিক ঘনত্ব","विशिष्ट घनत्व, आपेक्षिक घनत्व"
মানব ম্যাপিং উপপাদ্য,मानावल्लीय प्रतिचित्रण प्रमेय
ফাংশনের আদর্শ,फलन की मानावली
"গোলক, গোলক","गोला, गोलक"
গোলাকার সমন্বয় ব্যবস্থা,गोलीय निर्देशांक प्रणाली
গোলাকার মেরু স্থানাঙ্ক,गोलीय धुवीय निर्देशांक
গোলাকার ত্রিভুজ,गोलीय त्रिभुज
গোলাকার ত্রিকোণমিতি,गोलीय त्रिकोणमिति
সর্পিল,सर्पिल
বর্গ বর্গ,"वर्ग, स्कवेयर"
"গুরু, গুরুবন্ধনী","गुरुकोष्ठक, गुरुबंधनी"
বর্গাকার অবিচ্ছেদ্য,वर्ग समाकलनीय
বর্গ ম্যাট্রিক্স,वर्ग आव्यूह
বর্গমূল,वर्गमूल
নমুনা পর্যায়,प्रतिचयन का चरण
অনুক্রমিক ফাংশন,सोपान-फलन
আদর্শ চ্যুতি,मानक विचलन
স্ট্যান্ডার্ড ডিফারেনশিয়াল পণ্য,मानक आंतर गुणनफल
ভারসাম্য,साम्यावस्था
অসাড় বক্ররেখা,स्तब्ध वक्र
অসাড় বিন্দু,स्तब्ध बिंदु
হতবাক মান,स्तब्ध मान
"নমুনা, চিত্র","प्रतिदर्शज, आंकड़ा"
পরিসংখ্যানগত,सांख्यिकीय
পরিসংখ্যানিক বিশ্লেষণ,सांख्यिकीय आंकड़े
পরিসংখ্যানগত বন্টন,सांख्यिकीय बंटन
পরিসংখ্যানগত অনুমান,सांख्यिकीय परिकल्पना
পরিসংখ্যানগত অনুমান,सांख्यिकीय अनुमिति
পরিসংখ্যান মডেল,सांख्यिकीय निदर्श
পরিসংখ্যান জনসংখ্যা,सांख्यिकीय समष्टि
পরিসংখ্যানগত মান নিয়ন্ত্রণ,सांख्यिकीय गुणता-नियंत्रण
"পরিসংখ্যান, পরিসংখ্যান","सांख्यिकी, आंकड़े"
"অপরিবর্তনীয়, স্থির, স্থায়ী, স্থায়ী","अपरिवर्ती, अचर, स्थिर, स्थायी"
স্থায়ী রাষ্ট্র সমাধান,स्थायी अवस्था हल
আরো প্রবণ মাউন্ট,अधिक प्रवण आरोह
ঢাল-আরোহণের নকশা,प्रवणतम-आरोहण अभिकल्पना
খাড়া বংশদ্ভুত,प्रवणतम अवरोहण
ধাপ ফাংশন,"पग-फलन, सोपान फल्लनन"
স্টার্লিং পরিসীমা,स्टर्लिंग श्रेणी
"stochastic, probabilistic","स्टोकैस्टिक, प्रसंभाव्य"
সম্ভাব্য ম্যাট্রিক্স,प्रसंभाव्य आव्यूह
সম্ভাব্য মডেল,प्रसंभाव्य निदर्श
সম্ভাব্য প্রোগ্রামিং,प्रसंभाव्य प्रोग्रामन
সম্ভাব্য পরিবর্তনশীল,प्रसंभाव्य चर
স্টোকস উপপাদ্য,स्टोक्स प्रमेय
"সরলরেখা, সরলরেখা, সরলরেখা","सीधी रेखा, ऋजु रेखा, सरल रेखा"
"লেভেল চার্ট, বার চার্ট","स्तरी चार्ट, पट्टीदार चार्ट"
"স্তরবিন্যাস, স্তরবিন্যাস","स्तरण, स्तरविन्यास"
স্তরযুক্ত নমুনা,स्तरित प्रतिचयन
"প্রবাহ-রেখা, প্রবাহ-রেখা","प्रवाह-रेखा, धारा-रेखा"
চাপ,प्रतिबल
দৃঢ়ভাবে আনত ফাংশন,दृढ़तः अवमुख फलन
ক্রমাগত হ্রাস পাচ্ছে,निरंतर हृासमान
ক্রমাগত বৃদ্ধি,निरंतर वर्धमान
ক্রমাগত অর্ডিনেট ফাংশন,निरंतर एकदिष्ट फलन
ছাত্র পরীক্ষা (ছাত্রের &#39;টি&#39; পরীক্ষা),स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण)
উপসংগ্রহ,उपसंग्रह
উপ-নির্ধারক,अव-सारणिक
উপ-অঞ্চল,उपक्षेत्र
"subclass, subgroup, subgroup","उपवर्ग, उपसमृूह, उपग्रुप"
অন্তর,उपांतराल
"সাবম্যাট্রিক্স, সাবম্যাট্রিক্স","उपमैट्रिक्स, उपाव्यूह"
"পাদটীকা, পাদটীকা, পাদটীকা","पादांक, पादाक्षर, पादलिपि"
উত্তরাধিকার,उपानुक्रम
উপসেট,उपसमुच्चय
উপ-জনসংখ্যা,उपसमष्टि
প্রতিস্থাপন,प्रतिस्थापन
আধা স্পর্শকাতর,अधः स्पर्शी
"স্থানান্তর করা, স্থানান্তর করা","कक्षांतरित करना, अंतरित करना"
"বিয়োগ, বিয়োগ","घटाना, व्यवकलन करना"
"বিয়োগ, বিয়োগ","व्यवकलन, घटाना"
ধীরে ধীরে,उत्तरोत्तर
প্রগতিশীল পার্থক্য,उत्तरोत्तर अवकलन
প্রগতিশীল একীকরণ,उत्तरोत्तर समाकलन
পরেরটি,परवर्ती
সংযুক্ত,अनुलग्न
"যোগফল, যোগফল, যোগফল, যোগফল","योगफल, जोड़, संकलन फल, धनराशि"
যোগফল ফাংশন,योग फलन
সংকলনযোগ্য,संकलनीय
যোগ ব্লক,योगखंड
সংকলন,संकलन
সংগ্রহ সম্মেলন,संकलन-परिपाटी
সংকলন সূত্র,संकलन सूत्र
গ্রেড সংগ্রহ,श्रेणी-संकलन
সংকলন প্রতীক,संकलन चिन्ह
অসীম থেকে যোগব্যায়াম,अनंत तक योग
"idiot, idiot","मूर्धांक, मूर्धाक्षर"
ওভারসেট,अधिसमुच्चय
সুপারসনিক প্রবাহ,पराध्वनिक प्रवाह
সম্পূরক কোণ,संपूरक कोण
lacquered লোম সমতল,आलंबक ऊनविम समतल
ফাংশন সমর্থন,फलन का आलंब
"কল্পনা করা, অনুমান করা","कल्पना करना, मान लेना"
উচ্চ,उच्चक
karni,करणी
"পৃষ্ঠ, পৃষ্ঠ, পৃষ্ঠ","पृष्ठ, बहिर्तल, सतह, धरातल"
পৃষ্ঠীয় এলাকা,पृष्ठीय श्रेत्रफल
পৃষ্ঠা অবিচ্ছেদ্য,पृष्ठ-समाकल
আবরণ,आच्छादन
আবরণ,आच्छादी
কভার মানচিত্র,आच्छादी प्रतिचित्र
চিহ্ন,प्रतीक
প্রতীকী যুক্তি,प्रतीकात्मक तर्क
প্রতীকী মডেল,प्रतीकात्मक निदर्श
প্রতিসম,सममित
আইসোমেট্রিক,सममितीय
"প্রতিসম নির্ধারক, প্রতিসম নির্ধারক","सममित सारणिक, सममित डिटर्मिनन्ट"
প্রতিসম পার্থক্য,सममित अंतर
প্রতিসম ম্যাট্রিক্স,सममित मैट्रिक्सि
সিস্টেম বিশ্লেষণ সিস্টেম বিশ্লেষণ,"तंत्र विश्लेषण, प्रणाली विश्लेषण"
সিরিয়াল স্যাম্পলিং,क्रमबद्ध प्रतिचयन
"টেবিল, টেবিল","सारणी, टेबल"
"টেবিল, টেবিল","टेब्लो, सारणी"
অবিচ্ছেদ্য টেবিল,समाकल सारणी
"সারণী, সমতল","सारणीबद्ध, सपाट"
ট্যাবুলার ফর্ম,सारणीबद्ध फार्म
"ট্যাবুলার লগারিদম, ট্যাবুলার লগারিদম","सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म"
সারণী,सारणीबद्ध करना
সারণী মান,सारणीबद्ध मान
ট্যাবুলেশন,सारणीयन
"ট্যাবুলার, ট্যাবুলার মেশিন, ট্যাবুলার","सारणित्र, सारणी यंत्र, सारणीयक"
"tail, tail","पुच्छ, पूँछ"
লেজ এলাকা (বন্টনের),पुच्छ क्षेत्र (बंटन का)
স্পর্শ,स्पर्शिता
"স্পর্শক, স্পর্শক, স্পর্শক, স্পর্শক","स्पर्श रेखा, स्पर्शी, स्पर्शज्या, टैन्जैंट"
স্পর্শ ভেড়ার ফ্ল্যাট,स्पर्श ऊनविम समतल
"স্পর্শকাতর, স্পর্শক","स्पर्शीय, स्पर्श रेखीय"
স্পর্শক উপাদান,स्पर्श रेखीय घटक
স্পর্শক কাটা,स्पर्श रेखीय काट
স্পর্শক রেখা,स्पर्श रेखा
"স্পর্শকাতর সমতল, স্পর্শকাতর সমতল","स्पर्श तल, स्पर्श समतल"
স্পর্শ জনসংখ্যা,स्पर्शी समष्टि
টেপ পাঞ্চ,टेप पंच
টেপ পাঠক,टेप पठित्र
Taubry এর উপপাদ্য,टाउबरी प्रमेय
টেলর উপপাদ্য,टेलर प्रमेय
Shebyshev দূরত্ব,शेबीशेव दूरीक
টি-বন্টন,t-बंटन
আন্তঃপ্রজাতি সিরিজ,अंतःसर्पी श्रेणी
অস্থায়ী স্থানাঙ্ক,कालिक निर्देशांक
সাময়িক সম্পর্ক,कालिक संबंध
সময় পরিবর্তনশীল,कालिक चर
প্রসার্য শক্তি,तनन-सामर्थ्य
"ক্ষেত্র, টেনসর","प्रदिश, टेन्सर"
ক্ষেত্র বিশ্লেষণ,प्रदिश विश्लेषण
ক্ষেত্রের পণ্য,प्रदिश गुणनफल
অস্থায়ী কনফিগারেশন,अस्थायी संरूपण
পোস্ট,पद
শেষ নিষেধাজ্ঞা,अंत्य प्रतिबंध
চূড়ান্ত বেগ ডুব,अंतिम वेग गोता
শেষ করা দশমিক,सांत दशमलव
র্যাঙ্ক মান,पद मान
ধাপ পার্থক্য,पदशः अवकलन
ধাপে ধাপে ইন্টিগ্রেশন,पदशः समाकलन
"ত্রিভুজাকার, ত্রিভুজাকার","त्रिअंगी, त्रिआधारी"
পরীক্ষামূলক,परीक्षण
বৈচিত্র্যের একজাতীয়তার পরীক্ষা,प्रसरण समांगता का परीक्षण
পরীক্ষার ফাংশন,परीक्षण फलन
প্রস্তাব টেস্টিং,परिकल्पना-परीक्षण
তাৎপর্য পরীক্ষা,सार्थकता-परीक्षण
পরিক্ষা মূলক নমুনা,परीक्षण प्रतिदर्शज
টেট্রাহেড্রাল,चतुष्फलकीय
টেট্রাহেড্রাল কোণ,चतुष्फलकीय कोण
চতুর্ভুজ,चतुष्फलक
উপপাদ্য,प्रमेय
অবশিষ্ট উপপাদ্য,अवशेष-प्रमेय
তাত্ত্বিক চাহিদা ফাংশন,सैद्धांतिक माँग फलन
তাত্ত্বিক বিচ্ছিন্ন বন্টন,सैद्धांतिक असंतत बंटन
তাত্ত্বিক ত্রুটি,सैद्धांतिक त्रुटि
তাত্ত্বিক সমন্বয়,सैद्धांतिक समंजन
তাত্ত্বিক গঠন,सैद्धांतिक संरूपण
তাত্ত্বিক ফ্রিকোয়েন্সি,सैद्धांतिक बारंबारता
"নীতিগতভাবে, নীতিগতভাবে","सैद्धांततः, सिद्धांत रूप से"
তাত্ত্বিক মডেল,सैद्धांतिक निदर्श
তাত্ত্বিক গঠন,सैद्धांतिक निरूपण
সমীকরণ তত্ত্ব,समीकरण सिद्धांत
ত্রুটি তত্ত্ব,त्रुटि सिद्धांत
মূল্যায়ন তত্ত্ব,आकलन सिद्धांत
ফাংশন তত্ত্ব,फलन सिद्धांत
খেলা তত্ত্ব,खेल सिद्धांत
মহাকর্ষ তত্ত্ব,गुरुत्वाकर्षण-सिद्धांत
তথ্য তত্ত্ব,सूचना सिद्धांत
প্রতিস্থাপন নীতি,प्रतिस्थापन सिद्धांत
সেটতত্ত্ব,समुच्चय-सिद्धांत
সারি তত্ত্ব,पंक्ति सिद्धांत
তরঙ্গ তত্ত্ব,तरंग सिद्धांत
থার্মোডাইনামিক,ऊष्मागतिक
স্ক্রু চুড়ি,पेच की चूड़ी
স্টেরিওস্কোপিক,त्रिविम
স্টেরিওস্কোপিক ভেক্টর বিশ্লেষণ,त्रिविम सदिश विश्लेषण
ত্রয়ী শ্রেণীবিভাগ,त्रिधा वर्गीकरण
"অভিক্ষেপ, ড্রপ","प्रक्षेप, पात"
"খোঁচা, খোঁচা","प्रणोद, क्षेप"
"সময়, সময়কাল, সময়কাল","समय, काल, अवधि"
সময় অক্ষ,काल-अक्ष
কালো নির্ভরতা,कालाश्रितता
সময় নির্ভর কাঠামো সমীকরণ,कालाश्रित संरचक समीकरण
সময় নির্ভর প্রক্রিয়া,कालाश्रित प्रक्रिया
পোস্ট বন্ধ সময়,समय-निरपेक्ष पद
সময়ের ব্যবধান,काल अंतराल
সময় সিরিজ,काल श्रेणी
সময় সিরিজ বিশ্লেষণ,काल-श्रेणी विश्लेषण
সময় সিরিজ বিশ্বাস,काल श्रेणी न्यास
সময় ব্যবস্থা,कालभागी तंत्र
"toleration, toleration","सहयता, सहन"
সমর্থন ব্যবধান,सहयता अंतराल
সমতল,सहय तल
"সহনশীলতার সীমা, সহনশীলতার সীমা","सहयता सीमा, सहन सीमा"
টপোলজিকাল,सांस्थितिक
টপোলজিকাল দ্বৈততা,सांस्थितिक द्वैत
টপোলজিকাল গ্রুপ,सांस्थितिक समूह
টপোলজিকাল আইসোমরফিজম,सांस्थितिक तुल्याकारिता
টপোলজিক্যাল লিনিয়ার স্পেস,सांस्थितिक रैखिक समष्टि
টপোলজিক্যালি,सांस्थितिकतः
টপোগ্রাফিক ম্যাপিং,सांस्थितिक प्रतिचित्रण
টপোলজিকাল সম্পত্তি,सांस्थितिक गुणधर्म
টপোলজিকাল জনসংখ্যা,सांस्थितिक समष्टि
টপোলজিক্যাল ভেক্টর স্পেস,सांस्थितिक सदिश समष्टि
"টপোলজি, টপোলজি","संस्थिति-विज्ञान, सांस्थितिकी"
"খিঁচুনি, খিঁচুনি, খিঁচুনি","मरोड़, विमोटन, ऐंठन"
"বৃত্তাকার কঠিন-রিং, টরাস","वृत्तज ठोस-वलय, टोरस"
"মোট, যোগফল (s.), সমগ্র, সম্পূর্ণ (v.)","जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)"
সম্পূর্ণ ডেরিভেটিভ,संपूर्ण अवकलज
নিখুঁত পার্থক্য,संपूर्ण अवकल
সম্পূর্ণ ডিফারেনশিয়াল সমীকরণ,संपूर्ण अवकल समीकरण
পুঙ্খানুপুঙ্খ পরিদর্শন,संपूर्ण निरीक्षण
সম্পূর্ণরূপে আবদ্ধ,संपूर्णतया परिबद्ध
পুরোপুরি অর্ডার করা সেট,संपूर्णतया क्रमित समुच्चय
সম্পূর্ণ সিরিয়ালাইজেশন,संपूर्ण क्रमीकरण
"ট্রেস করা, ট্রেস করা (n.), ছিদ্র করা (n.), ট্রেস করা (v.)","अनुरेख, अनुरेखण (सं.), संछेद (सं.), अनुरेखण करना (वि.)"
ম্যাট্রিক্স ট্রেস,आव्यूह का अनुरेख
"ট্রেসিং, চিহ্নিত করা","अनुरेखण, अक्स अंकन"
নিয়ন্ত্রণ ফাংশন,विनियम फलन
"trajectory, trajectory, trajectory","प्रक्षेप-पथ, प्रपथ, संछेदी"
অতীন্দ্রিয়,अबीजीय
বীজগণিত সমীকরণ,अबीजीय समीकरण
বীজগণিতের ফাংশন,अबीजीय फलन
বীজগণিত সংখ্যা,अबीजीय संख्या
"স্থানান্তর, স্থানান্তর","स्थानांतरण, अंतरण"
ডিফারেনশিয়াল ফাংশন,अंतरित फलन
সীমিত আগমন,परिमितातीत आगमन
অসীম সংখ্যা,परिमितातीत संख्या
প্রকরণ,रूपांतर
রূপান্তর সূত্র,रूपांतरण-सूत्र
রূপান্তর ম্যাট্রিক্স,रूपांतरण आव्यूह
স্থানাঙ্কের রূপান্তর,निर्देशांकों का रूपांतरण
রূপান্তর ফাংশন,रूपांतरित फलन
রূপান্তরিত ম্যাট্রিক্স,रूपांतरित आव्यूह
শিপিং সমস্যা,पोत-परिवहन समस्या
ক্ষণস্থায়ী আচরণ,क्षणिक आचरण
ক্ষণস্থায়ী সমাধান,क्षणिक हल
সংক্রমণ,संक्रमण
রূপান্তর ম্যাট্রিক্স,संक्रमण आव्यूह
সংক্রামক,संक्रामक
রূপান্তর নিয়ম,संक्रमण-नियम
সংক্রামক সম্পর্ক,संक्रामक संबंध
সংক্রামকতা,संक्रामिता
সংক্রামক সমষ্টি,संक्रामिता-समुच्चय
স্থানান্তর,स्थानांतरण
পরিবহন খরচ,परिवहन लागत
পরিবহন সমস্যা,परिवहन समस्या
পরিবহন সময়,परिवहन काल
অ্যাক্সেস সমীকরণ,अभिगमन-समीकरण
রূপান্তরিত ম্যাট্রিক্স,परिवर्तित आव्यूह
ম্যাট্রিক্স পরিবর্তনশীল,आव्यूह-परिवर्त
স্থানান্তর,पक्षांतरण
অনুপ্রস্থ,अनुप्रस्थता
তির্যক সীমাবদ্ধতা,अनुप्रस्थता प्रतिबंध
"ট্রান্সভার্স, ট্রান্সভার্স","अनुप्रस्थ, आड़ा"
তির্যক গতি,अनुप्रस्थ गति
"trapezium, trapezium","समलंब, ट्रैपीजियम"
ট্র্যাপিজয়েড,समलंबाभ
ট্র্যাপিজিয়াম প্রিজম,समलंब-प्रिज्म
"চিকিত্সা, চিকিত্সা","प्रशोधन, उपचार"
গাছের নকশা,वृक्षारेख
"প্রবণতা, প্রবণতা","प्रवृत्ति, उपनति"
উত্থান লাইন,उपनति रेखा
বর্ধিত মান,उपनति मान
ত্রয়ী,त्रयक
"পরীক্ষা, পরীক্ষা, পরীক্ষা","जाँच, परख, अभिप्रयोग"
অভিযুক্ত ফাংশন,अभिप्रायोगिक फलन
"ত্রিভুজ, ত্রিভুজ","त्रिभुज, त्रिकोण"
ত্রিভুজ অসমতা,त्रिभुज असमिका
বেগ ত্রিভুজ,वेग-त्रिभुज
ত্রিভুজ প্রতীক,त्रिभुज-प्रतीक
ত্রিভুজ সিস্টেম,त्रिभुज पद्धति
ত্রিভুজ,त्रिभुजनीयता
"triangular, triangular, triangular","त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार"
ত্রিভুজাকার ম্যাট্রিক্স,त्रिभुजीय आव्यूह
"triangulation, triangulation","त्रिभुजन, त्रिकोणीयन"
ত্রয়ী,त्रिभाजन
ত্রিভিকর্ণি,त्रिविकर्णी
ত্রিকোণমিতিক,त्रिकोणमितीय
ত্রিকোণমিতিক বক্ররেখা,त्रिकोणमितीय वक्र
ত্রিকোণমিতিক সমীকরণ,त्रिकोणमितीय समीकरण
ত্রিকোণমিতিক ফাংশন,त्रिकोणमितीय फलन
ত্রিকোণমিতিক পরিচয়,त्रिकोणमितीय सर्वसमिका
ত্রিকোণমিতিক সিরিজ,त्रिकोणमितीय श्रेणी
ত্রিকোণমিতিক সমাধান,त्रिकोणमितीय हल
ত্রিকোণমিতিক রূপান্তর,त्रिकोणमितीय रूपांतरण
ত্রিকোণমিতি,त्रिकोणमिति
"ত্রিগুণ, ত্রিধা, ত্রি-, ত্রিশাহ, ত্রিকা, ত্রিহ","त्रिगुण, त्रिधा, त्रि-, त्रिशः, त्रिक, त्रितः"
ট্রিপল ইন্টিগ্রেশন,त्रिशः समाकलन
তিনগুণ,त्रिक
দ্বিখণ্ডিত করা,समत्रिभाजित करना
trisection,समत्रिभाजन
কোণকে দ্বিখণ্ডিত করুন,कोण का समत्रिभाजन
সূক্ষ্ম চেহারা,तच्छ रूप
অসার অবস্থান,तुच्छ संस्थिति
কর্কটক্রান্তি,कर्क-रेखा
দক্ষিণায়ণ,मकर-रेखा
ট্রপোস্ফিয়ার,क्षोभमंडल
সত্য মানে,यथार्थ माध्य
সত্য মোড,यथार्थ बहुलक
"lunagra, rundit","लूनाग्र, रुंडित"
"ছাঁটা শঙ্কু, ছাঁটা শঙ্কু","रुंडित शंकु, छिन्न शंकु"
ভাঙ্গা বিতরণ,छिन्न बंटन
ভাঙ্গা ফ্রিকোয়েন্সি বিতরণ,छिन्न बारंबारता बंटन
"ছিদ্র, incising, ঘষা, lunagravity","छेदन, छिन्नकरण, रुंडन, लूनाग्रता"
রানডাউন,रुंडन
"নির্ভুলতা, সত্যবাদিতা","यथार्थता, सत्यता"
সত্য ফাংশন,सत्यमान फलन
সঠিক তালিকা,सत्यमान सारणी
সত্যমান,सत्यमान
টি-নমুনা,t-प्रतिदर्शज
টি-পরীক্ষা,t-परीक्षण
বিরক্তি তত্ত্ব,प्रक्षोभ सिद्धांत
টার্ন পয়েন্ট,वर्तन बिंदु
"twitch, twist, twist, twist","ऐंठन, मरोड़, व्यावर्तन, ट्विस्ट"
"বাঁকানো বক্ররেখা, অপ্রতিসম বক্ররেখা","व्यावर्तित वक्र, असमतली वक्र"
দ্বিমাত্রিক,द्विविम
দ্বিমাত্রিক ক্রমাগত বিতরণ,द्विविम संतत बंटन
দ্বিমাত্রিক ভেক্টর,द्विविम सदिश
দ্বি-শ্রেণীবিভাগ,द्विवर्गीकरण
দ্বিপত্নী পরিবার,द्विप्राचन परिवार
দুই ব্যক্তির খেলা,द्विव्यक्तीय खेल
দুই ধাপ পদ্ধতি,द्विचरण विधि
দুই-ফেজ স্যাম্পলিং,द्वि-प्रावस्था प्रतिचयन
ডবল পয়েন্ট সীমা,द्विबिंदु परिसीमा प्रतिबंध
দুই-টেইলড এফ-টেস্ট,द्वि-पुच्छी F-परीक्षण
দুই পুচ্ছ স্বাভাবিক পরীক্ষা,द्वि-पुच्छी प्रसामान्य परीक्षण
টু-টেইল্ড এক্স-টেস্ট,द्वि-पुच्छी X-परीक्षण
