Hindi,Gujarati
प्राथमिक गर्त क्षेत्र,પ્રાથમિક ચાટ વિસ્તાર
मूल ग्रह,પિતૃ ગ્રહ
प्राथमिक शक्ति केबल,પ્રાથમિક પાવર કેબલ
मूल रेडार,મૂળભૂત રડાર
प्राथमिक विकिरण,પ્રાથમિક કિરણોત્સર્ગ
प्राथमिक इंद्रधनुष,પ્રાથમિક મેઘધનુષ્ય
प्राथमिक किरण,પ્રાથમિક બીમ
मुख्य अभिक्रिया,મુખ્ય પ્રતિક્રિયા
प्राथमिक पुनःक्रिस्टलन,પ્રાથમિક પુનઃસ્થાપન
प्राथमिक रिले,પ્રાથમિક રિલે
मूल स्केल,મૂળભૂત સ્કેલ
प्राथमिक प्रकीर्णन,પ્રાથમિક સ્કેટરિંગ
प्राथमिक लंघन क्षेत्र,પ્રાથમિક સ્કિપિંગ ઝોન
प्राथमिक स्पेक्ट्रम,પ્રાથમિક સ્પેક્ટ્રમ
प्राथमिक मानक,પ્રાથમિક ધોરણ
मुख्य संचय,મુખ્ય સ્ટોર
प्राथमिक प्रतिबल,પ્રાથમિક તાણ
प्राथमिक वोल्टता,પ્રાથમિક વોલ્ટેજ
प्राथमिक तरंग,પ્રાથમિક તરંગ
प्राथमिक कुंडलन,પ્રાથમિક કોઇલ
मुख्य पटलिका,મુખ્ય પ્લેટ
प्रधान फोकस,મુખ્ય ધ્યાન
मूल गति उत्पादक,મૂળ ગતિ નિર્માતા
"प्रारम्भक, प्राइमर","સ્ટાર્ટર, પ્રાઈમર"
"अभाज्य आधारक, आदिम आधारक","મુખ્ય આધાર, આદિમ આધાર"
"अभाज्य सेल, अभाज्य कोष्ठिका","પ્રાઇમ સેલ, પ્રાઇમ સેલ"
आद्य क्रोड,પ્રોટો કોર
पूर्वग समीकरण,પુરોગામી સમીકરણ
"आद्य जालक, अभाज्य जालक","મુખ્ય જાળી, મુખ્ય જાળી"
आधारी आवर्तक,આધાર આવર્તન
अभाज्य स्थानांतरण वेक्टर,પ્રાઇમ ટ્રાન્સફર વેક્ટર
"अभाज्य एकक सेल, अभाज्य एकक कोष्ठिका","પ્રાઇમ યુનિટ સેલ, પ્રાઇમ યુનિટ સેલ"
"मुख्य, प्रमुख, मूलधन","મુખ્ય, મુખ્ય, આચાર્ય"
मुख्य आपतन कोण,ઘટનાનો મુખ્ય કોણ
मुख्य अक्ष,મુખ્ય ધરી
प्रसार के मुख्य अक्ष,પ્રચારની મુખ્ય ધરી
मुख्य विकृति अक्ष,મુખ્ય વિરૂપતા અક્ષ
मुख्य प्रतिबल अक्ष,મુખ્ય તણાવ અક્ષ
मुख्याक्ष प्रमेय,મુખ્ય પ્રમેય
मुख्य दिगंश,મુખ્ય દિગંશ
मुख्य परावैद्युत अक्ष,મુખ્ય ડાઇલેક્ટ્રિક અક્ષ
मुख्य विकृति दिशा,મુખ્ય વિકૃતિ દિશા
मुख्य प्रतिबल दिशा,મુખ્ય તણાવ દિશા
मुख्य दिशा,મુખ્ય દિશા
मुख्य E-समतल,મુખ્ય ઈ-ફ્લેટ
"मुख्य ऊर्जा प्रदिश, मुख्य ऊर्जा टेन्सर","મુખ્ય ઊર્જા ક્ષેત્ર, મુખ્ય ઊર્જા ટેન્સર"
मुख्य फ़ोकस,મુખ્ય ધ્યાન
मुख्य रेखा,મુખ્ય લાઇન
मुख्य उच्चिष्ठ,મુખ્ય મહત્તમ
मुख्य महत्तम,પ્રાઇમ પ્રાઇમ
मुख्य आघूर्ण,મુખ્ય ક્ષણ
मुख्य बिंदु,મુખ્ય બિંદુ
मुख्य क्वान्टम अंक,કી ક્વોન્ટમ નંબરો
मुख्य किरण,મુખ્ય બીમ
मुख्य परिच्छेद,મુખ્ય કલમ
मुख्य श्रेणी,મુખ્ય શ્રેણી
मुख्य विकृति,મુખ્ય વિકૃતિ
मुख्य विकृति अनुपात,મુખ્ય વિકૃતિ ગુણોત્તર
मुख्य प्रतिबल,મુખ્ય તણાવ
मुख्य प्रतिबल-विकृति संबंध,મુખ્ય તણાવ-તાણ સંબંધ
मुख्य पृष्ठ,મુખ્ય પૃષ્ઠ
मुख्य संयोजकता,કી કનેક્ટિવિટી
मुख्य मान,કી મૂલ્ય
मुख्य वेग पृष्ठ,મુખ્ય વેગ પૃષ્ઠ
मुख्य दृश्य किरण,મુખ્ય દૃશ્યમાન બીમ
मुख्य तरंग,મુખ્ય તરંગ
नियम,નિયમો
स्थिरता नियम,સ્થિરતા નિયમ
सह-परिवर्तन नियम,સહ-પરિવર્તન નિયમ
द्वैत नियम,દ્વૈત નિયમ
विस्तृत संतुलन नियम,વિગતવાર સંતુલન નિયમ
समक्षमता सिद्धांत,યોગ્યતા સિદ્ધાંત
समोपस्थिति नियम,અભિગમ નિયમ
तुल्यता नियम,સમાનતાનો નિયમ
अल्पतम क्रिया नियम,ઓછામાં ઓછો ક્રિયાનો નિયમ
माख सिद्धांत,mach સિદ્ધાંત
पारस्परिकता नियम,પારસ્પરિકતાનો નિયમ
परावर्तन नियम,પ્રતિબિંબ કાયદો
वैज्ञानिक निर्धार्यता नियम,વૈજ્ઞાનિક નિશ્ચયવાદનો નિયમ
सादृश्य का नियम,સામ્યતાનો કાયદો
स्तब्ध क्रिया नियम,જડ ક્રિયા નિયમ
स्तब्ध प्रावस्था नियम,શાંત તબક્કાનો નિયમ
अध्यारोपण नियम,આરોપણ નિયમ
कल्पित वेग नियम,ધારેલ વેગ કાયદો
कल्पित कार्य नियम,અનુમાનિત નિયમો
मुद्रण स्पंद,પ્રિન્ટ પલ્સ
प्रिंट आउट प्रभाव,છાપવાની અસર
प्रिंट आउट टाइप,પ્રિન્ટ આઉટ પ્રકાર
मुद्रित परिपथ,પ્રિન્ટેડ સર્કિટ
"मुद्रित सामग्री, मुद्रित विषय वस्तु","મુદ્રિત સામગ્રી, મુદ્રિત પદાર્થ"
"छपाई, मुद्रण","પ્રિન્ટીંગ, પ્રિન્ટીંગ"
प्रिज़्म,પ્રિઝમ
प्रिज़्म क्रिया,પ્રિઝમ ક્રિયા
प्रिज़्म ऐन्टेना,પ્રિઝમ એન્ટેના
"प्रिज़्मी द्विनेत्री, प्रिज़्मी वाइनाकुलर","પ્રિઝમી બાયનોક્યુલર, પ્રિઝમી વિનોક્યુલર"
प्रिज़्म छादन,પ્રિઝમ આવરણ
प्रिज्म डाइऑप्टर,પ્રિઝમ ડાયોપ્ટર
प्रिज़्म एकवर्णित्र,પ્રિઝમ મોનોક્રોમેટર
प्रिज़्म की क्षमता,પ્રિઝમ ક્ષમતા
प्रिज़्मी स्पेक्ट्रमदर्शी,પ્રિઝમેટિક સ્પેક્ટ્રોસ્કોપ
प्रिज़्म गुनिया,પ્રિઝમ ગુનિયા
प्रिज़्म एस्ट्रोलेब (यन्त्र),પ્રિઝમ એસ્ટ્રોલેબ
प्रिज़्मीय दंड,પ્રિઝમેટિક દંડ
प्रिज़्मीय द्विनेत्री,પ્રિઝમેટિક બાયનોક્યુલર
पिज्मी त्रुटि,પિઝમી ભૂલ
प्रिज़्मीय नेत्रिका,પ્રિઝમેટિક આઈપીસ
प्रिज़्मीय सर्पण,પ્રિઝમેટિક સાપ
प्रिज़्मीय आरंभक,પ્રિઝમેટિક સ્ટાર્ટર
प्रिज़्मीय स्पेक्ट्रम,પ્રિઝમેટિક સ્પેક્ટ્રમ
प्रिज़्मी तंत्र,પ્રિઝમેટિક સિસ્ટમ
निजी लाइन,ખાનગી લાઇન
विशेषाधिकार अनुदेश,વિશેષાધિકાર સૂચના
प्रायिकतात्मक,સંભવિત
प्रायिकता आयाम,સંભાવના પરિમાણ
प्रायिकता धारा घनत्व,સંભાવના વર્તમાન ઘનતા
"परीक्षित्र, अन्वेषी शलाका",ટેસ્ટર
"एषण कुंडली, खोज कुंजली","ઈશાન કુંડલી, શોધ કુંડલી"
अन्वेषी माइक्रोफोन,તપાસ માઇક્રોફોન
"एपण नली, खोज नली","એપોન નળી, શોધ નળી"
खोज एकक,શોધ એકમ
"प्रक्रिया, कार्य-विधि","પ્રક્રિયા, પ્રક્રિયા"
प्रक्रियामूलक भाषा,પ્રક્રિયાગત ભાષા
"प्रक्रम, प्रवर्ध","પ્રક્રિયા, પ્રક્રિયા"
संसाधन कैमरा,સંસાધન કેમેરા
संसाधन ऊष्मा रिएक्टर,પ્રક્રિયા ગરમી રિએક્ટર
प्रक्रमणीयता,પ્રક્રિયાક્ષમતા
संसाधित उपात,પ્રક્રિયા કરેલ ઘટકો
संसाधित फिल्म,પ્રોસેસ્ડ ફિલ્મ
"प्रक्रमण, संसाधन","પ્રક્રિયા, પ્રક્રિયા"
प्रक्रमण-त्रुटि,પ્રક્રિયા ભૂલ
संसाधित्र,પ્રોસેસર
"उत्पाद, गुणनफल","ઉત્પાદન, ઉત્પાદન"
गुणनफल पूल,ઉત્પાદન પૂલ
गुणनफल संबंधन,ઉત્પાદન સંબંધ
गुणनफल माडुलक,ઉત્પાદન મોડ્યુલેટર
उत्पादित नाभिक,ઉત્પાદિત ન્યુક્લિયસ
उत्पाद क्वांटम लब्धि,ઉત્પાદન ક્વોન્ટમ ગેઇન
उत्पादन संक्रिया,ઉત્પાદન કામગીરી
उत्पादन प्रक्रम,ઉત્પાદન પ્રક્રિયા
उत्पादन-दर,ઉત્પાદન દર
उत्पादक रिऐक्टर,ઉત્પાદક રિએક્ટર
उत्पादक ऊर्जा,ઉત્પાદક ઊર્જા
उत्पादक उपस्कर,ઉત્પાદન સાધનો
उत्पाद प्रक्रम,ઉત્પાદન પ્રક્રિયા
उत्पादन क्षमता,ઉત્પાદન ક્ષમતા
उत्पादकता,ઉત્પાદકતા
प्रोफाइल चार्ट,પ્રોફાઇલ ચાર્ટ
"प्रोफाइल कर्षण, परिच्छेदिका कर्षण","પ્રોફાઇલ ટ્રેક્શન, વિભાગીય ટ્રેક્શન"
"चूर्णीय, रेखाकृति","પાવડરી, રેખીય"
"प्रोग्राम, कार्यक्रम, क्रमादेश","કાર્યક્રમ, કાર્યક્રમ, કાર્યક્રમ"
क्रमदेश पता गणित्र,પ્રોગ્રામ એડ્રેસ કેલ્ક્યુલેટર
क्रमादेश वि-विस्पंद,પ્રોગ્રામેબલ વિકૃતિ
क्रमादेश गणित्र,પ્રોગ્રામેબલ કેલ્ક્યુલેટર
क्रमादेश जनक,પ્રોગ્રામ જનરેટર
क्रमादेश मापी,પ્રોગ્રામેબલ
क्रमादेश जालक्रम,પ્રોગ્રામ નેટવર્ક
क्रमादेश चरण,કાર્યક્રમ પગલું
क्रमादेश स्विच,પ્રોગ્રામેબલ સ્વીચ
क्रमादेश परीक्षण काल,પ્રોગ્રામ ટેસ્ટ સમય
क्रमादेशित जाँच,પ્રોગ્રામ કરેલ ચેક
क्रमादेशक,પ્રોગ્રામર
"प्रक्रमन, प्रोग्रामन, क्रमादेशन","પ્રોગ્રામિંગ, પ્રોગ્રામિંગ, પ્રોગ્રામિંગ"
(विन्यास का) अनुक्रम,(રૂપરેખાંકનનો) ક્રમ
श्रेढ़ियों की श्रेढ़ी,પગલાંની સીડી
"प्रगामी परिवर्तन, पुरोगामी परिवर्तन","પ્રગતિશીલ પરિવર્તન, પ્રગતિશીલ પરિવર્તન"
"अनुक्रमिक क्रमवीक्षण, उत्तरोतर क्रमवीक्षण","ક્રમિક સ્કેનિંગ, ક્રમિક સ્કેનિંગ"
प्रगामी तरंग ऐन्टेना,પ્રગતિશીલ તરંગ એન્ટેના
दाबवर्धी ज्वलन,દબાણયુક્ત ઇગ્નીશન
प्रगामी तरंग,પ્રગતિશીલ તરંગ
निषिद्ध ज़ोन,પ્રતિબંધિત ઝોન
निषेध,પ્રતિબંધ
निषेधक बाधा,પ્રતિબંધક અવરોધ
प्रोइनुलेस,પ્રોન્યુલ
प्रक्षिप्त सौरप्रकाश,અંદાજિત સૌર પ્રકાશ
"प्रक्षेपी, बहिर्विष्ट","પ્રક્ષેપિત, બહાર કાઢેલું"
"चित्रदर्शी लालटेन, चित्रक्षेपी लालटेन","સચિત્ર ફાનસ, સચિત્ર ફાનસ"
प्रक्षेपी सूक्ष्मदर्शी,પ્રોજેક્ટિવ માઇક્રોસ્કોપ
प्रक्षेपी मुख,પ્રોજેક્ટિવ મોં
प्रक्षेप कक्ष,પ્રોજેક્શન રૂમ
प्रक्षेप सूक्ष्मविकिरणी चित्रण,પ્રક્ષેપણ માઇક્રોરેડિયેશન ચિત્ર
इलेक्ट्रॉन घनत्व प्रक्षेपण,ઇલેક્ટ્રોન ઘનતા પ્રક્ષેપણ
"प्रक्षेप प्रकाशिकी, प्रक्षेप प्रकाशिकीय व्यवस्था",પ્રોજેક્શન ઓપ્ટિક્સ પ્રોજેક્શન ઓપ્ટિકલ સિસ્ટમ
प्रोजेक्शन प्रिन्टर,પ્રોજેક્શન પ્રિન્ટર
प्रक्षेप स्पुलिंग कक्ष,ઇન્ટરપોલેશન સ્પૂલિંગ ચેમ્બર
प्रक्षेपण टेलीविजन,પ્રોજેક્શન ટેલિવિઝન
प्रक्षेपण नलिका,લોન્ચ ટ્યુબ
प्रक्षेपित्र,પ્રોજેક્ટર
दीर्घाक्ष क्रिस्टल,વિસ્તરેલ સ્ફટિક
प्रोमिथियम सेल,પ્રોમિથિયમ કોષ
अन्वेषी माइक्रोफ़ोन,તપાસ માઇક્રોફોન
प्रोन्नत इलेक्ट्रॉन,પ્રમોટેડ ઇલેક્ટ્રોન
वर्धित मिश्रण,ઉન્નત મિશ્રણ
तात्कालिक न्यूट्रॉन,તાત્કાલિક ન્યુટ્રોન
भुजा,હાથ
एककेन्द्री लीक,મોનોસેન્ટ્રિક લીક
प्रमुख ककुद,મુખ્ય કાકડી
प्रमाणक प्रतिस्थितित्व,અધિકૃતતા સ્થિતિ
प्रमाणक प्रतिबल,માન્યકર્તા તણાવ
संचारित त्रुटि,ટ્રાન્સમિટ ભૂલ
"संचरण, प्रवर्धन, प्रचारण","ટ્રાન્સમિશન, એમ્પ્લીફિકેશન, પ્રચાર"
संचरण असंगतियाँ,ટ્રાન્સમિશન અસંગતતા
"संचरणांक, संचरण नियतांक","ટ્રાન્સમિશન સતત, ટ્રાન્સમિશન સતત"
संरचरण-संख्या,ટ્રાન્સમિશન નંબર
त्रुटि संचरण,ભૂલ ટ્રાન્સમિશન
प्रकाश-संचरण,પ્રકાશ ટ્રાન્સમિશન
ध्वनि संचरण,ધ્વનિ પ્રસારણ
संचरण अभिक्रिया,ટ્રાન્સમિશન પ્રતિક્રિયા
संचरण सदिश,ટ્રાન્સમિશન વેક્ટર
संचरण वेग,ટ્રાન્સમિશન વેગ
प्रोपेन बुद्बुद् कोष्ठ,પ્રોપેન બબલ ચેમ્બર
नोदक अपघर्षण,પ્રોપેલન્ટ ઘર્ષણ
नोदक विस्फोटक,પ્રોપેલન્ટ વિસ્ફોટક
नोदक द्रव्यमान,પ્રોપેલન્ટ માસ
नोदक द्रव्य प्रवाह,પ્રોપેલન્ટ પ્રવાહ
नोदक द्रव्य अनुपात,પ્રોપેલન્ટ રેશિયો
नोदक,પ્રોપેલન્ટ
नोदक गुहिकायन,પ્રોપેલન્ટ પોલાણ
नोदक मंडलक,પ્રોપેલર બોર્ડ
नोदक दक्षता,પ્રોપેલન્ટ કાર્યક્ષમતા
नोदक आघात,પ્રોપેલન્ટ આંચકો
उचित आवेश घनत्व,યોગ્ય ચાર્જ ઘનતા
उचित द्विअपवर्तन,યોગ્ય રીફ્રેક્શન
उचित ऊर्जा,યોગ્ય ઊર્જા
उचित ऐन्ट्रॉपी,યોગ્ય એન્ટ્રોપી
उचित फ़्युज़ फलन,યોગ્ય ફ્યુઝ કાર્ય
उचित स्थूल घनत्व,યોગ્ય જથ્થાબંધ ઘનતા
उचित द्रव्यात्मक घनत्व,યોગ્ય સામૂહિક ઘનતા
"उचित मान, आइगन मान","યોગ્ય મૂલ્ય, ઇજન મૂલ્ય"
उचित सदिश,યોગ્ય વેક્ટર
उचित आयतन,યોગ્ય વોલ્યુમ
द्रव्य का गुणधर्म,પદાર્થના ગુણધર્મો
"गुण, गुणधर्म","ગુણધર્મો, ગુણધર્મો"
संरक्षण गुणधर्म,રક્ષણ મિલકત
"समानुपात, अनुपात, भाग","પ્રમાણ, પ્રમાણ, ભાગ"
"समानुपातिक, आनुपातिक","પ્રમાણસર, પ્રમાણસર"
आनुपातिक बैंड,પ્રમાણસર બેન્ડ
अनुपातिक गणित्र,પ્રમાણસર કેલ્ક્યુલેટર
आनुपातिक प्रत्यास्थ सीमा,પ્રમાણસર સ્થિતિસ્થાપક મર્યાદા
अनुपातक रिऐक्टर,ગુણોત્તર રિએક્ટર
नोदन,પ્રોપલ્શન
नोदन रिऐक्टर,પ્રોપલ્શન રિએક્ટર
नोदन स्पेक्ट्रम,પ્રોપલ્શન સ્પેક્ટ્રમ
नोदन निकाय,પ્રોપલ્શન બોડી
नोदन आशय,પ્રોપલ્શન હેતુ
नोदक बल,પ્રેરક બળ
परख चिह्न,પરીક્ષણ ચિહ્ન
पूर्वेक्षण,સંભાવના
पूर्वेक्षण गुरूत्वमापी,પ્રોસ્પેક્ટીંગ ગ્રેવીમીટર
पूर्वेक्षक,પ્રોસ્પેક્ટર
सुरक्षा सर्वेक्षण,સલામતી સર્વેક્ષણ
रक्षी परिधान,રક્ષણાત્મક કપડાં
रक्षी आलेप,રક્ષા એલેપ
रक्षी युक्ति,રક્ષણાત્મક ઉપકરણ
रक्षी भूसंपर्कन,રક્ષણાત્મક અર્થિંગ
संरक्षी साम्य,રક્ષણાત્મક ઇક્વિટી
रक्षक अवरोध,રક્ષક અવરોધ
रक्षक अंतराल,રક્ષક ગેપ
रक्षक नलिका,રક્ષક નળી
रक्षकदर्शी,ચોકીદાર
प्रोटॉन दाता,પ્રોટોન દાતા
प्रोटोएक्टिनाइड,પ્રોટોએક્ટિનાઇડ
प्रोटोऐक्टिनियम,પ્રોટોએક્ટિનિયમ
"प्रोटॉन दाता, आद्यजनिक","પ્રોટોન દાતા, આદિમ"
प्रोटॉन,પ્રોટોન
प्रोटॉन ग्राही,પ્રોટોન રીસીવર
प्रोटॉन प्रग्रहण,પ્રોટોન કેપ્ચર
प्रोटॉन विघटन,પ્રોટોન વિયોજન
प्रोटॉन रैखिक त्वरित्र,પ્રોટોન રેખીય પ્રવેગક
प्रोटॉन चुंबकत्वमीपी,પ્રોટોન મેગ્નેટોમીટર
प्रोटॉन सूक्ष्मदर्शी,પ્રોટોન માઇક્રોસ્કોપ
प्रोटॉन आघूर्ण,પ્રોટોન ક્ષણ
प्रोटॉन न्यूट्रॉन विनिमय,પ્રોટોન ન્યુટ્રોન વિનિમય
प्रोटॉन परास,પ્રોટોન શ્રેણી
प्रोटॉन प्रतिक्षेप संसूचक,પ્રોટોન બાઉન્સ ડિટેક્ટર
प्रोटॉन अनुनाद,પ્રોટોન રેઝોનન્સ
प्रोटॉन अनुनादी तकनीक,પ્રોટોન રેઝોનન્સ ટેકનોલોજી
अधिक प्रोटॉनी,વધુ પ્રોટોની
प्रोटॉन प्रतिक्षेप अनुपाती गणित्र,પ્રોટોન રીબાઉન્ડ રેશિયો કેલ્ક્યુલેટર
प्रोटॉन प्रकीर्णन,પ્રોટોન સ્કેટરિંગ
प्रोटॉन संचयन वलय,પ્રોટોન સ્ટોરેજ રીંગ
प्रोटॉन सिंक्रोट्रॉन,પ્રોટોન સિંક્રોટ્રોન
प्रोटॉनी देहली,પ્રોટોન દેહલી
प्रोटॉन-प्रोटॉन प्रतिक्रिया,પ્રોટોન-પ્રોટોન પ્રતિક્રિયા
प्रोटॉन-प्रोटॉन कूप,પ્રોટોન-પ્રોટોન ફોલિકલ
प्रोटोनियम,પ્રોટોનિયમ
आदिप्ररूप उपकरण,પ્રોટોટાઇપ ઉપકરણ
आदिप्ररूप निदर्श,પ્રોટોટાઇપ મોડેલ
कालव्याक्षेप,ટૂંકાક્ષર
रक्षी रिले,રક્ષણાત્મક રિલે
सामीप्य अभिगृहीत,સંલગ્ન સ્વયંસિદ્ધ
सामीप्य संसूचक,નિકટતા શોધક
सामीप्य विमा,નિકટતા વીમો
"सामीप्य प्रभाव, सान्निध्य प्रभाव","નિકટતા અસર, નિકટતા અસર"
सामीप्य मापी,નિકટતા માપક
सामीप्य प्रमेय,નિકટતા પ્રમેય
पुरस्सरण वेग,પ્રવેગક વેગ
सुतथ्य तलेक्षण,સચોટ અવલોકન
प्रारंभिक डिजायन,પ્રારંભિક ડિઝાઇન
प्रस्तुतीकरण,પ્રસ્તુતિ
"छद्म स्केलर, छद्म अदिश","સ્યુડો સ્કેલર, સ્યુડો સ્કેલર"
छद्म प्रदिश,સ્યુડો-પ્રદેશ
गुरूत्वकल्प क्षेत्र,ગુરુત્વાકર્ષણ ક્ષેત્ર
छद्म अणु,સ્યુડો પરમાણુ
"छद्म वेक्टर, छद्म सदिश",સ્યુડો વેક્ટર સ્યુડો વેક્ટર
छद्म सदिश युग्मन,સ્યુડો વેક્ટર કપ્લીંગ
छद्म एडियाबेट,સ્યુડો adiabet
छद्म कूट,સ્યુડો કોડ
छद्मक्रिस्टल,સ્યુડોક્રિસ્ટલ
छद्मक्रिस्टली,સ્યુડોક્રિસ્ટલ
"छद्म रूप, आभासी रूप","વેશપલટો, વર્ચ્યુઅલ સ્વરૂપ"
छद्म षट्कोणीय कोष्ठिका,સ્યુડો હેક્સાગોનલ સેલ
छद्म क्रमादेश,સ્યુડો પ્રોગ્રામ
छद्म अदिश युग्मन,સ્યુડો-સ્કેલર કપ્લીંગ
छद्म अदिश क्षेत्र,સ્યુડો-સ્કેલર ક્ષેત્ર
छद्म-अदिश मेसॉन,સ્યુડો-સ્કેલર મેસન
छद्म-अदिश कण,સ્યુડો-સ્કેલર કણ
"विपरीत दर्शी, स्यूडोस्कोप","વિપરીત, સ્યુડોસ્કોપ"
"स्यूडोस्कोपी स्विच, विपरीत दर्शी स्विच","સ્યુડોસ્કોપિક સ્વિચ, કોન્ટ્રાસ્ટ સ્વિચ"
छद्म सदिश क्षेत्र,સ્યુડો વેક્ટર ક્ષેત્ર
छद्म-सदिश मेसॉन,સ્યુડો-વેક્ટર મેસન
"साइ फलन (Ψ) फलन, साई फंक्शन, (Ψ) फंक्शन","psi ફંક્શન (Ψ) ફંક્શન, psi ફંક્શન, (Ψ) ફંક્શન"
साइक्रोमैटिक,સાયકોક્રોમેટિક
साइक्रोमैटिक अनुपात,સાયકોક્રોમેટિક રેશિયો
साइक्रोमीट्रिक वोल्टता,સાયકોમેટ્રિક વોલ્ટેજ
ध्वनि प्रवर्धक यंत्रावली,ધ્વનિ એમ્પ્લીફાયર
"फूत्कार, फुलबड़ी","ફ્લુફ, ફ્લુફ"
संवेग का झोंका,આવેગનો ઝાપટો
शुद्ध घूर्णन स्पेक्ट्रम,શુદ્ધ ફરતું સ્પેક્ટ્રમ
"पुलफ्रिच अपवर्तनांकमापी, फिलफ्रिच रिफ्रैक्टोमीटर","પલ્ફ્રિચ રીફ્રેક્ટિવ ઇન્ડેક્સ, ફિલફ્રીચ રીફ્રેક્ટોમીટર"
"अभिकर्ष, अभिकर्षण, अपकर्ष, छाप, पुल","ખેંચો, ખેંચો, ખેંચો, ચિહ્નિત કરો, પુલ"
अभिकर्षण विधि,ટ્રેક્શન પદ્ધતિ
अभिकर्ष सामर्थ्य,શક્તિ દોરો
"पुली, घिरनी, कप्पी","ગરગડી, ગરગડી, ટોપી"
"चित्रांश विस्तारण, तुल्यकालन क्षति, अभिकर्षण","ઇમેજ એક્સ્ટેંશન, સિંક્રનાઇઝેશન નુકશાન, ટ્રેક્શન"
स्पंदनत्व,ધબકારા
स्पंदमान धारा,ધબકતો પ્રવાહ
स्पंदमान विद्युत् वाहक बल,ધબકતું ઇલેક્ટ્રોમોટિવ બળ
स्पंदमान उद्भार,ધબકતું ઉછાળો
स्पंदमान कला,લહેરાતી કલા
स्पंदमान आघूर्ण,પલ્સ ક્ષણ
स्पंदमान गोला,ધબકતો બોલ
स्पंदमान आभासी कैथोड,ધબકતું વર્ચ્યુઅલ કેથોડ
स्पंदनत्व,ધબકારા
स्पंदमान,નાડી
स्पंदी दोलन,પલ્સ ઓસિલેશન
"दाल, स्पंद","કઠોળ, કઠોળ"
स्पंद प्रवर्धक,પલ્સ એમ્પ્લીફાયર
स्पंद आयाम माडुलन,પલ્સ કંપનવિસ્તાર મોડ્યુલેશન
स्पंद परिपथ,પલ્સ સર્કિટ
स्पंद कोड,પલ્સ કોડ
स्पंद कोड मॉडुलन (पी. सी. एम.),પલ્સ કોડ મોડ્યુલેશન (PCM)
स्पंद कोडक,પલ્સ કોડક
स्पंद कोडन,પલ્સ કોડિંગ
स्पंद संशोधक,પલ્સ મોડિફાયર
स्पंद क्षय काल,પલ્સ સડો સમય
स्पंद विकोडित्र,પલ્સ ડીકોડર
स्पंद डॉप्लर (तंत्र),પલ્સ ડોપ્લર (મિકેનિઝમ)
स्पंद शीर्षनमन,પલ્સ હેડિંગ
स्पंद अवधि,પલ્સ અવધિ
स्पंद अवधि अनुपात,પલ્સ અવધિ ગુણોત્તર
स्पंद अवधि अनुपात,પલ્સ અવધિ ગુણોત્તર
स्पंद E.H.T. जनित्र,પલ્સ EHT જનરેટર
स्पंद आकृति रचक,પલ્સ શેપર
स्पंद जनक लाइन,પલ્સ જનરેટર લાઇન
स्पंद जनक जाल,પલ્સ જનરેટર
स्पंद पुनरावर्तन दर,પલ્સ પુનરાવર્તન દર
स्पंद आवृत्ति माडुलन,પલ્સ ફ્રીક્વન્સી મોડ્યુલેશન
स्पंद जनित्र,પલ્સ જનરેટર
स्पंद उच्चता विश्लेषित्र,પલ્સ લાઉડનેસ વિશ્લેષક
स्पंद ऊंचाई विविक्तीकरण,પલ્સ ઊંચાઈ તફાવત
स्पंद उच्चता विवेचक,પલ્સ હાઇનેસ ડિટેક્ટર
स्पंद उच्चता समंजन,પલ્સ ઊંચાઈ ગોઠવણ
स्पंद अन्तराल,પલ્સ અંતરાલ
स्पंद आयन कोष्ठ,પલ્સ આયન કોષ
स्पंद जेट,પલ્સ જેટ
स्पंद जिटर,પલ્સ જીટર
स्पंद सीमक दर,પલ્સ લિમિટર રેટ
स्पंद मिश्रण,કઠોળ મિશ્રણ
स्पंद विधा,પલ્સ મોડ
"स्पंद मोडित्र, स्पंद विधायक","સ્પંદ મોદીત્રા, સ્પંદ ધારાસભ્ય"
स्पंदी मॉडुलन,પલ્સ મોડ્યુલેશન
स्पंद मॉडुलक रेडार,પલ્સ મોડ્યુલેટર રડાર
स्पंद बहुसंकेतन,પલ્સ મલ્ટિપ્લેક્સીંગ
स्पंद पैकेट,પલ્સ પેકેટ
स्पंद शिखर मॉडुलन,પલ્સ પીક મોડ્યુલેશન
स्पंद अतिव्यापन,પલ્સ ઓવરલેપ
स्पंद स्थिति मॉडुलन,પલ્સ પોઝિશન મોડ્યુલેશન
स्पंद रेडार,પલ્સ રડાર
"नाड़ी दर, स्पंद दर","પલ્સ રેટ, પલ્સ રેટ"
स्पंद पुनरावर्तन दर,પલ્સ પુનરાવર્તન દર
स्पंद पुनरावर्तन दर,પલ્સ પુનરાવર્તન દર
स्पंद विभेदन,પલ્સ રિઝોલ્યુશન
स्पंद उत्कर्ष काल,પલ્સ પીક સમય
स्पंद वरक,નાડી વરક
"स्पंद आकार, स्पंद रूप","પલ્સ શેપ, પલ્સ ફોર્મ"
स्पंद रूपक,નાડી રૂપક
स्पंद अंतराल,પલ્સ અંતરાલ
स्पंद स्पेक्ट्रम,પલ્સ સ્પેક્ટ્રમ
स्पंद शूल,પલ્સ કોલિક
स्पंद विस्तारक,પલ્સ એક્સપાન્ડર
स्पंद विस्तारण,પલ્સ એક્સ્ટેંશન
स्पंद स्विच,પલ્સ સ્વીચ
