English,Assamese
Photo,"ফটো-, ভা-, পোহৰ"
Photo active,পোহৰ সক্ৰিয় কৰা হৈছে
Photo cell,"ফটো চেল, পোহৰ কোষ"
Photo conducting cell,আলোকপৰিবাহী কোষ
Photo dosimetry,পোহৰৰ পৰিমাণ নিৰ্ণয়
Photo effect,ফ&#39;টন প্ৰভাৱ
Photo electret,ফটো electret
Photo electron,"ফ’টনৰ ইলেক্ট্ৰন, আলোকীয় ইলেক্ট্ৰন"
Photo emitter,আলোকবিদ্যুৎ নিৰ্গমনকাৰী
Photo enlarger,ফটো এনহান্সাৰ
Photo ferroelectric effect,আলোকবিদ্যুৎ প্ৰভাৱ
Photo fission,ফটোনেজ খণ্ডিতকৰণ
Photo heliograph,"ফটো হেলিঅ&#39;গ্ৰাফ, সৌৰ ফটোস্ফিয়াৰ"
Photo induced reaction,ফ’টন প্ৰৰোচিত বিক্ৰিয়া
Photo junction battery,লাইট জংচন বেটাৰী
Photo luminiscence,পোহৰৰ গ্লো
Photo magnetoelectric effect,আলোকচুম্বকীয় বৈদ্যুতিক প্ৰভাৱ
Photo nuclear effect,ফটোনিউক্লিয়াৰ ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
Photo thermoelasticity,পোহৰৰ তাপ-ইলাষ্টিকতা
Photo tube,ফটোইলেক্ট্ৰন টিউব
Photo viscoelasticity,পোহৰৰ আঠালতীয়াতা
Photo-actinic ray,"আলোকসক্ৰিয় ৰশ্মি, সালোক সংশ্লেষণ"
Photo-conductive cell,আলোকপৰিবাহী কোষ
Photo-disntegration (=photo nuclear reaction),"ফ’টনৰ পচন, ফ’টনৰ পাৰমাণৱিক বিক্ৰিয়া"
Photo-electric emission,আলোকবিদ্যুৎ নিৰ্গমন
Photo-electric exposure meter,"ফটোইলেক্ট্ৰিক এক্সপোজাৰ মিটাৰ, ফটোইলেক্ট্ৰিক এক্সপোজাৰ মিটাৰ"
Photo-electric ion,আলোকবৈদ্যুতিক আয়ন
Photo-electric threshold,ফটোইলেক্ট্ৰিক চিল
Photo-electric yield,আলোকবিদ্যুৎ শক্তি উৎপাদন আলোকবিদ্যুৎ শক্তি উৎপাদন
Photo-emission,পোহৰৰ ইলেক্ট্ৰন নিৰ্গমন
Photo-energy,পোহৰ শক্তি
Photo-excitation,আলোকীয় উদ্দীপনা
Photo-meson,photonj ৰাজমিস্ত্ৰী
Photo-reaction,"ফ&#39;টন বিক্ৰিয়া, পোহৰ বিক্ৰিয়া"
Photo-sensitivity,"আলোক সংবেদনশীল, আলোক সংবেদনশীল"
Photoacoustic,ফটোএকাউষ্টিক
Photoacoustic spectroscopy,ফটোএকষ্টিক স্পেকট্ৰস্কপি
Photoamplifier (=photomultiplier),ফটোইলেক্ট্ৰন এম্প্লিফায়াৰ
Photocathode,অপটিকেল কেথ&#39;ড
Photochemical,আলোকাসায়নিক
Photochemical effect,আলোকাসায়নিক প্ৰভাৱ
Photochemical excitation,আলোকাসায়নিক উদ্দীপনা
Photochemical induction,আলোকাসায়নিক প্ৰৰোচনা
Photochemical sensitiser,"ফটোকেমিকেল ছাচেপ্টৰ, ফটোকেমিকেল চেনিটাইজাৰ"
Photochemical sensitivity,আলোকাসায়নিক সংবেদনশীলতা
Photoconduction diode,পোহৰ পৰিবাহী ডাইঅ&#39;ড
Photoconductive rersponse,পোহৰ পৰিবাহী প্ৰতিক্ৰিয়া
Photoconductive switch,পোহৰ পৰিবাহী চুইচ
Photoconductivity,আলোকীয় পৰিবাহীতা
Photocopy,ফটোকপি
Photocopying,ফটো কপি
Photocurrent,আলোকবিদ্যুৎ প্ৰবাহ
Photocurrent coefficient,"ফটোইলেক্ট্ৰিক কাৰেণ্ট সহগ, ফ’টন কাৰেণ্ট সহগ"
Photodichroic material,আলোকজৈৱিক পদাৰ্থ
Photodiode,"ফটোডাইঅ&#39;ড, ফটোকণ্ডাক্টিং ডাইঅ&#39;ড"
Photoelasticity,পোহৰৰ স্থিতিস্থাপকতা
Photoelectric,"আলোকবিদ্যুৎ, আলোকবিদ্যুৎ"
Photoelectric absorption,আলোকবিদ্যুৎ শোষণ
Photoelectric cell,আলোকবিদ্যুৎ কোষ
Photoelectric constant,আলোকবৈদ্যুতিক ধ্ৰুৱক
Photoelectric cross-section,ফ&#39;টন ইলেক্ট্ৰনিক ৰেঞ্জ
Photoelectric effect,আলোকবিদ্যুৎ প্ৰভাৱ
Photoelectric fatigue,আলোকবিদ্যুৎ ক্লান্তি
Photoelectric method,আলোকবিদ্যুৎ পদ্ধতি
Photoelectric photometer,ফটোইলেক্ট্ৰিক ফটোমিটাৰ
Photoelectric polarimeter,ফটোইলেক্ট্ৰিক মেৰুমাপক
Photoelectric sensitivity,আলোকবিদ্যুৎ সংবেদনশীলতা
Photoelectric timer,ফটোইলেক্ট্ৰিক ঘড়ী
Photoelectrical response,আলোকবিদ্যুৎ সঁহাৰি
Photoelectricity,ফটোইলেক্ট্ৰিক
Photoemissive cell,পোহৰ ইলেক্ট্ৰন নিৰ্গমনকাৰী
Photoemissive effect,পোহৰ ইলেক্ট্ৰন নিৰ্গমন প্ৰভাৱ
Photogenic,"ফটোগ্ৰাফিক, আলোক সংবেদনশীল"
Photogrammetry,ফটোগ্ৰামেট্ৰি
Photograph,ফটোগ্ৰাফ
Photographic,ফটোগ্ৰাফিক
Photographic activity,ফটোগ্ৰাফিক কাৰ্য্যকলাপ
Photographic density,ফটোগ্ৰাফিক ঘনত্ব
Photographic developer,ফটো ডেভেলপাৰ
Photographic device,ফটো চিত্ৰণ ডিভাইচ
Photographic effect,ফটোগ্ৰাফিক ইফেক্ট
Photographic emulsion,ফটোগ্ৰাফিক ইমালচন
Photographic enlarging,ফটোগ্ৰাফিক বৃদ্ধি
Photographic exposure,"ফটোগ্ৰাফিক কভাৰ, ফটোগ্ৰাফিক কভাৰ"
Photographic exposure meter,ফটোগ্ৰাফিক ফটোমিটাৰ
Photographic film,ফটোগ্ৰাফিক ফিল্ম
Photographic film leader,ফটোগ্ৰাফিক ফিল্ম agar
Photographic fixing process,"ফটোগ্ৰাফিক ফিক্সেচন প্ৰক্ৰিয়া, ফটোগ্ৰাফিক ফিক্সেচন প্ৰক্ৰিয়া"
Photographic flight,ফটোগ্ৰাফিক উৰণ
Photographic fog density,ফটোগ্ৰাফিক কুঁৱলীৰ ঘনত্ব
Photographic gap,ফটোৰ ব্যৱধান
Photographic image,ফটোগ্ৰাফিক ইমেজ
Photographic magnitude,ফটোগ্ৰাফিক ট্ৰেণ্ড
Photographic method,ফটোগ্ৰাফিক পদ্ধতি
Photographic negative materials,ফটোগ্ৰাফিক নেতিবাচক বিষয়
Photographic operation,ফটোগ্ৰাফিক অপাৰেচন
Photographic paper recorders,ফটোগ্ৰাফিক পেপাৰ আৰ্কাইভাৰ
Photographic photometry,ফটোগ্ৰাফিক ফটোমেট্ৰি
Photographic plate,ফটো প্লেট
Photographic print,ফটোগ্ৰাফিক প্ৰিন্ট
Photographic radar record,ফটোগ্ৰাফিক ৰাডাৰ ৰেকৰ্ড
Photographic speed,ফটোগ্ৰাফিক চোকাতা
Photographic telescope,"ফটোগ্ৰাফিক টেলিস্কোপ, ফটোগ্ৰাফিক টেলিস্কোপ"
Photographic traces,ফটোগ্ৰাফিক ৰেকৰ্ড
Photographic zenith tube,ফটোগ্ৰাফিক মেৰিডিয়ান টিউব
Photographic zenith tube,পৰ্টোগ্ৰাফিক মেৰিডিয়ান টিউব
Photography,"ফটোগ্ৰাফী, ফটোগ্ৰাফী"
Photoionization,আলোকীয় আয়নীয়কৰণ
Photoisland grid,পোহৰৰ মুক্তিৰ ফলক
Photology,"ফটোলজি, ইমেজঅপ্টিক্স"
Photolysed nuclei,আলোক সংবেদনশীল নিউক্লিয়াছ
Photomagnetic effect,ফ&#39;টন চুম্বকীয় প্ৰভাৱ
Photometer,"ফটোমিটাৰ, ফটোমিটাৰ"
Photometer bench,ফটোমিটাৰ বেঞ্চ
Photometer trace method,ফটোমিটাৰ ট্ৰেচিং পদ্ধতি
Photometric,"ফটোমেট্ৰিক, ফটোমেট্ৰিক"
Photometric brightness,ফটোমেট্ৰিক উজ্জ্বলতা
Photometric standard,ফটোমেট্ৰিক মানদণ্ড
Photometric surface,ফটোমেট্ৰিক পৃষ্ঠা
Photometric unit,ফটোমেট্ৰিক একক
Photometry,ফটোমেট্ৰি
Photomicrograph,ফটোমাইক্ৰ&#39;গ্ৰাফ
Photomultiplier (=photo-amplifier),ফটোইলেক্ট্ৰন এম্প্লিফায়াৰ
Photomultiplier output,লাইট ইলেক্ট্ৰন এনহান্সাৰ প্ৰডাক্ট
Photomultiplier tube,ফটোইলেক্ট্ৰনিক সমৃদ্ধি নলী
Photon,ফ&#39;টন
Photon emission spectrum,ফ&#39;টন নিৰ্গমন বৰ্ণালী
Photon flux,ফ&#39;টন প্ৰবাহ
Photon gas,ফ&#39;টন গেছ
Photon microscope,ফ&#39;টন মাইক্ৰস্কোপ
Photon theory,পটন নীতি
Photon wave,ফ&#39;টন তৰংগ
Photonegative,পোহৰ ঋণাত্মক
Photonegative specimen,ফটোঋণাত্মক আৰ্হি
Photoneutron,ফটোঞ্জ নিউট্ৰন
Photonic,ফটোনি
Photonuclear process,ফটো নিউক্লিয়াৰ প্ৰক্ৰিয়া
Photonuclear reaction,ফটো নিউক্লিয়াৰ বিক্ৰিয়া
Photophone,ফটোফোন
Photopositive,ফটোপজিটিভ
Photopositive specimen,ফটোধনাত্মক আৰ্হি
Photoproton,ফটোঞ্জ প্ৰ&#39;টন
Photoptic vision,অপটিকেল ভিজন
Photoquenching,পোহৰ নিৰ্বাপন কৰা
Photoreconnaissance,অপটিকেল পেট্ৰ&#39;ল
Photorecording,লিটাৰ্জিকেল ৰেকৰ্ডিং
Photosensitive,"আলোক সংবেদনশীল, আলোক সংবেদনশীল"
Photosensitive cell,আলোক সংবেদনশীল কোষ
Photosensitive element,আলোক সংবেদনশীল উপাদান
Photosensitive surface,আলোক সংবেদনশীল পৃষ্ঠা
Photosphere,পোহৰৰ বৃত্ত
Photostage,পোহৰৰ অৱস্থা
Photostat,ফটোষ্টেট
Photostat laboratory,ফটোষ্টেট লেব
Photoswitch,ফটোছুইচ
Phototelegraphy,"টেলিগ্ৰাফ ট্ৰেন্সমিছন, ৰেডিঅ&#39; ইমেজ ট্ৰেন্সমিছন, টেলিফটো ট্ৰেন্সমিছন"
Phototelephony,ছবিটেলিফোনি
Phototheodolite,ফটোথিওডলাইট
Phototimer,অপটিকেল ঘড়ী
Phototransistor,পোহৰৰ ট্ৰেঞ্জিষ্টৰ
Phototraopism,ফটোট্ৰপিজম
Phototropic,আলোক সংবেদনশীল
Photovoltaic,ফটোভল্টিক
Photovoltaic cell,ফটোভল্টিক কোষ
Photovoltaic effect,ফটোভল্টিক প্ৰভাৱ
Photronic cell,ফটোনিক কোষ
Physical,"শাৰীৰিক, প্ৰাকৃতিক"
Physical atomic veight scale,ভৌতিক পাৰমাণৱিক স্কেল
Physical balance,শাৰীৰিক ভাৰসাম্যতা
Physical independence,বস্তুগত হতাশা
Physical mass unit,ভৌতিক ভৰ একক
Physical optics,ভৌতিক অপটিক্স
Physical picture,ভৌতিক ছবি
Physical process,ভৌতিক প্ৰক্ৰিয়া
Physical productivity,বস্তুনিষ্ঠ উৎপাদনশীলতা
Physical properties,ভৌতিক ধৰ্ম ভৌতিক ধৰ্ম
Physical quantity,ভৌতিক পৰিমাণ
Physical Roentgen equivalent,ভৌতিক roentgen সমতুল্য
Physical sciences,পদাৰ্থ বিজ্ঞান
Physical simulation,"ভৌতিক অনুকৰণ, ভৌতিক অনুকৰণ"
Physicist,পদাৰ্থবিজ্ঞানী
Physico-chemical,ভৌতিক ৰাসায়নিক
Physico-chemical equilibrium,ভৌতিক ৰাসায়নিক ভাৰসাম্য
Physico-chemical method,ভৌতিক ৰাসায়নিক পদ্ধতি
Physico-chemical reaction,ভৌতিক ৰাসায়নিক বিক্ৰিয়া
Physics,"পদাৰ্থ বিজ্ঞান, পদাৰ্থ বিজ্ঞান"
Physiographical evolution,ভূ-ৰূপগত বিকাশ
Physiotherapy,শাৰীৰিক চিকিৎসা
Pi π meson,"মেছন, পাই মেছন"
Piano,পিয়ানোটো
Pick up-velocity (=scanning speed),স্কেনিং move
Pick-ip proess,লেভি প্ৰক্ৰিয়া
Pick-up,"পিক-আপ, পিক-আপ"
Pick-up head,পিক-আপ টপ
Pick-up spectral,পিক-আপ বৰ্ণালীমাপক
Pickup voltage,"পিক-আপ ভল্টেজ, ৰিচিভাৰ ভল্টেজ"
Picoampere,Picoampere (ইউনিট)
Picofarad,পিকোফাৰাড
Picolo,piccolo
Picosecond,পিকোছেকেণ্ড
Picowatt,পিকো ৱাট
Pictrue white,ছবি বগা
Picture,ছৱি
Picture black,ছবি কৃষ্ণ
Picture brightness,ফটো-লুমিনোচিটি
Picture carrier,ছবি বাহক
Picture compression,pictogram সংকোচন
Picture contol points,ফটো নিয়ন্ত্ৰণ বিন্দু
Picture control coil (=frame coil),"নিয়ন্ত্ৰণ কইল, ফ্ৰেম কইল"
Picture detail,ছবিৰ বিৱৰণ
Picture element,ছবি সংখ্যালঘু
Picture field,চিত্ৰণ এলেকা
Picture frequency,ছবিৰ কম্পাঙ্ক
Picture inversion,ছবি ওলোটা
Picture lock,ছবি নিযুক্তি
Picture phone,ছবি ফোন
Picture rotate control (=turn pictuer control),ছবি ঘূৰণ নিয়ন্ত্ৰণ
Picture signal,ছবি সংকেত
Picture signal amplitude,ছবি সংকেতৰ প্ৰসাৰণ
Picture size,ছবিৰ আকাৰ
Picture synchronization (=frame synchronization),"ছবি সমন্বয়, ফ্ৰেম সমন্বয়"
Picture synthesis,সালোক সংশ্লেষণ
Picture transmission (=image transmission),ছবিৰ সংক্ৰমণ
Picture transmitter (=video transmitter),"ছবি ট্ৰেন্সমিটাৰ, ভিডিঅ&#39; ট্ৰেন্সমিটাৰ"
Picture tube (=kinescope),"ছবিৰ নলী, কাইনেস্কোপ"
Picture tube brightner,ফটো টিউব প্ৰজেক্টৰ
Pie (π) mode,pi (π) ধৰণ
Pie (π) network,pi (π) ফান্দ
Pie winding,পাই কুৱেঞ্চিং
Pierce circuit,বিন্ধি বৰ্তনী
Piezocrystallization,চাপৰ স্ফটিকীয়কৰণ
Piezoelectric crystal,চাপ বৈদ্যুতিক স্ফটিক
Piezoelectric effect,চাপৰ বৈদ্যুতিক প্ৰভাৱ
Piezoelectric medium,চাপযুক্ত মাধ্যম
Piezoelectric pick up,চাপ বৈদ্যুতিক পিকআপ
Piezoelectric quartz vibrator,"প্ৰেচাৰ ইলেক্ট্ৰিক ক্রিষ্টাল ভাইব্ৰেটৰ, চাপ ইলেক্ট্ৰিক কোৱাৰ্টছ ভাইব্ৰেটৰ"
Piezoelectric tensor,ইলেক্ট্ৰষ্টেটিক ফিল্ড
Piezoelectricity,চাপ বৈদ্যুতিক
Piezoelectrics,বিদ্যুৎচুম্বকত্ব
Piezomagnetism,চাপৰ চুম্বকত্ব
Piezometer,manometer
Piezometer tube,বেৰ&#39;মিটাৰ
Piezooid,pizzoid
Piezotropy,পাইজোট্ৰপি
Pigtail splice,পিগটেইল ব্ৰেইড
Pile,"উত্তৰ, ৰোৱান, পঞ্জ"
Pile equation (=critical equation),"ৰশ্মি সমীকৰণ, জটিল সমীকৰণ"
Pile factor,ৰশ্মি সহগ
Pile gun,পাইল বন্দুক
Pile simulator,ৰশ্মি ইমুলেটৰ
Pile-up,ওভাৰলেপ
Pilea,পাইলিয়া
Piled up group,বাল্ক পুলড গ্ৰুপ
Pillar type camera,স্তম্ভ ধৰণৰ কেমেৰা
Pillbox,"সমান্তৰাল ফিলেট ট্ৰেন্সমিছন লাইন, পিল বক্স"
Pillbox antenna,পিলবক্স এন্টেনা
Pilot,"ড্ৰাইভাৰ, পাইলট, বিগিনাৰ, গাইড"
Pilot ballon,"বতাহৰ চক্ৰৰ বেলুন, পাইলট বেলুন"
Pilot indicator,"নেভিগেচন ৰাডাৰ, পাইলট ৰাডাৰ"
Pilot lamp,"সূচক লেম্প, পাইলট লেম্প"
Pilot light,পাইলট লাইট
Pilot motor,ষ্টাৰ্ট কৰা মটৰ
Pilot spark,প্ৰাৰম্ভিক স্পাৰ্ক
Pilot wave (of a particle),"গাইডিং ৱেভ, গাইডিং ৱেভ"
Pilotage (=piloting),নিৰ্দেশনা
Piloting,নিৰ্দেশনা
Pimpling,পিটিকায়ন
Pin,পিন
Pin-hole,তালিকাৰ ফুটা
Pinch effect,সংকোচন প্ৰভাৱ
Pinch off,সংকোচন
Pinch-cock,"প্ৰেচাৰ এৰেষ্টাৰ, পিঞ্চ কক"
Pincushion distortion,"পিনকুশ্বন বিকৃতি, কোৰ-বৰ্ধিত বিকৃতি"
Pine tree array (=koomans array),"incisor array, কুমান এৰে"
Ping,"ping (sonar-pulse), শব্দৰ স্পন্দন"
Pinger,পিংগাৰ
Pinging,টাইপিং কৰা
Pinhole camera,পাঞ্চ হোল কেমেৰা
Pink noise,গোলাপী rave
Pint,বিন্দু
Pion (pi-meson),পাইয়ান (পিমেসান)
Pion condensate (=Pi meson condensate),পিয়ন ঘনীভূত
Pionium,পাইনিয়াম
Pip,pip
Piped television (=closed circuit television =community television),টেলিগ্ৰাফ টেলিভিছন
Pipper Image,"পাইপাৰ ইমেজ, এপাৰচাৰ ইমেজ"
Pirani gauge,পিৰানি গেজ
Piston,পিষ্টন
Piston,পিষ্টন
Piston apparatus,পিষ্টন চেট
Piston attenuator,পিষ্টন ডিচিলেৰেটৰ
Piston corer,পিষ্টন ক্ৰ&#39;ডাক
Piston flow,পিষ্টন প্ৰবাহ
Piston phone,পিষ্টন-ফোন
Piston pit,পিষ্টন ট্ৰাফ
Piston rod,পিষ্টন ৰড
Piston travel,পিষ্টনৰ গতি
Piston-core station,পিষ্টন-কোৰ কেন্দ্ৰ
Piston-faulting,পিষ্টন-ফল্ট
Pitch,"পিচ, পিচ, পিচ, বেংগল ব্যৱধান, পিচ, পিচ, ব্যৱধান"
Pitch acceleration,পিচ ত্বৰণ
Pitch attitude,"pitch instinct, কোণ"
Pitch axis,পিচ অক্ষ
Pitch chamber,ট্ৰাফ বক্স
Pitch programmer,পিচ গাইড
Pitching,"to pitch, to pitch, প্ৰণাম কৰা"
Pith ball,মজ্জাৰ পেলেট
Pitot pressure,বায়ুৰ প্ৰভাৱৰ চাপ
Pitot tube,"বায়ুৰ প্ৰভাৱ-চাপৰ নলী, pterygoid, pito খাল"
Pivot,"pivot, ৰিভেট"
Pivoted magnet,ৰিভেটেড চুম্বক
Pizo electric hysterisis,চাপৰ ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
Pizo electric semiconductor,চাপযুক্ত অৰ্ধপৰিবাহী
Pizoptical effect,আলোক সংবেদনশীল প্ৰভাৱ
Pizotropy,চাপ অনুসৰণ কৰা
Plait point,ব্লেণ্ডিং পইণ্ট
Plan picture,পৰিকল্পনা অংকন
Planar (epitaxial) transistor,সমতল (এপিটেক্সিয়াল) ট্ৰেঞ্জিষ্টৰ
Planar arrangement,লেভেলিং ব্যৱস্থা
Planar lattice fault,সমতল প্লেক্সাছৰ দোষ
Planar-array antenna,প্লেন-এৰে এন্টেনা
Planck function,planck কাৰ্য্য
Planck mass,planck ভৰ
Planck oscillator,planck দোলক
Planck's constant,planck&#39;s ধ্ৰুৱক
Planck's law,planck ৰ নিয়ম
Planck's radiation formula,planck বিকিৰণ সূত্ৰ
Plane elestostatic problem,ফ্লেট ইলাষ্টিক ষ্টেটিক সমস্যা
Plane front wave,সমতল তৰংগমুখ
Plane lattice,তলৰ জালি
Plane mirror,প্লেন মিৰ&#39;ৰ
Plane motion,কোপ্লেনাৰ গতি
Plane of bending,বক্ৰ সমতল
Plane of cleaveage,ক্লিভেজ ফ্ল&#39;ৰ
Plane of collimation,সম্পদ সমতল
Plane of curvature,বক্ৰতা সমতল
Plane of departure,প্ৰস্থানৰ মজিয়া
Plane of fire,শ্বেলিং ফ্ল&#39;ৰ
Plane of floatation,ফ্ল&#39;ট লেভেল
Plane of incidence,ইনচিডেন্ট ফ্ল&#39;ৰ
Plane of polarization,মেৰুকৰণ কৰা সমতল
Plane of reference,নিৰ্দেশনা মজিয়া
Plane of reflection,প্ৰতিফলন সমতল
Plane of scattering,স্কেটাৰ প্লেন
Plane orbit,সমতল কক্ষপথ
Plane parallel plate,সমান্তৰাল সমান্তৰাল প্লেট
Plane polariscope,প্লেন মেৰুকৰণকাৰী
Plane polarised,"সমতল মেৰুকৃত, ৰেখা মেৰুকৃত"
Plane polarised Alfven wave,সমতল মেৰুকৃত elfven তৰংগ
Plane polarised beam,সমতল মেৰুকৃত ৰশ্মি
Plane polarised light,সমতল মেৰুকৃত পোহৰ
Plane polarization,"সমতল মেৰুকৰণ, ৰেখা মেৰুকৰণ"
Plane progressive wave,সমতল প্ৰগতিশীল তৰংগ
Plane reflector aerial (=plane reflector antenna),প্লেন ৰিফ্লেক্টৰ এন্টেনা
Plane rotation matrix,কোপ্লেনাৰ ঘূৰ্ণনশীল মেট্ৰিক্স
Plane strain,সমতল বিকৃতি
Plane stress,প্লেন ষ্ট্ৰেছ
Plane surface,সমতল পিঠি
Plane transmission grating,ট্ৰেনজিট গ্ৰেটিং
Plane wave,সমতল তৰংগ
Plane-earth attenuation,মজিয়া-মাটিৰ তৰংগ ক্ষীণকৰণ
Plane-like wave front,সমতল তৰংগমুখ
Planer diode,সমতল ডাইঅ&#39;ড
Planet,গ্ৰহটো
Planetarium,কৃত্ৰিম প্ৰভা
Planetary,"গ্ৰহীয়, স্থলজ"
Planetary aberration,গ্ৰহৰ বিচ্যুতি
Planetary atmosphere,গ্ৰহৰ বৃত্ত
Planetary circulation,গ্ৰহৰ পৰিসঞ্চালন
Planetary constant,গ্ৰহ ধ্ৰুৱক
Planetary heat,গ্ৰহৰ তাপ
Planetary nebula,গ্ৰহৰ নিহাৰিকা
Planetary orbit,গ্ৰহৰ কক্ষপথ
Planetary precession,গ্ৰহৰ আয়ন
Planetary system,গ্ৰহ ব্যৱস্থা
Planetary temperature,গ্ৰহৰ তাপ
Planetary vorticity,গ্ৰহৰ বিভ্ৰান্তি
Planetry electron (=orbital electron),গ্ৰহৰ ইলেক্ট্ৰন
Planimeter,"এৰিয়া মিটাৰ, প্লেনিমিটাৰ"
Plank length,planck দূৰত্ব
Plano-concave lens,সমতল-অৱতল লেন্স
Plano-convex lens,সমতল উত্তল লেন্স
Planoconvex spotlight,সমতল-উত্তল বিন্দু পোহৰ
Planocylindrical lens,ফ্লেট চিলিণ্ডাৰ লেন্স
Plasma,"প্লাজমা, প্ৰ’ট’প্লাজম, প্লাজমা, প্লাজমা"
Plasma accelerator,প্লাজমা ত্বৰণকাৰী
Plasma engineering,প্লাজমা ইঞ্জিনিয়াৰিং
Plasma frequency,প্লাজমা কম্পাঙ্ক
Plasma gun,প্লাজমা বন্দুক
Plasma instability,প্লাজমাৰ অস্থিৰতা
Plasma oscillation,প্লাজমাৰ দোলন
Plasma phenomenon,প্লাজমা পৰিঘটনা
Plasma pinch,প্লাজমাৰ সংকোচন
Plasma radiation,প্লাজমা বিকিৰণ
Plasma wave,প্লাজমা তৰংগ
Plasmajet excitation,"প্লাজমোজেট উদ্দীপনা, প্লাজমা প্ৰবাহ উদ্দীপনা"
Plasmapherisn,প্লাজমেচন
Plasmastream,"প্লাজমা কাৰেণ্ট, প্ৰ&#39;ট&#39;প্লাজম"
Plasmatron,প্লাজমাট্ৰন
Plasmoid,প্লাজমাভা
Plasmon,"প্লাজমন, তৰল"
Plastic,"নমনীয়, প্লাষ্টিক"
Plastic bending,নমনীয় বান্টিং
Plastic buckling,মৃদু সংকোচন
Plastic collision,প্লাষ্টিকৰ সংঘৰ্ষ
Plastic crystal,"প্লাষ্টিকৰ স্ফটিক, দানাদাৰ স্ফটিক"
Plastic deformation,"প্লাষ্টিক বিকৃতি, প্লাষ্টিক বিকৃতি"
Plastic effect,প্লাষ্টিক প্ৰভাৱ
Plastic film,প্লাষ্টিকৰ ফিল্ম
Plastic flow,প্লাষ্টিকৰ প্ৰবাহ
Plastic fluid,দ্ৰৱণীয় তৰল
Plastic hinge,পাঠ্য দখল
Plastic impact,গ্ৰেনুলাৰ সংঘৰ্ষ
Plastic limit,"নমনীয় সীমা, প্লাষ্টিকৰ সীমা"
Plastic medium,প্লাষ্টিক মাধ্যম
Plastic point,"প্লাষ্টিকৰ বিন্দু, নমনীয় বিন্দু"
Plastic potential,দ্ৰৱণীয় বিভৱ
Plastic recoil,পাঠ্য প্ৰতিফলন
Plastic soil mass,কম্পেক্ট মাটিৰ ভৰ
Plastic state,প্লাষ্টিক অৱস্থা
Plastic strain,"প্লাষ্টিক বিকৃতি, প্লাষ্টিক বিকৃতি"
Plastic viscosity,"দানাদাৰ আঠালতীয়াতা, প্লাষ্টিক আঠালতীয়াতা"
Plasticity,"প্লাষ্টিচিটি, প্লাষ্টিচিটি"
Plasticity index,নমনীয়তা সূচকাংক
Plasticoviscosity,গ্ৰেনুলাৰ আঠালতীয়াতা
Plastieizer,"প্লাষ্টিচাইজাৰ, প্লাষ্টিচাইজাৰ, কম্পেক্টৰ"
Plastification,প্লাষ্টিচাইজেচন
Plate,"ফিলেট, বেচ প্লেট, প্লেট, এনোড"
Plate catfching diode,এনোড বণ্ডিং ডাইঅ&#39;ড
Plate characteristic,প্লেটৰ বৈশিষ্ট্য প্লেটৰ বৈশিষ্ট্য
Plate circuit,"এনোড বৰ্তনী, প্লেট বৰ্তনী"
Plate constant,প্লেট ধ্ৰুৱক
Plate current,এনোড কাৰেণ্ট
Plate detection mixer,এনোডাইন ডিটেক্টৰ
Plate detector,এনোড ডিটেক্টৰ
Plate efficiency,প্লেকৰ ক্ষমতা
Plate factor,প্লেট বহুগুণক
Plate resistance,এনোড ৰেজিষ্টেন্স
Plate supply voltage,এনোড যোগান ভল্টেজ
Plateau,"মালভূমি, মালভূমি"
Plated circuit,ইলেক্ট্ৰ&#39;প্লেটেড চাৰ্কিট
Plated printed circuit,বৈদ্যুতিক প্ৰিণ্টেড চাৰ্কিট
Platelet,"সৰু ফলক, ফলক, ডিম্বাণু"
Platemodulated class C amplifier,এনোড মডুলেটেড স্কোৱাৰ এম্প্লিফায়াৰ
Platform balance,প্লেটফৰ্ম বেঁকা
Plating,"প্লেটিং, ইলেক্ট্ৰ&#39;প্লেটিং"
Platinized electrode,প্লেটিনাম আৱৰণযুক্ত ইলেক্ট্ৰ&#39;ড
Platinotron,প্লেটিনোট্ৰন
Platinum black,"প্লেটিনামৰ কুঁহিয়াৰ, প্লেটিনাম ক’লা"
Platinum resistance thermometer,"প্লেটিনাম ৰেজিষ্টেন্স থাৰ্মোমিটাৰ, প্লেটিনাম ৰেজিষ্টেন্স থাৰ্মোমিটাৰ"
Platinum temperature,"প্লেটিনামৰ উষ্ণতা, প্লেটিনামৰ উষ্ণতা"
Platinum thermometer,প্লেটিনাম থাৰ্মোমিটাৰ
Platinum wire,প্লেটিনাম কইল
Platinum-rhodium,প্লেটিনাম-ৰডিয়াম
Platred,"ইলেক্ট্ৰ&#39; কোটেড, গেলভানাইজড, প্লেটেড, প্লেটেড"
Platy,"সমতল, সমতল, সমতল, পট্টিকবিদলি"
Platy habit,ফলক প্ৰকৃতি
Platy shape,প্লেকৰ আকাৰ
Play back head,প্ৰতিফলন মূৰ
Playback loss,শ্ৰৱণ ক্ষমতা হেৰুৱা
Playback system,ৰিফ্লেক্স চিষ্টেম
Playing time,খেলাৰ সময়
Plenum,প্লেনাম
Plenum chamber,প্লেনাম কোষ
Pleochroic,বহুৰঙী
Pleochroism,বহুৰঙীনতা
Pliability,অনমনীয়তা
