Malayalam,Gujarati
വലത് കോണുള്ള ഹൈപ്പർബോള,કાટકોણીય હાઇપરબોલા
ചതുരാകൃതിയിലുള്ള മാട്രിക്സ്,લંબચોરસ મેટ્રિક્સ
"ദീർഘചതുരം സമാന്തരചലനം, വലത്കോണ സമാന്തരരേഖ","લંબચોરસ સમાંતરગ્રામ, જમણો ખૂણો સમાંતર"
കമാന വക്രം,આર્ક્યુએટ વળાંક
ആവർത്തന സൂത്രവാക്യം,પુનરાવર્તન સૂત્ર
ആനുകാലിക ദശാംശം,સામયિક દશાંશ
ടേണറൗണ്ട് ഫോർമുല,ટર્નઅરાઉન્ડ ફોર્મ્યુલા
ശ്രേണിപരമായ രൂപം,વંશવેલો સ્વરૂપ
സ്ഥിരതയില്ലാത്ത പ്രകടനം,અસંગત કામગીરી
"ലോഗരിതം ഫോർമുല, തുല്യതാ സൂത്രവാക്യം","લઘુગણક સૂત્ર, સમકક્ષ સૂત્ર"
"റഫറൻസ് ലൈൻ, റഫറൻസ് ലൈൻ","સંદર્ભ રેખા, સંદર્ભ રેખા"
റഫറൻസ് പോയിന്റ് റഫറൻസ് പോയിന്റ്,સંદર્ભ બિંદુ સંદર્ભ બિંદુ
പ്രതിഫലിച്ച തരംഗം,પ્રતિબિંબિત તરંગ
പ്രതിഫലനം,પ્રતિબિંબ
തുല്യ നിയമം,સમકક્ષ નિયમ
ഒത്തുചേരൽ മേഖല,કન્વર્જન્સ પ્રદેશ
വ്യത്യസ്ത മേഖല,ભિન્ન પ્રદેશ
സംയോജന മേഖല,એકીકરણ પ્રદેશ
റിഗ്രഷൻ വിശകലനം,પાછળ નુ પૃથકરણ
റിഗ്രഷൻ കർവ്,રીગ્રેસન વળાંક
റിഗ്രഷൻ സമവാക്യം,રીગ્રેસન સમીકરણ
റിഗ്രഷൻ ലൈൻ,રીગ્રેસન રેખા
റിഗ്രഷൻ മോഡൽ,રીગ્રેશન મોડલ
പതിവ് വളവ്,નિયમિત વળાંક
ഷഡ്ഭുജം പോലും,પણ ષટ્કોણ
റെഗുലർ മാട്രിക്സ്,નિયમિત મેટ્રિક્સ
സമഭുജം,સમભુજ
ആപേക്ഷിക പൂരകം,સંબંધિત પૂરક
ആപേക്ഷിക ഏറ്റവും ഉയർന്നത്,સંબંધિત સર્વોચ્ચ
ആപേക്ഷിക താഴ്ന്നത്,સંબંધિત સૌથી નીચું
ആപേക്ഷിക സാധ്യത,સંબંધિત સંભાવના
ആപേക്ഷിക വേഗത,સંબંધિત વેગ
"ആപേക്ഷികത, ആപേക്ഷികത, ആപേക്ഷികത","સાપેક્ષતા, સાપેક્ષતા, સાપેક્ષતા"
ആപേക്ഷിക സിദ്ധാന്തം,સાપેક્ષતા સિદ્ધાંત
വിശ്വാസ്യത,વિશ્વસનીયતા
വിശ്വാസ്യത പ്രശ്നം,વિશ્વસનીયતા સમસ્યા
ശേഷിക്കുന്ന പോസ്റ്റ്,શેષ પોસ્ટ
ശേഷിക്കുന്ന സിദ്ധാന്തം,બાકી પ્રમેય
ആവർത്തന പരിധി,પુનરાવર્તિત મર્યાદા
ആവർത്തന റീമാൻ-ഇന്റഗ്രൽ,પુનરાવર્તિત રીમેન-ઇન્ટિગ્રલ
പ്രാതിനിധ്യം,પ્રતિનિધિત્વ
"അവശിഷ്ടം, അവശിഷ്ടം","શેષ, અવશેષ"
അനന്തതയിൽ തുടരുന്നു,અનંત પર રહે છે
"പിരിച്ചുവിടൽ, നിരാകരണം, വ്യത്യാസം","વિસર્જન, ખંડન, તફાવત"
വിച്ഛേദിക്കൽ,બળ અલગ
വേഗത ക്രമീകരണം,વેગ ગોઠવણ
ഫലമായ ഫലം,પરિણામી પરિણામ
ഫലമായ ശക്തി,પરિણામી બળ
ഫലം വെക്റ്റർ,પરિણામ વેક્ટર
പരിഷ്കരിച്ച ഏക രീതി,સંશોધિત એક પદ્ધતિ
റോംബസ്,સમચતુર્ભુજ
റീമാൻ-ഇന്റഗ്രൽ,riemann-અભિન્ન
"വലത്കോണ്, വലത്കോണ്","જમણો ખૂણો, જમણો ખૂણો"
വലത് കോണുള്ള ത്രികോണം,જમણો ત્રિકોણ
വലത് വൃത്താകൃതിയിലുള്ള കോൺ,જમણો ગોળાકાર શંકુ
തെക്ക് സെറ്റ്,દક્ષિણ સમૂહ
വലത് വൃത്താകൃതിയിലുള്ള സിലിണ്ടർ,જમણા ગોળાકાર સિલિન્ડર
ഘടികാരദിശയിൽ,ઘડિયાળની દિશામાં
തെക്ക് വിപരീതം,દક્ષિણ વ્યસ્ત
"കൃത്യമായ തെളിവ്, കൃത്യമായ തെളിവ്","ચોક્કસ પુરાવો, સચોટ પુરાવો"
റിംഗ് റിംഗ്,"રિંગ, રિંગ"
പൂർണ്ണസംഖ്യ വളയം,પૂર્ણાંક રિંગ
ആർ-ഇന്റഗ്രൽ,આર-અભિન્ન
"റൂട്ട്, റൂട്ട്","મૂળ, મૂળ"
സ്ക്വയർ റൂട്ട്,વર્ગમૂળ મૂળ
ബഹുപദത്തിന്റെ റൂട്ട്,બહુપદીનું મૂળ
"ഭ്രമണം, ഭ്രമണം","પરિભ્રમણ, પરિભ્રમણ"
റൗണ്ടിംഗ് പിശക്,રાઉન્ડિંગ ભૂલ
ക്യൂ,કતાર
വരി-നിര ഗുണനം,પંક્તિ-સ્તંભ ગુણાકાર
വരി തുല്യത,રેખા સમાનતા
വരി മാട്രിക്സ്,પંક્તિ મેટ્રિક્સ
വരി ക്രമം,પંક્તિનો ક્રમ
രക്ഷപ്പെടൽ പോയിന്റ്,એસ્કેપ પોઈન્ટ
"സാമ്പിൾ, സാമ്പിൾ","નમૂના, નમૂના"
സാമ്പിൾ ശരാശരി,નમૂનાનો અર્થ
സാമ്പിൾ പോയിന്റ്,નમૂના બિંદુ
സാമ്പിൾ വലിപ്പം,નમૂનાનું કદ
സാമ്പിൾ സ്ഥലം,નમૂના જગ્યા
സാമ്പിൾ-സ്റ്റാൻഡേർഡ്-ഡീവിയേഷൻ,નમૂના-માનક-વિચલન
സാമ്പിൾ സർവേ,નમૂના સર્વેક્ષણ
സാമ്പിൾ വ്യത്യാസം,નમૂના તફાવત
"സാമ്പിൾ (വി.), സാമ്പിൾ (എൻ.)","નમૂના (v.), નમૂના (n.)"
സാമ്പിൾ വിതരണം,નમૂના વિતરણ
സാമ്പിൾ പിശക്,નમૂનાની ભૂલ
സാമ്പിൾ ഇടവേള,સેમ્પલિંગ અંતરાલ
സാമ്പിൾ രീതി,નમૂના પદ્ધતિ
സാമ്പിൾ തത്വം,નમૂનાનો સિદ્ધાંત
പകരമുള്ള സാമ്പിൾ,રિપ્લેસમેન્ટ સાથે સેમ્પલિંગ
"സ്കെയിലർ, സ്കെയിലർ","સ્કેલર, સ્કેલર"
സ്കെയിലർ ഫീൽഡ്,સ્કેલર ક્ષેત્ર
സ്കെയിലർ മാട്രിക്സ്,સ્કેલર મેટ્રિક્સ
സ്കെയിലർ ഗുണിതങ്ങൾ,સ્કેલર બહુવિધ
സ്കെയിലർ ഗുണനം,સ્કેલર ગુણાકાર
സ്കെയിലർ ഉൽപ്പന്നം,સ્કેલર ઉત્પાદન
സ്കെയിലർ,સ્કેલર
സ്കെലാർ ട്രിപ്പിൾ ഉൽപ്പന്നം,સ્કેલર ટ્રિપલ ઉત્પાદન
സ്കെയിൽ ത്രികോണം,સ્કેલીન ત્રિકોણ
സ്കാറ്റർ ഡയഗ്രം,સ્કેટર ડાયાગ્રામ
ഷ്രോഡിംഗർ സമവാക്യം,શ્રોડિન્જર સમીકરણ
"കാലാനുസൃതമായ ഏറ്റക്കുറച്ചിലുകൾ, കാലാനുസൃതമായ ഏറ്റക്കുറച്ചിലുകൾ","મોસમી વધઘટ, મોસમી વધઘટ"
"തുളച്ചുകയറുന്ന, തുളച്ചുകയറുന്ന രേഖ, സെക്കന്റ്, വിപരീത കോസൈൻ","પેનિટ્રન્ટ, પેનિટ્રેટિંગ લાઇન, સેકન્ટ, ઇન્વર્સ કોસાઇન"
തുളയ്ക്കുന്ന രീതി,વેધન પદ્ધતિ
രണ്ടാമത്,બીજું
രണ്ടാമത്തെ ഓർഡർ (രണ്ടാം തരം),બીજો ક્રમ (બીજો પ્રકાર)
"വിഭാഗം, വിഭാഗം, വിഭാഗം, വിഭാഗം, വിഭാഗം","વિભાગ, વિભાગ, વિભાગ, વિભાગ, વિભાગ"
"ഉപവിഭാഗം, മേഖല, മേഖല","પેટાવિભાગ, ક્ષેત્ર, ક્ષેત્ર"
കർവ് സെഗ്മെന്റ്,વળાંક સેગમેન્ટ
ആത്മബന്ധം,સ્વ-આસક્તિ
സ്വയം ഘടിപ്പിച്ച ഓപ്പറേറ്റർ,સ્વયં જોડાયેલ ઓપરેટર
ഓട്ടോസൈഗസ്,ઓટોઝાઇગસ
പകുതി അച്ചുതണ്ട്,અડધી ધરી
അർദ്ധവൃത്തം,અર્ધવર્તુળ
കോൺക്രീറ്റ് മാട്രിക്സ്,કોંક્રિટ મેટ્રિક્સ
അവിഭാജ്യ ചതുരം,અભિન્ન ચતુર્ભુજ
സമിസ്മുഃ,સમિસમુહ
പകുതി ഇടവേള,અડધો અંતરાલ
പ്രധാന അക്ഷം എന്നർത്ഥം,અર્થ મુખ્ય ધરી
സെമി മൈനർ അക്ഷം,અર્ધ ગૌણ ધરી
വേർതിരിക്കാവുന്ന ബഹുപദം,વિભાજિત બહુપદી
വേരിയബിൾ വേർപിരിയൽ,ચલ અલગતા
ക്രമം,ક્રમ
ഇൻഡെക്സിംഗ് തത്വം,અનુક્રમણિકા સિદ્ધાંત
തുടർച്ചയായ വിശകലനം,ક્રમિક વિશ્લેષણ
തുടർച്ചയായ സാമ്പിൾ,ક્રમિક નમૂના
വർഗ്ഗീയ പരസ്പരബന്ധം,સ્પષ્ટ સહસંબંધ
"പരമ്പര, പരമ്പര, പരമ്പര","શ્રેણી, શ્રેણી, શ્રેણી"
"മൊത്തം, കാറ്റിന്റെ ദിശ, നിലവിലെ ദിശ, ഫ്രീസ്, ഫ്രീസ് (ver.)","એકંદર, પવનની દિશા, પ્રવાહની દિશા, સ્થિર, સ્થિર (ver.)"
സെക്സ്റ്റന്റ്,સેક્સટન્ટ
ഷെവാർട്ട് നിയന്ത്രണ ചാർട്ട്,shewhart નિયંત્રણ ચાર્ટ
"അടയാളം, തുക","ચિહ્ન, રકમ"
മാട്രിക്സ് മാർക്കർ,મેટ્રિક્સ માર્કર
ചതുരാകൃതിയിലുള്ള ചതുര ചിഹ്നം,ચતુર્ભુજ ચતુર્ભુજ પ્રતીક
സച്ചിൻ നമ്പർ,સચિન નંબર
പ്രാധാന്യം ലെവൽ,મહત્વ સ્તર
പ്രാധാന്യം പരിശോധന,મહત્વ પરીક્ષણ
കാര്യമായ മാർക്ക്,નોંધપાત્ર ગુણ
മാർക്ക് ടെസ്റ്റ്,માર્ક ટેસ્ટ
ചിഹ്ന പ്രവർത്തനം,પ્રતીક કાર્ય
സമാനമായ ദീർഘവൃത്താകൃതി,સમાન લંબગોળ
ഏകതാനമായ രൂപം,સજાતીય આકૃતિ
"സാദൃശ്യം, സാമ്യം","સામ્યતા, સામ્યતા"
ഏകതാനമായ മാട്രിക്സ്,સજાતીય મેટ્રિક્સ
ലളിതമായ അടഞ്ഞ വക്രം,સરળ બંધ વળાંક
ലളിതമായ പരസ്പരബന്ധം,સરળ સહસંબંધ
ലളിതമായ ഹാർമോണിക് ചലനം,સરળ હાર્મોનિક ગતિ
ലളിതമായ റാൻഡം സാമ്പിൾ,સરળ રેન્ડમ નમૂના
"സെറ്റ്, സിംപ്ലക്സ്, ഏകപക്ഷീയമായ, ലളിതം","સમૂહ, સિમ્પ્લેક્સ, એકતરફી, સરળ"
വൺ-വേ അൽഗോരിതം,વન-વે અલ્ગોરિધમ
ഒറ്റ മേശ,એક ટેબલ
സിംസന്റെ മൂന്നിലൊന്ന് നിയമം,સિમ્પસનનો એક તૃતીયાંશ નિયમ
സിമുലേഷൻ രീതി,સિમ્યુલેશન પદ્ધતિ
ഒരേസമയം ഡിഫറൻഷ്യൽ സമവാക്യം,એક સાથે વિભેદક સમીકરણો
ഒരേസമയം സമവാക്യങ്ങൾ,એક સાથે સમીકરણો
"അടയാളം, സൈൻ","ચિહ્ન, સાઈન"
"സൈൻ കർവ്, സൈൻ കർവ്","સાઈન કર્વ, સાઈન કર્વ"
സോളോ,સોલો
ഏകതാനമായ പ്രവർത്തനം,એકવિધ કાર્ય
വിചിത്രമായ അവിഭാജ്യ,વિચિત્ર અભિન્ન
"അപരിചിതത്വം, വിചിത്രത","વિચિત્રતા, વિચિત્રતા"
മാറ്റമില്ലാത്ത മാട്രിക്സ്,અનિવાર્ય મેટ્રિક્સ
വിചിത്രമായ പരിഹാരം,વિચિત્ર ઉકેલ
സാമ്പിൾ വലിപ്പം,નમૂનાનું કદ
വിചിത്രമായ വിതരണം,વિચિત્ર વિતરણ
വൈവിധ്യമാർന്ന ഹെർമിഷ്യൻ മാട്രിക്സ്,વિજાતીય હર્મિટિયન મેટ્રિક્સ
വൈരുദ്ധ്യം,વિપરીત
വിചിത്രമായ സമമിതി മാട്രിക്സ്,વિચિત્ર સપ્રમાણ મેટ્રિક્સ
വേരിയബിൾ ചെറുതാക്കുന്നു,ચલ ન્યૂનતમ
"ചരിവ്, ചരിവ്, ചരിവ്","ઢાળ, ઢાળ, ઢાળ"
ചരിവ് ഗ്രേഡിയന്റ്,ઢાળ ઢાળ
"പരാൻതീസിസ്, ഹ്രസ്വ ബൈൻഡിംഗ്","કૌંસ, ટૂંકા બંધનકર્તા"
നേരായ വക്രം,સીધો વળાંક
പലവിധ പ്രവർത്തനം,પરચુરણ કાર્ય
സൗരയൂഥം,સૂર્ય સિસ્ટમ
,
സോളിനോയ്ഡൽ വെക്റ്റർ,સોલેનોઇડલ વેક્ટર
"ഖര, പിണ്ഡം, ക്യൂബ്","નક્કર, સમૂહ, સમઘન"
"ക്യൂബിക് ജ്യാമിതി, സ്റ്റീരിയോസ്കോപ്പിക് ജ്യാമിതി","ક્યુબિક ભૂમિતિ, સ્ટીરિયોસ્કોપિક ભૂમિતિ"
"പരിഹാരം, ഉപകരണം","ઉકેલ, સાધન"
പരമ്പര രൂപം പരിഹാരം,શ્રેણી ફોર્મ સોલ્યુશન
പരിഹാരം മാട്രിക്സ്,સોલ્યુશન મેટ્રિક્સ
ത്രികോണത്തിന്റെ പരിഹാരം,ત્રિકોણનો ઉકેલ
പരിഹാരം ജനസംഖ്യ,ઉકેલ વસ્તી
സോണിൻ ബഹുപദം,સોનીન બહુપદી
"ആകാശം, ബഹിരാകാശം, സ്ഥലം, സ്ഥലം, സ്ഥലം","આકાશ, અવકાશ, અવકાશ, અવકાશ, અવકાશ"
ആകാശ വക്രം,આકાશ વળાંક
പാരന്റ് സെറ്റ്,પિતૃ સમૂહ
ലോക്കൽ കോറിലേഷൻ ഡയഗ്രം,સ્થાનિક સહસંબંધ રેખાકૃતિ
നിർദ്ദിഷ്ട രേഖീയ ഗ്രൂപ്പ്,ચોક્કસ રેખીય જૂથ
പ്രത്യേക ലംബ ഗ്രൂപ്പ്,ચોક્કસ વર્ટિકલ જૂથ
"പ്രത്യേക സാന്ദ്രത, ആപേക്ഷിക സാന്ദ്രത","ચોક્કસ ઘનતા, સંબંધિત ઘનતા"
മനുഷ്യ മാപ്പിംഗ് സിദ്ധാന്തം,માનવ મેપિંગ પ્રમેય
പ്രവർത്തനത്തിന്റെ മാനദണ്ഡം,કાર્યનો ધોરણ
"ഗോളം, ഗോളം","ગોળો, ગોળો"
ഗോളാകൃതിയിലുള്ള കോർഡിനേറ്റ് സിസ്റ്റം,ગોળાકાર સંકલન સિસ્ટમ
ഗോളാകൃതിയിലുള്ള പോളാർ കോർഡിനേറ്റുകൾ,ગોળાકાર ધ્રુવીય કોઓર્ડિનેટ્સ
ഗോളാകൃതിയിലുള്ള ത്രികോണം,ગોળાકાર ત્રિકોણ
ഗോളാകൃതിയിലുള്ള ത്രികോണമിതി,ગોળાકાર ત્રિકોણમિતિ
സർപ്പിളമായ,સર્પાકાર
"ചതുരം, ചതുരം","ચોરસ, ચોરસ"
"ഗുരുക്കൾ, ഗുരുബന്ധനി","ગુરુઓ, ગુરુબંધની"
സമചതുരം,ચોરસ અભિન્ન
ചതുര മാട്രിക്സ്,ચોરસ મેટ્રિક્સ
സ്ക്വയർ റൂട്ട്,વર્ગમૂળ
സാമ്പിൾ ഘട്ടം,નમૂના લેવાનો તબક્કો
ശ്രേണിപരമായ പ്രവർത്തനം,વંશવેલો કાર્ય
സ്റ്റാൻഡേർഡ് ഡീവിയേഷൻ,પ્રમાણભૂત વિચલન
സ്റ്റാൻഡേർഡ് ഡിഫറൻഷ്യൽ ഉൽപ്പന്നം,પ્રમાણભૂત વિભેદક ઉત્પાદન
സന്തുലിതാവസ്ഥ,સંતુલન
മരവിപ്പ് വക്രം,જડ વળાંક
മരവിപ്പ് പോയിന്റ്,જડ બિંદુ
ഞെട്ടിച്ച മൂല്യം,આઘાતજનક મૂલ્ય
"സാമ്പിൾ, ചിത്രം","નમૂના, આકૃતિ"
സ്ഥിതിവിവരക്കണക്ക്,આંકડાકીય
സ്റ്റാറ്റിസ്റ്റിക്കൽ വിശകലനങ്ങൾ,આંકડાકીય વિશ્લેષણ
സ്ഥിതിവിവരക്കണക്ക് വിതരണം,આંકડાકીય વિતરણ
സ്റ്റാറ്റിസ്റ്റിക്കൽ അനുമാനം,આંકડાકીય પૂર્વધારણા
സ്ഥിതിവിവരക്കണക്ക് ഏകദേശം,આંકડાકીય અંદાજ
സ്റ്റാറ്റിസ്റ്റിക്കൽ മോഡൽ,આંકડાકીય મોડેલ
സ്ഥിതിവിവരക്കണക്ക് ജനസംഖ്യ,આંકડાકીય વસ્તી
സ്റ്റാറ്റിസ്റ്റിക്കൽ ഗുണനിലവാര നിയന്ത്രണം,આંકડાકીય ગુણવત્તા નિયંત્રણ
"സ്ഥിതിവിവരക്കണക്കുകൾ, സ്ഥിതിവിവരക്കണക്കുകൾ","આંકડા, આંકડા"
"മാറ്റമില്ലാത്ത, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ","અપરિવર્તનશીલ, સતત, સ્થિર, કાયમી"
നിൽക്കുന്ന സംസ്ഥാന പരിഹാരം,સ્થાયી રાજ્ય ઉકેલ
കൂടുതൽ സാധ്യതയുള്ള മൗണ്ട്,વધુ સંભવિત માઉન્ટ
ചരിവ്-കയറ്റം ഡിസൈൻ,ઢોળાવ-ક્લાઇમ્બ ડિઝાઇન
കുത്തനെയുള്ള ഇറക്കം,સૌથી ઊભો વંશ
"സ്റ്റെപ്പ്-ഫംഗ്ഷൻ, സ്റ്റെപ്പ്-ഫംഗ്ഷൻ",પગલું કાર્ય
സ്റ്റെർലിംഗ് ശ്രേണി,સ્ટર્લિંગ શ્રેણી
"യാദൃശ്ചികമായ, സാധ്യതയുള്ള","સ્ટોકેસ્ટિક, સંભવિત"
പ്രോബബിലിസ്റ്റിക് മാട്രിക്സ്,સંભવિત મેટ્રિક્સ
പ്രോബബിലിസ്റ്റിക് മോഡൽ,સંભવિત મોડેલ
പ്രോബബിലിസ്റ്റിക് പ്രോഗ്രാമിംഗ്,સંભવિત પ્રોગ્રામિંગ
പ്രോബബിലിസ്റ്റിക് വേരിയബിൾ,સંભવિત ચલ
സ്റ്റോക്സ് സിദ്ധാന്തം,સ્ટોક્સ પ્રમેય
"നേർരേഖ, നേർരേഖ, നേർരേഖ","સીધી રેખા, સીધી રેખા, સીધી રેખા"
"ലെവൽ ചാർട്ട്, ബാർ ചാർട്ട്","સ્તર ચાર્ટ, બાર ચાર્ટ"
"വർഗ്ഗീകരണം, വർഗ്ഗീകരണം","સ્તરીકરણ, સ્તરીકરણ"
ലേയേർഡ് സാമ്പിൾ,સ્તરીય નમૂના
"ഫ്ലോ-ലൈൻ, സ്ട്രീം-ലൈൻ","પ્રવાહ-રેખા, પ્રવાહ-રેખા"
സമ്മർദ്ദം,તણાવ
ശക്തമായി ചായ്വുള്ള പ്രവർത്തനം,મજબૂત વલણવાળું કાર્ય
തുടർച്ചയായി കുറയുന്നു,સતત ઘટી રહ્યું છે
തുടർച്ചയായ വർദ്ധനവ്,સતત વધારો
തുടർച്ചയായ ഓർഡിനേറ്റ് പ്രവർത്തനം,સતત ઓર્ડિનેટ ફંક્શન
വിദ്യാർത്ഥി പരീക്ഷ (സ്റ്റുഡന്റ് &#39;ടി&#39; ടെസ്റ്റ്),વિદ્યાર્થી કસોટી (વિદ્યાર્થી &#39;ટી&#39; ટેસ્ટ)
ഉപശേഖരം,ઉપસંગ્રહ
ഉപ-നിർണ്ണയപരമായ,પેટા-નિર્ધારિત
ഉപമേഖല,પેટા-પ્રદેશ
"ഉപവിഭാഗം, ഉപഗ്രൂപ്പ്, ഉപഗ്രൂപ്പ്","પેટાવર્ગ, પેટાજૂથ, પેટાજૂથ"
ഇടവേള,અંતરાલ
"സബ്മാട്രിക്സ്, സബ്മാട്രിക്സ്","સબમેટ્રિક્સ, સબમેટ્રિક્સ"
"അടിക്കുറിപ്പ്, അടിക്കുറിപ്പ്, അടിക്കുറിപ്പ്","ફૂટનોટ, ફૂટનોટ, ફૂટનોટ"
പിന്തുടർച്ച,ઉત્તરાધિકાર
ഉപഗണം,સબસેટ
ഉപജനസംഖ്യ,ઉપવસ્તી
മാറ്റിസ്ഥാപിക്കൽ,બદલી
അർദ്ധ സ്പർശനം,અર્ધ સ્પર્શેન્દ્રિય
"കൈമാറാൻ, കൈമാറ്റം ചെയ്യാൻ","સ્થાનાંતરિત કરવું, સ્થાનાંતરિત કરવું"
"കുറയ്ക്കുക, കുറയ്ക്കുക","બાદબાકી, બાદબાકી"
"കുറയ്ക്കൽ, കുറയ്ക്കൽ","બાદબાકી, બાદબાકી"
ക്രമേണ,ધીમે ધીમે
പുരോഗമനപരമായ വ്യത്യാസം,પ્રગતિશીલ તફાવત
പുരോഗമന സംയോജനം,પ્રગતિશીલ એકીકરણ
പിന്നീടുള്ളത്,બાદમાં
ഘടിപ്പിച്ചിരിക്കുന്നു,જોડાયેલ
"തുക, തുക, തുക, ഫലം, തുക","સરવાળો, સરવાળો, સરવાળો, સરવાળો, સરવાળો"
തുക പ്രവർത്തനം,સરવાળો કાર્ય
സമാഹരിക്കാൻ കഴിയുന്നത്,કમ્પાઇલેબલ
യോഗ ബ്ലോക്ക്,યોગ બ્લોક
സമാഹാരം,સંકલન
ശേഖരണ കൺവെൻഷൻ,સંગ્રહ સંમેલન
സമാഹാര ഫോർമുല,સંકલન સૂત્ર
ഗ്രേഡ് ശേഖരണം,ગ્રેડ સંગ્રહ
സമാഹാര ചിഹ്നം,સંકલન પ્રતીક
യോഗ അനന്തതയിലേക്ക്,અનંત સુધીનો યોગ
"വിഡ്ഢി, വിഡ്ഢി","મૂર્ખ, મૂર્ખ"
ഓവർസെറ്റ്,ઓવરસેટ
സൂപ്പർസോണിക് ഒഴുക്ക്,સુપરસોનિક પ્રવાહ
സപ്ലിമെന്ററി ആംഗിൾ,પૂરક કોણ
lacquered കമ്പിളി ഫ്ലാറ്റ്,lacquered ફ્લીસ ફ્લેટ
പ്രവർത്തനത്തിന്റെ പിന്തുണ,કાર્યનો આધાર
"സങ്കൽപ്പിക്കുക, ഊഹിക്കുക","કલ્પના કરો, ધારો"
ഉയർന്ന,ઉચ્ચ
കർണി,કરણી
"ഉപരിതലം, ഉപരിതലം, ഉപരിതലം","સપાટી, સપાટી, સપાટી"
ഡോർസൽ ഏരിയ,ડોર્સલ વિસ્તાર
പേജ് ഇന്റഗ്രൽ,પૃષ્ઠ અભિન્ન
മൂടുക,આવરણ
മൂടുക,આવરણ
കവർ മാപ്പ്,કવર નકશો
അടയാളം,હસ્તાક્ષર
പ്രതീകാത്മക യുക്തി,સાંકેતિક તર્ક
പ്രതീകാത്മക മാതൃക,પ્રતીકાત્મક મોડેલ
സമമിതി,સપ્રમાણ
ഐസോമെട്രിക്,આઇસોમેટ્રિક
"സിമെട്രിക് ഡിറ്റർമിനന്റ്, സിമെട്രിക് ഡിറ്റർമിനന്റ്","સપ્રમાણ નિર્ધારક, સપ્રમાણ નિર્ધારક"
സമമിതി വ്യത്യാസം,સપ્રમાણ તફાવત
സമമിതി മാട്രിക്സ്,સપ્રમાણ મેટ્રિક્સ
സിസ്റ്റം വിശകലനം സിസ്റ്റം വിശകലനം,સિસ્ટમ વિશ્લેષણ સિસ્ટમ વિશ્લેષણ
സീരിയൽ സാമ്പിൾ,સીરીયલ સેમ્પલિંગ
"മേശ, മേശ","ટેબલ, ટેબલ"
"മേശ, മേശ","ટેબલ, ટેબલ"
അവിഭാജ്യ പട്ടിക,અભિન્ન કોષ્ટક
"പട്ടിക, പരന്ന","ટેબ્યુલર, સપાટ"
പട്ടിക രൂപം,ટેબ્યુલર સ્વરૂપ
"പട്ടിക ലോഗരിതം, പട്ടിക ലോഗരിതം","ટેબ્યુલર લોગરીધમ, ટેબ્યુલર લોગરીધમ"
പട്ടികപ്പെടുത്തുക,ટેબ્યુલેટ
പട്ടിക മൂല്യങ്ങൾ,કોષ્ટક મૂલ્યો
ടാബുലേഷൻ,ટેબ્યુલેશન
"പട്ടിക, പട്ടിക യന്ത്രം, പട്ടിക","ટેબ્યુલર, ટેબ્યુલર મશીન, ટેબ્યુલર"
"വാൽ, വാൽ","પૂંછડી, પૂંછડી"
വാൽ പ്രദേശം (വിതരണത്തിന്റെ),પૂંછડીનો વિસ્તાર (વિતરણનો)
സ്പർശിക്കുക,સ્પર્શ
"സ്പർശം, സ്പർശം, സ്പർശം, സ്പർശം","સ્પર્શક, સ્પર્શક, સ્પર્શક, સ્પર્શક"
രോമം ഫ്ലാറ്റ് സ്പർശിക്കുക,ફ્લીસ ફ્લીસને સ્પર્શ કરો
"സ്പർശിക്കുന്ന, സ്പർശിക്കുന്ന","સ્પર્શેન્દ્રિય, સ્પર્શક"
ടാൻജന്റ് ഘടകം,સ્પર્શક ઘટક
ടാൻജെന്റ് കട്ട്,સ્પર્શક કટ
ടാൻജെന്റ് ലൈൻ,સ્પર્શરેખા
"സ്പർശന തലം, സ്പർശന തലം","સ્પર્શેન્દ્રિય વિમાન, સ્પર્શેન્દ્રિય વિમાન"
സ്പർശിക്കുന്ന ജനസംഖ്യ,સ્પર્શ વસ્તી
ടേപ്പ് പഞ്ച്,ટેપ પંચ
ടേപ്പ് റീഡർ,ટેપ રીડર
ടൗബ്രിയുടെ സിദ്ധാന്തം,ટૌબ્રીનું પ્રમેય
ടെയ്ലർ സിദ്ധാന്തം,ટેલર પ્રમેય
ഷെബിഷെവ് ദൂരം,શેબીશેવ અંતર
ടി-വിതരണം,ટી-વિતરણ
ഇന്റർ സ്പീഷീസ് സീരീസ്,આંતરજાતિ શ્રેણી
താൽക്കാലിക കോർഡിനേറ്റുകൾ,ટેમ્પોરલ કોઓર્ડિનેટ્સ
താൽക്കാലിക ബന്ധം,ટેમ્પોરલ સંબંધ
സമയ വേരിയബിൾ,સમય ચલ
വലിച്ചുനീട്ടാനാവുന്ന ശേഷി,તણાવ શક્તિ
"ഫീൽഡ്, ടെൻസർ","ક્ષેત્ર, ટેન્સર"
ഫീൽഡ് വിശകലനം,ક્ષેત્ર વિશ્લેષણ
ഫീൽഡ് ഉൽപ്പന്നം,ક્ષેત્ર ઉત્પાદન
താൽക്കാലിക കോൺഫിഗറേഷൻ,કામચલાઉ રૂપરેખાંકન
പോസ്റ്റ്,પોસ્ટ
നിരോധനം അവസാനിപ്പിക്കുക,પ્રતિબંધ સમાપ્ત કરો
അവസാന വേഗത ഡൈവ്,અંતિમ વેગ ડાઈવ
