Odiya,Bengali
ସବସିଡି,ভর্তুকি
ସବସିଡିଯୁକ୍ତ ଆବାସ,ভর্তুকিযুক্ত আবাসন
ସବସିଡି,ভর্তুকি
ସବଷ୍ଟାଣ୍ଟେନ୍ସ,জীবিকা নির্বাহ
ସବଷ୍ଟାଣ୍ଟେନ୍ସ ଭତ୍ତା,অস্তিত্ব ভাতা
ସବଷ୍ଟାଣ୍ଟ ଅନୁଦାନ,জীবিকা অনুদান
ଅପବିତ୍ରତା,নিম্নমানের
ବହୁମୂଲ୍ୟ,যথেষ্ট
ସବଷ୍ଟାଟିଆସିଟ୍,প্রমাণ
ବହୁମୂଲ୍ୟ,তাত্পর্যপূর্ণ
ସବଷ୍ଟାଟିଭ୍ ଦରମା |,তাত্পর্যপূর্ণ বেতন
ପ୍ରସ୍ଥା ପୋଷ୍ଟ |,সংক্ষিপ্ত পোস্ট
ବଦଳାନ୍ତୁ,বিকল্প
ପ୍ରତିସ୍ଥାପନ,প্রতিস্থাপন
ସବ୍ ସବ୍-ଅନୁଚ୍ଛେଦ |,সাব সাব-অনুচ্ছেদ
ଉପାନ୍ତ |,শহরতলির
ଉଦ୍ଭିଦ,সাবভেনশন
ଉତ୍ତନକୁ,সাবভার্সন
ସୁଡଂଗ,পাতাল রেল
ସଫଳ,সফল
ଉତ୍ତରାଧିକାରୀ,উত্তরাধিকার
କ୍ରମାଗତ,একের পর এক
ଉତ୍ତରାଧିକାରୀ,উত্তরাধিকারী
ଅଭିଯୋଗ,সফল
ମକଦ୍ଦମା,মামলা
ଯନ୍ତ୍ରଣା ଭୋଗ |,ভোগা
ଯନ୍ତ୍ରଣା ଭୋଗୁଛି |,কষ্ট
ଯଥେଷ୍ଟ,যথেষ্ট
ସଫିକ୍ସ,প্রত্যয়
ପୂର୍ଣ୍ଣତା,ভোটাধিকার
ପରାମର୍ଶ,পরামর্শ
ପରାମର୍ଶ ବାକ୍ସ,পরামর্শ বাক্স
ପରାମର୍ଶ ପୁସ୍ତକ |,পরামর্শ বই
ପରାମର୍ଶଦାୟକ,পরামর্শমূলক
ଆତ୍ମହତ୍ୟା,আত্মহত্যা
ସୁଟ୍,স্যুট
ଅନୁପଯୁକ୍ତ,উপযুক্ততা
ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ,উপযুক্ত ক্রিয়া
ପରିମାପ,উপযুক্ত
ରାଶି,যোগফল
ସଂକ୍ଷେପରେ,সংক্ষেপে
ସାରାଂଶ,সারসংক্ষেপ
ସାରାଂଶ ପରୀକ୍ଷଣ |,সংক্ষিপ্ত পরীক্ষা
ସଂକ୍ଷିପ୍ତ,সাতরে যাও
ଶିଖର ସମ୍ମିଳନୀ |,শীর্ষ সম্মেলন
ଡାକ,তলব করা
ସମ୍ପୁର୍ଣ୍ଣ ଭତ୍ତା,স্যাম্পটুরি ভাতা
ରାଶି,যোগ করা
ସୁନ୍ଦର,সুন্দরী
ସୁଓ ମୋଟୋ |,সু মটো
ସୁପରନୁଏସନ୍,সুপারিনুয়েশন
ସୁପରନ୍ୟୁସନ ପେନ୍ସନ୍ |,সুপারিনুয়েশন পেনশন
ଅତ୍ୟଧିକ,অতিমাত্রায়
Arid ତୁଷାର,অতিমাত্রায়
ସୁପରିମ୍ପୋଲ୍ |,সুপারিপোজ
ଶ୍ରେଷ୍ଠ,উচ্চতর
ଶ୍ରେଷ୍ଠତା,শ্রেষ্ঠত্ব
ସୁଲଭିରିର୍ଦୀ |,সুপারনুমারি
ସୁପ୍ରତିକ ପୋଷ୍ଟ |,সুপারনুমারি পোস্ট
ସୁପରସ୍କ୍ରେବର |,সুপারস্ক্রাইব
ସୁପରସ୍କ୍ରିପସନ୍,সুপারসক্রিপশন
ସୁପର୍ସକି,সুপারসেড
ସୁପରସନ,সুপারসেশন
ସୁପରଷ୍ଟାର୍କଚର,সুপারস্ট্রাকচার
ସୁପରସାକେକ୍ସ,সুপারট্যাক্স
ସୁପର ଟାଇସ୍କାଲ୍ |,সুপার টাইমস্কেল
ତଦାରଖ,তদারকি
ପର୍ଯ୍ୟବେକ୍ଷକ,কর্মকর্তা
ପର୍ଯ୍ୟବେକ୍ଷକ କର୍ମଚାରୀ |,তত্ত্বাবধায়ক কর্মীরা
ସପ୍ଲିମେଣ୍ଟ,পরিপূরক
ସ୍ବାଦପାମାରୀ,পরিপূরক
ସ୍ବାଦପାମିଆ ବଜେଟ,পরিপূরক বাজেট
ସ୍ବାଦଯୁକ୍ତ ମୂଲ୍ୟ,পরিপূরক ব্যয়
ସପ୍ଲିମେଣ୍ଟାରୀ ଚାହିଦା |,পরিপূরক চাহিদা
ସପ୍ଲିମେଣ୍ଟାରୀ ଅନୁଦାନ,পরিপূরক অনুদান
ସପ୍ଲିମେଣ୍ଟାରୀ ପ୍ରଶ୍ନ |,পরিপূরক প্রশ্ন
ସପ୍ଲିମେଣ୍ଟାରୀ ନିୟମ |,পরিপূরক বিধি
ଯୋଗାଣକାରୀ,সরবরাহকারী
ଯୋଗାଣ,সরবরাহ
ସମର୍ଥନ,সমর্থন
ସମର୍ଥକ,সমর্থক
ଡକ୍ୟୁମେଣ୍ଟକୁ ସମର୍ଥନ କରିବା |,সমর্থনকারী কাগজপত্র
ଦମନ,দমন করা
ସର୍ବୋଚ୍ଚତା,আধিপত্য
ସର୍ବୋପରି,সুপ্রিম
ସରଚାର୍ଜ |,সারচার্জ
ନିଶ୍ଚିତ,জামিনত
ନିଶ୍ଚିତତା ବଣ୍ଡ |,জামিন বন্ড
ସରଫେସ୍ ଯାଞ୍ଚ |,পৃষ্ঠ পরিদর্শন
ପୃଷ୍ଠ ପଠାଇଲେ,পৃষ্ঠ পরিবহন
ଅସ୍ତ୍ରୋପଚାର,সার্জারি
ଉପନାମ,পদবি
ବଳକା,উদ্বৃত্ত
ଅତିରିକ୍ତ ବଜାର |,উদ্বৃত্ত বাজেট
ସରପ୍ଲସ୍ ରିପୋର୍ଟ,উদ্বৃত্ত রিপোর্ট
ସରପ୍ଲସ୍ କର୍ମଚାରୀ |,উদ্বৃত্ত কর্মীরা
ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଯାଞ୍ଚ |,আশ্চর্য চেক
ଆଶ୍ଚର୍ଯ୍ୟଜନକ ପରିଦର୍ଶନ |,আশ্চর্য দর্শন
ଆତ୍ମସମର୍ପଣ,আত্মসমর্পণ
ଆଖପାଖ,চারপাশ
Srortx,সুরট্যাক্স
ତଦାରଖ,নজরদারি
ସର୍ବେକ୍ଷଣ,জরিপ
ସର୍ବେକ୍ଷଣ ରିପୋର୍ଟ,জরিপ প্রতিবেদন
ବଞ୍ଚିବା,বেঁচে থাকা
ବଞ୍ଚିବା,বেঁচে আছে
ବଞ୍ଚିଥିବା,বেঁচে থাকা
ସ୍ଥଗିତତା,সংবেদনশীলতা
ସନ୍ଦିଗ୍ଧ,সন্দেহ
ସ୍ଥଗିତ ରଖ |,স্থগিত
ସସପେନ୍ସ,সাসপেন্স
ନିଲସପେନ୍ସ ଆକାଉଣ୍ଟ |,সাসপেন্স একাউন্ট
ନିଲମ୍ବନ,স্থগিতাদেশ
ନିଲମ୍ବନ କ୍ରମ |,সাসপেনশন অর্ডার
ସନ୍ଦେହ,সন্দেহ
ସ୍ଥାୟୀ,টেকসই
ସ୍ଥାୟୀ ଅଭିବୃଦ୍ଧି,টেকসই প্রবৃদ্ধি
ସ୍ଥାୟୀ,টেকসই
ଶପଥ କର,শপথ করুন
ଶପଥ-ସମାରୋହ,শপথ ইন-সিরিজ
ପାଠ୍ୟକ୍ରମ,পাঠ্যসূচি
ପ୍ରତୀକ,প্রতীক
ସମୃଦ୍ଧ,প্রতিসাম্য
ସହାନୁଭୂତି,সহানুভূতি
ସହାନୁଭୂତି ଷ୍ଟ୍ରାଇକ୍ |,সহানুভূতি ধর্মঘট
ସିମ୍ପୋସିୟମ,সিম্পোজিয়াম
ଲକ୍ଷଣ,লক্ষণ
ସିଙ୍କ୍ରୋନାଇଜ୍ କରନ୍ତୁ |,সিঙ্ক্রোনাইজ
ସିନୋପିସ୍,সংক্ষিপ্তসার
ସିନ୍ଥେସିସ୍,সংশ্লেষণ
ସିନ୍ଥେଟିକ୍ |,সিন্থেটিক
ସିଷ୍ଟମ୍,পদ্ধতি
ବ୍ୟବସ୍ଥିତ,পদ্ধতিগত
ବ୍ୟବସ୍ଥିତ କାର୍ଯ୍ୟ,পদ্ধতিগত কাজ
ସିଷ୍ଟମ୍ ବିଶ୍ଳେଷଣ |,সিস্টেম বিশ্লেষণ
ଟ୍ୟାବ୍ ଫୋଲ୍ଡର |,ট্যাব ফোল্ডার
ଟେବୁଲ୍ |,টেবিল
ଟେବୁ |,টেবিল
ସୁଚୀ ପତ୍ର,সুচিপত্র
ଘରର ଟେବୁଲ,ঘরের টেবিল
ଟାଉନୁଲାର୍ |,সারণী
ଟ୍ୟାବଲେଟେଡ୍ ଷ୍ଟେଟମେଣ୍ଟ,সারণী বিবৃতি
ଟାବଲେସନ୍,সারণী
ବାଉଣ୍ଡର୍,ট্যাবুলেটর
ଟ୍ୟାକ୍ କରନ୍ତୁ |,সাজসরঁজাম
କ act ଶଳ |,কৌশল
କ ful ଶଳପୂର୍ଣ୍ଣ |,কৌশলী
କ act ଶଳ |,কৌশল
ଟ୍ୟାଗ୍ |,ট্যাগ
ଘର ଦିଅ,হোম বেতন নিতে
ଅଧିକାର କର,গ্রহণ
ଦକ୍ଷ,প্রতিভাশালী
ପ୍ରତିଭା ସର୍ଚ୍ଚ,প্রতিভা অনুসন্ধান
ଟାଲି,ট্যালি
ଟାଲି କାର୍ଡ,ট্যালি কার্ড
ଏବେଟନ,টেম্পারিং
ପର୍ଯ୍ୟାପ୍ତ |,স্পষ্ট
ଟାଙ୍ଗିବଲ୍ ଆସେଟ୍ |,বাস্তব সম্পদ
ଟେପ୍,টেপ
ମାପିବା,ট্যাপিং
ଛଉ,ক্লান্তি
ଲକ୍ଷ୍ୟ,লক্ষ্য
ଟାର୍ଗେଟ୍ ତାରିଖ,নির্দিষ্ট তারিখ
ଶୁଳ୍କ,শুল্ক
ଚୁଲି,কলঙ্ক
କାର୍ଯ୍ୟ,কাজ
ଟାସ୍କ ଫୋର୍ସ |,বিশেষ কর্মীদল
କର,কর
ଟିକେ ଲେଖା,কর ছাড়
ଟିକସଯୋଗ୍ୟ,করযোগ্য
ଟିକସଯୋଗ୍ୟ ଆୟ |,করযোগ্য আয়
ଟିକେ ଆଡଜଷ୍ଟମେଣ୍ଟ୍,কর সামঞ্জস্য
ଟିକସ ମୂଲ୍ୟାଙ୍କନ |,ট্যাক্স মূল্যায়ন
ଟିକସ,কর
ଟିକସ ଏଡାଇବା |,কর পরিহার
ଟ୍ୟାକ୍ସ ପରାମର୍ଶଦାତା |,ট্যাক্স কনসালট্যান্ট
ଟିକସ ଘୋଷଣା,ট্যাক্স ঘোষণা
ଉତ୍ସରେ ଟ୍ୟାକ୍ସ କଟାଯାଇଛି |,উত্সে কর কেটে নেওয়া
ଟିକସ ରିହାତି,কর ছাড়
ଟିକସ ମସଲା,কর ফাঁকি
ଟିକେ ଛାଡ,কর অব্যাহতি
ଟିକସମୁକ୍ତ,করমুক্ত
କର ଆଦାୟ,কর প্রদানকারী
ଟିକସ ରିହାତି,ট্যাক্স ছাড়
ଟିକେ ରିଟର୍ଣ୍ଣ,ট্যাক্স ফেরত
ଟିକସ ପ୍ରେରଣା,কর শিডিউল
ଦଳ ଆତ୍ମା,দলের তেজস্বীতা
ଦଳ କାର୍ଯ୍ୟ,দলবদ্ধভাবে সম্পাদিত কর্ম
ଚିରି ଗ୍ୟାସ୍ |,কাঁদুনে গ্যাস
ଯାନ୍ତ୍ରିକ |,প্রযুক্তিগত
ଯାନ୍ତ୍ରିକ ଉପଦେଶ |,কারিগরি পরামর্শ
ବ Technical ଷୟିକ କଲେଜ |,কারিগরি কলেজ
ଯାନ୍ତ୍ରିକ ତଥ୍ୟ |,প্রযুক্তিগত তথ্য
ଯାନ୍ତ୍ରିକ ପୋଷ୍ଟ |,প্রযুক্তিগত পোস্ট
ଯାନ୍ତ୍ରିକ ଯୋଗ୍ୟତା |,প্রযুক্তিগত যোগ্যতা
ଯାନ୍ତ୍ରିକ ଦକ୍ଷତା |,কারিগরী দক্ষ্যতা
ଯାନ୍ତ୍ରିକ ଶବ୍ଦ,প্রযুক্তিগত শব্দ
ଯାନ୍ତ୍ରିକ ତାଲିମ |,কারিগরি প্রশিক্ষণ
ଟେକ୍ନିସିଆନ୍,প্রযুক্তিবিদ
କ techni ଶଳ |,প্রযুক্তি
ଟେକ୍ନିକ୍,টেকনোক্রেসি
ଟେକ୍ନୋଣ୍ଟ,টেকনোক্র্যাট
ବ techony ପକ୍ଷୀ |,প্রযুক্তিগত
ଟେକ୍ନୋଲୋଜିଷ୍ଟ୍ରିଷ୍ଟ,প্রযুক্তিবিদ
ଟେକ୍ନୋଲୋଜି,প্রযুক্তি
ଟେଲିଚିଙ୍ଗ୍,টেলিব্যাঙ্কিং
ଟେଲିଗ୍ରାମ,টেলিগ্রাম
ଟେଲିଗ୍ରାଫିକ୍ ଠିକଣା,টেলিগ্রাফিক ঠিকানা
ଟେଲିଗ୍ରାଫି,টেলিগ্রাফি
ଟେଲି ପ୍ରିଣ୍ଟର୍ ବାର୍ତ୍ତା |,টেলিপ্রিন্টার বার্তা
ଟେଲିଭିଜନ |,টেলিভিশন
ଟେଲିୱିଚ୍,টেলিফোনিং
ଟେଲାଇକ୍,টেলিক্স
ଟେଲର୍,টেলার
ସ୍ୱଭାବ,মেজাজ
ସ୍ୱାଗତ,মেজাজ
ସ୍ୱଭାବିକ,স্বভাবগত
ତାପମାତ୍ରା,তাপমাত্রা
ଟେମ୍ପୋ |,টেম্পো
ଅସ୍ଥାୟୀ,অস্থায়ী
ଅସ୍ଥାୟୀ ଅଗ୍ରଗତି |,অস্থায়ী অগ্রিম
ଅସ୍ଥାୟୀ ନିଯୁକ୍ତ |,অস্থায়ী অ্যাপয়েন্টমেন্ট
ଅସ୍ଥାୟୀ ଅକ୍ଷମତା |,অস্থায়ী অক্ষমতা
ଅସ୍ଥାୟୀ ପୋଷ୍ଟ |,অস্থায়ী পোস্ট
ଅସ୍ଥାୟୀ ପ୍ରତିବନ୍ଧକ |,অস্থায়ী বিধিনিষেধ
ଅସ୍ଥାୟୀ ଖାଲିତା |,অস্থায়ী শূন্যপদ
ପ୍ରଲୋଭନ,প্রলোভন
ଅନୁପଯୁକ୍ତ,টেনেবল
ଆନାକିନିଟି |,টেনেসিটি
ଭଡା,ভাড়াটে
ଭଡାଟିଆ,প্রজা
ପ୍ରବୃତ୍ତି,প্রবণতা
ଟେଣ୍ଡର,দরপত্র
ଟେଣ୍ଡର ବକ୍ସ |,টেন্ডার বক্স
ଟେଣ୍ଡର,দরপত্রদাতা
ଟେଣ୍ଡର ବିଜ୍ଞପ୍ତି |,দরপত্র বিজ্ঞপ্তি
ପରୀକ୍ଷାମୂଳକ |,সম্ভাব্য
ଉପସନ୍ତ,মেয়াদ
ଦେଶର ଉପଦେଶ,জমির মেয়াদ
କାର୍ଯ୍ୟାଳୟର କାର୍ଯ୍ୟକାଳ |,অফিসের মেয়াদ
ପୋଷ୍ଟର ଉପସାଗଣୀ |,পোস্টের মেয়াদ
କାର୍ଯ୍ୟର ଉପଦେଶ,কাজের মেয়াদ
ଉପସନ୍ତ ପୋଷ୍ଟ,মেয়াদ পোস্ট
ଶବ୍ଦ,শব্দ
ଟର୍ମିନାଲ୍,চূড়ান্ত
ଟର୍ମିନାଲ୍ (ରିପୋର୍ଟ ଇତ୍ୟାଦି),টার্মিনাল (রিপোর্ট ইত্যাদি)
ଟର୍ମିନାଲ୍ ଟ୍ୟାକ୍ସ |,টার্মিনাল ট্যাক্স
ସମାପ୍ତି,সমাপ্তি
ସମାପ୍ତି ଧାରା,সমাপ্তি ধারা
ସମାପ୍ତି ବିଜ୍ଞପ୍ତି |,সমাপ্তি বিজ্ঞপ্তি
ସେବା ସମାପ୍ତି,পরিষেবা সমাপ্তি
ଶବ୍ଦ,পরিভাষা
ଟର୍ମ an ଣ,মেয়াদি ঋণ
କାର୍ଯ୍ୟକାଳର ଅବଧି,অর্থবিল
ସର୍ତ୍ତାବଳୀ,শর্তাদি
ସର୍ତ୍ତାବଳୀ,শর্তাবলী
ବିତରଣର ସର୍ତ୍ତାବଳୀ,বিতরণের বিধি
ସନ୍ଦର୍ଭ ସର୍ତ୍ତାବଳୀ,রেফারেন্সের শর্তাবলী
ସେବା ସର୍ତ୍ତାବଳୀ,সেবা পাবার শর্ত
ଅଞ୍ଚଳ,এলাকা
ଆତଙ୍କ,সন্ত্রাস
ଆତଙ୍କବାଦ,সন্ত্রাসবাদ
ଆତଙ୍କବାଦୀ,সন্ত্রাসী
ଟେର୍ଟିଆରି ଲାଭ,তৃতীয় সুবিধা
ପରୀକ୍ଷା,পরীক্ষা
ନିୟମ,টেস্টামেন্ট
ପରୀକ୍ଷା ଚାର୍ଜ,পরীক্ষার চার্জ
ପରୀକ୍ଷା ଯାଞ୍ଚ |,পরীক্ষা চেক
ପରୀକ୍ଷକ,পরীক্ষক
ସାକ୍ଷ୍ୟ ଦିଅ,সাক্ষ্য দিন
ସାକ୍ଷ୍ୟ,প্রশংসাপত্র
ସାକ୍ଷ୍ୟ,সাক্ষ্য
ପରୀକ୍ଷା ରିପୋର୍ଟ,পরীক্ষার রিপোর্ট
ପାଠ,পাঠ্য
ଧନ୍ୟବାଦ,কৃতজ্ঞ
ଥିମ୍,থিম
ଥେରାପି,থেরাপি
ତୃତୀୟ ବ୍ୟକ୍ତି,তৃতীয় পক্ষ
ପୁରା,পুরোপুরি
ଭାବପ୍ରବଣ,চিন্তাশীল
ଧମକ,হুমকি
ଥ୍ରିଫ୍ଟ |,থ্রিফ্ট
ମାଧ୍ୟମରେ,মাধ্যম
ବାହାରକୁ ଫୋପାଡ,নিক্ষেপ
ଆଙ୍ଗୁଠି ଭାବନା |,থাম্ব ছাপ
ସଂଖ୍ୟାଗରିଷ୍ଠତା,থাম্পিং সংখ্যাগরিষ্ঠ
ଟିକେଟ୍,টিকিট
ବାନ୍ଧ |,টাই
ବନ୍ଧା loan ଣ,বাঁধা loan ণ
ଶିରୋନାମା,স্তর
ଟିଲ୍ଟ,কাত
ସମୟ,সময়
ସମୟ ଅନୁମତିପ୍ରାପ୍ତ |,সময় অনুমোদিত
ସମୟ ବାରଣ କରାଯାଇଛି |,সময় নিষিদ্ধ
ସମୟ ସୀମା,সময় আবদ্ধ
ସମୟ କାର୍ଡ,সময় কার্ড
ସମୟ ଜମା (= ସ୍ଥିର ଜମା),সময় আমানত (= স্থির আমানত)
ସମୟ ରଖେ |,সময় রাখা
ସମୟ ସୀମା,সময় সীমা
ସମୟ ସରିଲା,সময় বন্ধ
ସମୟ ଅତିକ୍ରମ କରନ୍ତୁ |,সময় কাটিয়ে উঠেছে
ଟାଇମେଡ୍ ପ୍ରୋଗ୍ରାମ୍ |,সময়সীমা প্রোগ্রাম
ସମୟ ହାର,সময় হার
ସମୟ ରେକର୍ଡିଂ ମେସିନ୍ |,সময় রেকর্ডিং মেশিন
ସମୟ ସ୍କେଲ,সময় স্কেল
ସମୟ ନିରନ୍ତର |,সময়সূচী
ସମୟ ଷ୍ଟାମ୍ପ୍ |,সময় স্ট্যাম্প
ସମୟ ଅଧ୍ୟୟନ ଉପକରଣ |,সময় অধ্যয়নের সরঞ্জাম
ସମୟ ସାରଣୀ |,সময় টেবিল
ସମୟ,সময়
ଟିପ୍ସ,পরামর্শ
ଆଖ୍ୟା,শিরোনাম
ଆଖ୍ୟା ଧାରକ |,শিরোনামধারী
ଶୌଚାଳୟ,টয়লেট
ଟୋକେନ୍,টোকেন
ଟୋକେନ୍ ସଦସ୍ୟ |,টোকেন সদস্য
ଟୋକେନ୍ ଦରମା |,টোকেন বেতন
ଟୋକେନ୍ ଷ୍ଟ୍ରାଇକ୍ |,টোকেন ধর্মঘট
ସ୍ୱର,টোন
ସ୍ୱର ତଳକୁ,টোন ডাউন
ସ୍ୱର,বলবর্ধন করা
ସାଧନ,টুল
ଟୁଲ୍ ଡାଉନ୍ ଷ୍ଟ୍ରାଇକ୍ |,টুল ডাউন স্ট্রাইক
ଶୀର୍ଷ,শীর্ষ
ବିଷୟ,বিষয়
ଶୀର୍ଷ ସ୍ତରର ନିଷ୍ପତ୍ତି |,শীর্ষ স্তরের সিদ্ধান্ত
ଶୀର୍ଷିକ ପରିଚାଳନା,শীর্ষ ব্যবস্থাপনা
ଶୀର୍ଷ,শীর্ষস্থানীয়
ଶୀର୍ଷିକୀ,শীর্ষ কর্মকর্তা
ଟପୋଗ୍ରାଫି |,টপোগ্রাফি
ଶୀର୍ଷ ପ୍ରାଥମିକତା,সর্বোচ্চ অগ্রাধিকার
ଶୀର୍ଷା ର୍ୟାଙ୍କିଙ୍ଗ୍ |,শীর্ষ র্যাংকিং
ପରମ ଗୁପ୍ତ କଥା,গোপনতম
ନିର୍ଯାତନା,নির্যাতন
ସମୁଦାୟ,মোট
ମୋଟ ସେବା,মোট পরিষেবা
କଠିନ,শক্ত
ଭ୍ରମଣ,ট্যুর
ଟୁର୍ ପ୍ରୋଗ୍ରାମ୍,ট্যুর প্রোগ্রাম
ଟୁର୍ ରିପୋର୍ଟ,ট্যুর রিপোর্ট
ଟାଉଟ୍,টাউট
ସହର,শহর
ଟାଉନସିପ୍,টাউনশিপ
ଟ୍ରାସ,ট্রেস
ଟ୍ରାକ୍ଟ |,ট্র্যাক্ট
ଟ୍ରାକସନ,আকর্ষণ
ବାଣିଜ୍ୟ ଚୁକ୍ତି |,বাণিজ্য বিণ্যাশ
ବାଣିଜ୍ୟ ଶିକ୍ଷା,শ্রমকল্যাণ সমিতি
ପରମ୍ପରା |,Tradition তিহ্য
ଟ୍ରେନ୍,ট্রেন
ପ୍ରଶିକ୍ଷାର୍ଥୀ,শাগরেদ
ପ୍ରଶିକ୍ଷନ,প্রশিক্ষণ
ପ୍ରଶିକ୍ଷକ,প্রশিক্ষক
ତାଲିମ,প্রশিক্ষণ
ତାଲିମ କେନ୍ଦ୍ର,প্রশিক্ষণ কেন্দ্র
ସହମୂଳକ ରହସ୍ୟ,প্রশিক্ষণ কলেজ
ତାଲିମ ବିଭାଗ,প্রশিক্ষণ বিভাগ
ତାଲିମ ଇନଷ୍ଟିଚ୍ୟୁଟ୍ |,প্রশিক্ষণ প্রতিষ্ঠান
ତାଲିମ ଅବଧି,প্রশিক্ষন পর্ব
ତାଲିମ କାର୍ଯ୍ୟକ୍ରମ,প্রশিক্ষন কর্মসূচী
ତାଲିମ ୟୁନିଟ୍ |,প্রশিক্ষণ ইউনিট
ଗୁଣ,বৈশিষ্ট্য
ଦେଶଦ୍ରୋହୀ,বিশ্বাসঘাতক
ଶାନ୍ତି |,প্রশান্তি
କାରବାର,লেনদেন
ବ୍ୟବସାୟର କାରବାର,ব্যবসায়ের লেনদেন
ଟ୍ରାନ୍ସକ୍ରିପସନ୍,প্রতিলিপি
ସ୍ଥାନାନ୍ତର,স্থানান্তর
ସ୍ଥାନାନ୍ତରଯୋଗ୍ୟ ସାମଗ୍ରୀ |,স্থানান্তরযোগ্য পণ্য
ସ୍ଥାନାନ୍ତର ପ୍ରବେଶ,স্থানান্তর এন্ট্রি
ସ୍ଥାନାନ୍ତର ଦେୟ,স্থানান্তর ফি
ସ୍ମାରକପତ୍ର ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |,স্মারকলিপি স্থানান্তর
ଡେପୁଟେସନ୍ କୁ ସ୍ଥାନାନ୍ତର |,ডেপুটেশন উপর স্থানান্তর
ସ୍ଥାନାନ୍ତର ଆଦେଶ,স্থানান্তর আদেশ
ସଂକ୍ରମଣ,রূপান্তর
ଗମନାଗମନ,ট্রানজিট
ଗମନାଗମନ ଡ୍ୟୁଟି |,ট্রানজিট শুল্ক
କ୍ରାନ୍ତିକାରୀ,ট্রানজিশনাল
ଗମନାଗମନ ପାସ୍ |,ট্রানজিট পাস
ଗମନାଗମନ ଭିସା |,ট্রানজিট ভিসা
ଗମନାଗମନ କର୍ମଶାଳା |,ট্রানজিট ওয়ার্কশপ
ଅନୁବାଦ,অনুবাদ
ଅନୁବାଦକ,লিপ্লিটারেশন
ସଂକ୍ରମଣ,সংক্রমণ
ପ୍ରସାରଣ,প্রেরণ
ପରିବହନ,পরিবহন
ପରିବହନ ଭତ୍ତା,পরিবহন ভাতা
ପରିବହନ,পরিবহন
ସ୍ଥାନାନ୍ତର,স্থানান্তর
ଜାଲ,ফাঁদ
ଭ୍ରମଣ,ভ্রমণ
ଭ୍ରମଣ ଖର୍ଚ୍ଚ,ভ্রমণ খরচ
ଭ୍ରମଣକାରୀଙ୍କ ଚେକ୍ |,ভ্রমণকারীদের চেক
ଭ୍ରମଣ ଭତ୍ତା,ভ্রমণ ভাতা
ଭ୍ରମଣ ଭତ୍ତା ବିଲ୍ |,ভ্রমণ ভাতা বিল
ଭ୍ରମଣ ବନ୍ଦ,ভ্রমণ ছাড়
ବିଶ୍ୱାସଘାତକତା,বিশ্বাসঘাতকতা
ଦେଶଦ୍ରୋହ,রাষ্ট্রদ্রোহ
ଭଣ୍ଡାର,কোষাগার
ଭଣ୍ଡାର ବେଞ୍ଚ |,ট্রেজারি বেঞ্চ
ଟ୍ରେଜେରୀ ଜମା ରସିଦ (T.D.R।),ট্রেজারি ডিপোজিট রসিদ (টি.ডি.আর।)
ଭଣ୍ଡାର ରସିଦ |,ট্রেজারি রসিদ
ଭଣ୍ଡାର ଭାଉଚର |,ট্রেজারি ভাউচার
ଚିକିତ୍ସା କର |,ট্রিট
ଚୁକ୍ତି,চুক্তি
ପ୍ରତ୍ୟର୍ପଣର ଚିକିତ୍ସା |,প্রত্যর্পণ চুক্তি
ଟ୍ରେକ୍,ট্রেক
ଟ୍ରେଣ୍ଡ,প্রবণতা
ଅପରାଧ,অনর্থক
ପରୀକ୍ଷା,ট্রায়াল
ପରୀକ୍ଷା ବାଲାନ୍ସ,ট্রায়াল ভারসাম্য
ପରୀକ୍ଷା ସମୟ,পর্যবেক্ষণকাল
ଆଦିବାସୀ କ୍ଷେତ୍ର ବିକାଶ |,উপজাতি অঞ্চল উন্নয়ন
ଆଦିବାସୀ କଲ୍ୟାଣ |,উপজাতি কল্যাণ
ଜନଜାତି,উপজাতি
ଟ୍ରାର୍କନାଲ |,ট্রাইব্যুনাল
ଶ୍ରଦ୍ଧାଞ୍ଜଳି,শ্রদ্ধা
ଟ୍ରିମ୍,ট্রিম
ଯାତ୍ରା,ট্রিপ
ତ୍ରିପାକ୍ଷିତା,ত্রিপক্ষ
ଟ୍ରିପଲ୍,ট্রিপল
ତ୍ରିପାଠୀ,ত্রিগুণ
ପ୍ରକୃତ କପି |,সত্য অনুলিপি
ଟ୍ରଙ୍କ୍ କଲ୍ |,ট্রাঙ্ক কল
ବିଶ୍ୱାସ,বিশ্বাস
ଟ୍ରଷ୍ଟି,ট্রাস্টি
ବିଶ୍ୱାସଯୋଗ୍ୟ,বিশ্বাসযোগ্য
ମନା କରିବା,প্রত্যাখ্যান করা
ଟର୍କି,টার্নকি ভিত্তি
ପ ରି ଣ ତ ହେ ବା,টার্ন আউট
କାରବାର,টার্নওভার
ନିରର୍ଥକ,টার্পিউড
ପରୀହାଜ,টিউটলেজ
ଯାଆଁଳା ସହର |,টুইন সিটি
ଯାଆଁଳା ଅଂଶୀଦାର ଆଧାର |,দ্বিগুণ ভাগ করে নেওয়ার ভিত্তি
ଟାଇପ୍ କରନ୍ତୁ |,প্রকার
ପ୍ରଶ୍ନଗୁଡିକ,টাইপস্ক্রিপ্ট
