Malayalam,Kannada
സ്ക്വയർ-മീൻ റൂട്ട് ഡിറ്റക്ടർ,ಸ್ಕ್ವೇರ್-ಮೀನ್ ರೂಟ್ ಡಿಟೆಕ್ಟರ್
റോബോട്ടിക്സ്,ರೊಬೊಟಿಕ್ಸ್
റോഷെൽ ലവണങ്ങൾ,ರೋಚೆಲ್ ಲವಣಗಳು
വിചിത്ര ദൈർഘ്യമുള്ള ആന്റിന,ಬೆಸ ಉದ್ದದ ಆಂಟೆನಾ
ഉയർത്തുക,ಉನ್ನತಿ
വെള്ളക്ക് പൂശുന്നു,ವೆಲ್ಲಕ್ ಲೇಪನ
വെല്ലക്ക് ടിൻ കൈമാറ്റം,ವೆಲಾಕ್ ಟಿನ್ ವರ್ಗಾವಣೆ
വ്യതിചലന ഘടകം,ವಿಚಲನ ಅಂಶ
മുറിയിലെ താപനില,ಕೊಠಡಿಯ ತಾಪಮಾನ
ഉത്ഭവ സ്ഥാനം,ಮೂಲ ಸ್ಥಳ
മൈനസ് ഒരു സ്ക്വയർ റൂട്ട്,ಮೈನಸ್ ಒಂದು ವರ್ಗಮೂಲ
ചതുരം-അർത്ഥം റൂട്ട് മൂല്യം,ಚದರ-ಸರಾಸರಿ ಮೂಲ ಮೌಲ್ಯ
ഭ്രമണം,ತಿರುಗುವ
റൊട്ടേഷണൽ അറ്റൻവേറ്റർ,ತಿರುಗುವ ಅಟೆನ್ಯೂಯೇಟರ್
ഭ്രമണ നിർദ്ദേശം,ತಿರುಗುವಿಕೆಯ ಸೂಚನೆ
ഭ്രമണ വെക്റ്റർ,ತಿರುಗುವ ವೆಕ್ಟರ್
സമീപത്തെ പിശക്,ಸಮೀಪದ ದೋಷ
റൂട്ടർ,ರೂಟರ್
റൂട്ട് ടെസ്റ്റ്,ರೂತ್ ಪರೀಕ್ಷೆ
ruth-harwijs അറേ,ರುತ್-ಹಾರ್ವಿಸ್ ಅರೇ
നോമി ടെസ്റ്റ്,ನೋಮಿ ಪರೀಕ್ಷೆ
r-പാരാമീറ്റർ,ಆರ್-ಪ್ಯಾರಾಮೀಟರ್
rs-complement (radix complement),ಆರ್ಎಸ್-ಪೂರಕ (ರಾಡಿಕ್ಸ್ ಪೂರಕ)
ആർ എസ്. ഫ്ലിപ്പ് ഫ്ലോപ്പ്,ಆರ್ ಎಸ್. ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
RTD (റെസിസ്റ്റൻസ് ഹീറ്റ് ഡിറ്റക്ടർ),RTD (ರೆಸಿಸ್ಟೆನ್ಸ್ ಹೀಟ್ ಡಿಟೆಕ್ಟರ್)
റൂബി ലെഡ്ജർ,ಮಾಣಿಕ್ಯ ಲೇಸರ್
വടി-ധാര,ರಾಡ್-ಸ್ಟ್ರೀಮ್
രക്ഷപ്പെടുക,ಹೊರಹೋಗು
റാഡ്ബെർഗിന്റെ സ്ഥിരം,ರಾಡ್‌ಬರ್ಗ್‌ನ ಸ್ಥಿರ
rz-കോഡ്,rz-ಕೋಡ್
സുരക്ഷിത മേഖല,ಸುರಕ್ಷಿತ ವಲಯ
"സുരക്ഷിത ഗുണിതം, സുരക്ഷാ സൂചിക","ಸುರಕ್ಷಿತ ಗುಣಕ, ಸುರಕ್ಷತೆ ಸೂಚ್ಯಂಕ"
സെലീന്റെ ഫിൽട്ടർ,ಸೆಲೀನ್ಸ್ ಫಿಲ್ಟರ್
സാമ്പിൾ ആൻഡ് ഹോൾഡ്,ಮಾದರಿ ಮತ್ತು ಹಿಡಿದುಕೊಳ್ಳಿ
സാമ്പിൾ ആൻഡ് ഹോൾഡ് സർക്യൂട്ട്,ಮಾದರಿ ಮತ್ತು ಹೋಲ್ಡ್ ಸರ್ಕ್ಯೂಟ್
സാമ്പിൾ ഡാറ്റ,ಮಾದರಿ ಡೇಟಾ
സാമ്പിൾ CRO,ಮಾದರಿ CRO
സാമ്പിൾ ഫംഗ്ഷൻ,ಮಾದರಿ ಕಾರ್ಯ
സാമ്പിൾ ഓസിലോസ്കോപ്പ്,ಮಾದರಿ ಆಸಿಲ್ಲೋಸ್ಕೋಪ್
സാമ്പിൾ സിദ്ധാന്തം,ಮಾದರಿ ಪ್ರಮೇಯ
സാമ്പിൾ വോൾട്ട്മീറ്റർ,ಮಾದರಿ ವೋಲ್ಟ್ಮೀಟರ್
ഉപഗ്രഹം,ಉಪಗ್ರಹ
ഉപഗ്രഹ പ്രക്ഷേപണം,ಉಪಗ್ರಹ ಪ್ರಸಾರ
ഉപഗ്രഹ ആശയവിനിമയം,ಉಪಗ್ರಹ ಸಂವಹನ
സാറ്റലൈറ്റ് ട്രാൻസ്മിഷൻ വിൻഡോ,ಉಪಗ್ರಹ ಪ್ರಸರಣ ವಿಂಡೋ
ഉപഗ്രഹ സ്റ്റേഷൻ,ಉಪಗ್ರಹ ಕೇಂದ್ರ
ഉപഗ്രഹ ടിവി,ಉಪಗ್ರಹ ಟಿವಿ
പൂരിത യുക്തി,ಸ್ಯಾಚುರೇಟೆಡ್ ತರ್ಕ
സാച്ചുറേഷൻ,ಶುದ್ಧತ್ವ
സാച്ചുറേഷൻ കാലതാമസം,ಶುದ್ಧತ್ವ ವಿಳಂಬ
സാച്ചുറേഷൻ ഫ്ലക്സ് സാന്ദ്രത,ಸ್ಯಾಚುರೇಶನ್ ಫ್ಲಕ್ಸ್ ಸಾಂದ್ರತೆ
സാച്ചുറേഷൻ പോയിന്റ്,ಶುದ್ಧತ್ವ ಬಿಂದು
സാച്ചുറേഷൻ വോൾട്ടേജ്,ಶುದ್ಧತ್ವ ವೋಲ್ಟೇಜ್
വരണ്ട ഫിൽട്ടർ,ಶುಷ್ಕ ಫಿಲ್ಟರ್
ഡെന്റ് ജനറേറ്റർ കണ്ടു,ಕಂಡಿತು ಡೆಂಟ್ ಜನರೇಟರ್
അരിഡന്തി തരംഗ രൂപം,ಅರಿದಂತಿ ತರಂಗ ರೂಪ
സ്കെയിലർ,ಸ್ಕೇಲಾರ್
സ്കെയിൽ മൾട്ടിപ്ലയർ,ಪ್ರಮಾಣದ ಗುಣಕ
സ്കാനിംഗ് പാത,ಸ್ಕ್ಯಾನಿಂಗ್ ಮಾರ್ಗ
സ്കാനർ,ಸ್ಕ್ಯಾನರ್
സ്കാനിംഗ്,ಸ್ಕ್ಯಾನಿಂಗ್
ചിതറിക്കിടക്കുന്ന സംപ്രേക്ഷണം,ಚದುರಿದ ಪ್ರಸರಣ
ചിതറിക്കിടക്കുന്നവൻ,ಚದುರಿಸುವವನು
വ്യവസ്ഥാപിതമായ പിടിച്ചെടുക്കൽ,ವ್ಯವಸ್ಥಿತ ಸೆರೆಹಿಡಿಯುವಿಕೆ
സ്മിത്ത് ട്രിഗർ,ಸ್ಮಿತ್ ಪ್ರಚೋದಕ
ഷോട്ട്കി ഡയോഡ്,ಶಾಟ್ಕಿ ಡಯೋಡ್
ലഘൂകരണ പ്രതികരണം,ತಗ್ಗಿಸುವಿಕೆ ಪ್ರತಿಕ್ರಿಯೆ
വീക്കം അറ,ಊತ ಚೇಂಬರ್
മിന്നുന്ന,ಮಿನುಗುವ
അവ്യക്തമായ,ಉಸಿರುಗಟ್ಟಿದ
സ്ക്രീൻ ഡിസ്പ്ലേ,ಪರದೆಯ ಪ್ರದರ್ಶನ
മൂടി,ಹೊದಿಕೆ
സിൻക്രണസ് ഡൈനാമിക് റാം (SDRAM),ಸಿಂಕ್ರೊನಸ್ ಡೈನಾಮಿಕ್ RAM (SDRAM)
സികം കൊടക്,ಸಿಕಮ್ ಕೊಡಾಕ್
രണ്ടാം ഭരണം,ಸೆಕೆಂಟ್ ನಿಯಮ
രണ്ടാമത്തെ ഏകദേശ കണക്ക്,ಎರಡನೇ ಅಂದಾಜು
രണ്ടാമത്തെ വിള്ളൽ,ಎರಡನೇ ಬಿರುಕು
രണ്ടാമത്തെ ഹാർമോണിക്,ಎರಡನೇ ಹಾರ್ಮೋನಿಕ್
രണ്ടാം ഓർഡർ ലൂപ്പ്,ಎರಡನೇ ಆರ್ಡರ್ ಲೂಪ್
സെക്കൻഡറി സെൽ (സെക്കൻഡറി സെൽ),ಸೆಕೆಂಡರಿ ಸೆಲ್ (ಸೆಕೆಂಡರಿ ಸೆಲ್)
ദ്വിതീയ ഉദ്വമനം,ದ್ವಿತೀಯ ಹೊರಸೂಸುವಿಕೆ
ദ്വിതീയ കോയിൽ,ದ್ವಿತೀಯ ಸುರುಳಿ
റേഡിയൽ കൊമ്പ്,ರೇಡಿಯಲ್ ಹಾರ್ನ್
സെഗ്മെന്റേഷൻ ഘടകം,ವಿಭಜನೆಯ ಅಂಶ
പര്യവേക്ഷണ കാലയളവ്,ಪರಿಶೋಧನೆಯ ಅವಧಿ
ബ്ലോക്ക് രജിസ്റ്റർ,ಬ್ಲಾಕ್ ರಿಜಿಸ್ಟರ್
തിരഞ്ഞെടുപ്പ് പ്രക്രിയ,ಆಯ್ಕೆ ಪ್ರಕ್ರಿಯೆ
തിരഞ്ഞെടുത്ത ആക്സന്റ്,ಆಯ್ದ ಉಚ್ಚಾರಣೆ
തിരഞ്ഞെടുത്ത ഓക്സിഡേഷൻ,ಆಯ್ದ ಆಕ್ಸಿಡೀಕರಣ
"തിരഞ്ഞെടുക്കൽ, തിരഞ്ഞെടുക്കൽ","ಆಯ್ಕೆ, ಆಯ್ಕೆ"
ആവൃത്തി തിരഞ്ഞെടുക്കൽ,ಆವರ್ತನ ಆಯ್ಕೆ
സെലിനിയം റക്റ്റിഫയർ,ಸೆಲೆನಿಯಮ್ ರೆಕ್ಟಿಫೈಯರ್
സ്വയം വിന്യസിക്കുന്ന ഗേറ്റ്,ಸ್ವಯಂ ಜೋಡಿಸುವ ಗೇಟ್
സ്വയം കടപ്പാട്,ಸ್ವಯಂ ಗುಣಲಕ್ಷಣ
ഓട്ടോമോട്ടീവ്,ವಾಹನ
സ്വയം നിമജ്ജനം,ಸ್ವಯಂ ಮುಳುಗುವಿಕೆ
സ്വയം ദീർഘവൃത്താകൃതിയിലുള്ള കോഡ്,ಸ್ವಯಂ ದೀರ್ಘವೃತ್ತದ ಸಂಕೇತ
സെമി ലോഗരിഥമിക് സ്കെയിൽ,ಅರೆ ಲಾಗರಿಥಮಿಕ್ ಸ್ಕೇಲ್
അർദ്ധചാലകം,ಅರೆವಾಹಕ
അർദ്ധചാലക ലേസർ ഡയോഡ്,ಅರೆವಾಹಕ ಲೇಸರ್ ಡಯೋಡ್
സെൻസിംഗ് ടെർമിനൽ,ಸಂವೇದನಾ ಟರ್ಮಿನಲ್
സെൻസർ,ಸಂವೇದಕ
സംവേദനക്ഷമത,ಸೂಕ್ಷ್ಮತೆ
സെൻസർ,ಸಂವೇದಕ
തുടർച്ചയായ പ്രവേശനം,ಅನುಕ್ರಮ ಪ್ರವೇಶ
തുടർച്ചയായ സർക്യൂട്ട്,ಅನುಕ್ರಮ ಸರ್ಕ್ಯೂಟ್
തുടർച്ചയായ എൻകോഡിംഗ്,ಅನುಕ್ರಮ ಎನ್ಕೋಡಿಂಗ್
സൂചികയിലുള്ള മെമ്മറി,ಸೂಚ್ಯಂಕ ಮೆಮೊರಿ
ക്ലാസ് പ്രവേശനം,ವರ್ಗ ಪ್ರವೇಶ
ക്ലാസ് ആഡർ,ವರ್ಗ ಸೇರಿಸುವವನು
സീക്വൻസ് ഡാറ്റ പോർട്ട്,ಅನುಕ್ರಮ ಡೇಟಾ ಪೋರ್ಟ್
ക്ലാസ് പോർട്ട്,ವರ್ಗ ಬಂದರು
വിഭാഗം പ്രിന്റർ,ವರ್ಗ ಮುದ್ರಕ
ശ്രേണിപരമായ കൈമാറ്റം,ಕ್ರಮಾನುಗತ ವರ್ಗಾವಣೆ
പരിധി സെൽ,ವ್ಯಾಪ್ತಿಯ ಕೋಶ
ഗ്രേഡ് ഡിഗ്രേഡേഷൻ രജിസ്റ്റർ,ದರ್ಜೆಯ ಅವನತಿ ನೋಂದಣಿ
വിഭാഗം റീചാർജ്,ವರ್ಗ ರೀಚಾರ್ಜ್
പരിധി ഓമ്മീറ്റർ,ವ್ಯಾಪ್ತಿಯ ಓಮ್ಮೀಟರ್
പരമ്പര സമാന്തര സർക്യൂട്ട്,ಸರಣಿ ಸಮಾನಾಂತರ ಸರ್ಕ್ಯೂಟ್
ക്ലാസ് റെഗുലേറ്റർ,ವರ್ಗ ನಿಯಂತ್ರಕ
ശ്രേണി അനുരണനം,ಶ್ರೇಣಿಯ ಅನುರಣನ
സീരീസ് ട്യൂൺഡ് സർക്യൂട്ട്,ಸರಣಿ ಟ್ಯೂನ್ಡ್ ಸರ್ಕ್ಯೂಟ್
പരിധി വോൾട്ടേജ് റെഗുലേറ്റർ,ವ್ಯಾಪ್ತಿಯ ವೋಲ್ಟೇಜ್ ನಿಯಂತ್ರಕ
"സെർവർ, സെർവർ","ಸರ್ವರ್, ಸರ್ವರ್"
സെർവോ ആംപ്ലിഫയർ,ಸರ್ವೋ ಆಂಪ್ಲಿಫಯರ್
സെർവോ മെക്കാനിക്കൽ രീതി,ಸರ್ವೋ ಯಾಂತ್ರಿಕ ವಿಧಾನ
സെർവോ റെക്കോഡർ,ಸರ್ವೋ ರೆಕೋಡರ್
അലങ്കാര സമയം,ಅಲಂಕಾರ ಸಮಯ
ക്രമീകരിക്കൽ കാലയളവ്,ಹೊಂದಾಣಿಕೆ ಅವಧಿ
അഷ്ടഭുജ ഡീകോഡർ,ಆಕ್ಟಲ್ ಡಿಕೋಡರ್
സപ്തഖണ്ഡ പ്രദർശനം,ಸಪ್ತಖಂಡ ಪ್ರದರ್ಶನ
നിഴൽ കവർ; ഷാഡോ മാസ്ക്,ನೆರಳು ಕವರ್; ನೆರಳು ಮುಖವಾಡ
നിഴൽ ഓർമ്മ,ನೆರಳು ನೆನಪು
ഷാനന്റെ സിദ്ധാന്തം,ಶಾನನ್ ಪ್ರಮೇಯ
സംഭരണ പ്രായം,ಶೆಲ್ಫ್ ಜೀವನ
പ്രിസർവേറ്റീവ്,ಸಂರಕ್ಷಕ
ട്രാൻസ്ഫർ കൗണ്ടർ,ವರ್ಗಾವಣೆ ಕೌಂಟರ್
സ്ഥാനചലനം രജിസ്റ്റർ,ಸ್ಥಳಾಂತರ ನೋಂದಣಿ
ഷോക്ക് ഉത്തേജനം,ಆಘಾತ ಪ್ರಚೋದನೆ
ഞെട്ടിക്കുന്ന പ്രതിസന്ധി,ಆಘಾತ ಬಿಕ್ಕಟ್ಟು
ഷോർട്ട് പാത്ത് കറന്റ്,ಸಣ್ಣ ಮಾರ್ಗ ಪ್ರಸ್ತುತ
ഷോർട്ട് സർക്യൂട്ട് സംരക്ഷണം,ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್ ರಕ್ಷಣೆ
ഹ്രസ്വ പ്രഭാവം,ಸಣ್ಣ ಪರಿಣಾಮ
"അലർച്ച, വെടിയൊച്ച","ಗಲಾಟೆ, ಗುಂಡು ಶಬ್ದ"
ചുരുക്കിയ കാലതാമസം ലൈൻ,ಸಂಕ್ಷಿಪ್ತ ವಿಳಂಬ ರೇಖೆ
വെടി മുഴക്കം,ಗುಂಡು ಶಬ್ದ
സൈഡ് പാത്ത്,ಅಡ್ಡ ಮಾರ್ಗ
നടപ്പാത കറന്റ്,ಕಾಲುದಾರಿಯ ಪ್ರಸ್ತುತ
ഷണ്ട് ഉപകരണം,ಷಂಟ್ ಸಾಧನ
ഷണ്ട് റീചാർജ്,ಷಂಟ್ ರೀಚಾರ್ಜ್
ഷണ്ട് മീറ്റർ,ಷಂಟ್ ಮೀಟರ್
സൈഡ് സർക്യൂട്ട്,ಅಡ್ಡ ಸರ್ಕ್ಯೂಟ್
ഷണ്ട് ക്ലാസ് ദമ്പതികൾ,ಷಂಟ್ ವರ್ಗ ದಂಪತಿಗಳು
സൈഡ് ബാൻഡ്,ಸೈಡ್ ಬ್ಯಾಂಡ್
സൈഡ് ബാൻഡ് ശബ്ദം,ಸೈಡ್ ಬ್ಯಾಂಡ್ ಶಬ್ದ
ലാറ്ററൽ കാരിയർ ഫ്രീക്വൻസി,ಲ್ಯಾಟರಲ್ ಕ್ಯಾರಿಯರ್ ಆವರ್ತನ
"ലാറ്ററൽ ഷിഫ്റ്റ്, ലാറ്ററൽ ലാവ്","ಲ್ಯಾಟರಲ್ ಶಿಫ್ಟ್, ಲ್ಯಾಟರಲ್ ಲ್ಯಾವ್"
വോക്കൽസ്,ಧ್ವನಿ ತಂತುಗಳು
സീമെൻസ്,ಸೀಮೆನ್ಸ್
ചിഹ്ന പെട്ടി,ಚಿಹ್ನೆ ಬಾಕ್ಸ್
അടയാളം വലിപ്പം,ಗುರುತು ಗಾತ್ರ
വോളിയം നമ്പർ അടയാളപ്പെടുത്തുക,ಪರಿಮಾಣ ಸಂಖ್ಯೆಯನ್ನು ಗುರುತಿಸಿ
സിഗ്നൽ വിശകലനം,ಸಿಗ್ನಲ್ ವಿಶ್ಲೇಷಣೆ
സിഗ്നൽ ഡിറ്റക്ടർ,ಸಿಗ್ನಲ್ ಡಿಟೆಕ್ಟರ್
സിഗ്നൽ ജനറേറ്റർ,ಸಿಗ್ನಲ್ ಜನರೇಟರ್
സിഗ്നൽ പോളാർ ഐസൊലേറ്റർ,ಸಿಗ್ನಲ್ ಪೋಲಾರ್ ಐಸೊಲೇಟರ್
സിഗ്നൽ അളവ്,ಸಿಗ್ನಲ್ ಪ್ರಮಾಣೀಕರಣ
സിഗ്നൽ തീവ്രത,ಸಿಗ್ನಲ್ ತೀವ್ರತೆ
സിഗ്നൽ-ടു-ബേർ അനുപാതം,ಸಿಗ್ನಲ್-ಟು-ಬೇರ್ ಅನುಪಾತ
സിലിക്കൺ നിയന്ത്രിത റക്റ്റിഫയർ,ಸಿಲಿಕಾನ್ ನಿಯಂತ್ರಿತ ರಿಕ್ಟಿಫೈಯರ್
സിലിക്കൺ നിയന്ത്രിത സ്വിച്ച്,ಸಿಲಿಕಾನ್ ನಿಯಂತ್ರಿತ ಸ್ವಿಚ್
സിലിക്കൺ ഡയോക്സൈഡ്,ಸಿಲಿಕಾನ್ ಡೈಆಕ್ಸೈಡ್
സിലിക്കൺ ഗേറ്റ്,ಸಿಲಿಕಾನ್ ಗೇಟ್
സിലിക്കൺ നൈട്രൈഡ്,ಸಿಲಿಕಾನ್ ನೈಟ್ರೈಡ್
സിലിക്കൺ-ഓക്സൈഡ് രീതി,ಸಿಲಿಕಾನ್-ಆಕ್ಸೈಡ್ ವಿಧಾನ
സിലിക്കൺ ട്രാൻസിസ്റ്റർ,ಸಿಲಿಕಾನ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್
സിലിക്കൺ ബഫർ,ಸಿಲಿಕಾನ್ ಬಫರ್
സിൽക്ക് കവർ,ರೇಷ್ಮೆ ಹೊದಿಕೆ
സിംപ്ലക്സ് കോഡ്,ಸಿಂಪ್ಲೆಕ್ಸ್ ಕೋಡ್
ഒറ്റ ലിങ്ക്,ಒಂದೇ ಲಿಂಕ್
സിമുലേറ്റഡ് മോട്ടിവേറ്റർ,ಅನುಕರಿಸಿದ ಪ್ರೇರಕ
സിമുലേഷൻ രീതി,ಸಿಮ್ಯುಲೇಶನ್ ವಿಧಾನ
എമുലേറ്റർ,ಎಮ್ಯುಲೇಟರ್
സൈൻ ഫലൻ ജനറേറ്റർ,ಸೈನ್ ಫಲಾನ್ ಜನರೇಟರ್
സൈൻ ഇന്റഗ്രൽ,ಸೈನ್ ಅವಿಭಾಜ್ಯ
സൈൻ സ്ക്വയർ വേവ് കൺവെർട്ടർ,ಸೈನ್ ಚದರ ತರಂಗ ಪರಿವರ್ತಕ
സൈൻ വേവ് സിന്തസിസ്,ಸೈನ್ ತರಂಗ ಸಂಶ್ಲೇಷಣೆ
സൈൻ-സ്ക്വയർ വേവ് ജനറേറ്റർ,ಸೈನ್-ಸ್ಕ್ವೇರ್ ತರಂಗ ಜನರೇಟರ್
സിംഗിൾ ബോർഡ് കമ്പ്യൂട്ടർ,ಸಿಂಗಲ್ ಬೋರ್ಡ್ ಕಂಪ್ಯೂಟರ್
സിംഗിൾ കപ്പാസിറ്റൻസ് നഷ്ടപരിഹാരം,ಏಕ ಧಾರಣ ಪರಿಹಾರ
ഒറ്റ ചിപ്പ് മൈക്രോപ്രൊസസർ,ಏಕ ಚಿಪ್ ಮೈಕ್ರೊಪ್ರೊಸೆಸರ್
ഏക സാന്ദ്രത ഡിസ്ക്,ಏಕ ಸಾಂದ್ರತೆಯ ಡಿಸ್ಕ್
സിംഗിൾ വെയിൻ ഔട്ട്പുട്ട്,ಏಕ ಅಭಿಧಮನಿ ಔಟ್ಪುಟ್
സിംഗിൾ-പോൾ ബൈപ്രോജക്റ്റ് സ്വിച്ച്,ಏಕ-ಪೋಲ್ ಬೈಪ್ರೊಜೆಕ್ಟ್ ಸ್ವಿಚ್
സോളോ പ്ലേബാക്ക് ബാൻഡ് (SSB),ಸೋಲೋ ಪ್ಲೇಬ್ಯಾಕ್ ಬ್ಯಾಂಡ್ (SSB)
സിംഗിൾ സൈഡ് ഡിസ്ക്,ಒಂದೇ ಬದಿಯ ಡಿಸ್ಕ್
സിംഗിൾ പ്രോൺ adc,ಏಕ ಪೀಡಿತ adc
സിംഗിൾ സ്റ്റേജ് എക്സിക്യൂഷൻ,ಏಕ ಹಂತದ ಮರಣದಂಡನೆ
ഒറ്റ വിതരണ പ്രവർത്തന ആംപ്ലിഫയർ,ಏಕ ಪೂರೈಕೆ ಕಾರ್ಯಾಚರಣಾ ಆಂಪ್ಲಿಫಯರ್
ഒറ്റ വിതരണ പ്രവർത്തനം,ಏಕ ಪೂರೈಕೆ ಕಾರ್ಯಾಚರಣೆ
നിമജ്ജനം,ಮುಳುಗುವಿಕೆ
sinusoidal പ്രതികരണം,ಸೈನುಸೈಡಲ್ ಪ್ರತಿಕ್ರಿಯೆ
sinusoidal തരംഗം,ಸೈನುಸೈಡಲ್ ತರಂಗ
സ്ക്യൂ ക്ലോക്ക്,ಓರೆ ಗಡಿಯಾರ
ഉപരിതല പ്രഭാവം,ಮೇಲ್ಮೈ ಪರಿಣಾಮ
വോളിയം തരംഗം,ಪರಿಮಾಣ ತರಂಗ
സ്കൈ വേവ് ട്രാൻസ്മിഷൻ,ಆಕಾಶ ತರಂಗ ಪ್ರಸರಣ
കീഴാളൻ,ಅಧೀನ
പ്രവർത്തനരഹിതമായ മോഡ്,ಸುಪ್ತ ಮೋಡ್
സ്റ്റെപ്പ് മോട്ടോർ,ಹಂತದ ಮೋಟಾರ್
സ്ലൂയിസ് നിരക്ക്,ಸ್ಲೂಸ್ ದರ
പ്രോൺ ഡിറ്റക്ടർ,ಪೀಡಿತ ಡಿಟೆಕ್ಟರ್
സ്ലോട്ട് ലൈൻ,ಸ್ಲಾಟ್ ಮಾಡಿದ ಸಾಲು
മങ്ങിയ ഫ്യൂസ്,ಮಂದ ಫ್ಯೂಸ್
സ്ലോ സ്കാനിംഗ് ടെലിവിഷൻ,ನಿಧಾನ ಸ್ಕ್ಯಾನಿಂಗ್ ದೂರದರ್ಶನ
ചെറിയ ഏകീകരണം (SSI),ಸಣ್ಣ ಏಕೀಕರಣ (SSI)
ഹ്രസ്വ സിഗ്നൽ വിശകലനം,ಸಣ್ಣ ಸಿಗ್ನಲ್ ವಿಶ್ಲೇಷಣೆ
ചെറിയ സിഗ്നൽ മോഡൽ,ಸಣ್ಣ ಸಿಗ್ನಲ್ ಮಾದರಿ
സ്മാർട്ട് കാർഡ്,ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್
സ്മാർട്ട് ഫാൻ,ಸ್ಮಾರ್ಟ್ ಅಭಿಮಾನಿ
സ്മെക്റ്റിക് ക്രിസ്റ്റൽ,ಸ್ಮೆಕ್ಟಿಕ್ ಸ್ಫಟಿಕ
സ്മിത്ത് ചാർട്ട്,ಸ್ಮಿತ್ ಚಾರ್ಟ್
പുക പരിശോധക യന്ത്രം,ಹೊಗೆ ಪತ್ತೆಕಾರಕ
മായ്ക്കുന്നു,ಅಳಿಸುವುದು
മഞ്ഞ് പ്രഭാവം,ಹಿಮ ಪರಿಣಾಮ
ഷോക്ക് അബ്സോർബർ,ಆಘಾತ ಅಬ್ಸಾರ್ಬರ್
ഷോക്ക് അബ്സോർബിംഗ് സർക്യൂട്ട്,ಆಘಾತ ಹೀರಿಕೊಳ್ಳುವ ಸರ್ಕ್ಯೂಟ್
ഷോക്ക് കറന്റ്,ಆಘಾತ ಪ್ರಸ್ತುತ
സോക്കറ്റ്,ಸಾಕೆಟ್
സോഫ്റ്റ് കോപ്പി,ವಿದ್ಯುನ್ಮಾನ ಪ್ರತಿ
മൃദു മടക്കം,ಮೃದುವಾದ ಹಿಂತಿರುಗುವಿಕೆ
മൃദുവായ സാച്ചുറേഷൻ,ಮೃದು ಶುದ್ಧತ್ವ
മൃദു തുടക്കം,ಮೃದುವಾದ ಆರಂಭ
സോഫ്റ്റ്വെയർ,ಸಾಫ್ಟ್ವೇರ್
സോളാർ സെൽ,ಸೌರ ಕೋಶ
സൌരോര്ജ പാനലുകൾ,ಸೌರ ಫಲಕಗಳು
സോൾഡർ,ಬೆಸುಗೆ
സോൾഡർ പാലം,ಬೆಸುಗೆ ಸೇತುವೆ
സോളിനോയ്ഡ്,ಸೊಲೆನಾಯ್ಡ್
സോളിഡ് സ്റ്റേറ്റ് ഡിറ്റക്ടർ,ಘನ ಸ್ಥಿತಿ ಪತ್ತೆಕಾರಕ
സോളിഡ് സ്റ്റേറ്റ് ഉപകരണം,ಘನ ಸ್ಥಿತಿಯ ಸಾಧನ
സോളിഡ് സ്റ്റേറ്റ് റിലേ,ಘನ ಸ್ಥಿತಿಯ ರಿಲೇ
സോണാർ,ಸೋನಾರ್
SOS,SOS
ശബ്ദം സജീവമാക്കിയ സ്വിച്ച്,ಧ್ವನಿ ಸಕ್ರಿಯ ಸ್ವಿಚ್
ശബ്ദ ജനറേറ്റർ,ಧ್ವನಿ ಜನರೇಟರ್
സോഴ്സ് കോഡ്,ಮೂಲ ಕೋಡ್
ഉറവിട കോഡിംഗ്,ಮೂಲ ಕೋಡಿಂಗ್
ഉറവിടം കപ്പിൾഡ്,ಮೂಲವನ್ನು ಜೋಡಿಸಲಾಗಿದೆ
ഉറവിട ഡിസ്ക്,ಮೂಲ ಡಿಸ್ಕ್
ഉറവിട ട്രെയിലിംഗ്,ಮೂಲ ಹಿಂಬಾಲಕ
ഉറവിട പ്രതിഫലനം കോഡിംഗ്,ಮೂಲ ಪ್ರತಿಫಲನ ಕೋಡಿಂಗ್
"സ്ഥലം, സ്ഥലം, സ്ഥലം, ആകാശം","ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಆಕಾಶ"
സ്പേസ് ബാർ,ಸ್ಪೇಸ್ ಬಾರ್
ഇന്റർസ്റ്റീഷ്യൽ പൾസ്,ತೆರಪಿನ ಪ್ರಚೋದನೆ
മൾട്ടിപ്ലക്‌സർ കപ്പാസിറ്റൻസ്/സ്റ്റീരിയോ സെഗ്‌മെന്റേഷൻ,ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್ ಕೆಪಾಸಿಟನ್ಸ್/ಸ್ಟೀರಿಯೊ ಸೆಗ್ಮೆಂಟೇಶನ್
ഇന്റർവെൽ ഡിവൈഡഡ് മൾട്ടിപ്ലെക്സിംഗ്,ಇಂಟರ್ವಲ್ ಡಿವೈಡೆಡ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸಿಂಗ್
കവറേജ് ഉയർന്ന അനുപാതം,ವ್ಯಾಪ್ತಿ ಹೆಚ್ಚಿನ ಅನುಪಾತ
