Hindi,Gujarati
साम्यावस्था,સંતુલન
स्तब्ध वक्र,જડ વળાંક
स्तब्ध बिंदु,જડ બિંદુ
स्तब्ध मान,આઘાતજનક મૂલ્ય
"प्रतिदर्शज, आंकड़ा","નમૂના, આકૃતિ"
सांख्यिकीय,આંકડાકીય
सांख्यिकीय आंकड़े,આંકડાકીય વિશ્લેષણ
सांख्यिकीय बंटन,આંકડાકીય વિતરણ
सांख्यिकीय परिकल्पना,આંકડાકીય પૂર્વધારણા
सांख्यिकीय अनुमिति,આંકડાકીય અંદાજ
सांख्यिकीय निदर्श,આંકડાકીય મોડેલ
सांख्यिकीय समष्टि,આંકડાકીય વસ્તી
सांख्यिकीय गुणता-नियंत्रण ,આંકડાકીય ગુણવત્તા નિયંત્રણ
" सांख्यिकी , आंकड़े","આંકડા, આંકડા"
"अपरिवर्ती, अचर, स्थिर, स्थायी","અપરિવર્તનશીલ, સતત, સ્થિર, કાયમી"
स्थायी अवस्था हल,સ્થાયી રાજ્ય ઉકેલ
अधिक प्रवण आरोह,વધુ સંભવિત માઉન્ટ
प्रवणतम-आरोहण अभिकल्पना,ઢોળાવ-ક્લાઇમ્બ ડિઝાઇન
प्रवणतम अवरोहण,સૌથી ઊભો વંશ
"पग-फलन, सोपान फल्लनन",પગલું કાર્ય
स्टर्लिंग श्रेणी,સ્ટર્લિંગ શ્રેણી
"स्टोकैस्टिक, प्रसंभाव्य","સ્ટોકેસ્ટિક, સંભવિત"
प्रसंभाव्य आव्यूह,સંભવિત મેટ્રિક્સ
प्रसंभाव्य निदर्श,સંભવિત મોડેલ
प्रसंभाव्य प्रोग्रामन,સંભવિત પ્રોગ્રામિંગ
प्रसंभाव्य चर,સંભવિત ચલ
स्टोक्स प्रमेय,સ્ટોક્સ પ્રમેય
"सीधी रेखा, ऋजु रेखा, सरल रेखा","સીધી રેખા, સીધી રેખા, સીધી રેખા"
"स्तरी चार्ट, पट्टीदार चार्ट","સ્તર ચાર્ટ, બાર ચાર્ટ"
" स्तरण , स्तरविन्यास","સ્તરીકરણ, સ્તરીકરણ"
स्तरित प्रतिचयन,સ્તરીય નમૂના
"प्रवाह-रेखा, धारा-रेखा","પ્રવાહ-રેખા, પ્રવાહ-રેખા"
प्रतिबल,તણાવ
दृढ़तः अवमुख फलन,મજબૂત વલણવાળું કાર્ય
निरंतर हृासमान,સતત ઘટી રહ્યું છે
निरंतर वर्धमान,સતત વધારો
निरंतर एकदिष्ट फलन,સતત ઓર્ડિનેટ ફંક્શન
स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण),વિદ્યાર્થી કસોટી (વિદ્યાર્થી &#39;ટી&#39; ટેસ્ટ)
उपसंग्रह,ઉપસંગ્રહ
अव-सारणिक,પેટા-નિર્ધારિત
उपक्षेत्र,પેટા-પ્રદેશ
"उपवर्ग, उपसमृूह, उपग्रुप","પેટાવર્ગ, પેટાજૂથ, પેટાજૂથ"
उपांतराल,અંતરાલ
"उपमैट्रिक्स, उपाव्यूह","સબમેટ્રિક્સ, સબમેટ્રિક્સ"
"पादांक, पादाक्षर, पादलिपि","ફૂટનોટ, ફૂટનોટ, ફૂટનોટ"
उपानुक्रम,ઉત્તરાધિકાર
उपसमुच्चय,સબસેટ
उपसमष्टि,ઉપવસ્તી
प्रतिस्थापन,બદલી
अधः स्पर्शी,અર્ધ સ્પર્શેન્દ્રિય
"कक्षांतरित करना, अंतरित करना","સ્થાનાંતરિત કરવું, સ્થાનાંતરિત કરવું"
"घटाना, व्यवकलन करना","બાદબાકી, બાદબાકી"
"व्यवकलन, घटाना","બાદબાકી, બાદબાકી"
उत्तरोत्तर,ધીમે ધીમે
उत्तरोत्तर अवकलन,પ્રગતિશીલ તફાવત
उत्तरोत्तर समाकलन,પ્રગતિશીલ એકીકરણ
परवर्ती,બાદમાં
अनुलग्न,જોડાયેલ
" योगफल, जोड़, संकलन फल , धनराशि","સરવાળો, સરવાળો, સરવાળો, સરવાળો, સરવાળો"
योग फलन,સરવાળો કાર્ય
संकलनीय,કમ્પાઇલેબલ
योगखंड,યોગ બ્લોક
संकलन,સંકલન
संकलन-परिपाटी,સંગ્રહ સંમેલન
संकलन सूत्र,સંકલન સૂત્ર
श्रेणी-संकलन,ગ્રેડ સંગ્રહ
संकलन चिन्ह,સંકલન પ્રતીક
अनंत तक योग,અનંત સુધીનો યોગ
"मूर्धांक, मूर्धाक्षर","મૂર્ખ, મૂર્ખ"
अधिसमुच्चय,ઓવરસેટ
पराध्वनिक प्रवाह,સુપરસોનિક પ્રવાહ
संपूरक कोण,પૂરક કોણ
आलंबक ऊनविम समतल,lacquered ફ્લીસ ફ્લેટ
फलन का आलंब,કાર્યનો આધાર
"कल्पना करना, मान लेना","કલ્પના કરો, ધારો"
उच्चक,ઉચ્ચ
करणी,કરણી
" पृष्ठ , बहिर्तल , सतह, धरातल","સપાટી, સપાટી, સપાટી"
पृष्ठीय श्रेत्रफल,ડોર્સલ વિસ્તાર
पृष्ठ-समाकल,પૃષ્ઠ અભિન્ન
आच्छादन,આવરણ
आच्छादी,આવરણ
आच्छादी प्रतिचित्र,કવર નકશો
प्रतीक,હસ્તાક્ષર
प्रतीकात्मक तर्क,સાંકેતિક તર્ક
प्रतीकात्मक निदर्श,પ્રતીકાત્મક મોડેલ
सममित,સપ્રમાણ
सममितीय,આઇસોમેટ્રિક
"सममित सारणिक, सममित डिटर्मिनन्ट","સપ્રમાણ નિર્ધારક, સપ્રમાણ નિર્ધારક"
सममित अंतर,સપ્રમાણ તફાવત
सममित मैट्रिक्सि,સપ્રમાણ મેટ્રિક્સ
"तंत्र विश्लेषण, प्रणाली विश्लेषण",સિસ્ટમ વિશ્લેષણ સિસ્ટમ વિશ્લેષણ
क्रमबद्ध प्रतिचयन,સીરીયલ સેમ્પલિંગ
"सारणी, टेबल","ટેબલ, ટેબલ"
"टेब्लो, सारणी","ટેબલ, ટેબલ"
समाकल सारणी,અભિન્ન કોષ્ટક
"सारणीबद्ध, सपाट","ટેબ્યુલર, સપાટ"
सारणीबद्ध फार्म,ટેબ્યુલર સ્વરૂપ
"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म","ટેબ્યુલર લોગરીધમ, ટેબ્યુલર લોગરીધમ"
सारणीबद्ध करना,ટેબ્યુલેટ
सारणीबद्ध मान,કોષ્ટક મૂલ્યો
सारणीयन,ટેબ્યુલેશન
" सारणित्र, सारणी यंत्र , सारणीयक","ટેબ્યુલર, ટેબ્યુલર મશીન, ટેબ્યુલર"
"पुच्छ, पूँछ","પૂંછડી, પૂંછડી"
पुच्छ क्षेत्र (बंटन का),પૂંછડીનો વિસ્તાર (વિતરણનો)
स्पर्शिता,સ્પર્શ
" स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट","સ્પર્શક, સ્પર્શક, સ્પર્શક, સ્પર્શક"
स्पर्श ऊनविम समतल,ફ્લીસ ફ્લીસને સ્પર્શ કરો
"स्पर्शीय, स्पर्श रेखीय","સ્પર્શેન્દ્રિય, સ્પર્શક"
स्पर्श रेखीय घटक,સ્પર્શક ઘટક
स्पर्श रेखीय काट,સ્પર્શક કટ
स्पर्श रेखा,સ્પર્શરેખા
"स्पर्श तल, स्पर्श समतल","સ્પર્શેન્દ્રિય વિમાન, સ્પર્શેન્દ્રિય વિમાન"
स्पर्शी समष्टि,સ્પર્શ વસ્તી
टेप पंच,ટેપ પંચ
टेप पठित्र,ટેપ રીડર
टाउबरी प्रमेय,ટૌબ્રીનું પ્રમેય
टेलर प्रमेय,ટેલર પ્રમેય
शेबीशेव दूरीक,શેબીશેવ અંતર
t-बंटन,ટી-વિતરણ
अंतःसर्पी श्रेणी,આંતરજાતિ શ્રેણી
कालिक निर्देशांक,ટેમ્પોરલ કોઓર્ડિનેટ્સ
कालिक संबंध,ટેમ્પોરલ સંબંધ
कालिक चर,સમય ચલ
तनन-सामर्थ्य,તણાવ શક્તિ
"प्रदिश, टेन्सर","ક્ષેત્ર, ટેન્સર"
प्रदिश विश्लेषण,ક્ષેત્ર વિશ્લેષણ
प्रदिश गुणनफल,ક્ષેત્ર ઉત્પાદન
अस्थायी संरूपण,કામચલાઉ રૂપરેખાંકન
पद,પોસ્ટ
अंत्य प्रतिबंध,પ્રતિબંધ સમાપ્ત કરો
अंतिम वेग गोता,અંતિમ વેગ ડાઈવ
सांत दशमलव,સમાપ્તિ દશાંશ
पद मान,રેન્ક મૂલ્ય
पदशः अवकलन,પગલું વિભેદક
पदशः समाकलन,તબક્કાવાર એકીકરણ
"त्रिअंगी, त्रिआधारी","ત્રિકોણાકાર, ત્રિકોણાકાર"
परीक्षण,પરીક્ષણ
प्रसरण समांगता का परीक्षण,વિભિન્ન એકરૂપતાની કસોટી
परीक्षण फलन,પરીક્ષણ કાર્ય
परिकल्पना-परीक्षण,પૂર્વધારણા પરીક્ષણ
सार्थकता-परीक्षण,મહત્વ પરીક્ષણ
परीक्षण प्रतिदर्शज,પરીક્ષણ નમૂના
चतुष्फलकीय,ટેટ્રાહેડ્રલ
चतुष्फलकीय कोण,ટેટ્રાહેડ્રલ કોણ
चतुष्फलक,ચતુર્ભુજ
प्रमेय,પ્રમેય
अवशेष-प्रमेय,શેષ પ્રમેય
सैद्धांतिक माँग फलन,સૈદ્ધાંતિક માંગ કાર્ય
सैद्धांतिक असंतत बंटन,સૈદ્ધાંતિક અવ્યવસ્થિત વિતરણ
सैद्धांतिक त्रुटि,સૈદ્ધાંતિક ભૂલ
सैद्धांतिक समंजन,સૈદ્ધાંતિક ગોઠવણ
सैद्धांतिक संरूपण,સૈદ્ધાંતિક રચના
सैद्धांतिक बारंबारता,સૈદ્ધાંતિક આવર્તન
"सैद्धांततः, सिद्धांत रूप से","સિદ્ધાંતમાં, સિદ્ધાંતમાં"
सैद्धांतिक निदर्श,સૈદ્ધાંતિક મોડેલ
सैद्धांतिक निरूपण,સૈદ્ધાંતિક રચના
समीकरण सिद्धांत,સમીકરણ સિદ્ધાંત
त्रुटि सिद्धांत,ભૂલ સિદ્ધાંત
आकलन सिद्धांत,મૂલ્યાંકન સિદ્ધાંત
फलन सिद्धांत,કાર્ય સિદ્ધાંત
खेल सिद्धांत,રમત સિદ્ધાંત
गुरुत्वाकर्षण-सिद्धांत,ગુરુત્વાકર્ષણ સિદ્ધાંત
सूचना सिद्धांत,માહિતી સિદ્ધાંત
प्रतिस्थापन सिद्धांत,અવેજી સિદ્ધાંત
समुच्चय-सिद्धांत,સેટ થિયરી
पंक्ति सिद्धांत,પંક્તિ સિદ્ધાંત
तरंग सिद्धांत,તરંગ સિદ્ધાંત
ऊष्मागतिक,થર્મોડાયનેમિક
पेच की चूड़ी,સ્ક્રૂ બંગડી
त्रिविम,સ્ટીરિયોસ્કોપિક
त्रिविम सदिश विश्लेषण,સ્ટીરિયોસ્કોપિક વેક્ટર વિશ્લેષણ
त्रिधा वर्गीकरण,ત્રિપુટી વર્ગીકરણ
"प्रक्षेप, पात","પ્રક્ષેપણ, ડ્રોપ"
" प्रणोद , क्षेप","જોર, જોર"
"समय, काल, अवधि","સમય, અવધિ, અવધિ"
काल-अक्ष,સમય અક્ષ
कालाश्रितता,કાળી અવલંબન
कालाश्रित संरचक समीकरण,સમય આધારિત માળખું સમીકરણ
कालाश्रित प्रक्रिया,સમય આધારિત પ્રક્રિયા
समय-निरपेक्ष पद,પોસ્ટ બંધ સમય
काल अंतराल,સમય અંતરાલ
काल श्रेणी,સમય શ્રેણી
काल-श्रेणी विश्लेषण,સમય શ્રેણી વિશ્લેષણ
काल श्रेणी न्यास,સમય શ્રેણી ટ્રસ્ટ
कालभागी तंत्र,સમય સિસ્ટમ
"सहयता, सहन","સહનશીલતા, સહનશીલતા"
सहयता अंतराल,આધાર અંતરાલ
सहय तल,સહ-માળ
"सहयता सीमा, सहन सीमा","સહનશીલતા મર્યાદા, સહનશીલતા મર્યાદા"
सांस्थितिक,ટોપોગ્રાફિક
सांस्थितिक द्वैत,ટોપોલોજીકલ દ્વૈતતા
सांस्थितिक समूह,ટોપોલોજીકલ જૂથ
सांस्थितिक तुल्याकारिता,ટોપોલોજીકલ આઇસોમોર્ફિઝમ
सांस्थितिक रैखिक समष्टि,ટોપોલોજીકલ રેખીય જગ્યા
सांस्थितिकतः,ટોપોલોજીકલ રીતે
सांस्थितिक प्रतिचित्रण,ટોપોગ્રાફિક મેપિંગ
सांस्थितिक गुणधर्म,ટોપોલોજીકલ પ્રોપર્ટી
सांस्थितिक समष्टि,ટોપોલોજીકલ વસ્તી
सांस्थितिक सदिश समष्टि,ટોપોલોજીકલ વેક્ટર જગ્યા
"संस्थिति-विज्ञान, सांस्थितिकी","ટોપોલોજી, ટોપોલોજી"
"मरोड़, विमोटन, ऐंठन","આંચકી, ખેંચાણ, આંચકી"
"वृत्तज ठोस-वलय, टोरस","ગોળાકાર ઘન-રિંગ, ટોરસ"
"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)","કુલ, સરવાળો (ઓ.), સંપૂર્ણ, સંપૂર્ણ (v.)"
संपूर्ण अवकलज,સંપૂર્ણ વ્યુત્પન્ન
संपूर्ण अवकल,સંપૂર્ણ વિભેદક
संपूर्ण अवकल समीकरण,સંપૂર્ણ વિભેદક સમીકરણ
संपूर्ण निरीक्षण,સંપૂર્ણ તપાસ
संपूर्णतया परिबद्ध,સંપૂર્ણપણે બંધાયેલ
संपूर्णतया क्रमित समुच्चय,સંપૂર્ણ ઓર્ડર કરેલ સેટ
संपूर्ण क्रमीकरण,સંપૂર્ણ ક્રમાંકન
" अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)","ટ્રેસ કરવું, ટ્રેસ કરવું (n.), વીંધવું (n.), ટ્રેસ કરવું (v.)"
आव्यूह का अनुरेख,મેટ્રિક્સ ટ્રેસ
"अनुरेखण, अक्स अंकन","ટ્રેસીંગ, માર્કિંગ"
विनियम फलन,નિયમન કાર્ય
" प्रक्षेप-पथ, प्रपथ , संछेदी","માર્ગ, બોલ, બોલ"
अबीजीय,ગુણાતીત
अबीजीय समीकरण,બીજગણિતીય સમીકરણ
अबीजीय फलन,બીજગણિત કાર્ય
अबीजीय संख्या,બીજગણિત નંબર
"स्थानांतरण, अंतरण","ટ્રાન્સફર, ટ્રાન્સફર"
अंतरित फलन,વિભેદક કાર્ય
परिमितातीत आगमन,મર્યાદિત આગમન
परिमितातीत संख्या,અનંત સંખ્યા
रूपांतर,ભિન્નતા
रूपांतरण-सूत्र,રૂપાંતર સૂત્ર
रूपांतरण आव्यूह,ટ્રાન્સફોર્મેશન મેટ્રિક્સ
निर्देशांकों का रूपांतरण,કોઓર્ડિનેટ્સનું રૂપાંતર
रूपांतरित फलन,પરિવર્તન કાર્ય
रूपांतरित आव्यूह,પરિવર્તિત મેટ્રિક્સ
पोत-परिवहन समस्या,શિપિંગ સમસ્યા
क्षणिक आचरण,ક્ષણિક આચરણ
क्षणिक हल,ક્ષણિક ઉકેલ
संक्रमण,ચેપ
संक्रमण आव्यूह,સંક્રમણ મેટ્રિક્સ
संक्रामक,સાંસર્ગિક
संक्रमण-नियम,સંક્રમણ નિયમ
संक्रामक संबंध,ચેપી સંબંધ
संक्रामिता,ચેપીપણું
संक्रामिता-समुच्चय,ચેપી એકંદર
स्थानांतरण,ટ્રાન્સફર
परिवहन लागत,પરિવહન ખર્ચ
परिवहन समस्या,પરિવહન સમસ્યા
परिवहन काल,પરિવહન સમય
अभिगमन-समीकरण,ઍક્સેસ સમીકરણ
परिवर्तित आव्यूह,પરિવર્તિત મેટ્રિક્સ
आव्यूह-परिवर्त,મેટ્રિક્સ ચલ
पक्षांतरण,સ્થાનાંતરણ
अनुप्रस्थता,ટ્રાન્સવર્સ
अनुप्रस्थता प्रतिबंध,ટ્રાંસવર્સ પ્રતિબંધ
"अनुप्रस्थ, आड़ा","ત્રાંસી, ત્રાંસી"
अनुप्रस्थ गति,ટ્રાંસવર્સ ઝડપ
"समलंब, ट्रैपीजियम","ટ્રેપેઝિયમ, ટ્રેપેઝિયમ"
समलंबाभ,ટ્રેપેઝોઇડ
समलंब-प्रिज्म,ટ્રેપેઝિયમ પ્રિઝમ
" प्रशोधन , उपचार","સારવાર, સારવાર"
वृक्षारेख,વૃક્ષ રેખાકૃતિ
"प्रवृत्ति, उपनति","વલણ, વલણ"
उपनति रेखा,ઉદય રેખા
उपनति मान,વધારાનું મૂલ્ય
त्रयक,ત્રિપુટી
" जाँच, परख , अभिप्रयोग","પરીક્ષણ, પરીક્ષણ, પરીક્ષણ"
अभिप्रायोगिक फलन,આરોપાત્મક કાર્ય
"त्रिभुज, त्रिकोण","ત્રિકોણ, ત્રિકોણ"
त्रिभुज असमिका,ત્રિકોણ અસમાનતા
वेग-त्रिभुज,વેગ ત્રિકોણ
त्रिभुज-प्रतीक,ત્રિકોણ પ્રતીક
त्रिभुज पद्धति,ત્રિકોણ સિસ્ટમ
त्रिभुजनीयता,ત્રિકોણ
"त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार","ત્રિકોણાકાર, ત્રિકોણાકાર, ત્રિકોણાકાર"
त्रिभुजीय आव्यूह,ત્રિકોણાકાર મેટ્રિક્સ
"त्रिभुजन, त्रिकोणीयन","ત્રિકોણ, ત્રિકોણ"
त्रिभाजन,ત્રિપુટી
त्रिविकर्णी,ત્રિવિકર્ણી
त्रिकोणमितीय,ત્રિકોણમિતિ
त्रिकोणमितीय वक्र,ત્રિકોણમિતિ વળાંક
त्रिकोणमितीय समीकरण,ત્રિકોણમિતિ સમીકરણો
त्रिकोणमितीय फलन,ત્રિકોણમિતિ કાર્ય
त्रिकोणमितीय सर्वसमिका,ત્રિકોણમિતિ ઓળખ
त्रिकोणमितीय श्रेणी,ત્રિકોણમિતિ શ્રેણી
त्रिकोणमितीय हल,ત્રિકોણમિતિ ઉકેલ
त्रिकोणमितीय रूपांतरण,ત્રિકોણમિતિ પરિવર્તન
त्रिकोणमिति,ત્રિકોણમિતિ
"त्रिगुण, त्रिधा, त्रि-,त्रिशः, त्रिक, त्रितः","ત્રિગુણ, ત્રિધા, ત્રિ-, ત્રિશહ, ત્રિકા, ત્રિહ"
त्रिशः समाकलन,ટ્રિપલ એકીકરણ
त्रिक,ટ્રિપલ
समत्रिभाजित करना,દ્વિભાજિત
समत्रिभाजन,ત્રિવિભાજન
कोण का समत्रिभाजन,કોણને દ્વિભાજિત કરો
तच्छ रूप,સૂક્ષ્મ દેખાવ
तुच्छ संस्थिति,વ્યર્થ સ્થિતિ
कर्क-रेखा,કેન્સરનું ઉષ્ણકટિબંધ
मकर-रेखा,મકર રાશિનું ઉષ્ણકટિબંધ
क्षोभमंडल,ટ્રોપોસ્ફિયર
यथार्थ माध्य,સાચો અર્થ
यथार्थ बहुलक,સાચું મોડ
"लूनाग्र, रुंडित","lunagra, rundit"
"रुंडित शंकु, छिन्न शंकु","કપાયેલો શંકુ, કપાયેલો શંકુ"
छिन्न बंटन,તૂટેલું વિતરણ
छिन्न बारंबारता बंटन,તૂટેલી આવર્તન વિતરણ
"छेदन, छिन्नकरण, रुंडन, लूनाग्रता","વેધન, કાપવું, ઘસવું, ચંદ્રાકર્ષણ"
रुंडन,રનડાઉન
"यथार्थता, सत्यता","ચોકસાઈ, સત્યતા"
सत्यमान फलन,સત્ય કાર્ય
सत्यमान सारणी,સત્ય ટેબલ
सत्यमान,સત્યમન
t-प्रतिदर्शज,ટી-નમૂનો
t-परीक्षण,ટી-ટેસ્ટ
प्रक्षोभ सिद्धांत,ખલેલ સિદ્ધાંત
वर्तन बिंदु,વળાંક
"ऐंठन, मरोड़, व्यावर्तन , ट्विस्ट","ટ્વિચ, ટ્વિસ્ટ, ટ્વિસ્ટ, ટ્વિસ્ટ"
"व्यावर्तित वक्र, असमतली वक्र","ટ્વિસ્ટેડ વળાંક, અસમાન વળાંક"
द्विविम,બે પરિમાણીય
द्विविम संतत बंटन,બે પરિમાણીય સતત વિતરણ
द्विविम सदिश,બે પરિમાણીય વેક્ટર
द्विवर्गीकरण,બાયવર્ગીકરણ
द्विप्राचन परिवार,બાયપેરેંટલ કુટુંબ
द्विव्यक्तीय खेल,બે વ્યક્તિની રમત
द्विचरण विधि,બે પગલાની પદ્ધતિ
द्वि-प्रावस्था प्रतिचयन,બે તબક્કાના નમૂના
द्विबिंदु परिसीमा प्रतिबंध,ડબલ બિંદુ મર્યાદા પ્રતિબંધ
द्वि-पुच्छी F-परीक्षण,બે પૂંછડીવાળું એફ-ટેસ્ટ
द्वि-पुच्छी प्रसामान्य परीक्षण,બે પૂંછડીવાળું સામાન્ય પરીક્ષણ
द्वि-पुच्छी X-परीक्षण,બે પૂંછડીવાળી એક્સ-ટેસ્ટ
अंतिम मान,અંતિમ મૂલ્ય
अनभिनत आकल,નિષ્પક્ષ મૂલ્યાંકન
समष्टि प्रसरण का अनभिनत आकल,વસ્તી તફાવતનો નિષ્પક્ષ અંદાજ
अनभिनत रैखिक आकल,નિષ્પક્ષ રેખીય અંદાજ
अनभिनत बिंदु आकल,નિષ્પક્ષ બિંદુ અંદાજ
अनभिनत परीक्षण,નિષ્પક્ષ પરીક્ષણ
अपरिबद्‌ध प्रदेश,અમર્યાદિત પ્રદેશ
अपरिबद्‌ध समुच्चय,અમર્યાદિત સમૂહ
अपरिबद्‌ध हल,અમર્યાદિત ઉકેલ
अनिश्चितता-सिद्‌धांत,અનિશ્ચિતતા સિદ્ધાંત
अप्रतिबंध प्रायिकता,બિન-અવરોધ સંભાવના
अव्यवरोधित आपेक्षिक अधिकतम,વિક્ષેપિત સંબંધિત મહત્તમ
अगणनीय,અગણિત
अगणनीय उपसमुच्चय,અગણિત સબસેટ
अनिर्धारित,અનિશ્ચિત
अनिर्धारित गुणांक,અનિર્ધારિત ગુણાંક
असमान,અસમાન
अवर्गीकृत,અવર્ગીકૃત
अवर्गीकृत न्यास,અવર્ગીકૃત ટ્રસ્ટ
एकसमान,યુનિફોર્મ
"एकसमान त्वरण, अचर त्वरण","સમાન પ્રવેગક, સતત પ્રવેગક"
एकसमान परिबद्‌धता,સમાન બંધાયેલ
एकसमान अभिसरण,સમાન સંકલન
एकसमान अवमुखता,સમાન અભિગમ
एकसमान घनत्व,સમાન ઘનતા
एकसमान बंटन,સમાન વિતરણ
एकसमान गुरुत्वाकर्षण क्षेत्र,સમાન ગુરુત્વાકર્ષણ ક્ષેત્ર
" एकसमानता , परिवेशक, परिवेश-परिवार","સમાનતા, આજુબાજુ, આસપાસનું-કુટુંબ"
एकसमान सुष्ठुतम,શ્રેષ્ઠ ગણવેશ
एकसमान संतत विस्तार,સમાન સતત વિસ્તરણ
एकसमान अभिसारी,સમાન સંકલન
एकसमान शक्ततम परीक्षण,સમાન શક્તિ પરીક્ષણ
एकसमान गति,સમાન ગતિ
एकसमान प्रायिकता बंटन,સમાન સંભાવના વિતરણ
एकसमान चाल,સમાન ચાલ
एकसमान संस्थिति,સમાન સ્થિતિ
एकबहुलकी,એકાધિકાર
एकमापांकी,મોનોમીટર
एकमापांकी आव्यूह,મોનોમીટર મેટ્રિક્સ
एकमापांकी गुणधर्म,મોનોમીટર મિલકત
" संघ , सम्मिलन , संयोग","સંઘ, સંઘ, સંયોગ"
उपसमुच्चयों के परिवार का सम्मिलन,ઉપગણોનું કુટુંબ સંઘ
समुच्चयों का सम्मिलन,સમૂહોનું સંયોજન
अद्वितीय गणनखंडन प्रांत,અનન્ય ગણતરી પ્રાંત
अद्वितीय गुणनखंडन प्रमेय,અનન્ય ફેક્ટરાઇઝેશન પ્રમેય
अद्वितीयतः निर्धारित,અનન્ય રીતે નિર્ધારિત
अद्वितीयता,વિશિષ્ટતા
हल की अद्वितीयता,ઉકેલની વિશિષ્ટતા
अद्वितीयता-समस्या,વિશિષ્ટતાની સમસ્યા
अद्वितीयता-प्रमेय,વિશિષ્ટતા પ્રમેય
अद्वितीय हल,અનન્ય ઉકેલ
अद्वितीय सदिश,અનન્ય વેક્ટર
" मात्रक, इकाई, एकक,यूनिट, एकांक, एकल,ऐकिक, , व्युत्क्रमणीय","એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, એકમ, વ્યસ્ત"
ऐकिक,એકલુ
ऐकिक समूह,એક જૂથ
ऐकिक आव्यूह,સિંગલ મેટ્રિક્સ
ऐकिक विधि,એક પદ્ધતિ
एकक गोलक,એકમ બોલ
"एकक सेल, एकक कोष्ठिका, मात्रक कोष्ठिका","એકમ કોષ, એકમ કોષ, એકમ કોષ"
एकांक वृत्त,એકમ વર્તુળ
तत्समक अवयव,અનુરૂપ તત્વ
एकक फलन,એકમ કાર્ય
एकांक द्रव्यमान,એકમ સમૂહ
"एकांक मैट्रिक्स, तत्समकारी आव्यूह","એકમ મેટ્રિક્સ, સમાન મેટ્રિક્સ"
मानकीकृत प्रसामान्य विचर,પ્રમાણિત સામાન્ય વિચલન
एकक गोलक,એકમ બોલ
एकक पग फलन,એકમ પગલું કાર્ય
इकाई सदिश,એકમ વેક્ટર
एकांक आयतन,એકમ વોલ્યુમ
"एक, तत्समक","એક, સમાન"
तत्समक अवयव,અનુરૂપ તત્વ
एकविचर,એકવિચર
एकविचर प्रसामान्य बंटन,અવિભાજ્ય સામાન્ય વિતરણ
सार्वत्रिक,સાર્વત્રિક
सार्वत्रिक नियतांक,સાર્વત્રિક સ્થિર
सार्वत्रिक गुरुत्वाकर्षण,સાર્વત્રિક ગુરુત્વાકર્ષણ
समष्टीय समुच्चय,વસ્તી સમૂહ
" विश्व , समष्टि","વિશ્વ, વસ્તી"
अज्ञात,અજ્ઞાત
अज्ञात राशि,અજ્ઞાત રકમ
" विपरीत , विजातीय","વિરુદ્ધ, વિજાતીય"
विजातीय पद,વિજાતીય શબ્દ
असीमित,અમર્યાદિત
अस्थायी,કામચલાઉ
असममित,અસમપ્રમાણ
असममित द्वैत समस्या,અસમપ્રમાણ દ્વૈત સમસ્યા
शिरोरेखा,હેડલાઇન
उपरिसीमा,મહત્તમ મર્યાદા
उच्च अवकलज,ઉચ્ચ વ્યુત્પન્ન
उच्च समाकल,ઉચ્ચ અભિન્ન
समाकलन की उपरिसीमा,એકીકરણની થ્રેશોલ્ડ
गुरुचतुर्थक,ગુરુચતુર્થક
उपरि रीमान समाकलन,ઓવરહેડ રીમેન એકીકરણ
उपरि सामिसांतत्य,ઓવરહેડ સાતત્ય
उपरि योग,ઓવરહેડ રકમ
उपरि त्रिभुज आव्यूह,ઓવરહેડ ત્રિકોણ મેટ્રિક્સ
उपरिमखी त्वरण,વર્ટિકલ પ્રવેગક
उपरिमुखी गति,ઉપરની ગતિ
यूरीजोन प्रमेयिका,યુરિઝોન લેમ્મા
U-रूप वक्र,યુ-ફોર્મ વળાંક
साधारण दूरीक,સરળ અંતર
साधारण संस्थिति,સરળ સ્થિતિ
"उपयोगिता, उपयोग","ઉપયોગિતા, ઉપયોગ"
उपयोगिता फलन,ઉપયોગિતા કાર્ય
उपयोगिता अधिकतमीकरण,ઉપયોગિતા મહત્તમતા
uv-विधि,યુવી-પદ્ધતિ
रिक्त समुच्चय,ખાલી સેટ
"वैघता, मान्यता","માન્યતા, માન્યતા"
परीक्षण-मान्यता,પરીક્ષણ માન્યતા
"मूल्य, मान",કિંમત કિંમત
मान-फलन,મૂલ્ય કાર્ય
खेल का मान,રમતનું મૂલ્ય
" चर , परिवर्तनशील,परिवर्ती","ચલ, ચલ, ચલ"
चर क्षेत्र,ચલ ક્ષેત્ર
समाकलन चर,એકીકરણ ચલ
चर प्राचल,ચલ પરિમાણ
प्रसरण,તફાવત
प्रसरण-सहप्रसरण आव्यूह,variance-covariance મેટ્રિક્સ
प्रसरण आकल,તફાવત અંદાજ
प्रसरण आव्यूह,વિચલનો મેટ્રિક્સ
