Tamil,English
மெதுவாக வெளியிடும் உரம்,Slow-release fertilizer
கசடு,Sludge
குழம்பு,Slurry
மென்மையான பயிர்கள்,Smother crops
சமூக வனவியல்,Social forestry
புல் கலாச்சாரம்,Sod culture
புல்,Sod
சோடிக் மண்,Sodic soil
சோடியம் உறிஞ்சுதல் விகிதம்,Sodium absorption ratio
சோடியம் பம்ப்,Sodium pump
மென்மையான-வூட் ஒட்டுதல்,Soft-wood grafting
மண் ஒட்டுதல்,Soil adhesion
மண் காற்றோட்டம்,Soil aeration
மண் மொத்தம்,Soil aggregate
மண் காரத்தன்மை,Soil alkalinity
மண் திருத்தம்,Soil amendment
மண் பகுப்பாய்வு,Soil analysis
மண் பல்லுயிர்,Soil biodiversity
மண் உயிரியல்,Soil biology
மண் வகைப்பாடு,Soil classification
மண் கூழ்,Soil colloid
மண் சுருக்கம்,Soil compaction
மண் கண்டிஷனர்கள்,Soil conditioners
மண் பாதுகாப்பு,Soil conservation
மண் மேலோடு,Soil crust
மண் சீரழிவு,Soil degradation
மண் அரிக்கும் காரணி,Soil erodibility factor
மண் கருவுறுதல்,Soil fertility
மண் ஆதியாகமம்,Soil genesis
மண் ஆரோக்கியம்,Soil health
மண் அடிவானம்,Soil horizon
மண் மேக்ரோ ஆர்கானிசம்,Soil macroorganisms
மண் மேலாண்மை,Soil management
மண் நுண்ணுயிரியல்,Soil microbiology
மண் நுண்ணுயிரிகள்,Soil microorganisms
மண்ணின் ஈரப்பதம் பற்றாக்குறை,Soil moisture deficit
மண் கரிமப்பொருள்,Soil organic matter
மண் போரோசிட்டி,Soil porosity
மண் உற்பத்தித்திறன்,Soil productivity
மண் சுயவிவரம்,Soil profile
மண்ணின் தரம்,Soil quality
மண் எதிர்வினை,Soil reaction
மண்ணின் எதிர்ப்பு,Soil resistance
மண் உப்புத்தன்மை,Soil salinity
மண் அறிவியல்,Soil science
மண் நோய்,Soil sickness
மண் சல்லடை,Soil sieving
மண் தீர்வு,Soil solution
மண் கருத்தடை,Soil sterilent
மண் அமைப்பு,Soil structure
மண் இடைநீக்கம்,Soil suspension
மண் சோதனை,Soil testing
மண் அமைப்பு,Soil texture
மண் நீர் சாத்தியம்,Soil water potential
மண் நீர்,Soil water
சூரிய மாறிலி,Solar constant
சூரிய கதிர்வீச்சு,Solar radiation
சூரிய நிறமாலை,Solar spectrum
தனிமைப்படுத்தல்,Solarization
ஒரே பயிர்,Sole crop
கரையக்கூடிய சோடியம் சதவீதம்,Soluble sodium percentage
சோமாடிக் செல்,Somatic cell
சோமாடிக் கரு,Somatic embryo
சோமாடிக் கலப்பினமாக்கல்,Somatic hybridization
சோளம் காயம்,Sorghum injury
SOS மரபணு,Sos gene
தெற்கு வெடிப்பு,Southern blotting
இடைவெளி (ஆலை),Spacing (plant)
ஸ்பேடிக்ஸ்,Spadix
ஸ்பேட்டே,Spathe
சிறப்பு ஏற்பாடு,Special arrangement
சிறப்பு பயிர்,Specialised cropping
சிறப்பு விவசாயம்,Specialized farming
இனங்கள்,Species
குறிப்பிட்ட பயிர் தீவிரம் அட்டவணை,Specific crop intensity index
குறிப்பிட்ட ஈர்ப்பு,Specific gravity
குறிப்பிட்ட ஈரப்பதம்,Specific humidity
குறிப்பிட்ட இலை பகுதி,Specific leaf area
விந்தணுக்கள்,Spermatogenesis
எஸ்-கட்டம்,S-phase
ஸ்பைக்,Spike
ஸ்பைக்லெட்,Spikelet
சுழல் புஷ்,Spindle bush
ஸ்பிளாஸ் அரிப்பு,Splash erosion
பிளவுபடும்,Splicing
பயன்பாடு பிளவு,Split application
பிரிந்த மரபணுக்கள்,Split genes
பிளவுபட்ட சதி வடிவமைப்பு,Split plot design
பஞ்சுபோன்ற திசு,Spongy tissue
தன்னிச்சையான பிறழ்வு,Spontaneous mutation
வித்து,Spore
தெளிப்பானை நீர்ப்பாசனம்,Sprinkler irrigation
ஸ்பட்ங்,Spudding
ஸ்பர்,Spur
தூண்டுதல்,Spur bearing
சண்டை,Squall
உறுதிப்படுத்தும் முகவர்,Stabilizing agent
நிலையான விலகல்,Standard deviation
பிரதான பயிர்,Staple crop
கோடனைத் தொடங்குங்கள்,Start codon
ஸ்டார்டர் தீர்வு,Starter solution
தண்டு துளைப்பான்,Stem borer
தண்டு-இறுதி,Stem-end
ஸ்டெனோஸ்பெர்மோகார்பி,Stenospermocarpy
புல்வெளி,Steppe
கருத்தடை,Sterilization
களங்கம் ஏற்பு,Stigma receptivity
களங்கம்,Stigma
ஸ்டைட் ரூட்,Stilt root
ஸ்டோலன்,Stolon
ஸ்டோமாட்டா,Stomata
மலம்,Stooling
கோடனை நிறுத்துங்கள்,Stop codon
அடுக்கு,Stratified
அடுக்கு,Stratification
வைக்கோல்,Straw
மன அழுத்தம்,Stress
ஸ்ட்ரிப் பயிர்,Strip cropping
ஸ்ட்ரிப் இன்டர்பிராப்பிங்,Strip intercropping
ஸ்ட்ரோமா,Stroma
குண்டானது,Stubble
குண்டான தழைக்கூளம்,Stubble mulching
ஸ்டைல்,Style
துணை ஈரப்பதம்,Sub humid
சப்பரேஷன்,Suberication
நீரில் மூழ்குவது,Submergence
வாழ்வாதார விவசாயம்,Subsistence farming
துணை மட்டி,Subsoiling
துணை இனங்கள்,Sub-species
மாற்று பயிர்,Substitution cropping
அடி மூலக்கூறு,Substrate
மேற்பரப்பு நீர்ப்பாசனம்,Subsurface irrigation
அடுத்தடுத்து,Succession
சதைப்பற்றுள்ள,Succulent
உறிஞ்சும்,Sucker
சூய் ஜென்ரிஸ்,Sui-generis
சூரிய-குணப்படுத்துதல்,Sun-curing
துணை நீர்ப்பாசனம்,Supplemental irrigation
துணை நிறுவனம்,Supplementary enterprise
துணை தொடர்பு,Supplementary interaction
அடக்கி மரபணு,Supressor gene
சர்பாக்டான்ட்,Surfactant
எளிதில் பாதிக்கப்படக்கூடியது,Susceptible
இடைநீக்க கலாச்சாரம்,Suspension culture
நிலையான விவசாயம்,Sustainable agriculture
நிலையான அபிவிருத்தி,Sustainable development
திரள்,Swarming
வாள் இலை,Sword leaf
சோனியம்,Syconium
சிம்பியோசிஸ்,Symbiosis
ஒத்திசைவு,Syngamy
அரிசி தீவிரத்தின் அமைப்பு,System of rice intensification
முறையான களைக்கொல்லி,Systemic herbicide
குங்குமப்பூ,Safflower
குங்குமப்பூ,Saffron
முனிவர்,Sage
சால்,Sal
சால்வியா,Salvia
சந்தனம்,Sandal wood
சபோட்டா,Sapota
ஸ்க்ரூட்பைன்,Screwpine
சீபக்ஹார்ன்,Seabuckhorn
சென்னா,Senna
பாம்பு மரம்,Serpentine wood
எள்,Sesame
புடலங்காய்,Snake gourd
முலாம்பழம் ஸ்னாப்,Snap melon
சோப்பு,Soapnut
சோளம்,Sorghum
சோயாபீன்,Soybean
ஸ்பானிஷ் செர்ரி,Spanish cherry
கீரை,Spinach
சுழல் மரம்,Spindle wood
கடற்பாசி சுண்டைக்காய்,Sponge gourd
ஸ்டீவியா,Stevia
உணர்வை தொட்டால் எரிச்சலூட்டுகிற ஒருவகை செடி,Stinging nettle
கல் மலர்,Stone flower
ஸ்ட்ராபெரி,Strawberry
சூடான் புல்,Sudan grass
கரும்பு,Sugarcane
கோடை ஸ்குவாஷ்,Summer squash
சூரியகாந்தி,Sunflower
சன்ஹெம்ப்,Sunhemp
ஸ்வீட் க்ளோவர்,Sweet clover
இனிப்பு சுண்டைக்காய்,Sweet gourd
இனிப்பு உருளைக்கிழங்கு,Sweet potato
இனிப்பு வயலட்,Sweet violet
SAP உறிஞ்சும்,Sap sucker
பார்த்தேன்,Saw fly
அளவிலான பூச்சி,Scale insect
செமிலூப்பர்,Semilooper
துளைப்பான் சுடவும்,Shoot borer
பட்டுப்புழு,Silkworm
நத்தை,Snail
குருவி,Sparrow
சிலந்தி,Spider
அணில்,Squirrel
தண்டு துளைப்பான்,Stalk borer
தண்டு துளைப்பான்,Stem borer
ஸ்டெம் கிர்ட்லர்,Stem girdler
கல் அந்துப்பூச்சி,Stone weevil
மண் விஞ்ஞானி,Soil scientist
தந்திரோபாய இயக்கம்,Tactic movement
குறிச்சொல் (லேபிளிங்),Tagging (labelling)
தொட்டி மண்,Tank silt
வேரைத் தட்டவும்,Tap root
டஸ்ஸல் (மக்காச்சோளம்),Tassel (maize)
வகைபிரித்தல்,Taxonomy
தொழில்நுட்பம்,Technology
மிதமான மண்டலம்,Temperate zone
தற்காலிக வில்டிங்,Temporary wilting
டெண்ட்ரில்,Tendril
டென்சியோமீட்டர்,Tensiometer
டெபல்,Tepal
டெரடோஜெனி,Teratogeny
முடித்தல் கோடான்,Termination codon
மொட்டை மாடி,Terrace
மொட்டை மாடி இடைவெளி,Terrace interval
நிலப்பரப்பு கதிர்வீச்சு,Terrestrial radiation
நிலப்பரப்பு களைகள்,Terrestrial weeds
சோதனை குறுக்கு,Test cross
சோதனை எடை,Test weight
டெஸ்டா,Testa
டெட்ராட்,Tetrad
டெட்ராப்ளோயிட்,Tetraploid
டெட்ராப்ளோயிடி,Tetraploidy
தாலமஸ்,Thalamus
வெப்ப கடத்தி,Thermal conductivity
வெப்ப வேறுபாடு,Thermal diffusivity
வெப்ப தூண்டல்,Thermal induction
தெர்மோகப்பிள்,Thermocouple
வெப்ப வரைபடம்,Thermograph
தெர்மோபெரியோடிசிட்டி,Thermoperiodicity
தெர்மோபெரியோடிசம்,Thermoperiodism
தெர்மோபில்,Thermophile
தெர்மோடாக்சிஸ்,Thermotaxis
மெல்லியதாக,Thinning out
வாசல்,Threshing
டி பிளாஸ்மிட்,Ti plasmid
அலை சதுப்பு நிலங்கள்,Tidal swamps
ஓடு வடிகால்,Tile drainage
இழிவு,Tillability
உழவு,Tillage
உழவன் (ஆலை),Tiller (plant)
உழவு,Tillering
உழவு நிலை,Tillering stage
Tilth,Tilth
திசு சோதனை,Tissue testing
கத்தி,Toddy
சகிப்புத்தன்மை,Tolerance
மேல் மண்,Top soil
டோபாடோ,Topato
மேல்-ஆடை,Top-dressing
Topoclimatology,Topoclimatology
முதலிடம் (புகையிலை),Topping (tobacco)
மொத்த செரிமான ஊட்டச்சத்து,Total digestible nutrient
மொத்த காரணி உற்பத்தித்திறன்,Total factor productivity
மொத்த கரையக்கூடிய திடப்பொருள்கள்,Total soluble solids
மொத்தம்,Totipotency
நச்சுத்தன்மை,Toxicity
நச்சு,Toxin
சுவடு கூறுகள்,Trace elements
ட்ரேசர் கூறுகள்,Tracer elements
பரிவர்த்தனை,Transacting
படியெடுத்தல்,Transcription
மாற்றம்,Transformation
டிரான்ஸ்ஜெனிக்,Transgenic
மொழிபெயர்ப்பு,Translation
இடமாற்றம்,Translocation
பரிமாற்றம்,Transmittance
டிரான்ஸ்பிரேஷன் குணகம்,Transpiration coefficient
டிரான்ஸ்பிரேஷன் இழுத்தல்,Transpiration pull
டிரான்ஸ்பிரேஷன் விகிதம்,Transpiration ratio
மாற்று அதிர்ச்சி,Transplant shock
மாற்றுபவர்,Transplanter
இடமாற்றம்,Transplanting
கொண்டு செல்லப்பட்ட மண்,Transported soil
டிரான்ஸ்போசன்,Transposon
குறுக்கு வடிகால்,Transverse drainage
பொறி பயிர்கள்,Trap crops
குப்பை,Trashing
சிகிச்சை,Treatment
மரம் பயிர்,Tree cropping
மர வளையம்,Tree ring
சோதனை,Trial
நீர்ப்பாசனம்,Trickle irrigation
தூண்டுதல் காரணி,Trigger factor
ட்ரிப்ளாய்டு,Triploid
டிரிப்பிள் பயிர்,Tripple cropping
கோப்பை நிலை,Trophic level
டிராபிக் இயக்கங்கள்,Tropic movements
வெப்பமண்டல பகுதி,Tropical region
வெப்பமண்டலம்,Tropism
உண்மையான அடர்த்தி,True density
உண்மையான செரிமானம்,True digestibility
துண்டிக்கப்பட்ட சுயவிவரம்,Truncated profile
துண்டிக்கப்பட்ட மண்,Truncated soil
சுனாமி,Tsunami
கிழங்கு பயிர்கள்,Tuber crops
கிழங்கு,Tuber
கட்டி,Tumour
மண்ணின் குறைப்பு,Tuncation of soil
டன்ட்ரா,Tundra
தரை,Turf
கொந்தளிப்பு,Turgid
டர்கர் இயக்கம்,Turgor movement
டர்கர் அழுத்தம்,Turgor pressure
டர்கர்,Turgor
டர்னரின் நோய்க்குறி,Turner's syndrome
வகை (ஆலை),Type (plant)
வகை I பிழை,Type I error
வகை II பிழை,Type II error
சூறாவளி,Typhoon
புளி,Tamarind
டாராகன்,Tarragon
கோயில் அல்லது பகோடா மரம்,Temple or pagoda tree
திஸ்டில்,Thistle
துஜா,Thuja
தைம்,Thyme
புகையிலை,Tobacco
தக்காளி,Tomato
துக்கத்தின் மரம்,Tree of sorrow
Tritatice,Triticale
எக்காளம் கொடியின்,Trumpet vine
டியூபரோஸ்,Tuberose
மஞ்சள்,Turmeric
டர்னிப்,Turnip
டைபா (இந்தியன் ரீட் மெஸ்),Typha (Indian reed mace)
தேயிலை கொசு,Tea mosquito
கரையான்கள் (வெள்ளை எறும்பு),Termites (white ant)
த்ரிப்ஸ்,Thrips
அல்ட்ராசென்ட்ரிஃபுகேஷன்,Ultracentrifugation
அல்ட்ராசவுண்ட்,Ultrasound
அம்பல்,Umbel
துண்டித்தல்,Uncoupling
பயனற்ற தன்மை,Unfruitfulness
ஒற்றுமையற்றது,Univalent
உலகளாவிய மரபணு குறியீடு,Universal genetic code
உலகளாவிய மண் இழப்பு சமன்பாடு,Universal soil loss equation
நிறைவுறா கொழுப்பு அமிலங்கள்,Unsaturated fatty acids
அப்லாண்ட் அரிசி,Upland rice
மேல்நிலை,Upland
நகர்ப்புற உரம்,Urban compost
யூரியா,Urea
யூரீஸ்,Urease
உல்லா புல்,Ulla grass
தடுப்பூசி,Vaccine
வெற்றிடம்,Vacuole
மதிப்பு கூட்டப்பட்ட விவசாயம்,Value-added agriculture
மதிப்பு கூட்டப்பட்ட தயாரிப்பு,Value added product
மதிப்பு கூடுதலாக,Value addition
மதிப்பு செலவு விகிதம்,Value cost ratio
VAM (வெசிகுலர் ஆர்பஸ்குலர்),VAM (vesicular arbuscular)
நீராவி வெப்ப சிகிச்சை,Vapour heat treatment
ஆவி அழுத்தம்,Vapour pressure
மாறுபடும் விலை,Variable cost
மாறக்கூடிய மரபணு,Variable gene
மாறி வீத தொழில்நுட்பம்,Variable rate technology
மாறுபாடு,Variance
மாறுபாடு,Variation
வகை,Variety
திசையன்,Vector
தாவரங்கள்,Vegetation
தாவர சீரழிவு,Vegetation degradation
தாவர தடை,Vegetative barrier
தாவர கவர்,Vegetative cover
தாவர பரப்புதல்,Vegetative propagation
தாவர நிலை,Vegetative stage
வினேஷன்,Venation
வெர்மிகாஸ்டிங்ஸ்,Vermicastings
மன்மாரம்போஸ்ட்,Vermicompost
வெர்னலைசேஷன்,Vernalization
செங்குத்து தழைக்கூளம்,Vertical mulching
வெர்டிசோல்,Vertisol
நம்பகத்தன்மை (விதை),Viability (seed)
கொடியின்,Vine
வினிகர்,Vinegar
Vir மரபணு,Vir gene
கன்னி நிலம்,Virgin land
கன்னி மண்,Virgin soil
வைரஸ்,Virulence
வைரஸ்,Virus
வைரஸ் கோட் புரதம்,Virus coat protein
வைரஸ் குறியீட்டு,Virus indexing
பாகுத்தன்மை,Viscosity
புலப்படும் கதிர்வீச்சு,Visible radiation
வைட்டமின்கள்,Vitamins
வைட்டிகல்ச்சர்,Viticulture
விவிபரஸ்,Viviparous
வெற்றிட இடம்,Void space
ஆவியாகும்,Volatilization
தன்னார்வ தாவரங்கள்,Volunteer plants
வெண்ணிலா,Vanilla
வெட்டிவர்,Vetiver
கால்நடை மருத்துவ மருத்துவர்,Veterinanian doctor
வைரஸ் நிபுணர்,Virologist
ஊதியம்,Wage
சூடான இரத்தம் கொண்ட விலங்கு,Warm blooded animal
கழிவு மேலாண்மை,Waste management
தரிசு நிலங்கள்,Wastelands
நீர் பயன்பாட்டு திறன்,Water application efficiency
நீர் பயன்பாட்டு வீதம்,Water application rate
நீர் சமநிலை,Water balance
நீர் சுருக்கம்,Water compaction
நீர் பாதுகாப்பு,Water conservation
தண்ணீர் பயன்பாடு,Water consumption
நீர் அனுப்பும் திறன்,Water conveyance efficiency
நீர் கலாச்சாரம்,Water culture
நீர் பற்றாக்குறை,Water deficit
நீர் விநியோக திறன்,Water distribution efficiency
நீர் கடமை,Water duty
நீர் உரோமம்,Water furrow
நீர் வாயில்கள்,Water gates
நீர் பதிவு,Water logging
நீர் மேலாண்மை,Water management
பயிர்களின் நீர் தேவை,Water requirement of crops
நீர் செறிவு பற்றாக்குறை,Water saturation deficit
நீர் அட்டவணை,Water table
நீர் பயன்பாட்டு திறன்,Water use efficiency
நீர் மகசூல்,Water yield
நீர் அறுவடை,Water-harvesting
நீர்நிலை,Watershed
நீர்நிலை மேலாண்மை,Watershed management
நீர்நிலை சிகிச்சை,Watershed treatment
நீர்நிலை அடிப்படையிலான அமைப்பு,Watershed-based system
நீர்வழி,Waterway
அலை நீளம்,Wave-length
மெழுகு,Waxing
வானிலை,Weather
வானிலை,Weathering
களை,Weed
களை கட்டுப்பாடு,Weed control
களை கட்டுப்பாட்டு செயல்திறன்,Weed control efficiency
களை ஒழிப்பு,Weed eradication
களை குறியீட்டு,Weed index
மேற்கத்திய வெடிப்பு,Western blotting
களை ஸ்பெக்ட்ரம்,Weed spectrum
களை,Weeding
ஈரமான-பல்ப் மனச்சோர்வு,Wet-bulb depression
ஈரமான-பல்ப் வெப்பநிலை,Wet-bulb temperature
ஈரமான-பல்ப் வெப்பமானி,Wet-bulb thermometer
ஈரநிலம்,Wetland
ஈரமான நடவு,Wet planting
மழை காலம்,Wet season
ஈரமான விதைப்பு,Wet seeding
ஈரமான ஆண்டு,Wet year
ஈரமான தூள்,Wettable powder
ஈரமாக்கும் முகவர்,Wetting agent
சுழல் சைக்ரோமீட்டர்,Whirling psychrometer
வெள்ளை புரட்சி,White revolution
முழு பண்ணை பகுப்பாய்வு,Whole farm analysis
முழு பண்ணை அணுகுமுறை,Whole farm approach
பரந்த தழுவல்,Wider adaptibility
வில்டிங் பாயிண்ட்,Wilting point
காற்று இடைவெளி,Wind break
காற்றாலை ஆற்றல்,Wind energy
காற்று அரிப்பு,Wind erosion
காற்றாலை உருவாக்கம்,Wind generation
காற்று ஆலை,Wind mill
காற்றாலை சக்தி,Wind power
காற்றின் வேகம்,Wind speed
விண்ட் ஸ்ட்ரிப் பயிர்,Wind strip cropping
காற்றின் வேகம்,Wind velocity
காற்று,Wind
விண்ட்ரோ,Windrow
விண்ட்ரோவர்,Windrower
காற்று திசைகாட்டி,Wind-vane
வின்னவர்,Winnower
வின்னிங்,Winnowing
தள்ளாட்டம் கருதுகோள்,Wobble hypothesis
கருவில்,Womb
வூட் சாம்பல்,Wood ash
மர வாயு,Wood gas
வேலை,Work
வால்நட்,Walnut
நீர் க்ரெஸ்,Water cress
நீர் பதுமராகம்,Water hyacinth
தர்பூசணி,Water melon
நீர் புதினா,Water mint
அழுகை வில்லோ,Weeping willow
மேற்கு இந்திய மஹோகனி,West Indian mahogany
கோதுமை,Wheat
வெள்ளை க்ளோவர்,White clover
வெள்ளை முல்பெரி,White mulbery
வெள்ளை பாபினெக்,White popinec
வெள்ளை வில்லோ,White willow
காட்டு மார்ஜோரிம்,Wild marjorim
காட்டு ஓட்,Wild oat
சிறகுகள் பீன்,Winged bean
குளிர்கால ஸ்குவாஷ்,Winter squash
விதானியா,Withania
"வூட் சோரல், ஆக்சாலிஸ்","Wood sorrel, oxalis"
குளவி,Wasp
வீவர் பறவை,Weaver bird
அந்துப்பூச்சி,Weevil
வெள்ளை கிரப்,White grup
கம்பளி அஃபிட்,Woolly aphid
சாந்தினூரியா,Xanthinuria
சாந்தோபில்,Xanthophyll
எக்ஸ்-குரோமோசோம்,X-chromosome
ஜீனியா,Xenia
ஜெரோடெர்மா பிக்மென்டோசம்,Xeroderma pigmentosum
ஜெரோஃபைட்,Xerophyte
ஜெரோஃபைட்டிசம்,Xerophytism
எக்ஸ்ரே வேறுபாடு,X-ray diffraction
சைலேம்,Xylem
சைலோபைட்,Xylophyte
Y 'குறுக்கு நெடுக்காக அடிக்கப்பட்ட தட்டி,Y' trellis
ஒய்-குரோமோசோம்,Y-chromosome
ஈஸ்ட்,Yeast
ஈஸ்ட் சாறு,Yeast extract
மஞ்சள் புரட்சி,Yellow revolution
மஞ்சள்,Yellowing
மகசூல் கூறு,Yield component
மகசூல் கண்காணிப்பு,Yield monitoring
மகசூல் திறன்,Yield potential
மகசூல் நிலைத்தன்மை,Yield stability
மஞ்சள் கரு,Yolk
மஞ்சள் பெர்ரி நைட்ஷேட்,Yellow berried nightshade
மஞ்சள் மைரோபாலன்,Yellow myrobalan
ஜைட்,Zaid
Z- குரோமோசோம்,Z-chromosome
Z-DNA,Z-DNA
ஜீடின்,Zeatin
பூஜ்ஜிய ஆற்றல் குளிர் அறை,Zero energy cool chamber
பூஜ்ஜிய உழவு,Zero tillage
முற்றிலும் சகிப்பு தன்மையற்ற,Zero tolerance
துத்தநாகம் குறைபாடு,Zinc deficiency
துத்தநாக விரல் புரதம்,Zinc finger protein
ஜினிக்ட் யூரியா,Zincated urea
சோனா பெல்லூசிடா,Zona pellucida
ஜூஃபிலி,Zoophily
ஜூப்ளாங்க்டன்,Zooplankton
ஜைகோட்,Zygote
ஜிகோடிக் மரணம் மரபணு,Zygotic lethal gene
ஜந்தோபிலம்,Zanthophylum
விலங்கியல் நிபுணர்,Zoologist
