English,Marathi
Scalar,स्केलर
Scale factor,स्केल गुणक
Scan path,स्कॅनिंग मार्ग
Scanner,स्कॅनर
Scanning,स्कॅनिंग
Scatter propagation,विखुरलेले प्रसारण
Scatterrer,पसरवणारा
Scherratic capture,पद्धतशीर कॅप्चर
Schmitt trigger,स्मिथ ट्रिगर
Schottky diode,स्कॉटकी डायोड
Schumann response,शमन प्रतिसाद
Scintilation chamber,सूज चेंबर
Scintillator,तेजस्वी
Scrambling,अस्पष्ट
Screen display,स्क्रीन डिस्प्ले
Screening,कव्हर
SDRAM,सिंक्रोनस डायनॅमिक रॅम (SDRAM)
SECAM coder,सिकम कोडक
Secant law,secant नियम
Second approximation,दुसरा अंदाज
Second breakdown,दुसरा क्रॅक
Second harmony,दुसरा हार्मोनिक
Second order loop,दुसरा ऑर्डर लूप
Secondary cell,दुय्यम सेल (माध्यमिक सेल)
Secondary emission,दुय्यम उत्सर्जन
Secondary winding,दुय्यम कॉइल
Sectoral horn,रेडियल हॉर्न
Sectoring format,विभाजन घटक
Seek time,शोध कालावधी
Segment register,ब्लॉक रजिस्टर
Selection process,निवड प्रक्रिया
Selective fading,निवडक उच्चारण
Selective oxidation,निवडक ऑक्सीकरण
Selectivity,"निवडकता, निवडकता"
Selectivity frequency,वारंवारता निवडकता
Selenium rectifier,सेलेनियम रेक्टिफायर
Self aligned gate,स्वयं संरेखित गेट
Self bias,स्वत: ची विशेषता
Self inductance,ऑटोमोटिव्ह
Self-discharge,आत्म-विसर्जन
Self-orthogonal code,स्व-लंबवर्तुळाकार कोड
Semi log scale,अर्ध लॉगरिदमिक स्केल
Semiconductor,सेमीकंडक्टर
Semiconductor laser diode,सेमीकंडक्टर लेसर डायोड
Sense terminal,सेन्सिंग टर्मिनल
Senser,सेन्सर
Sensitivity,संवेदनशीलता
Sensor,सेन्सर
Sequential access,अनुक्रमिक प्रवेश
Sequential circuit,अनुक्रमिक सर्किट
Sequential decoding,अनुक्रमिक एन्कोडिंग
Sequential memory,अनुक्रमित मेमरी
Serial access,वर्ग प्रवेश
Serial adder,वर्ग जोडणारा
Serial data port,अनुक्रम डेटा पोर्ट
Serial port,वर्ग बंदर
Serial printer,श्रेणी प्रिंटर
Serial shift,श्रेणीबद्ध हस्तांतरण
Series cell,श्रेणी सेल
Series damping register,ग्रेड डिग्रेडेशन रजिस्टर
Series feedback,श्रेणी रिचार्ज
Series ohmmeter,श्रेणी ओममीटर
Series parallel circuit,मालिका समांतर सर्किट
Series regulator,वर्ग नियामक
Series resonance,श्रेणी अनुनाद
Series tuned circuit,मालिका ट्यून सर्किट
Series voltage regulator,रेंज व्होल्टेज रेग्युलेटर
Server,"सर्व्हर, सर्व्हर"
Servo amplifier,सर्वो एम्पलीफायर
Servo mechanism,सर्वो यांत्रिक पद्धत
Servo recorder,सर्वो रेकॉर्डर
Set up time,सजावट वेळ
Setting time,समायोजन कालावधी
Seven segment decoder,अष्टकोनी डीकोडर
Seven segment display,सप्तखंड प्रदर्शन
Shadow mask,सावलीचे आवरण; सावली मुखवटा
Shadow memory,सावली स्मृती
Shannon's theorem,शॅननचे प्रमेय
Shelf life,स्टोरेज वय
Shield,संरक्षक
Shift counter,हस्तांतरण काउंटर
Shift register,विस्थापन रजिस्टर
Shock excitation,शॉक उत्तेजना
Shock hazard,शॉक संकट
Short circuit current,लहान मार्ग प्रवाह
Short circuit protection,शॉर्ट सर्किट संरक्षण
Short effect,लहान प्रभाव
Short noise,"खडखडाट, गोळीबाराचा आवाज"
Shorted delay line,लहान विलंब रेषा
Shot noise,शॉट आवाज
Shunt,बाजूचा मार्ग
Shunt current,फुटपाथ चालू
Shunt device,शंट डिव्हाइस
Shunt feedback,शंट रिचार्ज
Shunt meter,शंट मीटर
Shunt resistance,साइड सर्किट
Shunt series pair,शंट वर्ग जोडपे
Side band,साइड बँड
Side band noise,साइड बँड आवाज
Side carrier frequencies,बाजूकडील वाहक वारंवारता
Side lobe,"पार्श्व शिफ्ट, पार्श्व लव"
Side tone,व्होकल कॉर्ड
Siemens,सीमेन्स
Sign bit,प्रतीक बॉक्स
Sign magnitude,चिन्हाचा आकार
Sign magnitude number,व्हॉल्यूम क्रमांक चिन्हांकित करा
Signal analysis,सिग्नल विश्लेषण
Signal detector,सिग्नल डिटेक्टर
Signal generator,सिग्नल जनरेटर
Signal polarity separator,सिग्नल ध्रुवीय पृथक्करण
Signal quantization,सिग्नल परिमाणीकरण
Signal strength,सिग्नलची तीव्रता
Signal to noise ratio,सिग्नल-टू-बेअर गुणोत्तर
Silicon controlled rectifier,सिलिकॉन नियंत्रित रेक्टिफायर
Silicon controlled switch,सिलिकॉन नियंत्रित स्विच
Silicon dioxide,सिलिकॉन डाय ऑक्साईड
Silicon gate,सिलिकॉन गेट
Silicon nitride,सिलिकॉन नायट्राइड
Silicon-oxide system,सिलिकॉन-ऑक्साइड पद्धत
Silicon transistor,सिलिकॉन ट्रान्झिस्टर
Silicon wafer,सिलिकॉन बफर
Silk screening,रेशीम आवरण
Simplex code,सिम्प्लेक्स कोड
Simplex link,एकच दुवा
Simulated inductor,सिम्युलेटेड इंड्युसर
Simulation,सिम्युलेशन पद्धत
Simulator,एमुलेटर
Sine function generator,साइन फलन जनरेटर
Sine integral,साइन इंटिग्रल
Sine to square wave converter,साइन स्क्वेअर वेव्ह कनवर्टर
Sine wave synthesis,साइन वेव्ह संश्लेषण
Sine-square wave generator,साइन-स्क्वेअर वेव्ह जनरेटर
Single board computer,सिंगल बोर्ड संगणक
Single capacitor compensation,सिंगल कॅपेसिटन्स भरपाई
Single chip microprocessor,सिंगल चिप मायक्रोप्रोसेसर
Single density disk,एकल घनता डिस्क
Single ended output,एकल शिरा आउटपुट
Single pole double thermo switch,सिंगल-पोल बायप्रोजेक्ट स्विच
Single side band (SSB),सोलो प्लेबॅक बँड (SSB)
Single side disk,सिंगल साइड डिस्क
Single slop ADC,सिंगल प्रोन एडीसी
Single step execution,सिंगल स्टेज एक्झिक्यूशन
Single supply op-amp,सिंगल सप्लाय ऑपरेशनल एम्पलीफायर
Single supply operation,एकल पुरवठा ऑपरेशन
Sink,विसर्जन
Sinusoidal response,साइनसॉइडल प्रतिसाद
Sinusoidal wave,साइनसॉइडल लाट
Skew clock,स्क्यू घड्याळ
Skim effect,पृष्ठभाग प्रभाव
Sky wave,व्हॉल्यूम वेव्ह
Sky wave propagation,आकाश लहर प्रसार
Slave,दुय्यम
Sleep mode,निष्क्रिय मोड
Sleeper motor,स्टेप मोटर
Slew rate,स्लुइस दर
Slope detector,प्रवण शोधक
Slotted line,स्लॉटेड लाइन
Slow blow fuse,मंद फ्यूज
Slow scan television,मंद स्कॅनिंग दूरदर्शन
Small scale integration (SSI),स्मॉल इंटिग्रेशन (SSI)
Small signal analysis,लहान सिग्नल विश्लेषण
Small signal model,लहान सिग्नल मॉडेल
Smart card,स्मार्ट कार्ड
Smart fan,स्मार्ट चाहता
Smectic crystal,smectic क्रिस्टल
Smith chart,स्मिथ चार्ट
Smoke detector,स्मोक डिटेक्टर
Smoothing,मिटवणे
Snow effect,बर्फाचा प्रभाव
Snubber,धक्के शोषून घेणारा
Snubber circuit,शॉक शोषक सर्किट
Snubber current,शॉक करंट
Socket,सॉकेट
Soft copy,सॉफ्ट कॉपी
Soft return,मऊ परतावा
Soft saturation,मऊ संपृक्तता
Soft start,मऊ सुरुवात
Software,सॉफ्टवेअर
Solar cell,सौर सेल
Solar panel,सौरपत्रे
Solder,सोल्डर
Solder bridge,सोल्डर ब्रिज
Solenoid,solenoid
Solid state detector,सॉलिड स्टेट डिटेक्टर
Solid state device,सॉलिड स्टेट डिव्हाइस
Solid state relay,सॉलिड स्टेट रिले
SONAR,सोनार
SOS,SOS
Sound activated switch,आवाज सक्रिय स्विच
Sound generator,ध्वनी जनरेटर
Source code,मूळ सांकेतिक शब्दकोश
Source coding,स्त्रोत कोडिंग
Source coupled pair,स्रोत जोडले
Source disk,स्त्रोत डिस्क
Source follower,स्रोत मागे
Source image coding,स्रोत प्रतिबिंब कोडिंग
Space,"जागा, जागा, जागा, आकाश"
Space bar,स्पेस बार
Space charge,इंटरस्टिशियल आवेग
Space division multiplexing,मल्टीप्लेक्सर कॅपेसिटन्स/स्टिरीओसेगमेंटेशन
Space division multiplexing,अंतराल विभाजित मल्टिप्लेक्सिंग
Space height ratio,कव्हरेज उच्च प्रमाण
Space wave,अंतराळ लहर
Spark gap,स्पार्किंग मध्यांतर
SPDT switch,spdt स्विच
Speaker,वक्ता
Specification sheet,तपशील पत्रक
Spectrum,"वर्णपट, वर्णपट"
Spectrum analyser,वर्णक्रमीय विश्लेषक
Speech synthesis,"भाषण संश्लेषण, आवाज संश्लेषण"
Speed up capacitor,चालू कॅपेसिटर
Spike suppressor,पोटशूळ विरोधी
Spin stabilization,सायकल स्थिरीकरण
Split phase encoding,खंडित-कला कोडिंग
Split power supply,तुटलेला उर्जा स्त्रोत
Splitter,स्प्लिटर
Spooling,"गुंडाळणे, स्पूल करणे"
SPST switch,SPST स्विच
Spurious memory write,आभासी (स्यूडो) मेमरी लेखन
Spurious response,दिशाभूल करणारा प्रतिसाद
Spurious signal,आभासी सिग्नल
Sputtering,इंजेक्शन
Square law detector,वर्ग नियम सूचक
Square law device,वर्ग नियम साधन
Square rooter,वर्गमुळ
Square wave,चौरस लहर
Square wave oscillator,स्क्वेअर वेव्ह ऑसिलेटर
Stability factor,स्थिरता घटक
Stability feedback,शाश्वतता पुनर्गुंतवणूक
Stabilization,स्थिरीकरण
Stabilizing network,स्टॅबिलायझर नेटवर्क
Stack,"स्टॅक, स्टॅक"
Stack pointer,मनाचा दिग्दर्शक
Stage efficiency,चरण कार्यक्षमता
Stagger timing,समांतर वेळ
Standard amplitude modulation,मानक मोठेपणा मॉड्यूलेशन
Standard cell,मानक सेल
Standard deviation,प्रमाणित विचलन
Standard T.T.L.,मानक TTL
Standby power system,आपत्कालीन उर्जा प्रणाली
Standing wave,स्थिर लहर
Standing wave ratio,स्थिर लहर प्रमाण
Stand-off ratio,अंतर गुणोत्तर
Start bit,थोडा प्रारंभ करा
Start up pulse,सुरुवातीची नाडी
State diagram,स्थिती आकृती
State transition diagram,स्थिती-संक्रमण आकृती
State variable filter,परिवर्तनीय फिल्टर
Static characteristic,स्थिर वर्ण
Static electricity,स्थिर वीज
Static memory cell,कायमस्वरूपी मेमरी सेल
Static random access memory (SRAM),स्थिर यादृच्छिक प्रवेश मेमरी
Statuo register,स्थिती नोंदवही
Status flag,स्थिती चिन्ह
Statusterminal,POS टर्मिनल
Steering logic,सुकाणू तर्क
Step graded junction,टायर्ड जंक्शन
Step index profile,चरण सूचक प्रोफाइल
Step response,चरण प्रतिसाद
Step-graded,श्रेणीबद्ध
Stepper motor,स्टेपर मोटर
Stereo equilizer,स्टिरिओ समभुज
Stereo receiver frequency,स्टिरिओ रिसीव्हर वारंवारता
Stiff coupling,घट्ट जोडणी
Stop band,खंडित बँड
Storage delay time,स्टोरेज विलंब
Storage memory,स्टोरेज मेमरी
Storage time,"स्टोरेज वेळ, वेळ"
Strain gauge,स्ट्रेन गेज
Stray capacitance,अवांछित धारण
String,स्ट्रिंग
Storage CRO,स्टोरेज CRO
Strobe,स्ट्रोब
Strobe circuit,स्ट्रोब सर्किट
Strobe pulse,प्रेरक नाडी
Strobe terminal,स्ट्रोक टर्मिनल
Stroboscopic flash unit,स्ट्रोबोस्कोपिक गोल युनिट
Stub,स्टब
Stuck,लॉक केलेले
Stuck mode,स्थिर गाळणे
Stylus,हादरले
Sub carrier,वाहक
Subroutine,उपनियम
Subtractive colour mixing,व्याकरणात्मक वर्ण मिश्रण
Subtractor,अधीनस्थ
Substrate,"अंडरले, सब्सट्रेट"
Subtraction with carry,हात वजाबाकी
Subtrahend,वजा केले
Successive approximation,प्रगतीशील अंदाजे
Successive approximation ADC,कालक्रमानुसार अंदाजे adc
Sudden atmospheric disturbance,अचानक वातावरणाचा गोंधळ
Summing amplifier,अॅडर अॅम्प्लिफायर
Super beta transistor,सुपर बीटा ट्रान्झिस्टर
Super computer,अंतिम संगणक
Super conductor,सुपर कंडक्टर
Super heterodyne receiver,हायपरहायब्रिड रिसीव्हर
Super heterodyne principle,सुपर हेटरोडायन सिद्धांत
Super pipe line processor,ओव्हरपाइप लाइन प्रोसेसर
Super scalar processor,सुपर स्केलर प्रोसेसर
Superposition theorem,आरोप प्रमेय
Supply voltage rejection ratio,फीड व्होल्टेज अपवर्जन प्रमाण
Support chip,सहाय्यक चिप
Suppressed carrier modulation,वाहक मॉड्यूलेशन थांबवा
Surface acoustic wave,पृष्ठभाग ध्वनी लहरी
Surface barrier,पृष्ठ अडथळा
Surface barrier detector,पृष्ठ बार डिटेक्टर
Surface charge,पृष्ठ शुल्क
Surface leakage current,पृष्ठ चरण प्रवाह
Surface mount device,स्थापित साधन
Surface mounted technology,पृष्ठ स्थापित तंत्रज्ञान
Surge,लाट
Surge current,लाट प्रवाह
Surge impedance,लाट प्रतिबाधा
Surge protector,लाट संरक्षक
Surge register,वाढ नोंदवही
Surge suppressor,शामक
Surge voltage,लाट व्होल्टेज
Susceptance,प्रतिसाद
Susceptibility,संवेदनशीलता
Sustaining voltage,रेझिस्टर व्होल्टेज
Swage terminal,सोयुझ टर्मिनल
Sweep generator,फॅन जनरेटर
Sweep unit,तयारी युनिट
Swing,दोलन
Swinging choke,डोलन चोक
Switch debuncher,स्विच ब्रेकर
Switched capacitor,स्विच केलेले कॅपेसिटर
Switched gain amplifier,स्विच केलेले गेन अॅम्प्लीफायर
Switching,स्विचिंग
Switching algebra,बीजगणित बदलणे
Switching circuit,स्विचिंग सर्किट
Switching power supply,वीज पुरवठा स्विच करणे
Switching regulator,स्विचिंग रेग्युलेटर
Switching wave form,स्विचिंग वेव्हफॉर्म
Switched programmable timer,प्रोग्राम करण्यायोग्य टाइमर स्विच केला
Symbol,सही करा
Symbol period,प्रतीक कालावधी
Symbolic label,प्रतीकात्मक लेबल
Synchro separator,समकालिक विभाजक
Synchronising circuit,सिंक्रोनस सर्किट
Synchronization signal,सिंक्रोनस सिग्नल
Synchronizer,सिंक्रोनायझर
Synchronous counter,सिंक्रोनस कॅल्क्युलेटर
Synchronous detector,सिंक्रोनस डिटेक्टर
Synchronous transmission,सिंक्रोनस ट्रान्समिशन
Synchronous detection,समकालिक ओळख
Syntax,वाक्य निर्मिती
Synthesizer frequency,वारंवारता सिंथेसाइझर
System design,"शरीर रचना, प्रणाली डिझाइन"
T-transformation,टी-पाई रूपांतरणे
Tachometer,"टॅकोमीटर, रोटेशनल व्होल्टमीटर"
Tail current,शेपटीचा प्रवाह
Tank circuit,टाकी सर्किट
Tantalum capacitor,टॅंटलम कॅपेसिटर
Tap,हकालपट्टी
Tape reply,टेप रीप्ले
Tapper,"रिमूव्हर, एक्स्ट्रॅक्टर"
Tarbell interface,tarbel पृष्ठ
T-connector,टी-कनेक्टर
Teledeltos paper,टेलिडेल्टस पेपर
Telemetering,फेरफटका मापन
Telephony,"टेलिफोनी, टेलिफोनी"
Teleprinter,टेलिग्राफर
Television,"दूरदर्शन, दूरदर्शन"
Television camera,दूरदर्शन कॅमेरा
Television receiver,दूरदर्शन रिसीव्हर
Tellegen theorem,टेलिगॉन प्रमेय
Tetrode,टेट्रोड
Temperature compensation,उष्णता भरपाई
Temperature conditioning crystal,"rava, क्रिस्टल"
Temperature to voltage converter,उष्णता-व्होल्टेज कनवर्टर
Temporary data register,तात्पुरती डेटा रजिस्टर
Terminal,टर्मिनल
Test lead,चाचणी आघाडी
Test signal,चाचणी सिग्नल
Tetravalent atoms,चतुर्थांश अणू
Thermal drift,थर्मल प्रवाह
Thermal isolation,थर्मल अलगाव
Thermal noise,"थर्मल आवाज, थर्मल आवाज"
Thermal oxidation,थर्मल ऑक्सीकरण
Thermal resistance,थर्मल प्रतिकार
Thermal runway,थर्मल एस्केप
Thermal shutdown,उष्णता खंडित
Thermal stability,थर्मल स्थिरता
Thermionic emission,थर्मिओनिक उत्सर्जन
Thermoresistor,उष्णता प्रतिरोध
Thermocouple,थर्मोकूपल
Thermoelectric effect,थर्मल प्रभाव
Thermostat,उष्णता नियंत्रक
Thevenin's theorem,थेवेनिन प्रमेय
Thin film,पातळ पडदा
Thin film capacitor,पातळ पडदा कॅपेसिटर
Thin filmregister,पातळ पडदा प्रतिकार
Thoriated tungsten cathode,थोरियम लेपित टंगस्टन कॅथोड
Three halves (3/2) power law (3/2),शक्ती नियम
Three phase circuit,तिहेरी सर्किट
Three-state RMA,त्रि-राज्य राम
Three-terminal regulator,ट्राय-एंड रेग्युलेटर
Threshold detector,सिल डिटेक्टर
Threshold voltage,खिडकीच्या चौकटीचा खालचा आडवा व्होल्टेज
Thyratron tube,थायरट्रॉन ट्यूब
Tickler,"पुनर्गुंतवणूक, अल्पायुषी"
Tickler oscillator,टिकलर ऑसिलेटर
Tight coupling,घट्ट जोडणी
Tilt,तिरपा
Time base circuit,वेळ आधारित सर्किट
Time base generator,टाइमर जनरेटर
Time base voltage,वेळ बेस व्होल्टेज
Time delay,कॉल विलंब
Time domain reflectometry (TDR),टाइम झोन परावर्तकता
Time marker generator,वेळ मार्कर जनरेटर
Time sharing,काळ भागी
Time window,वेळ विंडो
Time-mode switching timer,टाइमिंग मोड स्विचिंग
Timer,"वेळ नियंत्रक, वेळ नियंत्रक"
Timer motor,कंट्रोलर मोटरवर कॉल करा
Timing diagram,वेळ सेट आकृती
Timing jitter,वेळ समायोजन गोंधळ
Timing marker generator,क्रोनोमीटर मार्कर जनरेटर
Timing network,कॉल समायोजक नेटवर्क
T-network,टी-नेटवर्क
Toggle switch,टॉगल स्विच
Token bus network,टोकन बस नेटवर्क
Token ring network,टोकन नेटवर्क
Tolerance,स्वीकार्य बदल
Tone burst generator,व्होकल ब्लास्ट जनरेटर
Toroid,toroid
Torus antenna,टॉरस अँटेना
Total harmonic distortion,संपूर्ण हार्मोनिक विकृती
Totem pole,टोटेम पोल
Totem pole transistor,टोटेम-पोल ट्रान्झिस्टर
Touch switch,स्पर्श स्विच
Touch tone signaling,स्पर्शिक स्वरीकरण
T-pad,टी-पॅड
Trable,तिप्पट
Trace,"ट्रेसिंग, ट्रेसिंग"
Track balls,"ट्रॅक बॉल, ट्रॅक बॉल"
Tracking,अनुपालन
Tract and hold circuit,ट्रॅकिंग आणि कंट्रोल सर्किट
Trailing edge,"मागील कोर, अनुगामी कोर"
Trainer,प्रशिक्षक
Tracking,अनुपालन
Transadmittance,परस्पर
Transconductance,इंटरकंडक्टिव्हिटी
Transducer,ट्रान्सड्यूसर
Transfer characteristics,हस्तांतरण वैशिष्ट्ये
Transfer function,हस्तांतरण कार्य
Transfer gain,नफा हस्तांतरित करा
Transformation,रूपांतरण
Transformer,"ट्रान्सफॉर्मर, ट्रान्सफॉर्मर"
Transformer coupled amplifier,ट्रान्सफॉर्मर जोडलेले अॅम्प्लिफायर
Transformer coupling,ट्रान्सफॉर्मर कपलिंग
Transformer efficiency,परिवर्तनीय कार्यक्षमता
Transient,क्षणिक
Transient overshoot,क्षणिक उल्लंघन
Transient response,क्षणिक प्रतिसाद
Transient suppressor,क्षणिक मंद
Transistor chopper,ट्रान्झिस्टर ब्लॉक
Transistor current gain,ट्रान्झिस्टर चालू लाभ
Transistor switch,ट्रान्झिस्टर स्विच
Transistor,ट्रान्झिस्टर
Transistor noise,ट्रान्झिस्टरचा आवाज
Transistor regulator,ट्रान्झिस्टर नियामक
Transit time,प्रस्थानाची वेळ
Transition capacitance,संक्रमण कॅपेसिटर
Transition factor,संक्रमण घटक
Transition frequency,संक्रमण वारंवारता
Transition region,संक्रमण क्षेत्र
Translation network,हस्तांतरण बफर
Transmission loss,ट्रान्समिशन नुकसान
Transmittance,पारगम्यता
Transmitter,"पाठवणारा, पाठवणारा"
Transmitter frequency,वारंवारता ट्रान्समीटर
Transparent latch,पारदर्शक कुंडी
Transponder,ट्रान्सपॉन्डर
Transport factor,वाहतूक गुणक
Transrectification,स्पष्ट कारण
Transresistance,क्रॉस प्रतिकार
Transverse electric wave,आडवा लहर
Transwitch,ट्रान्सविच
Trap,नेट
Trapezoidal wave,ट्रॅपेझॉइडल लाट
Travelling wave tube,प्रगतीशील लहरी ट्यूब
Trench isolation,चर वेगळे करणे
Triac,triac
Triangular square wave converter,त्रिकोणी स्क्वेअर वेव्ह कनवर्टर
Triangular to sine wave converter,त्रिकोणी-साइन वेव्ह कनवर्टर
Triangular wave generator,त्रिकोणी लहर जनरेटर
Trigger,ट्रिगर
Trigger diode,ट्रिगर डायोड
Trigger pulse,ट्रिगर नाडी
Trigistor,ट्रान्झिस्टर
Trim,"सूक्ष्म समायोजन, ट्रिम"
Trimmer,सूक्ष्म समायोजक
Triode,triode
Trip coil,विभाजन पत्रिका
Triple precision number,तिहेरी अचूक संख्या
Tristate buffer,तीन स्टेज बफर
Tristate logic,त्रिकूट तर्क
Trochotron,ट्रोकोट्रॉन
Tropo-scatter link,गोंधळ विखुरलेला दुवा
Troposphere,ट्रोपोस्फियर
Trouble shooting,समस्यानिवारक
True power converter,वास्तविक शक्ती कनवर्टर
True RMS voltage,खरे वर्ग-मीन रूट व्होल्टमीटर
Truth table,सत्य सारणी
T-state,टी-राज्य
TTL (transistor-transistor logic),TTL
Tubular capacitor,ट्यूबलर कॅपेसिटर
Tuned amplifier,ट्यून केलेले अॅम्प्लीफायर
Tuned collector oscillator,ट्यून केलेले कलेक्टर ऑसिलेटर
Tuned drain oscillator,ट्यून केलेला ड्रेन ऑसिलेटर
Tuning core,व्होकल कोर
Tuning network,ट्यूनिंग नेटवर्क
Tuning stub,व्होकल कॉर्ड
Tunnel diode,"टनेल डायोड, टनेल डायोड"
Tunneling effect,"टनेलिंग इफेक्ट, टनेलिंग इफेक्ट"
Turbine flowmeter,टर्बाइन फ्लोमीटर
Turnaround time,संक्रमण कालावधी
Turn off time,निवास वेळ
Turn on time,सुरवातीची वेळ
Turnstile antenna,टर्नस्टाइल अँटेना ट्वीटर
Tweater,twitter
Twin head,यमल आगरक
Twin-T notch filter,ट्विन-टी नॉच फिल्टर
Twin-T oscillator,yaml चहा oscillator
Twisted pair,वळलेली जोडी
Twisted ring counter,ट्विस्टेड रिंग काउंटर
Twisted-nematic liquid,twisted-nematic द्रव
Two port network,द्वि-मार्ग नेटवर्क
Twystron,ट्विस्ट्रॉन
"U-art, U-sart","u-art, u-sart"
Ultrasonic flaw detector,अल्ट्रासोनिक फॉल्ट डिटेक्टर
Ultrasonic frequency,प्रचंड कंपनसंख्या असलेल्या (ध्वनिलहरी) वारंवारता
Ultraviolet lamp,अल्ट्राव्हायोलेट प्रकाश स्रोत/दिवा
Ultraviolet radiation,अतिनील विकिरण
U-matic,युमॅटिक
Unbalanced load,असंतुलित भार (फुगवटा)
Unbonded strain gauge,अविरत स्ट्रेन गेज
Unconditional jump,बिनशर्त उसळी
Undamped oscillation,undamped oscillation
Under coupling,प्रजनन
Under damp,वश
Under damped oscillation,कमी ओलसर दोलन
Under water camera,पाण्याखालील कॅमेरा
Underground network,आंतर जमीन नेटवर्क
Undertone,अपवर्तक
Underwater microphone,पाण्याखालील मायक्रोफोन (व्हॉइस क्लायंट)
Unidirectional load,एकतर्फी संपादन
Unidirectional antenna,सिंगल अँटेना
Unidirectional register,घरगुती रजिस्टर
Unijunction transistor,जंक्शन ट्रान्झिस्टर
Unilaterlisation,एकतर्फीकरण
Unipolar device,एकध्रुवीय उपकरण
Uniselector,एकल परिशिष्ट
Uniselector (telephone),सिंगल सिलेक्टर (Tel)
Unit impulse,युनिट थ्रस्ट/आवेग
Unit of information,माहिती युनिट
Unit step,युनिट पायरी
Unit vibrator,एकल व्हायब्रेटर
Unity gain amplifier,युनिट गेन एम्पलीफायर
Unity gain band width,युनिट गेन बँड विस्तार
Unity power factor,युनिट पॉवर फॅक्टर
Universal filter,सार्वत्रिक फिल्टर
Universal gate,सार्वत्रिक गेट
Universalmotor,उभयचर मोटर
Universal shunt,"सार्वत्रिक शंट, पार्श्व मार्ग"
Universaltrunk circuit (telephone),युनिव्हर्सल ट्रंक सर्किट
Universal winding,सार्वत्रिक कॉइलिंग
Unregulated power supply,अनियमित वीज पुरवठा
Unscreened cables,असुरक्षित केबल
Unshielded wire,असुरक्षित वायर
Untuned transformer,न वळलेला ट्रान्सफॉर्मर
Up converter,अनुलंब कनवर्टर
Updown counter,अपडाउन कॅल्क्युलेटर
Uplink,"अपलिंक, अपलिंक"
Upper cut off frequency,ओव्हरहेड वारंवारता
Upper side frequency,उच्च प्लेबॅक वारंवारता
Upper trip point (UTP),ओव्हरहेड ट्रिप पॉइंट
Utilization factor,अनुप्रयोग घटक
V channel switching,व्ही-चॅनल स्विचिंग
V modulator,व्ही-मॉड्युलेटर
V/F converter (voltage/frequency),V-F (व्होल्टेज/फ्रिक्वेंसी कनव्हर्टर)
Vacuo-thermo junction,व्हॅक्यूम उष्णता जंक्शन
Vaccum enclosed electrostatic voltmeter,व्हॅक्यूम बाउंड इलेक्ट्रोस्टॅटिक व्होल्टमीटर
Vacuum gauge,व्हॅक्यूम गेज
Vacuum tube,व्हॅक्यूम रबरी नळी
Vacuum tube sweep circuit,व्हॅक्यूम ट्यूब सर्किट
Vacuum tube volt meter(VTVM),व्हॅक्यूम ट्यूब व्होल्टमीटर (VTVM)
Valence band,व्हॅलेन्स बँड
Valence electron,व्हॅलेन्स इलेक्ट्रॉन
Valley current,ड्रॉप-ऑफ पॉइंट
Valve rectifier,झडप सुधारक
Vapour phase degresser,वाफ फेज सॉल्व्हेंट
Varactor diode,वेक्टर डायोड
Varactor diode modulator,वेक्टर डायोड मॉड्युलेटर
Varactor tuner,वर्ण ट्यूनर
Variable capacitor,व्हेरिएबल कॅपेसिटर
Variable inductor,परिवर्तनीय प्रेरणक
Variable module divider,व्हेरिएबल मॉड्यूलस विभाजक
Variable persistence,व्हेरिएबल बॅकलाइट
Variable reactance,परिवर्तनीय प्रतिक्रिया
Variable resistance,परिवर्तनीय प्रतिकार
Variable transformer,"व्हेरिएबल ट्रान्सफॉर्मर, व्हेरिएबल ट्रान्सफॉर्मर"
Variac,variac
Varicap,varicap
Varistor,varistor
Varley loop test,वारली लूप चाचणी
Varmeter (reactive powermeter),व्हॅरोमीटर (प्रतिक्रिया पोटेंशियोमीटर)
VAX,मेण
VBE multiplier,VBE गुणक
VCP (video cassette player),VCP (व्हिडिओ कॅसेट प्लेअर)
VCR (video cassette recorder),VCR (व्हिडिओ कॅसेट रेकॉर्डर)
V-demodulator,v-मॉड्युलेटर
Vector,वेक्टर
Vector display,वेक्टर प्रदर्शन
Vector graphics,वेक्टर ग्राफिक्स
Vector impedance meter,वेक्टर प्रतिबाधा मीटर
Vector instruction,वेक्टर सूचना
Vector network analyser,वेक्टर नेटवर्क विश्लेषक
Vector scope,वेक्टर दर्शक
Vectored interrupt,वेक्टर व्यत्यय
Vending machine,विक्रीयंत्र
Ventilation,वायुवीजन
Vernier counter,व्हर्नियर कॅल्क्युलेटर
Vernier interpolation,व्हर्नियर इंटरपोलेशन
Vernier potentiometer,व्हर्नियर पोटेंशियोमीटर
Vertical antenna,अनुलंब अँटेना
Vertical blanking,अनुलंब वगळणे
Vertical colour strip,चमकदार रंगीत पट्टी
Vertical frequency,अनुलंब वारंवारता
Vertical gain,अत्यंत फायदा
Vertical hold control,अनुलंब नियंत्रक
Vertical horizontal hold control,होरायझन कंट्रोलर
Vertical horizontal trace,क्षैतिज ट्रेस
Vertical interval,अनुलंब अंतर
Vertical interval reference signal (VIRS),पुढे अंतराल सूचना
Vertical interval test signal (VITS),अनुलंब मध्यांतर चाचणी सिग्नल
Vertical polarisation,अनुलंब ध्रुवीकरण
Vertical programming,अनुलंब प्रोग्रामिंग
