Punjabi,Marathi
ਬੇਤਰਤੀਬ,यादृच्छिक
ਬੇਤਰਤੀਬੇ ਡਾਟਾ,यादृच्छिक डेटा
ਬੇਤਰਤੀਬੇ ਗਲਤੀ,यादृच्छिक त्रुटी
ਬੇਤਰਤੀਬੇ ਉਤਰਾਅ ਚੜਾਅ,यादृच्छिक चढउतार
ਸੀਮਾ,श्रेणी
ਰਾਸਟਰ,रास्टर
ਰਾਸਟਰ ਚਿੱਤਰ ਫਾਰਮੈਟ,रास्टर प्रतिमा स्वरूप
ਰੇਟ ਕੰਟਰੋਲ,दर नियंत्रण
ਤਬਦੀਲੀ ਦੀ ਦਰ,बदलण्याचे प्रमाण
ਰੇਟ ਕੀਤੀ ਸਮਰੱਥਾ,निर्धारित क्षमता
ਦਰਜਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਸ਼ਕਤੀ,रेटेड हॉर्स पॉवर
ਰੇਟਡ ਸ਼ਕਤੀ,रेट केलेली शक्ती
ਰੇਟਿੰਗ,रेटिंग
ਆਰ-ਸੀ ਜੋੜ,आर-सी कपलिंग
ਪ੍ਰਤੀਕ੍ਰਿਆ,प्रतिक्रिया
ਪ੍ਰਤੀਕਰਮ,प्रतिक्रिया
ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਭਾਗ,प्रतिक्रियाशील घटक
ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਲੋਡ,प्रतिक्रियाशील भार
ਰੀਜੈਂਟ ਐਚਿੰਗ,अभिकर्मक एचिंग
ਰੀਅਲ ਟਾਈਮ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,रिअल टाइम ट्रान्समिशन
ਰੀਬ੍ਰੋਡਕਾਸਟਿੰਗ,पुनर्बांधणी
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,प्राप्तकर्ता
ਐਂਟੀਨਾ ਪ੍ਰਾਪਤ ਕਰਨਾ,अँटेना प्राप्त
ਸੈਂਟਰ ਪ੍ਰਾਪਤ ਕਰਨਾ,प्राप्त केंद्र
ਰਿਸੈਪਸ਼ਨ,रिसेप्शन
ਰਿਸੈਪਸ਼ਨ ਰਿਪੋਰਟ,रिसेप्शन रिपोर्ट
ਰਿਸੈਪਸ਼ਨ ਸਰਵੇਖਣ,रिसेप्शन सर्वेक्षण
ਪਰਸਪਰ,परस्पर
ਪੁਨਰ ਨਿਰਮਾਣ ਫਿਲਟਰ,पुनर्रचना फिल्टर
ਚਮਤਕਾਰ,रेकॉर्ड करण्यायोग्य
ਰਿਕਾਰਡ ਕੀਤਾ ਗਿਆ,रेकॉर्ड
ਰਿਕਾਰਡਰ,रेकॉर्डर
ਰਿਕਾਰਡਿੰਗ,मुद्रित करणे
ਬੋਥ ਰਿਕਾਰਡ ਕਰਨਾ,रेकॉर्डिंग बूथ
ਰਿਕਾਰਡਿੰਗ,रेकॉर्डिंग हेड
ਡਿਸਕ ਤੇ ਰਿਕਾਰਡਿੰਗ,डिस्कवर रेकॉर्डिंग
ਰਿਕਾਰਡਿੰਗ ਕਮਰਾ,रेकॉर्डिंग रूम
ਰਿਕਾਰਡਿੰਗ ਸਿਸਟਮ,रेकॉर्डिंग सिस्टम
ਰਿਕਾਰਡਿੰਗ ਟੇਪ,रेकॉर्डिंग टेप
ਸੁਧਾਰ,दुरुस्ती
ਸੁਧਾਰਕ ਸੰਕੇਤ,सुधारित सिग्नल
ਗੁਣਾ,सुधारक
ਰੀਸਾਈਕਲ,रिसायकल
ਰਿਡੰਡੈਂਸੀ,रिडंडंसी
ਰਿਡੰਡੈਂਟ,निरर्थक
ਰਿਡੰਡੈਂਟ ਐਲੀਮੈਂਟ,निरर्थक घटक
ਦੁਬਾਰਾ ਇੰਜੀਨੀਅਰਿੰਗ,पुन्हा अभियंता
ਦੁਬਾਰਾ ਵਾਧਾ,पुन्हा प्रवेश
ਹਵਾਲਾ ਬਾਰੰਬਾਰਤਾ,संदर्भ वारंवारता
ਹਵਾਲਾ ਮੁੱਲ,संदर्भ मूल्य
ਪਰਤ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈ,प्रतिबिंबित थर
ਮਾਧਿਅਮ ਨੂੰ ਦਰਸਾਉਂਦੇ ਹੋਏ,प्रतिबिंबित माध्यम
ਸਤਹ ਪ੍ਰਤੀਬਿੰਬਤ,प्रतिबिंबित पृष्ठभाग
ਪ੍ਰਤੀਬਿੰਬ,प्रतिबिंब
ਰਿਫਲੈਕਟਰ,परावर्तक
ਐਂਟੀਨਾ ਦਾ ਰਿਫਲੈਕਟਰ,अँटेना साठी परावर्तक
ਰਿਫੈਕਸ਼ਨ,अपवर्तन
ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ,अपवर्तक सूचकांक
ਫਰਿੱਜ,रेफ्रिजरेशन
ਪੁਨਰਜਨਮ,पुनर्जन्म
ਰਜਿਸਟਰ,नोंदणी करा
ਵਾਲਵ ਨੂੰ ਨਿਯਮਤ ਕਰੋ,झडप नियंत्रित करणे
ਨਿਯਮ,नियमन
ਰੈਗੂਲੇਟਰ,नियामक
ਰੈਗੂਲੇਟਰੀ,नियामक
ਮਜਬੂਤ,मजबुतीकरण
ਰਿਸ਼ਤੇਦਾਰੀ,संबंधीत
ਰਿਸ਼ਤੇਦਾਰ ਪਰਮਜਿਟੀ,सापेक्ष परवानगी
ਰਿਲੇਅ,रिले
ਰੀਲੇਅ ਸੈਂਟਰ,रिले सेंटर
ਰੀਲੇਅ ਗੱਡੀ,रिले निःशब्द
ਰੀਲੇਅ ਟ੍ਰਾਂਸਮੀਟਰ,रिले ट्रान्समीटर
ਜਾਰੀ ਕਰੋ,सोडणे
ਕੋਈ ਵੋਲਟ ਜਾਰੀ ਕਰੋ,रिलीज नाही व्होल्ट
ਭਰੋਸੇਯੋਗਤਾ,विश्वसनीयता
ਭਰੋਸੇਯੋਗ,विश्वसनीय
ਰਿਮੋਟ,दूरस्थ
ਰਿਮੋਟ ਕੰਟਰੋਲ,रिमोट कंट्रोल
ਰਿਮੋਟ ਕੰਟਰੋਲ ਅਤੇ ਨੇਵੀਗੇਸ਼ਨ ਸਿਸਟਮ,रिमोट कंट्रोल आणि नेव्हिगेशन सिस्टम
ਰਿਮੋਟ ਕੰਟਰੋਲ ਯੂਨਿਟ,रिमोट कंट्रोल युनिट
ਰਿਮੋਟ ਸਿਸਟਮ,रिमोट सिस्टम
ਰਿਮੋਟਲੀ ਨਿਯੰਤਰਿਤ ਉਪਕਰਣ,दूरस्थपणे नियंत्रित उपकरणे
ਦੁਹਰਾਓ ਕੋਇਲ,कॉइलची पुनरावृत्ती करा
ਰੀਪੀਟਰ,रीपिटर
ਤਬਦੀਲੀ,बदली
ਦੁਬਾਰਾ ਭਰਨਾ,पुन्हा भरती
ਦੁਬਾਰਾ ਪੈਦਾ ਕਰੋ,पुनरुत्पादित
ਪ੍ਰਜਨਨ,पुनरुत्पादन
ਦੁਬਾਰਾ ਰਿਕਾਰਡਿੰਗ,पुन्हा रेकॉर्डिंग
ਖੋਜ ਅਤੇ ਵਿਕਾਸ,संशोधन आणि विकास
ਰੀਸੈੱਟ,रीसेट
ਬਚੀ ਤਬਦੀਲੀ,अवशिष्ट रीशफलिंग
ਬਾਕੀ ਦੇ,अवशेष
ਵਿਰੋਧ,प्रतिकार
ਵਿਰੋਧ ਲੋਡ,प्रतिकार भार
ਰੋਧਕ,प्रतिरोधक
ਰੈਜ਼ੋਲੂਸ਼ਨ,ठराव
ਗੂੰਜ,अनुनाद
ਗੂੰਜ ਦੀ ਬਾਰੰਬਾਰਤਾ,अनुनाद वारंवारता
ਗੂੰਜਕ,अनुनाद
ਗੂੰਜਕ ਲਾਈਨ,रेझोनंट लाइन
ਗੂੰਜਦਾਤਾ,अनुनाद
ਸਰੋਤ,संसाधन
ਸਰੋਤ ਸਾਂਝੀ ਕਰਨਾ,संसाधन सामायिकरण
ਜਵਾਬ ਦੇਣ ਦੀ ਮਿਆਦ,प्रतिसाद कालावधी
ਜਵਾਬ,प्रतिसाद
ਬਹਾਲੀ,जीर्णोद्धार
ਨਤੀਜਾ,परिणामी
ਧਾਰਨ,धारणा
ਮੁੜ ਪ੍ਰਾਪਤ,Retransmission
ਪ੍ਰਾਪਤੀ,पुनर्प्राप्ती
ਪ੍ਰਾਪਤੀ ਇੰਜਣ,पुनर्प्राप्ती इंजिन
ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ,पुन्हा प्रयत्न करा
ਵਾਪਸੀ,परत
ਵਾਪਸੀ ਮਾਰਗ,परत मार्ग
ਰੀਵਰਬਰੇਸ਼ਨ,पुनर्विचार
ਪੁਨਰ ਜਨਮ ਦਾ ਸਮਾਂ,पुनर्विचार वेळ
ਉਲਟਾ ਪੱਖਪਾਤੀ ਡਾਇਡ,रिव्हर्स बायस्ड डायोड
ਉਲਟਾ ਮੌਜੂਦਾ,उलट करंट
ਘੁੰਮਣਾ,रिव्हॉल्व्हिंग
ਰੀਵਾਇੰਡ,रिवाइंड
ਰੀਵਾਇਰੀਅਲ ਫਿ .ਜ਼,रीवायरेबल फ्यूज
ਰੀਵਾਇਰਿੰਗ,रीवायरिंग
ਮੁੜ ਲਿਖਤ,पुन्हा लिहिण्यायोग्य
ਆਰਐਫ ਡਰਾਈਵ,आरएफ ड्राइव्ह
ਆਰਐਫ ਫੀਡਰ,आरएफ फीडर
ਆਰਐਫ ਦੇ ਖਤਰੇ,आरएफ धोके
ਆਰਐਫ ਪ੍ਰੋਟੈਕਸ਼ਨ ਅਨੁਪਾਤ,आरएफ संरक्षण प्रमाण
Rhostat,Rheostat
ਰਿਬਨ,रिबन
ਰਿਵੇਟ,Rivet
ਰਿਵੇਟਿਡ ਜੋੜ,Riveteted संयुक्त
ਕਠੋਰ,Rivetting
Rn ਚੈਨਲ,आरएन चॅनेल
ਰੋਬੋਟ,रोबोट
ਰੋਬੋਟਿਕਸ,रोबोटिक्स
ਅੰਦਰ ਰੋਲ,रोल इन
ਵੇਲਨਾ,बाहेर पडा
ਰੂਟ,मूळ
ਰੋਟਰੀ,रोटरी
ਰੋਟੇਸ਼ਨ,रोटेशन
ਰਸਤਾ,मार्ग
ਰਾ ter ਟਰ,राउटर
ਰੁਟੀਨ ਸੰਚਾਲਨ,नियमित ऑपरेशन्स
ਰੂਟਿੰਗ,मार्ग
ਸਮਾਂ ਚਲਾਓ,वेळ धाव
ਸੁਰੱਖਿਆ ਵਿਵਸਥਾ,सुरक्षा व्यवस्था
ਸੁਰੱਖਿਆ ਇੰਟਰਲਾਕ,सुरक्षा इंटरलॉक
Sag,Sag
ਪ੍ਰਮੁੱਖ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,ठळक वैशिष्ट्ये
ਨਮੂਨਾ,नमुना
ਨਮੂਨਾ ਅਤੇ ਸਰਕਟ ਰੱਖੋ,नमुना आणि होल्ड सर्किट
ਨਮੂਨਾ ਦਾ ਆਕਾਰ,नमुन्याचा आकार
ਨਮੂਨਾ ਵਾਲਾ ਡਾਟਾ,नमुना डेटा
ਨਮੂਨਾ,नमुना
ਨਮੂਨਾ ਦੀ ਦਰ,नमूना दर
ਨਮੂਨਾਦਾਰ ਸੰਤ੍ਰਿਪਤ,नमुना संपृक्तता
ਸੈਮਪਲਿੰਗ ਥਿ .ਰੀ / ਥਿ .ਮ,नमुना सिद्धांत/प्रमेय
ਸੈਟੇਲਾਈਟ,उपग्रह
ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ,उपग्रह संप्रेषण
ਸੈਟੇਲਾਈਟ ਕਵਰੇਜ,उपग्रह कव्हरेज
ਸੈਟੇਲਾਈਟ ਡਿਜੀਟਲ ਲਿੰਕ,उपग्रह डिजिटल दुवा
ਸੈਟੇਲਾਈਟ ਦਖਲ,उपग्रह हस्तक्षेप
ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ,उपग्रह रेडिओ
ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ ਸੰਚਾਰ,उपग्रह रेडिओ ट्रान्समिशन
ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ,उपग्रह प्रसारण
ਸੰਤ੍ਰਿਪਤ ਹਵਾ,संतृप्त हवा
ਮੌਜੂਦਾ ਸੰਤ੍ਰਿਪਤ,सॅच्युरेटिंग करंट
ਸੰਤ੍ਰਿਪਤਾ,संपृक्तता
ਦੰਦ ਦੀ ਲਹਿਰ ਵੇਖੀ,दात लाट सॉ
ਸਕੇਲੇਬਿਲਟੀ,स्केलेबिलिटी
ਸਕੇਲ,स्केल
ਸਕੇਲ ਫੈਕਟਰ,स्केल फॅक्टर
ਸਕੇਲਿੰਗ,स्केलिंग
ਸਕੈਨ ਕੀਤਾ ਬੀਮ,स्कॅन केलेले बीम
ਸਕੈਨਰ,स्कॅनर
ਸਕੈਨਿੰਗ ਬਾਰੰਬਾਰਤਾ,स्कॅनिंग वारंवारता
ਸਕੈਨ ਲਾਈਨ,स्कॅनिंग लाइन
ਸਕੈਟਰਿੰਗ,विखुरलेले
ਦ੍ਰਿਸ਼,परिस्थिती
ਸ਼ਡਿ r ਲਰ,शेड्यूलर
ਯੋਜਨਾਬੰਦੀ,योजनाबद्ध
ਸਕੌਟਕੀ ਬੈਰੀਅਰ,शॉटकी अडथळा
ਦਿਸਣ,Scintillation
ਸਕ੍ਰੈਮਬਲਰ,स्क्रॅम्बलर
ਸਕ੍ਰੈਂਬਲਿੰਗ,स्क्रॅम्बलिंग
ਸਕ੍ਰੈਪ,स्क्रॅप
ਸਕ੍ਰੈਪਿੰਗ,स्क्रॅपिंग
ਸਕ੍ਰੈਚ,स्क्रॅच
ਸਕਰੀਨ,स्क्रीन
ਸਕ੍ਰੀਨ ਬਰਨ,स्क्रीन बर्न
ਸਕਰੀਨ ਬਾਈਪਾਸ,स्क्रीन बायपास
ਸਕ੍ਰੀਨ ਮੌਜੂਦਾ,स्क्रीन करंट
ਸਕ੍ਰੀਨ ਗਰਿੱਡ,स्क्रीन ग्रीड
ਸਕਰੀਨ ਸੇਵਰ,स्क्रीन सेव्हर
ਸਕਰੀਨਡ ਕੇਬਲ,स्क्रीनिंग केबल
ਸਕ੍ਰੀਨਿੰਗ,स्क्रीनिंग
ਸਕ੍ਰੌਲ ਕਰੋ,स्क्रोल
ਸਕ੍ਰੌਲ ਬਾਰ,स्क्रोल बार
ਸਕ੍ਰੌਲਿੰਗ,स्क्रोलिंग
ਖੋਜ ਇੰਜਣ,शोध इंजिन
ਸੈਕੰਡਰੀ,दुय्यम
ਸੈਕੰਡਰੀ ਸੈੱਲ,दुय्यम सेल
ਸੈਕਟਰ,क्षेत्र
ਖੰਡ,विभाग
ਸਵੈ-ਨਿਦਾਨ,सेल्फ डायग्नोस्टिक
ਸੈਮੀਕੋਂਡਕਟਰ,अर्धसंवाहक
ਭੇਜਣ ਵਾਲੇ,प्रेषक
ਸੰਵੇਦਨਸ਼ੀਲਤਾ,संवेदनशीलता
ਸੈਂਸਰ,सेन्सर
ਤਰਤੀਬ,क्रम
ਸੀਰੀਅਲ,अनुक्रमांक
ਸੀਰੀਅਲ ਐਕਸੈਸ,अनुक्रमांक प्रवेश
ਸੀਰੀਅਲ ਪੋਰਟ,सिरियल पोर्ट
ਲੜੀਵਾਰ ਗੂੰਜ,मालिका अनुनाद
ਸਰਵਰ,सर्व्हर
ਸਥਾਪਨਾ ਕਰਨਾ,सेटअप
ਸ਼ੇਡਿੰਗ,शेडिंग
ਸ਼ੈਡੋ,सावली
ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ,शॅननचे प्रमेय
ਸ਼ਬਦਾ ਹੈ,आकार
ਸ਼ੇਅਰਵੇਅਰ,सामायिकवेअर
ਮਿਆਨ,म्यान
ਸ਼ਿਫਟ,शिफ्ट
ਸ਼ਿਫਟਿੰਗ,शिफ्टिंग
ਸਦਮਾ,शॉक
ਸ਼ਾਰਟ ਸਰਕਟ,शॉर्ट सर्किट
ਛੋਟਾ ਸਰਕਟ ਟੈਸਟ,शॉर्ट सर्किट चाचणी
ਛੋਟਾ ਵੇਵ,शॉर्ट वेव्ह
ਛੋਟਾ ਵੇਵ ਸੈਂਟਰ,शॉर्ट वेव्ह सेंटर
ਸ਼ਾਰਟਕੱਟ,शॉर्टकट
ਸ਼ਟ ਡਾਉਨ,शटडाउन
ਬੰਦ ਕਰਨ ਦਾ ਸੰਕੇਤ,शटडाउन सिग्नल
ਸਾਈਡ ਬੈਂਡ,साइड बँड
ਸਾਈਡ ਬੈਂਡ ਪਾਵਰ,साइड बँड पॉवर
ਇਸ਼ਾਰਾ,सिग्नल
ਸੰਕੇਤ ਐਪਲੀਟਿ .ਡ,सिग्नल मोठेपणा
ਸੰਕੇਤ ਗ੍ਰਾਫ,सिग्नल फ्लो आलेख
ਸਿਗਨਲ ਜੇਨਰੇਟਰ,सिग्नल जनरेटर
ਸਿਗਨਲ ਲਾਈਟ,सिग्नल लाइट
ਸਿਗਨਲ ਰੂਟਿੰਗ,सिग्नल राउटिंग
ਸੰਕੇਤ ਸ਼ਕਤੀ,सिग्नल सामर्थ्य
ਟਾਕ ਦੇ ਅਨੁਪਾਤ ਨੂੰ ਪਾਰ ਕਰਨ ਲਈ ਸੰਕੇਤ,क्रॉस टॉक रेशोचे सिग्नल
ਸ਼ੋਰ ਅਨੁਪਾਤ ਨੂੰ ਸੰਕੇਤ,आवाजाचे प्रमाण सिग्नल
ਨਿਰਵਿਘਨ ਸ਼ੋਰ ਅਨੁਪਾਤ ਦੇ ਸੰਕੇਤ,अन्वाट ध्वनी प्रमाण सिग्नल
ਸੰਕੇਤ ਅਤੇ ਬਦਲਣਾ,सिग्नलिंग आणि स्विचिंग
ਸੰਕੇਤ,सिग्नलिंग बिट
ਮਹੱਤਵਪੂਰਨ ਸਾਈਡਬੈਂਡ,महत्त्वपूर्ण साइडबँड
ਸਧਾਰਨ,सिम्प्लेक्स
ਸਿਮੂਲੇਸ਼ਨ,सिम्युलेशन
ਸਿਮੂਲੇਟਰ,सिम्युलेटर
ਸਿਮੂਕਲਕਾਸਟ,सिमुलकास्ट
ਸਿਮਟਲ ਮਾਸਕਿੰਗ,एकाचवेळी मुखवटा
ਸਿਨ ਕੰਪੋਨੈਂਟ,साइन घटक
ਸਿਨ ਲਹਿਰ,साइन वेव्ह
ਸਿੰਗਲ ਫ੍ਰੀਕੁਐਂਸੀ ਨੈਟਵਰਕ,एकल वारंवारता नेटवर्क
ਸਿੰਗਲ ਪੜਾਅ ਮੋਟਰ,सिंगल फेज मोटर
ਸਾਈਟ,जागा
ਸਾਈਟ ਲੇਆਉਟ ਯੋਜਨਾ,साइट लेआउट योजना
ਕੁਸ਼ਲ ਆਪਰੇਟਰ,कुशल ऑपरेटर
ਦੂਰੀ ਛੱਡੋ,अंतर वगळा
ਅਸਮਾਨ ਵੇਵ,स्काय वेव्ह
ਸਕਾਈ ਵੇਵ ਪ੍ਰਸਾਰ,स्काय वेव्ह प्रसार
ਸਲੈਬ,स्लॅब
ਸਲੇਂਟ ਮਾਰਗ,तिरकस मार्ग
ਸਲਾਟ,स्लॉट
ਸਮਾਰਟ ਕਾਰਡ,स्मार्ट कार्ड
ਸੋਡੀਅਮ ਭਾਫ ਦੀਵੇ,सोडियम वाष्प दिवा
ਸਾਫਟ ਕੁੰਜੀ,मऊ की
ਸਾਫਟਵੇਅਰ,सॉफ्टवेअर
ਸੋਲਰ ਐਕਟੀਵਿਟੀ,सौर क्रिया
ਸੂਰਜੀ ਊਰਜਾ,सौर उर्जा
ਸੋਲਰ ਫਲੇਅਰਜ਼,सौर flares
ਸੋਲਰ ਸੰਚਾਲਿਤ,सौर उर्जा
ਠੋਸ ਰਾਜ,ठोस राज्य
ਠੋਸ ਰਾਜ ਭੰਡਾਰ,सॉलिड स्टेट स्टोरेज
ਠੋਸ ਰਾਜ ਟ੍ਰਾਂਸਮੀਟਰ,सॉलिड स्टेट ट्रान्समीटर
ਕ੍ਰਮਬੱਧ,क्रमवारी
ਆਵਾਜ਼,आवाज
ਆਵਾਜ਼ ਸਮਾਈ,ध्वनी शोषण
ਧੁਨੀ ਸੰਤੁਲਨ,ध्वनी शिल्लक
ਸਾ ound ਂਡ ਡਿਟੈਕਟਰ,ध्वनी शोधक
ਆਵਾਜ਼ ਮਿਕਸਰ,ध्वनी मिक्सर
ਧੁਨੀ ਪਰਿਪੇਖ,ध्वनी दृष्टीकोन
ਆਵਾਜ਼ ਦੀ ਸ਼ਕਤੀ,ध्वनी शक्ती
ਆਵਾਜ਼ ਦਾ ਸਬੂਤ,ध्वनी पुरावा
ਧੁਨੀ ਰਿਕਾਰਡਿੰਗ,ध्वनी रेकॉर्डिंग
ਆਵਾਜ਼ ਦੇ ਪ੍ਰਤੀਬਿੰਬ,ध्वनी प्रतिबिंब
ਆਵਾਜ਼ ਦਾ ਸੰਚਾਰ ਦਾ ਨੁਕਸਾਨ,ध्वनी संप्रेषण तोटा
ਸਰੋਤ,स्त्रोत
ਸਰੋਤ ਇਕੋਡਰ,स्त्रोत एन्कोडर
ਸਪੇਸ,जागा
ਸਪੇਸ ਵਿਭਿੰਨਤਾ,अंतराळ विविधता
ਸਪੇਸ ਟੈਲੀਾਸਟਿੰਗ,स्पेस टेलिकास्टिंग
ਸਪੇਸ ਵੇਵ,स्पेस वेव्ह
ਸਪੇਸਿੰਗ,अंतर
ਸਪੈਮ,स्पॅम
ਸਪੈਮਿੰਗ,स्पॅमिंग
ਦੀ ਮਿਆਦ,कालावधी
ਖਾਲੀ ਬਿੱਟ,मोकळा
ਸਪੇਅਰਸ,अतिरिक्त
ਸਪਾਰਕਿੰਗ,स्पार्किंग
ਸਥਾਨਿਕ,स्थानिक
ਸਥਾਨਿਕ ਪ੍ਰਭਾਵ,स्थानिक प्रभाव
ਸਥਾਨਿਕ ਬੇਲੋੜੀ,स्थानिक रिडंडंसी
ਖਾਸ ਪ੍ਰਭਾਵ,विशेष प्रभाव
ਵਿਸ਼ੇਸ਼ ਪ੍ਰਭਾਵ amplifier,विशेष प्रभाव एम्पलीफायर
ਮੁਹਾਰਤ,विशेषज्ञता
ਨਿਰਧਾਰਨ,तपशील
ਸਪੈਕਟ੍ਰਲ ਸਮਾਈ,वर्णक्रमीय शोषण
ਸਪੈਕਟ੍ਰਲ ਬੈਂਡ ਪ੍ਰਤੀਕ੍ਰਿਤੀ,स्पेक्ट्रल बँड प्रतिकृती
ਸਪੈਕਟ੍ਰਲ ਡਿਸਟ੍ਰੀਬਿ .ਸ਼ਨ,वर्णक्रमीय वितरण
ਸਪੈਕਟ੍ਰਲ ਰੀਡੰਡੈਂਸੀ,स्पेक्ट्रल रिडंडंसी
ਸਪੈਕਟ੍ਰੋਫੋਫੋਮੀਟਰ,स्पेक्ट्रोफोटोमीटर
ਸਪੈਕਟਰੋਸਕੋਪ,स्पेक्ट्रोस्कोप
ਸਪੈਕਟ੍ਰਮ,स्पेक्ट्रम
ਸਪੈਕਟ੍ਰਮ ਵਿਸ਼ਲੇਸ਼ਕ,स्पेक्ट्रम विश्लेषक
ਸਪੈਕਟ੍ਰਮ ਸ਼ਿਪਿੰਗ,स्पेक्ट्रम आकार
ਬੋਲਣ ਦੇ ਦੋਸ਼,भाषण बोलणे
ਸਪੀਚ ਚੈਨਲ,भाषण चॅनेल
ਸਪੀਚ ਕੰਪਰੈਸ਼ਨ,भाषण कॉम्प्रेशन
ਸਪੀਚ ਇੰਕੋਡਿੰਗ,भाषण एन्कोडिंग
ਭਾਸ਼ਣ ਪਛਾਣ,भाषण ओळख
ਸਪਿਨ,स्पिन
ਸਪਿਰਲ,आवर्त
ਸਪਲਿਕ,स्प्लिंग
ਸਪਲਿਟਰ,स्प्लिटर
ਸਪੂਲ,स्पूल
ਛੂਤਕਾਰੀ,तुरळक
ਸਪਾਟ ਬੀਮ,स्पॉट बीम
ਸਮਾਜੀ ਸ਼ੀਟ,पसरवा पत्रक
ਉਤਸ਼ਾਹੀ ਅਤੇ ਹਾਰਮੋਨਿਕ ਰੇਡੀਏਸ਼ਨ,उत्तेजक आणि हार्मोनिक रेडिएशन
ਉਤਸ਼ਾਹੀ ਸਾਈਡਬੈਂਡ ਬਾਰੰਬਾਰਤਾ,स्पुरियस साइडबँड फ्रिक्वेन्सी
ਨਿਚੋੜਿਆ ਵੀਡੀਓ,पिळलेला व्हिडिओ
ਮੋਹਰਿੰਗ,स्टॅम्पिंग
ਸਟੈਂਡਰਡ ਸਾੱਫਟਵੇਅਰ,मानक सॉफ्टवेअर
ਮਾਨਕੀਕਰਨ,मानकीकरण
ਨਾਲ ਖਲੋਣਾ,स्टँडबाय
ਸਟੈਂਡਬਾਏ ਉਪਕਰਣ,स्टँडबाय उपकरणे
ਖੜ੍ਹੇ ਲਹਿਰ,उभे लाट
ਖੜ੍ਹੇ ਲਹਿਰ ਦਾ ਅਨੁਪਾਤ,स्थायी वेव्ह रेशो
ਟਾਰਕ ਦੀ ਸ਼ੁਰੂਆਤ,टॉर्क प्रारंभ करीत आहे
ਸਟਾਰਟ-ਸਟਾਪ,स्टार्ट-स्टॉप
ਸਥਿਰ,स्थिर
ਅੰਕੜਾ ਵਿਧੀ,सांख्यिकीय पद्धत
ਸਥਿਤੀ,स्थिती
ਸਥਿਤੀ ਦਾ ਸੰਕੇਤ,स्थिती संकेत
ਸਥਿਰ,स्थिर
ਸਟੀਰੀਓ,स्टिरीओ
ਸਟੀਰੀਓ ਬੈਲੰਸ,स्टीरिओ शिल्लक
ਸਟੀਰੀਓ ਏਨਕੋਡਰ,स्टीरिओ एन्कोडर
ਸਟੀਰੀਓ ਜਰਨੇਟਰ,स्टीरिओ जनरेटर
ਸਟੀਰੀਓ ਮੋਡ,स्टीरिओ मोड
ਸਟੀਰੀਓ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,स्टीरिओ ट्रान्समिशन
ਸਟੀਰੀਓਫੋਨਿਕ ਸਾ sound ਂਡ ਪ੍ਰਜਨਨ,स्टिरिओफोनिक ध्वनी पुनरुत्पादन
ਸਟੀਰੀਫੋਨ,स्टिरिओफोनी
ਸਟੀਰੀਓਸਕੋਪੀ,स्टिरिओस्कोपी
ਅਜੇ ਵੀ ਤਸਵੀਰ,तरीही चित्र
ਉਤੇਜਨਾ,उत्तेजन
ਸਟਾਪਬੈਂਡ,स्टॉपबँड
ਸਟੋਰੇਜ,संचयन
ਸਟੋਰੇਜ ਬੈਟਰੀ ਕਮਰਾ,स्टोरेज बॅटरी रूम
ਸਟੋਰੇਜ਼ ਡਿਵਾਈਸ,स्टोरेज डिव्हाइस
ਸਟ੍ਰੈਟੋਸਫਾਇਰ,स्ट्रॅटोस्फीयर
ਸਟ੍ਰੀਮਿੰਗ,प्रवाह
ਖਿੱਚੋ,ताणून लांब करणे
ਸਤਰ,स्ट्रिंग
Struct ਾਂਚਾਗਤ,संरचित
ਸਟੂਡੀਓ ਬਲਾਕ,स्टुडिओ ब्लॉक
ਸਟੂਡੀਓ ਸੈਂਟਰ,स्टुडिओ सेंटर
ਸਟੂਡੀਓ ਲਾਈਟਿੰਗ,स्टुडिओ लाइटिंग
ਸਟੂਡੀਓ ਮਾਨੀਟਰ,स्टुडिओ मॉनिटर्स
ਸਟਾਈਲਸ,स्टाईलस
ਸਬਬੈਂਡ ਇੰਕੋਡਿੰਗ,सबबँड एन्कोडिंग
ਸਬ-ਐਂਡ ਟੌਕਿੰਗ,सबबँड मास्किंग
ਸਬ-ਐਂਡ ਨਮੂਨ ਨਮੂਨ,सबबँड नमुने
ਸਬਨੈੱਟ,सबनेट
ਸਬਸੈਂਪਲਿੰਗ,सबसॅम्पलिंग
ਗਾਹਕ,ग्राहक
