Odiya,Tamil
ସିମ୍ପସନ୍ ର ଏକ ତୃତୀୟାଂଶ ନିୟମ |,சிம்சனின் மூன்றில் ஒரு பங்கு விதி
ଅନୁକରଣ ପଦ୍ଧତି,உருவகப்படுத்துதல் முறை
ଏକକାଳୀନ ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,ஒரே நேரத்தில் வேறுபட்ட சமன்பாடுகள்
ଏକକାଳୀନ ସମୀକରଣ |,ஒரே நேரத்தில் சமன்பாடுகள்
"ସାଇନ୍, ସାଇନ","அடையாளம், சைன்"
"ସାଇନ ବକ୍ର, ସାଇନ ବକ୍ର","சைன் வளைவு, சைன் வளைவு"
ଏକାକୀ,தனி
ଏକମାତ୍ର କାର୍ଯ୍ୟ,சலிப்பான செயல்பாடு
ଅଦ୍ଭୁତ ଇଣ୍ଟିଗ୍ରାଲ୍ |,ஒற்றைப்படை ஒருங்கிணைந்த
"ଅଜବତା, ଅଦ୍ଭୁତତା |","விசித்திரம், விந்தை"
ଅବ arian ଧ ମ୍ୟାଟ୍ରିକ୍ସ |,மாறாத அணி
ଅଜବ ସମାଧାନ |,விசித்திரமான தீர்வு
ନମୁନା ଆକାର,மாதிரி அளவு
ଅଦ୍ଭୁତ ବଣ୍ଟନ |,ஒற்றைப்படை விநியோகம்
ହେଟେରୋଜିନସ୍ ହର୍ମିଟିଆନ୍ ମ୍ୟାଟ୍ରିକ୍ସ |,பன்முக ஹெர்மிடியன் அணி
ବିପରୀତ,மாறுபாடு
ଅଦ୍ଭୁତ ସମୃଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ |,ஒற்றைப்படை சமச்சீர் அணி
ଭେରିଏବଲ୍ କମ୍ କରିବା |,மாறியை குறைக்கிறது
"ope ୁଲା, ope ୁଲା, ope ୁଲା |","சாய்வு, சாய்வு, சாய்வு"
ope ୁଲା ଗ୍ରେଡିଏଣ୍ଟ୍ |,சாய்வு சாய்வு
"ବନ୍ଧନୀ, କ୍ଷୁଦ୍ର ବନ୍ଧନ |","அடைப்புக்குறிகள், குறுகிய பிணைப்பு"
ସିଧା ବକ୍ର,நேரான வளைவு
ବିଭିନ୍ନ କାର୍ଯ୍ୟ,இதர செயல்பாடு
ସୌର ମଣ୍ଡଳ,சூரிய குடும்பம்
,
ସୋଲେନଏଡାଲ୍ ଭେକ୍ଟର୍ |,சோலனாய்டல் திசையன்
"କଠିନ, ମାସ, କ୍ୟୁବ୍ |","திட, நிறை, கனசதுரம்"
"କ୍ୟୁବିକ୍ ଜ୍ୟାମିତ୍ରୀ, ଷ୍ଟେରୋସ୍କୋପିକ୍ ଜ୍ୟାମିତ୍ରୀ |","கன வடிவியல், ஸ்டீரியோஸ்கோபிக் வடிவியல்"
"ସମାଧାନ, ଉପକରଣ","தீர்வு, கருவி"
ସିରିଜ୍ ଫର୍ମ ସମାଧାନ |,தொடர் வடிவம் தீர்வு
ସମାଧାନ ମ୍ୟାଟ୍ରିକ୍ସ |,தீர்வு அணி
ତ୍ରିରଙ୍ଗାର ସମାଧାନ |,முக்கோணத்தின் தீர்வு
ସମାଧାନ ଜନସଂଖ୍ୟା,தீர்வு மக்கள் தொகை
ସୋନାଇନ୍ ପଲିନୋମିଆଲ୍ |,சோனைன் பல்லுறுப்புக்கோவை
"ଆକାଶ, ସ୍ଥାନ, ସ୍ଥାନ, ସ୍ଥାନ, ସ୍ଥାନ |","வானம், விண்வெளி, விண்வெளி, விண்வெளி, விண்வெளி"
ଆକାଶ ବକ୍ର,வான வளைவு
ପ୍ୟାରେଣ୍ଟ୍ ସେଟ୍ |,பெற்றோர் தொகுப்பு
ସ୍ଥାନୀୟ ସମ୍ପର୍କ ଚିତ୍ର |,உள்ளூர் தொடர்பு வரைபடம்
ନିର୍ଦ୍ଦିଷ୍ଟ ରେଖା ଗୋଷ୍ଠୀ |,குறிப்பிட்ட நேரியல் குழு
ନିର୍ଦ୍ଦିଷ୍ଟ ଭୂଲମ୍ବ ଗୋଷ୍ଠୀ |,குறிப்பிட்ட செங்குத்து குழு
"ନିର୍ଦ୍ଦିଷ୍ଟ ଘନତା, ସମ୍ପର୍କୀୟ ଘନତା |","குறிப்பிட்ட அடர்த்தி, உறவினர் அடர்த்தி"
ମାନବ ମ୍ୟାପିଙ୍ଗ୍ ଥିଓରେମ୍ |,மனித வரைபட தேற்றம்
କାର୍ଯ୍ୟର ଆଦର୍ଶ |,செயல்பாட்டின் விதிமுறை
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","கோளம், கோளம்"
ଗୋଲାକାର ସଂଯୋଜନା ପ୍ରଣାଳୀ |,கோள ஒருங்கிணைப்பு அமைப்பு
ଗୋଲାକାର ପୋଲାର ସଂଯୋଜନା |,கோள துருவ ஆயத்தொலைவுகள்
ଗୋଲାକାର ତ୍ରିରଙ୍ଗା |,கோள முக்கோணம்
ଗୋଲାକାର ଟ୍ରାଇଗୋନେମେଟ୍ରୀ |,கோள முக்கோணவியல்
spiral,சுழல்
"ବର୍ଗ, ବର୍ଗ","சதுரம், சதுரம்"
"ଗୁରୁ, ଗୁରୁବାନ୍ଦନୀ |","குருக்கள், குருபந்தனி"
ବର୍ଗ ଇଣ୍ଟିଗ୍ରାଲ୍ |,சதுர ஒருங்கிணைந்த
ବର୍ଗ ମ୍ୟାଟ୍ରିକ୍ସ |,சதுர அணி
ବର୍ଗମୂଳ,சதுர வேர்
ନମୁନା ପର୍ଯ୍ୟାୟ |,மாதிரி நிலை
କ୍ରମିକ କାର୍ଯ୍ୟ,படிநிலை செயல்பாடு
ମାନଦଣ୍ଡ ବିଚ୍ୟୁତି,நிலையான விலகல்
ମାନକ ଭିନ୍ନକ୍ଷମ ଉତ୍ପାଦ |,நிலையான வேறுபட்ட தயாரிப்பு
ସନ୍ତୁଳନ,சமநிலை
ଅସ୍ଥିର ବକ୍ର,உணர்ச்சியற்ற வளைவு
ନିର୍ବନ୍ଧ ବିନ୍ଦୁ |,உணர்ச்சியற்ற புள்ளி
ଚକିତ ମୂଲ୍ୟ,அதிர்ச்சியடைந்த மதிப்பு
"ନମୁନା, ଚିତ୍ର","மாதிரி, உருவம்"
ପରିସଂଖ୍ୟାନ,புள்ளியியல்
ପରିସଂଖ୍ୟାନ ବିଶ୍ଳେଷଣ |,புள்ளிவிவர பகுப்பாய்வு
ପରିସଂଖ୍ୟାନ ବଣ୍ଟନ |,புள்ளிவிவர விநியோகம்
ପରିସଂଖ୍ୟାନ ଅନୁମାନ,புள்ளியியல் கருதுகோள்
ପରିସଂଖ୍ୟାନ ଆନୁମାନିକତା |,புள்ளியியல் தோராயம்
ପରିସଂଖ୍ୟାନ ମଡେଲ୍ |,புள்ளிவிவர மாதிரி
ପରିସଂଖ୍ୟାନ ଜନସଂଖ୍ୟା,புள்ளிவிவர மக்கள் தொகை
ପରିସଂଖ୍ୟାନ ଗୁଣବତ୍ତା ନିୟନ୍ତ୍ରଣ |,புள்ளிவிவர தரக் கட்டுப்பாடு
"ପରିସଂଖ୍ୟାନ, ପରିସଂଖ୍ୟାନ","புள்ளிவிவரங்கள், புள்ளிவிவரங்கள்"
"ଅପରିବର୍ତ୍ତିତ, ସ୍ଥିର, ସ୍ଥିର, ସ୍ଥାୟୀ |","மாறாத, நிலையான, நிலையான, நிரந்தர"
ସ୍ଥାୟୀ ରାଜ୍ୟ ସମାଧାନ |,நிலையான நிலை தீர்வு
ଅଧିକ ପ୍ରବୃତ୍ତ ମାଉଣ୍ଟ |,அதிக வாய்ப்புள்ள ஏற்றம்
ope ୁଲା-ଚ imb ିବା ଡିଜାଇନ୍ |,சாய்வு-ஏறு வடிவமைப்பு
ଶିଖର ଅବତରଣ |,செங்குத்தான வம்சாவளி
"ଷ୍ଟେପ୍-ଫଙ୍କସନ୍, ଷ୍ଟେପ୍-ଫଙ୍କସନ୍ |","படி-செயல்பாடு, படி-செயல்பாடு"
ଷ୍ଟର୍ଲିଂ ପରିସର |,ஸ்டெர்லிங் வரம்பு
"ଷ୍ଟୋକାଷ୍ଟିକ୍, ସମ୍ଭାବ୍ୟତା |","சீரற்ற, நிகழ்தகவு"
ସମ୍ଭାବ୍ୟ ମାଟ୍ରିକ୍ସ |,நிகழ்தகவு அணி
ସମ୍ଭାବ୍ୟ ମଡେଲ |,நிகழ்தகவு மாதிரி
ସମ୍ଭାବ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |,நிகழ்தகவு நிரலாக்கம்
ସମ୍ଭାବ୍ୟ ଭେରିଏବଲ୍ |,நிகழ்தகவு மாறி
ଷ୍ଟୋକ୍ସ ଥିଓରେମ୍ |,ஸ்டோக்ஸ் தேற்றம்
"ସିଧା ରେଖା, ସିଧା ରେଖା, ସିଧା ରେଖା |","நேர்கோடு, நேர்கோடு, நேர்கோடு"
"ସ୍ତର ଚାର୍ଟ, ବାର୍ ଚାର୍ଟ |","நிலை விளக்கப்படம், பட்டை விளக்கப்படம்"
"ସ୍ତରକରଣ, ସ୍ତରକରଣ","அடுக்கு, அடுக்கு"
ସ୍ତରୀୟ ନମୁନା ସଂଗ୍ରହ |,அடுக்கு மாதிரி
"ଫ୍ଲୋ-ଲାଇନ୍, ଷ୍ଟ୍ରିମ୍-ଲାଇନ୍ |","ஓட்டம்-வரி, ஓடை-வரி"
ଚାପ,மன அழுத்தம்
ଦୃ strongly ଭାବରେ ପ୍ରବୃତ୍ତ କାର୍ଯ୍ୟ |,வலுவான சாய்ந்த செயல்பாடு
କ୍ରମାଗତ ଭାବରେ ହ୍ରାସ ହେଉଛି |,தொடர்ந்து குறைகிறது
କ୍ରମାଗତ ବୃଦ୍ଧି |,தொடர்ச்சியான அதிகரிப்பு
କ୍ରମାଗତ ଅର୍ଡିନେଟ୍ ଫଙ୍କସନ୍ |,தொடர்ச்சியான ஒழுங்குமுறை செயல்பாடு
ଛାତ୍ର ପରୀକ୍ଷା (ଛାତ୍ର &#39;t&#39; ପରୀକ୍ଷା),மாணவர் சோதனை (மாணவர் &#39;t&#39; சோதனை)
ସବ୍କୋଲେକ୍ସନ୍ |,துணை சேகரிப்பு
ଉପ-ନିର୍ଣ୍ଣୟକାରୀ |,துணை நிர்ணயம்
ଉପ-ଅଞ୍ଚଳ |,துணை மண்டலம்
"ସବ୍କ୍ଲାସ୍, ସବ୍ ଗ୍ରୁପ୍, ସବ୍ ଗ୍ରୁପ୍ |","துணைப்பிரிவு, துணைக்குழு, துணைக்குழு"
ବ୍ୟବଧାନ,இடைவெளி
"submatrix, submatrix","துணை அணி, துணை அணி"
"ଫୁଟ୍ ନୋଟ୍, ଫୁଟ୍ ନୋଟ୍, ଫୁଟ୍ ନୋଟ୍ |","அடிக்குறிப்பு, அடிக்குறிப்பு, அடிக்குறிப்பு"
ଉତ୍ତରାଧିକାରୀ,அடுத்தடுத்து
ଉପସେଟ,துணைக்குழு
ଜନସଂଖ୍ୟା,துணை மக்கள்தொகை
ପ୍ରତିସ୍ଥାପନ,மாற்று
ସେମି ଟ୍ୟାକ୍ସିଲ୍ |,அரை தொட்டுணரக்கூடியது
"ସ୍ଥାନାନ୍ତର କରିବାକୁ, ସ୍ଥାନାନ୍ତର କରିବାକୁ |","மாற்றுவதற்கு, மாற்றுவதற்கு"
"କମ, କମ","கழித்தல், கழித்தல்"
"ବିତରଣ, ବିତରଣ","கழித்தல், கழித்தல்"
ଧୀରେ ଧୀରେ,படிப்படியாக
ପ୍ରଗତିଶୀଳ ଭିନ୍ନତା |,முற்போக்கான வேறுபாடு
ପ୍ରଗତିଶୀଳ ଏକୀକରଣ |,முற்போக்கான ஒருங்கிணைப்பு
ଶେଷ,பிந்தையது
ସଂଲଗ୍ନ ହୋଇଛି |,இணைக்கப்பட்ட
"ରାଶି, ରାଶି, ରାଶି ଫଳାଫଳ, ରାଶି","தொகை, தொகை, கூட்டு முடிவு, தொகை"
ରାଶି କାର୍ଯ୍ୟ,தொகை செயல்பாடு
ସଂକଳନ,தொகுக்கக்கூடியது
ଯୋଗ ବ୍ଲକ,யோகா தொகுதி
ସଂକଳନ,தொகுத்தல்
ସଂକଳନ ସମ୍ମିଳନୀ |,சேகரிப்பு மாநாடு
ସଂକଳନ ସୂତ୍ର,தொகுப்பு சூத்திரம்
ଗ୍ରେଡ୍ ସଂଗ୍ରହ,தர சேகரிப்பு
ସଂକଳନ ପ୍ରତୀକ |,தொகுப்பு சின்னம்
ଯୋଗ ଅସୀମତା ପର୍ଯ୍ୟନ୍ତ |,முடிவிலி வரை யோகா
"ମୂର୍ଖ, ମୂର୍ଖ","முட்டாள், முட்டாள்"
ଓଭରସେଟ୍ |,ஓவர்செட்
ସୁପରସୋନିକ୍ ପ୍ରବାହ |,சூப்பர்சோனிக் ஓட்டம்
ସପ୍ଲିମେଣ୍ଟାରୀ କୋଣ,துணை கோணம்
ଲାକେଡ୍ ଫ୍ଲେସ୍ ଫ୍ଲାଟ |,அரக்கு ஃபிளீஸ் பிளாட்
କାର୍ଯ୍ୟର ସମର୍ଥନ,செயல்பாட்டின் ஆதரவு
"କଳ୍ପନା କର, ଅନୁମାନ କର |","கற்பனை, அனுமானம்"
ଉଚ୍ଚ,உயர்
କର୍ନି,கர்ணி
"ଭୂପୃଷ୍ଠ, ଭୂପୃଷ୍ଠ, ଭୂପୃଷ୍ଠ |","மேற்பரப்பு, மேற்பரப்பு, மேற்பரப்பு"
ଡୋର୍ସାଲ୍ କ୍ଷେତ୍ର |,முதுகுப்புற பகுதி
ପୃଷ୍ଠା ଅବିଚ୍ଛେଦ୍ୟ |,பக்கம் ஒருங்கிணைந்த
ଆବରଣ |,கவர்
ଆବରଣ |,கவர்
କଭର ମାନଚିତ୍ର,அட்டை அட்டை
ସାଇନ୍ କରନ୍ତୁ |,கையெழுத்து
ସାଙ୍କେତିକ ତର୍କ |,குறியீட்டு தர்க்கம்
ସାଙ୍କେତିକ ମଡେଲ୍ |,குறியீட்டு மாதிரி
ସମୃଦ୍ଧ,சமச்சீர்
ଆଇସୋମେଟ୍ରିକ୍ |,ஐசோமெட்ரிக்
"ସିମେଟ୍ରିକ୍ ନିର୍ଣ୍ଣୟକାରୀ, ସିମେଟ୍ରିକ୍ ନିର୍ଣ୍ଣୟକାରୀ |","சமச்சீர் தீர்மானிப்பான், சமச்சீர் தீர்மானிப்பான்"
ସମୃଦ୍ଧ ପାର୍ଥକ୍ୟ |,சமச்சீர் வேறுபாடு
ସମୃଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ |,சமச்சீர் அணி
ସିଷ୍ଟମ୍ ଆନାଲିସିସ୍ ସିଷ୍ଟମ୍ ଆନାଲିସିସ୍ |,அமைப்பு பகுப்பாய்வு அமைப்பு பகுப்பாய்வு
କ୍ରମିକ ନମୁନା ସଂଗ୍ରହ |,தொடர் மாதிரி
"ଟେବୁଲ୍, ଟେବୁଲ୍","மேஜை, மேஜை"
"ଟେବୁଲ୍, ଟେବୁଲ୍","மேஜை, மேஜை"
ଅବିଚ୍ଛେଦ୍ୟ ସାରଣୀ |,ஒருங்கிணைந்த அட்டவணை
"ଟାବୁଲାର୍, ଫ୍ଲାଟ |","அட்டவணை, தட்டையானது"
ଟାବୁଲାର୍ ଫର୍ମ |,அட்டவணை வடிவம்
"ଟାବୁଲାର୍ ଲୋଗାରିଦମ୍, ଟାବୁଲାର୍ ଲୋଗାରିଦମ୍ |","அட்டவணை மடக்கை, அட்டவணை மடக்கை"
ଟ୍ୟାବୁଲେଟ୍ |,அட்டவணை
ଟାବୁଲାର୍ ଭାଲ୍ୟୁ,அட்டவணை மதிப்புகள்
ଟ୍ୟାବୁଲେସନ୍ |,அட்டவணை
"ଟାବୁଲାର୍, ଟାବୁଲାର୍ ମେସିନ୍, ଟାବୁଲାର୍ |","அட்டவணை, அட்டவணை இயந்திரம், அட்டவணை"
"ଲାଞ୍ଜ, ଲାଞ୍ଜ |","வால், வால்"
ଲାଞ୍ଜ କ୍ଷେତ୍ର (ବିତରଣର),வால் பகுதி (விநியோகம்)
ସ୍ପର୍ଶ କରନ୍ତୁ |,தொடுதல்
"ଟାଙ୍ଗେଣ୍ଟ, ଟାଙ୍ଗେଣ୍ଟ, ଟାଙ୍ଗେଣ୍ଟ, ଟାଙ୍ଗେଣ୍ଟ |","tangent, tangent, tangent, tangent"
ଚମଡା ଫ୍ଲାଟକୁ ସ୍ପର୍ଶ କର |,டச் ஃபிளாட்
"ଟ୍ୟାକ୍ସିଲ୍, ଟାଙ୍ଗେନସିଆଲ୍ |","தொட்டுணரக்கூடிய, தொட்டுணரக்கூடிய"
ଟାଙ୍ଗେଣ୍ଟ୍ ଉପାଦାନ |,தொடுகோடு கூறு
ଟାଙ୍ଗେଣ୍ଟ କଟ୍ |,தொடுகோடு வெட்டு
ଟାଙ୍ଗେଣ୍ଟ୍ ରେଖା |,தொடுகோடு
"ଟ୍ୟାକ୍ସିଲ୍ ପ୍ଲେନ୍, ଟ୍ୟାକ୍ଟିଲ୍ ପ୍ଲେନ୍ |","தொட்டுணரக்கூடிய விமானம், தொட்டுணரக்கூடிய விமானம்"
ଜନସଂଖ୍ୟାକୁ ସ୍ପର୍ଶ କରନ୍ତୁ |,தொட்டு மக்கள் தொகை
ଟେପ୍ ପିଚ୍ |,டேப் பஞ்ச்
ଟେପ୍ ରିଡର୍ |,டேப் ரீடர்
ଟାବ୍ରିଙ୍କ ଥିଓରେମ୍ |,டாப்ரியின் தேற்றம்
ଟେଲର୍ ଥିଓରେମ୍ |,டெய்லர் தேற்றம்
ଶେବିଶେଭ୍ ଦୂରତା |,ஷெபிஷேவ் தூரம்
ଟି-ବଣ୍ଟନ |,டி-விநியோகம்
ଅନ୍ତର୍ନିହିତ କ୍ରମ |,இனங்களுக்கு இடையேயான தொடர்
ସାମୟିକ ସଂଯୋଜନା |,தற்காலிக ஒருங்கிணைப்புகள்
ସାମୟିକ ସମ୍ପର୍କ |,தற்காலிக உறவு
ସମୟ ଭେରିଏବଲ୍ |,நேர மாறி
ତନଯ ସକତୀ,இழுவிசை வலிமை
"କ୍ଷେତ୍ର, ଟେନସର୍ |","புலம், டென்சர்"
କ୍ଷେତ୍ର ବିଶ୍ଳେଷଣ |,கள ஆய்வு
କ୍ଷେତ୍ର ଉତ୍ପାଦ,கள தயாரிப்பு
ଅସ୍ଥାୟୀ ବିନ୍ୟାସ,தற்காலிக கட்டமைப்பு
ପୋଷ୍ଟ କରନ୍ତୁ |,அஞ்சல்
ଶେଷ ନିଷେଧ |,தடை முடிவுக்கு
ଅନ୍ତିମ ବେଗ ବୁଡ଼ିବା |,இறுதி வேக டைவ்
ଦଶମିକ ସମାପ୍ତ,முடிவு தசம
ର୍ୟାଙ୍କ୍ ମୂଲ୍ୟ,தரவரிசை மதிப்பு
ଷ୍ଟେପ୍ ଭିନ୍ନତା |,படி வேறுபாடு
ଧିରେ ଧିରେ ଏକୀକରଣ |,படிப்படியான ஒருங்கிணைப்பு
"ତ୍ରିକୋଣୀୟ, ତ୍ରିକୋଣୀୟ |","முக்கோண, முக்கோண"
ପରୀକ୍ଷା,சோதனை
ଭିନ୍ନତା ଏକତା ପରୀକ୍ଷା |,மாறுபாடு ஒருமைப்பாட்டின் சோதனை
ପରୀକ୍ଷା କାର୍ଯ୍ୟ,சோதனை செயல்பாடு
ଅନୁମାନ ପରୀକ୍ଷା,அனுமான சோதனை
ମହତ୍ତ୍ test ପରୀକ୍ଷା |,முக்கியத்துவம் சோதனை
ପରୀକ୍ଷା ନମୁନା,சோதனை மாதிரி
tetrahedral,நான்முக
ଟେଟ୍ରାହେଡ୍ରାଲ୍ କୋଣ |,டெட்ராஹெட்ரல் கோணம்
ଚତୁର୍ଭୁଜ,நாற்கர
ତତ୍ତ୍ୱ,தேற்றம்
ଅବଶିଷ୍ଟ ତତ୍ତ୍। |,எஞ்சிய தேற்றம்
ତତ୍ତ୍ demand ିକ ଚାହିଦା କାର୍ଯ୍ୟ |,கோட்பாட்டு கோரிக்கை செயல்பாடு
ତତ୍ତ୍ୱଗତ ବିଚ୍ଛିନ୍ନ ବଣ୍ଟନ |,கோட்பாட்டு இடைவிடாத விநியோகம்
ତତ୍ତ୍ୱଗତ ତ୍ରୁଟି |,தத்துவார்த்த பிழை
ତତ୍ତ୍ୱଗତ ସମନ୍ୱୟ |,தத்துவார்த்த சரிசெய்தல்
ତତ୍ତ୍ୱଗତ ସୂତ୍ର,தத்துவார்த்த உருவாக்கம்
ତତ୍ତ୍ୱିକ ଆବୃତ୍ତି |,கோட்பாட்டு அதிர்வெண்
"ସିଦ୍ଧାନ୍ତରେ, ସିଦ୍ଧାନ୍ତରେ","கொள்கையளவில், கொள்கையளவில்"
ତତ୍ତ୍ୱିକ ମଡେଲ୍ |,தத்துவார்த்த மாதிரி
ତତ୍ତ୍ୱଗତ ସୂତ୍ର,தத்துவார்த்த உருவாக்கம்
ସମୀକରଣ ସିଦ୍ଧାନ୍ତ |,சமன்பாடு கோட்பாடு
ତ୍ରୁଟି ତତ୍ତ୍। |,பிழை கோட்பாடு
ମୂଲ୍ୟାଙ୍କନ ସିଦ୍ଧାନ୍ତ,மதிப்பீட்டு கோட்பாடு
କାର୍ଯ୍ୟ ସିଦ୍ଧାନ୍ତ,செயல்பாடு கோட்பாடு
ଖେଳ ସିଦ୍ଧାନ୍ତ,விளையாட்டு கோட்பாடு
ମାଧ୍ୟାକର୍ଷଣ ତତ୍ତ୍। |,ஈர்ப்பு கோட்பாடு
ସୂଚନା ସିଦ୍ଧାନ୍ତ,தகவல் கோட்பாடு
ପ୍ରତିସ୍ଥାପନ ନୀତି |,மாற்று கொள்கை
ସିଦ୍ଧାନ୍ତ ସେଟ୍ କରନ୍ତୁ |,கோட்பாடு அமைக்க
ଧାଡି ସିଦ୍ଧାନ୍ତ |,வரிசை கோட்பாடு
ତରଙ୍ଗ ସିଦ୍ଧାନ୍ତ |,அலை கோட்பாடு
ଥର୍ମୋଡାଇନାମିକ୍ |,வெப்ப இயக்கவியல்
ସ୍କ୍ରୁ ବଙ୍ଗଲ୍ |,திருகு வளையல்
ଷ୍ଟେରିଓସ୍କୋପିକ୍,ஸ்டீரியோஸ்கோபிக்
ଷ୍ଟେରିଓସ୍କୋପିକ୍ ଭେକ୍ଟର ବିଶ୍ଳେଷଣ |,ஸ்டீரியோஸ்கோபிக் திசையன் பகுப்பாய்வு
ତ୍ରିକୋଣ ଶ୍ରେଣୀକରଣ,முக்கோண வகைப்பாடு
"ପ୍ରୋଜେକସନ, ଡ୍ରପ୍","கணிப்பு, துளி"
"ଥ୍ରଷ୍ଟ, ଥ୍ରଷ୍ଟ |","உந்துதல், உந்துதல்"
"ସମୟ, ଅବଧି, ଅବଧି","நேரம், காலம், காலம்"
ସମୟ ଅକ୍ଷ,நேர அச்சு
କଳା ନିର୍ଭରଶୀଳତା |,கருப்பு சார்பு
ସମୟ ନିର୍ଭରଶୀଳ ସଂରଚନା ସମୀକରଣ |,நேரம் சார்ந்த கட்டமைப்பு சமன்பாடு
ସମୟ ନିର୍ଭରଶୀଳ ପ୍ରକ୍ରିୟା |,நேரம் சார்ந்த செயல்முறை
ପୋଷ୍ଟ ଅଫ୍ ସମୟ |,ஓய்வு நேரம்
ସମୟ ବ୍ୟବଧାନ,நேர இடைவேளை
ସମୟ କ୍ରମ |,நேரத் தொடர்
ସମୟ କ୍ରମ ବିଶ୍ଳେଷଣ |,நேர தொடர் பகுப்பாய்வு
ସମୟ ସିରିଜ୍ ବିଶ୍ୱାସ |,நேர தொடர் நம்பிக்கை
ସମୟ ବ୍ୟବସ୍ଥା,நேர அமைப்பு
"ସହନଶୀଳତା, ସହନଶୀଳତା |","சகிப்புத்தன்மை, சகிப்புத்தன்மை"
ସମର୍ଥନ ବ୍ୟବଧାନ,ஆதரவு இடைவெளி
ସହ-ଚଟାଣ |,இணை மாடி
"ସହନଶୀଳତା ସୀମା, ସହନଶୀଳତା ସୀମା |","சகிப்புத்தன்மை வரம்பு, சகிப்புத்தன்மை வரம்பு"
ଟପୋଲୋଜିକାଲ୍ |,இடவியல்
ଟପୋଲୋଜିକାଲ୍ ଦ୍ୱ ual ତ୍ୟ |,இடவியல் இருமை
ଟପୋଲୋଜିକାଲ୍ ଗୋଷ୍ଠୀ |,இடவியல் குழு
ଟପୋଲୋଜିକାଲ୍ ଆଇସୋମର୍ଫିଜିମ୍ |,இடவியல் ஐசோமார்பிசம்
ଟପୋଲୋଜିକାଲ୍ ଲାଇନ୍ ସ୍ପେସ୍ |,இடவியல் நேரியல் இடம்
ଟପୋଲୋଜିକାଲ୍ |,இடவியல் ரீதியாக
ଟପୋଗ୍ରାଫିକ୍ ମ୍ୟାପିଙ୍ଗ୍ |,நிலப்பரப்பு வரைபடம்
ଟପୋଲୋଜିକାଲ୍ ସମ୍ପତ୍ତି |,இடவியல் சொத்து
ଟପୋଲୋଜିକାଲ୍ ଜନସଂଖ୍ୟା |,இடவியல் மக்கள் தொகை
ଟପୋଲୋଜିକାଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,இடவியல் திசையன் இடம்
"ଟପୋଲୋଜି, ଟପୋଲୋଜି |","இடவியல், இடவியல்"
"ଗଣ୍ଡଗୋଳ, ସ୍ପାମ୍, ଗଣ୍ଡଗୋଳ |","வலிப்பு, பிடிப்பு, வலிப்பு"
"ବୃତ୍ତାକାର କଠିନ-ରିଙ୍ଗ, ଟୋରସ୍ |","வட்ட வடிவ திட வளையம், டோரஸ்"
"ସମୁଦାୟ, ରାଶି (ଗୁଡିକ), ସମ୍ପୂର୍ଣ୍ଣ, ସଂପୂର୍ଣ୍ଣ (v।)","மொத்த, கூட்டுத்தொகை (கள்.), முழு, முழுமையான (வி.)"
ସଂପୂର୍ଣ୍ଣ derivative,முழுமையான வழித்தோன்றல்
ସଂପୂର୍ଣ୍ଣ ଭିନ୍ନକ୍ଷମ |,சரியான வேறுபாடு
ସଂପୂର୍ଣ୍ଣ ଭିନ୍ନ ଭିନ୍ନ ସମୀକରଣ |,முழுமையான வேறுபாடு சமன்பாடு
ପୁଙ୍ଖାନୁପୁଙ୍ଖ ଯାଞ୍ଚ |,முழுமையான ஆய்வு
ସଂପୂର୍ଣ୍ଣ ବନ୍ଧା |,முற்றிலும் கட்டுப்பட்டது
ସଂପୂର୍ଣ୍ଣ ଅର୍ଡର ହୋଇଥିବା ସେଟ୍ |,செய்தபின் வரிசைப்படுத்தப்பட்ட தொகுப்பு
ସଂପୂର୍ଣ୍ଣ କ୍ରମିକୀକରଣ |,முழுமையான வரிசைப்படுத்தல்
"ଟ୍ରାକ୍ କରିବାକୁ, ଟ୍ରାକ୍ କରିବାକୁ (n।), ବିଦ୍ଧ କରିବାକୁ (n।), ଟ୍ରାକ୍ କରିବାକୁ (v।)","தடமறிதல், தடமறிதல் (n.), துளைத்தல் (n.), தடமறிதல் (v.)"
ମ୍ୟାଟ୍ରିକ୍ସ ଟ୍ରେସ |,அணி சுவடு
"ଅନୁସନ୍ଧାନ, ମାର୍କିଂ","தடமறிதல், குறியிடுதல்"
ନିୟାମକ କାର୍ଯ୍ୟ,ஒழுங்குமுறை செயல்பாடு
"ଟ୍ରାଜେକ୍ଟୋରୀ, ଟ୍ରାଜେକ୍ଟୋରୀ, ଟ୍ରାଜେକ୍ଟୋରୀ","பாதை, பாதை, பாதை"
ଟ୍ରାନ୍ସେଣ୍ଡେଣ୍ଟାଲ୍ |,ஆழ்நிலை
ବୀଜ ବର୍ଣ୍ଣିତ ସମୀକରଣ |,இயற்கணித சமன்பாடு
ବୀଜ ବର୍ଣ୍ଣିତ କାର୍ଯ୍ୟ |,இயற்கணித செயல்பாடு
ବୀଜ ବର୍ଣ୍ଣିତ ସଂଖ୍ୟା |,இயற்கணித எண்
