Kannada,Telugu
ಅನಗತ್ಯ ಅಂಶ,పునరావృత మూలకం
ಮತ್ತೆ ಎಂಜಿನಿಯರಿಂಗ್,తిరిగి ఇంజనీరింగ్
ಪುನಸ್ಸಂಯೋಜನೆ,తిరిగి స్వాధీనం
ಉಲ್ಲೇಖ ಆವರ್ತನ,రిఫరెన్స్ ఫ్రీక్వెన్సీ
ಉಲ್ಲೇಖ ಮೌಲ್ಯ,సూచన విలువ
ಪ್ರತಿಬಿಂಬಿಸುವ ಪದರ,పొరను ప్రతిబింబిస్తుంది
ಮಧ್ಯಮವನ್ನು ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ,మాధ్యమం ప్రతిబింబిస్తుంది
ಮೇಲ್ಮೈ ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ,ఉపరితలం ప్రతిబింబిస్తుంది
ಪ್ರತಿಫಲನ,ప్రతిబింబం
ಪ್ರತಿಫಲಕ,రిఫ్లెక్టర్
ಆಂಟೆನಾಕ್ಕಾಗಿ ಪ್ರತಿಫಲಕ,యాంటెన్నా కోసం రిఫ్లెక్టర్
ವಕ್ರೀಕರಣ,వక్రీభవనం
ವಕ್ರೀಕರಣ ಸೂಚಿ,వక్రీభవన సూచిక
ಶೈತ್ಯೀಕರಣ,శీతలీకరణ
ಪುನರುತ್ಪಾದನೆ,పునరుత్పత్తి
ನೋಂದಣಿ,రిజిస్టర్
ಕವಾಟವನ್ನು ನಿಯಂತ್ರಿಸುವುದು,వాల్వ్‌ను నియంత్రించడం
ನಿಯಂತ್ರಣ,నియంత్రణ
ನಿಯಂತ್ರಕ,రెగ్యులేటర్
ನಿಯಂತ್ರಕ,నియంత్రణ
ಬಲವರ್ಧನೆ,అదనపుబల o
ಸಂಬಂಧದ,రిలేషనల్
ಸಾಪೇಕ್ಷ ಅನುಮತಿ,సాపేక్ష అనుమతి
ಪದಚ್ಯುತ,రిలే
ಪ್ರಸಾರ ಕೇಂದ್ರ,రిలే సెంటర్
ರಿಲೇ ಮಾಟಿಂಗ್,రిలే మ్యూటింగ్
ರವಾನೆ ಟ್ರಾನ್ಸ್ಮಿಟರ್,రిలే ట్రాన్స్మిటర్
ಬಿಡುಗಡೆ,విడుదల
ಯಾವುದೇ ವೋಲ್ಟ್ ಅನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿ,వోల్ట్‌ను విడుదల చేయండి
ವಿಶ್ವಾಸಾರ್ಹತೆ,విశ్వసనీయత
ವಿಶ್ವಾಸಾರ್ಹ,నమ్మదగినది
ದೂರವಾದ,రిమోట్
ದೂರ ನಿಯಂತ್ರಕ,రిమోట్ కంట్రోల్
ರಿಮೋಟ್ ಕಂಟ್ರೋಲ್ ಮತ್ತು ನ್ಯಾವಿಗೇಷನ್ ಸಿಸ್ಟಮ್,రిమోట్ కంట్రోల్ మరియు నావిగేషన్ సిస్టమ్
ದೂರಸ್ಥ ನಿಯಂತ್ರಣ ಘಟಕ,రిమోట్ కంట్రోల్ యూనిట్
ದೂರಸ್ಥ ವ್ಯವಸ್ಥೆ,రిమోట్ సిస్టమ్
ದೂರದಿಂದ ನಿಯಂತ್ರಿತ ಉಪಕರಣಗಳು,రిమోట్‌గా నియంత్రించబడిన పరికరాలు
ಸುರುಳಿಯನ್ನು ಪುನರಾವರ್ತಿಸಿ,కాయిల్‌ను పునరావృతం చేయండి
ಪುನರಾವರ್ತಕ,రిపీటర్
ಬದಲಾವಣೆ,పున ment స్థాపన
ಪುನಃ ತುಂಬಿಸುವುದು,నింపడం
ಪುನರುತ್ಪಾದಿಸು,పునరుత్పత్తి
ಪುನರುಜ್ಜೀವನ,పునరుత్పత్తి
ಪುನರ್ನಿರ್ಮಾಣ,తిరిగి రికార్డింగ్
ಸಂಶೋಧನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ,పరిశోధన మరియు అభివృద్ధి
ಮರುಹೊಂದಿಸು,రీసెట్
ಉಳಿದಿರುವ ಪುನರ್ರಚನೆ,అవశేషాల పునర్నిర్మాణం
ಶೇಷ,అవశేషాలు
ಪ್ರತಿರೋಧ,ప్రతిఘటన
ಪ್ರತಿರೋಧ ಹೊರೆ,నిరోధక లోడ్
ಪ್ರತಿರೋಧಕ,రెసిస్టర్
ಪರಿಹಲನ,స్పష్టత
ಅನುರಣನ,ప్రతిధ్వని
ಅನುರಣನ ಆವರ್ತನ,ప్రతిధ్వని ఫ్రీక్వెన్సీ
ಅನುರಣಿಸುವ,ప్రతిధ్వని
ಅನುರಣನ ರೇಖೆ,ప్రతిధ్వనించే లైన్
ಪ್ರತಿಧ್ವನಕ,ప్రతిధ్వని
ಸಂಪುಟ,వనరు
ಸಂಪನ್ಮೂಲ ಹಂಚಿಕೆ,వనరుల భాగస్వామ్యం
ಸ್ಪಂದಿಸುವ ಅವಧಿ,ప్రతిస్పందించే కాలం
ಪ್ರತಿಕ್ರಿಯೆ,ప్రతిస్పందన
ಪುನಃಸ್ಥಾಪನೆ,పునరుద్ధరణ
ಪರಿಣಾಮವಾಗಿ,ఫలితం
ಧಾರಣ,నిలుపుదల
ಪುನಃ ಪ್ರಸಾರ,పున rans ప్రసారం
ಮರುಶಾಯನ,తిరిగి పొందడం
ಮರುಜೋಡಣೆ ಎಂಜಿನ್,తిరిగి పొందే ఇంజిన్
ಮರುಪ್ರಯತ್ನಿಸಿ,మళ్లీ ప్రయత్నించండి
ಮರಳಿ,తిరిగి
ರಿಟರ್ನ್ ಪಥ,తిరిగి మార్గం
ಪ್ರತಿಧ್ವನಿಸುವಿಕೆ,ప్రతిధ్వని
ಪ್ರತಿಧ್ವನಿ ಸಮಯ,ప్రతిధ్వని సమయం
ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಡಯೋಡ್,రివర్స్ బయాస్డ్ డయోడ్
ರಿವರ್ಸ್ ಕರೆಂಟ್,రివర్స్ కరెంట్
ಸುತ್ತುವ,రివాల్వింగ్
ಪುನರುಜ್ಜೀವನ,రివైండ్
ಪುನರ್ರಚಿಸಬಹುದಾದ ಫ್ಯೂಸ್,పునర్వ్యవస్థీకరణ ఫ్యూజ్
ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ,రివైరింగ్
ಪುನಃ ಬರೆಯಬಲ್ಲ,తిరిగి వ్రాయబడుతుంది
ಆರ್ಎಫ್ ಡ್ರೈವ್,RF డ్రైవ్
ಆರ್ಎಫ್ ಫೀಡರ್,RF ఫీడర్
ಆರ್ಎಫ್ ಅಪಾಯಗಳು,RF ప్రమాదాలు
ಆರ್ಎಫ್ ಸಂರಕ್ಷಣಾ ಅನುಪಾತ,RF రక్షణ నిష్పత్తి
Rhಷಧ,రియోస్టాట్
ನಾರು,రిబ్బన్
ಹಿಡಿತ,రివెట్
ರಿವೆಟೆಡ್ ಜಂಟಿ,రివర్టెడ్ ఉమ్మడి
ತಿರುಗುವಿಕೆ,రివర్టింగ్
ಆರ್ಎನ್ ಚಾನೆಲ್,RN ఛానల్
ರೋಬೋಟ್,రోబోట్
ಸಂಚಾರಿ,రోబోటిక్స్
ರೋಲ್ ಇನ್,వరుసలో
ಉರುಳು,విడుదల
ಬೇರು,రూట్
ರೋಟರಿ,రోటరీ
ಸುತ್ತುವುದು,భ్రమణం
ಮಾರ್ಗ,మార్గం
ರೂterಿಯ,రౌటర్
ವಾಡಿಕೆಯ ಕಾರ್ಯಾಚರಣೆಗಳು,సాధారణ కార్యకలాపాలు
ಪಳಗುವುದು,రౌటింగ్
ರನ್ ಸಮಯ,రన్ సమయం
ಸುರಕ್ಷತಾ ವ್ಯವಸ್ಥೆ,భద్రతా అమరిక
ಸುರಕ್ಷತಾ ಇಂಟರ್ಲಾಕ್,భద్రతా ఇంటర్‌లాక్
ಚೂರು,సాగ్
ಪ್ರಮುಖ ಅಂಶಗಳು,విశిష్ట లక్షణాలు
ಮಾದರಿ,నమూనా
ಮಾದರಿ ಮತ್ತು ಹೋಲ್ಡ್ ಸರ್ಕ್ಯೂಟ್,నమూనా మరియు హోల్డ్ సర్క్యూట్
ಮಾದರಿ ಅಳತೆ,నమూనా పరిమాణం
ಮಾದರಿ ಡೇಟಾ,నమూనా డేటా
ಮಾದರಿ,నమూనా
ಮಾದರಿ ದರ,మాదిరి రేటు
ಮಾದರಿ ಶುದ್ಧತ್ವ,నమూనా సంతృప్తత
ಮಾದರಿ ಸಿದ್ಧಾಂತ/ಪ್ರಮೇಯ,మాదిరి సిద్ధాంతం
ಉಪಗ್ರಹ,ఉపగ్రహ
ಉಪಗ್ರಹ ಸಂವಹನ,ఉపగ్రహ కమ్యూనికేషన్
ಉಪಗ್ರಹ,ఉపగ్రహ కవరేజ్
ಉಪಗ್ರಹ ಡಿಜಿಟಲ್ ಲಿಂಕ್,ఉపగ్రహ డిజిటల్ లింక్
ಉಪಗ್ರಹ,ఉపగ్రహ జోక్యం
ಉಪಗ್ರಹ ರೇಡಿಯೋ,ఉపగ్రహ రేడియో
ಉಪಗ್ರಹ ರೇಡಿಯೋ ಪ್ರಸರಣ,ఉపగ్రహ రేడియో ప్రసారం
ಉಪಗ್ರಹ,ఉపగ్రహ ప్రసారం
ಸ್ಯಾಚುರೇಟೆಡ್ ಗಾಳಿ,సంతృప్త గాలి
ಪ್ರವಾಹವನ್ನು ಸ್ಯಾಚುರೇಟಿಂಗ್,సంతృప్త కరెంట్
ಶುದ್ಧತ್ವ,సంతృప్తత
ಹಲ್ಲಿನ ತರಂಗವನ್ನು ನೋಡಿದೆ,టూత్ వేవ్ చూసింది
ಸ್ಕೇಲ್,స్కేలబిలిటీ
ದಳ,స్కేల్
ಅಡೆತಡೆ,స్కేల్ ఫ్యాక్టర్
ಸ್ಕೇಲಿಂಗ್,స్కేలింగ్
ಸ್ಕೂನ್,స్కాన్ చేసిన పుంజం
ಸ್ಕ್ಯಾನರ್,స్కానర్
ಸ್ಕ್ಯಾನಿಂಗ್ ಆವರ್ತನ,స్కానింగ్ ఫ్రీక్వెన్సీ
ಸ್ಕ್ಯಾನಿಂಗ್ ಮಾರ್ಗ,స్కానింగ్ లైన్
ಚದುರಿಸುವಿಕೆ,స్కాటరింగ్
ಸನ್ನಿವೇಶ,దృష్టాంతంలో
ವೇಳಾಪಟ್ಟಿ,షెడ్యూలర్
ತಂತ್ರದ,స్కీమాటిక్
ಚಾವಟಿ ತಡೆಗೋಡೆ,షాట్‌కీ అవరోధం
ಮಿನುಗುವಿಕೆ,సింటిలేషన్
ಕೆರಳಿದವನು,స్క్రాంబ్లర్
ಕೆರಳಿಸುವ,స్క్రాంబ్లింగ్
ಚೂರು,స్క్రాప్
ಕೆರೆದು,స్క్రాపింగ్
ಗೀಚು,స్క్రాచ్
ಪರದೆಯ,స్క్రీన్
ಪರದೆಯ ಸುಟ್ಟಗಾಯ,స్క్రీన్ బర్న్
ಪರದೆಬೈಪಾಸಿನಲ್ಲಿ,స్క్రీన్ బైపాస్
ಪರದೆಯ ಪ್ರವಾಹ,స్క్రీన్ కరెంట్
ಪರದೆ ಗ್ರಿಡ್,స్క్రీన్ గ్రిడ్
ಸ್ಕ್ರೀನ್ ಸೇವರ್,స్క్రీన్ సేవర్
ಪ್ರದರ್ಶಿತ ಕೇಬಲ್,స్క్రీన్‌డ్ కేబుల్
ತಣಿಸುವುದು,స్క్రీనింగ్
ಸುರುಳಿ,స్క్రోల్
ಸ್ಕ್ರಾಲ್ ಪಟ್ಟಿ,స్కోర్ల్ బార్
ಸ್ಕ್ರೋಲಿಂಗ್,స్క్రోలింగ్
ಶೋಧಕ ಎಂಜಿನ್,శోధన యంత్రము
ದ್ವಿತೀಯ,ద్వితీయ
ದ್ವಿತೀಯ ಕೋಶ,ద్వితీయ సెల్
ವಲಯ,రంగం
ಭಾಗ,విభాగం
ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ,స్వీయ విశ్లేషణ
ಅರೆವಾಹಕ,సెమీకండక్టర్
ಕಳುಹಿಸುವವರು,పంపినవారు
ಸೂಕ್ಷ್ಮತೆ,సున్నితత్వం
ಸಂವೇದಕ,నమోదు చేయు పరికరము
ಅನುಕ್ರಮ,సీక్వెన్స్
ಧಾರ್ಮಿಕ,క్రమ
ಸರಣಿ ಪ್ರವೇಶ,సీరియల్ యాక్సెస్
ಸೀರಿಯಲ್ ಪೋರ್ಟ್,సీరియల్ పోర్ట్
ಸರಣಿ ಅನುರಣನ,సిరీస్ ప్రతిధ్వని
ಸರ್ಕಾರಿ,సర్వర్
ಜೋಡಣೆ,సెటప్
Shadಹನ,షేడింగ్
ನೆರಳು,నీడ
ಶಾನನ್ ಅವರ ಪ್ರಮೇಯ,షానన్ సిద్ధాంతం
ರೂಪಿಸುವುದು,షేపింగ్
ಷೇರು,షేర్‌వేర్
ಪೊರೆ,కోశం
ಸ್ಥಳಾಂತರ,మార్పు
ವರ್ಗಾವಣೆಯ,తరలించడం
ಆಘಾತ,షాక్
ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್,షార్ట్ సర్క్యూట్
ಕಿರು ಸರ್ಕ್ಯೂಟ್ ಪರೀಕ್ಷೆ,షార్ట్ సర్క్యూట్ పరీక్ష
ಸಣ್ಣ ತರಂಗ,చిన్న తరంగం
ಸಣ್ಣ ತರಂಗ ಕೇಂದ್ರ,షార్ట్ వేవ్ సెంటర్
ಸಂಕ್ಷಿಪ್ತವಾಗಿ,సత్వరమార్గం
ಮುಚ್ಚಲಾಯಿತು,షట్డౌన్
ಸ್ಥಗಿತ ಸಂಕೇತ,షట్డౌన్ సిగ్నల్
ಸೈಡ್ ಬ್ಯಾಂಡಿ,సైడ్ బ్యాండ్
ಸೈಡ್ ಬ್ಯಾಂಡ್ ಶಕ್ತಿ,సైడ్ బ్యాండ్ శక్తి
ಸಂಕೇತ,సిగ్నల్
ಸಂಕೇತ ವೈಶಾಲ್ಯ,సిగ్నల్ వ్యాప్తి
ಸಿಗ್ನಲ್ ಫ್ಲೋ ಗ್ರಾಫ್,సిగ్నల్ ఫ్లో గ్రాఫ్
ಸಂಕೇತ ಉತ್ಪಾದಕ,సిగ్నల్ జనరేటర్
ಸಂಕೇತ ಬೆಳಕು,సిగ్నల్ లైట్
ಸಿಗ್ನಲ್ ರೂಟಿಂಗ್,సిగ్నల్ రౌటింగ్
ಸಂಕೇತ ಶಕ್ತಿ,సిగ్నల్ బలం
ಕ್ರಾಸ್ ಟಾಕ್ ಅನುಪಾತಕ್ಕೆ ಸಂಕೇತ,సిగ్నల్ టు క్రాస్ టాక్ రేషియో
ಶಬ್ದ ಅನುಪಾತಕ್ಕೆ ಸಂಕೇತ,శబ్దం నిష్పత్తికి సిగ్నల్
ಗಮನಿಸದ ಶಬ್ದ ಅನುಪಾತಕ್ಕೆ ಸಂಕೇತ,విస్మరించని శబ్దం నిష్పత్తికి సిగ్నల్
ಸಿಗ್ನಲಿಂಗ್ ಮತ್ತು ಸ್ವಿಚಿಂಗ್,సిగ్నలింగ్ మరియు మారడం
ಸಿಗ್ನಲಿಂಗ್ ಬಿಟ್,సిగ్నలింగ్ బిట్
ಗಮನಾರ್ಹ ಸೈಡ್‌ಬ್ಯಾಂಡ್‌ಗಳು,ముఖ్యమైన సైడ్‌బ్యాండ్‌లు
ಸರಳ,సింప్లెక్స్
ವೇಷಭೂಷಣ,అనుకరణ
ಸಂಚಾರಿ,సిమ్యులేటర్
ಸಮಾಧಿ,సిమల్‌కాస్ట్
ಏಕಕಾಲದಲ್ಲಿ,ఏకకాల మాస్కింగ్
ಸೈನ್ ಘಟಕ,సైన్ భాగం
ಸೈನ್ ತರಂಗ,సైన్ తరంగం
ಏಕ ಆವರ್ತನ ನೆಟ್‌ವರ್ಕ್,సింగిల్ ఫ్రీక్వెన్సీ నెట్‌వర్క్
ಏಕ ಹಂತದ ಮೋಟಾರ್,సింగిల్ ఫేజ్ మోటారు
ಸ್ಥಳ,సైట్
ಸೈಟ್ ವಿನ್ಯಾಸ ಯೋಜನೆ,సైట్ లేఅవుట్ ప్రణాళిక
ನುರಿತ ನಿರ್ವಾಹಕ,నైపుణ్యం కలిగిన ఆపరేటర్
ದೂರವನ್ನು ಬಿಟ್ಟುಬಿಡಿ,దూరం దాటవేయండి
ಆಕಾಶದ ಅಲೆ,స్కై వేవ్
ಆಕಾಶ ತರಂಗ ಪ್ರಸರಣ,స్కై వేవ్ ప్రచారం
ಚಪ್ಪಡಿ,స్లాబ్
ಓರೆಗಾಲ,స్లాంట్ మార్గం
ಸ್ಲ,స్లాట్
ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್,స్మార్ట్ కార్డ్
ಸೋಡಿಯಂ ಆವಿ ದೀಪ,సోడియం ఆవిరి దీపం
ಮೃದುವಾದ ಕೀಲಿಯು,మృదువైన కీ
ಸಾಫ್ಟ್ವೇರ್,సాఫ్ట్‌వేర్
ಸೌರ ಚಟುವಟಿಕೆ,సౌర కార్యకలాపాలు
ಸೌರಶಕ್ತಿ,సౌర శక్తి
ಸೌರ ಜ್ವಾಲೆಗಳು,సౌర మంటలు
ಸೌರ ಚಾಲಿತ,సౌర శక్తితో
ಘನ ಸ್ಥಿತಿ,ఘన స్థితి
ಘನ ರಾಜ್ಯ ಸಂಗ್ರಹ,ఘన స్థితి నిల్వ
ಘನ ರಾಜ್ಯ ಟ್ರಾನ್ಸ್ಮಿಟರ್,సాలిడ్ స్టేట్ ట్రాన్స్మిటర్
ವಿಂಗಡಿಸು,క్రమబద్ధీకరించండి
ಶಬ್ದ,ధ్వని
ಶಬ್ದ ಹೀರುವಿಕೆ,ధ్వని శోషణ
ಉತ್ತಮ ಸಮತೋಲನ,సౌండ్ బ్యాలెన్స్
ಶಬ್ದ ಪತ್ತೆಕಾರ,సౌండ్ డిటెక్టర్
ಧ್ವನಿ ಮಿಕ್ಸರ್,సౌండ్ మిక్సర్
ಸೋಗು ದೃಷ್ಟಿಕೋನ,ధ్వని దృక్పథం
ಶಬ್ದದ ಶಕ್ತಿ,సౌండ్ పవర్
ಧ್ವನಿ ಪುಕ್ಕ,సౌండ్ ప్రూఫ్
ಧ್ವನಿ ರೆಕಾರ್ಡಿಂಗ್,సౌండ్ రికార్డింగ్
ಉತ್ತಮ ಪ್ರತಿಫಲನ,ధ్వని ప్రతిబింబం
ಧ್ವನಿ ಪ್ರಸರಣ ನಷ್ಟ,ధ్వని ప్రసార నష్టం
ಮೂಲ,మూలం
ಮೂಲ ಎನ್‌ಕೋಡರ್,సోర్స్ ఎన్కోడర్
ಸ್ಥಳ,స్థలం
ಬಾಹ್ಯಾಕಾಶ ವೈವಿಧ್ಯ,అంతరిక్ష వైవిధ్యం
ಬಾಹ್ಯಾಕಾಶ,స్పేస్ టెలికాస్టింగ్
ಬಾಹ್ಯಾಕಾಶ ಅಲೆ,స్పేస్ వేవ్
ಅಂತರ,అంతరం
ಸ್ಪ್ಯಾಮು,స్పామ్
ಸ್ಪ್ಯಾಮಿಂಗ್,స్పామింగ్
ಆಡು,వ్యవధి
ಬಿಡಿಪಡ,విడి బిట్
ಬಿಡಿ,విడిభాగాలు
ಸ್ಪಾರ್ಕಿಂಗ್,స్పార్కింగ్
ಪ್ರಾದೇಶಿಕ,ప్రాదేశిక
ಪ್ರಾದೇಶಿಕ ಪರಿಣಾಮ,ప్రాదేశిక ప్రభావం
ಪ್ರಾದೇಶಿಕ ಪುನರುಕ್ತಿ,ప్రాదేశిక పునరావృతం
ವಿಶೇಷ ಪರಿಣಾಮ,ప్రత్యేకమైన ప్రభావం
ವಿಶೇಷ ಪರಿಣಾಮಗಳ ಆಂಪ್ಲಿಫಯರ್,స్పెషల్ ఎఫెక్ట్స్ యాంప్లిఫైయర్
ವಿಶೇಷತೆ,స్పెషలైజేషన్
ನಿರ್ದಿಷ್ಟತೆ,స్పెసిఫికేషన్
ರೋಹಿತ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,స్పెక్ట్రల్ శోషణ
ರೋಹಿತ ಬ್ಯಾಂಡ್ ಪುನರಾವರ್ತನೆ,స్పెక్ట్రల్ బ్యాండ్ రెప్లికేషన్
ರೋಹಿತದ ವಿತರಣೆ,స్పెక్ట్రల్ పంపిణీ
ರೋಹಿತದ ಪುನರುಕ್ತಿ,స్పెక్ట్రల్ రిడెండెన్సీ
ರೋಹಿತದ ಮಾಪಕ,స్పెక్ట్రోఫోటోమీటర్
ರೋಹಿತದರ್ಶಕ,స్పెక్ట్రోస్కోప్
ವರ್ಣಪಟಲ,స్పెక్ట్రం
ಸ್ಪೆಕ್ಟ್ರಮ್ ವಿಶ್ಲೇಷಕ,స్పెక్ట్రమ్ ఎనలైజర్
ಸ್ಪೆಕ್ಟ್ರಮ್ ಆಕಾರ,స్పెక్ట్రం ఆకృతి
ಮಾತಿನ ಅಭಿವ್ಯಕ್ತಿ,స్పీచ్ ఉచ్చారణ
ಭಾಷಣ ಚಾನೆಲ್,స్పీచ్ ఛానల్
ಭಾಷಣ ಸಂಕೋಚನ,స్పీచ్ కంప్రెషన్
ಸ್ಪೀಚ್ ಎನ್‌ಕೋಡಿಂಗ್,స్పీచ్ ఎన్కోడింగ్
ಮಾತಿನ ಗುರುತಿಸುವಿಕೆ,మాటలు గుర్తుపట్టుట
ತಿರುಗಿಸು,స్పిన్
ಸುರುಳಿಯಾಕಾರದ,మురి
ಜೋಡಣೆ,స్ప్లికింగ్
ಚಂಚಲ,స్ప్లిటర్
ಚೂರುಚೂರಾಗಿ,స్పూల్
ವಿರಳವಾದ,అరుదుగా
ಸ್ಪಾಟ್ ಕಿರಣಗಳು,స్పాట్ కిరణాలు
ಸ್ಪ್ರೆಡ್ಶೀಟ್,స్ప్రెడ్ షీట్
ಹುಸಿ ಮತ್ತು ಹಾರ್ಮೋನಿಕ್ ವಿಕಿರಣ,నకిలీ మరియు హార్మొనిక్ రేడియేషన్
ಮೋಸದ ಸೈಡ್‌ಬ್ಯಾಂಡ್ ಆವರ್ತನಗಳು,నకిలీ సైడ్‌బ్యాండ్ పౌన .పున్యాలు
ಹಿಂಡಿದ ವೀಡಿಯೊ,పిండిన వీడియో
ಮುದ್ರೆಮರೆ,స్టాంపింగ్
ಪ್ರಮಾಣಿತ ಸಾಫ್ಟ್‌ವೇರ್,ప్రామాణిక సాఫ్ట్‌వేర్
ಪ್ರಮಾಣೀಕರಣ,ప్రామాణీకరణ
ನಿಲುಗಡೆ,స్టాండ్బై
ಸ್ಟ್ಯಾಂಡ್‌ಬೈ ಉಪಕರಣಗಳು,స్టాండ్బై పరికరాలు
ನಿಂತಿರುವ ಅಲೆ,స్టాండింగ్ వేవ్
ನಿಂತಿರುವ ತರಂಗ ಅನುಪಾತ,స్టాండింగ్ వేవ్ రేషియో
ಪ್ರಾರಂಭಿಕ ಟಾರ್ಕ್,టార్క్ ప్రారంభించడం
ಆರಂಭ,ప్రారంభ-స్టాప్
ಸ್ಥಿರವಾದ,స్టాటిక్
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ವಿಧಾನ,గణాంక పద్ధతి
ಸ್ಥಾನಮಾನ,స్థితి
ಸ್ಥಾನಮಾನ ಸೂಚನೆ,స్థితి సూచన
ಸ್ಥಿರವಾಗಿ,స్థిరమైన
ಹಿತಾಸಕ್ತಿ,స్టీరియో
ಸ್ಟಿರಿಯೊ ಬ್ಯಾಲೆನ್ಸ್,స్టీరియో బ్యాలెన్స్
ಸ್ಟಿರಿಯೊ ಎನ್‌ಕೋಡರ್,స్టీరియో ఎన్కోడర్
ಸ್ಟಿರಿಯೊ ಜನರೇಟರ್,స్టీరియో జనరేటర్
ಸ್ಟಿರಿಯೊ ಮೋಡ್,స్టీరియో మోడ్
ಸ್ಟಿರಿಯೊ ಪ್ರಸರಣ,స్టీరియో ట్రాన్స్మిషన్
ಸ್ಟಿರಿಯೊಫೋನಿಕ್ ಧ್ವನಿ ಸಂತಾನೋತ್ಪತ್ತಿ,స్టీరియోఫోనిక్ సౌండ్ పునరుత్పత్తి
ಸ್ಟೀರಿಯೋಫನಿ,స్టీరియోఫోనీ
ಸ್ಟೀರಿಯೋಸ್ಕೋಪಿ,స్టీరియోస్కోపీ
ಇನ್ನೂ ಚಿತ್ರ,ఇప్పటికీ చిత్రం
ಪ್ರಚೋದಕ,ఉద్దీపన
ನಿಲುಗಡೆ,స్టాప్‌బ్యాండ్
ಸಂಗ್ರಹಣೆ,నిల్వ
ಶೇಖರಣಾ ಬ್ಯಾಟರಿ ಕೊಠಡಿ,నిల్వ బ్యాటరీ గది
ಸಂಗ್ರಹಣೆ ಸಾಧನ,నిల్వ పరికరం
ವಾಯುಮಂಡಲ,స్ట్రాటో ఆవరణ
ಸ್ಟ್ರೀಮಿಂಗ್,స్ట్రీమింగ్
ಹಿಗ್ಗಿಸು,సాగదీయడం
ದಾರ,స్ట్రింగ్
ರಚನೆಯ,నిర్మాణాత్మక
ಸ್ಟುಡಿಯೋ ಬ್ಲಾಕ್,స్టూడియో బ్లాక్
ಸ್ಟುಡಿಯೋ ಕೇಂದ್ರ,స్టూడియో సెంటర్
ಸ್ಟುಡಿಯೋ ದೀಪ,స్టూడియో లైటింగ్
ಸ್ಟುಡಿಯೋ ಮಾನಿಟರ್‌ಗಳು,స్టూడియో మానిటర్లు
ಶಲಿಟ,స్టైలస్
ವಿಚ್bandೇದನ,సబ్‌బ్యాండ్ ఎన్‌కోడింగ్
ಮುಖವಾಡ,సబ్‌బ్యాండ్ మాస్కింగ్
ಸಬ್‌ಬ್ಯಾಂಡ್ ಮಾದರಿಗಳು,సబ్‌బ్యాండ్ నమూనాలు
ತೂರಿಸು,సబ్‌నెట్
ಉಪವಿಭಾಗ,సబ్‌యాంప్లింగ్
ಚಂದಾದಾರ,చందాదారుడు
ಹಠಾತ್ ಅಯಾನುಗೋಳಾಕೃತಿ ಅಡಚಣೆ,ఆకస్మిక అయానోస్పియర్ భంగం
ಸನ್ ಸ್ಪಾಟ್ ಚಟುವಟಿಕೆ,సన్ స్పాట్ కార్యాచరణ
ಸೂಪರ್ ಪವರ್ ಟ್ರಾನ್ಸ್ಮಿಟರ್,సూపర్ పవర్ ట్రాన్స్మిటర్
ಸೂಪರ್ ಮಾದರಿ,సూపర్ నమూనా
ಸೂಪರ್ ಸಾಕೆಟ್,సూపర్ సాకెట్
ಸೂಪರ್ಹೀಟೆಡ್ ಆವಿ,సూపర్హీట్ ఆవిరి
ಅತಿಶೀತ,సూపర్హెటెరోడిన్
ಸೂಪರ್ಹೆಟೆರೊಡೈನ್ ಪರಿವರ್ತಕ,సూపర్హెటెరోడైన్ కన్వర్టర్
ಸೂಪರ್‌ಹೆಟೆರೊಡೈನ್ ರಿಸೀವರ್,సూపర్హెటెరోడైన్ రిసీవర్
ಸೂಪರ್‌ಇಂಪೋಸ್ಡ್ (ಪ್ರಸ್ತುತ),అతిశయోక్తి
ಅತಿ ಜನಸಮಣ್ಯ,సూపర్‌పోజిషన్
ಸೂಪರ್‌ಪೋಸಿಷನ್,సూపర్ స్థానం
ಅತಿ ಸೂತ್ರದ,సూపర్సోనిక్
ಸರಬರಾಜು ನಾಳ,సరఫరా వాహిక
ನಿಗ್ರಹ ಗ್ರೈಡ್,అణచివేత గ్రిడ్
ಮೇಲ್ಮೈ ಶಬ್ದ,ఉపరితల శబ్దం
ಮೇಲ್ಮೈ ತರಂಗ,ఉపరితల తరంగం
ಸರ್ಪ,సర్ఫింగ్
ಉಲ್ಬಣ,ఉప్పెన
ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಗಳು,పరిసరాలు
ಹಿಗ್ಗುವಿಕೆ,ససెప్టెన్స్
ಪ್ರಭಾವಕ್ಕೆ,ససెప్టబిలిటీ
ಅಮಾನತುಗೊಳಿಸಿದ,సస్పెండ్
ವಿನಿಮಯಿಸು,స్వాప్
