Bengali,Assamese
"পয়েন্টিং ভেক্টর, পয়েন্টিং ভেক্টর","পইণ্টিং ভেক্টৰ, পইণ্টিং ভেক্টৰ"
নির্দেশক উপপাদ্য,পইণ্টিং উপপাদ্য
রূপান্তর বিন্দু,ট্ৰেঞ্জিচন পইণ্ট
পোলার মাইক্রো ইলেক্ট্রোড,মেৰু মাইক্ৰ&#39; ইলেক্ট্ৰ&#39;ড
মেরুকরণ শক্তি,মেৰুকৰণ শক্তি
পোলারাইজড পয়েন্টার ইলেক্ট্রোড,মেৰুকৃত পইণ্টাৰ ইলেক্ট্ৰ&#39;ড
"ব্যবহারিক, ব্যবহারিক, ব্যবহারিক","ব্যৱহাৰিক, ব্যৱহাৰিক, ব্যৱহাৰিক"
ব্যবহারিক প্রয়োগ,ব্যৱহাৰিক প্ৰয়োগ
ব্যবহারিক এনট্রপি,ব্যৱহাৰিক এণ্ট্ৰপি
ব্যবহারিক পরীক্ষা,ব্যৱহাৰিক পৰীক্ষা
ব্যবহারিক পদ্ধতি,ব্যৱহাৰিক পদ্ধতি
পরীক্ষার নোট বই,পৰীক্ষাৰ টোকা বহী
পরীক্ষামূলক পদার্থবিদ্যা,পৰীক্ষামূলক পদাৰ্থ বিজ্ঞান
ব্যবহারিক ইউনিট,ব্যৱহাৰিক এককসমূহ
পরীক্ষামূলক কাজ,পৰীক্ষামূলক কাম
রকেট অনুশীলন,ৰকেটৰ অনুশীলন
প্রাক পরিবর্ধক,প্ৰি এম্প্লিফায়াৰ
প্রি-কুলড,পূৰ্ব-শীতল কৰা
প্রাক শক্তিবৃদ্ধি,প্ৰি-ৰিইনফৰ্চমেণ্ট
ভবিষ্যদ্বাণী জাল,ভৱিষ্যদ্বাণী জাল
প্রারম্ভিক আলোকসজ্জা,আগতীয়া আলোকসজ্জা
কোয়ান্টাম ইস্ট,কোৱাণ্টাম ইষ্ট
preconvulsive স্লিপ,প্ৰিকনভলচিভ স্লিপ
পূর্বরূপ সূচক,পূৰ্বদৰ্শন সূচক
প্রসারিত উপবৃত্তাকার,উলিওৱা উপবৃত্তাকাৰ
"ayan, precession","আয়ান, precession"
আয়ন ধ্রুবক,আয়ন ধ্ৰুৱক
প্রিসেশন ফটোগ্রাফি,Precession ফটোগ্ৰাফী
অগ্রগতি কোণ,precession এংগেল
ত্বরণ গতি,ত্বৰণৰ গতি
বর্ষণ ক্ষয়,বৰষুণৰ ক্ষীণকৰণ
"সঠিক, সুনির্দিষ্ট","সঠিক, নিখুঁত"
"নির্ভুলতা, নির্ভুলতা","নিখুঁততা, নিখুঁততা"
নির্ভুলতা বিশ্লেষক,নিখুঁত বিশ্লেষক
নির্ভুলতা পদ্ধতির রাডার,সঠিকতা এপ্ৰ&#39;চ ৰাডাৰ
উপলব্ধ যথার্থতা,উপলব্ধ নিখুঁততা
নির্ভুলতা ধ্রুবক,সঠিকতা ধ্ৰুৱক
অ্যান্টিমিটার যন্ত্র,এন্টিমিটাৰ যন্ত্ৰ
নির্ভুলতা ফাঁদ,সঠিকতা ফান্দ
পরীক্ষার নির্ভুলতা,পৰীক্ষাৰ সঠিকতা
নির্ভুলতা পরামিতি,নিখুঁততা প্ৰাচল
"যথার্থ প্রতিরোধ, বাস্তব প্রতিরোধ","নিখুঁত প্ৰতিৰোধ, বাস্তৱ প্ৰতিৰোধ"
প্রাক-বিদ্যমান ধারা,পূৰ্বতে থকা দফা
"predecessor, predecessor","পূৰ্বসূৰী, পূৰ্বসূৰী"
পূর্বনির্ধারিত পরিমাপ পূর্বনির্ধারিত শাসক,পূৰ্বনিৰ্ধাৰিত জোখ পূৰ্বনিৰ্ধাৰিত শাসক
পূর্বনির্ধারিত ভেরিয়েবল,পূৰ্বনিৰ্ধাৰিত চলকসমূহ
লুকানো মান,লুকাই থকা মান
ভবিষ্যদ্বাণী,ভৱিষ্যদ্বাণী
পূর্ব বিচ্ছেদ,pre dissociation
দামের একক),মূল্য (ইউনিট)
নির্বাচনী শোষণ,নিৰ্বাচিত শোষণ
নির্বাচনী,নিৰ্বাচিত
নির্বাচনী দহন,নিৰ্বাচিত দহন
নির্বাচনী দিক,নিৰ্বাচিত দিশ
"পছন্দের, পছন্দের","পছন্দৰ, পছন্দৰ"
"পছন্দের অক্ষ, পছন্দের অক্ষ","অগ্ৰাধিকাৰ অক্ষ, অগ্ৰাধিকাৰ অক্ষ"
প্রিপ্রোডাকশন,প্ৰিপ্ৰডাকচন
প্রিপ্রোডাকশন,প্ৰিপ্ৰডাকচন
নিহিত নিউক্লিয়াস,ইম্প্লিড নিউক্লিয়াছ
preheated,পূৰ্ব-গৰম কৰা
প্রিহিটার,প্ৰিহিটাৰ
প্রিহিটার চুলা,প্ৰিহিটাৰ ষ্টোভ
প্রিহিটিং,প্ৰিহিটিং
প্রাক ইগনিশন,প্ৰি ইগনিচন
প্রাক ionization,প্ৰি আয়নাইজেচন
প্রাথমিক,প্ৰাৰম্ভিক
প্রাথমিক ক্ষয়,প্ৰাৰম্ভিক ক্ষীণকৰণ
প্রাথমিক গণনা,প্ৰাথমিক গণনা
প্রাথমিক অপারেশন,প্ৰাৰম্ভিক কাৰ্য্য
প্রাথমিক তরঙ্গ,প্ৰাৰম্ভিক তৰংগ
প্রাথমিক সমন্বয়,প্ৰাৰম্ভিক সমন্বয়
প্রাথমিক গণনা,প্ৰাৰম্ভিক গণনা
"প্রাথমিক পরিসংখ্যান, প্রাথমিক তথ্য","প্ৰাথমিক পৰিসংখ্যা, প্ৰাথমিক তথ্য"
"অকাল শেষ, অকাল শেষ","অকাল অন্ত, অকাল অন্ত"
পূর্বনির্ধারিত সিস্টেম,পূৰ্বনিৰ্ধাৰিত ব্যৱস্থা
"প্রাক-কোয়ান্টাম প্রক্রিয়াকরণ, প্রাক-কোয়ান্টাম প্রক্রিয়াকরণ","প্ৰি-কোৱাণ্টাম প্ৰচেছিং, প্ৰি-কোৱাণ্টাম প্ৰচেছিং"
acclimatization পদ্ধতি,অভ্যস্ততা পদ্ধতি
আপেক্ষিক পদার্থবিদ্যা,আপেক্ষিকতাবাদী পদাৰ্থ বিজ্ঞান
একটু দূরদর্শিতা,অলপ দূৰদৰ্শিতা
নজির,নজিৰ
পূর্বনির্ধারিত দিক,পূৰ্বনিৰ্ধাৰিত দিশ
উপস্থাপিত লক্ষ্য এলাকা,উপস্থাপন কৰা লক্ষ্য অঞ্চল
পূর্বনির্ধারিত নির্দেশাবলী,প্ৰিছেট নিৰ্দেশনা
বোতাম-প্রেস ব্যবস্থা,বুটাম-প্ৰেছৰ ব্যৱস্থা
কথা চাপ অপারেশন,টক চাপ অপাৰেচন
চাপের অসঙ্গতি,চাপৰ অসামঞ্জস্যতা
"চাপ প্রসারণ, চাপ প্রসারণ","চাপৰ প্ৰসাৰণ, চাপৰ প্ৰসাৰণ"
চাপ তারের,চাপৰ কেবল
চাপ সহগ,চাপ সহগ
চাপ সংমিশ্রণ,চাপৰ সংমিশ্ৰণ
চাপ হ্রাস,চাপ হ্ৰাস কৰা
চাপ বিস্তার,চাপৰ প্ৰসাৰণ
চাপ বিস্তার পদ্ধতি,চাপ প্ৰসাৰণ পদ্ধতি
"চাপ বিতরণ, চাপ বিতরণ","চাপ বিতৰণ, চাপ বিতৰণ"
চাপ ট্র্যাকশন,চাপৰ ট্ৰেকচন
চাপ ট্র্যাকশন সহগ,চাপ ট্ৰেকচন সহগ
চাপ হারানো,চাপৰ ক্ষতি
চাপ প্রভাব,চাপৰ প্ৰভাৱ
"চাপ-এনথালপি চার্ট, চাপ পরম চার্ট","চাপ-এনথালপি লেখচিত্ৰ, চাপৰ নিৰপেক্ষ লেখচিত্ৰ"
চাপ সমীকরণ,চাপৰ সমীকৰণ
চাপ ফিড সিস্টেম,চাপ যোগান ব্যৱস্থা
চাপ প্রবাহ,চাপৰ প্ৰবাহ
চাপ প্রবাহ,চাপৰ প্ৰবাহ
চাপ পরিমাপক,চাপ গেজ
চাপ নতিমাত্র,চাপৰ গ্ৰেডিয়েন্ট
চাপ গ্রেডিয়েন্ট মাইক্রোফোন,চাপৰ গ্ৰেডিয়েন্ট মাইক্ৰ&#39;ফোন
চাপ শীর্ষ,চাপৰ শীৰ্ষ
চাপ গলে,চাপ গলিত
চাপ মাইক্রোফোন,চাপৰ মাইক্ৰ&#39;ফোন
চাপ চালিত,চাপ চালিত
"চাপ অপারেশন, চাপ অপারেশন","চাপৰ কাৰ্য্য, চাপৰ কাৰ্য্য"
চাপযুক্ত ফ্লাইট,চাপযুক্ত উৰণ
চাপ প্রতিরোধের,চাপ প্ৰতিৰোধ ক্ষমতা
চাপ সংবেদনশীলতা,চাপৰ সংবেদনশীলতা
চাপ স্থানচ্যুতি,চাপৰ বিচ্যুতি
চাপ বর্ণালী স্তর,চাপৰ বৰ্ণালী স্তৰ
চাপ ঢাল,চাপৰ ঢাল
চাপ দমন,চাপ দমন
চাপ পাতা,চাপৰ পৃষ্ঠা
চাপ সুইচ,চাপৰ চুইচ
"নিপিড টেকনিক, নিপিড টেকনিক","নিপেড টেকনিক, নিপেড টেকনিক"
চাপ প্রবণতা,চাপৰ প্ৰৱণতা
চাপ ক্ষেত্র,চাপৰ ক্ষেত্ৰ
চাপ খোঁচা,চাপৰ ঠেলা
চাপ পায়ের পাতার মোজাবিশেষ,চাপৰ নলী
চাপ টাইপ ক্যাপাসিটর,চাপৰ ধৰণৰ কেপাচিটৰ
চাপ মান,চাপৰ মান
চাপ সান্দ্রতা,চাপৰ আঠালতীয়াতা
চাপ তরঙ্গ,চাপৰ তৰংগ
চাপ-নালী চুল্লি,চাপ-ডাক্ট ৰিয়েক্টৰ
সঙ্কোচন,সংকোচন
"চাপযুক্ত জল চুল্লি, চাপ জল চুল্লি","চাপযুক্ত পানীৰ ৰিয়েক্টৰ, চাপযুক্ত পানীৰ ৰিয়েক্টৰ"
গর্ভাবস্থা,গৰ্ভাৱস্থা
নির্দেশের ঠিকানা,নিৰ্দেশনা ঠিকনা
প্রাক উপস্থাপনা মনিটর,প্ৰি প্ৰেজেণ্টেচন মনিটৰ
পূর্ব উপপাদ্য,prevo উপপাদ্য
ছিদ্র সেন্সিং,ছিদ্ৰ সংবেদন
বিস্ফোরক কর্ড,বিস্ফোৰক কৰ্ড
"আদি, প্রাথমিক, প্রথম, প্রধান, প্রধান, মূল","প্ৰাথমিক, প্ৰাথমিক, প্ৰথম, মূল, প্ৰধান, মূল"
প্রাথমিক অক্ষ প্রধান অক্ষ,প্ৰাথমিক অক্ষ প্ৰধান অক্ষ
প্রাথমিক আচ্ছাদিত এলাকা,প্ৰাথমিক আবৃত অঞ্চল
প্রাথমিক ব্যাটারি,প্ৰাথমিক বেটাৰী
প্রাথমিক কোষ,প্ৰাথমিক কোষ
প্রাথমিক সার্কিট,প্ৰাথমিক বৰ্তনী
প্রাথমিক রাশিফল,প্ৰাথমিক ৰাশিফল
প্রাথমিক রঙ প্রাথমিক রঙ,প্ৰাথমিক ৰং প্ৰাথমিক ৰং
প্রাথমিক স্থান মরীচি,প্ৰাথমিক মহাকাশ ৰশ্মি
প্রাথমিক হামাগুড়ি,প্ৰাথমিক ক্ৰিপ
প্রাথমিক প্রবাহ,প্ৰাথমিক ধাৰা
"প্রাথমিক তথ্য, প্রাথমিক তথ্য","প্ৰাথমিক তথ্য, প্ৰাথমিক তথ্য"
প্রাথমিক ধুলো ভালভ,প্ৰাথমিক ধূলি ভালভ
প্রাথমিক উদ্দীপনা,প্ৰাথমিক উদ্দীপক
প্রাথমিক বিলুপ্তি,প্ৰাথমিক বিলুপ্তি
প্রাথমিক চোখ,প্ৰাথমিক চকু
প্রাথমিক খণ্ডন লাভ,প্ৰাথমিক খণ্ডিতকৰণ লাভ
প্রাথমিক ফোকাস দূরত্ব,প্ৰাথমিক ফ&#39;কাচ দূৰত্ব
মূল জ্বালানী কোষ,মূল ইন্ধন কোষ
মূল অপটিক্যাল অক্ষ,মূল আলোকীয় অক্ষ
প্রাথমিক কণা,মৌলিক কণা
প্রাথমিক খাদ এলাকা,প্ৰাথমিক ট্ৰাফ এলেকা
মূল গ্রহ,পিতৃ গ্ৰহ
প্রাথমিক পাওয়ার তার,প্ৰাথমিক শক্তি কেবল
মৌলিক রাডার,মূল ৰাডাৰ
প্রাথমিক বিকিরণ,প্ৰাথমিক বিকিৰণ
প্রাথমিক রংধনু,প্ৰাথমিক ৰামধেনু
প্রাথমিক মরীচি,প্ৰাথমিক ৰশ্মি
প্রধান প্রতিক্রিয়া,মূল বিক্ৰিয়া
প্রাথমিক পুনর্নির্মাণ,প্ৰাথমিক পুনৰ স্ফটিকীয়কৰণ
প্রাথমিক রিলে,প্ৰাথমিক ৰিলে
মৌলিক স্কেল,মূল স্কেল
প্রাথমিক বিক্ষিপ্তকরণ,প্ৰাথমিক বিকিৰণ
প্রাথমিক স্কিপিং জোন,প্ৰাথমিক স্কিপিং জ&#39;ন
প্রাথমিক বর্ণালী,প্ৰাথমিক বৰ্ণালী
প্রাথমিক মান,প্ৰাথমিক মানদণ্ড
প্রধান দোকান,মূল দোকান
প্রাথমিক চাপ,প্ৰাথমিক মানসিক চাপ
প্রাথমিক ভোল্টেজ,প্ৰাথমিক ভল্টেজ
প্রাথমিক তরঙ্গ,প্ৰাথমিক তৰংগ
প্রাথমিক কুণ্ডলী,প্ৰাথমিক কইল
প্রধান প্লেট,মূল প্লেট
প্রধান ফোকাস,প্ৰাইম ফ&#39;কাচ
মূল গতি প্রযোজক,মূল গতি প্ৰযোজক
"স্টার্টার, প্রাইমার","ষ্টাৰ্টাৰ, প্ৰাইমাৰ"
"মৌলিক ভিত্তি, আদিম ভিত্তি","মৌলিক ভিত্তি, আদিম ভিত্তি"
"প্রাইম সেল, প্রাইম সেল","প্ৰাইম চেল, প্ৰাইম চেল"
প্রোটো কোর,প্ৰ&#39;ট&#39; কোৰ
অগ্রদূত সমীকরণ,পূৰ্বসূৰী সমীকৰণ
"প্রধান জালি, প্রধান জালি","প্ৰাইম জালি, প্ৰাইম জালি"
বেস ফ্রিকোয়েন্সি,ভিত্তি কম্পাঙ্ক
প্রধান স্থানান্তর ভেক্টর,প্ৰাইম ট্ৰেন্সফাৰ ভেক্টৰ
"প্রাইম ইউনিট সেল, প্রাইম ইউনিট সেল","মৌলিক একক কোষ, মৌলিক একক কোষ"
"প্রধান, প্রধান, প্রধান","মূল, অধ্যক্ষ, অধ্যক্ষ"
ঘটনার প্রধান কোণ,মূল কোণত প্ৰাদুৰ্ভাৱ
প্রধান অক্ষ,মূল অক্ষ
প্রচারের প্রধান অক্ষ,প্ৰসাৰণৰ মূল অক্ষ
প্রধান বিকৃতি অক্ষ,মূল বিকৃতি অক্ষ
প্রধান চাপ অক্ষ,মূল চাপ অক্ষ
প্রধান উপপাদ্য,প্ৰধান উপপাদ্য
প্রধান আজিমুথ,মূল এজিমুথ
প্রধান অস্তরক অক্ষ,মূল ডাইলেক্ট্ৰিক অক্ষ
প্রধান বিকৃতি দিক,মূল বিকৃতিৰ দিশ
প্রধান চাপ দিক,মূল চাপৰ দিশ
প্রধান দিক,মূল দিশ
প্রধান ই-ফ্ল্যাট,মূল ই-ফ্লেট
"প্রধান শক্তি ক্ষেত্র, প্রধান শক্তি টেনসর","মূল শক্তি ক্ষেত্ৰ, মূল শক্তি টেনছৰ"
প্রধান কেন্দ্রবিন্দু,মূল কেন্দ্ৰবিন্দু
প্রধান লাইন,মূল লাইন
প্রধান সর্বোচ্চ,মূল সৰ্বোচ্চ
প্রাইম প্রাইম,প্ৰাইম প্ৰাইম
প্রধান মুহূর্ত,প্ৰাইম ম&#39;মেণ্ট
মূল বিন্দু,মূল কথা
মূল কোয়ান্টাম সংখ্যা,মূল কোৱাণ্টাম সংখ্যা
প্রধান মরীচি,মূল ৰশ্মি
মূল অনুচ্ছেদ,মূল দফা
মুখ্য ক্যাটেগরি,মূল শ্ৰেণী
প্রধান বিকৃতি,মূল বিকৃতি
প্রধান বিকৃতি অনুপাত,মূল বিকৃতি অনুপাত
প্রধান দুশ্চিন্তা,মূল চাপ
প্রধান চাপ-স্ট্রেন সম্পর্ক,মূল চাপ-চাপৰ সম্পৰ্ক
প্রধান পাতা,মূল পৃষ্ঠা
মূল সংযোগ,কী সংযোগ
প্রকৃত মূল্য,কী মান
প্রধান বেগ পাতা,মূল বেগ পৃষ্ঠা
প্রধান দৃশ্যমান মরীচি,মূল দৃশ্যমান ৰশ্মি
প্রধান তরঙ্গ,মূল তৰংগ
নিয়ম,নিয়মসমূহ
স্থিতিশীলতার নিয়ম,স্থিতিশীলতা নিয়ম
সহ-রূপান্তর নিয়ম,সহ-ৰূপান্তৰ নিয়ম
দ্বৈত নিয়ম,দ্বৈততা নিয়ম
বিস্তারিত ভারসাম্য নিয়ম,বিশদ ভাৰসাম্য নিয়ম
যোগ্যতা নীতি,দক্ষতা নীতি
পদ্ধতির নিয়ম,এপ্ৰ&#39;চ নিয়ম
সমতা নিয়ম,সমতুল্যতা নিয়ম
অন্তত কর্ম নিয়ম,নূন্যতম কাৰ্য্য নিয়ম
mach নীতি,mach নীতি
পারস্পরিক নিয়ম,পাৰস্পৰিকতা নিয়ম
প্রতিফলন আইন,প্ৰতিফলন নিয়ম
বৈজ্ঞানিক নির্ণয়ের নিয়ম,বৈজ্ঞানিক নিৰ্ধাৰণবাদৰ নিয়ম
সাদৃশ্য আইন,উপমাৰ নিয়ম
অসাড় কর্ম নিয়ম,numb কাৰ্য্য নিয়ম
নীরব ফেজ নিয়ম,নিৰৱ পৰ্যায়ৰ নিয়ম
অভিযোজন নিয়ম,ইম্পিউটেচন নিয়ম
অনুমান বেগ আইন,ধৰি লোৱা বেগ নিয়ম
অনুমানমূলক নিয়ম,কাল্পনিক নিয়ম
মুদ্রণ পালস,প্ৰিন্ট পালছ
প্রিন্ট আউট প্রভাব,প্ৰিন্ট আউট প্ৰভাৱ
প্রিন্ট আউট প্রকার,প্ৰিন্ট আউট ধৰণ
মুদ্রিত সার্কিট,প্ৰিণ্টেড চাৰ্কিট
"মুদ্রিত উপাদান, মুদ্রিত বিষয়","ছপা সামগ্ৰী, ছপা সামগ্ৰী"
"মুদ্রণ, মুদ্রণ","প্ৰিন্টিং, প্ৰিন্টিং"
প্রিজম,প্ৰিজম
প্রিজম কর্ম,প্ৰিজম ক্ৰিয়া
প্রিজম অ্যান্টেনা,প্ৰিজম এন্টেনা
"প্রিজমি বাইনোকুলার, প্রিজমি ভিনোকুলার","প্ৰিজমি বাইনোকুলাৰ, প্ৰিজমী ভিনোকুলাৰ"
প্রিজম আচ্ছাদন,প্ৰিজম আৱৰণ
প্রিজম ডায়োপ্টার,প্ৰিজম ডাইঅপ্টাৰ
প্রিজম একরঙা,প্ৰিজম মনোক্ৰমেটৰ
প্রিজম ক্ষমতা,প্ৰিজম ক্ষমতা
প্রিজম্যাটিক স্পেকট্রোস্কোপ,প্ৰিজমেটিক স্পেকট্ৰস্কোপ
প্রিজম গুনিয়া,প্ৰিজম গুনিয়া
প্রিজম অ্যাস্ট্রোল্যাব,প্ৰিজম এষ্ট্ৰ&#39;লেব
প্রিজম্যাটিক শাস্তি,প্ৰিজমেটিক পেনাল্টি
প্রিজম্যাটিক বাইনোকুলার,প্ৰিজমেটিক বাইনোকুলাৰ
পিজমি ত্রুটি,পিজমি ভুল
প্রিজম্যাটিক আইপিস,প্ৰিজমেটিক চকুৰ টুকুৰা
প্রিজম্যাটিক সাপ,প্ৰিজমাটিক সাপ
প্রিজম্যাটিক স্টার্টার,প্ৰিজমেটিক ষ্টাৰ্টাৰ
প্রিজম্যাটিক বর্ণালী,প্ৰিজমেটিক বৰ্ণালী
প্রিজম্যাটিক সিস্টেম,প্ৰিজমেটিক ব্যৱস্থা
ব্যক্তিগত লাইন,ব্যক্তিগত লাইন
বিশেষাধিকার নির্দেশ,বিশেষাধিকাৰ নিৰ্দেশনা
সম্ভাব্য,সম্ভাৱনাবাদী
সম্ভাবনার মাত্রা,সম্ভাৱনা মাত্ৰা
সম্ভাব্যতা বর্তমান ঘনত্ব,সম্ভাৱনা বিদ্যুৎ প্ৰবাহ ঘনত্ব
পরীক্ষক,পৰীক্ষক
"Eshan কুন্ডলি, অনুসন্ধান কুন্ডলি","এশান কুণ্ডলী, অনুসন্ধান কুণ্ডলী"
প্রোব মাইক্রোফোন,প্ৰ&#39;ব মাইক্ৰ&#39;ফোন
"epon পায়ের পাতার মোজাবিশেষ, অনুসন্ধান পায়ের পাতার মোজাবিশেষ","epon নলী, অনুসন্ধান নলী"
অনুসন্ধান ইউনিট,সন্ধান একক
"পদ্ধতি, পদ্ধতি","পদ্ধতি, পদ্ধতি"
পদ্ধতিগত ভাষা,পদ্ধতিগত ভাষা
"প্রক্রিয়া, প্রক্রিয়া","প্ৰক্ৰিয়া, প্ৰক্ৰিয়া"
রিসোর্স ক্যামেরা,সম্পদ কেমেৰা
তাপ চুল্লি প্রক্রিয়াকরণ,প্ৰচেছিং হিট ৰিয়েক্টৰ
প্রক্রিয়াযোগ্যতা,প্ৰক্ৰিয়াকৰণযোগ্যতা
প্রক্রিয়াজাত উপাদান,প্ৰক্ৰিয়াকৃত উপাদান
প্রক্রিয়াকৃত ফিল্ম,প্ৰচেছড ফিল্ম
"প্রক্রিয়াকরণ, প্রক্রিয়াকরণ","প্ৰক্ৰিয়াকৰণ, প্ৰক্ৰিয়াকৰণ"
প্রক্রিয়াকরণ ত্রুটি,প্ৰচেছিং ত্ৰুটি
প্রসেসর,প্ৰচেছৰ
"পণ্য, পণ্য","পণ্য, পণ্য"
পণ্য পুল,প্ৰডাক্ট পুল
পণ্য সম্পর্ক,পণ্যৰ সম্পৰ্ক
পণ্য মডুলেটর,প্ৰডাক্ট মডুলেটৰ
উৎপন্ন নিউক্লিয়াস,নিউক্লিয়াছ উৎপন্ন কৰে
পণ্য কোয়ান্টাম লাভ,প্ৰডাক্ট কোৱাণ্টাম গেইন
উত্পাদন অপারেশন,উৎপাদন কাৰ্য্যকলাপ
উৎপাদন প্রক্রিয়া,উৎপাদন প্ৰক্ৰিয়া
উৎপাদন হার,উৎপাদনৰ হাৰ
উত্পাদনশীল চুল্লি,উৎপাদনশীল ৰিয়েক্টৰ
উত্পাদনশীল শক্তি,উৎপাদনশীল শক্তি
উৎপাদন সরঞ্জাম,উৎপাদন সঁজুলি
পণ্য প্রক্রিয়া,পণ্য প্ৰক্ৰিয়া
উৎপাদন ক্ষমতা,উৎপাদন ক্ষমতা
প্রমোদ,উৎপাদনশীলতা
প্রোফাইল চার্ট,প্ৰফাইল চাৰ্ট
"প্রোফাইল ট্র্যাকশন, বিভাগীয় ট্র্যাকশন","প্ৰফাইল ট্ৰেকচন, ছেকচনেল ট্ৰেকচন"
"পাউডারি, লিনিয়ার","গুড়ি, ৰৈখিক"
"প্রোগ্রাম, প্রোগ্রাম, প্রোগ্রাম","প্ৰগ্ৰেম, প্ৰগ্ৰেম, প্ৰগ্ৰেম"
প্রোগ্রাম ঠিকানা ক্যালকুলেটর,প্ৰগ্ৰেম ঠিকনা কেলকুলেটৰ
প্রোগ্রামেবল বিকৃতি,প্ৰগ্ৰেমেবল বিকৃতি
প্রোগ্রামেবল ক্যালকুলেটর,প্ৰগ্ৰেমেবল কেলকুলেটৰ
প্রোগ্রাম জেনারেটর,প্ৰগ্ৰেম জেনেৰেটৰ
প্রোগ্রামযোগ্য,প্ৰগ্ৰেমেবল
প্রোগ্রাম নেটওয়ার্ক,প্ৰগ্ৰেম নেটৱৰ্ক
প্রোগ্রাম ধাপ,প্ৰগ্ৰেম ষ্টেপ
প্রোগ্রামেবল সুইচ,প্ৰগ্ৰেমেবল চুইচ
প্রোগ্রাম পরীক্ষার সময়,প্ৰগ্ৰেম পৰীক্ষাৰ সময়
প্রোগ্রাম করা চেক,প্ৰগ্ৰেম কৰা পৰীক্ষা
প্রোগ্রামার,প্ৰগ্ৰেমাৰ
"প্রোগ্রামিং, প্রোগ্রামিং, প্রোগ্রামিং","প্ৰগ্ৰেমিং, প্ৰগ্ৰেমিং, প্ৰগ্ৰেমিং"
(কনফিগারেশনের) ক্রম,(বিন্যাসৰ) ক্ৰম
ধাপে ধাপে,খোজৰ জখলা
"প্রগতিশীল পরিবর্তন, প্রগতিশীল পরিবর্তন","প্ৰগতিশীল পৰিৱৰ্তন, প্ৰগতিশীল পৰিৱৰ্তন"
"ক্রমিক স্ক্যানিং, ধারাবাহিক স্ক্যানিং","ক্ৰমিক স্কেনিং, একেৰাহে স্কেনিং"
প্রগতিশীল তরঙ্গ অ্যান্টেনা,প্ৰগতিশীল তৰংগ এন্টেনা
চাপ ইগনিশন,চাপযুক্ত ইগনিচন
প্রগতিশীল তরঙ্গ,প্ৰগতিশীল তৰংগ
নিষিদ্ধ অঞ্চল,নিষিদ্ধ অঞ্চল
নিষেধাজ্ঞা,নিষেধাজ্ঞা
সীমাবদ্ধ বাধা,নিষিদ্ধ বাধা
proneule,proneule
অভিক্ষিপ্ত সৌর আলো,প্ৰক্ষেপিত সৌৰ পোহৰ
"প্রজেক্টিভ, এক্সট্রুড","প্ৰক্ষেপিত, এক্সট্ৰুডেড"
"সচিত্র লণ্ঠন, সচিত্র লণ্ঠন","চিত্ৰ বন্তি, চিত্ৰ বন্তি"
প্রজেক্টিভ মাইক্রোস্কোপ,প্ৰজেক্টিভ মাইক্ৰস্কোপ
প্রজেক্টিভ মুখ,প্ৰক্ষেপিত মুখ
অভিক্ষেপ রুম,প্ৰজেকচন ৰুম
প্রজেকশন মাইক্রোরেডিয়েশন ইলাস্ট্রেশন,প্ৰজেকচন মাইক্ৰ&#39;ৰেডিয়েচন চিত্ৰণ
ইলেক্ট্রন ঘনত্ব অভিক্ষেপ,ইলেক্ট্ৰন ঘনত্ব প্ৰক্ষেপণ
প্রজেকশন অপটিক্স প্রজেকশন অপটিক্যাল সিস্টেম,প্ৰজেকচন অপটিক্স প্ৰজেকচন অপটিকেল চিষ্টেম
প্রজেকশন প্রিন্টার,প্ৰজেকচন প্ৰিন্টাৰ
ইন্টারপোলেশন স্পুলিং চেম্বার,ইন্টাৰপলেচন স্পুলিং চেম্বাৰ
অভিক্ষেপ টেলিভিশন,প্ৰজেকচন টেলিভিছন
লঞ্চ টিউব,লঞ্চ টিউব
প্রজেক্টর,প্ৰজেক্টৰ
প্রসারিত স্ফটিক,দীঘলীয়া স্ফটিক
প্রোমিথিয়াম কোষ,প্ৰমিথিয়াম কোষ
প্রোব মাইক্রোফোন,প্ৰ&#39;ব মাইক্ৰ&#39;ফোন
উন্নীত ইলেকট্রন,প্ৰচাৰিত ইলেক্ট্ৰন
উন্নত মিশ্রণ,উন্নত মিশ্ৰণ
তাৎক্ষণিক নিউট্রন,তৎক্ষণাত নিউট্ৰন
বাহু,বাহু
এককেন্দ্রিক ফুটো,এককেন্দ্ৰিক লিক
প্রধান শসা,ডাঙৰ শসা
সত্যতা অবস্থা,প্ৰামাণ্যতাৰ অৱস্থা
যাচাইকারীর চাপ,বৈধকাৰীৰ চাপ
প্রেরণ ত্রুটি,ট্ৰেন্সমিট ভুল
"সংক্রমণ, পরিবর্ধন, প্রচার","সংক্ৰমণ, পৰিবৰ্ধন, প্ৰসাৰণ"
সংক্রমণ অসঙ্গতি,সংক্ৰমণৰ অসামঞ্জস্যতা
"ট্রান্সমিশন ধ্রুবক, ট্রান্সমিশন ধ্রুবক","সংক্ৰমণ ধ্ৰুৱক, সংক্ৰমণ ধ্ৰুৱক"
ট্রান্সমিশন নম্বর,ট্ৰেন্সমিছন নম্বৰ
ত্রুটি সংক্রমণ,ভুল সংক্ৰমণ
হালকা সংক্রমণ,পোহৰৰ সংবহন
শব্দ সংক্রমণ,শব্দ সংবহন
