Punjabi,Bengali
ਸਰਵੋ ਵਿਧੀ,সার্ভো মেকানিজম
ਸਰਮੀਵੀਂਪੀਲਾਇਰ,সার্ভোমাল্টিপ্লায়ার
ਸਰਵੋ ਸਤਹ,সার্ভো পৃষ্ঠ
ਸੈਸ਼ਨ ਕੰਟਰੋਲ,সেশন নিয়ন্ত্রণ
ਸੈਸ਼ਨ ਪਰਤ,সেশন স্তর
ਅਲਬੇਬਰਾ ਸੈਟ ਕਰੋ,বীজগণিত সেট করুন
ਬਰੇਕ ਪੁਆਇੰਟ ਸੈਟ ਕਰੋ,ব্রেক পয়েন্ট সেট করুন
ਸਟ੍ਰੀਟ,পার্থক্য সেট করুন
ਸੈੱਟ ਪੁਆਇੰਟ,চিহ্নিত করা
ਪ੍ਰਤੀਕ ਨਿਰਧਾਰਤ ਕਰੋ,প্রতীক সেট
ਸਮਾਂ ਸੈਟ ਕਰਨਾ,সময় নির্ধারণ
ਸਥਾਪਨਾ ਕਰਨਾ,সেট আপ
ਚਿੱਤਰ ਸੈਟ ਅਪ ਕਰੋ,ডায়াগ্রাম সেট আপ করুন
ਸੱਤ-ਬਿੱਟ-ਬਾਈਟ,সাত-বিট-বাইট
ਸੱਤ ਪਰਤ  ਹਵਾਲਾ ਮਾਡਲ,সাত-স্তর  উল্লেখিত নমুনা
ਸੱਤ-ਖੰਡ  ਡਿਸਪਲੇਅ,সাত-বিভাগ  প্রদর্শন
ਤੀਬਰਤਾ ਕੋਡ,তীব্রতা কোড
ਸੈਕੇਟਟ,সেক্সটেট
ਸ਼ੇਡਿੰਗ,শেডিং
ਸ਼ੈਨਨ,শ্যানন
ਸ਼ੈਨਨ-ਫੈਨੋ  ਕੋਡਿੰਗ,শ্যানন-ফ্যানো  কোডিং
ਸ਼ੈਨਨ-ਹਾਰਟਲੀ  ਕਾਨੂੰਨ,শ্যানন-হার্টলি  আইন
ਸ਼ੈਨਨ ਦਾ  ਚਿੱਤਰ,শ্যানন এর  চিত্র
ਸ਼ੈਨਨ ਦਾ ਮਾਡਲ,শ্যাননের মডেল
ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ,শ্যাননের উপপাদ্য
ਸ਼ੇਪਿੰਗ ਨੈਟਵਰਕ,রুপিং নেটওয়ার্ক
ਸਾਂਝਾ ਬੈਚ ਖੇਤਰ,ভাগ করা ব্যাচ অঞ্চল
ਸਾਂਝੀ ਡਿਸਕ,ভাগ করা ডিস্ক
ਸ਼ੇਅਰਡ ਫਾਈਲ,ভাগ করা ফাইল
ਸਾਂਝਾ ਤਰਕ,ভাগ করা যুক্তি
ਸਾਂਝਾ ਤਰਕ  ਸਿਸਟਮ,ভাগ করা যুক্তি  পদ্ধতি
ਸਾਂਝੀ ਮੈਮੋਰੀ,ভাগ করা মেমরি
ਸਾਂਝਾ ਸਰੋਤ,ভাগ করা রিসোর্স
ਸਾਂਝਾ ਭੰਡਾਰ,ভাগ করা স্টোরেজ
ਸਾਂਝਾ ਸਿਸਟਮ,ভাগ করা সিস্টেম
ਮਨਜੂਰ ਵਰਚੁਅਲ ਖੇਤਰ,ভাগ করা ভার্চুয়াল অঞ্চল
ਸਾਂਝਾ ਕਰਨਾ,ভাগ করে নেওয়া
ਸ਼ੀਟ,শীট
ਸ਼ੀਟ ਫੀਡਰ,শীট ফিডার
ਸ਼ੈਫਰ ਸਟਰੋਕ,শেফার স্ট্রোক
ਸ਼ੈੱਲ ਦਾ ਤਰੀਕਾ,শেলের পদ্ধতি
ਸ਼ੈੱਲ ਲੜੀਬੱਧ,শেল বাছাই
ਸ਼ਿਫਟ,শিফট
ਸ਼ਿਫਟ ਅੱਖਰ,শিফট চরিত্র
ਸ਼ਿਫਟ ਕਾਉਂਟਰ,শিফট কাউন্টার
ਸ਼ਿਫਟ ਡਾਉਨ ਮੋਡ,শিফট ডাউন মডেম
ਸ਼ਿਫਟ ਇਨ ਅੱਖਰ,শিফট-ইন চরিত্র
ਸ਼ਿਫਟ ਹਦਾਇਤ,শিফট নির্দেশ
ਸ਼ਿਫਟ ਕੀਿੰਗ,শিফট কীিং
ਅੱਖਰ ਨੂੰ ਸ਼ਿਫਟ ਕਰੋ,শিফট আউট চরিত্র
ਸ਼ਿਫਟ ਪਲਸ,শিফট ডাল
ਸ਼ਿਫਟ ਘਟਾਓ  ਪਾਰਸਿੰਗ,শিফট হ্রাস  পার্সিং
ਸ਼ਿਫਟ ਰਜਿਸਟਰ,স্থানান্তর নিবন্ধন
ਸ਼ੂਟਿੰਗ ਵਿਧੀ,শুটিং পদ্ধতি
ਦੁਕਾਨ,দোকান
ਛੋਟਾ ਬਲਾਕ,শর্ট ব্লক
ਛੋਟਾ ਕਾਰਡ,শর্ট কার্ড
ਛੋਟਾ ਕੋਡ ਡਾਇਲਿੰਗ,শর্ট কোড ডায়ালিং
ਛੋਟਾ ਡਾਇਲਿੰਗ,সংক্ষিপ্ত ডায়ালিং
ਛੋਟਾ ਰਸਤਾ  ਐਲਗੋਰਿਦਮ,সংক্ষিপ্ততম পথ  অ্যালগরিদম
ਛੋਟੀ ਹਦਾਇਤ,সংক্ষিপ্ত নির্দেশ
ਘੱਟ ਸਮੇਂ ਲਈ  ਤਹਿ ਕਰਨਾ,স্বল্প মেয়াদ  সময়সূচী
ਥੋੜ੍ਹੇ ਸਮੇਂ ਦੀ ਸਟੋਰੇਜ,স্বল্পমেয়াদী স্টোরেজ
ਛੋਟਾ ਸ਼ਬਦ,সংক্ষিপ্ত শব্দ
ਮੋ er ੇ ਦਾ ਟੈਪ,কাঁধের ট্যাপ
ਕ੍ਰਮ ਬੰਦ ਕਰਨਾ,সিকোয়েন্স বন্ধ করুন
ਭੈਣ-ਭਰਾ,ভাইবোন
ਸਾਈਡ ਬੈਂਡ,সাইড ব্যান্ড
ਸਾਈਡ ਸਰਕਟ,সাইড সার্কিট
ਨੁਕਸਾਨ,পার্শ্ব প্রতিক্রিয়া
ਸਾਈਡ ਲੋਬ,সাইড লোব
ਸਿਫਟਿੰਗ ਤਕਨੀਕ,সিফটিং কৌশল
ਨਜ਼ਰ ਚੈੱਕ,দর্শন চেক
ਸਿਗਮਾ ਦੀ ਭਾਸ਼ਾ,সিগমা ভাষা
ਸਿਗਮਾ ਮੈਮੋਰੀ,সিগমা স্মৃতি
ਸਿਗਮਾ ਸਟੋਰੇਜ,সিগমা স্টোরেজ
ਸਿਗਮਾ ਟ੍ਰੀ,সিগমা গাছ
ਸਿਗਮਾ ਸ਼ਬਦ,সিগমা শব্দ
ਦਸਤਖਤ,চিহ্ন
ਇਸ਼ਾਰਾ,সংকেত
ਸਿਗਨਲ ਕੰਡੀਸ਼ਨਿੰਗ,সিগন্যাল কন্ডিশনার
ਸਿਗਨਲ ਤਬਦੀਲੀ  ਉਪਕਰਣ,সংকেত রূপান্তর  সরঞ্জাম
ਸਿਗਨਲ ਕਨਵਰਟਰ,সংকেত রূপান্তরকারী
ਸੰਕੇਤ ਦੂਰੀ,সংকেত দূরত্ব
ਸਿਗਨਲ ਡਿਸਟ੍ਰੀਬਿ .ਟਰ,সিগন্যাল ডিস্ট্রিবিউটর
ਸੰਕੇਤ ਤੱਤ,সংকেত উপাদান
ਸੰਕੇਤ ਯੋਗ ਕਰਨਾ,সংকেত সক্ষম
ਸੰਕੇਤ ਰੋਕਣਾ,সংকেত বাধা
ਸੰਕੇਤ ਦਾ ਪੱਧਰ,সংকেত স্তর
ਸਿਗਨਲ ਰੇਟ,সংকেত হার
ਸੰਕੇਤ ਕਾਰਵਾਈ,সংকেত অপারেশন
ਸੰਕੇਤ ਪ੍ਰੋਸੈਸਿੰਗ,সংকেত প্রক্রিয়াজাতকরণ
ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਰ,সিগন্যাল প্রসেসর
ਸੰਕੇਤ ਅਨੁਪਾਤ,সংকেত অনুপাত
ਇਸ਼ਾਰਾ  ਪੁਨਰਜਨਮ,সংকেত  পুনর্জন্ম
ਇਸ਼ਾਰਾ  ਮਾਨਕੀਕਰਨ,সংকেত  মানীকরণ
ਸੰਕੇਤ ਸ਼ਕਤੀ,সংকেত শক্তি
ਸ਼ੋਰ ਨੂੰ ਸੰਕੇਤ  ਅਨੁਪਾਤ,শব্দ সংকেত  অনুপাত
ਸਿਗਨਲ ਟ੍ਰਾਂਸਫਰ  ਬਿੰਦੂ,সংকেত স্থানান্তর  পয়েন্ট
ਇਸ਼ਾਰਾ  ਤਬਦੀਲੀ,সংকেত  রূপান্তর
ਦਸਤਖਤ ਵਿਸ਼ਲੇਸ਼ਣ,স্বাক্ষর বিশ্লেষণ
ਦਸਤਖਤ ਟੈਸਟਿੰਗ,স্বাক্ষর পরীক্ষা
ਬਿੱਟ,বিট সাইন
ਸਾਈਨ ਅੱਖਰ,সাইন চরিত্র
ਦਸਤਖਤ ਦੀ ਸਥਿਤੀ,সাইন শর্ত
ਸਾਈਨ ਡਿਜਿਟ,সাইন ডিজিট
ਦਸਤਖਤ ਕੀਤੇ ਬਾਈਨਰੀ,স্বাক্ষরিত বাইনারি
ਦਸਤਖਤ ਕੀਤੇ ਖੇਤਰ,স্বাক্ষরিত ক্ষেত্র
ਦਸਤਖਤ ਕੀਤੇ ਤੀਬਰਤਾ  ਪ੍ਰਤੀਨਿਧਤਾ,স্বাক্ষরিত মাত্রা  প্রতিনিধিত্ব
ਦਸਤਖਤ ਕੀਤੇ ਪੈਕੇਟ  ਦਸ਼ਮਲਵ,স্বাক্ষরিত প্যাকেট  দশমিক
ਮਹੱਤਵਪੂਰਨ ਅੰਕ,উল্লেখযোগ্য অঙ্ক
ਮਹੱਤਵਪੂਰਨ ਅੰਕ  ਹਿਸਾਬ,উল্লেখযোগ্য অঙ্ক  পাটিগণিত
ਮਹੱਤਵਪੂਰਣ ਚਿੱਤਰ,গুরুত্বপূর্ণ ব্যক্তিত্ব
ਮਹੱਤਵਪੂਰਨ ਅੰਤਰਾਲ,উল্লেখযোগ্য ব্যবধান
ਦਸਤਖਤ ਮਾਪ,সাইন মাত্রা
ਦਸਤਖਤ ਸਥਿਤੀ,সাইন পজিশন
ਸਿਲੀਕਾਨ ਚਿੱਪ,সিলিকন চিপ
ਸਿਲੀਕਾਨ ਗੇਟ,সিলিকন গেট
ਸਮਾਨ ਰੁੱਖ,অনুরূপ গাছ
ਸਧਾਰਨ ਬਫਰਿੰਗ,সাধারণ বাফারিং
ਸਧਾਰਣ ਸਥਿਤੀ,সহজ অবস্থা
ਸਧਾਰਣ ਹਦਾਇਤ,সহজ নির্দেশ
ਸਧਾਰਣ ਹਦਾਇਤ  ਮਲਟੀਪਲ ਡੇਟਾ,সহজ নির্দেশ  একাধিক ডেটা
ਸਧਾਰਨ ਪੈਰਾਮੀਟਰ,সাধারণ প্যারামিটার
ਸਧਾਰਣ ਸਮਾਨਤਾ  ਚੈਕ,সাধারণ সমতা  পরীক্ষা করুন
ਸਧਾਰਣ ਚੈਨਲ,সিম্প্লেক্স চ্যানেল
ਸਧਾਰਣ ਸਰਕਟ,সিমপ্লেক্স সার্কিট
ਸਧਾਰਨ ਕੋਡ,সিম্প্লেক্স কোড
ਸਧਾਰਨ  ਸੰਚਾਰ,সিম্প্লেক্স  যোগাযোগ
ਸਧਾਰਣ ਐਕਸ ਵਿਧੀ,সিম্প্লেক্স পদ্ধতি
ਸਧਾਰਨ ਸਿਸਟਮ,সিম্প্লেক্স সিস্টেম
ਸਧਾਰਨ  ਸੰਚਾਰ,সিম্প্লেক্স  সংক্রমণ
ਸਿਮਕ੍ਰਿਪਟ,সিমস্ক্রিপ্ট
ਸਿਮੂਲੇਸ਼ਨ  ਭਾਸ਼ਾ,সিমুলেশন  ভাষা
ਸਿਮੂਲੇਟਰ,সিমুলেটর
ਸਿਮਟਲ  ਪਹੁੰਚ,যুগপত  অ্যাক্সেস
ਸਿਮਟਲ  ਕੰਪਿ computer ਟਰ,যুগপত  কম্পিউটার
ਸਿਮਟਲ ਇੰਪੁੱਟ  ਆਉਟਪੁੱਟ,একযোগে ইনপুট  আউটপুট
ਸਿਮਟਲ  ਓਪਰੇਸ਼ਨ,যুগপত  অপারেশন
ਸਿਮਟਲ  ਕਾਰਵਾਈ,যুগপত  প্রক্রিয়াজাতকরণ
ਸਿਮਟਲ  ਸੰਚਾਰ,যুগপত  সংক্রমণ
ਇਕੋ ਪਤਾ,একক ঠিকানা
ਇਕੋ ਪਤਾ  ਕੋਡ,একক ঠিকানা  কোড
ਇਕੋ ਪਤਾ  ਹਦਾਇਤ,একক ঠিকানা  নির্দেশ
ਇਕੋ ਪਤਾ  ਸੁਨੇਹਾ,একক ঠিকানা  বার্তা
ਇਕੋ ਅਸਾਈਨਮੈਂਟ  ਭਾਸ਼ਾ,একক অ্যাসাইনমেন্ট  ভাষা
ਸਿੰਗਲ ਬਫਰਿੰਗ,একক বাফারিং
ਸਿੰਗਲ ਸਰਕਟ,একক সার্কিট
ਸਿੰਗਲ ਚੱਕਰ ਕੁੰਜੀ,একক চক্র কী
ਸਿੰਗਲ ਡੋਮੇਨ  ਨੈੱਟਵਰਕ,একক ডোমেন  অন্তর্জাল
ਇਕੋ ਗਲਤੀ,একক ত্রুটি
ਇਕੋ ਬਾਰੰਬਾਰਤਾ  ਸੰਕੇਤ,একক ফ্রিকোয়েন্সি  সংকেত
ਇਕੋ ਹਦਾਇਤ  ਮਲਟੀਪਲ ਡਾਟਾ,একক নির্দেশ  একাধিক ডেটা
ਇਕੋ ਲੰਬਾਈ  ਕੰਮ ਕਰਨਾ,একক দৈর্ঘ্য  কাজ
ਸਿੰਗਲ ਦਫਤਰ  ਐਕਸਚੇਂਜ,একক অফিস  বিনিময়
ਸਿੰਗਲ ਓਪਰੇਂਡ  ਸੰਬੋਧਨ ਕਰਨਾ,একক অপারেন্ড  সম্বোধন
ਸਿੰਗਲ ਓਪਰੇਂਡ  ਹਦਾਇਤ,একক অপারেন্ড  নির্দেশ
ਸਿੰਗਲ ਓਪਰੇਸ਼ਨ,একক অপারেশন
ਸਿੰਗਲ ਪਾਸ  ਪ੍ਰੋਗਰਾਮ,একক পাস  কার্যক্রম
ਸਿੰਗਲ ਪੁਆਇੰਟ  ਜ਼ਮੀਨ,একক বিন্দু  গ্রাউন্ড
ਇਕੋ ਸ਼ੁੱਧਤਾ,একক নির্ভুলতা
ਸਿੰਗਲ ਸੈਟ ਅਪ,একক সেট আপ
ਸਿੰਗਲ ਸ਼ੀਟ  ਖਿਲਾਉਣਾ,একক শীট  খাওয়ানো
ਸਿੰਗਲ ਸ਼ਾਟ ਸਰਕਟ,একক শট সার্কিট
ਸਿੰਗਲ ਸਾਈਡ ਬੈਂਡ  ਸੰਚਾਰ,একক সাইড ব্যান্ড  সংক্রমণ
ਇਕੋ ਕਦਮ,একক পদক্ষেপ
ਇਕੋ ਕਦਮ  ਓਪਰੇਸ਼ਨ,একক পদক্ষেপ  অপারেশন
ਸਿੰਗਲ ਥ੍ਰੈਡਿੰਗ,একক থ্রেডিং
ਸਿੰਗਲ ਵਰਟੀਕਲ ਕੁੰਜੀ,একক উল্লম্ব কী
ਸਿੰਗਲ ਲਿੰਕਡ ਲਿਸਟ,এককভাবে লিঙ্কযুক্ত তালিকা
ਸਿੰਕ ਮੌਜੂਦਾ,ডুবিয়ে বর্তমান
ਡੁੱਬ ਰਹੀ ਤਕਨੀਕ,ডুবে যাওয়া কৌশল
ਇਕੋ ਲੰਬਾਈ  ਕੰਮ ਕਰਨਾ,একক দৈর্ঘ্য  কাজ
ਛੇ ਬਿੱਟ ਬਾਈਟ,ছয় বিট বাইট
ਛੇ ਅੰਕ ਦਾ ਅਨੁਵਾਦ,ছয় অঙ্কের অনুবাদ
ਆਕਾਰ,আকার
ਪਿੰਜਰ ਕੋਡ,কঙ্কাল কোড
ਸਕਿ. ਅੱਖਰ,স্কিউ চরিত্র
ਬਹੁਤ ਜ਼ਿਆਦਾ ਭਾਰ,স্কিউ ওভারলোড
ਬੱਝੇ ਰੁੱਖ  (= ਅਸੰਤੁਲਿਤ  ਰੁੱਖ),স্কিউড গাছ  (= ভারসাম্যহীন  গাছ)
ਅਸਫਲ ਅਸਫਲਤਾ,স্কিউ ব্যর্থতা
ਛੱਡੋ,এড়িয়ে যান
ਕੋਡ ਛੱਡੋ,কোড এড়িয়ে যান
ਝੰਡਾ ਛੱਡੋ,পতাকা এড়িয়ে যান
ਹਦਾਇਤ ਛੱਡੋ,নির্দেশ এড়িয়ে যান
ਕੁੰਜੀ ਨੂੰ ਛੱਡੋ,কী এড়িয়ে যান
ਛੱਡਣਾ,স্কিপিং
ਕ੍ਰਮਵਾਰ ਛੱਡੋ  ਐਕਸੈਸ ਵਿਧੀ,ক্রমিক এড়িয়ে যান  অ্যাক্সেস পদ্ধতি
ਸਲੈਕ ਬਾਈਟ,স্ল্যাক বাইট
ਸਲੇਵ ਕੰਪਿ computer ਟਰ,স্লেভ কম্পিউটার
ਸਲੇਵ ਮਸ਼ੀਨ,স্লেভ মেশিন
ਸਲੇਵ ਮੋਡ,স্লেভ মোড
ਸਲੇਵ ਸਟੇਸ਼ਨ,স্লেভ স্টেশন
ਗੁਲਾਮ ਟਿ .ਬ,স্লেভ টিউব
ਸਲੀਪ ਦਰ,স্লিউ রেট
ਟੁਕੜਾ,স্লাইস
ਸਲਾਇਸ ਆਰਕੀਟੈਕਚਰ,স্লাইস আর্কিটেকচার
ਟੁਕੜੇ,স্লিকার
ਕੱਟਣਾ,কাটা
Ope ਲਾਨ ਬਰਾਬਰੀ,Ope ালু সমতা
ਸਲਾਟ,স্লট
ਸਲਾਟ ਐਂਟੀਨਾ,স্লট অ্যান্টেনা
ਸਲੋਟ ਰੀਡਰ,স্লট রিডার
ਹੌਲੀ ਮੌਤ,ধীর মৃত্যু
ਹੌਲੀ ਸਟੋਰੇਜ,ধীর স্টোরেজ
ਹੌਲੀ ਸਮੇਂ ਦੇ ਪੈਮਾਨੇ,ধীর সময় স্কেল
ਛੋਟੇ ਪੈਮਾਨੇ  ਏਕੀਕਰਣ,ছোট স্কেল  মিশ্রণ
ਸਮਾਰਟ ਮਸ਼ੀਨ,স্মার্ট মেশিন
ਸਮਾਰਟ ਟਰਮੀਨਲ,স্মার্ট টার্মিনাল
S-mode ੰਗ ਰਿਕਾਰਡ,এস-মোড রেকর্ড
ਧੂੰਆਂ ਟੈਸਟ,ধোঁয়া পরীক্ষা
ਡਾਟਾ ਨੂੰ ਸਮੋਕੋਲ ਕੀਤਾ,স্মুথড ডেটা
ਸਮੂਥਿੰਗ,স্মুথিং
ਧੱਕਾ,ধাক্কা
ਸਨੈਪ ਸ਼ਾਟ,স্ন্যাপ শট
ਸਨੈਪਸ਼ਾਟ ਡੀਬੱਗ,স্ন্যাপশট ডিবাগ
ਸਨੈਪਸ਼ਾਟ ਡੰਪ,স্ন্যাপশট ডাম্প
ਸਨੈਪਸ਼ਾਟ  ਪ੍ਰੋਗਰਾਮ,স্ন্যাপশট  কার্যক্রম
ਮੌਜੂਦਾ,স্রোত স্রোত
ਸੁੰਘਣਾ,স্নিফিং
ਸਨੋਬਲ,স্নোবোল
ਸਾਕਟ,সকেট
ਸਾਫਟ ਕਾਪੀ,সফট কপি
ਸਾਫਟ ਗਲਤੀ  (= ਅਸਥਾਈ  ਗਲਤੀ),নরম ত্রুটি  (= ক্ষণস্থায়ী  ত্রুটি)
ਸਾਫਟ ਕੀਬੋਰਡ,নরম কীবোর্ড
ਨਰਮ ਖੇਤਰ,নরম খাত
ਨਰਮ ਛੂਟ ਵਾਲੀ ਡਿਸਕ,নরম সেক্টরড ডিস্ক
ਨਰਮ ਛੂਟ ਵਾਲੀ ਡਿਸਕ  ਸਿਸਟਮ,নরম সেক্টরড ডিস্ক  পদ্ধতি
ਨਰਮ ਖੇਤਰ  ਬਣਾਉਣ,নরম খাত  গঠন
ਸਾਫਟ ਸਾੱਫਟਵੇਅਰ,নরম সফ্টওয়্যার
ਸਾਫਟਵੇਅਰ,সফটওয়্যার
ਸਾਫਟਵੇਅਰ  ਅਨੁਕੂਲ,সফটওয়্যার  উপযুক্ত
ਸਾਫਟਵੇਅਰ ਨਿਯੰਤਰਣ,সফ্টওয়্যার নিয়ন্ত্রণ
ਸਾਫਟਵੇਅਰ ਜੰਤਰ,সফ্টওয়্যার ডিভাইস
ਸਾਫਟਵੇਅਰ  ਦਸਤਾਵੇਜ਼,সফটওয়্যার  ডকুমেন্টেশন
ਸਾਫਟਵੇਅਰ ਡਰਾਈਵਰ,সফটওয়্যার ড্রাইভার
ਸਾਫਟਵੇਅਰ  ਇਮੂਲੇਸ਼ਨ,সফটওয়্যার  অনুকরণ
ਸਾਫਟਵੇਅਰ  ਇੰਜੀਨੀਅਰਿੰਗ,সফটওয়্যার  প্রকৌশল
ਸਾਫਟਵੇਅਰ  ਇੰਜੀਨੀਅਰਿੰਗ  ਵਾਤਾਵਰਣ,সফটওয়্যার  প্রকৌশল  পরিবেশ
ਸਾਫਟਵੇਅਰ ਮਕਾਨ,সফটওয়্যার হাউস
ਸਾਫਟਵੇਅਰ ਲਾਈਫ ਚੱਕਰ,সফ্টওয়্যার লাইফ সাইকেল
ਸਾਫਟਵੇਅਰ  ਰੱਖ ਰਖਾਵ,সফটওয়্যার  রক্ষণাবেক্ষণ
ਸਾਫਟਵੇਅਰ ਮਾਨੀਟਰ,সফ্টওয়্যার মনিটর
ਸਾਫਟਵੇਅਰ ਪੈਕੇਜ,সফ্টওয়্যার প্যাকেজ
ਸਾਫਟਵੇਅਰ  ਪ੍ਰੋਟੋਟਾਈਪਿੰਗ,সফটওয়্যার  প্রোটোটাইপিং
ਸਾਫਟਵੇਅਰ ਗੁਣ  ਭਰੋਸਾ,সফ্টওয়্যার মানের  আশ্বাস
ਸਾਫਟਵੇਅਰ ਰਿਕਾਰਡਿੰਗ  ਸਹੂਲਤ,সফ্টওয়্যার রেকর্ডিং  সুবিধা
ਸਾੱਫਟਵੇਅਰ ਭਰੋਸੇਯੋਗਤਾ,সফ্টওয়্যার নির্ভরযোগ্যতা
ਸਾਫਟਵੇਅਰ ਨਿਰਧਾਰਨ,সফ্টওয়্যার স্পেসিফিকেশন
ਸਾਫਟਵੇਅਰ ਸਟੈਕ,সফ্টওয়্যার স্ট্যাক
ਸਾੱਫਟਵੇਅਰ ਸਹਾਇਤਾ  ਸਿਸਟਮ,সফ্টওয়্যার সমর্থন  পদ্ধতি
ਸਾਫਟਵੇਅਰ ਟੂਲ,সফ্টওয়্যার সরঞ্জাম
ਸਾਫਟਵੇਅਰ ਟਰੇਸ  ਮੋਡ,সফ্টওয়্যার ট্রেস  মোড
ਸੋਲਡਰ ਮਾਸਕ,ঝাল মাস্ক
ਠੋਸ ਗਲਤੀ,কঠিন ত্রুটি
ਠੋਸ ਫੋਂਟ ਪ੍ਰਿੰਟਰ,সলিড ফন্ট প্রিন্টার
ਠੋਸ ਤਰਕ  ਟੈਕਨੋਲੋਜੀ,সলিড লজিক  প্রযুক্তি
ਠੋਸ ਰਾਜ,কঠিন অবস্থা
ਠੋਸ ਰਾਜ  ਭਾਗ,কঠিন অবস্থা  উপাদান
ਠੋਸ ਰਾਜ  ਕੰਪਿ computer ਟਰ,কঠিন অবস্থা  কম্পিউটার
ਠੋਸ ਰਾਜ ਯਾਦਦਾਸ਼ਤ,সলিড স্টেট মেমরি
ਘੁਲਣਸ਼ੀਲ,সমাধানযোগ্য
ਸੋਨਿਕ ਦੇਰੀ ਲਾਈਨ,সোনিক বিলম্ব লাইন
ਕ੍ਰਮਬੱਧ ਨੂੰ ਕ੍ਰਮਬੱਧ  ਕਾਰਕ,বাছাই ব্লকিং  ফ্যাক্টর
ਸੌਰਟਰ,সোর্টার
ਕਿਸਮ ਦੀ ਕਿਸਮ ਦੀ ਕਿਸਮ,প্রজন্ম বাছাই করুন
ਸੌਰਸਾਈਨ ਸਕ੍ਰੈਚ  ਚੇਪੀ,স্ক্র্যাচ বাছাই করুন  টেপ
ਛਾਂਟੀ ਕਰਨਾ,শ্রেণীবিভাজন
ਛਾਂਟੀ ਕਰਨ ਵਾਲੀ ਚੀਜ਼,বাছাই আইটেম
ਛਾਂਟਣਾ ਪ੍ਰੋਗਰਾਮ,বাছাই প্রোগ্রাম
ਛਾਂਟੀ ਕਰਨਾ  ਸਮਾਂ,রিওয়াইন্ড বাছাই করা  সময়
ਕ੍ਰਮਬੱਧ ਕਰਨ ਦੀ ਛਾਂਟੀ ਕਰਨਾ  ਕੁੰਜੀ,সিকোয়েন্সিং বাছাই করা  চাবি
ਸਤਰ ਨੂੰ ਛਾਂਟਣਾ,বাছাই স্ট্রিং
ਵਰਕ ਟੇਪ ਨੂੰ ਛਾਂਟਣਾ (= ਕ੍ਰਮਬੱਧ ਸਕ੍ਰੈਚ ਟੇਪ),কাজ টেপ বাছাই (= বাছাই করা স্ক্র্যাচ টেপ)
ਕੁੰਜੀ ਨੂੰ ਕ੍ਰਮਬੱਧ ਕਰੋ,বাছাই কী
ਲੜੀਬੱਧ ਸੋਧ,মার্জ বাছাই করুন
ਲੜੀਬੱਧ ਸਹੂਲਤ ਨੂੰ ਕ੍ਰਮਬੱਧ ਕਰੋ,মার্জ সুবিধা বাছাই করুন
ਲੜੀਬੱਧ ਸੋਧ  ਜੇਨਰੇਟਰ,মার্জ বাছাই করুন  জেনারেটর
ਲੜੀਬੱਧ ਸੋਧ  ਪ੍ਰੋਗਰਾਮ,মার্জ বাছাই করুন  কার্যক্রম
ਕ੍ਰਮਬੱਧ ਪਾਸ,বাছাই পাস
ਕ੍ਰਮਬੱਧ ਪ੍ਰੋਗਰਾਮ,বাছাই প্রোগ্রাম
ਚੋਣ ਕ੍ਰਮਬੱਧ,বাছাই বাছাই
ਸਹੂਲਤ ਦੀ ਸਹੂਲਤ,বাছাই ইউটিলিটি
ਸਰੋਤ ਵਰਣਮਾਲਾ,উত্স বর্ণমালা
ਸੂਤਰ ਸੰਕੇਤਾਵਲੀ,সোর্স কোড
ਸੂਤਰ ਸੰਕੇਤਾਵਲੀ  ਅਨੁਕੂਲਤਾ,সোর্স কোড  সামঞ্জস্যতা
ਸਰੋਤ ਕੋਡਿੰਗ,উত্স কোডিং
ਸਰੋਤ ਕੋਡਿੰਗ  ਸਿਧਾਂਤ,উত্স কোডিং  উপপাদ্য
ਸਰੋਤ  ਸੰਕੁਚਨ  ਕੋਡਿੰਗ,সূত্র  সঙ্কোচন  কোডিং
ਸਰੋਤ  ਸੰਕੁਚਨ  ਕਾਰਕ,সূত্র  সঙ্কোচন  ফ্যাক্টর
ਸਰੋਤ ਕੰਪਿ computer ਟਰ,উত্স কম্পিউটার
ਸਰੋਤ ਡਾਟਾ,উৎস তথ্য
ਸਰੋਤ ਡਾਟਾ  ਗ੍ਰਹਿਣ,উৎস তথ্য  অধিগ্রহণ
ਸਰੋਤ ਡਾਟਾ  ਆਟੋਮੈਟੇਸ਼ਨ,উৎস তথ্য  অটোমেশন
ਸਰੋਤ ਡਾਟਾ ਕਾਰਡ,উত্স ডেটা কার্ড
ਸਰੋਤ ਡੈੱਕ,উত্স ডেক
ਸਰੋਤ ਦਸਤਾਵੇਜ਼,উৎস নথি
ਸਰੋਤ ਸੰਪਾਦਕ,উত্স সম্পাদক
ਸਰੋਤ ਫਾਈਲ,উত্স ফাইল
ਸਰੋਤ ਕੁੰਜੀ,উত্স কী
ਸਰੋਤ ਭਾਸ਼ਾ,উৎস ভাষা
ਸਰੋਤ ਭਾਸ਼ਾ  ਡੀਬੱਗਿੰਗ,উৎস ভাষা  ডিবাগিং
ਸਰੋਤ ਭਾਸ਼ਾ  ਅਨੁਵਾਦ,উৎস ভাষা  অনুবাদ
ਸਰੋਤ ਲਾਇਬ੍ਰੇਰੀ,উত্স গ্রন্থাগার
