Kannada,Marathi
ಸ್ಟ್ರೆಪ್ಟೊಕೊಕಸ್,स्ट्रेप्टोकोकस
ಸ್ಟ್ರೆಪ್ಟೋಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ,स्ट्रेप्टोकोकस न्यूमोनिया
ಸ್ಟ್ರೆಪ್ಟೋಕಿನೇಸ್,स्ट्रेप्टोकिनेज
ಹತೋಟಿ ನೋಟ,स्ट्रीटेड देखावा
ಹಿಸುಕುವ,स्ट्रीटेड स्नायू
ಶತ್ರು,Stration
ಶತ್ರು,Stration
ಕಟ್ಟುನಿಟ್ಟಾದ ಆಸ್ಮೋರ್ಗ್ಯುಲೇಟರ್,कठोर ओस्मोरग्युलेटर
ಪಟಲ,स्ट्रीगा
ಸ್ಟ್ರಿಪ್ ಬೆಳೆ,पट्टी पीक
ಚೂರು,स्ट्रॉबिलस
ಹಲ್ಲು ನೀರು,स्ट्रॉम वॉटर
ಚೂರು,स्ट्रॉमा
ಅಂಗುಳು,स्ट्रॉमल टिशू
ಬಲವಾದ ಕಡಿಮೆಗೊಳಿಸುವ ಏಜೆಂಟ್,मजबूत कमी करणारे एजंट
ಸ್ಟ್ರಾಂಷಿಯಂ -90,स्ट्रॉन्टियम -90
ರಚನಾ ಪ್ರೋಟೀನ್,स्ट्रक्चरल प्रोटीन
ಅಸ್ತಿತ್ವಕ್ಕಾಗಿ ಹೋರಾಟ,अस्तित्वासाठी संघर्ष
ಗಡಿ,स्ट्रुथिओ
ಕಂಟಕಿಯ,स्ट्राइकिनिन
ಕುಂಠಿತ ಬೆಳವಣಿಗೆ,स्टंट वाढ
ಕುತೂಹಲ,स्टंटिंग
ಶೈಲಿ,शैली
ಶೈಲಿ,शैली
ಶೈಲಪೂಧದ,स्टाईलोपोडियम
ಶೈಲಪೂಧದ,स्टाईलोपोडियम
ಉಪ ವೈಮಾನಿಕ ಮಾರ್ಪಾಡು,सब एरियल सुधारणे
ಉಪ ಸಂಸ್ಕರಣೆ,उप संस्कृती
ಉಪ ಮಣ್ಣು,उप माती
ಉಪ ಘಟಕ,सब युनिट
ಉಪ ಘಟಕ,सब युनिट
ಉಪವರ್ಗ,सबक्लास
ಸಬ್‌ಕ್ಲಾವಿಯನ್ ಅಪಧಮನಿ,सबक्लेव्हियन धमनी
ಸುಧಾರಣೆಯ,त्वचेखालील
ಚಿರತೆ,सबफिब्रे
ವ್ಯಕ್ತಿನಿಷ್ಠ ವಿಧಾನ,व्यक्तिनिष्ठ दृष्टीकोन
ಸೃಜನಶಾಧಿ ಗ್ರಂಥಿ,सबलिंगुअल ग्रंथी
ಸಬ್‌ಮ್ಯಾಂಡಿಬ್ಯುಲರ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,सबमॅन्डिब्युलर गॅंग्लियन
ಸಬ್‌ಮ್ಯಾಂಡಿಬ್ಯುಲರ್ ಲಾಲಾರಸ ಗ್ರಂಥಿ,सबमॅन्डिब्युलर लाळ ग्रंथी
ಮುಳುಗಿದ,बुडले
ಮುಳುಗಿದ ಎಲೆ,पाण्यात बुडलेले
ಮುಳುಗುವಿಕೆ,बुडवणे
ಮೊದಲಿನ,सबमेटेसेन्ट्रिक
ಸಬ್‌ಕೊಸಾ,सबमुकोसा
ಸಬ್‌ಕೊಸಾ,सबमुकोसा
ನೆಗೆಲು,उपनगर जहाज
ಸಬೊಸೊಫೇಜಿಲ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,सुबोफेजियल गॅंग्लियन
ಸ್ಥಳಾವಕಾಶ,उप -लोकसंख्या
ಉಪಜಾತಿಗಳು,उपप्रजाती
ಸಜ್ಜುಗೊಂಡು,सबस्टेज कंडेन्सर
ಬದಲಾವಣೆ,प्रतिस्थापन
ಸಕಲಿಯ ಕೋಣೆ,सबस्टोमॅटल चेंबर
ತಲಾಧಾರ-ಬಂಧಿಸುವ ತಾಣ,सब्सट्रेट-बाइंडिंग साइट
ತಲಾಧಾರ,सब्सट्रेट
ತಲಾಧಾರ,सब्सट्रेट
ತಲೆಗುರುಕು,सबस्ट्रेटम
ಉಪಪ್ರದೇಶದ,उपोष्णकटिबंधीय
ಉಪನಾಯ,सबट्यूब्यूल
ಸತತ ಹೆಚ್ಚಿನ ಟ್ರೋಫಿಕ್ ಮಟ್ಟ,सलग उच्च ट्रॉफिक पातळी
ನಿರ್ಜಲೀಕರಣ,सक्सीनेट डिहायड्रोजनेस
ಕರ್ಣೀಯ ಡಿಹೈಡ್ರೋಜಿನೇಸ್,सक्सिनिक डिहायड्रोजनेस
ಸಕ್ಸಿನೈಲ್ ಕೋನ್ಜೈಮ್,सक्सिनिल कोएन्झाइम
ತುತ್ತವಾಗಿರುವುದು,सुकुलन्स
ರಸವತ್ತಾದ,रसदार
ಮುಳುಗುವವನು,शोषक
ಮುಳುಗುವವನು,शोषक
ಸಕ್ಕರೆ ಮೀನು,शोषक मासे
ಹೀರುವ ಮೂಲ,शोषक मूळ
ಸ್ರೋಸ್,सुक्रोज
ಸಕ್ಕರೆ,साखर
ಸಲ್ಕಸ್ (ಸಣ್ಣ ತೋಡು),सल्कस (लहान खोबणी)
ಗಂಧಕ,गंधक
ಗಂಧಕದ ಹರಳು,सल्फर ग्रॅन्यूल
ಸನ್ಹೆಂಪ್,सनहॅम्प
ಸುದ್ರು,सनड्यू
ಮುಳುಗಿದ ಸ್ಟೊಮಾಟ,बुडलेले स्टोमाटा
ಬಿಸಿಲು,सूर्यप्रकाश
ಸೂಪರ್ ಕ್ಲಾಸ್,सुपरक्लास
ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್,सुपर कॉलिंग
ಶ್ರೇಷ್ಠ ಮತ್ತು ಕೆಳಮಟ್ಟದ ಪಾಲಿಯಾ,श्रेष्ठ आणि निकृष्ट पालिया
ಉನ್ನತ ಸೆರೆಬೆಲ್ಲಾರ್ ಪೆಡಂಕಲ್,सुपीरियर सेरेबेलर पेडनकल
ಉನ್ನತ ಕೊಲಿಕ್ಯುಲಸ್,उत्कृष्ट कोलिक्युलस
ಶ್ರೇಷ್ಠ ಹೆಣ್ಣು,उत्कृष्ट महिला
ಶ್ರೇಷ್ಠ ಪುರುಷ,श्रेष्ठ नर
ಉನ್ನತ ಮೆಸೆಂಟೆರಿಕ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,सुपीरियर मेसेन्टरिक गॅंग्लियन
ಶ್ರೇಷ್ಠ ಅಂಡಾಶಯ,उत्कृष्ट अंडाशय
ಶ್ರೇಷ್ಠ,अलौकिक
ಅತಿರೇಕದ,सुपरपॉड
ಸೂಪರ್‌ಸ್ಕ್ರಿಪ್ಟ್,सुपरस्क्रिप्ट
ಸೂಪರ್‌ಸ್ಕ್ರಿಪ್ಟ್,सुपरस्क्रिप्ट
ಸುಪ್ರಾವೆಸೊಫೇಜಿಲ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,सुप्रोओफेजियल गॅंग्लियन
ಸುಪ್ರಾಸ್ಕಪುಲಾ,सुपरस्कापुला
ಮೇಲ್ಮೈ ಪ್ರತಿಜನಕ,पृष्ठभाग प्रतिजैविक
ಮೇಲ್ಮೈ ಪ್ರದೇಶದ,पृष्ठभागाचे क्षेत्रफळ
ಮೇಲ್ಮೈ ನಿವಾಸಿ,पृष्ठभाग रहिवासी
ಮೇಲ್ಮೈ ಕ್ರಿಮಿನಾಶಕ,पृष्ठभाग निर्जंतुकीकरण
ಶಸ್ತ್ರದಳರಿ,शस्त्रक्रिया
ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ಹಸ್ತಕ್ಷೇಪ,शस्त्रक्रिया हस्तक्षेप
ಬಾಡಿಗೆ ತಾಯಿ,सरोगेट आई
ಉಳಿ,सर्व्हायव्हल
ಪ್ರಭಾವಕ್ಕೆ,संवेदनशीलता
ಅಮಾನತು ಸಂಸ್ಕೃತಿ,निलंबन संस्कृती
ಅಮಾನತುಗೊಲು,निलंबन अस्थिबंधन
ಸುಸ್ಥಿರ ಕೃಷಿ,शाश्वत शेती
ಸುಸ್ಥಿರ ಅಭಿವೃದ್ಧಿ,शाश्वत विकास
ಹೊಲಿಗೆ,सिव्हन
ಸ್ವೆಡ್ಬರ್ಗ್ ಘಟಕ,Swedberg युनिट
ಟೈಲ್ಡ್ ಚಿಟ್ಟೆಯನ್ನು ನುಂಗಿಕೊಳ್ಳಿ,शेपूट फुलपाखरू गिळंकृत करा
ನುಂಗುವುದು,गिळंकृत
ಜಗಳ,दलदलीचा
ಹಿಂಡು,झुंड
ಬೆವರು,घाम
ಬೆವರು ಗ್ರಂಥಿ,घाम ग्रंथी
ಬೆವರುವುದು,घाम येणे
ಬೆವರುವುದು,घाम येणे
ಸಿಹಿ ಕ್ಲೋವರ್,गोड क्लोव्हर
ಸ್ವಿಸ್ ಚೀಸ್,स्विस चीज
ಕತ್ತಿ ಮೀನು,तलवार मासे
ಕತ್ತಿ ಬೇರಿನ ಮೀನು,पहारेकरी मासे
ಸಿನ್ಕಾನ್,सायकॉन
ಸಿನೊನಸ್,सायकॉनस
ಸಂಕೇತ,प्रतीक
ಸಹಜೀವನದ,सहजीवन
ಸಹಜೀವನ,सहजीवन
ಸಹಜೀವನದ ಸಾರಜನಕ ಫಿಕ್ಸರ್,सहजीवन नायट्रोजन फिक्सर
ಸಹಜೀವನದ ಸಾರಜನಕ ಸ್ಥಿರೀಕರಣ,सहजीवन नायट्रोजन फिक्सेशन
ಚಿಹ್ನೆ,चिन्ह
ಸಾಂಕೇತಿಕ,प्रतीकात्मक
ಸಮ್ಮಿತೀಯ,सममितीय
ಸಹಾನುಭೂತಿಯ,सहानुभूतीशील
ಸಹಾನುಭೂತಿಯ ಗ್ಯಾಂಗ್ಲಿಯಾನ್ ಸರಪಳಿ,सहानुभूतीशील गॅंग्लियन साखळी
ಸಹಾನುಭೂತಿ ವಿವರಣೆ,सहानुभूती विशिष्ट
ಸಿಂಫಿಸಿಕೆ,सिम्फिसिस
ಸಂಕೇತ,सिम्प्लॅझम
ಸಿಂಪ್ಲಾಸ್ಟಿಕ್ ಹಾದಿ,सिम्प्लास्टिक पथ
ನ ೦ ಬಿಕೆ,सिमपोर्ट
ಸ ೦ ತಕಾಯ,Synapse
ಸಿನಾಪ್ಸಿಮಿ,Synapsid
ಸಿನಾಪ್ಸಿಸ್,Synapsiss
ಸಿನಾಪ್ಸಿಸ್,Synapsiss
ಸಿನಾಪ್ಟಿಕ್ ಸೀಳು,सिनॅप्टिक फाट
ಸಿನಾಪ್ಟಿಕ್ ನಾಬ್ (ಗಂಟು),सिनॅप्टिक नॉब (गाठ)
ಸಿನಾಪ್ಟಿಕ್ ಕೋಶಕ,सिनॅप्टिक वेसिकल
ಸಿನಾಪ್ಟೋನ್ಮಲ್ ಸಂಕೀರ್ಣ,Synaptonemal कॉम्प्लेक्स
ಸಿಂಕೆ,Syncarpus
ಸನ್ನಿ,Syncytium
ಸನ್ನಿ,Syncytium
ರೋಗಗಳು,सिंड्रोम
ಸೈನಿಕಾಲಜಿ,Synecology
ಸಹರಿ,Synergid
ಸಹಕ್ರಿಯೆಯ,Synergistic
ಸೇನಾ,Syngamy
ಸೈದೋವಿಯಲ್ ಕುಹರ,सायनोव्हियल पोकळी
ಸೈನೋವಿಯಲ್ ದ್ರವ,सायनोव्हियल फ्लुइड
ಸಂಶ್ಲೇಷಣೆ,संश्लेषण
ಸಂಶ್ಲೇಷಿತ,कृत्रिम
ಸಂಶ್ಲೇಷಿತ ಪಾತ್ರ,कृत्रिम वर्ण
ಸಿಫಿಲಿಸ್,सिफलिस
ವ್ಯವಸ್ಥಿತತಾವಾದಿ,सिस्टीमॅटिक्स
ವ್ಯವಸ್ಥಿತ ಪರಿಚಲನೆ,प्रणालीगत अभिसरण
ವ್ಯವಸ್ಥಿತ ಕಾಯಿಲೆ,प्रणालीगत डिसऑर्डर
ಅವಿವೇಕಿ,सिस्टोल
ಟಿ-ಸೈಟೊಟಾಕ್ಸಿಕ್ ಕೋಶ,टी-सायटोटॉक्सिक सेल
ಟಿ-ಹಿಪ್ಪರ್ ಕೋಶ,टी-हेल्पर सेल
ತಂತ್ರದ ಚಲನೆ,युक्ती चळवळ
ಸ್ಪರ್ಶ,स्पर्शिक उत्तेजन
ತಳ್ಳುವಾದ,टॅडपोल
ತಳಹದ,टेनिया
ಟಾಗೆಟ್ಸ್ ಪೆಟುಲಾ,टॅगेट्स पेटुला
ತೈಚುಂಗ್ ಸ್ಥಳೀಯ ನಾನು,तैचुंग मूळ i
ಹುರೈಂಡ್,चिंचे
ತಾಮರಿಕ್ಸ್,तामारिक्स
ಟೈಂಡಮ್ ಪುನರಾವರ್ತನೆ,टँडम पुन्हा करा
ತಿರುವು,तांडू
ಹಳ್ಳ,टॅनिन
ರೂಟ್ ಸಿಸ್ಟಮ್ ಟ್ಯಾಪ್ ಮಾಡಿ,टॅप रूट सिस्टम
ಟೇಪ್ ಹುಳು,टेप अळी
ತೇಪೆ,टेपेटम
ಒಂದು ಬಗೆಯ ಉಣ್ಣಿ,टॅपिओका
ತಾರಗಂಜ,ताराटोजेन
ತಾರಕ್ಸಕಮ್,टॅरेक्साकम
ತಾರಿಯ,टार्सल
ಟಾರ್ಸಿಯರ್ ಸಿಮಿಯನ್ಸ್,टार्सियर सिमियन्स
ಗಾಡಿ,टार्सस
ರುಚಿ ಮೊಗ್ಗು,चव ग्रंथि
ರುಚಿ ರಂಧ್ರ,चव छिद्र
ರುಚಿ ಗ್ರಾಹಕ,चव रिसेप्टर
ಬಿಗಿಯಾದ ಹಾದಿ,टॉटोमरिझम
ತೂರಿಸು,टॅक्सोल
ಹುಲ್ಲುಗಾವಲು,टॅक्सन
ಜೀವಿವರ್ಗೀಕರಣ ಶಾಸ್ತ್ರ,वर्गीकरण गट
ಜೀವಿವರ್ಗೀಕರಣದ ಕ್ರಮಾನುಗತ,वर्गीकरण पदानुक्रम
ಭಾಷಾ ವಿಜ್ಞಾನಿ,वर्गीकरणवादी
ಜೀವಿವರ್ಗೀಕರಣ ಶಾಸ್ತ್ರಗಳು,वर्गीकरण
ಟಿ-ಡಿಎನ್‌ಎ,टी-डीएनए
ತಂತ್ರಜ್ಞಾನ,तंत्रज्ञान
ಗುಡ್ಡದ ಪೊರೆಯ,टेक्टोरियल झिल्ली
ತಪಾಸು,टेगमेन
ಮಜಲು,Tegument
ಟಿಕೋಯಿಕ್ ಆಮ್ಲ,टिचोइक acid सिड
ಟೆಲಿಗ್ರಾಫಿಕ್ ಸಿಗ್ನಲ್ ಪ್ರಸರಣ,टेलिग्राफिक सिग्नल ट्रान्समिशन
ಟೆಲಿನ್ಸ್ಫಾಲ,टेरेन्सेलॉन
ಲೋಕದ,टेलोसेन्ट्रिक
ಕಾಲಹಣ,टेलोमेरे
ಜಿಲ್ಲಾ,टेलोफेस
ಜಿಲ್ಲಾ,टेलोफेस
ಸಮಶೀತೋದ್ದರುವ,समशीतोष्ण
ಸಮಶೀತೋಷ್ಣ ವಿಶಾಲ ಎಲೆ ಅರಣ್ಯ ಬಯೋಮ್,समशीतोष्ण ब्रॉड लीफ फॉरेस्ट बायोम
ಸಮಶೀತರ,समशीतोष्ण शंकूच्या आकाराचे जंगल
ಸಮಶೀತೋಷ್ಣ ಹುಲ್ಲುಗಾವಲು,समशीतोष्ण गवताळ प्रदेश
ಸಮಶೀತೋಷ್ಣ ಸೂಜಿ ಎಲೆ ಅರಣ್ಯ ಬಯೋಮ್,समशीतोष्ण सुई लीफ फॉरेस्ट बायोम
ತಾಪಮಾನ,तापमान
ಟೆಂಪ್ಲೇಟು,टेम्पलेट
ಟೆಂಪ್ಲೇಟ್ ಡಿಎನ್‌ಎ,टेम्पलेट डीएनए
ತಾತ್ಕಾಲಿಕ,ऐहिक
ತಾತ್ಕಾಲಿಕ,ऐहिक
ತಾತ್ಕಾಲಿಕ,ऐहिक
ತಾತ್ಕಾಲಿಕ ಮೂಳೆ,अस्थायी हाड
ತಾತ್ಕಾಲಿಕ ಹಾಲೆ,ऐहिक कानाची पाळ
ಸ್ನಾಯುರಜ್ಜು,कंडरा
ಉರುಳಿಸು,टेंड्रिल
ಗ್ರಹಣಾಂಗಗಳ,तंबू
ಕಟಾವು,टेरेबेला
ತಿರಸ್ಕಾರದ,तेरेडो
ಟರ್ಮಿನಲ್ ಮೊಗ್ಗು,टर्मिनल अंकुर
ಮುಕ್ತಾಯ,समाप्ती
ಮುಕ್ತಾಯ ಕೋಡಾನ್,टर्मिनेशन कोडन
ಹಿಗ್ಲುಬೀಜ,Terpene
ಭೂಮಂಡಲದ,जमिनीवर राहणारा
ಭೂಮಿಯ ಸಮುದಾಯ,स्थलीय समुदाय
ಭೂಮಿಯ ಸಸ್ಯ,स्थलीय वनस्पती
ಭೂಮಿಯ ಕಶೇರುಕಗಳು,स्थलीय कशेरुक
ಬಂಗಾಳದ ಭಯೋತ್ಪಾದನೆ,बंगालचा दहशत
ತೃತೀಯ,तृतीयक
ತಾತ್ಕಾಲಿಕ ಕೋಶ ಗೋಡೆ,तृतीयक सेल भिंत
ತೃತಾನದ ಅವಧಿ,तृतीय कालावधी
ಪರೀಕ್ಷೆ,चाचणी क्रॉस
ಪರೀಕ್ಷಾ,टेस्टा
ಟೆಸ್ಟೋಸ್ಟರಿ,टेस्टोस्टेरॉन
ವೃಕ್ಷ,टेस्टिक्युलर लोब्यूल
ವೃಷಣ,अंडकोष
ಪರೀಕ್ಷಾ,टेस्ट्यूडो
ಟೀಟನಸ್ ಟಾಕ್ಸಿನ್,टिटॅनस विष
ಗಾಬಲ್ಯದ,टेटनी
ಕೋಷ್ಟಕ,टेट्रासाइक्लिन
ಕಸಚೂರಿ,टेट्रॅड
ಚಾಣಾಕ್ಷ,टेट्रॅमर
ಕಸುಕರ,टेट्रॅमरस
ಥಾಲಾಮಿಫ್ಲೋರೇ,थॅलामीफ्लोरे
ಗಾಡಿ,थॅलेमस
ಥಾಲಾಯ್ಡ್ ದೇಹ,थॅलोइड शरीर
ಹಾಳತ,Thallofeyta
ಹರಿವು,थॅलस
ಕಜ್ಜಿ,Theching सामग्री
ಥೆಕಲ್ ಕೋಶ,Thecal सेल
ಥೆಕೋಡಾಂಟ್,Thecodont
ಜರ್ಮ್‌ಪ್ಲಾಸಂನ ಸಿದ್ಧಾಂತ,जर्मप्लाझमचा सिद्धांत
ಆನುವಂಶಿಕ ಸಿದ್ಧಾಂತ,वारसा सिद्धांत
ನೈಸರ್ಗಿಕ ಆಯ್ಕೆಯ ಸಿದ್ಧಾಂತ,नैसर्गिक निवडीचा सिद्धांत
ಪ್ಯಾಂಜೆನೆಸಿಸ್ ಸಿದ್ಧಾಂತ,पेंजेनेसिसचा सिद्धांत
ಅಂಗಗಳ ಬಳಕೆಯ ಸಿದ್ಧಾಂತ ಮತ್ತು ಅಂಗದ ಬಳಕೆಯ,अवयवाचा वापर आणि वापराचा सिद्धांत
ಚಿಕಿತ್ಸಕ ಜೀನ್,उपचारात्मक जनुक
ಚಿಕಿತ್ಸಾಲಯದಂತೆ,उपचारात्मकपणे
ಉಷ್ಣ ಮಾಲಿನ್ಯ,थर्मल प्रदूषण
ಉಷ್ಣ ನಿಯಂತ್ರಣ,थर्मल रेग्युलेशन
ಉಷ್ಣ ಶ್ರೇಣೀಕರಣ,थर्मल स्तरीकरण
ಥರ್ಮಾಕೈಡೋಫೈಲ್,थर्मोआसीडोफाइल
ಥರ್ಮೋಕ್ಲಿನ್,थर्मोकलाइन
ಥರ್ಮೋಕ್ಲಿನ್,थर्मोकलाइन
ಉಷ್ಣಬಲತೆ,थर्मोडायनामिक
ಥರ್ಮೋನ್ಯಾಸ್ಟಿ,थर्मोनॅस्टी
ಥರ್ಮೋನ್ಯೂಕ್ಲಿಯರ್ ಸ್ಫೋಟ,थर्मोन्यूक्लियर स्फोट
ಥರ್ಮೆಪ್ರೆಸಿಸಂ,थर्मोपेरिओडिझम
ಥರ್ಮೋರೆಸೆಪ್ಟರ್,थर्मोरेसेप्टर
ಥರ್ಮೋರ್ಗ್ಯುಲೇಷನ್,थर्मोरेग्युलेशन
ಥರ್ಮೋಸ್ಟೇಬಲ್,थर्मोस्टाबे
ಥರ್ಮಸ್ಟೇಟ್,थर्मोस्टेट
ಥರ್ಮೋಟಾಕ್ಸನ,थर्मोटॅक्सिस
ಥರ್ಮಸ್ ಅಕ್ವಾಟಿಕಸ್,थर्मस एक्वाटसस
ತೆಳುವಾದ ಭಾಗ,पातळ विभाग
ಥಿಯೋಬಾಸಿಲಸ್,थायोबॅसिलस
ಎಬ್ಬಗಳ ಮಹಾಪಧಮನಿಯ,थोरॅसिक महाधमनी
ಥರಾಸಿಕ್ ಕುಹರ,थोरॅसिक पोकळी
ಥರಾಸಿಕ್ ಗ್ಯಾಂಗ್ಲಿಯಾ,थोरॅसिक गॅंग्लिया
ಥ್ರಾಸಿಕ್ ವಿಭಾಗ,थोरॅसिक विभाग
ಥರಾಸಿಕ್ ಕಶೇರು,थोरॅसिक व्हर्टेब्रा
ಥೊರಾಕೊಲಂಬರ್ ಹೊರಹರಿವು,थोरॅकोलबर्ग आउटफ्लो
ಥೊರಾಕೊಲಂಬರ್ ಪ್ರದೇಶ,थोरॅकोलबर्ग प्रदेश
ಥರಾಕ್ಸ್,वक्षस्थळ
ಮುಳ್ಳು,काटा
ಮೂರು ಆಯಾಮದ ರಚನೆ,तीन आयामी रचना
ಮಿತಿ,उंबरठा उत्तेजन
ಗದ್ದನ,थ्रोम्बोसाइट
ಗದ್ದಲದ,थ्रोम्बोप्लास्टिन
ಗದ್ದಲ,थ्रोम्बोसिस
ಥೈಲಾಸಸ್,थायलासिनस
ಥೈಲಾಕಾಯು,थायलाकोइड
ಥೈಲಾಕಾಯಿಡ್ ಪೊರೆಯ,थायलाकोइड पडदा
ಥೈಮ್ನೆ,थाईमाइन
ಥೈಮೋಸಿನ್,थाइमोसिन
ಥೈಮಸ್,थायमस
ಥೈರೊಕಾಲ್ಸಿಟೋನಿನ್,थायरोकॅलसिटोनिन
ಥೈರಾಯ್ಡ್,थायरॉईड फॉलिकल
ಥೈರಾಯ್ಡ್ ಗ್ರಂಥಿ,कंठग्रंथी
ಥೈರಾಯ್ಡ್ ಗ್ರಂಥಿ ಹಾರ್ಮೋನ್,थायरॉईड ग्रंथी हार्मोन
ಥೈರಾಯ್ಡ್ ಹಾರ್ಮೋನ್,थायरॉईड संप्रेरक
ಥೈರಾಯ್ಡ್ ಉತ್ತೇಜಕ ಹಾರ್ಮೋನ್ (ಟಿಎಸ್ಹೆಚ್),थायरॉईड उत्तेजक संप्रेरक (टीएसएच)
ಥೈರೊಟ್ರೋಫ್,थायरोट्रोफ
ಥೈರೊಟ್ರೊಪಿನ್ ಬಿಡುಗಡೆ ಮಾಡುವ ಹಾರ್ಮೋನ್ (ಟಿಆರ್ಹೆಚ್),थायरोट्रोपिन रिलीझिंग हार्मोन (टीआरएच)
ಟಿಐ (ಟ್ಯೂಮರ್ ಪ್ರಚೋದಕ) ಪ್ಲಾಸ್ಮಿಡ್,टी (ट्यूमर इंडकिंग) प्लाझमिड
ಟಿಬಿಯ,टिबिया
ಹಾಯಿಸು,टिक
ಕಾಚಾಗೆ,टिक ताप
ಭರತದ ಜವುಗು,भरतीसंबंधी मार्श
ಭರತದ ಪ್ರಮಾಣ,भरतीसंबंधी खंड
ಗಲಾಟೆ,टिगेलम
ಹುಲಿ ಬೆಕ್ಕು,टायगर मांजर
ತರಿ,टिनोस्पोरा
ಥಿನ್ಸೆಲ್ ಪ್ರಕಾರದ ಫ್ಲ್ಯಾಗೆಲ್ಲಮ್,टिन्सेल प्रकार फ्लॅगेलम
ಸಣ್ಣ ಧ್ರುವೀಯ ಅಣು,लहान ध्रुवीय रेणू
ಅಂಗಾಂಶ ಮಟ್ಟ,ऊतक पातळी
ಅಂಗಾಂಶ ಪ್ಲಾಸ್ಮಿನೋಜೆನ್ ಆಕ್ಟಿವೇಟರ್,ऊतक प्लाझ्मीनोजेन अ‍ॅक्टिवेटर
ಅಂಗಾಂಶ ಟೈಪಿಂಗ್,ऊतक टाइपिंग
ಟಿ-ಕೊಲೆ ಕೋಶ,टी-किलर सेल
ಕವಣೆ,तिरस्करणीय व्यक्ती
ಗಲಾಟೆ,टॉडस्टूल
ತಂಬಾಕು ಬಡ್ವರ್ಮ್,तंबाखू बुडवर्म
ತಂಬಾಕು ಮೊಸಾಯ,तंबाखू मोज़ेक
ತಂಬಾಕು ಮೊಸಾಯಿಕ್ ವೈರಸ್ (ಟಿಎಂವಿ),तंबाखू मोज़ेक विषाणू (टीएमव्ही)
ದಾಳದ,टॉडी
ಕಾಲ್ಬೆರಳು,पायाचे बोट
ಸಹಿಷ್ಣು ಪ್ರಭೇದಗಳು,सहनशील प्रजाती
ಟೊಮೆಟೊ ಮೊಸಾಯಿಕ್ ವೈರಸ್,टोमॅटो मोज़ेक विषाणू
ನಾಲಿಗೆ,जीभ
ನಾಲಿಗೆ ಕಸಿ,जीभ कलम
ನೂಕು,टोनोप्लास्ट
ಗಲನ,टॉन्सिल
ಹಲ್ಲು,दात
ಹಲ್ಲಿನ ಬಯಾಪ್ಸಿ ಫೋರ್ಸ್,दातयुक्त बायोप्सी फोर्सप
ಅತಿ ಮಾಂಸಾಹಾರಿ,शीर्ष मांसाहारी
ಮೇಲಿನ ಮಣ್ಣು,शीर्ष माती
ಸ್ಥಳಾಕೃತಿ,टोपोग्राफी
ಟೋಪೊಯೋಸೋಮರಸ್,टोपीओसोमेरेस
ಟಾರ್ಪಿಡೊ (ವಿದ್ಯುತ್ ರೇ),टॉरपीडो (इलेक्ट्रिक रे)
ಒಟ್ಟು ಫಲವತ್ತತೆ ದರ,एकूण प्रजनन दर
ತತ್ತ್ವ,TOTIPOTENCY
ವಿಷದ,विषारी
ವಿಷಕಾರಿ ಜೈವಿಕ ಉತ್ಪನ್ನ,विषारी जैविक उत्पादन
ವಿಷಕಾರಿ ಚಯಾಪಚಯ ತ್ಯಾಜ್ಯ,विषारी चयापचय कचरा
ವಿಷತ್ವ,विषारीपणा
ಗಂಟು,विष
ಒಂದು ತತ್ತ್ವ,टॉक्सोप्लाझ्मा
ಜಾಡಿನ ಅಂಶ,ट्रेस घटक
ಶ್ವಾಸನಾಳ,श्वासनलिका
ಶ್ವಾಸನಾಳದ ವ್ಯವಸ್ಥೆ,श्वासनलिका प्रणाली
ಶ್ವಾಸನಾಳದ ಕೊಳವೆ,श्वासनलिका ट्यूब
ಟ್ರಾಚಿದ್,ट्रेकीड
ಶೃಂಗಸಭೆ,ट्रॅचिओफाइट
ಟ್ರಾಕಿಯೋಫೈಟ್ ಪೂರ್ವಜರು,ट्रेचेओफाइट पूर्वज
ಸಾಂಪ್ರದಾಯಿಕ ಕೃಷಿ ಅರಣ್ಯ ವ್ಯವಸ್ಥೆ,पारंपारिक अ‍ॅग्रोफोरेस्ट्री सिस्टम
ಪಥವನ್ನು ವಿಭಜಕ,ट्रॅजेक्टरी विभाजक
ನೆಮ್ಮದಿ,ट्रॅनक्विलिझर
ವರ್ಗಾವಣೆ,ट्रान्समिनेज
ಟ್ರಾನ್ಸ್ ಮೆಂಬರೇನ್ ಪಂಪ್,ट्रान्स झिल्ली पंप
ಸಾಗಣೆ,संक्रमण
ಪ್ರತಿಲೇಖನ,लिप्यंतरण
ಆರ್ಎನ್ಎ ವರ್ಗಾವಣೆ,हस्तांतरित आरएनए
ವರ್ಗಾವಣೆ,हस्तांतरण
ಪರಿವರ್ತಕ,ट्रान्सफॉर्मंट
ಪರಿವರ್ತಿಸುವ ತತ್ವ,रूपांतर तत्व
ಜೀವಾಂತರ,ट्रान्सजेनिक
ಜೀವಾಂತರ,ट्रान्सजेनिक पीक
