Kannada,Gujarati
ಚುಚ್ಚುವ ವಿಧಾನ,વેધન પદ્ધતિ
ಎರಡನೇ,બીજું
ಎರಡನೇ ಕ್ರಮಾಂಕ (ಎರಡನೇ ವಿಧ),બીજો ક્રમ (બીજો પ્રકાર)
"ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ","વિભાગ, વિભાગ, વિભાગ, વિભાગ, વિભાગ"
"ಉಪವಿಭಾಗ, ವಲಯ, ವಲಯ","પેટાવિભાગ, ક્ષેત્ર, ક્ષેત્ર"
ಕರ್ವ್ ವಿಭಾಗ,વળાંક સેગમેન્ટ
ಸ್ವಯಂ ಬಾಂಧವ್ಯ,સ્વ-આસક્તિ
ಸ್ವಯಂ ಲಗತ್ತಿಸಲಾದ ಆಪರೇಟರ್,સ્વયં જોડાયેલ ઓપરેટર
ಆಟೋಜೈಗಸ್,ઓટોઝાઇગસ
ಅರ್ಧ ಅಕ್ಷ,અડધી ધરી
ಅರ್ಧವೃತ್ತ,અર્ધવર્તુળ
ಕಾಂಕ್ರೀಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,કોંક્રિટ મેટ્રિક્સ
ಅವಿಭಾಜ್ಯ ಚತುರ್ಭುಜ,અભિન્ન ચતુર્ભુજ
ಸಮಿಸ್ಮುಃ,સમિસમુહ
ಅರ್ಧ ಮಧ್ಯಂತರ,અડધો અંતરાલ
ಪ್ರಮುಖ ಅಕ್ಷದ ಅರ್ಥ,અર્થ મુખ્ય ધરી
ಅರೆ ಸಣ್ಣ ಅಕ್ಷ,અર્ધ ગૌણ ધરી
ಬೇರ್ಪಡಿಸಬಹುದಾದ ಬಹುಪದೋಕ್ತಿ,વિભાજિત બહુપદી
ವೇರಿಯಬಲ್ ಪ್ರತ್ಯೇಕತೆ,ચલ અલગતા
ಅನುಕ್ರಮ,ક્રમ
ಸೂಚ್ಯಂಕ ತತ್ವ,અનુક્રમણિકા સિદ્ધાંત
ಅನುಕ್ರಮ ವಿಶ್ಲೇಷಣೆ,ક્રમિક વિશ્લેષણ
ಅನುಕ್ರಮ ಮಾದರಿ,ક્રમિક નમૂના
ವರ್ಗೀಯ ಪರಸ್ಪರ ಸಂಬಂಧ,સ્પષ્ટ સહસંબંધ
"ಸರಣಿ, ಸರಣಿ, ಸರಣಿ","શ્રેણી, શ્રેણી, શ્રેણી"
"ಒಟ್ಟು, ಗಾಳಿಯ ದಿಕ್ಕು, ಸ್ಟ್ರೀಮ್ ದಿಕ್ಕು, ಫ್ರೀಜ್, ಫ್ರೀಜ್ (ver.)","એકંદર, પવનની દિશા, પ્રવાહની દિશા, સ્થિર, સ્થિર (ver.)"
ಸೆಕ್ಸ್ಟಂಟ್,સેક્સટન્ટ
ಶೆವರ್ಟ್ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್,shewhart નિયંત્રણ ચાર્ટ
"ಚಿಹ್ನೆ, ಮೊತ್ತ","ચિહ્ન, રકમ"
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಮಾರ್ಕರ್,મેટ્રિક્સ માર્કર
ಕ್ವಾಡ್ರಾಟಿಕ್ ಚತುರ್ಭುಜ ಚಿಹ್ನೆ,ચતુર્ભુજ ચતુર્ભુજ પ્રતીક
ಸಚಿನ್ ಸಂಖ್ಯೆ,સચિન નંબર
ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ,મહત્વ સ્તર
ಮಹತ್ವ ಪರೀಕ್ಷೆ,મહત્વ પરીક્ષણ
ಗಮನಾರ್ಹ ಅಂಕಗಳು,નોંધપાત્ર ગુણ
ಗುರುತು ಪರೀಕ್ಷೆ,માર્ક ટેસ્ટ
ಚಿಹ್ನೆ ಕಾರ್ಯ,પ્રતીક કાર્ય
ಇದೇ ದೀರ್ಘವೃತ್ತ,સમાન લંબગોળ
ಏಕರೂಪದ ವ್ಯಕ್ತಿ,સજાતીય આકૃતિ
"ಹೋಲಿಕೆ, ಸಾದೃಶ್ಯ","સામ્યતા, સામ્યતા"
ಏಕರೂಪದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સજાતીય મેટ્રિક્સ
ಸರಳ ಮುಚ್ಚಿದ ಕರ್ವ್,સરળ બંધ વળાંક
ಸರಳ ಪರಸ್ಪರ ಸಂಬಂಧ,સરળ સહસંબંધ
ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆ,સરળ હાર્મોનિક ગતિ
ಸರಳ ಯಾದೃಚ್ಛಿಕ ಮಾದರಿ,સરળ રેન્ડમ નમૂના
"ಸೆಟ್, ಸಿಂಪ್ಲೆಕ್ಸ್, ಏಕಪಕ್ಷೀಯ, ಸರಳ","સમૂહ, સિમ્પ્લેક્સ, એકતરફી, સરળ"
ಏಕಮುಖ ಅಲ್ಗಾರಿದಮ್,વન-વે અલ્ગોરિધમ
ಒಂದೇ ಟೇಬಲ್,એક ટેબલ
ಸಿಂಪ್ಸನ್ ಅವರ ಮೂರನೇ ಒಂದು ನಿಯಮ,સિમ્પસનનો એક તૃતીયાંશ નિયમ
ಸಿಮ್ಯುಲೇಶನ್ ವಿಧಾನ,સિમ્યુલેશન પદ્ધતિ
ಏಕಕಾಲಿಕ ಡಿಫರೆನ್ಷಿಯಲ್ ಸಮೀಕರಣಗಳು,એક સાથે વિભેદક સમીકરણો
ಏಕಕಾಲಿಕ ಸಮೀಕರಣಗಳು,એક સાથે સમીકરણો
"ಚಿಹ್ನೆ, ಸೈನ್","ચિહ્ન, સાઈન"
"ಸೈನ್ ಕರ್ವ್, ಸೈನ್ ಕರ್ವ್","સાઈન કર્વ, સાઈન કર્વ"
ಏಕವ್ಯಕ್ತಿ,સોલો
ಏಕತಾನತೆಯ ಕಾರ್ಯ,એકવિધ કાર્ય
ಬೆಸ ಅವಿಭಾಜ್ಯ,વિચિત્ર અભિન્ન
"ವಿಚಿತ್ರತೆ, ವಿಚಿತ್ರತೆ","વિચિત્રતા, વિચિત્રતા"
ಬದಲಾಗದ ಮ್ಯಾಟ್ರಿಕ್ಸ್,અનિવાર્ય મેટ્રિક્સ
ವಿಚಿತ್ರ ಪರಿಹಾರ,વિચિત્ર ઉકેલ
ಮಾದರಿ ಅಳತೆ,નમૂનાનું કદ
ಬೆಸ ವಿತರಣೆ,વિચિત્ર વિતરણ
ವೈವಿಧ್ಯಮಯ ಹರ್ಮಿಟಿಯನ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್,વિજાતીય હર્મિટિયન મેટ્રિક્સ
ಕಾಂಟ್ರಾಸ್ಟ್,વિપરીત
ಬೆಸ ಸಮ್ಮಿತೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,વિચિત્ર સપ્રમાણ મેટ્રિક્સ
ವೇರಿಯಬಲ್ ಅನ್ನು ಕಡಿಮೆಗೊಳಿಸುವುದು,ચલ ન્યૂનતમ
"ಇಳಿಜಾರು, ಇಳಿಜಾರು, ಇಳಿಜಾರು","ઢાળ, ઢાળ, ઢાળ"
ಇಳಿಜಾರು ಗ್ರೇಡಿಯಂಟ್,ઢાળ ઢાળ
"ಆವರಣ, ಚಿಕ್ಕ ಬೈಂಡಿಂಗ್","કૌંસ, ટૂંકા બંધનકર્તા"
ನೇರ ವಕ್ರರೇಖೆ,સીધો વળાંક
ವಿವಿಧ ಕಾರ್ಯ,પરચુરણ કાર્ય
ಸೌರ ಮಂಡಲ,સૂર્ય સિસ્ટમ
,
ಸೊಲೆನಾಯ್ಡ್ ವೆಕ್ಟರ್,સોલેનોઇડલ વેક્ટર
"ಘನ, ದ್ರವ್ಯರಾಶಿ, ಘನ","નક્કર, સમૂહ, સમઘન"
"ಘನ ರೇಖಾಗಣಿತ, ಸ್ಟೀರಿಯೋಸ್ಕೋಪಿಕ್ ಜ್ಯಾಮಿತಿ","ક્યુબિક ભૂમિતિ, સ્ટીરિયોસ્કોપિક ભૂમિતિ"
"ಪರಿಹಾರ, ಸಾಧನ","ઉકેલ, સાધન"
ಸರಣಿ ರೂಪ ಪರಿಹಾರ,શ્રેણી ફોર્મ સોલ્યુશન
ಪರಿಹಾರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સોલ્યુશન મેટ્રિક્સ
ತ್ರಿಕೋನದ ಪರಿಹಾರ,ત્રિકોણનો ઉકેલ
ಪರಿಹಾರ ಜನಸಂಖ್ಯೆ,ઉકેલ વસ્તી
ಸೋನಿನ್ ಬಹುಪದೋಕ್ತಿ,સોનીન બહુપદી
"ಆಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ, ಬಾಹ್ಯಾಕಾಶ","આકાશ, અવકાશ, અવકાશ, અવકાશ, અવકાશ"
ಆಕಾಶ ಕರ್ವ್,આકાશ વળાંક
ಪೋಷಕ ಸೆಟ್,પિતૃ સમૂહ
ಸ್ಥಳೀಯ ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ,સ્થાનિક સહસંબંધ રેખાકૃતિ
ನಿರ್ದಿಷ್ಟ ರೇಖೀಯ ಗುಂಪು,ચોક્કસ રેખીય જૂથ
ನಿರ್ದಿಷ್ಟ ಲಂಬ ಗುಂಪು,ચોક્કસ વર્ટિકલ જૂથ
"ನಿರ್ದಿಷ್ಟ ಸಾಂದ್ರತೆ, ಸಾಪೇಕ್ಷ ಸಾಂದ್ರತೆ","ચોક્કસ ઘનતા, સંબંધિત ઘનતા"
ಮಾನವ ಮ್ಯಾಪಿಂಗ್ ಪ್ರಮೇಯ,માનવ મેપિંગ પ્રમેય
ಕಾರ್ಯದ ರೂಢಿ,કાર્યનો ધોરણ
"ಗೋಳ, ಗೋಳ","ગોળો, ગોળો"
ಗೋಳಾಕಾರದ ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ,ગોળાકાર સંકલન સિસ્ટમ
ಗೋಳಾಕಾರದ ಧ್ರುವ ನಿರ್ದೇಶಾಂಕಗಳು,ગોળાકાર ધ્રુવીય કોઓર્ડિનેટ્સ
ಗೋಳಾಕಾರದ ತ್ರಿಕೋನ,ગોળાકાર ત્રિકોણ
ಗೋಲಾಕಾರದ ತ್ರಿಕೋನಮಿತಿ,ગોળાકાર ત્રિકોણમિતિ
ಸುರುಳಿಯಾಕಾರದ,સર્પાકાર
"ಚೌಕ, ಚೌಕ","ચોરસ, ચોરસ"
"ಗುರುಗಳು, ಗುರುಬಂಧನಿ","ગુરુઓ, ગુરુબંધની"
ಚದರ ಅವಿಭಾಜ್ಯ,ચોરસ અભિન્ન
ಚದರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,ચોરસ મેટ્રિક્સ
ವರ್ಗ ಮೂಲ,વર્ગમૂળ
ಮಾದರಿ ಹಂತ,નમૂના લેવાનો તબક્કો
ಕ್ರಮಾನುಗತ ಕಾರ್ಯ,વંશવેલો કાર્ય
ಪ್ರಮಾಣಿತ ವಿಚಲನ,પ્રમાણભૂત વિચલન
ಪ್ರಮಾಣಿತ ಭೇದಾತ್ಮಕ ಉತ್ಪನ್ನ,પ્રમાણભૂત વિભેદક ઉત્પાદન
ಸಮತೋಲನ,સંતુલન
ನಿಶ್ಚೇಷ್ಟಿತ ವಕ್ರರೇಖೆ,જડ વળાંક
ನಿಶ್ಚೇಷ್ಟಿತ ಬಿಂದು,જડ બિંદુ
ದಿಗ್ಭ್ರಮೆಗೊಂಡ ಮೌಲ್ಯ,આઘાતજનક મૂલ્ય
"ಮಾದರಿ, ಚಿತ್ರ","નમૂના, આકૃતિ"
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ,આંકડાકીય
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ವಿಶ್ಲೇಷಣೆಗಳು,આંકડાકીય વિશ્લેષણ
ಅಂಕಿಅಂಶಗಳ ವಿತರಣೆ,આંકડાકીય વિતરણ
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಕಲ್ಪನೆ,આંકડાકીય પૂર્વધારણા
ಅಂಕಿಅಂಶಗಳ ಅಂದಾಜು,આંકડાકીય અંદાજ
ಅಂಕಿಅಂಶ ಮಾದರಿ,આંકડાકીય મોડેલ
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಜನಸಂಖ್ಯೆ,આંકડાકીય વસ્તી
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ಗುಣಮಟ್ಟದ ನಿಯಂತ್ರಣ,આંકડાકીય ગુણવત્તા નિયંત્રણ
"ಅಂಕಿಅಂಶಗಳು, ಅಂಕಿಅಂಶಗಳು","આંકડા, આંકડા"
"ಬದಲಾಗದ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಶಾಶ್ವತ","અપરિવર્તનશીલ, સતત, સ્થિર, કાયમી"
ನಿಂತಿರುವ ಸ್ಥಿತಿಯ ಪರಿಹಾರ,સ્થાયી રાજ્ય ઉકેલ
ಹೆಚ್ಚು ಪೀಡಿತ ಆರೋಹಣ,વધુ સંભવિત માઉન્ટ
ಇಳಿಜಾರು-ಹತ್ತುವಿಕೆ ವಿನ್ಯಾಸ,ઢોળાવ-ક્લાઇમ્બ ડિઝાઇન
ಕಡಿದಾದ ಇಳಿಜಾರು,સૌથી ઊભો વંશ
ಹಂತದ ಕಾರ್ಯ,પગલું કાર્ય
ಸ್ಟರ್ಲಿಂಗ್ ಶ್ರೇಣಿ,સ્ટર્લિંગ શ્રેણી
"ಅಸ್ಥಿರ, ಸಂಭವನೀಯ","સ્ટોકેસ્ટિક, સંભવિત"
ಸಂಭವನೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સંભવિત મેટ્રિક્સ
ಸಂಭವನೀಯ ಮಾದರಿ,સંભવિત મોડેલ
ಸಂಭವನೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್,સંભવિત પ્રોગ્રામિંગ
ಸಂಭವನೀಯ ವೇರಿಯಬಲ್,સંભવિત ચલ
ಸ್ಟೋಕ್ಸ್ ಪ್ರಮೇಯ,સ્ટોક્સ પ્રમેય
"ನೇರ ರೇಖೆ, ನೇರ ರೇಖೆ, ಸರಳ ರೇಖೆ","સીધી રેખા, સીધી રેખા, સીધી રેખા"
"ಮಟ್ಟದ ಚಾರ್ಟ್, ಬಾರ್ ಚಾರ್ಟ್","સ્તર ચાર્ટ, બાર ચાર્ટ"
"ಶ್ರೇಣೀಕರಣ, ಶ್ರೇಣೀಕರಣ","સ્તરીકરણ, સ્તરીકરણ"
ಲೇಯರ್ಡ್ ಮಾದರಿ,સ્તરીય નમૂના
"ಹರಿವು-ರೇಖೆ, ಸ್ಟ್ರೀಮ್-ಲೈನ್","પ્રવાહ-રેખા, પ્રવાહ-રેખા"
ಒತ್ತಡ,તણાવ
ಬಲವಾಗಿ ಒಲವುಳ್ಳ ಕಾರ್ಯ,મજબૂત વલણવાળું કાર્ય
ನಿರಂತರವಾಗಿ ಕಡಿಮೆಯಾಗುತ್ತಿದೆ,સતત ઘટી રહ્યું છે
ನಿರಂತರ ಹೆಚ್ಚಳ,સતત વધારો
ನಿರಂತರ ಆರ್ಡಿನೇಟ್ ಕಾರ್ಯ,સતત ઓર્ડિનેટ ફંક્શન
ವಿದ್ಯಾರ್ಥಿ ಪರೀಕ್ಷೆ (ವಿದ್ಯಾರ್ಥಿ &#39;ಟಿ&#39; ಪರೀಕ್ಷೆ),વિદ્યાર્થી કસોટી (વિદ્યાર્થી &#39;ટી&#39; ટેસ્ટ)
ಉಪಸಂಗ್ರಹ,ઉપસંગ્રહ
ಉಪ-ನಿರ್ಣಾಯಕ,પેટા-નિર્ધારિત
ಉಪ-ಪ್ರದೇಶ,પેટા-પ્રદેશ
"ಉಪವರ್ಗ, ಉಪಗುಂಪು, ಉಪಗುಂಪು","પેટાવર્ગ, પેટાજૂથ, પેટાજૂથ"
ಮಧ್ಯಂತರ,અંતરાલ
"ಸಬ್‌ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಸಬ್‌ಮ್ಯಾಟ್ರಿಕ್ಸ್","સબમેટ્રિક્સ, સબમેટ્રિક્સ"
"ಅಡಿಟಿಪ್ಪಣಿ, ಅಡಿಟಿಪ್ಪಣಿ, ಅಡಿಟಿಪ್ಪಣಿ","ફૂટનોટ, ફૂટનોટ, ફૂટનોટ"
ಉತ್ತರಾಧಿಕಾರ,ઉત્તરાધિકાર
ಉಪವಿಭಾಗ,સબસેટ
ಉಪಜನಸಂಖ್ಯೆ,ઉપવસ્તી
ಬದಲಿ,બદલી
ಅರೆ ಸ್ಪರ್ಶ,અર્ધ સ્પર્શેન્દ્રિય
"ವರ್ಗಾಯಿಸಲು, ವರ್ಗಾಯಿಸಲು","સ્થાનાંતરિત કરવું, સ્થાનાંતરિત કરવું"
"ಕಳೆಯಿರಿ, ಕಳೆಯಿರಿ","બાદબાકી, બાદબાકી"
"ವ್ಯವಕಲನ, ವ್ಯವಕಲನ","બાદબાકી, બાદબાકી"
ಕ್ರಮೇಣ,ધીમે ધીમે
ಪ್ರಗತಿಪರ ವ್ಯತ್ಯಾಸ,પ્રગતિશીલ તફાવત
ಪ್ರಗತಿಪರ ಏಕೀಕರಣ,પ્રગતિશીલ એકીકરણ
ಎರಡನೆಯದು,બાદમાં
ಲಗತ್ತಿಸಲಾಗಿದೆ,જોડાયેલ
"ಮೊತ್ತ, ಮೊತ್ತ, ಮೊತ್ತದ ಫಲಿತಾಂಶ, ಮೊತ್ತ","સરવાળો, સરવાળો, સરવાળો, સરવાળો, સરવાળો"
ಮೊತ್ತ ಕಾರ್ಯ,સરવાળો કાર્ય
ಸಂಕಲಿಸಬಹುದಾದ,કમ્પાઇલેબલ
ಯೋಗ ಬ್ಲಾಕ್,યોગ બ્લોક
ಸಂಕಲನ,સંકલન
ಸಂಕಲನ ಸಮಾವೇಶ,સંગ્રહ સંમેલન
ಸಂಕಲನ ಸೂತ್ರ,સંકલન સૂત્ર
ದರ್ಜೆಯ ಸಂಗ್ರಹ,ગ્રેડ સંગ્રહ
ಸಂಕಲನ ಚಿಹ್ನೆ,સંકલન પ્રતીક
ಯೋಗ ಅನಂತತೆಗೆ,અનંત સુધીનો યોગ
"ಈಡಿಯಟ್, ಈಡಿಯಟ್","મૂર્ખ, મૂર્ખ"
ಓವರ್ಸೆಟ್,ઓવરસેટ
ಶಬ್ದಾತೀತ ಹರಿವು,સુપરસોનિક પ્રવાહ
ಪೂರಕ ಕೋನ,પૂરક કોણ
ಮೆರುಗೆಣ್ಣೆ ಉಣ್ಣೆ ಫ್ಲಾಟ್,lacquered ફ્લીસ ફ્લેટ
ಕಾರ್ಯದ ಬೆಂಬಲ,કાર્યનો આધાર
"ಊಹಿಸಿ, ಊಹಿಸಿ","કલ્પના કરો, ધારો"
ಹೆಚ್ಚು,ઉચ્ચ
ಕರ್ಣಿ,કરણી
"ಮೇಲ್ಮೈ, ಮೇಲ್ಮೈ, ಮೇಲ್ಮೈ","સપાટી, સપાટી, સપાટી"
ಬೆನ್ನಿನ ಪ್ರದೇಶ,ડોર્સલ વિસ્તાર
ಪುಟ ಅವಿಭಾಜ್ಯ,પૃષ્ઠ અભિન્ન
ಕವರ್,આવરણ
ಕವರ್,આવરણ
ಕವರ್ ನಕ್ಷೆ,કવર નકશો
ಸಹಿ ಮಾಡಿ,હસ્તાક્ષર
ಸಾಂಕೇತಿಕ ತರ್ಕ,સાંકેતિક તર્ક
ಸಾಂಕೇತಿಕ ಮಾದರಿ,પ્રતીકાત્મક મોડેલ
ಸಮ್ಮಿತೀಯ,સપ્રમાણ
ಸಮಮಾಪನ,આઇસોમેટ્રિક
"ಸಿಮೆಟ್ರಿಕ್ ಡಿಟರ್ಮಿನೆಂಟ್, ಸಿಮೆಟ್ರಿಕ್ ಡಿಟರ್ಮಿನೆಂಟ್","સપ્રમાણ નિર્ધારક, સપ્રમાણ નિર્ધારક"
ಸಮ್ಮಿತೀಯ ವ್ಯತ್ಯಾಸ,સપ્રમાણ તફાવત
ಸಮ್ಮಿತೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್,સપ્રમાણ મેટ્રિક્સ
ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ ಸಿಸ್ಟಮ್ ವಿಶ್ಲೇಷಣೆ,સિસ્ટમ વિશ્લેષણ સિસ્ટમ વિશ્લેષણ
ಸರಣಿ ಮಾದರಿ,સીરીયલ સેમ્પલિંગ
"ಟೇಬಲ್, ಟೇಬಲ್","ટેબલ, ટેબલ"
"ಟೇಬಲ್, ಟೇಬಲ್","ટેબલ, ટેબલ"
ಅವಿಭಾಜ್ಯ ಕೋಷ್ಟಕ,અભિન્ન કોષ્ટક
"ಕೋಷ್ಟಕ, ಚಪ್ಪಟೆ","ટેબ્યુલર, સપાટ"
ಕೋಷ್ಟಕ ರೂಪ,ટેબ્યુલર સ્વરૂપ
"ಕೋಷ್ಟಕ ಲಾಗರಿಥಮ್, ಕೋಷ್ಟಕ ಲಾಗರಿಥಮ್","ટેબ્યુલર લોગરીધમ, ટેબ્યુલર લોગરીધમ"
ಕೋಷ್ಟಕ,ટેબ્યુલેટ
ಕೋಷ್ಟಕ ಮೌಲ್ಯಗಳು,કોષ્ટક મૂલ્યો
ಕೋಷ್ಟಕ,ટેબ્યુલેશન
"ಕೋಷ್ಟಕ, ಕೋಷ್ಟಕ ಯಂತ್ರ, ಕೋಷ್ಟಕ","ટેબ્યુલર, ટેબ્યુલર મશીન, ટેબ્યુલર"
"ಬಾಲ, ಬಾಲ","પૂંછડી, પૂંછડી"
ಬಾಲ ಪ್ರದೇಶ (ವಿತರಣೆ),પૂંછડીનો વિસ્તાર (વિતરણનો)
ಸ್ಪರ್ಶಿಸಿ,સ્પર્શ
"ಸ್ಪರ್ಶಕ, ಸ್ಪರ್ಶಕ, ಸ್ಪರ್ಶಕ, ಸ್ಪರ್ಶಕ","સ્પર્શક, સ્પર્શક, સ્પર્શક, સ્પર્શક"
ಟಚ್ ಉಣ್ಣೆ ಫ್ಲಾಟ್,ફ્લીસ ફ્લીસને સ્પર્શ કરો
"ಸ್ಪರ್ಶ, ಸ್ಪರ್ಶ","સ્પર્શેન્દ્રિય, સ્પર્શક"
ಸ್ಪರ್ಶಕ ಘಟಕ,સ્પર્શક ઘટક
ಸ್ಪರ್ಶಕ ಕಟ್,સ્પર્શક કટ
ಸ್ಪರ್ಶ ರೇಖೆ,સ્પર્શરેખા
"ಸ್ಪರ್ಶ ವಿಮಾನ, ಸ್ಪರ್ಶ ವಿಮಾನ","સ્પર્શેન્દ્રિય વિમાન, સ્પર્શેન્દ્રિય વિમાન"
ಸ್ಪರ್ಶ ಜನಸಂಖ್ಯೆ,સ્પર્શ વસ્તી
ಟೇಪ್ ಪಂಚ್,ટેપ પંચ
ಟೇಪ್ ರೀಡರ್,ટેપ રીડર
ಟೌಬ್ರಿಯ ಪ್ರಮೇಯ,ટૌબ્રીનું પ્રમેય
ಟೇಲರ್ ಪ್ರಮೇಯ,ટેલર પ્રમેય
ಶೆಬಿಶೇವ್ ದೂರ,શેબીશેવ અંતર
ಟಿ-ವಿತರಣೆ,ટી-વિતરણ
ಅಂತರಜಾತಿಗಳ ಸರಣಿ,આંતરજાતિ શ્રેણી
ತಾತ್ಕಾಲಿಕ ನಿರ್ದೇಶಾಂಕಗಳು,ટેમ્પોરલ કોઓર્ડિનેટ્સ
ತಾತ್ಕಾಲಿಕ ಸಂಬಂಧ,ટેમ્પોરલ સંબંધ
ಸಮಯ ವೇರಿಯಬಲ್,સમય ચલ
ಕರ್ಷಕ ಶಕ್ತಿ,તણાવ શક્તિ
"ಕ್ಷೇತ್ರ, ಟೆನ್ಸರ್","ક્ષેત્ર, ટેન્સર"
ಕ್ಷೇತ್ರ ವಿಶ್ಲೇಷಣೆ,ક્ષેત્ર વિશ્લેષણ
ಕ್ಷೇತ್ರ ಉತ್ಪನ್ನ,ક્ષેત્ર ઉત્પાદન
ತಾತ್ಕಾಲಿಕ ಸಂರಚನೆ,કામચલાઉ રૂપરેખાંકન
ಪೋಸ್ಟ್ ಮಾಡಿ,પોસ્ટ
ಅಂತ್ಯ ನಿಷೇಧ,પ્રતિબંધ સમાપ્ત કરો
ಅಂತಿಮ ವೇಗ ಡೈವ್,અંતિમ વેગ ડાઈવ
ಕೊನೆಗೊಳ್ಳುವ ದಶಮಾಂಶ,સમાપ્તિ દશાંશ
ಶ್ರೇಣಿಯ ಮೌಲ್ಯ,રેન્ક મૂલ્ય
ಹಂತದ ವ್ಯತ್ಯಾಸ,પગલું વિભેદક
ಹಂತ ಹಂತದ ಏಕೀಕರಣ,તબક્કાવાર એકીકરણ
"ತ್ರಿಕೋನ, ತ್ರಿಕೋನ","ત્રિકોણાકાર, ત્રિકોણાકાર"
ಪರೀಕ್ಷೆ,પરીક્ષણ
ವ್ಯತ್ಯಾಸದ ಏಕರೂಪತೆಯ ಪರೀಕ್ಷೆ,વિભિન્ન એકરૂપતાની કસોટી
ಪರೀಕ್ಷಾ ಕಾರ್ಯ,પરીક્ષણ કાર્ય
ಊಹೆಯ ಪರೀಕ್ಷೆ,પૂર્વધારણા પરીક્ષણ
ಮಹತ್ವ ಪರೀಕ್ಷೆ,મહત્વ પરીક્ષણ
ಪರೀಕ್ಷಾ ಮಾದರಿ,પરીક્ષણ નમૂના
ಟೆಟ್ರಾಹೆಡ್ರಲ್,ટેટ્રાહેડ્રલ
ಟೆಟ್ರಾಹೆಡ್ರಲ್ ಕೋನ,ટેટ્રાહેડ્રલ કોણ
ಚತುರ್ಭುಜ,ચતુર્ભુજ
ಪ್ರಮೇಯ,પ્રમેય
ಶೇಷ ಪ್ರಮೇಯ,શેષ પ્રમેય
ಸೈದ್ಧಾಂತಿಕ ಬೇಡಿಕೆ ಕಾರ್ಯ,સૈદ્ધાંતિક માંગ કાર્ય
ಸೈದ್ಧಾಂತಿಕ ನಿರಂತರ ವಿತರಣೆ,સૈદ્ધાંતિક અવ્યવસ્થિત વિતરણ
ಸೈದ್ಧಾಂತಿಕ ದೋಷ,સૈદ્ધાંતિક ભૂલ
ಸೈದ್ಧಾಂತಿಕ ಹೊಂದಾಣಿಕೆ,સૈદ્ધાંતિક ગોઠવણ
ಸೈದ್ಧಾಂತಿಕ ಸೂತ್ರೀಕರಣ,સૈદ્ધાંતિક રચના
ಸೈದ್ಧಾಂತಿಕ ಆವರ್ತನ,સૈદ્ધાંતિક આવર્તન
"ತಾತ್ವಿಕವಾಗಿ, ತಾತ್ವಿಕವಾಗಿ","સિદ્ધાંતમાં, સિદ્ધાંતમાં"
ಸೈದ್ಧಾಂತಿಕ ಮಾದರಿ,સૈદ્ધાંતિક મોડેલ
ಸೈದ್ಧಾಂತಿಕ ಸೂತ್ರೀಕರಣ,સૈદ્ધાંતિક રચના
ಸಮೀಕರಣ ಸಿದ್ಧಾಂತ,સમીકરણ સિદ્ધાંત
ದೋಷ ಸಿದ್ಧಾಂತ,ભૂલ સિદ્ધાંત
ಮೌಲ್ಯಮಾಪನ ಸಿದ್ಧಾಂತ,મૂલ્યાંકન સિદ્ધાંત
ಕಾರ್ಯ ಸಿದ್ಧಾಂತ,કાર્ય સિદ્ધાંત
ಆಟದ ಸಿದ್ಧಾಂತ,રમત સિદ્ધાંત
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಸಿದ್ಧಾಂತ,ગુરુત્વાકર્ષણ સિદ્ધાંત
ಮಾಹಿತಿ ಸಿದ್ಧಾಂತ,માહિતી સિદ્ધાંત
ಪರ್ಯಾಯ ತತ್ವ,અવેજી સિદ્ધાંત
ಸೆಟ್ ಸಿದ್ಧಾಂತ,સેટ થિયરી
ಸಾಲು ಸಿದ್ಧಾಂತ,પંક્તિ સિદ્ધાંત
