Marathi,Telugu
सिस्टम प्रतिसाद  फील्ड,సిస్టమ్ ప్రతిస్పందన  ఫీల్డ్
सिस्टम रीस्टार्ट,సిస్టమ్ పున art ప్రారంభం
सिस्टमचा दृष्टीकोन,సిస్టమ్స్ విధానం
सिस्टम डिझाइन,సిస్టమ్స్ డిజైన్
सिस्टम सुरक्षा,సిస్టమ్ భద్రత
सिस्टम फ्लो चार्ट,సిస్టమ్స్ ఫ్లో చార్ట్
सिस्टम निर्मिती,సిస్టమ్స్ జనరేషన్
सिस्टम शटडाउन,సిస్టమ్ షట్డౌన్
सिस्टम सिम्युलेशन,సిస్టమ్ అనుకరణ
सिस्टम मंद,సిస్టమ్ నెమ్మదిగా
सिस्टम सॉफ्टवेअर,సిస్టమ్ సాఫ్ట్వేర్
प्रणाली  तपशील,వ్యవస్థ  స్పెసిఫికేషన్
सिस्टम प्रोग्राम,సిస్టమ్స్ ప్రోగ్రామ్
सिस्टम  प्रोग्रामर,వ్యవస్థలు  ప్రోగ్రామర్
सिस्टम  प्रोग्रामिंग,వ్యవస్థలు  ప్రోగ్రామింగ్
सिस्टम सबरूटिन,సిస్టమ్స్ సబ్‌ట్రౌటిన్
सिस्टम मानक,సిస్టమ్ ప్రమాణం
सिस्टम आकडेवारी,సిస్టమ్ గణాంకాలు
सिस्टम रचना,సిస్టమ్ నిర్మాణం
सिस्टम अभ्यास,సిస్టమ్ అధ్యయనం
सिस्टम सुपरवायझर,సిస్టమ్ సూపర్‌వైజర్
सिस्टम टेबल,సిస్టమ్ పట్టిక
सिस्टम कार्य,సిస్టమ్ టాస్క్
सिस्टम टर्मिनल,సిస్టమ్ టెర్మినల్
सिस्टम चाचणी,సిస్టమ్ పరీక్ష
सिस्टम सिद्धांत,సిస్టమ్ సిద్ధాంతం
सिस्टम उपयुक्तता,సిస్టమ్ యుటిలిటీ
सिस्टम उपयुक्तता  साधन,సిస్టమ్ యుటిలిటీ  పరికరం
सिस्टम उपयुक्तता  कार्यक्रम,సిస్టమ్ యుటిలిటీ  ప్రోగ్రామ్
सिस्टम व्हेरिएबल  चिन्ह,సిస్టమ్ వేరియబుల్  చిహ్నం
टेबल घटक,పట్టిక మూలకం
टेबल फंक्शन,పట్టిక ఫంక్షన్
टेबल लुक-अप,టేబుల్ లుక్-అప్
च्या टेबल  संयोजन,పట్టిక  కలయిక
टेबल सिम्युलेटर,టేబుల్ సిమ్యులేటర్
टॅब्लेट,టాబ్లెట్
सारणी भाषा,పట్టిక భాష
टॅब्युलेशन  वर्ण,పట్టిక  పాత్ర
टॅग रूपांतरण  साधन,ట్యాగ్ కన్వర్టింగ్  పరికరం
टॅग केले  आर्किटेक्चर,టాగ్డ్  వాస్తుశిల్పం
टॅग क्रमवारी,ట్యాగ్ క్రమబద్ధీకరించు
टँडम संगणक,టెన్డం కంప్యూటర్
टेंडम डेटा  सर्किट,టెన్డం డేటా  సర్క్యూట్
टँडम ऑफिस,టెన్డం కార్యాలయం
टेंडम स्विचिंग,టెన్డం మారడం
टँडम सिस्टम,టెన్డం వ్యవస్థ
टेंडेम ट्रान्सिस्टर,టెన్డం ట్రాన్సిస్టర్
टँडम ट्रंक,టెన్డం ట్రంక్
टेप बाउंड  ट्युरिंग मशीन,టేప్ సరిహద్దు  ట్యూరింగ్ మెషిన్
टेप काडतूस,టేప్ గుళిక
टेप वर्ण,టేప్ అక్షరం
टेप कोड,టేప్ కోడ్
टेप ड्राइव्ह,టేప్ డ్రైవ్
टेप फाइल,టేప్ ఫైల్
टेप स्वरूप,టేప్ ఫార్మాట్
टेप इनपुट,టేప్ ఇన్పుట్
टेप लेबल,టేప్ లేబుల్
टेप लायब्ररी,టేప్ లైబ్రరీ
टेप मॅचानिझम,టేప్ మచనిజం
टेप मार्कर,టేప్ మార్కర్
टेप स्टोरेज,టేప్ నిల్వ
टेप युनिट,టేప్ యూనిట్
लक्ष्य संगणक,టార్గెట్ కంప్యూటర్
लक्ष्य भाषा,లక్ష్య భాష
लक्ष्य कार्यक्रम,లక్ష్య కార్యక్రమం
लक्ष्य व्हेरिएबल,లక్ష్య వేరియబుల్
कार्य नियंत्रण ब्लॉक,టాస్క్ కంట్రోల్ బ్లాక్
कार्य व्यवस्थापन,టాస్క్ మేనేజ్‌మెంట్
कार्य नाव,పని పేరు
कार्य रांग,టాస్క్ క్యూ
कार्य शेड्यूलर,టాస్క్ షెడ్యూలర్
कार्य स्विच,టాస్క్ స్విచ్
कार्य करण्यासाठी कार्य  संप्रेषण,పనికి పని  కమ్యూనికేషన్
कार्य चल,టాస్క్ వేరియబుల్
तंत्र  फ्लोचार्ट,టెక్నిక్  ఫ్లోచార్ట్
टेलिकॉन्फरन्सिंग,టెలికాన్ఫరెన్సింగ్
टेलिनेट,టెలినెట్
टेलीप्रिंटर,టెలిప్రెంటర్
टेलीप्रोसेसिंग  नेटवर्क,టెలిప్రాసెసింగ్  నెట్‌వర్క్
टेलीस्क्रीन,టెలిస్క్రీన్
टेलिटेक्स्ट,టెలిటెక్స్ట్
टेलिटेक्स्ट सेवा,టెలిటెక్స్ట్ సేవ
टेलीटाइप कोड,టెలిటైప్ కోడ్
टेलीटाइप लेखक,టెలిటైప్ రచయిత
दहापट पूरक,పదుల పూరకం
टर्मिनल,టెర్మినల్
टर्मिनल क्षेत्र,టెర్మినల్ ప్రాంతం
टर्मिनल क्लस्टर,టెర్మినల్ క్లస్టర్
टर्मिनल  घटक,టెర్మినల్  భాగం
टर्मिनल  कॉन्फिगरेशन  सुविधा,టెర్మినల్  ఆకృతీకరణ  సౌకర్యం
टर्मिनल कंट्रोलर,టెర్మినల్ కంట్రోలర్
टर्मिनल कर्सर,టెర్మినల్ కర్సర్
टर्मिनल संपादन  ऑपरेशन,టెర్మినల్ సవరణ  ఆపరేషన్
टर्मिनल एंट्री,టెర్మినల్ ఎంట్రీ
टर्मिनल उपकरणे,టెర్మినల్ పరికరాలు
टर्मिनल  स्थापना,టెర్మినల్  సంస్థాపన
टर्मिनल इंटरचेंज,టెర్మినల్ ఇంటర్‌చేంజ్
टर्मिनल जॉब,టెర్మినల్ ఉద్యోగం
टर्मिनल मोड,టెర్మినల్ మోడ్
टर्मिनल मॉनिटर  कार्यक्रम,టెర్మినల్ మానిటర్  ప్రోగ్రామ్
टर्मिनल नोड,టెర్మినల్ నోడ్
टर्मिनल बंदर,టెర్మినల్ పోర్ట్
टर्मिनल रीपीटर,టెర్మినల్ రిపీటర్
टर्मिनल रूम,టెర్మినల్ గది
टर्मिनल सत्र,టెర్మినల్ సెషన్
टर्मिनल प्रतीक,టెర్మినల్ చిహ్నం
टर्मिनल युनिट,టెర్మినల్ యూనిట్
टर्मिनल वापरकर्ता,టెర్మినల్ యూజర్
समाप्ती,ముగింపు
टर्मिनेटर/  आरंभकर्ता,టెర్మినేటర్/  ఇనిషియేటర్
टर्मिनोलॉजी बँक,పరిభాష బ్యాంక్
मुदत भाषा,పదం భాష
टर्नरी कोड,టెర్నరీ కోడ్
टर्नरी लॉजिक,టెర్నరీ లాజిక్
टर्नरी निवडकर्ता  गेट,టెర్నరీ సెలెక్టర్  గేట్
टर्नरी थ्रेशोल्ड  गेट,టెర్నరీ థ్రెషోల్డ్  గేట్
चाचणी आणि सेट,పరీక్ష మరియు సెట్
चाचणी बेड,టెస్ట్ బెడ్
चाचणी डेटा जनरेटर,పరీక్ష డేటా జనరేటర్
चाचणी,పరీక్ష
चाचणी संख्यात्मक,పరీక్ష సంఖ్యా
चाचणी कार्यक्रम,పరీక్షా కార్యక్రమం
चाचणी रूटीन,పరీక్ష దినచర్య
चाचणी,టెస్ట్ రన్
मजकूर प्रदर्शन  सूचना,వచన ప్రదర్శన  సూచన
मजकूर संपादक,టెక్స్ట్ ఎడిటర్
मजकूर स्वरूप,టెక్స్ట్ ఫార్మాటర్
मजकूर कार्य,టెక్స్ట్ ఫంక్షన్
मजकूर प्रक्रिया,టెక్స్ట్ ప్రాసెసింగ్
मजकूर विभाग,వచన విభాగం
मजकूर विभाग,టెక్స్ట్ విభాగం
मजकूर स्ट्रिंग  दुरुस्ती,టెక్స్ట్ స్ట్రింగ్  దిద్దుబాటు
मजकूर स्ट्रिंग शोध,టెక్స్ట్ స్ట్రింగ్ శోధన
टी-फ्लिपफ्लॉप,టి-ఫ్లిప్ఫ్లోప్
टी गेट (टर्नरी  निवडकर्ता गेट),టి గేట్ (టెర్నరీ  సెలెక్టర్ గేట్)
खेळांचे प्रमेय,ఆటల సిద్ధాంతం
प्रकारांचे प्रमेय,రకాల సిద్ధాంతం
प्रमेय सिद्ध,సిద్ధాంతం రుజువు
थर्मल लाइट,థర్మల్ లైట్
थर्मल पेपर,థర్మల్ పేపర్
थर्मल प्रिंटर,థర్మల్ ప్రింటర్
थर्मल ट्रान्सफर  प्रिंटर,ఉష్ణ బదిలీ  ప్రింటర్
जाड चित्रपट,మందపాటి చిత్రం
जाड फिल्म मेमरी,మందపాటి ఫిల్మ్ మెమరీ
पातळ थर,థిన్ ఫిల్మ్
पातळ फिल्म मेमरी,సన్నని ఫిల్మ్ మెమరీ
पातळ विंडो  प्रदर्शन,సన్నని విండో  ప్రదర్శన
तिसरी पिढी  संगणक,మూడవ తరం  కంప్యూటర్
थ्रेड केलेली यादी,థ్రెడ్ జాబితా
थ्रेड केलेले झाड,థ్రెడ్ చెట్టు
थ्रेडिंग,థ్రెడింగ్
तीन पत्ता  सूचना,మూడు చిరునామా  సూచన
तीन आयामी  रचना,త్రిమితీయ  అమరిక
तीन राज्य बफर,మూడు స్టేట్ బఫర్
तीन राज्य आउटपुट,మూడు రాష్ట్ర ఉత్పత్తి
तीन मार्ग  हँडशेक,మూడు మార్గం  హ్యాండ్‌షేక్
उंबरठा घटक,ప్రవేశ మూలకం
थ्रेशोल्ड गेट,ప్రవేశ ద్వారం
आपली प्रणाली,థ్యూ సిస్టమ్
घट्ट जोडले,గట్టిగా కపుల్డ్
वेळ जटिलता,సమయ సంక్లిష్టత
वेळ विलंब सर्किट,సమయం ఆలస్యం సర్క్యూట్
वेळ विभाग,సమయ విభజన
वेळ विभाग  स्विच,సమయ విభజన  స్విచ్
वेळ डोमेन,టైమ్ డొమైన్
वेळ फ्रेम,కాల చట్రం
वेळ पातळी,సమయ స్థాయి
दिवस घड्याळाची वेळ,రోజు గడియారం సమయం
वेळ संपला,సమయం ముగిసినది
वेळ नाडी  वितरण,సమయం పల్స్  పంపిణీ
वेळ प्रमाण,సమయం పరిమాణీకరణ
टाइमर घड्याळ,టైమర్ క్లాక్
वेळ नोंदणी  (= टाइमर),సమయం రిజిస్టర్  (= టైమర్)
वेळ प्रतिसाद,సమయ ప్రతిస్పందన
वेळ स्केल,సమయ స్కేల్
वेळ सामायिकरण,సమయం భాగస్వామ్యం
वेळ सामायिकरण  प्रणाली,సమయం భాగస్వామ్యం  వ్యవస్థ
वेळ काप,సమయం ముక్కలు
वेळ नमुना,సమయం నమూనా
टायमिंग डायग्राम,టైమింగ్ రేఖాచిత్రం
टायमिंग सिग्नल,టైమింగ్ సిగ్నల్
टीप नोड,చిట్కా నోడ్
टॉगलिंग वेग,టోగులింగ్ వేగం
टोकन रिंग,టోకెన్ రింగ్
वरुन खाली  विकास,టాప్ డౌన్  అభివృద్ధి
टॉप डाऊन पार्सिंग,టాప్ డౌన్ పార్సింగ్
एकूण कार्य,మొత్తం ఫంక్షన్
पूर्णपणे आदेश दिले  रचना,పూర్తిగా ఆర్డర్ చేయబడింది  నిర్మాణం
ट्रेस डीबगिंग,ట్రేస్ డీబగ్గింగ్
ट्रेस प्रोग्राम,ట్రేస్ ప్రోగ్రామ్
नित्यक्रम शोधणे,ట్రేసింగ్ రొటీన్
ट्रॅक,ట్రాక్
व्यापार रहस्य,వాణిజ్య రహస్యం
रहदारी नियंत्रण,ట్రాఫిక్ నియంత్రణ
ट्रेल विभाजक,ట్రైల్ డివైజర్
ट्रेलर लेबल,ట్రైలర్ లేబుల్
ट्रेलर रेकॉर्ड,ట్రైలర్ రికార్డ్
ट्रेन प्रिंटर,రైలు ప్రింటర్
व्यवहार फाइल,లావాదేవీ ఫైల్
व्यवहार  प्रक्रिया,లావాదేవీ  ప్రాసెసింగ్
ट्रान्सबर्डर  माहितीचा प्रवाह,ట్రాన్స్‌బోర్డర్  డేటాఫ్లో
ट्रान्सक्रिप्टिव्ह डेटा,ట్రాన్స్క్రిప్టివ్ డేటా
ट्रान्सड्यूसर,ట్రాన్స్‌డ్యూసెర్
हस्तांतरण सर्किट,బదిలీ సర్క్యూట్
हस्तांतरण ऑपरेशन,బదిలీ ఆపరేషన్
हस्तांतरण दर,బదిలీ రేటు
हस्तांतरण वेळ,బదిలీ సమయం
हस्तांतरण वेक्टर  तंत्र,బదిలీ వెక్టర్  టెక్నిక్
रक्तसंक्रमण,మార్పిడి
परिवर्तनात्मक  शब्दार्थ,పరివర్తన  సెమాంటిక్స్
परिवर्तन  मोनोइड,పరివర్తన  మోనోయిడ్
परिवर्तन  सेमी ग्रुप,పరివర్తన  సెమిగ్రూప్
डोमेनचे रूपांतर करा,డొమైన్ రూపాంతరం
क्षणिक क्षेत्र,తాత్కాలిక ప్రాంతం
क्षणिक त्रुटी,అస్థిరమైన లోపం
क्षणिक दिनचर्या,తాత్కాలిక దినచర్య
ट्रान्झिस्टर-  ट्रान्झिस्टर लॉजिक,ట్రాన్సిస్టర్-  ట్రాన్సిస్టర్ లాజిక్
संक्रमण कार्ड,పరివర్తన కార్డు
ट्रान्झिटिव्ह क्लोजर,ట్రాన్సిటివ్ మూసివేత
कालावधी भाषांतर करा,అనువాద వ్యవధి
अनुवाद,అనువాదం
भाषांतर सारणी,అనువాద పట్టిక
अनुवादक कार्यक्रम,అనువాదం ప్రోగ్రామ్
अनुवादक दिनचर्या,అనువాదం దినచర్య
अनुवादक लेखन  प्रणाली,అనువాదకుడు రచన  వ్యవస్థ
लिप्यंतरण,లిప్యంతరీకరణ
ट्रान्समिशन ब्लॉक  वर्ण,ప్రసార బ్లాక్  పాత్ర
संसर्ग  चॅनल,ప్రసార  ఛానెల్
ट्रान्समिशन कोड,ప్రసార కోడ్
संसर्ग  नियंत्रण वर्ण,ప్రసార  నియంత్రణ అక్షరం
संसर्ग  विचलन,ప్రసార  విచలనం
संसर्ग  विस्तार,ప్రసార  పొడిగింపు
संसर्ग  सुविधा,ప్రసార  సౌకర్యం
संसर्ग  इंटरफेस,ప్రసార  ఇంటర్ఫేస్
संसर्ग  व्यत्यय,ప్రసార  అంతరాయం
प्रसारण पातळी,ప్రసార స్థాయి
प्रसारण पातळी  पॉईंट,ప్రసార స్థాయి  పాయింట్
ट्रान्समिशन लाइन,ప్రసారణ తంత్రి
प्रसारण दुवा,ప్రసార లింక్
ट्रान्समिशन लॉस,ప్రసార నష్టం
संसर्ग  मध्यम,ప్రసార  మధ్యస్థం
संसर्ग  उद्दीष्ट,ప్రసార  లక్ష్యం
प्रसारण दर,ప్రసార రేటు
संसर्ग  सेवा,ప్రసార  సేవ
प्रसारण गती,ప్రసార వేగం
ट्रान्समिशन सिस्टम कोड,ట్రాన్స్మిషన్ సిస్టమ్ కోడ్
नियंत्रण प्रसारित करा  ब्लॉक,ట్రాన్స్మిట్ కంట్రోల్  బ్లాక్
डेटा सेट प्रसारित करा,డేటా సెట్‌ను ప్రసారం చేయండి
प्रवाह प्रसारित करा  नियंत्रण,ప్రసారం ప్రవాహం  నియంత్రణ
लेग प्रसारित करा,కాలు ప్రసారం చేయండి
ट्रान्समिटल मोड,ట్రాన్స్మిటల్ మోడ్
प्रसारित  माहिती,సంక్రమిస్తుంది  సమాచారం
ट्रान्समीटर,ట్రాన్స్మిటర్
ट्रान्समीटर  नोंदणी करा,ట్రాన్స్మిటర్  రిజిస్టర్
ट्रान्समीटर प्रारंभ  कोड,ట్రాన్స్మిటర్ ప్రారంభం  కోడ్
ट्रान्समल्टिप्लेक्सर,ట్రాన్స్‌మల్టిప్లెక్సర్
पारदर्शकता  मोड,పారదర్శకత  మోడ్
पारदर्शक डेटा,పారదర్శక డేటా
पारदर्शक माहिती,పారదర్శక సమాచారం
पारदर्शक मजकूर  मोड,పారదర్శక వచనం  మోడ్
संसर्ग,ప్రసార
ट्रान्सपॉन्डर,ట్రాన్స్పాండర్
ट्रान्सपोर्टेबल प्रोग्राम (= पोर्टेबल प्रोग्राम),రవాణా చేయదగిన ప్రోగ్రామ్ (= పోర్టబుల్ ప్రోగ్రామ్)
परिवहन युनिट,రవాణా యూనిట్
ट्रान्सव्हर्स चेक,విలోమ చెక్
ट्रान्सव्हर्स पॅरिटी  तपासा,విలోమ సమానత్వం  తనిఖీ
ट्रान्सव्हर्स  रिडंडंसी  तपासा,విలోమ  పునరావృతం  తనిఖీ
ट्रान्सव्हर्स  स्कॅनिंग,విలోమ  స్కానింగ్
सापळा,ఉచ్చు
सापळा दरवाजा,ఉచ్చు తలుపు
ट्रॅपेझियम नियम,ట్రాపెజియం నియమం
सापळा,ట్రాపింగ్
ट्रॅपिंग मोड,ట్రాపింగ్ మోడ్
प्रवास वर्ग  चिन्हांकित करा,ట్రావెలింగ్ క్లాస్  మార్క్
प्रवासी लाट  ट्यूब,ట్రావెలింగ్ వేవ్  ట్యూబ్
ट्रॅव्हर्सल,ట్రావెర్సల్
ट्रॅव्हर्स,ట్రావెర్స్
झाड,చెట్టు
ट्री ऑटोमाटा,ట్రీ ఆటోమాటా
वृक्ष फॉर्म  इंग्रजी,చెట్ల రూపం  భాష
वृक्ष व्याकरण,చెట్టు వ్యాకరణం
वृक्ष भाषा,చెట్ల భాష
ट्री नेटवर्क,ట్రీ నెట్‌వర్క్
वृक्ष शोध,చెట్ల శోధన
वृक्ष निवड क्रमवारी,చెట్ల ఎంపిక విధమైన
झाडाची क्रमवारी,చెట్టు క్రమబద్ధీకరణ
झाडाची रचना,చెట్ల నిర్మాణం
ट्री प्रकार डिकोडिंग  नेटवर्क,చెట్టు రకం డీకోడింగ్  నెట్‌వర్క్
झाडाचे चालणे,చెట్టు నడక
ट्रेंड,ధోరణి
ट्रायड,Triad
चाचणी विभाजक,ట్రయల్ డివైజర్
चाचणी चालवा,ట్రయల్ రన్
त्रिकोणी मॅट्रिक्स,త్రిభుజాకార మాతృక
त्रिकोणी  वेव्हफॉर्म,త్రిభుజాకార  తరంగ రూపం
उपनदी सर्किट,ఉపనది సర్క్యూట్
उपनदी स्टेशन,ఉపనది స్టేషన్
ट्रायडियागोनल मॅट्रिक्स,ట్రిడియాగోనల్ మ్యాట్రిక్స్
ट्राय शोध,ట్రై సెర్చ్
ट्रिगर,ట్రిగ్గర్
ट्रिगर सर्किट,ట్రిగ్గర్ సర్క్యూట్
ट्रिगर पातळी,ట్రిగ్గర్ స్థాయి
ट्रिप संगणक,ట్రిప్ కంప్యూటర్
तिहेरी लांबी  कार्यरत,ట్రిపుల్ పొడవు  పని
तिहेरी सुस्पष्टता,ట్రిపుల్ ప్రెసిషన్
ट्रिपल रजिस्टर,ట్రిపుల్ రిజిస్టర్
ट्रिपलेट,ట్రిపుల్
ट्राय स्टेट आउटपुट,ట్రై స్టేట్ అవుట్పుట్
क्षुल्लक आलेख,చిన్నవిషయం గ్రాఫ్
ट्रोजन हॉर्स,ట్రోజన్ హార్స్
समस्या स्थान  समस्या,ఇబ్బంది స్థానం  సమస్య
समस्या शूट,ట్రబుల్ షూట్
समस्या शूटिंग,సమస్య పరిష్కరించు
समस्या युनिट,ట్రబుల్ యూనిట్
खरे पूरक (= रेडिक्स कंपेंट),నిజమైన పూరక (= రాడిక్స్ భాగం)
छाट,కత్తిరించండి
काटेकोर,కత్తిరించడం
काटछाट त्रुटी,కత్తిరించడం లోపం
खोड,ట్రంక్
ट्रंक सर्किट,ట్రంక్ సర్క్యూట్
ट्रंक एक्सचेंज,ట్రంక్ ఎక్స్ఛేంజ్
ट्रंक ग्रुप,ట్రంక్ గ్రూప్
ट्रंक शिकार,ట్రంక్ వేట
ट्रंक ऑर्डर,ట్రంక్ ఆర్డర్
सत्य मूल्य,సత్య విలువ
टी-प्रकार फ्लिप-फ्लॉप,T- రకం ఫ్లిప్-ఫ్లాప్
टंबलिंग,దొర్లే
ट्यूनिंग,ట్యూనింగ్
ट्युरिंग  संगणकीय,ట్యూరింగ్  గణన
ट्युरिंग मशीन,ట్యూరింగ్ మెషిన్
वळण  दस्तऐवज,టర్నరౌండ్  పత్రం
वळण  क्रम,టర్నరౌండ్  సీక్వెన్స్
कार्यवाही पूर्ण,టర్నరౌండ్ సమయం
टर्नकी कन्सोल,టర్న్‌కీ కన్సోల్
टर्नकी ऑपरेशन,టర్న్‌కీ ఆపరేషన్
टर्नकी सिस्टम,టర్న్‌కీ వ్యవస్థ
टर्टल ग्राफिक्स,తాబేలు గ్రాఫిక్స్
बारा काठ (= बारा पंच),పన్నెండు అంచు (= పన్నెండు పంచ్)
बारा पंच,పన్నెండు పంచ్
ट्विन केबल,జంట కేబుల్
दुहेरी तपासणी,జంట చెక్
ट्विस्टेड जोडी,వక్రీకృత జత
दोन पत्ता,రెండు చిరునామా
दोन पत्ता कोड,రెండు చిరునామా కోడ్
दोन पत्ता  सूचना,రెండు చిరునామా  సూచన
दोन बिट बाइट,రెండు బిట్ బైట్
दोन चॅनेल स्विच,రెండు ఛానెల్ స్విచ్
दोन आयामी  रचना,రెండు డైమెన్షనల్  అమరిక
दोन आयामी  मेमरी,రెండు డైమెన్షనల్  మెమరీ
दोन आयामी  निवड प्रणाली,రెండు డైమెన్షనల్  ఎంపిక వ్యవస్థ
दोन इनपुट अ‍ॅडडर  (= अर्धा भाग),రెండు ఇన్పుట్ యాడర్  (= సగం యాడ్డర్)
दोन इनपुट सबट्रॅक्टर (= अर्धा सबट्रॅक्टर),రెండు ఇన్పుట్ సబ్‌ట్రాక్టర్ (= సగం సబ్‌ట్రాక్టర్)
दोन स्तरीय पत्ता,రెండు స్థాయి చిరునామా
दोन स्तरीय व्याकरण,రెండు స్థాయి వ్యాకరణం
दोन स्तरीय मेमरी,రెండు స్థాయి మెమరీ
दोन स्तर  सबरूटिन,రెండు స్థాయి  సబ్‌ట్రౌటిన్
दोन आदर्श,రెండు ప్రమాణం
पाच पैकी दोन  कोड,ఐదుగురిలో రెండు  కోడ్
दोन पास  असेंबलर,రెండు పాస్  సమీకరించేవాడు
दोन अधिक एक  पत्ता,రెండు ప్లస్ ఒకటి  చిరునామా
दोन अधिक एक  पत्ता  सूचना,రెండు ప్లస్ ఒకటి  చిరునామా  సూచన
दोन चे पूरक,రెండు పూరక
दोन मार्ग वैकल्पिक  संप्रेषण,రెండు మార్గాలు ప్రత్యామ్నాయం  కమ్యూనికేషన్
दोन मार्ग दुवा साधलेली यादी,రెండు మార్గం లింక్డ్ జాబితా
दोन मार्ग विलीनीकरण,రెండు మార్గాలు విలీనం
दोन मार्ग  एकाचवेळी  संप्रेषण,రెండు మార్గం  ఏకకాలంలో  కమ్యూనికేషన్
दोन मार्ग ट्रंक,రెండు మార్గం ట్రంక్
दोन वायर सर्किट,రెండు వైర్ సర్క్యూట్
टिमनेट,టైమ్నెట్
प्रकार,రకం
"प्रकार ओ (1,2,3)  इंग्रजी","టైప్ ఓ (1, 2, 3)  భాష"
घोषित करा,రకం డిక్లరేషన్
प्रकार प्रकार,ముఖం టైప్ చేయండి
फॉन्ट टाइप करा,ఫాంట్ టైప్ చేయండి
प्रकार डोके,టైప్ హెడ్
की टाइप करा  प्रतिसाद द्या,కీ టైప్ చేయండి  ప్రతిస్పందించండి
ओव्हर टाइप करा,టైప్ చేయండి
टाइप व्हील,టైప్ వీల్
टाइपराइटर  टर्मिनल,టైప్‌రైటర్  టెర్మినల్
अल्ट्रा फिचे,అల్ట్రా ఫిచ్
अल्ट्राव्हायोलेट मिटविणे,అతినీలలోహిత ఎరేసింగ్
यू-मोड रेकॉर्ड,U- మోడ్ రికార్డ్
अबाधित अंक,అల్లర్లు చేయలేని అంకె
अबाधित कोड तपासणी,అనుమతించలేని కోడ్ చెక్
युनरी ऑपरेशन,యునైరీ ఆపరేషన్
अनियंत्रित स्वयंचलित एक्सचेंज,గమనింపబడని ఆటోమేటిక్ ఎక్స్ఛేంజ్
अनपेक्षित मोड,గమనింపబడని మోడ్
न पाहिलेले  ऑपरेशन,గమనింపబడలేదు  ఆపరేషన్
अनपेक्षित ट्रेल  प्रिंटर,గమనింపబడని కాలిబాట  ప్రింటర్
असंतुलित ओळ,అసమతుల్య రేఖ
असंतुलित विलीनीकरण  क्रमवारी,అసమతుల్య విలీనం  క్రమబద్ధీకరించండి
असंतुलित  मॉड्यूलर,అసమతుల్య  మాడ్యులేటర్
असंतुलित वायर  सर्किट,అసమతుల్య వైర్  సర్క్యూట్
अनब्लांक,అన్‌బ్లంక్
अनबंडिंग,అన్‌బండింగ్
Uncol,Uncol
बिनधास्त तर्कशास्त्र  रचना,కలతపెట్టని తర్కం  అమరిక
बिनधास्त  स्टोरेज यादी,కలత చెందలేదు  నిల్వ జాబితా
बिनशर्त  शाखा  सूचना,బేషరతు  శాఖ  సూచన
बिनशर्त उडी,బేషరతు ఎగిరి దుముకు
बिनशर्त  जंप सूचना,బేషరతు  జంప్ ఇన్స్ట్రక్షన్
बिनशर्त  विधान,బేషరతు  ప్రకటన
बिनशर्त  हस्तांतरण  सूचना,బేషరతు  బదిలీ  సూచన
निर्विवाद,అన్‌సైడబుల్
अपरिभाषित,నిర్వచించబడలేదు
अपरिभाषित रेकॉर्ड,నిర్వచించబడని రికార్డ్
अंडरकोड,అండర్ కోడ్
अंडरफ्लो,అండర్ఫ్లో
अंडरफ्लो  वैशिष्ट्यपूर्ण,అండర్ఫ్లో  లక్షణం
अंडरफ्लो  परिस्थिती,అండర్ఫ్లో  కండిషన్
अंडरफ्लो  एक्झेप्शन,అండర్ఫ్లో  మినహాయింపు
अंतर्निहित कॅरियर,అంతర్లీన క్యారియర్
अधोरेखित,అండర్ పంచ్
अधोरेखित,అండర్‌రన్
अंडरस्कोर,అండర్ స్కోర్
अंडरस्कोर  वर्ण,అండర్ స్కోర్  పాత్ర
शोधलेली त्रुटी,గుర్తించబడని లోపం
शोधलेली त्रुटी  दर,గుర్తించబడని లోపం  రేటు
अविभाजित आलेख,మళ్ళించని గ్రాఫ్
अप्रचलित डिस्क,అనూహ్యమైన డిస్క్
अप्रचलित  प्रदर्शन,అనూహ్యంగా  ప్రదర్శన
अप्रचलित  विक्रम,అనూహ్యంగా  రికార్డ్
एकसारखेपणाने  प्रवेशयोग्य  संचयन,ఏకరీతిగా  ప్రాప్యత  నిల్వ
युनिगेज डिझाइन,యునిగాజ్ డిజైన్
एकतर्फी  कनेक्ट केलेला आलेख,ఏకపక్షంగా  కనెక్ట్ చేయబడిన గ్రాఫ్
एकतर्फी सिंक्रोनाइझेशन सिस्टम,ఏకపక్ష సమకాలీకరణ వ్యవస్థ
युनियन कॅटलॉग,యూనియన్ కేటలాగ్
युनिपोलर सिग्नल,యూనిపోలార్ సిగ్నల్
युनिप्रोसेसिंग,యునిప్రోసెసింగ్
अनन्यपणे  डीकोड करण्यायोग्य,ప్రత్యేకంగా  డీకోడబుల్
युनिट पत्ता,యూనిట్ చిరునామా
एकात्मक कोड,యూనిటరీ కోడ్
एकसंध सेमिंग,యూనిటరీ సెమిరింగ్
युनिट बॅक स्पेस  वर्ण,యూనిట్ బ్యాక్ స్పేస్  పాత్ర
युनिट निदान,యూనిట్ నిర్ధారణ
युनिट घटक,యూనిట్ మూలకం
युनिटर्म,UNITERM
युनिट मध्यांतर,యూనిట్ విరామం
युनिट रेकॉर्ड,యూనిట్ రికార్డ్
युनिट रेकॉर्ड डिव्हाइस,యూనిట్ రికార్డ్ పరికరం
युनिट विभाजक  वर्ण,యూనిట్ సెపరేటర్  పాత్ర
