English,Tamil
Proposition,அடையக்கூடிய
protected key,பாதுகாக்கப்பட்ட விசை
Protection,பாதுகாப்பு
Protocol,நெறிமுறை
protocol translation,"1. நெறிமுறை பரிமாற்றம், 2. நெறிமுறை மொழிபெயர்ப்பு, 3. நெறிமுறை விளக்கம்"
pseudo code,போலி குறியீடு
public data network,"1.பொது தரவு, 2.பொது தரவு நெட்வொர்க்"
public domain,"1.பொது டொமைன், 2.பொது டொமைன்"
public key encripting,பொது விசை குறியாக்கம்
Pulse,துடிப்பு
pulse code modulation,துடிப்பு குறியீடு பண்பேற்றம்
pulse digital modulation (PDM),பல்ஸ் டிஜிட்டல் மாடுலேஷன் (PDM)
pulse train,ஸ்பந்தாவளி
Punctuation,நிறுத்தற்குறி
Push,"அழுத்தம், நிரப்பு"
push down automata,ஆட்டோமேட்டாவைப் பதிவிறக்கவும்
pushup list,செங்குத்து பட்டியல்
quad density,நால்வகை
Qualification,"1.தகுதி, 2.தகுதி"
Quantifier,அளவி
Quantize,அளவிட
Quantizer,அளவுகோல்
Quantum,குவாண்டம்
quantum clock,குவாண்டம் கடிகாரம்
quantum computing,"1.குவாண்டம் கபுடான், 2.குவாண்டம் கம்ப்யூட்டேஷன்"
querry by example,உதாரண வினவல்
Query,"1. விசாரணை, 2. விசாரணை"
query language,கேள்வி மொழி
query processing,வினவல் செயலாக்கம்
Queue,வரிசை
queue management,வரிசை மேலாண்மை
queue register,வரிசை பதிவு
queuing network,"1. வரிசை நெட்வொர்க், 2. வரிசை நெட்வொர்க்"
queuining theory,வரிசை கோட்பாடு
quick acess memory,விரைவான அணுகல் நினைவகம்
Quotient,அளவுகோல்
radio frequency interference (RFI),ரேடியோ அலைவரிசை குறுக்கீடு (RFI)
Radix,ரேடிக்ஸ்
random access computer equipment (RACE),சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE)
random access memory (RAM),சீரற்ற அணுகல் நினைவகம் (RAM)
random scan,சீரற்ற ஸ்கேனிங்
Raster,"1.ராஸ்டர், 2.ராஸ்டர்"
raster scan,ராஸ்டர் ஸ்கேனிங்
re engineering,மறு பொறியியல்
re enlargement,புத்துயிர் பெறுதல்
Reachability,"1. அணுகல், 2. அணுகல்"
Read,வாசிப்பு
read head,படிக்கும் தலை
read only,"1. படிக்க மட்டும், 2. படிக்க மட்டும்"
read only memory,"1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம்"
read write head,படிக்கும் எழுத்து தலை
read/write cycle,"1. வாசிப்பு சுழற்சி, 2. எழுதும் சுழற்சி"
read/write head,"1. வாசிப்பு சுழற்சி, 2. எழுதும் தலை"
read/write,"1. வாசிப்பு நினைவகம், 2. எழுதும் நினைவகம்"
Reader,வாசகர்
reading,"வாசிப்பு, வாசிப்பு"
read-out,"1.வாசிப்பு, 2.பின் வாசிப்பு"
real,உண்மையான நேரம்
real time processing,"1. விரைவான பதில் செயலாக்கம், 2. உடனடி பதில் செயலாக்கம்"
Receiver,பெறுபவர்
recognition logic,அங்கீகார தர்க்கம்
Recompile,மறு நிரலாக்க பரிமாற்றம்
Record,பதிவு
recording head,"1. ரெக்கார்டிங் ஹெட், 2. ரெக்கார்டிங் ஹெட்"
recoverable error,சரிசெய்யக்கூடிய பிழை
Recovery,பூர்த்தி
recursim theorem,மறுநிகழ்வு தேற்றம்
Recursion,மீள் சுழற்சி
recursive function,சுழல் செயல்பாடு
reduced instruction set computer (RISC),மினியேட்டரைஸ்டு இன்ஸ்ட்ரக்ஷன் செட் கம்ப்யூட்டர் (RISC)
Redundancy,பணிநீக்கம்
redundant array of independent disks (RAID),"1.சுதந்திர வட்டு, 2.வட்டுகளின் கூடுதல் வரிசை (சிவப்பு)"
Re-entrant,மறு நுழைவு
re-entrant code,மறு நுழைவு குறியீடு
Reference,குறிப்பு
referential integrity,மேற்கோளிட்ட நேர்மை
Reflectivity,பிரதிபலிப்பு
Reflextion,பிரதிபலிப்பு
Refraction,ஒளிவிலகல்
Refresh,புத்துணர்ச்சி
Regeneration,மீளுருவாக்கம்
Register,பதிவு
regular grammar,வழக்கமான இலக்கணம்
Relation,உறவு
relational database,தொடர்புடைய தரவுத்தளம்
relational database management system (RDBMS),தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS)
relational model,தொடர்புடைய மாதிரி
Relative,"1. உறவினர், 2. உறவினர்"
relative addressing,உறவினர் முகவரி
Relay,"1. ரிலே, 2. பரிமாற்றம்"
reliability modeling,நம்பகத்தன்மை மாதிரி
Reliable,நம்பகமானது
relocatable code,"1. இடமாற்றம் செய்யக்கூடிய குறியீடு, 2. இடமாற்றக்கூடிய தரவு"
Remote,இதுவரை
remote host,தொலை ஊட்டி
remote job entry,தொலைதூர வேலை நுழைவு
remote log-in,"1.தொலைநிலை அமர்வு தொடக்கம், 2.தொலைநிலை உள்நுழைவு"
remote procedure call (RPC),தொலைநிலை நடைமுறை அழைப்பு (RPC)
remote sensing,தொலை உணர்வு
Rename,மறுபெயரிடுதல்
Rendering,"1. வழங்குதல், 2. அர்ப்பணிப்பு"
Repeater,ரிப்பீட்டர்
Reply,பதில்
Request,"1. கோரிக்கை, 2. கோரிக்கை"
request for comments (RFC),கருத்துக் கோரிக்கை (RFC)
request/reply protocol,"1.கோரிக்கை நெறிமுறை, 2.பதிலளிப்பு நெறிமுறை"
rerun program,சுழல் நிரல்
Research,ஆராய்ச்சி
reset cycle,மீட்டெடுப்பு சுழற்சி
Resident,நினைவிடவாதி
Resolution,வேறுபாடு
Resources,வளங்கள்
responsee time,பதில் நேரம்
Restart,"1.மறுதொடக்கம், 2.மறுதொடக்கம்"
Restore,மறுசீரமைப்பு
Retrace,மீண்டும் தடம்
Retransmission,"1. மீண்டும் அனுப்புதல், 2. மறு தொடர்பு"
Retrieve,மீட்பு
Retry,மீண்டும் முயற்சி செய்
Return,"1.பின்னடைவு, 2.திரும்புதல்"
return code,பின்னடைவு குறியீடு
return key,பின்னடைவு விசை
reusable code,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
Rewritable,மீண்டும் எழுதக்கூடியது
RGB monitor,rgb மானிட்டர்
Ribbon,நாடா
right issue,அதிகாரப்பூர்வ பிரச்சினை
Robot,"1.ரோபோ, 2.மெக்கானிக், 3.மெக்கானிசம்"
Robotics,"1.இயந்திர அறிவியல், 2.இயந்திரவியல் மானுடவியல்"
Robust,"வலுவான, வலுவான"
Role,பங்கு
roll back,மீண்டும் உருளும்
roll in,விழுங்குதல்
roll out,வெளியேற்றம்
ROM,"1. படிக்க மட்டும் நினைவகம், 2. படிக்க மட்டும் நினைவகம் (ROM)"
Root,அசல்
root directory,பெற்றோர் அடைவு
round of error,தோராய பிழை
Router,"1.ரௌட்டர், 2.ரவுட்டர்"
Routing,"வழிசெலுத்துதல், வழிசெலுத்துதல்"
RS232C interface,RS232C இடைமுகம்
RSA encryption,RSA குறியாக்கம்
RTC,ஆர்டிசி
run length encoding,பணியிட குறியீட்டு முறை
run time,பதவிக்காலம்
run time error,இயக்க பிழை
Sample,"1. மாதிரி, 2. மாதிரி"
Sampling,மாதிரி
Satellite,"1.செயற்கைக்கோள், 2.செயற்கைக்கோள்"
Saturating,செறிவூட்டல்
Save,சேமிக்க
Scalability,"1. அளவிடுதல், 2. அளவிடுதல்"
Scalar,அளவுகோல்
Scanning,ஸ்கேனிங்
Scenario,நிலப்பரப்பு
Scheduler,திட்டமிடுபவர்
screen image projector,திரை பிரதிபலிப்பு ப்ரொஜெக்டர்
Script,கையால் எழுதப்பட்ட தாள்
scripting language,ஸ்கிரிப்டிங் மொழி
Scrolling,"1.சுருள், 2.சுருள்"
SDLC (sychronous data link control),ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு (SDLC)
Search,"1.ஆய்வு, 2.கண்டுபிடிப்பு"
search engine,தேடல் இயந்திரம்
search tree,தேடல் மரம்
Searching,"1.ஆராய்தல், 2.கண்டுபிடித்தல்"
Secondary,இரண்டாம் நிலை
Sector,"1.துறை, 2.துறை"
security policy,பாதுகாப்பு கொள்கை
seek time,தேடல் சொல்
Segment,"1.பிரிவு, 2.பிரிவு"
Segmentation,"1. பிரித்தல், 2. பிரிவு"
selection sort,தேர்வு வரிசையாக்கம்
self contained,"1.தன்னிரக்கம், 2.தன்னிரக்கம்"
Semantics,"1.சொற்பொருள், 2.சொற்பொருள்"
Semaphore,செமாஃபோர்
Semiconductor,குறைக்கடத்தி
semontic web,கற்பனை வலை
sequential access method,தொடர் அணுகல் முறை
Serial,அடுத்தடுத்து
Serializer,தொடர்
Server,"1.சேவையகம், 2.சேவையகம்"
server crash,சர்வர் செயலிழப்பு
server license,சர்வர் உரிமம்
servo multiplier,சர்வோ பெருக்கி
Set,தொகுப்பு
set point,குறிப்பிட்ட புள்ளி
set up,மேலாண்மை
Shade,நிழல்
Shading,ஒளிப்பதிவு
Shadow,பேய்
share file,கோப்பு பகிர்வு
shared access,பகிரப்பட்ட அணுகல்
Sharing,பகிர்தல்
Shell,"1. அடைப்புக்குறிகள், 2. கவசம், 3. ஷெல், 4. ஷெல்"
shift character,இடப்பெயர்ச்சி சின்னம்
short circuit,குறுகிய பாதை
short instruction,குறுகிய அறிவுறுத்தல்
Sibling,உடன்பிறப்பு
side effect,"1. பக்க விளைவு, 2. எதிர் விளைவு"
sign bit,அடையாளம் பிட்
Signal,சிக்னல்
signal processing,சமிக்ஞை செயலாக்கம்
Signalling,குறிப்பீடு
signal-to-noise ratio,"1.சிக்னல்-ஒலி விகிதம், 2.சிக்னல்-இரைச்சல் விகிதம்"
Signature,"1.கையொப்பம், 2. கையொப்பம்"
signature testing,மார்க்கர் சோதனை
significant digit,குறிப்பிடத்தக்க மதிப்பெண்கள்
silicon chip,சிலிக்கான் சிப்
Simple Mail Transfer Protocol (SMTP),எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP)
Simplex,ஒற்றை
simplex node,"1. ஒரு சமிக்ஞை முனை, 2. சிம்ப்ளக்ஸ் முனை"
Simulation,உருவகப்படுத்துதல்
Simulator,பின்பற்றுபவர்
Simultaneous,"1.ஒரே நேரத்தில், 2.ஒரே நேரத்தில்"
simultaneous processing,ஒரே நேரத்தில் செயலாக்கம்
Singleton,தனி
site licence,"1.தள உரிமம், 2.தள உரிமம்"
Size,"1.அளவு, 2.அளவு"
Sizing,அளவீடு
Sketching,"1. உவமை, 2. உவமை"
Skip,புளூட்டி
Skipping,"1.புளூட்டி, 2.புளூட்டிகாரன்"
Slash,"1. வெட்டு, 2. வெட்டு"
slave computer,கணினியின் கீழ்
sliding window protocol,பாம்பு ஜன்னல் நெறிமுறை
Slip,"1. புறக்கணிப்பு, 2. சரணடைதல்"
Slot,ஸ்லாட்
small computer system interface (SCSI),SCSI (SCSI)
smart card,ஸ்மார்ட் கார்டு
snail mail,நத்தை அஞ்சல்
Snapshot,ஸ்னாப்ஷாட்
soft computing,"1.மென்மையான கணக்கீடு, 2.மென்மையான கணக்கீடு"
soft copy,மென்மையான நகல்
soft font,எளிதான எழுத்துரு
Software,மென்பொருள்
software engineering,மென்பொருள் பொறியியல்
software license,மென்பொருள் உரிமம்
software piracy,மென்பொருள் திருட்டு
Spectrum,ஸ்பெக்ட்ரம்
Spiral,"1.திருகு, 2.சுழல்"
spread sheet,"1.விவர தாள், 2.விரிதாள்"
Standard,தரநிலை
standard generalized markup language (SGML),நிலையான பொதுவான மார்க்அப் மொழி (SGML)
Standardization,தரப்படுத்தல்
standby time,காத்திருக்கும் நேரம்
star LAN,தாரக் லன்
star topology,நட்சத்திர நிலை
start bit,ஆரம்ப பிட்
Starvation,"1. பற்றாக்குறை, 2. பற்றாக்குறை, 3. பற்றாக்குறை நெருக்கடி"
static memory',"1.நிலை நினைவகம், 2.நிலை நினைவகம்"
status channel,நிலை சேனல்
step size,"1.படி அளவு, 2.படி அளவுகள்"
stop and wait protocol,இடைநிறுத்தம் மற்றும் காத்திருப்பு நெறிமுறை
stop code,முறிவு குறியீடு
stop key,இடைநிறுத்த விசை
Storability,சேமிப்புத்திறன்
stored program,சேமிக்கப்பட்ட நிரல்
string data,தொடர் தரவு
structured coding,"1.கட்டமைக்கப்பட்ட குறியாக்கம், 2.கட்டமைக்கப்பட்ட குறியீட்டு முறை"
structured query language (SQL),கட்டமைக்கப்பட்ட வினவல் மொழி (SQL)
style sheet,"1. சிற்றேடு, 2. பாணி கடிதம்"
Sub-directory,துணை அடைவு
Subnet,"1.சப்நெட், 2.சப்நெட்"
Subtree,துணை மரம்
Summarization,"1. சுருக்கம், 2. சுருக்கம்"
super computer,"1. சூப்பர் கம்ப்யூட்டர், 2. சூப்பர் கம்ப்யூட்டர்"
super computing,"1.சூப்பர் கம்ப்யூட்டேஷன், 2.சூப்பர் கம்ப்யூட்டேஷன்"
super key,முக்கிய திறவுகோல்
super user,சிறந்த பயனர்
supervised learning,மேற்பார்வை கற்றல்
support chip,துணை சிப்
Surf,நிகர மாறுபாடு
Surfing,"1.நிகர மாறுபாடு, 2.பிரிவு, 3.சர்ஃபான்"
Swap,இடமாற்று
swap in,பிணைப்பிலுள்ள
swap out,வெளியேற்றம்
Swapping,பரிமாற்றம்
switched network,"1.சுவிட்ச்டு நெட்வொர்க், 2. நெட்வொர்க் மாறியது"
Switching,மாறுதல்
switching theory,மாறுதல் கொள்கை
symbolic programming,குறியீட்டு நிரலாக்கம்
Synchronization,ஒத்திசைவு
Synchronizer,ஒத்திசைப்பான்
Synchronous,ஒத்திசைவான
synchronous digital hierarchy (SDH),ஒத்திசைவான எண் படிநிலை (SDH)
syntax analysis,வாக்கிய பகுப்பாய்வு
system analysis,அமைப்பு பகுப்பாய்வு
system engineering,கணினி பொறியியல்
system hacker,"1. சிஸ்டம் பிரேக்கர், 2. சிஸ்டம் ஹேக்கர்"
system integrator,கணினி ஒருங்கிணைப்பான்
system log,கணினி பதிவு
system mask,அமைப்பு கவர்
system network architecture (SNA),கணினி நெட்வொர்க் அமைப்பு (SNA)
system programmer,"1. சிஸ்டம் புரோகிராமர், 2. சிஸ்டம் புரோகிராமர்"
system restart,"1. கணினி மறுதொடக்கம், 2. கணினி மறுதொடக்கம்"
system shutdown,அமைப்பு நிறுத்தம்
system testing,அமைப்பு சோதனை
system utility,அமைப்பு பயன்பாடு
systematic code,"1. முறையான குறியீடு, 2. முறையான குறியீடு"
tab command,tab கட்டளை
Table,அட்டவணை
table look up,அட்டவணை கண்ணோட்டம்
table space,அட்டவணை இடம்
Tablet,தகடு
tabular array,"1.அட்டவணை, 2.வரிசை வரிசை"
tabulating function,அட்டவணை செயல்பாடு
tagged architecture,"1. குறிக்கப்பட்ட கட்டிடக்கலை, 2. குறிக்கப்பட்ட அமைப்பு"
tagged image file format (TIFF),குறிக்கப்பட்ட படக் கோப்புப் படிவம் (TIFF)
tandam system,டேன்டெம் அமைப்பு
tape density,டேப் அடர்த்தி
tape mask,டேப் கவர்
tar file,தார் கோப்பு
Task,வேலை
task bar,வேலை வழிகாட்டி
task scheduler,பணி திட்டமிடுபவர்
TCP/IP (transmission control protocol/internet protocol),டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால் (TCP/IP)
teardown operation,வெட்டு அறுவை சிகிச்சை
Telecom,தொலைத்தொடர்பு
Telecommunication,தொலைத்தொடர்பு
Teleconference,தொலை தொடர்பு
Teleconferencing,தொலைதொடர்பு
Telegraphy,"1. தந்தி, 2. தந்தி"
Telemetry,"1. டெலிமீட்டர், 2. டெலிமெட்ரி"
Telephone,"1.தொலைபேசி, 2.தொலைபேசி"
Telephony,தொலைபேசி
Teleprinter,"1.டெலிபிரிண்டர், 2.டெலிபிரிண்டர்"
Teleprocessing,தொலைச் செயலாக்கம்
Television,"1. தூர்தர்ஷன், 2. தொலைக்காட்சி, 3. தூர்தர்ஷன்"
Telex,டெலக்ஸ்
Telnet,"1.trap away, 2.telnet"
Temperature,"1.வெப்பம், 3.வெப்பநிலை"
Template,"1. ஷேப் பிளேட், 2. டெம்ப்ளேட், 3. ரூபா"
ten's complement,பத்தின் நிரப்பு
tera byte,டெரா பைட்
tera flops,டெர்ரா ஃபாலோப்ஸ்
terminal cursor,"1.எண்ட் பாயிண்டர், 2.டெர்மினல் கர்சர்"
terminal node,"1.முடிவு முனை, 2.முனை முனை"
terminal window,முனைய சாளரம்
Termination,முடிவு
Ternary,முப்படை
ternary operation,மூன்று அடிப்படை செயல்பாடு
Test,சோதனை
test coverage,சோதனை கவரேஜ்
test run,சோதனை செயல்படுத்தல்
Test-data,சோதனை தரவு
Text,"1.உரை, 2. படிப்பு பொருள்"
text box,உரை பெட்டி
text cursor,உரை கர்சர்
text editor,உரை திருத்தி
text file,உரை கோப்பு
text mode,பாடத்திட்டம்
text processing,உரை செயலாக்கம்
text to speech (TTS),பேச்சு-உரை (TTS)
texture mapping,அமைப்பு மேப்பிங்
T-flip-flop,"1.டி ஃபிளிப் ஃப்ளாப், 2.டி-பைனோமீட்டர்"
thermal printer,வெப்ப முத்திரை வெப்ப
thin film memory,"1.Printer Thin Film Memory, 2.Thin Film Memory"
thin film transistor,(TFT) மெல்லிய பட டிரான்சிஸ்டர் (TFT)
Thrashing,"1.ஜெமிங், 2.ஹேஷிங்"
Thread,நூல் வளையல்
Threading,த்ரெடிங்
threetier network,"1.முக்கோண வலையமைப்பு, 2.முக்கோண வலையமைப்பு"
Throughput,ஓட்டம் திறன்
time complexity,நேரம் சிக்கலானது
time division multiplexing (TDM),நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்)
time frame,கால அளவு
time frame,அதே நேரத்தில்
time machine,"1. கால் மெஷின், 2. கால் மெஷின், 3. டைம் மெஷின்"
time out,நேரம் முடிந்தது
time quantization,"1.அழைப்பு, 2.கால் அளவீடு"
time series,நேரத் தொடர்
time sharing,"1. நேரப் பிரிவு, 2. நேரம் பகிர்வு"
time sharing system,நேர பகிர்வு அமைப்பு
time stamp,அழைப்பு படி
timing diagram,நேர வரைபடம்
Tint,பாத்திரம்
Toggle,மாற்று
toggling speed,மாற்று நகர்வு
Token,"1. சின்னம், 2. சின்னம்"
token bus,டோக்கன் பஸ்
token bus,டோக்கன் பஸ்
token bus network,டோக்கன் பஸ் நெட்வொர்க்
token ring,"1.சின்ன வளையம், 2.சின்ன வளையம்"
token talk,டோக்கன் பேச்சுவார்த்தை
Tool,"1.கருவிகள், 2.கருவிகள்"
top down,மேல்-கால்
top down design,மேல் கால் வடிவமைப்பு
top down parsing,"1. ஆணி முகடு கட்டமைப்பு, 2. கீழே இழுக்கவும்"
Topology,"1. இடம், 2. இருப்பிட அறிவியல்"
touch pad,தொடு பட்டைகள்
touch screen,தொடு திரை
Trace,"1.குறி, 2.குறி, 3.தேடுதல்"
Tracing,தடமறிதல்
Track,"1.வழி, 2.பாதை, 3.கசிவு"
track disk,"1.டிராக் டிஸ்க், 2.பாத் டிஸ்க்"
track tape,பாதை நாடா
Tracking,"1.பின்தொடர், 2.பின்தொடர்"
Trailer,"1. பின்பற்றவும், 2. பின்பற்றவும்"
Trajectory,பாதை
Transaction,"1. பரிவர்த்தனை, 2. ஒப்பந்தம், 3. பரிவர்த்தனை, 4. பரிமாற்றம்"
transaction file,"1. ஒப்பந்தக் கோப்பு, 2. செயல்பாட்டுக் கோப்பு"
transaction log,"1.பரிவர்த்தனை ஆவணம், 2.பரிவர்த்தனை பதிவு"
Transcribe,"1. ஒலிபெயர்ப்பு, 2. ஒலிபெயர்ப்பு"
Transducer,மின்மாற்றி
transfer rate,பரிமாற்ற விகிதம்
transfer time,பரிமாற்ற நேரம்
Transformation,மாற்றம்
transient error,தற்காலிக பிழை
transit time,நிலைமாற்ற காலம்
Transition,"1. மாற்றம், 2. சங்கிராந்தி"
Transitive,தொற்றும் தன்மை கொண்டது
Transitivity,நோய்த்தொற்றுக்கு உள்ளானவர்
Translation,"1.மொழிபெயர்ப்பு, 2.மொழிபெயர்ப்பு, 3.விளக்கம்"
Transmission,"1. பரிமாற்றம், கடத்துதல், 2. கடத்துதல்"
transmission control protocol (TCP),டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால் (TCP)
transmission line,"1. டிரான்ஸ்மிஷன் லைன், 2. டிரான்ஸ்மிஷன் லைன்"
Transmitter,டிரான்ஸ்மிட்டர்
Transparency,வெளிப்படைத்தன்மை
Transponder,டிரான்ஸ்பாண்டர்
Transportation,"1.போக்குவரத்து, 2. பின்னடைவு"
Transposition,இடமாற்றம்
Transputer,டிரான்ஸ்பியூட்டர்
Transreceiver,"1.டிரான்ஸ்மிட் ரிசீவர், 2.டிரான்ஸ் ரிசீவர்"
Trapping,"1. பொறி, 2. பொறி, 3. பிடி"
Traverse,சுழற்சி
tree (traversal),மரம் (மாற்றம்)
tree network,மரம் நெட்வொர்க்
tributary circuit,துணை சுற்று
trival graph,அற்பமான வரைபடம்
trouble shoot,பழுது நீக்கும்
Truncate,அகற்றி
truth table,உண்மை அட்டவணை
Tuner,"1. ட்யூனர், 2. ட்யூனர், 3. ட்யூனர்"
Tunnelling,"1. சுரங்கப்பாதை, 2. சுரங்கப்பாதை"
Tunning,"1. சரிசெய்தல், 2. ட்யூனிங், 3. டியூனிங்"
Tuple,tuple
turbo pascal,டர்போ பாஸ்கல்
turing machine,டூரிங் இயந்திரம்
turn aroud time,திரும்பும் நேரம்
turn around document,திருப்பு ஆவணம்
turnaround sequence,திருப்பு வரிசை
twin cable,ஜோடி கேபிள்
twisted pair,"1. தலைகீழ் ஜோடி, 2. தலைகீழ் ஜோடி"
two part assembler,இரட்டை பாஸ் நினைவூட்டல்
two's complement,இரண்டின் நிரப்பு
type,வகை
type face,"1.வகை முகம், 2. பாத்திரம்"
type head,அச்சுக்கலை மேல்
type wheel,அச்சுப்பொறி சக்கரம்
Typing,தட்டச்சு
un interruptable power source (UPS),தடையில்லா சக்தி ஆதாரம்
unary operation,"1. ஒற்றை செயல்பாடு, 2. ஒரு பகுதி அமைப்பு"
unary operation,ஒற்றை செயல்பாடு
unary operator,"1.ஒற்றை இயக்குபவர், 2.ஒற்றை இயக்குபவர்"
Uncertainity,நிச்சயமற்ற தன்மை
unconditional statement,தடையற்ற அறிக்கை
Uncountable,கணக்கிட முடியாத
Uncover,வெளிக்கொணரப்பட்டது
Undecidable,தீர்மானமற்ற
Undefined,வரையறுக்கப்படாத
undefined record,வரையறுக்கப்படாத பதிவு
Undelete,அழித்தல்
Underscore,"1. வற்புறுத்தல், 2. ஒருங்கிணைப்பாளர், 3, ஒருங்கிணைப்பாளர்"
Undirected,குறிப்பிடப்படாத
undirected graph,"1.குறிப்பிடப்படாத வரைபடம், 2.குறிப்பிடப்படாத வரைபடம்"
undirectional service time,அதே திசையில் சேவை நேரம்
Undo,ரத்து செய்
unformatted disk,"1.வடிவமைக்கப்படாத வட்டு, 2. வடிவமைக்கப்படாத வட்டு"
Unicasting,விவரணையாக்கம்
Unicode,"1.யூனிகோட், 2.ஒற்றை குறியீடு"
unidirected tree,குறிப்பிடப்படாத மரம்
uniform resource locator (URL),சீரான வள இருப்பிட மதிப்பீட்டாளர் (YRL)
Uniprocessing,ஒரு செயலாக்கம்
Unique,தனித்துவமான
unishielded twisted pair (UTP),கவசமற்ற முறுக்கப்பட்ட இரட்டையர் (UTP)
Unit,"1.அலகு, 2. அலகு"
unit address,அலகு முகவரி
unit interval,அலகு இடைவெளி
unit testing,அலகு சோதனை
unitary code,அலகு குறியீடு
Uniterm,ஒரு பதவி
universal asynchronous receiver/transmitter (UART),யுனிவர்சல் ஒத்திசைவற்ற பெறுநர்/அனுப்புபவர் (UART)
universal flip flop,உலகளாவிய ஃபிளிப்-ஃப்ளாப்
universal set,பொதுவான தொகுப்பு
universtal character set,உலகளாவிய எழுத்துத் தொகுப்பு
Unix,யுனிக்ஸ்
Unlock,விபாஷா
unprotected field,ஒதுக்கப்படாத பகுதி
unprotected file,முன்பதிவு செய்யப்படாத கோப்பு (கோப்பு)
Unreachable,அடைய முடியாதது
Unshade,விரும்பத்தகாத
Unshielded,முன்பதிவு செய்யப்படாதது
unsuccessful call,தோல்வியுற்ற அழைப்பு
Untar,untar
update anomalies,புதுப்பிப்பு முரண்பாடுகள்
updated file,புதுப்பிக்கப்பட்ட கோப்பு
Updating,மேம்படுத்தல்
Upgrade,மேம்படுத்தல்
Upgrade,மேம்படுத்தல்
Uplink,இணைப்பு
Uploading,அதிக சுமை
upper memory area,மேல்நிலை நினைவக பகுதி
Upstream,"1. ஓட்டத்திற்கு, 2. பாதகமான"
Uptime,அதிக நேரம்
Upward,"1.மேல், 2.மேல், 3.மேல்"
Usenet,"1.யூஸ்நெட், 2.பயன்படுத்து"
User,"1.நெட் பயனர், 2.பயனர்"
user agent,பயனர் முகவர்
user authentication,பயனர் அங்கீகாரம்
user datagram protocol (UDP),பயனர் தரவு கண்காணிப்பு நெறிமுறை (யுடிபி)
user friendly,பயனர் நட்பு
user identification,பயனர் அடையாளம்
user identity (UID),பயனர் அடையாளம் (UID)
user interface,பயனர் இடைமுகம்
user name,பயனர் பெயர்
user profile,"1. பயனர் சுயவிவரம், 2. பயனர் சுயவிவரம்"
Utility,பயன்பாடு
utility software,பயன்பாட்டு மென்பொருள்
Valid,"1. செல்லுபடியாகும், 2. செல்லுபடியாகும்"
Validation,"1சரிபார்த்தல், 2.சரிபார்த்தல்"
validation protocols,சரிபார்ப்பு நெறிமுறை
validation testing,சரிபார்ப்பு சோதனை
validity check,"1. செல்லுபடியாகும் சோதனை, 2. செல்லுபடியாகும் சோதனை"
value added network (VAN),மதிப்புமிக்க நெட்வொர்க் (VAN)
value added reseller (VAR),மதிப்புமிக்க மறுவிற்பனையாளர் (VAR)
vanishing point,விடுபட்ட புள்ளி
Vapourware,"1. வேப்பர்வேர், 2. நீராவி பாத்திரம்"
Variable,மாறுபாடு
variable address,மாறி முகவரி
variable bit rate,மாறி பிட் விகிதம்
variable field length,மாறி புல நீளம்
variable length code,"1.மாறி நீளக் குறியீடு, 2. மாறி நீளக் குறியீடு"
variable name,"1.மாறும் பெயர், 2.மாறும் பெயர், 3.மாறும் பெயர்"
Variale,"1. மாறி, 2. மாறி"
Vector,திசையன்
vector grapdhics,"1.வெக்டர் கிராபிக்ஸ், 2.வெக்டர் கிராபிக்ஸ்"
vector precessing,திசையன் செயலாக்கம்
vectored interrupts,திசையன் குறுக்கீடு
venn diagram,வென் வரைபடம்
verification & validation (V&V),சரிபார்ப்பு மற்றும் சரிபார்ப்பு (V&amp;V)
version control,மாற்று கட்டுப்பாடு
version number,"1.மாற்ற எண், 2.மாற்ற எண்"
Vertex,மேல்
vertical processor,செங்குத்து செயலி
very large scale integration (VLSI ),மிகப் பெரிய ஒருங்கிணைப்பு (VLSI)
very long instruction word (VLIW),மிக நீண்ட அறிவுறுத்தல் வார்த்தைகள் (VLIW)
VHDL,வி எச் டி எல்
video camera,நிகழ்பதிவி
video conferencing,வீடியோ தொலைதொடர்பு
video display terminal,வீடியோ காட்சி முனையம்
video display unit,"1.வீடியோ காட்சி அலகு, 2.வீடியோ காட்சி அலகு"
video game,வீடியோ கேம்கள்
video graphic adaptor (VGA),வீடியோ கிராஃபிக் அரே (VGA)
video graphics adapter (VGA),வீடியோ கிராபிக்ஸ் வரிசை (VGA)
video server,வீடியோ சர்வர்
View,பார்வை
view port,காட்சி துளை
Viewport,தெரியும் கதவு
virtual circuit,மெய்நிகர் சுற்று
virtual function,மெய்நிகர் செயல்பாடு
virtual memory,மெய்நிகர் நினைவகம்
virtual private network,மெய்நிகர் தனியார் நெட்வொர்க்
virtual reality,மெய்நிகர் உண்மை
virtual reality,"1.விர்ச்சுவல் ரியாலிட்டி, 2.விர்ச்சுவல் ரியாலிட்டி"
