Odiya,Kannada
ଶକ୍ତି ଭୋଲଟେଜ୍,ವಿದ್ಯುತ್ ವೋಲ್ಟೇಜ್
ଅଭିବୃଦ୍ଧି |,ಬೆಳವಣಿಗೆ
ଆଜି,ಉಚ್ಛ್ರಾಯ ಸಮಯ
"ଉଚ୍ଚତା ସମୟ ସଂଶୋଧନ, ପ୍ରସ୍ଥାନ ସମୟ ସଂଶୋଧନ |","ಎತ್ತರದ ಸಮಯ ಪರಿಷ್ಕರಣೆ, ನಿರ್ಗಮನ ಸಮಯ ಪರಿಷ್ಕರಣೆ"
ସମୟ ବିକୃତି ସ୍ଥାନାନ୍ତର କରନ୍ତୁ |,ವರ್ಗಾವಣೆ ಸಮಯ ವಿರೂಪ
ସମୟ-ଲାଭ ଅନୁପାତ ବୃଦ୍ଧି |,ಏರಿಕೆ ಸಮಯ-ಲಾಭ ಅನುಪಾತ
ସୂର୍ଯ୍ୟ ଚୁମ୍ବକ,ಉದಯಿಸುತ್ತಿರುವ ಸೂರ್ಯನ ಮ್ಯಾಗ್ನೆಟ್ರಾನ್
ଉଦୟ ସୂର୍ଯ୍ୟ,ಉದಯಿಸುತ್ತಿರುವ ಸೂರ್ಯ
ରିଜଲେ ପ୍ରିଜିମ୍ ସିଷ୍ଟମ୍ |,ರಿಡ್ಜ್ಲೆ ಪ್ರಿಸ್ಮ್ ಸಿಸ್ಟಮ್
ରିଜ୍ ମିଶ୍ରଣ ସିଦ୍ଧାନ୍ତ |,ರಿಟ್ಜ್ ಸಂಯೋಜನೆಯ ಸಿದ್ಧಾಂತ
ରିଜ୍ ଫର୍ମୁଲା |,ರಿಟ್ಜ್ ಸೂತ್ರ
ରୋବର୍ଟସନ ୱାକର୍ ହଲ୍ |,ರಾಬರ್ಟ್ಸನ್ ವಾಕರ್ ಹಲ್
ରୋବୋ |,ರೋಬೋ
ଆଲୋକିତ ପ୍ରିଜିମ୍ |,ಪ್ರಿಸ್ಮ್ ಅನ್ನು ಬೆಳಗಿಸುತ್ತದೆ
ଦର୍ପଣ ଗତି |,ಆಂದೋಲನ ವೇಗ
ରକେଟ୍,ರಾಕೆಟ್
ରକେଟ୍ କାର୍ଯ୍ୟ,ರಾಕೆಟ್ ಕ್ರಿಯೆ
ରକେଟ୍ ଆଡାପ୍ଟର |,ರಾಕೆಟ್ ಅಡಾಪ್ಟರ್
ରକେଟ୍ ବିମାନ |,ರಾಕೆಟ್ ವಿಮಾನ
ରକେଟ୍ ଉଡ଼ାଣ |,ರಾಕೆಟ್ ಹಾರಾಟ
ରକେଟ୍ ଇନ୍ଧନ |,ರಾಕೆಟ್ ಇಂಧನ
ରକେଟ୍ ସ୍କାଭେନ୍ |,ರಾಕೆಟ್ ಸ್ಕ್ಯಾವೆಂಜರ್
ରକେଟ୍-ମୋଟର ଦକ୍ଷତା |,ರಾಕೆಟ್-ಮೋಟಾರ್ ದಕ್ಷತೆ
ରକେଟ୍ ଚାଳିତ |,ರಾಕೆಟ್ ಚಾಲಿತ
ରକେଟ୍ ଚାଳିତ ଯାନ |,ರಾಕೆಟ್ ಚಾಲಿತ ವಾಹನ
ରକେଟ୍ ପ୍ରୋଜେକ୍ଟଲ୍ |,ರಾಕೆಟ್ ಉತ್ಕ್ಷೇಪಕ
ରକେଟ୍ ପ୍ରବୃତ୍ତି |,ರಾಕೆಟ್ ಪ್ರೊಪಲ್ಷನ್
ରକେଟ୍ ଜାହାଜ |,ರಾಕೆಟ್ ಹಡಗು
ରକେଟ୍ ସ୍ଲେଡ୍ |,ರಾಕೆಟ್ ಸ್ಲೆಡ್
ରକେଟ୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,ರಾಕೆಟ್ ಸ್ಪೆಕ್ಟ್ರಮ್
ରକେଟ୍ ଥ୍ରଷ୍ଟ୍ |,ರಾಕೆಟ್ ಥ್ರಸ್ಟ್
ରକେଟ୍ ବିଜ୍ଞାନ |,ರಾಕೆಟ್ ವಿಜ್ಞಾನ
"ରକନ୍, ଆନ୍ଦୋଳନ, ଡୋଲାନ୍ |","ರಾಕನ್, ಮೂವ್ಮೆಂಟ್, ಡೋಲನ್"
"ଆର୍କ ବିସ୍ଫୋରଣ, ଆର୍କ ଫର୍ଣ୍ଣେସକୁ ଉତ୍ତେଜିତ କରିବା |","ಆಂದೋಲನದ ಆರ್ಕ್ ಬ್ಲಾಸ್ಟ್, ಆಂದೋಲನದ ಆರ್ಕ್ ಫರ್ನೇಸ್"
ଡଲନିକ୍ ବକ୍ର,ಡೊಲ್ನಿಕ್ ಕರ್ವ್
ସୁଇଙ୍ଗ୍ କୀ |,ಸ್ವಿಂಗ್ ಕೀ
ଦ୍ୱିପ୍ରହର କମ୍ପନ |,ಟ್ವಿಲೈಟ್ ಕಂಪನ
"ସାଣ୍ଡୋଲି ପ୍ରତିରୋଧକାରୀ ବିସ୍ଫୋରଣ, ସାଣ୍ଡୋଲି ପ୍ରତିରୋଧକ ଚୁଲା |","ಸಂಡೋಲಿ ರೆಸಿಸ್ಟಿವ್ ಬ್ಲಾಸ್ಟ್, ಸ್ಯಾಂಡೋಲಿ ರೆಸಿಸ್ಟಿವ್ ಫರ್ನೇಸ್"
ରକନ୍ |,ರಾಕೂನ್
"ବାଡ଼ି, ବାଡ଼ି, ବାଡ଼ି, ବାଡ଼ି","ರಾಡ್, ರಾಡ್, ರಾಡ್, ರಾಡ್"
roentgen,ರೋಂಟ್ಜೆನ್
roentgen ସମାନ,ರೋಂಟ್ಜೆನ್ ಸಮಾನ
ବଳାତ୍କାର,ಅತ್ಯಾಚಾರ
"ରୋଏଣ୍ଟେନ୍-ରେ, ଏକ୍ସ-ରେ |","ರೋಂಟ್ಜೆನ್-ಕಿರಣ, ಕ್ಷ-ಕಿರಣ"
x ray ଦୃଷ୍ଟାନ୍ତ,x ಕಿರಣ ವಿವರಣೆ
ରନୋଜେନେଟିକ୍ xradiography,ರೋಂಟ್ಜೆನಿಕಿ ಎಕ್ಸ್ ರೇಡಿಯೋಗ್ರಫಿ
"ଏକ୍ସ-ରେ ଥେରାପି, ରୋଏଣ୍ଟେନ୍ ଥେରାପି |","ರೇಡಿಯೊಥೆರಪಿ, ರೋಂಟ್ಜೆನ್ ಚಿಕಿತ್ಸೆ"
"ଗାଡ଼ି, ଗଡ଼, (ଏଡି।), ଗୋଲାକାର, ଗଡ଼ିବା (v।)","ರೋಲಿಂಗ್, ರೋಲ್, (ಸಂ), ಪೂರ್ಣಾಂಕ, ಉರುಳುವಿಕೆ (ವಿ.)"
ବାରମ୍ବାର ନିତ୍ୟକର୍ମ |,ಪುನರಾವರ್ತಿತ ದಿನಚರಿ
ଲଟନି କ୍ୟାପଚର |,ಲೊಟ್ನಿ ಸೆರೆಹಿಡಿಯುವಿಕೆ
ଗାଡ଼ି ନିୟନ୍ତ୍ରଣ |,ರೋಲಿಂಗ್ ನಿಯಂತ್ರಣ
ରୋଲ୍ ଫିଲ୍ମ |,ರೋಲ್ ಫಿಲ್ಮ್
(ସ୍ମୃତି) ବିଲୋପ-ପଠନ |,(ಮೆಮೊರಿ) ಅಳಿಸುವಿಕೆ-ಓದುವಿಕೆ
"ବେଲି, ଲୋଟନି, ଲୋଟନିକ୍ (ଭି।), ବେଲାନ୍, ଲୋଟାନ୍ (ଏଡି।)","ಬೆಲ್ನಿ, ಲೊಟ್ನಿ, ಲೊಟ್ನಿಕ್ (ವಿ.), ಬೆಲ್ಲನ್, ಲೋಟನ್ (ಸಂಪಾದಿತ)"
"ରୋଲିଂ ବ୍ରିଜ୍, ଲୋଟାନ୍ ସେଟୁ |","ರೋಲಿಂಗ್ ಬ್ರಿಡ್ಜ್, ಲೋಟನ್ ಸೇತು"
ସିଲିଣ୍ଡର ଘର୍ଷଣ |,ಸಿಲಿಂಡರ್ ಘರ್ಷಣೆ
ଗାଡ଼ି ଟର୍କ,ರೋಲಿಂಗ್ ಟಾರ್ಕ್
ରୋମର ପଦ୍ଧତି |,ರೋಮರ್ ವಿಧಾನ
ରୋଟର୍ |,ರೋಟರ್
amici prism,ಅಮಿಸಿ ಪ್ರಿಸ್ಮ್
ରୁମ୍ ଆକାଶବାଣୀ |,ಕೊಠಡಿ ಅಕೌಸ್ಟಿಕ್ಸ್
କୁକୁଡ଼ା,ಹುಂಜ
"ମୂଳ, ମୂଳ","ಬೇರು, ಬೇರು"
ବର୍ଗ-ଅର୍ଥ-ମୂଳ |,ವರ್ಗ-ಸರಾಸರಿ-ಮೂಲ
ପୋକ ଅର୍ଥ ମୂଳ ତ୍ରୁଟି |,ವರ್ಮ್ ಎಂದರೆ ಮೂಲ ದೋಷ
ବର୍ଗ-ଅର୍ଥ-ମୂଳ ମୂଲ୍ୟ |,ವರ್ಗ-ಸರಾಸರಿ-ಮೂಲ ಮೌಲ್ಯ
ବର୍ଗର ଅର୍ଥ ମୂଳ ବେଗ |,ವರ್ಗ ಸರಾಸರಿ ಮೂಲ ವೇಗ
ସମୀକରଣର ମୂଳ,ಸಮೀಕರಣದ ಮೂಲ
"ରୋଜେଟ୍ ଗତି, ପାଟଲିକ୍ ଗତି |","ರೋಸೆಟ್ ವೇಗ, ಪಾಟ್ಲಿಕ್ ವೇಗ"
ପୁଷ୍ପଗୁଚ୍ଛ,ಹೂಗಾರ
ରସ୍ ଦୃଶ୍ୟ |,ರಾಸ್ ದೃಶ್ಯ
ଘୂର୍ଣ୍ଣନ,ತಿರುಗುವ
ଘୂର୍ଣ୍ଣନ ନିଷ୍କ୍ରିୟତା |,ತಿರುಗುವ ಜಡತ್ವ
ଘୂର୍ଣ୍ଣନ,ತಿರುಗುವ
ଘୂର୍ଣ୍ଣନ ବିମ୍ ଆଣ୍ଟେନା |,ತಿರುಗುವ ಕಿರಣದ ಆಂಟೆನಾ
ଘୂର୍ଣ୍ଣନ କ୍ୟାପେସିଟର୍ |,ತಿರುಗುವ ಕೆಪಾಸಿಟರ್
ଘୂର୍ଣ୍ଣନ ରୂପାନ୍ତରକାରୀ |,ತಿರುಗುವ ಪರಿವರ್ತಕ
ଘୂର୍ଣ୍ଣନ ଇଞ୍ଜିନ୍ |,ತಿರುಗುವ ಎಂಜಿನ್
ଘୂର୍ଣ୍ଣନ ଗତି,ತಿರುಗುವ ಚಲನೆ
ଘୂର୍ଣ୍ଣନ ତେଲ ପମ୍ପ |,ತಿರುಗುವ ತೈಲ ಪಂಪ್
ଘୂର୍ଣ୍ଣନ ସ୍ପାର୍କିଂ ବ୍ୟବଧାନ |,ತಿರುಗುವ ಸ್ಪಾರ್ಕಿಂಗ್ ಮಧ್ಯಂತರ
"ଘୂର୍ଣ୍ଣନ ସୁଇଚ୍, ରୋଟାରୀ ସୁଇଚ୍ |","ತಿರುಗುವ ಸ್ವಿಚ್, ರೋಟರಿ ಸ್ವಿಚ್"
ଘୂର୍ଣ୍ଣନ ଇରୋନିଂ ମେସିନ୍ |,ರೋಟರಿ ಇಸ್ತ್ರಿ ಯಂತ್ರ
"ଘୂର୍ଣ୍ଣନ କରିବାକୁ, ଘୂର୍ଣ୍ଣନ କରିବାକୁ (ver,), ବୃତ୍ତାକାର, ଚକିଆ (v,)","ತಿರುಗಿಸಲು, ತಿರುಗಲು (ver, ), ವೃತ್ತಾಕಾರದ, ಚಕ್ರದ (v, )"
ଘୂର୍ଣ୍ଣନ ଆନାଡ |,ತಿರುಗುವ ಆನೋಡ್
ଘୂର୍ଣ୍ଣନ ଆନାଡ ଟ୍ୟୁବ୍ |,ತಿರುಗುವ ಆನೋಡ್ ಟ್ಯೂಬ್
ଘୂର୍ଣ୍ଣନ ସମନ୍ୱୟ |,ತಿರುಗುವಿಕೆಯ ಹೊಂದಾಣಿಕೆ
ଘୂର୍ଣ୍ଣନ ଭେନ |,ತಿರುಗುವ ವೇನ್
ଘୂର୍ଣ୍ଣନ କୋଇଲ୍ |,ತಿರುಗುವ ಸುರುಳಿ
ଘୂର୍ଣ୍ଣନ ଯୋଗାଯୋଗକାରୀ |,ತಿರುಗುವ ಸಂಪರ್ಕಕಾರ
ଘୂର୍ଣ୍ଣନ ସ୍ଫଟିକ୍ ସିଷ୍ଟମ୍ |,ತಿರುಗುವ ಸ್ಫಟಿಕ ವ್ಯವಸ್ಥೆ
ଘୂର୍ଣ୍ଣନ ସ୍ଫଟିକ୍ ଫଟୋଗ୍ରାଫ୍ |,ತಿರುಗುವ ಸ್ಫಟಿಕ ಛಾಯಾಚಿತ್ರ
ଘୂର୍ଣ୍ଣନ ସିଲିଣ୍ଡର ପଦ୍ଧତି |,ತಿರುಗುವ ಸಿಲಿಂಡರ್ ವಿಧಾನ
ଘୂର୍ଣ୍ଣନ ନିର୍ଣ୍ଣୟକାରୀ |,ತಿರುಗುವ ನಿರ್ಣಾಯಕ
"ଘୂର୍ଣ୍ଣନ ଡିସ୍କ, ଘୂର୍ଣ୍ଣନ ଡିସ୍କ |","ತಿರುಗುವ ಡಿಸ್ಕ್, ತಿರುಗುವ ಡಿಸ್ಕ್"
ଘୂର୍ଣ୍ଣନ ଚକ ଯୋଗାଯୋଗକାରୀ |,ರೋಟರಿ ಚಕ್ರ ಸಂಪರ್ಕಕಾರ
ଘୂର୍ଣ୍ଣନ ଇଲେକ୍ଟ୍ରୋଡ୍ |,ತಿರುಗುವ ವಿದ್ಯುದ್ವಾರ
ଘୂର୍ଣ୍ଣନ କ୍ଷେତ୍ର,ತಿರುಗುವ ಪ್ರದೇಶ
ଘୂର୍ଣ୍ଣନ କ୍ଷେତ୍ର ଆଣ୍ଟେନା |,ತಿರುಗುವ ಕ್ಷೇತ್ರ ಆಂಟೆನಾ
ସ୍ପିରାଲ୍ ଆରୋହଣ ପଗ୍ |,ಸುರುಳಿಯಾಕಾರದ ಕ್ಲೈಂಬಿಂಗ್ ಪಗ್
ଘୂର୍ଣ୍ଣନ ସଂଯୋଗ,ತಿರುಗುವ ಜಂಕ್ಷನ್
ଘୂର୍ଣ୍ଣନ ଲୁପ୍ ଆଣ୍ଟେନା |,ತಿರುಗುವ ಲೂಪ್ ಆಂಟೆನಾ
ଘୂର୍ଣ୍ଣନ ଯନ୍ତ୍ର |,ರೋಟರಿ ಯಂತ್ರ
ଘୂର୍ଣ୍ଣନ ଚୁମ୍ବକ ବିଚ୍ଛିନ୍ନକାରୀ |,ತಿರುಗುವ ಮ್ಯಾಗ್ನೆಟ್ ಐಸೊಲೇಟರ್
ଘୂର୍ଣ୍ଣନ ପ୍ରିଜିମ୍ କ୍ୟାମେରା |,ತಿರುಗುವ ಪ್ರಿಸ್ಮ್ ಕ್ಯಾಮೆರಾ
ଘୂର୍ଣ୍ଣନ ରେଡିଓ ବିକନ୍ |,ತಿರುಗುವ ರೇಡಿಯೋ ದೀಪಸ್ತಂಭ
ଘୂର୍ଣ୍ଣନ କ୍ଷେତ୍ର |,ತಿರುಗುವ ವಲಯ
ଘୂର୍ଣ୍ଣନ ରେଡିଓ ଫୋଟୋମିଟର |,ತಿರುಗುವ ತ್ರಿಜ್ಯ ಫೋಟೋಮೀಟರ್
ଘୂର୍ଣ୍ଣନ କ୍ଷେତ୍ର କ techni ଶଳ |,ತಿರುಗುವಿಕೆಯ ವಲಯದ ತಂತ್ರ
ଘୂର୍ଣ୍ଣନ ଶାଫ୍ଟ |,ತಿರುಗುವ ಶಾಫ್ಟ್
ଘୂର୍ଣ୍ଣନ ପାଣ୍ଠି,ಪರಿಭ್ರಮಣ ನಿಧಿ
ସ୍ପିରାଲ୍ ପଗ୍ ମେକାନିଜିମ୍ |,ಸುರುಳಿಯಾಕಾರದ ಪಗ್ ಯಾಂತ್ರಿಕತೆ
"ଘୂର୍ଣ୍ଣନ, ଘୂର୍ଣ୍ଣନ","ತಿರುಗುವಿಕೆ, ತಿರುಗುವಿಕೆ"
ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ,ತಿರುಗುವಿಕೆಯ ಅಕ್ಷ
ଘୂର୍ଣ୍ଣନ ବିନ୍ଦୁ,ತಿರುಗುವ ಬಿಂದು
ଘୂର୍ଣ୍ଣନ ଡମ୍ପିଂ ପ୍ରଭାବ |,ತಿರುಗುವಿಕೆ ಡ್ಯಾಂಪಿಂಗ್ ಪರಿಣಾಮ
ଘୂର୍ଣ୍ଣନ ଉପାଦାନ |,ತಿರುಗುವ ಅಂಶ
ସଂଯୋଜନା ପ୍ରଣାଳୀର ଘୂର୍ଣ୍ଣନ,ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆಯ ತಿರುಗುವಿಕೆ
ଘୂର୍ଣ୍ଣନ ଦୋହରିବା ବ୍ୟବସ୍ଥା |,ತಿರುಗುವ ಆಂದೋಲನ ವ್ಯವಸ್ಥೆ
ଘୂର୍ଣ୍ଣନ ସ୍ପେକ୍ଟ୍ରମ |,ತಿರುಗುವ ಸ್ಪೆಕ್ಟ್ರಮ್
ଘୂର୍ଣ୍ଣନ ଚିକିତ୍ସା |,ತಿರುಗುವಿಕೆ ಚಿಕಿತ್ಸೆ
ଘୂର୍ଣ୍ଣନ-କମ୍ପନ ସ୍ପେକ୍ଟ୍ରମ |,ತಿರುಗುವಿಕೆ-ಕಂಪನ ವರ್ಣಪಟಲ
ଘୂର୍ଣ୍ଣନ-ଓଲଟା ଅକ୍ଷ |,ತಿರುಗುವಿಕೆ-ಹಿಮ್ಮುಖ ಅಕ್ಷ
ଘୂର୍ଣ୍ଣନ-ପ୍ରତିଫଳନ ଅକ୍ଷ |,ತಿರುಗುವಿಕೆ-ಪ್ರತಿಬಿಂಬದ ಅಕ್ಷ
ଘୂର୍ଣ୍ଣନ ସ୍ପନ୍ଦନ ସ୍ପେକ୍ଟ୍ରମ |,ತಿರುಗುವ ಕಂಪನ ವರ್ಣಪಟಲ
"ଘୂର୍ଣ୍ଣନ, ଘୂର୍ଣ୍ଣନ, ଘୂର୍ଣ୍ଣନ |","ತಿರುಗುವ, ತಿರುಗುವ, ತಿರುಗುವ"
ଘୂର୍ଣ୍ଣନ କରୁଥିବା ଏଲଫଭେନ-ତରଙ୍ଗ |,ತಿರುಗುವ ಎಲ್ಫ್ವೇನ್-ತರಂಗ
ଘୂର୍ଣ୍ଣନ ଦୋହରିବା |,ತಿರುಗುವ ಆಂದೋಲನ
ଘୂର୍ଣ୍ଣନ ବ୍ରାଉନି ଗତି |,ತಿರುಗುವ ಬ್ರೌನಿ ಚಲನೆ
ଭୂତାଣୁ ଦୋଷ |,ಸುರುಳಿಯಾಕಾರದ ದೋಷ
ଘୂର୍ଣ୍ଣନ ବିକୃତି |,ತಿರುಗುವಿಕೆಯ ವಿರೂಪ
ଘୂର୍ଣ୍ଣନ ଉପାଦାନ |,ತಿರುಗುವ ಅಂಶ
ଘୂର୍ଣ୍ଣନ ଶକ୍ତି,ತಿರುಗುವ ಶಕ್ತಿ
ଘୂର୍ଣ୍ଣନ ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |,ತಿರುಗುವ ಸೂಕ್ಷ್ಮ ರಚನೆ
ନିଷ୍କ୍ରିୟତାର ମୁହୂର୍ତ୍ତ |,ಜಡತ್ವದ ಕ್ಷಣ
ସ୍ପିନ୍ ଆଇସୋମର୍ |,ಸ್ಪಿನ್ ಐಸೋಮರ್
ଘୂର୍ଣ୍ଣନ ଆଇସୋଟୋପିକ୍ ପ୍ରଭାବ |,ತಿರುಗುವ ಐಸೊಟೋಪಿಕ್ ಪರಿಣಾಮ
ଘୂର୍ଣ୍ଣନ ସ୍ତର,ತಿರುಗುವಿಕೆಯ ಮಟ್ಟ
ଘୂର୍ଣ୍ଣନ ରେଖା,ತಿರುಗುವ ರೇಖೆ
ଘୂର୍ଣ୍ଣନ ଚୁମ୍ବକୀୟ ମୁହୂର୍ତ୍ତ |,ತಿರುಗುವ ಕಾಂತೀಯ ಕ್ಷಣ
ଘୂର୍ଣ୍ଣନ ମଡେଲ୍ |,ತಿರುಗುವ ಮಾದರಿ
ଘୂର୍ଣ୍ଣନ ଗତି,ತಿರುಗುವ ಚಲನೆ
ଘୂର୍ଣ୍ଣନ ବହୁଳତା |,ತಿರುಗುವಿಕೆಯ ಬಹುತ್ವ
ଘୂର୍ଣ୍ଣନ ବଣ୍ଟନ କାର୍ଯ୍ୟ,ತಿರುಗುವಿಕೆಯ ವಿತರಣಾ ಕಾರ್ಯ
ଘୂର୍ଣ୍ଣନ ବ୍ୟାଘାତ |,ತಿರುಗುವಿಕೆಯ ಅಡಚಣೆ
ଘୂର୍ଣ୍ଣନ କ୍ୱାଣ୍ଟମ୍ ସଂଖ୍ୟା |,ತಿರುಗುವ ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆ
ଘୂର୍ଣ୍ଣନ ନିର୍ଦ୍ଦିଷ୍ଟ ଉତ୍ତାପ |,ತಿರುಗುವ ನಿರ್ದಿಷ್ಟ ಶಾಖ
ଘୂର୍ଣ୍ଣନ ସ୍ପେକ୍ଟ୍ରମ |,ತಿರುಗುವ ಸ್ಪೆಕ್ಟ್ರಮ್
ଘୂର୍ଣ୍ଣନ ସ୍ଥିତି (ବିମାନ),ತಿರುಗುವ ಸ್ಥಾನ (ವಿಮಾನ)
ଘୂର୍ଣ୍ଣନ ପରିସଂଖ୍ୟାନ ଭାର |,ತಿರುಗುವಿಕೆಯ ಅಂಕಿಅಂಶಗಳ ಹೊರೆ
ଘୂର୍ଣ୍ଣନ ସମୃଦ୍ଧତା |,ತಿರುಗುವಿಕೆಯ ಸಮ್ಮಿತಿ
ଘୂର୍ଣ୍ଣନ ଉତ୍ତାପ |,ತಿರುಗುವ ಶಾಖ
ଘୂର୍ଣ୍ଣନ ର୍ୟାଙ୍କ,ತಿರುಗುವ ಶ್ರೇಣಿ
ଘୂର୍ଣ୍ଣନ ବେଗ,ತಿರುಗುವಿಕೆಯ ವೇಗ
ଘୂର୍ଣ୍ଣନ ସମୃଦ୍ଧ ପ୍ରବାହ |,ತಿರುಗುವ ಸಮ್ಮಿತೀಯ ಹರಿವು
ଘୂର୍ଣ୍ଣନ ନଥିବା ଅବସ୍ଥା |,ತಿರುಗದ ಸ್ಥಿತಿ
"ଘୂର୍ଣ୍ଣନ, ଘୂର୍ଣ୍ଣନକାରୀ |","ತಿರುಗುವ, ಆವರ್ತಕ"
"ଘୂର୍ଣ୍ଣନ, ଘୂର୍ଣ୍ଣନ","ತಿರುಗುವ, ತಿರುಗುವ"
ଘୂର୍ଣ୍ଣନ ପ୍ରବାହ,ಸುತ್ತುತ್ತಿರುವ ಸ್ಟ್ರೀಮ್
ପୋଲାରାଇଜେସନ୍ ଘୂର୍ଣ୍ଣନ ବିଘ୍ନ |,ಧ್ರುವೀಕರಣದ ತಿರುಗುವಿಕೆಯ ವಿಚಲನ
ପୋଲାରାଇଟି ଘୂର୍ଣ୍ଣନ କ୍ଷମତା |,ಧ್ರುವೀಯತೆಯ ತಿರುಗುವಿಕೆಯ ಸಾಮರ್ಥ್ಯ
ଘୂର୍ଣ୍ଣନ ପମ୍ପ |,ತಿರುಗುವ ಪಂಪ್
ଅପ୍ଟିକାଲ୍ ପୋଜିସନ୍ ରେକର୍ଡର୍ |,ಆಪ್ಟಿಕಲ್ ಸ್ಥಾನ ರೆಕಾರ್ಡರ್
ରୋଟୋଶଟ୍ |,ರೋಟೋಶೂಟ್
"ରୋଟନ୍, ଘୂର୍ଣ୍ଣନ ଶକ୍ତି କ୍ୱାଣ୍ଟନ୍ |","ರೋಟನ್, ರೊಟೇಶನಲ್ ಎನರ್ಜಿ ಕ್ವಾಂಟನ್"
"ରୋଟର୍, ରୋଟର୍ |","ರೋಟರ್, ರೋಟರ್"
ରୋଟର୍ ଆର୍ମାଚର୍ |,ರೋಟರ್ ಆರ್ಮೇಚರ್
ରୋଟର୍ କ୍ଷେତ୍ର |,ರೋಟರ್ ಪ್ರದೇಶ
ରୋଟର୍ ପ୍ରକ୍ରିୟା |,ರೋಟರ್ ಪ್ರಕ್ರಿಯೆ
ଘୂର୍ଣ୍ଣନ ଗତି,ತಿರುಗುವಿಕೆಯ ವೇಗ
ରୁଚେଙ୍କ ତତ୍ତ୍। |,ರೌಚೆ ಪ್ರಮೇಯ
"ରୁଗ୍, ରୁଗ୍","ಒರಟು, ಒರಟು"
ମୋଟ ମନ,ಸ್ಥೂಲ ಮನಸ್ಸು
ଘୂର୍ଣ୍ଣନ,ಒರಟು ತಿರುಗುವಿಕೆ
"ବୃତ୍ତ, ଗୋଲାକାର |","ವೃತ್ತ, ಸುತ್ತಿನಲ್ಲಿ"
ଗମନାଗମନ ସମୟ |,ಸಾರಿಗೆ ಸಮಯ
ଗୋଲାକାର ତ୍ରୁଟି |,ಪೂರ್ಣಾಂಕ ದೋಷ
"ବନ୍ଦ, ବନ୍ଦ","ಮುಚ್ಚಿ, ಮುಚ್ಚಿ"
ଉପାୟ,ದಾರಿ
ମାର୍ଗ କେନ୍ଦ୍ର,ಮಾರ್ಗ ಕೇಂದ್ರ
"ମାର୍ଗ-ଚାର୍ଟ, ମାର୍ଗ-ଚାର୍ଟ |","ಮಾರ್ಗ ಚಾರ್ಟ್, ಮಾರ್ಗ ಚಾರ್ಟ್"
"ରୁଟିନ୍, ରୁଟିନ୍ |","ದಿನಚರಿ, ದಿನಚರಿ"
ନିତ୍ୟ ପରୀକ୍ଷା |,ವಾಡಿಕೆಯ ಪರೀಕ್ಷೆ
"ରାଉଟିଙ୍ଗ୍, ରାଉଟିଙ୍ଗ୍ |","ರೂಟಿಂಗ್, ರೂಟಿಂಗ್"
"ଘୂର୍ଣ୍ଣନ କମ୍ପନ ସ୍ତର, ରୋଭିବ୍ରାନ୍ ସ୍ତର |","ತಿರುಗುವ ಕಂಪನ ಮಟ್ಟ, ರೋವಿಬ್ರಾನಿಕ್ ಮಟ್ಟ"
"ରୋଭିବ୍ରାଞ୍ଚିକ୍ ପରିବର୍ତ୍ତନ, ରୋଭିବ୍ରାଞ୍ଚ୍ ପରିବର୍ତ୍ତନ |","ರೋವಿಬ್ರಾಂಚಿಕ್ ಪರಿವರ್ತನೆ, ರೋವಿಬ್ರಾಂಚಿಕ್ ಪರಿವರ್ತನೆ"
ଧାଡି,ಕ್ಯೂ
ଧାଡି କ୍ରମ |,ಸಾಲು ಆದೇಶ
ଧାଡ଼ି ଧାଡ଼ି,ರೋಲ್ಯಾಂಡ್ ಗ್ರ್ಯಾಟಿಂಗ್
ଧାଡି ଦୋଷ,ರೋಲ್ಯಾಂಡ್ ಆರೋಪ
ଧାଡି ରିଙ୍ଗ |,ರೋಲ್ಯಾಂಡ್ ರಿಂಗ್
ଧାଡି ବୃତ୍ତ,ರೋಲ್ಯಾಂಡ್ ವೃತ್ತ
ସଂଶୋଧିତ କରେଣ୍ଟ |,ಸರಿಪಡಿಸಿದ ಪ್ರಸ್ತುತ
ଓଲଟା ପ୍ରତିବନ୍ଧକ |,ವಿಲೋಮ ಪ್ರತಿರೋಧ
ଓଲଟା ରାସାୟନିକ ପ୍ରତିକ୍ରିୟା |,ಹಿಂತಿರುಗಿಸಬಹುದಾದ ರಾಸಾಯನಿಕ ಕ್ರಿಯೆ
"ପ୍ୟାଡମାରାଗ, ରୁବି, ନାଲି, ୟାକୁଟ |","ಪದ್ಮರಾಗ, ಮಾಣಿಕ್ಯ, ಕೆಂಪು, ಯಾಕುಟ್"
"ରୁବି ଲେଜର, ମାଣିକିଆ ଲେଜର |","ರೂಬಿ ಲೇಸರ್, ಮಾಣಿಕ್ಯ ಲೇಸರ್"
ରୁବି ରକ୍ତ |,ಮಾಣಿಕ್ಯ ರಕ್ತ
"ରୁଦ୍ର, ନିୟନ୍ତ୍ରଣ |","ಚುಕ್ಕಾಣಿ, ನಿಯಂತ್ರಣ"
hypnotic,ನಿದ್ರಾಜನಕ
veg,ಸಸ್ಯಾಹಾರಿ
