Marathi,Assamese
शोध इंजिन,চাৰ্চ ইঞ্জিন
झाड शोधा,search tree
"1.एक्सप्लोर करा, 2.शोधा","1.অন্বেষণ, 2.আৱিষ্কাৰ"
दुय्यम,মাধ্যমিক
"1.सेक्टर, 2.सेक्टर","১.খণ্ড, ২.খণ্ড"
सुरक्षा धोरण,সুৰক্ষা নীতি
शोध संज्ञा,সন্ধান শব্দ
"1.विभाग, 2.विभाग","১.ধাৰা, ২.ধাৰা"
"1. विखंडन, 2. विखंडन","১.বিভাজন, ২.বিভাজন"
निवड क्रमवारी,নিৰ্বাচন সজাই পৰাই তোলা
"1.स्वयंपूर्ण, 2.स्वयंपूर्ण","1.স্বয়ংক্ৰিয় সম্পূৰ্ণ, 2.স্বয়ংক্ৰিয় সম্পূৰ্ণ"
"1.अर्थशास्त्र, 2.अर्थशास्त्र","১.অৰ্থবিজ্ঞান, ২.অৰ্থবিজ্ঞান"
सेमाफोर,চেমাফোৰ
सेमीकंडक्टर,অৰ্ধপৰিবাহী
कल्पनारम्य वेब,fantasy web
अनुक्रमिक प्रवेश पद्धत,ক্ৰমিক অভিগম পদ্ধতি
सलग,ক্ৰমাগত
मालिका,ছিৰিয়েল
"1.सर्व्हर, 2.सर्व्हर","1.চাৰ্ভাৰ, 2.চাৰ্ভাৰ"
सर्व्हर क्रॅश,চাৰ্ভাৰ ক্ৰেচ
सर्व्हर परवाना,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
सर्वो गुणक,চাৰ্ভো বহুগুণক
संच,set of
निर्दिष्ट बिंदू,নিৰ্দিষ্ট বিন্দু
व्यवस्थापन,ব্যৱস্থা
सावली,ছাঁ
सिनेमॅटोग्राफी,চিনেমাট&#39;গ্ৰাফী
भूत,অনুসৰণ কৰা
फाइल शेअर करा,ফাইলটো শ্বেয়াৰ কৰক
सामायिक प्रवेश,অংশীদাৰী অভিগম
शेअरिंग,ভাগ কৰি দে
"1. कंस, 2. चिलखत, 3. शेल, 4. शेल","১/ ব্ৰেকেট, ২. কৱচ, ৩. শ্বেল, ৪. শ্বেল"
विस्थापन चिन्ह,বিচ্যুতিৰ চিহ্ন
लहान मार्ग,চুটি পথ
लहान सूचना,চুটি নিৰ্দেশনা
भावंड,সহোদৰ
"1. साइड इफेक्ट, 2. काउंटर इफेक्ट","1. পাৰ্শ্বক্ৰিয়া, 2. প্ৰতি প্ৰভাৱ"
साइन बिट,sign bit
सिग्नल,সূত্ৰ
सिग्नल प्रक्रिया,সংকেত প্ৰক্ৰিয়াকৰণ
नोटेशन,সংকেত
"1.सिग्नल-ध्वनी गुणोत्तर, 2.सिग्नल-ध्वनी गुणोत्तर","1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত"
"1.स्वाक्षरी, 2. स्वाक्षरी","১.চহী, ২. স্বাক্ষৰ"
मार्कर चाचणी,মাৰ্কাৰ পৰীক্ষা
लक्षणीय गुण,উল্লেখযোগ্য নম্বৰ
सिलिकॉन चिप,ছিলিকন চিপ
सिंपल मेल ट्रान्सफर प्रोटोकॉल (SMTP),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
अविवाहित,একক
"1. एक सिग्नलिंग नोड, 2. सिम्प्लेक्स नोड","1. এটা সংকেত ন&#39;ড, 2. simplex ন&#39;ড"
सिम्युलेशन,চিমুলেচন
अनुकरण करणारा,অনুকৰণকাৰী
"1.एकाच वेळी, 2.समकालिक","১.সমকালীন, ২.সমকালীন"
एकाच वेळी प्रक्रिया,একেলগে প্ৰক্ৰিয়াকৰণ
सोलो,একক
"1.साइट परवाना, 2.साइट परवाना","1.ছাইট লাইচেন্স, 2.ছাইট লাইচেন্স"
"1.आकार, 2.आकार","১.আকাৰ, ২.আকাৰ"
मोजमाप,জোখ-মাখ কৰা
"1. चित्रण, 2. चित्रण","1. চিত্ৰণ, 2. চিত্ৰণ"
प्लुटी,প্লুটি
"1.प्लुती, 2.प्लुतीकरण","১.প্লুটি, ২.প্লুটিকাৰন"
"1.स्लॅश, 2.कट","১.স্লেচ, ২.কাট"
संगणकाखाली,কম্পিউটাৰৰ অধীনত
साप विंडो प्रोटोकॉल,snake উইন্ডো প্ৰট&#39;কল
"1. वगळणे, 2. शरणागती","1. বাদ দিয়া, ২. আত্মসমৰ্পণ কৰা"
स्लॉट,ছাঁদ
SCSI (SCSI),SCSI (SCSI)
स्मार्ट कार्ड,স্মাৰ্ট কাৰ্ড
गोगलगाय मेल,শামুক মেইল
स्नॅपशॉट,স্নেপশ্বট
"1.सॉफ्ट कम्प्युटिंग, 2.सॉफ्ट कम्प्युटिंग","১.চফ্ট কম্পিউটেচন, ২.চফ্ট কম্পিউটেচন"
सॉफ्ट कॉपी,চফ্ট কপি
सोपे फॉन्ट,সহজ ফন্ট
सॉफ्टवेअर,ছ’ফ্টৱেৰ
सॉंफ्टवेअर अभियांत्रिकी,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
सॉफ्टवेअर परवाना,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
सॉफ्टवेअर चाचेगिरी,চফ্টৱেৰ পাইৰেচি
स्पेक्ट्रम,বৰ্ণালী
"1.स्क्रू, 2.सर्पिल","1.স্ক্ৰু, 2.স্পাইৰেল"
"1.तपशील पत्रक, 2.स्प्रेडशीट","1.বিস্তাৰিত পত্ৰিকা, 2.স্প্ৰেডশ্বীট"
मानक,মানদণ্ড
मानक सामान्यीकृत मार्कअप भाषा (SGML),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
मानकीकरण,প্ৰামাণিককৰণ
वेळ वाट,অপেক্ষাৰ সময়
तारक लॅन,তাৰক লান
तारा स्थिती,তৰাৰ অৱস্থান
थोडा प्रारंभ करत आहे,আৰম্ভণিৰ বিট
"1. अभाव, 2. टंचाई, 3. टंचाई संकट","1. অভাৱ, 2. অভাৱ, 3. অভাৱ সংকট"
"1.स्टॅटिक मेमरी, 2.स्टॅटिक मेमरी","1.ষ্টেটিক মেমৰি, 2.ষ্টেটিক মেমৰি"
स्थिती चॅनेल,ষ্টেটাছ চেনেল
"1.चरण आकार, 2.चरण परिमाणे","1.পদক্ষেপৰ আকাৰ, 2.পদক্ষেপৰ মাত্ৰা"
विराम द्या आणि प्रोटोकॉल प्रतीक्षा करा,বিৰতি আৰু অপেক্ষা প্ৰট&#39;কল
ब्रेक कोड,ব্ৰেক ক&#39;ড
विराम की,pause key
साठवणक्षमता,সংৰক্ষণযোগ্যতা
संग्रहित कार्यक्रम,সংৰক্ষিত প্ৰগ্ৰেম
मालिका डेटा,শৃংখলা তথ্য
"1.स्ट्रक्चर्ड एन्कोडिंग, 2.स्ट्रक्चर्ड कोडिंग","1.গাঁথনিযুক্ত এনকোডিং, 2.গাঁথনিযুক্ত ক&#39;ডিং"
स्ट्रक्चर्ड क्वेरी लँग्वेज (SQL),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
"1. ब्रोशर पेपर, 2. शैली पत्र","১.ব্ৰ&#39;চাৰৰ শ্বীট, ২. শৈলীৰ চিঠি"
उप-निर्देशिका,উপ-ডাইৰেকটৰি
"1.सबनेट, 2.सबनेट","১.চাবনেট, ২.চাবনেট"
उपवृक्ष,উপবৃক্ষ
"1.सारांश, 2.सारांश","১.সংক্ষিপ্তকৰণ, ২.সংক্ষিপ্তকৰণ"
"1. सुपर कॉम्प्युटर, 2. सुपर कॉम्प्युटर","১.ছুপাৰ কম্পিউটাৰ, ২.ছুপাৰ কম্পিউটাৰ"
"1.Super Computation, 2.Super Computation","১.ছুপাৰ কম্পিউটেচন, ২.ছুপাৰ কম্পিউটেচন"
की की,কি&#39; চাবি
शीर्ष वापरकर्ता,শীৰ্ষ ব্যৱহাৰকাৰী
पर्यवेक्षी शिक्षण,তত্বাৱধানত শিক্ষণ
सहाय्यक चिप,সহায়ক চিপ
निव्वळ भिन्नता,নেট ভ্যাৰিয়েন্স
"1.निव्वळ भिन्नता, 2.विभाग, 3.सरफान","১.নেট ভ্যাৰিয়েন্স, ২.অংশ, ৩.ছাৰফান"
स्वॅप,অদলবদল
अंतर्गामी,ইনবাউণ্ড
बहिर्वाह,আউটফ্ল&#39;
स्वॅपिंग,শ্বেপিং
"1.स्विच केलेले नेटवर्क,2. स्विच केलेले नेटवर्क","1.চুইচ কৰা নেটৱৰ্ক, 2. চুইচ কৰা নেটৱাৰ্ক"
स्विचिंग,চুইচিং
स्विचिंग तत्त्व,চুইচিং নীতি
प्रतीकात्मक प्रोग्रामिंग,প্ৰতীকী প্ৰগ্ৰেমিং
सिंक्रोनाइझेशन,সমন্বয়
सिंक्रोनायझर,সমন্বয়ক
समकालिक,সমকালীন
सिंक्रोनस न्यूमेरिक पदानुक्रम (SDH),সমকালীন সংখ্যাগত হাইৰাৰ্কি (SDH)
वाक्य विश्लेषण,বাক্য বিশ্লেষণ
प्रणाली विश्लेषण,ব্যৱস্থা বিশ্লেষণ
प्रणाली अभियांत्रिकी,চিষ্টেম ইঞ্জিনিয়াৰিং
"1. सिस्टम ब्रेकर, 2. सिस्टम हॅकर","১/ চিষ্টেম ব্ৰেকাৰ, ২/ চিষ্টেম হেকাৰ"
सिस्टम इंटिग्रेटर,চিস্টেম ইন্টিগ্ৰেটৰ
सिस्टम लॉग,চিস্টেম লগ
सिस्टम कव्हर,চিস্টেম কভাৰ
सिस्टम नेटवर्क स्ट्रक्चर (SNA),ব্যৱস্থাপ্ৰণালীৰ নে&#39;টৱৰ্ক গঠন (SNA)
"1. सिस्टम प्रोग्रामर, 2. सिस्टम प्रोग्रामर","1. চিস্টেম প্ৰগ্ৰেমাৰ, 2. চিস্টেম প্ৰগ্ৰেমাৰ"
"1. सिस्टम रीस्टार्ट, 2. सिस्टम रीस्टार्ट","1. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ, 2. ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ"
प्रणाली समाप्ती,চিস্টেম সমাপ্তি
प्रणाली चाचणी,চিস্টেম পৰীক্ষা
प्रणाली उपयुक्तता,চিস্টেম সঁজুলি
"1. पद्धतशीर संहिता, 2. पद्धतशीर संहिता","1. পদ্ধতিগত সংহিতা, 2. পদ্ধতিগত সংহিতা"
टॅब कमांड,টেব কমাণ্ড
वेळापत्रक,অনুসূচী
सारणी विहंगावलोकन,টেবুলাৰ অভাৰভিউ
टेबल जागा,টেবুলৰ স্থান
फलक,ফলক
"1.सारणीदार, 2.अॅरे अॅरे","1.tabular, 2.এৰে এৰে"
सारणी कार्य,টেবুলেচন ফাংচন
"1. चिन्हांकित आर्किटेक्चर, 2. चिन्हांकित संरचना","১.চিহ্নিত স্থাপত্য, ২.চিহ্নিত গঠন"
चिन्हांकित प्रतिमा फाइल फॉर्म (TIFF),চিহ্নিত চিত্ৰ ফাইল প্ৰপত্ৰ (TIFF)
टँडम प्रणाली,টেণ্ডেম ব্যৱস্থা
टेप घनता,টেপ ঘনত্ব
टेप कव्हर,টেপ কভাৰ
tar फाइल,tar ফাইল
काम,কাম
कार्य मार्गदर्शक,ৱৰ্ক গাইড
कार्य शेड्युलर,কাৰ্য্যসূচীকাৰী
ट्रान्समिशन कंट्रोल प्रोटोकॉल/इंटरनेट प्रोटोकॉल (TCP/IP),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল (TCP/IP)
कटिंग ऑपरेशन,কাটিং অপাৰেচন
दूरसंचार,টেলিকমিউনিকেচন
दूरसंचार,টেলিকমিউনিকেচন
दूरसंचार,টেলিকম
दूरसंचार,টেলিকনফাৰেন্স
"1. तार, 2. तार","১.টেলিগ্ৰাফ, ২.টেলিগ্ৰাফী"
"1. टेलीमीटर, 2. टेलिमेट्री","১.টেলিমিটাৰ, ২.টেলিমেট্ৰি"
"1.टेलिफोन, 2.टेलिफोन","১.টেলিফোন, ২.টেলিফোন"
टेलिफोन,টেলিফোন
"1.टेलिप्रिंटर, 2.टेलिप्रिंटर","১.টেলিপ্ৰিণ্টাৰ, ২.টেলিপ্ৰিণ্টাৰ"
टेलिप्रोसेसिंग,টেলিপ্ৰচেছিং
"1. दूरदर्शन, 2. दूरदर्शन, 3. दूरदर्शन","১/ দূৰদৰ্শন, ২.দূৰদৰ্শন, ৩.দূৰদৰ্শন"
टेलेक्स,টেলেক্স
"1.सापळा दूर, 2.टेलनेट","১.নেটৱৰ্ক, ২.টেলনেট"
"1.उष्णता, 3.तापमान","১.গৰম, ৩.তাপমাত্ৰা"
"1.आकार प्लेट, 2.टेम्प्लेट, 3.रुपाडा","১.আকৃতিৰ প্লেট, ২.সাঁচ, ৩.ৰূপা"
दहाचे पूरक,দহৰ পৰিপূৰক
तेरा बाइट,টেৰা বাইট
टेरा फॉलप्स,টেৰা ফেলপছ
"1.एंड पॉइंटर, 2.टर्मिनल कर्सर","1.এণ্ড পইণ্টাৰ, 2.টাৰ্মিনেল কাৰ্চাৰ"
"1.एंड नोड, 2.टर्मिनल नोड","1.এণ্ড ন&#39;ড, 2.টাৰ্মিনেল ন&#39;ড"
टर्मिनल विंडो,টাৰ্মিনেল উইন্ডো
समाप्त,ending
ट्राय-बेस,ট্ৰাই-বেছ
तीन बेस ऑपरेशन,তিনিটা বেচ অপাৰেচন
चाचणी,পৰীক্ষা কৰা হৈছে
चाचणी कव्हरेज,পৰীক্ষাৰ কভাৰেজ
चाचणी अंमलबजावणी,পৰীক্ষা নিষ্পাদন
चाचणी डेटा,পৰীক্ষাৰ তথ্য
"1.मजकूर, 2. अभ्यास साहित्य","১.পাঠ, ২. অধ্যয়নৰ সামগ্ৰী"
मजकूर बॉक्स,লিখনী বাকচ
मजकूर कर्सर,লিখনী কাৰ্চাৰ
मजकूर संपादक,টেক্সট সম্পাদক
मजकूर फाइल,লিখনী নথিপত্ৰ
अभ्यासक्रम,পাঠ্যক্ৰম
मजकूर प्रक्रिया,টেক্সট প্ৰচেছিং
स्पीच-टेक्स्ट (TTS),বক্তৃতা-পাঠ (TTS)
टेक्सचर मॅपिंग,টেক্সচাৰ মেপিং
"1.T फ्लिप फ्लॉप, 2.T-बिनोमीटर","১.টি ফ্লিপ ফ্লপ, ২.টি-বাইনোমিটাৰ"
थर्मल सीलर,তাপীয় ছীলাৰ
"1.प्रिंटर पातळ फिल्म मेमरी, 2.थिन फिल्म मेमरी","১.প্ৰিণ্টাৰ পাতল চলচ্চিত্ৰ স্মৃতি, ২.পাতল চলচ্চিত্ৰ স্মৃতি"
(TFT) पातळ फिल्म ट्रान्झिस्टर (TFT),(TFT) পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ (TFT)
"1.जेमिंग, 2.हॅशिंग","১.ৰত্ন, ২.হেচিং"
धाग्याची बांगडी,থ্ৰেড বেংগল
थ्रेडिंग,থ্ৰেডিং
"1.त्रिपक्षीय नेटवर्क, 2.त्रिपक्षीय नेटवर्क","১.ত্ৰিভুজ নেটৱৰ্ক, ২.ত্ৰিভুজ নেটৱৰ্ক"
प्रवाह क्षमता,প্ৰবাহ ক্ষমতা
वेळेची जटिलता,সময়ৰ জটিলতা
टाइम डिव्हिजन मल्टिप्लेक्सिंग (टीडीएम),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
वेळ फ्रेम,সময়সীমা
त्याच वेळी,একে সময়তে
"1. कॉल मशीन, 2. कॉल मशीन, 3. टाइम मशीन","1. কল মেচিন, 2. কল মেচিন, 3. টাইম মেচিন"
वेळ संपला,টাইম আপ
"1.कॅलोकेशन, 2.कॅल क्वांटायझेशन","1.Callocation, 2.Cal কোৱাণ্টাইজেচন"
वेळ मालिका,সময় শৃংখলা
"1. वेळेची विभागणी, 2. वेळ सामायिकरण","১/ সময় বিভাজন, ২। সময় ভাগ-বতৰা কৰা"
वेळ सामायिकरण प्रणाली,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
कॉल चरण,কল ষ্টেপ
वेळ आकृती,সময়ৰ ডায়েগ্ৰাম
वर्ण,চৰিত্ৰ
टॉगल,টগল কৰক
हलवा टॉगल करा,toggle move
"1.प्रतीक, 2.टोकन","১.চিহ্ন, ২.টোকেন"
टोकन बस,টোকেন বাছ
टोकन बस,টোকেন বাছ
टोकन बस नेटवर्क,টোকেন বাছ নেটৱাৰ্ক
"1. प्रतीक रिंग, 2. प्रतीक रिंग","১.চিহ্ন আঙঠি, ২.চিহ্ন আঙঠি"
टोकन वाटाघाटी,টোকেন আলোচনা
"1.साधने, 2.साधने","১.সঁজুলি, ২.সঁজুলি"
वरचा पाय,টপ-ফুট
वरच्या पायाचे डिझाइन,টপ ফুট ডিজাইন
"1. नेल रिज कॉन्फिगरेशन, 2. खाली खेचा","1. নখ ৰিজ কনফিগাৰেচন, 2. তললৈ টানি"
"1. स्थान, 2. स्थान विज्ञान","১.অৱস্থান, ২.অৱস্থান বিজ্ঞান"
टच पॅड,টাচ পেড
टच स्क्रीन,টাচ্ছ স্ক্ৰীন
"1.चिन्ह, 2.चिन्ह, 3.ट्रेसिंग","১.চিহ্ন, ২.চিহ্ন, ৩.ট্ৰেচিং"
ट्रेसिंग,ট্ৰেচিং
"1.मार्ग, 2.पथ, 3.गळती","১.পথ, ২.পথ, ৩.লিক"
"1.ट्रॅक डिस्क, 2.पाथ डिस्क","1.ট্ৰেক ডিস্ক, 2.পথ ডিস্ক"
पथ टेप,পথ টেপ
"1. अनुसरण करा, 2. अनुसरण करा","১.ফ&#39;ল&#39; কৰক, ২.ফ&#39;ল&#39; কৰক"
"1. अनुसरण करा, 2. अनुसरण करा","১/ অনুসৰণ কৰক, ২. অনুসৰণ কৰক"
मार्गक्रमण,ট্ৰেজেক্টৰী
"1.व्यवहार, 2.सौदा, 3.व्यवहार, 4.विनिमय","১.লেনদেন, ২.চুক্তি, ৩.লেনদেন, ৪.বিনিময়"
"1. डील फाइल, 2. क्रियाकलाप फाइल","1. ডিল ফাইল, 2. কাৰ্য্যকলাপ ফাইল"
"1.व्यवहार दस्तऐवज, 2.व्यवहार लॉग","1.লেনদেনৰ নথিপত্ৰ, 2.লেনদেনৰ লগ"
"1. लिप्यंतरण, 2. लिप्यंतरण","1. লিপিবদ্ধ কৰা, 2. লিপিবদ্ধ কৰা"
ट्रान्सड्यूसर,ট্ৰেন্সডুচাৰ
हस्तांतरण दर,স্থানান্তৰ হাৰ
हस्तांतरण वेळ,স্থানান্তৰ সময়
रूपांतरण,ৰূপান্তৰ
क्षणिक त्रुटी,ক্ষণিকৰ ভুল
संक्रमण कालावधी,ট্ৰেঞ্জিচন পিৰিয়ড
"1. संक्रमण, 2. संक्रांती","১. পৰিৱৰ্তন, ২. অনন্তকাল"
सांसर्गिक,সংক্ৰামক
संसर्गित,সংক্ৰমিত
"1.अनुवाद, 2.अनुवाद, 3.व्याख्या","১.অনুবাদ, ২.অনুবাদ, ৩.বাখ্যা"
"1. प्रसारित करणे, प्रसारित करणे, 2. प्रसारित करणे","১.সংক্ৰমণ, প্ৰেৰণ, ২.সংক্ৰমণ"
कम्युनिकेशन कंट्रोल प्रोटोकॉल (TCP),যোগাযোগ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
"1.ट्रान्समिशन लाइन, 2.ट्रान्समिशन लाइन","১.সংবহন লাইন, ২.সংবহন লাইন"
ट्रान्समीटर,ট্ৰেন্সমিটাৰ
पारदर्शकता,স্বচ্ছতা
ट्रान्सपॉन्डर,ট্ৰেন্সপণ্ডাৰ
"1.वाहतूक, 2.रिग्रेशन","১.পৰিবহণ, ২.ৰিগ্ৰেছন"
हस्तांतरण,ট্ৰেন্সপজিচন
ट्रान्सपुटर,ট্ৰেন্সপিউটাৰ
"1.ट्रान्समिशन रिसीव्हर, 2.ट्रान्स रिसीव्हर","1.ট্ৰেন্সমিট ৰিচিভাৰ, 2.ট্ৰেন্স ৰিচিভাৰ"
"1. सापळा, 2. सापळा, 3. पकडणे","১.ফান্দ, ২.ফান্দ, ৩. ধৰা"
रोटेशन,ঘূৰ্ণন
झाड (संक्रमण),গছ (পৰিৱৰ্তন)
वृक्ष नेटवर्क,গছৰ নেটৱৰ্ক
सहाय्यक सर्किट,সহায়ক বৰ্তনী
क्षुल्लक आकृती,তুচ্ছ ডায়েগ্ৰাম
समस्यानिवारण,সমস্যা সমাধান কৰা
फाडून टाकले,ৰিপড অফ
सत्य सारणी,সত্য টেবুল
"1. ट्यूनर, 2. ट्यूनर, 3. ट्यूनर","১.টিউনাৰ, ২.টিউনাৰ, ৩.টিউনাৰ"
"1.बोगदा, 2.बोगदा","১.টানেলিং, ২.টানেলিং"
"1. समायोजन, 2. ट्यूनिंग, 3. ट्यूनिंग","১.সামঞ্জস্য, ২.টিউনিং, ৩.টিউনিং"
टपल,tuple
टर्बो पास्कल,টাৰ্বো পাস্কেল
ट्युरिंग मशीन,টুৰিং মেচিন
कार्यवाही पूर्ण,টাৰ্ণআউট সময়
टर्नअराउंड दस्तऐवज,টাৰ্ণআউট নথিপত্ৰ
वळण क्रम,turn sequence
जोडपे केबल,দম্পতী কেবল
"1. उलटी जोडी, 2. उलटी जोडी","1. ওলোটা যোৰ, 2. ওলোটা যোৰ"
दुहेरी पास स्मरणपत्र,ডাবল পাছ সোঁৱৰাই দিয়া
दोन पूरक,দুটাৰ পৰিপূৰক
प्रकार,প্ৰকাৰ
"1. प्रकार चेहरा, 2. वर्ण","1.টাইপ মুখ, 2.চৰিত্ৰ"
टायपोग्राफिकल शीर्ष,টাইপোগ্ৰাফিক শীৰ্ষ
प्रिंटर चाक,প্ৰিন্টাৰ চকা
टायपिंग,টাইপিং কৰা
अखंड उर्जा स्त्रोत,অবিৰত শক্তিৰ উৎস
"1. सिंगल ऑपरेशन, 2. एक-भाग प्रणाली","১/ একক কাৰ্য্য, ২) এক অংশৰ ব্যৱস্থা"
एकल ऑपरेशन,একক অপাৰেচন
"1. सिंगल ऑपरेटर, 2. सिंगल ऑपरेटर","1.একক অপাৰেটৰ, 2.একক অপাৰেটৰ"
अनिश्चितता,অনিশ্চয়তা
अप्रतिबंधित विधान,নিষিদ্ধ বিবৃতি
अगणित,অগণনযোগ্য
अनावरण,উন্মোচন কৰা
अनिर्णय,অনিৰ্ণায়ক
अपरिभाषित,অসংজ্ঞায়িত
अपरिभाषित रेकॉर्ड,অসংজ্ঞায়িত ৰেকৰ্ড
उच्चाटन,বিলুপ্তি
"1. जबरदस्ती, 2. समन्वयक, 3, समन्वयक","1. জোৰ-জবৰদস্তি, 2. সমন্বয়ক, 3, সমন্বয়ক"
अनिर्दिष्ट,অনিৰ্দিষ্ট কৰা হৈছে
"1.अनिर्दिष्ट आलेख, 2.अनिर्दिष्ट आलेख","১.অনিৰ্দিষ্ট গ্ৰাফ, ২.অনিৰ্দিষ্ট গ্ৰাফ"
त्याच दिशेने सेवा वेळ,একে দিশৰ সেৱাৰ সময়
रद्द करा,বাতিল কৰক
"1.अस्वरूपित डिस्क, 2.अनस्वरूपित डिस्क","1.অফৰ্মেট কৰা ডিস্ক, 2.অফৰ্মেট কৰা ডিস্ক"
मॅपिंग,মেপিং
"1.युनिकोड, 2.एकल कोड","১.ইউনিকোড, ২.একক ক&#39;ড"
अनिर्दिष्ट झाड,অনিৰ্দিষ্ট গছ
युनिफॉर्म रिसोर्स लोकेशन असेसर (YRL),সমান সম্পদ অৱস্থান মূল্যায়ক (YRL)
एक प्रक्रिया,এটা প্ৰচেছিং
अद्वितीय,অনন্য
अनशिल्डेड ट्विस्टेड दुहेरी (UTP),অৰক্ষাহীন টুইষ্টেড ডাবলছ (UTP)
"1.एकक, 2. युनिट","১.ইউনিট, ২. সত্তা"
युनिट पत्ता,ইউনিটৰ ঠিকনা
युनिट अंतराल,একক ব্যৱধান
युनिट चाचणी,ইউনিট পৰীক্ষা
युनिट कोड,ইউনিট ক&#39;ড
एक पोस्ट,এটা পোষ্ট
युनिव्हर्सल असिंक्रोनस रिसीव्हर/प्रेषक (UART),ইউনিভাৰ্চেল এছিংক্ৰ&#39;নাছ ৰিচিভাৰ/প্ৰেৰক (UART)
सार्वत्रिक फ्लिप-फ्लॉप,ইউনিভাৰ্চেল ফ্লিপ-ফ্লপ
सामान्य संच,সাধাৰণ গোট
सार्वत्रिक वर्ण संच,সাৰ্বজনীন চৰিত্ৰৰ গোট
युनिक्स,ইউনিক্স
विपाशा,বিপাশা
अनारक्षित क्षेत्र,অসংৰক্ষিত অঞ্চল
अनारक्षित फाइल (फाइल),অসংৰক্ষিত ফাইল (ফাইল)
अगम्य,অপ্ৰৱেশযোগ্য
अनिष्ट,অনাদৃত
अनारक्षित,অসংৰক্ষিত
अयशस्वी कॉल,বিফল কল
untar,untar
विसंगती अद्यतनित करा,অসামঞ্জস্যতাসমূহ আপডেট কৰক
अद्यतनित फाइल,আপডেট কৰা ফাইল
अद्यतन,নবীকৰণ
श्रेणीसुधारित करा,বিকশিত কৰা
श्रेणीसुधारित करा,বিকশিত কৰা
अपलिंक,আপলিংক
उच्च भार,উচ্চ বোজা
ओव्हरहेड मेमरी क्षेत्र,ওভাৰহেড মেমৰি এৰিয়া
"1. प्रति प्रवाह, 2. प्रतिकूल","1. প্ৰতি প্ৰবাহত, 2. বিৰূপ"
जादा वेळ,অভাৰটাইম
"1.वरचा, 2.वरचा, 3.वरचा","১.উপৰ, ২.উপৰ, ৩.উপৰলৈ"
"1.Usenet, 2.Use","১.ইউজনেট, ২.ব্যৱহাৰ"
"1.नेट वापरकर्ता, 2.वापरकर्ता","১.নেট ব্যৱহাৰকাৰী, ২.ব্যৱহাৰকাৰী"
वापरकर्ता एजंट,ব্যৱহাৰকাৰী এজেন্ট
वापरकर्ता प्रमाणीकरण,ব্যৱহাৰকাৰী প্ৰমাণীকৰণ
वापरकर्ता डेटा मॉनिटरिंग प्रोटोकॉल (UDP),ব্যৱহাৰকাৰী তথ্য পৰ্যবেক্ষণ প্ৰটোকল (UDP)
वापरकर्ता अनुकूल,ব্যৱহাৰকাৰী অনুকূল
वापरकर्ता ओळख,ব্যৱহাৰকাৰী পৰিচয়
वापरकर्ता ओळख (UID),ব্যৱহাৰকাৰী পৰিচয় (UID)
वापरकर्ता इंटरफेस,ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ
वापरकर्तानाव,ব্যৱহাৰকাৰীৰ নাম
"1. वापरकर्ता प्रोफाइल, 2. वापरकर्ता प्रोफाइल","1. ব্যৱহাৰকাৰী আলেখ্যন, 2. ব্যৱহাৰকাৰী আলেখ্যন"
उपयुक्तता,কামৰ বস্তু
उपयुक्तता सॉफ्टवेअर,ইউটিলিটি চফ্টৱেৰ
"१.वैध, २.वैध","১.বৈধ, ২.বৈধ"
"1 प्रमाणीकरण, 2. प्रमाणीकरण","১বৈধকৰণ, ২.বৈধকৰণ"
प्रमाणीकरण प्रोटोकॉल,বৈধকৰণ প্ৰটোকল
प्रमाणीकरण चाचणी,বৈধকৰণ পৰীক্ষা
"1.वैधता तपासणी, 2.वैधता तपासणी","১.বৈধতা পৰীক্ষা, ২.বৈধতা পৰীক্ষা"
मूल्यवान नेटवर्क (VAN),মূল্যৱান নেটৱাৰ্ক (VAN)
मूल्यवान पुनर्विक्रेता (VAR),মূল্যৱান পুনৰ বিক্ৰেতা (VAR)
गहाळ बिंदू,মিছিং পইণ্ট
"1. बाष्पपात्र, 2. वाफेचे भांडे","১.বাষ্পৰ সামগ্ৰী, ২. ভাপ পাত্ৰ"
फरक,ভ্যাৰিয়েন্স
व्हेरिएबल पत्ता,ভেৰিয়েবল ঠিকনা
व्हेरिएबल बिट दर,ভেৰিয়েবল বিট হাৰ
व्हेरिएबल फील्ड लांबी,ভেৰিয়েবল ক্ষেত্ৰৰ দৈৰ্ঘ্য
