Tamil,Hindi
மூத்த அமைப்பு,वरिष्‍ठता पद्‌धति
மூத்த மேலாண்மை,वरिष्‍ठ प्रबंधक वर्ग
மூத்தவர்,वरिष्‍ठतम
மூத்த அளவு,"वरिष्‍ठ वेतनमान, प्रवर वेतनमान"
மூத்த கால அளவு,वरिष्‍ठ समय-मान
உணர்வு,"संवेदना, संवेदन, सनसनी"
உணர்திறன்,संवेदनशील
தண்டனை,"दंड, दंडादेश, वाक्य"
பிரிக்கப்பட்ட குடும்பம்,विलग परिवार
பிரித்தல்,"विलगन, वियोजन, विभाजन"
வரிசை,अनुक्रम
தொடர் பட்டியல்,क्रम सूची
வரிசை எண்,"क्रमांक, क्रम संख्या"
தொடர்,"माला, श्रेणी"
தீவிரமான,गंभीर
வேலைக்காரன்,"सेवक, नौकर"
சேவை,"सेवा करना, तामील करना, परोसना"
சேவை,"सेवा, नौकर, व्यवस्था, सेवाई, तामील"
சேவை,"उपयोज्य, काम में लाने योग्य, मरम्मत योग्य, तामील योग्य"
சேவை புத்தகம்,"सेवा पंजी, सेवा पुस्तिका"
சேவை நிபந்தனைகள்,सेवाशर्तें
சேவை ஒப்பந்தம்,सेवा संविदा
சம்மனின் சேவை,समन तामील
சேவை தபால் முத்திரை,सरकारी डाक टिकट
சேவை பதிவு,"सेवा अभिलेख, सेवा रिकार्ड"
சேவை ரோல்,सेवा वृत्‍त
சேவை விதிகள்,सेवानियम
சேவை சரிபார்ப்பு,सेवा सत्यापन
அமர்வு,"सत्र, अधिवेशन"
பாராளுமன்றத்தின் அமர்வு,संसद सत्र
அமைக்கவும்,"विन्यस्त, ठीक करना, व्यवस्थित करना, समुच्चय"
ஒதுக்கி வைக்கவும்,"अलग करना, अलग रखना, अपास्त करना"
தீர்வு,"बंदोबस्त, निपटारा, समझौता, व्यवस्थापन, बस्ती"
அமைக்கவும்,"व्यवस्था, ढांचा"
பலத்தவர்,"पृथक्-पृथक्, अलग-अलग"
சார்பியல் துண்டிப்பு,संबंध-विच्छेद
கடுமையான நடவடிக்கை,कठोर कार्रवाई
கழிவுநீர்,वाहित मल
செக்ஸ்,"लिंग, यौन, काम"
பாலியல் பாகுபாடு,लिंग भेदभाव
பகிர்,"अंश, शेयर, भाग, भागी होना, साझी, भाग पाना"
பங்கு வைத்திருப்பவர்,"शेयरधारी, शेयरहोल्डर"
பகிர்வு,सहभाजन
மாற்றம்,पारी
மாற்றுதல்,स्थान परिवर्तन
ஷிப்ட் சிஸ்டம்,पारी-प्रणाली
மாற்ற பரிமாற்றம்,पारी बदलाव
பற்றாக்குறை,कमी
பற்றாக்குறை,कमी
சுருக்கெழுத்து,आशुलिपि
குறுகிய விடுப்பு,अल्पावधि छुट्टी
சிறு பட்டியல்,लघु सूची
குறுகிய கால அவகாசத்தில்,अल्प सूचना
குறுகிய பணியாளர்கள்,"न्यून स्टॉफ, कम स्टॉफ वाला"
குறுகிய காலம்,"अल्पकालिक, अल्पावधि"
குறுகிய கால படிப்பு,अल्पकालीन पाठ्यक्रम
குறுகிய தலைப்பு,"संक्षिप्त शीर्षक, संक्षिप्त नाम"
காரணம் அறிவிப்பைக் காட்டு,कारण बताओ नोटिस
மூடு,बंद होना
நோய்வாய்ப்பட்ட தொழில்,"रूग्ण उद्‌योग, अलाभकारी उद्‌योग"
நோய்வாய்ப்பட்ட விடுப்பு,बीमारी की छुट्टी
நோய் நன்மை,अस्वस्थता हितलाभ
நோய்வாய்ப்பட்ட அறிக்கை,अस्वस्थता रिपोर्ट
அடையாளம்,"हस्ताक्षर करना, चिह्‌न, संकेत"
கையொப்பம்,हस्ताक्षर
கையொப்ப பிரச்சாரம்,हस्ताक्षर अभियान
கையொப்பம் திண்டு,हस्ताक्षर पैड
குறிப்பிடத்தக்க,"महत्वपूर्ण, सार्थक"
குறிக்கவும்,"व्यक्‍त करना, प्रकट करना, संज्ञापित करना"
ஒத்த,"सदृश, वैसा ही, समरूप"
எளிய ஆர்வம்,साधारण ब्याज
ஒரே நேரத்தில்,"साथ-साथ, एक साथ, समसामयिक"
ஒரே நேரத்தில்,"एक साथ, एक ही समय पर"
நேர்மையான,"निष्ठावान, निष्कपट"
சைன் டை,अनिश्‍चितकाल के लिए
சைன் குவா அல்லாத,अपरिहार्य शर्त
ஒற்றை நுழைவு அமைப்பு,एकल प्रविष्‍टि पद्‌धति
ஒற்றை கட்டணம்,"इकतरफ़ा किराया, एकल किराया"
ஒற்றை கோப்பு முறைமை,एकल फाइल पद्‌धति
ஐயா,"श्रीमन्, महोदय"
தளம்,"स्थल, स्थान"
தள திட்டம்,स्थल-नक्शा
உட்கார்ந்த உறுப்பினர்,आसीन सदस्य
நிலைமை,"अवस्थिति, स्थिति"
சூழ்நிலைகள் காலியாக உள்ளன,रिक्‍त स्थान
சூழ்நிலைகள் விரும்பின,काम चाहिए
எலும்புக்கூடு ஊழியர்கள்,अत्यल्प स्टाफ
திறமையான தொழிலாளி,कुशल श्रमिक
மந்தநிலை,"शिथिलता, ढिलाई"
மந்தமான பருவம்,मंदी का समय
அவதூறு,अपमानवचन
ஸ்லீப்பர் வகுப்பு,शायिका श्रेणी
நெகிழ் அளவு,विसर्पी मान
நழுவுதல்,"पर्ची, चूक"
வேகத்தை குறை,"कार्य मंदी, मंदन, धीरे चलना, धीरे चलो"
சேரி,झुग्गी बस्ती
சரிவு,"अचानक गिरावट, चरम मंदी"
சிறிய சேமிப்பு நிதி,अल्प बचत-निधि
சிறிய அளவிலான நிறுவனம்,लघु उद्‌यम
சிறிய அளவிலான தொழில்,लघु उद्‌योग
புத்திசாலித்தனம்,चुस्ती
மென்மையான,निर्विघ्न
ஸ்னாப் ஆய்வு,आकस्मिक निरीक्षण
ஸ்னாப் ஸ்ட்ரைக்,आकस्मिक हड़ताल
சமூக பாதுகாப்பு,सामाजिक सुरक्षा
சமூக நல,समाज कल्याण
மென்பொருள்,"सॉफ्टवेयर, प्रक्रिया सामग्री"
சோஜர்ன்,"अवस्थान, विराम"
ஒரே,"एकमात्र, एकल"
ஒரே நிறுவனம்,"एकल एजेंसी, एकल अभिकरण"
புனிதமான,"सत्यनिष्‍ठ, गंभीर"
புனிதமான உறுதிமொழி,सत्यनिष्‍ठ प्रतिज्ञान
புனிதத்தன்மை,"सत्यनिष्‍ठा, गंभीरता, गांभीर्य"
புனிதமான,विधिवत् अनुष्ठापित करना
புனிதமான,"सत्यनिष्‍ठतापूर्वक, सत्यनिष्‍ठा से"
ஒரே உரிமையாளர்,एक मात्र स्वामी
வேண்டுகோள்,याचना करना
ஒற்றுமை,एकजुटता
தனி,"एकांत, एकमात्र, अकेला"
தனி வழக்கு,अकेला मामला
தீர்வு,"हल, समाधान, साधन"
தீர்க்க,"हल करना, समाधान करना"
வரிசைப்படுத்துதல்,छंटाई
வரிசைப்படுத்துதல் பயன்பாடு,छंटाई उपयंत्र
ஆதாரம்,"स्रोत, उद्‌गम"
வருவாய் ஆதாரம்,"आय स्रोत, आय साधन"
நினைவு பரிசு,स्मारिका
இறையாண்மை,"संप्रभु, प्रभुसत्‍तासंपन्न, प्रभुत्वसंपन्न"
இறையாண்மை,"संप्रभुता, सर्वोच्च सत्‍ता"
இடம்,"अंतरिक्ष, अंतर, स्थान, जगह"
இடைவெளி,अंतरालन
மண்வெட்டி வேலை,"तैयारी-पूर्व कार्य, प्रारंभिक कार्य"
உதிரி,अतिरिक्‍त
உதிரி நகல்,अतिरिक्‍त प्रति
ஓய்வு நேரம்,"खाली समय, अतिरिक्‍त समय"
சபாநாயகர்,"अध्यक्ष, वक्‍ता, स्पीकर"
சிறப்பு,विशेष
சிறப்பு திறன் சோதனை,विशेष-योग्यता परीक्षण
சிறப்பு கொடுப்பனவு,विशेष भत्‍ता
சிறப்பு செல்,विशेष प्रकोष्‍ठ
சிறப்பு பாராட்டு,विशेष सराहना
சிறப்பு ஈடுசெய்யும் கொடுப்பனவு,विशेष प्रतिकर भत्‍ता
சிறப்பு இயக்கி,विशेष अभियान
சிறப்பு மானியம்,विशेष अनुदान
நிபுணர்,विशेषज्ञ
நிபுணத்துவம்,विशेषज्ञता
சிறப்பு தூதர்,विशेष संदेशवाहक
சிறப்பு ஊதியம்,विशेष वेतन
வழக்கறிஞரின் சிறப்பு சக்தி,मुख्तारनामा
சிறப்பு பாதுகாப்பு குழு,विशेष रक्षण दल
குறிப்பிட்ட,"विनिर्दिष्‍ट, विशिष्‍टि"
விவரக்குறிப்பு,"विनिर्देशन, विशेष रूप से नकारना, विशिष्‍ट"
குறிப்பிட்ட மறுப்பு,स्पष्‍ट खंडन
குறிப்பிட்ட காரணம்,विशिष्‍ट कारण
மாதிரி கையொப்பம்,नमूना हस्ताक्षर
ஊகம்,"सट्टा, अटकल, परिकल्पना"
பேச்சு,"भाषण, वाक्"
வேகம்,"गति, चाल, रफ्तार, शीघ्रता"
வேகத்தடை,गतिरोधक
வேக வரம்பு,गति सीमा
வேக இடுகை,"तीव्र डाक, स्पीड पोस्ट"
வேகமான செயல்,"शीघ्र कार्रवाई, द्रुत कार्रवाई"
கோளம்,क्षेत्र
சுழல் பிணைப்பு,"सर्पिल जिल्द, सर्पिल जिल्दबंदी"
பிளவு கடமை,विभाजित ड्यूटी
செய்தித் தொடர்பாளர் (= ஸ்போக்ஸ் நபர்),प्रवक्‍ता
ஸ்பான்சர்,"प्रायोजक, प्रायोजित करना"
ஸ்பான்சர்ஷிப்,प्रायोजकता
ஸ்பாட் ஆய்வு,"स्थल परीक्षण, मौका मुआयना"
ஸ்பாட் கட்டணம்,"स्थल भुगतान, मौके पर भुगतान"
மனைவி,"विवाहिती, पति या पत्नी"
குலம்,"स्कवॉड, दस्ता"
ஸ்திரத்தன்மை,"स्थिरता, स्थायित्व"
பணியாளர்,"कर्मचारी-वर्ग, अमला, स्टाफ"
பணியாளர் சங்கம்,कर्मचारी संघ
பணியாளர் ஆய்வு பிரிவு,स्टाफ़ निरीक्षण एकक
பணியாளர் காலாண்டு,स्टाफ क्वार्टर
பணியாளர் அறை,"कर्मचारी कक्ष, स्टाफ रूम"
பணியாளர் நல நிதி,"कर्मचारी कल्याण निधि, स्टाफ कल्याण निधि"
மேடை,"अवस्था, चरण, रंगमंच, मंच"
தேக்கநிலை,गतिरोध
பங்கு,"दांव, हित धारिता, अंश स्वामित्व"
முத்திரை,"टिकट, स्टांप, मुहर, मुद्रांक"
முத்திரை வரி,स्टांप शुल्क
முத்திரையிடப்பட்ட உறை,टिकट लगा लिफाफा
ஸ்டாம்ப் பேட்,मुहर पैड
முத்திரை காகிதம்,स्टांप काग़ज़
நிற்க,"स्टैंड, अड्डा"
தரநிலை,"मानक, स्तर"
நிலையான ஒப்பந்தம்,मानक करार
நிலையான விலக்கு,मानक कटौती
நிலையான வடிவம்,"मानक संरूप, मानक फॉर्मेट"
தரப்படுத்தல்,मानकीकरण
நிலையான மனித நேரங்கள்,मानक श्रम-घंटे
வாழ்க்கை தரம்,जीवन-स्तर
நிலையான செயல்திறன்,मानक निष्पादन
நிலையான வீதம்,मानक दर
காத்திருப்பு ஏற்பாடு,आपात-उपयोगी व्यवस्था
நின்று,स्थायी
நிற்கும் கமிஷன்,स्थायी आयोग
நிலை குழு,स्थायी समिति
நிலையியற் கட்டளை,स्थायी आदेश
ஸ்டாண்ட்ஸ்டில்,रुक जाना
நடித்தார்,तारांकित
கேள்வி,तारांकित प्रश्‍न
ஸ்டார்டர்,आरंभक
தொடக்கநிலை சம்பளம்,आरंभिक वेतन
நிலை,"राज्य, स्थिति, दशा, अवस्था, हालत, प्रदेश"
மாநில விருந்து,राजभोज
மாநில அரசு,राज्य सरकार
மாநில விருந்தினர்,राजकीय अतिथि
மாநில பட்டியல்,राज्य सूची
முட்டுக்கட்டை,गत्यवरोध
அறிக்கை,"कथन, बयान, वक्‍तव्य, विवरण"
கணக்கு அறிக்கை,लेखा-विवरण
உண்மைகளின் அறிக்கை,तथ्यों का विवरण
சுகாதார நிலை,स्वास्थ्य की स्थिति
ஸ்டேட்ஸ்மேன்,राजमर्मज्ञ
நிலையான,स्थिर
நிலையம்,"स्टेशन, केंद्र"
நிலையான பங்கு,स्थिर स्टॉक
காகிதம் முதலிய எழுது பொருள்கள்,लेखन-सामग्री
நிலைய விடுப்பு,स्टेशन छोड़ने की अनुमति
புள்ளிவிவர,सांख्यिकीय
புள்ளியியல் தரவு,सांख्यिकीय आंकडे
புள்ளிவிவரங்கள்,"सांख्यिकी, आंकड़े"
நிலை,"स्थिति, प्रस्थिति, हैसियत, प्रतिष्ठा"
நிலை,यथापूर्व स्थिति
நிலை அறிக்கை,स्थिति रिपोर्ट
அந்தஸ்தின் சின்னம்,प्रतिष्ठा प्रतीक
சட்டம்,"संविधि, कानून"
சட்டரீதியான,"सांविधिक, कानूनी"
சட்டரீதியான உடல்,सांविधिक निकाय
சட்டரீதியான விடுமுறை,सांविधिक अवकाश
சட்டரீதியான உரிமைகள்,सांविधिक अधिकार
தங்க,"रोक, रोक देना, रोक लगाना"
Std,एस.टी.डी
நிலையான வளர்ச்சி,"सतत वृद्‌धि, अविरल वृद्‌धि"
செங்குத்தான அதிகரிப்பு,तीव्र वृद्‌धि
வழிகாட்டும் குழு,"विषय-निर्वाचन समिति, विषय संचालन समिति"
ஸ்டெனோகிராபி,आशुलिपि
கருத்தடை,"बंध्यकरण  नसबंदी, विसंक्रमण, निष्फलन, अनुर्वरीकरण"
கடுமையான செயல்,कठोर कार्रवाई
களங்கம்,"लांछन, कलंक"
தூண்டுதல்,उद्‌दीपन
உதவித்தொகை,"वृत्‍तिका, वेतन"
விதிக்கவும்,अनुबंध करना
நிர்ணயிக்கப்பட்ட நேர வரம்பு,अनुबंधित समय सीमा
நிபந்தனை,अनुबंध
பங்கு,"सामान, माल, स्ट़ॉक"
பங்கு பதிவு,स्टॉक रजिस्टर
பங்கு எடுக்கும்,स्टॉक या माल की पड़ताल
பங்கு மதிப்பீடு,माल का मूल्यांकन
ஸ்டாப் கேப் ஏற்பாடு,अंतः कालीन व्यवस्था
சேமிப்பு,"भंडारण, संग्रहण, गोदाम"
சேமிப்பு கிடங்கு,भंडारण स्थान
கடை,"भंडार, संग्रह करना, गोदाम में रखना"
நேராக,"सीधा, सरल, खरा, स्पष्‍ट"
திரிபு,तनाव
விசித்திரமானது,"अपरिचित, विचित्र"
அந்நியன்,"अपरिचित, अजनबी"
அடுக்கு,स्तर
மூலோபாயம்,"रणनीति, कार्यनीति"
அடுக்கு,स्तरण
நெறிப்படுத்துங்கள்,सुप्रवाही बनाना
வலிமை,"सामर्थ्य, शक्‍ति, संख्या"
பலப்படுத்துங்கள்,"मज़बूत करना, समर्थ बनाना, सशक्‍त करना"
கடினமான,श्रमसाध्य
மன அழுத்தம்,"दबाव, जोर देना, बल देना"
மன அழுத்தம் மேலாண்மை,दबाव प्रबंधन
கண்டிப்பான,"कड़ा, कठोर, सख्त"
கண்டிப்பாக,"सख्ती से, कठोरता से"
கண்டிப்பு,"सख्ती, कठोरता"
கண்டிப்பான,अवक्षेप
வேலைநிறுத்தம்,"हड़ताल, आघात करना, काट देना"
வேலைநிறுத்த அழைப்பு,हड़ताल का आह्‌वान
கடுமையான,"कठोरता, कड़ापन, तंगी"
ஆடை அவிழ்ப்பு,पट्टी
முயற்சி செய்யுங்கள்,प्रयास करना
சேமிப்பக திறன்,भंडारण क्षमता
வலுவான அறை,"कोष कक्ष, सुरक्षित कक्ष"
கட்டமைப்பு,संरचनात्मक
கட்டமைப்பு,संरचना
கட்டமைக்கப்பட்ட நேர்காணல்,संरचित साक्षात्कार
கட்டமைக்கப்பட்ட ஊதியம்,संरचित वेतन
போராட்டம்,संघर्ष
பிடிவாதமாக,"जिद्‌‌दी, हठी"
ஸ்டுடியஸ்,"अध्ययनशील, परिश्रमी"
ஆய்வு,अध्ययन
ஆய்வு விடுப்பு,अध्ययन छुट्टी
பொருள்,सामग्री
பிரமாதமான,"विस्मयकारी, बृहत्, भारी"
ஸ்டைல்,"शैली, ढंग"
துணை,"नायब, उप"
துணைக்குழு,उप-समिति
துணை ஒப்பந்தம்,"उप-ठेका, उप-संविदा"
துணைமாவட்டம்,उप-जि़ला
துணைப்பிரிவு,"उपप्रभाग, उपमंडल, उप-विभाजन"
துணை தலை,उप-शीर्ष
பொருள்,"विषय, विषय-वस्तु, प्रजा"
அகநிலை,"आत्मनिष्‍ठ, व्यक्‍तिपरक, व्यक्‍तिनिष्‍ठ"
துணை,न्यायाधीन
சப்ளீஸ்,"उपपट्टा, शिकमी पट्टा"
Subleting,उप-किराएदारी
சமர்ப்பிப்பு,"प्रस्तुतीकरण, मानना, स्वीकार करना, निवेदन, समर्पण, समर्पित करना"
அடிபணிந்த,"विनीत, विनम्र, दब्बू"
துணை அலுவலகம்,अधीनस्थ कार्यालय
துணை சேவைகள்,अधीनस्थ सेवाएं
துணை ஊழியர்கள்,"अधीनस्थ कर्मचारी-वर्ग, अधीनस्थ स्टाफ़"
துணைப் பட்டி,उप-पैरा
சப்ருல்,उप नियम
பதிவு,"चंदा या शुल्क देना, ग्राहक बनना, अभिदान करना, समर्थन करना, सहमत होना, हस्ताक्षर करना"
சந்தா மூலதனம்,अभिदत्‍त पूंजी
சந்தாதாரர்,"ग्राहक, अभिदाता, हस्ताक्षरकर्ता"
சந்தா,"अभिदान, चंदा"
துணை,उप-धारा
அடுத்தடுத்த,"बाद का, उत्‍तरवर्ती"
அடுத்தடுத்த நடவடிக்கை,उत्‍तरवर्ती कार्रवाई
பின்னர்,"बाद में, तत्पश्‍चात्"
துணை,"गौण, सहायक"
துணை உடல்கள்,"गौण निकाय, सहायक निकाय"
துணை தொழில்,उपांग उद्‌योग
துணை ஆணை,सहायक अधिदेश
துணை ரசீது,गौण आवती
துணை பதிவு,सहायक रजिस्टर
மானியம்,सहायिकी देना
மானியம்,सहायिकी-प्राप्त
மானிய தங்குமிடம்,सहायिकी प्राप्त आवास
மானியம்,सहायिकी
வாழ்வாதார,निर्वाह
வாழ்வாதார கொடுப்பனவு,निर्वाह-भत्‍ता
வாழ்வாதார மானியம்,निर्वाह-अनुदान
தரமற்ற,अवमानक
கணிசமான,"सारभूत, सारवान, पर्याप्त, बहुत"
உறுதிப்படுத்தவும்,"सिद्‌ध करना, पुख्ता करना"
கணிசமான,मूल
கணிசமான ஊதியம்,मूल पद वेतन
கணிசமான இடுகை,मूल पद
மாற்று,"प्रतिस्थापित करना, एवजी, प्रतिस्थानी"
மாற்றீடு,"प्रतिस्थापन, के स्थान पर रखना"
துணை துணை பத்தி,उप-उप पैरा
புறநகர்,उपनगरीय
துணை வென்,संसहायिकी
கீழ்ப்படிதல்,ध्वंस
சுரங்கப்பாதை,भूमिगत  पथ
வெற்றி,उत्‍तरवर्ती
அடுத்தடுத்து,"उत्‍तराधिकार, उत्‍तरवर्तन"
அடுத்தடுத்த,"उत्‍तरोत्‍तर, आनुक्रमिक"
வாரிசு,उत्‍तराधिकारी
துணை,"सहायता, सहायता प्रदान करना"
சூ,"मुक़दमा चलाना, वाद चलाना"
பாதிப்பு,"सहना, पीडि़त होना"
துன்பம்,"कष्‍ट, पीड़ा"
போதுமானது,पर्याप्त
பின்னொட்டு,"अंत में जोड़ना, प्रत्यय परसर्ग"
வாக்குரிமை,मताधिकार
பரிந்துரை,सुझाव
பரிந்துரை பெட்டி,"सुझाव पेटिका, सुझाव पेटी"
பரிந்துரைகள் புத்தகம்,सुझाव पुस्तिका
பரிந்துரைக்கும்,"सूचक, विचारोत्‍तेजक"
தற்கொலை,आत्महत्या
வழக்கு,"दावा, मुक़दमा, वाद, उपयुक्‍त होना"
பொருந்தக்கூடிய தன்மை,"उपयुक्‍तता, औचित्य"
பொருத்தமான நடவடிக்கை,उपयुक्‍त कार्रवाई
பொருத்தமானது,उपयुक्‍त
தொகை,"राशि, रक़म, योगफल, जोड़"
சுருக்கமாக,"सरसरी तौर पर, संक्षेप में"
சுருக்கம்,सार
சுருக்க சோதனை,संक्षिप्त विचारण
சுருக்கமாகக்,"उपसंहार, समाहार"
உச்சிமாநாடு,"शिखर, शिखर सम्मेलन"
வரவழைக்கவும்,"समन करना, बुलाना, बुला भेजना"
சும்ப்டூரி கொடுப்பனவு,व्यय-भत्‍ता
மொத்தம்,समाहार करना
இதரபலதரப்பட்ட,"फुटकर, विविध"
சுய மோட்டோ,"अपने आप से, स्वप्रेरणा से"
மேலதிகமாக்கல்,अधिवर्षिता
மேலதிக ஓய்வூதியம்,अधिवर्षिता पेन्शन
மேலோட்டமான,"ऊपरी, सतही"
மிதமிஞ்சிய,"फालतू, अनावश्यक, अतिरिक्‍त, अतिव्यापी, अतिशय"
மிகைப்படுத்தல்,"अध्यारोपण करना, अध्यारोपित करना"
உயர்ந்த,उच्च  श्रेष्‍ठ
மேன்மை,"उच्चता, श्रेष्‍ठता"
சூப்பர்நியூமரரி,अधिसंख्य
சூப்பர்நியூமரரி இடுகை,अधिसंख्य पद
சூப்பர்பிரேக்,ऊपर लिखना
சூப்பர்ஸ்கிரிப்ஷன்,"उपरिलेख, उपरिलेखन, पता"
அடைப்பது,अधिक्रमण करना
அதிகபட்சம்,अधिक्रमण
சூப்பர் ஸ்ட்ரக்சர்,"ऊपरी ढांचा, अधिरचना"
சூப்பர் டாக்ஸ்,अतिकर
சூப்பர் டைம்ஸ்கேல்,अधिसमय मान
மேற்பார்வை,"पर्यवेक्षण, देखरेख"
மேற்பார்வையாளர்,पर्यवेक्षक
மேற்பார்வை ஊழியர்கள்,पर्यवेक्षी कर्मचारी-वर्ग
துணை,"परिशिष्‍ट, पूरक, अनुपूरक, जोड़ना, अनुपूरण"
துணை,अनुपूरक
துணை பட்ஜெட்,अनुपूरक बजट
துணை செலவு,अनुपूरक लागत
துணை தேவை,अनुपूरक मांग
துணை மானியம்,अनुपूरक अनुदान
துணை கேள்வி,"अनुपूरक प्रश्‍न, पूरक प्रश्‍न"
துணை விதிகள்,अनुपूरक नियमावली
சப்ளையர்,"प्रदायक, पूर्तिकार"
விநியோகி,"पूर्ति, प्रदाय, प्रदाय करना"
ஆதரவு,"समर्थन, आलंब लगाना, भरण-पोषण, सहायता, आधार"
ஆதரவாளர்,समर्थक
துணை ஆவணங்கள்,समर्थक दस्तावेज
அடக்கி,"दमन करना, दबाना"
மேலாதிக்கம்,सर्वोच्चता
உச்சம்,"उच्चतम, सर्वोच्च"
கூடுதல் கட்டணம்,अधिभार
பிணையம்,"जमानत, जमानती, निश्‍चितता"
ஷ்யூரிட்டி பத்திரம்,ज़मानत बंध-पत्र
மேற்பரப்பு ஆய்வு,सतही निरीक्षण
மேற்பரப்பு போக்குவரத்து,भूतल परिवहन
அறுவை சிகிச்சை,शल्य-चिकित्सा
குடும்ப பெயர்,कुलनाम
உபரி,"अधिशेष, बेशी"
உபரி பட்ஜெட்,बचत का बजट
உபரி அறிக்கை,अधिशेष रिपोर्ट
உபரி ஊழியர்கள்,बेशी कर्मचारी वर्ग
ஆச்சரியம் சோதனை,आकस्मिक जांच
ஆச்சரியம் வருகை,"आकस्मिक निरीक्षण, आकस्मिक दौरा"
சரணடைதல்,अभ्यर्पण
சுற்றியுள்ள,परिवेश
சுர்டாக்ஸ்,"अतिकर, अधिकर"
கண்காணிப்பு,निगरानी
கணக்கெடுப்பு,सर्वेक्षण
கணக்கெடுப்பு அறிக்கை,सर्वेक्षण रिपोर्ट
உயிர்வாழ்வு,उत्‍तरजीविता
உயிர் பிழைத்தது,"उत्‍तरजीवी, अवशिष्‍ट"
உயிர் பிழைத்தவர்,उत्‍तरजीवी
எளிதில் பாதிப்பு,सुग्राहिता
சந்தேகத்திற்குரிய,"(व्यक्‍ति) संदिग्ध, संदेह करना"
இடைநீக்கம்,निलंबित करना
சஸ்பென்ஸ்,"असमंजस, उचंत, कौतूहल"
சஸ்பென்ஸ் கணக்கு,उचंत खाता
இடைநீக்கம்,"निलंबन, मुअत्‍तली"
இடைநீக்க உத்தரவு,निलंबन आदेश
சந்தேகம்,"संदेह, संशय"
நிலையான,संधारणीय
நிலையான வளர்ச்சி,संधारणीय वृद्‌धि
நீடித்தது,"संधारित, लगातार, मान लिया गया"
சத்தியம்,"शपथ लेना, शपथ ग्रहण करना"
சத்திய-செரமனி,शपथ ग्रहण समारोह
பாடத்திட்டங்கள்,पाठ्य-विवरण
சின்னம்,प्रतीक
சமச்சீர்,"सममिति, समरूपता"
அனுதாபம்,"सहानुभूति, समवेदना"
அனுதாப வேலைநிறுத்தம்,सहानुभूति हड़ताल
சிம்போசியம்,परिसंवाद
அறிகுறி,लक्षण
ஒத்திசைக்கவும்,"साथ-साथ होना, साथ-साथ घटना"
சுருக்கம்,"रूपरेखा, विषय-संक्षेप, सार-संक्षेप"
தொகுப்பு,"संश्‍लेषण, कृत्रिम"
செயற்கை,संश्‍लिष्‍ट
அமைப்பு,"पद्‌धति, प्रणाली, निकाय, तंत्र"
முறையான,व्यवस्थित
முறையான வேலை,"व्यवस्थित कार्य, क्रमबद्‌ध कार्य"
அமைப்புகள் பகுப்பாய்வு,तंत्र विश्‍लेषण
தாவல் கோப்புறை,टैब फोल्डर
மேசை,"सारणी, तालिका, पटल, मेज़"
அட்டவணை,झांकी
உள்ளடக்க அட்டவணை,विषय-सूची
வீட்டின் அட்டவணை,सदन पटल
அட்டவணை,सारणीबद्‌ध
அட்டவணைப்படுத்தப்பட்ட அறிக்கை,सारणीबद्‌ध विवरण
அட்டவணை,"सारणीयन, सारणीबद्‌ध करना"
தாவல்,"सारणीयंत्र, सारणीकार"
சமாளிக்கவும்,"सुलझाना, निपटना, निपटाना"
தந்திரம்,युक्‍ति
தந்திரோபாயம்,"व्यवहारकुशल, चतुर"
தந்திரோபாயம்,युक्‍ति
குறிச்சொல்,"टैग, नत्थी करना"
வீட்டிற்கு எடுத்து செல்லும் சம்பளம்,हाथ-वेतन
எடுத்துக் கொள்ளுங்கள்,"कार्यभार लेना, अधिकार करना"
திறமையானவர்கள்,प्रतिभाशाली
திறமை தேடல்,प्रतिभा खोज
எண்ணிக்கை,"मिलान करना, मेल खाना, गिनती, संख्या"
டேலி கார்டு,मिलान कार्ड
சேதப்படுத்துதல்,"हेर-फेर करना, गड़बड़ करना, बिगाड़ना, छेड़छाड़ करना, तो़ड़ना"
உறுதியான,मूर्त
உறுதியான சொத்து,मूर्त परिसंपत्‍ति
டேப்,"टेप, फ़ीता"
தட்டுவதன்,"उपयोग करना, टेप करना"
தாமதம்,"शिथिलता, आलस्य"
இலக்கு,लक्ष्य
"கடைசி நாள், முடிக்கப்படவேண்டிய நாள்",लक्ष्य तिथि
கட்டணம்,"प्रशुल्क, टैरिफ, दरसूची"
கெடு,"मलिन करना, धूमिल करना"
பணி,"कार्य, काम"
பணிக்குழு,"कार्यदल, कृतिक बल"
வரி,कर
வரி குறைப்பு,कर में कमी
வரி விதிக்கத்தக்கது,करयोग्य
வரி விதிக்கக்கூடிய வருமானம்,"कर-योग्य आय, कर योग्य आमदनी"
வரி சரிசெய்தல்,कर समायोजन
வரி மதிப்பீடு,कर निर्धारण
வரிவிதிப்பு,"कराधान, कर लगाना"
வரி தவிர்ப்பு,कर परिहार
வரி ஆலோசகர்,कर परामर्शदाता
வரி அறிவிப்பு,कर घोषणा
மூலத்தில் வரி கழிக்கப்படுகிறது,स्रोत पर काटा गया कर
வரி விலக்கு,कर कटौती
வரி ஏய்ப்பு,कर अपवंचन
வரி விலக்கு,कर छूट
வரி இலவசம்,कर मुक्‍त
வரி செலுத்துவோர்,करदाता
வரி சலுகை,कर घटौती
வரி வருமானம்,कर विवरणी
வரி அட்டவணை,कर अनुसूची
கூட்டு முயற்சி,"टीम भावना, सहयोग भावना"
குழு வேலை,टीम कार्य
கண்ணீர்ப்புகை,"अश्रु-गैस, आंसू गैस"
