Hindi,Punjabi
क्वेर्कस लैन्यूजिनोस,Quckerus Lanuginose
क्वेर्कस ल्यूकोट्राइकोफोरा,ਕੁਕਰੀਸ ਲੀਕੋਟ੍ਰੇਕੋਰਾ
क्वेर्कस सेमीकार्पिफोलिया,ਕੁਆਰਕਸ ਸੇਮਿਮੋਲਿਫੋਲੀਆ
शीघ्र लब्धि लक्षण,ਤੇਜ਼ ਉਪਜ ਦੀ ਵਿਸ਼ੇਸ਼ਤਾ
प्रशांति,ਪੁੱਛਦਾ ਹੈ
प्रशांति कोशिका,ਕੁਇੱਕ ਸੈੱਲ
कुनैन,ਕੁਇੰਨੀ
शांत अवस्था,ਚੁੱਪ ਪੜਾਅ
रेनिन एंजाइम,ਰੀਨਿਨ ਪਾਚਕ
आर-कोशिका,R- ਸੈੱਲ
असीमाक्षी,ਰੇਸਮ
असीमाक्षी,ਰੇਸਮਜ਼
असीमाक्षी प्रकार,ਰੇਸਮਜ਼ ਦੀ ਕਿਸਮ
"प्राक्ष, रैकिस",ਰਚਿਸ
अरीय अर,ਰੇਡੀਓਲ ਬੋਲਿਆ
अरीय सममिति,ਰੇਡੀਓਲ ਸਮਮਿਤੀ
विकिरणी,ਚਮਕਦਾਰ
रेडिएटा (अरक),ਰੇਡੀਏਟਾ
विकिरण,ਰੇਡੀਏਸ਼ਨ
विकिरण संसूचक,ਰੇਡੀਏਸ਼ਨ ਡਿਟੈਕਟਰ
विकिरण चिकित्सा,ਰੇਡੀਏਸ਼ਨ ਥੈਰੇਪੀ
मूलांकुर,ਰੈਡੀਕਲ
रेडियोऐक्टिव समस्थानिक,ਰੇਡੀਓ ਐਕਟਿਵ ਆਈਸੋਟੋਪ
रेडियोऐक्टिव नाभिक,ਰੇਡੀਓ ਐਕਟਿਵ ਨਿ nuc ਕਲੀਅਸ
रेडियोऐक्टिव प्रदूषण,ਰੇਡੀਓ ਐਕਟਿਵ ਪ੍ਰਦੂਸ਼ਣ
रेडियोऐक्टिव स्रोत,ਰੇਡੀਓ ਐਕਟਿਵ ਸਰੋਤ
"रेडियोऐक्टिवता, रेडियोसक्रियता",ਰੇਡੀਓ ਐਕਟਿਵਿਟੀ
"विकिरणचित्र, रेडियोग्राफ",ਰੇਡੀਓਗ੍ਰਾਫ
"विकिरण समस्थानिक, रेडियोआइसोटोप",ਰੇਡੀਓਸੋਟੋਪ
विकिरण चिकित्सा,ਰੇਡੀਓਥੈਰੇਪੀ
"बहिः प्रकोष्ठिका, रेडिअस",ਰੇਡੀਅਸ
"रेतीजिह्वा, रैडुला",ਰੈਡੁਲਾ
रामापिथेकस,ਰਾਮੈਪਿਤਕਲ
यादृच्छिक युग्मन,ਬੇਤਰਤੀਬ ਪਾਇਟਿੰਗ
यादृच्छिकतः,ਬੇਤਰਤੀਬੇ
रैननकुलस एक्वेटिलिस,ਰੈਂਂਕੂਲਸ ਐਕੈਟਿਲਿਸ
रैफी,ਰੈਪ
रैफाइड्स,ਰੈਫਾਈਡਸ
"दुर्लभ, विरल",ਦੁਰਲੱਭ
रसभरी,ਰਸਬੇਰੀ
रैटस,ਰੈਟਸ
रौवॉल्फिया वोमिटोरिया,ਰਾਉਵੌਲਫੀਆ ਵੋਮਿਲਰੇਸ਼ੀਆ
कच्चा माल,ਅੱਲ੍ਹੀ ਮਾਲ
अर एवं बिम्ब पुष्पक,ਰੇ ਅਤੇ ਡਿਸਕ ਫਲੋਰਟ
अभिकारक,ਪ੍ਰਤੀਕ੍ਰਿਆ
अभिक्रिया केंद्र,ਪ੍ਰਤੀਕਰਮ ਕੇਂਦਰ
पुनरावर्तन,ਰੀਸਾਈਪਿਟ ਹੋਣਾ
ग्राही कोशिका,ਸੈੱਲ ਪ੍ਰਾਪਤ ਕਰਨਾ
अभिनव,ਹਾਲ ਹੀ
"धानी, पात्र",ਰਿਸੈਪਸੈਲ
ग्राही,ਰੀਸੈਪਟਰ
ग्राही अणु,ਰੀਸੈਪਟਰ ਅਣੂ
अप्रभावी विकल्पी,ਅਲੇਅ
अप्रभावी प्रबलता,ਲਾਹਨਤ ਐਪੀਸਿਸਟਸਿਸ
अप्रभावी जीन,ਲੈਨਜ ਜੀਨ
अप्रभावी घातक विकल्पी,ਲੇਟਲ ਐਲੇਲ
अप्रभावी यूनिट कारक,ਰਿਆਇਕ ਯੂਨਿਟ ਫੈਕਟਰ
आदाता कोशिका,ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਸੈੱਲ
व्युत्क्रम प्रसंकरण,ਮੁੜ-ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੀ ਕਰਾਸ
पारस्परिक स्थानांतरण,ਮੁੜ-ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੀ ਤਬਦੀਲੀ
अभिज्ञान स्थल,ਮਾਨਤਾ ਵਾਲੀ ਸਾਈਟ
पुनर्योगज,ਮੁੜ
पुनर्योगज डी.एन.ए. प्रौद्योगिकी,ਰੀਜੋਮਿਨੇਟੈਂਟ ਡੀ.ਐਨ.ਏ. ਟੈਕਨੋਲੋਜੀ
पुनर्योगज प्रोटीन,ਰੀਜਿਨੀਨਟ ਪ੍ਰੋਟੀਨ
पुनर्योजन,ਲੈਸਸ਼ਨ
पुनर्योजन डी.एन.ए.,ਲੈਸਸ਼ਨ ਡੀ ਐਨ ਏ
पुनर्योजन आवृत्ति,ਲੈਸਸ਼ਨ ਬਾਰੰਬਾਰਤਾ
पुनर्योजन ग्रंथिका,ਰੀਬੋਮਿਸ਼ਨੇਸ਼ਨ ਨੋਡੂਲ
पुनःप्राप्ति स्ट्रोक,ਰਿਕਵਰੀ ਸਟਰੋਕ
"मलाशय, रेक्टम",ਗੁਦਾ
लाल शैवाल,ਲਾਲ ਐਲਗੀ
लाल रूधिर कोशिका (आर.बी.सी.),ਲਾਲ ਲਹੂ ਦੇ ਸੈੱਲ (ਆਰਬੀਸੀ)
लाल अस्थि मज्जा,ਲਾਲ ਬੋਨ ਮੈਰੋ
लाल पेशी,ਲਾਲ ਮਾਸਪੇਸ਼ੀ
लाल वर्णक,ਲਾਲ ਰੰਗਤ
गन्ने का लाल विगलन,ਗੰਨੇ ਦਾ ਲਾਲ ਸੜਨ
लाल ज्वार,ਲਾਲ ਲਹਿਰ
रेडॉक्स,ਰੈਡੌਕਸ
कम फल आना,ਫਰੂਟਿੰਗ
लघुभूत पुच्छास्थि,ਟੇਲਬੋਨ ਘੱਟ
रिडक्टेस,ਰਡਕਟਸ
अपचयन,ਕਮੀ
"अपचयन - ऑक्सीकरण, अपोपचयन",ਘਟਾਓ-ਆਕਸੀਕਰਨ (ਰੈਡੌਕਸ)
अपचायक अमीनीकरण,ਕਮੀ
परावर्ती पृष्ठ,ਸਤਹ ਪ੍ਰਤੀਬਿੰਬਤ
परिष्करण,ਸੁਧਾਈ
परावर्तित,ਪ੍ਰਤੀਬਿੰਬਿਤ
परावर्तन,ਰਿਫਲਿਕਸ਼ਨ
प्रतिवर्ती क्रिया,ਰਿਫਲੈਕਸ ਐਕਸ਼ਨ
प्रतिवर्त चाप,ਰਿਫਲੈਕਸ ਆਰਕ
अपवर्तन,ਪ੍ਰਫੁੱਲਤ
अपवर्तनांक,ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ
प्रशीतित करना,ਫਰਿੱਜ
पुनरूद्भवन,ਪੁਨਰਜਨਮ
पुनरुत्पादन,ਪੁਨਰਜਨਮ
पुनर्जनन,ਪੁਨਰਜਨਮ
प्रशीतन यूनिट,ਪੁਨਰ ਜਨਮ ਇਕਾਈ
पुनरुद्भवनी प्रमुकुल,ਪੁਨਰ ਜਨਮ ਦਾ ਧਮਾਕਾ
मुकुल का पुनरुद्भवन,ਬਡ ਦਾ ਪੁਨਰ ਜਨਮ
पादपक पुनरुत्पादन,ਪਲਾਜ਼ ਦਾ ਪੁਨਰਗਠਨ
क्षेत्र,ਖੇਤਰ
दीर्घीकरण क्षेत्र,ਲੰਬੀ ਖੇਤਰ
परिपक्वन क्षेत्र,ਪਰਿਪੱਕਤਾ ਦਾ ਖੇਤਰ
समाश्रयण गुणांक,ਰੈਗ੍ਰੇਸ਼ਨ ਕਾਫੀ
नियमन,ਨਿਯਮ
"राइसनर कला, राइसनर झिल्ली",ਮੁੜ ਝਿੱਲੀ ਦਾ ਝਿੱਲੀ
सापेक्ष प्रचुरता,ਰਿਸ਼ਤੇਦਾਰ ਬਹੁਤਾਤ
शिथिलन,ਮਨੋਰੰਜਨ
विश्रांति,ਮਨੋਰੰਜਨ
रिलैक्सिन,Rex ਿੱਲ
विमोचन कारक,ਰੀਲੀਜ਼ ਫੈਕਟਰ (ਆਰਐਫ)
रेमोरा,ਰਿਮਮੋਰਾ
"गुर्दे की पथरी, वृक्क अश्मरी",ਪੇਸ਼ਾਬ ਗਣਤੰਤਰ
वृक्क वल्कुट,ਪੇਸ਼ਾਬ ਕਰੇਟੈਕਸ
वृक्क मज्जा,ਪੇਸ਼ਾਬ ਮਧਾਂ
वृक्क निवाहिका तंत्र,ਪੇਸ਼ਾਬ ਪੋਰਟਲ ਸਿਸਟਮ
वृक्क पिरैमिड,ਪੇਸ਼ਾਬ ਪਿਰਾਮਿਡ
वृक्क स्राव,ਪੇਸ਼ਾਬ ਛੁਰਾ
रेनेट टिकिया,Renetnet Tablet
रेनिन,ਰੇਨਿਨ
सुधारक पुनरुद्भवन,ਰਿਪਿਕਰੀ ਪੁਨਰਜਨਮ
पुनरावर्ती डी.एन.ए.,ਦੁਹਰਾਓ ਡੀ ਐਨ ਏ
प्रतिस्थापन स्तर,ਤਬਦੀਲੀ ਦਾ ਪੱਧਰ
प्रतिस्थापन शल्यक्रिया,ਤਬਦੀਲੀ ਦੀ ਸਰਜਰੀ
प्रतिकृति प्लेटन,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਪਲੇਟਿੰਗ
प्रतिकृति,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
प्रतिकृतीयन,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
प्रतिकृतीयन द्विशाख,ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਫੋਰਕ
प्रतिकृतिकारक,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
पुनध्रुवर्ण तरंग,ਮੋਹਰ
दमनशील,ਜਲਦਬਾਜ਼ੀਯੋਗ
दमनकारी अणु,ਪ੍ਰਤਿਕ੍ਰਿਆ ਦੇ ਅਣੂ
"जनन, पुनरुत्पादन",ਪ੍ਰਜਨਨ
जनन एवं बाल स्वास्थ्य देखभाल,ਜਣਨ ਅਤੇ ਬਾਲ ਸਿਹਤ ਦੇਖਭਾਲ
जनन स्वास्थ्य कार्यक्रम,ਪ੍ਰਜਨਨ ਸਿਹਤ ਪ੍ਰੋਗਰਾਮ
जनन विलगन,ਪ੍ਰਜਨਨ ਇਕੱਲਤਾ
जनन पथ,ਪ੍ਰਜਨਨ ਟ੍ਰੈਕਟ
"जननता, जननक्षमता",ਪ੍ਰਜਨਨ
सरीसृप,ਹੋਂਦ
रेप्टीलिया,ਰੀਪਟਿਲੀਆ
सरीसृप जबड़ा उपकरण,ਰੀਪਟਿਲੀਅਨ ਜੌਰਾ ਉਪਕਰਣ
रिसर्पिन,ਰਿਜ਼ਰਪਾਈਨ
"निचित कोशिका, निचय कोशिका",ਰਿਜ਼ਰਵ ਸੈੱਲ
अवशिष्ट पिंड,ਬਚੇ ਹੋਏ ਸਰੀਰ
अवशिष्ट ऊर्जा,ਬਚੀ energy ਰਜਾ
अवशिष्ट आयतन,ਬਚੇ ਵਾਲੀਅਮ
"रेजिन, राल",ਰਾਲ
वियोजन,ਰੈਜ਼ੋਲੂਸ਼ਨ
"वियोजन क्षमता, विभेदन क्षमता",ਸ਼ਕਤੀ ਦਾ ਹੱਲ
अनुनाद,ਗੂੰਜ
श्वसन,ਸਾਹ
"श्वसनी, श्वसन",ਸਾਹ
श्वसन केंद्र,ਸਾਹ ਦਾ ਕੇਂਦਰ
श्वसन-झिल्ली,ਸਾਹ ਦੀ ਝਿੱਲੀ
श्वसन-अंग,ਸਾਹ ਦਾ ਅੰਗ
श्वसन वर्णक,ਸਾਹ ਦਾ ਰੰਗ
श्वसन-पदार्थ,ਸਾਹ ਘਟਾਓਣਾ
अनुक्रिया करना,ਜਵਾਬ ਦੇਣਾ
सुप्तिकाल,ਆਰਾਮ ਦੀ ਮਿਆਦ
मृदा उर्वरता पुनःस्थापन,ਮਿੱਟੀ ਦੀ ਉਪਜਾ. ਸ਼ਕਤੀ ਨੂੰ ਬਹਾਲ ਕਰਨਾ
प्रतिबंधन एंडोन्यूक्लिएज,ਪਾਬੰਦੀ ਦਾ ਅੰਤ
प्रतिबंधन एंजाइम,ਪਾਬੰਦੀ ਪਾਚਕ
प्रतिबंध खंड दैर्ध्य विश्लेषण,ਪਾਬੰਦੀ ਦੇ ਖੰਡ ਲੰਬਾਈ ਵਿਸ਼ਲੇਸ਼ਣ
प्रतिबंधन स्थल,ਪਾਬੰਦੀ ਸਾਈਟ
मैलपीगी जालिका,ਮਾਲਪਿੱਜੀ ਨੂੰ ਮੁੜ ਕਰੋ
वृषण जालिका,ਪੁਨਰ ਸਥਾਪਤੀ
धारण,ਧਾਰਨ
जालिकारूपी,ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ
जालिकारूपी शिराविन्यास,ਜ਼ਹਿਰੀਲੇ ਪੁਨਰਗਠਨ
जालिकायित शिरा,Reticult vin
दृष्टिपटल,ਰੈਟਿਨਾ
दृष्टिपटलीय,ਰੈਟਿਨਲ
दृष्टिपटलीय प्रतिबिंब,ਰੇਟਿਨਲ ਚਿੱਤਰ
प्रतिक्रामी प्रवृत्ति,ਭਰੋਸੇਮੰਦ ਰੁਝਾਨ
पश्च-विषाणु,ਰੀਟਰੋ ਵਾਇਰਸ
उत्क्रमित विकास,ਉਲਟਾ ਵਿਕਾਸਵਾਦ
उत्क्रम परासरण,ਉਲਟਾ ਓਸਮੋਸਿਸ
उत्क्रम अनुलेखन करना,ਉਲਟਾ ਚਲਾਉਣਾ
उत्क्रम ट्रांसक्रिप्टेज,ਉਲਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਟ
उत्क्रम अनुलेखन,ਉਲਟਾ ਵਿਵਾਦਪੂਰਨ
आर एच. (रीसस) रुधिर वर्ग,ਆਰਐਚ (ਰੀਸਸ) ਬਲੱਡ ਗਰੁੱਪ
रैब्डाइटिस,ਰਬਦਾਟਿਕਸ
रेब्डॉम,Rhabdome
रैकोफोरस,ਰਾਕੋਫੋਰਸ
रूमेटी ज्वर,ਗਠੀਏ ਦਾ ਬੁਖਾਰ
रूमेटी हृद्रोग,ਹਾਰਟ ਰੋਗ
"रूमेटिज्म, आमवात",ਗਠੀਏ
रूमेटी संधिशोथ,ਗਠੀਏ
रीनो विषाणु,ਰਾਈਨੋ ਵਾਇਰਸ
राइजोबियम मैलिलोटाइ,ਰਾਇਜੋਬੀਅਮ ਮੇਲਿਲੋਟੀ
मूलाभास,Rhizoid
राइजोम,Rhizome
राइजोफोरा,ਰ੍ਹਿਜ਼ਾੋਫੋਰਾ
राइजोपस,ਰ੍ਹੀਜ਼ੋਪਸ
Rho कारक,ਰੋਹੜਾ ਫੈਕਟਰ
रोडोफाइसी,Rhodofyceae
रॉडोप्सिन,ਰੋਡਾਪਸਿਨ
रॉमबेनसेफैलॉन,Rhombewensplonsplon
राइनिया,ਕਾਲੀਨੀਆ
लयबद्ध संकुचन,ਤਾਲ
"पर्शुका, पसली",ਰਿਬ
राइबोफ्लेविन,ਰਿਬੋਫਲੇਵਿਨ
राइबोन्यूक्लिएज,ਰਿਬੋਨੁਕਲ
राइबोज,ਰਿਬੋਜ
राइबोसोमीय आर.एन.ए.,ਰਿਬੋਸੋਮਲ ਆਰ ਐਨ ਏ
राइबोसोम,ਰਿਬੋਸੋਮ
रिबुलोस बाइफॉस्फेट,ਰਿਬੂਲੋਸ ਬੀਆਈ-ਫਾਸਫੇਟ
रिकेट्स,ਰਿਕੇਟਸ
रिकेट्सिया,ਰਿਕੇਟਸੀਆ
कटक,ਰਿਜ
दायाँ अलिंद,ਸੱਜਾ ਐਟ੍ਰੀਅਮ
दायीं हृद् धमनी,ਸਹੀ ਖਿਰਦੇ ਦੀ ਆਰਟਰੀ
पशु महामारी,Rinthost
वलय,ਰਿੰਗ
दाद,ਰਿੰਗ ਕੀੜਾ
नदीय,ਰਿਵਰਾਈਨ
रिवेट निकालने की परिकल्पना,ਕਠੋਰ ਪੋਪਰ ਸੰਪੂਰਣਤਾ
आर.एन.ए. व्यतिकरण,ਆਰ ਐਨ ਏ ਦਖਲਅੰਦਾਜ਼ੀ
आर.एन.ए. मध्यम,ਆਰ ਐਨ ਏ ਇੰਟਰਮੀਡੀਏਟ
आर.एन.ए. प्रारंभक पूरक,ਆਰ ਐਨ ਏ ਪ੍ਰਾਈਮਰ ਪੂਰਕ
आर.एन.ए. संबंधन,Rna splusing
आर.एन.ए. जगत,ਆਰ ਐਨ ਏ ਵਰਲਡ
आर.एन.ए. एज,Rna ase
आर.एन.ए. आई,Rna i
दंड रूप जीवाणु,ਰਾਡ ਦੇ ਆਕਾਰ ਦੇ ਬੈਕਟਰੀਆ
शलाका,ਡੰਡੇ
रोहू,ਰਾਖੂ
मूल गोप,ਰੂਟ ਕੈਪ
मूल अपरद,ਰੂਟ ਡੀਟਰਿਟਸ
मूल पिटिका,ਰੂਟ ਗਾਲ
मूल रोम,ਰੂਟ ਵਾਲ
मूल रूपांतरण,ਰੂਟ ਸੋਧ
मूल कोटरिका,ਰੂਟ ਜੇਬ
"जड़ तंत्र, मूल तंत्र",ਰੂਟ ਸਿਸਟਮ
रॉकफर्ट पनीर,ਰੋਸ ਪਨੀਰ
रोजैसियसीय,ਰੋਸਾਸੇਸ
गुलाबी,ਰੋਸਾਸੇਸ
रोजेलीज,ਰੋਸੇਲ
"चक्रधर, रॉटिफर",ਰੋਟਿਫਰ
घूर्णक (रोटर),ਰੋਟਰ
रूक्ष अंतर्द्रव्यी जालिका,ਮੋਟਾ ਐਂਪਲਾਸਮਿਕ reticulum
वर्तुल गवाक्ष,ਗੋਲ ਵਿੰਡੋ
"गोलाकार भ्रमिका, गोलाकार गहन",ਗੋਲ ਲਬ੍ਰਿਡ
गोलाकार प्रोद्वर्ध,ਗੋਲ
रूबिएलीज,ਰੂਬੀਲਜ਼
रूबिस्को,ਰੁਬੀਸਕੋ
आद्यंग,ਰੁਕਾਵਟ
आद्य अवशेष,ਰੁਕਾਵਟ
आद्यांगिक स्पर्शक,Rudmentary ਤੰਬੂ
अल्पवर्धित अवशेष,Rudmentary
देह के अल्पवर्धित रोम,ਰੁਡੁਮੈਂਟਰੀ ਸਰੀਰ ਦੇ ਵਾਲ
रूमेन,ਰੁਮੇਨ
उपरिभूस्तारी,ਦੌੜਾਕ
रसकस,ਰੁਸਕ
किट्ट,ਜੰਗਾਲ
जंग,ਜੰਗਾਲ
एस-जीवाणु,S-ਬੈਕਟੀਰੀਆ
सैकैरोमाइसीज सेरेविसी,ਸੈਕਰੋਮੋਮਾਈਸ ਸੀਰੀਵਸੀਏ
सैकैरम,ਸੈਕਰ
सैकैरम बरबेरिस,ਸੈਕਚਰਮ ਬਰਬਰਿਸ
सैकैरम ऑफिसिनेरम,ਸੈਕਚਰਮ ਓਪਟੀਅਰਮ
सैकोग्लॉसस,ਸਬਕੋਗਲੋਸਸ
"कोषक, थैलिका",ਸੋਜ ਲੜਾ
कोष रूपी सिस्टर्नी,ਸੈਕ-ਵਰਗਾ ਕ੍ਰੈਸਟਰ
"सैक्रमी अस्थि, त्रिक अस्थि",ਸੈਕਰਲ ਹੱਡੀ
पवित्र वन,ਪਵਿੱਤਰ ਜੰਗਲ
पवित्र उपवन,ਸੈਕਰੇਡ ਰਵੇਵ
पवित्र झील,ਪਵਿੱਤਰ ਝੀਲ
"पेशीद्रव्य, सार्कोप्लाज्म",ਸਰਕੋਪਲਾਜ਼ਮ
"त्रिक, सैक्रम",ਸੱਕਦ
सुरक्षित निपटान,ਸੁਰੱਖਿਅਤ ਨਿਪਟਾਰਾ
केसर,ਕੇਸਰ
सैजिटेरिया,SAGITATTATRIA
साल,ਸਾਲ
सैलामैन्ड्रा,ਸਲਮਾਂਰਾ
सैलीकेसी,ਸਾਲਿਸੀਆ
लवण-मृदा,ਖਾਰਾ ਮਿੱਟੀ
"लवणता, खारापन",ਲੂਣ
लार,ਲਾਰ
सैल्मोनेला टाइफी,ਸਾਲਮੋਨੇਲਾ ਟਾਈਫੀ
सैल्मोनेला टाइफीम्यूरियम,ਸਾਲਮੋਨੇਲਾ ਟਾਈਫੀਮਿ ii ਟਿਅਮ
सैल्पा,ਸਾਲਪਾ
"वल्गन, उत्परिवर्तन",ਲੂਣ
वल्गी चालन,ਅਚਰੜ ਚਾਲ
सैल्विया,ਸਾਲਵੀਆ
सैल्वीनिया,ਸਾਲਵਿਨਿਆ
समारा,ਸਮਰਾ
"नमूना, प्रतिदर्श",ਨਮੂਨਾ
प्रतिचयन इकाई,ਨਮੂਨਾ ਵਾਲੀ ਇਕਾਈ
रूधिराहारी,ਸੰਗੂਨੀਯੁਆਰ
स्वच्छता भूभरण,ਸੈਨੇਟਰੀ ਲੈਂਡਫਿਲ
सैन्सिवीरिया,ਸੰਸੇਵੀਰੀਆ
सैन्टेलेसी,ਸੈਂਟਲਾਸੈ
सैन्टोनिन,ਸੈਂਟੋਨੀਨ
रसधानी,ਸਾਉਟ ਵੈੱਕਲੂਓਲ
सेपिंडेलीज,ਸਪਿੰਡੀਲੇਜ਼
मृतजीवी,ਸੈਪ੍ਰੋਫਾਈਟ
मृतजीवी विधा,ਸਾਪ੍ਰੋਬੋਟਿਕ ਮੋਡ
मृतजीवी,ਸੈਫੋਫਾਈਡਿਟਸ
मृतपोषी,S ਪ੍ਰੋਤ੍ਰੋਪ
मृतजीवी,ਸਕਰੂਜ਼ੋਇਕ
पूतिजीवी (प्राणी),ਸਕਰੂਜ਼ੋਇਕ
रसकाष्ठ,ਸਬਵੁੱਡ
सैरैका,ਸਾਰਕਾ
सार्कोडिना प्राणी,ਸਰਕੋਡੀਆਨਾ
"पेशीचोल, सार्कोलेमा",ਸਾਰਕਲੇਮਮਾ
"पिशितार्बुद, सार्कोमा",ਸਾਰਕੋਮਾ
पिशितांश,ਸਾਰਸ ਨੇ
पेशीद्रव्य,ਸਰਕੋਪਲਾਜ਼ਮ
पेशीद्रव्यी जालक,ਸਰਕੋਪਲਾਸਮਿਕ reticulum
सार्कोसोम,ਸਾਰਕੋਸੋਮ
सार्डीन,ਛੋਟੀ ਸਮੁੰਦਰੀ ਮੱਛੀ
सार्गेसम,ਸਰਗੱਸ਼ਾਮ
अनुषंगी,ਸੈਟੇਲਾਈਟ
उपग्रह,ਸੈਟੇਲਾਈਟ
अनुषंगी गुणसूत्र,ਸੈਟੇਲਾਈਟ ਕ੍ਰੋਮੋਸੋਮ
अनुषंगी डी.एन.ए.,ਸੈਟੇਲਾਈਟ ਡੀਐਨਏ
संतृप्त,ਸੰਤ੍ਰਿਪਤ
संतृप्त यौगिक,ਸੰਤ੍ਰਿਪਤ ਅਹਾਤੇ
संतृप्त वसा अम्ल,ਸੰਤ੍ਰਿਪਤ ਫੈਟੀ ਐਸਿਡ
संतृप्त हाइड्राइड,ਸੰਤ੍ਰਿਪਤ ਹਾਈਡ੍ਰਾਈਡ
सौरॉप्सिड,ਸੌਪਾਸਿਡ
सवाना,ਸਵਨਾ
"आरामीन, बीण",ਮੱਛੀ ਨੂੰ ਵੇਖਿਆ
शिरोवल्क,ਖੋਪੜੀ
क्रमवीक्षी इलेक्ट्रॉन सूक्ष्मदर्शी,ਇਲੈਕਟ੍ਰਾਨੋ ਮਾਈਕਰੋਸਕੋਪ ਸਕੈਨ
क्रमवीक्षी फनलन सूक्ष्मदर्शी,ਫਨਲਿੰਗ ਮਾਈਕਰੋਸਕੋਪ ਨੂੰ ਸਕੈਨ ਕਰਨਾ
क्रमवीक्षी संमपरीक्षक सूक्ष्मदर्शी,ਪੜਤਾਲ ਪੜਤਾਲ ਮਾਈਕਰੋਸਕੋਪ
"प्रवृंत, स्केप",ਸਕੈਪ
नौकाकार,ਸਕੈਫਾਈਡ
"अंसफलक, स्कैपुला",ਸਕੈਪੁਲਾ
अपमार्जक,ਸਕੈਵੇਂਜਰ
अपमार्जन,ਸਕੈਵਿੰਗ
एस-कोशिका,ਸ-ਸੈੱਲ
शिस्टोसोमा,ਸਕਿਸਟੋਮਾ
भिदुर फल,ਸਕਾਈਜੋਕਰੀ ਫਲ
विखंडित-मनस्कता,ਸ਼ਾਈਜ਼ੋਫਰੀਨੀਆ
श्वान्न कोशिका,ਸਕਵਨਨ ਸੈੱਲ
आनुवंशिकी विज्ञान,ਜੈਨੇਟਿਕਸ ਦਾ ਵਿਗਿਆਨ
वैज्ञानिक अभिवृत्ति,ਵਿਗਿਆਨਕ ਰਵੱਈਆ
वैज्ञानिक वर्गीकरण,ਵਿਗਿਆਨਕ ਸ਼੍ਰੇਣੀਬੱਧਤਾ
वैज्ञानिक अध्ययन,ਵਿਗਿਆਨਕ ਅਧਿਐਨ
सिला,ਸਕਿੱਲਾ
कलम,ਸਕਿਓਨ
"छायोद्भिद पादप, छायारागी पादप",Sciofhyte
श्वेतपटल,ਸਕਲੇਰਾ
दृढ़कोशिका,ਸਕੇਲਰੇਡ
कठक,ਸਕਲਰ
श्वेत पटल (नेत्र),ਸਕਲੇਰੋਟਿਕ
दृढ़पटलीय,ਸਕਲੇਰੋਟਿਕ
झुलसा पर्णाग्र,ਝਪਕੀ ਪੱਤੇ
तिमिरानुकूलित,ਸਕੋਪਿਕ
केतकी,ਸਕ੍ਰਿਪਾਈਨ
वृषणकोश,ਸਕ੍ਰੋਟਮ
"कुंज अवस्था, स्क्रब अवस्था",ਰਗੜ ਦਾ ਪੜਾਅ
मार्जक,ਰਗੜਨ
स्कुटेलम,ਸਕੂਟੈਲਮ
साइफा,ਸਕਿ .ਪੀ
समुद्री ऐनीमोन,ਸਮੁੰਦਰ ਅਨੀਮੋਨ
"समुद्री ककड़ी, समुद्र कर्कटी",ਸਮੁੰਦਰ ਖੀਰੇ
"अश्व मीन, समुद्री घोड़ा",ਸਮੁੰਦਰ ਦਾ ਘੋੜਾ
समुद्री लिली,ਸਮੁੰਦਰ ਲਿਲੀ
समुद्री मूषक,ਸਮੁੰਦਰ ਮਾ mouse ਸ
समुद्री पिच्छक,ਸਾਗਰ ਕਲਮ
समुद्री कवच प्राणी,ਸਮੁੰਦਰੀ ਸ਼ੈੱਲ
समुद्री अर्चिन,ਸਮੁੰਦਰ ਦੇ urchin
समुद्री वालनट,ਸਮੁੰਦਰ ਅਖਰੋਟ
समुद्री खरपतवार,ਸਮੁੰਦਰ ਬੂਟੀ
समुद्री पंखा,ਸਮੁੰਦਰ-ਪੱਖਾ
"वसा ग्रंथि, तेल ग्रंथि",ਸੇਬੇਸੀਅਸ ਗਲੈਂਡ
"सीबम, त्वक्वसा",ਸੇਬੂਮ
सिकेली सीरियली,ਸੀਕੇਲ ਸੇਰੇਆਲ
द्वितीय शृंगिका,ਦੂਜਾ ਐਂਟੀਨਾ
ऊष्मागतिकी का दूसरा नियम,ਥਰਮੋਡਾਇਨਾਮਿਕਸ ਦਾ ਦੂਜਾ ਕਾਨੂੰਨ
"द्वितीयक, गौण",ਸੈਕੰਡਰੀ
द्वितीयक वल्कुट,ਸੈਕੰਡਰੀ ਕੋਰਟੇਕਸ
द्वितीयक लयनकाय,ਸੈਕੰਡਰੀ ਲਾਇਸੋਸੋਮ
द्वितीयक विभज्योतक,ਸੈਕੰਡਰੀ ਬੇਰਹਿਮ
