Malayalam,Hindi
പൾസ് കോഡ് മോഡുലേഷൻ,स्पंद कोड मॉडुलन
പൾസ് ഡിജിറ്റൽ മോഡുലേഷൻ (PDM),पल्स डिजीटल माडुलेशन (पी डी एम)
സ്പന്ദാവലി,स्पंदावली
വിരാമചിഹ്നം,विराम चिन्ह
"സമ്മർദ്ദം, പൂരിപ്പിക്കുക","दाब, भरण"
ഓട്ടോമാറ്റ ഡൗൺലോഡ് ചെയ്യുക,अधोभरण ऑटोमेटा
ലംബ പട്ടിക,ऊर्ध्वभरण सूची
ചതുർഭുതം,चतुर्घनत्व
"1.യോഗ്യത, 2.യോഗ്യത","1.अर्हता, 2.योग्यता"
ക്വാണ്ടിഫയർ,परिमाणक
കണക്കാക്കാൻ,क्वांटीकृत करना
ഘടകാംശം,क्वाटीकारक
ക്വാണ്ടം,क्वांटम
ക്വാണ്ടം ക്ലോക്ക്,क्वांटम कालद
"1.ക്വാണ്ടം കപുടൻ, 2.ക്വാണ്ടം കമ്പ്യൂട്ടേഷൻ","1.क्वांटम कप्युटन, 2.क्वांटम अभिकलन"
ഉദാഹരണ ചോദ്യം,उदाहरणगत पृच्छा
"1. അന്വേഷണം, 2. അന്വേഷണം","1.पूछताछ, 2.पृच्छा"
ചോദ്യ ഭാഷ,पृच्छा भाषा
അന്വേഷണ പ്രോസസ്സിംഗ്,पृच्छा प्रक्रमण
ക്യൂ,पंक्ति
വരി മാനേജ്മെന്റ്,पंक्ति प्रबंधन
വരി രജിസ്റ്റർ,पंक्ति पंजी
"1. റോ നെറ്റ്‌വർക്ക്, 2. റോ നെറ്റ്‌വർക്ക്","1.पंक्ति नेटवर्क, 2.पंक्ति जालक्रम"
വരി സിദ്ധാന്തം,पंक्ति सिद्धांत
ഫാസ്റ്റ് ആക്സസ് മെമ്മറി,द्रुत अभिगम स्मृति
ക്വട്ടേഷൻ,भागफल
റേഡിയോ ഫ്രീക്വൻസി ഇടപെടൽ (RFI),रेडियो आवृत्ति व्यतिकरण (आर एफ आई)
റാഡിക്സ്,मूलांक
റാൻഡം ആക്സസ് കമ്പ്യൂട്ടർ ഉപകരണങ്ങൾ (RACE),यादृच्छिक अभिगम कंप्यूटर उपस्कर (आर ए सी ई)
റാൻഡം ആക്‌സസ് മെമ്മറി (റാം),यादृच्छिक अभिगम मेमोरी (रैम)
ക്രമരഹിതമായ സ്കാനിംഗ്,यादृच्छिक क्रमवीक्षण
"1.റാസ്റ്റർ, 2.റാസ്റ്റർ","1.रैस्टर, 2.रेखापुंज"
റാസ്റ്റർ സ്കാനിംഗ്,रैस्टर क्रमवीक्षण
പുനർനിർമ്മാണം,पुन:अभियांत्रिकी
പുനരുജ്ജീവിപ്പിക്കൽ,पुनर्वर्धन
"1. പ്രവേശനക്ഷമത, 2. പ്രവേശനക്ഷമത","1.अभिगम्यता, 2.गम्यता"
വായന,पठन
വായന തല,पठन शीर्ष
"1. വായിക്കാൻ മാത്രം, 2. വായിക്കാൻ മാത്രം","1.केवल पठनीय, 2.पठन मात्र"
"1. റീഡ് ഒൺലി മെമ്മറി, 2. റീഡ് ഒൺലി മെമ്മറി","1.पठन मात्र स्मृति, 2.पठन मात्र मेमोरी"
വായന എഴുത്ത് തല,पठन लेखन शीर्ष
"1. വായനാ ചക്രം, 2. എഴുത്ത് ചക്രം","1.पठन चक्र, 2.लेखन चक्र"
"1. റീഡിംഗ് സൈക്കിൾ, 2. റൈറ്റിംഗ് ഹെഡ്","1.पठन चक्र, 2.लेखन शीर्ष"
"1. വായനാ മെമ്മറി, 2. എഴുത്ത് മെമ്മറി","1.मेमोर्य्पठन, 2.लेखन स्मृति"
വായനക്കാരൻ,पाठक
"വായന, വായന","पठन, पाठन"
"1. വായിക്കുക, 2. പോസ്റ്റ് റീഡിംഗ്","1.रीड आउट, 2.पठनोत्तर"
യഥാർത്ഥ സമയം,तिमेवास्तविक काल
"1. ദ്രുത പ്രതികരണ പ്രോസസ്സിംഗ്, 2. ഉടനടി പ്രതികരണ പ്രോസസ്സിംഗ്","1.सद्य अनुक्रिया प्रक्रमण, 2.तुरंत अनुक्रिया प्रक्रमण"
റിസീവർ,अभिग्राही
തിരിച്ചറിയൽ യുക്തി,अभिज्ञान तर्क
റീപ്രോഗ്രാമിംഗ് കൈമാറ്റം,पुन: क्रमादेश अंतरण
റെക്കോർഡ്,अभिलेख
"1. റെക്കോർഡിംഗ് ഹെഡ്, 2. റെക്കോർഡിംഗ് ഹെഡ്","1.अभिलेखी शीर्ष, 2.रिकार्डिंग हेड"
തിരുത്താവുന്ന തെറ്റ്,सुधार योग्य त्रुटि
നിവൃത്തി,पूर्ति
ആവർത്തന സിദ്ധാന്തം,पुनरावर्तन प्रमेय
റീസൈക്ലിംഗ്,पुनरावर्तन
ആവർത്തന പ്രവർത്തനം,पुनरावर्ती फलन
മിനിയേച്ചറൈസ്ഡ് ഇൻസ്ട്രക്ഷൻ സെറ്റ് കമ്പ്യൂട്ടർ (RISC),लघुकृत अनुदेश समुच्चय कंप्यूटर (रिसक)
ആവർത്തനം,अतिरेकता
"1. സ്വതന്ത്ര ഡിസ്ക്, 2. ഡിസ്കുകളുടെ അധിക നിര (ചുവപ്പ്)","1.स्वतंत्र चक्रिका, 2.डिस्कों की अतिरिक्त सरणी (रेड)"
വീണ്ടും പ്രവേശനം,पुन:प्रवेशी
വീണ്ടും എൻട്രി കോഡ്,पुन:प्रवेशी कूट
റഫറൻസ്,संदर्भ
റഫറൻഷ്യൽ സമഗ്രത,संदर्भिक समग्रता
പ്രതിഫലനം,परावर्तकता
പ്രതിഫലനം,परावर्तन
അപവർത്തനം,अपवर्तन
പുതുക്കൽ,पुनश्चर्या
പുനരുജ്ജീവനം,पुनर्जनन
രജിസ്റ്റർ ചെയ്യുക,पंजी
പതിവ് വ്യാകരണം,नियमित व्याकरण
ബന്ധം,संबंध
റിലേഷണൽ ഡാറ്റാബേസ്,संबंधपरक डेटाबेस
റിലേഷണൽ ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം (RDBMS),संबंधपरक डाटाबेस प्रबंधन तंत्र (आर डी बी एम एस)
റിലേഷണൽ മോഡൽ,संबंधपरक निदर्श
"1. ബന്ധു, 2. ബന്ധു","1.सापेक्ष, 2.आपेक्षिक"
ബന്ധു വിലാസം,आपेक्षिक पताभिगमन
"1. റിലേ, 2. ട്രാൻസ്മിഷൻ","1.रिले, 2.प्रतिसारण"
വിശ്വാസ്യത മോഡൽ,विश्वसनीयता निदर्शन
വിശ്വസനീയം,विश्वसनीय
"1. റീലൊക്കേറ്റബിൾ കോഡ്, 2. റീലൊക്കേറ്റബിൾ ഡാറ്റ","1.पुन:स्थान निर्धारणीय कोड, 2.पुन:स्थान निर्धारणीय आंकड़आ"
ബഹുദൂരം,सुदूर
റിമോട്ട് ഫീഡർ,सुदूर पोषक
റിമോട്ട് വർക്ക് എൻട്രി,सुदूर कार्य प्रविष्टी
"1.റിമോട്ട് സെഷൻ ആരംഭം, 2.റിമോട്ട് ലോഗിൻ","1.सुदूर सत्रारंभ, 2.सुदूर लॉग-इन"
റിമോട്ട് പ്രൊസീജർ ഇൻവോക്കേഷൻ (RPC),सुदूर प्रक्रिया आह्वान (आर पी सी)
വിദൂര സംവേദനം,सूदूर संवेदन
പേരുമാറ്റുന്നു,पुन: नामकरण
"1. റെൻഡറിംഗ്, 2. സമർപ്പണം","1.प्रतिपादन, 2.समर्पण"
ആവർത്തനക്കാരൻ,पुनरावर्तक
ഉത്തരം,उत्तर
"1. അഭ്യർത്ഥന, 2. അഭ്യർത്ഥന","1.अनुरोध, 2.निवेदन"
അഭിപ്രായ അഭ്യർത്ഥന (RFC),टिप्पणी अनुरोध (आर एफ सी)
"1.അഭ്യർത്ഥന പ്രോട്ടോക്കോൾ, 2. പ്രതികരണ പ്രോട്ടോക്കോൾ","1.निवेदन प्रोटोकॉल, 2.उत्तर प्रोटोकॉल"
ആവർത്തന പ്രോഗ്രാം,पुनरावर्ती प्रोग्राम
ഗവേഷണം,अनुसंधान
ചക്രം പുനഃസ്ഥാപിക്കുക,पुन:स्थाप चक्र
സ്മാരകവാദി,स्मृतिवासी
വ്യത്യാസം,विभेदन
വിഭവങ്ങൾ,संसाधन
പ്രതികരണ സമയം,अनुक्रिया काल
"1.പുനരാരംഭിക്കുക, 2.പുനരാരംഭിക്കുക","1.पुन: प्रवर्तन, 2.पुन: आरंभ"
പുനഃസ്ഥാപിക്കൽ,पुन: भंडारण
വീണ്ടും കണ്ടെത്തുക,पुन: अनुरेख
"1. വീണ്ടും അയയ്ക്കൽ, 2. വീണ്ടും ആശയവിനിമയം","1.पुन: प्रेषण, 2.पुन: संचार"
വീണ്ടെടുക്കൽ,पुन: प्राप्ति
വീണ്ടും ശ്രമിക്കുക,पुन: प्रयास
"1.റിഗ്രഷൻ, 2.റിട്ടേൺ","1.प्रतिगमन, 2.वापसी"
റിഗ്രഷൻ കോഡ്,प्रतिगमन कूट
റിഗ്രഷൻ കീ,प्रतिगमन कुंजी
വീണ്ടും ഉപയോഗിക്കാവുന്ന കോഡ്,पुन: प्रयोज्य कोड
മാറ്റിയെഴുതാവുന്നത്,पुन: लेखनीय
rgb മോണിറ്റർ,आर जी बी मॉनीटर
റിബൺ,रिबन
ഔദ്യോഗിക പ്രശ്നം,अधिकारिक इश्यू
"1.റോബോട്ട്, 2.മെക്കാനിക്, 3.മെക്കാനിസം","1.रोबोट, 2.यंत्रमानव, 3.यांत्रव"
"1.മെക്കാനിസ്റ്റിക് സയൻസ്, 2.മെക്കാനിസ്റ്റിക് ആന്ത്രോപോളജി","1.यांचव विज्ञान, 2.यंत्रमानव विज्ञान"
"ശക്തമായ, ശക്തമായ","हष्ट-पुष्ट, सुदृड़"
പങ്ക്,भूमिका
വീണ്ടും ഉരുളുന്നു,पुन: वेल्लन
വിഴുങ്ങൽ,अन्तर्वेल्लन
ഒഴുക്ക്,बहिर्बेल्लन
"1. റീഡ് ഒൺലി മെമ്മറി, 2. റീഡ് ഒൺലി മെമ്മറി (റോം)","1.केवल पठनीय स्मृति, 2.पठन मात्र स्मृति (रोम)"
ഒറിജിനൽ,मूल
പാരന്റ് ഡയറക്ടറി,मूल निर्देशिका
ഏകദേശ പിശക്,संनिकटन त्रुटि
"1. റൂട്ടർ, 2. റൂട്ടർ","1.रूटर, 2.अनुमार्गक"
"റൂട്ടിംഗ്, റൂട്ടിംഗ്","मार्गाभिगमन, अनुमार्गण"
RS232C ഇന്റർഫേസ്,आर एस 232 सी अंतरापृष्ट
RSA എൻക്രിപ്ഷൻ,आर एस ए गूढलेखन
rtc,आर टी सी
വർക്ക്‌സ്‌പേസ് കോഡിംഗ്,कार्यविस्तार कोडन
കാലാവധി,कार्यावधि
റൺടൈം പിശക്,कार्यावधि त्रुटि
"1. സാമ്പിൾ, 2. സാമ്പിൾ","1.प्रतिदर्श, 2.नमूना"
സാമ്പിൾ,प्रतिचयन
"1.ഉപഗ്രഹം, 2.ഉപഗ്രഹം","1.उपग्रह, 2.सेटेलाइट"
സാച്ചുറേഷൻ,संत्रिप्तन
രക്ഷിക്കും,सुरक्षित करो
"1. സ്കേലബിളിറ്റി, 2. സ്കേലബിളിറ്റി","1.मापनीयता, 2.मापक्रमणीयता"
സ്കെയിലർ,अदिश
സ്കാനിംഗ്,क्रमवीक्षण
ഭൂപ്രകൃതി,परिदृश्य
ഷെഡ്യൂളർ,अनुसूचक
സ്ക്രീൻ പ്രതിഫലനം പ്രൊജക്ടർ,स्क्रीन प्रतिबिंब प्रक्षेपक
സ്ക്രിപ്റ്റ്,लिपि
സ്ക്രിപ്റ്റിംഗ് ഭാഷ,लिपिकरण भाषा
"1.കോയിൽ, 2.സ്ക്രോൾ","1.कुंडलन, 2.स्क्रॉलन"
സിൻക്രണസ് ഡാറ്റ ലിങ്ക് കൺട്രോൾ (SDLC),तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी )
"1.പര്യവേക്ഷണം, 2.കണ്ടെത്തൽ","1.अन्वेषण, 2.खोज"
തിരയല് യന്ത്രം,खोज इंजन
തിരയൽ വൃക്ഷം,खोज वृक्ष
"1.പര്യവേക്ഷണം, 2.കണ്ടെത്തുക","1.अन्वेषण, 2.खोजना"
സെക്കൻഡറി,दवितीयक
"1.സെക്ടർ, 2.സെക്ടർ","1.सेक्टर, 2.खंड"
സുരക്ഷാ നയം,सुरक्षा नीति
അന്വേഷണ പദം,खोज अवधि
"1.വിഭാഗം, 2.വിഭാഗം","1.अनुभाग, 2.खंड"
"1. വിഘടനം, 2. വിഭജനം","1.खण्डन, 2.खण्डीकरण"
തിരഞ്ഞെടുക്കൽ അടുക്കൽ,चयन छंटाई
"1.ഓട്ടോകംപ്ലീറ്റ്, 2.ഓട്ടോകംപ്ലീറ്റ്","1.स्वपूर्ण, 2.स्वत: पूर्ण"
"1.സെമാന്റിക്സ്, 2.സെമാന്റിക്സ്","1.सीमेंटिकी, 2.अर्थ विज्ञान"
സെമാഫോർ,सीमेफॉर
അർദ്ധചാലകം,अर्धचालक
ഫാന്റസി വെബ്,कल्पायन वेब
തുടർച്ചയായ ആക്സസ് രീതി,अनुक्रमिक अभिगम विधि
തുടർച്ചയായി,क्रमिक
സീരിയൽ,क्रमक
"1.സെർവർ, 2.സെർവർ","1.परिसेवक, 2.सर्वर"
സെർവർ ക്രാഷ്,परिसेवक ध्वंस
സെർവർ ലൈസൻസ്,परिसेवक लाइसेंस
സെർവോ മൾട്ടിപ്ലയർ,सर्वो गुणक
കൂട്ടം,समुच्चय
നിർദ്ദിഷ്ട പോയിന്റ്,निर्दिष्ट बिंदु
മാനേജ്മെന്റ്,व्यवस्था
നിഴൽ,छाया
ഛായാഗ്രഹണം,छायांकन
പ്രേതം,प्रतिछाया
ഫയൽ പങ്കിടുക,शेयर संचिका
പങ്കിട്ട ആക്സസ്,सहभाजित अभिगम
പങ്കുവയ്ക്കുന്നു,सहभाजन
"1. ബ്രാക്കറ്റുകൾ, 2. കവചം, 3. ഷെൽ, 4. ഷെൽ","1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश"
സ്ഥാനചലന ചിഹ്നം,विस्थापन संप्रतीक
ചെറിയ പാത,लघुपथ
ഹ്രസ്വ നിർദ്ദേശം,लघु अनुदेश
സഹോദരൻ,सहोदर
"1. പാർശ്വഫലങ്ങൾ, 2. എതിർ പ്രഭാവം","1.पार्श्व प्रभाव, 2.प्रति-प्रभाव"
സൈൻ ബിറ്റ്,चिन्ह बिट
സിഗ്നൽ,संकेत
സിഗ്നൽ പ്രോസസ്സിംഗ്,संकेत प्रक्रमण
നൊട്ടേഷൻ,संकेतन
"1.സിഗ്നൽ-ശബ്ദ അനുപാതം, 2.സിഗ്നൽ-ശബ്ദ അനുപാതം","1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात"
"1.ഒപ്പ്, 2. ഒപ്പ്","1.हस्ताक्षर, 2. चिन्हक"
മാർക്കർ ടെസ്റ്റ്,चिन्हक परीक्षण
കാര്യമായ മാർക്ക്,सार्थक अंक
സിലിക്കൺ ചിപ്പ്,सिलिकॉन चिप
ലളിതമായ മെയിൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (SMTP),सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी)
സിംഗിൾ,एकधा
"1. ഒരു സിഗ്നലിംഗ് നോഡ്, 2. സിംപ്ലക്സ് നോഡ്","1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि"
അനുകരണം,अनुकरण
അനുകരിക്കുന്നവൻ,अनुकारी
"1.ഒരേസമയം, 2.സിൻക്രണസ്","1.युगपत, 2.समकालिक"
ഒരേസമയം പ്രോസസ്സിംഗ്,युगपत प्रक्रमण
സോളോ,एकल
"1.സൈറ്റ് ലൈസൻസ്, 2.സൈറ്റ് ലൈസൻസ്","1.साईट लाइसेंस, 2.स्थल लाइसेंस"
"1.വലിപ്പം, 2.വലിപ്പം","1.साइज, 2.आमाप"
അളവ്,आमापन
"1. ചിത്രീകരണം, 2. ചിത്രീകരണം","1.रेखांकन, 2.रेखाचित्रण"
പ്ലൂട്ടി,प्लुति
"1.പ്ലൂട്ടി, 2.പ്ലൂട്ടിക്കാരൻ","1.प्लुति, 2.प्लुतिकरण"
"1.വെട്ടുക, 2.മുറിക്കുക","1.स्लैश, 2.काट"
കമ്പ്യൂട്ടറിന് കീഴിൽ,अधीन कंप्यूटर
പാമ്പ് വിൻഡോ പ്രോട്ടോക്കോൾ,सर्पी विंडो प्रोटोकॉल
"1. ഒഴിവാക്കൽ, 2. കീഴടങ്ങൽ","1. चूक, 2. सर्पण"
സ്ലോട്ട്,खाँचा
SCSI (SCSI),स्कैजी (एस सी एस आई)
സ്മാർട്ട് കാർഡ്,स्मार्ट कार्ड
സ്നൈൽ മെയിൽ,धीमी डाक
സ്നാപ്പ്ഷോട്ട്,आशुचित्र
"1.സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്, 2.സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്","1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन"
സോഫ്റ്റ് കോപ്പി,सॉफ्ट प्रति
എളുപ്പമുള്ള ഫോണ്ട്,सुगम फान्ट
സോഫ്റ്റ്വെയർ,सॉफ्टवेयर
സോഫ്റ്റ്വെയർ എഞ്ചിനീയറിംഗ്,सॉफ्टवेयर इंजीनियरी
സോഫ്റ്റ്വെയർ ലൈസൻസ്,सॉफ्टवेयर लाइसेंस
സോഫ്റ്റ്‌വെയർ പൈറസി,सॉफ्टवेयर चोरी
സ്പെക്ട്രം,स्पेक्ट्रम
"1.സ്ക്രൂ, 2.സർപ്പിള","1.पेंचदार, 2.सर्पिल"
"1.വിശദാംശ ഷീറ്റ്, 2.സ്പ്രെഡ്ഷീറ്റ്","1.विस्तृत शीट, 2.स्प्रेडशीट"
സ്റ്റാൻഡേർഡ്,मानक
സ്റ്റാൻഡേർഡ് ജനറലൈസ്ഡ് മാർക്ക്അപ്പ് ലാംഗ്വേജ് (SGML),मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल)
സ്റ്റാൻഡേർഡൈസേഷൻ,मानकीकरण
കാത്തിരിപ്പ് സമയം,प्रतीक्षा काल
താരക് ലാൻ,तारक लैन
നക്ഷത്ര സ്ഥാനം,तारक संस्थिति
ആരംഭിക്കുന്ന ബിറ്റ്,आरंभी बिट
"1. അഭാവം, 2. ക്ഷാമം, 3. ക്ഷാമം പ്രതിസന്ധി","1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट"
"1. സ്റ്റാറ്റിക് മെമ്മറി, 2. സ്റ്റാറ്റിക് മെമ്മറി","1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी"
സ്റ്റാറ്റസ് ചാനൽ,स्थिति चैनल
"1. സ്റ്റെപ്പ് സൈസ്, 2. സ്റ്റെപ്പ് അളവുകൾ","1.सोपान साइज, 2.सोपानी आयाम"
താൽക്കാലികമായി നിർത്തി കാത്തിരിക്കുക പ്രോട്ടോക്കോൾ,विराम एवं प्रतीक्षा प्रोटोकॉल
ബ്രേക്ക് കോഡ്,विराम कूट
താൽക്കാലികമായി നിർത്തുക,विराम कुंजी
സംഭരണശേഷി,भंडारणीयता
സംഭരിച്ച പ്രോഗ്രാം,भंडारित प्रोग्राम
പരമ്പര ഡാറ്റ,श्रृंखला आँकड़आ
"1. ഘടനാപരമായ എൻകോഡിംഗ്, 2. ഘടനാപരമായ കോഡിംഗ്","1.संरचित कूटलेखन, 2.संरचित कोडन"
ഘടനാപരമായ അന്വേഷണ ഭാഷ (SQL),संरचित पृच्छा भाषा (एस क्यू एल)
"1. ബ്രോഷർ ഷീറ്റ്, 2. ശൈലി അക്ഷരം","1. वर्तिका पत्र, 2. शैली पत्र"
ഉപ ഡയറക്ടറി,उपनिदेशिका
"1.സബ്നെറ്റ്, 2.സബ്നെറ്റ്","1.उपजाल, 2.सबनेट"
ഉപവൃക്ഷം,उपवृक्ष
"1. ചുരുക്കെഴുത്ത്, 2. ചുരുക്കെഴുത്ത്","1.संक्षेपण, 2.संक्षेपीकरण"
"1. സൂപ്പർ കമ്പ്യൂട്ടർ, 2. സൂപ്പർ കമ്പ്യൂട്ടർ","1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर"
"1.സൂപ്പർ കമ്പ്യൂട്ടേഷൻ, 2.സൂപ്പർ കമ്പ്യൂട്ടേഷൻ","1.सुपर कप्यूटन, 2.सुपर अभिकलन"
കീ കീ,महाकुंजी
മുൻനിര ഉപയോക്താവ്,सर्वोच्च प्रयोक्ता
മേൽനോട്ടത്തിലുള്ള പഠനം,पर्यवेक्षित अधिगम
സഹായ ചിപ്പ്,सहायक चिप
നെറ്റ് വേരിയൻസ്,नेट विचरण
"1.നെറ്റ് വേരിയൻസ്, 2.സെക്ഷൻ, 3.സർഫാൻ","1.नेट विचरण, 2.सीकरण, 3.सर्फन"
സ്വാപ്പ്,गमागम
ഇൻബൗണ്ട്,अंतर्गमागम
ഒഴുക്ക്,बहिर्गमागम
കൈമാറ്റം,गमागमन
"1. സ്വിച്ച്ഡ് നെറ്റ്‌വർക്ക്,2. നെറ്റ്‌വർക്ക് മാറ്റി","1.स्विचित नेटवर्क, 2. स्विचित जालक्रम"
സ്വിച്ചിംഗ്,स्विचन
സ്വിച്ചിംഗ് തത്വം,स्विचन सिद्धांत
പ്രതീകാത്മക പ്രോഗ്രാമിംഗ്,प्रतीकात्मक प्रोग्रामन
സമന്വയം,तुल्यकालन
സിൻക്രൊണൈസർ,तुल्यकालक
സിൻക്രണസ്,तुल्यकालिक
സിൻക്രണസ് ന്യൂമറിക് ശ്രേണി (SDH),तुल्यकालिक अंकीय पदानुक्रम (एस डी एच)
വാക്യ വിശകലനം,वाक्य विश्लेषण
സിസ്റ്റം വിശകലനം,तंत्र विश्लेषण
സിസ്റ്റം എഞ്ചിനീയറിംഗ്,तंत्र इंजीनियरी
"1. സിസ്റ്റം ബ്രേക്കർ, 2. സിസ്റ്റം ഹാക്കർ","1.तंत्र विच्छेदक, 2.तंत्र हैकर"
സിസ്റ്റം ഇന്റഗ്രേറ്റർ,तंत्र समेकक
സിസ്റ്റം ലോഗ്,तंत्र लॉग
സിസ്റ്റം കവർ,तंत्र आच्छद
സിസ്റ്റം നെറ്റ്‌വർക്ക് ഘടന (SNA),तंत्र नेटवर्क संरचना (एस एन ए)
"1. സിസ്റ്റം പ്രോഗ്രാമർ, 2. സിസ്റ്റം പ്രോഗ്രാമർ","1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक"
"1. സിസ്റ്റം പുനരാരംഭിക്കൽ, 2. സിസ്റ്റം പുനരാരംഭിക്കൽ","1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन"
സിസ്റ്റം അവസാനിപ്പിക്കൽ,तंत्र समापन
സിസ്റ്റം ടെസ്റ്റ്,तंत्र परीक्षण
സിസ്റ്റം യൂട്ടിലിറ്റി,तंत्र उपयोगिता
"1. സിസ്റ്റമാറ്റിക് കോഡ്, 2. സിസ്റ്റമാറ്റിക് കോഡ്","1.व्यवस्थित कोड, 2.व्यवस्थित कूट"
ടാബ് കമാൻഡ്,टैब समादेश
പട്ടിക,सारणी
പട്ടിക അവലോകനം,सारणी अवलोकन
മേശ സ്ഥലം,सारणी स्थान
ശിലാഫലകം,पटलिका
"1.ടേബിൾ, 2.അറേ അറേ","1.सारणीवद्ध, 2.सरणी व्यूह"
ടാബുലേഷൻ പ്രവർത്തനം,सारणीकरण फलन
"1. അടയാളപ്പെടുത്തിയ വാസ്തുവിദ്യ, 2. അടയാളപ്പെടുത്തിയ ഘടന","1.चिह्नित वास्तुकला, 2.चिह्नित संरचना"
അടയാളപ്പെടുത്തിയ ഇമേജ് ഫയൽ ഫോം (TIFF),चिहनित प्रतिबिंब संचिका फर्मा (टिफ)
ടാൻഡം സിസ്റ്റം,अग्रानुक्रम तंत्र
ടേപ്പ് സാന്ദ്രത,टेप घनत्व
ടേപ്പ് കവർ,टेप आवरण
ടാർ ഫയൽ,टार संचिका
ജോലി,कार्य
ജോലി ഗൈഡ്,कार्यदर्शिका
ടാസ്ക് ഷെഡ്യൂളർ,कार्य अनुसूचक
ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ/ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ (TCP/IP),संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी)
മുറിക്കൽ പ്രവർത്തനം,कटाव संक्रिया
ടെലികമ്മ്യൂണിക്കേഷൻസ്,दूरसंचार
ടെലികമ്മ്യൂണിക്കേഷൻസ്,दूरसंचार
ടെലികോം,दूरसंवाद
ടെലികോൺഫറൻസ്,दूर सम्मेलन
"1. ടെലിഗ്രാഫ്, 2. ടെലിഗ്രാഫി","1.तारप्रेषण, 2.टेलीग्राफी"
"1. ടെലിമീറ്റർ, 2. ടെലിമെട്രി","1.दूरमापी, 2.दूरमिती"
"1.ടെലിഫോൺ, 2.ടെലിഫോൺ","1.दूरभाष, 2.टेलीफोन"
ടെലിഫോണ്,दूरभाषी
"1.ടെലിപ്രിൻറർ, 2.ടെലിപ്രിൻറർ","1.दूरमुद्रक, 2.टेलीप्रिंटर"
ടെലിപ്രോസസിംഗ്,दूरप्रक्रमण
"1. ദൂരദർശൻ, 2. ടെലിവിഷൻ, 3. ദൂരദർശൻ","1.दूरदर्शन, 2.टेलीविजन, 3.दूरदर्शित्र"
ടെലക്സ്,टेलेक्स
"1.ട്രാപ്പ് എവേ, 2.ടെൽനെറ്റ്","1.दूर जाल, 2.टेलनेट"
"1.ചൂട്, 3.താപനില","1.ताप, 3.तापक्रम"
"1. ഷേപ്പ് പ്ലേറ്റ്, 2. ടെംപ്ലേറ്റ്, 3. രൂപ","1.आकार पट्ट, 2.टेंपलेट, 3.रुपदा"
പത്തിന്റെ പൂരകം,दस-पूरक
ടെറാ ബൈറ്റ്,टेरा बाइट
ടെറ ഫാലോപ്സ്,टेरा फलाप्स
"1.എൻഡ് പോയിന്റർ, 2.ടെർമിനൽ കഴ്സർ","1.अंतक प्रसंकेतक, 2.टर्मिनल कर्सर"
"1.എൻഡ് നോഡ്, 2. ടെർമിനൽ നോഡ്","1.अंतक आसंधि, 2.टर्मिनल नोड"
ടെർമിനൽ വിൻഡോ,टर्मिनल विंडो
അവസാനിക്കുന്നു,समापन
ട്രൈ-ബേസ്,त्रि-आधारी
മൂന്ന് അടിസ്ഥാന പ്രവർത്തനം,त्रि-आधारी संक्रिया
ടെസ്റ്റിംഗ്,परीक्षण
ടെസ്റ്റ് കവറേജ്,परीक्षण व्याप्ति
ടെസ്റ്റ് എക്സിക്യൂഷൻ,परीक्षण निष्पादन
ടെസ്റ്റ് ഡാറ്റ,परीक्षण आँकड़आ
"1. വാചകം, 2. പഠന മെറ്റീരിയൽ","1.टैक्सट, 2. पाठ्य सामग्री"
ടെക്സ്റ്റ് ബോക്സ്,पाठ्य पेटी
ടെക്സ്റ്റ് കഴ്സർ,पाठ्य कर्सर
ടെക്സ്റ്റ് എഡിറ്റർ,पाठ्य संपादक
ടെക്സ്റ്റ് ഫയൽ,पाठ संचिका
പാഠ്യപദ്ധതി,पाठ्य विधा
ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്,पाठ प्रक्रमण
സംഭാഷണ-വാചകം (TTS),वाक-पाठ्य (टी टी एस)
ടെക്സ്ചർ മാപ്പിംഗ്,बुनावट प्रतिचित्रण
"1.T ഫ്ലിപ്പ് ഫ്ലോപ്പ്, 2.T-ബിനോമീറ്റർ","1.टी फ्लिप फ्लॉप, 2.टी-द्विमानित्र"
