Gujarati,Punjabi
"1.રીગ્રેશન, 2.રીટર્ન","1.ਰਿਗਰੈਸ਼ਨ, 2.ਵਾਪਸੀ"
રીગ્રેસન કોડ,ਰਿਗਰੈਸ਼ਨ ਕੋਡ
રીગ્રેસન કી,ਰਿਗਰੈਸ਼ਨ ਕੁੰਜੀ
ફરીથી વાપરી શકાય તેવા કોડ,ਮੁੜ ਵਰਤੋਂ ਯੋਗ ਕੋਡ
ફરીથી લખી શકાય તેવું,ਮੁੜ ਲਿਖਣਯੋਗ
આરજીબી મોનિટર,rgb ਮਾਨੀਟਰ
રિબન,ਰਿਬਨ
સત્તાવાર મુદ્દો,ਅਧਿਕਾਰਤ ਮੁੱਦਾ
"1.રોબોટ, 2.મેકેનિક, 3.મિકેનિઝમ","1.ਰੋਬੋਟ, 2.ਮਕੈਨਿਕ, 3.ਮਕੈਨੀਜ਼ਮ"
"1.મિકેનિસ્ટિક સાયન્સ, 2.મિકેનિસ્ટિક એન્થ્રોપોલોજી","1.ਮਕੈਨਿਸਟਿਕ ਸਾਇੰਸ, 2.ਮਕੈਨਿਸਟਿਕ ਮਾਨਵ ਵਿਗਿਆਨ"
"મજબૂત, મજબૂત","ਮਜ਼ਬੂਤ, ਮਜ਼ਬੂਤ"
ભૂમિકા,ਭੂਮਿਕਾ
ફરીથી રોલિંગ,ਦੁਬਾਰਾ ਰੋਲਿੰਗ
સંડોવણી,ਗ੍ਰਹਿਣ
પ્રવાહ,ਵਹਾਅ
"1. ફક્ત વાંચો મેમરી, 2. ફક્ત વાંચો મેમરી (ROM)","1. ਰੀਡ ਓਨਲੀ ਮੈਮੋਰੀ, 2. ਰੀਡ ਓਨਲੀ ਮੈਮੋਰੀ (ROM)"
મૂળ,ਮੂਲ
પિતૃ નિર્દેશિકા,ਮੂਲ ਡਾਇਰੈਕਟਰੀ
અંદાજ ભૂલ,ਅਨੁਮਾਨ ਗਲਤੀ
"1.રાઉટર, 2.રાઉટર","1.ਰਾਊਟਰ, 2.ਰਾਊਟਰ"
"રૂટીંગ, રૂટીંગ","ਰੂਟਿੰਗ, ਰੂਟਿੰਗ"
RS232C ઈન્ટરફેસ,RS232C ਇੰਟਰਫੇਸ
RSA એન્ક્રિપ્શન,RSA ਇਨਕ੍ਰਿਪਸ਼ਨ
આરટીસી,ਆਰਟੀਸੀ
કાર્યકારી વિગત કોડિંગ,ਕੰਮ ਕਰਨ ਦੇ ਵੇਰਵੇ ਕੋਡਿੰਗ
કાર્યકાળ,ਕਾਰਜਕਾਲ
રનટાઈમ ભૂલ,ਰੰਨਟਾਈਮ ਗਲਤੀ
"1. નમૂના, 2. નમૂના","1. ਨਮੂਨਾ, 2. ਨਮੂਨਾ"
નમૂના,ਨਮੂਨਾ
"1.ઉપગ્રહ, 2.ઉપગ્રહ","1.ਸੈਟੇਲਾਈਟ, 2.ਸੈਟੇਲਾਈਟ"
સંતૃપ્તિ,ਸੰਤ੍ਰਿਪਤਾ
સાચવો,ਬਚਾਓ
"1. માપનીયતા, 2. માપનીયતા","1. ਸਕੇਲੇਬਿਲਟੀ, 2. ਸਕੇਲੇਬਿਲਟੀ"
સ્કેલર,ਸਕੇਲਰ
સ્કેનિંગ,ਸਕੈਨਿੰਗ
લેન્ડસ્કેપ,ਲੈਂਡਸਕੇਪ
શેડ્યૂલર,ਸ਼ਡਿਊਲਰ
સ્ક્રીન પ્રતિબિંબ પ્રોજેક્ટર,ਸਕਰੀਨ ਰਿਫਲਿਕਸ਼ਨ ਪ੍ਰੋਜੈਕਟਰ
સ્ક્રિપ્ટ,ਸਕ੍ਰਿਪਟ
સ્ક્રિપ્ટીંગ ભાષા,ਸਕ੍ਰਿਪਟਿੰਗ ਭਾਸ਼ਾ
"1.કોઇલ, 2.સ્ક્રોલ","1.ਕੋਇਲ, 2.ਸਕ੍ਰੌਲ"
સિંક્રનસ ડેટા લિંક કંટ્રોલ (SDLC),ਸਮਕਾਲੀ ਡਾਟਾ ਲਿੰਕ ਕੰਟਰੋਲ (SDLC)
"1.શોધ, 2.શોધ","1. ਖੋਜ, 2. ਖੋਜ"
શોધ એન્જિન,ਖੋਜ ਇੰਜਣ
શોધ વૃક્ષ,ਖੋਜ ਰੁੱਖ
"1.અન્વેષણ કરો, 2.શોધો","1. ਪੜਚੋਲ ਕਰੋ, 2. ਖੋਜੋ"
ગૌણ,ਸੈਕੰਡਰੀ
"1.સેક્ટર, 2.સેક્ટર","1.ਸੈਕਟਰ, 2.ਸੈਕਟਰ"
સુરક્ષા નીતિ,ਸੁਰੱਖਿਆ ਨੀਤੀ
શોધ શબ્દ,ਖੋਜ ਸ਼ਬਦ
"1.વિભાગ, 2.વિભાગ","1.ਸੈਕਸ਼ਨ, 2.ਸੈਕਸ਼ਨ"
"1. વિભાજન, 2. વિભાજન","1. ਫਰੈਗਮੈਂਟੇਸ਼ਨ, 2. ਵਿਭਾਜਨ"
પસંદગી વર્ગીકરણ,ਚੋਣ ਲੜੀਬੱਧ
"1.સ્વતઃપૂર્ણ, 2.સ્વતઃપૂર્ણ","1.ਸਵੈ-ਮੁਕੰਮਲ, 2.ਸਵੈ-ਮੁਕੰਮਲ"
"1.અર્થશાસ્ત્ર, 2.અર્થશાસ્ત્ર","1.Semantics, 2.Semantics"
સેમાફોર,ਸੈਮਾਫੋਰ
સેમિકન્ડક્ટર,ਸੈਮੀਕੰਡਕਟਰ
કાલ્પનિક વેબ,ਕਲਪਨਾ ਵੈੱਬ
અનુક્રમિક ઍક્સેસ પદ્ધતિ,ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ
ક્રમિક,ਲਗਾਤਾਰ
સીરીયલ,ਸੀਰੀਅਲ
"1.સર્વર, 2.સર્વર","1.ਸਰਵਰ, 2.ਸਰਵਰ"
સર્વર ક્રેશ,ਸਰਵਰ ਕਰੈਸ਼
સર્વર લાઇસન્સ,ਸਰਵਰ ਲਾਇਸੰਸ
સર્વો ગુણક,ਸਰਵੋ ਗੁਣਕ
નો સમૂહ,ਦਾ ਸੈੱਟ
ઉલ્લેખિત બિંદુ,ਨਿਰਧਾਰਤ ਬਿੰਦੂ
મેનેજમેન્ટ,ਪ੍ਰਬੰਧਨ
પડછાયો,ਸ਼ੈਡੋ
સિનેમેટોગ્રાફી,ਸਿਨੇਮੈਟੋਗ੍ਰਾਫੀ
ભૂત,ਭੂਤ
ફાઈલ શેર કરો,ਸ਼ੇਅਰ ਫਾਇਲ
વહેંચાયેલ ઍક્સેસ,ਸਾਂਝੀ ਪਹੁੰਚ
શેરિંગ,ਸਾਂਝਾ ਕਰਨਾ
"1. કૌંસ, 2. આર્મર, 3. શેલ, 4. શેલ","1. ਬਰੈਕਟਸ, 2. ਆਰਮਰ, 3. ਸ਼ੈੱਲ, 4. ਸ਼ੈੱਲ"
વિસ્થાપન પ્રતીક,ਵਿਸਥਾਪਨ ਪ੍ਰਤੀਕ
ટૂંકો રસ્તો,ਛੋਟਾ ਰਸਤਾ
ટૂંકી સૂચના,ਛੋਟੀ ਹਦਾਇਤ
ભાઈ,ਭੈਣ-ਭਰਾ
"1. આડઅસર, 2. કાઉન્ટર ઇફેક્ટ","1. ਮਾੜਾ ਪ੍ਰਭਾਵ, 2. ਵਿਰੋਧੀ ਪ੍ਰਭਾਵ"
સાઇન બીટ,ਸਾਈਨ ਬਿੱਟ
સિગ્નલ,ਇਸ਼ਾਰਾ
સિગ્નલ પ્રોસેસિંગ,ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
નોટેશન,ਨੋਟੇਸ਼ਨ
"1.સિગ્નલ-સાઉન્ડ રેશિયો, 2.સિગ્નલ-અવાજ રેશિયો","1.ਸਿਗਨਲ-ਧੁਨੀ ਅਨੁਪਾਤ, 2.ਸਿਗਨਲ-ਸ਼ੋਰ ਅਨੁਪਾਤ"
"1.સહી, 2. સહી","1. ਦਸਤਖਤ, 2. ਦਸਤਖਤ"
માર્કર ટેસ્ટ,ਮਾਰਕਰ ਟੈਸਟ
નોંધપાત્ર ગુણ,ਮਹੱਤਵਪੂਰਨ ਚਿੰਨ੍ਹ
સિલિકોન ચિપ,ਸਿਲੀਕਾਨ ਚਿੱਪ
સિમ્પલ મેઇલ ટ્રાન્સફર પ્રોટોકોલ (SMTP),ਸਧਾਰਨ ਮੇਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (SMTP)
એકલુ,ਸਿੰਗਲ
"1. એક સિગ્નલિંગ નોડ, 2. સિમ્પ્લેક્સ નોડ","1. ਇੱਕ ਸਿਗਨਲਿੰਗ ਨੋਡ, 2. ਸਿੰਪਲੈਕਸ ਨੋਡ"
સિમ્યુલેશન,ਸਿਮੂਲੇਸ਼ਨ
અનુકરણ કરનાર,ਨਕਲ ਕਰਨ ਵਾਲਾ
"1. એકસાથે, 2. એક સાથે","1. ਸਮਕਾਲੀ, 2. ਸਮਕਾਲੀ"
એક સાથે પ્રક્રિયા,ਸਮਕਾਲੀ ਪ੍ਰਕਿਰਿਆ
સોલો,ਸੋਲੋ
"1.સાઇટ લાઇસન્સ, 2.સાઇટ લાઇસન્સ","1.ਸਾਈਟ ਲਾਇਸੰਸ, 2.ਸਾਈਟ ਲਾਇਸੰਸ"
"1. કદ, 2. કદ","1. ਆਕਾਰ, 2. ਆਕਾਰ"
માપ,ਮਾਪ
"1. ચિત્ર, 2. ચિત્ર","1. ਦ੍ਰਿਸ਼ਟਾਂਤ, 2. ਦ੍ਰਿਸ਼ਟਾਂਤ"
પ્લુટી,pluti
"1.પ્લુતિ, 2.પ્લુતિકરણ","1.ਪਲੂਤੀ, 2.ਪਲੂਟੀਕਰਨ"
"1.સ્લેશ, 2.કટ","1. ਸਲੈਸ਼, 2. ਕੱਟੋ"
કમ્પ્યુટર હેઠળ,ਕੰਪਿਊਟਰ ਦੇ ਅਧੀਨ
સાપ વિન્ડો પ્રોટોકોલ,ਸੱਪ ਵਿੰਡੋ ਪ੍ਰੋਟੋਕੋਲ
"1. બાદબાકી, 2. શરણાગતિ","1. ਛੱਡਣਾ, 2. ਸਮਰਪਣ"
સ્લોટ,ਸਲਾਟ
SCSI (SCSI),SCSI (SCSI)
સ્માર્ટ કાર્ડ,ਸਮਾਰਟ ਕਾਰਡ
ગોકળગાય મેલ,snail ਮੇਲ
સ્નેપશોટ,ਸਨੈਪਸ਼ਾਟ
"1.સોફ્ટ કોમ્પ્યુટેશન, 2.સોફ્ટ કોમ્પ્યુટેશન","1.ਸੌਫਟ ਗਣਨਾ, 2.ਸੌਫਟ ਗਣਨਾ"
સોફ્ટ કોપી,ਸਾਫਟ ਕਾਪੀ
સરળ ફોન્ટ,ਆਸਾਨ ਫੌਂਟ
સોફ્ટવેર,ਸਾਫਟਵੇਅਰ
સોફ્ટવેર એન્જિનિયરિંગ,ਸਾਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰਿੰਗ
સોફ્ટવેર લાઇસન્સ,ਸਾਫਟਵੇਅਰ ਲਾਇਸੰਸ
સોફ્ટવેર ચાંચિયાગીરી,ਸਾਫਟਵੇਅਰ ਪਾਇਰੇਸੀ
સ્પેક્ટ્રમ,ਸਪੈਕਟ੍ਰਮ
"1.સ્ક્રુ, 2.સર્પાકાર","1.ਸਕ੍ਰੂ, 2.ਸਪਿਰਲ"
"1.વિગતવાર શીટ, 2.સ્પ્રેડશીટ","1. ਵੇਰਵੇ ਸ਼ੀਟ, 2. ਸਪ੍ਰੈਡਸ਼ੀਟ"
ધોરણ,ਮਿਆਰੀ
સ્ટાન્ડર્ડ જનરલાઇઝ્ડ માર્કઅપ લેંગ્વેજ (SGML),ਸਟੈਂਡਰਡ ਜਨਰਲਾਈਜ਼ਡ ਮਾਰਕਅੱਪ ਲੈਂਗੂਏਜ (SGML)
માનકીકરણ,ਮਾਨਕੀਕਰਨ
રાહ સમય,ਉਡੀਕ ਸਮਾਂ
તારક લેન,tarak lan
તારાની સ્થિતિ,ਤਾਰਾ ਸਥਿਤੀ
થોડી શરૂઆત,ਬਿੱਟ ਸ਼ੁਰੂ
"1. અભાવ, 2. અછત, 3. અછતની કટોકટી","1. ਕਮੀ, 2. ਕਮੀ, 3. ਕਮੀ ਸੰਕਟ"
"1.સ્ટેટિક મેમરી, 2.સ્ટેટિક મેમરી","1.ਸਟੈਟਿਕ ਮੈਮੋਰੀ, 2.ਸਟੈਟਿਕ ਮੈਮੋਰੀ"
સ્થિતિ ચેનલ,ਸਥਿਤੀ ਚੈਨਲ
"1.સ્ટેપ સાઈઝ, 2.સ્ટેપ ડાયમેન્શન્સ","1. ਸਟੈਪ ਸਾਈਜ਼, 2. ਸਟੈਪ ਮਾਪ"
થોભો અને પ્રોટોકોલ રાહ જુઓ,ਰੋਕੋ ਅਤੇ ਪ੍ਰੋਟੋਕੋਲ ਦੀ ਉਡੀਕ ਕਰੋ
બ્રેક કોડ,ਤੋੜ ਕੋਡ
થોભો કી,ਵਿਰਾਮ ਕੁੰਜੀ
સંગ્રહક્ષમતા,ਸਟੋਰੇਬਿਲਟੀ
સંગ્રહિત કાર્યક્રમ,ਸਟੋਰ ਕੀਤਾ ਪ੍ਰੋਗਰਾਮ
શ્રેણી ડેટા,ਸੀਰੀਜ਼ ਡਾਟਾ
"1.સ્ટ્રક્ચર્ડ એન્કોડિંગ, 2.સ્ટ્રક્ચર્ડ કોડિંગ","1.ਸਟ੍ਰਕਚਰਡ ਏਨਕੋਡਿੰਗ, 2.ਸਟ੍ਰਕਚਰਡ ਕੋਡਿੰਗ"
સ્ટ્રક્ચર્ડ ક્વેરી લેંગ્વેજ (SQL),ਸਟ੍ਰਕਚਰਡ ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ (SQL)
"1. બ્રોશર શીટ, 2. શૈલી પત્ર","1. ਬਰੋਸ਼ਰ ਸ਼ੀਟ, 2. ਸ਼ੈਲੀ ਅੱਖਰ"
સબ-ડિરેક્ટરી,ਉਪ-ਡਾਇਰੈਕਟਰੀ
"1.સબનેટ, 2.સબનેટ","1.ਸਬਨੈੱਟ, 2.ਸਬਨੈੱਟ"
ઉપવૃક્ષ,ਸਬਟ੍ਰੀ
"1.સારાંશ, 2.સારાંશ","1. ਸੰਖੇਪ, 2. ਸੰਖੇਪ"
"1. સુપર કોમ્પ્યુટર, 2. સુપર કોમ્પ્યુટર","1. ਸੁਪਰ ਕੰਪਿਊਟਰ, 2. ਸੁਪਰ ਕੰਪਿਊਟਰ"
"1.સુપર કોમ્પ્યુટેશન, 2.સુપર કોમ્પ્યુટેશન","1.ਸੁਪਰ ਕੰਪਿਊਟੇਸ਼ਨ, 2.ਸੁਪਰ ਕੰਪਿਊਟੇਸ਼ਨ"
કી કી,ਕੁੰਜੀ
ટોચના વપરાશકર્તા,ਚੋਟੀ ਦੇ ਉਪਭੋਗਤਾ
નિરીક્ષણ કરેલ શિક્ષણ,ਨਿਰੀਖਣ ਕੀਤੀ ਸਿਖਲਾਈ
સહાયક ચિપ,ਸਹਾਇਕ ਚਿੱਪ
ચોખ્ખો તફાવત,ਸ਼ੁੱਧ ਪਰਿਵਰਤਨ
"1.નેટ ભિન્નતા, 2.વિભાગ, 3.સુરફાન","1.ਨੈੱਟ ਵਿਭਿੰਨਤਾ, 2.ਸੈਕਸ਼ਨ, 3.ਸਰਫਨ"
સ્વેપ,ਸਵੈਪ
અંદરનું,ਅੰਦਰ ਵੱਲ
પ્રવાહ,ਵਹਾਅ
અદલાબદલી,ਸਵੈਪਿੰਗ
"1.સ્વિચ્ડ નેટવર્ક,2. સ્વિચ કરેલ નેટવર્ક","1. ਸਵਿੱਚਡ ਨੈੱਟਵਰਕ, 2. ਬਦਲਿਆ ਨੈੱਟਵਰਕ"
સ્વિચિંગ,ਬਦਲਣਾ
સ્વિચિંગ સિદ્ધાંત,ਬਦਲਣ ਦਾ ਸਿਧਾਂਤ
સાંકેતિક પ્રોગ્રામિંગ,ਪ੍ਰਤੀਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
સુમેળ,ਸਮਕਾਲੀਕਰਨ
સિંક્રોનાઇઝર,ਸਿੰਕ੍ਰੋਨਾਈਜ਼ਰ
સિંક્રનસ,ਸਮਕਾਲੀ
સિંક્રનસ ન્યુમેરિક હાયરાર્કી (SDH),ਸਮਕਾਲੀ ਸੰਖਿਆਤਮਕ ਲੜੀ (SDH)
વાક્ય વિશ્લેષણ,ਵਾਕ ਵਿਸ਼ਲੇਸ਼ਣ
સિસ્ટમ વિશ્લેષણ,ਸਿਸਟਮ ਵਿਸ਼ਲੇਸ਼ਣ
સિસ્ટમ એન્જિનિયરિંગ,ਸਿਸਟਮ ਇੰਜੀਨੀਅਰਿੰਗ
"1. સિસ્ટમ બ્રેકર, 2. સિસ્ટમ હેકર","1. ਸਿਸਟਮ ਤੋੜਨ ਵਾਲਾ, 2. ਸਿਸਟਮ ਹੈਕਰ"
સિસ્ટમ ઇન્ટિગ્રેટર,ਸਿਸਟਮ ਇੰਟੀਗਰੇਟਰ
સિસ્ટમ લોગ,ਸਿਸਟਮ ਲਾਗ
સિસ્ટમ કવર,ਸਿਸਟਮ ਕਵਰ
સિસ્ટમ નેટવર્ક માળખું (SNA),ਸਿਸਟਮ ਨੈੱਟਵਰਕ ਢਾਂਚਾ (SNA)
"1. સિસ્ટમ પ્રોગ્રામર, 2. સિસ્ટમ પ્રોગ્રામર","1. ਸਿਸਟਮ ਪ੍ਰੋਗਰਾਮਰ, 2. ਸਿਸਟਮ ਪ੍ਰੋਗਰਾਮਰ"
"1. સિસ્ટમ પુનઃપ્રારંભ, 2. સિસ્ટમ પુનઃપ્રારંભ","1. ਸਿਸਟਮ ਰੀਸਟਾਰਟ, 2. ਸਿਸਟਮ ਰੀਸਟਾਰਟ"
સિસ્ટમ સમાપ્તિ,ਸਿਸਟਮ ਸਮਾਪਤੀ
સિસ્ટમ પરીક્ષણ,ਸਿਸਟਮ ਟੈਸਟ
સિસ્ટમ ઉપયોગિતા,ਸਿਸਟਮ ਸਹੂਲਤ
"1. પદ્ધતિસરનો કોડ, 2. પદ્ધતિસરનો કોડ","1. ਸਿਸਟਮੈਟਿਕ ਕੋਡ, 2. ਸਿਸਟਮੈਟਿਕ ਕੋਡ"
ટેબ આદેશ,ਟੈਬ ਕਮਾਂਡ
અનુસૂચિ,"ਸਮਾਸੂਚੀ, ਕਾਰਜ - ਕ੍ਰਮ"
ટેબ્યુલર વિહંગાવલોકન,ਸਾਰਣੀ ਵਿੱਚ ਸੰਖੇਪ ਜਾਣਕਾਰੀ
ટેબલ જગ્યા,ਟੇਬਲ ਸਪੇਸ
તકતી,ਤਖ਼ਤੀ
"1.ટેબ્યુલર, 2.એરે એરે","1.ਸਾਰਣੀ, 2.ਐਰੇ ਐਰੇ"
ટેબ્યુલેશન કાર્ય,ਸਾਰਣੀ ਫੰਕਸ਼ਨ
"1. ચિહ્નિત આર્કિટેક્ચર, 2. ચિહ્નિત માળખું","1. ਨਿਸ਼ਾਨਬੱਧ ਆਰਕੀਟੈਕਚਰ, 2. ਚਿੰਨ੍ਹਿਤ ਢਾਂਚਾ"
ચિહ્નિત છબી ફાઇલ ફોર્મ (ટિફ),ਚਿੰਨ੍ਹਿਤ ਚਿੱਤਰ ਫਾਈਲ ਫਾਰਮ (TIFF)
ટેન્ડમ સિસ્ટમ,ਟੈਂਡਮ ਸਿਸਟਮ
ટેપ ઘનતા,ਟੇਪ ਦੀ ਘਣਤਾ
ટેપ કવર,ਟੇਪ ਕਵਰ
ટાર ફાઇલ,tar ਫਾਈਲ
કામ,ਕੰਮ
કાર્ય માર્ગદર્શિકા,ਕੰਮ ਗਾਈਡ
કાર્ય અનુસૂચિ,ਟਾਸਕ ਸ਼ਡਿਊਲਰ
ટ્રાન્સમિશન કંટ્રોલ પ્રોટોકોલ/ઇન્ટરનેટ પ્રોટોકોલ (TCP/IP),ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ/ਇੰਟਰਨੈੱਟ ਪ੍ਰੋਟੋਕੋਲ (TCP/IP)
કટીંગ કામગીરી,ਕੱਟਣ ਦੀ ਕਾਰਵਾਈ
દૂરસંચાર,ਦੂਰਸੰਚਾਰ
દૂરસંચાર,ਦੂਰਸੰਚਾਰ
ટેલિકોમ,ਟੈਲੀਕਾਮ
ટેલીકોન્ફરન્સ,ਟੈਲੀਕਾਨਫਰੰਸ
"1. ટેલિગ્રાફ, 2. ટેલિગ્રાફી","1. ਟੈਲੀਗ੍ਰਾਫ਼, 2. ਟੈਲੀਗ੍ਰਾਫ਼ੀ"
"1. ટેલિમીટર, 2. ટેલિમેટ્રી","1. ਟੈਲੀਮੀਟਰ, 2. ਟੈਲੀਮੀਟਰੀ"
"1.ટેલિફોન, 2.ટેલિફોન","1.ਟੈਲੀਫੋਨ, 2.ਟੈਲੀਫੋਨ"
ટેલિફોનિક,ਟੈਲੀਫੋਨ
"1.ટેલિપ્રિંટર, 2.ટેલિપ્રિંટર","1.ਟੈਲੀਪ੍ਰਿੰਟਰ, 2.ਟੈਲੀਪ੍ਰਿੰਟਰ"
ટેલીપ્રોસેસિંગ,ਟੈਲੀਪ੍ਰੋਸੈਸਿੰਗ
"1. દૂરદર્શન, 2. ટેલિવિઝન, 3. દૂરદર્શન","1. ਦੂਰਦਰਸ਼ਨ, 2. ਟੈਲੀਵਿਜ਼ਨ, 3. ਦੂਰਦਰਸ਼ਨ"
ટેલેક્સ,telex
"1.ટ્રેપ દૂર, 2.ટેલનેટ","1. ਟ੍ਰੈਪ ਦੂਰ, 2. ਟੇਲਨੈੱਟ"
"1.ગરમી, 3.તાપમાન","1. ਗਰਮੀ, 3. ਤਾਪਮਾਨ"
"1.આકારની પ્લેટ, 2.ટેમ્પલેટ, 3.રુપડા","1. ਆਕਾਰ ਪਲੇਟ, 2. ਟੈਂਪਲੇਟ, 3. ਰੂਪਦਾ"
દસનું પૂરક,ਦਸ ਦਾ ਪੂਰਕ
ટેરા બાઈટ,tera ਬਾਈਟ
ટેરા ફોલોપ્સ,ਟੈਰਾ ਫਾਲੋਪਸ
"1.એન્ડ પોઇન્ટર, 2.ટર્મિનલ કર્સર","1.ਐਂਡ ਪੁਆਇੰਟਰ, 2.ਟਰਮੀਨਲ ਕਰਸਰ"
"1.એન્ડ નોડ, 2.ટર્મિનલ નોડ","1.ਐਂਡ ਨੋਡ, 2.ਟਰਮੀਨਲ ਨੋਡ"
ટર્મિનલ વિન્ડો,ਟਰਮੀਨਲ ਵਿੰਡੋ
અંત,ਖਤਮ
ટ્રાઇ-બેઝ,ਟ੍ਰਾਈ-ਬੇਸ
ત્રણ આધાર કામગીરી,ਤਿੰਨ ਅਧਾਰ ਕਾਰਵਾਈ
પરીક્ષણ,ਟੈਸਟਿੰਗ
પરીક્ષણ કવરેજ,ਟੈਸਟ ਕਵਰੇਜ
પરીક્ષણ અમલ,ਟੈਸਟ ਐਗਜ਼ੀਕਿਊਸ਼ਨ
ટેસ્ટ ડેટા,ਟੈਸਟ ਡਾਟਾ
"1.ટેક્સ્ટ, 2. અભ્યાસ સામગ્રી","1. ਪਾਠ, 2. ਅਧਿਐਨ ਸਮੱਗਰੀ"
ટેક્સ્ટ બોક્સ,ਟੈਕਸਟ ਬਾਕਸ
ટેક્સ્ટ કર્સર,ਟੈਕਸਟ ਕਰਸਰ
ટેક્સ્ટ એડિટર,ਟੈਕਸਟ ਐਡੀਟਰ
ટેક્સ્ટ ફાઇલ,ਟੈਕਸਟ ਫਾਈਲ
અભ્યાસક્રમ,ਪਾਠਕ੍ਰਮ
ટેક્સ્ટ પ્રોસેસિંગ,ਟੈਕਸਟ ਪ੍ਰੋਸੈਸਿੰਗ
સ્પીચ-ટેક્સ્ટ (TTS),ਸਪੀਚ-ਟੈਕਸਟ (TTS)
ટેક્સચર મેપિંગ,ਟੈਕਸਟ ਮੈਪਿੰਗ
"1.T ફ્લિપ ફ્લોપ, 2.T-બિનોમીટર","1.T ਫਲਿੱਪ ਫਲਾਪ, 2.T-ਬਾਈਨੋਮੀਟਰ"
થર્મલ સીલર,ਥਰਮਲ ਸੀਲ ਥਰਮਲ
"1.પ્રિંટર પાતળી ફિલ્મ મેમરી, 2.પાતળી ફિલ્મ મેમરી","1.ਪ੍ਰਿੰਟਰ ਪਤਲੀ ਫਿਲਮ ਮੈਮੋਰੀ, 2.ਪਤਲੀ ਫਿਲਮ ਮੈਮੋਰੀ"
(TFT) પાતળા ફિલ્મ ટ્રાંઝિસ્ટર (TFT),(TFT) ਪਤਲਾ ਫਿਲਮ ਟਰਾਂਜ਼ਿਸਟਰ (TFT)
"1.જેમિંગ, 2.હેશિંગ","1. ਗੇਮਿੰਗ, 2. ਹੈਸ਼ਿੰਗ"
દોરાની બંગડી,ਥਰਿੱਡ ਚੂੜੀ
થ્રેડીંગ,ਥਰਿੱਡਿੰਗ
"1.ત્રિપક્ષીય નેટવર્ક, 2.ત્રિપક્ષીય નેટવર્ક","1. ਟ੍ਰਾਈਲੇਟਰਲ ਨੈੱਟਵਰਕ, 2. ਟ੍ਰਾਈਲੇਟਰਲ ਨੈੱਟਵਰਕ"
પ્રવાહ ક્ષમતા,ਵਹਾਅ ਦੀ ਸਮਰੱਥਾ
સમયની જટિલતા,ਸਮੇਂ ਦੀ ਗੁੰਝਲਤਾ
ટાઈમ ડિવિઝન મલ્ટિપ્લેક્સીંગ (TDM),ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (TDM)
સમય ફ્રેમ,ਸਮਾ ਸੀਮਾ
તે જ સમયે,ਇੱਕੋ ਹੀ ਸਮੇਂ ਵਿੱਚ
"1. કૉલ મશીન, 2. કૉલ મશીન, 3. ટાઈમ મશીન","1. ਕਾਲ ਮਸ਼ੀਨ, 2. ਕਾਲ ਮਸ਼ੀਨ, 3. ਟਾਈਮ ਮਸ਼ੀਨ"
સમય પુરો,ਟਾਈਮ ਅੱਪ
"1.કૉલોકેશન, 2.Cal ક્વોન્ટાઇઝેશન","1.ਕੈਲੋਕੇਸ਼ਨ, 2.ਕੈਲ ਦੀ ਮਾਤਰਾ"
સમય શ્રેણી,ਸਮਾਂ ਲੜੀ
"1. સમય વિભાજન, 2. સમય વહેંચણી","1. ਸਮਾਂ ਵੰਡ, 2. ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ"
સમય શેરિંગ સિસ્ટમ,ਟਾਈਮ ਸ਼ੇਅਰਿੰਗ ਸਿਸਟਮ
કૉલ પગલું,ਕਾਲ ਕਦਮ
સમય રેખાકૃતિ,ਸਮਾਂ ਚਿੱਤਰ
પાત્ર,ਅੱਖਰ
ટૉગલ,ਟੌਗਲ
ટૉગલ ચાલ,ਟੌਗਲ ਮੂਵ
"1.પ્રતીક, 2.ટોકન","1. ਚਿੰਨ੍ਹ, 2. ਟੋਕਨ"
ટોકન બસ,ਟੋਕਨ ਬੱਸ
ટોકન બસ,ਟੋਕਨ ਬੱਸ
ટોકન બસ નેટવર્ક,ਟੋਕਨ ਬੱਸ ਨੈੱਟਵਰਕ
"1. સિમ્બોલ રિંગ, 2. સિમ્બોલ રિંગ","1. ਸਿੰਬਲ ਰਿੰਗ, 2. ਸਿੰਬਲ ਰਿੰਗ"
ટોકન વાટાઘાટો,ਟੋਕਨ ਗੱਲਬਾਤ
"1.ટૂલ્સ, 2.ટૂલ્સ","1.ਟੂਲ, 2.ਟੂਲ"
ટોચનો પગ,ਚੋਟੀ ਦੇ ਪੈਰ
ટોચના પગની ડિઝાઇન,ਚੋਟੀ ਦੇ ਪੈਰ ਡਿਜ਼ਾਈਨ
