Marathi,Bengali
सामायिक प्रवेश,শেয়ার্ড এক্সেস
शेअरिंग,ভাগ করা
"1. कंस, 2. चिलखत, 3. शेल, 4. शेल","1. বন্ধনী, 2. আর্মার, 3. শেল, 4. শেল"
विस्थापन चिन्ह,স্থানচ্যুতি প্রতীক
लहान मार्ग,সংক্ষিপ্ত পথ
लहान सूचना,সংক্ষিপ্ত নির্দেশনা
भावंड,ভাইবোন
"1. साइड इफेक्ट, 2. काउंटर इफेक्ट","1. পার্শ্ব প্রতিক্রিয়া, 2. পাল্টা প্রভাব"
साइन बिट,সাইন বিট
सिग्नल,সংকেত
सिग्नल प्रक्रिया,সংকেত প্রক্রিয়াজাতকরণ
नोटेशन,স্বরলিপি
"1.सिग्नल-ध्वनी गुणोत्तर, 2.सिग्नल-ध्वनी गुणोत्तर","1.সংকেত-শব্দ অনুপাত, 2.সংকেত-শব্দ অনুপাত"
"1.स्वाक्षरी, 2. स्वाक्षरी","1. স্বাক্ষর, 2. স্বাক্ষর"
मार्कर चाचणी,মার্কার পরীক্ষা
लक्षणीय गुण,উল্লেখযোগ্য চিহ্ন
सिलिकॉन चिप,সিলিকন চিপ
सिंपल मेल ट्रान्सफर प्रोटोकॉल (SMTP),সাধারণ মেল ট্রান্সফার প্রোটোকল (SMTP)
अविवाहित,একক
"1. एक सिग्नलिंग नोड, 2. सिम्प्लेक्स नोड","1. একটি সিগন্যালিং নোড, 2. সিমপ্লেক্স নোড"
सिम्युलेशन,সিমুলেশন
अनुकरण करणारा,অনুকরণকারী
"1.एकाच वेळी, 2.समकालिक","1. একযোগে, 2. সমলয়"
एकाच वेळी प्रक्रिया,যুগপত প্রক্রিয়াকরণ
सोलो,একক
"1.साइट परवाना, 2.साइट परवाना","1.সাইট লাইসেন্স, 2.সাইট লাইসেন্স"
"1.आकार, 2.आकार","1. আকার, 2. আকার"
मोजमाप,মাপা
"1. चित्रण, 2. चित्रण","1. ইলাস্ট্রেশন, 2. ইলাস্ট্রেশন"
प्लुटी,প্লুটি
"1.प्लुती, 2.प्लुतीकरण","1.প্লুটি, 2.প্লুটিকরণ"
"1.स्लॅश, 2.कट","1.স্ল্যাশ, 2.কাট"
संगणकाखाली,কম্পিউটারের অধীনে
साप विंडो प्रोटोकॉल,স্নেক উইন্ডো প্রোটোকল
"1. वगळणे, 2. शरणागती","1. বাদ দেওয়া, 2. আত্মসমর্পণ"
स्लॉट,স্লট
SCSI (SCSI),SCSI (SCSI)
स्मार्ट कार्ड,স্মার্ট কার্ড
गोगलगाय मेल,শামুক মেইল
स्नॅपशॉट,স্ন্যাপশট
"1.सॉफ्ट कम्प्युटिंग, 2.सॉफ्ट कम्प्युटिंग","1.সফট কম্পিউটিং, 2.সফট কম্পিউটিং"
सॉफ्ट कॉपी,সফট কপি
सोपे फॉन्ट,সহজ ফন্ট
सॉफ्टवेअर,সফটওয়্যার
सॉंफ्टवेअर अभियांत्रिकी,সফ্টওয়্যার প্রকৌশল
सॉफ्टवेअर परवाना,সফ্টওয়্যার লাইসেন্স
सॉफ्टवेअर चाचेगिरी,সফটওয়্যার পাইরেসি
स्पेक्ट्रम,বর্ণালী
"1.स्क्रू, 2.सर्पिल","1.স্ক্রু, 2.সর্পিল"
"1.तपशील पत्रक, 2.स्प्रेडशीट","1. বিস্তারিত শীট, 2. স্প্রেডশীট"
मानक,মান
मानक सामान्यीकृत मार्कअप भाषा (SGML),স্ট্যান্ডার্ড জেনারেলাইজড মার্কআপ ল্যাঙ্গুয়েজ (SGML)
मानकीकरण,প্রমিতকরণ
वेळ वाट,অপেক্ষার সময়
तारक लॅन,তারক ল্যান
तारा स्थिती,তারকা অবস্থান
थोडा प्रारंभ करत आहे,বিট শুরু
"1. अभाव, 2. टंचाई, 3. टंचाई संकट","1. অভাব, 2. অভাব, 3. অভাব সংকট"
"1.स्टॅटिक मेमरी, 2.स्टॅटिक मेमरी","1.স্ট্যাটিক মেমরি, 2.স্ট্যাটিক মেমরি"
स्थिती चॅनेल,স্ট্যাটাস চ্যানেল
"1.चरण आकार, 2.चरण परिमाणे","1. ধাপের আকার, 2. ধাপের মাত্রা"
विराम द्या आणि प्रोटोकॉल प्रतीक्षा करा,বিরতি এবং অপেক্ষা প্রোটোকল
ब्रेक कोड,বিরতি কোড
विराम की,বিরতি কী
साठवणक्षमता,সঞ্চয়যোগ্যতা
संग्रहित कार्यक्रम,সংরক্ষিত প্রোগ্রাম
मालिका डेटा,সিরিজ ডেটা
"1.स्ट्रक्चर्ड एन्कोडिंग, 2.स्ट्रक्चर्ड कोडिंग","1.স্ট্রাকচার্ড এনকোডিং, 2.স্ট্রাকচার্ড কোডিং"
स्ट्रक्चर्ड क्वेरी लँग्वेज (SQL),স্ট্রাকচার্ড কোয়েরি ল্যাঙ্গুয়েজ (SQL)
"1. ब्रोशर पेपर, 2. शैली पत्र","1. ব্রোশার শীট, 2. শৈলী চিঠি"
उप-निर्देशिका,সাব-ডিরেক্টরি
"1.सबनेट, 2.सबनेट","1.সাবনেট, 2.সাবনেট"
उपवृक्ष,সাবট্রি
"1.सारांश, 2.सारांश","1. সংক্ষেপণ, 2. সংক্ষেপণ"
"1. सुपर कॉम्प्युटर, 2. सुपर कॉम्प्युटर","1. সুপার কম্পিউটার, 2. সুপার কম্পিউটার"
"1.Super Computation, 2.Super Computation","1.সুপার কম্পিউটেশন, 2.সুপার কম্পিউটেশন"
की की,কী কী
शीर्ष वापरकर्ता,শীর্ষ ব্যবহারকারী
पर्यवेक्षी शिक्षण,তত্ত্বাবধানে শিক্ষা
सहाय्यक चिप,অক্জিলিয়ারী চিপ
निव्वळ भिन्नता,নেট বৈচিত্র
"1.निव्वळ भिन्नता, 2.विभाग, 3.सरफान","1.নেট ভ্যারিয়েন্স, 2.বিভাগ, 3.সুরফান"
स्वॅप,অদলবদল
अंतर्गामी,অন্তর্মুখী
बहिर्वाह,বহিঃপ্রবাহ
स्वॅपिंग,অদলবদল
"1.स्विच केलेले नेटवर्क,2. स्विच केलेले नेटवर्क","1.সুইচড নেটওয়ার্ক, 2. সুইচড নেটওয়ার্ক"
स्विचिंग,সুইচিং
स्विचिंग तत्त्व,স্যুইচিং নীতি
प्रतीकात्मक प्रोग्रामिंग,প্রতীকী প্রোগ্রামিং
सिंक्रोनाइझेशन,সিঙ্ক্রোনাইজেশন
सिंक्रोनायझर,সিঙ্ক্রোনাইজার
समकालिक,সিঙ্ক্রোনাস
सिंक्रोनस न्यूमेरिक पदानुक्रम (SDH),সিঙ্ক্রোনাস নিউমেরিক হায়ারার্কি (SDH)
वाक्य विश्लेषण,বাক্য বিশ্লেষণ
प्रणाली विश्लेषण,ধারা বিশ্লেষণ
प्रणाली अभियांत्रिकी,সিস্টেম ইঞ্জিনিয়ারিং
"1. सिस्टम ब्रेकर, 2. सिस्टम हॅकर","1. সিস্টেম ব্রেকার, 2. সিস্টেম হ্যাকার"
सिस्टम इंटिग्रेटर,ব্যাবস্থা সংযোগকারক
सिस्टम लॉग,সিস্টেম লগ
सिस्टम कव्हर,সিস্টেম কভার
सिस्टम नेटवर्क स्ट्रक्चर (SNA),সিস্টেম নেটওয়ার্ক স্ট্রাকচার (SNA)
"1. सिस्टम प्रोग्रामर, 2. सिस्टम प्रोग्रामर","1. সিস্টেম প্রোগ্রামার, 2. সিস্টেম প্রোগ্রামার"
"1. सिस्टम रीस्टार्ट, 2. सिस्टम रीस्टार्ट","1. সিস্টেম রিস্টার্ট, 2. সিস্টেম রিস্টার্ট"
प्रणाली समाप्ती,সিস্টেম সমাপ্তি
प्रणाली चाचणी,সিস্টেম পরীক্ষা
प्रणाली उपयुक्तता,সিস্টেম ইউটিলিটি
"1. पद्धतशीर संहिता, 2. पद्धतशीर संहिता","1. পদ্ধতিগত কোড, 2. পদ্ধতিগত কোড"
टॅब कमांड,ট্যাব কমান্ড
वेळापत्रक,সময়সূচী
सारणी विहंगावलोकन,সারণী ওভারভিউ
टेबल जागा,টেবিল স্পেস
फलक,ফলক
"1.सारणीदार, 2.अॅरे अॅरे","1.সারণী, 2.অ্যারে অ্যারে"
सारणी कार्य,ট্যাবুলেশন ফাংশন
"1. चिन्हांकित आर्किटेक्चर, 2. चिन्हांकित संरचना","1. চিহ্নিত আর্কিটেকচার, 2. চিহ্নিত স্ট্রাকচার"
चिन्हांकित प्रतिमा फाइल फॉर्म (TIFF),চিহ্নিত চিত্র ফাইল ফর্ম (TIFF)
टँडम प्रणाली,টেন্ডেম সিস্টেম
टेप घनता,টেপ ঘনত্ব
टेप कव्हर,টেপ কভার
tar फाइल,tar ফাইল
काम,কাজ
कार्य मार्गदर्शक,কাজের নির্দেশিকা
कार्य शेड्युलर,কাজের সূচি
ट्रान्समिशन कंट्रोल प्रोटोकॉल/इंटरनेट प्रोटोकॉल (TCP/IP),ট্রান্সমিশন কন্ট্রোল প্রোটোকল/ইন্টারনেট প্রোটোকল (TCP/IP)
कटिंग ऑपरेशन,কাটা অপারেশন
दूरसंचार,টেলিযোগাযোগ
दूरसंचार,টেলিযোগাযোগ
दूरसंचार,টেলিকম
दूरसंचार,টেলিকনফারেন্স
"1. तार, 2. तार","1. টেলিগ্রাফ, 2. টেলিগ্রাফি"
"1. टेलीमीटर, 2. टेलिमेट्री","1. টেলিমিটার, 2. টেলিমেট্রি"
"1.टेलिफोन, 2.टेलिफोन","1.টেলিফোন, 2.টেলিফোন"
टेलिफोन,টেলিফোন
"1.टेलिप्रिंटर, 2.टेलिप्रिंटर","1.টেলিপ্রিন্টার, 2.টেলিপ্রিন্টার"
टेलिप्रोसेसिंग,টেলিপ্রসেসিং
"1. दूरदर्शन, 2. दूरदर्शन, 3. दूरदर्शन","1. দূরদর্শন, 2. টেলিভিশন, 3. দূরদর্শন"
टेलेक्स,টেলেক্স
"1.सापळा दूर, 2.टेलनेट","1.ফাঁদ দূরে, 2.টেলনেট"
"1.उष्णता, 3.तापमान","1.তাপ, 3.তাপমাত্রা"
"1.आकार प्लेट, 2.टेम्प्लेट, 3.रुपाडा","1. শেপ প্লেট, 2. টেমপ্লেট, 3. রূপা"
दहाचे पूरक,দশের পরিপূরক
तेरा बाइट,তেরা বাইট
टेरा फॉलप्स,টেরা ফলপস
"1.एंड पॉइंटर, 2.टर्मिनल कर्सर","1.এন্ড পয়েন্টার, 2.টার্মিনাল কার্সার"
"1.एंड नोड, 2.टर्मिनल नोड","1.এন্ড নোড, 2.টার্মিনাল নোড"
टर्मिनल विंडो,টার্মিনাল উইন্ডো
समाप्त,শেষ
ट्राय-बेस,ত্রি-বেস
तीन बेस ऑपरेशन,তিনটি বেস অপারেশন
चाचणी,পরীক্ষামূলক
चाचणी कव्हरेज,পরীক্ষার কভারেজ
चाचणी अंमलबजावणी,পরীক্ষা নির্বাহ
चाचणी डेटा,পরীক্ষার তথ্য
"1.मजकूर, 2. अभ्यास साहित्य","1.পাঠ্য, 2. শিক্ষাসামগ্রী"
मजकूर बॉक्स,টেক্সট বক্স
मजकूर कर्सर,পাঠ্য কার্সার
मजकूर संपादक,টেক্সট সম্পাদক
मजकूर फाइल,লেখার ফাইল
अभ्यासक्रम,পাঠ্যক্রম
मजकूर प्रक्रिया,পাঠ্য প্রক্রিয়াকরণ
स्पीच-टेक्स्ट (TTS),স্পিচ-টেক্সট (TTS)
टेक्सचर मॅपिंग,টেক্সচার ম্যাপিং
"1.T फ्लिप फ्लॉप, 2.T-बिनोमीटर","1.T ফ্লিপ ফ্লপ, 2.T-বাইনোমিটার"
थर्मल सीलर,তাপ সিলার
"1.प्रिंटर पातळ फिल्म मेमरी, 2.थिन फिल्म मेमरी","1.প্রিন্টার পাতলা ফিল্ম মেমরি, 2.পাতলা ফিল্ম মেমরি"
(TFT) पातळ फिल्म ट्रान्झिस्टर (TFT),(TFT) পাতলা ফিল্ম ট্রানজিস্টর (TFT)
"1.जेमिंग, 2.हॅशिंग","1.জেমিং, 2.হ্যাশিং"
धाग्याची बांगडी,থ্রেড চুড়ি
थ्रेडिंग,থ্রেডিং
"1.त्रिपक्षीय नेटवर्क, 2.त्रिपक्षीय नेटवर्क","1.ত্রিপক্ষীয় নেটওয়ার্ক, 2.ত্রিপক্ষীয় নেটওয়ার্ক"
प्रवाह क्षमता,প্রবাহ ক্ষমতা
वेळेची जटिलता,সময় জটিলতা
टाइम डिव्हिजन मल्टिप्लेक्सिंग (टीडीएम),টাইম ডিভিশন মাল্টিপ্লেক্সিং (টিডিএম)
वेळ फ्रेम,সময় ফ্রেম
त्याच वेळी,একই সময়ে
"1. कॉल मशीन, 2. कॉल मशीन, 3. टाइम मशीन","1. কল মেশিন, 2. কল মেশিন, 3. টাইম মেশিন"
वेळ संपला,সময় আপ
"1.कॅलोकेशन, 2.कॅल क्वांटायझेशन","1.ক্যালোকেশন, 2.ক্যাল কোয়ান্টাইজেশন"
वेळ मालिका,সময় সিরিজ
"1. वेळेची विभागणी, 2. वेळ सामायिकरण","1. সময় বিভাজন, 2. সময় ভাগ"
वेळ सामायिकरण प्रणाली,সময় ভাগ করে নেওয়ার সিস্টেম
कॉल चरण,কল ধাপ
वेळ आकृती,সময় চিত্র
वर्ण,চরিত্র
टॉगल,টগল
हलवा टॉगल करा,টগল সরান
"1.प्रतीक, 2.टोकन","1.সিম্বল, 2.টোকেন"
टोकन बस,টোকেন বাস
टोकन बस,টোকেন বাস
टोकन बस नेटवर्क,টোকেন বাস নেটওয়ার্ক
"1. प्रतीक रिंग, 2. प्रतीक रिंग","1. প্রতীক রিং, 2. প্রতীক রিং"
टोकन वाटाघाटी,টোকেন আলোচনা
"1.साधने, 2.साधने","1. টুলস, 2. টুলস"
वरचा पाय,টপ-ফুট
वरच्या पायाचे डिझाइन,উপরের পায়ের নকশা
"1. नेल रिज कॉन्फिगरेशन, 2. खाली खेचा","1. পেরেক রিজ কনফিগারেশন, 2. টান ডাউন"
"1. स्थान, 2. स्थान विज्ञान","1. অবস্থান, 2. অবস্থান বিজ্ঞান"
टच पॅड,স্পর্শ প্যাড
टच स्क्रीन,স্পর্শ পর্দা
"1.चिन्ह, 2.चिन्ह, 3.ट्रेसिंग","1.মার্ক, 2.মার্ক, 3.ট্রেসিং"
ट्रेसिंग,ট্রেসিং
"1.मार्ग, 2.पथ, 3.गळती","1.পথ, 2.পথ, 3.ফাঁস"
"1.ट्रॅक डिस्क, 2.पाथ डिस्क","1.ট্র্যাক ডিস্ক, 2.পাথ ডিস্ক"
पथ टेप,পথ টেপ
"1. अनुसरण करा, 2. अनुसरण करा","1.অনুসরণ করুন, 2.অনুসরণ করুন"
"1. अनुसरण करा, 2. अनुसरण करा","1. অনুসরণ করুন, 2. অনুসরণ করুন"
मार्गक्रमण,গতিপথ
"1.व्यवहार, 2.सौदा, 3.व्यवहार, 4.विनिमय","1. লেনদেন, 2. চুক্তি, 3. লেনদেন, 4. বিনিময়"
"1. डील फाइल, 2. क्रियाकलाप फाइल","1. চুক্তি ফাইল, 2. কার্যকলাপ ফাইল"
"1.व्यवहार दस्तऐवज, 2.व्यवहार लॉग","1.লেনদেন নথি, 2.লেনদেন লগ৷"
"1. लिप्यंतरण, 2. लिप्यंतरण","1. প্রতিলিপি, 2. প্রতিলিপি করা"
ट्रान्सड्यूसर,ট্রান্সডিউসার
हस्तांतरण दर,স্থানান্তর হার
हस्तांतरण वेळ,স্থানান্তর সময়
रूपांतरण,রূপান্তর
क्षणिक त्रुटी,ক্ষণস্থায়ী ত্রুটি
संक्रमण कालावधी,রূপান্তর সময়ের
"1. संक्रमण, 2. संक्रांती","1. উত্তরণ, 2. অয়নকাল"
सांसर्गिक,সংক্রামক
संसर्गित,সংক্রামিত
"1.अनुवाद, 2.अनुवाद, 3.व्याख्या","1.অনুবাদ, 2.অনুবাদ, 3.ব্যাখ্যা"
"1. प्रसारित करणे, प्रसारित करणे, 2. प्रसारित करणे","1. ট্রান্সমিশন, ট্রান্সমিট, 2. ট্রান্সমিট"
कम्युनिकेशन कंट्रोल प्रोटोकॉल (TCP),কমিউনিকেশন কন্ট্রোল প্রোটোকল (TCP)
"1.ट्रान्समिशन लाइन, 2.ट्रान्समिशन लाइन","1.ট্রান্সমিশন লাইন, 2.ট্রান্সমিশন লাইন"
ट्रान्समीटर,ট্রান্সমিটার
पारदर्शकता,স্বচ্ছতা
ट्रान्सपॉन्डर,ট্রান্সপন্ডার
"1.वाहतूक, 2.रिग्रेशन","1.পরিবহন, 2.রিগ্রেশন"
हस्तांतरण,স্থানান্তর
ट्रान्सपुटर,ট্রান্সপুটার
"1.ट्रान्समिशन रिसीव्हर, 2.ट्रान्स रिसीव्हर","1.ট্রান্সমিশন রিসিভার, 2.ট্রান্স রিসিভার"
"1. सापळा, 2. सापळा, 3. पकडणे","1. ফাঁদ, 2. ফাঁদ, 3. ধরা"
रोटेशन,ঘূর্ণন
झाड (संक्रमण),গাছ (পরিবর্তন)
वृक्ष नेटवर्क,গাছ নেটওয়ার্ক
सहाय्यक सर्किट,অক্জিলিয়ারী সার্কিট
क्षुल्लक आकृती,তুচ্ছ চিত্র
समस्यानिवारण,সমস্যা সমাধান
फाडून टाकले,ছিঁড়ে ফেলা
सत्य सारणी,সঠিক তালিকা
"1. ट्यूनर, 2. ट्यूनर, 3. ट्यूनर","1. টিউনার, 2. টিউনার, 3. টিউনার"
"1.बोगदा, 2.बोगदा","1.টানেলিং, 2.টানেলিং"
"1. समायोजन, 2. ट्यूनिंग, 3. ट्यूनिंग","1. সমন্বয়, 2. টিউনিং, 3. টিউনিং"
टपल,টিপল
टर्बो पास्कल,টার্বো প্যাসকেল
ट्युरिंग मशीन,টুরিং মেশিন
कार्यवाही पूर्ण,পরিবর্তনের সময়
टर्नअराउंड दस्तऐवज,পরিবর্তন দলিল
वळण क्रम,পালা ক্রম
जोडपे केबल,দম্পতি তারের
"1. उलटी जोडी, 2. उलटी जोडी","1. উল্টানো জোড়া, 2. উল্টানো জোড়া"
दुहेरी पास स्मरणपत्र,ডবল পাস অনুস্মারক
दोन पूरक,দুই এর পরিপূরক
प्रकार,প্রকার
"1. प्रकार चेहरा, 2. वर्ण","1.প্রকার মুখ, 2.চরিত্র"
टायपोग्राफिकल शीर्ष,টাইপোগ্রাফিক্যাল শীর্ষ
प्रिंटर चाक,প্রিন্টার চাকা
टायपिंग,টাইপিং
अखंड उर्जा स्त्रोत,নিরবচ্ছিন্ন শক্তির উৎস
"1. सिंगल ऑपरेशन, 2. एक-भाग प्रणाली","1. একক অপারেশন, 2. এক অংশ সিস্টেম"
एकल ऑपरेशन,একক অপারেশন
"1. सिंगल ऑपरेटर, 2. सिंगल ऑपरेटर","1.একক অপারেটর, 2.একক অপারেটর"
अनिश्चितता,অনিশ্চয়তা
अप्रतिबंधित विधान,অনিয়ন্ত্রিত বিবৃতি
अगणित,অগণিত
अनावरण,উন্মোচন
अनिर्णय,সিদ্ধান্তহীন
अपरिभाषित,অনির্ধারিত
अपरिभाषित रेकॉर्ड,অনির্ধারিত রেকর্ড
उच्चाटन,বিনাশ
"1. जबरदस्ती, 2. समन्वयक, 3, समन्वयक","1. জবরদস্তি, 2. সমন্বয়কারী, 3, সমন্বয়কারী"
अनिर्दिष्ट,অনির্দিষ্ট
"1.अनिर्दिष्ट आलेख, 2.अनिर्दिष्ट आलेख","1.অনির্দিষ্ট গ্রাফ, 2.অনির্দিষ্ট গ্রাফ"
त्याच दिशेने सेवा वेळ,একই দিক পরিষেবা সময়
रद्द करा,বাতিল
"1.अस्वरूपित डिस्क, 2.अनस्वरूपित डिस्क","1.আনফরম্যাটেড ডিস্ক, 2.আনফরম্যাটেড ডিস্ক"
मॅपिंग,ম্যাপিং
"1.युनिकोड, 2.एकल कोड","1.ইউনিকোড, 2.একক কোড"
अनिर्दिष्ट झाड,অনির্দিষ্ট গাছ
युनिफॉर्म रिसोर्स लोकेशन असेसर (YRL),ইউনিফর্ম রিসোর্স লোকেশন অ্যাসেসর (YRL)
एक प्रक्रिया,একটি প্রক্রিয়াকরণ
अद्वितीय,অনন্য
अनशिल्डेड ट्विस्टेड दुहेरी (UTP),আনশিল্ডেড টুইস্টেড ডাবলস (UTP)
"1.एकक, 2. युनिट","1.ইউনিট, 2. ইউনিট"
युनिट पत्ता,ইউনিট ঠিকানা
युनिट अंतराल,একক ব্যবধান
युनिट चाचणी,ইউনিট পরীক্ষা
युनिट कोड,ইউনিট কোড
एक पोस्ट,একটি পোস্ট
युनिव्हर्सल असिंक्रोनस रिसीव्हर/प्रेषक (UART),ইউনিভার্সাল অ্যাসিঙ্ক্রোনাস রিসিভার/প্রেরক (UART)
सार्वत्रिक फ्लिप-फ्लॉप,সর্বজনীন ফ্লিপ-ফ্লপ
सामान्य संच,সাধারণ সেট
सार्वत्रिक वर्ण संच,সর্বজনীন চরিত্র সেট
युनिक्स,ইউনিক্স
विपाशा,বিপাশা
अनारक्षित क्षेत्र,অসংরক্ষিত এলাকা
अनारक्षित फाइल (फाइल),অসংরক্ষিত ফাইল (ফাইল)
अगम्य,অগম্য
अनिष्ट,অবাঞ্ছিত
अनारक्षित,অসংরক্ষিত
अयशस्वी कॉल,ব্যর্থ কল
untar,untar
विसंगती अद्यतनित करा,অসঙ্গতি আপডেট করুন
अद्यतनित फाइल,আপডেট করা ফাইল
अद्यतन,হালনাগাদ
श्रेणीसुधारित करा,আপগ্রেড
श्रेणीसुधारित करा,আপগ্রেড
अपलिंक,আপলিঙ্ক
उच्च भार,ভীষন ভারি
ओव्हरहेड मेमरी क्षेत्र,ওভারহেড মেমরি এলাকা
"1. प्रति प्रवाह, 2. प्रतिकूल","1. প্রতি প্রবাহ, 2. প্রতিকূল"
जादा वेळ,ওভারটাইম
"1.वरचा, 2.वरचा, 3.वरचा","1.উপরের, 2.উপরের, 3.উর্ধ্বমুখী"
"1.Usenet, 2.Use","1.Usenet, 2.ব্যবহার করুন"
"1.नेट वापरकर्ता, 2.वापरकर्ता","1. নেট ব্যবহারকারী, 2. ব্যবহারকারী"
वापरकर्ता एजंट,ব্যবহারিক দূত
वापरकर्ता प्रमाणीकरण,ব্যবহারকারী প্রমাণীকরণ
वापरकर्ता डेटा मॉनिटरिंग प्रोटोकॉल (UDP),ব্যবহারকারীর ডেটা মনিটরিং প্রোটোকল (UDP)
वापरकर्ता अनुकूल,ব্যবহারকারী বান্ধব
वापरकर्ता ओळख,ব্যবহারকারীর পরিচয়
वापरकर्ता ओळख (UID),ব্যবহারকারীর পরিচয় (UID)
वापरकर्ता इंटरफेस,ব্যবহারকারী ইন্টারফেস
वापरकर्तानाव,ব্যবহারকারীর নাম
"1. वापरकर्ता प्रोफाइल, 2. वापरकर्ता प्रोफाइल","1. ব্যবহারকারীর প্রোফাইল, 2. ব্যবহারকারীর প্রোফাইল"
उपयुक्तता,উপযোগিতা
उपयुक्तता सॉफ्टवेअर,ইউটিলিটি সফটওয়্যার
"१.वैध, २.वैध","1. বৈধ, 2. বৈধ"
"1 प्रमाणीकरण, 2. प्रमाणीकरण","1 বৈধকরণ, 2. বৈধতা"
प्रमाणीकरण प्रोटोकॉल,বৈধতা প্রোটোকল
प्रमाणीकरण चाचणी,বৈধতা পরীক্ষা
"1.वैधता तपासणी, 2.वैधता तपासणी","1. বৈধতা পরীক্ষা, 2. বৈধতা পরীক্ষা"
मूल्यवान नेटवर्क (VAN),মূল্যবান নেটওয়ার্ক (VAN)
मूल्यवान पुनर्विक्रेता (VAR),মূল্যবান রিসেলার (VAR)
गहाळ बिंदू,অনুপস্থিত বিন্দু
"1. बाष्पपात्र, 2. वाफेचे भांडे","1. ভ্যাপারওয়্যার, 2. বাষ্প জাহাজ"
फरक,ভিন্নতা
व्हेरिएबल पत्ता,পরিবর্তনশীল ঠিকানা
व्हेरिएबल बिट दर,পরিবর্তনশীল বিট হার
व्हेरिएबल फील्ड लांबी,পরিবর্তনশীল ক্ষেত্রের দৈর্ঘ্য
"1.व्हेरिएबल लेन्थ कोड, 2.व्हेरिएबल लेन्थ कोड","1. পরিবর্তনশীল দৈর্ঘ্য কোড, 2. পরিবর্তনশীল দৈর্ঘ্য কোড"
"1.व्हेरिएबल नेम, 2.व्हेरिएबल नेम, 3.व्हेरिएबल नेम","1. পরিবর্তনশীল নাম, 2. পরিবর্তনশীল নাম, 3. পরিবর্তনশীল নাম"
"1. चल, 2. चल","1. পরিবর্তনশীল, 2. পরিবর্তনশীল"
वेक्टर,ভেক্টর
"1.वेक्टर ग्राफिक्स, 2.वेक्टर ग्राफिक्स","1.ভেক্টর গ্রাফিক্স, 2.ভেক্টর গ্রাফিক্স"
वेक्टर प्रक्रिया,ভেক্টর প্রক্রিয়াকরণ
वेक्टराइज्ड व्यत्यय,ভেক্টরাইজড ইন্টারাপ্ট
वेन आकृती,ভেন ডায়াগ্রাম
पडताळणी आणि प्रमाणीकरण (V&amp;V),যাচাইকরণ এবং বৈধতা (V&amp;V)
रूपांतरण नियंत्रण,রূপান্তর নিয়ন্ত্রণ
"1.रूपांतरण क्रमांक, 2.रूपांतरण क्रमांक","1.রূপান্তর নম্বর, 2.রূপান্তর নম্বর৷"
शीर्षस्थानी,শীর্ষ
अनुलंब प्रोसेसर,উল্লম্ব প্রসেসর
खूप मोठे एकत्रीकरण (VLSI),এক্সট্রিম ইন্টিগ্রেশন (ভিএলএসআই)
खूप लांब सूचना शब्द (VLIW),খুব দীর্ঘ নির্দেশ শব্দ (VLIW)
व्ही एच डी एल,ভি এইচ ডি এল
व्हिडिओ कॅमेरा,ভিডিও ক্যামেরা
व्हिडिओ टेलिकॉन्फरन्स,ভিডিও টেলিকনফারেন্স
व्हिडिओ प्रदर्शन टर्मिनल,ভিডিও প্রদর্শন টার্মিনাল
"1.व्हिडिओ डिस्प्ले युनिट, 2.व्हिडिओ डिस्प्ले युनिट","1.ভিডিও ডিসপ্লে ইউনিট, 2.ভিডিও ডিসপ্লে ইউনিট"
व्हिडिओ गेम,ভিডিও গেমস
व्हिडिओ ग्राफिक अॅरे (VGA),ভিডিও গ্রাফিক অ্যারে (ভিজিএ)
व्हिडिओ ग्राफिक्स अॅरे (VGA),ভিডিও গ্রাফিক্স অ্যারে (ভিজিএ)
व्हिडिओ सर्व्हर,ভিডিও সার্ভার
दृष्टी,দৃষ্টিশক্তি
व्हिज्युअल छिद्र,ভিজ্যুয়াল অ্যাপারচার
दृश्यमान दरवाजा,দৃশ্যমান দরজা
आभासी सर्किट,ভার্চুয়াল সার্কিট
आभासी कार्य,ভার্চুয়াল ফাংশন
आभासी स्मृती,ভার্চুয়াল মেমরি
आभासी खाजगी नेटवर्क,ভার্চুয়াল প্রাইভেট নেটওয়ার্ক
आभासी वास्तव,ভার্চুয়াল বাস্তবতা
"1.Virtual Reality, 2.Virtual Reality","1.ভার্চুয়াল বাস্তবতা, 2.ভার্চুয়াল বাস্তবতা"
आभासी मार्कर वास्तविक भाषा,ভার্চুয়াল মার্কার বাস্তব ভাষা
आभासी वास्तविकता मार्कअप भाषा (VRML),ভার্চুয়াল রিয়েলিটি মার্কআপ ল্যাঙ্গুয়েজ (ভিআরএমএল)
आभासी संचयन प्रवेश पद्धत,ভার্চুয়াল স্টোরেজ অ্যাক্সেস পদ্ধতি
आभासी स्टोरेज व्यवस्थापन,ভার্চুয়াল স্টোরেজ ব্যবস্থাপনা
"1.व्हायरस, 2.व्हायरस","1.ভাইরাস, 2.ভাইরাস"
व्हायरस शोधणे,ভাইরাস সনাক্তকরণ
"1.व्हायरस प्रोग्राम, 2.व्हायरस प्रोग्राम","1.ভাইরাস প্রোগ্রাম, 2.ভাইরাস প্রোগ্রাম"
दृश्यमानता,দৃশ্যমানতা
दृष्टी,দৃষ্টি
व्हिज्युअल बेसिक,ভিজ্যুয়াল বেসিক
दृश्यमान C++,দৃশ্যমান C++
