Telugu,Odiya
వెనుక రక్షణ చర్య,ପଛ ଗାର୍ଡ କାର୍ଯ୍ୟ
తిరుగుబాటుదారుడు,ବିଦ୍ରୋହୀ
తిరుగుబాటు,ବିଦ୍ରୋହ
తిరుగుబాటుకు గుర్తింపు,ବିଦ୍ରୋହର ସ୍ୱୀକୃତି |
రీకండక్షన్,ପୁନ ond ନିର୍ମାଣ
నిఘా,ପୁନ onna ନିର୍ମାଣ
పునర్నిర్మాణం,ପୁନ on ନିର୍ମାଣ
రికార్డ్ చేయండి,ରେକର୍ଡ କରନ୍ତୁ |
రికార్డు కార్యాలయం,ରେକର୍ଡ ଅଫିସ୍ |
రికార్డ్ రిటైర్మెంట్,ଅବସର ଅବସର ରେକର୍ଡ କରନ୍ତୁ |
ఎర్ర చొక్కాలు,ନାଲି ସାର୍ଟ |
సంస్కరణ,ସଂସ୍କାର
శరణార్థ,ଶରଣାର୍ଥୀ
రెగాలియా,ରେଗାଲିଆ |
రెగాలియా,ରେଗାଲିଆ |
రెగాలియా,ରେଗାଲିଆ |
రీజెన్సీ,ରେଜେନ୍ସି
రీజెంట్,ରେଜିଣ୍ଟ୍ |
రీజెంట్ రాణి,ରେଜିଣ୍ଟ୍ ରାଣୀ |
రెజిసైడ్,ହତ୍ୟା
రెజిసైడ్లు,ରେଜିସିଡ୍ |
పాలన,ଶାସନ
పాలన,ଶାସନ
ప్రాంతం,ଅଞ୍ଚଳ
రెగ్నల్ సంవత్సరం,ନିୟମିତ ବର୍ଷ |
రెగ్నెంట్,ଅବଶିଷ୍ଟ |
రెగ్నమ్,ରେଗ୍ନୁମ୍ |
రీచ్,ରିଚ
పాలన,ଶାସନ କରନ୍ତୁ
పాలన,ଶାସନ କରନ୍ତୁ |
పాలించే కుటుంబం,ପରିବାର ଶାସନ
భయానక పాలన,ଆତଙ୍କବାଦର ଶାସନ
భయానక పాలన,ଆତଙ୍କବାଦର ଶାସନ
బలపరచు,ସଶକ୍ତ କର |
అదనపుబల o,ସଶକ୍ତୀକରଣ
పునఃస్థాపన,ପୁନ in ସ୍ଥାପନ
తిరిగి పెట్టుబడి పెట్టండి,ପୁନ in ନିବେଶ କରନ୍ତୁ |
రిలే పోస్ట్,ରିଲେ ପୋଷ୍ଟ |
రిలే మార్గం,ରିଲେ ମାର୍ଗ
రిలే వ్యవస్థ,ରିଲେ ସିଷ୍ଟମ୍ |
విడుదల,ରିଲିଜ୍
విడుదల,ରିଲିଜ୍
త్యజించుట,ତ୍ୟାଗ
త్యజించుట,ତ୍ୟାଗ
రెపర్టరీ (=ఇన్వెంటరీ),ରେପର୍ଟୋରୀ (= ଭଣ୍ଡାର)
రిపోజిటరీ,ସଂଗ୍ରହାଳୟ
రిపోజిటరీ,ସଂଗ୍ରହାଳୟ
రిపబ్లిక్,ଗଣତନ୍ତ୍ର
గణతంత్ర దినోత్సవం,ଗଣତନ୍ତ୍ର ଦିବସ |
రిస్క్రిప్ట్,ଲିପିବଦ୍ଧ
రిస్క్రిప్ట్,ଲିପିବଦ୍ଧ
నివాసి,ବାସିନ୍ଦା
పునరుద్ధరణ,ପୁନରୁଦ୍ଧାର
పునరుత్థానం,ପୁନରୁତ୍ଥାନ |
పునరుత్థానం,ପୁନରୁତ୍ଥାନ |
తిరోగమనం,ପଂଚାୟତ
రివర్స్ (నాణెం),ଓଲଟା (ଗୋଟିଏ ମୁଦ୍ରାର)
తిరుగుబాటు,ବିଦ୍ରୋହ
విప్లవం,ବିପ୍ଳବ
"విప్లవం, ఫ్రెంచ్","ବିପ୍ଳବ, ଫରାସୀ |"
విప్లవం గ్లోరియస్,ବିପ୍ଳବ ଗ or ରବମୟ |
"విప్లవం, పారిశ్రామిక","ବିପ୍ଳବ, ଶିଳ୍ପ"
రైజింగ్,ଉଠିବା
రాటెన్-బరో,ପତିତ-ବୋରୱେଲ |
రఫ్ రైడర్స్,ରୁଫ୍ ରାଇଡର୍ସ |
గుండ్రని తలలు,ଗୋଲାକାର ମୁଣ୍ଡ |
రూట్,ମାର୍ଗ
రాయల్ ప్రేక్షకులు,ରୟାଲ୍ ଦର୍ଶକ |
రాయల్ చార్టర్,ରୟାଲ୍ ଚାର୍ଟର୍ |
రాయల్ క్రెస్ట్,ରୟାଲ୍ କ୍ରେଷ୍ଟ୍ |
రాయల్ క్రెస్ట్,ରୟାଲ୍ କ୍ରେଷ୍ଟ୍ |
రాయల్ డిక్రీ,ରୟାଲ୍ ଆଦେଶ |
రూబ్రిక్,ରୁବ୍ରିକ୍ |
శిథిలాలు,ଧ୍ୱଂସାବଶେଷ |
రన్నర్,ରନର୍ |
విధ్వంసం,ସାବ୍ୟସ୍ତତା |
సాబెర్,ସାବର |
సాబర్స్,ସାବର୍ସ |
త్యాగం,ବଳିଦାନ
త్యాగం,ବଳିଦାନ
త్యాగం,ବଳିଦାନ
సురక్షితమైన ప్రవర్తన,ନିରାପଦ ଆଚରଣ |
రక్షణ,ସୁରକ୍ଷାକର୍ମୀ |
రక్షణ,ସୁରକ୍ଷାକର୍ମୀ |
రక్షణ విధులు,କର୍ତ୍ତବ୍ୟର ସୁରକ୍ଷା
సాలీ,ସ ally ଲି
సాలీ-పోర్ట్,ସଲି-ପୋର୍ଟ |
రాజదండం,ରାଜଦଣ୍ଡ
స్కిమిటార్,ସ୍କିମିଟର୍ |
రెండవ ఎస్టేట్,ଦ୍ୱିତୀୟ ଇଷ୍ଟେଟ୍ |
శాఖ,ସେକ୍ଟର
శాఖ,ସେକ୍ଟର
నిర్భందించటం,ଜବରଦଖଲ
నిర్భందించటం,ଜବରଦଖଲ
సెనేట్,ସିନେଟ୍
సెనేట్,ସିନେଟ୍
సెనేట్,ସିନେଟ୍
సెనేట్,ସିନେଟ୍
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),ସର୍ଫ୍ (= ବୋର୍ଡର୍ କିମ୍ବା ଭିଲିନ୍)
సెర్ఫ్ (=బోర్డార్ లేదా విల్లెన్),ସର୍ଫ୍ (= ବୋର୍ଡର୍ କିମ୍ବା ଭିଲିନ୍)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),ସର୍ଫଡମ୍ (ସର୍ଫହୁଡ୍ କିମ୍ବା ସର୍ଫେଜ୍)
సెర్ఫోడమ్ (సెర్ఫ్‌హుడ్ లేదా సెర్ఫేజ్),ସର୍ଫଡମ୍ (ସର୍ଫହୁଡ୍ କିମ୍ବା ସର୍ଫେଜ୍)
నీడ రాజు,ଛାୟା ରାଜା |
షిప్ మనీ,ଜାହାଜ ଟଙ୍କା
షాక్ దళాలు (=తుఫాను దళాలు),ଶକ୍ ସ troops ନ୍ୟ (= storm ଡ ସ troops ନ୍ୟ)
పొట్టి పార్లమెంట్,ସଂକ୍ଷିପ୍ତ ସଂସଦ |
వాగ్వివాదం,Kir ଗଡା
బానిస,ଦାସ
బానిసత్వం,ଦାସତ୍ୱ
బానిసత్వం,ଦାସତ୍ୱ
సైనిక రాజనీతిజ్ఞుడు,ସ old ନିକ ରାଜ୍ୟସ୍ତରୀୟ
ఈటె,ବର୍ଚ୍ଛା
ఈటె-తల,ବର୍ଚ୍ଛା-ମୁଣ୍ଡ
గోళము,କ୍ଷେତ୍ର
స్ఫ్రాగిస్టిక్స్,ସ୍ପ୍ରାଗିଷ୍ଟିକ୍ |
వ్యవస్థను పాడు చేస్తుంది,ଲୁଟେରା ସିଷ୍ଟମ୍ |
స్క్వైర్,ସ୍କ୍ ire ାଇୟାର୍ |
స్క్వైర్,ସ୍କ୍ ire ାଇୟାର୍ |
Squirearchy,ସ୍କ୍ ire ାର୍ଚି |
Squirearchy,ସ୍କ୍ ire ାର୍ଚି |
ప్రామాణికం,ମାନକ
స్టాండర్డ్ బేరర్,ମାନକ-ଧାରକ |
స్టాండింగ్ ఆర్మీ,ସ୍ଥାୟୀ ସେନା |
స్టాండింగ్ ఆర్డర్లు,ଷ୍ଟାଣ୍ଡିଂ ଅର୍ଡର |
స్టాండింగ్ ఆర్డర్లు,ଷ୍ଟାଣ୍ଡିଂ ଅର୍ଡର |
రాజనీతిజ్ఞుడు,ରାଜ୍ୟସ୍ତରୀୟ
రాతి శాసనం,ପଥର ଲେଖା |
తుఫాను దళాలు,Orm ଡ଼ ସ troops ନ୍ୟ
వ్యూహం,ଷ୍ଟ୍ରାଟେଜେମ୍ |
వ్యూహం,ରଣନୀତି
వ్యూహం,ରଣନୀତି
వ్యూహం,ରଣନୀତି
స్ట్రాటోక్రసీ,ଷ୍ଟ୍ରାଟୋକ୍ରାସି |
కలహాలు,Ife ଗଡା
కలహాలు,Ife ଗଡା
బలమైన పట్టు,ଦୃ hold ଧରନ୍ତୁ |
బలమైన పట్టు,ଦୃ hold ଧରନ୍ତୁ |
అనుబంధ టాలయన్స్,ସହାୟକ ଉଚ୍ଚତା |
వారసత్వం,ଉତ୍ତରାଧିକାରୀ |
వారసుడు,ଉତ୍ତରାଧିକାରୀ
ఓటు హక్కు,ମତଦାନ
ఓటు హక్కుదారుడు,ସୁଫ୍ରାଗିଷ୍ଟ |
సుల్తానేట్,ସୁଲତାନ
సుల్తానేట్ కాలం,ସୁଲତାନ ଅବଧି
లొంగిపో,ଆତ୍ମସମର୍ପଣ
సుజెరైన్,ସୁଜେରାଇନ୍ |
సుజరైన్ రాష్ట్రం,ସୁଜେରେନ ରାଜ୍ୟ |
ఖడ్గవీరుడు,ଖଣ୍ଡାଧାରକ |
తమ్మనీ సొసైటీ,ତାମାନି ସୋସାଇଟି |
కోపముగల కత్తి,କ୍ରୋଧିତ ଖଣ୍ଡା |
అద్దెదారు,ଭଡାଟିଆ
అద్దెదారు,ଭଡାଟିଆ
భూభాగం,ଅଞ୍ଚଳ
భూభాగం,ଅଞ୍ଚଳ
భూభాగం ప్రభుత్వం,ପ୍ରଦେଶ ସରକାର
తీవ్రవాదం,ଆତଙ୍କବାଦ
థర్డ్ ఎస్టేట్,ତୃତୀୟ ଇଷ୍ଟେଟ୍ |
మూడు ఎస్టేట్లు,ତିନୋଟି ଇଷ୍ଟେଟ୍ |
టోల్,ଟୋଲ୍
టోల్ హౌస్,ଟୋଲ୍ ହାଉସ୍ |
సమాధి,ସମାଧି
టోరీ,ଟୋରୀ |
టోటెమ్,ଟୋଟେମ୍ |
టవర్,ଦୁର୍ଗ
టవర్,ଦୁର୍ଗ
విజయ టవర్,ବିଜୟ ଦୁର୍ଗ
దేశద్రోహి,ଦେଶଦ୍ରୋହୀ
ద్రోహం,ବିଶ୍ୱାସଘାତକତା
రాజద్రోహం,ଦେଶଦ୍ରୋହ
సంధి,ଚୁକ୍ତି
యుద్ధం ద్వారా విచారణ (=యుద్ధం ద్వారా కాలిబాట),ଯୁଦ୍ଧ ଦ୍ Tr ାରା ପରୀକ୍ଷା (= ଯୁଦ୍ଧ ଦ୍ trail ାରା ଟ୍ରେଲ୍)
నివాళి,ଶ୍ରଦ୍ଧାଞ୍ଜଳି |
నివాళి,ଶ୍ରଦ୍ଧାଞ୍ଜଳି |
నివాళి భూమి,ଶ୍ରଦ୍ଧାଞ୍ଜଳି ଜମି |
ట్రిపుల్ కూటమి,ତ୍ରିଗୁଣ ସହଯୋଗ
ట్రిపుల్ entente,ଟ୍ରିପଲ୍ ଏଣ୍ଟେଣ୍ଟେ |
విజయం,ବିଜୟ
విజయం,ବିଜୟ
అలజడి,ଅଶାନ୍ତି |
నిరంకుశ హత్య,ଟାଇରାନାଇସିଡ୍ |
నిరంకుశ హత్య,ଟାଇରାନାଇସିଡ୍ |
దౌర్జన్యం,ଅତ୍ୟାଚାର
దౌర్జన్యం,ଅତ୍ୟାଚାର
నిరంకుశుడు,ଅତ୍ୟାଚାର
ఉహ్లాన్,ଉହଲାନ୍ |
ఉకాసే,ଉକେସ୍ |
ఉకాసే,ଉକେସ୍ |
ఉలేమా,ଉଲେମା
అల్టిమేటం,ଅଲ୍ଟିମାଟମ୍ |
అల్టిమేటం,ଅଲ୍ଟିମାଟମ୍ |
సామ్ మామయ్య,ମାମୁଁ ସାମ
అండర్-కింగ్,ଅଣ୍ଡର-ରାଜା |
యునైటెడ్ ఐరిష్ మెన్,ୟୁନାଇଟେଡ୍ ଇଂରେଜମାନେ |
ఐక్యరాజ్యసమితి,ସଂଯୁକ୍ତ ରାଷ୍ଟ୍ର
యునైటెడ్ ప్రావిన్స్,ସଂଯୁକ୍ତ ପ୍ରଦେଶଗୁଡ଼ିକ |
యునైటెడ్ ప్రావిన్స్,ସଂଯୁକ୍ତ ପ୍ରଦେଶଗୁଡ଼ିକ |
అసమానమైన కోట,ଅବିଭକ୍ତ ଦୁର୍ଗ |
సార్వత్రిక చక్రవర్తి,ସର୍ବଭାରତୀୟ ରାଜତନ୍ତ୍ର |
సార్వత్రిక ఓటు హక్కు,ସର୍ବଭାରତୀୟ ମତଦାନ
తిరుగుబాటు,ବିଦ୍ରୋହ
దోపిడీ,ଉସର୍ପେସନ୍ |
దోపిడీదారుడు,ଉସର୍ପର୍ |
ఆదర్శధామం,Utopia
విధ్వంసం,ଭାଣ୍ଡାଲ୍
విధ్వంసం,ଭଙ୍ଗାରୁଜା
వాన్గార్డ్,ଭଙ୍ଗାର୍ଡ |
వాన్గార్డ్,ଭଙ୍ଗାର୍ଡ |
వాన్గార్డ్,ଭଙ୍ଗାର୍ଡ |
వరంజియన్,ବାରଙ୍ଗିଆନ୍ |
వరంజియన్ గార్డు,ବାରଙ୍ଗିଆନ୍ ଗାର୍ଡ |
వాసల్,ଭାସାଲ୍ |
వాసల్,ଭାସାଲ୍ |
వాసల్ రాష్ట్రం,ଭାସାଲ୍ ରାଜ୍ୟ |
వాటికన్ కౌన్సిల్,ଭାଟିକାନ୍ ପରିଷଦ
ఓడ,ଜାହାଜ |
ఓడ,ଜାହାଜ |
ఓడ,ଜାହାଜ |
ఉపరాజు,ଉପ-ରାଜା
వైస్రాయ్,ଭିକେରୋଇ |
వైస్రాయిల్టీ=వైస్రాయ్‌షిప్,ଭିକେରୋୟାଲିଟି = ଭିସେରୋସିପ୍ |
విక్టర్,ଭିକ୍ଟର |
విజయం,ବିଜୟ
విలన్,ଭିଲିନ୍ |
సముద్రయానం,ଯାତ୍ରା
దుర్బలమైన కోట,ଦୁର୍ବଳ ଦୁର୍ଗ
వాల్ పెయింటింగ్,କାନ୍ଥ ଚିତ୍ର
వాల్ పెయింటింగ్,କାନ୍ଥ ଚିତ୍ର
యుద్ధం,ଯୁଦ୍ଧ
యుద్ధ ప్రభువు,ଯୁଦ୍ଧ-ପ୍ରଭୁ
యోధుడు,ଯୋଦ୍ଧା
యోధుడు,ଯୋଦ୍ଧା
యోధుడు,ଯୋଦ୍ଧା
యుద్ధనౌక,ଯୁଦ୍ଧ ଜାହାଜ
వాచ్-వర్డ్,ୱାଚ୍ ୱାର୍ଡ |
సంక్షేమ రాజ్యం,କଲ୍ୟାଣ ସ୍ଥିତି
సంక్షేమ పనులు,କଲ୍ୟାଣ କାର୍ଯ୍ୟ
విగ్,ୱିଗ୍ |
తెల్ల జెండా,ଧଳା ପତାକା |
తెల్లవారి భారం,ଶ୍ୱେତବର୍ଗଙ୍କ ଭାର |
ప్రపంచ సామ్రాజ్యం,ବିଶ୍ୱ ସାମ୍ରାଜ୍ୟ |
ప్రపంచ ఉద్యమం,ବିଶ୍ୱ ଆନ୍ଦୋଳନ |
ప్రపంచ రాజకీయాలు,ବିଶ୍ୱ ରାଜନୀତି
ప్రపంచ శక్తి,ବିଶ୍ୱ ଶକ୍ତି
ప్రపంచ యుద్ధం,ବିଶ୍ଵ ଯୁଦ୍ଧ
వ్రేకర్,Wreeker
ధ్వంసమైన సవరణ,ସଂଶୋଧନ ସଂଶୋଧନ |
జెనెలాసిస్,ଜେନେଲେସିସ୍ |
జెనోఫోబియా,ଜେନୋଫୋବିୟା |
యాంకీ,ଜାନକୀ
పసుపు రంగు గల చొక్కా,ହଳଦିଆ ଜ୍ୟାକେଟ୍ |
పసుపు మనిషి,ହଳଦିଆ
పసుపు ప్రమాదం,ହଳଦିଆ ବିପଦ
పసుపు ప్రెస్,ହଳଦିଆ ପ୍ରେସ୍ |
యంగ్ టర్క్స్,ଯୁବକ ତୁର୍କୀ |
జ్యూస్,ଜିଉସ୍
జియోనిజం,ଜିଓନିଜିମ୍ |
జొరాస్ట్రియనిజం,ଜୋରୋଷ୍ଟ୍ରିଆନ୍ ଧର୍ମ |
