Malayalam,Bengali
sinusoidal,ঘোড়ার ডিম
സൈഫോൺ,সাইফন
സൈറൺ,সাইরেন
"വലിപ്പം, വലിപ്പം (എൻ.), വലിപ്പം, കൊത്തുപണി (വി.)","আকার, আকার (n.), আকার, খোদাই (v.)"
"അസമമായ, ചരിഞ്ഞ","asymmetrical, skew"
"പുറംതൊലി പ്രഭാവം, ചർമ്മ പ്രഭാവം","এপিডার্মিস প্রভাব, ত্বকের প্রভাব"
ആകാശ നീലിമ,আকাশী নীল
ചരിഞ്ഞ ശ്രേണി,তির্যক পরিসীমা
പാമ്പ്,সাপ
"സ്ലിപ്പ്, സ്ലിപ്പ്, സ്ലിപ്പ്, സ്ലിപ്പ്, പരിഹാരം","স্লিপ, স্লিপ, স্লিপ, স্লিপ, সমাধান"
സി മോതിരം,গ রিং
"സ്ലിറ്റ്, സ്ലിറ്റ്, സ്ലിറ്റ്","slit, slit, slit"
"ചരിവ്, ചരിവ്, ചരിവ്","ঢাল, ঢাল, ঢাল"
സ്ലോട്ട് ലൈൻ,স্লটেড লাইন
സ്ലോ റിയാക്ടർ,ধীর চুল্লি
പുകവലിച്ചു,ধূমপান
ഇൻഡക്റ്റീവ് കപ്പാസിറ്റർ,প্রবর্তক ক্যাপাসিটর
"വളവുകളുടെ സംവഹനം, വളവുകളുടെ ലയനം","বক্ররেখার পরিচলন, বক্ররেখা একত্রিত করা"
സോഡർ,সোডার
"മൃദുവായ, മൃദുവായ, മൃദുവായ","নরম, নরম, কোমল"
ഹ്രസ്വകാല ഘടകം,স্বল্পমেয়াদী উপাদান
സൂപ്പർ കണ്ടക്ടർ,সুপার কন্ডাক্টর
സുരക്ഷിതമല്ലാത്ത ലക്ഷ്യം,অরক্ষিত লক্ষ্য
കുറഞ്ഞ ഡിസ്ചാർജ് ട്യൂബ്,কম স্রাব টিউব
സോളാർ,সৌর
"സോൾഡർ, സോൾഡർ (എഡി.), സോൾഡർ, സോൾഡർ (എൻ.)","ঝাল করা, ঝাল করা (ed.), ঝাল করা, ঝাল করা (n.)"
സോളിനോയിഡ് മൂലകം,সোলেনয়েড উপাদান
"ഖര, പിണ്ഡം, ക്യൂബ്","কঠিন, ভর, ঘনক"
"പരിഹാരം, അർത്ഥം, പരിഹാരം, പരിഹാരം","সমাধান, মানে, সমাধান, সমাধান"
സോണിക് ബൂം,শব্দাঘাত
"ഫോണോമീറ്റർ, സോണോമീറ്റർ","ফোনোমিটার, সনোমিটার"
അക്കോസ്റ്റിക്,শাব্দিক
"അടുക്കൽ, തിരഞ്ഞെടുക്കൽ, വേർതിരിക്കൽ","বাছাই, নির্বাচন, বিচ্ছেদ"
"ആകാശം, ബഹിരാകാശം, ശൂന്യാകാശം, സ്ഥലം, സ്ഥലം, സ്ഥലം","আকাশ, স্থান, স্থান, স্থান, স্থান, স্থান"
ആകാശ കാബിൻ,স্বর্গীয় কেবিন
ഇടവേള,অন্তর
ആകാശി,আকাশী
ട്രാൻസ്ഫർ ഇടവേള,স্থানান্তর ব্যবধান
തിളങ്ങുന്ന,ঝকঝকে
"സ്വർഗ്ഗീയ, സ്പേഷ്യൽ","স্বর্গীয়, স্থানিক"
"നിർദ്ദിഷ്ട ആപേക്ഷികത, നിർദ്ദിഷ്ട ആപേക്ഷികത","নির্দিষ্ট আপেক্ষিকতা, নির্দিষ্ট আপেক্ষিকতা"
"ആപേക്ഷിക, നിർദ്ദിഷ്ട, പ്രത്യേക","আপেক্ষিক, নির্দিষ্ট, বিশেষ"
സ്പെസിഫിക്കേഷൻ,স্পেসিফিকেশন
വ്യക്തമാക്കിയ,নির্দিষ্ট করা
സ്പെക്ട്രൽ,বর্ণালী
സ്പെക്ട്രോമെട്രി,স্পেকট্রোমেট্রি
"സ്പെക്ട്രോസ്കോപ്പ്, സ്പെക്ട്രോസ്കോപ്പ്","স্পেকট্রোস্কোপ, বর্ণালী"
"സ്പെക്ട്രോളജിസ്റ്റ്, സ്പെക്ട്രം ശാസ്ത്രജ്ഞൻ","বর্ণালী বিশেষজ্ঞ, বর্ণালী বিজ্ঞানী"
പതിവ്,নিয়মিত
പ്രസംഗം,বক্তৃতা
സ്പീഡോമീറ്റർ,স্পিডোমিটার
വൃത്താകൃതിയിലുള്ള പന്ത്,বৃত্তাকার বল
"ഗോളാകൃതി, ഗോളാകൃതി","গোলাকার, গোলাকার"
"സ്ഫെറോമീറ്റർ, സ്ഫെറോമീറ്റർ","স্ফেরোমিটার, স্ফেরোমিটার"
സ്പിൻ റീബൗണ്ട്,স্পিন রিবাউন্ড
കറങ്ങുന്ന പമ്പരം,স্পিনিং টপ
കറങ്ങുക,স্পিন
സർപ്പിള ചലനം,সর্পিল গতি
"പിളർപ്പ്, പിളർപ്പ് (വി.) പിളർപ്പ്, പിളർപ്പ് (n.)","বিভক্ত, বিভক্ত (v.) বিভক্ত, বিভক্ত (n.)"
ഓട്ടോമാറ്റിയ്ക്കായി,স্বয়ংক্রিয়ভাবে
"സ്പൂൾ, വിഞ്ച്, റീൽ, വോളി","স্পুল, উইঞ্চ, রিল, ভলি"
ക്രമരഹിതമായ സംഭവം,এলোমেলো ঘটনা
"പോയിന്റ്, സ്പോട്ട് (നമ്പർ), സ്പോട്ട്, സ്പോട്ട്, തിരിച്ചറിയുക, കണ്ടെത്തുക (ver.)","বিন্দু, স্পট (নং), স্পট, স্পট, সনাক্ত করা, সন্ধান করা (ভার।)"
ഊർജ്ജ സമുച്ചയം,শক্তি জটিল
"നീരുറവ, നീരുറവ, നീരുറവ, വെള്ളച്ചാട്ടം, നീരുറവ","বসন্ত, বসন্ত, বসন্ত, জলপ্রপাত, বসন্ত"
തെറ്റായ അഭിനിവേശം,মিথ্যা আবেগ
അധിക പ്രതിധ്വനി,অতিরিক্ত প্রতিধ্বনি
സ്പുട്നിക്,স্পুটনিক
"ചതുരം, ചതുരം, ചതുരം","বর্গক্ষেত্র, বর্গক্ষেত্র, বর্গক্ষেত্র"
ഈട്,স্থায়িত্ব
സ്ഥിരപ്പെടുത്തുന്നു,স্থিতিশীল
സ്റ്റാക്ക്,স্ট্যাক
"സ്റ്റേജ്, സ്റ്റേജ്, റാങ്ക്, കമ്മ്യൂണിറ്റി, സ്റ്റേജ്","পর্যায়, পর্যায়, পদ, সম্প্রদায়, মঞ্চ"
സമാന്തര വിതരണം,সমান্তরাল বন্টন
"സ്റ്റാൻഡേർഡ്, സർട്ടിഫൈഡ്, ഫ്ലാഗ് (നമ്പർ), സ്റ്റാൻഡേർഡ്","মান, প্রত্যয়িত, পতাকা (নং), মান"
മാനദണ്ഡമാക്കിയത്,প্রমিত
സ്റ്റാൻഡേർഡൈസേഷൻ,প্রমিতকরণ
"നക്ഷത്രം, നക്ഷത്രം","তারকা, তারকা"
കടുത്ത പ്രഭാവം,কঠোর প্রভাব
"ഉത്ഭവം, സ്റ്റാർട്ടർ, സ്ഫോടനാത്മകം","প্রবর্তক, স্টার্টার, বিস্ফোরক"
സ്റ്റാമ്പിയർ,স্ট্যাম্পিয়ার
"സ്ഥാനം, സംസ്ഥാനം, സംസ്ഥാനം","অবস্থান, রাষ্ট্র, রাষ্ট্র"
പ്രസ്താവന,বিবৃতি
സ്റ്റാറ്റിക് സ്റ്റാറ്റിക് ഇലക്ട്രോസ്റ്റാറ്റിക് ശബ്ദം,স্ট্যাটিক স্ট্যাটিক ইলেক্ট্রোস্ট্যাটিক শব্দ
നിശ്ചലമായ,স্থির
"നിരീക്ഷണ സ്റ്റേഷൻ, സ്റ്റേഷൻ, ചന്ദ്രൻ","পর্যবেক্ষণ স্টেশন, স্টেশন, চাঁদ"
പുരോഗമനപരമായ,প্রগতিশীল
സ്തംഭിച്ചുപോയി,হতবাক
മരവിപ്പ് ഘട്ടം,অসাড়তা পর্যায়
നിശ്ചിത പ്രദേശം,নির্দিষ্ট এলাকা
പുരോഗമന കണിക,প্রগতিশীল কণা
സ്തംഭിച്ച മനോഭാവം,হতবাক মনোভাব
സാമ്പിൾ,নমুনা
സ്ഥിതിവിവരക്കണക്ക്,পরিসংখ্যানগত
സ്റ്റാറ്റിസ്റ്റിക്കൽ വെയ്റ്റിംഗ്,পরিসংখ্যানগত ওজন
സ്റ്റേറ്റർ,স্টেটর
"മാറ്റമില്ലാത്ത, സ്ഥിരമായ, സ്ഥിരമായ, സ്ഥിരമായ","অপরিবর্তনীয়, ধ্রুবক, ধ্রুবক, স্থায়ী"
നീരാവി നീരാവി,বাষ্প বাষ্প
നീരാവി ടർബൈൻ,বাষ্প টারবাইন
ഉരുക്ക്,ইস্পাত
സ്റ്റിയറിംഗ് ബോക്സ്,স্টিয়ারিং বক্স
നക്ഷത്രം,নাক্ষত্রিক
"പടി, പടി, പടി, പടി","ধাপ, ধাপ, ধাপ, ধাপ"
പടി പടിയായി,ধাপে ধাপে
ഘട്ടം പ്രവർത്തനം,ধাপ ফাংশন
സ്റ്റെറാഡിയൻ,স্টেরেডিয়ান
സ്റ്റീരിയോസ്കോപ്പിക്,স্টেরিওস্কোপিক
സ്റ്റീരിയോസ്കോപ്പിക് ശബ്ദം,স্টেরিওস্কোপিক শব্দ
അറ്റാച്ച്മെന്റ് കൂട്ടിയിടി,সংযুক্তি সংঘর্ষ
"അപര്യ ന്യൂക്ലിയസ്, കൃഷ്ണ ന്യൂക്ലിയസ്","অপার্য নিউক্লিয়াস, কৃষ্ণ নিউক্লিয়াস"
"കഠിനമായ, കഠിനമായ, ഉറച്ച, ഉറച്ച","কঠিন, শক্ত, দৃঢ়, দৃঢ়"
വഴക്കം,নমনীয়তা
"ഡോട്ട്, കളങ്കം","বিন্দু, কলঙ্ক"
ചൂണ്ടുപലക,নির্দেশ
"ഭഭക, അസോത്ര (എഡ്.), ഇമ്മോവബിൾ (വി.), ഇമ്മോവബിൾ വ്യൂ","ভাবক, অসোত্র (সম্পাদনা), স্থাবর (ভি.), স্থাবর দৃশ্য"
പ്രകോപിപ്പിക്കാൻ,উত্তেজিত করতে
ഉത്തേജനം,উদ্দীপনা
ഇളക്കിവിടുന്നവൻ,আলোড়নকারী
സ്റ്റോക്ക്,স্টোক
"ബ്രേക്ക്-വാച്ച്, സ്റ്റോക്ക്-ക്ലോക്ക്","ব্রেক-ঘড়ি, স্টক-ক্লক"
ഇൻസുലേറ്റഡ്,উত্তাপ
"ലിമിറ്റർ, നിർത്തുക","limiter, stop"
നിർത്താനുള്ള സാധ്യത,সম্ভাব্য থামানো
"jb ബ്രേക്ക് വാച്ച്, സ്റ്റോപ്പ് വാച്ച്","জেবি বিরতি ঘড়ি, ঘড়ি বন্ধ"
"സംഭരണം, സംഭരണം","স্টোরেজ, স্টোরেজ"
സ്റ്റൌ,চুলা
"നേരായ, നേരായ, ലളിത","সোজা, সোজা, সরল"
"വിതരണം, പിരിമുറുക്കം, വക്രീകരണം, വ്യത്യാസം, വ്യത്യാസം, ഫിൽട്ടറിംഗ് (ver.)","বন্টন, চাপ, বিকৃতি, পার্থক্য, পার্থক্য, ফিল্টারিং (ver.)"
വികൃതമായ,বিকৃত
സ്ഫിഗ്മോമാനോമീറ്റർ,স্ফিগমোম্যানোমিটার
"സ്ട്രാറ്റോസ്ഫിയർ, 2 സ്ട്രാറ്റോസ്ഫിയർ","স্ট্রাটোস্ফিয়ার, 2 স্ট্রাটোস্ফিয়ার"
ആവശ്യമില്ലാത്ത,অবাঞ্ছিত
"മിന്നൽ രേഖ, മിന്നൽ","বিদ্যুতের লাইন, বজ্রপাত"
"നദി, അരുവി, ചോർച്ച","নদী, স্রোত, ড্রেন"
"പെർകോലേഷൻ, സ്ട്രീം റൺ, മലിനജലം","ক্ষরণ, প্রবাহ, বর্জ্য"
വരിവരിയായി,রেখাযুক্ত
"ശക്തി, ശക്തി, തീവ്രത, ഏകാഗ്രത, പ്രവർത്തനം","শক্তি, শক্তি, তীব্রতা, ঘনত্ব, কার্যকলাপ"
സമ്മർദ്ദം,চাপ
ആർക്ക്-ആക്ടിംഗ് സാധ്യത,আর্ক-অভিনয় সম্ভাবনা
"ആർക്ക് സ്റ്റാർട്ടിംഗ് വോൾട്ടേജ്, വാൽവ് സ്റ്റാർട്ടിംഗ് വോൾട്ടേജ്","আর্ক স্টার্টিং ভোল্টেজ, ভালভ স্টার্টিং ভোল্টেজ"
"ത്രെഡ്, ത്രെഡ്, ത്രെഡ്, ഫിലമെന്റ്, ചരട്, ചരട്, ലാനിയാർഡ്, 8. ചരട് വൈകല്യം","থ্রেড, থ্রেড, থ্রেড, ফিলামেন্ট, কর্ড, স্ট্রিং, ল্যানিয়ার্ড, 8. কর্ডের ত্রুটি"
"സ്ട്രിപ്പ്, സ്ട്രിപ്പ്, സ്ട്രിപ്പിംഗ്, സ്ട്രിപ്പിംഗ്, നഗ്നത","ফালা, স্ট্রিপ, স্ট্রিপিং, স্ট্রিপিং, নগ্ন"
"പുറംതൊലി, വിറ്റൺ, ഷേവിംഗ്, നഗ്നത","পিলিং, উইটন, শেভিং, নগ্ন"
എക്സ്ട്രാക്ഷൻ പ്രതികരണം,নিষ্কাশন প্রতিক্রিয়া
സ്ട്രോബോസ്കോപ്പ്,স্ট্রোবোস্কোপ
സ്ട്രോക്ക്,স্ট্রোক
"ശക്തമായ, ആഴത്തിലുള്ള, മൂർച്ചയുള്ള, ഏകാഗ്രമായ","শক্তিশালী, গভীর, তীক্ষ্ণ, ঘনীভূত"
ശക്തമായ അണുബാധ,শক্তিশালী সংক্রমণ
ഘടനാപരമായ,কাঠামোগত
"ഘടന, ഘടന","গঠন, টেক্সচার"
സൂചി,সুই
"ഉപവിഭാഗം, ഉപഗ്രൂപ്പ്, ഉപഗ്രൂപ്പ്","subclass, subgroup, subgroup"
"മൈക്രോസ്കോപ്പിക്, സൂപ്പർമൈക്രോസ്കോപ്പിക്, സബ്മൈക്രോസ്കോപ്പിക്","মাইক্রোস্কোপিক, সুপারমাইক্রোস্কোপিক, সাবমাইক্রোস্কোপিক"
നോൺ ന്യൂക്ലിയർ ഫിസിക്സ്,অ পারমাণবিক পদার্থবিদ্যা
അടിക്കുറിപ്പ്,পাদটীকা
"അനുബന്ധം, അനുബന്ധം","আনুষঙ্গিক, আনুষঙ্গিক"
"പ്രവർത്തന ദ്രാവകം, ഉപസംസ്ഥാനം","কর্মক্ষম তরল, সাবস্টেট"
ഉപ യൂണിറ്റ്,উপ ইউনিট
ക്രമേണ,ধীরে ধীরে
സക്ഷൻ,স্তন্যপান
സക്ഷൻ,স্তন্যপান
ഉഗ്രമായ,গন্ধযুক্ত
"തുക, തുക, തുക, ഫലം, തുക","যোগফল, যোগফল, যোগফল, যোগফল"
സൂര്യൻ,সূর্য
സൂര്യ വാച്ച്,সূর্য ঘড়ি
"സൺ ബ്ലർ, സൺ ബ്ലോട്ട്","সূর্যের ঝাপসা, সূর্যের দাগ"
സൂര്യ നക്ഷത്രം,সূর্য রাশি
അങ്ങേയറ്റം,চরম
സൂപ്പർകണ്ടക്റ്റിംഗ് ലോഹം,অতিপরিবাহী ধাতু
അതിചാലകത,অতিপরিবাহীতা
സൂപ്പർ ഡ്രൈവർ,সুপার ড্রাইভার
ഭീമൻ,দৈত্য
ആരോപിക്കപ്പെട്ടു,অভিযুক্ত
ഇംപ്ലാന്റേഷൻ,ইমপ্লান্টেশন
സൂപ്പർമലയ്,সুপারমালয়
സൂപ്പർനോർമൽ ഡിഫ്ലെക്ഷൻ,অতি স্বাভাবিক বিচ্যুতি
ചുമത്തുക,আরোপ করা
ഇംപ്ലാന്റേഷൻ,ইমপ্লান্টেশন
ഹൈപ്പർസാച്ചുറേഷൻ,হাইপারস্যাচুরেশন
ഹൈപ്പർസെൻസിറ്റീവ്,অতি সংবেদনশীল
അൾട്രാസോണിക്സ്,অতিস্বনক
സൂപ്പർസോണിക്സ്,সুপারসোনিক্স
ഉപരിഘടന,সুপারস্ট্রাকচার
പൂരകമാണ്,পরিপূরক
തീറ്റ വിതരണം,খাদ্য সরবরাহ
"സാങ്കേതികവിദ്യ, അടിസ്ഥാനം","প্রযুক্তি, ভিত্তি"
നിയന്ത്രണ ഗ്രിഡ്,নিরোধক গ্রিড
അതിചാലകത,অতিপরিবাহীতা
പേജ്,পাতা
കുതിച്ചുചാട്ടം,"surge, swell"
ശ്രദ്ധ,মনোযোগ
"അനുമാനിക്കപ്പെട്ട നുഴഞ്ഞുകയറ്റം, പ്രതികരണശേഷി","অনুপ্রবেশ অনুপ্রবেশ, প্রতিক্রিয়াশীলতা"
"സംവേദനക്ഷമത, കാന്തിക പ്രവണത, സ്വീകാര്യത","সংবেদনশীলতা, চৌম্বক প্রবণতা, গ্রহণযোগ্যতা"
"സസ്പെൻഷൻ, തൂക്കിക്കൊല്ലൽ","সাসপেনশন, ঝুলন্ত"
പാലിച്ചു,মেনে চলে
"പരത്തുക, മാർജിൻ","বিস্তার, মার্জিন"
"വീക്കം, വീക്കം, വീക്കം","swelling, swelling, swelling"
"പ്രദോൽ, ഡോൾ","pradol, dol"
"കറങ്ങുന്ന വേഗത, കറങ്ങുന്ന വേഗത","ঘূর্ণায়মান গতি, ঘূর্ণায়মান গতি"
സ്വിച്ച് ബോർഡ്,সুইচ বোর্ড
കത്ത്,চিঠি
സമമിതി,প্রতিসম
സമമിതി,প্রতিসম
സമമിതിയായി,প্রতিসম
സമമിതി,প্রতিসাম্য
സമമിതി,প্রতিসাম্য
സിൻക്രോസൈക്ലോട്രോൺ,সিনক্রোসাইক্লোট্রন
സമന്വയം,সিঙ্ক্রোনাইজেশন
സിൻക്രണസ് ആയിരിക്കണം,সিঙ্ক্রোনাস হতে
സിൻക്രൊണൈസർ,সিঙ্ক্রোনাইজার
സമന്വയം,সিঙ্ক্রোনাইজেশন
"synchronously, synchronously","সিঙ্ক্রোনাসলি, সিঙ্ক্রোনাসলি"
സിൻക്രോട്രോൺ,সিনক্রোট্রন
സിന്തറ്റിക്,সিন্থেটিক
"ശരീരം, സിസ്റ്റം, ഗ്രൂപ്പ്, സമൂഹം, സിസ്റ്റം","শরীর, সিস্টেম, গোষ্ঠী, সম্প্রদায়, সিস্টেম"
"അടുക്കുക, തരംതിരിക്കുക, തരംതിരിക്കുക-","সাজান, শ্রেণীবদ্ধ করুন, শ্রেণীবদ্ধ করুন-"
"സാർവത്രിക, ശരീരം","সর্বজনীন, শরীর"
"പട്ടിക, പട്ടിക യന്ത്രം, പട്ടിക","ট্যাবুলার, ট্যাবুলার মেশিন, ট্যাবুলার"
"അടയാളപ്പെടുത്തി, അടയാളപ്പെടുത്തി, അടയാളപ്പെടുത്തി","চিহ্নিত, চিহ্নিত, চিহ্নিত"
വാൽ വാൽ,পুচ্ছ লেজ
ക്രമാനുഗതമായ ഇടിവ്,ধীরে ধীরে পতন
"ഇറക്കം, പുറപ്പെടൽ","descent, departure"
"സ്പർശിക്കുന്ന, സ്പർശിക്കുന്ന","স্পর্শকাতর, স্পর্শক"
"സ്പൗട്ട് (എഡി.), സ്പൗട്ട്, ഫ്രാക്ഷൻ, എജക്ഷൻ ഡൈവേർഷൻ, ടാപോൺ (വി.)","spout (ed.), spout, fraction, extrusion diversion, tapon (v.)"
"ഓർഡിനൽ, ടേപ്പർ","ordinal, taper"
"ടേപ്പർഡ്, ടേപ്പർഡ് (വി.), പെരിയാന്ത്, ടാപെറോൺ (എഡി.)","টেপারড, টেপারড (v.), perianth, taperon (ed.)"
"knock-key, press-key","knock-key, press-key"
"ഭാഗം നീക്കംചെയ്യൽ സ്വിച്ച്, സ്പൗട്ട് സ്വിച്ച്","পার্ট রিমুভাল সুইচ, স্পাউট সুইচ"
ലക്ഷ്യം,লক্ষ্য
"സാങ്കേതികവിദ്യ, സാങ്കേതികത","প্রযুক্তি, কৌশল"
സാങ്കേതികവിദ്യ,প্রযুক্তি
ടെലിവിഷൻ പ്രക്ഷേപണം,টেলিভিশন সম্প্রচার
"ടെലിഗ്രാഫി, ടെലിഗ്രാഫി","টেলিগ্রাফি, টেলিগ্রাফি"
ടെലിമീറ്റർ,টেলিমিটার
ടെലിമെട്രി,টেলিমেট্রি
ഫോൺ,ফোন
"ദൂരദർശിനി, ദൂരദർശിനി, ദൂരദർശിനി","টেলিস্কোপ, টেলিস্কোপ, টেলিস্কোপ"
"ദൂരദർശൻ, ടെലിവിഷൻ","দূরদর্শন, টেলিভিশন"
ചൂട്,তাপ
കലിക്,কালিক
"ഹ്രസ്വകാല, താൽക്കാലിക, താൽക്കാലിക","স্বল্পমেয়াদী, অস্থায়ী, অস্থায়ী"
ട്രെൻഡ്,প্রবণতা
ടെൻസൈൽ,প্রসার্য
ടാൻസൈൽ,প্রসার্য
സമ്മർദ്ദം,চাপ
സാമ്രാജ്യം,রাজত্ব
ടെറ,টেরা
"അവസാനം, ടെർമിനൽ, അവസാനം, അവസാനം","শেষ, টার্মিনাল, শেষ, শেষ"
"ഭൂപ്രദേശം, പാറപ്രദേശം","ভূখণ্ড, পাথুরে অঞ্চল"
"ഭൗമ, ഭൗമ, ഭൗമ","পার্থিব, পার্থিব, পার্থিব"
ടെസ്ല,টেসলা
ക്ലാരിറ്റി ടെസ്റ്റ് ചാർട്ട്,স্বচ্ছতা পরীক্ষার চার্ট
ചതുർഭുജം,চতুর্মুখী
ഇരട്ട ട്രപസോയിഡ്,ডবল ট্র্যাপিজয়েড
ടെട്രോഡ്,টেট্রোড
തിയോഡോലൈറ്റ്,থিওডোলাইট
സൈദ്ധാന്തിക,তাত্ত্বিক
"ചൂട്, ചൂട്, ചൂട്","তাপ, তাপ, তাপ"
ചൂടാക്കൽ,গরম করার
ചൂടാക്കൽ,গরম করার
തപയ്നി,tapayni
തെർമോ ഇലക്ട്രിക് ജോഡി,তাপবিদ্যুৎ জোড়া
തെർമോഡൈനാമിക്,থার্মোডাইনামিক
തെർമോഡൈനാമിക്സ്,তাপগতিবিদ্যা
തെർമോ ഇലക്ട്രിക്,তাপবিদ্যুৎ
"തെർമോമീറ്റർ, തെർമോമീറ്റർ","থার্মোমিটার, থার্মোমিটার"
തെർമോമെട്രി,থার্মোমেট্রি
തെർമോ ഇലക്ട്രിക് ബീം,তাপবিদ্যুৎ মরীচি
തെർമോസ്,থার্মোস
മിതശീതോഷ്ണ,নাতিশীতোষ্ণ
"നേർത്ത ഫിലിം, നേർത്ത പാളി","পাতলা ফিল্ম, পাতলা স্তর"
സ്റ്റീരിയോസ്കോപ്പിക്,স্টেরিওস্কোপিক
"ഉമ്മരപ്പടി, ഉമ്മരപ്പടി","threshold, threshold"
വാൽവ് നിർത്തുക,ভালভ বন্ধ করুন
"പ്രൊജക്ഷൻ, വീഴ്ച","অভিক্ষেপ, পতন"
"തള്ളുക, തള്ളുക","খোঁচা, খোঁচা"
തൈറിസ്റ്റർ,থাইরিস্টর
നാറ്റ് അക്ഷം,nat অক্ষ
അഭിനന്ദനം,অভিনন্দন
"സമയം, കാലയളവ്, ദൈർഘ്യം","সময়, সময়কাল, সময়কাল"
"സഹിഷ്ണുത, സഹിഷ്ണുത","সহনশীলতা, সহনশীলতা"
ടൺ,টন
"ടോൺ, ടോൺ, ചിത്രം","টোন, টোন, ইমেজ"
"ടൺ, ഭാരം","টনেজ, ওজন"
"ബ്രെയ്ഡ്, ഭ്രമം, വള, മുകളിൽ","বিনুনি, বিভ্রম, চুড়ি, শীর্ষ"
ടൊറോയിഡ്,টরয়েড
ടൊറോയ്ഡി,toroidi
"ടോർക്ക്, ക്രാമ്പ്","টর্ক, ক্র্যাম্প"
ടോർസിലറി ട്യൂബ്,টরসিলারি টিউব
"ഞെരുക്കം, ഞെരുക്കം, 3 ഞെരുക്കം","খিঁচুনি, খিঁচুনি, 3 খিঁচুনি"
ഞെട്ടൽ,ঝাঁকুনি
"കൂട്ടിച്ചേർക്കൽ, യോഗ (സാന്ത്ര). പൂർണ്ണമായ, പൂർണ്ണമായ (വി.)","যোগ, যোগ (সান্ত্রা)। সম্পূর্ণ, সম্পূর্ণ (v.)"
"സഞ്ചാരപഥം, സഞ്ചാരപഥം","trajectory, trajectory"
പരസ്പരാശ്രിതത്വം,পরস্পর নির্ভরতা
അന്തർചാലകത,আন্তঃপরিবাহিতা
ട്രാൻസ്ക്രിപ്ഷൻ,প্রতিলিপি
വ്യതിയാനം,প্রকরণ
പരിവർത്തനം,রূপান্তর
"ട്രാൻസ്ഫോർമർ, ട്രാൻസ്ഫോർമർ","ট্রান্সফরমার, ট্রান্সফরমার"
ക്ഷണികമായ,ক্ষণস্থায়ী
ട്രാൻസിസ്റ്റർ,ট্রানজিস্টর
അണുബാധ,সংক্রমণ
കൈമാറ്റം,স্থানান্তর
അർദ്ധസുതാര്യത,স্বচ্ছতা
ട്രാൻസ്മിസിബിലിറ്റി,সংক্রমণযোগ্যতা
"സംപ്രേക്ഷണം, സംപ്രേഷണം, പ്രക്ഷേപണം, സംക്രമണം","ট্রান্সমিশন, ট্রান্সমিশন, ট্রান্সমিশন, ট্রানজিট"
പ്രവേശനക്ഷമത,ব্যাপ্তিযোগ্যতা
"കൈമാറുക, ആശയവിനിമയം നടത്തുക","প্রেরণ করা, যোগাযোগ করা"
അതിരുകടന്ന,অতিক্রান্ত
"അയയ്ക്കുന്നയാൾ, കയറ്റുമതി ചെയ്യുന്നയാൾ, ആശയവിനിമയം നടത്തുന്നയാൾ","প্রেরক, প্রেরক, যোগাযোগকারী"
പ്രവേശനക്ഷമത സൂചിക,ব্যাপ্তিযোগ্যতা সূচক
"സുതാര്യത, സുതാര്യത, സുതാര്യമായ ചിത്രം","স্বচ্ছতা, স্বচ্ছতা, স্বচ্ছ ছবি"
"സുതാര്യമായ, സുതാര്യമായ","স্বচ্ছ, স্বচ্ছ"
"ശ്വസനം, ശ്വസനം","শ্বাস প্রশ্বাস, শ্বাস প্রশ্বাস"
ട്രാൻസ്പോണ്ടർ,ট্রান্সপন্ডার
പരയുറേനിയം,প্যারাউরানেমিক
"തിരശ്ചീന, തിരശ്ചീന","ট্রান্সভার্স, ট্রান্সভার্স"
"പിടിച്ചെടുക്കൽ, കൂട്, പൊളിക്കൽ, ഫർണിച്ചറുകൾ","ক্যাপচার, খাঁচা, ধ্বংস, গৃহসজ্জার সামগ্রী"
ചലിക്കുന്ന മൈക്രോസ്കോപ്പ്,চলমান মাইক্রোস্কোপ
പുരോഗമന തരംഗം,প্রগতিশীল তরঙ্গ
"ത്രയം, ത്രയം, ത്രയം","triad, triad, triad"
"ട്രിഗർ, റിലീസ്","ট্রিগার, মুক্তি"
ത്രിസ്മാനതക്ഷ,trismanataksha
ത്രികോണമിതി,ত্রিকোণমিতিক
ട്രയോഡ്,triode
"ഓൺ, ഓൺ, ട്രിഗർ","চালু, চালু, ট্রিগার"
ട്രിപ്പിൾ അയോണൈസേഷൻ,ট্রিপল আয়নকরণ
ട്രിപ്പിൾ ഉൽപ്പന്നം,ট্রিপল পণ্য
ഭൂമിശാസ്ത്രപരമായ വടക്ക്,ভৌগলিক উত্তর
"കൃത്യത, സത്യസന്ധത","নির্ভুলতা, নির্ভুলতা"
"ട്യൂൺ (എഡി.), സമന്വയിപ്പിക്കുക, സമന്വയിപ്പിക്കുക (വി.)","সুর (সম্পাদনা), সুরেলা করা, সুরেলা করা (v.)"
ട്യൂണർ,টিউনার
ടണൽ പ്രഭാവം,টানেল প্রভাব
ടർബൈൻ,টারবাইন
കലഹവും,অশান্তি
അന്ധാളിച്ചു,বিভ্রান্ত
കീൽ ഓവർ,ভাষা পরিবর্তন
"യാമൽ, യാമൽ","ইয়ামল, ইয়ামল"
"മലബന്ധം, തിരിവുകൾ, വളവുകൾ, വളവുകൾ","cramps, twists, twists, twists"
അങ്ങേയറ്റം,চরম
chmm വാക്വം,chmm ভ্যাকুয়াম
അന്തിമ മൂല്യം,চূড়ান্ত মান
