Assamese,English
একক বৰ্ড কম্পিউটাৰ,Single board computer
একক ক্ষমতা ক্ষতিপূৰণ,Single capacitor compensation
একক চিপ মাইক্ৰ&#39;প্ৰচেছৰ,Single chip microprocessor
একক ঘনত্বৰ ডিস্ক,Single density disk
একক শিৰাৰ আউটপুট,Single ended output
একক-মেৰু বাইপ্ৰজেক্ট চুইচ,Single pole double thermo switch
একক প্লেবেক বেণ্ড (SSB),Single side band (SSB)
একক কাষৰ ডিস্ক,Single side disk
একক প্ৰৱণ adc,Single slop ADC
একক পৰ্যায়ৰ নিষ্পাদন,Single step execution
একক যোগান অপাৰেচনেল এম্প্লিফায়াৰ,Single supply op-amp
একক যোগান কাৰ্য্য,Single supply operation
বিসৰ্জন,Sink
চাইন&#39;ইডাল প্ৰতিক্ৰিয়া,Sinusoidal response
চাইন&#39;ইডাল তৰংগ,Sinusoidal wave
স্কু ঘড়ী,Skew clock
পৃষ্ঠৰ প্ৰভাৱ,Skim effect
আয়তন তৰংগ,Sky wave
আকাশৰ তৰংগ সংক্ৰমণ,Sky wave propagation
অধীনস্থ,Slave
নিদ্ৰাহীন অৱস্থা,Sleep mode
ষ্টেপ মটৰ,Sleeper motor
স্লুইচ হাৰ,Slew rate
প্ৰ&#39;ন ডিটেক্টৰ,Slope detector
স্লটযুক্ত লাইন,Slotted line
ডিম ফিউজ,Slow blow fuse
লেহেমীয়া স্কেনিং টেলিভিছন,Slow scan television
ক্ষুদ্ৰ সংহতি (SSI),Small scale integration (SSI)
চুটি সংকেত বিশ্লেষণ,Small signal analysis
চুটি সংকেত মডেল,Small signal model
স্মাৰ্ট কাৰ্ড,Smart card
স্মাৰ্ট ফেন,Smart fan
smectic স্ফটিক,Smectic crystal
স্মিথ চাৰ্ট,Smith chart
ধোঁৱা ধৰা পেলোৱা যন্ত্ৰ,Smoke detector
মচি পেলোৱা,Smoothing
তুষাৰ প্ৰভাৱ,Snow effect
শ্বক এবজৰ্বাৰ,Snubber
শ্বক এবছৰ্বিং চাৰ্কিট,Snubber circuit
শ্বক কাৰেণ্ট,Snubber current
চকেট,Socket
চফ্ট কপি,Soft copy
কোমল ৰিটাৰ্ণ,Soft return
কোমল সংপৃক্ততা,Soft saturation
কোমল আৰম্ভণি,Soft start
ছ’ফ্টৱেৰ,Software
সৌৰকোষ,Solar cell
সৌৰ পেনেল,Solar panel
ছল্ডাৰ,Solder
ছল্ডাৰ দলং,Solder bridge
ছ&#39;লেন&#39;ইড,Solenoid
কঠিন অৱস্থা ডিটেক্টৰ,Solid state detector
কঠিন অৱস্থাৰ ডিভাইচ,Solid state device
কঠিন অৱস্থাৰ ৰিলে,Solid state relay
সোনাৰ,SONAR
SOS,SOS
ভয়েচ সক্ৰিয় কৰা চুইচ,Sound activated switch
শব্দ উৎপাদক,Sound generator
উৎস ক&#39;ড,Source code
উৎস ক&#39;ডিং,Source coding
উৎস সংযুক্ত,Source coupled pair
উৎস ডিষ্ক,Source disk
উৎস ট্ৰেইলিং,Source follower
উৎস প্ৰতিফলন ক&#39;ডিং,Source image coding
"স্থান, মহাকাশ, মহাকাশ, আকাশ",Space
স্পেচ বাৰ,Space bar
অন্তৰ্স্থলীৰ ইমপালছ,Space charge
মাল্টিপ্লেক্সাৰ কেপাচিটেন্স/ষ্টেৰিঅ&#39;ছেগমেণ্টেচন,Space division multiplexing
ব্যৱধান বিভক্ত মাল্টিপ্লেক্সিং,Space division multiplexing
কভাৰেজ উচ্চ অনুপাত,Space height ratio
মহাকাশ তৰংগ,Space wave
স্পাৰ্কিং ব্যৱধান,Spark gap
spdt চুইচ,SPDT switch
বক্তা,Speaker
স্পেচিফিকেশন শ্বীট,Specification sheet
"বৰ্ণালী, বৰ্ণালী",Spectrum
বৰ্ণালী বিশ্লেষক,Spectrum analyser
"বাক্য সংশ্লেষণ, কণ্ঠ সংশ্লেষণ",Speech synthesis
চলি থকা কেপাচিটৰ,Speed up capacitor
এন্টি কলিক,Spike suppressor
চক্ৰ স্থিতিশীলতা,Spin stabilization
খণ্ডিত-শিল্প ক&#39;ডিং,Split phase encoding
ভঙা শক্তিৰ উৎস,Split power supply
স্প্লিটাৰ,Splitter
"ৰেপিং, স্পুলিং",Spooling
এছ পি এছ টি চুইচ,SPST switch
ভাৰ্চুৱেল (ছদ্ম) মেমৰি লিখা,Spurious memory write
বিভ্ৰান্তিকৰ সঁহাৰি,Spurious response
ভাৰ্চুৱেল সংকেত,Spurious signal
বেজী দিয়া,Sputtering
শ্ৰেণী নিয়ম সূচক,Square law detector
শ্ৰেণী নিয়ম ডিভাইচ,Square law device
বৰ্গমূল,Square rooter
বৰ্গক্ষেত্ৰৰ তৰংগ,Square wave
বৰ্গ তৰংগ দোলক,Square wave oscillator
স্থিৰতা কাৰক,Stability factor
বহনক্ষমতা পুনৰ বিনিয়োগ,Stability feedback
স্থিতিশীলতা,Stabilization
ষ্টেবিলাইজাৰ নেটৱৰ্ক,Stabilizing network
"ষ্টেক, ষ্টেক",Stack
মন পৰিচালক,Stack pointer
পদক্ষেপৰ দক্ষতা,Stage efficiency
সমান্তৰাল সময়,Stagger timing
মানক প্ৰসাৰণ মডুলেচন,Standard amplitude modulation
মানক কোষ,Standard cell
মানক বিচ্যুতি,Standard deviation
মানক TTL,Standard T.T.L.
জৰুৰীকালীন শক্তি ব্যৱস্থা,Standby power system
স্থিৰ তৰংগ,Standing wave
স্থিৰ তৰংগ অনুপাত,Standing wave ratio
দূৰত্বৰ অনুপাত,Stand-off ratio
ষ্টাৰ্ট বিট,Start bit
আৰম্ভণিৰ নাড়ী,Start up pulse
অৱস্থানৰ ডায়েগ্ৰাম,State diagram
অৱস্থা-পৰিৱৰ্তন ডায়াগ্ৰাম,State transition diagram
ৰূপান্তৰযোগ্য ফিল্টাৰ,State variable filter
স্থিতিশীল আখৰ,Static characteristic
স্থায়ী বিদ্যুৎ,Static electricity
স্থায়ী স্মৃতিশক্তি কোষ,Static memory cell
ষ্টেটিক ৰেণ্ডম এক্সেছ মেমৰি,Static random access memory (SRAM)
ষ্টেটাছ ৰেজিষ্টাৰ,Statuo register
অৱস্থা চিহ্ন,Status flag
অৱস্থান টাৰ্মিনেল,Statusterminal
ষ্টিয়াৰিং লজিক,Steering logic
স্তৰযুক্ত সংযোগস্থল,Step graded junction
ষ্টেপ সূচক প্ৰফাইল,Step index profile
ষ্টেপ ৰেচপন্স,Step response
স্তৰভিত্তিক,Step-graded
ষ্টেপাৰ মটৰ,Stepper motor
ষ্টেৰিঅ&#39; ইকুইলেটেৰেল,Stereo equilizer
ষ্টেৰিঅ&#39; ৰিচিভাৰ ফ্ৰিকুৱেন্সি,Stereo receiver frequency
টাইট কাপলিং,Stiff coupling
ব্ৰেক বেণ্ড,Stop band
সংৰক্ষণ বিলম্ব,Storage delay time
সংৰক্ষণ মেমৰি,Storage memory
"সংৰক্ষণৰ সময়, সময়",Storage time
ষ্ট্ৰেইন গেজ,Strain gauge
অবাঞ্চিত ধৰি ৰখা,Stray capacitance
তাঁৰ,String
সংৰক্ষণ CRO,Storage CRO
ষ্ট্ৰ&#39;ব,Strobe
ষ্ট্ৰ&#39;ব বৰ্তনী,Strobe circuit
ইনডাক্টিভ পালছ,Strobe pulse
ষ্ট্ৰ&#39;ক টাৰ্মিনেল,Strobe terminal
ষ্ট্ৰ&#39;ব&#39;স্কপিক গোলাকাৰ একক,Stroboscopic flash unit
stub,Stub
স্থবিৰ হৈ পৰিছে,Stuck
স্থবিৰ পৰিশোধন,Stuck mode
শ্বুক,Stylus
বাহক,Sub carrier
উপৰুটিন,Subroutine
ব্যাকৰণগত আখৰৰ মিশ্ৰণ,Subtractive colour mixing
subjunctive,Subtractor
"আণ্ডাৰলে, ছাবষ্ট্ৰেট",Substrate
হাত বিয়োগ কৰা,Subtraction with carry
বিয়োগ কৰা হৈছে,Subtrahend
প্ৰগতিশীল আনুমানিককৰণ,Successive approximation
কালক্ৰমিক আনুমানিক adc,Successive approximation ADC
হঠাতে বায়ুমণ্ডলীয় বিক্ষিপ্ততা,Sudden atmospheric disturbance
এডাৰ এম্প্লিফায়াৰ,Summing amplifier
চুপাৰ বিটা ট্ৰেঞ্জিষ্টৰ,Super beta transistor
চূড়ান্ত কম্পিউটাৰ,Super computer
চুপাৰ কণ্ডাক্টৰ,Super conductor
হাইপাৰহাইব্ৰিড ৰিচিভাৰ,Super heterodyne receiver
চুপাৰ হেটেৰ&#39;ডাইন তত্ত্ব,Super heterodyne principle
অভাৰপাইপ লাইন প্ৰচেছৰ,Super pipe line processor
চুপাৰ স্কেলাৰ প্ৰচেছৰ,Super scalar processor
আৰোপ উপপাদ্য,Superposition theorem
ফিড ভল্টেজ বাদ দিয়াৰ অনুপাত,Supply voltage rejection ratio
সহায়ক চিপ,Support chip
বাহক মডুলেচন বন্ধ কৰক,Suppressed carrier modulation
পৃষ্ঠীয় শব্দ তৰংগ,Surface acoustic wave
পৃষ্ঠা বাধা,Surface barrier
পৃষ্ঠা বাৰ ডিটেক্টৰ,Surface barrier detector
পৃষ্ঠা চাৰ্জ,Surface charge
পৃষ্ঠা পদক্ষেপ ষ্ট্ৰিম,Surface leakage current
ইনষ্টল কৰা ডিভাইচ,Surface mount device
পৃষ্ঠা সংস্থাপিত প্ৰযুক্তি,Surface mounted technology
ঢৌ,Surge
চাৰ্জ কাৰেণ্ট,Surge current
বুষ্ট ইম্পিডেন্স,Surge impedance
চাৰ্জ প্ৰটেক্টৰ,Surge protector
বৃদ্ধিৰ পঞ্জীয়ন,Surge register
শান্তকাৰী,Surge suppressor
চাৰ্জ ভল্টেজ,Surge voltage
প্ৰতিক্ৰিয়াশীলতা,Susceptance
সংবেদনশীলতা,Susceptibility
ৰেজিষ্টৰ ভল্টেজ,Sustaining voltage
সোয়ুজ টাৰ্মিনেল,Swage terminal
স্প্ৰেড জেনেৰেটৰ,Sweep generator
প্ৰস্তুতিমূলক একক,Sweep unit
দোলন,Swing
ডোলান চক,Swinging choke
চুইচ ব্ৰেকাৰ,Switch debuncher
চুইচ কৰা কেপাচিটৰ,Switched capacitor
চুইচ কৰা লাভ এম্প্লিফায়াৰ,Switched gain amplifier
চুইচিং,Switching
বীজগণিত সলনি কৰা,Switching algebra
চুইচিং চাৰ্কিট,Switching circuit
চুইচিং পাৱাৰ চাপ্লাই,Switching power supply
চুইচিং নিয়ন্ত্ৰক,Switching regulator
চুইচিং তৰংগ আকৃতি,Switching wave form
চুইচ কৰা প্ৰগ্ৰেমেবল টাইমাৰ,Switched programmable timer
চিহ্ন,Symbol
চিহ্ন সময়কাল,Symbol period
প্ৰতীকী লেবেল,Symbolic label
সমকালীন বিভাজক,Synchro separator
সমকালীন বৰ্তনী,Synchronising circuit
সমকালীন সংকেত,Synchronization signal
সমন্বয়ক,Synchronizer
সমকালীন কেলকুলেটৰ,Synchronous counter
সমকালীন ডিটেক্টৰ,Synchronous detector
সমকালীন সংক্ৰমণ,Synchronous transmission
সমকালীন ধৰা পেলোৱা,Synchronous detection
বাক্য গঠন,Syntax
ফ্ৰিকুৱেন্সি চিন্থেচাইজাৰ,Synthesizer frequency
"শৰীৰৰ ডিজাইন, ব্যৱস্থাৰ ডিজাইন",System design
টি-পাই ৰূপান্তৰসমূহ,T-transformation
"টেকোমিটাৰ, ঘূৰ্ণনীয় ভল্টমিটাৰ",Tachometer
ঠেংৰ ধাৰা,Tail current
টেংক বৰ্তনী,Tank circuit
টেন্টালাম কেপাচিটৰ,Tantalum capacitor
বহিষ্কাৰ কৰা,Tap
টেপ পুনৰাবৃত্তি,Tape reply
"ৰিমুভাৰ, এক্সট্ৰেক্টৰ",Tapper
tarbel পৃষ্ঠা,Tarbell interface
টি-সংযোগকাৰী,T-connector
টেলিডেল্টাছ কাগজ,Teledeltos paper
ট্যুৰ জোখ-মাখ,Telemetering
"টেলিফোনি, টেলিফোনি",Telephony
টেলিগ্ৰাফ,Teleprinter
"টেলিভিছন, দূৰদৰ্শন",Television
টেলিভিছনৰ কেমেৰা,Television camera
টেলিভিছন ৰিচিভাৰ,Television receiver
টেলিগন উপপাদ্য,Tellegen theorem
টেট্ৰ&#39;ড,Tetrode
তাপ ক্ষতিপূৰণ,Temperature compensation
"ৰাভা, স্ফটিক",Temperature conditioning crystal
তাপ-ভোল্টেজ ৰূপান্তৰক,Temperature to voltage converter
অস্থায়ী তথ্য পঞ্জীয়ন,Temporary data register
টাৰ্মিনেল,Terminal
পৰীক্ষাৰ সীহ,Test lead
পৰীক্ষা সংকেত,Test signal
চতুৰ্থ পৰমাণু,Tetravalent atoms
তাপীয় পানীৰ বৈ যোৱা,Thermal drift
তাপীয় পৃথকীকৰণ,Thermal isolation
"তাপীয় শব্দ, তাপীয় শব্দ",Thermal noise
তাপীয় অক্সিডেচন,Thermal oxidation
তাপ প্ৰতিৰোধ ক্ষমতা,Thermal resistance
তাপীয় পলায়ন,Thermal runway
তাপ বিৰতি,Thermal shutdown
তাপীয় স্থিৰতা,Thermal stability
তাপীয় নিৰ্গমন,Thermionic emission
তাপ প্ৰতিৰোধ ক্ষমতা,Thermoresistor
তাপযুগল,Thermocouple
তাপীয় প্ৰভাৱ,Thermoelectric effect
তাপ নিয়ন্ত্ৰক,Thermostat
থেভেনিন উপপাদ্য,Thevenin's theorem
পাতল আৱৰণ,Thin film
পাতল পৰ্দাৰ কেপাচিটৰ,Thin film capacitor
পাতল পৰ্দাৰ প্ৰতিৰোধ ক্ষমতা,Thin filmregister
থ’ৰিয়াম আৱৰণযুক্ত টাংষ্টেন কেথ’ড,Thoriated tungsten cathode
ক্ষমতা নিয়ম,Three halves (3/2) power law (3/2)
ট্ৰিপল চাৰ্কিট,Three phase circuit
ত্ৰি-ৰাজ্যৰ ৰাম,Three-state RMA
ট্ৰাই-এণ্ড নিয়ন্ত্ৰক,Three-terminal regulator
sill ডিটেক্টৰ,Threshold detector
sill ভল্টেজ,Threshold voltage
থাইৰাট্ৰন টিউব,Thyratron tube
"পুনৰ বিনিয়োগ, অল্পকালীন",Tickler
টিকলাৰ দোলক,Tickler oscillator
টাইট কাপলিং,Tight coupling
হেলনীয়া কৰা,Tilt
সময় ভিত্তিক বৰ্তনী,Time base circuit
টাইমাৰ জেনেৰেটৰ,Time base generator
টাইম বেচ ভল্টেজ,Time base voltage
কল বিলম্ব,Time delay
সময় মণ্ডল প্ৰতিফলনশীলতা,Time domain reflectometry (TDR)
টাইম মাৰ্কাৰ জেনেৰেটৰ,Time marker generator
কাল ভাগী,Time sharing
সময় উইন্ডো,Time window
টাইমিং মোড চুইচিং,Time-mode switching timer
"সময় নিয়ন্ত্ৰক, সময় নিয়ন্ত্ৰক",Timer
কল কন্ট্ৰ&#39;লাৰ মটৰ,Timer motor
সময় নিৰ্ধাৰণ ডায়াগ্ৰাম,Timing diagram
সময় সমন্বয় jitter,Timing jitter
ক্ৰ&#39;ন&#39;মিটাৰ মাৰ্কাৰ জেনেৰেটৰ,Timing marker generator
কল এডজাষ্টাৰ নেটৱৰ্ক,Timing network
টি-নেটৱৰ্ক,T-network
টগল চুইচ,Toggle switch
টোকেন বাছ নেটৱাৰ্ক,Token bus network
টোকেন নেটৱাৰ্ক,Token ring network
গ্ৰহণযোগ্য পৰিৱৰ্তন,Tolerance
কণ্ঠ বিস্ফোৰণ জেনেৰেটৰ,Tone burst generator
toroid,Toroid
torus এন্টেনা,Torus antenna
সম্পূৰ্ণ হাৰমনিক বিকৃতি,Total harmonic distortion
টটেম খুঁটা,Totem pole
টটেম-মেৰু ট্ৰেঞ্জিষ্টৰ,Totem pole transistor
টাচ চুইচ,Touch switch
স্পৰ্শযোগ্য কণ্ঠস্বৰ,Touch tone signaling
টি-পেড,T-pad
ট্ৰেবল,Trable
"ট্ৰেচিং, ট্ৰেচিং",Trace
"ট্ৰেক বল, ট্ৰেক বল",Track balls
অনুবৰ্তী,Tracking
ট্ৰেকিং আৰু নিয়ন্ত্ৰণ বৰ্তনী,Tract and hold circuit
"বেক কোৰ, ট্ৰেইলিং কোৰ",Trailing edge
প্ৰশিক্ষক,Trainer
অনুবৰ্তী,Tracking
পাৰস্পৰিকতা,Transadmittance
আন্তঃপৰিবাহীতা,Transconductance
ট্ৰেন্সডুচাৰ,Transducer
স্থানান্তৰ বৈশিষ্ট্যসমূহ,Transfer characteristics
স্থানান্তৰ কাৰ্য্য,Transfer function
ট্ৰেন্সফাৰ লাভ,Transfer gain
ৰূপান্তৰ,Transformation
"ট্ৰেন্সফৰ্মাৰ, ট্ৰেন্সফৰ্মাৰ",Transformer
ট্ৰেন্সফৰ্মাৰ সংযুক্ত এম্প্লিফায়াৰ,Transformer coupled amplifier
ট্ৰেন্সফৰ্মাৰ কাপলিং,Transformer coupling
পৰিৱৰ্তনশীল কাৰ্যক্ষমতা,Transformer efficiency
ক্ষণিক,Transient
ক্ষণিক উলংঘা,Transient overshoot
ক্ষণিক সঁহাৰি,Transient response
ক্ষণস্থায়ী ৰিটাৰ্ডাৰ,Transient suppressor
ট্ৰেঞ্জিষ্টৰ ব্লক,Transistor chopper
ট্ৰেঞ্জিষ্টৰ কাৰেণ্ট লাভ,Transistor current gain
ট্ৰেঞ্জিষ্টৰ চুইচ,Transistor switch
ট্ৰেঞ্জিষ্টৰ,Transistor
ট্ৰেঞ্জিষ্টৰৰ শব্দ,Transistor noise
ট্ৰেঞ্জিষ্টৰ নিয়ন্ত্ৰক,Transistor regulator
প্ৰস্থানৰ সময়,Transit time
ট্ৰেঞ্জিচন কেপাচিটৰ,Transition capacitance
ট্ৰেঞ্জিচন ফেক্টৰ,Transition factor
ট্ৰেঞ্জিচন ফ্ৰিকুৱেন্সি,Transition frequency
ট্ৰেঞ্জিচন জ&#39;ন,Transition region
স্থানান্তৰ বাফাৰ,Translation network
সংক্ৰমণ ক্ষতি,Transmission loss
পাৰ্যমান্যতা,Transmittance
"কনচাইনাৰ, কনচাইনাৰ",Transmitter
ফ্ৰিকুৱেন্সি ট্ৰেন্সমিটাৰ,Transmitter frequency
স্বচ্ছ লেচ,Transparent latch
ট্ৰেন্সপণ্ডাৰ,Transponder
পৰিবহণ বহুগুণক,Transport factor
স্পষ্ট কাৰণ,Transrectification
ক্ৰছ ৰেজিষ্টেন্স,Transresistance
অনুপ্ৰস্থ তৰংগ,Transverse electric wave
ট্ৰেন্সউইচ,Transwitch
জাল,Trap
ট্ৰেপেজ&#39;ইডাল তৰংগ,Trapezoidal wave
প্ৰগতিশীল তৰংগ নলী,Travelling wave tube
খাঁজ পৃথকীকৰণ,Trench isolation
triac,Triac
ত্ৰিকোণীয় বৰ্গ তৰংগ ৰূপান্তৰক,Triangular square wave converter
ত্ৰিকোণীয়-চাইন তৰংগ ৰূপান্তৰক,Triangular to sine wave converter
ত্ৰিকোণীয় তৰংগ উৎপাদক,Triangular wave generator
ট্ৰিগাৰ,Trigger
ট্ৰিগাৰ ডাইঅ&#39;ড,Trigger diode
ট্ৰিগাৰ পালছ,Trigger pulse
ট্ৰেঞ্জিষ্টৰ,Trigistor
"সূক্ষ্ম সামঞ্জস্য, ট্ৰিম",Trim
মাইক্ৰ&#39; এডজাষ্টাৰ,Trimmer
ট্ৰাইঅ&#39;ড,Triode
বিভক্ত ৰাশিফল,Trip coil
ট্ৰিপল প্ৰিচিচন নম্বৰ,Triple precision number
তিনিটা পৰ্যায়ৰ বাফাৰ,Tristate buffer
ট্ৰাইড লজিক,Tristate logic
ট্ৰ&#39;ক&#39;ট্ৰন,Trochotron
বিক্ষিপ্ততা বিক্ষিপ্ত লিংক,Tropo-scatter link
ট্ৰপ&#39;স্ফিয়াৰ,Troposphere
সমস্যা সমাধানকাৰী,Trouble shooting
ৰিয়েল পাৱাৰ কনভাৰ্টাৰ,True power converter
সঁচা বৰ্গ-গড় মূল ভল্টমিটাৰ,True RMS voltage
সত্য টেবুল,Truth table
টি-অৱস্থা,T-state
টিটিএল,TTL (transistor-transistor logic)
টিউব্যুলাৰ কেপাচিটৰ,Tubular capacitor
টিউন কৰা এম্প্লিফায়াৰ,Tuned amplifier
টিউন কৰা সংগ্ৰাহক দোলক,Tuned collector oscillator
টিউন কৰা ড্ৰেইন দোলক,Tuned drain oscillator
কণ্ঠৰ মূল,Tuning core
টিউনিং নেটৱৰ্ক,Tuning network
কণ্ঠৰ তন্ত্ৰ,Tuning stub
"টানেল ডাইঅ&#39;ড, টানেল ডাইঅ&#39;ড",Tunnel diode
"টানেলিং ইফেক্ট, টানেলিং ইফেক্ট",Tunneling effect
টাৰ্বাইন ফ্ল&#39;মিটাৰ,Turbine flowmeter
ট্ৰেঞ্জিচন পিৰিয়ড,Turnaround time
অন্তৰ্নিহিত সময়,Turn off time
আৰম্ভণিৰ সময়,Turn on time
টাৰ্ণষ্টাইল এন্টেনা টুইটাৰ,Turnstile antenna
টুইটাৰত,Tweater
যমল আগৰক,Twin head
টুইন-টি নটচ ফিল্টাৰ,Twin-T notch filter
yaml চাহ দোলক,Twin-T oscillator
টুইষ্টেড পেয়াৰ,Twisted pair
টুইষ্টেড ৰিং কাউণ্টাৰ,Twisted ring counter
টুইষ্টেড-নেমেটিক লিকুইড,Twisted-nematic liquid
দ্বিমুখী নেটৱৰ্ক,Two port network
টুইষ্ট্ৰন,Twystron
"উ-আৰ্ট, উ-ছাৰ্ট","U-art, U-sart"
আল্ট্ৰাছ&#39;নিক ফল্ট ডিটেক্টৰ,Ultrasonic flaw detector
আল্ট্ৰাছ&#39;নিক ফ্ৰিকুৱেন্সি,Ultrasonic frequency
অতিবেঙুনীয়া পোহৰৰ উৎস/লেম্প,Ultraviolet lamp
UV বিকিৰণ,Ultraviolet radiation
ইউমেটিক,U-matic
ভাৰসাম্যহীন বোজা (bulge),Unbalanced load
অবিৰত ষ্ট্ৰেইন গেজ,Unbonded strain gauge
নিঃচৰ্ত বাউন্স,Unconditional jump
undamped দোলন,Undamped oscillation
ইনব্ৰেডিং,Under coupling
বশ কৰা,Under damp
কম ডেম্প কৰা দোলন,Under damped oscillation
পানীৰ তলৰ কেমেৰা,Under water camera
আন্তঃভূমি নেটৱৰ্ক,Underground network
অবাধ্য,Undertone
পানীৰ তলৰ মাইক্ৰ&#39;ফোন (ভইচ ক্লায়েণ্ট),Underwater microphone
একপক্ষীয় অধিগ্ৰহণ,Unidirectional load
একক এন্টেনা,Unidirectional antenna
ঘৰুৱা পঞ্জীয়ন,Unidirectional register
এটা জংচন ট্ৰেঞ্জিষ্টৰ,Unijunction transistor
একপক্ষীয়কৰণ,Unilaterlisation
ইউনিপোলাৰ ডিভাইচ,Unipolar device
একক পৰিশিষ্ট,Uniselector
একক নিৰ্বাচক (Tel),Uniselector (telephone)
ইউনিট থ্ৰাষ্ট/ইম্পলছ,Unit impulse
তথ্য একক,Unit of information
ইউনিট ষ্টেপ,Unit step
একক ভাইব্ৰেটৰ,Unit vibrator
ইউনিট গেইন এম্প্লিফায়াৰ,Unity gain amplifier
ইউনিট গেইন বেণ্ড সম্প্ৰসাৰণ,Unity gain band width
ইউনিট শক্তি কাৰক,Unity power factor
ইউনিভাৰ্চেল ফিল্টাৰ,Universal filter
ইউনিভাৰ্চেল গেট,Universal gate
উভচৰ মটৰ,Universalmotor
"ইউনিভাৰ্চেল শ্বাণ্ট, পাৰ্শ্বীয় পথ",Universal shunt
ইউনিভাৰ্চেল ট্ৰাংক চাৰ্কিট,Universaltrunk circuit (telephone)
ইউনিভাৰ্চেল কইলিং,Universal winding
অনিয়মিত শক্তি যোগান,Unregulated power supply
অৰক্ষাহীন কেবল,Unscreened cables
ৰক্ষাহীন তাঁৰ,Unshielded wire
অটুইষ্টেড ট্ৰেন্সফৰ্মাৰ,Untuned transformer
উলম্ব ৰূপান্তৰক,Up converter
আপডাউন কেলকুলেটৰ,Updown counter
"আপলিংক, আপলিংক",Uplink
ওভাৰহেড ফ্ৰিকুৱেন্সি,Upper cut off frequency
উচ্চ প্লেবেক কম্পাঙ্ক,Upper side frequency
ওভাৰহেড ট্ৰিপ পইণ্ট,Upper trip point (UTP)
প্ৰয়োগৰ কাৰক,Utilization factor
ভি-চেনেল চুইচিং,V channel switching
ভি-মডুলেটৰ,V modulator
V-F (ভোল্টেজ/ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ),V/F converter (voltage/frequency)
ভেকুৱাম তাপ সংযোগস্থল,Vacuo-thermo junction
ভেকুৱাম বাউণ্ড ইলেক্ট্ৰষ্টেটিক ভল্টমিটাৰ,Vaccum enclosed electrostatic voltmeter
ভেকুৱাম গেজ,Vacuum gauge
ভেকুৱাম নলী,Vacuum tube
ভেকুৱাম টিউব বৰ্তনী,Vacuum tube sweep circuit
ভেকুৱাম টিউব ভল্টমিটাৰ (VTVM),Vacuum tube volt meter(VTVM)
ভেলেন্স বেণ্ড,Valence band
ভ্যালেন্স ইলেক্ট্ৰন,Valence electron
ড্ৰপ-অফ পইণ্ট,Valley current
ভালভ সংশোধক,Valve rectifier
বাষ্প পৰ্যায়ৰ দ্রাৱক,Vapour phase degresser
ভেক্টৰ ডাইঅ&#39;ড,Varactor diode
ভেক্টৰ ডাইঅ&#39;ড মডুলেটৰ,Varactor diode modulator
চৰিত্ৰ টিউনাৰ,Varactor tuner
ভেৰিয়েবল কেপাচিটৰ,Variable capacitor
ভেৰিয়েবল ইণ্ডুচাৰ,Variable inductor
ভেৰিয়েবল মডুলাছ বিভাজক,Variable module divider
ভেৰিয়েবল বেকলাইট,Variable persistence
ভেৰিয়েবল ৰিয়েক্টেন্স,Variable reactance
ভেৰিয়েবল ৰেজিষ্টেন্স,Variable resistance
"ভেৰিয়েবল ট্ৰেন্সফৰ্মাৰ, ভেৰিয়েবল ট্ৰেন্সফৰ্মাৰ",Variable transformer
variac,Variac
ভেৰিকাপ,Varicap
varistor,Varistor
warley লুপ পৰীক্ষা,Varley loop test
ভেৰ&#39;মিটাৰ (বিক্ৰিয়া পটেনচ&#39;মিটাৰ),Varmeter (reactive powermeter)
মোম,VAX
VBE বহুগুণক,VBE multiplier
ভিচিপি (ভিডিঅ&#39; কেছেট প্লেয়াৰ),VCP (video cassette player)
ভিচিআৰ (ভিডিঅ&#39; কেছেট ৰেকৰ্ডাৰ),VCR (video cassette recorder)
v-মডুলেটৰ,V-demodulator
ভেক্টৰ,Vector
ভেক্টৰ প্ৰদৰ্শন,Vector display
ভেক্টৰ গ্রাফিক্স,Vector graphics
ভেক্টৰ ইম্পিডেন্স মিটাৰ,Vector impedance meter
ভেক্টৰ নিৰ্দেশনা,Vector instruction
ভেক্টৰ নেটৱৰ্ক বিশ্লেষক,Vector network analyser
ভেক্টৰ দৰ্শক,Vector scope
ভেক্টৰ ইন্টাৰপ্ৰট,Vectored interrupt
ভেণ্ডিং মেচিন,Vending machine
বায়ু চলাচল,Ventilation
vernier কেলকুলেটৰ,Vernier counter
ভাৰ্নিয়াৰ ইন্টাৰপলেচন,Vernier interpolation
vernier পটেনচিঅ&#39;মিটাৰ,Vernier potentiometer
উলম্ব এন্টেনা,Vertical antenna
উলম্ব বাদ দিয়া,Vertical blanking
উজ্জ্বল ৰঙৰ বেণ্ড,Vertical colour strip
উলম্ব কম্পাঙ্ক,Vertical frequency
চৰম লাভ,Vertical gain
উলম্ব নিয়ন্ত্ৰক,Vertical hold control
দিগন্ত নিয়ন্ত্ৰক,Vertical horizontal hold control
অনুভূমিক ট্ৰেচ,Vertical horizontal trace
উলম্ব ফাঁক,Vertical interval
ফৰৱাৰ্ড ইন্টাৰভেল নিৰ্দেশনা,Vertical interval reference signal (VIRS)
উলম্ব ব্যৱধান পৰীক্ষা সংকেত,Vertical interval test signal (VITS)
উলম্ব মেৰুকৰণ,Vertical polarisation
উলম্ব প্ৰগ্ৰেমিং,Vertical programming
উলম্ব প্ৰগ্ৰেমিং,Vertical programming
