Hindi,Bengali
अनुक्रमिक अभिकलित्र,"অনুক্রমিক
 কম্পিউটার"
अनुक्रमिक आँकड़ा समुच्चय,ক্রমিক ডেটা সেট
अनुक्रमिक संचिका,সিক্যুয়াল ফাইল
अनुक्रमिक संचिका गठन,"সিক্যুয়াল ফাইল
 সংগঠন"
अनुक्रमिक फलन,"অনুক্রমিক
 ফাংশন"
अनुक्रमिक तर्क अवयव,"অনুক্রমিক যুক্তি
 উপাদান"
अनुक्रमिक मशीन,"অনুক্রমিক
 মেশিন"
अनुक्रमिक संक्रिया,"অনুক্রমিক
 অপারেশন"
अनुक्रमिक गठन,"অনুক্রমিক
 সংগঠন"
अनुक्रमिक प्रक्रम,অনুক্রমিক প্রক্রিয়া
अनुक्रमिक संसाधन,"অনুক্রমিক
 প্রক্রিয়াজাতকরণ"
अनुक्रमिक पंक्‍ति,ক্রমিক সারি
अनुक्रमिक पठन,অনুক্রমিক পড়া
अनुक्रमिक नियोजन तंत्र,"অনুক্রমিক
 সময়সূচী
 পদ্ধতি"
अनुक्रमिक खोज कलन-विधि,"অনুক্রমিক অনুসন্ধান
 অ্যালগরিদম"
अनुक्रमिक ट्रांसड्यूसर,"অনুক্রমিক
 ট্রান্সডুসার"
क्रमिक अभिगम,সিরিয়াল অ্যাক্সেস
क्रमिक अभिगम स्मृति,"সিরিয়াল অ্যাক্সেস
 স্মৃতি"
क्रमिक अभिगम भंडारण,"সিরিয়াল-অ্যাক্সেস
 স্টোরেজ"
क्रमिक संकलक,সিরিয়াল অ্যাডার
क्रमिक संकलन,সিরিয়াল সংযোজন
क्रमिक द्वयंक संचरण,"সিরিয়াল বিট
 সংক্রমণ"
द्वयंकक्रमी,সিরিয়াল বাই বিট
क्रमिक अभिकलित्र,সিরিয়াল কম্পিউটার
क्रमिक आँकड़े,সিরিয়াল ডেটা
क्रमिक आँकड़ा नियंत्रक,"সিরিয়াল ডেটা
 নিয়ামক"
क्रमिक संचिका,সিরিয়াল ফাইল
क्रमिक प्रवाह,সিরিয়াল প্রবাহ
क्रमिक निवेश निर्गम,সিরিয়াল-ইনপুট-আউটপুট
क्रमिक निवेश क्रमिक निर्गम,সিরিয়াল আউট সিরিয়াল
क्रमिक अंतरापृष्‍ठ,সিরিয়াল ইন্টারফেস
"क्रमिक प्रचालन, क्रमिक संक्रिया",সিরিয়াল অপারেশন
क्रमिक-युगपत,সিরিয়াল-সমান্তরাল
क्रमिक संद्वार,সিরিয়াল পোর্ট
क्रमिक मुद्रित्र,সিরিয়াল প্রিন্টার
क्रमिक प्रक्रम,সিরিয়াল প্রক্রিয়া
क्रमिक संसाधन,সিরিয়াল প্রসেসিং
क्रमिक क्रमादेशन,"সিরিয়াল
 প্রোগ্রামিং"
क्रमिक शाटन,সিরিয়াল বাছাই
क्रमिक भंडारण,সিরিয়াল স্টোরেজ
क्रमिक अंतक,সিরিয়াল টার্মিনাল
क्रमिक-युगपत रूपांतरित्र,"সিরিয়াল থেকে সমান্তরাল
 রূপান্তরকারী"
क्रमिक स्थानांतरण,সিরিয়াল স্থানান্তর
क्रमिक संचरण,সিরিয়াল সংক্রমণ
क्रमिक शब्द संक्रिया,"সিরিয়াল শব্দ
 অপারেশন"
परिसेवक,সার্ভার
सेवा द्वयंक,পরিষেবা বিট
सेवा ब्यूरो,পরিষেবা ব্যুরো
सेवा परिपथ,পরিষেবা সার্কিট
सेवा कूट,পরিষেবা কোড
सेवा इंजीनियरी,"পরিষেবা
 প্রকৌশল"
सेवा क्रम सारणी,পরিষেবা অর্ডার টেবিল
सेवा क्रमादेश,পরিষেবা প্রোগ্রাম
सेवा दर,পরিষেবা হার
सेवा अनुरोध अंतरायन,"পরিষেবা অনুরোধ
 বাধা"
सेवा नेमका,পরিষেবা রুটিন
सर्वो यंत्रावली,সার্ভো মেকানিজম
सर्वो गुणक,সার্ভোমাল্টিপ্লায়ার
सर्वोपृष्‍ठ,সার্ভো পৃষ্ঠ
सत्र नियंत्रण,সেশন নিয়ন্ত্রণ
सत्र स्तर,সেশন স্তর
समुच्चय बीजावली,বীজগণিত সেট করুন
विच्छेद बिंदु निर्देशन,ব্রেক পয়েন্ট সেট করুন
समुच्चय अंतर,পার্থক্য সেট করুন
निर्देश बिंदु,চিহ্নিত করা
निर्देश प्रतीक,প্রতীক সেট
सादन काल,সময় নির্ধারণ
व्यवस्था,সেট আপ
व्यवस्था आरेख,ডায়াগ্রাম সেট আপ করুন
सात द्वयंक बाइट,সাত-বিট-বাইট
सात परित संदर्भ निदर्श,"সাত-স্তর
 উল্লেখিত নমুনা"
सप्‍तखंड प्रदर्श,"সাত-বিভাগ
 প্রদর্শন"
त्रुटि स्तर कट,তীব্রতা কোড
षट्क,সেক্সটেট
छायांकन,শেডিং
शैनन,শ্যানন
शैनन फैनो कूटलेखन,"শ্যানন-ফ্যানো
 কোডিং"
शैनन हार्टली नियम,"শ্যানন-হার্টলি
 আইন"
शैनन आरेख,"শ্যানন এর
 চিত্র"
शैनन निदर्श,শ্যাননের মডেল
शैनन प्रमेय,শ্যাননের উপপাদ্য
आकृति संशोधक जालक्रम,রুপিং নেটওয়ার্ক
सहभाजी प्रचय क्षेत्र,ভাগ করা ব্যাচ অঞ্চল
सहभाजी चक्रिका,ভাগ করা ডিস্ক
सहभाजी संचिका,ভাগ করা ফাইল
सहभाजी तर्क,ভাগ করা যুক্তি
सहभाजी तर्क तंत्र,"ভাগ করা যুক্তি
 পদ্ধতি"
सहभाजी स्मृति,ভাগ করা মেমরি
सहभाजी साधन,ভাগ করা রিসোর্স
सहभाजी भंडारण,ভাগ করা স্টোরেজ
सहभाजी तंत्र,ভাগ করা সিস্টেম
सहभाजी कल्पित क्षेत्र,ভাগ করা ভার্চুয়াল অঞ্চল
सहभाजन,ভাগ করে নেওয়া
पर्ण,শীট
पर्ण भरक,শীট ফিডার
शेफर स्ट्रोक,শেফার স্ট্রোক
शेल विधि,শেলের পদ্ধতি
शेल शाटन,শেল বাছাই
विस्थापन,শিফট
विस्थापन संप्रतीक,শিফট চরিত্র
विस्थापन गणित्र,শিফট কাউন্টার
अधोविस्थापन मोडेम,শিফট ডাউন মডেম
अत: विस्थापन संप्रतीक,শিফট-ইন চরিত্র
विस्थापन अनुदेश,শিফট নির্দেশ
विस्थापन कुंजीयन,শিফট কীিং
बाह्‍य विस्थापन संप्रतीक,শিফট আউট চরিত্র
विस्थापन स्पंद,শিফট ডাল
विस्थापन लघुकरण पद विन्यास,"শিফট হ্রাস
 পার্সিং"
विस्थापन पंजी,স্থানান্তর নিবন্ধন
प्ररोही विधि,শুটিং পদ্ধতি
कार्यशाला,দোকান
लघु खंडक,শর্ট ব্লক
लघु पत्रक,শর্ট কার্ড
लघु कूट डायलन,শর্ট কোড ডায়ালিং
लघु डायलन,সংক্ষিপ্ত ডায়ালিং
लघुतम पथ कलन विधि,"সংক্ষিপ্ততম পথ
 অ্যালগরিদম"
लघु अनुदेश,সংক্ষিপ্ত নির্দেশ
अल्पकालिक नियोजन,"স্বল্প মেয়াদ
 সময়সূচী"
अल्पकालिक भंडारण,স্বল্পমেয়াদী স্টোরেজ
लघु शब्द,সংক্ষিপ্ত শব্দ
स्कंध अंतराग्रहण,কাঁধের ট্যাপ
संचरण रोध अनुक्रम,সিকোয়েন্স বন্ধ করুন
सहोदर,ভাইবোন
पार्श्‍व बैंड,সাইড ব্যান্ড
पार्श्‍व परिपथ,সাইড সার্কিট
पार्श्‍व प्रभाव,পার্শ্ব প্রতিক্রিয়া
पार्श्‍व पालि,সাইড লোব
निचालन तकनीक,সিফটিং কৌশল
दर्श जाँच,দর্শন চেক
सिग्मा भाषा,সিগমা ভাষা
सिग्मा स्मृति,সিগমা স্মৃতি
सिग्मा भंडारण,সিগমা স্টোরেজ
सिग्मा तरु,সিগমা গাছ
सिग्मा शब्द,সিগমা শব্দ
चिह्‍न,চিহ্ন
"संकेत, सिग्नल",সংকেত
संकेत अनुकूलन,সিগন্যাল কন্ডিশনার
संकेत रूपांतरण उपकरण,"সংকেত রূপান্তর
 সরঞ্জাম"
संकेत रूपांतरित्र,সংকেত রূপান্তরকারী
संकेत दूरी,সংকেত দূরত্ব
संकेत वितरक,সিগন্যাল ডিস্ট্রিবিউটর
संकेत अवयव,সংকেত উপাদান
संकेत सक्षमकरण,সংকেত সক্ষম
संकेत संदमन,সংকেত বাধা
संकेत स्तर,সংকেত স্তর
संकेतन दर,সংকেত হার
संकेत संक्रिया,সংকেত অপারেশন
संकेत संसाधन,সংকেত প্রক্রিয়াজাতকরণ
संकेत संसाधित्र,সিগন্যাল প্রসেসর
संकेत अनुपात,সংকেত অনুপাত
संकेत पुनर्जनन,"সংকেত
 পুনর্জন্ম"
संकेत मानकीकरण,"সংকেত
 মানীকরণ"
संकेत तीव्रता,সংকেত শক্তি
संकेत रव अनुपात,"শব্দ সংকেত
 অনুপাত"
संकेत स्थानांतरण बिंदु,"সংকেত স্থানান্তর
 পয়েন্ট"
संकेत रूपांतरण,"সংকেত
 রূপান্তর"
चिह्‍नक विश्‍लेषण,স্বাক্ষর বিশ্লেষণ
चिह्‍नक परीक्षण,স্বাক্ষর পরীক্ষা
चिह्‍न द्वयंक,বিট সাইন
चिह्‍न संप्रतीक,সাইন চরিত্র
चिह्‍न प्रतिबंध,সাইন শর্ত
चिह्‍न अंक,সাইন ডিজিট
चिह्‍नित द्वि-आधारी,স্বাক্ষরিত বাইনারি
चिह्‍नत क्षेत्र,স্বাক্ষরিত ক্ষেত্র
चिह्‍नित परिमाण निरूपण,"স্বাক্ষরিত মাত্রা
 প্রতিনিধিত্ব"
चिह्‍नित संकुलित दशमलव,"স্বাক্ষরিত প্যাকেট
 দশমিক"
सार्थक अंक,উল্লেখযোগ্য অঙ্ক
सार्थक अंक परिकलन,"উল্লেখযোগ্য অঙ্ক
 পাটিগণিত"
सार्थक अंक,গুরুত্বপূর্ণ ব্যক্তিত্ব
सार्थक अंतराल,উল্লেখযোগ্য ব্যবধান
चिह्‍न परिमाण,সাইন মাত্রা
चिह्‍न स्थिति,সাইন পজিশন
सिलिकॉन पटलिका,সিলিকন চিপ
सिलिकॉन द्वार,সিলিকন গেট
समरूप तरू,অনুরূপ গাছ
सरल चयन,সাধারণ বাফারিং
साधारण प्रतिबंध,সহজ অবস্থা
एकल अनुदेश,সহজ নির্দেশ
एकल अनुदेश बहु आँकड़े,"সহজ নির্দেশ
 একাধিক ডেটা"
साधारण प्राचल,সাধারণ প্যারামিটার
सरल समता जाँच,"সাধারণ সমতা
 পরীক্ষা করুন"
एक-संकेतन प्रणाल,সিম্প্লেক্স চ্যানেল
एक-संकेतन परिपथ,সিমপ্লেক্স সার্কিট
एक-संकेतन कूट,সিম্প্লেক্স কোড
एक-संकेतन संचार,"সিম্প্লেক্স
 যোগাযোগ"
एक-संकेतन विधि,সিম্প্লেক্স পদ্ধতি
एक-संकेतन तंत्र,সিম্প্লেক্স সিস্টেম
एक-संकेतन संचरण,"সিম্প্লেক্স
 সংক্রমণ"
सिम्सक्रिप्ट,সিমস্ক্রিপ্ট
अनुकरण भाषा,"সিমুলেশন
 ভাষা"
अनुकारी,সিমুলেটর
युगपत अभिगम,"যুগপত
 অ্যাক্সেস"
युगपत अभिकलित्र,"যুগপত
 কম্পিউটার"
युगत निवेश निर्गम,"একযোগে ইনপুট
 আউটপুট"
युगपत संक्रिया,"যুগপত
 অপারেশন"
युगपत संसाधन,"যুগপত
 প্রক্রিয়াজাতকরণ"
युगपत संचरण,"যুগপত
 সংক্রমণ"
एकल पता,একক ঠিকানা
एकल पता कूट,"একক ঠিকানা
 কোড"
एकल पता अनुदेश,"একক ঠিকানা
 নির্দেশ"
एकल पता संदेश,"একক ঠিকানা
 বার্তা"
एकल नियतन भाषा,"একক অ্যাসাইনমেন্ট
 ভাষা"
एकल चयकन,একক বাফারিং
एकल परिपथ,একক সার্কিট
एकल चक्रीय कुंजी,একক চক্র কী
एकल प्रांत जालक्रम,"একক ডোমেন
 অন্তর্জাল"
एकल त्रुटि,একক ত্রুটি
एकल आवृत्ति संकेतन,"একক ফ্রিকোয়েন্সি
 সংকেত"
एकल अनुदेश बहु आँकड़े,"একক নির্দেশ
 একাধিক ডেটা"
एकल लंबाई प्रचालन,"একক দৈর্ঘ্য
 কাজ"
एकाधीन टेलिफोन केंद्र,"একক অফিস
 বিনিময়"
एकल संकार्य पताभिगमन,"একক অপারেন্ড
 সম্বোধন"
एकल संकार्य अनुदेश,"একক অপারেন্ড
 নির্দেশ"
एकल संक्रिया,একক অপারেশন
एकल पारण क्रमादेश,"একক পাস
 কার্যক্রম"
एकल बिंदु भूसंपर्कक,"একক বিন্দু
 গ্রাউন্ড"
एकल परिशुद्‍धता,একক নির্ভুলতা
एकल व्यवस्था,একক সেট আপ
एकल पर्ण भरण,"একক শীট
 খাওয়ানো"
एकल स्पंद परिपथ,একক শট সার্কিট
एकल पार्श्‍वबैंड संचरण,"একক সাইড ব্যান্ড
 সংক্রমণ"
एकल चरण,একক পদক্ষেপ
एकल चरण संक्रिया,"একক পদক্ষেপ
 অপারেশন"
एकल सूत्रण,একক থ্রেডিং
एकल उर्ध्वाधर कुंजी,একক উল্লম্ব কী
एकधा श्रृंखलित सूची,এককভাবে লিঙ্কযুক্ত তালিকা
अभिगम धारा,ডুবিয়ে বর্তমান
अवरोहण तकनीक,ডুবে যাওয়া কৌশল
एकल लंबाई प्रचालन,"একক দৈর্ঘ্য
 কাজ"
षट द्वयंक बाइट,ছয় বিট বাইট
षट अंकीय अनुवाद,ছয় অঙ্কের অনুবাদ
आमापन,আকার
कंकालीकूट,কঙ্কাল কোড
विषम संप्रतीक,স্কিউ চরিত্র
विषम अभितार,স্কিউ ওভারলোড
"असंतुलित तरु, विषम तरु","স্কিউড গাছ
 (= ভারসাম্যহীন
 গাছ)"
विषम विफलता,স্কিউ ব্যর্থতা
प्लुति,এড়িয়ে যান
प्लुति कूट,কোড এড়িয়ে যান
प्लुति पताका,পতাকা এড়িয়ে যান
प्लुति अनुदेश,নির্দেশ এড়িয়ে যান
प्लति कुंजी,কী এড়িয়ে যান
प्लुति,স্কিপিং
प्लुति अनुक्रमिक अभिगम विधि,"ক্রমিক এড়িয়ে যান
 অ্যাক্সেস পদ্ধতি"
शिथिल बाइट,স্ল্যাক বাইট
अधीन अभिकलित्र,স্লেভ কম্পিউটার
अधीन यंत्र,স্লেভ মেশিন
अधीन विधा,স্লেভ মোড
अधीन केंद्र,স্লেভ স্টেশন
अधीन नलिका,স্লেভ টিউব
संकेत अनुक्रिया दर,স্লিউ রেট
कतली,স্লাইস
कतली स्थापत्य कल,স্লাইস আর্কিটেকচার
कतलीयक,স্লিকার
कतलीयन,কাটা
प्रवणता तुल्यकारी,Ope ালু সমতা
खाँचा,স্লট
खाँचदार ऐन्टेना,স্লট অ্যান্টেনা
खाँचा पठित्र,স্লট রিডার
मंद क्षय,ধীর মৃত্যু
मंद भंडारण,ধীর স্টোরেজ
मंद समय मापक्रम,ধীর সময় স্কেল
लघु एकीकरण,"ছোট স্কেল
 মিশ্রণ"
चुस्त यंत्र,স্মার্ট মেশিন
चुस्त अंतक,স্মার্ট টার্মিনাল
खंड विधा अभिलेख,এস-মোড রেকর্ড
धूम्र परीक्षण,ধোঁয়া পরীক্ষা
समकृत आँकड़े,স্মুথড ডেটা
समकरण,স্মুথিং
मसी विस्तरण,ধাক্কা
आशुचित्र,স্ন্যাপ শট
आशुचित्र दोषमार्जन,স্ন্যাপশট ডিবাগ
आशुचित्र सन्निक्षेप,স্ন্যাপশট ডাম্প
आशुचित्र क्रमादेश,"স্ন্যাপশট
 কার্যক্রম"
संक्षर धारा,স্রোত স্রোত
त्रुटिमार्जन,স্নিফিং
स्नोबॉल,স্নোবোল
सॉकेट,সকেট
मृदु प्रति,সফট কপি
क्षणिक त्रुटि,"নরম ত্রুটি
 (= ক্ষণস্থায়ী
 ত্রুটি)"
मृदु कुंजी पटल,নরম কীবোর্ড
मृदु त्रिज्यखंड,নরম খাত
मृदु त्रिज्यखंडी चक्रिका,নরম সেক্টরড ডিস্ক
मृदु त्रिज्य खंड चक्रिका तंत्र,"নরম সেক্টরড ডিস্ক
 পদ্ধতি"
मृदु त्रिज्यखंड संरूपण,"নরম খাত
 গঠন"
मृदु प्रक्रिया सामग्री,নরম সফ্টওয়্যার
प्रक्रिया सामग्री,সফটওয়্যার
प्रक्रिया सामग्री सुसंगत,"সফটওয়্যার
 উপযুক্ত"
प्रक्रिया सामग्री नियंत्रण,সফ্টওয়্যার নিয়ন্ত্রণ
प्रक्रिया सामग्री युक्‍ति,সফ্টওয়্যার ডিভাইস
प्रक्रिया सामग्री प्रलेखन,"সফটওয়্যার
 ডকুমেন্টেশন"
प्रक्रिया सामग्री चालक,সফটওয়্যার ড্রাইভার
प्रक्रिया सामग्री यंत्रानुकरण,"সফটওয়্যার
 অনুকরণ"
प्रक्रिया सामग्री इंजीनियरी,"সফটওয়্যার
 প্রকৌশল"
प्रक्रिया सामग्री इंजीनियरी परिवेश,"সফটওয়্যার
 প্রকৌশল
 পরিবেশ"
प्रक्रिया सामग्री घर,সফটওয়্যার হাউস
प्रक्रिया सामग्री जीवन चक्र,সফ্টওয়্যার লাইফ সাইকেল
प्रक्रिया सामग्री अनुरक्षण,"সফটওয়্যার
 রক্ষণাবেক্ষণ"
प्रक्रिया सामग्री मॉनिटर,সফ্টওয়্যার মনিটর
प्रक्रिया सामग्री पैकज,সফ্টওয়্যার প্যাকেজ
प्रक्रिया सामग्री आदि प्ररूपण,"সফটওয়্যার
 প্রোটোটাইপিং"
गुणता-सुनिश्‍चयन,"সফ্টওয়্যার মানের
 আশ্বাস"
प्रक्रिया सामग्री अभिलेखन सुविधा,"সফ্টওয়্যার রেকর্ডিং
 সুবিধা"
प्रक्रिया सामग्री विश्‍वसनीयता,সফ্টওয়্যার নির্ভরযোগ্যতা
प्रक्रिया सामग्री विनिर्देश,সফ্টওয়্যার স্পেসিফিকেশন
प्रक्रिया सामग्री चिति,সফ্টওয়্যার স্ট্যাক
प्रक्रिया सामग्री आलंब तंत्र,"সফ্টওয়্যার সমর্থন
 পদ্ধতি"
प्रक्रिया सामग्री साधन,সফ্টওয়্যার সরঞ্জাম
प्रक्रिया सामग्री अनुरेख विधा,"সফ্টওয়্যার ট্রেস
 মোড"
टांका आच्छद,ঝাল মাস্ক
स्थायी त्रुटि,কঠিন ত্রুটি
ठोस फान्ट मुद्रित्र,সলিড ফন্ট প্রিন্টার
ठोस तर्क प्रौद्योगिकी,"সলিড লজিক
 প্রযুক্তি"
ठोस अवस्था,কঠিন অবস্থা
ठोस अवस्था घटक,"কঠিন অবস্থা
 উপাদান"
ठोस अवस्था अभिकलित्र,"কঠিন অবস্থা
 কম্পিউটার"
ठोस अवस्था स्मृति,সলিড স্টেট মেমরি
साधनीय,সমাধানযোগ্য
ध्वनिक विलंब लाइन,সোনিক বিলম্ব লাইন
खंडकित शाटन संख्या,"বাছাই ব্লকিং
 ফ্যাক্টর"
शाटित्र,সোর্টার
शाटन जनित्र,প্রজন্ম বাছাই করুন
शाटन लिखमिट टेप,"স্ক্র্যাচ বাছাই করুন
 টেপ"
शाटन,শ্রেণীবিভাজন
शाटन मद,বাছাই আইটেম
शाटन क्रमादेश,বাছাই প্রোগ্রাম
शाटन पुनर्वेष्‍टन काल,"রিওয়াইন্ড বাছাই করা
 সময়"
शाटन अनुक्रमण कुंजी,"সিকোয়েন্সিং বাছাই করা
 চাবি"
शाटन रज्जु,বাছাই স্ট্রিং
शाटन लिखमिट टेप,কাজ টেপ বাছাই (= বাছাই করা স্ক্র্যাচ টেপ)
शाटन कुंजी,বাছাই কী
शाटन विलय,মার্জ বাছাই করুন
शाटन विलय सुविधा,মার্জ সুবিধা বাছাই করুন
शाटन विलय जनित्र,"মার্জ বাছাই করুন
 জেনারেটর"
शाटन विलय क्रमादेश,"মার্জ বাছাই করুন
 কার্যক্রম"
शाटन दौर,বাছাই পাস
शाटन क्रमादेश,বাছাই প্রোগ্রাম
शाटन वरण,বাছাই বাছাই
शाटन उपयोगिता,বাছাই ইউটিলিটি
स्रोत वर्णमाला,উত্স বর্ণমালা
स्रोत कूट,সোর্স কোড
स्रोत कूट सुसंगति,"সোর্স কোড
 সামঞ্জস্যতা"
स्रोत कूटलेखन,উত্স কোডিং
स्रोत कूटलेखन प्रमेय,"উত্স কোডিং
 উপপাদ্য"
स्रोत संपीडन कूटलेखन,"সূত্র
 সঙ্কোচন
 কোডিং"
स्रोत संपीडन गुणक,"সূত্র
 সঙ্কোচন
 ফ্যাক্টর"
स्रोत अभिकलित्र,উত্স কম্পিউটার
स्रोत आँकड़े,উৎস তথ্য
स्रोत आँकड़ा अर्जन,"উৎস তথ্য
 অধিগ্রহণ"
स्रोत आँकड़ा स्वचालन,"উৎস তথ্য
 অটোমেশন"
स्रोत आँकड़ा पत्रक,উত্স ডেটা কার্ড
स्रोत गड्ङी,উত্স ডেক
स्रोत प्रलेख,উৎস নথি
स्रोत संपादक,উত্স সম্পাদক
स्रोत संचिका,উত্স ফাইল
स्रोत कुंजी,উত্স কী
स्रोत भाषा,উৎস ভাষা
स्रोत भाषा दोषमार्जन,"উৎস ভাষা
 ডিবাগিং"
स्रोत भाषा अनुवाद,"উৎস ভাষা
 অনুবাদ"
स्रोत क्रमादेश संग्रह,উত্স গ্রন্থাগার
क्रमादेश सूचीयन,"উত্স তালিকা
 (= প্রোগ্রাম
 তালিকা)"
स्रोत यंत्र,উত্স মেশিন
स्रोत स्थूल परिभाषा,"উত্স ম্যাক্রো
 সংজ্ঞা"
स्रोत प्रतिरूपक,উত্স মডিউল
स्रोत प्रतिरूपक क्रमादेश संग्रह,"উত্স মডিউল
 গ্রন্থাগার"
स्रोत संकार्य पंजी,"উত্স অপারেন্ড
 নিবন্ধন"
स्रोत गड्डी,উত্স প্যাক
स्रोत क्रमादेश,উত্স প্রোগ্রাম
स्रोत क्रमादेश अनुभाषण,"উত্স প্রোগ্রাম
 সংকলন"
स्रोत अभिलेखन,উত্স রেকর্ডিং
स्रोत समुच्चय,উত্স সেট
स्रोत कथन,উত্স বিবৃতি
स्रोत कथन क्रमादेश संग्रह,"উত্স বিবৃতি
 গ্রন্থাগার"
स्रोत सारणी,উত্স টেবিল
स्रोत उपयोगिता,উত্স ইউটিলিটি
"रिक्‍ति, समष्‍टि, निमग, आकाश",স্থান
रिक्‍ति संप्रतीक,স্থান চরিত্র
रिक्‍ति कूट,স্পেস কোড
समष्‍टि जटिलता,স্থান জটিলতা
समष्‍टि प्रांत,স্পেস ডোমেন
निम्रग स्तर,স্থান স্তর
आकाशी क्वान्टीकरण,স্পেস কোয়ান্টাইজেশন
रिक्‍ति निरोध,স্থান দমন
दिक्काल संबंध,"স্থান সময়
 সম্পর্ক"
निम्रग-उच्चग संक्रमण,"স্পেস-টু মার্ক
 রূপান্তর"
अंतराल अभिनति,ফাঁকা পক্ষপাত
अंतरणी अंत विरूपण,"ব্যবধান-শেষ
 বিকৃতি"
विस्तृति रेखा,স্প্যান লাইন
विस्तरित सरणी,বিস্তৃত অ্যারে
विस्तरित उपालेख,সাবগ্রাফ বিস্তৃত
विस्तरित तरु,বিস্তৃত গাছ
विरल अवयवी सरणी,বিরল অ্যারে
विरल अवयवी मैट्रिक्स,স্পার্স ম্যাট্রিক্স
विशेष उद्देश्य अभिकलित्र,"বিশেষ কারণ
 কম্পিউটার"
विशेष उद्देश्य भाषा,"বিশেষ কারণ
 ভাষা"
विशेष पंजी,বিশেষ নিবন্ধ
विशेष सेवा,বিশেষ পরিষেবা
विशिष्‍ट पता,নির্দিষ্ট ঠিকানা
विनिर्देश कथन,"স্পেসিফিকেশন
 বিবৃতি"
विनिर्देश उपक्रमादेश,"স্পেসিফিকেশন
 সাবপ্রগ্রাম"
विशिष्‍ट कूट,নির্দিষ্ট কোড
विशिष्‍ट कूटलेखन,নির্দিষ্ট কোডিং
विशिष्‍ट क्रमादेश,নির্দিষ্ট প্রোগ্রাম
विशिष्‍ट नेमका,নির্দিষ্ট রুটিন
स्पेक्ट्रमी अनुक्रिया,বর্ণালী প্রতিক্রিয়া
वाक् आह्‍वान,বক্তৃতা কলিং
वाक् निवेश,স্পিচ ইনপুট
वाक् एवं संकेतन,"স্পিচ প্লাস
 সংকেত"
वाक् रूपांतरित्र,স্পিচ স্ক্র্যামবলার
वाक् संश्‍लेषित्र,স্পিচ সিনথেসাইজার
आशु आह्‍वान,গতি কলিং
गोलीय टंकण शीर्ष,"গোলাকার প্রকার
 মাথা"
चक्रण तालक,স্পিন লক
सर्पिल चतुर्केबल,সর্পিল চারটি কেবল
स्प्लाइन,স্প্লাইন
विभक्‍त क्रमादेश सूची,বিভক্ত ক্যাটালগ
विभक्‍त प्रपट्ट,বিভক্ত পর্দা
विभाजन,বিভাজন
स्पूल,স্পুল
स्पूलक,স্পুলার
स्पूलन,স্পুলিং
स्पूल प्रबंध,স্পুল ম্যানেজমেন্ট
विस्तृत स्पेक्ट्रम,বর্ণালী ছড়িয়ে দিন
विस्तृत स्पेक्ट्रम माडुलन,"স্প্রেড-স্পেকট্রাম
 মড্যুলেশন"
दंत चक्र भरण,স্প্রকেট ফিড
दंत चक्र छिद्र,স্প্রোকেট হোল
दंत चक्र पथ,স্প্রকেট ট্র্যাক
उत्क्षेप संकेतन,স্পার্ট সিগন্যালিং
वर्ग मैट्रिक्स,স্কোয়ার ম্যাট্রিক্স
अवकंप,Squale
अवकंपन,চেঁচামেচি
स्थायी अवस्था,স্থিতিশীল অবস্থা
चिति,স্ট্যাক
चिति कलनविधि,স্ট্যাক অ্যালগরিদম
चिति स्थापत्य कला,স্ট্যাক আর্কিটেকচার
चिति स्वचल प्ररूप,স্ট্যাক অটোমেটা
चितीयित आलेख,স্ট্যাকড গ্রাফ
चितीयित कार्य,স্ট্যাকড জব
चितीयित कार्य संसाधन,"স্ট্যাকড জব
 প্রক্রিয়াজাতকরণ"
चिति फ्रेम,স্ট্যাক ফ্রেম
चिति सूचक,স্ট্যাক সূচক
चितीयन,স্ট্যাকিং
चिति संसाधन,স্ট্যাক ম্যানিপুলেশন (= স্ট্যাক প্রসেসিং)
चिति सूचक,স্ট্যাক পয়েন্টার
चिति सूचक पताभिगमन विधा,"স্ট্যাক পয়েন্টার
 ঠিকানা মোড"
चिति संसाधन,স্ট্যাক প্রসেসিং
मंचन,মঞ্চায়ন
सोपान तरंगरूप,"সিঁড়ি
 তরঙ্গরূপ"
स्वाश्रयी,একা দাঁড়িয়ে
स्वाश्रयी मोडेम,"একা দাঁড়িয়ে
 মডেম"
मानक आँकड़ा विनिमय,"স্ট্যান্ডার্ড ডেটা
 বিনিময়"
मानक आँकड़ा संरूप,"স্ট্যান্ডার্ড ডেটা
 ফর্ম্যাট"
मानक संचिका,স্ট্যান্ডার্ড ফাইল
मानक रूप,মান ফর্ম
मानक आलेख,স্ট্যান্ডার্ড গ্রাফ
मानक सूचना,"স্ট্যান্ডার্ড
তথ্য"
मानक अंतरापृष्‍ठ,স্ট্যান্ডার্ড ইন্টারফেস
मानकीकरण,মানীকরণ
मानक लेबल,স্ট্যান্ডার্ড লেবেল
मानक प्रचालन प्रक्रिया,"স্ট্যান্ডার্ড অপারেটিং
 পদ্ধতি"
मानक योग गुणनफल,"স্ট্যান্ডার্ড পণ্য
 অঙ্কের"
मानक गुणन पद,"স্ট্যান্ডার্ড পণ্য
 শব্দ"
मानक क्रमादेश,স্ট্যান্ডার্ড প্রোগ্রাম
मानक उपनेमका,"স্ট্যান্ডার্ড
 Subroutine"
मानक गुणनफल योग,"স্ট্যান্ডার্ড যোগ
 পণ্য"
मानक योग पद,স্ট্যান্ডার্ড যোগ শব্দ
