Marathi,English
सेरोसा,Serosa
सेरेट,Serrate
सेर्टोली सेल (समर्थन सेल),Sertoli cell (supporting cell)
सीरम,Serum
सेसबानिया,Sesbania
सेसिल,Sessile
सेटा,Seta
सेटा,Seta
सेट,Setae
गंभीर एकत्रित इम्युनोची कमतरता,Severe combined immuno deficiency
सांडपाणी प्रक्रिया,Sewage treatment
लिंग,Sex
लैंगिक वर्तन,Sexual behaviour
सेक्स क्रोमोसोम,Sex chromosome
सेक्स हार्मोन,Sex hormone
लैंगिक कपट,Sexual deceit
लैंगिक विकास,Sexual development
लैंगिक अस्पष्टता,Sexual dimorphism
लैंगिक परिपक्वता,Sexual maturity
लैंगिक पुनरुत्पादन,Sexual reproduction
लैंगिक संक्रमित रोग (एसटीडी),Sexually transmitted disease (STDs)
शाफ्ट,Shaft
उथळ माती,Shallow soil
शेल-कमी अंडी,Shell-less egg
शेल अंडी,Shelled egg
शेल-फिश,Shell-fish
मेंढपाळांची पर्स,Shephered's purse
शेटलँड पोनी,Shetland pony
जहाज किडा,Ship worm
शॉक प्रोटीन,Shock protien
अक्ष शूट करा,Shoot axis
बोरर शूट करा,Shoot borer
शोरिया रोबस्टा,Shorea robusta
शॉर्ट डे प्लांट,Short day plant
लहान उंची,Short stature
शॉर्ट टँडम पुन्हा करा,Short tandem repeat
शॉर्ट वेव्ह रेडिएशन,Short wave radiation
शॉटगन पेलेट,Shotgun pellet
झुडूप,Shrub
झुडूप थर,Shrub layer
भावंड प्रजाती,Sibling species
सिकल सेल em नेमिया,Sickle cell anaemia
सिकल सेल जनुक,Sickle cell gene
चाळणी ट्यूब,Sieve tube
चाळणीसारखे,Sieve-like
सिग्मा फॅक्टर,Sigma factor
सिग्मॉइड वाढ,Sigmoid growth
एमआरएनए शांत करणे,Silencing of mRNA
मूक झोन,Silent zone
सिलिसियस स्पिक्यूल,Siliceous spicule
सिलिकॉन डाय ऑक्साईड,Silicon dioxide
सिलिकोसिस,Silicosis
सिलिका,Siliqua
रेशीम सूती वृक्ष,Silk cotton tree
गाळ,Siltation
सिल्यूरियन कालावधी,Silurian period
चांदीचे लाकूड (अबीज पिंड्रो),Silver fir (Abies pindrow)
साधे बायनरी विखंडन,Simple binary fission
साधे एपिथेलियम,Simple epithelium
साधे पाने,Simple leaf
साधे मायक्रोस्कोप,Simple microscope
साधी ट्यूबलर सिस्टम,Simple tubular system
सर्वात सोपी ट्यूबलर मलमूत्र प्रणाली,Simplest tubular excretory system
सिम्युलेशन,Simulation
एकल बाँड,Single bond
एकल सेल,Single celled
एकल मेसेंजर आरएनए,Single messenger RNA
सिंगल न्यूक्लियोटाइड पॉलिमॉर्फिझम,Single nucleotide polymorphism
एकल अडकले,Single stranded
सायनस,Sinus
सायनस वेनोसस,Sinus venosus
बहीण क्रोमॅटिड,Sister chromatid
लोकसंख्येचा आकार,Size of population
कंकाल फ्लोरोसिस,Skeletal fluorosis
कंकाल स्नायू,Skeletal muscle
सांगाडा प्रणाली,Skeletal system
त्वचेचा कर्करोग,Skin cancer
कवटी,Skull
स्लॅश आणि बर्न शेती,Slash and burn agriculture
कत्तल घर कचरा,Slaughter house waste
झोपेचा आजार,Sleeping sickness
स्लाइडिंग फिलामेंट सिद्धांत,Sliding filament theory
किंचित जंगम,Slightly movable
स्लीम लेयर,Slime layer
स्लाईम मोल्ड,Slime mould
बारीक मास,Slimy mass
रीग्रेशनचा उतार,Slope of regression
गाळ,Sludge
स्लरी,Slurry
चापटी,Smack
लहान पॉक्स,Small pox
स्माईलॅक्स,Smilax
धूम्रपान,Smog
धूर स्टॅक,Smoke stacks
गुळगुळीत एर,Smooth ER
गुळगुळीत स्नायू,Smooth muscle
स्मट,Smut
स्नॅपड्रॅगन फ्लॉवर,Snapdragon flower
स्नॉर्टिंग,Snorting
बर्फ अंधत्व,Snow blindness
बर्फमुक्त,Snow free
हिमवर्षाव,Snowfall
सामाजिक वनीकरण,Social forestry
सॉकेट,Socket
सोडियम,Sodium
सोडियम अझाइड,Sodium azide
माती,Soil
भूमी प्रदूषण,Soil pollution
मातीचे प्रोफाइल,Soil profile
मातीची पोत,Soil texture
Solanaceae,Solanaceae
सोलनम,Solanum
सोलनम ट्यूबरोजम,Solanum tuberosum
सौर स्थिर,Solar constant
सौर उर्जा,Solar energy
सौर नेबुला,Solar nebula
सौर विकिरण,Solar radiation
सौर स्पेक्ट्रम,Solar spectrum
सौर यंत्रणा,Solar system
सोलेनोइड,Solenoid
सॉलिडागो,Solidago
एकांत अक्ष,Solitary axillary
विद्रव्य,Soluble
विद्रव्य सेंद्रिय पदार्थ,Soluble organic matter
विद्रव्य सेंद्रिय पदार्थ,Soluble organic matter
विरघळ,Solute
विरघळणारी एकाग्रता,Solute concentration
उपाय,Solution
समाधान क्षमता,Solution potential
सॉल्व्हेंट,Solvent
सोमाक्लोनल संग्रह,Somaclonal collection
सोमाक्लोन,Somaclone
सोमाटिक,Somatic
सोमाटिक गर्भ,Somatic embryo
सोमाटिक हायब्रिड,Somatic hybrid
सोमाटिक संकरित,Somatic hybridisation
सोमाटोप्लाझम,Somatoplasm
सोमाटोसेन्सरी क्षेत्र,Somatosensory area
सोमाटोसेन्सरी कॉर्टेक्स,Somatosensory cortex
सोमाटोस्टॅटिन,Somatostatin
सोमाटोट्रोफ,Somatotroph
सोनोग्राफी,Sonography
काजळी,Soot
सोरोसिस,Sorosis
सोरस,Sorus
ध्वनी पातळी,Sound level
साउंडप्रूफ इन्सुलेटिंग जॅकेट,Soundproof insulating jacket
दक्षिणी ब्लॉटिंग,Southern blotting
अंतराळ अन्वेषण तंत्रज्ञान,Space exploration technology
जागा,Space
जागा,Space
स्पॅडिक्स,Spadix
स्थानिक वितरण,Spatial distribution
स्थानिक स्केल,Spatial scale
Spatulate,Spatulate
स्पॉनिंग,Spawning
स्पॉनिंग,Spawning
भाला गवत,Spear grass
विशिष्टता,Speciation
विशेष निर्मिती,Special creation
प्रजाती,Species
प्रजाती रचना,Species composition
प्रजाती विविधता,Species diversification
प्रजाती विविधता,Species diversity
प्रजाती संवाद,Species interaction
प्रजाती परस्परावलंबन,Species interdependence
प्रजाती यादी,Species inventory
प्रजाती समृद्धी,Species richness
विशिष्ट रक्तवाहिन्या,Specific blood vessel
विशिष्ट एंडोन्यूक्लीझ,Specific endonuclease
विशिष्ट सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य,Specific enzyme
विशिष्ट उष्णता,Specific heat
विशिष्ट प्रतिकारशक्ती,Specific immunity
विशिष्ट रेणू,Specific molecule
विशिष्ट नाव,Specific name
विशिष्ट रिसेप्टर,Specific receptor
विशिष्ट ओळख क्रम,Specific recognition sequence
विशिष्ट ओळख साइट,Specific recognition site
नमुना,Specimen
स्पेक्ट्रिन,Spectrin
भाषण मोटर क्षेत्र,Speech motor area
शुक्राणू लायसिन,Sperm lysin
शुक्राणू,Sperm
शुक्राणू,Spermatheca
शुक्राणुजन्य दोरखंड,Spermatic cord
शुक्राणुनाशक (आयए),Spermatid (ia)
शुक्राणुनाशक,Spermatocyte
शुक्राणुनाशक,Spermatocytogenesis
शुक्राणुजन्य रोग,Spermatogenesis
शुक्राणुजनक सेल,Spermatogenic cell
शुक्राणुजन्य,Spermatophore
शुक्राणुनाशक,Spermatophyte
शुक्राणुजन्य,Spermatozoa
शुक्राणुनाशक,Spermiation
शुक्राणुजन्य रोग,Spermiogenesis
स्फेरोसोम,Sphaerosome
स्फॅग्नम,Sphagnum
स्फेनोडॉन,Sphenodon
स्फेनोप्सिड,Sphenopsid
स्फेनोप्सिडा,Sphenopsida
गोलाकार,Spherical
स्फिंटर,Sphincter
स्प्यूलर सेल,Spicular cell
Spicule,Spicule
Spicule,Spicule
स्पाइक,Spike
स्पाइकलेट,Spikelet
पाठीचा कणा,Spinal cord
रीढ़ की हड्डी,Spinal nerve
पाठीचा कणा,Spine
पाठीचा कणा,Spine
पाठीचा कणा,Spine
पाठीचा कणा,Spine
स्पिनस,Spinous
स्पिन्यूल,Spinule
स्पिरॅकल,Spiracle
आवर्त,Spiral
स्पिरिलिना,Spirillina
स्पिरिलम,Spirillum
स्पिरोचेट,Spirochaete
स्पिरोगरा,Spirogyra
स्पिरुला,Spirula
स्पिरुलिना,Spirulina
प्लीहा,Spleen
स्प्लिस साइट,Splice site
स्प्लिसिओसोम,Spliceosome
स्प्लिंग,Splicing
स्प्लिट जीन (व्यत्यय),Split gene (interrupted)
स्प्लिटर,Splitter
पाण्याचे विभाजन,Splitting of water
खराब करा,Spoil
बोलले,Spoke
स्पंज,Sponge
स्पॉन्गिला,Spongilla
स्पॉन्गिन,Spongin
स्पॉन्गोकोएल,Spongocoel
स्पॉन्डी इरेक्टाइल टिशू,Spongy erectile tissue
स्पंजयुक्त ऊतक,Spongy tissue
उत्स्फूर्त पिढी,Spontaneous generation
उत्स्फूर्त उत्परिवर्तन,Spontaneous mutation
जीवनाचा उत्स्फूर्त मूळ,Spontaneous origin of life
उत्स्फूर्त प्रतिक्रिया,Spontaneous reaction
स्पूलिंग,Spooling
स्पोरंगिया,Sporangia
बीजाणू,Spore
बीजाणू बेअरिंग लीफ,Spore-bearing leaf
स्पोरोफिल,Sporophyll
स्पोरोफाइट,Sporophyte
स्पोरोपोलेनिन,Sporopollenin
स्पोरोझोआन,Sporozoan
स्पोरोझोइट,Sporozoite
स्पॉटेड कस्कस,Spotted cuscus
वसंत lood तु लाकूड,Spring wood
ऐटबाज (पिकिया स्मिथियाना),Spruce (Picea smithiana)
स्पर,Spur
स्क्वॅमस एपिथेलियम,Squamous epithelium
स्क्वॅश,Squash
स्क्विड,Squid
स्क्विला,Squilla
स्थिरीकरण,Stabilisation
निवड स्थिर,Stabilising selection
माती स्थिर करणे,Stabilising the soil
स्टॅक,Stack
स्टॅक,Stack
स्टॅक,Stack
स्टेज क्लिप,Stage clip
डाग नमुना,Stained speciman
देठ,Stalk
पुंकेसर,Stamen
स्टिमिनोड,Staminode
स्थायी पीक,Standing crop
स्थायी राज्य,Standing state
स्टेप्स,Stapes
स्टेफिलोकोकस अल्बस,Staphylococcus albus
स्टार फिश,Star fish
स्टार्च,Starch
स्टेशनरी न्यूक्लियस,Stationary nucleus
स्टॅटिन,Statin
स्टेशनए फेज,Stationay phase
स्टॅटोसिस्ट (बॅलन्स ऑर्गन),Statocyst (balance organ)
वैधानिक बंदी,Statutory ban
उंच घनता ग्रेडियंट,Steep density gradient
स्टील,Stele
तार्यांचा गॅंग्लियन,Stellar ganglion
तार्यांचा उत्क्रांती,Stellar evolution
स्टेम सेल,Stem cell
स्टेनोहालीन,Stenohaline
स्टेनोथर्मल,Stenothermal
स्टेंट,Stent
पाऊल,Step
स्टेप,Steppe
निर्जंतुकीकरण,Sterile
निर्जंतुकीकरण,Sterile
निर्जंतुकीकरण,Sterile
निर्जंतुकीकरण वातावरण,Sterile ambient
निर्जंतुकीकरण कामगार मधमाशी,Sterile worker bee
निर्जंतुकीकरण,Sterilisation
निर्जंतुकीकरण,Sterilisation
निर्जंतुकीकरण,Sterilisation
स्टर्नम,Sternum
स्टर्नम,Sternum
स्टिरॉइड,Steroid
स्टिरॉइड हार्मोन,Steroid hormone
स्टेरॉल,Sterol
स्टिरॉल रेणू,Sterol molecule
स्टेथोस्कोप,Stethoscope
चिकट,Sticky
कडक केस,Stiff hair
कलंक,Stigma
कलंक,Stigma
कलंक,Stigma
कलंक,Stigma
कलंक,Stigma
तरीही जन्म,Still birth
स्टिल्ट रूट,Stilt root
उत्तेजक,Stimulant
उत्तेजन,Stimulation
उत्तेजन,Stimulus
स्टिंग रे,Sting ray
स्टिंगिंग सेल,Stinging cell
दुर्गंधीयुक्त कंपोस्टेन,Stinking composten
स्टिप्यूल,Stipule
ढवळत प्रकार,Stirring type
साठा,Stock
साठा,Stock
साठा,Stock
स्टॉलोन,Stolon
पोट,Stomach
स्टोमाटा,Stomata
स्टोमेटल घनता,Stomatal density
स्टोमोचोर्डटा,Stomochordata
वादळी टप्पा,Stormy phase
थांबवा,Stop
मानसिक ताण,Strain
वनस्पतींमध्ये रुपांतर करण्याचे धोरण,Strategy of adaptation in plant
वनस्पतींचे स्तरीकरण,Stratification of vegetation
स्तरीकृत स्क्वॅमस केराटीनिझ्ड एपिथेलियम,Stratified squamous keratinised epithelium
स्ट्रॅटोपॉज,Stratopause
स्ट्रॅटोस्फीयर,Stratosphere
स्ट्रॅटोस्फेरिक,Stratospheric
स्ट्रॅटम कॉर्नियम,Stratum corneum
स्ट्रॅटम जर्मिनॅटिव्हम,Stratum germinativum
स्ट्रॅटम ग्रॅन्युलोसम,Stratum granulosum
स्ट्रॅटम ल्युसिडम,Stratum lucidum
स्ट्रॉबेरी,Strawberry
प्रवाह चळवळ,Streaming movement
स्ट्रेप्टोबॅसिलस,Streptobacillus
स्ट्रेप्टोकोकस,Streptococcus
स्ट्रेप्टोकोकस न्यूमोनिया,Streptococcus pneumoniae
स्ट्रेप्टोकिनेज,Streptokinase
स्ट्रीटेड देखावा,Striated appearance
स्ट्रीटेड स्नायू,Striated muscle
Stration,Striation
Stration,Striation
कठोर ओस्मोरग्युलेटर,Strict osmoregulator
स्ट्रीगा,Striga
पट्टी पीक,Strip cropping
स्ट्रॉबिलस,Strobilus
स्ट्रॉम वॉटर,Strom water
स्ट्रॉमा,Stroma
स्ट्रॉमल टिशू,Stromal tissue
मजबूत कमी करणारे एजंट,Strong reducing agent
स्ट्रॉन्टियम -90,Strontium-90
स्ट्रक्चरल प्रोटीन,Structural protein
अस्तित्वासाठी संघर्ष,Struggle for existence
स्ट्रुथिओ,Struthio
स्ट्राइकिनिन,Strychnine
स्टंट वाढ,Stunted growth
स्टंटिंग,Stunting
शैली,Style
शैली,Style
स्टाईलोपोडियम,Stylopodium
स्टाईलोपोडियम,Stylopodium
सब एरियल सुधारणे,Sub aerial modification
उप संस्कृती,Sub culturing
उप माती,Sub soil
सब युनिट,Sub unit
सब युनिट,Sub unit
सबक्लास,Subclass
सबक्लेव्हियन धमनी,Subclavian artery
त्वचेखालील,Subcutaneous
सबफिब्रे,Subfibre
व्यक्तिनिष्ठ दृष्टीकोन,Subjective approach
सबलिंगुअल ग्रंथी,Sublingual gland
सबमॅन्डिब्युलर गॅंग्लियन,Submandibular ganglion
सबमॅन्डिब्युलर लाळ ग्रंथी,Submandibular salivary gland
बुडले,Submerged
पाण्यात बुडलेले,Submerged leaf
बुडवणे,Submergence
सबमेटेसेन्ट्रिक,Submetacentric
सबमुकोसा,Submucosa
सबमुकोसा,Submucosa
उपनगर जहाज,Subneural vessel
सुबोफेजियल गॅंग्लियन,Suboesophageal ganglion
उप -लोकसंख्या,Subpopulation
उपप्रजाती,Subspecies
सबस्टेज कंडेन्सर,Substage condenser
प्रतिस्थापन,Substitution
सबस्टोमॅटल चेंबर,Substomatal chamber
सब्सट्रेट-बाइंडिंग साइट,Substrate-binding site
सब्सट्रेट,Substrate
सब्सट्रेट,Substrate
सबस्ट्रेटम,Substratum
उपोष्णकटिबंधीय,Subtropical
सबट्यूब्यूल,Subtubule
सलग उच्च ट्रॉफिक पातळी,Successive higher trophic level
सक्सीनेट डिहायड्रोजनेस,Succinate dehydrogenase
सक्सिनिक डिहायड्रोजनेस,Succinic dehydrogenase
सक्सिनिल कोएन्झाइम,Succinyl coenzyme
सुकुलन्स,Succulence
रसदार,Succulent
शोषक,Sucker
शोषक,Sucker
शोषक मासे,Sucker fish
शोषक मूळ,Sucking root
सुक्रोज,Sucrose
साखर,Sugar
सल्कस (लहान खोबणी),Sulcus (small groove)
गंधक,Sulphur
सल्फर ग्रॅन्यूल,Sulphur granule
सनहॅम्प,Sunhemp
सनड्यू,Sundew
बुडलेले स्टोमाटा,Sunken stomata
सूर्यप्रकाश,Sunshine
सुपरक्लास,Superclass
सुपर कॉलिंग,Super coiling
श्रेष्ठ आणि निकृष्ट पालिया,Superior and inferior palea
सुपीरियर सेरेबेलर पेडनकल,Superior cerebellar peduncle
उत्कृष्ट कोलिक्युलस,Superior colliculus
उत्कृष्ट महिला,Superior female
श्रेष्ठ नर,Superior male
सुपीरियर मेसेन्टरिक गॅंग्लियन,Superior mesenteric ganglion
उत्कृष्ट अंडाशय,Superior ovary
अलौकिक,Supernatant
सुपरपॉड,Superposed
सुपरस्क्रिप्ट,Superscript
सुपरस्क्रिप्ट,Superscript
सुप्रोओफेजियल गॅंग्लियन,Supraoesophageal ganglion
सुपरस्कापुला,Suprascapula
पृष्ठभाग प्रतिजैविक,Surface antigen
पृष्ठभागाचे क्षेत्रफळ,Surface area
पृष्ठभाग रहिवासी,Surface dweller
पृष्ठभाग निर्जंतुकीकरण,Surface sterilization
शस्त्रक्रिया,Surgery
शस्त्रक्रिया हस्तक्षेप,Surgical intervention
सरोगेट आई,Surrogate mother
सर्व्हायव्हल,Survival
संवेदनशीलता,Susceptibility
निलंबन संस्कृती,Suspension culture
निलंबन अस्थिबंधन,Suspensory ligament
शाश्वत शेती,Sustainable agriculture
शाश्वत विकास,Sustainable development
सिव्हन,Suture
Swedberg युनिट,Svedberg unit
शेपूट फुलपाखरू गिळंकृत करा,Swallow tailed butterfly
गिळंकृत,Swallowing
दलदलीचा,Swamp
झुंड,Swarm
घाम,Sweat
घाम ग्रंथी,Sweat gland
घाम येणे,Sweating
घाम येणे,Sweating
गोड क्लोव्हर,Sweet clover
स्विस चीज,Swiss cheese
तलवार मासे,Sword fish
पहारेकरी मासे,Swordtail fish
सायकॉन,Sycon
सायकॉनस,Syconus
प्रतीक,Symbiont
सहजीवन,Symbiotic
सहजीवन,Symbiosis
सहजीवन नायट्रोजन फिक्सर,Symbiotic nitrogen fixer
सहजीवन नायट्रोजन फिक्सेशन,Symbiotic nitrogen fixation
चिन्ह,Symbol
प्रतीकात्मक,Symbolic
सममितीय,Symmetrical
सहानुभूतीशील,Sympathetic
सहानुभूतीशील गॅंग्लियन साखळी,Sympathetic ganglion chain
सहानुभूती विशिष्ट,Sympatric speciation
सिम्फिसिस,Symphysis
सिम्प्लॅझम,Symplasm
सिम्प्लास्टिक पथ,Symplastic path
सिमपोर्ट,Symport
Synapse,Synapse
Synapsid,Synapsid
Synapsiss,Synapsis
Synapsiss,Synapsis
सिनॅप्टिक फाट,Synaptic cleft
सिनॅप्टिक नॉब (गाठ),Synaptic knob (knot)
सिनॅप्टिक वेसिकल,Synaptic vesicle
Synaptonemal कॉम्प्लेक्स,Synaptonemal complex
Syncarpus,Syncarpous
Syncytium,Syncytium
Syncytium,Syncytium
सिंड्रोम,Syndrome
Synecology,Synecology
Synergid,Synergid
Synergistic,Synergistic
Syngamy,Syngamy
सायनोव्हियल पोकळी,Synovial cavity
सायनोव्हियल फ्लुइड,Synovial fluid
संश्लेषण,Synthesis
कृत्रिम,Synthetic
कृत्रिम वर्ण,Synthetic character
सिफलिस,Syphilis
सिस्टीमॅटिक्स,Systematics
प्रणालीगत अभिसरण,Systemic circulation
प्रणालीगत डिसऑर्डर,Systemic disorder
सिस्टोल,Systole
टी-सायटोटॉक्सिक सेल,T-cytotoxic cell
टी-हेल्पर सेल,T-helper cell
युक्ती चळवळ,Tactic movement
स्पर्शिक उत्तेजन,Tactile stimulus
टॅडपोल,Tadpole
टेनिया,Taenia
टॅगेट्स पेटुला,Tagetes petula
तैचुंग मूळ i,Taichung native I
चिंचे,Tamarind
तामारिक्स,Tamarix
टँडम पुन्हा करा,Tandom repeat
तांडू,Tandu
टॅनिन,Tannin
टॅप रूट सिस्टम,Tap root system
टेप अळी,Tape worm
टेपेटम,Tapetum
टॅपिओका,Tapioca
ताराटोजेन,Taratogen
टॅरेक्साकम,Taraxacum
टार्सल,Tarsal
टार्सियर सिमियन्स,Tarsier simians
टार्सस,Tarsus
चव ग्रंथि,Taste bud
चव छिद्र,Taste pore
चव रिसेप्टर,Taste receptor
टॉटोमरिझम,Tautomerism
टॅक्सोल,Taxol
टॅक्सन,Taxon
वर्गीकरण गट,Taxonomic group
वर्गीकरण पदानुक्रम,Taxonomic hierarchy
वर्गीकरणवादी,Taxonomist
वर्गीकरण,Taxonomy
टी-डीएनए,T-DNA
तंत्रज्ञान,Technology
टेक्टोरियल झिल्ली,Tectorial membrane
टेगमेन,Tegmen
Tegument,Tegument
टिचोइक acid सिड,Teichoic acid
टेलिग्राफिक सिग्नल ट्रान्समिशन,Telegraphic signal transmission
टेरेन्सेलॉन,Telencephalon
टेलोसेन्ट्रिक,Telocentric
टेलोमेरे,Telomere
टेलोफेस,Telophase
टेलोफेस,Telophase
समशीतोष्ण,Temperate
समशीतोष्ण ब्रॉड लीफ फॉरेस्ट बायोम,Temperate broad leaf forest biome
समशीतोष्ण शंकूच्या आकाराचे जंगल,Temperate coniferous forest
समशीतोष्ण गवताळ प्रदेश,Temperate grassland
समशीतोष्ण सुई लीफ फॉरेस्ट बायोम,Temperate needle leaf forest biome
तापमान,Temperature
टेम्पलेट,Template
टेम्पलेट डीएनए,Template DNA
ऐहिक,Temporal
ऐहिक,Temporal
ऐहिक,Temporal
अस्थायी हाड,Temporal bone
ऐहिक कानाची पाळ,Temporal lobe
कंडरा,Tendon
टेंड्रिल,Tendril
तंबू,Tentacle
टेरेबेला,Terebella
तेरेडो,Teredo
टर्मिनल अंकुर,Terminal bud
समाप्ती,Termination
टर्मिनेशन कोडन,Termination codon
Terpene,Terpene
जमिनीवर राहणारा,Terrestrial
स्थलीय समुदाय,Terrestrial community
स्थलीय वनस्पती,Terrestrial plant
स्थलीय कशेरुक,Terrestrial vertebrates
बंगालचा दहशत,Terror of bengal
तृतीयक,Tertiary
तृतीयक सेल भिंत,Tertiary cell wall
तृतीय कालावधी,Tertiary period
चाचणी क्रॉस,Test cross
टेस्टा,Testa
टेस्टोस्टेरॉन,Testosterone
टेस्टिक्युलर लोब्यूल,Testicular lobule
अंडकोष,Testis
टेस्ट्यूडो,Testudo
टिटॅनस विष,Tetanus toxin
टेटनी,Tetany
टेट्रासाइक्लिन,Tetracyclin
टेट्रॅड,Tetrad
टेट्रॅमर,Tetramer
टेट्रॅमरस,Tetramerous
थॅलामीफ्लोरे,Thalamiflorae
थॅलेमस,Thalamus
थॅलोइड शरीर,Thalloid body
Thallofeyta,Thallophyta
थॅलस,Thallus
Theching सामग्री,Thatching material
Thecal सेल,Thecal cell
Thecodont,Thecodont
जर्मप्लाझमचा सिद्धांत,Theory of germplasm
वारसा सिद्धांत,Theory of inheritance
नैसर्गिक निवडीचा सिद्धांत,Theory of natural selection
पेंजेनेसिसचा सिद्धांत,Theory of pangenesis
अवयवाचा वापर आणि वापराचा सिद्धांत,Theory of use and disuse of organ
उपचारात्मक जनुक,Therapeutic gene
उपचारात्मकपणे,Therapeutically
थर्मल प्रदूषण,Thermal pollution
थर्मल रेग्युलेशन,Thermal regulation
थर्मल स्तरीकरण,Thermal stratification
थर्मोआसीडोफाइल,Thermoacidophile
थर्मोकलाइन,Thermocline
थर्मोकलाइन,Thermocline
थर्मोडायनामिक,Thermodynamic
थर्मोनॅस्टी,Thermonasty
थर्मोन्यूक्लियर स्फोट,Thermonuclear explosion
थर्मोपेरिओडिझम,Thermoperiodism
थर्मोरेसेप्टर,Thermoreceptor
थर्मोरेग्युलेशन,Thermoregulation
थर्मोस्टाबे,Thermostabe
थर्मोस्टेट,Thermostate
थर्मोटॅक्सिस,Thermotaxis
थर्मस एक्वाटसस,Thermus aquaticus
पातळ विभाग,Thin segment
थायोबॅसिलस,Thiobacillus
थोरॅसिक महाधमनी,Thoracic aorta
थोरॅसिक पोकळी,Thoracic cavity
थोरॅसिक गॅंग्लिया,Thoracic ganglia
थोरॅसिक विभाग,Thoracic segment
थोरॅसिक व्हर्टेब्रा,Thoracic vertebra
थोरॅकोलबर्ग आउटफ्लो,Thoracolumbar outflow
थोरॅकोलबर्ग प्रदेश,Thoracolumbar region
वक्षस्थळ,Thorax
काटा,Thorn
तीन आयामी रचना,Three dimensional structure
उंबरठा उत्तेजन,Threshold stimulus
थ्रोम्बोसाइट,Thrombocyte
थ्रोम्बोप्लास्टिन,Thromboplastin
थ्रोम्बोसिस,Thrombosis
थायलासिनस,Thylacinus
थायलाकोइड,Thylakoid
थायलाकोइड पडदा,Thylakoid membrane
थाईमाइन,Thymine
थाइमोसिन,Thymosin
थायमस,Thymus
थायरोकॅलसिटोनिन,Thyrocalcitonin
थायरॉईड फॉलिकल,Thyroid follicle
कंठग्रंथी,Thyroid gland
थायरॉईड ग्रंथी हार्मोन,Thyroid gland harmone
थायरॉईड संप्रेरक,Thyroid hormone
थायरॉईड उत्तेजक संप्रेरक (टीएसएच),Thyroid stimulating hormone (TSH)
थायरोट्रोफ,Thyrotroph
थायरोट्रोपिन रिलीझिंग हार्मोन (टीआरएच),Thyrotropin releasing hormone (TRH)
टी (ट्यूमर इंडकिंग) प्लाझमिड,Ti (tumor inducing) plasmid
टिबिया,Tibia
टिक,Tick
टिक ताप,Tick fever
भरतीसंबंधी मार्श,Tidal marsh
भरतीसंबंधी खंड,Tidal volume
टिगेलम,Tigellum
टायगर मांजर,Tiger cat
टिनोस्पोरा,Tinospora
टिन्सेल प्रकार फ्लॅगेलम,Tinsel type flagellum
लहान ध्रुवीय रेणू,Tiny polar molecule
ऊतक पातळी,Tissue level
ऊतक प्लाझ्मीनोजेन अ‍ॅक्टिवेटर,Tissue plasminogen activator
ऊतक टाइपिंग,Tissue typing
टी-किलर सेल,T-killer cell
तिरस्करणीय व्यक्ती,Toad
टॉडस्टूल,Toadstool
तंबाखू बुडवर्म,Tobacco budworm
तंबाखू मोज़ेक,Tobacco mosaic
तंबाखू मोज़ेक विषाणू (टीएमव्ही),Tobacco mosaic virus (TMV)
टॉडी,Toddy
पायाचे बोट,toe
सहनशील प्रजाती,Tolerant species
टोमॅटो मोज़ेक विषाणू,Tomato mosaic virus
जीभ,Tongue
जीभ कलम,Tongue grafting
टोनोप्लास्ट,Tonoplast
टॉन्सिल,Tonsils
दात,Tooth
दातयुक्त बायोप्सी फोर्सप,Toothed biopsy forcep
शीर्ष मांसाहारी,Top carnivore
शीर्ष माती,Top soil
टोपोग्राफी,Topography
टोपीओसोमेरेस,Topoisomerase
टॉरपीडो (इलेक्ट्रिक रे),Torpedo (electric ray)
एकूण प्रजनन दर,Total fertility rate
TOTIPOTENCY,Totipotency
विषारी,Toxic
विषारी जैविक उत्पादन,Toxic biological product
विषारी चयापचय कचरा,Toxic metabolic waste
विषारीपणा,Toxicity
विष,Toxin
टॉक्सोप्लाझ्मा,Toxoplasma
ट्रेस घटक,Trace element
श्वासनलिका,Trachea
श्वासनलिका प्रणाली,Tracheal system
श्वासनलिका ट्यूब,Tracheal tube
ट्रेकीड,Tracheid
ट्रॅचिओफाइट,Tracheophyte
ट्रेचेओफाइट पूर्वज,Tracheophyte ancestors
पारंपारिक अ‍ॅग्रोफोरेस्ट्री सिस्टम,Traditional agroforestry system
ट्रॅजेक्टरी विभाजक,Trajectory separator
ट्रॅनक्विलिझर,Tranquiliser
ट्रान्समिनेज,Transaminase
ट्रान्स झिल्ली पंप,Trans membrane pump
संक्रमण,Transamination
लिप्यंतरण,Transcription
हस्तांतरित आरएनए,Transfer RNA
हस्तांतरण,Transferrin
ट्रान्सफॉर्मंट,Transformant
रूपांतर तत्व,Transforming principle
ट्रान्सजेनिक,Transgenic
ट्रान्सजेनिक पीक,Transgenic crop
ट्रान्सजेनिक जीव,Transgenic organism
ट्रान्सजेनिक वनस्पती,Transgenic plant
संक्रमण झोन,Transition zone
संक्रमणकालीन उपकला,Transitional epithelium
अनुवाद,Translation
विरघळलेले लिप्यंतरण,Translocation of solute
ट्रान्समेम्ब्रेन मार्ग,Transmembrane pathway
ट्रान्समेम्ब्रेन प्रोटीन,Transmembrane protein
संसर्ग,Transmission
संसर्ग,Transmission
