Punjabi,Marathi
ਪੁੱਛਗਿੱਛ,क्वेरी
ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ,क्वेरी भाषा
ਪੁੱਛਗਿੱਛ ਦੀ ਪ੍ਰਕਿਰਿਆ,क्वेरी प्रक्रिया
ਕਤਾਰ,रांग
ਕਤਾਰ ਪ੍ਰਬੰਧਨ,रांग व्यवस्थापन
ਕਤਾਰ ਰਜਿਸਟਰ,रांग नोंदणी
ਕਤਾਰਬੱਧ ਨੈੱਟਵਰਕ,रांगेत असलेले नेटवर्क
ਕਤਾਰਬੱਧ ਥਿਊਰੀ,रांगेत सिद्धांत
ਤੇਜ਼ ਪਹੁੰਚ ਮੈਮੋਰੀ,द्रुत प्रवेश मेमरी
ਭਾਗ,भागफलक
ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦਖਲਅੰਦਾਜ਼ੀ (RFI),रेडिओ वारंवारता हस्तक्षेप (RFI)
ਮੂਲ,मूलांक
ਰੈਂਡਮ ਐਕਸੈਸ ਕੰਪਿਊਟਰ ਉਪਕਰਣ (RACE),यादृच्छिक प्रवेश संगणक उपकरणे (RACE)
ਰੈਂਡਮ ਐਕਸੈਸ ਮੈਮੋਰੀ (RAM),यादृच्छिक प्रवेश मेमरी (RAM)
ਬੇਤਰਤੀਬ ਸਕੈਨ,यादृच्छिक स्कॅन
ਰਾਸਟਰ,रास्टर
ਰਾਸਟਰ ਸਕੈਨ,रास्टर स्कॅन
ਮੁੜ ਇੰਜੀਨੀਅਰਿੰਗ,पुन्हा अभियांत्रिकी
ਮੁੜ ਵਾਧਾ,पुन्हा विस्तार
ਪਹੁੰਚਯੋਗਤਾ,पोहोचण्याची क्षमता
ਪੜ੍ਹੋ,वाचा
ਸਿਰ ਪੜ੍ਹੋ,डोके वाचा
ਸਿਰਫ ਪੜ੍ਹਨ ਲਈ,फक्त वाचा
ਸਿਰਫ ਮੈਮੋਰੀ ਪੜ੍ਹੋ,फक्त स्मृती वाचा
ਪੜ੍ਹੋ ਲਿਖਣ ਦਾ ਸਿਰ,वाचा लेखन प्रमुख
ਪੜ੍ਹਨ/ਲਿਖਣ ਦਾ ਚੱਕਰ,वाचन/लेखन चक्र
ਪੜ੍ਹੋ/ਲਿਖੋ ਸਿਰ,वाचा/लिहा डोके
ਪੜ੍ਹੋ/ਲਿਖੋ,वाचा लिहा
ਪਾਠਕ,वाचक
ਪੜ੍ਹਨਾ,वाचन
ਪੜ੍ਹੋ,वाचन
ਅਸਲੀ,वास्तविक
ਰੀਅਲ ਟਾਈਮ ਪ੍ਰੋਸੈਸਿੰਗ,वास्तविक वेळ प्रक्रिया
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,स्वीकारणारा
ਮਾਨਤਾ ਤਰਕ,ओळख तर्क
ਦੁਬਾਰਾ ਕੰਪਾਇਲ ਕਰੋ,पुन्हा संकलित करा
ਰਿਕਾਰਡ,विक्रम
ਰਿਕਾਰਡਿੰਗ ਸਿਰ,रेकॉर्डिंग हेड
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ ਗਲਤੀ,पुनर्प्राप्त करण्यायोग्य त्रुटी
ਰਿਕਵਰੀ,पुनर्प्राप्ती
ਰੀਕਰਸਿਮ ਥਿਊਰਮ,पुनरावृत्ती प्रमेय
ਦੁਹਰਾਓ,पुनरावृत्ती
ਆਵਰਤੀ ਫੰਕਸ਼ਨ,पुनरावृत्ती कार्य
ਘਟਾਇਆ ਗਿਆ ਨਿਰਦੇਸ਼ ਸੈੱਟ ਕੰਪਿਊਟਰ (RISC),कमी सूचना संच संगणक (RISC)
ਰਿਡੰਡੈਂਸੀ,अतिरेक
ਸੁਤੰਤਰ ਡਿਸਕਾਂ ਦੀ ਬੇਲੋੜੀ ਐਰੇ (RAID),रिडंडंट अॅरे ऑफ इंडिपेंडंट डिस्क्स (RAID)
ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲਾ,पुन्हा प्रवेश
ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕੋਡ,पुन्हा प्रवेश कोड
ਹਵਾਲਾ,संदर्भ
ਹਵਾਲਾ ਇਕਸਾਰਤਾ,संदर्भात्मक अखंडता
ਪ੍ਰਤੀਬਿੰਬ,परावर्तन
ਪ੍ਰਤੀਬਿੰਬ,परावर्तन
ਅਪਵਰਤਨ,अपवर्तन
ਤਾਜ਼ਾ ਕਰੋ,रिफ्रेश करा
ਪੁਨਰਜਨਮ,पुनर्जन्म
ਰਜਿਸਟਰ,नोंदणी करा
ਨਿਯਮਤ ਵਿਆਕਰਣ,नियमित व्याकरण
ਸਬੰਧ,संबंध
ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ,रिलेशनल डेटाबेस
ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ (RDBMS),रिलेशनल डेटाबेस मॅनेजमेंट सिस्टम (RDBMS)
ਰਿਲੇਸ਼ਨਲ ਮਾਡਲ,रिलेशनल मॉडेल
ਰਿਸ਼ਤੇਦਾਰ,नातेवाईक
ਰਿਸ਼ਤੇਦਾਰ ਸੰਬੋਧਨ,सापेक्ष पत्ता
ਰੀਲੇਅ,रिले
ਭਰੋਸੇਯੋਗਤਾ ਮਾਡਲਿੰਗ,विश्वसनीयता मॉडेलिंग
ਭਰੋਸੇਯੋਗ,विश्वसनीय
ਰੀਲੋਕੇਟੇਬਲ ਕੋਡ,पुनर्स्थित करण्यायोग्य कोड
ਰਿਮੋਟ,रिमोट
ਰਿਮੋਟ ਹੋਸਟ,दूरस्थ होस्ट
ਰਿਮੋਟ ਨੌਕਰੀ ਦਾਖਲਾ,दूरस्थ नोकरी प्रवेश
ਰਿਮੋਟ ਲਾਗ-ਇਨ,दूरस्थ लॉग-इन
ਰਿਮੋਟ ਪ੍ਰਕਿਰਿਆ ਕਾਲ (RPC),दूरस्थ प्रक्रिया कॉल (RPC)
ਰਿਮੋਟ ਸੈਂਸਿੰਗ,रिमोट सेन्सिंग
ਨਾਮ ਬਦਲੋ,नाव बदला
ਪੇਸ਼ਕਾਰੀ,प्रस्तुतीकरण
ਰੀਪੀਟਰ,रिपीटर
ਜਵਾਬ,उत्तर द्या
ਬੇਨਤੀ,विनंती
ਟਿੱਪਣੀਆਂ ਲਈ ਬੇਨਤੀ (RFC),टिप्पण्यांसाठी विनंती (RFC)
ਬੇਨਤੀ/ਜਵਾਬ ਪ੍ਰੋਟੋਕੋਲ,विनंती/उत्तर प्रोटोकॉल
ਪ੍ਰੋਗਰਾਮ ਨੂੰ ਮੁੜ ਚਲਾਓ,कार्यक्रम पुन्हा चालवा
ਖੋਜ,संशोधन
ਰੀਸੈਟ ਚੱਕਰ,चक्र रीसेट करा
ਨਿਵਾਸੀ,रहिवासी
ਮਤਾ,ठराव
ਸਰੋਤ,संसाधने
ਜਵਾਬ ਦਾ ਸਮਾਂ,प्रतिसाद वेळ
ਰੀਸਟਾਰਟ ਕਰੋ,पुन्हा सुरू करा
ਰੀਸਟੋਰ ਕਰੋ,पुनर्संचयित करा
ਰੀਟਰੇਸ,मागे घ्या
ਰੀਟ੍ਰਾਂਸਮਿਸ਼ਨ,रीट्रांसमिशन
ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ,परत मिळवणे
ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ,पुन्हा प्रयत्न करा
ਵਾਪਸੀ,परत
ਵਾਪਸੀ ਕੋਡ,रिटर्न कोड
ਵਾਪਸੀ ਕੁੰਜੀ,रिटर्न की
ਮੁੜ ਵਰਤੋਂ ਯੋਗ ਕੋਡ,पुन्हा वापरण्यायोग्य कोड
ਮੁੜ ਲਿਖਣਯੋਗ,पुन्हा लिहिण्यायोग्य
RGB ਮਾਨੀਟਰ,आरजीबी मॉनिटर
ਰਿਬਨ,रिबन
ਸਹੀ ਮੁੱਦਾ,योग्य मुद्दा
ਰੋਬੋਟ,रोबोट
ਰੋਬੋਟਿਕਸ,रोबोटिक्स
ਮਜ਼ਬੂਤ,मजबूत
ਭੂਮਿਕਾ,भूमिका
ਵਾਪਸ ਰੋਲ,परत रोल करा
ਵਿੱਚ ਰੋਲ,गुंडाळणे
ਵੇਲਨਾ,बाहेर पडा
ROM,रॉम
ਰੂਟ,मूळ
ਰੂਟ ਡਾਇਰੈਕਟਰੀ,रूट निर्देशिका
ਗਲਤੀ ਦਾ ਦੌਰ,त्रुटीची फेरी
ਰਾਊਟਰ,राउटर
ਰੂਟਿੰਗ,राउटिंग
RS232C ਇੰਟਰਫੇਸ,RS232C इंटरफेस
RSA ਇਨਕ੍ਰਿਪਸ਼ਨ,RSA एन्क्रिप्शन
ਆਰ.ਟੀ.ਸੀ,RTC
ਲੰਬਾਈ ਇੰਕੋਡਿੰਗ ਚਲਾਓ,लांबी एन्कोडिंग चालवा
ਚਲਾਉਣ ਦਾ ਸਮਾਂ,धावण्याची वेळ
ਰੰਨਟਾਈਮ ਗਲਤੀ,रन टाइम त्रुटी
ਨਮੂਨਾ,नमुना
ਨਮੂਨਾ,नमुना
ਸੈਟੇਲਾਈਟ,उपग्रह
ਸੰਤ੍ਰਿਪਤ,संपृक्त
ਸੇਵ ਕਰੋ,जतन करा
ਸਕੇਲੇਬਿਲਟੀ,स्केलेबिलिटी
ਸਕੇਲਰ,स्केलर
ਸਕੈਨਿੰਗ,स्कॅनिंग
ਦ੍ਰਿਸ਼,परिस्थिती
ਸ਼ਡਿਊਲਰ,शेड्युलर
ਸਕਰੀਨ ਚਿੱਤਰ ਪ੍ਰੋਜੈਕਟਰ,स्क्रीन इमेज प्रोजेक्टर
ਸਕ੍ਰਿਪਟ,स्क्रिप्ट
ਸਕ੍ਰਿਪਟਿੰਗ ਭਾਸ਼ਾ,स्क्रिप्टिंग भाषा
ਸਕ੍ਰੋਲਿੰਗ,स्क्रोलिंग
SDLC (ਸਮਕਾਲੀ ਡਾਟਾ ਲਿੰਕ ਕੰਟਰੋਲ),SDLC (सिक्रोनस डेटा लिंक कंट्रोल)
ਖੋਜ,शोधा
ਖੋਜ ਇੰਜਣ,शोध इंजिन
ਖੋਜ ਰੁੱਖ,झाड शोधा
ਖੋਜ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ,शोधत आहे
ਸੈਕੰਡਰੀ,दुय्यम
ਸੈਕਟਰ,क्षेत्र
ਸੁਰੱਖਿਆ ਨੀਤੀ,सुरक्षा धोरण
ਸਮਾਂ ਭਾਲੋ,वेळ शोधणे
ਖੰਡ,सेगमेंट
ਵਿਭਾਜਨ,सेगमेंटेशन
ਚੋਣ ਲੜੀ,निवड क्रमवारी
ਆਪਣੇ ਆਪ ਵਿੱਚ ਸ਼ਾਮਲ,स्वत: मध्ये समाविष्ट
ਅਰਥ ਵਿਗਿਆਨ,शब्दार्थ
ਸੈਮਾਫੋਰ,सेमाफोर
ਸੈਮੀਕੰਡਕਟਰ,सेमीकंडक्टर
ਅਰਥਵਾਦੀ ਵੈੱਬ,शब्दार्थी वेब
ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ,अनुक्रमिक प्रवेश पद्धत
ਸੀਰੀਅਲ,मालिका
ਸੀਰੀਅਲਾਈਜ਼ਰ,सिरीयलायझर
ਸਰਵਰ,सर्व्हर
ਸਰਵਰ ਕਰੈਸ਼,सर्व्हर क्रॅश
ਸਰਵਰ ਲਾਇਸੰਸ,सर्व्हर परवाना
ਸਰਵੋ ਗੁਣਕ,सर्वो गुणक
ਸੈੱਟ ਕਰੋ,सेट करा
ਸੈੱਟ ਪੁਆਇੰਟ,संच बिंदू
ਸਥਾਪਨਾ ਕਰਨਾ,सेट करा
ਛਾਂ,सावली
ਸ਼ੈਡਿੰਗ,शेडिंग
ਸ਼ੈਡੋ,सावली
ਸ਼ੇਅਰ ਫਾਇਲ,फाइल शेअर करा
ਸਾਂਝੀ ਪਹੁੰਚ,सामायिक प्रवेश
ਸਾਂਝਾ ਕਰਨਾ,शेअरिंग
ਸ਼ੈੱਲ,शेल
ਸ਼ਿਫਟ ਅੱਖਰ,वर्ण बदला
ਸ਼ਾਰਟ ਸਰਕਟ,शॉर्ट सर्किट
ਛੋਟੀ ਹਦਾਇਤ,लहान सूचना
ਭੈਣ-ਭਰਾ,भावंड
ਨੁਕਸਾਨ,दुष्परिणाम
ਸਾਈਨ ਬਿੱਟ,साइन बिट
ਇਸ਼ਾਰਾ,सिग्नल
ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ,सिग्नल प्रक्रिया
ਸਿਗਨਲ,सिग्नलिंग
ਸਿਗਨਲ-ਤੋਂ-ਸ਼ੋਰ ਅਨੁਪਾਤ,सिग्नल-टू-आवाज गुणोत्तर
ਦਸਤਖਤ,स्वाक्षरी
ਦਸਤਖਤ ਟੈਸਟਿੰਗ,स्वाक्षरी चाचणी
ਮਹੱਤਵਪੂਰਨ ਅੰਕ,लक्षणीय अंक
ਸਿਲੀਕਾਨ ਚਿੱਪ,सिलिकॉन चिप
ਸਧਾਰਨ ਮੇਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (SMTP),सिंपल मेल ट्रान्सफर प्रोटोकॉल (SMTP)
ਸਿੰਪਲੈਕਸ,सिम्प्लेक्स
ਸਿੰਪਲੈਕਸ ਨੋਡ,सिम्प्लेक्स नोड
ਸਿਮੂਲੇਸ਼ਨ,अनुकरण
ਸਿਮੂਲੇਟਰ,सिम्युलेटर
ਸਿਮਟਲ,एकाचवेळी
ਸਮਕਾਲੀ ਪ੍ਰਕਿਰਿਆ,एकाच वेळी प्रक्रिया
ਸਿੰਗਲਟਨ,सिंगलटन
ਸਾਈਟ ਲਾਇਸੰਸ,साइट परवाना
ਆਕਾਰ,आकार
ਆਕਾਰ,आकारमान
ਸਕੈਚਿੰਗ,स्केचिंग
ਛੱਡੋ,वगळा
ਛੱਡਣਾ,वगळणे
ਸਲੈਸ਼,स्लॅश
ਗੁਲਾਮ ਕੰਪਿਊਟਰ,गुलाम संगणक
ਸਲਾਈਡਿੰਗ ਵਿੰਡੋ ਪ੍ਰੋਟੋਕੋਲ,स्लाइडिंग विंडो प्रोटोकॉल
ਸਲਿੱਪ,स्लिप
ਸਲਾਟ,स्लॉट
ਛੋਟਾ ਕੰਪਿਊਟਰ ਸਿਸਟਮ ਇੰਟਰਫੇਸ (SCSI),लहान संगणक प्रणाली इंटरफेस (SCSI)
ਸਮਾਰਟ ਕਾਰਡ,स्मार्ट कार्ड
snail ਮੇਲ,गोगलगाय मेल
ਸਨੈਪਸ਼ਾਟ,स्नॅपशॉट
ਸਾਫਟ ਕੰਪਿਊਟਿੰਗ,सॉफ्ट संगणन
ਸਾਫਟ ਕਾਪੀ,सॉफ्ट कॉपी
ਨਰਮ ਫੌਂਟ,मऊ फॉन्ट
ਸਾਫਟਵੇਅਰ,सॉफ्टवेअर
ਸਾਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰਿੰਗ,सॉंफ्टवेअर अभियांत्रिकी
ਸਾਫਟਵੇਅਰ ਲਾਇਸੰਸ,सॉफ्टवेअर परवाना
ਸਾਫਟਵੇਅਰ ਪਾਇਰੇਸੀ,सॉफ्टवेअर चाचेगिरी
ਸਪੈਕਟ੍ਰਮ,स्पेक्ट्रम
ਸਪਿਰਲ,सर्पिल
ਸ਼ੀਟ ਫੈਲਾਓ,पत्रक पसरवा
ਮਿਆਰੀ,मानक
ਮਿਆਰੀ ਜਨਰਲਾਈਜ਼ਡ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (SGML),मानक सामान्यीकृत मार्कअप भाषा (SGML)
ਮਾਨਕੀਕਰਨ,मानकीकरण
ਸਟੈਂਡਬਾਏ ਸਮਾਂ,स्टँडबाय वेळ
ਸਟਾਰ LAN,तारा LAN
ਸਟਾਰ ਟੋਪੋਲੋਜੀ,स्टार टोपोलॉजी
ਬਿੱਟ ਸ਼ੁਰੂ ਕਰੋ,थोडा प्रारंभ करा
ਭੁੱਖਮਰੀ,उपासमार
ਸਥਿਰ ਮੈਮੋਰੀ&#39;,स्थिर स्मृती&#39;
ਸਥਿਤੀ ਚੈਨਲ,स्थिती चॅनेल
ਕਦਮ ਦਾ ਆਕਾਰ,पायरी आकार
ਰੋਕੋ ਅਤੇ ਪ੍ਰੋਟੋਕੋਲ ਦੀ ਉਡੀਕ ਕਰੋ,थांबा आणि प्रतीक्षा प्रोटोकॉल
ਸਟਾਪ ਕੋਡ,स्टॉप कोड
ਸਟਾਪ ਕੁੰਜੀ,स्टॉप की
ਸਟੋਰੇਬਿਲਟੀ,साठवणक्षमता
ਸਟੋਰ ਕੀਤਾ ਪ੍ਰੋਗਰਾਮ,संग्रहित कार्यक्रम
ਸਤਰ ਡਾਟਾ,स्ट्रिंग डेटा
ਢਾਂਚਾਗਤ ਕੋਡਿੰਗ,संरचित कोडिंग
ਢਾਂਚਾਗਤ ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ (SQL),संरचित क्वेरी भाषा (SQL)
ਸ਼ੈਲੀ ਸ਼ੀਟ,शैली पत्रक
ਉਪ-ਡਾਇਰੈਕਟਰੀ,उप-निर्देशिका
ਸਬਨੈੱਟ,सबनेट
ਸਬਟ੍ਰੀ,उपवृक्ष
ਸੰਖੇਪ,सारांश
ਸੁਪਰ ਕੰਪਿਊਟਰ,सुपर संगणक
ਸੁਪਰ ਕੰਪਿਊਟਿੰਗ,सुपर संगणन
ਸੁਪਰ ਕੁੰਜੀ,सुपर की
ਸੁਪਰ ਉਪਭੋਗਤਾ,सुपर वापरकर्ता
ਨਿਰੀਖਣ ਕੀਤੀ ਸਿਖਲਾਈ,पर्यवेक्षी शिक्षण
ਸਹਾਇਤਾ ਚਿੱਪ,समर्थन चिप
ਸਰਫ,सर्फ
ਸਰਫਿੰਗ,सर्फिंग
ਸਵੈਪ,स्वॅप
ਵਿੱਚ ਸਵੈਪ,स्वॅप मध्ये
ਸਵੈਪ ਬਾਹਰ,स्वॅप आउट करा
ਸਵੈਪਿੰਗ,स्वॅपिंग
ਬਦਲਿਆ ਨੈੱਟਵਰਕ,स्विच केलेले नेटवर्क
ਬਦਲੀ ਜਾ ਰਹੀ ਹੈ,स्विचिंग
ਸਵਿਚਿੰਗ ਥਿਊਰੀ,स्विचिंग सिद्धांत
ਪ੍ਰਤੀਕ ਪ੍ਰੋਗਰਾਮਿੰਗ,प्रतीकात्मक प्रोग्रामिंग
ਸਮਕਾਲੀਕਰਨ,सिंक्रोनाइझेशन
ਸਿੰਕ੍ਰੋਨਾਈਜ਼ਰ,सिंक्रोनाइझर
ਸਮਕਾਲੀ,समकालिक
ਸਮਕਾਲੀ ਡਿਜੀਟਲ ਲੜੀ (SDH),सिंक्रोनस डिजिटल पदानुक्रम (SDH)
ਸੰਟੈਕਸ ਵਿਸ਼ਲੇਸ਼ਣ,वाक्यरचना विश्लेषण
ਸਿਸਟਮ ਵਿਸ਼ਲੇਸ਼ਣ,प्रणाली विश्लेषण
ਸਿਸਟਮ ਇੰਜੀਨੀਅਰਿੰਗ,सिस्टम अभियांत्रिकी
ਸਿਸਟਮ ਹੈਕਰ,सिस्टम हॅकर
ਸਿਸਟਮ ਇੰਟੀਗਰੇਟਰ,सिस्टम इंटिग्रेटर
ਸਿਸਟਮ ਲਾਗ,सिस्टम लॉग
ਸਿਸਟਮ ਮਾਸਕ,सिस्टम मास्क
ਸਿਸਟਮ ਨੈੱਟਵਰਕ ਆਰਕੀਟੈਕਚਰ (SNA),सिस्टम नेटवर्क आर्किटेक्चर (SNA)
ਸਿਸਟਮ ਪ੍ਰੋਗਰਾਮਰ,सिस्टम प्रोग्रामर
ਸਿਸਟਮ ਨੂੰ ਮੁੜ ਚਾਲੂ ਕਰੋ,सिस्टम रीस्टार्ट
ਸਿਸਟਮ ਬੰਦ,सिस्टम बंद
ਸਿਸਟਮ ਟੈਸਟਿੰਗ,सिस्टम चाचणी
ਸਿਸਟਮ ਸਹੂਲਤ,प्रणाली उपयुक्तता
ਯੋਜਨਾਬੱਧ ਕੋਡ,पद्धतशीर कोड
ਟੈਬ ਕਮਾਂਡ,टॅब कमांड
ਟੇਬਲ,टेबल
ਸਾਰਣੀ ਉੱਪਰ ਦੇਖੋ,टेबल वर पहा
ਟੇਬਲ ਸਪੇਸ,टेबल जागा
ਟੈਬਲੇਟ,गोळी
ਸਾਰਣੀਬੱਧ ਐਰੇ,सारणीबद्ध अॅरे
ਟੇਬਲਿੰਗ ਫੰਕਸ਼ਨ,सारणी कार्य
ਟੈਗ ਕੀਤਾ ਆਰਕੀਟੈਕਚਰ,टॅग केलेले आर्किटेक्चर
ਟੈਗਡ ਚਿੱਤਰ ਫਾਈਲ ਫਾਰਮੈਟ (TIFF),टॅग केलेले प्रतिमा फाइल स्वरूप (TIFF)
ਟੈਂਡਮ ਸਿਸਟਮ,तांडम प्रणाली
ਟੇਪ ਦੀ ਘਣਤਾ,टेप घनता
ਟੇਪ ਮਾਸਕ,टेप मास्क
tar ਫਾਈਲ,tar फाइल
ਟਾਸਕ,कार्य
ਟਾਸਕ ਬਾਰ,टास्क बार
ਕਾਰਜ ਅਨੁਸੂਚੀ,कार्य शेड्यूलर
TCP/IP (ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ/ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ),TCP/IP (ट्रांसमिशन कंट्रोल प्रोटोकॉल/इंटरनेट प्रोटोकॉल)
ਤੋੜਨ ਦੀ ਕਾਰਵਾਈ,फाडणे ऑपरेशन
ਟੈਲੀਕਾਮ,दूरसंचार
ਦੂਰਸੰਚਾਰ,दूरसंचार
ਟੈਲੀਕਾਨਫਰੰਸ,दूरसंचार
ਟੈਲੀਕਾਨਫਰੈਂਸਿੰਗ,टेलिकॉन्फरन्सिंग
ਟੈਲੀਗ੍ਰਾਫੀ,टेलीग्राफी
ਟੈਲੀਮੈਟਰੀ,टेलीमेट्री
ਟੈਲੀਫ਼ੋਨ,दूरध्वनी
ਟੈਲੀਫੋਨੀ,दूरध्वनी
ਟੈਲੀਪ੍ਰਿੰਟਰ,टेलिप्रिंटर
ਟੈਲੀਪ੍ਰੋਸੈਸਿੰਗ,टेलिप्रोसेसिंग
ਟੈਲੀਵਿਜ਼ਨ,दूरदर्शन
ਟੇਲੈਕਸ,टेलेक्स
ਟੈਲਨੈੱਟ,टेलनेट
ਤਾਪਮਾਨ,तापमान
ਟੈਂਪਲੇਟ,साचा
ਦਸ ਦਾ ਪੂਰਕ,दहाचे पूरक
tera ਬਾਈਟ,तेरा बाइट
ਤੇਰਾ ਫਲਾਪ,तेरा फ्लॉप
ਟਰਮੀਨਲ ਕਰਸਰ,टर्मिनल कर्सर
ਟਰਮੀਨਲ ਨੋਡ,टर्मिनल नोड
ਟਰਮੀਨਲ ਵਿੰਡੋ,टर्मिनल विंडो
ਸਮਾਪਤੀ,समाप्ती
ਟਰਨਰੀ,टर्नरी
ਤ੍ਰਿਏਕ ਓਪਰੇਸ਼ਨ,टर्नरी ऑपरेशन
ਟੈਸਟ,चाचणी
ਟੈਸਟ ਕਵਰੇਜ,चाचणी कव्हरेज
ਟੈਸਟ ਰਨ,चाचणी
ਟੈਸਟ-ਡਾਟਾ,चाचणी-डेटा
ਟੈਕਸਟ,मजकूर
ਟੈਕਸਟ ਬਾਕਸ,मजकूर बॉक्स
ਟੈਕਸਟ ਕਰਸਰ,मजकूर कर्सर
ਟੈਕਸਟ ਐਡੀਟਰ,मजकूर संपादक
ਟੈਕਸਟ ਫਾਈਲ,मजकूर फाइल
ਟੈਕਸਟ ਮੋਡ,मजकूर मोड
ਟੈਕਸਟ ਪ੍ਰੋਸੈਸਿੰਗ,मजकूर प्रक्रिया
ਟੈਕਸਟ ਟੂ ਸਪੀਚ (TTS),टेक्स्ट टू स्पीच (TTS)
ਟੈਕਸਟ ਮੈਪਿੰਗ,टेक्सचर मॅपिंग
ਟੀ-ਫਲਿਪ-ਫਲਾਪ,टी-फ्लिप-फ्लॉप
ਥਰਮਲ ਪ੍ਰਿੰਟਰ,थर्मल प्रिंटर
ਪਤਲੀ ਫਿਲਮ ਮੈਮੋਰੀ,पातळ फिल्म मेमरी
ਪਤਲੀ ਫਿਲਮ ਟਰਾਂਜ਼ਿਸਟਰ,पातळ फिल्म ट्रान्झिस्टर
ਥਰੈਸ਼ਿੰਗ,थ्रॅशिंग
ਥਰਿੱਡ,धागा
ਥਰਿੱਡਿੰਗ,थ्रेडिंग
ਤੀਹਰੀ ਨੈੱਟਵਰਕ,त्रिस्तरीय नेटवर्क
ਥ੍ਰੂਪੁੱਟ,थ्रूपुट
ਸਮੇਂ ਦੀ ਗੁੰਝਲਤਾ,वेळेची जटिलता
ਟਾਈਮ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਿੰਗ (ਟੀਡੀਐਮ),टाइम डिव्हिजन मल्टिप्लेक्सिंग (टीडीएम)
ਸਮਾ ਸੀਮਾ,वेळ फ्रेम
ਸਮਾ ਸੀਮਾ,वेळ फ्रेम
ਟਾਈਮ ਮਸ਼ੀਨ,टाइम मशीन
ਸਮਾਂ ਖ਼ਤਮ,वेळ संपला
ਸਮੇਂ ਦੀ ਮਾਤਰਾ,वेळ परिमाणीकरण
ਸਮਾਂ ਲੜੀ,वेळ मालिका
ਸਮਾਂ ਸਾਂਝਾ ਕਰਨਾ,वेळ सामायिकरण
ਟਾਈਮ ਸ਼ੇਅਰਿੰਗ ਸਿਸਟਮ,वेळ सामायिकरण प्रणाली
ਟਾਈਮ ਸਟੈਂਪ,वेळ मुद्रांक
ਸਮਾਂ ਚਿੱਤਰ,वेळ आकृती
ਰੰਗਤ,रंगछटा
ਟੌਗਲ ਕਰੋ,टॉगल करा
ਟੌਗਲ ਕਰਨ ਦੀ ਗਤੀ,टॉगल गती
ਟੋਕਨ,टोकन
ਟੋਕਨ ਬੱਸ,टोकन बस
ਟੋਕਨ ਬੱਸ,टोकन बस
ਟੋਕਨ ਬੱਸ ਨੈੱਟਵਰਕ,टोकन बस नेटवर्क
ਟੋਕਨ ਰਿੰਗ,टोकन रिंग
ਟੋਕਨ ਗੱਲਬਾਤ,टोकन चर्चा
ਟੂਲ,साधन
ਹੇਠੋ ਉੱਤੇ,वरुन खाली
ਉੱਪਰ ਤੋਂ ਹੇਠਾਂ ਡਿਜ਼ਾਈਨ,टॉप डाउन डिझाइन
ਉੱਪਰ ਹੇਠਾਂ ਪਾਰਸਿੰਗ,टॉप डाउन पार्सिंग
ਟੌਪੋਲੋਜੀ,टोपोलॉजी
ਟੱਚ ਪੈਡ,टच पॅड
ਟਚ ਸਕਰੀਨ,टच स्क्रीन
ਟਰੇਸ,ट्रेस
ਟਰੇਸਿੰਗ,ट्रेसिंग
ਟਰੈਕ,ट्रॅक
ਟਰੈਕ ਡਿਸਕ,ट्रॅक डिस्क
ਟਰੈਕ ਟੇਪ,ट्रॅक टेप
ਟਰੈਕਿੰਗ,ट्रॅकिंग
ਟ੍ਰੇਲਰ,झलक
ਟ੍ਰੈਜੈਕਟਰੀ,मार्गक्रमण
ਲੈਣ-ਦੇਣ,व्यवहार
ਲੈਣ-ਦੇਣ ਫਾਈਲ,व्यवहार फाइल
ਲੈਣ-ਦੇਣ ਦਾ ਲਾਗ,व्यवहार लॉग
ਪ੍ਰਤੀਲਿਪੀ,नक्कल करा
ਟ੍ਰਾਂਸਡਿਊਸਰ,ट्रान्सड्यूसर
ਤਬਾਦਲਾ ਦਰ,हस्तांतरण दर
