Tamil,Hindi
பெயர்வுத்திறன்,सुवाह्यता
உருவப்படம்,सचित्र
போஸ்ட் ஆர்டர்,क्रमोत्तर
பின்குறிப்பு,"1.पश्चलेख, 2.पश्च लिपि"
தபால்தலை பிட்,पश्च बिट
போஸ்ட்ஃபிக்ஸ்,अनुलग्न
மின் தடை,बंद करना
பவர் ஆஃப்,अविद्युत
பவர்-ஆன்,सविद्युत
பவர்-அப்,शक्ति प्रापक
முன்னுரை பிட்,पूर्व गति बिट
முன்னுரிமை வரைபடம்,पूर्ववर्तिता आलेख
கணிக்கவும்,विधेय
முன்கூட்டியே திட்டமிடல்,रिक्तिपूर्व अनुसूचन
முன் சரி,पूर्वलग्न
முன் செயலாக்கம்,पूर्वप्रक्रमण
செயல்முறை,प्रक्रम
செயல்முறை சுவிட்ச்,प्रक्रम स्विच
செயலாக்கம்,प्रक्रमण
செயலி,प्रक्रमक
உற்பத்தி,उत्पादन
நிரல்,"1.क्रमादेश, 2.प्रोग्राम"
நிரல் தொகுப்பு,प्रोग्राम अनुभाषण
நிரல் பணம்,प्रोग्राम भंग
நிரல் பிழைத்திருத்தம்,प्रोग्राम दोषमार्जन
நிரல் வடிவமைப்பு,प्रोग्राम अभिकल्प
நிரல் மதிப்பீடு மற்றும் மறுஆய்வு நுட்பம் (PERT),"प्रोग्राम मूल्यांकन समीक्षा तकनीक (पर्ट, पी ई आर टी)"
நிரல் நிறுத்தம்,प्रोग्राम विराम
நிரல் நூலகம்,"1.प्रोग्राम लाइब्रेरी, 2.प्रोग्राम संग्रह"
நிரல் இயக்கம்,प्रोग्राम चलन
புரோகிராமர்,"1.क्रमादेशक, 2.प्रोग्रामक"
முன்னுரை,प्रोलॉग
PROM,पी-रॉम
பரப்புதல்,"1.संचरण, 2.प्रवर्धन"
முன்மொழிவு,साध्य
பாதுகாக்கப்பட்ட விசை,संरक्षित कुंजी
பாதுகாப்பு,संरक्षण
நெறிமுறை,प्रोटोकॉल
நெறிமுறை மொழிபெயர்ப்பு,"1.प्रोटोकॉल अंतरण, 2.प्रोटोकॉल अनुवाद, 3.प्रोटोकॉल अनुभाषण"
போலி குறியீடு,छद्म कोड
பொது தரவு நெட்வொர்க்,"1.सार्वजनिक डाटा, 2.सार्वजनिक आंकड़आ जालक्रम"
பொது டொமைன்,"1.सार्वजनिक डॉमेन,2.सार्वजनिक प्रक्षेत्र"
பொது விசை குறியாக்கம்,सार्वजनिक कुंजी गूढलेखन
துடிப்பு,स्पंद
துடிப்பு குறியீடு பண்பேற்றம்,स्पंद कोड मॉडुलन
பல்ஸ் டிஜிட்டல் மாடுலேஷன் (PDM),पल्स डिजीटल माडुलेशन (पी डी एम)
துடிப்பு ரயில்,स्पंदावली
நிறுத்தற்குறி,विराम चिन्ह
தள்ளு,"दाब, भरण"
ஆட்டோமேட்டாவை கீழே தள்ளுங்கள்,अधोभरण ऑटोमेटा
pushup பட்டியல்,ऊर्ध्वभरण सूची
குவாட் அடர்த்தி,चतुर्घनत्व
தகுதி,"1.अर्हता, 2.योग्यता"
அளவுகோல்,परिमाणक
அளவிடு,क्वांटीकृत करना
குவாண்டிசர்,क्वाटीकारक
குவாண்டம்,क्वांटम
குவாண்டம் கடிகாரம்,क्वांटम कालद
குவாண்டம் கம்ப்யூட்டிங்,"1.क्वांटम कप्युटन, 2.क्वांटम अभिकलन"
உதாரணம் மூலம் வினவவும்,उदाहरणगत पृच्छा
வினவு,"1.पूछताछ, 2.पृच्छा"
கேள்வி மொழி,पृच्छा भाषा
வினவல் செயலாக்கம்,पृच्छा प्रक्रमण
வரிசை,पंक्ति
வரிசை மேலாண்மை,पंक्ति प्रबंधन
வரிசை பதிவு,पंक्ति पंजी
வரிசை நெட்வொர்க்,"1.पंक्ति नेटवर्क, 2.पंक्ति जालक्रम"
வரிசை கோட்பாடு,पंक्ति सिद्धांत
விரைவான அணுகல் நினைவகம்,द्रुत अभिगम स्मृति
அளவுகோல்,भागफल
ரேடியோ அலைவரிசை குறுக்கீடு (RFI),रेडियो आवृत्ति व्यतिकरण (आर एफ आई)
ரேடிக்ஸ்,मूलांक
சீரற்ற அணுகல் கணினி உபகரணங்கள் (RACE),यादृच्छिक अभिगम कंप्यूटर उपस्कर (आर ए सी ई)
சீரற்ற அணுகல் நினைவகம் (ரேம்),यादृच्छिक अभिगम मेमोरी (रैम)
சீரற்ற ஸ்கேன்,यादृच्छिक क्रमवीक्षण
ராஸ்டர்,"1.रैस्टर, 2.रेखापुंज"
ராஸ்டர் ஸ்கேன்,रैस्टर क्रमवीक्षण
மறு பொறியியல்,पुन:अभियांत्रिकी
மீண்டும் விரிவாக்கம்,पुनर्वर्धन
அடையக்கூடிய தன்மை,"1.अभिगम्यता, 2.गम्यता"
படி,पठन
தலை வாசிக்கவும்,पठन शीर्ष
படிக்க மட்டுமே,"1.केवल पठनीय, 2.पठन मात्र"
படிக்க மட்டும் நினைவகம்,"1.पठन मात्र स्मृति, 2.पठन मात्र मेमोरी"
எழுத தலை வாசிக்கவும்,पठन लेखन शीर्ष
படிக்க/எழுத சுழற்சி,"1.पठन चक्र, 2.लेखन चक्र"
படிக்க/எழுத தலை,"1.पठन चक्र, 2.लेखन शीर्ष"
படிக்க/எழுத,"1.मेमोर्य्पठन, 2.लेखन स्मृति"
வாசகர்,पाठक
வாசிப்பு,"पठन, पाठन"
படிக்க-அவுட்,"1.रीड आउट, 2.पठनोत्तर"
உண்மையான,तिमेवास्तविक काल
உண்மையான நேர செயலாக்கம்,"1.सद्य अनुक्रिया प्रक्रमण,2.तुरंत अनुक्रिया प्रक्रमण"
பெறுபவர்,अभिग्राही
அங்கீகார தர்க்கம்,अभिज्ञान तर्क
மீண்டும் தொகுக்கவும்,पुन: क्रमादेश अंतरण
பதிவு,अभिलेख
பதிவு தலை,"1.अभिलेखी शीर्ष, 2.रिकार्डिंग हेड"
மீட்டெடுக்கக்கூடிய பிழை,सुधार योग्य त्रुटि
மீட்பு,पूर्ति
மறுசுழற்சி தேற்றம்,पुनरावर्तन प्रमेय
மறுநிகழ்வு,पुनरावर्तन
சுழல் செயல்பாடு,पुनरावर्ती फलन
குறைக்கப்பட்ட அறிவுறுத்தல் தொகுப்பு கணினி (RISC),लघुकृत अनुदेश समुच्चय कंप्यूटर (रिसक)
பணிநீக்கம்,अतिरेकता
சுயாதீன வட்டுகளின் தேவையற்ற வரிசை (RAID),"1.स्वतंत्र चक्रिका, 2.डिस्कों की अतिरिक्त सरणी (रेड)"
மீண்டும் நுழைந்தவர்,पुन:प्रवेशी
மறு நுழைவு குறியீடு,पुन:प्रवेशी कूट
குறிப்பு,संदर्भ
மேற்கோளிட்ட நேர்மை,संदर्भिक समग्रता
பிரதிபலிப்பு,परावर्तकता
பிரதிபலிப்பு,परावर्तन
ஒளிவிலகல்,अपवर्तन
புதுப்பிப்பு,पुनश्चर्या
மீளுருவாக்கம்,पुनर्जनन
பதிவு,पंजी
வழக்கமான இலக்கணம்,नियमित व्याकरण
உறவு,संबंध
தொடர்புடைய தரவுத்தளம்,संबंधपरक डेटाबेस
தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS),संबंधपरक डाटाबेस प्रबंधन तंत्र (आर डी बी एम एस)
தொடர்புடைய மாதிரி,संबंधपरक निदर्श
உறவினர்,"1.सापेक्ष, 2.आपेक्षिक"
உறவினர் முகவரி,आपेक्षिक पताभिगमन
ரிலே,"1.रिले, 2.प्रतिसारण"
நம்பகத்தன்மை மாடலிங்,विश्वसनीयता निदर्शन
நம்பகமானது,विश्वसनीय
இடமாற்றம் செய்யக்கூடிய குறியீடு,"1.पुन:स्थान निर्धारणीय कोड, 2.पुन:स्थान निर्धारणीय आंकड़आ"
ரிமோட்,सुदूर
தொலை புரவலன்,सुदूर पोषक
தொலைதூர வேலை நுழைவு,सुदूर कार्य प्रविष्टी
தொலை உள்நுழைவு,"1.सुदूर सत्रारंभ, 2.सुदूर लॉग-इन"
தொலை நடைமுறை அழைப்பு (RPC),सुदूर प्रक्रिया आह्वान (आर पी सी)
தொலை உணர்வு,सूदूर संवेदन
மறுபெயரிடவும்,पुन: नामकरण
வழங்குதல்,"1.प्रतिपादन,2.समर्पण"
ரிப்பீட்டர்,पुनरावर्तक
பதில்,उत्तर
கோரிக்கை,"1.अनुरोध, 2.निवेदन"
கருத்துகளுக்கான கோரிக்கை (RFC),टिप्पणी अनुरोध (आर एफ सी)
கோரிக்கை/பதில் நெறிமுறை,"1.निवेदन प्रोटोकॉल, 2.उत्तर प्रोटोकॉल"
நிரலை மீண்டும் இயக்கவும்,पुनरावर्ती प्रोग्राम
ஆராய்ச்சி,अनुसंधान
மீட்டமைப்பு சுழற்சி,पुन:स्थाप चक्र
குடியிருப்பாளர்,स्मृतिवासी
தீர்மானம்,विभेदन
வளங்கள்,संसाधन
பதில் நேரம்,अनुक्रिया काल
மறுதொடக்கம்,"1.पुन: प्रवर्तन, 2.पुन: आरंभ"
மீட்டமை,पुन: भंडारण
திரும்பப் பெறு,पुन: अनुरेख
மறு பரிமாற்றம்,"1.पुन: प्रेषण, 2.पुन: संचार"
மீட்டெடுக்கவும்,पुन: प्राप्ति
மீண்டும் முயற்சிக்கவும்,पुन: प्रयास
திரும்பு,"1.प्रतिगमन, 2.वापसी"
திரும்ப குறியீடு,प्रतिगमन कूट
திரும்பும் விசை,प्रतिगमन कुंजी
மீண்டும் பயன்படுத்தக்கூடிய குறியீடு,पुन: प्रयोज्य कोड
மீண்டும் எழுதக்கூடியது,पुन: लेखनीय
RGB மானிட்டர்,आर जी बी मॉनीटर
ரிப்பன்,रिबन
சரியான பிரச்சினை,अधिकारिक इश्यू
ரோபோ,"1.रोबोट, 2.यंत्रमानव, 3.यांत्रव"
ரோபாட்டிக்ஸ்,"1.यांचव विज्ञान, 2.यंत्रमानव विज्ञान"
வலுவான,"हष्ट-पुष्ट, सुदृड़"
பங்கு,भूमिका
திரும்பவும்,पुन: वेल्लन
உருட்டவும்,अन्तर्वेल्लन
உருட்டவும்,बहिर्बेल्लन
ரோம்,"1.केवल पठनीय स्मृति, 2.पठन मात्र स्मृति (रोम)"
வேர்,मूल
ரூட் அடைவு,मूल निर्देशिका
பிழை சுற்று,संनिकटन त्रुटि
திசைவி,"1.रूटर,2.अनुमार्गक"
ரூட்டிங்,"मार्गाभिगमन, अनुमार्गण"
RS232C இடைமுகம்,आर एस 232 सी अंतरापृष्ट
RSA குறியாக்கம்,आर एस ए गूढलेखन
ஆர்.டி.சி,आर टी सी
ரன் நீளம் குறியாக்கம்,कार्यविस्तार कोडन
இயக்க நேரம்,कार्यावधि
இயக்க பிழை,कार्यावधि त्रुटि
மாதிரி,"1.प्रतिदर्श, 2.नमूना"
மாதிரி எடுத்தல்,प्रतिचयन
செயற்கைக்கோள்,"1.उपग्रह, 2.सेटेलाइट"
நிறைவுற்றது,संत्रिप्तन
சேமிக்கவும்,सुरक्षित करो
அளவீடல்,"1.मापनीयता, 2.मापक्रमणीयता"
அளவுகோல்,अदिश
ஸ்கேன் செய்கிறது,क्रमवीक्षण
காட்சி,परिदृश्य
திட்டமிடுபவர்,अनुसूचक
திரை பட ப்ரொஜெக்டர்,स्क्रीन प्रतिबिंब प्रक्षेपक
கையால் எழுதப்பட்ட தாள்,लिपि
ஸ்கிரிப்டிங் மொழி,लिपिकरण भाषा
ஸ்க்ரோலிங்,"1.कुंडलन, 2.स्क्रॉलन"
SDLC (ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு),तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी )
தேடு,"1.अन्वेषण, 2.खोज"
தேடல் இயந்திரம்,खोज इंजन
தேடல் மரம்,खोज वृक्ष
தேடி,"1.अन्वेषण, 2.खोजना"
இரண்டாம் நிலை,दवितीयक
துறை,"1.सेक्टर, 2.खंड"
பாதுகாப்பு கொள்கை,सुरक्षा नीति
நேரம் தேடுங்கள்,खोज अवधि
பிரிவு,"1.अनुभाग, 2.खंड"
பிரிவு,"1.खण्डन, 2.खण्डीकरण"
தேர்வு வகை,चयन छंटाई
தன்னை உள்ளடக்கியது,"1.स्वपूर्ण, 2.स्वत: पूर्ण"
சொற்பொருள்,"1.सीमेंटिकी, 2.अर्थ विज्ञान"
செமாஃபோர்,सीमेफॉर
செமிகண்டக்டர்,अर्धचालक
சொற்பொருள் வலை,कल्पायन वेब
தொடர் அணுகல் முறை,अनुक्रमिक अभिगम विधि
தொடர்,क्रमिक
சீரியலைசர்,क्रमक
சேவையகம்,"1.परिसेवक, 2.सर्वर"
சர்வர் செயலிழப்பு,परिसेवक ध्वंस
சர்வர் உரிமம்,परिसेवक लाइसेंस
சர்வோ பெருக்கி,सर्वो गुणक
அமைக்கவும்,समुच्चय
அமைக்க புள்ளி,निर्दिष्ट बिंदु
அமைக்க,व्यवस्था
நிழல்,छाया
நிழல்,छायांकन
நிழல்,प्रतिछाया
கோப்பு பகிர்வு,शेयर संचिका
பகிரப்பட்ட அணுகல்,सहभाजित अभिगम
பகிர்தல்,सहभाजन
ஷெல்,"1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश"
மாற்றம் பாத்திரம்,विस्थापन संप्रतीक
குறைந்த மின்னழுத்தம்,लघुपथ
குறுகிய அறிவுறுத்தல்,लघु अनुदेश
உடன்பிறப்பு,सहोदर
பக்க விளைவு,"1.पार्श्व प्रभाव, 2.प्रति-प्रभाव"
அடையாளம் பிட்,चिन्ह बिट
சிக்னல்,संकेत
சமிக்ஞை செயலாக்கம்,संकेत प्रक्रमण
சிக்னலிங்,संकेतन
சமிக்ஞை-இரைச்சல் விகிதம்,"1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात"
கையெழுத்து,"1.हस्ताक्षर, 2. चिन्हक"
கையெழுத்து சோதனை,चिन्हक परीक्षण
குறிப்பிடத்தக்க இலக்கம்,सार्थक अंक
சிலிக்கான் சிப்,सिलिकॉन चिप
எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP),सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी)
சிம்ப்ளக்ஸ்,एकधा
எளிய முனை,"1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि"
உருவகப்படுத்துதல்,अनुकरण
சிமுலேட்டர்,अनुकारी
ஒரே நேரத்தில்,"1.युगपत, 2.समकालिक"
ஒரே நேரத்தில் செயலாக்கம்,युगपत प्रक्रमण
சிங்கிள்டன்,एकल
தள உரிமம்,"1.साईट लाइसेंस, 2.स्थल लाइसेंस"
அளவு,"1.साइज, 2.आमाप"
அளவிடுதல்,आमापन
வரைதல்,"1.रेखांकन, 2.रेखाचित्रण"
தவிர்க்கவும்,प्लुति
ஸ்கிப்பிங்,"1.प्लुति, 2.प्लुतिकरण"
ஸ்லாஷ்,"1.स्लैश, 2.काट"
அடிமை கணினி,अधीन कंप्यूटर
நெகிழ் சாளர நெறிமுறை,सर्पी विंडो प्रोटोकॉल
நழுவும்,"1. चूक, 2. सर्पण"
ஸ்லாட்,खाँचा
சிறிய கணினி அமைப்பு இடைமுகம் (SCSI),स्कैजी (एस सी एस आई)
ஸ்மார்ட் கார்டு,स्मार्ट कार्ड
நத்தை அஞ்சல்,धीमी डाक
ஸ்னாப்ஷாட்,आशुचित्र
மென்மையான கணினி,"1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन"
மென்மையான நகல்,सॉफ्ट प्रति
மென்மையான எழுத்துரு,सुगम फान्ट
மென்பொருள்,सॉफ्टवेयर
மென்பொருள் பொறியியல்,सॉफ्टवेयर इंजीनियरी
மென்பொருள் உரிமம்,सॉफ्टवेयर लाइसेंस
மென்பொருள் திருட்டு,सॉफ्टवेयर चोरी
ஸ்பெக்ட்ரம்,स्पेक्ट्रम
சுழல்,"1.पेंचदार, 2.सर्पिल"
விரிதாள்,"1.विस्तृत शीट, 2.स्प्रेडशीट"
தரநிலை,मानक
நிலையான பொதுவான மார்க்அப் மொழி (SGML),मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल)
தரப்படுத்தல்,मानकीकरण
காத்திருப்பு நேரம்,प्रतीक्षा काल
நட்சத்திரம் LAN,तारक लैन
நட்சத்திர இடவியல்,तारक संस्थिति
தொடக்க பிட்,आरंभी बिट
பட்டினி,"1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट"
நிலையான நினைவகம்&#39;,"1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी"
நிலை சேனல்,स्थिति चैनल
படி அளவு,"1.सोपान साइज, 2.सोपानी आयाम"
நிறுத்த மற்றும் காத்திரு நெறிமுறை,विराम एवं प्रतीक्षा प्रोटोकॉल
நிறுத்த குறியீடு,विराम कूट
நிறுத்த விசை,विराम कुंजी
சேமிப்புத்திறன்,भंडारणीयता
சேமிக்கப்பட்ட நிரல்,भंडारित प्रोग्राम
சரம் தரவு,श्रृंखला आँकड़आ
கட்டமைக்கப்பட்ட குறியீட்டு முறை,"1.संरचित कूटलेखन, 2.संरचित कोडन"
கட்டமைக்கப்பட்ட வினவல் மொழி (SQL),संरचित पृच्छा भाषा (एस क्यू एल)
நடை தாள்,"1. वर्तिका पत्र ,2. शैली पत्र"
துணை அடைவு,उपनिदेशिका
சப்நெட்,"1.उपजाल, 2.सबनेट"
துணை மரம்,उपवृक्ष
சுருக்கம்,"1.संक्षेपण, 2.संक्षेपीकरण"
சூப்பர் கணினி,"1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर"
சூப்பர் கம்ப்யூட்டிங்,"1.सुपर कप्यूटन, 2.सुपर अभिकलन"
சூப்பர் சாவி,महाकुंजी
சூப்பர் பயனர்,सर्वोच्च प्रयोक्ता
மேற்பார்வை கற்றல்,पर्यवेक्षित अधिगम
ஆதரவு சிப்,सहायक चिप
சர்ஃப்,नेट विचरण
உலாவல்,"1.नेट विचरण, 2.सीकरण, 3.सर्फन"
இடமாற்று,गमागम
இடமாற்றம்,अंतर्गमागम
மாற்றிக்கொள்,बहिर्गमागम
இடமாற்றம்,गमागमन
நெட்வொர்க் மாறியது,"1.स्विचित नेटवर्क,2. स्विचित जालक्रम"
மாறுகிறது,स्विचन
மாறுதல் கோட்பாடு,स्विचन सिद्धांत
குறியீட்டு நிரலாக்கம்,प्रतीकात्मक प्रोग्रामन
ஒத்திசைவு,तुल्यकालन
சின்க்ரோனைசர்,तुल्यकालक
ஒத்திசைவானது,तुल्यकालिक
ஒத்திசைவான டிஜிட்டல் படிநிலை (SDH),तुल्यकालिक अंकीय पदानुक्रम (एस डी एच)
தொடரியல் பகுப்பாய்வு,वाक्य विश्लेषण
அமைப்பு பகுப்பாய்வு,तंत्र विश्लेषण
கணினி பொறியியல்,तंत्र इंजीनियरी
கணினி ஹேக்கர்,"1.तंत्र विच्छेदक, 2.तंत्र हैकर"
கணினி ஒருங்கிணைப்பான்,तंत्र समेकक
கணினி பதிவு,तंत्र लॉग
அமைப்பு முகமூடி,तंत्र आच्छद
கணினி நெட்வொர்க் கட்டமைப்பு (SNA),तंत्र नेटवर्क संरचना (एस एन ए)
கணினி நிரலாளர்,"1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक"
கணினி மறுதொடக்கம்,"1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन"
கணினி பணிநிறுத்தம்,तंत्र समापन
அமைப்பு சோதனை,तंत्र परीक्षण
அமைப்பு பயன்பாடு,तंत्र उपयोगिता
முறையான குறியீடு,"1.व्यवस्थित कोड, 2.व्यवस्थित कूट"
tab கட்டளை,टैब समादेश
மேசை,सारणी
மேஜை மேலே பார்க்கவும்,सारणी अवलोकन
அட்டவணை இடம்,सारणी स्थान
டேப்லெட்,पटलिका
அட்டவணை வரிசை,"1.सारणीवद्ध, 2.सरणी व्यूह"
அட்டவணை செயல்பாடு,सारणीकरण फलन
குறியிடப்பட்ட கட்டிடக்கலை,"1.चिह्नित वास्तुकला, 2.चिह्नित संरचना"
குறியிடப்பட்ட படக் கோப்பு வடிவம் (TIFF),चिहनित प्रतिबिंब संचिका फर्मा (टिफ)
தண்டம் அமைப்பு,अग्रानुक्रम तंत्र
டேப் அடர்த்தி,टेप घनत्व
நாடா முகமூடி,टेप आवरण
தார் கோப்பு,टार संचिका
பணி,कार्य
பணிப்பட்டி,कार्यदर्शिका
பணி திட்டமிடுபவர்,कार्य अनुसूचक
TCP/IP (டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால்),संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी)
கிழித்தல் செயல்பாடு,कटाव संक्रिया
தொலை தொடர்பு,दूरसंचार
தொலைத்தொடர்பு,दूरसंचार
தொலைதொடர்பு,दूरसंवाद
டெலி கான்பரன்சிங்,दूर सम्मेलन
தந்தி,"1.तारप्रेषण, 2.टेलीग्राफी"
டெலிமெட்ரி,"1.दूरमापी, 2.दूरमिती"
தொலைபேசி,"1.दूरभाष, 2.टेलीफोन"
டெலிபோனி,दूरभाषी
டெலி பிரிண்டர்,"1.दूरमुद्रक, 2.टेलीप्रिंटर"
டெலிபிராசசிங்,दूरप्रक्रमण
தொலைக்காட்சி,"1.दूरदर्शन, 2.टेलीविजन, 3.दूरदर्शित्र"
டெலக்ஸ்,टेलेक्स
டெல்நெட்,"1.दूर जाल, 2.टेलनेट"
வெப்ப நிலை,"1.ताप, 3.तापक्रम"
டெம்ப்ளேட்,"1.आकार पट्ट, 2.टेंपलेट, 3.रुपदा"
பத்து இன் நிரப்பு,दस-पूरक
டெரா பைட்,टेरा बाइट
தேரா தோல்விகள்,टेरा फलाप्स
டெர்மினல் கர்சர்,"1.अंतक प्रसंकेतक, 2.टर्मिनल कर्सर"
முனைய முனை,"1.अंतक आसंधि, 2.टर्मिनल नोड"
முனைய சாளரம்,टर्मिनल विंडो
முடித்தல்,समापन
மும்முனை,त्रि-आधारी
மும்மை செயல்பாடு,त्रि-आधारी संक्रिया
சோதனை,परीक्षण
சோதனை கவரேஜ்,परीक्षण व्याप्ति
சோதனை ஓட்டம்,परीक्षण निष्पादन
சோதனை-தரவு,परीक्षण आँकड़आ
உரை,"1.टैक्सट,2. पाठ्य सामग्री"
உரை பெட்டி,पाठ्य पेटी
உரை கர்சர்,पाठ्य कर्सर
உரை திருத்தி,पाठ्य संपादक
உரை கோப்பு,पाठ संचिका
உரை முறை,पाठ्य विधा
உரை செயலாக்கம்,पाठ प्रक्रमण
உரையிலிருந்து பேச்சு (TTS),वाक-पाठ्य (टी टी एस)
அமைப்பு மேப்பிங்,बुनावट प्रतिचित्रण
டி-ஃபிளிப்-ஃப்ளாப்,"1.टी फ्लिप फ्लॉप, 2.टी-द्विमानित्र"
வெப்ப அச்சுப்பொறி,तापीय मुद्रकातापीय
மெல்லிய பட நினைவகம்,"1.प्रिंटर तनु फिल्म स्मृति, 2.तनु फिल्म मेमोरी"
மெல்லிய பட டிரான்சிஸ்டர்,(TFT) तनु फिल्म ट्रांजिस्टर (टी एफ टी)
அடித்தல்,"1.गहाना, 2.थैशिंग"
நூல்,सूत्र-चूड़ई
திரித்தல்,सूत्रण
மூன்று அடுக்கு நெட்வொர்க்,"1.त्रितल जालक्रम, 2.त्रितल नेटवर्क"
உற்பத்தி,प्रवाह क्षमता
நேரம் சிக்கலானது,काल जटिलता
நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்),काल विभाजन बहुसंकेतन (टी डी एम)
கால அளவு,काल फ्रेम
கால அளவு,ङ्केसमय सी
கால இயந்திரம்,"1.काल यंत्र, 2.काल मशीन, 3.टाइम मशीन"
நேரம் முடிந்தது,समय समाप्त
நேர அளவீடு,"1.कालॉशन, 2.काल क्वांटीकरण"
நேரத் தொடர்,काल श्रेणी
நேரம் பகிர்வு,"1. काल विभाजन ,2. समय सहभाजन"
நேர பகிர்வு அமைப்பு,समय सहभाजन तंत्र
நேர முத்திரை,काल स्टेप
நேர வரைபடம்,काल आरेख
சாயல்,वर्णक
நிலைமாற்று,टॉगल
மாறுதல் வேகம்,टॉगल चाल
டோக்கன்,"1.प्रतीक, 2.टोकन"
டோக்கன் பஸ்,टोकन बस
டோக்கன் பஸ்,टोकन बस
டோக்கன் பஸ் நெட்வொர்க்,टोकन बस जालक्रम
டோக்கன் வளையம்,"1.प्रतीक वलय, 2.सांकेतिक वलय"
அடையாளப் பேச்சு,टोकन वार्ता
கருவி,"1.औजार, 2.उपकरण"
மேலிருந்து கீழ்,शीर्ष-पाद
மேல் கீழ் வடிவமைப்பு,शीर्ष पाद अभिकल्प
மேல் கீழே பாகுபடுத்துதல்,"1.नख शिख पद विन्यास, 2.अधोगामी"
கட்டமைப்பியல்,"1.सांस्थिति, 2.स्थान विज्ञान"
டச் பேட்,स्पर्श पैड
தொடு திரை,स्पर्श स्क्रीन
சுவடு,"1.चिन्ह, 2.निशान, 3.अनुरेखण"
தடமறிதல்,अनुरेखण
தடம்,"1.मार्ग, 2.पथ, 3.लीक"
தட வட்டு,"1.ट्रैक डिस्क, 2.पथ डिस्क"
டிராக் டேப்,पथ टेप
கண்காணிப்பு,"1.अनुमार्गन, 2.अनुपथन"
டிரெய்லர்,"1.अनुयान, 2.अनुग"
பாதை,प्रक्षेप पथ
பரிவர்த்தனை,"1.कार्य संपादन, 2.सौदा, 3.लेनदेन, 4.आदान प्रदान"
பரிவர்த்தனை கோப்பு,"1.सौदा संचिका, 2.क्रिया-कलाप संचिका"
பரிவர்த்தனை பதிவு,"1.लेन-देन संलेख, 2.आदान-प्रदान लॉग"
படியெடுக்கவும்,"1.प्रतिलेखन, 2.लिप्यंतरण करना"
மின்மாற்றி,ट्रांसड्यूसर
பரிமாற்ற விகிதம்,अंतरण दर
பரிமாற்ற நேரம்,अंतरण काल
உருமாற்றம்,रुपांतरण
நிலையற்ற பிழை,क्षणिक त्रुटि
பயண நேரம்,संक्रमण काल
மாற்றம்,"1.संक्रमण, 2.संक्रांति"
இடைநிலை,संक्रामक
டிரான்சிட்டிவிட்டி,संक्रमिता
மொழிபெயர்ப்பு,"1.अनुवाद, 2.अंतरण, 3.अनुभाषण"
பரவும் முறை,"1. संचरण, संचारण ,2.संप्रेषण"
பரிமாற்ற கட்டுப்பாட்டு நெறிமுறை (TCP),संप्रेषण नियंत्रण प्रोटोकॉल (टी सी पी)
ஒலிபரப்பு வரி,"1.संचरण लाइन, 2.संप्रेषण लाइन"
டிரான்ஸ்மிட்டர்,ट्रांसमीटर
வெளிப்படைத்தன்மை,पारदर्शिता
டிரான்ஸ்பாண்டர்,ट्रांसपोंडर
போக்குவரத்து,"1.परिवहन, 2.प्रतिगमन"
இடமாற்றம்,पक्षांतरण
டிரான்ஸ்பியூட்டர்,ट्रांसप्यूटर
பரிமாற்றி,"1.संप्रेष अभिग्राही, 2.ट्रांस रिसीवर"
பொறி,"1.प्रपाशन, 2.फांसना, 3.पकड़ना"
தொடரவேண்டும்,चंक्रमण
மரம் (கடந்து செல்லும்),वृक्ष (चंक्रमण)
மரம் நெட்வொர்க்,तरु नेटवर्क
கிளை சுற்று,सहायक परिपथ
அற்ப வரைபடம்,तुच्छ आरेख
பிரச்சனை படப்பிடிப்பு,दोष-निवारण
துண்டிக்கவும்,"छिन्न, रुंडन"
உண்மை அட்டவணை,सत्यमान सारणी
ட்யூனர்,"1.टयूनर, 2.समस्वरक, 3.समंजक"
சுரங்கப்பாதை,"1.सुरंगन, 2.टनलिंग"
ட்யூனிங்,"1.समंजन, 2.समस्वरण, 3.टयूनिंग"
டூபிள்,टपल
டர்போ பாஸ்கல்,टर्बो पास्कल
டூரிங் இயந்திரம்,टयूरिंग मशीन
நேரம் திரும்பவும்,प्रतिवर्तन काल
