Hindi,Kannada
स्वामित्व प्रक्रिया सामग्री,ಸ್ವಾಮ್ಯದ ಸಾಫ್ಟ್‌ವೇರ್
स्वामित्व क्रमादेश,ಸ್ವಾಮ್ಯದ ಕಾರ್ಯಕ್ರಮ
रक्षित क्षेत्र,ಸಂರಕ್ಷಿತ ಕ್ಷೇತ್ರ
रक्षित संचिका,ಸಂರಕ್ಷಿತ ಫೈಲ್
"रक्षित स्थान, रक्षित स्थानन",ಸಂರಕ್ಷಿತ ಸ್ಥಳ
रक्षित स्मृति,ಸಂರಕ್ಷಿತ ಮೆಮೊರಿ
रक्षण प्रणाल,ಸಂರಕ್ಷಣಾ ಮಾರ್ಗ
रक्षण प्रांत,ಸಂರಕ್ಷಣಾ ಕ್ಷೇತ್ರ
रक्षण कुंजी,ರಕ್ಷಣೆ ಕೀ
रक्षण क्रियाविधि,"ರಕ್ಷಣೆ
 ಯಾಂತ್ರಿಕ ವ್ಯವಸ್ಥೆ"
रक्षण विस्तृति,ರಕ್ಷಣೆ ವ್ಯಾಪ್ತಿ
रक्षक फ्रेम,ರಕ್ಷಕ ಚೌಕಟ್ಟು
सदेशाचार,ಶಿಷ್ಟಾಚಾರ
सदेशाचार परिवर्तक,ಪ್ರೋಟೋಕಾಲ್ ಪರಿವರ್ತಕ
सदेशाचार पदानुक्रम,ಪ್ರೋಟೋಕಾಲ್ ಕ್ರಮಾನುಗತ
सदेशाचार अनुवाद,"ಶಿಷ್ಟಾಚಾರ
 ಭಾಷಾಂತರ"
आदिप्ररूप क्रमादेश,ಮೂಲಮಾದರಿ ಕಾರ್ಯಕ್ರಮ
आदिप्ररूप कथन,"ಮೂಲಮಾದರಿ
 ಹೇಳಿಕೆ"
प्रमाणन,ಸಾಬೀತುಪಡಿಸುವ
प्रमाणन काल,ಸಮಯವನ್ನು ಸಾಬೀತುಪಡಿಸುತ್ತದೆ
छद्म अनुप्रयोग क्रमादेश,"ಉಚ್ಚುವ
 ಕಾರ್ಯಕ್ರಮ"
छद्म कालद,ಸ್ಯೂಡೋಕ್ಲಾಕ್
छद्म कूट,ಹುಸಿ ಕೋಡ್
छद्म प्रसंकेतक,ಸ್ಯೂಡೋಕರ್ಸರ್
छद्म संचिका पता,ಸ್ಯೂಡೋಫೈಲ್ ವಿಳಾಸ
छद्म अनुदेश,ಸ್ಯೂಡೋ-ಕಂದಕ
छद्म भाषा,ಸ್ಯೂಡೋ ಭಾಷೆ
छद्म रव अनुक्रम,"ಹುಸಿ ಶಬ್ದ
 ಅನುಕ್ರಮ"
छद्म संक्रिया कूट,ಹುಸಿ ಆಪ್ಕೋಡ್
छद्म संक्रिया,ಸ್ಯೂಡೋ ಕಾರ್ಯಾಚರಣೆ
छद्म यादृच्छिक,ಸ್ಯೂಡೋ ಯಾದೃಚ್ om ಿಕ
छद्म यादृच्छिक संख्या,"ಸ್ಯೂಡೋ ಯಾದೃಚ್ om ಿಕ
 ಸಂಖ್ಯೆ"
छद्म चर,ಹುಸಿ ವೇರಿಯಬಲ್
प्रकाशन भाषा,"ಪ್ರಕಟಣೆ
 ಭಾಷೆ"
जन आँकड़ा जालक्रम,"ಸಾರ್ವಜನಿಕ ದತ್ತಾಂಶಗಳು
 ಜಾಲ"
जन कुंजी तंत्र,ಸಾರ್ವಜನಿಕ ಪ್ರಮುಖ ವ್ಯವಸ್ಥೆ
जन सदेश सेवा,"ಸಾರ್ವಜನಿಕ ಸಂದೇಶ
 ಸೇವಕ"
सार्वजनिक जालक्रम,ಸಾರ್ವಜನಿಕ ಜಾಲ
सार्वजनिक संकुल जालक्रम,"ಸಾರ್ವಜನಿಕ ಪ್ಯಾಕೆಟ್
 ಜಾಲ"
अधोकर्षक प्रतिरोधक,ರಿಜಿಸ್ಟರ್ ಅನ್ನು ಎಳೆಯಿರಿ
उत्कर्षण प्रतिरोधक,ಎಳೆಯಿರಿ ರಿಜಿಸ್ಟರ್
स्पंद,ನಾಡಿಮಿಡಿತ
स्पंद आयाम,ನಾಡಿ ವೈಶಾಲ್ಯ
स्पंद आयाम माडुलन,"ನಾಡಿ ವೈಶಾಲ್ಯ
 ಉಚ್ulationಾಟನೆ"
स्पंद कूट,ನಾಡಿ ಸಂಹಿತೆ
स्पंद अवधि,ನಾಡಿಯ ಅವಧಿ
स्पंद जनन,ನಾಡಿಮಿಡಿತ
स्पंद जनित्र,ನಾಡಿ ಉತ್ಪಾದಕ
स्पंद तुंगता,ನಾಡಿ ಎತ್ತರ
स्पंदक,ಬಡಿಯುವ ಕೋಲು
स्पंद दर,ನಾಡಿ ಬಡಿತ
स्पंद पुनर्जनन,ನಾಡಿ ಪುನರುತ್ಪಾದನೆ
स्पंद पुनरावर्तन आवृत्ति,"ನಾಡಿ ಪುನರಾವರ್ತನೆ
 ಆವರ್ತನ"
स्पंद पुनरावर्तन दर,"ನಾಡಿ ಪುನರಾವರ್ತನೆ
 ದರ"
स्पंद रूपण,ನಾಡಿ ಆಕಾರ
स्पंद विस्तारक,ನಾಡಿ ಹಿಗ್ಗಿಸುವಿಕೆ
स्पंद रज्जु,ನಾಡಿ ದಾರ
स्पंदावली,ನಾಡಿ ರೈಲು
स्पंद प्रवर्तित दिवमानित्र,"ನಾಡಿಮಿಡಿತ
 ಫ್ಲಿಪ್ ಫ್ಲಾಪ್"
"स्पंद विस्तार, स्पंद चौड़ाई",ನಾಡಿ ಅಗಲ
पंपन प्रमेयिका,ಪಂಪಿಂಗ್ ಲೆಮ್ಮಾ
"छिद्रण, छिद्रित्र",ಚಾಚು
छिद्रण पत्रक,ಪಂಚ್ ಕಾರ್ಡ್
छिद्रित स्तंभ,ಪಂಚ್ ಕಾಲಮ್
छिद्रित पत्रक,ಪಂಚ್ಡ್ ಕಾರ್ಡ್
छिद्रित पत्रक पठित्र,"ಪಂಚ್ಡ್ ಕಾರ್ಡ್
 ಓದುಗ"
छिद्रित कागज टेप,"ಮುಳುಗಿದ ಕಾಗದ
 ಟೇಪೆ"
छिद्रित टेप,ಪಂಚ್ ಟೇಪ್
छिद्रित टेप कूट,ಪಂಚ್ ಟೇಪ್ ಕೋಡ್
छिद्रित टेप पठित्र,"ಪಂಚ್ ಟೇಪ್
 ಓದುಗ"
छिद्रण स्थिति,ಗುದ್ದುವ ಸ್ಥಾನ
छिद्रण केन्द्र,ಗುದ್ದಾಟ ನಿಲ್ದಾಣ
छिद्रण पथ,ಪಂಚ್ ಮಾರ್ಗ
छिद्रण स्थिति,ಪಂಚ್ ಸ್ಥಾನ
छिद्रण पंक्ति,ಪಂಚ್ ಸಾಲು
छिद्रण केन्द्र,ಪಂಚ್ ನಿಲ್ದಾಣ
छिद्रण टेप,ಪಂಚ್ ಟೇಪ್
छिद्रण टेप कूट,ಪಂಚ್ ಟೇಪ್ ಕೋಡ್
विराम चिह्‍नन,ತದಕಗೊಳಿಸುವಿಕೆ
विराम संप्रतीक,"ತದಕಗೊಳಿಸುವಿಕೆ
 ಪಾತ್ರ"
"विराम प्रतीक, परिसीमक","ತದಕಗೊಳಿಸುವಿಕೆ
 ಚಿಹ್ನೆ"
शुद्ध द्वि-आधारी संख्यान पद्धति,"ಶುದ್ಧ ಬೈನರಿ
 ಪ್ರಸಾರ
 ಚಿಹ್ನೆ"
शुद्ध यंत्र सहाय अनुवाद,"ಶುದ್ಧ
 ಯಂತ್ರೋಪಕ್ಷಕ
 ಭಾಷಾಂತರ"
शुद्ध यंत्र अनुवाद,"ಶುದ್ಧ ಯಂತ್ರ
 ಭಾಷಾಂತರ"
संभर,ಒತ್ತು
दाब बटन डायलन,ಪುಶ್ ಬಟನ್ ಡಯಲಿಂಗ್
अधोसंभर,ಕೆಳಗೆ ತಳ್ಳು
अधोसंभर स्वचलप्ररूप,"ಕೆಳಗೆ ತಳ್ಳು
 ಆಟೊಮಾಟಾ"
अधोसंभर स्वचालन,"ಕೆಳಗೆ ತಳ್ಳು
 ಸ್ವಯಂಚಾಲಿತ"
अधोसंभर सूची,ಪುಕ್ಕಡ ಪಟ್ಟಿ
अधोसंभर पंक्ति,ತಾಣಗಾಣ
अधोसंभर चिति,ತಾಣಗಾಣ
अधोसंभर भंडारण,ತಾಣಗಾಣ
संभर अनुदेश,ತಳ್ಳುವ ಸೂಚನೆ
संभर झंप अनुदेश,"ಪುಕ್ಕ
 ಸೂಚನಾ"
उत्संभर सूची,ಪ್ರಜಾಪ್ರಭುತ್ವ
उत्संभर भंडारण,ಪುಷ್-ಅಪ್ ಸಂಗ್ರಹ
चतुः बस प्रेषाभिग्राही,"ಕ್ವಾಡ್ ಬಸ್
 ಟ್ರಾನ್ಸ್ಸಿ"
चतुः घनत्व,ಕ್ವಾಡ್ ಸಾಂದ್ರತೆ
द्विघाती क्रमादेशन,"ಚತುರ್ಭುಜದ
 ಪ್ರೋಗ್ರಾಮಿಂಗ್"
समकोणिक आयाम माडुलन,ಚತುರ್ಭುಜ
चतुः छिद्री,ಚತುರ
चतुष्क,ನಾಲ್ಕುಪಟ್ಟು
चतुष्पंजी,"ಚತುರ-ಉದ್ದ
 ನೋಂದಣಿ
 (= Uadruple
 ನೋಂದಣಿ)"
चतुष्पंजी,ಚತುಷ್ಪಥ ರಿಜಿಸ್ಟರ್
विशेषक,ಅರ್ಹತೆದಾರ
गुणता आश्वासन,ಗುಣಮಟ್ಟದ ಭರವಸೆ
प्रमात्रीकरण,ಪ್ರಮಾಣೀಕರಣ
प्रमात्रक,ಪ್ರಮಾಣಕ
क्वान्टमीकरण त्रुटि,ಪ್ರಮಾಣೀಕರಣ ದೋಷ
क्वान्टमीकरण रव,ಪ್ರಮಾಣಕತ್ವ
क्वान्टमीकरण अनिश्चितता,"ಪ್ರಮಾಣೀಕರಣ
 ಅನಿಶ್ಚಿತತೆ"
क्वान्टमन,ಪ್ರಮಾಣೀಕರಿಸು
क्वान्टमक,ಪ್ರಮಾಣಕ
क्वान्टमक रव,ಪ್ರಮಾಣ
क्वान्टमीकरण त्रुटि,ದೋಷವನ್ನು ಪ್ರಮಾಣೀಕರಿಸುವುದು
क्वान्टम घड़ी,ಗಡಿಯಾರ
क्वान्टम कालांश,ಸಮಯ
चतुर्थाश चाल,ತ್ರೈಮಾಸಿಕ ವೇಗ
चतुर्थांश वर्ग गुणक,"ಚರಂಡಿ
 ಗುಣಕ"
चतुष्टय,ಕಾಲುಭಾಗ
क्वार्ट्ज विलंब लाइन,ಕಾಲುಭಾಗ
छद्म अनुदेश,"ಅರೆ ಸೂಚನೆ
 (= ಹುಸಿ
 ಸೂಚನಾ)"
चतुराधारी तर्क,ಕ್ವಾಟರ್ನರಿ ತರ್ಕ
चतुष्टय संकारक,"ಕದ್ದಲನ
 ನಿರ್ವಾಹಕ"
पृच्छा,ಪ್ರಶ್ನಿಸು
पृच्छा भाषा,ಪ್ರಶ್ನೆ ಭಾಷೆ
पृच्छा संसाधन,ಪ್ರಶ್ನೆ ಪ್ರಕ್ರಿಯೆ
पृच्छा केन्द्र,ಪ್ರಶ್ನಾ ಕೇಂದ್ರ
पंक्ति,ಸರದಿಬಾಳ್ಯ
पंक्ति संकुलन,ಕ್ಯೂ ದಟ್ಟಣೆ
पंक्ति नियंत्रण खंडक,"ಕ್ಯೂ ನಿಯಂತ್ರಣ
 ನಿರ್ಬಂಧ"
पंक्तिबद्ध अभिगम विधि,"ಸರದಿ ಪ್ರವೇಶ
 ವಿಧಾನ"
पंक्ति आँकड़ा समुच्चय,ಕ್ಯೂ ಡೇಟಾ ಸೆಟ್
पंक्तिबद्ध सूचित अनुक्रमिक विधि,"ಕ್ಯೂಡ್ ಇಂಡೆಕ್ಸ್
 ಅನುಕ್ರಮ
 ವಿಧಾನ"
पंक्तिबद्ध दूर संचार अभिगम विधि,ದೂರಸಂಪರ್ಕ ಪ್ರವೇಶ ವಿಧಾನ ಕ್ಯೂಡ್
पंक्ति अवयव,ಕ್ಯೂ ಅಂಶ
पंक्ति कड़ी शब्द,ಕ್ಯೂ ಲಿಂಕ್ ಪದ
पंक्ति प्रबंध,"ಸರದಿಬಾಳ್ಯ
 ನಿರ್ವಹಣೆ"
पंक्तियन,ಸರಾಗವಾಗಿಸು
पंक्ति विश्लेषण,ಕ್ಯೂಯಿಂಗ್ ವಿಶ್ಲೇಷಣೆ
पंक्ति सूची,ಕ್ಯೂಯಿಂಗ್ ಪಟ್ಟಿ
पंक्ति सिद्धांत,ಕ್ಯೂಯಿಂಗ್ ಸಿದ್ಧಾಂತ
पंक्ति काल,ಕ್ಯೂಯಿಂಗ್ ಸಮಯ
द्विपंचक कूट,"ಕ್ವಿಬೈನರಿ ಕೋಡ್
 (= ಬಿಕ್ವಿನರಿ
 ಕೋಡ್)"
दूत अभिगम स्मृति,"ಶೀಘ್ರ ಪ್ರವೇಶ
 ನೆನಪು"
"दुत छँटाई, द्रुत शाटन",ಶೀಘ್ರವಾಗಿ
द्रुत प्रारंभ,ಶೀಘ್ರ ಆರಂಭ
अक्रियण,ಜಗಳ
निष्पंद,ಚುರುಕುಗ
निष्पंद दशा,"ಚುರುಕುಗ
 ಷರತ್ತು"
पंचाधारी,ಕಣ್ಣುಮತದಾನದ
पंचाधारी पद्धति,ಕ್ವಾರಣೆ ವ್ಯವಸ್ಥೆಯ
पंचतय,ಚಿರತೆ
रैक,Rackರು
पंक्तिशः प्रदर्श,ಚೂರುಪಾರು
त्रिज्य स्थानांतरण,ರೇಡಿಯಲ್ ವರ್ಗಾವಣೆ
रेडियो सामान्य वाहक,"ರೇಡಿಯೋ ಸಾಮಾನ್ಯ
 ವಾಹಕ"
रेडियो रिले तंत्र,ರೇಡಿಯೋ ರಿಲೇ ವ್ಯವಸ್ಥೆ
रेडियो टेलिटाइपराइटर,"ರೇಡಿಯೋ
 TLeeTypeWriter"
मूलांक,ರಾಡಿಕ್ಸ್
मूलांक पूरक,ರಾಡಿಕ್ಸ್ ಪೂರಕ
मूलांक विनिमय,ರಾಡಿಕ್ಸ್ ವಿನಿಮಯ
ह्रासित मूलांक पूरक,"ರಾಡಿಕ್ಸ್-ಒನ್
 ಪೂರಿಸು
 (= ಕಡಿಮೆಯಾಗಿದೆ
 ರಾಡಿಕ್ಸ್
 ಪೂರಕ)"
मूलांक अंकन-पद्धति,ರಾಡಿಕ್ಸ್ ಸಂಕೇತ
मूलांक संख्यान पद्धति,"ರಾಡಿಕ್ಸ್ ಸಂಖ್ಯಾವಳಿ
 ವ್ಯವಸ್ಥೆ"
मूलांक बिन्दु,ರಾಡಿಕ್ಸ್ ಪಾಯಿಂಟ್
मूलांक शाटन,ರಾಡಿಕ್ಸ್ ವಿಂಗಡಣೆ
विषम सरणी,ಚಿಂದಿಹಲ್ಲು
रैम सन्निक्षेप,ರಾಯಭಾರಿ
रैम भारक,ರಾಮ್ ಲೋಡ್ ಮಾಡುವವನು
रैम सदिश पेटी,ರಾಮ್ ಮೇಲ್ ಪೆಟ್ಟಿಗೆ
रैम (यादृच्छिक अभिगम स्मृति),"ರಾಮ್ (ರಾಂಡಮ್
 ಪ್ರವೇಶ ಮೆಮೊರಿ)"
रैम पुनश्चर्या,ರಾಮ್ ರಿಫ್ರೆಶ್
यादृच्छिक अभिगम,ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
यादृच्छिक अभिगम युक्ति,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಸಾಧನ"
यादृच्छिक अभिगम निवेश निर्गम,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಇನ್ಪುಟ್ output ಟ್ಪುಟ್"
यादृच्छिक अभिगम स्मृति,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ನೆನಪು"
यादृच्छिक अभिगम विधि,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ವಿಧಾನ"
यादृच्छिक अभिगम क्रमादेशन,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಪ್ರೋಗ್ರಾಮಿಂಗ್"
यादृच्छिक अभिगम छाँट,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ವಿಂಗಡಿಸು"
यादृच्छिक अभिगम भंडारण,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ಸಂಗ್ರಹಣೆ"
यादृच्छिक अभिगम तंत्र,"ಯಾದೃಚ್ renuct ಿಕ ಪ್ರವೇಶ
 ವ್ಯವಸ್ಥೆ"
यादृच्छिक कलन विधि,ಯಾದೃಚ್ om ಿಕ ಅಲ್ಗಾರಿದಮ್
यादृच्छिक आँकड़ा समुच्चय,ಯಾದೃಚ್ data ಿಕ ಡೇಟಾ ಸೆಟ್
यादृच्छिक कुंजी-पता रूपांतरण,"ಯಾದೃಚ್ co ಿಕ
 ಭಾಷಣ
 ರೂಪಾಂತರ"
यादृच्छिक तर्क,ಯಾದೃಚ್ logತಕ
यादृच्छिक रव,ಯಾದೃಚ್ noಾನ
यादृच्छिक संख्या,ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
यादृच्छिक संख्या जनक,"ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
 ಉತ್ಪಾದಕ"
यादृच्छिक संख्या अनुक्रम,"ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
 ಅನುಕ್ರಮ"
यादृच्छिक संख्या श्रेणी,"ಯಾದೃಚ್ om ಿಕ ಸಂಖ್ಯೆ
 ಸರಣಿ"
यादृच्छिक संसाधन,ಯಾದೃಚ್ om ಿಕ ಸಂಸ್ಕರಣೆ
यादृच्छिक क्रमवीक्षण,ಯಾದೃಚ್ scur ಿಕ ಸ್ಕ್ಯಾನ್
यादृच्छिक अनुक्रम,ಯಾದೃಚ್ se ಿಕ ಅನುಕ್ರಮ
परिसर,ವ್ಯಾಪ್ತಿ
परिसर जाँच,ಶ್ರೇಣಿ ಪರಿಶೀಲನೆ
परिसर मापी,ಶ್ರೇಣಿ ಶೋಧಕ
कोटिसहसंबंध गुणांक,"ಶ್ರೇಣಿ ಪರಸ್ಪರ ಸಂಬಂಧ
 ಗುಣಕ"
द्रुत अभिगम,ಶೀಘ್ರ ಪ್ರವೇಶ
द्रुत अभिगम पाश,ತ್ವರಿತ ಪ್ರವೇಶ ಲೂಪ್
द्रुत अभिगम स्मृति,"ಶೀಘ್ರ ಪ್ರವೇಶ
 ನೆನಪು"
"रैस्टर, रेखापुंज",ಕವೆಗಿಳ
रेखा पुंज गणन,ರಾಸ್ಟರ್ ಎಣಿಕೆ
रेखा पुंज प्रदर्श सेवा,"ರಾಸ್ಟರ್ ಪ್ರದರ್ಶನ
 ಸೇವಕ"
रेखा पुंज,ರಾಸ್ಟರ್ ಗ್ರಾಫಿಕ್ಸ್
आलेखिकी रेखा पुंज ग्रिड,ರಾಸ್ಟರ್ ಗ್ರೈಡ್
रेखा पुंज विधा आलेखी प्रदर्श,"ರಾಸಾಯನಿಕ ಮೋಡ್
 ಗ್ರಾಫಿಕ್ ಪ್ರದರ್ಶನ"
रेखा पुंज आलोखित्र,ರಾಸ್ಟರ್ ಪ್ಲಾಟರ್
रेखा पुंज क्रमवीक्षण,ರಾಸ್ಟರ್ ಸ್ಕ್ಯಾನ್
रेखा पुंज एकक,ರಾಸ್ಟರ್ ಘಟಕ
दर-मार्ग आपरेटर,"ದರ ಮತ್ತು ಮಾರ್ಗ
 ನಿರ್ವಾಹಕ"
दर केन्द्र,ದರದ ಕೇಂದ್ರ
दर स्पंद,ದರದ ನಾಡಿ
अनुपात नियंत्रण,ಅನುಪಾತ ನಿಯಂತ್ರಣ
संगत भाषा,ತರ್ಕಬದ್ಧ ಭಾಷೆ
असंसाधित्र आँकड़ा,ಕಚ್ಚಾ ಮಾಹಿತಿ
गम्यता,ತಲುಪಬಲ್ಲಿಕೆ
गम्यता मैट्रिक्स,ರೀಚಬಿಲಿಟಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
पठन,ಓದು
पठन प्रवर्धक,ಆಂಪ್ಲಿಫೈಯರ್ ಓದಿ
पठन और पुनःस्थापन चक्र,"ಓದಿ ಮತ್ತು ಮರುಸ್ಥಾಪಿಸಿ
 ಚಕ್ರ"
पुनःपठन और मुद्रण,ಮತ್ತೆ ಓದಿ ಮತ್ತು ಮುದ್ರಿಸಿ
पुनःपठन जाँच,ಮತ್ತೆ ಚೆಕ್ ಓದಿ
पठन नियंत्रण लाइन,ನಿಯಂತ್ರಣ ರೇಖೆಯನ್ನು ಓದಿ
पठन चक्र काल,ಸೈಕಲ್ ಸಮಯವನ್ನು ಓದಿ
पठित्र,ಓದುಗ
पठित्र प्रतिलिपित्र,ಓದುಗ
पठित्र-निर्वचक,ಓದುಗ
पठित्र मुद्रित्र,ಓದುಗ ಮುದ್ರಕ
"पठन त्रुटि, पठन अक्षमत",ದೋಷವನ್ನು ಓದಿ
पठित्र-शाटित्र,ರೀಡರ್ ಸಾರ್ಟರ್
पठन शीर्ष,ತಲೆ ಓದಿ
"पठन, पाठ्यांक",ಓದುವಿಕೆ
पठन अभिगम काल,"ಪ್ರವೇಶವನ್ನು ಓದುವುದು
 ಕಾಲ"
पठन शीर्ष,"ಓದುವ ತಲೆ
 (= ತಲೆ)"
पठन अनुदेश,ಸೂಚನೆಗಳನ್ನು ಓದಿ
केवल पठन,ಓದಲು ಮಾತ್ರ
केवल पठन स्मृति,"ಓದಲು ಮಾತ್ರ ಮೆಮೊರಿ
 (ರಾಮ್)"
केवल पठन भंडारण,ಸಂಗ್ರಹಣೆಯನ್ನು ಮಾತ್ರ ಓದಿ
पठन दर्श,ಓದಿ
पठन दर्श युक्ति,ಓದುವ ಸಾಧನ
पठन पथ,ಮಾರ್ಗವನ್ನು ಓದಿ
पठन संसाधन लेखन,ಪ್ರಕ್ರಿಯೆ-ಬರೆಯುವಿಕೆಯನ್ನು ಓದಿ
पठन रक्षण,ರಕ್ಷಣೆ ಓದಿ
पठन दर,ದರವನ್ನು ಓದಿ
पठन मोचन,ಬಿಡುಗಡೆ ಓದಿ
पठन प्रतिलोमन,ಹಿಮ್ಮುಖವಾಗಿ ಓದಿ
पठन प्रकीर्ण,ಸ್ಕ್ಯಾಟರ್ ಓದಿ
पठन प्रपट,ಪರದೆಯನ್ನು ಓದಿ
पठन केन्द्र,ನಿಲ್ದಾಣವನ್ನು ಓದಿ
पठन काल,ಸಮಯವನ್ನು ಓದಿ
पठन काल घड़ी,ಸಮಯ ಗಡಿಯಾರವನ್ನು ಓದಿ
पठन काल भाषा,"ಸಮಯವನ್ನು ಓದಿ
 ಭಾಷೆ"
लेखन सहित पठन,ಬರೆಯುವಾಗ ಓದಿ
पठन लेखन प्रणाल,"ಓದು ಬರೆ
 ಚಾನಲ್"
पठन लेखन जाँच सूचक,"ಚೆಕ್ ಓದಿ/ಬರೆಯಿರಿ
 ಸೂಚಕ"
पठन लेखन चक्र,ಚಕ್ರವನ್ನು ಓದಿ/ಬರೆಯಿರಿ
पठन लेखन लाइन,ಲೈನ್ ಓದಿ/ಬರೆಯಿರಿ
पठन लेखन भंडारण,ಸಂಗ್ರಹಣೆ/ಬರೆಯಿರಿ
तत्पर अभिगम अंतक,"ಸಿದ್ಧ ಪ್ರವೇಶ
 ಅಂತಿಮ"
तत्पर अवस्था,ಸಿದ್ಧ ಸ್ಥಿತಿ
तत्पर अवस्था बत्ती,ಸಿದ್ಧ ಬೆಳಕು
तत्पर अवस्था,ಸಿದ್ಧ ರಾಜ್ಯ
तत्पर अवस्थिति शब्द,ಸಿದ್ಧ ಸ್ಥಿತಿ ಪದ
वास्तविक पता,ನಿಜವಾದ ವಿಳಾಸ
वास्तविक अचर,ನಿಜವಾದ ಸ್ಥಿರ
परिक्षेत्र,ಜಮೀನು
वास्तविक भंडारण,ನಿಜವಾದ ಸಂಗ್ರಹಣೆ
वास्तविक भंडारण प्रबंध,"ನಿಜವಾದ ಸಂಗ್ರಹಣೆ
 ನಿರ್ವಹಣೆ"
सद्य अनुक्रिया,ನೈಜ ಸಮಯ
सद्य अनुक्रिया प्रणाल,ನೈಜ ಸಮಯದ ಚಾನೆಲ್
सद्य अनुक्रिया घड़ी प्रतिरूपक,"ನೈಜ ಸಮಯದ ಗಡಿಯಾರ
 ಘಟಕ"
सद्य अनुक्रिया नियंत्रण,ನೈಜ ಸಮಯ ನಿಯಂತ್ರಣ
सद्य अनुक्रिया निवेश,ನೈಜ ಸಮಯದ ಇನ್ಪುಟ್
सद्य अनुक्रिया संक्रिय,"ನೈಜ ಸಮಯ
 ಕಾರ್ಯಾಚರಣೆ"
सद्य अनुक्रिया निर्गम,ನೈಜ ಸಮಯದ ಉತ್ಪಾದನೆ
सद्य अनुक्रिया संसाधन,"ನೈಜ ಸಮಯ
 ಸಂಸ್ಕರಣೆ"
सद्य अनुक्रिया उपग्रह अभिकलित्र,"ನೈಜ ಸಮಯದ ಉಪಗ್ರಹ
 ಕಂಪ್ಯೂಟರ್"
सद्य अनुक्रिया अनुकार,"ನೈಜ ಸಮಯ
 ವೇಷಭೂಷಣ"
सद्य अनुक्रिया क्रिया,ನೈಜ ಸಮಯ ಕೆಲಸ
प्रत्यावर्तन अनुपात,ಅನುಪಾತವನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳಿ
प्रत्यावर्तन संकेत,ಸಿಗ್ನಲ್ ಅನ್ನು ನೆನಪಿಸಿಕೊಳ್ಳಿ
अभिग्रहण बाधा,"ಸ್ವೀಕರಿಸು
 ಅಡಚಣೆ"
अभिग्रहण छोर,ಕಾಲು ಸ್ವೀಕರಿಸಿ
केवल अभिग्रहण,ಮಾತ್ರ ಸ್ವೀಕರಿಸಿ
अभिग्राही,ರವಾನೆಗಾರ
अभिग्रहण विलगन,ರಿಸೀವರ್ ಪ್ರತ್ಯೇಕತೆ
अभिग्राही संकेत,ರಿಸೀವರ್ ಸಂಕೇತ
अभिग्रहण उपांत,ಸ್ವೀಕರಿಸುವ ಅಂಚು
अभिग्रहण अवछिद्रित्र,"ಸ್ವೀಕರಿಸಲಾಗುವುದು
 ರಂಧ್ರ ಮಾಡುವವನು"
पुनः संचारी पाश,ಮರುಬಳಕೆ ಮಾಡುವ ಲೂಪ್
अभिज्ञान परिशुद्धता,"ಗುರುತಿಸುವಿಕೆ
 ನಿಖರತೆ"
अभिज्ञान संप्रतीक,"ಗುರುತಿಸುವಿಕೆ
 ಪಾತ್ರ"
अभिज्ञान युक्ति,ಗುರುತಿಸುವಿಕೆ ಸಾಧನ
अभिज्ञान तर्क,ಮಾನ್ಯತೆ ತರ್ಕ
पुनः अनुभाषण,ಪುನಸ್ಸಂಯೋಜನೆ
पुनः पूरकीकरण,ಮರುಪಾವತಿಸುವಿಕೆ
समाधान,ಸಮರಸೋಹನ
पुनर्विन्यास,ಪುನಾರೋಪಾಯಿಸುವಿಕೆ
"रचना, पुनर्गठन",ಪುನರ್ನಿರ್ಮಾಣ
"पुनर्गठन, पुनर्रचना",ಪುನರ್ನಿರ್ಮಾಣ
अभिलेख खंडकन,ರೆಕಾರ್ಡ್ ನಿರ್ಬಂಧಿಸುವುದು
अभिलेख जाँच काल,ರೆಕಾರ್ಡ್ ಚೆಕ್ ಸಮಯ
अभिलेख नियंत्रण अनुसूची,"ದಾಖಲೆ ನಿಯಂತ್ರಣ
 ವೇಳೆ"
अभिलेख गणन,ದಾಖಲೆ ಎಣಿಕೆ
अभिलेख विवरण,ರೆಕಾರ್ಡ್ ವಿವರಣೆ
अभिलेखित पाठ्यांश,ರೆಕಾರ್ಡ್ ಮಾಡಿದ ಪಠ್ಯ
अभिलेख संरूप,ದಾಖಲೆ ಸ್ವರೂಪ
अभिलेख संरुप निरुपक,"ದಾಖಲೆ ಸ್ವರೂಪ
 ವಿವರಣಕಾರ"
