Marathi,Odiya
तटस्थता,ନିରପେକ୍ଷବାଦ
तटस्थीकरण,ନିରପେୟାରକରଣ
तटस्थ माती,ନିରପେକ୍ଷ ମାଟି |
न्यूट्रॉन ओलावा मीटर,ନ୍ୟୁଟ୍ରନ୍ ଆର୍ଦ୍ରତା ମିଟର |
कोनाडा,ନାଚେ
निकोटीन,ନିକୋଟିନ୍ |
रात्रीची माती,ରାତି ମାଟି |
नायट्रेट आत्मसात,ନାଇଟ୍ରେଟ୍ ଆସିମିଟ୍ |
नायट्रेट कपात,ନାଇଟ୍ରେଟ୍ ହ୍ରାସ
नायट्रेट विषाक्तता,ବିଷାକ୍ତତା
नायट्रे,ନାଇଟ୍ରସ୍
नायट्रीफिकेशन इनहिबिटर,ନାଇଟ୍ରିକ୍ ଇନହିବିଟର୍ |
नायट्रोजन आत्मसात,ନାଇଟ୍ରୋଜେନ୍ ଆସିମିଗ୍ନାସନ୍ |
नायट्रोजन चक्र,ନାଇଟ୍ରୋଜେନ୍ ଚକ୍ର |
नायट्रोजनची कमतरता,ନାଇଟ୍ରୋଜେନ ଅଭାବ |
नायट्रोजन फिक्सेशन,ନାଇଟ୍ରୋଜେନ୍ ଫିକ୍ସନ୍ |
नायट्रोजनस,ନଟ୍ରୋଜେନସ୍
नोबिलायझेशन,ନୋବାଇଲାଇଜେସନ୍
उदात्त छडी,ସମ୍ଭ୍ରାନ୍ତ କଏନ |
रात्री,ରାତିସାରା
नोड,ନୋଡ୍
नोड्युलेटेड वनस्पती,ନୋଡୁଲେଟେଡ୍ ଉଦ୍ଭିଦ |
नोड्युलेशन,ନୋବୁସନ
नोड्यूल,ନୋଡଲ୍ କରନ୍ତୁ |
भटक्या विमुक्त,ନାମାଦ୍)
नामांकन,ସମ୍ଭ୍ରାନ୍ତ
नॉन le लिक,ଅଣ ଆଲେଲେକ୍ସ |
नॉन केशिका छिद्र,ଅଣ କ୍ୟାପିଟିଲାରି pour ାଳି |
प्रतिस्पर्धी पीक,ଅଣ ଦକ୍ଷ ଫସଲ |
मूर्खपणाचे उत्परिवर्तन,ନିର୍ବିଶେଷ ପରିବର୍ତ୍ତନ |
महत्त्वपूर्ण नाही,ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ନୁହେଁ |
नॉन-एसीड फॉर्मिंग खत,ଅଣ-ଏସିଡ୍ ଜଟିଳ ଗଠନ |
नॉन-कंजुगेशन,ଅଣ-ସଂଯୋଜନ
नॉन-डिस्क्रिप्ट (प्राणी),ଅଣ-ବର୍ଣ୍ଣିତ (ପଶୁ)
अनावश्यक घटक,ଅଣ-ଜରୁରୀ ଉପାଦାନ |
नॉन-होमोजेनस,ଅଣ-ହୋମୋଜେନସ୍ |
नॉन-होमोलॉजी,ଅଣ-ହୋମୋଲୋଜସ୍ |
नॉन-ध्रुवीय कंपाऊंड,ଅଣ-ପୋଲାର ଯ ound ଗିକ |
नूतनीकरणयोग्य उर्जा,ଅଣ-ନବୀକରଣ ଯୋଗ୍ୟ ଶକ୍ତି |
नॉन-निवडक संपर्क हर्बिसाईड,ଅଣ-ସିଲେକ୍ଟିଭ୍ ଯୋଗାଯୋଗ ହରବିକାଇଡ୍ |
निवडक नसलेली औषधी वनस्पती,ଅଣ-ସିଲେକ୍ଟିଭ୍ ହରବାଇସିଡ୍ |
नॉन-सिम्बायोटिक नायट्रोजन फिक्सेशन,ଅଣ-ସିମ୍ବାଜ୍ିକ୍ ନାଇଟ୍ରୋଜେନ୍ ଫିକ୍ସିସନ୍ |
सामान्य वितरण,ସାଧାରଣ ବଣ୍ଟନ
सामान्य रोपे,ସାଧାରଣ ବିହନ
सामान्य उपाय,ସାଧାରଣ ସମାଧାନ
सामान्यीकरण,ନର୍ମିଜ୍ କରିବା
उत्तर ब्लॉटिंग,ଉତ୍ତର ବ୍ଲୋଟିଂ |
सूचित रोग,ଉଲ୍ଲେଖନୀୟ ରୋଗ
नो-टू-लागवड,ନା-ରୋପଣ କରିବା ପର୍ଯ୍ୟନ୍ତ |
हानिकारक तण,ବିଷାକ୍ତ ତୃଣକ |
विभक्त चुंबकीय,ପରମାଣୁ ଚୁମ୍ବକୀୟ |
न्यूक्लिय acid सिड,ନ୍ୟୁକ୍ଲିୟ ଏସିଡ୍ |
न्यूक्लियोबॅक्टर,ନ୍ୟୁଲିଭାକ୍ଟର୍
न्यूक्लियोलस,ନ୍ୟୁକ୍ଲାଇଲସସ୍
न्यूक्लियोटाइड,ନ୍ୟୁକଲିଟାଇଡ୍ |
न्यूक्लियस,ନ୍ୟୁକ୍ଲିୟସ୍
शून्य गृहीतक,ନଲ୍ ହାଇପୋଥେସିସ୍ |
न्युलिसोमिक,Nullisomic
शून्य-मस्त,েLL- ମ୍ୟୁଟେସନ୍ |
नर्स सेल,ନର୍ସ ସେଲ୍ |
नर्स पीक,ନର୍ସ କ୍ରପ୍ |
रोपवाटीका,ନର୍ସରୀ
नट,ବାଦାମ |
पौष्टिक सायकलिंग,ପୁଷ୍ଟିକର ସାଇକେଲ ଚଲାଇବା |
पौष्टिक कमतरतेची लक्षणे,ପୁଷ୍ଟିକର ଅଭାବ ଲକ୍ଷଣ |
पोषण,ପୁଷ୍ଟିକର
पौष्टिक मूल्य,ପୁଷ୍ଟିକର ମୂଲ୍ୟ |
पौष्टिक मूल्य निर्देशांक,ପୁଷ୍ଟିକର ମୂଲ୍ୟ ସୂଚକାଙ୍କ |
शेतीशी संबंधित महत्त्वपूर्ण वनस्पतींची नावे,କୃଷି ସହିତ ଜଡିତ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦଗୁଡିକର ନାମ |
नागाई कापूर,ନାଗାଇ କ୍ୟାମ୍ପେଫୋର |
नार्सिसस,ନରସିସସ୍ |
निगेला,ନିଗେଲା |
नायजर,ନାଇଜର
रात्री चमेली,ନାଇଟ୍ ଜସ୍ମିନ୍ |
निपा पाम,ନିପା ପଦ୍ମ
नट गवत,ବାଦାମ ଘାସ |
नट झुडूप,ବାଦାମ ସେଜ୍ |
जायफळ,Nutmegg
नेमाटोड,ନେମୋଡେଡ୍ |
नट भुंगा,Nut ୱେବଭିଲ୍ |
नेमाटोलॉजिस्ट,ନେମୁଟୋଲୋଜିଷ୍ଟ
बंधनकारक एरोब,ଏରୋବ ଲଗାନ୍ତୁ |
अनारॉब्स बंधनकारक,AnaRobobes ବାଧ୍ୟତାମୂଳକ |
परजीवी बंधनकारक,ପର୍ସାଇଟ୍ ପ୍ୟସ୍ତ ହୁଅନ୍ତୁ |
बंधनकारक,ବାଧ୍ୟତାମୂଳକ
ऑफ-टाइप झाडे,ଅଫ୍ ଷ୍ଟାଟଗୁଡିକ
तेल केक,ତେଲ କେକ୍
ओकाझाकी तुकडा,ଓକାଜାକି ଖଣ୍ଡ |
Oleructurt,ଓଲେରିକାଲ୍ଟର
ऑलिगोजेन,ଅଲିଗୋଜି |
ऑलिगोन्यूक्लियोटाइड,ଓଲିଗୋନୁଲିଟିଡ୍ |
ऑलिव तेल,ଓଲିଭ୍ ତେଲ
ओमेगा -3-फॅटी acid सिड,ଓମେଗା -3 ଫ୍ୟାଟି ଏସିଡ୍ |
सर्वव्यापी,Omnivours
ऑन्कोजेन,ଅଯୋଜନ |
ऑन्कोजेनिक विषाणू,OncOpenentic ଜୀବାଣୁ |
ऑन्कोलॉजी,ଅଙ୍କୋଲୋଜି |
शेती संशोधन,ଅନ୍-ଫାର୍ମ ଅନୁସନ୍ଧାନ |
ओओसाइट,Oocyte
ऑपरेटिंग किंमत,ପରିଚାଳନା ମୂଲ୍ୟ
ओपेरॉन,ଓପନ୍ |
संधी पीक,ସୁଯୋଗ କ୍ରପ୍ କରିବା |
इष्टतम डोस,Optimum doe
इष्टतम आर्थिक डोस,ସର୍ବୋତ୍କୃଷ୍ଟ ଅର୍ଥନ dooe ତିକ ମାତ୍ରା |
फळबागाची कार्यक्षमता,ବଗିଚା ଦକ୍ଷତା |
सेंद्रिय शेती,ଜ organici େଇ କୃଷି
सेंद्रिय कोलोइड्स,ଜ organic ବିକ କୋଷଲଏଡ୍ |
सेंद्रिय शेती,ଜ Organ ବିକ ଚାଷ |
सेंद्रिय खत,ଜ organic ବ ଖର |
सेंद्रिय पदार्थ,ଜଜିକ୍ ବିଷୟ |
सेंद्रिय नायट्रोजन (माती),ଜ organic ବିକ ନଟ୍ରୋଜେନ (ମାଟି)
सेंद्रिय फॉस्फरस,ଜ Organ ବିକ ଫସଫରସ୍ |
सेंद्रिय माती,ଜ organic ବ ମାଟି |
सेंद्रिय कचरा,ଜ organic ବିକ ବସ୍
सेंद्रिय,ଜ organic ବ୍ |
संघटित विपणन,ସଂଗଠିତ ମାର୍କେଟିଂ |
ऑर्गोजेनेसिस,ସଂଗଠନ
ऑर्गेनोलेप्टिक मूल्यांकन,ସଂଗଠନ ମୂଲ୍ୟାଙ୍କନ |
ऑर्नेथोलॉजी,ଅର୍ନଲାଇନ୍
ऑर्थोडॉक्स बियाणे,ଓଡ଼ିଆ ବିହନ |
ऑर्थोगोनल बहुपद समीकरण,ଅର୍ଥୋଗୋନାଲ୍ ପଲିନୋମିଆଲ୍ ସମୀକରଣ |
ऑस्मोसिस,ଓସମୋସିସ୍ |
ओस्मोटिक प्रभाव,ଓସମୋଟିକ୍ ପ୍ରଭାବ
ओस्मोटिक संभाव्यता,ଓସମୋଟିକ୍ ସମ୍ଭାବନା |
उद्रेक,ବ୍ରେକ୍ ଆଉଟ୍
बाहेर प्रजनन,ପ୍ରଜାତି
ओव्हन,ଚୁଲି
ओव्हरविंटर,ଓଭରୱିନ୍ୱର୍ |
आच्छादित पिढी,ଓଭରଲିପ୍ ପି generation ଼ି |
ओव्हम,ଓଭମ୍ |
ऑक्सिडेशन,ଅକ୍ସିଡେସନ୍
ऑक्सिलोफाईट्स,ଅକ୍ସିଲୋଫାଇଟ୍ |
ओट्स,ଓଟସ୍ |
तेल पाम,ତେଲ ଖଜୁରୀ |
ओलेंदर,ଓଲେଣ୍ଡର୍
ऑलिव्ह,ଅଲିଭ୍
कांदा,ପିଆଜ |
अफू खसखस,ଓଫିୟମ୍ ପପି |
"ओरिएंटल विमान, युरोपियन विमान वृक्ष","ଓରିଏଣ୍ଟାଲ୍ ପ୍ଲେନ, ୟୁରୋପୀୟ ବିମାନ ଗଛ |"
पॅकिंग,ପ୍ୟାକିଂ
पॅडॉक,ପ୍ୟାଡକ୍ |
जोडी पंक्ती लावणी,ଯୋଡି ହୋଇଥିବା ଧାଡି ରୋପଣ |
स्वादिष्टता,ସ୍ଥନତା
पॅनिकल,ପାନିକଲ
पॅरासेंट्रिक इनव्हर्जन,ପାରାସୀଙ୍କ ବିସର୍ଜନ |
पॅरामीटर,ପାରାମିଟର
परजीवी,ପରଜୀବୀ
पार्बिलिंग,ପାର୍ ବିମାନ
पॅरेन्कायमा,ପେଣ୍ଟିମା
पालक रॉक,ପିତାମାତା ପଥର |
परमाणु दुष्काळ,ନାବିକ ମରୁଡ଼ି
पार्थेनोजेनेसिस,18 ପାର୍ଟନେନେସିସ୍
आंशिक घटक उत्पादकता,ଆଂଶିକ କାରକ ଉତ୍ପାଦନ |
सहभागी ग्रामीण मूल्यांकन,ଅଂଶଗ୍ରହଣକାରୀ ଗ୍ରାମାଞ୍ଚଳ ମୂଲ୍ୟାଙ୍କନ |
कण घनता,କଣିକା ଘନତା |
निष्क्रिय शोषण,ନିଷ୍କ୍ରିୟ ଅବଶୋଷଣ |
कुरण,ଚାରଣଭୂମି
कुरण,ପେସ୍ୟୁନାଇଜେସନ୍
पीसीआर (पॉलिमरेज चेन रिएक्शन),PCR (ପଲିମେରୀ ଶୃଙ୍ଖଳା ପ୍ରତିକ୍ରିୟା)
शेतकरी शेती,କୃଷକ ଚାଷ
पीट (माती),ପିଟ୍ (ମାଟି)
पेड,ପେଡଗୁଡିକ
पेडीकल,ପେଡିକେଲ୍ |
वंशावळ,Pedigree
पेडोजेनेसिस,ପେଡୋଜେନିସ୍ |
पेडोलॉजी,ମିଥ୍ୟାବାଦୀ |
सोल,ଚୋପା
सोलणे,ପିଲିଂ
पेलेटिंग,ପେଲେଟିଂ
पाझर,PerColation |
बारमाही,ଚିରସ୍ଥାୟୀ |
पेरीसेंट्रिक इनव्हर्जन,Pericantricାଂଶ ବିସର୍ଜନ |
पेरी-शहरी,ପେରି-ସହରୀ
पारगम्यता,Permly
पर्माकल्चर,ଗମ୍ଭୀରତା
कायमस्वरुपी विल्टिंग पॉईंट (पीडब्ल्यूपी),ସ୍ଥାୟୀ ୱିଲିଙ୍ଗ୍ ପଏଣ୍ଟ (pwp)
परवानगी गुणांक,ନିର୍ଦ୍ଦିଷ୍ଟତା ତୃପ୍ତି |
पारगम्यता दर,Permyion ହାର
परमममीटर,ପରୀମେୟର
सतत औषधी वनस्पती,କ୍ରମାଗତ ହରବିକାଇଡ୍ |
कीटकनाशक,କୀଟନାଶସ୍ତ୍ର
पेट्रोफाइट,ପେଟ୍ରୋଫାଇଟ୍ |
फेज,ଫଜ୍
टप्प्याटप्प्याने लागवड,ଚାପରେ ପ୍ଲାଣ୍ଟିଂ |
Phasmid,ଫାସମିଡ୍ |
फेलोजेन,Phellogen
फिनोलिक संयुगे,ପର୍ଯ୍ୟାଖିକ୍ ଯ ounds ଗିକ |
फेनोलॉजी,ଫେନୋଜି
फेनोटाइप,ଫେନୋଟାଇପ୍ |
फेरोमोन,ଫେରୋମୋନିଅନ୍
फ्लोम,ଭୋର୍ଥ
फॉस्फेट फिक्सेशन,ଫସଫେଟ୍ ଫିକ୍ସିଂ |
फॉस्फेट रॉक,ଫସଫେଟ୍ ପଥର |
फॉस्फेट विद्रव्य,ଫସଫେଟ୍ ଦ୍ରବ୍ୟୁଟାଇଜେସନ୍ |
फॉस्फेट विद्रव्य,ଫସଫେଟ୍ ସୋଜିଲିଜ୍ |
फॉस्फेटाइड,ଫସପ୍ୟାଟାଇଡ୍ |
फॉस्फो-जिप्सम,ଫସଫୋ-ଜିପସମ୍ |
फॉस्फोलिपिड,ଫସଫୋଲିପିଡ୍ |
फॉस्फोरिलेशन,ଫସଫୋରୀ
फोटो स्पेक्ट्रोमीटर,ଫଟୋ ସ୍ପେକ୍ଟ୍ରୋୋମିଟର |
फोटोआटोट्रोफ,ଫଟୋଆଉଡ଼ିଓଫ୍ରଫ
फोटोकॉमिकल प्रतिक्रिया,ଫୋଟୋମେକ୍ିକାଲ୍ ପ୍ରତିକ୍ରିୟା |
फोटोडसॅम्पोजिशन,ଫୋଟୋଡିଂମାସୀକରଣ
फोटोमेट्री,ଫଟୋଗ୍ରାଟ୍ରି
फोटोमॉर्फोजेनेसिस,ଫଟୋ ବର୍ର୍ଫୋର୍ଫେର୍ଜ୍ସ୍
फोटॉन,ଫୋଟିନ୍
फोटो-ऑक्सिडेशन,ଫଟୋ-ଅକ୍ସିଡେସନ୍ |
फोटोपेरिओड,ଫଟୋ
फोटोपेरिओडिझम,ଫୋର୍ସିଓବାଦୀତା
फोटोफोस्फोरिलेशन,ଫଟଫେଫୋସଫୋର୍ଡ
फोटोरिएक्टिव्हिटी,ଫୋଟୋଆରେକ୍ଟିଭେସନ୍
फोटोरसेप्टर,ଫୋଟୋଲେସ୍ପର୍ |
फोटोरस्पिरेशन,ଫଟୋଗ୍ରାସ୍ପିରେସନ୍
प्रकाशसंश्लेषण,ଫଟୋସ nthesis
प्रकाशसंश्लेषक कार्यक्षमता,ଫଟୋସାଇନ୍ଥେଟିକ୍ ଦକ୍ଷତା |
प्रकाशसंश्लेषक quotent,ଫଟୋଶ୍ୟାଣ୍ଟେଟିକ୍ କୋଟିସେଣ୍ଟ୍ |
प्रकाशसंश्लेषण,ଫଟୋସ nat ରୀୟ ଭାବରେ |
फोटोट्रोपिझम,ଫଟୋଟ୍ରୋପିଜିମ୍ |
फिलॉडी,ଫୁଲା
फिलोटॅक्सी,Phillotixky
शारीरिक हवामान,ଶାରୀରିକ ପାଣିପାଗ
शारीरिक विकृती,ଶାରୀରିକ ବ୍ୟାଘାତ
शारीरिक दुष्काळ,ଶାରୀରିକ ଇଚ୍ଛାକୃତ ମରୁଡ଼ି |
शारीरिक तोटा,ଶାରୀରିକ କ୍ଷତି |
शारीरिक परिपक्वता,ଶାରୀରିକ ପରିପକ୍ୱତା
फायटोक्रोम,ପୃଷ୍ଟି
फायटोएक्सट्रॅक्शन,ପୃ datoextraction
फायटोमास,ଫାଇଟୋନାସ୍
फायटोनमॅटोड,ପୃଷ୍ଟୋମୋଡଡ୍
फायटोरमेडिएशन,Phyoremediabation
फायटोसिडोफोर,ପୃଷ୍ଜୀସ୍ରୋଫୋର
फायटोटॉक्सिक,PhyToToxic
फायटोट्रॉन,ପୃy
चित्र,Pictogract
पाई आकृती,ପାଇ ଚିତ୍ର |
पायझोमीटर,ପାଇଜୋମିଟର |
पिचर शेती,ପିଚର୍ ଚାଷ
प्लेसमेंट (खत),ସ୍ଥାନ (ସାର)
प्लेसेंटा,ସ୍ଥାନ
फळी,ବାଡ଼ିଯାନ |
वनस्पती प्रजनन,ଉଦ୍ଭିଦ ପ୍ରଜନନ
वनस्पतीची घनता,ଉଦ୍ଭିଦ ଘନତା |
वनस्पती पर्यावरणशास्त्र,ଉଦ୍ଭାବନ ଉଦ୍ଭିଦ |
वनस्पती वाढीचा प्रवर्तक,ଅଭିବୃଦ୍ଧି ପ୍ରୋତ୍ସାହନ |
वनस्पती वाढीचे नियामक,ଅଭିବୃଦ୍ଧି ନିୟମକ ଉଦ୍ଭିଦ |
वनस्पती परिचय,ଉଦ୍ଭିଦ ପରିଚୟ
पोषक वनस्पती,ଉଦ୍ଭିଦଗୁଡିକ
वनस्पती पोषण,ଉଦ୍ଭାବନ ପୁଷ୍ଟିକର |
वनस्पती अलग ठेवणे नियमन,କ୍ୱାରାଣ୍ଟାଇନ୍ ନିୟମାବଳୀ |
वनस्पती ऊतक चाचणी,ଉଦ୍ଭିଦ ଟିସୁ ପରୀକ୍ଷା |
वृक्षारोपण पिके,ବୃକ୍ଷରୋପଣ ଫସଲ |
लागवड करणारा,ରୋପଣକାରୀ
लागवड सामग्री,ବଳକା ସାମଗ୍ରୀ
लागवड प्रमाण,ବାଣ୍ଡିବା ଅନୁପାତ
प्लाझ्मा,ପ୍ଲାସା
प्लाझ्मा झिल्ली,ପ୍ଲାଜ୍ମା ମେମ୍ବ୍ରା |
प्लाझ्मिड,ପ୍ଲାଜ୍ମିଡ୍
प्लाझमोड्समॅटा,ପ୍ଲାଜମୋଡେସମା
प्लाझमोलिसिस,ପ୍ଲାଜମାଇଲ୍ସ
प्लॅस्टीसीटी,ପ୍ଲାଷ୍ଟିକ୍ |
प्लॅस्टिकल्चर,ପଟେଷ୍ଟିକର
प्लास्टीड,ପ୍ଲାଷ୍ଟେଡ୍
प्लीओट्रॉपिक जनुक,ନୟୋଟ୍ରୋପିକ୍ ଜିନ୍ |
कथानक (प्रायोगिक),ପ୍ଲଟ୍ (ପରୀକ୍ଷାମୂଳକ)
नांगर,ହଲିଂ
नांगर-सोल,ହଳ-
नांगर-सोल प्लेसमेंट,ହଳ- ସୋଲ୍ ପ୍ଲେସମେଣ୍ଟ |
Pluvial तांदूळ जमीन,ପ୍ଲୁଭିଆଲ୍ ଚାଉଳ ଜମି |
Pluvic,ପ୍ଲୁଭିକ୍ |
वायवीय फवारणी,ନିମୋଟିକ୍ ସ୍ପ୍ରେର୍ |
न्यूमेटोफोर,ନିମାରଫୋକରେ
पॉडझोल माती,ପୋଡ଼ୋଜଲ୍ ମାଟି |
पॉडझोलायझेशन,ପୋଡ଼ଜୋଲିଅନେସନ୍
पॉईंट उत्परिवर्तन,ବିନ୍ଦୁ ମ୍ୟୁଟେସନ୍
पोसन वितरण,ପଏସନ୍ ବଣ୍ଟନ |
परागकण,ପ୍ରଦର୍ଶକ
पॉलिब्रोनी,ପଲିଏମ୍ବ୍ରୋନି |
पॉलिमरायझेशन,ପଲିମେରାଇଜେସନ୍
पॉलीमॉर्फिझम,ପଲିମର୍ଫାଇଜ୍ |
पॉलीस्पर्मी,ପଲିସିପର୍ମୀ |
पॉलिटीन गुणसूत्र,ପଲିଟେନ୍ କ୍ରୋମୋଜୋମ୍ |
पोमोलॉजी,ପୁଏଲୋଜି
लोकसंख्या,ଜନସଂଖ୍ୟା
पोर्सिटी (पोअर-स्पेस),ପୋରୋସିଟି (ପୋରେ-ସ୍ପେସ୍)
उदयोन्मुख,ପରବର୍ତ୍ତୀ ଉଦୀୟୃତ
कापणीनंतर,ଅମଳ ପୋଷ୍ଟ କରନ୍ତୁ |
कापणीनंतरची नांगरलेली जमीन,ଅମୋଜ-ଅମଳ ଟିଲଗ୍ |
पोटॅशियम शोषण प्रमाण,ପୋଲାସିୟମ୍ ଅବଶୋଷଣ ଅନୁପାତ |
पोटॅशियम फिक्सेशन,ପୋଟାସିୟମ୍ ଫିକ୍ସେସନ୍ |
संभाव्य आंबटपणा,ସମ୍ଭାବ୍ୟ ଅମ୍ଳତା |
संभाव्य पीक उत्पन्न,ସମ୍ଭାବ୍ୟ ଫସଲ ଅମଳ |
संभाव्य बाष्पीभवन,ସମ୍ଭାବ୍ୟ ବାଷ୍ପୀକରଣ |
संभाव्य बाष्पीभवन,ସମ୍ଭାବ୍ୟ ବାଷ୍ପୀକରଣ |
पोल्ट्री शेती,କୁକୁଡ଼ା ଚାଷ
प्रेरी,ପ୍ରିରି
प्री-बेअरिंग कालावधी,ପୂର୍ବ-ପ୍ରସବ ଅବଧି |
पर्जन्यवृष्टी,ବିବାଦ
अचूक शेती,ସଠିକତା ଚାଷ
अचूक शेती,ସଠିକତା କୃଷି
शिकारी,ପ୍ରିଣ୍ଟେଟର
पूर्व-उदय,ପୂର୍ବ-ଜରୁରୀକାଳୀନ |
पूर्व-उदय उपचार,ପୂର୍ବ-ଜରୁରୀକାଳୀନ ଚିକିତ୍ସା |
प्रीप्लांटिंग ट्रीटमेंट,ପୂର୍ବ ଚିକିତ୍ସା
प्रेसमुड,ପ୍ରେସମଦ
दबाव ग्रेडियंट,ଚାପ ଗ୍ରେଡିଏଣ୍ଟ୍ |
किंमत लवचिकता,ମୂଲ୍ୟ ଇଲାସୀ
किंमत निर्देशांक,ମୂଲ୍ୟ ସୂଚକାଙ୍କ |
प्राथमिक संस्कृती,ପ୍ରାଥମିକ ସଂସ୍କୃତି
प्राथमिक वाढ,ପ୍ରାଥମିକ ଅଭିବୃଦ୍ଧି |
प्राथमिक नांगरलेली जमीन,ପ୍ରାଥମିକ ଟିଲଗ୍ |
प्राइमर,ପ୍ରାଥମିକ
प्राइमिंग (तंबाखू),ପ୍ରାଥମିକତା (ତମାଖୁ)
आदिम स्टेज,ପ୍ରାଥମିକ ପର୍ଯ୍ୟାୟ |
Prion,ସୁନ୍
संभाव्यता,ସମ୍ଭାବନା
चौकशी,ପ୍ରମାଣ କର |
समस्या माती,ସମସ୍ୟା ମୃତ୍ତିକା |
प्रक्रिया,ପ୍ରକ୍ରିୟାକରଣ
उत्पादन कार्य,ଉତ୍ପାଦନ କାର୍ଯ୍ୟ
उत्पादकता,ଉତ୍ପାଦକତା
नफा,ଲାଭ
वंश-चाचणी,Promeny-testing
पुरोगामी शेतकरी,ପ୍ରଗତିଶୀଳ କୃଷକ |
प्रकल्प मूल्यांकन,ପ୍ରକଳ୍ପ ମୂଲ୍ୟାଙ୍କନ
प्रोकेरिओट,ପ୍ରୋକାରିଓଟ୍ |
प्रवर्तक,ପ୍ରମୋଟର
प्रोफेलेक्टिक स्प्रे,ପ୍ରୋଫାଇଲାକ୍ଟିକ୍ ସ୍ପ୍ରେ |
मालकीची लागवड,ମାଲିକାନା ଚାଷ |
प्रख्यात,ଭେର ମଦ୍ଦାରେ
प्रथिने,ପ୍ରୋଟିନ୍ |
प्रथिने अभियांत्रिकी,ପ୍ରୋଟିନ୍ ଇଞ୍ଜିନିୟରିଂ
प्रथिने अनुक्रम,ପ୍ରୋଟିନ୍ ସେକନ୍ସିଂ |
प्रथिने संश्लेषण,ପ୍ରୋଟିନ୍ ସିନ୍ଥେସିସ୍ |
प्रोटीमिक्स,ତ୍ରୁଟିପୂର୍ଣ୍ଣ |
प्रोटोगनी,ପ୍ରୋଟୋଗିନି
प्रोटोप्लाझम,ପ୍ରୋଟପ୍ଲାସମ୍
प्रोटोट्रोफ,ପ୍ରୋଟୋଟ୍ରୋଫ
प्रुसिक acid सिड (एचसीएन/धुरिन),ପ୍ରୁସିକ୍ ଏସିଡ୍ (HCN / ଧୁରିନ୍)
स्यूडोलेले,ଛଉଡିଓଲେଲେଲ୍ |
स्यूडोहरमाफ्रोडाइट,ଛଉଡିଧର୍ମାଫ୍ରୋଡାଇଟ୍ |
सायक्रोमीटर,ସାଇକ୍ରୋମିଟର |
खड्डे,କଦଳୀ
मातीची माती,ପୁଡଡ୍ ମାଟି |
पुडलिंग,ପୁଡିଙ୍ଗ୍ |
पल्पिंग,ପତନ
नाडी बियाणे,ପଲ୍ସ ବିହନ |
पल्व्हरायझेशन,ପୁଲଭରାଇଜେସନ୍ |
पल्व्हरायझेशन (माती),ପଲଭରାଇଜେସନ୍ (ମାଟି)
तीक्ष्ण,ପୁଷ୍ମ
शुद्ध संस्कृती,ଶୁଦ୍ଧ ସଂସ୍କୃତି
शुद्ध ओळ,ଶୁଦ୍ଧ ରେଖା
शुद्ध ओळ निवड,ଶୁଦ୍ଧ ଧାଡି ଚୟନ |
शुद्ध,ଶୁଦ୍ଧ
शुद्धीकरण,ଶୁଦ୍ଧତା
शुद्धता चाचणी,ଶୁଦ୍ଧତା ପରୀକ୍ଷା
पिरानोमीटर,Pyranation
पायरेजोमीटर,Pyreegormentter
पायरेहेलिओमीटर,Pymliistomer
भात,ପ୍ୟାଡି
पाल्मरोसा,ପାଲମାରୋସା
पाल्मीरा पाम,ପାଲମ୍ରା ଖଜୁରୀ |
पांडानस,ପାଣ୍ଡନସ୍ |
पपई,ଭଡା
पॅरा गवत,ପାରା ଘାସ |
अजमोदा (ओवा),ଭୃସଙ୍ଗ ପତ୍ର |
"पार्थेनियम, (कॉंग्रेस गवत)","ଅଂଶୀଦାର, (କଂଗ୍ରେସ ଘାସ)"
पॅचौली,ପାଚୁଲିଲି
पीच,ପିଚ
"मयूर फ्लॉवर, नंदनवन फूल","ମୟୂର ଫୁଲ, ସ୍ୱର୍ଗୀୟ ଫୁଲ |"
नाशपाती,ମୋତି
मोती बाजरी,ମୋତି ମିଲେଟ୍ |
मटार,ମଟର
पेकन नट,ପେକାନ୍ ବାଦାମ |
पेनेल,ପେନେଲ୍ |
पेपिनो,ପେପିନୋ |
मिरपूड,ହଳଦୀ
पेरिल्ला,ପର୍ଲାଲା |
पेरीविंकल,Periwinkle
पर्सिमॉन,ମନସାଇବନ୍ |
फला,ଫାଲସା
कबूतर,କପୋତପିତା |
पिंपेरनेल (अनागॅलिस),ପିମ୍ପର୍ନେଲ୍ (ଆନାଗଲିଙ୍ଗ୍)
पाइन,କଦଳୀ
अननस,ଧନିଆ ପତ୍ର |
"पिस्ता, हिरवा बदाम","ପିସ୍ତା, ସବୁଜ ବାଦାମ |"
मनुका,ଘିଅ |
पॉइंट लबाडी,ସୂଚିତ ଗୁପ୍ତ
डाळिंब,ଡାଳିମ୍ବ
पोंगम,ପାଉଙ୍ଗାମ
पोपलर,ପପଲର୍ |
खसखस,ପପି
पोर्टुलाका,ପୋର୍ଟୁଲାକା |
बटाटा,ଆଳୁ
काटेरी खसखस,କଦଳୀ ପପି |
"अभिमानाचा अभिमान, चीन ट्री","ଭାରତର ଗର୍ବ, ଚାଇନା ଗଛର ଗର୍ବ |"
प्रोसो बाजरी,ପ୍ରୋସୋ ମିଲି |
सायलियम,ମାନସିକିୟମ
