Malayalam,Assamese
മാറ്റിയെഴുതാവുന്നത്,পুনৰ লিখিব পৰা
RGB മോണിറ്റർ,RGB মনিটৰ
റിബൺ,ফিতা
ശരിയായ പ്രശ്നം,সঠিক বিষয়
റോബോട്ട്,ৰবট
റോബോട്ടിക്സ്,ৰবটিক্স
കരുത്തുറ്റത്,মজবুত
പങ്ക്,ভূমিকা
തിരികെ ഉരുട്ടുക,ৰোল বেক
റോൾ ഇൻ ചെയ്യുക,ৰোল ইন
റോൾ ഔട്ട്,ৰোল আউট
ROM,ৰম
റൂട്ട്,শিপা
റൂട്ട് ഡയറക്ടറി,ৰূট ডাইৰেকটৰি
പിശകിന്റെ റൗണ്ട്,ভুলৰ ৰাউণ্ড
റൂട്ടർ,ৰাউটাৰ
റൂട്ടിംഗ്,ৰুটিং
RS232C ഇന്റർഫേസ്,RS232C আন্তঃপৃষ্ঠ
RSA എൻക്രിപ്ഷൻ,RSA এনক্ৰিপচন
ആർ.ടി.സി,আৰ টি চি
റൺ ദൈർഘ്യം എൻകോഡിംഗ്,দৈৰ্ঘ্যৰ এনকোডিং চলাওক
റൺ സമയം,ৰান টাইম
റൺ ടൈം പിശക്,ৰান টাইম ত্ৰুটি
സാമ്പിൾ,নমুনা
സാമ്പിളിംഗ്,নমুনা সংগ্ৰহ কৰা
ഉപഗ്രഹം,উপগ্ৰহ
പൂരിതമാക്കുന്നു,চেচুৰেটিং
രക്ഷിക്കും,সঞ্চয় কৰা
സ്കേലബിളിറ്റി,স্কেলেবিলিটি
സ്കെയിലർ,স্কেলাৰ
സ്കാൻ ചെയ്യുന്നു,স্কেনিং কৰা
രംഗം,দৃশ্যপট
ഷെഡ്യൂളർ,সূচীকাৰক
സ്ക്രീൻ ഇമേജ് പ്രൊജക്ടർ,স্ক্ৰীণ ইমেজ প্ৰজেক্টৰ
സ്ക്രിപ്റ്റ്,চিত্ৰনাট্য
സ്ക്രിപ്റ്റിംഗ് ഭാഷ,লিপিৰ ভাষা
സ്ക്രോളിംഗ്,স্ক্ৰলিং কৰা
SDLC (സിക്രണസ് ഡാറ്റ ലിങ്ക് നിയന്ത്രണം),SDLC (সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ)
തിരയുക,সন্ধান
തിരയല് യന്ത്രം,চাৰ্চ ইঞ্জিন
തിരയൽ വൃക്ഷം,search tree
തിരയുന്നു,সন্ধান কৰি আছে
സെക്കൻഡറി,মাধ্যমিক
മേഖല,খণ্ড
സുരക്ഷാ നയം,সুৰক্ষা নীতি
സമയം തേടുക,সময় বিচাৰিব
സെഗ്മെന്റ്,ছেগমেণ্ট
വിഭജനം,ছেগমেণ্টেচন
തിരഞ്ഞെടുക്കൽ തരം,নিৰ্বাচন সজাই পৰাই তোলা
സ്വയം ഉൾക്കൊള്ളുന്നു,self contained
അർത്ഥശാസ്ത്രം,অৰ্থবিজ্ঞান
സെമാഫോർ,চেমাফোৰ
അർദ്ധചാലകം,অৰ্ধপৰিবাহী
സെമന്റിക് വെബ്,চেমন্টিক ৱেব
തുടർച്ചയായ ആക്സസ് രീതി,ক্ৰমিক অভিগম পদ্ধতি
സീരിയൽ,ছিৰিয়েল
സീരിയലൈസർ,ছিৰিয়েলাইজাৰ
സെർവർ,চাৰ্ভাৰ
സെർവർ ക്രാഷ്,চাৰ্ভাৰ ক্ৰেচ
സെർവർ ലൈസൻസ്,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
സെർവോ മൾട്ടിപ്ലയർ,চাৰ্ভো বহুগুণক
സജ്ജമാക്കുക,স্থাপন কৰা
സെറ്റ് പോയിന്റ്,ছেট পইণ্ট
സജ്ജമാക്കുക,স্থাপন কৰা
തണല്,ছাঁ পৰা ঠাই
ഷേഡിംഗ്,ছাঁ দিয়া
നിഴൽ,ছাঁ
ഫയൽ പങ്കിടുക,ফাইলটো শ্বেয়াৰ কৰক
പങ്കിട്ട ആക്സസ്,অংশীদাৰী অভিগম
പങ്കിടുന്നു,ভাগ কৰি দে
ഷെൽ,খোলা
ഷിഫ്റ്റ് സ്വഭാവം,শিফ্ট চৰিত্ৰ
ഷോർട്ട് സർക്യൂട്ട്,শ্বৰ্ট চাৰ্কিট
ഹ്രസ്വ നിർദ്ദേശം,চুটি নিৰ্দেশনা
സഹോദരൻ,সহোদৰ
പാർശ്വഫലങ്ങൾ,পাৰ্শ্বক্ৰিয়া
സൈൻ ബിറ്റ്,sign bit
സിഗ്നൽ,সংকেত
സിഗ്നൽ പ്രോസസ്സിംഗ്,সংকেত প্ৰক্ৰিয়াকৰণ
സിഗ്നലിംഗ്,সংকেত প্ৰদান কৰা
സിഗ്നൽ-ടു-നോയിസ് അനുപാതം,সংকেত-শব্দ অনুপাত
കയ്യൊപ്പ്,চহী
ഒപ്പ് പരിശോധന,স্বাক্ষৰ পৰীক্ষণ
ഗണ്യമായ അക്കം,উল্লেখযোগ্য অংক
സിലിക്കൺ ചിപ്പ്,ছিলিকন চিপ
ലളിതമായ മെയിൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (SMTP),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
സിംപ്ലക്സ്,ছিমপ্লেক্স
സിംപ്ലക്സ് നോഡ്,simplex ন&#39;ড
സിമുലേഷൻ,চিমুলেচন
സിമുലേറ്റർ,চিমুলেটৰ
ഒരേസമയം,একে লগে
ഒരേസമയം പ്രോസസ്സിംഗ്,একেলগে প্ৰক্ৰিয়াকৰণ
സിംഗിൾടൺ,চিংগলটন
സൈറ്റ് ലൈസൻസ്,চাইট অনুজ্ঞাপত্ৰ
വലിപ്പം,আকাৰ
വലിപ്പം,আকাৰ নিৰ্ধাৰণ
സ്കെച്ചിംഗ്,স্কেচিং
ഒഴിവാക്കുക,বাদ দিয়া
ഒഴിവാക്കുന്നു,এৰি দিয়া হৈছে
സ്ലാഷ്,স্লেছ
അടിമ കമ്പ്യൂട്ടർ,স্লেভ কম্পিউটাৰ
സ്ലൈഡിംഗ് വിൻഡോ പ്രോട്ടോക്കോൾ,স্লাইডিং উইন্ডো প্ৰটোকল
തെന്നുക,পিছলা
സ്ലോട്ട്,ছাঁদ
ചെറിയ കമ്പ്യൂട്ടർ സിസ്റ്റം ഇന്റർഫേസ് (SCSI),সৰু কম্পিউটাৰ ব্যৱস্থাপ্ৰণালীৰ আন্তঃপৃষ্ঠ (SCSI)
സ്മാർട്ട് കാർഡ്,স্মাৰ্ট কাৰ্ড
സ്നൈൽ മെയിൽ,শামুক মেইল
സ്നാപ്പ്ഷോട്ട്,স্নেপশ্বট
സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്,চফ্ট কম্পিউটিং
സോഫ്റ്റ് കോപ്പി,চফ্ট কপি
മൃദുവായ ഫോണ്ട്,কোমল ফন্ট
സോഫ്റ്റ്വെയർ,ছ’ফ্টৱেৰ
സോഫ്റ്റ്വെയർ എഞ്ചിനീയറിംഗ്,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
സോഫ്റ്റ്വെയർ ലൈസൻസ്,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
സോഫ്റ്റ്‌വെയർ പൈറസി,চফ্টৱেৰ পাইৰেচি
സ്പെക്ട്രം,বৰ্ণালী
സർപ്പിളം,সৰ্পিল
വിരിച്ച ഷീറ്റ്,স্প্ৰেড শ্বীট
സ്റ്റാൻഡേർഡ്,মানদণ্ড
സ്റ്റാൻഡേർഡ് സാമാന്യവൽക്കരിച്ച മാർക്ക്അപ്പ് ഭാഷ (SGML),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
സ്റ്റാൻഡേർഡൈസേഷൻ,প্ৰামাণিককৰণ
സ്റ്റാൻഡ്ബൈ സമയം,ষ্টেণ্ডবাই সময়
നക്ഷത്രം LAN,ষ্টাৰ লেন
നക്ഷത്ര ടോപ്പോളജി,তৰা টপোলজি
ബിറ്റ് ആരംഭിക്കുക,ষ্টাৰ্ট বিট
പട്ടിണി,অনাহাৰ
സ്റ്റാറ്റിക് മെമ്മറി&#39;,ষ্টেটিক মেমৰি&#39;
സ്റ്റാറ്റസ് ചാനൽ,ষ্টেটাছ চেনেল
ഘട്ടം വലിപ്പം,ষ্টেপৰ আকাৰ
"നിർത്തുക, കാത്തിരിക്കുക പ്രോട്ടോക്കോൾ",বন্ধ কৰক আৰু অপেক্ষা কৰক প্ৰট&#39;কল
സ്റ്റോപ്പ് കോഡ്,ষ্টপ ক&#39;ড
സ്റ്റോപ്പ് കീ,বন্ধ কি&#39;
സ്‌റ്റോറബിലിറ്റി,সংৰক্ষণযোগ্যতা
സംഭരിച്ച പ്രോഗ്രാം,সংৰক্ষিত প্ৰগ্ৰেম
സ്ട്രിംഗ് ഡാറ്റ,ষ্ট্ৰিং ডাটা
ഘടനാപരമായ കോഡിംഗ്,গঠনমূলক ক&#39;ডিং
ഘടനാപരമായ അന്വേഷണ ഭാഷ (SQL),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
സ്റ്റൈൽ ഷീറ്റ്,ষ্টাইল শ্বীট
ഉപ ഡയറക്ടറി,উপ-ডাইৰেকটৰি
സബ്നെറ്റ്,চাবনেট
ഉപവൃക്ഷം,উপবৃক্ষ
സംഗ്രഹം,সাৰাংশ
സൂപ്പർ കമ്പ്യൂട്ടർ,চুপাৰ কম্পিউটাৰ
സൂപ്പർ കമ്പ്യൂട്ടിംഗ്,চুপাৰ কম্পিউটিং
സൂപ്പർ കീ,চুপাৰ কী
സൂപ്പർ ഉപയോക്താവ്,চুপাৰ ইউজাৰ
മേൽനോട്ടത്തിലുള്ള പഠനം,তত্বাৱধানত শিক্ষণ
പിന്തുണ ചിപ്പ്,সমৰ্থন চিপ
സർഫ്,চাৰ্ফ
സർഫിംഗ്,চাৰ্ফিং
സ്വാപ്പ്,অদলবদল
സ്വാപ്പ് ഇൻ,শ্বেপ ইন
സ്വാപ്പ് ഔട്ട്,শ্বেপ আউট
സ്വാപ്പിംഗ്,শ্বেপিং
നെറ്റ്‌വർക്ക് മാറ്റി,চুইচ কৰা নেটৱাৰ্ক
സ്വിച്ചിംഗ്,চুইচিং কৰা
സ്വിച്ചിംഗ് സിദ്ധാന്തം,চুইচিং তত্ত্ব
പ്രതീകാത്മക പ്രോഗ്രാമിംഗ്,প্ৰতীকী প্ৰগ্ৰেমিং
സമന്വയം,সমন্বয়
സിൻക്രൊണൈസർ,সমন্বয়ক
സിൻക്രണസ്,সমকালীন
സിൻക്രണസ് ഡിജിറ്റൽ ശ്രേണി (SDH),সমকালীন ডিজিটেল হাইৰাৰ্কি (SDH)
വാക്യഘടന വിശകലനം,বাক্যবিন্যাস বিশ্লেষণ
സിസ്റ്റം വിശകലനം,ব্যৱস্থা বিশ্লেষণ
സിസ്റ്റം എഞ്ചിനീയറിംഗ്,চিষ্টেম ইঞ্জিনিয়াৰিং
സിസ്റ്റം ഹാക്കർ,চিস্টেম হেকাৰ
സിസ്റ്റം ഇന്റഗ്രേറ്റർ,চিস্টেম ইন্টিগ্ৰেটৰ
സിസ്റ്റം ലോഗ്,চিস্টেম লগ
സിസ്റ്റം മാസ്ക്,চিস্টেম মাস্ক
സിസ്റ്റം നെറ്റ്‌വർക്ക് ആർക്കിടെക്ചർ (എസ്എൻഎ),চিস্টেম নে&#39;টৱৰ্ক স্থাপত্য (SNA)
സിസ്റ്റം പ്രോഗ്രാമർ,চিস্টেম প্ৰগ্ৰেমাৰ
സിസ്റ്റം പുനരാരംഭിക്കുക,ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ কৰক
സിസ്റ്റം ഷട്ട്ഡൗൺ,চিস্টেম বন্ধ কৰা
സിസ്റ്റം ടെസ്റ്റിംഗ്,চিস্টেম পৰীক্ষণ
സിസ്റ്റം യൂട്ടിലിറ്റി,চিস্টেম সঁজুলি
വ്യവസ്ഥാപിത കോഡ്,পদ্ধতিগত ক&#39;ড
ടാബ് കമാൻഡ്,tab কমাণ্ড
മേശ,মেজ
മേശ മുകളിലേക്ക് നോക്കുക,টেবুলখন ওপৰলৈ চাওক
മേശ സ്ഥലം,টেবুলৰ স্থান
ടാബ്ലെറ്റ്,টেবলেট
പട്ടിക അറേ,টেবুলাৰ এৰে
ടാബുലേഷൻ പ്രവർത്തനം,টেবুলেটিং ফাংচন
ടാഗ് ചെയ്ത വാസ്തുവിദ്യ,টেগ কৰা স্থাপত্য
ടാഗ് ചെയ്ത ഇമേജ് ഫയൽ ഫോർമാറ്റ് (TIFF),টেগ কৰা ছবি নথিপত্ৰ বিন্যাস (TIFF)
ടാൻഡം സിസ്റ്റം,টাণ্ডাম ব্যৱস্থা
ടേപ്പ് സാന്ദ്രത,টেপ ঘনত্ব
ടേപ്പ് മാസ്ക്,টেপ মাস্ক
ടാർ ഫയൽ,tar ফাইল
ടാസ്ക്,কাৰ্য
ടാസ്ക് ബാർ,টাস্ক বাৰ
ടാസ്ക് ഷെഡ്യൂളർ,কাৰ্য্য নিৰ্ধাৰক
TCP/IP (ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ/ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ),TCP/IP (সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল)
കീറിമുറിക്കൽ പ്രവർത്തനം,টিয়াৰডাউন অপাৰেচন
ടെലികോം,টেলিকম
ടെലികമ്മ്യൂണിക്കേഷൻ,দূৰসংযোগ
ടെലികോൺഫറൻസ്,টেলিকনফাৰেন্স
ടെലികോൺഫറൻസിങ്,টেলিকনফাৰেন্সিং
ടെലിഗ്രാഫി,টেলিগ্ৰাফী
ടെലിമെട്രി,টেলিমেট্ৰি
ടെലിഫോണ്,টেলিফোন
ടെലിഫോണി,টেলিফোনি
ടെലിപ്രിന്റർ,টেলিপ্ৰিণ্টাৰ
ടെലിപ്രോസസിംഗ്,টেলিপ্ৰচেছিং
ടെലിവിഷൻ,টেলিভিছন
ടെലക്സ്,টেলেক্স
ടെൽനെറ്റ്,টেলনেট
താപനില,তাপমান
ടെംപ്ലേറ്റ്,সাঁচ
പത്തിന്റെ പൂരകം,দহৰ পৰিপূৰক
ടെറാ ബൈറ്റ്,টেৰা বাইট
തേരാ ഫ്ലോപ്പുകൾ,টেৰা ফ্লপ
ടെർമിനൽ കഴ്സർ,টাৰ্মিনেল কাৰ্চাৰ
ടെർമിനൽ നോഡ്,টাৰ্মিনেল ন&#39;ড
ടെർമിനൽ വിൻഡോ,টাৰ্মিনেল উইন্ডো
അവസാനിപ്പിക്കൽ,টাৰ্মিনেচন
ത്രിതീയ,তৰ্নাৰী
ത്രിതല പ്രവർത്തനം,তৰ্নাৰী অপাৰেচন
ടെസ്റ്റ്,পৰীক্ষা
ടെസ്റ്റ് കവറേജ്,পৰীক্ষাৰ কভাৰেজ
പരീക്ഷണ ഓട്ടം,পৰীক্ষা চলোৱা
ടെസ്റ്റ്-ഡാറ്റ,পৰীক্ষা-তথ্য
വാചകം,পাঠ্য
ടെക്സ്റ്റ് ബോക്സ്,লিখনী বাকচ
ടെക്സ്റ്റ് കഴ്സർ,লিখনী কাৰ্চাৰ
ടെക്സ്റ്റ് എഡിറ്റർ,টেক্সট সম্পাদক
ടെക്സ്റ്റ് ഫയൽ,লিখনী নথিপত্ৰ
ടെക്സ്റ്റ് മോഡ്,লিখনী ধৰণ
ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്,টেক্সট প্ৰচেছিং
ടെക്സ്റ്റ് ടു സ്പീച്ച് (TTS),টেক্সট টু স্পীচ (TTS)
ടെക്സ്ചർ മാപ്പിംഗ്,টেক্সচাৰ মেপিং
ടി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്,টি-ফ্লিপ-ফ্লপ
തെർമൽ പ്രിന്റർ,তাপীয় প্ৰিন্টাৰ
നേർത്ത ഫിലിം മെമ്മറി,পাতল ফিল্মৰ স্মৃতি
നേർത്ത ഫിലിം ട്രാൻസിസ്റ്റർ,পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ
മർദിക്കുന്നു,থ্ৰেচিং
ത്രെഡ്,সূতা
ത്രെഡിംഗ്,থ্ৰেডিং
ത്രിതല ശൃംഖല,ত্ৰিস্তৰীয় নেটৱৰ্ক
ത്രൂപുട്ട്,থ্ৰুপুট
സമയ സങ്കീർണ്ണത,সময়ৰ জটিলতা
ടൈം ഡിവിഷൻ മൾട്ടിപ്ലക്‌സിംഗ് (ടിഡിഎം),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
ടൈം ഫ്രെയിം,সময়সীমা
ടൈം ഫ്രെയിം,সময়সীমা
സമയ യന്ത്രം,টাইম মেচিন
ടൈം ഔട്ട്,টাইম আউট
സമയ അളവ്,সময় কোৱাণ্টাইজেচন
സമയ പരമ്പര,সময় শৃংখলা
സമയം പങ്കിടൽ,সময় ভাগ-বতৰা কৰা
സമയം പങ്കിടൽ സംവിധാനം,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
സമയ സ്റ്റാമ്പ്,সময় ডাকটিকট
സമയ ഡയഗ്രം,টাইমিং ডায়াগ্ৰাম
ടിന്റ്,টিন্ট
ടോഗിൾ ചെയ്യുക,টগল কৰক
ടോഗിൾ വേഗത,টগলিং গতি
ടോക്കൺ,টোকেন
ടോക്കൺ ബസ്,টোকেন বাছ
ടോക്കൺ ബസ്,টোকেন বাছ
ടോക്കൺ ബസ് ശൃംഖല,টোকেন বাছ নেটৱাৰ্ক
ടോക്കൺ റിംഗ്,টোকেন ৰিং
ടോക്കൺ സംസാരം,টোকেন টক
ഉപകരണം,সঁজুলি
ടോപ്പ് ഡൗൺ,ওপৰলৈ তললৈ
മുകളിൽ നിന്ന് താഴേക്കുള്ള ഡിസൈൻ,টপ ডাউন ডিজাইন
മുകളിൽ നിന്ന് താഴേക്ക് പാഴ്സിംഗ്,টপ ডাউন পাৰ্চিং
ടോപ്പോളജി,টপোলজি
ടച്ച് പാഡ്,টাচ পেড
ടച്ച് സ്ക്രീൻ,টাচ্ছ স্ক্ৰীন
ട്രെയ്സ്,দাগ
ട്രാക്കിംഗ്,ট্ৰেচিং
ട്രാക്ക്,ট্ৰেক
ട്രാക്ക് ഡിസ്ക്,ট্ৰেক ডিস্ক
ട്രാക്ക് ടേപ്പ്,ট্ৰেক টেপ
ട്രാക്കിംഗ്,ট্ৰেকিং
ട്രെയിലർ,ট্ৰেইলাৰ
സഞ്ചാരപഥം,ট্ৰেজেক্টৰী
ഇടപാട്,লেনদেন
ഇടപാട് ഫയൽ,লেনদেন ফাইল
ഇടപാട് ലോഗ്,লেনদেনৰ লগ
ട്രാൻസ്ക്രൈബ് ചെയ്യുക,লিপিবদ্ধ কৰক
ട്രാൻസ്ഡ്യൂസർ,ট্ৰেন্সডুচাৰ
കൈമാറ്റ നിരക്ക്,স্থানান্তৰ হাৰ
കൈമാറ്റ സമയം,স্থানান্তৰ সময়
രൂപാന്തരം,ৰূপান্তৰ
ക്ഷണികമായ പിശക്,ক্ষণস্থায়ী ভুল
സഞ്ചാരമാർഗ സമയം,ট্ৰেনজিট সময়
സംക്രമണം,স্থানান্তৰ
ട്രാൻസിറ്റീവ്,ট্ৰেন্সিটিভ
ട്രാൻസിറ്റിവിറ്റി,ট্ৰেন্সিটিভিটি
വിവർത്തനം,অনুবাদ
പകർച്ച,সংক্ৰমণ
ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ (TCP),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
ട്രാൻസ്മിഷൻ ലൈൻ,ট্ৰেন্সমিছন লাইন
ട്രാൻസ്മിറ്റർ,ট্ৰেন্সমিটাৰ
സുതാര്യത,স্বচ্ছতা
ട്രാൻസ്‌പോണ്ടർ,ট্ৰেন্সপণ্ডাৰ
ഗതാഗതം,পৰিবহন
ട്രാൻസ്പോസിഷൻ,ট্ৰেন্সপজিচন
ട്രാൻസ്പ്യൂട്ടർ,ট্ৰেন্সপিউটাৰ
ട്രാൻസ്സീവർ,ট্ৰেন্সৰিচিভাৰ
ട്രാപ്പിംഗ്,ট্ৰেপিং
സഞ്ചരിക്കുക,ট্ৰেভাৰ্ছ
മരം (സഞ്ചാരം),গছ (traversal)
വൃക്ഷ ശൃംഖല,গছৰ নেটৱৰ্ক
ട്രിബ്യൂട്ടറി സർക്യൂട്ട്,ট্ৰিবিউটেৰী চাৰ্কিট
നിസ്സാര ഗ്രാഫ്,ট্ৰাইভাল গ্ৰাফ
കുഴപ്പം ഷൂട്ട്,trouble shoot
വെട്ടിച്ചുരുക്കുക,ছেদ কৰক
സത്യ പട്ടിക,সত্য টেবুল
ട്യൂണർ,টিউনাৰ
ടണലിംഗ്,সুৰংগ নিৰ্মাণ
ട്യൂണിംഗ്,টিউনিং
ട്യൂപ്പിൾ,টিউপল
ടർബോ പാസ്കൽ,টাৰ্বো পাস্কেল
ട്യൂറിംഗ് യന്ത്രം,টুৰিং মেচিন
സമയം തിരിയുക,turn aroud সময়
പ്രമാണം തിരിക്കുക,নথিপত্ৰ ঘূৰাই ঘূৰাই দিয়ক
ടേൺഅറൗണ്ട് സീക്വൻസ്,টাৰ্ণআউট ক্ৰম
ഇരട്ട കേബിൾ,টুইন কেবল
വളച്ചൊടിച്ച ജോഡി,টুইষ্টেড পেয়াৰ
രണ്ട് ഭാഗം അസംബ്ലർ,টু পাৰ্ট এছেম্বলাৰ
രണ്ടിന്റെ പൂരകം,দুটাৰ পৰিপূৰক
തരം,প্ৰকাৰ
തരം മുഖം,মুখ টাইপ কৰক
തരം തല,টাইপ হেড
തരം ചക്രം,টাইপ চকা
ടൈപ്പിംഗ്,টাইপিং কৰা
തടസ്സമില്ലാത്ത വൈദ്യുതി ഉറവിടം (UPS),un interruptable শক্তি উৎস (UPS)
ഏകീകൃത പ്രവർത്തനം,ইউনাৰী অপাৰেচন
ഏകീകൃത പ്രവർത്തനം,ইউনাৰী অপাৰেচন
unary ഓപ്പറേറ്റർ,unary অপাৰেটৰ
അനിശ്ചിതത്വം,অনিশ্চয়তা
നിരുപാധിക പ്രസ്താവന,নিঃচৰ্ত বিবৃতি
എണ്ണാൻ പറ്റാത്തത്,অগণিত
അനാവരണം ചെയ്യുക,উন্মোচন কৰক
അനിശ്ചിതമായ,অনিৰ্ণয়যোগ্য
നിർവചിക്കാത്തത്,অসংজ্ঞায়িত
നിർവചിക്കാത്ത റെക്കോർഡ്,অসংজ্ঞায়িত ৰেকৰ্ড
ഇല്ലാതാക്കുക,আনডিলিট কৰক
അടിവരയിടുക,আণ্ডাৰস্কোৰ কৰক
ദിശാബോധമില്ലാത്തത്,অনিৰ্দেশিত
ദിശാബോധമില്ലാത്ത ഗ്രാഫ്,অনিৰ্দেশিত গ্ৰাফ
ദിശാബോധമില്ലാത്ത സേവന സമയം,অদিশীয় সেৱাৰ সময়
പഴയപടിയാക്കുക,পূৰ্বৱৰ্তী অৱস্থালৈ ঘূৰাই আনিব
ഫോർമാറ്റ് ചെയ്യാത്ത ഡിസ്ക്,অফৰ্মেট কৰা ডিষ্ক
യൂണികാസ്റ്റിംഗ്,ইউনিকাস্টিং
യൂണികോഡ്,ইউনিকোড
ഏകപക്ഷീയമായ വൃക്ഷം,একনিৰ্দেশিত গছ
യൂണിഫോം റിസോഴ്സ് ലൊക്കേറ്റർ (URL),একেধৰণৰ সম্পদ স্থানক (URL)
അൺപ്രോസസ് ചെയ്യുന്നു,ইউনিপ্ৰচেছিং
അതുല്യമായ,অনন্য
അൺഷീൽഡ് ട്വിസ്റ്റഡ് ജോഡി (UTP),unishielded টুইষ্টেড পেয়াৰ (UTP)
യൂണിറ്റ്,একক
യൂണിറ്റ് വിലാസം,ইউনিটৰ ঠিকনা
യൂണിറ്റ് ഇടവേള,একক ব্যৱধান
യൂണിറ്റ് ടെസ്റ്റിംഗ്,ইউনিট পৰীক্ষণ
ഏകീകൃത കോഡ്,একক ক&#39;ড
യൂണിറ്റിം,এককীয়তা
യൂണിവേഴ്സൽ അസിൻക്രണസ് റിസീവർ/ട്രാൻസ്മിറ്റർ (UART),ইউনিভাৰ্চেল এচিনক্ৰ&#39;নাছ ৰিচিভাৰ/ট্ৰেন্সমিটাৰ (UART)
സാർവത്രിക ഫ്ലിപ്പ് ഫ്ലോപ്പ്,ইউনিভাৰ্চেল ফ্লিপ ফ্লপ
സാർവത്രിക സെറ്റ്,ইউনিভাৰ্চেল ছেট
സാർവത്രിക പ്രതീക സെറ്റ്,সাৰ্বজনীন চৰিত্ৰৰ গোট
യുണിക്സ്,ইউনিক্স
അൺലോക്ക് ചെയ്യുക,আনলক কৰক
സുരക്ഷിതമല്ലാത്ത ഫീൽഡ്,অসুৰক্ষিত ক্ষেত্ৰ
സുരക്ഷിതമല്ലാത്ത ഫയൽ,অসুৰক্ষিত ফাইল
എത്തിച്ചേരാനാകുന്നില്ല,অপ্ৰৱেশযোগ্য
നിഴൽ മാറ്റുക,আনশ্বেড কৰক
അൺഷീൽഡ്,অনাবৃত
പരാജയപ്പെട്ട കോൾ,অসফল কল
ഉന്താർ,উন্টাৰ
അപ്ഡേറ്റ് അപാകതകൾ,বিজুতিসমূহ আপডেট কৰক
പുതുക്കിയ ഫയൽ,আপডেট কৰা ফাইল
അപ്ഡേറ്റ് ചെയ്യുന്നു,আপডেট কৰা হৈছে
നവീകരിക്കുക,বিকশিত কৰা
നവീകരിക്കുക,বিকশিত কৰা
അപ്ലിങ്ക്,আপলিংক
അപ്‌ലോഡ് ചെയ്യുന്നു,আপলোড কৰা হৈছে
മുകളിലെ മെമ്മറി ഏരിയ,ওপৰৰ মেমৰি এৰিয়া
അപ്സ്ട്രീം,আপষ্ট্ৰিম
പ്രവർത്തനസമയം,আপটাইম
മുകളിലേക്ക്,ওপৰলৈ
യൂസ്നെറ്റ്,ইউজেনেট
ഉപയോക്താവ്,ব্যৱহাৰকাৰী
ഉപയോക്തൃ ഏജന്റ്,ব্যৱহাৰকাৰী এজেন্ট
ഉപയോക്തൃ പ്രാമാണീകരണം,ব্যৱহাৰকাৰী প্ৰমাণীকৰণ
ഉപയോക്തൃ ഡാറ്റഗ്രാം പ്രോട്ടോക്കോൾ (UDP),ব্যৱহাৰকাৰী ডাটাগ্ৰাম প্ৰটোকল (UDP)
ഉപയോക്ത ഹിതകരം,ব্যৱহাৰকাৰী অনুকূল
ഉപയോക്തൃ തിരിച്ചറിയൽ,ব্যৱহাৰকাৰী চিনাক্তকৰণ
ഉപയോക്തൃ ഐഡന്റിറ്റി (UID),ব্যৱহাৰকাৰী পৰিচয় (UID)
ഉപയോക്തൃ ഇന്റർഫേസ്,ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ
ഉപയോക്തൃ നാമം,ব্যৱহাৰকাৰীৰ নাম
ഉപയോക്തൃ പ്രൊഫൈൽ,ব্যৱহাৰকাৰী প্ৰ&#39;ফাইল
യൂട്ടിലിറ്റി,কামৰ বস্তু
യൂട്ടിലിറ്റി സോഫ്റ്റ്വെയർ,ইউটিলিটি চফ্টৱেৰ
സാധുതയുള്ളത്,মান্য
മൂല്യനിർണ്ണയം,বৈধকৰণ
മൂല്യനിർണ്ണയ പ്രോട്ടോക്കോളുകൾ,বৈধকৰণ প্ৰটোকলসমূহ
മൂല്യനിർണ്ണയ പരിശോധന,বৈধকৰণ পৰীক্ষণ
സാധുത പരിശോധന,বৈধতা পৰীক্ষা
മൂല്യവർദ്ധിത നെറ്റ്‌വർക്ക് (VAN),মূল্য সংযোজিত নেটৱাৰ্ক (VAN)
മൂല്യവർദ്ധിത റീസെല്ലർ (VAR),মূল্য সংযোজিত পুনৰ বিক্ৰেতা (VAR)
