Bengali,Hindi
আপেক্ষিক সম্ভাব্যতা (শর্তগত সম্ভাবনা),आपेक्षिक प्रायिकता
আপেক্ষিক বেগ,आपेक्षिक वेग
আপেক্ষিকতা," आपेक्षिकता, रिलेटिविटी , आपेक्षिकी"
আপেক্ষিকতা তত্ত্ব,आपेक्षिकता सिद्धांत
নির্ভরযোগ্যতা,विश्वसनीयता
নির্ভরযোগ্যতা সমস্যা,विश्वसनीयता समस्या
অবশিষ্ট মেয়াদ,अवशेष पद
অবশিষ্ট উপপাদ্য,शेषफल-प्रमेय
পুনরাবৃত্তি সীমা,पुऩरावृृत्त सीमा
পুনরাবৃত্ত Riemann অবিচ্ছেদ্য,पुऩरावृृत्त रीमान-समाकल
প্রতিনিধিত্ব,निरूपण
অবশিষ্টাংশ,"अवशिष्ट, अवशेष"
একটি মেরুতে অবশিষ্টাংশ,अनंतक पर अवशेष
রেজোলিউশন," वियोजन , खंडन 
 , विभेदन"
বাহিনীর রেজোলিউশন,बल-वियोजन
বেগের রেজোলিউশন,वेग-वियोजन
ফলে," परिणामी , निराकरण फल"
পরিসমাপ্তি বল,परिणामी बल
ফলে ভেক্টর,परिणामी सदिश
সংশোধিত সিমপ্লেক্স কৌশল,संशोधित एकल प्रविधि
রম্বস,समचतुर्भुज
রিম্যান অবিচ্ছেদ্য,रीमान-समाकल
সমকোণ,"समकोण, लम्बकोण"
ডান কোণই ত্রিভুজ,समकोण त्रिभुज
ডান বৃত্তাকার শঙ্কু,लंब वृत्तीय शंकु
ডান coset,दक्षिण सहसमुच्चय
ডান সিলিন্ডার,लंबवृत्तीय बेलन
ডান হাতি,दक्षिणावर्ती
ডান বিপরীত,दक्षिण प्रतिलोम
কঠোর প্রমাণ,"परिशुद्ध प्रमाण, परिशुद्ध उपपत्ति"
রিং,"वलय, रिंग"
পূর্ণসংখ্যার রিং,पूर्णांक वलय
R- সংহত,R-समाकलनीय
মূল,"मूल, जड़"
রুট অর্থ বর্গ,वर्ग-माध्य मूल
বহুপদীর মূল,बहुपद का मूल
ঘূর্ণন," घूर्णन , आवर्तन"
রাউন্ডিং ত্রুটি,निकटन त्रुटि
সারি,पंक्ति
সারি দ্বারা কলাম গুণন,पंक्ति-स्तंभ गुणन
সারি সমতা,पंक्ति तुल्यता
সারি ম্যাট্রিক্স,पंक्ति आव्यूह
সারি র‍্যাঙ্ক,पंक्ति कोटि
জিন বিন্দু,पल्याण बिंदु
নমুনা,"प्रतिदर्श, नमूना"
নমুনা মানে,प्रतिदर्श माध्य
নমুনা পয়েন্ট,प्रतिदर्श बिंदु
সাধারন মাপ,प्रतिदर्श आमाप
নমুনা স্থান,प्रतिदर्श समष्टि
নমুনা স্ট্যান্ডার্ড বিচ্যুতি,प्रतिदर्श-मानक-विचलन
নমুনা জরিপ,प्रतिदर्श सर्वेक्षण
নমুনা বৈচিত্র্য,प्रतिदर्श प्रसरण
নমুনা," प्रतिदर्शी (वि.) , प्रतिचयन (सं.)"
নমুনা বিতরণ,प्रतिदर्शी बंटन
নমুনা ত্রুটি,प्रतिचयन-त्रुटि
নমুনা ব্যবধান,प्रतिचयन-अंतराल
নমুনা পদ্ধতি,प्रतिचयन विधि
নমুনা তত্ত্ব,प्रतिचयन सिद्धांत
প্রতিস্থাপন সহ নমুনা,प्रतिस्थापन सहित प्रतिचयन
স্কেলার,"अदिश, स्केलर"
স্কেলার ক্ষেত্র,अदिश क्षेत्र
স্কেলার ম্যাট্রিক্স,अदिश आव्यूह
স্কেলার একাধিক,अदिश गुणज
স্কেলার গুণন,अदिश गुणन
স্কালে পণ্য,अदिश गुणनफल
স্কালের পরিমাণ,अदिश राशि
স্কেলার ট্রিপল পণ্য,अदिश त्रिक गुणनफल
দৃশ্যমান ত্রিভুজ,विषमबाहु त्रिभुज
বিক্ষিপ্ত চিত্র,प्रकीर्ण आरेख
শ্রোডিঙ্গার সমীকরণ,श्रोडिन्गर समीकरण
ঋতু ওঠানামা,"ऋतुनिष्ठ उच्चावचन, मौसमी उतार-चढ़ाव"
সেক্যান্ট," छेदक, छेदक रेखा , सीकेन्ट, व्युत्क्रम कोटिज्या"
সেক্যান্ট পদ্ধতি,छेदिका विधि
দ্বিতীয় ডেরিভেটিভ,द्वितीय
দ্বিতীয় ক্রম,द्वितीय क्रम (द्वितीय प्रकार का)
অধ্যায়," अनुभाग, खंड , परिच्छेद, काट, सेक्शन"
সেক্টর,"अवखंड, त्रिज्यखंड, सेक्टर"
একটি বক্ররেখার অংশ,वक्र खंड
স্ব - সংলগ্ন,स्वसंलग्नन
স্ব-সংলগ্ন অপারেটর,स्वसंलग्न संकारक
স্ব - সংঘবদ্ধ,स्वसंयुग्मी
semiaxis,अर्धाक्ष
অর্ধবৃত্ত,अर्धवृत्त
আধা-নির্দিষ্ট ম্যাট্রিক্স,सामिनिश्चित मैट्रिक्स
আধা - নির্দিষ্ট দ্বিঘাত ফর্ম,सामिनिश्चित द्विघाती
সেমিগ্রুপ,सामिसमुह
আধা - ব্যবধান,अर्ध अंतराल
আধা প্রধান অক্ষ,अर्थ दीर्घ अक्ष
আধা গৌণ অক্ষ,अर्ध लघु अक्ष
বিভাজ্য বহুপদ,पृथक्करणीय बहुपद
ভেরিয়েবলের বিচ্ছেদ,चर पृथक्करण
ক্রম,अनुक्रम
সিকোয়েন্সিং তত্ত্ব,अनुक्रमण सिद्धांत
অনুক্রমিক বিশ্লেষণ,आनुक्रमिक विश्लेषण
অনুক্রমিক নমুনা,आनुक्रमिक प्रतिचयन
সিরিয়াল পারস্পরিক সম্পর্ক,श्रेणीगत सहसंबंध
সিরিজ," श्रेणी , माला , सीरीज"
সেট," समुच्चय , पवन दिशा, धारा दिशा , जम जाना, जमाना (क्रि.)"
সেক্সট্যান্ট,सेक्सटैन्ट
Shewhart নিয়ন্ত্রণ চার্ট,शेवहार्ट नियंत्रण चार्ट
চিহ্ন," चिह्न , राशि"
একটি ম্যাট্রিক্সের স্বাক্ষর,आव्यूह का चिन्हक
দ্বিঘাত আকারের স্বাক্ষর,द्विघाती समघात का चिन्हक
স্বাক্ষরিত নম্বর,सचिन्ह संख्या
তাত্পর্য স্তর,सार्थकता स्तर
তাৎপর্য পরীক্ষা,सार्थकता परीक्षण
উল্লেখযোগ্য সংখ্যা,सार्थक अंक
সাইন পরীক্ষা,चिन्ह परीक्षण
signum ফাংশন,चिन्ह फलन
অনুরূপ উপবৃত্তাকার,समरूप दीर्घवृत्त
অনুরূপ পরিসংখ্যান,समरूप आकृति
মিল," सादृश्य , समरूपता"
অনুরূপ ম্যাট্রিক্স,समरूप आव्यूह
সহজ বন্ধ বক্ররেখা,सरल संवृत वक्र
সহজ পারস্পরিক সম্পর্ক,सरल सहसंबंध
সহজ সুরেলা গতি,सरल आवर्त गति
সহজ র্যান্ডম স্যাম্পলিং,सरल यादृच्छिक प्रतिचयन
সিমপ্লেক্স,"प्रसमुच्चय, सिम्पलेक्स, एकमुखी, सरल"
সিমপ্লেক্স অ্যালগরিদম,एकधा कलनविधि
সিমপ্লেক্স মূকনাট্য,एकधा सारणी
সিম্পসনের এক - তৃতীয় নিয়ম,सिम्प्सन का एक-तिहाई नियम
সিমুলেশন কৌশল,अनुकार प्रविधि
যুগপত ডিফারেনশিয়াল সমীকরণ,युगपत अवकल समीकरण 
যুগপত সমীকরণ,युगपत समीकरण
সাইন,"साइन, ज्या"
সাইন বক্ররেখা,"साइन वक्र, ज्या वक्र"
এককটন,एकल
একক মূল্যবান ফাংশন,एकमानी फलन
একবচন অবিচ্ছেদ্য,विचित्र समाकल
এককতা,"विचित्रता, वैचित्र्य"
একবচন ম্যাট্রিক্স,अव्युत्क्रमणीय मैट्रिक्स
একক সমাধান,विचित्र हल
নমুনার আকার,प्रतिदर्श आमाप
তির্যক বিতরণ,विषम बंटन
skew-Hermitian ম্যাট্রিক্স,विषम हर्मिटीय आव्यूह
তির্যকতা,वैषम्य
তির্যক প্রতিসম ম্যাট্রিক্স,विषम सममित आव्यूह
স্ল্যাক পরিবর্তনশীল,न्यूनतापूरक चर
ঢাল,"ढलान, ढाल, प्रवणता"
ঢাল গ্রেডিয়েন্ট,ढाल प्रवणता
ছোট বন্ধনী,"लघुकोष्ठक, लघु बंधनी"
মসৃণ বক্ররেখা,निष्कोण वक्र
মসৃণ ফাংশন,मसृण फलन
সময় সিরিজের মসৃণকরণ,सौर परिवार
সৌর জগৎ,
solenoidal ভেক্টর,परिनालिकीय सदिश
কঠিন," ठोस, पिंड , घनाकृति"
কঠিন জ্যামিতি,"घन ज्यामिति, त्रिविम ज्यामिति"
সমাধান," हल , साधन"
সিরিজে সমাধান,श्रेणी रूप हल
সমাধান ম্যাট্রিক্স,हल आव्यूह
একটি ত্রিভুজের সমাধান,त्रिभुज का हल
সমাধান স্থান,हल समष्टि
সোনাইন বহুপদী,सोनाइन बहुपद
স্থান," आकाश, अंतरिक्ष, दिकस्थान, अवकाश , समष्टि"
স্থান বক্ররেখা,आकाश वक्र
স্প্যানিং সেট,जनक समुच्चय
স্থানিক কোরিলোগ্রাম,स्थानीय सहसंबंध चित्र
বিশেষ লিনিয়ার গ্রুপ,विशिष्ट रैखिक समूह
বিশেষ অর্থোগোনাল গ্রুপ,विशिष्ट लांबिक समूह
আপেক্ষিক গুরুত্ব,"विशिष्ट घनत्व, आपेक्षिक घनत्व"
বর্ণালী ম্যাপিং উপপাদ্য,मानावल्लीय प्रतिचित्रण प्रमेय
একটি ফাংশনের বর্ণালী,फलन की मानावली 
গোলক,"गोला, गोलक"
গোলাকার সমন্বয় ব্যবস্থা,गोलीय निर्देशांक प्रणाली
গোলাকার মেরু স্থানাঙ্ক,गोलीय धुवीय निर्देशांक
গোলাকার ত্রিভুজ,गोलीय त्रिभुज
গোলাকার ত্রিকোণমিতি,गोलीय त्रिकोणमिति
সর্পিল,सर्पिल
বর্গক্ষেত্র," वर्ग , स्कवेयर"
চতুস্কন বন্ধনী,"गुरुकोष्ठक, गुरुबंधनी"
বর্গাকার সংহত,वर्ग समाकलनीय
বর্গ ম্যাট্রিক্স,वर्ग आव्यूह
বর্গমূল,वर्गमूल
নমুনা নেওয়ার পর্যায়,प्रतिचयन का चरण
সিঁড়ি ফাংশন,सोपान-फलन
আদর্শ চ্যুতি,मानक विचलन
আদর্শ অভ্যন্তরীণ পণ্য,मानक आंतर गुणनफल
ভারসাম্যের অবস্থা,साम्यावस्था
স্থির বক্ররেখা,स्तब्ध वक्र
স্থির বিন্দু,स्तब्ध बिंदु
স্থির মান,स्तब्ध मान
পরিসংখ্যান,"प्रतिदर्शज, आंकड़ा"
পরিসংখ্যানগত,सांख्यिकीय
পরিসংখ্যানগত তথ্য,सांख्यिकीय आंकड़े
পরিসংখ্যানগত বন্টন,सांख्यिकीय बंटन
পরিসংখ্যানগত অনুমান,सांख्यिकीय परिकल्पना
পরিসংখ্যান অনুমান,सांख्यिकीय अनुमिति
পরিসংখ্যান মডেল,सांख्यिकीय निदर्श
পরিসংখ্যান জনসংখ্যা,सांख्यिकीय समष्टि
পরিসংখ্যানগত মান নিয়ন্ত্রণ,सांख्यिकीय गुणता-नियंत्रण 
পরিসংখ্যান," सांख्यिकी , आंकड़े"
স্থির,"अपरिवर्ती, अचर, स्थिर, स्थायी"
স্থির রাষ্ট্র সমাধান,स्थायी अवस्था हल
খাড়া আরোহন (একটি বক্ররেখার),अधिक प्रवण आरोह
খাড়া আরোহন নকশা,प्रवणतम-आरोहण अभिकल्पना
খাড়া বংশদ্ভুত,प्रवणतम अवरोहण
ধাপ ফাংশন,"पग-फलन, सोपान फल्लनन"
স্টার্লিং সিরিজ,स्टर्लिंग श्रेणी
স্টোকাস্টিক,"स्टोकैस्टिक, प्रसंभाव्य"
স্টোকাস্টিক ম্যাট্রিক্স,प्रसंभाव्य आव्यूह
স্টোকাস্টিক মডেল,प्रसंभाव्य निदर्श
স্টোকাস্টিক প্রোগ্রামিং,प्रसंभाव्य प्रोग्रामन
স্টোকাস্টিক পরিবর্তনশীল,प्रसंभाव्य चर
স্টোকসের উপপাদ্য,स्टोक्स प्रमेय
সোজা লাইন,"सीधी रेखा, ऋजु रेखा, सरल रेखा"
স্তর চার্ট,"स्तरी चार्ट, पट्टीदार चार्ट"
স্তরবিন্যাস," स्तरण , स्तरविन्यास"
স্তরিত নমুনা,स्तरित प्रतिचयन
স্ট্রিম লাইন,"प्रवाह-रेखा, धारा-रेखा"
চাপ,प्रतिबल
কঠোরভাবে উত্তল ফাংশন,दृढ़तः अवमुख फलन
কঠোরভাবে কমছে,निरंतर हृासमान
কঠোরভাবে বাড়ছে,निरंतर वर्धमान
কঠোরভাবে একঘেয়ে ফাংশন,निरंतर एकदिष्ट फलन
ছাত্রের পরীক্ষা (ছাত্রের &quot;টি&quot; পরীক্ষা),स्टूडैन्ट परीक्षण (स्टूडेन्ट 't' परीक्षण)
উপ-সংগ্রহ,उपसंग्रह
উপ-নির্ধারক,अव-सारणिक
উপক্ষেত্র,उपक्षेत्र
উপগোষ্ঠী,"उपवर्ग, उपसमृूह, उपग्रुप"
উপ-ব্যবধান,उपांतराल
সাবম্যাট্রিক্স,"उपमैट्रिक्स, उपाव्यूह"
সাবস্ক্রিপ্ট,"पादांक, पादाक्षर, पादलिपि"
পরবর্তী,उपानुक्रम
উপসেট,उपसमुच्चय
সাবস্পেস,उपसमष्टि
প্রতিস্থাপন,प्रतिस्थापन
subtangent,अधः स्पर्शी
জমা করা,"कक्षांतरित करना, अंतरित करना"
বিয়োগ,"घटाना, व्यवकलन करना"
বিয়োগ,"व्यवकलन, घटाना"
ক্রমাগত,उत्तरोत्तर
ধারাবাহিক পার্থক্য,उत्तरोत्तर अवकलन
ধারাবাহিক একীকরণ,उत्तरोत्तर समाकलन
উত্তরাধিকারী,परवर्ती
প্রত্যয়,अनुलग्न
যোগফল," योगफल, जोड़, संकलन फल , धनराशि"
যোগফল ফাংশন,योग फलन
যোগ করা যায়,संकलनीय
সমন্বিত,योगखंड
সমষ্টি,संकलन
সমষ্টি সম্মেলন,संकलन-परिपाटी
সমষ্টি সূত্র,संकलन सूत्र
সিরিজের সমষ্টি,श्रेणी-संकलन
সমষ্টি চিহ্ন,संकलन चिन्ह
অসীমের যোগফল,अनंत तक योग
সুপারস্ক্রিপ্ট,"मूर्धांक, मूर्धाक्षर"
সুপারসেট,अधिसमुच्चय
সুপারসনিক প্রবাহ,पराध्वनिक प्रवाह
সম্পূরক কোণ,संपूरक कोण
সমর্থনকারী হাইপারপ্লেন,आलंबक ऊनविम समतल
ফাংশন সমর্থন,फलन का आलंब
ধরুন,"कल्पना करना, मान लेना"
সর্বোচ্চ,उच्चक
surd,करणी
পৃষ্ঠতল," पृष्ठ , बहिर्तल , सतह, धरातल"
ভূপৃষ্ঠের,पृष्ठीय श्रेत्रफल
পৃষ্ঠ অবিচ্ছেদ্য,पृष्ठ-समाकल
সার্জেকশন,आच्छादन
surjective,आच्छादी
অনুমানমূলক মানচিত্র,आच्छादी प्रतिचित्र
প্রতীক,प्रतीक
প্রতীকী যুক্তি,प्रतीकात्मक तर्क
প্রতীকী মডেল,प्रतीकात्मक निदर्श
প্রতিসম,सममित
প্রতিসম,सममितीय
প্রতিসম নির্ধারক,"सममित सारणिक, सममित डिटर्मिनन्ट"
প্রতিসম পার্থক্য,सममित अंतर
প্রতিসম ম্যাট্রিক্স,सममित मैट्रिक्सि
ধারা বিশ্লেষণ,"तंत्र विश्लेषण, प्रणाली विश्लेषण"
পদ্ধতিগত নমুনা,क्रमबद्ध प्रतिचयन
টেবিল,"सारणी, टेबल"
মূকনাট্য,"टेब्लो, सारणी"
অখণ্ডের সারণী,समाकल सारणी
সারণী,"सारणीबद्ध, सपाट"
ট্যাবুলার ফর্ম,सारणीबद्ध फार्म
সারণী লগারিদম,"सारणीबद्ध लघुगणक, सारणीबद्ध लॉगेरिथ्म"
সারণী,सारणीबद्ध करना
সারণীকৃত মান,सारणीबद्ध मान
ট্যাবুলেশন,सारणीयन
ট্যাবুলেটার," सारणित्र, सारणी यंत्र , सारणीयक"
লেজ,"पुच्छ, पूँछ"
লেজ এলাকা (বন্টন),पुच्छ क्षेत्र (बंटन का)
স্পর্শকতা,स्पर्शिता
স্পর্শক," स्पर्श रेखा , स्पर्शी , स्पर्शज्या, टैन्जैंट"
স্পর্শক হাইপারপ্লেন,स्पर्श ऊनविम समतल
স্পর্শক,"स्पर्शीय, स्पर्श रेखीय"
স্পর্শক উপাদান,स्पर्श रेखीय घटक
স্পর্শক বিভাগ,स्पर्श रेखीय काट
স্পর্শক রেখা,स्पर्श रेखा
স্পর্শক সমতল,"स्पर्श तल, स्पर्श समतल"
স্পর্শক স্থান,स्पर्शी समष्टि
টেপ পাঞ্চ,टेप पंच
টেপ পাঠক,टेप पठित्र
টবেরিয়ান উপপাদ্য,टाउबरी प्रमेय
টেলরের উপপাদ্য,टेलर प्रमेय
চেবিচেভ মেট্রিক,शेबीशेव दूरीक
টি-বন্টন,t-बंटन
টেলিস্কোপিক সিরিজ,अंतःसर्पी श्रेणी
সাময়িক স্থানাঙ্ক,कालिक निर्देशांक
সাময়িক সম্পর্ক,कालिक संबंध
অস্থায়ী পরিবর্তনশীল,कालिक चर
প্রসার্য শক্তি,तनन-सामर्थ्य
টেনসর,"प्रदिश, टेन्सर"
টেনসর বিশ্লেষণ,प्रदिश विश्लेषण
টেনসর পণ্য,प्रदिश गुणनफल
অস্থায়ী সূত্র,अस्थायी संरूपण
মেয়াদ,पद
টার্মিনাল অবস্থা,अंत्य प्रतिबंध
টার্মিনাল বেগ ডুব,अंतिम वेग गोता
শেষ করা দশমিক,सांत दशमलव
মেয়াদী মান,पद मान
শব্দগত পার্থক্য,पदशः अवकलन
টার্মওয়াইজ ইন্টিগ্রেশন,पदशः समाकलन
তিরনারি,"त्रिअंगी, त्रिआधारी"
পরীক্ষা,परीक्षण
বৈচিত্র্যের একজাতীয়তার জন্য পরীক্ষা,प्रसरण समांगता का परीक्षण
পরীক্ষার ফাংশন,परीक्षण फलन
অনুমানের পরীক্ষা,परिकल्पना-परीक्षण
তাৎপর্য পরীক্ষা,सार्थकता-परीक्षण
পরীক্ষার পরিসংখ্যান,परीक्षण प्रतिदर्शज
টেট্রাহেড্রাল,चतुष्फलकीय
টেট্রাহেড্রাল কোণ,चतुष्फलकीय कोण
টেট্রাহেড্রন,चतुष्फलक
উপপাদ্য,प्रमेय
অবশিষ্টাংশের উপপাদ্য,अवशेष-प्रमेय
তাত্ত্বিক চাহিদা ফাংশন,सैद्धांतिक माँग फलन
তাত্ত্বিক বিচ্ছিন্ন বিতরণ,सैद्धांतिक असंतत बंटन
তাত্ত্বিক ত্রুটি,सैद्धांतिक त्रुटि
তাত্ত্বিক ফিট,सैद्धांतिक समंजन
তাত্ত্বিক গঠন,सैद्धांतिक संरूपण
তাত্ত্বিক ফ্রিকোয়েন্সি,सैद्धांतिक बारंबारता
তাত্ত্বিকভাবে,"सैद्धांततः, सिद्धांत रूप से"
তাত্ত্বিক মডেল,सैद्धांतिक निदर्श
তাত্ত্বিক চিকিত্সা,सैद्धांतिक निरूपण
সমীকরণ তত্ত্ব,समीकरण सिद्धांत
ত্রুটির তত্ত্ব,त्रुटि सिद्धांत
অনুমান তত্ত্ব,आकलन सिद्धांत
ফাংশন তত্ত্ব,फलन सिद्धांत
গেমের তত্ত্ব,खेल सिद्धांत
মহাকর্ষ তত্ত্ব,गुरुत्वाकर्षण-सिद्धांत
তথ্য তত্ত্ব,सूचना सिद्धांत
প্রতিস্থাপনের তত্ত্ব (= ব্যর্থতার তত্ত্ব),प्रतिस्थापन सिद्धांत
সেটের তত্ত্ব,समुच्चय-सिद्धांत
অপেক্ষার লাইনের তত্ত্ব (= সারিবদ্ধ তত্ত্ব),पंक्ति सिद्धांत
তরঙ্গ তত্ত্ব,तरंग सिद्धांत
থার্মোডাইনামিক,ऊष्मागतिक
একটি স্ক্রু এর থ্রেড,पेच की चूड़ी
ত্রিমাত্রিক,त्रिविम
ত্রিমাত্রিক ভেক্টর বিশ্লেষণ,त्रिविम सदिश विश्लेषण
ত্রিমুখী শ্রেণীবিভাগ,त्रिधा वर्गीकरण
নিক্ষেপ,"प्रक्षेप, पात"
খোঁচা," प्रणोद , क्षेप"
সময়,"समय, काल, अवधि"
সময় অক্ষ,काल-अक्ष
সময় নির্ভরতা,कालाश्रितता
সময়-নির্ভর গঠনমূলক সমীকরণ,कालाश्रित संरचक समीकरण
সময় নির্ভর প্রক্রিয়া,कालाश्रित प्रक्रिया
সময়-স্বাধীন শব্দ,समय-निरपेक्ष पद
সময়ের ব্যবধান,काल अंतराल
সময় সিরিজ,काल श्रेणी
সময় সিরিজ বিশ্লেষণ,काल-श्रेणी विश्लेषण
সময় সিরিজের তথ্য,काल श्रेणी न्यास
সময় ভাগ করে নেওয়ার সিস্টেম,कालभागी तंत्र
সহনশীলতা,"सहयता, सहन"
সহনশীলতা ব্যবধান,सहयता अंतराल
সহ্যসীমা,सहय तल
সহনশীলতার সীমা,"सहयता सीमा, सहन सीमा"
টপোলজিকাল,सांस्थितिक
টপোলজিক্যাল দ্বৈত,सांस्थितिक द्वैत
টপোলজিকাল গ্রুপ,सांस्थितिक समूह
টপোলজিকাল আইসোমরফিজম,सांस्थितिक तुल्याकारिता
টপোলজিক্যাল লিনিয়ার স্পেস,सांस्थितिक रैखिक समष्टि
টপোলজিক্যালি,सांस्थितिकतः
টপোলজিক্যাল ম্যাপিং,सांस्थितिक प्रतिचित्रण
টপোলজিকাল সম্পত্তি,सांस्थितिक गुणधर्म
টপোলজিকাল স্পেস,सांस्थितिक समष्टि
টপোলজিক্যাল ভেক্টর স্পেস,सांस्थितिक सदिश समष्टि
টপোলজি,"संस्थिति-विज्ञान, सांस्थितिकी"
টর্শন,"मरोड़, विमोटन, ऐंठन"
টরাস,"वृत्तज ठोस-वलय, टोरस"
মোট,"जोड़, योग (स.), संपूर्ण, पूर्ण (वि.)"
মোট ডেরিভেটিভ,संपूर्ण अवकलज
মোট ডিফারেনশিয়াল,संपूर्ण अवकल
মোট ডিফারেনশিয়াল সমীকরণ,संपूर्ण अवकल समीकरण
মোট পরিদর্শন,संपूर्ण निरीक्षण
সম্পূর্ণরূপে আবদ্ধ,संपूर्णतया परिबद्ध
সম্পূর্ণ অর্ডার সেট,संपूर्णतया क्रमित समुच्चय
মোট অর্ডারিং,संपूर्ण क्रमीकरण
ট্রেস," अनुरेख, अनुरेखण (सं.) , संछेद (सं.), अनुरेखण करना (वि.)"
ম্যাট্রিক্সের ট্রেস,आव्यूह का अनुरेख
ট্রেসিং,"अनुरेखण, अक्स अंकन"
ট্রেড অফ ফাংশন,विनियम फलन
গতিপথ," प्रक्षेप-पथ, प्रपथ , संछेदी"
অতীন্দ্রিয়,अबीजीय
অতীন্দ্রিয় সমীকরণ,अबीजीय समीकरण
অতীন্দ্রিয় ফাংশন,अबीजीय फलन
অতীন্দ্রিয় সংখ্যা,अबीजीय संख्या
স্থানান্তর,"स्थानांतरण, अंतरण"
স্থানান্তর ফাংশন,अंतरित फलन
ট্রান্সফিনিট আনয়ন,परिमितातीत आगमन
অন্তহীন সংখ্যা,परिमितातीत संख्या
রূপান্তর,रूपांतर
রূপান্তর সূত্র,रूपांतरण-सूत्र
রূপান্তর ম্যাট্রিক্স,रूपांतरण आव्यूह
স্থানাঙ্কের রূপান্তর,निर्देशांकों का रूपांतरण
রূপান্তরিত ফাংশন,रूपांतरित फलन
রূপান্তরিত ম্যাট্রিক্স,रूपांतरित आव्यूह
ট্রান্সশিপমেন্ট সমস্যা,पोत-परिवहन समस्या
ক্ষণস্থায়ী আচরণ,क्षणिक आचरण
ক্ষণস্থায়ী সমাধান,क्षणिक हल
স্থানান্তর,संक्रमण
রূপান্তর ম্যাট্রিক্স,संक्रमण आव्यूह
ট্রানজিটিভ,संक्रामक
ট্রানজিটিভ আইন,संक्रमण-नियम
ট্রানজিটিভ সম্পর্ক,संक्रामक संबंध
ট্রানজিটিভিটি,संक्रामिता
ট্রানজিটিভিটি সেট,संक्रामिता-समुच्चय
অনুবাদ,स्थानांतरण
পরিবহন খরচ,परिवहन लागत
পরিবহন সমস্যা,परिवहन समस्या
পরিবহন সময়,परिवहन काल
পরিবহন সমীকরণ,अभिगमन-समीकरण
স্থানান্তরিত ম্যাট্রিক্স,परिवर्तित आव्यूह
একটি ম্যাট্রিক্স স্থানান্তর,आव्यूह-परिवर्त
স্থানান্তর,पक्षांतरण
ট্রান্সভারসালিটি,अनुप्रस्थता
ট্রান্সভারসালিটি অবস্থা,अनुप्रस्थता प्रतिबंध
অনুপ্রস্থ,"अनुप्रस्थ, आड़ा"
তির্যক গতি,अनुप्रस्थ गति
ট্রাপিজিয়াম,"समलंब, ट्रैपीजियम"
ট্র্যাপিজয়েড,समलंबाभ
ট্র্যাপিজয়েডাল প্রিজম,समलंब-प्रिज्म
চিকিত্সা," प्रशोधन , उपचार"
গাছের নকশা,वृक्षारेख
প্রবণতা,"प्रवृत्ति, उपनति"
ট্রেন্ড লাইন,उपनति रेखा
প্রবণতা মান,उपनति मान
triadic,त्रयक
বিচার," जाँच, परख , अभिप्रयोग"
ট্রায়াল ফাংশন,अभिप्रायोगिक फलन
ত্রিভুজ,"त्रिभुज, त्रिकोण"
ত্রিভুজ অসমতা,त्रिभुज असमिका
বেগের ত্রিভুজ,वेग-त्रिभुज
ত্রিভুজ প্রতীক,त्रिभुज-प्रतीक
ত্রিভুজ সিস্টেম,त्रिभुज पद्धति
ত্রিকোণযোগ্যতা,त्रिभुजनीयता
ত্রিভুজাকার,"त्रिभुजीय, त्रिकोणीय, त्रिभुजाकार"
ত্রিভুজাকার ম্যাট্রিক্স,त्रिभुजीय आव्यूह
ত্রিভুজ,"त्रिभुजन, त्रिकोणीयन"
ট্রাইকোটমি,त्रिभाजन
ত্রিভুজ,त्रिविकर्णी
ত্রিকোণমিতিক,त्रिकोणमितीय
ত্রিকোণমিতিক বক্ররেখা,त्रिकोणमितीय वक्र
ত্রিকোণমিতিক সমীকরণ,त्रिकोणमितीय समीकरण
ত্রিকোণমিতিক ফাংশন,त्रिकोणमितीय फलन
ত্রিকোণমিতিক পরিচয়,त्रिकोणमितीय सर्वसमिका
ত্রিকোণমিতিক সিরিজ,त्रिकोणमितीय श्रेणी
ত্রিকোণমিতিক সমাধান,त्रिकोणमितीय हल
ত্রিকোণমিতিক রূপান্তর,त्रिकोणमितीय रूपांतरण
ত্রিকোণমিতি,त्रिकोणमिति
তিনগুণ,"त्रिगुण, त्रिधा, त्रि-,त्रिशः, त्रिक, त्रितः"
ট্রিপল ইন্টিগ্রেশন,त्रिशः समाकलन
triplet,त्रिक
trisect,समत्रिभाजित करना
trisection,समत्रिभाजन
একটি কোণের trisection,कोण का समत्रिभाजन
তুচ্ছ ফর্ম,तच्छ रूप
তুচ্ছ টপোলজি,तुच्छ संस्थिति
কর্কটক্রান্তি,कर्क-रेखा
দক্ষিণায়ণ,मकर-रेखा
ট্রপোস্ফিয়ার,क्षोभमंडल
সত্য মানে,यथार्थ माध्य
সত্য মোড,यथार्थ बहुलक
কাটা,"लूनाग्र, रुंडित"
কাটা শঙ্কু,"रुंडित शंकु, छिन्न शंकु"
কাটা বিতরণ,छिन्न बंटन
কাটা ফ্রিকোয়েন্সি বিতরণ,छिन्न बारंबारता बंटन
ছাঁটাই,"छेदन, छिन्नकरण, रुंडन, लूनाग्रता"
ছেদন ত্রুটি,रुंडन
সত্য,"यथार्थता, सत्यता"
সত্য ফাংশন,सत्यमान फलन
সঠিক তালিকা,सत्यमान सारणी
সত্য মান,सत्यमान
t-পরিসংখ্যান,t-प्रतिदर्शज
টি-পরীক্ষা,t-परीक्षण
