Hindi,Assamese
संबंधपरक निदर्श,সম্পৰ্কীয় আৰ্হি
"1.सापेक्ष, 2.आपेक्षिक",সম্পৰ্কীয়
आपेक्षिक पताभिगमन,আপেক্ষিক সম্বোধন
"1.रिले, 2.प्रतिसारण",ৰিলে
विश्वसनीयता निदर्शन,নিৰ্ভৰযোগ্যতা মডেলিং
विश्वसनीय,নিৰ্ভৰযোগ্য
"1.पुन:स्थान निर्धारणीय कोड, 2.पुन:स्थान निर्धारणीय आंकड़आ",স্থানান্তৰযোগ্য ক&#39;ড
सुदूर,দূৰৱৰ্তী
सुदूर पोषक,দূৰৱৰ্তী গৃহস্থ
सुदूर कार्य प्रविष्टी,দূৰৱৰ্তী চাকৰি প্ৰৱেশ
"1.सुदूर सत्रारंभ, 2.सुदूर लॉग-इन",দূৰৱৰ্তী লগ-ইন
सुदूर प्रक्रिया आह्वान (आर पी सी),দূৰৱৰ্তী প্ৰক্ৰিয়া কল (RPC)
सूदूर संवेदन,ৰিম&#39;ট চেন্সিং
पुन: नामकरण,নাম সলনি কৰক
"1.प्रतिपादन,2.समर्पण",ৰেণ্ডাৰ কৰা
पुनरावर्तक,ৰিপিটাৰ
उत्तर,প্ৰত্যুত্তৰ
"1.अनुरोध, 2.निवेदन",অনুৰোধ
टिप्पणी अनुरोध (आर एफ सी),মন্তব্যৰ বাবে অনুৰোধ (RFC)
"1.निवेदन प्रोटोकॉल, 2.उत्तर प्रोटोकॉल",অনুৰোধ/উত্তৰ প্ৰট&#39;কল
पुनरावर्ती प्रोग्राम,প্ৰগ্ৰেম পুনৰ চলাওক
अनुसंधान,গৱেষণা
पुन:स्थाप चक्र,ৰিছেট চক্ৰ
स्मृतिवासी,বাসিন্দা
विभेदन,সংকল্প
संसाधन,সম্পদসমূহ
अनुक्रिया काल,সঁহাৰি সময়
"1.पुन: प्रवर्तन, 2.पुन: आरंभ",পুনৰাৰম্ভ কৰক
पुन: भंडारण,পুনৰ সঞ্চয় কৰা
पुन: अनुरेख,পুনৰ অনুসন্ধান কৰক
"1.पुन: प्रेषण, 2.पुन: संचार",পুনৰ সংক্ৰমণ
पुन: प्राप्ति,উদ্ধাৰ কৰা
पुन: प्रयास,পুনৰ চেষ্টা কৰক
"1.प्रतिगमन, 2.वापसी",উভতাই দিয়া
प्रतिगमन कूट,ক&#39;ড ঘূৰাই দিয়ক
प्रतिगमन कुंजी,ৰিটাৰ্ণ কি&#39;
पुन: प्रयोज्य कोड,পুনৰ ব্যৱহাৰযোগ্য ক&#39;ড
पुन: लेखनीय,পুনৰ লিখিব পৰা
आर जी बी मॉनीटर,RGB মনিটৰ
रिबन,ফিতা
अधिकारिक इश्यू,সঠিক বিষয়
"1.रोबोट, 2.यंत्रमानव, 3.यांत्रव",ৰবট
"1.यांचव विज्ञान, 2.यंत्रमानव विज्ञान",ৰবটিক্স
"हष्ट-पुष्ट, सुदृड़",মজবুত
भूमिका,ভূমিকা
पुन: वेल्लन,ৰোল বেক
अन्तर्वेल्लन,ৰোল ইন
बहिर्बेल्लन,ৰোল আউট
"1.केवल पठनीय स्मृति, 2.पठन मात्र स्मृति (रोम)",ৰম
मूल,শিপা
मूल निर्देशिका,ৰূট ডাইৰেকটৰি
संनिकटन त्रुटि,ভুলৰ ৰাউণ্ড
"1.रूटर,2.अनुमार्गक",ৰাউটাৰ
"मार्गाभिगमन, अनुमार्गण",ৰুটিং
आर एस 232 सी अंतरापृष्ट,RS232C আন্তঃপৃষ্ঠ
आर एस ए गूढलेखन,RSA এনক্ৰিপচন
आर टी सी,আৰ টি চি
कार्यविस्तार कोडन,দৈৰ্ঘ্যৰ এনকোডিং চলাওক
कार्यावधि,ৰান টাইম
कार्यावधि त्रुटि,ৰান টাইম ত্ৰুটি
"1.प्रतिदर्श, 2.नमूना",নমুনা
प्रतिचयन,নমুনা সংগ্ৰহ কৰা
"1.उपग्रह, 2.सेटेलाइट",উপগ্ৰহ
संत्रिप्तन,চেচুৰেটিং
सुरक्षित करो,সঞ্চয় কৰা
"1.मापनीयता, 2.मापक्रमणीयता",স্কেলেবিলিটি
अदिश,স্কেলাৰ
क्रमवीक्षण,স্কেনিং কৰা
परिदृश्य,দৃশ্যপট
अनुसूचक,সূচীকাৰক
स्क्रीन प्रतिबिंब प्रक्षेपक,স্ক্ৰীণ ইমেজ প্ৰজেক্টৰ
लिपि,চিত্ৰনাট্য
लिपिकरण भाषा,লিপিৰ ভাষা
"1.कुंडलन, 2.स्क्रॉलन",স্ক্ৰলিং কৰা
तुल्यकालिक डाटा लिंक नियंत्रण (एस डी एल सी ),SDLC (সমকালীন তথ্য সংযোগ নিয়ন্ত্ৰণ)
"1.अन्वेषण, 2.खोज",সন্ধান
खोज इंजन,চাৰ্চ ইঞ্জিন
खोज वृक्ष,search tree
"1.अन्वेषण, 2.खोजना",সন্ধান কৰি আছে
दवितीयक,মাধ্যমিক
"1.सेक्टर, 2.खंड",খণ্ড
सुरक्षा नीति,সুৰক্ষা নীতি
खोज अवधि,সময় বিচাৰিব
"1.अनुभाग, 2.खंड",ছেগমেণ্ট
"1.खण्डन, 2.खण्डीकरण",ছেগমেণ্টেচন
चयन छंटाई,নিৰ্বাচন সজাই পৰাই তোলা
"1.स्वपूर्ण, 2.स्वत: पूर्ण",self contained
"1.सीमेंटिकी, 2.अर्थ विज्ञान",অৰ্থবিজ্ঞান
सीमेफॉर,চেমাফোৰ
अर्धचालक,অৰ্ধপৰিবাহী
कल्पायन वेब,চেমন্টিক ৱেব
अनुक्रमिक अभिगम विधि,ক্ৰমিক অভিগম পদ্ধতি
क्रमिक,ছিৰিয়েল
क्रमक,ছিৰিয়েলাইজাৰ
"1.परिसेवक, 2.सर्वर",চাৰ্ভাৰ
परिसेवक ध्वंस,চাৰ্ভাৰ ক্ৰেচ
परिसेवक लाइसेंस,চাৰ্ভাৰ অনুজ্ঞাপত্ৰ
सर्वो गुणक,চাৰ্ভো বহুগুণক
समुच्चय,স্থাপন কৰা
निर्दिष्ट बिंदु,ছেট পইণ্ট
व्यवस्था,স্থাপন কৰা
छाया,ছাঁ পৰা ঠাই
छायांकन,ছাঁ দিয়া
प्रतिछाया,ছাঁ
शेयर संचिका,ফাইলটো শ্বেয়াৰ কৰক
सहभाजित अभिगम,অংশীদাৰী অভিগম
सहभाजन,ভাগ কৰি দে
"1.कोष्ठक, 2.कवच, 3.शैल, 4.कोश",খোলা
विस्थापन संप्रतीक,শিফ্ট চৰিত্ৰ
लघुपथ,শ্বৰ্ট চাৰ্কিট
लघु अनुदेश,চুটি নিৰ্দেশনা
सहोदर,সহোদৰ
"1.पार्श्व प्रभाव, 2.प्रति-प्रभाव",পাৰ্শ্বক্ৰিয়া
चिन्ह बिट,sign bit
संकेत,সংকেত
संकेत प्रक्रमण,সংকেত প্ৰক্ৰিয়াকৰণ
संकेतन,সংকেত প্ৰদান কৰা
"1.संकेत-ध्वनि अनुपात, 2.संकेत-रव अनुपात",সংকেত-শব্দ অনুপাত
"1.हस्ताक्षर, 2. चिन्हक",চহী
चिन्हक परीक्षण,স্বাক্ষৰ পৰীক্ষণ
सार्थक अंक,উল্লেখযোগ্য অংক
सिलिकॉन चिप,ছিলিকন চিপ
सरल डाक अंतरण प्रोटोकॉल (एस एम टी पी),সৰল মেইল স্থানান্তৰ প্ৰটোকল (SMTP)
एकधा,ছিমপ্লেক্স
"1.एक संकेतन आसंधि, 2.सिंप्लेक्स आसंधि",simplex ন&#39;ড
अनुकरण,চিমুলেচন
अनुकारी,চিমুলেটৰ
"1.युगपत, 2.समकालिक",একে লগে
युगपत प्रक्रमण,একেলগে প্ৰক্ৰিয়াকৰণ
एकल,চিংগলটন
"1.साईट लाइसेंस, 2.स्थल लाइसेंस",চাইট অনুজ্ঞাপত্ৰ
"1.साइज, 2.आमाप",আকাৰ
आमापन,আকাৰ নিৰ্ধাৰণ
"1.रेखांकन, 2.रेखाचित्रण",স্কেচিং
प्लुति,বাদ দিয়া
"1.प्लुति, 2.प्लुतिकरण",এৰি দিয়া হৈছে
"1.स्लैश, 2.काट",স্লেছ
अधीन कंप्यूटर,স্লেভ কম্পিউটাৰ
सर्पी विंडो प्रोटोकॉल,স্লাইডিং উইন্ডো প্ৰটোকল
"1. चूक, 2. सर्पण",পিছলা
खाँचा,ছাঁদ
स्कैजी (एस सी एस आई),সৰু কম্পিউটাৰ ব্যৱস্থাপ্ৰণালীৰ আন্তঃপৃষ্ঠ (SCSI)
स्मार्ट कार्ड,স্মাৰ্ট কাৰ্ড
धीमी डाक,শামুক মেইল
आशुचित्र,স্নেপশ্বট
"1.सॉफ्ट अभिकलन, 2.साफ्ट कंप्युटन",চফ্ট কম্পিউটিং
सॉफ्ट प्रति,চফ্ট কপি
सुगम फान्ट,কোমল ফন্ট
सॉफ्टवेयर,ছ’ফ্টৱেৰ
सॉफ्टवेयर इंजीनियरी,চফট্ ৱেৰ ইঞ্জিনিয়াৰিং
सॉफ्टवेयर लाइसेंस,চফ্টৱেৰ অনুজ্ঞাপত্ৰ
सॉफ्टवेयर चोरी,চফ্টৱেৰ পাইৰেচি
स्पेक्ट्रम,বৰ্ণালী
"1.पेंचदार, 2.सर्पिल",সৰ্পিল
"1.विस्तृत शीट, 2.स्प्रेडशीट",স্প্ৰেড শ্বীট
मानक,মানদণ্ড
मानक सामान्यीकृत मार्कअप भाषा (एस जी एम एल),প্ৰামাণিক সাধাৰণীকৃত মাৰ্কআপ ভাষা (SGML)
मानकीकरण,প্ৰামাণিককৰণ
प्रतीक्षा काल,ষ্টেণ্ডবাই সময়
तारक लैन,ষ্টাৰ লেন
तारक संस्थिति,তৰা টপোলজি
आरंभी बिट,ষ্টাৰ্ট বিট
"1.अप्राप्ति, 2.अभावग्रस्तता, 3.अभाव संकट",অনাহাৰ
"1.स्थैतिक स्मृति, 2.स्थैतिक मेमोरी",ষ্টেটিক মেমৰি&#39;
स्थिति चैनल,ষ্টেটাছ চেনেল
"1.सोपान साइज, 2.सोपानी आयाम",ষ্টেপৰ আকাৰ
विराम एवं प्रतीक्षा प्रोटोकॉल,বন্ধ কৰক আৰু অপেক্ষা কৰক প্ৰট&#39;কল
विराम कूट,ষ্টপ ক&#39;ড
विराम कुंजी,বন্ধ কি&#39;
भंडारणीयता,সংৰক্ষণযোগ্যতা
भंडारित प्रोग्राम,সংৰক্ষিত প্ৰগ্ৰেম
श्रृंखला आँकड़आ,ষ্ট্ৰিং ডাটা
"1.संरचित कूटलेखन, 2.संरचित कोडन",গঠনমূলক ক&#39;ডিং
संरचित पृच्छा भाषा (एस क्यू एल),গঠনমূলক প্ৰশ্ন ভাষা (SQL)
"1. वर्तिका पत्र ,2. शैली पत्र",ষ্টাইল শ্বীট
उपनिदेशिका,উপ-ডাইৰেকটৰি
"1.उपजाल, 2.सबनेट",চাবনেট
उपवृक्ष,উপবৃক্ষ
"1.संक्षेपण, 2.संक्षेपीकरण",সাৰাংশ
"1.सुपर अभिकलित्र, 2.सुपर कंप्यूटर",চুপাৰ কম্পিউটাৰ
"1.सुपर कप्यूटन, 2.सुपर अभिकलन",চুপাৰ কম্পিউটিং
महाकुंजी,চুপাৰ কী
सर्वोच्च प्रयोक्ता,চুপাৰ ইউজাৰ
पर्यवेक्षित अधिगम,তত্বাৱধানত শিক্ষণ
सहायक चिप,সমৰ্থন চিপ
नेट विचरण,চাৰ্ফ
"1.नेट विचरण, 2.सीकरण, 3.सर्फन",চাৰ্ফিং
गमागम,অদলবদল
अंतर्गमागम,শ্বেপ ইন
बहिर्गमागम,শ্বেপ আউট
गमागमन,শ্বেপিং
"1.स्विचित नेटवर्क,2. स्विचित जालक्रम",চুইচ কৰা নেটৱাৰ্ক
स्विचन,চুইচিং কৰা
स्विचन सिद्धांत,চুইচিং তত্ত্ব
प्रतीकात्मक प्रोग्रामन,প্ৰতীকী প্ৰগ্ৰেমিং
तुल्यकालन,সমন্বয়
तुल्यकालक,সমন্বয়ক
तुल्यकालिक,সমকালীন
तुल्यकालिक अंकीय पदानुक्रम (एस डी एच),সমকালীন ডিজিটেল হাইৰাৰ্কি (SDH)
वाक्य विश्लेषण,বাক্যবিন্যাস বিশ্লেষণ
तंत्र विश्लेषण,ব্যৱস্থা বিশ্লেষণ
तंत्र इंजीनियरी,চিষ্টেম ইঞ্জিনিয়াৰিং
"1.तंत्र विच्छेदक, 2.तंत्र हैकर",চিস্টেম হেকাৰ
तंत्र समेकक,চিস্টেম ইন্টিগ্ৰেটৰ
तंत्र लॉग,চিস্টেম লগ
तंत्र आच्छद,চিস্টেম মাস্ক
तंत्र नेटवर्क संरचना (एस एन ए),চিস্টেম নে&#39;টৱৰ্ক স্থাপত্য (SNA)
"1.तंत्र प्रोग्रामर, 2.तंत्र क्रमादेशक",চিস্টেম প্ৰগ্ৰেমাৰ
"1.तंत्र पुन: प्रवर्तन, 2.तंत्र पुन: आरंभन",ব্যৱস্থাপ্ৰণালী পুনৰাৰম্ভ কৰক
तंत्र समापन,চিস্টেম বন্ধ কৰা
तंत्र परीक्षण,চিস্টেম পৰীক্ষণ
तंत्र उपयोगिता,চিস্টেম সঁজুলি
"1.व्यवस्थित कोड, 2.व्यवस्थित कूट",পদ্ধতিগত ক&#39;ড
टैब समादेश,tab কমাণ্ড
सारणी,মেজ
सारणी अवलोकन,টেবুলখন ওপৰলৈ চাওক
सारणी स्थान,টেবুলৰ স্থান
पटलिका,টেবলেট
"1.सारणीवद्ध, 2.सरणी व्यूह",টেবুলাৰ এৰে
सारणीकरण फलन,টেবুলেটিং ফাংচন
"1.चिह्नित वास्तुकला, 2.चिह्नित संरचना",টেগ কৰা স্থাপত্য
चिहनित प्रतिबिंब संचिका फर्मा (टिफ),টেগ কৰা ছবি নথিপত্ৰ বিন্যাস (TIFF)
अग्रानुक्रम तंत्र,টাণ্ডাম ব্যৱস্থা
टेप घनत्व,টেপ ঘনত্ব
टेप आवरण,টেপ মাস্ক
टार संचिका,tar ফাইল
कार्य,কাৰ্য
कार्यदर्शिका,টাস্ক বাৰ
कार्य अनुसूचक,কাৰ্য্য নিৰ্ধাৰক
संचरण नियंत्रण प्रोटोकॉल/इनटरनेट प्रोटोकॉल (टी सी पी/आई पी),TCP/IP (সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল/ইণ্টাৰনেট প্ৰটোকল)
कटाव संक्रिया,টিয়াৰডাউন অপাৰেচন
दूरसंचार,টেলিকম
दूरसंचार,দূৰসংযোগ
दूरसंवाद,টেলিকনফাৰেন্স
दूर सम्मेलन,টেলিকনফাৰেন্সিং
"1.तारप्रेषण, 2.टेलीग्राफी",টেলিগ্ৰাফী
"1.दूरमापी, 2.दूरमिती",টেলিমেট্ৰি
"1.दूरभाष, 2.टेलीफोन",টেলিফোন
दूरभाषी,টেলিফোনি
"1.दूरमुद्रक, 2.टेलीप्रिंटर",টেলিপ্ৰিণ্টাৰ
दूरप्रक्रमण,টেলিপ্ৰচেছিং
"1.दूरदर्शन, 2.टेलीविजन, 3.दूरदर्शित्र",টেলিভিছন
टेलेक्स,টেলেক্স
"1.दूर जाल, 2.टेलनेट",টেলনেট
"1.ताप, 3.तापक्रम",তাপমান
"1.आकार पट्ट, 2.टेंपलेट, 3.रुपदा",সাঁচ
दस-पूरक,দহৰ পৰিপূৰক
टेरा बाइट,টেৰা বাইট
टेरा फलाप्स,টেৰা ফ্লপ
"1.अंतक प्रसंकेतक, 2.टर्मिनल कर्सर",টাৰ্মিনেল কাৰ্চাৰ
"1.अंतक आसंधि, 2.टर्मिनल नोड",টাৰ্মিনেল ন&#39;ড
टर्मिनल विंडो,টাৰ্মিনেল উইন্ডো
समापन,টাৰ্মিনেচন
त्रि-आधारी,তৰ্নাৰী
त्रि-आधारी संक्रिया,তৰ্নাৰী অপাৰেচন
परीक्षण,পৰীক্ষা
परीक्षण व्याप्ति,পৰীক্ষাৰ কভাৰেজ
परीक्षण निष्पादन,পৰীক্ষা চলোৱা
परीक्षण आँकड़आ,পৰীক্ষা-তথ্য
"1.टैक्सट,2. पाठ्य सामग्री",পাঠ্য
पाठ्य पेटी,লিখনী বাকচ
पाठ्य कर्सर,লিখনী কাৰ্চাৰ
पाठ्य संपादक,টেক্সট সম্পাদক
पाठ संचिका,লিখনী নথিপত্ৰ
पाठ्य विधा,লিখনী ধৰণ
पाठ प्रक्रमण,টেক্সট প্ৰচেছিং
वाक-पाठ्य (टी टी एस),টেক্সট টু স্পীচ (TTS)
बुनावट प्रतिचित्रण,টেক্সচাৰ মেপিং
"1.टी फ्लिप फ्लॉप, 2.टी-द्विमानित्र",টি-ফ্লিপ-ফ্লপ
तापीय मुद्रकातापीय,তাপীয় প্ৰিন্টাৰ
"1.प्रिंटर तनु फिल्म स्मृति, 2.तनु फिल्म मेमोरी",পাতল ফিল্মৰ স্মৃতি
(TFT) तनु फिल्म ट्रांजिस्टर (टी एफ टी),পাতল ফিল্ম ট্ৰেঞ্জিষ্টৰ
"1.गहाना, 2.थैशिंग",থ্ৰেচিং
सूत्र-चूड़ई,সূতা
सूत्रण,থ্ৰেডিং
"1.त्रितल जालक्रम, 2.त्रितल नेटवर्क",ত্ৰিস্তৰীয় নেটৱৰ্ক
प्रवाह क्षमता,থ্ৰুপুট
काल जटिलता,সময়ৰ জটিলতা
काल विभाजन बहुसंकेतन (टी डी एम),সময় বিভাজন মাল্টিপ্লেক্সিং (TDM)
काल फ्रेम,সময়সীমা
ङ्केसमय सी,সময়সীমা
"1.काल यंत्र, 2.काल मशीन, 3.टाइम मशीन",টাইম মেচিন
समय समाप्त,টাইম আউট
"1.कालॉशन, 2.काल क्वांटीकरण",সময় কোৱাণ্টাইজেচন
काल श्रेणी,সময় শৃংখলা
"1. काल विभाजन ,2. समय सहभाजन",সময় ভাগ-বতৰা কৰা
समय सहभाजन तंत्र,সময় ভাগ-বতৰা কৰা ব্যৱস্থা
काल स्टेप,সময় ডাকটিকট
काल आरेख,টাইমিং ডায়াগ্ৰাম
वर्णक,টিন্ট
टॉगल,টগল কৰক
टॉगल चाल,টগলিং গতি
"1.प्रतीक, 2.टोकन",টোকেন
टोकन बस,টোকেন বাছ
टोकन बस,টোকেন বাছ
टोकन बस जालक्रम,টোকেন বাছ নেটৱাৰ্ক
"1.प्रतीक वलय, 2.सांकेतिक वलय",টোকেন ৰিং
टोकन वार्ता,টোকেন টক
"1.औजार, 2.उपकरण",সঁজুলি
शीर्ष-पाद,ওপৰলৈ তললৈ
शीर्ष पाद अभिकल्प,টপ ডাউন ডিজাইন
"1.नख शिख पद विन्यास, 2.अधोगामी",টপ ডাউন পাৰ্চিং
"1.सांस्थिति, 2.स्थान विज्ञान",টপোলজি
स्पर्श पैड,টাচ পেড
स्पर्श स्क्रीन,টাচ্ছ স্ক্ৰীন
"1.चिन्ह, 2.निशान, 3.अनुरेखण",দাগ
अनुरेखण,ট্ৰেচিং
"1.मार्ग, 2.पथ, 3.लीक",ট্ৰেক
"1.ट्रैक डिस्क, 2.पथ डिस्क",ট্ৰেক ডিস্ক
पथ टेप,ট্ৰেক টেপ
"1.अनुमार्गन, 2.अनुपथन",ট্ৰেকিং
"1.अनुयान, 2.अनुग",ট্ৰেইলাৰ
प्रक्षेप पथ,ট্ৰেজেক্টৰী
"1.कार्य संपादन, 2.सौदा, 3.लेनदेन, 4.आदान प्रदान",লেনদেন
"1.सौदा संचिका, 2.क्रिया-कलाप संचिका",লেনদেন ফাইল
"1.लेन-देन संलेख, 2.आदान-प्रदान लॉग",লেনদেনৰ লগ
"1.प्रतिलेखन, 2.लिप्यंतरण करना",লিপিবদ্ধ কৰক
ट्रांसड्यूसर,ট্ৰেন্সডুচাৰ
अंतरण दर,স্থানান্তৰ হাৰ
अंतरण काल,স্থানান্তৰ সময়
रुपांतरण,ৰূপান্তৰ
क्षणिक त्रुटि,ক্ষণস্থায়ী ভুল
संक्रमण काल,ট্ৰেনজিট সময়
"1.संक्रमण, 2.संक्रांति",স্থানান্তৰ
संक्रामक,ট্ৰেন্সিটিভ
संक्रमिता,ট্ৰেন্সিটিভিটি
"1.अनुवाद, 2.अंतरण, 3.अनुभाषण",অনুবাদ
"1. संचरण, संचारण ,2.संप्रेषण",সংক্ৰমণ
संप्रेषण नियंत्रण प्रोटोकॉल (टी सी पी),সংক্ৰমণ নিয়ন্ত্ৰণ প্ৰটোকল (TCP)
"1.संचरण लाइन, 2.संप्रेषण लाइन",ট্ৰেন্সমিছন লাইন
ट्रांसमीटर,ট্ৰেন্সমিটাৰ
पारदर्शिता,স্বচ্ছতা
ट्रांसपोंडर,ট্ৰেন্সপণ্ডাৰ
"1.परिवहन, 2.प्रतिगमन",পৰিবহন
पक्षांतरण,ট্ৰেন্সপজিচন
ट्रांसप्यूटर,ট্ৰেন্সপিউটাৰ
"1.संप्रेष अभिग्राही, 2.ट्रांस रिसीवर",ট্ৰেন্সৰিচিভাৰ
"1.प्रपाशन, 2.फांसना, 3.पकड़ना",ট্ৰেপিং
चंक्रमण,ট্ৰেভাৰ্ছ
वृक्ष (चंक्रमण),গছ (traversal)
तरु नेटवर्क,গছৰ নেটৱৰ্ক
सहायक परिपथ,ট্ৰিবিউটেৰী চাৰ্কিট
तुच्छ आरेख,ট্ৰাইভাল গ্ৰাফ
दोष-निवारण,trouble shoot
"छिन्न, रुंडन",ছেদ কৰক
सत्यमान सारणी,সত্য টেবুল
"1.टयूनर, 2.समस्वरक, 3.समंजक",টিউনাৰ
"1.सुरंगन, 2.टनलिंग",সুৰংগ নিৰ্মাণ
"1.समंजन, 2.समस्वरण, 3.टयूनिंग",টিউনিং
टपल,টিউপল
टर्बो पास्कल,টাৰ্বো পাস্কেল
टयूरिंग मशीन,টুৰিং মেচিন
प्रतिवर्तन काल,turn aroud সময়
प्रतिवर्तन दस्तावेज,নথিপত্ৰ ঘূৰাই ঘূৰাই দিয়ক
प्रतिवर्तन अनुक्रम,টাৰ্ণআউট ক্ৰম
युगल केबल,টুইন কেবল
"1.ऐंठित युगल, 2.व्यावर्तित युग्म",টুইষ্টেড পেয়াৰ
द्वि-पारक स्मरांतरक,টু পাৰ্ট এছেম্বলাৰ
दो का पूरक,দুটাৰ পৰিপূৰক
प्रकार,প্ৰকাৰ
"1.टाइप फेस, 2.अक्षराकृति",মুখ টাইপ কৰক
टंकन शीर्ष,টাইপ হেড
मुद्रक चक्र,টাইপ চকা
टंकण,টাইপিং কৰা
अबाधित शक्ति स्रोत,un interruptable শক্তি উৎস (UPS)
"1.एकल संक्रिया, 2.एक-अंगी प्रणाली",ইউনাৰী অপাৰেচন
एकल संक्रिया,ইউনাৰী অপাৰেচন
"1.एकल संकारक, 2.एक अंगी संकारक",unary অপাৰেটৰ
अनिश्चितता,অনিশ্চয়তা
अप्रतिबंधी कथन,নিঃচৰ্ত বিবৃতি
अगणनीय,অগণিত
अनावरण,উন্মোচন কৰক
अनिर्णीय,অনিৰ্ণয়যোগ্য
ङ्केअपरिभाषित,অসংজ্ঞায়িত
अपरिभाषित अभिलेख,অসংজ্ঞায়িত ৰেকৰ্ড
अविलोप,আনডিলিট কৰক
"1.अधोडैश, 2.अधोरेक, 3,अधोयोजक",আণ্ডাৰস্কোৰ কৰক
अनिर्दिष्ट,অনিৰ্দেশিত
"1.अनिर्दिष्ट ग्राफ, 2.अनिर्दिष्ट आलेख",অনিৰ্দেশিত গ্ৰাফ
एकसमान दिशा सेवाकाल,অদিশীয় সেৱাৰ সময়
निरस्त करना,পূৰ্বৱৰ্তী অৱস্থালৈ ঘূৰাই আনিব
"1.असंरुपित चक्रिका, 2.असंरुपित डिस्क",অফৰ্মেট কৰা ডিষ্ক
समचित्रण,ইউনিকাস্টিং
"1.यूनीकोड, 2.एकल कूट",ইউনিকোড
अनिर्दिष्ट वृक्ष,একনিৰ্দেশিত গছ
समान संसाधन स्थान निर्धारक (य आर एल),একেধৰণৰ সম্পদ স্থানক (URL)
एक प्रक्रमण,ইউনিপ্ৰচেছিং
अद्वितीय,অনন্য
अपरिरक्षित व्यावर्तित युगल (यू टी पी),unishielded টুইষ্টেড পেয়াৰ (UTP)
"1.एकक,2. इकाई",একক
एकक पता,ইউনিটৰ ঠিকনা
एकक अंतराल,একক ব্যৱধান
एकक परीक्षण,ইউনিট পৰীক্ষণ
ऐकिक कूट,একক ক&#39;ড
एक पद,এককীয়তা
सार्वत्रिक अतुल्यकालिक अभिग्राही/प्रेषित्र (यू ए आर टी),ইউনিভাৰ্চেল এচিনক্ৰ&#39;নাছ ৰিচিভাৰ/ট্ৰেন্সমিটাৰ (UART)
सार्व फ्लिप-फ्लाप,ইউনিভাৰ্চেল ফ্লিপ ফ্লপ
सार्व समुच्चय,ইউনিভাৰ্চেল ছেট
सार्वत्रिक संप्रतीक समुच्चय,সাৰ্বজনীন চৰিত্ৰৰ গোট
यूनिक्स,ইউনিক্স
विपाश,আনলক কৰক
अनारक्षित क्षेत्र,অসুৰক্ষিত ক্ষেত্ৰ
अनारक्षित फाइल (संचिका),অসুৰক্ষিত ফাইল
अगम्य,অপ্ৰৱেশযোগ্য
अनाच्छ,আনশ্বেড কৰক
अनारक्षित,অনাবৃত
असफल आह्वान,অসফল কল
अनटार,উন্টাৰ
अदयतन असंगतियां,বিজুতিসমূহ আপডেট কৰক
अद्यतीकृत संचिका,আপডেট কৰা ফাইল
अद्यतीकरण,আপডেট কৰা হৈছে
उन्नयन,বিকশিত কৰা
उन्नयन,বিকশিত কৰা
अपलिंक,আপলিংক
उच्च भारण,আপলোড কৰা হৈছে
उपरि स्मृति क्षेत्र,ওপৰৰ মেমৰি এৰিয়া
"1.प्रति प्रवाह, 2.प्रतिकूल",আপষ্ট্ৰিম
उपरिकाल,আপটাইম
"1.ऊर्ध्व, 2.अपरि, 3.ऊर्ध्वगामी",ওপৰলৈ
"1.यूजनेट, 2.उपयोग",ইউজেনেট
"1.जाल उपयोगकर्ता, 2.प्रयोक्ता",ব্যৱহাৰকাৰী
प्रयोक्ता एजेंट,ব্যৱহাৰকাৰী এজেন্ট
प्रयोक्ता प्रमाणीकरण,ব্যৱহাৰকাৰী প্ৰমাণীকৰণ
प्रयोक्ता आंकड़आ-रेख प्रोटोकॉल (यू डी पी),ব্যৱহাৰকাৰী ডাটাগ্ৰাম প্ৰটোকল (UDP)
प्रयोक्ता मैत्रीपूर्ण,ব্যৱহাৰকাৰী অনুকূল
प्रयोक्ता पहचान,ব্যৱহাৰকাৰী চিনাক্তকৰণ
प्रयोक्ता पहचान (यू.आई.डी.),ব্যৱহাৰকাৰী পৰিচয় (UID)
प्रयोक्ता अंतरापृष्ठ,ব্যৱহাৰকাৰী আন্তঃপৃষ্ঠ
प्रयोक्ता नाम,ব্যৱহাৰকাৰীৰ নাম
"1.प्रयोक्ता पार्श्वक, 2.प्रयोक्ता रेखाचित्र",ব্যৱহাৰকাৰী প্ৰ&#39;ফাইল
उपयोगिता,কামৰ বস্তু
उपयोगिता साफ्टवेयर,ইউটিলিটি চফ্টৱেৰ
"1.वैध, 2.मान्य",মান্য
"1वैधीकरण, 2.मान्यीकरण",বৈধকৰণ
मान्यीकरण प्रोटोकॉल,বৈধকৰণ প্ৰটোকলসমূহ
मान्यीकरण परीक्षण,বৈধকৰণ পৰীক্ষণ
"1.वैधता जांच, 2.मान्यता जांच",বৈধতা পৰীক্ষা
मूल्ययुक्त जालक्रम (वैन),মূল্য সংযোজিত নেটৱাৰ্ক (VAN)
मूल्ययुक्त पुनविक्रेता (वी ए आर),মূল্য সংযোজিত পুনৰ বিক্ৰেতা (VAR)
लोपी बिंदु,ভেনিচিং পইণ্ট
"1.वेपरवेयर,2. वाष्प पात्र",ভেপাৰৱেৰ
प्रसरण,লৰৃ - চৰ হৈ থকা
परिवर्ती पता,ভেৰিয়েবল ঠিকনা
