Odiya,Telugu
ସିଙ୍କାପସ,సినాప్సిస్
ସିନେପ୍ଟିକ୍ ଖଣ୍ଡ |,సినాప్టిక్ చీలిక
ସିନେପ୍ଟିକ୍ ଗଣ୍ଠି (ଗଣ୍ଠି),నాన్ జానళ్ళు
ସିନେପ୍ଟିକ୍ ଭେସିକଲ୍ |,సినాప్టిక్ వెసికిల్
ସିନାପୋନମାଲ୍ କମ୍ପ୍ଲେକ୍ସ |,సినాప్టోనెమల్ కాంప్లెక్స్
Syninarpous,సింకర్పస్
ସିନ୍ସିଟିୟମ୍,సిన్సిటియం
ସିନ୍ସିଟିୟମ୍,సిన్సిటియం
ସିଣ୍ଡ୍ରୋମ |,సిండ్రోమ్
ସିନକୋଲୋଜି,సినెకాలజీ
ସିନ୍ମେନଡ୍,సినర్గిడ్
ସିନିମ୍ଟିକ୍ |,సినర్జిస్టిక్
ସିନ୍ମାମି |,సింగామి
ସେକୋଭିଆଲ୍ ଗୁହାଳ |,సైనోవియల్ కుహరం
ସେକୋଭିଆଲ୍ ଫ୍ଲୁଇଡ୍ |,సినోవియల్ ద్రవం
ସିନ୍ଥେସିସ୍,సంశ్లేషణ
ସିନ୍ଥେଟିକ୍ |,సింథటిక్
ସିନ୍ଥେଟିକ୍ ବର୍ଣ୍ଣ,సింథటిక్ పాత్ర
ସିଫିଲିସ୍,సిఫిలిస్
ବ୍ୟବସ୍ଥିତ,సిస్టమాటిక్స్
ବ୍ୟବସ୍ଥିତ ସଞ୍ଚାରଣ,దైహిక ప్రసరణ
ସିଷ୍ଟମ୍ ବ୍ୟାଙ୍କିକ୍ ବ୍ୟାଧି |,దైహిక రుగ్మత
Sysolole,సిస్టోల్
ଟି-ସାଇଟୋଟୋଟୋକ୍ସକ୍ସିକ୍ କକ୍ଷ |,టి-సైటోటాక్సిక్ సెల్
ଟି-ହେଲପର କକ୍ଷ |,టి-హెల్పర్ సెల్
କ act ଶଳ ଆନ୍ଦୋଳନ |,వ్యూహాత్మక ఉద్యమం
କାକ୍ଟିଲ ଉତ୍ସାହ |,స్పర్శ ఉద్దీపన
Tadpole,టాడ్‌పోల్
ତାନିଆ |,టైనియా
ଟାଗେଟସ୍ ପେଟୁଲା |,టాగెట్స్ పెటులా
ଲାଫୁଙ୍ଗ୍ ଦେଶୀ i,తైచుంగ్ నేటివ్ i
ତାମରିନ୍ଦ |,చింతపండు
ତାମାରିକ୍ସ |,తమరిక్స్
ଟାଣ୍ଡେମ୍ ପୁନରାବୃତ୍ତି |,టాండమ్ రిపీట్
ଟାଣ୍ଡୁ |,తాండు
ଟାନିନ୍ |,టానిన్
ମୂଳ ସିଷ୍ଟମ୍ ଟ୍ୟାପ୍ କରନ୍ତୁ |,రూట్ సిస్టమ్‌ను నొక్కండి
ଟେପ୍ କୀଟ,టేప్ పురుగు
ଟେଫୋନ୍ମ୍,టేపెటమ్
TAPICA,టాపియోకా
ତରଷ୍ଟଜେନ |,టరాటోజెన్
ତରାକ୍ସାକମ୍,తారాక్సాకం
ତାରାସାଲ୍ |,టార్సల్
ତାରୀ ସିମିଆନ୍ |,టార్సియర్ సిమియన్స్
ଟାସରସ୍ |,టార్సస్
ବୁଦା,రుచి మొగ్గ
ଭଜା pore,రుచి రంధ్రం
ସ୍ୱାଦ ରାପ୍ଟର |,రుచి గ్రాహకం
ତତ୍ତ୍ୱକାରୀ,టాటోమెరిజం
ଟ୍ୟାକ୍ସ,టాక్సోల్
ଟ୍ୟାକ୍ସନ୍,టాక్సన్
ଟ୍ୟାକୋନୋମିକ୍ ଗୋଷ୍ଠୀ |,వర్గీకరణ సమూహం
ଟ୍ୟାକୋନୋମିକ୍ ହାଇରାର୍କି |,వర్గీకరణ సోపానక్రమం
ଟ୍ୟାକୋନୋମିଷ୍ଟ,వర్గీకరణ శాస్త్రవేత్త
ଟ୍ୟାକୋନୋମି,వర్గీకరణ
ଟି-DNA,T-DNA
ଟେକ୍ନୋଲୋଜି,సాంకేతికం
ଟେକ୍ଟରିଆଲ୍ ମେମ୍ବ୍ରେନ୍ |,టెక్టోరియల్ పొర
ଟେଗମେନ |,టెగ్మెన్
ତ୍ୱରାଣ,Tegument
ଟେଚୋରିକ୍ ​​ଏସିଡ୍ |,టీచోయిక్ ఆమ్లం
ଟେଲିଗ୍ରାଫିକ୍ ସଙ୍କେତ ଟ୍ରାନ୍ସମିସନ୍ |,టెలిగ్రాఫిక్ సిగ్నల్ ట్రాన్స్మిషన్
ଟେଲିକେଷ୍ଟାଫାଲନ୍ |,టెలెన్సెఫలాన్
ସଲେଣ୍ଟ୍ରିକ୍,టెలోసెంట్రిక్
ଟୋଲମେରେ,టెలోమెర్
ଟୋଲଫେଜ୍,టెలోఫేస్
ଟୋଲଫେଜ୍,టెలోఫేస్
ସ୍ୱଭାବିକ,సమశీతోష్ణ
ତାପମାତର୍ଡ୍ ପତ୍ର ଜଙ୍ଗଲ ବାୟୋମ |,సమశీతోష్ణ బ్రాడ్ లీఫ్ ఫారెస్ట్ బయోమ్
ସ୍ୱଭାବିକ ତୀବ୍ର ଜଙ୍ଗଲ |,సమశీతోష్ణ శంఖాకార అడవి
ତାପମାତ୍ରା ତୃଣଭୂମି |,సమశీతోష్ణ గడ్డి భూములు
ତାପମାତ୍ରା ଛୁଞ୍ଚ ଜଙ୍ଗଲ ବାୟୋମ୍ |,సూదిమందు
ତାପମାତ୍ରା,ఉష్ణోగ్రత
ଟେମ୍ପଲେଟ୍,టెంప్లేట్
ଟେମ୍ପଲେଟ୍ DNA |,టెంప్లేట్ DNA
ସାମୟିକ,తాత్కాలిక
ସାମୟିକ,తాత్కాలిక
ସାମୟିକ,తాత్కాలిక
ସାମୟିକ ହାଡ |,తాత్కాలిక ఎముక
ସାମୟିକ ଲୋବ |,తాత్కాలిక లోబ్
ଟେଣ୍ଡନ୍ |,స్నాయువు
ଟେଣ୍ଡ୍ରିଲ୍,టెండ్రిల్
ଟେଣ୍ଟସାକ୍,టెన్టకిల్
ଟେରେବଲେଲା,టెరెబెల్లా
ଟେରେଡୋ |,టెరెడో
ଟର୍ମିନାଲ୍ ବଡି |,టెర్మినల్ బడ్
ସମାପ୍ତି,ముగింపు
ସମାପ୍ତ ଗନ୍ଧର କୋଡନ୍ |,ముగింపు కోడాన్
ଭାଲୁ,టెర్పెన్
ପୃଥିବୀ,భూసంబంధమైన
ପୃଥିବୀ ସମ୍ପ୍ରଦାୟ |,భూగోళ సంఘం
ପୃଥିବୀ ଉଦ୍ଭିଦ |,భూగోళ మొక్క
ପୃଥିବୀ ମେରୁଦଣ୍ଡ |,భూగోళ సకశేరుకాలు
ବଙ୍ଗଳର ଆତଙ୍କ |,బెంగాల్ భీభత్సం
ସାରା,తృతీయ
ତୃତୀୟ ସେଲ୍ କାନ୍ଥ |,తృతీయ సెల్ గోడ
ସାର୍ଟିଆରି ଅବଧି,తృతీయ కాలం
ପରୀକ୍ଷା କ୍ରସ୍,టెస్ట్ క్రాస్
ଟେସାଟା |,టెస్టా
ଟେଷ୍ଟୋଷ୍ଟେରୋନ୍ |,టెస్టోస్టెరాన్
ଟେଷ୍ଟିକୁଲାର୍ ଲବୁଲ |,వృషణ లోబుల్
ଟେଷ୍ଟିସ୍,వృషణాలు
Testudo,టెస్టూడో
Tetanus ବିଷାକ୍ତ |,టెటానస్ టాక్సిన్
ତେଟାନି,టెటనీ
ଟେଟ୍ରାସାଇକ୍ଲିନ୍ |,టెట్రాసైక్లిన్
ଟେଟ୍ରାଡ୍ |,టెట్రాడ్
ଟେଟ୍ରାମେରର୍,టెట్రామర్
ଟେଟ୍ରମେସ୍ରସର,Tetramerous
ଥାଲାମିଫ୍ଟାଲୋରେ |,థాలమిఫ్లోరా
ଥାମସ୍ସସ୍ |,థాలమస్
ଥାଲୋଏଡ୍ ଶରୀର |,థల్లోయిడ్ బాడీ
ଥାଲୋଫାଇଟା |,థల్లోఫైటా
ଥାଲୁସ୍ |,థాలస్
ସେହି ବାସ୍ତୁଶାସ୍ତ୍ର,Theching materition
କକ୍ଷଗୁଡ଼ିକ,థెకల్ సెల్
ଥୋଡୋଡନ୍ |,థికోడాంట్
ଜିରେମାଲମ୍ ର ସିଦ୍ଧାନ୍ତ |,జెర్మ్ప్లాజమ్ సిద్ధాంతం
ଉତ୍ତରାଧିକାର,వారసత్వ సిద్ధాంతం
ପ୍ରାକୃତିକ ଚୟନର ତତ୍ତ୍। |,సహజ ఎంపిక
ପଞ୍ଜେନେସୀଙ୍କ ତତ୍ତ୍। |,పాంగెనెసిస్ సిద్ధాంతం
ଅଙ୍ଗର ବ୍ୟବହାର ଏବଂ ଅସନ୍ତୋଷର ତତ୍ତ୍। |,అవయవపు వినియోగ మరియు వాడుక
ଚିକିତ୍ସା ଜିନ୍,చికిత్సా జన్యువు
ଚିକିତ୍ସା ପାଇଁ,చికిత్సాత్మకంగా
ଥର୍ମାଲ୍ ପ୍ରଦୂଷଣ |,ఉష్ణ కాలుష్యం
ଥର୍ମାଲ୍ ନିୟମାବଳୀ |,ఉష్ణ నియంత్రణ
ଥର୍ମାଲ୍ ଷ୍ଟ୍ରାଇଟ୍ଫିକେସନ୍ |,థర్మల్ స్ట్రాటిఫికేషన్
ଥର୍ମାକାଇଡୋଫାଇଲ୍ |,థర్మోయాసిడోఫైల్
ଥର୍ମୋକଲାଇନ୍ |,థర్మోక్లైన్
ଥର୍ମୋକଲାଇନ୍ |,థర్మోక్లైన్
ଥର୍ମୋଡାଇନାମିକ୍ |,థర్మోడైనమిక్
ଅଧ୍ୟାପକୀଗଣ,థర్మోనాస్టీ
ଥର୍ମୋନୁକ୍ଲିୟର ବିସ୍ଫୋରଣ |,థర్మోన్యూక్లియర్ పేలుడు
ଥର୍ମୋପେଡିଆଇ ଏବଂ,థర్మోపెరియోడిజం
ଥର୍ମୋରସିସେପ୍ଟର୍ |,థర్మోరెసెప్టర్
ଥର୍ମୁଲେଜ୍,థర్మోర్గ్యులేషన్
ଥର୍ମୋଷ୍ଟାବେଳେସେବା |,థర్మోస్టాబ్
ଥର୍ମୋସେଟ୍,థర్మోస్టేట్
ଥର୍ମୋଟାକ୍ାଇସ୍,థర్మోటాక్సిస్
ଥର୍ମସ୍ ଆକ୍ୱାଟିକସ୍ |,థర్మస్ ఆక్వాటికస్
ପତଳା ବିଭାଗ |,సన్నని విభాగం
ଥିଓପାକାିଲ୍ସ୍ |,థియోబాసిల్లస్
ଥୋରାସିକ୍ ଆର୍ଟା |,థొరాసిక్ బృహద్ధమని
ଥୋରାସିକ୍ ଗୁହାଳ |,థొరాసిక్ కుహరం
ଥୋରାସିକ୍ ଗ୍ୟାଙ୍ଗଲିଆ |,థొరాసిక్ గాంగ్లియా
ଥୋରାସିକ୍ ସେଗମେଣ୍ଟ |,థొరాసిక్ విభాగం
ଥୋରାସିକ୍ ମେରୁବ୍ରା |,థొరాసిక్ వెన్నుపూస
ଥୋରୋକେଲମ୍ବର୍ ଆଉଟଫ୍ଲୋ |,థొరాకొలంబర్ low ట్‌ఫ్లో
ଥୋରେକେଲମ୍ବର ଅଞ୍ଚଳ |,థొరాకొలంబర్ ప్రాంతం
ଥୋରେକ୍ସ,థొరాక్స్
କଣ୍ଟା,ముల్లు
ତିନୋଟି ଡାଇମେନ୍ସନାଲ୍ ଗଠନ |,త్రిమితీయ నిర్మాణం
ଥ୍ରେସହୋଲ୍ଡ ଉତ୍ସାହ |,ప్రవేశ ఉద్దీపన
ଥ୍ରୋମ୍ବୋସେଟ୍ |,థ్రోంబోసైట్
ଥ୍ରୋମ୍ବ୍ ପ୍ଲାପ୍ଲାଷ୍ଟିନ୍ |,త్రోంబోప్లాస్టిన్
ଥ୍ରୋମ୍ବୋସିସ୍ |,థ్రోంబోసిస్
ଥାଇଲାକିନସ୍ |,థైలాసినస్
ଥିଲାକଏଡ୍ |,థైలాకోయిడ్
ତୁମର ମେଲାକଏଡ୍ ମେମ୍ବ୍ରେନ୍ |,థైలాకోయిడ్ పొర
ଥିମାଇନ୍,థైమిన్
ତୁମୋସିନ୍,థైమోసిన్
ଥୋମସ୍,థైమస్
ତୁମର କ୍ଷୟ,థైరోకాల్సిటోనిన్
ଥାଇରଏଡ୍ ଫୋଲିକଲ୍ |,థైరాయిడ్ ఫోలికల్
ଥାଇରଏଡ୍ ଗ୍ରନ୍ଥି |,థైరాయిడ్ గ్రంథి
ଥାଇରଏଡ୍ ଗ୍ରନ୍ଥି ହରମୋନ |,థైరాయిడ్ గ్రంథి హార్మోన్
ତୁମର ଖୋଲା ହରମୋନ୍ |,థైరాయిడ్ హార్మోన్
ଥାଇରଏଡ୍ ହର୍ମୋନ୍ (ths),థైరాయిడ్ స్టిమ్యులేటింగ్ హార్మోన్ (TSH)
ଥୋରୋଟ୍ରୋଫ୍ |,థైరోట్రోఫ్
ହର୍ମୋପିନ୍ ହରମୋନ୍ ରିଲିଜ୍ (trh),థైరోట్రోపిన్ విడుదల హార్మోన్ (టిఆర్హెచ్)
Ti (ଟ୍ୟୁମର ପ୍ରବାହ) ପ୍ଲସ୍ମେଡ୍) |,ఇది (కణితి ప్రేరేపించే)
ଟିବିଆ |,టిబియా
ଟିକ୍,టిక్
ଜ୍ୱର ଟିକ୍ କରନ୍ତୁ |,టిక్ జ్వరం
ଜୁଆର ମାର୍ଶ |,టైడల్ మార్ష్
ଜୁଆର ଭଲ୍ୟୁମ୍ |,టైడల్ వాల్యూమ్
ଟିଗେଲମ୍,టిగెల్లమ్
ଟାଇଗର ବିଲେଇ |,పులి పిల్లి
ଟିନୋସ୍ପୋରା |,టినోస్పోరా
ଟେନସେଲ ପ୍ରକାର ଫ୍ଲେଗେଲମ୍ ​​|,టిన్సెల్ రకం ఫ్లాగెల్లమ్
କ୍ଷୁଦ୍ର ପୋଲର ଅଣୁ |,చిన్న ధ్రువ అణువు
ଟିସୁ ସ୍ତର |,కణజాల స్థాయి
ଟିସୁ ପ୍ଲାଜ୍ମିନୋଜେନ୍ ଆକ୍ଟିଭେଟର |,టిష్యూ ప్లాస్మినోజెన్ యాక్టివేటర్
ଟିସୁ ଟାଇପିଂ |,కణజాల టైపింగ్
ଟି-କିଲର କକ୍ଷ |,టి-కిల్లర్ సెల్
ଟୋଡ୍,టోడ్
TODSTOLOL |,టోడ్‌స్టూల్
ତମାଖୁ ବ୍ରୁର୍ମ୍ |,పొగాకు బుడ్వార్మ్
ତମାଖୁ ମୋଜିକ୍ |,పొగాకు మొజాయిక్
ତମାଖୁ ମୋଜା ଭାଇରସ୍ (tmv),పొగాకు మొజాయిక్ వైరస్ (టిఎంవి)
ଚତୁର,పసిపిల్లలు
ଆଙ୍ଗୁଠି,బొటనవేలు
ସହନଶୀଳ ପ୍ରଜାତିଗୁଡିକ |,సహన జాతులు
ଟମାଟୋ ମୋଜିକ୍ ଜୀବାଣୁ |,టొమాటో మొజాయిక్ వైరస్
ଜିଭ,నాలుక
ଜିଭ ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,నాలుక అంటుకట్టుట
ଟନୋଲୋପଷ୍ଟ |,టోనోప్లాస్ట్
ଟନସିଲ୍ସ |,టాన్సిల్స్
ଦାନ୍ତ,పంటి
ଦାନ୍ତ ଜିପ୍ ଫୋର୍ସପ |,పంటి బయాప్సీ ఫోర్సెప్
ଶୀର୍ଷ କାର୍ନିଭୋର |,టాప్ కార్నివోర్
ଟପ୍ ମାଟି |,పై నేల
ଟପୋଗ୍ରାଫି |,స్థలాకృతి
ଟପୋରୋମୋସେରାଜ୍ |,టోపోసోమెరేస్
ଟର୍ପେଡୋ (ଇଲେକ୍ଟ୍ରିକ୍ ରୟ),విద్యుత్ రే)
ସମୁଦାୟ ଉର୍ବରତା ହାର |,మొత్తం సంతానోత్పత్తి రేటు
ଟଟାଇପାଇଟ୍ |,టోటిపోటెన్సీ
ବିଷାକ୍ତ,విషపూరితం
ବିଷାକ୍ତ ଜ ological ବିକ ଉତ୍ପାଦ |,టాక్సిక్ బయోలాజికల్ ప్రొడక్ట్
ବିଷାକ୍ତ ମେଟାବୋଲିକ୍ ବର୍ଜ୍ୟବସ୍ତୁ |,విష జీవక్రియ వ్యర్థాలు
ବିଷାକ୍ତତା,విషపూరితం
ବିଷାକ୍ତ,టాక్సిన్
ToxoPlasma,టాక్సోప్లాస్మా
ଟ୍ରାକ୍ ଉପାଦାନ,అతితక్కువ మోతాదు
ଟ୍ରାକିଆ,శ్వాసనాళం
ଟ୍ରାକିଆଲ୍ ସିଷ୍ଟମ୍ |,ట్రాచల్ సిస్టమ్
ଟ୍ରାକିଆଲ୍ ଟ୍ୟୁବ୍ |,ట్రాచల్ ట్యూబ్
ଟ୍ରାକିଡ୍,ట్రాచీయిడ్
ଟ୍ରାକେଫାଇଟ୍ଟ୍ |,ట్రాచీఫైట్
ଟ୍ରାକୋଫାଇଟ୍ ପିତୃପୁରୁଷ |,ట్రాచీఫైట్ పూర్వీకులు
ପାରମ୍ପାରିକ ଏଗ୍ରୋ ଜଙ୍ଗଲ ବ୍ୟବସ୍ଥା |,సాంప్రదాయ అగ్రోఫారెస్ట్రీ వ్యవస్థ
ଟ୍ରାଜେକ୍ଟୋରୀ ବିଚ୍ଛିନ୍ନକର୍ତ୍ତା |,పథం సెపరేటర్
ଶାନ୍ତିଶୃଙ୍ଖଳା,ప్రశాంతత
ଟ୍ରେକାମିଜ୍,ట్రాన్సామినేస్
ଟ୍ରାନ୍ସ ମେମ୍ବ୍ରେନ୍ ପମ୍ପ୍ |,ట్రాన్స్ మెమ్బ్రేన్ పంప్
କାରବାର,ట్రాన్సామినేషన్
ଟ୍ରାନ୍ସକ୍ରିପସନ୍,ట్రాన్స్క్రిప్షన్
ର୍ନାକୁ ସ୍ଥାନାନ୍ତର କର |,బదిలీ RNA
ସ୍ଥାନାନ୍ତର,ట్రాన్స్‌ఫ్రిన్
ପରିବର୍ତ୍ତନ,రూపాంతరం
ସ୍ଥାୟୀ ରୂପାନ୍ତର କରିବା,రూపాంతరం చెందుతున్న సూత్రం
ଟ୍ରାନ୍ସଜେନିକ୍,ట్రాన్స్‌జెనిక్
ଟ୍ରାନ୍ସଜେନିକ୍ ଫସଲ,ట్రాన్స్జెనిక్ పంట
ଟ୍ରାନ୍ସଜେନିକ୍ ଜୀବ,ట్రాన్స్జెనిక్ జీవి
ଟ୍ରାନ୍ସଜେନିକ୍ ଉଦ୍ଭିଦ |,ట్రాన్స్జెనిక్ మొక్క
ପରିବର୍ତ୍ତନ କ୍ଷେତ୍ର,పరివర్తన జోన్
କ୍ରାସନିକର ଏପିଟେଲିୟମ୍ |,పరివర్తన ఎపిథీలియం
ଅନୁବାଦ,అనువాదం
ସମାଧାନର ଅନୁବାଦ,ద్రావకం యొక్క ట్రాన్స్‌లోకేషన్
Transenmbrane ରାସ୍ତା,ట్రాన్స్మెంబ్రేన్ మార్గం
Transembrane ପ୍ରୋଟିନ୍ |,ట్రాన్స్మెంబ్రేన్ ప్రోటీన్
ସଂକ୍ରମଣ,ప్రసార
ସଂକ୍ରମଣ,ప్రసార
ଇଲେକ୍ଟ୍ରୋନ୍ ମାଇକ୍ରୋସ୍କୋପ୍ ଟ୍ରାନ୍ସମିସନ୍ |,ట్రాన్స్మిషన్ ఎలక్ట్రాన్ మైక్రోస్కోప్
ସ୍ନାୟୁ ଇମ୍ପ୍ଲୁଜ୍ ବିଷୟରେ ସଂକ୍ରମଣ |,నాడిలో అమరిక
ବିଶାଳିକ |,ట్రాన్స్పిరేషన్
ଟ୍ରାନ୍ସପିଟାଲ୍ ଟାଣ |,ట్రాన్స్పిరేషన్ పుల్
ପରିବହନ,రవాణా
ପ୍ରତିରୋପଣ,మార్పిడి
ସ୍ଥାନାନ୍ତର,ట్రాన్స్‌పోసన్
ଟ୍ରାନ୍ସଭର୍ସ ବାଇନାରୀ ଫିସିଅନ୍ |,విలోమ బైనరీ విచ్ఛిత్తి
ଟ୍ରାନ୍ସଭର୍ସ କଲୋନ |,విలోమ పెద్దప్రేగు
କୀଟ,చిక్కుకున్న పురుగు
ଟ୍ରାପିଙ୍ଗ୍ |,ట్రాపింగ్
ଆଘାତ,గాయం
ଗଛ ଫର୍ନ,ట్రీ ఫెర్న్
ଗଛ କୁମ୍ଭୀର |,ట్రీ బల్లి
ଥରି ଥରି କମ୍ପୁଛି |,వణుకు
ଟ୍ରେପୋନେମା ପଲିଡିୟମ୍ |,ట్రెపోనెమా పాలిడియం
ତ୍ରିକୋଣିଆ,త్రిభుజం
ତ୍ରିକୋଣୀୟ ଅବଧି,ట్రయాసిక్ కాలం
ଟ୍ରାନମସ୍ |,ట్రిబ్యులస్
ଟ୍ରିକାର୍ ବକ୍ସଲିକ୍ ଏସିଡ୍ ଚକ୍ର |,ట్రైకార్బాక్సిలిక్ యాసిడ్ చక్రం
ଟ୍ରିକାର୍ ବକ୍ସଲିକ୍ ଏସିଡ୍ |,ట్రైకార్బాక్సిలిక్ ఆమ్లం
ଟ୍ରିକାର୍ପ୍ଲାରୀ |,ట్రైకార్పెల్లరీ
ଟ୍ରାଇସେଲୁଲାର୍ |,ట్రైసెల్యులర్
ଟ୍ରରନିକମନ୍ସ୍ ଯଗିନାଲିସ୍ |,ట్రైకోమోనాస్ యోనిలిస్
ଟେରିକ୍ଡିଆ,ట్రైకోడెర్మా
ଟ୍ରାଇକୋମ,ట్రైకోమ్
ଟ୍ରିକୋମାନିଆସିସ୍ |,ట్రైకోమోనియాసిస్
ଟ୍ରିକୋଫିଲେଟନ୍ |,ట్రైకోఫైటన్
ଟ୍ରିକୋଡର୍ମା ପଲିସପୋରମ୍ |,ట్రైకోడెర్మా పాలిస్పోరం
ଟ୍ରିକସପାଇଡ୍ ଭଲଭ୍ |,ట్రైకస్పిడ్ వాల్వ్
Tridax,ట్రిడాక్స్
ତ୍ର ify ର୍ଘ୍ୟ,ట్రిఫోలియేట్
ତ୍ର ify ନିକିଅମ୍,ట్రిఫోలియం
କଳିର କାର୍ଯ୍ୟ,ట్రిఫర్కాట్
ଟ୍ରାଇଗେମିନାଲ୍ ସ୍ନାୟୁ |,ట్రిజెమినల్ నరాల
ଟ୍ରିଗର ଜୋନ୍ |,ట్రిగ్గర్ జోన్
ଟ୍ରାଇଗ୍ଲାଇସରାଇଡ୍ |,ట్రైగ్లిజరైడ్
ମେଟାବ୍ଲାଇଜ୍ ମେଟାବୋଲିଜିମ୍ |,ట్రైగ్లిజరైడ్ జీవక్రియ
ଟ୍ରାଇଗନୋମଟ୍ରିକ୍ ଅନୁପାତ,ట్రిగ్నోమెట్రిక్ నిష్పత్తి
ପ୍ରତ୍ୟକ୍ଷ,ట్రైహైబ్రిడ్
ପ୍ରତ୍ୟକ୍ଷ କ୍ରୁଶ,ట్రైహైబ్రిడ్ క్రాస్
ସିୟିଆଓଡୋଥ୍ରୋନାଇନ୍ |,Triiodothyronine
ତ୍ରିପାଠୀ,ట్రైలోటోట్రిటన్
ତୀକ୍ଷ୍ଣ,ట్రిమర్
ତୂରୀଶ୍ରମ,త్రిమూర్తులు
ଟ୍ରିମେଥରଲାମାଇନ୍ ଅକ୍ସାଇଡ୍ |,ట్రిమెథైలామైన్ ఆక్సైడ్
ତ୍ରିନୋମିଆଲ୍ ନିନ୍ଦା |,ట్రినోమియల్ నామకరణం
Trionyx,ట్రియోనిక్స్
ଟ୍ରାଇ ଦ୍ୱୀପପୁଞ୍ଜଫେଟ୍ |,ట్రియోస్ఫాస్ఫేట్
ତ୍ରିପାଠୀ,త్రిపాల్మిటిన్
ତୀକ୍ଷ୍ଣ,ట్రిప్
ଟ୍ରିପିନ୍ନେଟ୍ ପତ୍ର |,ట్రిపిన్నేట్ లీఫ్
ଟ୍ରିପଲେଟ୍ |,ట్రిపుల్
ତ୍ରିପାଠୀ,ట్రిప్లోబ్లాస్టిక్
ଟ୍ରାଇସୋମିକ୍ |,ట్రిసోమిక్
ଟ୍ରାଇଟିଭାଲ୍,ట్రిటికేల్
Tractyum Aestivum (ଗହମ),త్రిథమ్‌తో కూడినది
ଟ୍ରାଇଟିମ୍ ସଜିନମ୍ |,ట్రిటికం సాటివమ్
Tractytum Turgidum |,ట్రిటికం తుర్గిడమ్
ଚୋବାଇବା,ట్రోచాన్టర్
ଟ୍ରୋକୋଫୋର ଲାର୍ଭା |,ట్రోచోఫోర్ లార్వా
ଟ୍ରଫିକ୍ ଫ୍ୟାକ୍ଟର୍ |,ట్రోఫిక్ కారకం
ଟ୍ରଫିକ୍ ସ୍ତର |,ట్రోఫిక్ స్థాయి
ଟ୍ରଫିକ୍ ସ୍ତର ଦକ୍ଷତା |,ట్రోఫిక్ స్థాయి సామర్థ్యం
ଟ୍ରଫୋବ୍ଲାଷ୍ଟ |,ట్రోఫోబ్లాస్ట్
ଟ୍ରପିକାଲ୍ ଜଳବାୟୁ |,ఉష్ణమండలీయ వాతావరణం
ଟ୍ରପିକାଲ୍ ସମ୍ପ୍ରଦାୟଗୁଡିକ |,ఉష్ణమండల సంఘాలు
ଟ୍ରପିକାଲ୍ ଡିପିସିଭିସିଂ ଜଙ୍ଗଲ ବାୟୋମ୍ |,ఉష్ణమండల ఆకురాల్చే అటవీ బయోమ్
ଟ୍ରପିକାଲ୍ ଇକୋସିଷ୍ଟମ୍,ఉష్ణమండల పర్యావరణ వ్యవస్థ
ଟ୍ରପିକାଲ୍ ଜଙ୍ଗଲ,ఉష్ణ మండల అరణ్యం
ଟ୍ରପିକାଲ୍ ବର୍ଷା ଜଙ୍ଗଲ ବାୟୋମ୍ |,ఉష్ణమండల రెయిన్ ఫారెస్ట్ బయోమ్
ଟ୍ରପିକାଲ୍ ବର୍ଷା ଜଙ୍ଗଲ |,ఉష్ణమండల వర్షారణ్యం
ଟ୍ରିପୋମିଓସିନ୍,ట్రోపోమియోసిన్
ଟ୍ରପୋନିନ୍,ట్రోపోనిన్
ଟ୍ରପୋପୋଜ୍ (ଟ୍ରପୋସେର୍ସର ଶୀର୍ଷ),ట్రోపోపాజ్ (ట్రోపోస్పియర్ పైభాగం)
ପ୍ରକୃତ ପ୍ରଜନନ ବିବିଧତା |,నిజమైన సంతానోత్పత్తి రకం
ପ୍ରକୃତ କର୍କଟ,నిజమైన క్యాన్సర్
ପ୍ରକୃତ ଫଳ,నిజమైన పండు
ପ୍ରକୃତ ନ୍ୟୁକ୍ଲିୟସ୍ |,నిజమైన కేంద్రకం
ଟ୍ରଙ୍କ ଅଞ୍ଚଳ,ట్రంక్ ప్రాంతం
ଟ୍ରଙ୍କ ଅଞ୍ଚଳ,ట్రంక్ ప్రాంతం
ଟ୍ରଙ୍କ,ట్రంక్
ଟ୍ରଙ୍କ,ట్రంక్
ଟ୍ରଙ୍କ,ట్రంక్
ଟ୍ରାଗନ୍ |,ట్రిగాన్
ଟ୍ରାଇପାନୋସୋମା |,ట్రిపనోసోమా
ଟ୍ରିପ୍ଟସିନ୍,ట్రిప్సిన్
ଟ୍ରିପ୍ଟୋଫାନ୍ ଓପନ୍ |,ట్రిప్టోఫాన్ ఒపెరాన్
ଟ୍ରାଇପଟୋଫାନ୍ |,ట్రిప్టోఫాన్
ଟ୍ୟୁବ୍ ସଂସ୍କୃତି |,ట్యూబ్ కల్చర్
ଟ୍ୟୁବ୍ ସଂସ୍କୃତି |,ట్యూబ్ కల్చర్
ଟ୍ୟୁବର ଗଠନ,గడ్డ దినుసు ఏర్పడటం
ଯକ୍ଷ୍ମା ମୂଳ |,ట్యూబర్‌క్యులర్ రూట్
ଯକ୍ଷ୍ମା ବୃଦ୍ଧିକୁ,క్షయ
ଟ୍ୟୁବ୍ରୋ-ଇନଫଣ୍ଡିବୁଲାର୍ ନ୍ୟୁରନ୍ |,ట్యూబెరో-ఇన్ఫండిబ్యులర్ న్యూరాన్
