English,Marathi
Quiescent radio emission,शांत रेडिओ उत्सर्जन
Quiescent stage,मूक मोड
Quiescent value,शांत व्हा
Quiet day,शांत दिवस
Quiet noise,अनसेटल्ड सन रब (सौर)
Quieting systems,गुप्त प्रणाली
Quintal,क्विंटल
Quintet,पंचक
R display (=R scope),"आर-डिस्प्ले, आर-व्यूअर"
R meson,आर-मेसन
R-branch,"आर-शाखा, सकारात्मक शाखा"
R-dislocation,आर-प्रोलॅप्स
R-scope (=Rdisplay),आर-डिस्प्ले
R-unit,आर-युनिट
R-value,आर-मूल्य
R.C. oscillator,आरसी-ऑसिलेटर
R.F. amplifier,आरएफ अॅम्प्लीफायर
R.m.s. noise,msrao
Ra-Shalom,रा-शालोम
Rabbit (=shuttle),"ससा, शटल"
Race track,धावपट्टी
Rack and pinion,"डेंटर रॉड, रॅक पिनियन"
Racon (radar beacon),रेकॉन (रडार बीकन)
Rad,लाल
Radar,रडार
Radar altimetry,रडार altimetry
Radar astronomy,रडार खगोलशास्त्र
Radar balloon,रडार बलून
Radar beacon (=racon),"रेकॉन, रडार बीकन"
Radar blip,रडार ब्लिप
Radar camera,रडार कॅमेरा
Radar camouflage,रडार अंतर्गत
Radar charts,रडार चार्ट
Radar dish,रडार डिश
Radar display room,रडार डिस्प्ले रूम
Radar echo,रडार इको
Radar equation,रडार समीकरण
Radar fix,रडार स्थान
Radar frequency band,रडार वारंवारता बँड
Radar gun laying,छापा तोफ नियंत्रण
Radar heating,रडार हीटिंग
Radar homing,रडार वैशिष्ट्यीकरण
Radar information centre,रडार डिस्प्ले रूम
Radar magnetron,रडार मॅग्नेट्रॉन
Radar meteorology,रडार हवामानशास्त्र
Radar mosaics,"रडार मोज़ेक, रडार प्रतिमा"
Radar navigation,रडार ऑपरेशन
Radar navigation aid,रडार ऑपरेटिंग सहाय्यक
Radar operator,रडार ऑपरेटर
Radar performance figure,रडार कामगिरी गुणांक
Radar prism,रडार प्रिझम
Radar problem,रडार समस्या
Radar pulse,रडार नाडी
Radar reflection,रडार प्रतिबिंब
Radar scanning,रडार स्कॅनिंग
Radar scope,रडार दर्शक
Radar screen picture,रडार स्क्रीन
Radar surveillance,रडार पाळत ठेवणे
Radar wind (radwin) (=radar balloon),रडार बलून
Radiac,रेडिओएक्टिव्हिटी मापन
Radiac (instrument),रेडिएक रेडिओएक्टिव्हिटी मीटर
Radial,aria
Radial acceleration,रेडियल प्रवेग
Radial astigmatism,अस्पष्टता
Radial distance,त्रिज्या अंतर
Radial doppler effect,त्रिज्या डॉपलर प्रभाव
Radial faults,त्रिज्या दोष
Radial focusing,त्रिज्या फोकस
Radial force,रेडियल बल
Radial pressure gradient,रेडियल प्रेशर ग्रेडियंट
Radial time base,त्रिज्या वेळ आधार
Radial wave equation,रेडियल वेव्ह समीकरण
Radian frequency (=angular frequency),रेडियन वारंवारता (कोनीय वारंवारता)
Radiance,विकिरण
Radiant,"रेडिएशन, रेडिएशन"
Radiant density (=radiation density),रेडिएशन घनता
Radiant eneergy,रेडिएशन एनर्जी
Radiant flux,रेडिएशन फ्लक्स
Radiant flux density,"रेडिएशन फ्लक्स घनता, रेडिएशन फ्लक्स घनता"
Radiant heat,विकिरण उष्णता
Radiant heating,रेडिएशन हीटिंग
Radiant intensity,किरणोत्सर्गाची तीव्रता
Radiant matter,रेडिएशन सामग्री
Radiant power,रेडिएशन पॉवर
Radiate,"विकिरण करणे, विकिरण करणे"
Radiated,"रेडिएट, रेडिएट"
Radiated field,विकिरणित क्षेत्र
Radiated power,रेडिएशन पॉवर
Radiating,रेडिएटिव्ह
Radiating atom,विकिरण करणारा अणू
Radiating dipole,रेडिएटिंग द्विध्रुव
Radiating element,रेडिएशन घटक
Radiating line,रेडियल लाइन
Radiating power,विकिरण क्षमता
Radiation,रेडिएशन
Radiation accidnet,रेडिएशन अपघात
Radiation annealing,"रेडिएशन अॅनिलिंग, रेडिएशन अॅनिलिंग"
Radiation balance,रेडिएशन शिल्लक
Radiation constant,रेडिएशन स्थिर
Radiation counter,रेडिएशन कॅल्क्युलेटर
Radiation damage,विकिरण नुकसान
Radiation damping,रेडिएटिव्ह ओलसर
Radiation detection,रेडिएशन शोधणे
Radiation detector,रेडिएशन डिटेक्टर
Radiation effect,रेडिएशन प्रभाव
Radiation equipment,रेडिएशन उपकरणे
Radiation field,रेडिएशन फील्ड
Radiation free space,मुक्त आकाश
Radiation impedance,रेडिएशन प्रतिबाधा
Radiation intenstiy,किरणोत्सर्गाची तीव्रता
Radiation ionization,आयनीकरण विकिरण
Radiation law,रेडिएशन कायदा
Radiation length,रेडिएशन लांबी
Radiation minimum temperature,किमान रेडिएशन तापमान
Radiation monitor,रेडिएशन मॉनिटर
Radiation pressure,विकिरण दाब
Radiation process,रेडिएशन प्रक्रिया
Radiation protection,रेडिएशन संरक्षण
Radiation pyrometer,रेडिएशन थर्मामीटर
Radiation pyrometry,रेडिएशन थर्मोमेट्री
Radiation reaction,रेडिएशन प्रतिसाद
Radiation resistance,किरणोत्सर्ग प्रतिकार
Radiation sensitivity,रेडिएशन संवेदनशीलता
Radiation sickness,रेडिएशन आजार
Radiation softening,"रेडिएशन सॉफ्टनिंग, रेडिएशन सॉफ्टनिंग"
Radiation survey,रेडिएशन सर्वेक्षण
Radiation temperature,विकिरण उष्णता
Radiation therapy,रेडिएशन थेरपी
Radiation thermocouple,रेडिएशन थर्मोइलेक्ट्रिक जोडपे
Radiation thermometer,रेडिएशन थर्मामीटर
Radiation trap,"रेडिएशन ट्रॅप, रेडिएशन लूप"
Radiation width (=particle width),"कण विस्तार, रेडिएटिव्ह विस्तार"
Radiationless transition,किरणोत्सर्गी संसर्ग
Radiationless transition probability,विकिरण नसलेल्या संसर्गाची शक्यता
Radiative,रेडिएटिव्ह
Radiative capture,रेडिएशन कॅप्चर
Radiative collision,रेडिएशन प्रभाव
Radiative correction,रेडिएशन बदल
Radiative decay,किरणोत्सर्गी क्षय
Radiative energy loss,रेडिएटिव्ह उर्जेचे नुकसान
Radiative equilibrium,रेडिएटिव्ह शिल्लक
Radiative gradient,रेडिएशन ग्रेडियंट
Radiative recombination,रेडिएटिव्ह पुनर्संयोजन
Radiative transfer,विकिरण हस्तांतरण
Radiative transition,विकिरण संसर्ग
Radiaton potential,विकिरण क्षमता
Radiator,"रेडिएटर, रेडिएटर"
Radiator foil,रेडिएटर फॉइल
Radical equation,तर्कहीन समीकरण
Radical polymerization,मूलगामी पॉलिमरायझेशन
Radint shield,रेडिएशन संरक्षक
Radio,"रेडिओ (नाही, ), रेडिओ (व्ही, ), किरणोत्सर्गी, विखंडन, रेडिएटिव्ह"
Radio acoustic sound ranging,रेडिओ ध्वनिक श्रेणी
Radio acoustics,रेडिओ ध्वनीशास्त्र
Radio altimeter,रेडिओ अल्टिमीटर
Radio amateur,रेडिओ हौशी
Radio astronomy,रेडिओ खगोलशास्त्र
Radio autograph,किरणोत्सर्गी प्रतिमा
Radio autopilot coupler,रेडिओ ऑटोपायलट युग्मक
Radio balloon,रेडिओ बलून
Radio beam,रेडिओ बीम
Radio bearing,रेडिओ डेकमन
Radio bearing installation,रेडिओ डेकमॅन फाउंडेशन
Radio broadcasting,रेडिओ प्रसारण
Radio buoy,रेडिओ नांगर
Radio chronology,रेडिओ कालगणना
Radio deception,रेडिओ वंचितता
Radio doppler,रेडिओ डॉपलर
Radio echo observation,रेडिओ-इको-निरीक्षण
Radio element,किरणोत्सर्गी घटक
Radio facility chart,रेडिओ वैशिष्ट्य चार्ट
Radio fadeout,रेडिओ वारंवारता
Radio field intensity,रेडिओ फील्ड तीव्रता
Radio fix,रेडिओ स्थान
Radio frequency,रेडिओ वारंवारता
Radio frequency band width,रेडिओ वारंवारता बँड-रुंदी
Radio frequency bridge,रेडिओ वारंवारता पूल
Radio frequency current,रेडिओ वारंवारता प्रवाह
Radio frequency power,रेडिओ वारंवारता शक्ती
Radio frequency ripple,रेडिओ वारंवारता उष्णता
Radio frequency spectrometer,"रेडिओ-फ्रिक्वेंसी स्पेक्ट्रोमीटर, रेडिओ-फ्रिक्वेंसी स्पेक्ट्रोमीटर"
Radio frequency spectroscopy (=nuclear magnetic resonance spectroscopy),रेडिओ-फ्रिक्वेंसी स्पेक्ट्रोस्कोपी (न्यूक्लियर मॅग्नेटिक रेझोनान्स स्पेक्ट्रोस्कोपी)
Radio frequency spectrum,रेडिओ वारंवारता स्पेक्ट्रम
Radio frequency squid,रेडिओ फ्रिक्वेन्सी स्क्विड
Radio frequency transparent,रेडिओ वारंवारता ट्रान्समीटर
Radio frrequency oscillator,रेडिओ फ्रिक्वेन्सी ऑसिलेटर
Radio frrequency welding,रेडिओ वारंवारता वेल्डिंग
Radio horizon,रेडिओ क्षितिज
Radio interferometer,रेडिओ हस्तक्षेप मीटर
Radio isotopic purity,"रेडिओआयसोटोप शुद्धता, विकिरण समस्थानिक शुद्धता"
Radio luminescence,रेडिएशन ल्युमिनन्स
Radio magnetic indicator,रेडिओ चुंबकीय पॉइंटर
Radio mast (=antenna tower),"रेडिओ मास्ट, अँटेना स्तंभ"
Radio metallography,तुळई धातूशास्त्र
Radio method,रेडिओ पद्धत
Radio network,रेडिओ नेटवर्क
Radio noise,रेडिओ आवाज
Radio nucleus,"रेडिओएक्टिव्ह न्यूक्लियस, रेडिओन्यूक्लियस"
Radio nuclide,किरणोत्सर्गी न्यूक्लाइड
Radio optical range,रेडिओ ऑप्टिकल श्रेणी
Radio picture,रेडिओ चित्रे
Radio propagation,रेडिओ प्रसारण
Radio range (=radio range beacon),रेडिओ श्रेणी बीकन
Radio range beacon,रेडिओ श्रेणी बीकन
Radio receiver,रेडिओ रिसीव्हर
Radio series,किरणोत्सर्गी श्रेणी
Radio signal,रेडिओ सिग्नल रेडिओ सिग्नल
Radio signal strength,रेडिओ सिग्नल शक्ती
Radio star,"रेडिओ तारा, रेडिओ तारा"
Radio technique,रेडिओ तंत्रज्ञान
Radio telegraphy,रेडिओ-वायर संप्रेषण
Radio telephone,रेडिओ-टेलिफोन
Radio telephony,रेडिओ टेलिफोनी
Radio telerecording seismograph,रेडिओ टेलिग्राफ भूकंपशास्त्रज्ञ
Radio telescope,रेडिओ दुर्बिणी
Radio temperature,रेडिओमेट्रिक उष्णता
Radio time signal,रेडिओ टाइम सिग्नल
Radio transmission,"रेडिओ ट्रान्समिशन, रेडिओ ट्रान्समिशन"
Radio transmitter,रेडिओ ट्रान्समीटर
Radio waves,रेडिओ लहरी
Radio wind flilght (=radio balloon),रेडिओ बलून
Radio-sensitive,रेडिएशन-संवेदनशील
Radio-thallium,किरणोत्सर्गी-थॅलियम
Radioactinium,रेडिओएक्टिनियम
Radioactivation analysis,"रेडिएशन सक्रियकरण विश्लेषण, सक्रियकरण विश्लेषण"
Radioactive,"विखंडन, किरणोत्सर्गी"
Radioactive age,विखंडन
Radioactive carbon,विखंडन कार्बन
Radioactive carbon dating (=radioactive dating),किरणोत्सर्गी कार्बन डेटिंग
Radioactive chain,किरणोत्सर्गी साखळी
Radioactive clock,किरणोत्सर्गी उंचीमापक
Radioactive concentration,किरणोत्सर्गी एकाग्रता
Radioactive constant,किरणोत्सर्गी स्थिरांक
Radioactive containment,"किरणोत्सर्गी बंदिवास, किरणोत्सर्गी बंदिस्त"
Radioactive daughter,किरणोत्सर्गी प्रसूती तज्ञ
Radioactive daughter isotope,किरणोत्सर्गी प्रसूती समस्थानिक
Radioactive decay,किरणोत्सर्गी क्षय
Radioactive decay series,किरणोत्सर्गी क्षय श्रेणी
Radioactive disequilibrium,विखंडन विकृती
Radioactive disintegration,किरणोत्सर्गी विघटन
Radioactive disintegration series,किरणोत्सर्गी विघटन श्रेणी
Radioactive equilibrium,किरणोत्सर्गी समतोल
Radioactive family,किरणोत्सर्गी एकूण
Radioactive intensity,किरणोत्सर्गी तीव्रता
Radioactive material,किरणोत्सर्गी सामग्री
Radioactive series,"किरणोत्सर्गी वंश, किरणोत्सर्गी रेषा"
Radioactive source,किरणोत्सर्गी स्रोत
Radioactive tracer,किरणोत्सर्गी परवानाधारक
Radioactive transformation,किरणोत्सर्गी रूपांतरण
Radioactive waste,"विघटनशील कचरा, किरणोत्सर्गी कचरा"
Radioactivity,"विघटन, किरणोत्सर्गीता, किरणोत्सर्गीता"
Radioactivity anomaly,किरणोत्सर्गी विसंगतता
Radioactivity log,"किरणोत्सर्गी लॉग, किरणोत्सर्गी रेकॉर्डर"
Radioactivity logging,रेडिओएक्टिव्हिटी ऑथरिंग
Radioactivity standard,रेडिओएक्टिव्हिटी मानक
Radioautography,किरणोत्सर्गी ऑटोग्राफिंग
Radiobiological toxicity,रेडिओबायोलॉजिकल विषाक्तता
Radiogenic,"किरणोत्सर्गी, किरणोत्सर्गी"
Radiogram,"रेडिओग्राम, रेडिओ वायर, रेडियम चित्र"
Radiograph,"रेडिओ आलेख, रेडिएशन चित्र"
Radiographic contrast,"रेडियोग्राफिक कॉन्ट्रास्ट, रेडिओग्राफिक कॉन्ट्रास्ट"
Radiography,रेडिएटिव्ह चित्रण
Radioiodine,किरणोत्सर्गी आयोडीन
Radioisotope,"radioisotopes, radiation isotopes"
Radioisotopic generator,"रेडिएशन आइसोटोपिक जनरेटर, रेडिओआयसोटोपिक जनरेटर"
Radiolocation,रेडिओ स्थान
Radiological,"रेडिएशन थेरपी, रेडिएशन थेरपी"
Radiological weapon,किरणोत्सर्गी शस्त्र
Radiologist,रेडिएशन थेरपिस्ट
Radiology,रेडिओथेरपी
Radiolucent,रेडिओ-पारदर्शक
Radiometer,"रेडिओमीटर, रेडिओमीटर"
Radiometer effect,"रेडिओमीटर प्रभाव, रेडिओमीटर प्रभाव"
Radiometric analysis,किरणोत्सर्गी थर्मोमेट्रिक विश्लेषण
Radiometric magnitude,रेडिओमेट्रिक परिमाण
Radiometric technique,रेडिओमेट्रिक तंत्र
Radiometry,रेडिओमेट्री
Radiomicrography,रेडिएशन सूक्ष्म लेखन
Radiomicrometer,मायक्रोरेडिओमीटर
Radionavigation,रेडिओ ऑपरेशन
Radionavigation facility,रेडिओ ऑपरेशन सुविधा
Radiophoto,रेडिओफोटो
Radiophoto luminescence,रेडिओ प्रकाश
Radioresistance,किरणोत्सर्ग प्रतिकार
Radioscope,किरणोत्सर्गी
Radiosonde,radiosonde
Radiotherapy,रेडिएशन थेरपी
Radiothorium,रेडिओथेरियम
Radium,रॅडियम
Radium emanation,"रेडियम-प्रचंड, रेडॉन"
Radium therapy,रेडियम थेरपी
Radius,त्रिज्या
Radius of curvature,वक्रता त्रिज्या
Radius of gyration,रोटेशनची त्रिज्या
Radius of molecular attraction,आण्विक आकर्षणाची त्रिज्या
Radius of rotation,रोटेशन त्रिज्या
Radius of torsion,विवर्तन त्रिज्या
Radix,मूलांक
Radix approximation,radix अंदाजे
Radix component,मूलांक घटक
Radix notation,रेडिक्स नोटेशन
Radix of notation,नोटेशन रेडिक्स
Radix transformation,मूलांक रूपांतरण
Radome (radar dome),राडोम
Radon,रेडॉन
Radon leakage,रेडॉन डिग्रेडेशन
Ragged picture,जर्जर चित्र
Raidal strain,त्रिज्या विकृती
Raidial wave funciton,त्रिज्या वेव्ह फंक्शन
Rail type launcher,रेल मोचित्रा
Rain physics,पावसाचे भौतिकशास्त्र
Rainbow,इंद्र धनुष्य
Rainbow effect,इंद्रधनुष्य प्रभाव
Raked,नृत्य
Ram,ढकलणे
RAM (=random-access-memory),रॅम (यादृच्छिक प्रवेश मेमरी)
Ram drag,भिंत ढकलणे
Ram rocket,"निपेड रॉकेट, राम रॉकेट"
Raman active,रमण-सक्रिय
Raman displacement,रमण विस्थापन
Raman effect,रमण इफेक्ट
Raman frequency,रमण वारंवारता
Raman jump,ramen उडी
Raman line,रमण रेखा
Raman radiation,रमण विकिरण
Raman shift,"रमण विस्थापन, रमण निर्मिती"
Raman tube,रमण ट्यूब
Raman vibration band,रमण व्हायब्रेशन बँड
Ramark,टिप्पणी
Ramjet,"ramjet, nipped jet, nipped base, nipped base"
Ramsden circle,रॅम्सडेन सर्कल
Ramsey fringe,रामसे फ्रिंज
Ramsey's theorem,रामसेचे प्रमेय
Random,"यादृच्छिक, अनियमित"
Random access,यादृच्छिक प्रवेश
Random access memory,यादृच्छिक प्रवेश मेमरी
Random access programming,यादृच्छिक प्रवेश प्रोग्रामिंग
Random coincidence,योगायोग
Random error,यादृच्छिक त्रुटी
Random incidence sensitivity,यादृच्छिक संवेदनशीलता
Random motion,यादृच्छिक हालचाल
Random noise,यादृच्छिक आवाज
Random noise (=fluctutation noise),बोलण्याचा आवाज
Random number,यादृच्छिक संख्या
Random number generator,यादृच्छिक संख्या जनरेटर
Random operated cloud chamber,यादृच्छिक चालित चेंबर
Random operation,यादृच्छिक ऑपरेशन
Random parameter,यादृच्छिक पॅरामीटर
Random perturbation,यादृच्छिक गोंधळ
Random phase,यादृच्छिक कला
Random pressure fluctuation,यादृच्छिक दाब उच्चारण
Random pressure load,यादृच्छिक दबाव भार
Random shift,यादृच्छिक विस्थापन
Random space orientation,यादृच्छिक अभिमुखता
Random start,यादृच्छिक प्रारंभ
Randomisation,यादृच्छिकीकरण
Randomisation test,यादृच्छिकरण चाचणी
Randomness,यादृच्छिकता
Range bearing display,अंतर पत्करणे कामगिरी
Range chart,परिसर चार्ट
Range discrimination (=distance resolution),अंतर निराकरण
Range energy relation,श्रेणी-ऊर्जा सूत्र
Range expansion,कॅम्पस पसरला
Range factor,श्रेणी गुणक
Range finder,ऑसिलेटर
Range gate,पारस दरवाजा
Range gate pulse,पारस दार नाडी
Range height indicator,श्रेणी उच्च निर्देशक
Range marker,श्रेणी मार्कर
Range marker generator,श्रेणी मार्कर जनरेटर
Range of address,पत्ता साखळी
Range of audibility,श्रवणक्षमतेची श्रेणी
Range wind,अतींद्रिय वारा
Rankine cycle,रँकिन सायकल
Rankine-Hugoniot jump relation,रँकिन ह्यूगोनियो प्लुटी संबंध
Rapid beats,जलद नाडी
Rapid flow,जलद प्रवाह
Rapid rectilinear lens,"क्षिप्रा रिझुरेखी लेन्स, रॅपिड रेक्लिनियर लेन्स"
Raplot,"राडालेख, रापलाट"
Rare,"दुर्मिळ, दुर्मिळ"
Rare earth element,दुर्मिळ पृथ्वी घटक
Rare isotope,दुर्मिळ समस्थानिक
Rare medium,दुर्मिळ माध्यम
Rarefaction,"दुर्मिळ, दुर्मिळ"
Rarefaction wave,दुर्मिळ लहर
Rarefied gas,दुर्मिळ वायू
Rarefied gas dynamics,दुर्मिळ वायू गतिशीलता
Rarefy,दुर्मिळ करणे
Rarita-schwinger equation,rarita schwinger समीकरण
Rast's method,"मार्ग मार्ग, मार्ग मार्ग"
Raster,"रास्टर, रास्टर"
Ratchet relay,रॅचेट रिले
Ratchet time base,रॅचेट टाइमलाइन
Rate,दर
Rate effect,दर प्रभाव
Rate gyroscope,रेट जायरोस्कोप
Rate meter,"दर मापक, दर मीटर"
Rate of change,बदलण्याचे प्रमाण
Rate of fission,विखंडन दर
Rate of flow,प्रवाह दर
Rate of reaction,प्रतिक्रिया दर
Rate-grown method,वाढ दर पद्धत
Rate-grown transistor (=graded junction transistor),दर वर्धित ट्रान्झिस्टर
Rated grown method,परवानगीयोग्य व्होल्टेज
Rated power supply,परवानगी असलेला वीजपुरवठा
Rating,"रेटिंग, मूल्यांकन"
Ratio,प्रमाण
Ratio arms,आनुपातिक बाजू
Ratio controller,गुणोत्तर नियंत्रक
Ratio detector,गुणोत्तर निर्देशक
Ratio estimator,गुणोत्तर अंदाजक
Ratio of specific heats,विशिष्ट उष्णतेचे गुणोत्तर
Ratio of transformation,रूपांतरण प्रमाण
Ratiometer,प्रमाणमापक
Rational,तर्कशुद्ध
Rational expression,तर्कशुद्ध अभिव्यक्ती
Rational field,तर्कसंगत क्षेत्र
Rational function,तर्कसंगत कार्य
Rational horizone,"खगोलीय क्षितीज, भूकेंद्रित क्षितिज"
Rational indices law,तर्कसंगत घातांक नियम
Rational number,परिमेय संख्या
Rational operation,तर्कशुद्ध ऑपरेशन
Rational operator,तर्कसंगत ऑपरेटर
Rationalized m.k.s. units,तर्कसंगत mks युनिट
Rato,रट्टो
Rato bottle,rato बाटली
Ratrace,उंदराची शर्यत
Ratron (=tricon radar system),"त्रिकोणी रडार प्रणाली, रॅट्रॉन"
Raw data,"प्राप्त केल्याप्रमाणे, प्रक्रिया न केलेले दत्ता"
Rawin (=radio balloon),"रेडिओ बलून, रॅबिन"
Rawinsonde,राबिनसांडे
Ray,"रश्मी, किरण, पाख-अर, रे, शंकुश, अर्धरेखा, अर"
Ray acoustics,बीम ध्वनीशास्त्र
Ray axis,तुळई अक्ष
Ray diagram,किरण आकृती
Ray surface,तुळई पृष्ठ
Ray vector,बीम वेक्टर
Ray velocity,तुळईचा वेग
Raydist,रेडिस्ट
Rayl,रेल्वे (युनिट)
Rayleigh disc,"रेल डिस्क, रॅले डिस्क"
Rayleigh Jeans formula,रॅले-जीन्स फॉर्म्युला
Rayleigh number,रेले क्रमांक
Rayleigh prism,रॅले प्रिझम
Rayleigh scattering,Raleigh विखुरणे
Rayleigh scattering coefficient,रेले स्कॅटरिंग गुणांक
Rayleigh wave,रॅली लाट
Rayleigh-Ritz method,Raleigh-Ritz पद्धत
Rayleigh-Taylor instability,Raleigh-टेलर अस्थिरता
Raymark,टिप्पणी
Razon,reson
Re-entrant oscillator,ऑसिलेटर पुन्हा घातला
Re-entry,पुन्हा प्रवेश
Re-entry body,शरीरात पुन्हा प्रवेश
Re-entry path,पुन्हा प्रवेश मार्ग
Re-evaporatian,पुनर्वसन
Re-magnetizing,पुनर्चुंबकीकरण
Re-recording,प्रति रेकॉर्ड
Reactance,प्रतिक्षेप
Reactance coil,प्रतिगामी कुंडली
Reactance modulation,प्रतिगामी मॉड्यूलेशन
Reactance tube,प्रतिक्रिया ट्यूब
Reactance tube modulator,प्रतिक्रिया ट्यूब मॉड्युलेटर
Reactatron,रिएक्ट्रॉन
Reaction,अभिप्राय
Reaction coupling,प्रतिक्रियात्मक जोडणी
Reaction isotherm,प्रतिक्रिया isotherm
Reaction mechanism,प्रतिक्रिया यंत्रणा
Reaction product,प्रतिक्रिया उत्पादन
Reaction pulse,अभिप्राय नाडी
Reaction rate,प्रतिक्रिया दर
Reaction rim,प्रतिक्रिया दिनचर्या
Reaction turbine,प्रतिक्रिया टर्बाइन
Reactivation,पुन्हा सक्रिय करणे
Reactive calcination,प्रतिक्रियात्मक कॅल्सीनेशन
Reactive component,प्रतिक्रियाशील घटक
Reactive couplling,प्रतिक्रियात्मक जोडणी
Reactive current,रिबाउंड करंट
Reactive energy,प्रतिक्रियाशील ऊर्जा
Reactive factor,प्रतिक्रियाशील गुणक
Reactive load,प्रतिक्रियात्मक भार
Reactive moment,प्रतिक्रियात्मक क्षण
Reactive power,प्रतिक्रियाशील शक्ती
Reactive voltampere,प्रतिक्रियाशील व्होल्टेम्पेअर
Reactivity,असंबद्धता
Reactivity meter,नॉन-क्रिटिकलिटी गेज
Reactivity noise,नकारात्मक आवाज
Reactivity unit,नॉन-क्रिटिकल युनिट
Reactor noise,अणुभट्टीचा आवाज
Reactor simulaator,अणुभट्टी सिम्युलेटर
Reactor sphere,अणुभट्टी बोर्ड
Reactor time constant (=reactor period),अणुभट्टी वेळ
Reactor trip,"अणुभट्टीचा प्रवास, अणुभट्टी कोसळणे"
Reactor vault,अणुभट्टी गुप्ती
Reactor-grade uranium,अणुभट्टी-दर्जाचे युरेनियम
Read diode,रीड डायोड
Read light,प्रकाश वाचणे
Read out,वाचन प्रदान करणे
Read pulse,नाडी वाचणे
Read time,"वाचन वेळ, प्रवेश वेळ"
Read-in,ग्रहणशील वाचन
Read-write channel,वाचन चॅनेल
Readied missilbe,सुसज्ज शस्त्र
Reading,"वाचन, वाचन"
Reading glass,"रीडिंग लेन्स, रिडिंग ग्लास"
Reading punching unit,वाचन पंचिंग युनिट
Reading rate,वाचन दर
Readings,वाचन
Readjustment,पुन्हा समायोजन
Ready storage,पुनर्प्राप्त करण्यायोग्य स्टोरेज
Real axis,वास्तविक अक्ष
Real fluid,वास्तविक द्रव
Real focus,वास्तविक फोकस
Real force,वास्तविक शक्ती
Real gas,वास्तविक वायू
Real image,वास्तविक प्रतिमा
Real line,वास्तविक ओळ
Real number,वास्तविक संख्या
Real part,वास्तविक भाग
Real power,वास्तविक शक्ती
Real space,वास्तविक लोकसंख्या
Real time,प्रत्यक्ष वेळी
Real time operation,रिअल टाइम ऑपरेशन
Real time processing,वास्तविक वेळ प्रक्रिया
Real time system,वास्तविक वेळ प्रणाली
Real time working,वास्तविक वेळ अंमलबजावणी
Real trransformation,वास्तविक रूपांतरण
Real universe,खरं जग
Real value,वास्तविक किंमती
Real variable,वास्तविक व्हेरिएबल
Rear projection,परत प्रोजेक्शन
Rear stop,बॅक लिमिटर
Rebecca,रेबेका
Reboot,पुन्हा सुरू करा
Rebound,प्रतिबिंबित करणे (n.) प्रतिबिंबित करणे (ver.)
Recalescence,पुनर्जन्म
Recalescence temperature,पुनरुत्पादन उष्णता
Recalescent point,पुनर्स्थापना बिंदू
Recalibrate,रिकॅलिब्रेशन
Receiver,"प्राप्तकर्ता, प्राप्तकर्ता"
Receiver gating,प्रवेश दरवाजा
Receiver primary (=display primary),वर्ण प्रदर्शित करा
Receiving point,ग्रहण बिंदू
Receiving station,प्राप्त स्टेशन
Reception,पकडणे
Reception diagram,कॅप्चर आकृती
Receptor gradient,ग्रहणशील ग्रेडियंट
Recession,"रिव्हर्सल, रिव्हर्सल, बॅक अॅरे"
Recharging,"रिचार्ज, रिचार्ज"
Reciprocal,"व्यस्त, परस्पर, परस्पर"
Reciprocal centimeter,व्यस्त सेंटीमीटर
Reciprocal excitation,परस्पर उत्तेजन
Reciprocal ferrite switch,परस्पर फेराइट स्विच
Reciprocal lattice point,"व्यस्त जाळी बिंदू, व्यस्त जाळी बिंदू"
Reciprocal lattice vector,"व्यस्त जाळी वेक्टर, व्यस्त जाळी वेक्टर"
Reciprocal mean life time,व्यस्त सरासरी वय
Reciprocal network (=dual network),सहायक जाळी
Reciprocal observation,परस्पर निरीक्षण
Reciprocal space,उलटे आकाश
Reciprocal translocation,"परस्पर हस्तांतरण, परस्पर हस्तांतरण"
Reciprocal velocity region,व्यस्त वेग क्षेत्र
Reciprocal vertical angle,व्यस्त अनुलंब कोन
Reciprocating motion,परस्पर गती
Reciprocating steam engine,परस्पर वाफेचे इंजिन
Reciprocating vaccum pump,परस्पर व्हॅक्यूम पंप
Reciprocity,"पारस्परिकता, पारस्परिकता"
Reciprocity principle,परस्पर नियम
Reciprocity theorem,पारस्परिकता प्रमेय
Reciprodcity constant,पारस्परिकता निर्देशांक
Recoil,प्रतिबिंब (v.) प्रतिबिंबित करा (v.)
Recoil atom,परावर्तित अणू
Recoil atom energy,अणुऊर्जा परत आणणे
Recoil electron,परावर्तित इलेक्ट्रॉन
Recoil factor,रिबाउंड गुणक
Recoil ion spectroscopy,रिबाउंड आयन स्पेक्ट्रोस्कोपी
Recoil nuclei,उलट केंद्रक
Recoil radiator,परावर्तन विकिरण
Recoil ray,प्रतिबिंब तुळई
Recoil ring,रिबाउंड रिंग
Recombination,"पुनर्संयोजन, पुन्हा अर्ज"
Recombination coefficient,"पुनर्संयोजन गुणांक, पुनर्संयोजन गुणांक"
Recombination continuum,पुनर्संयोजन सातत्य
Recombination time,रीकनेक्शन वेळ
Reconcilable,निराकरण करण्यायोग्य
Reconcilable circuit,निराकरण करण्यायोग्य सर्किट
Reconditioning,नूतनीकरण
Reconnaissance,देखरेख
Reconnaissance missile,प्रॉक्सी शस्त्र
Reconnaissance satellite,परिक्रमा करणारा उपग्रह
Reconnaissane survery,तपासणी सर्वेक्षण
Reconstruction,पुनर्रचना
