Kannada,Tamil
ರೇ ಮತ್ತು ಡಿಸ್ಕ್ ಫ್ಲೋರೆಟ್,ரே மற்றும் டிஸ்க் புளோரெட்
ಪ್ರತಿಕ್ರಿಯಾಕಾರಿಯ,எதிர்வினை
ಪ್ರತಿಕ್ರಿಯೆ ಕೇಂದ್ರ,எதிர்வினை மையம்
ಪುನಃ ಸಾಗಣೆ,மறுபரிசீலனை செய்தல்
ಸ್ವೀಕರಿಸುವ ಕೋಶ,செல் பெறும்
ಇತ್ತೀಚಿನ,சமீப
ಮರುಪಾವತಿ,வாங்குதல்
ಗ್ರಾಹಕ,ஏற்பி
ಗ್ರಾಹಕ ಅಣುವಿನ,ஏற்பி மூலக்கூறு
ಹಿಂಜರಿತದ ಆಲೀಲ್,பின்னடைவு அலீல்
ಹಿಂಜರಿತದ ಪತ್ರಿಕೆ,பின்னடைவு எபிஸ்டாஸிஸ்
ಹಿಂಜರಿಯುವ ಜೀನ್,பின்னடைவு மரபணு
ಹಿಂಜರಿತದ ಮಾರಕ ಆಲೀಲ್,பின்னடைவு மரணம் அலீல்
ಹಿಂಜರಿತ ಘಟಕ ಅಂಶ,பின்னடைவு அலகு காரணி
ಸ್ವೀಕರಿಸುವವರ ಕೋಶ,பெறுநர் செல்
ಪರಸ್ಪರ ಶಿಲುಬೆ,பரஸ்பர குறுக்கு
ಪರಸ್ಪರ ಸ್ಥಳಾಂತರ,பரஸ்பர இடமாற்றம்
ಗುರುತಿಸುವಿಕೆ ಸೈಟ್,அங்கீகார தளம்
ಪುನಸ್ಸಂಯೋಜಕ,மறுசீரமைப்பு
ಪುನರ್ಸಂಯೋಜಕ ಡಿ.ಎನ್.ಎ. ತಂತ್ರಜ್ಞಾನ,மறுசீரமைப்பு டி.என்.ஏ. தொழில்நுட்பம்
ಪುನಸ್ಸಂಯೋಜಕ ಪ್ರೋಟೀನ್,மறுசீரமைப்பு புரதம்
ಪುನಸ್ಸಂಗಣ,மறுசீரமைப்பு
ಮರುಸಂಯೋಜನೆ ಡಿಎನ್‌ಎ,மறுசீரமைப்பு டி.என்.ஏ.
ಪುನಸ್ಸಂಯೋಜನೆ ಆವರ್ತನ,மறுசீரமைப்பு அதிர்வெண்
ಪುನಸ್ಸಂಯೋಜನೆ ಗಂಟು,மறுசீரமைப்பு முடிச்சு
ಚೇತರಿಕೆ ಹೊಡೆತ,மீட்பு பக்கவாதம்
ಗುದನಾಳ,மலக்குடல்
ಕೆಂಪು ಪಾಚಿಗಳು,சிவப்பு ஆல்கா
ಕೆಂಪು ರಕ್ತ ಕಣ (ಆರ್ಬಿಸಿ),சிவப்பு இரத்த அணுக்கள் (ஆர்.பி.சி)
ಕೆಂಪು ಮೂಳೆ ಮಜ್ಜೆಯ,சிவப்பு எலும்பு மஜ்ஜை
ಕೆಂಪು ಸ್ನಾಯು,சிவப்பு தசை
ಕೆಂಪು ವರ್ಣದ್ರವ್ಯ,சிவப்பு நிறமி
ಕಬ್ಬಿನ ಕೆಂಪು ಕೊಳೆತ,கரும்பின் சிவப்பு அழுகல்
ಕೆಂಪು ಉಬ್ಬರ,சிவப்பு அலை
ಕವಣೆ,ரெடாக்ஸ்
ಫ್ರುಟಿಂಗ್ ಕಡಿಮೆಯಾಗಿದೆ,குறைக்கப்பட்ட பழம்தான்
ಕಡಿಮೆ ಬಾಲ ಮೂಳೆ,குறைக்கப்பட்ட வால் எலும்பு
ಧೋರಣೆ,ராடக்டேஸ்
ಕಡಿತ,குறைப்பு
ಕಡಿತ-ಆಕ್ಸಿಡೀಕರಣ (ರೆಡಾಕ್ಸ್),குறைப்பு-ஆக்சிஜனேற்றம்
ತಗ್ಗಿಸುವ,குறைப்பு அமினேஷன்
ಮೇಲ್ಮೈ ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ,மேற்பரப்பு பிரதிபலிக்கும்
ಪರಿಷ್ಕರಣ,சுத்திகரிப்பு
ಪ್ರತಿಬಿಂಬಿಸುವ,பிரதிபலித்தது
ಪ್ರತಿಫಲನ,பிரதிபலிப்பு
ಪ್ರತಿಫಲನ ಕ್ರಿಯೆ,ரிஃப்ளெக்ஸ் நடவடிக்கை
ಪ್ರತಿಫಲಿತ ಚಾಪ,ரிஃப்ளெக்ஸ் வில்
ವಕ್ರೀಕಾರಕ,ஒளிவிலகல்
ವಕ್ರೀಕರಣ ಸೂಚಿ,ஒளிவிலகல்
ಶೀತಕವಾಗಿಸು,குளிரூட்டவும்
ಪುನರುತ್ಪಾದನೆ,மீளுருவாக்கம்
ಪುನರುತ್ಪಾದನೆ,மீளுருவாக்கம்
ಪುನರುತ್ಪಾದನೆ,மீளுருவாக்கம்
ಪುನರುತ್ಪಾದನೆ ಘಟಕ,மீளுருவாக்கம் பிரிவு
ಪುನರುತ್ಪಾದನೆ ಬ್ಲಾಸ್ಟೆಮಾ,மீளுருவாக்கம் பிளாஸ்டெமா
ಮೊಗ್ಗಿನ ಪುನರುತ್ಪಾದನೆ,மொட்டின் மீளுருவாக்கம்
ಪ್ಲಾಂಟ್ಲೆಟ್ನ ಪುನರುತ್ಪಾದನೆ,தாவரத்தின் மீளுருவாக்கம்
ಪ್ರದೇಶ,பகுதி
ಉದ್ದನೆಯ ಪ್ರದೇಶ,நீட்டிப்பின் பகுதி
ಪಕ್ವತೆಯ ಪ್ರದೇಶ,முதிர்ச்சியின் பகுதி
ಹಿಂಜರಿತ ಗುಣಾಂಕ,பின்னடைவு குணகம்
ನಿಯಂತ್ರಣ,ஒழுங்குமுறை
ರೀಸ್ನರ್‌ನ ಪೊರೆಯ,ரைஸ்னரின் சவ்வு
ಸಾಪೇಕ್ಷತೆ,உறவினர் மிகுதி
ವಿಶ್ರಾಂತಿ,தளர்வு
ವಿಶ್ರಾಂತಿ,தளர்வு
ವಿಶ್ರಾಂತಿ,ரிலாக்சின்
ಬಿಡುಗಡೆ ಅಂಶ (ಆರ್ಎಫ್),வெளியீட்டு காரணி (RF)
ಪಾರಿಗೊಣ,ரெமோரா
ಮೂತ್ರಪಿಂಡದ ಕ್ಯಾಲ್ಕುಲ,சிறுநீரக கால்குலி
ಮೂತ್ರಪಿಂಡದ ಕಾರ್ಟೆಕ್ಸ್,சிறுநீரக புறணி
ಮೂತ್ರಪಿಂಡದ,சிறுநீரக மெடுல்லா
ಮೂತ್ರಪಿಂಡ ವ್ಯವಸ್ಥೆ,சிறுநீரக போர்டல் சிஸ்டம்
ಮೂತ್ರಪಿಂಡದ ಪಿರಮಿ,சிறுநீரக பிரமிடு
ಮೂತ್ರಪಿಂಡ ಸ್ರವಿಸುವಿಕೆ,சிறுநீரக சுரப்பு
ರೆನೆಟ್ ಟ್ಯಾಬ್ಲೆಟ್,ரெனெட் டேப்லெட்
ಪಂಥಿ,ரென்னின்
ರಿಪೇರಿ ಮಾಡುವ ಪುನರುತ್ಪಾದನೆ,பழுதுபார்க்கும் மீளுருவாக்கம்
ಪುನರಾವರ್ತಿತ ಡಿಎನ್‌ಎ,மீண்டும் மீண்டும் டி.என்.ஏ.
ಬದಲಿ ಮಟ್ಟ,மாற்று நிலை
ಬದಲಿ ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ,மாற்று அறுவை சிகிச்சை
ಪ್ರತಿಕೃತಿ ಲೇಪನ,பிரதி முலாம்
ಪುನರಾವರ್ತನೆ,பிரதிசெய்கை
ಪುನರಾವರ್ತನೆ,பிரதிசெய்கை
ಪುನರಾವರ್ತನೆ,பிரதி முட்கரண்டி
ಪುನರಾವರ್ತನಕ,பிரதி
ಪುನರ್ರಚನೆ ತರಂಗ,மறுசீரமைப்பு அலை
ದಮನಿಸಬಹುದಾದ,அடக்கமுடியாத
ದಬ್ಬಾಳಿಕೆ,அடக்குமுறை மூலக்கூறு
ಪುನರುಜ್ಜೀವನ,இனப்பெருக்கம்
ಸಂತಾನೋತ್ಪತ್ತಿ ಮತ್ತು ಮಕ್ಕಳ ಆರೋಗ್ಯ ರಕ್ಷಣೆ,இனப்பெருக்க மற்றும் குழந்தை சுகாதார பராமரிப்பு
ಸಂತಾನೋತ್ಪತ್ತಿ ಆರೋಗ್ಯ ಕಾರ್ಯಕ್ರಮ,இனப்பெருக்க சுகாதார திட்டம்
ಸಂತಾನೋತ್ಪತ್ತಿ ಪ್ರತ್ಯೇಕತೆ,இனப்பெருக்க தனிமை
ಸಂತಾನೋತ್ಪತ್ತಿ,இனப்பெருக்க பாதை
ಸಂತಾನೋತ್ಪತ್ತಿತ್ವ,இனப்பெருக்கம்
ಸರೀಸೃಪ,ஊர்வன
ಸರೀಸೃಪ,ஊர்வன
ಸರೀಸೃಪ ದವಡೆಯ ಉಪಕರಣ,ஊர்வன தாடை கருவி
ಪುನರ್ರಚಿಸು,ரெசர்பைன்
ಕೋಶ,ரிசர்வ் செல்
ಉಳಿಕೆ ದೇಹ,மீதமுள்ள உடல்
ಉಳಿಕೆ ಶಕ್ತಿ,மீதமுள்ள ஆற்றல்
ಉಳಿದಿರುವ ಪರಿಮಾಣ,மீதமுள்ள அளவு
ರಾಳ,பிசின்
ಪರಿಹಲನ,தீர்மானம்
ವಿದ್ಯುತ್ ಪರಿಹರಿಸುವುದು,தீர்வுத்திறன்
ಅನುರಣನ,அதிர்வு
ಉಸಿರಾಟ,சுவாசம்
ಉಸಿರಾಟ,சுவாச
ಉಸಿರಾಟದ ಕೇಂದ್ರ,சுவாச மையம்
ಉಸಿರಾಟದ ಪೊರೆಯ,சுவாச சவ்வு
ಉಸಿರಾಟದ ಅಂಗ,சுவாச உறுப்பு
ಉಸಿರಾಟದ ವರ್ಣದ್ರವ್ಯ,சுவாச நிறமி
ಉಸಿರಾಟದ ತಲಾಧಾರ,சுவாச அடி மூலக்கூறு
ಪ್ರತಿಕ್ರಿಯೆ,பதிலளித்தல்
ವಿಶ್ರಾಂತಿ ಅವಧಿ,ஓய்வு காலம்
ಮಣ್ಣಿನ ಫಲವತ್ತತೆಯನ್ನು ಮರುಸ್ಥಾಪಿಸುವುದು,மண்ணின் கருவுறுதலை மீட்டமைத்தல்
ನಿರ್ಬಂಧ ಎಂಡೋನ್ಯೂಕ್ಲೀಸ್,கட்டுப்பாடு எண்டோனியூலீஸ்
ನಿರ್ಬಂಧ ಕಿಣ್ವ,கட்டுப்பாடு நொதி
ನಿರ್ಬಂಧದ ತುಣುಕು ಉದ್ದ ವಿಶ್ಲೇಷಣೆ,கட்டுப்பாடு துண்டு நீள பகுப்பாய்வு
ನಿರ್ಬಂಧ ತಾಣ,கட்டுப்பாட்டு தளம்
ರೆಟ್ ಮಾಲ್ಪಿಘಿ,மல்பிகி ரெட்
ರೆಟ್ ಟೆಸ್ಟಿಸ್,ரெட் டெஸ்டிஸ்
ಧಾರಣ,தக்கவைத்தல்
ಪಳಗಿದ,ரெட்டிகுலேட்
ರೆಟಿಕ್ಯುಲೇಟ್ ವೇಶನಯ,ரெட்டிகுலேட் வீஷன்
ಹಿಂಜರಿಯುವ ರಕ್ತನಾಳ,ரெட்டிகுலேட்டட் நரம்பு
ರೆಟಿನಾ,விழித்திரை
ರೆಟಾಮಿನ,விழித்திரை
ರೆಟೆರಲ್ ಚಿತ್ರ,விழித்திரை படம்
ಹಿಮ್ಮೆಟ್ಟುವ ಪ್ರವೃತ್ತಿ,பின்னோக்கி போக்கு
ರೇಖಾ,ரெட்ரோவைரஸ்
ರಿವರ್ಸ್ ವಿಕಾಸ,தலைகீழ் பரிணாமம்
ರಿವರ್ಸ್ ಆಸ್ಮೋಸಿಸ್,தலைகீழ் சவ்வூடுபரவல்
ಹಿಮ್ಮುಖವಾಗಿ ನಕಲು ಮಾಡಿ,தலைகீழ் படியெடுத்தல்
ರಿವರ್ಸ್ ಟ್ರಾನ್ಸ್‌ಸ್ಕ್ರಿಪ್ಟೇಸ್,தலைகீழ் டிரான்ஸ்கிரிப்டேஸ்
ಹಿಮ್ಮುಖ ಪ್ರತಿಲೇಖನ,தலைகீழ் படியெடுத்தல்
ಆರ್ಹೆಚ್ (ರೀಸಸ್) ರಕ್ತ ಗುಂಪು,ஆர்.எச் (ரீசஸ்) இரத்தக் குழு
ರಬ್ಡೈಟಿಸ್,ராப்டிடிஸ்
ಕಸಾಯಿಖಾನೆ,ராப்டோம்
ರಾಕಾಗೆ,ராகோபோரஸ்
ಸಂಧಿವಾತ ಜ್ವರ,வாத காய்ச்சல்
ಸಂಧಿವಾತ,வாத இதய நோய்
ಸಂಧಿವಾತ,வாத நோய்
ಸಂಧಿವಾತ,முடக்கு வாதம்
ಖಡ್ಗಾಸನದ ವೈರಸ್,காண்டாமிருக வைரஸ்
ರೀಜೋಬಿಯಂ ಮೆಲಿಲೋಟಿ,ரைசோபியம் மெலிலோட்டி
ರೀಜೋಯಿ,ரைசாய்டு
ರೀಜೋಮ್,வேர்த்தண்டுக்கிழங்கு
ಕಣ್ಣುಹಾಯುಗಳು,ரைசோபோரா
ಕಣ್ಣು,ரைசோபஸ்
ರೋಯೋ ಫ್ಯಾಕ್ಟರ್,ரோ காரணி
ಮೂಳೆ,ரோடோஃபிசே
ಕಣ್ಣುಹಾಯ,ரோடோபின்
ರಾಂಬನ್‌ಫಾಲನ್,ரோம்பென்ஸ்பாலன்
ಶ್ರೀಮಂತ,ரைனியா
ಲಯಬದ್ಧ ಸಂಕೋಚನ,தாள சுருக்கம்
ಪಕ್ಕೆಲುಬು,விலா எலும்பு
ವಿಹಾರ,ரைபோஃப்ளேவின்
ಪಾಲ್ನೆ,ரிபோநியூலீஸ்
ಗುರಿ,ரைபோஸ்
ರೈಬೋಸೋಮಲ್ ಆರ್ಎನ್ಎ,ரைபோசோமால் ஆர்.என்.ஏ
ಗುಲೋಟ,ரைபோசோம்
ರಿಬ್ಯುಲೋಸ್ ಬೈ-ಫಾಸ್ಫೇಟ್,ரிபுலோஸ் இரு-பாஸ்பேட்
ರಿಕೆಟ್ಸ್,ரிக்கெட்ஸ்
ರಿಕೆಟ್ಸಿಯಾ,ரிக்கெட்சியா
ಪರ್ವತ,ரிட்ஜ்
ಬಲ ಹೃತ್ಕರ್ಣ,வலது ஏட்ரியம்
ಬಲ ಹೃದಯ ಅಪಧಮನಿ,வலது இருதய தமனி
ಗದ್ದಲ,ரிண்டர்பெஸ்ட்
ಉಂಗುರ,மோதிரம்
ಉಂಗುರ ಹುಳು,ரிங்வோர்ம்
ನದಿ,நதி
ರಿವೆಟ್ ಪಾಪ್ಪರ್ ಕಲ್ಪನೆ,ரிவெட் பாப்பர் கருதுகோள்
ಆರ್ಎನ್ಎ ಹಸ್ತಕ್ಷೇಪ,ஆர்.என்.ஏ குறுக்கீடு
ಆರ್ಎನ್ಎ ಮಧ್ಯಂತರ,ஆர்.என்.ஏ இடைநிலை
ಆರ್ಎನ್ಎ ಪ್ರೈಮರ್ ಪೂರಕ,ஆர்.என்.ஏ ப்ரைமர் நிரப்பு
ಆರ್ಎನ್ಎ ಸ್ಪ್ಲೈಸಿಂಗ್,ஆர்.என்.ஏ பிளவு
ಆರ್ಎನ್ಎ ಪ್ರಪಂಚ,ஆர்.என்.ஏ உலகம்
ಆರ್ಎನ್ಎ ಅಸೆ,Rna ase
ಆರ್ಎನ್ಎ I,Rna i
ರಾಡ್ ಆಕಾರದ ಬ್ಯಾಕ್ಟೀರಿಯಾ,தடி வடிவ பாக்டீரியா
ರಾಡ್,தடி
ರೋಹು,ரோஹு
ಬೇರು ಕ್ಯಾಪ್,ரூட் தொப்பி
ಬೇರು,ரூட் டெட்ரிட்டஸ்
ಬೇರಿನ ಗೋಲು,ரூட் கால்
ಬೇರಿನ ಕೂದಲು,வேர் முடி
ಮೂಲ ಮಾರ್ಪಾಡು,ரூட் மாற்றம்
ಬೇರು ಕಳಕ,ரூட் பாக்கெட்
ಮೂಲ ವ್ಯವಸ್ಥೆಯ,ரூட் அமைப்பு
ಮೊಲಕಡೆ,ரோக்ஃபோர்ட் சீஸ்
ಕಾಲ್ನೋಟದ,ரோசாகஸ்
ಕಾಲ್ನೋಟದ,ரோசாகஸ்
ಬಾರು,ரோசல்ஸ்
ಬೀಸುವವನು,ரோட்டிஃபர்
ರಾಟರ್,ரோட்டார்
ಒರಟು ಎಂಡೋಪ್ಲಾಸ್ಮಿಕ್ ರೆಟಿಕ್ಯುಲಮ್,கடினமான எண்டோபிளாஸ்மிக் ரெட்டிகுலம்
ಸುತ್ತಿನ ಕಿಟಕಿ,சுற்று சாளரம்
ದುಂಡಾದ ಚಕ್ರವ್ಯೂಹ,வட்டமான தளம்
ದುಂಡಾದ ಮುಟ್ಟುವಿಕೆ,வட்டமான புரோட்டூரன்ஸ்
ನಾಚಿಕೆಗೇಡು,ரூபியல்ஸ்
ಹಚ್ಚೆ,ரூபிஸ்கோ
ಪ್ರಜಾಪ್ರಭುತ್ವ,அடிப்படை
ಪ್ರಜಾಪ್ರಭುತ್ವ,அடிப்படை
ಮೂಲದವಳು,அடிப்படை கூடாரம்
ಮೂಲದವಳು,அடிப்படை வெஸ்டிஜ்
ರೂಡುಮೆಂಟರಿ ದೇಹದ ಕೂದಲು,முரட்டுத்தனமான உடல் முடி
ಸಜ್ಜು,ருமேன்
ಓಟಗಾರ,ஓட்டப்பந்தய வீரர்
ಕಸ,ரஸ்கஸ்
ತುಕ್ಕು,துரு
ತುಕ್ಕು,துரு
ಎಸ್ ಬ್ಯಾಕ್ಟೀರಿಯ,எஸ்-பாக்டீரியா
ಸ್ಯಾಕರೊಮೈಸಿಸ್ ಸೆರೆವಿಸಿಯೆ,சாக்கரோமைசஸ் செரிவிசியா
ಸಕ್ಕರೆ,சாக்கரம்
ಶರೀರದ ಬರ್ಬೆರಿಸ್,சாக்கரம் பெர்பரிஸ்
ಸ್ಯಾಚರಮ್ ಅಫಿಸಿನಾರಮ್,சாக்கரம் ஆஃபீஸ்னாரம்
ಸಕಲ,சாக்கோகுளோசஸ்
ಗಾಡಿ,Saccule
ಚೀಲದಂತಹ ಸಿಸ್ಟರ್ನೆ,சாக் போன்ற சிஸ்டெர்னே
ಸಕಲ ಮೂಳೆ,சாக்ரல் எலும்பு
ಪವಿತ್ರ ಕಾಡು,புனித காடு
ಪವಿತ್ರ ತೋಪು,புனித தோப்பு
ಪವಿತ್ರ ಸರೋವರ,புனித ஏரி
ಕಡುಹಗೆ,சர்கோபிளாசம்
ಉಜ್ವಲ,சாக்ரம்
ಸುರಕ್ಷಿತ ವಿಲೇವಾರಿ,பாதுகாப்பான அகற்றல்
ಕೇಸರಿ,குங்குமப்பூ
ಧಾರ್ಮಿಕತೆ,தனுசு
ಸಾಲ್ವಳು,சால்
ಒಂದು ಬಗೆಯ ಶವ,சலமந்திரா
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,சாலிகேசி
ಲವಣಯುಕ್ತ ಮಣ್ಣು,உமிழ்நீர் மண்
ಲವಣತ್ವ,உப்புத்தன்மை
ಲಾಲಾರಸ,உமிழ்நீர்
ಸಾಲ್ಮೊನೆಲ್ಲಾ ಟೈಫಿ,சால்மோனெல்லா டைபி
ಸಾಲ್ಮೊನೆಲ್ಲಾ ಟೈಫಿಮುರಿಯಂ,சால்மோனெல்லா டைபிமுரியம்
ಒಂದು ಬಗೆಯ ಸಣ್ಣ,சால்பா
ಉಪ್ಪಿನಕಾಯಿ,உப்பு
ಉಪ್ಪುಸಂಗ್ರಹ,உப்பு கடத்தல்
ಸಾಲ್ವಿಯಾ,சால்வியா
ಸಾಲ್ವಿನಿಯಾ,சால்வினியா
ಸೇನಾ,சமாரா
ಮಾದರಿ,மாதிரி
ಮಾದರಿ ಘಟಕ,மாதிரி அலகு
ಸಂಗುನೂರ್,Sanguiniuore
ನೈರ್ಮಲ್ಯ ಭೂಕುಸಿತ,சுகாதார நிலப்பரப்பு
ಸಾನ್ಸೆವಿಯರೆ,சான்சேவீரியா
ಸಕಲ,சாண்டலேசே
ಸ್ಯಾಂಟನಿನ್,சாண்டோனின்
ಸಾಪಯಕ,SAP வெற்றிட
ಸಪಂಡಲ್ಸ್,Sapindales
ಕೊಳೆತ,சப்ரோஃபைட்
ಪೂಜಾಪದ ಕ್ರಮ,சப்ரோபயாடிக் பயன்முறை
ಪೂತಿ ಜೀವಿ,சப்ரோஃப்டிக்
ಪೂತಿರೋಫ್,சப்ரோட்ஃப்
ಪೂತಿ,சப்ரோசோயிக்
ಪೂತಿ,சப்ரோசோயிக்
ಸಗತ್ತು,சப்வுட்
ಒಂದು ಬಗೆಯ ಶವ,சரக்கா
ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ,சார்கோடினா
ಚಾಚು,சர்கோலெம்மா
ಸಾರ್ಕೋಮ,சர்கோமா
ಸಾರ್ಕೊಮೀರ್,சர்கோமர்
ಕಡುಹಗೆ,சர்கோபிளாசம்
ಸಾರ್ಕೊಪ್ಲಿಕ್ ರೆಟಿಕ್ಯುಲಂ,சர்கோபிளாஸ்மிக் ரெட்டிகுலம்
ವಿಪರೀತ,Sarcosome
ಸಾರ್ಡೀನ್,மத்தி
ಒಂದು ಬಗೆಯ sarಷಧ,சர்காசம்
ಉಪಗ್ರಹ,செயற்கைக்கோள்
ಉಪಗ್ರಹ,செயற்கைக்கோள்
ಉಪಗ್ರಹ,செயற்கைக்கோள் குரோமோசோம்
ಉಪಗ್ರಹ,செயற்கைக்கோள் டி.என்.ஏ.
ಸ್ಯಾಚುರೇಟೆಡ್,நிறைவுற்றது
ಸ್ಯಾಚುರೇಟೆಡ್ ಕಾಂಪೌಂಡ್,நிறைவுற்ற கலவை
ಸ್ಯಾಚುರೇಟೆಡ್ ಕೊಬ್ಬಿನಾಮ್ಲ,நிறைவுற்ற கொழுப்பு அமிலம்
ಸ್ಯಾಚುರೇಟೆಡ್ ಹೈಡ್ರೈಡ್,நிறைவுற்ற ஹைட்ரைடு
ಸೌರಪ್ಸಿಡ್,ச ur ரோப்சிட்
ಸನ್ಯಾಸಿನಿ,சவன்னா
ಗರಗಸ ಮೀನು,பார்த்த மீன்
ನೆತ್ತಿಯ,உச்சந்தலையில்
ಸ್ಕ್ಯಾನಿಂಗ್ ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ,எலக்ட்ரான் நுண்ணோக்கி ஸ்கேனிங்
ಸ್ಕ್ಯಾನಿಂಗ್ ಫನಲಿಂಗ್ ಮೈಕ್ರೋಸ್ಕೋಪ್,ஸ்கேனிங் புனல் மைக்ரோஸ்கோப்
ಸ್ಕ್ಯಾನಿಂಗ್ ಪ್ರೋಬ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ,ஆய்வு நுண்ணோக்கி ஸ்கேனிங்
ಕಸಕಲೆ,ஸ்கேப்
ಸ್ಕೂಫಲುಬಣ,ஸ்கேபாய்டு
ಹೆಗಲ,ஸ்கேபுலா
ಹಗ್ಗ,தோட்டி
ಹರಿಯುವ,தோட்டி
ಎಸ್ ಕೋಶಗಳು,எஸ்-செல்கள்
ಚೈತನ್ಯದ,ஸ்கிஸ்டோசோமா
ಸ್ಕಿಜೋಕಾರ್ಪಿಕ್ ಹಣ್ಣು,ஸ்கிசோகார்பிக் பழம்
Schಾಯಾ,ஸ்கிசோஃப்ரினியா
ಶ್ವಾನ್ ಕೋಶ,ஸ்க்வான் செல்
ತಳಿಶಾಸ್ತ್ರದ ವಿಜ್ಞಾನ,மரபியல் அறிவியல்
ವೈಜ್ಞಾನಿಕ ಮನೋಭಾವ,அறிவியல் அணுகுமுறை
ವೈಜ್ಞಾನಿಕ ವರ್ಗೀಕರಣ,அறிவியல் கிளாசிஃபிகேஷன்
ವೈಜ್ಞಾನಿಕ ಅಧ್ಯಯನ,அறிவியல் ஆய்வு
ಸಣ್ಣ,ஸ்கில்லா
ಸಿಯಾನ್,சியோன்
ರಕ್ತಸಂಬಂಧಿ,சியோபைட்
ಗಂಡುಮಕ್ಕ,ஸ்க்லெரா
ಕಾದ್ಯದ,SCLEREID
ಸ್ಕೂಲ್,ஸ்க்லரைட்
ಪೆಡಸುಗಟ್ಟುವ,ஸ்கெலரோடிக்
ಪೆಡಸುಗಟ್ಟುವ,ஸ்கெலரோடிக்
ಸುಟ್ಟ ಎಲೆ ತುದಿ,எரிந்த இலை முனை
ಸ್ಕಾಟ್,ஸ்கோடோபிக்
ತಿರುಪು,ஸ்க்ரூட்பைன்
ದೊಡ್ಡ,ஸ்க்ரோட்டம்
ಸ್ಕ್ರಬ್ ಹಂತ,ஸ்க்ரப் மேடை
ಚಿಮ್ಮು,ஸ்க்ரப்பர்
ಚಿರತೆ,ஸ்கூட்டெல்லம்
ಸೀಸಫಾ,ஸ்கைபா
ಕಡಲ ವಾತಾವರಣ,கடல் அனிமோன்
ಸಮುದ್ರ ಸೌತೆಕಾಯಿ,கடல் வெள்ளரி
ಕಡಲ ಕುದುರೆ,கடற்குதிரை
ಕಡಲ ಲಿಲ್ಲಿ,கடல் லில்லி
ಕಡಲ ಮೌಸ್,கடல் சுட்டி
ಕಡಲ ಪೆಟ್ಟು,கடல் பேனா
ಕಡಲ ಚಿಪ್ಪು,கடல் ஷெல்
ಕಡಲ ಚಿಳ್ಳೆ,கடல் முள்ளெலி
ಕಡಲ ಆಕ್ರೋಡು,கடல் வால்நட்
ಕಡಲ ಕಳೆ,கடற்பாசி
ಕಡಲ ದಾಳಿ,கடல்-பான்
ಸೆಬಾಸಿಯಸ್ ಗ್ರಂಥಿ,செபேசியஸ் சுரப்பி
ನದಿಗೆ,செபம்
ಒಂದು ಬಗೆಯ ಸಿರೆ,செகேல் செரீல்
ಎರಡನೆಯ ಆಂಟೆನಾ,இரண்டாவது ஆண்டெனா
ಥರ್ಮೋಡೈನಾಮಿಕ್ಸ್ನ ಎರಡನೇ ನಿಯಮ,வெப்ப இயக்கவியலின் இரண்டாவது சட்டம்
ದ್ವಿತೀಯ,இரண்டாம் நிலை
ದ್ವಿತೀಯ ಕಾರ್ಟೆಕ್ಸ್,இரண்டாம் நிலை புறணி
ದ್ವಿತೀಯ ಲೈಸೋಸೋಮ್,இரண்டாம் நிலை லைசோசோம்
ಸೆಕೆಂಡರಿ ಮೆರಿಸ್ಟಮ್,இரண்டாம் நிலை மெரிஸ்டெம்
ದ್ವಿತೀಯ ಮಾಲಿನ್ಯಕಾರಕ,இரண்டாம் நிலை மாசுபடுத்தும்
ದ್ವಿತೀಯ ಉತ್ಪಾದಕತೆ,இரண்டாம் நிலை உற்பத்தித்திறன்
ಸ್ರವಿಸುವಿಕೆ,சுரப்பு
ಸ್ರವಿಸುವ,சுரண்டல்
ನಿದ್ರಾಜನಕ,மயக்க மருந்து
ಗಡಿ,செட்ஜ்
ಕೆಸರು,வண்டல்
ಕೆಸಸುವ,வண்டல்
ಕೆಸರೊಗಲು,வண்டல் பாறை
ಕೆಸರುಸಾಧನ ಗುಣಾಂಕ,வண்டல் குணகம்
ಬೀಜ ಕೋಟ್,விதை உறை
ಬೀಜ ತಿನ್ನುವುದು,விதை உணவு
ಬೀಜದ ಜರೀಗಿಡ,விதை ஃபெர்ன்
ಬೀಜ ಗುಣಾಕಾರ,விதை பெருக்கல்
ಮೊಳಕೆ,நாற்று
ಪ್ರತ್ಯೇಕತೆ,பாகுபாடு
ಸೇನಾಪಾ,செஹெமா
ಭೂಕಂಪನ,நில அதிர்வு
ರೋಗಗ್ರೀಪಕ,வலிப்புநோய்
ಸೆಲಗಿನೆಲ್ಲಾ,செலகினெல்லா
ಆಯ್ಕೆ ಮಾಡಬಹುದಾದ ಮಾರ್ಕರ್,தேர்ந்தெடுக்கக்கூடிய மார்க்கர்
ಆಯ್ಕೆ,தேர்வு
ಆಯ್ದ ತಳಿ,தேர்ந்தெடுக்கப்பட்ட இனப்பெருக்கம்
