Bengali,Punjabi
সুডোকোড,ਸੂਡੋ ਕੋਡ
পাবলিক ডেটা নেটওয়ার্ক,ਜਨਤਕ ਡਾਟਾ ਨੈੱਟਵਰਕ
উন্মুক্ত এলাকা,ਜਨਤਕ ਡੋਮੇਨ
পাবলিক কী এনক্রিপ্টিং,ਜਨਤਕ ਕੁੰਜੀ ਇਨਕ੍ਰਿਪਟਿੰਗ
স্পন্দন,ਨਬਜ਼
পালস কোড মডুলেশন,ਪਲਸ ਕੋਡ ਮੋਡੂਲੇਸ਼ਨ
পালস ডিজিটাল মড্যুলেশন (PDM),ਪਲਸ ਡਿਜੀਟਲ ਮੋਡੂਲੇਸ਼ਨ (PDM)
পালস ট্রেন,ਪਲਸ ਰੇਲਗੱਡੀ
বিরাম চিহ্ন,ਵਿਰਾਮ ਚਿੰਨ੍ਹ
ধাক্কা,ਧੱਕਾ
অটোমেটা নিচে ধাক্কা,ਆਟੋਮੇਟਾ ਥੱਲੇ ਧੱਕੋ
পুশআপ তালিকা,ਪੁਸ਼ਅੱਪ ਸੂਚੀ
চতুর্ভুজ ঘনত্ব,ਕੁਆਡ ਘਣਤਾ
যোগ্যতা,ਯੋਗਤਾ
কোয়ান্টিফায়ার,ਕੁਆਂਟੀਫਾਇਰ
কোয়ান্টাইজ করুন,ਮਾਤਰਾ
কোয়ান্টাইজার,ਕੁਆਂਟਾਇਜ਼ਰ
কোয়ান্টাম,ਕੁਆਂਟਮ
কোয়ান্টাম ঘড়ি,ਕੁਆਂਟਮ ਘੜੀ
কোয়ান্টাম কম্পিউটিং,ਕੁਆਂਟਮ ਕੰਪਿਊਟਿੰਗ
উদাহরণ দ্বারা প্রশ্ন,ਉਦਾਹਰਨ ਦੁਆਰਾ ਪੁੱਛਗਿੱਛ
প্রশ্ন,ਪੁੱਛਗਿੱਛ
প্রশ্নের ভাষা,ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ
অনুসন্ধান প্রক্রিয়াকরণ,ਪੁੱਛਗਿੱਛ ਦੀ ਪ੍ਰਕਿਰਿਆ
কিউ,ਕਤਾਰ
সারি ব্যবস্থাপনা,ਕਤਾਰ ਪ੍ਰਬੰਧਨ
সারি রেজিস্টার,ਕਤਾਰ ਰਜਿਸਟਰ
সারিবদ্ধ নেটওয়ার্ক,ਕਤਾਰਬੱਧ ਨੈੱਟਵਰਕ
সারিবদ্ধ তত্ত্ব,ਕਤਾਰਬੱਧ ਥਿਊਰੀ
দ্রুত অ্যাক্সেস মেমরি,ਤੇਜ਼ ਪਹੁੰਚ ਮੈਮੋਰੀ
ভাগফল,ਭਾਗ
রেডিও ফ্রিকোয়েন্সি হস্তক্ষেপ (RFI),ਰੇਡੀਓ ਬਾਰੰਬਾਰਤਾ ਦਖਲਅੰਦਾਜ਼ੀ (RFI)
রেডিক্স,ਮੂਲ
র্যান্ডম এক্সেস কম্পিউটার ইকুইপমেন্ট (RACE),ਰੈਂਡਮ ਐਕਸੈਸ ਕੰਪਿਊਟਰ ਉਪਕਰਣ (RACE)
এলোমেলো অ্যাক্সেস মেমরি (RAM),ਰੈਂਡਮ ਐਕਸੈਸ ਮੈਮੋਰੀ (RAM)
র্যান্ডম স্ক্যান,ਬੇਤਰਤੀਬ ਸਕੈਨ
রাস্টার,ਰਾਸਟਰ
রাস্টার স্ক্যান,ਰਾਸਟਰ ਸਕੈਨ
আবার ইঞ্জিনিয়ারিং,ਮੁੜ ਇੰਜੀਨੀਅਰਿੰਗ
পুনরায় বৃদ্ধি,ਮੁੜ ਵਾਧਾ
নাগালযোগ্যতা,ਪਹੁੰਚਯੋਗਤਾ
পড়ুন,ਪੜ੍ਹੋ
মাথা পড়া,ਸਿਰ ਪੜ੍ਹੋ
শুধুমাত্র পাঠযোগ্য,ਸਿਰਫ ਪੜ੍ਹਨ ਲਈ
শুধুমাত্র স্মৃতি পড়া,ਸਿਰਫ ਮੈਮੋਰੀ ਪੜ੍ਹੋ
পড়া লেখা মাথা,ਪੜ੍ਹੋ ਲਿਖਣ ਦਾ ਸਿਰ
পড়া/লেখা চক্র,ਪੜ੍ਹਨ/ਲਿਖਣ ਦਾ ਚੱਕਰ
পড়া/লেখা মাথা,ਪੜ੍ਹੋ/ਲਿਖੋ ਸਿਰ
পড়া/লেখা,ਪੜ੍ਹੋ/ਲਿਖੋ
পাঠক,ਪਾਠਕ
পড়া,ਪੜ੍ਹਨਾ
উচ্চারণ করা,ਪੜ੍ਹੋ
বাস্তব,ਅਸਲੀ
বাস্তব সময় প্রক্রিয়াকরণ,ਰੀਅਲ ਟਾਈਮ ਪ੍ਰੋਸੈਸਿੰਗ
রিসিভার,ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
স্বীকৃতি যুক্তি,ਮਾਨਤਾ ਤਰਕ
পুনরায় কম্পাইল করুন,ਦੁਬਾਰਾ ਕੰਪਾਇਲ ਕਰੋ
রেকর্ড,ਰਿਕਾਰਡ
রেকর্ডিং মাথা,ਰਿਕਾਰਡਿੰਗ ਸਿਰ
পুনরুদ্ধারযোগ্য ত্রুটি,ਮੁੜ ਪ੍ਰਾਪਤ ਕਰਨ ਯੋਗ ਗਲਤੀ
পুনরুদ্ধার,ਰਿਕਵਰੀ
recursim উপপাদ্য,ਰੀਕਰਸਿਮ ਥਿਊਰਮ
পুনরাবৃত্তি,ਦੁਹਰਾਓ
পুনরাবৃত্ত ফাংশন,ਆਵਰਤੀ ਫੰਕਸ਼ਨ
হ্রাসকৃত নির্দেশনা সেট কম্পিউটার (RISC),ਘਟਾਇਆ ਗਿਆ ਨਿਰਦੇਸ਼ ਸੈੱਟ ਕੰਪਿਊਟਰ (RISC)
অপ্রয়োজনীয়তা,ਰਿਡੰਡੈਂਸੀ
স্বাধীন ডিস্কের অপ্রয়োজনীয় অ্যারে (RAID),ਸੁਤੰਤਰ ਡਿਸਕਾਂ ਦੀ ਬੇਲੋੜੀ ਐਰੇ (RAID)
পুনঃপ্রবেশকারী,ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲਾ
পুনরায় প্রবেশকারী কোড,ਮੁੜ-ਪ੍ਰਵੇਸ਼ ਕੋਡ
রেফারেন্স,ਹਵਾਲਾ
উল্লেখ সততা,ਹਵਾਲਾ ਇਕਸਾਰਤਾ
প্রতিফলন,ਪ੍ਰਤੀਬਿੰਬ
প্রতিবিম্ব,ਪ੍ਰਤੀਬਿੰਬ
প্রতিসরণ,ਅਪਵਰਤਨ
রিফ্রেশ,ਤਾਜ਼ਾ ਕਰੋ
পুনর্জন্ম,ਪੁਨਰਜਨਮ
নিবন্ধন,ਰਜਿਸਟਰ
নিয়মিত ব্যাকরণ,ਨਿਯਮਤ ਵਿਆਕਰਣ
সম্পর্ক,ਸਬੰਧ
সম্পর্কিত তথ্য ভাণ্ডার,ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ
রিলেশনাল ডাটাবেস ম্যানেজমেন্ট সিস্টেম (RDBMS),ਰਿਲੇਸ਼ਨਲ ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ (RDBMS)
রিলেশনাল মডেল,ਰਿਲੇਸ਼ਨਲ ਮਾਡਲ
আপেক্ষিক,ਰਿਸ਼ਤੇਦਾਰ
আপেক্ষিক ঠিকানা,ਰਿਸ਼ਤੇਦਾਰ ਸੰਬੋਧਨ
রিলে,ਰੀਲੇਅ
নির্ভরযোগ্যতা মডেলিং,ਭਰੋਸੇਯੋਗਤਾ ਮਾਡਲਿੰਗ
নির্ভরযোগ্য,ਭਰੋਸੇਯੋਗ
স্থানান্তরযোগ্য কোড,ਰੀਲੋਕੇਟੇਬਲ ਕੋਡ
দূরবর্তী,ਰਿਮੋਟ
দূরবর্তী হোস্ট,ਰਿਮੋਟ ਹੋਸਟ
দূরবর্তী কাজের এন্ট্রি,ਰਿਮੋਟ ਨੌਕਰੀ ਦਾਖਲਾ
দূরবর্তী লগ ইন,ਰਿਮੋਟ ਲਾਗ-ਇਨ
দূরবর্তী পদ্ধতি কল (RPC),ਰਿਮੋਟ ਪ੍ਰਕਿਰਿਆ ਕਾਲ (RPC)
রিমোট সেন্সিং,ਰਿਮੋਟ ਸੈਂਸਿੰਗ
নাম পরিবর্তন করুন,ਨਾਮ ਬਦਲੋ
রেন্ডারিং,ਪੇਸ਼ਕਾਰੀ
রিপিটার,ਰੀਪੀਟਰ
উত্তর দিন,ਜਵਾਬ
অনুরোধ,ਬੇਨਤੀ
মন্তব্যের জন্য অনুরোধ (RFC),ਟਿੱਪਣੀਆਂ ਲਈ ਬੇਨਤੀ (RFC)
অনুরোধ/উত্তর প্রোটোকল,ਬੇਨਤੀ/ਜਵਾਬ ਪ੍ਰੋਟੋਕੋਲ
প্রোগ্রাম পুনরায় চালান,ਪ੍ਰੋਗਰਾਮ ਨੂੰ ਮੁੜ ਚਲਾਓ
গবেষণা,ਖੋਜ
চক্র পুনরায় সেট করুন,ਰੀਸੈਟ ਚੱਕਰ
বাসিন্দা,ਨਿਵਾਸੀ
রেজোলিউশন,ਮਤਾ
সম্পদ,ਸਰੋਤ
প্রতিক্রিয়া সময়,ਜਵਾਬ ਦਾ ਸਮਾਂ
আবার শুরু,ਰੀਸਟਾਰਟ ਕਰੋ
পুনরুদ্ধার করুন,ਰੀਸਟੋਰ ਕਰੋ
রিট্রেস,ਰੀਟਰੇਸ
রিট্রান্সমিশন,ਰੀਟ੍ਰਾਂਸਮਿਸ਼ਨ
পুনরুদ্ধার করুন,ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ
পুনরায় চেষ্টা করা,ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ
প্রত্যাবর্তন,ਵਾਪਸੀ
রিটার্ন কোড,ਵਾਪਸੀ ਕੋਡ
রিটার্ন কী,ਵਾਪਸੀ ਕੁੰਜੀ
পুনরায় ব্যবহারযোগ্য কোড,ਮੁੜ ਵਰਤੋਂ ਯੋਗ ਕੋਡ
পুনর্লিখনযোগ্য,ਮੁੜ ਲਿਖਣਯੋਗ
আরজিবি মনিটর,RGB ਮਾਨੀਟਰ
ফিতা,ਰਿਬਨ
সঠিক সমস্যা,ਸਹੀ ਮੁੱਦਾ
রোবট,ਰੋਬੋਟ
যন্ত্রমানব নির্মাণ বিদ্যা,ਰੋਬੋਟਿਕਸ
বলিষ্ঠ,ਮਜ਼ਬੂਤ
ভূমিকা,ਭੂਮਿਕਾ
ফিরে আসা,ਵਾਪਸ ਰੋਲ
রোল ইন,ਵਿੱਚ ਰੋਲ
রোল আউট,ਵੇਲਨਾ
রম,ROM
রুট,ਰੂਟ
রুট ডিরেক্টরি,ਰੂਟ ਡਾਇਰੈਕਟਰੀ
ত্রুটির রাউন্ড,ਗਲਤੀ ਦਾ ਦੌਰ
রাউটার,ਰਾਊਟਰ
রাউটিং,ਰੂਟਿੰਗ
RS232C ইন্টারফেস,RS232C ਇੰਟਰਫੇਸ
RSA এনক্রিপশন,RSA ਇਨਕ੍ਰਿਪਸ਼ਨ
আরটিসি,ਆਰ.ਟੀ.ਸੀ
দৈর্ঘ্য এনকোডিং চালান,ਲੰਬਾਈ ਇੰਕੋਡਿੰਗ ਚਲਾਓ
রান সময়,ਚਲਾਉਣ ਦਾ ਸਮਾਂ
রান টাইম ত্রুটি,ਰੰਨਟਾਈਮ ਗਲਤੀ
নমুনা,ਨਮੂਨਾ
স্যাম্পলিং,ਨਮੂਨਾ
স্যাটেলাইট,ਸੈਟੇਲਾਈਟ
স্যাচুরেটিং,ਸੰਤ੍ਰਿਪਤ
সংরক্ষণ,ਸੇਵ ਕਰੋ
পরিমাপযোগ্যতা,ਸਕੇਲੇਬਿਲਟੀ
স্কেলার,ਸਕੇਲਰ
স্ক্যানিং,ਸਕੈਨਿੰਗ
দৃশ্যকল্প,ਦ੍ਰਿਸ਼
সময়সূচী,ਸ਼ਡਿਊਲਰ
স্ক্রিন ইমেজ প্রজেক্টর,ਸਕਰੀਨ ਚਿੱਤਰ ਪ੍ਰੋਜੈਕਟਰ
লিপি,ਸਕ੍ਰਿਪਟ
স্ক্রিপ্টিং ভাষা,ਸਕ੍ਰਿਪਟਿੰਗ ਭਾਸ਼ਾ
স্ক্রোলিং,ਸਕ੍ਰੋਲਿੰਗ
SDLC (সিক্রোনাস ডেটা লিঙ্ক নিয়ন্ত্রণ),SDLC (ਸਮਕਾਲੀ ਡਾਟਾ ਲਿੰਕ ਕੰਟਰੋਲ)
অনুসন্ধান করুন,ਖੋਜ
খোঁজ যন্ত্র,ਖੋਜ ਇੰਜਣ
অনুসন্ধান গাছ,ਖੋਜ ਰੁੱਖ
অনুসন্ধান করা হচ্ছে,ਖੋਜ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ
মাধ্যমিক,ਸੈਕੰਡਰੀ
সেক্টর,ਸੈਕਟਰ
নিরাপত্তা নীতি,ਸੁਰੱਖਿਆ ਨੀਤੀ
সময় নেওয়া,ਸਮਾਂ ਭਾਲੋ
সেগমেন্ট,ਖੰਡ
সেগমেন্টেশন,ਵਿਭਾਜਨ
নির্বাচন বাছাই,ਚੋਣ ਲੜੀ
স্বয়ংসম্পূর্ণ,ਆਪਣੇ ਆਪ ਵਿੱਚ ਸ਼ਾਮਲ
শব্দার্থবিদ্যা,ਅਰਥ ਵਿਗਿਆਨ
সেমাফোর,ਸੈਮਾਫੋਰ
সেমিকন্ডাক্টর,ਸੈਮੀਕੰਡਕਟਰ
শব্দার্থিক ওয়েব,ਅਰਥਵਾਦੀ ਵੈੱਬ
অনুক্রমিক অ্যাক্সেস পদ্ধতি,ਕ੍ਰਮਵਾਰ ਪਹੁੰਚ ਵਿਧੀ
সিরিয়াল,ਸੀਰੀਅਲ
সিরিয়ালাইজার,ਸੀਰੀਅਲਾਈਜ਼ਰ
সার্ভার,ਸਰਵਰ
সার্ভার ক্র্যাশ,ਸਰਵਰ ਕਰੈਸ਼
সার্ভার লাইসেন্স,ਸਰਵਰ ਲਾਇਸੰਸ
সার্ভো গুণক,ਸਰਵੋ ਗੁਣਕ
সেট,ਸੈੱਟ ਕਰੋ
চিহ্নিত করা,ਸੈੱਟ ਪੁਆਇੰਟ
সেট আপ,ਸਥਾਪਨਾ ਕਰਨਾ
ছায়া,ਛਾਂ
শেডিং,ਸ਼ੈਡਿੰਗ
ছায়া,ਸ਼ੈਡੋ
ফাইল শেয়ার করুন,ਸ਼ੇਅਰ ਫਾਇਲ
ভাগ করা অ্যাক্সেস,ਸਾਂਝੀ ਪਹੁੰਚ
শেয়ারিং,ਸਾਂਝਾ ਕਰਨਾ
শেল,ਸ਼ੈੱਲ
চরিত্র পরিবর্তন,ਸ਼ਿਫਟ ਅੱਖਰ
শর্ট সার্কিট,ਸ਼ਾਰਟ ਸਰਕਟ
সংক্ষিপ্ত নির্দেশ,ਛੋਟੀ ਹਦਾਇਤ
ভাইবোন,ਭੈਣ-ਭਰਾ
পার্শ্ব প্রতিক্রিয়া,ਨੁਕਸਾਨ
সাইন বিট,ਸਾਈਨ ਬਿੱਟ
সংকেত,ਇਸ਼ਾਰਾ
সংকেত প্রক্রিয়াজাতকরণ,ਸਿਗਨਲ ਪ੍ਰੋਸੈਸਿੰਗ
সংকেত,ਸਿਗਨਲ
শব্দ অনুপাত থেকে সংকেত,ਸਿਗਨਲ-ਤੋਂ-ਸ਼ੋਰ ਅਨੁਪਾਤ
স্বাক্ষর,ਦਸਤਖਤ
স্বাক্ষর পরীক্ষা,ਦਸਤਖਤ ਟੈਸਟਿੰਗ
উল্লেখযোগ্য সংখ্যা,ਮਹੱਤਵਪੂਰਨ ਅੰਕ
সিলিকন চিপ,ਸਿਲੀਕਾਨ ਚਿੱਪ
সাধারণ মেল ট্রান্সফার প্রোটোকল (SMTP),ਸਧਾਰਨ ਮੇਲ ਟ੍ਰਾਂਸਫਰ ਪ੍ਰੋਟੋਕੋਲ (SMTP)
সিমপ্লেক্স,ਸਿੰਪਲੈਕਸ
সিমপ্লেক্স নোড,ਸਿੰਪਲੈਕਸ ਨੋਡ
সিমুলেশন,ਸਿਮੂਲੇਸ਼ਨ
সিমুলেটর,ਸਿਮੂਲੇਟਰ
যুগপত,ਸਿਮਟਲ
যুগপত প্রক্রিয়াকরণ,ਸਮਕਾਲੀ ਪ੍ਰਕਿਰਿਆ
সিঙ্গেলটন,ਸਿੰਗਲਟਨ
সাইটের লাইসেন্স,ਸਾਈਟ ਲਾਇਸੰਸ
আকার,ਆਕਾਰ
সাইজিং,ਆਕਾਰ
স্কেচিং,ਸਕੈਚਿੰਗ
এড়িয়ে যান,ਛੱਡੋ
স্কিপিং,ਛੱਡਣਾ
স্ল্যাশ,ਸਲੈਸ਼
স্লেভ কম্পিউটার,ਗੁਲਾਮ ਕੰਪਿਊਟਰ
স্লাইডিং উইন্ডো প্রোটোকল,ਸਲਾਈਡਿੰਗ ਵਿੰਡੋ ਪ੍ਰੋਟੋਕੋਲ
স্লিপ,ਸਲਿੱਪ
স্লট,ਸਲਾਟ
ছোট কম্পিউটার সিস্টেম ইন্টারফেস (SCSI),ਛੋਟਾ ਕੰਪਿਊਟਰ ਸਿਸਟਮ ਇੰਟਰਫੇਸ (SCSI)
স্মার্ট কার্ড,ਸਮਾਰਟ ਕਾਰਡ
শামুক মেইল,snail ਮੇਲ
স্ন্যাপশট,ਸਨੈਪਸ਼ਾਟ
নরম কম্পিউটিং,ਸਾਫਟ ਕੰਪਿਊਟਿੰਗ
সফট কপি,ਸਾਫਟ ਕਾਪੀ
নরম ফন্ট,ਨਰਮ ਫੌਂਟ
সফটওয়্যার,ਸਾਫਟਵੇਅਰ
সফ্টওয়্যার প্রকৌশল,ਸਾਫਟਵੇਅਰ ਇੰਜੀਨੀਅਰਿੰਗ
সফ্টওয়্যার লাইসেন্স,ਸਾਫਟਵੇਅਰ ਲਾਇਸੰਸ
সফটওয়্যার পাইরেসি,ਸਾਫਟਵੇਅਰ ਪਾਇਰੇਸੀ
বর্ণালী,ਸਪੈਕਟ੍ਰਮ
সর্পিল,ਸਪਿਰਲ
শীট ছড়িয়ে,ਸ਼ੀਟ ਫੈਲਾਓ
স্ট্যান্ডার্ড,ਮਿਆਰੀ
স্ট্যান্ডার্ড সাধারণীকৃত মার্কআপ ভাষা (SGML),ਮਿਆਰੀ ਜਨਰਲਾਈਜ਼ਡ ਮਾਰਕਅੱਪ ਭਾਸ਼ਾ (SGML)
প্রমিতকরণ,ਮਾਨਕੀਕਰਨ
Standby সময়,ਸਟੈਂਡਬਾਏ ਸਮਾਂ
তারকা LAN,ਸਟਾਰ LAN
তারকা টপোলজি,ਸਟਾਰ ਟੋਪੋਲੋਜੀ
বিট শুরু,ਬਿੱਟ ਸ਼ੁਰੂ ਕਰੋ
অনাহার,ਭੁੱਖਮਰੀ
স্ট্যাটিক মেমরি&#39;,ਸਥਿਰ ਮੈਮੋਰੀ&#39;
স্ট্যাটাস চ্যানেল,ਸਥਿਤੀ ਚੈਨਲ
ধাপে আকার,ਕਦਮ ਦਾ ਆਕਾਰ
থামুন এবং প্রোটোকল অপেক্ষা করুন,ਰੋਕੋ ਅਤੇ ਪ੍ਰੋਟੋਕੋਲ ਦੀ ਉਡੀਕ ਕਰੋ
স্টপ কোড,ਸਟਾਪ ਕੋਡ
স্টপ কী,ਸਟਾਪ ਕੁੰਜੀ
সঞ্চয়যোগ্যতা,ਸਟੋਰੇਬਿਲਟੀ
সংরক্ষিত প্রোগ্রাম,ਸਟੋਰ ਕੀਤਾ ਪ੍ਰੋਗਰਾਮ
স্ট্রিং ডেটা,ਸਤਰ ਡਾਟਾ
কাঠামোগত কোডিং,ਢਾਂਚਾਗਤ ਕੋਡਿੰਗ
কাঠামোগত ক্যোয়ারী ভাষা (SQL),ਢਾਂਚਾਗਤ ਪੁੱਛਗਿੱਛ ਭਾਸ਼ਾ (SQL)
শৈলী শীট,ਸ਼ੈਲੀ ਸ਼ੀਟ
সাব-ডিরেক্টরি,ਉਪ-ਡਾਇਰੈਕਟਰੀ
সাবনেট,ਸਬਨੈੱਟ
সাবট্রি,ਸਬਟ੍ਰੀ
সারসংক্ষেপ,ਸੰਖੇਪ
সুপার কম্পিউটার,ਸੁਪਰ ਕੰਪਿਊਟਰ
সুপার কম্পিউটিং,ਸੁਪਰ ਕੰਪਿਊਟਿੰਗ
সুপার কী,ਸੁਪਰ ਕੁੰਜੀ
সুপার ব্যবহারকারী,ਸੁਪਰ ਉਪਭੋਗਤਾ
তত্ত্বাবধানে শিক্ষা,ਨਿਰੀਖਣ ਕੀਤੀ ਸਿਖਲਾਈ
সমর্থন চিপ,ਸਹਾਇਤਾ ਚਿੱਪ
সার্ফ,ਸਰਫ
সার্ফিং,ਸਰਫਿੰਗ
অদলবদল,ਸਵੈਪ
অদলবদল,ਵਿੱਚ ਸਵੈਪ
অদলবদল করা,ਸਵੈਪ ਬਾਹਰ
অদলবদল,ਸਵੈਪਿੰਗ
সুইচড নেটওয়ার্ক,ਬਦਲਿਆ ਨੈੱਟਵਰਕ
সুইচিং,ਬਦਲੀ ਜਾ ਰਹੀ ਹੈ
স্যুইচিং তত্ত্ব,ਸਵਿਚਿੰਗ ਥਿਊਰੀ
প্রতীকী প্রোগ্রামিং,ਪ੍ਰਤੀਕ ਪ੍ਰੋਗਰਾਮਿੰਗ
সিঙ্ক্রোনাইজেশন,ਸਮਕਾਲੀਕਰਨ
সিঙ্ক্রোনাইজার,ਸਿੰਕ੍ਰੋਨਾਈਜ਼ਰ
সিঙ্ক্রোনাস,ਸਮਕਾਲੀ
সিঙ্ক্রোনাস ডিজিটাল হায়ারার্কি (SDH),ਸਮਕਾਲੀ ਡਿਜੀਟਲ ਲੜੀ (SDH)
সিনট্যাক্স বিশ্লেষণ,ਸੰਟੈਕਸ ਵਿਸ਼ਲੇਸ਼ਣ
ধারা বিশ্লেষণ,ਸਿਸਟਮ ਵਿਸ਼ਲੇਸ਼ਣ
সিস্টেম ইঞ্জিনিয়ারিং,ਸਿਸਟਮ ਇੰਜੀਨੀਅਰਿੰਗ
সিস্টেম হ্যাকার,ਸਿਸਟਮ ਹੈਕਰ
ব্যাবস্থা সংযোগকারক,ਸਿਸਟਮ ਇੰਟੀਗਰੇਟਰ
সিস্টেম লগ,ਸਿਸਟਮ ਲਾਗ
সিস্টেম মাস্ক,ਸਿਸਟਮ ਮਾਸਕ
সিস্টেম নেটওয়ার্ক আর্কিটেকচার (SNA),ਸਿਸਟਮ ਨੈੱਟਵਰਕ ਆਰਕੀਟੈਕਚਰ (SNA)
সিস্টেম প্রোগ্রামার,ਸਿਸਟਮ ਪ੍ਰੋਗਰਾਮਰ
সিস্টেম রিস্টার্ট,ਸਿਸਟਮ ਨੂੰ ਮੁੜ ਚਾਲੂ ਕਰੋ
সিস্টেম শাটডাউন,ਸਿਸਟਮ ਬੰਦ
সিস্টেম পরীক্ষা,ਸਿਸਟਮ ਟੈਸਟਿੰਗ
সিস্টেম ইউটিলিটি,ਸਿਸਟਮ ਸਹੂਲਤ
পদ্ধতিগত কোড,ਯੋਜਨਾਬੱਧ ਕੋਡ
ট্যাব কমান্ড,ਟੈਬ ਕਮਾਂਡ
টেবিল,ਟੇਬਲ
টেবিল দেখুন,ਸਾਰਣੀ ਉੱਪਰ ਦੇਖੋ
টেবিল স্পেস,ਟੇਬਲ ਸਪੇਸ
ট্যাবলেট,ਟੈਬਲੇਟ
ট্যাবুলার অ্যারে,ਸਾਰਣੀਬੱਧ ਐਰੇ
ট্যাবুলেটিং ফাংশন,ਟੇਬਲਿੰਗ ਫੰਕਸ਼ਨ
ট্যাগ করা আর্কিটেকচার,ਟੈਗ ਕੀਤਾ ਆਰਕੀਟੈਕਚਰ
ট্যাগ করা ছবি ফাইল ফরম্যাট (TIFF),ਟੈਗਡ ਚਿੱਤਰ ਫਾਈਲ ਫਾਰਮੈਟ (TIFF)
ট্যান্ডাম সিস্টেম,ਟੈਂਡਮ ਸਿਸਟਮ
টেপ ঘনত্ব,ਟੇਪ ਦੀ ਘਣਤਾ
টেপ মাস্ক,ਟੇਪ ਮਾਸਕ
tar ফাইল,tar ਫਾਈਲ
টাস্ক,ਟਾਸਕ
টাস্ক বার,ਟਾਸਕ ਬਾਰ
কাজের সূচি,ਕਾਰਜ ਅਨੁਸੂਚੀ
TCP/IP (ট্রান্সমিশন কন্ট্রোল প্রোটোকল/ইন্টারনেট প্রোটোকল),TCP/IP (ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਕੰਟਰੋਲ ਪ੍ਰੋਟੋਕੋਲ/ਇੰਟਰਨੈਟ ਪ੍ਰੋਟੋਕੋਲ)
টিয়ারডাউন অপারেশন,ਤੋੜਨ ਦੀ ਕਾਰਵਾਈ
টেলিকম,ਟੈਲੀਕਾਮ
টেলিযোগাযোগ,ਦੂਰਸੰਚਾਰ
টেলিকনফারেন্স,ਟੈਲੀਕਾਨਫਰੰਸ
টেলিকনফারেন্সিং,ਟੈਲੀਕਾਨਫਰੈਂਸਿੰਗ
টেলিগ্রাফি,ਟੈਲੀਗ੍ਰਾਫੀ
টেলিমেট্রি,ਟੈਲੀਮੈਟਰੀ
টেলিফোন,ਟੈਲੀਫ਼ੋਨ
টেলিফোনি,ਟੈਲੀਫੋਨੀ
টেলিপ্রিন্টার,ਟੈਲੀਪ੍ਰਿੰਟਰ
টেলিপ্রসেসিং,ਟੈਲੀਪ੍ਰੋਸੈਸਿੰਗ
টেলিভিশন,ਟੈਲੀਵਿਜ਼ਨ
টেলেক্স,ਟੇਲੈਕਸ
টেলনেট,ਟੈਲਨੈੱਟ
তাপমাত্রা,ਤਾਪਮਾਨ
টেমপ্লেট,ਟੈਂਪਲੇਟ
দশের পরিপূরক,ਦਸ ਦਾ ਪੂਰਕ
তেরা বাইট,tera ਬਾਈਟ
তেরা ফ্লপ,ਤੇਰਾ ਫਲਾਪ
টার্মিনাল কার্সার,ਟਰਮੀਨਲ ਕਰਸਰ
টার্মিনাল নোড,ਟਰਮੀਨਲ ਨੋਡ
টার্মিনাল উইন্ডো,ਟਰਮੀਨਲ ਵਿੰਡੋ
সমাপ্তি,ਸਮਾਪਤੀ
টারনারি,ਟਰਨਰੀ
টার্নারি অপারেশন,ਤ੍ਰਿਏਕ ਓਪਰੇਸ਼ਨ
পরীক্ষা,ਟੈਸਟ
পরীক্ষার কভারেজ,ਟੈਸਟ ਕਵਰੇਜ
পরীক্ষা চালানো,ਟੈਸਟ ਰਨ
টেস্ট-ডেটা,ਟੈਸਟ-ਡਾਟਾ
পাঠ্য,ਟੈਕਸਟ
টেক্সট বক্স,ਟੈਕਸਟ ਬਾਕਸ
পাঠ্য কার্সার,ਟੈਕਸਟ ਕਰਸਰ
টেক্সট সম্পাদক,ਟੈਕਸਟ ਐਡੀਟਰ
লেখার ফাইল,ਟੈਕਸਟ ਫਾਈਲ
পাঠ্য মোড,ਟੈਕਸਟ ਮੋਡ
পাঠ্য প্রক্রিয়াকরণ,ਟੈਕਸਟ ਪ੍ਰੋਸੈਸਿੰਗ
টেক্সট টু স্পিচ (TTS),ਟੈਕਸਟ ਟੂ ਸਪੀਚ (TTS)
টেক্সচার ম্যাপিং,ਟੈਕਸਟ ਮੈਪਿੰਗ
টি-ফ্লিপ-ফ্লপ,ਟੀ-ਫਲਿਪ-ਫਲਾਪ
থারমাল প্রিন্টার,ਥਰਮਲ ਪ੍ਰਿੰਟਰ
পাতলা ফিল্ম মেমরি,ਪਤਲੀ ਫਿਲਮ ਮੈਮੋਰੀ
পাতলা ফিল্ম ট্রানজিস্টর,ਪਤਲੀ ਫਿਲਮ ਟਰਾਂਜ਼ਿਸਟਰ
মারধর,ਥਰੈਸ਼ਿੰਗ
থ্রেড,ਥਰਿੱਡ
