Marathi,Odiya
सुटे प्रत,ଖାଲି କପି |
मोकळा वेळ,ଖାଲି ସମୟ
स्पीकर,ବକ୍ତା
विशेष,ବିଶେଷ
विशेष क्षमता चाचणी,ବିଶେଷ ଦକ୍ଷତା ପରୀକ୍ଷା |
विशेष भत्ता,ବିଶେଷ ଭତ୍ତା
विशेष सेल,ବିଶେଷ କୋଷ
विशेष प्रशंसा,ବିଶେଷ ପ୍ରଶଂସା
विशेष भरपाई भत्ता,ବିଶେଷ କ୍ଷତିପୂରଣ ଭତ୍ତା |
विशेष ड्राइव्ह,ସ୍ୱତନ୍ତ୍ର ଡ୍ରାଇଭ୍ |
विशेष अनुदान,ବିଶେଷ ଅନୁଦାନ
विशेषज्ञ,ବିଶେଷଜ୍ଞ |
विशेषज्ञता,ବିଶେଷକରଣ
विशेष मेसेंजर,ବିଶେଷ ଦୂତ |
विशेष वेतन,ବିଶେଷ ଦରମା
विशेष शक्ती ऑफ अटर्नी,ATTERNY ର ବିଶେଷ ଶକ୍ତି |
विशेष संरक्षण गट,ବିଶେଷ ସୁରକ୍ଷା ଗୋଷ୍ଠୀ |
विशिष्ट,ନିର୍ଦ୍ଦିଷ୍ଟ
तपशील,ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
विशिष्ट नकार,ନିର୍ଦ୍ଦିଷ୍ଟ ଅସ୍ୱୀକାର |
विशिष्ट कारण,ନିର୍ଦ୍ଦିଷ୍ଟ କାରଣ |
नमुना स्वाक्षरी,ନମୁନା ଦସ୍ତଖତ |
अनुमान,ଅନୁମାନ
भाषण,ଭାଷଣ
वेग,ଗତି
गतिरोधक,ସ୍ପିଡ୍ ବ୍ରେକର୍ |
वेग मर्यादा,ଗତି ସୀମା
वेग पोस्ट,ଗତି ପୋଷ୍ଟ
वेगवान क्रिया,ଶୀଘ୍ର କାର୍ଯ୍ୟ
गोल,କ୍ଷେତ୍ର
आवर्त बंधन,ସ୍ପିରାଲ୍ ବାନ୍ଧିବା |
विभाजित कर्तव्य,ବିଭାଜନ କର୍ତ୍ତବ୍ୟ
प्रवक्त्या (= प्रवक्त्या व्यक्ती),ମୁଖମାସମ୍ୟାନ୍ (= ବ୍ୟକ୍ତିଙ୍କୁ କହିଥିଲେ)
प्रायोजक,ପ୍ରଯୋଜକ
प्रायोजकत्व,ପ୍ରାୟୋଜକ
स्पॉट तपासणी,ସ୍ପଟ୍ ଇନ୍ସପେକ୍ଟର |
स्पॉट पेमेंट,ସ୍ପଟ୍ ଦେୟ
जोडीदार,ପତି
पथक,ସ୍କ୍ବାଡ୍
स्थिरता,ସ୍ଥିରତା
कर्मचारी,କର୍ମଚାରୀ
स्टाफ असोसिएशन,କର୍ମଚାରୀ ଆସୋସିଏସନ |
कर्मचारी तपासणी युनिट,କର୍ମଚାରୀ ଯାଞ୍ଚ ଏକକ |
स्टाफ क्वार्टर,କର୍ମଚାରୀ କ୍ୱାର୍ଟର |
कर्मचारी कक्ष,କର୍ମଚାରୀ କୋଠରୀ |
स्टाफ वेलफेअर फंड,କର୍ମଚାରୀ କଲ୍ୟାଣ ପାଣ୍ଠି |
स्टेज,ପର୍ଯ୍ୟାୟ
स्थिरता,ସ୍ଥଗନ
धोक्याचे,ବାଡ଼ି
मुद्रांक,ମୋହର
मुद्रांक शुल्क,ଷ୍ଟାମ୍ପ ଡ୍ୟୁଟି |
मुद्रांकित लिफाफा,ଷ୍ଟାମ୍ପଡ୍ ଏନଭଲପ୍ |
स्टॅम्प पॅड,ଷ୍ଟାମ୍ପଡ୍ ପ୍ୟାଡ୍ |
स्टॅम्प पेपर,ଷ୍ଟାମ୍ପ କାଗଜ |
उभे रहा,ଛିଡା ହୁଅ |
मानक,ମାନକ
मानक करार,ମାନକ ଚୁକ୍ତି |
मानक कपात,ଷ୍ଟାଣ୍ଡାର୍ଡ ରିହାତି |
मानक स्वरूप,ମାନକ ଫର୍ମାଟ
मानकीकरण,ମାନକ
मानक मनुष्य-तास,ମାନକ ମ୍ୟାନ୍-ଘଣ୍ଟା |
जीवनमान,ଜୀବନ୍ତ ବାସସ୍ଥାନ
मानक कामगिरी,ମାନକ କାର୍ଯ୍ୟଦକ୍ଷତା |
मानक दर,ମାନକ ହାର
स्टँडबाय व्यवस्था,ଷ୍ଟାଣ୍ଡବାଇ ବ୍ୟବସ୍ଥା |
उभे,ଠିଆ ହେବା
स्थायी आयोग,ଛିଡା କମିଶନ |
स्थायी समिती,ଷ୍ଟାଣ୍ଡିଂ କମିଟି |
स्थायी आदेशात,ଠିଆ ହୋଇଥିବା କ୍ରମ |
स्थिर,ଛିଡା ହୋଇଛି |
तारांकित,ଆକଳନ
तारांकित प्रश्न,ଶବ୍ଦର ପ୍ରଶ୍ନ
स्टार्टर,ପ୍ରାରମ୍ଭିକ
सुरुवातीचा पगार,ଦରମା ଆରମ୍ଭ କରିବା |
राज्य,ରାଜ୍ୟ
राज्य मेजवानी,ଷ୍ଟେଟ୍ ବ୍ୟାଙ୍କକେଟ୍ |
राज्य सरकार,ରାଜ୍ୟ ସରକାର
राज्य अतिथी,ଷ୍ଟେଟ୍ ଅତିଥି |
राज्य यादी,ସ୍ଥିତି ତାଲିକା
गतिरोधक,ଅସ୍ଥିରତା
विधान,ଷ୍ଟେଟମେଣ୍ଟ
खाते विधान,ଖାତାର ବିବୃତ୍ତି
तथ्यांचे विधान,ତଥ୍ୟଗୁଡିକର ବିବୃତ୍ତି |
आरोग्य स्थिती,ସ୍ୱାସ୍ଥ୍ୟର ଅବସ୍ଥା
राजकारणी,ରାଜ୍ୟଦାତା |
स्थिर,ପରିସଂଖ୍ୟାନ
स्टेशन,ଷ୍ଟେସନ |
स्थिर साठा,ସ୍ଥିର ଷ୍ଟକ୍ |
स्टेशनरी,ଷ୍ଟେସନାରୀ
स्टेशन रजा,ଷ୍ଟେସନ ଛୁଟି
सांख्यिकीय,ପରିସଂଖ୍ୟାନ
सांख्यिकीय डेटा,ପରିସଂଖ୍ୟାନ ତଥ୍ୟ |
आकडेवारी,ପରିସଂଖ୍ୟାନ
स्थिती,ସ୍ଥିତି
स्थिती,ଯଥାସ୍ଥିତି
स्थिती अहवाल,ସ୍ଥିତି ରିପୋର୍ଟ
स्थिती प्रतीक,ସ୍ଥିତି ପ୍ରତୀକ |
कायदे,ସ୍ଥ
वैधानिक,ନିୟମ
वैधानिक शरीर,ବିଧିଗତ ଶରୀର
वैधानिक सुट्टी,ବିପୁଟ ଛୁଟି
वैधानिक अधिकार,ବିପୁଟ ଅଧିକାର |
रहा,ରୁହ |
एसटीडी,Ssd
स्थिर वाढ,ସ୍ଥିର ଅଭିବୃଦ୍ଧି |
उंच वाढ,ଖାଲ ବୃଦ୍ଧି
सुकाणू समिती,ଷ୍ଟିଅରିଂ କମିଟି |
स्टेनोग्राफी,ବାଡ଼ିଗ୍ରାଫି |
निर्जंतुकीकरण,ନିରୂପଣ
स्टर्न Action क्शन,କଠୋର କାର୍ଯ୍ୟ
कलंक,କଳହ
उत्तेजन,ଉତ୍ସାହ
स्टायपेंड,ସ୍ଥିର
संज्ञा,ସର୍ତ୍ତମୂଳକ
निर्धारित वेळ मर्यादा,ଧାର୍ଯ୍ୟ ସମୟ ସୀମା |
अटी,ସର୍ତ୍ତ
साठा,ଷ୍ଟକ୍ |
स्टॉक रजिस्टर,ଷ୍ଟକ୍ ରେଜିଷ୍ଟର |
स्टॉक-टेक,ଷ୍ଟକ୍-ନେବା
स्टॉक व्हॅल्यूएशन,ଷ୍ଟକ୍ ମୂଲ୍ୟ
स्टॉपगॅप व्यवस्था,ଷ୍ଟପଗାପ୍ ବ୍ୟବସ୍ଥା |
संचयन,ସଂରକ୍ଷଣ
साठवण्याची जागा,ସଂରକ୍ଷଣ ସ୍ଥାନ
स्टोअर,ଷ୍ଟୋର୍ କରନ୍ତୁ |
सरळ,ସିଧା
मानसिक ताण,ଷ୍ଟ୍ରେନ୍
विचित्र,ଅଜବ |
अनोळखी,ଅପରିଚିତ
स्तर,Sra
रणनीती,ରଣନୀତି
स्तरीकरण,ଚାପରିଫିକେସନ୍
प्रवाह,Stream ରଣା
सामर्थ्य,ଶକ୍ତି
मजबूत करा,ଶକ୍ତିଶାଳୀ କର |
कठोर,ଶକ୍ତିଶାଳୀ
ताण,ଚାପ
तणाव व्यवस्थापन,S ଚାପ ପରିଚାଳନା
कठोर,କଡା
काटेकोरपणे,କଠୋର ଭାବରେ |
कडकपणा,କଠୋରତା
कठोर,କଠୋର
संप,ଧର୍ମଘଟ
संप कॉल,ଷ୍ଟ୍ରାଇକ୍ କଲ୍
कडकपणा,ଅଗ୍ରଜନ୍ତୁ
पट्टी,ଷ୍ଟ୍ରିପ୍
प्रयत्न करा,ଚେଷ୍ଟା କର
साठवण क्षमता,ସଂରକ୍ଷଣ କ୍ଷମତା
मजबूत खोली,ଶକ୍ତିଶାଳୀ କୋଠରୀ
स्ट्रक्चरल,ଗଠନମୂଳକ
रचना,ଗଠନ
संरचित मुलाखत,ସଂରଚନା ସାକ୍ଷାତକାର |
संरचित वेतन,ଗଠନମୂଳକ ଦରମା |
संघर्ष,ସଂଘର୍ଷ
हट्टी,ଜିଦ୍ଖୋର
अभ्यासू,ଅଧ୍ୟୟନ
अभ्यास,ଅଧ୍ୟୟନ |
अभ्यासाची रजा,ଅଧ୍ୟୟନ ଛୁଟି
सामग्री,ଷ୍ଟଫ୍
विलक्षण,ଅଳସୁଆ
शैली,ଶ style ଳୀ
उप,ସବ୍
उपसमिती,ସବ୍-କମିଟି |
उप-करार,ସବ୍-ଚୁକ୍ତି |
उप जिल्हा,ଉପ ଜିଲ୍ଲା
उपविभाग,ସବ୍-ଡିଭିଜନ୍ |
उप-प्रमुख,ସବ୍-ହେଡ୍ |
विषय,ବିଷୟ
व्यक्तिनिष्ठ,ବିଷୟବସ୍ତୁ |
सबज्युडिस,ବଶୀଭୂତ
सबलीज,ଅଭିଯୋଗ
Subletting,ଅଭିଯୋଗକାରୀ |
सबमिशन,ଦାଖଲ
अधीन,ବଶୀଭୂତ |
गौण कार्यालय,ଅଧିନସ୍ଥ କାର୍ଯ୍ୟାଳୟ
गौण सेवा,ଅଧସ୍ତନ ସେବା |
गौण कर्मचारी,ଅଧୀକ୍ଷକ କର୍ମଚାରୀ |
सबपरोग्राफ,ସୁବପାରା ଫିଗ୍
सबर्यूल,ସୁରବୁଲ |
सदस्यता घ्या,ସବସ୍କ୍ରାଇବ କରନ୍ତୁ |
सदस्यता घेतली भांडवल,ସବସ୍କ୍ରାଇଟ୍ ପୁଞ୍ଜି |
ग्राहक,ଗ୍ରାହକ |
सदस्यता,ସଦସ୍ୟତା
उपविभाग,ଉତ୍ତେଜନା
त्यानंतरचे,ପରବର୍ତ୍ତୀ
त्यानंतरची क्रिया,ପରବର୍ତ୍ତୀ କାର୍ଯ୍ୟ
त्यानंतर,ପରବର୍ତ୍ତୀ ସମୟରେ |
सहाय्यक,ସହାୟକ
सहाय्यक संस्था,ସହାୟକ ଶରୀର
सहाय्यक उद्योग,ସହାୟକ ଶିଳ୍ପ |
सहाय्यक आदेश,ସବସିଡିୟାରି ମାନଣ୍ଡେଟ୍ |
सहाय्यक पावती,ସହାୟକ ରସିଦ
सहाय्यक नोंदणी,ସହାୟକ ପଞ୍ଜିକରଣ |
अनुदान द्या,ସବସିଡିଜ୍ |
अनुदानित,ସବସିଡି
अनुदानित निवास,ସବସିଡିଯୁକ୍ତ ଆବାସ
अनुदान,ସବସିଡି
निर्वाह,ସବଷ୍ଟାଣ୍ଟେନ୍ସ
निर्वाह भत्ता,ସବଷ୍ଟାଣ୍ଟେନ୍ସ ଭତ୍ତା
निर्वाह अनुदान,ସବଷ୍ଟାଣ୍ଟ ଅନୁଦାନ
कमीतकमी,ଅପବିତ୍ରତା
भरीव,ବହୁମୂଲ୍ୟ
सिद्ध करा,ସବଷ୍ଟାଟିଆସିଟ୍
ठोस,ବହୁମୂଲ୍ୟ
ठोस वेतन,ସବଷ୍ଟାଟିଭ୍ ଦରମା |
ठोस पोस्ट,ପ୍ରସ୍ଥା ପୋଷ୍ଟ |
पर्याय,ବଦଳାନ୍ତୁ
प्रतिस्थापन,ପ୍ରତିସ୍ଥାପନ
उप-परिच्छेद,ସବ୍ ସବ୍-ଅନୁଚ୍ଛେଦ |
उपनगरीय,ଉପାନ୍ତ |
सबवेन्शन,ଉଦ୍ଭିଦ
उपविभाग,ଉତ୍ତନକୁ
भुयारी मार्ग,ସୁଡଂଗ
यशस्वी,ସଫଳ
उत्तराधिकार,ଉତ୍ତରାଧିକାରୀ
सलग,କ୍ରମାଗତ
उत्तराधिकारी,ଉତ୍ତରାଧିକାରୀ
सल्ले,ଅଭିଯୋଗ
दावा,ମକଦ୍ଦମା
दु: ख,ଯନ୍ତ୍ରଣା ଭୋଗ |
दु: ख,ଯନ୍ତ୍ରଣା ଭୋଗୁଛି |
पुरेसे,ଯଥେଷ୍ଟ
प्रत्यय,ସଫିକ୍ସ
मताधिकार,ପୂର୍ଣ୍ଣତା
सूचना,ପରାମର୍ଶ
सूचना बॉक्स,ପରାମର୍ଶ ବାକ୍ସ
सूचना पुस्तक,ପରାମର୍ଶ ପୁସ୍ତକ |
सूचक,ପରାମର୍ଶଦାୟକ
आत्महत्या,ଆତ୍ମହତ୍ୟା
खटला,ସୁଟ୍
योग्यता,ଅନୁପଯୁକ୍ତ
योग्य कृती,ଉପଯୁକ୍ତ କାର୍ଯ୍ୟ
उपयुक्त,ପରିମାପ
बेरीज,ରାଶି
थोडक्यात,ସଂକ୍ଷେପରେ
सारांश,ସାରାଂଶ
सारांश चाचणी,ସାରାଂଶ ପରୀକ୍ଷଣ |
सारांश,ସଂକ୍ଷିପ୍ତ
समिट,ଶିଖର ସମ୍ମିଳନୀ |
समन,ଡାକ
Sumptury भत्ता,ସମ୍ପୁର୍ଣ୍ଣ ଭତ୍ତା
बेरीज,ରାଶି
Sundry,ସୁନ୍ଦର
सुओ मोटो,ସୁଓ ମୋଟୋ |
अतिरेकी,ସୁପରନୁଏସନ୍
सुपरन्युएशन पेन्शन,ସୁପରନ୍ୟୁସନ ପେନ୍ସନ୍ |
वरवरच्या,ଅତ୍ୟଧିକ
अनावश्यक,Arid ତୁଷାର
सुपरइम्पोज,ସୁପରିମ୍ପୋଲ୍ |
श्रेष्ठ,ଶ୍ରେଷ୍ଠ
श्रेष्ठत्व,ଶ୍ରେଷ୍ଠତା
अलौकिक,ସୁଲଭିରିର୍ଦୀ |
अलौकिक पोस्ट,ସୁପ୍ରତିକ ପୋଷ୍ଟ |
सुपरसिप्राय,ସୁପରସ୍କ୍ରେବର |
सुपरस्क्रिप्शन,ସୁପରସ୍କ୍ରିପସନ୍
सुपरसेड,ସୁପର୍ସକି
सुपरसेशन,ସୁପରସନ
सुपरस्ट्रक्चर,ସୁପରଷ୍ଟାର୍କଚର
सुपरटॅक्स,ସୁପରସାକେକ୍ସ
सुपर टाइमस्केल,ସୁପର ଟାଇସ୍କାଲ୍ |
पर्यवेक्षण,ତଦାରଖ
पर्यवेक्षक,ପର୍ଯ୍ୟବେକ୍ଷକ
पर्यवेक्षी कर्मचारी,ପର୍ଯ୍ୟବେକ୍ଷକ କର୍ମଚାରୀ |
पूरक,ସପ୍ଲିମେଣ୍ଟ
पूरक,ସ୍ବାଦପାମାରୀ
पूरक बजेट,ସ୍ବାଦପାମିଆ ବଜେଟ
पूरक किंमत,ସ୍ବାଦଯୁକ୍ତ ମୂଲ୍ୟ
पूरक मागणी,ସପ୍ଲିମେଣ୍ଟାରୀ ଚାହିଦା |
पूरक अनुदान,ସପ୍ଲିମେଣ୍ଟାରୀ ଅନୁଦାନ
पूरक प्रश्न,ସପ୍ଲିମେଣ୍ଟାରୀ ପ୍ରଶ୍ନ |
पूरक नियम,ସପ୍ଲିମେଣ୍ଟାରୀ ନିୟମ |
पुरवठादार,ଯୋଗାଣକାରୀ
पुरवठा,ଯୋଗାଣ
समर्थन,ସମର୍ଥନ
समर्थक,ସମର୍ଥକ
समर्थन दस्तऐवज,ଡକ୍ୟୁମେଣ୍ଟକୁ ସମର୍ଥନ କରିବା |
दडपशाही,ଦମନ
सर्वोच्चता,ସର୍ବୋଚ୍ଚତା
सर्वोच्च,ସର୍ବୋପରି
अधिभार,ସରଚାର୍ଜ |
हमी,ନିଶ୍ଚିତ
हमी बॉन्ड,ନିଶ୍ଚିତତା ବଣ୍ଡ |
पृष्ठभाग तपासणी,ସରଫେସ୍ ଯାଞ୍ଚ |
पृष्ठभाग वाहतूक,ପୃଷ୍ଠ ପଠାଇଲେ
शस्त्रक्रिया,ଅସ୍ତ୍ରୋପଚାର
आडनाव,ଉପନାମ
अधिशेष,ବଳକା
अतिरिक्त बजेट,ଅତିରିକ୍ତ ବଜାର |
अतिरिक्त अहवाल,ସରପ୍ଲସ୍ ରିପୋର୍ଟ
अतिरिक्त कर्मचारी,ସରପ୍ଲସ୍ କର୍ମଚାରୀ |
आश्चर्यचकित तपासणी,ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଯାଞ୍ଚ |
आश्चर्य भेट,ଆଶ୍ଚର୍ଯ୍ୟଜନକ ପରିଦର୍ଶନ |
शरण जाणे,ଆତ୍ମସମର୍ପଣ
आसपासच्या,ଆଖପାଖ
सारटॅक्स,Srortx
पाळत ठेवणे,ତଦାରଖ
सर्वेक्षण,ସର୍ବେକ୍ଷଣ
सर्वेक्षण अहवाल,ସର୍ବେକ୍ଷଣ ରିପୋର୍ଟ
सर्व्हायव्हल,ବଞ୍ଚିବା
हयात,ବଞ୍ଚିବା
वाचलेले,ବଞ୍ଚିଥିବା
संवेदनशीलता,ସ୍ଥଗିତତା
संशयित,ସନ୍ଦିଗ୍ଧ
निलंबित,ସ୍ଥଗିତ ରଖ |
रहस्य,ସସପେନ୍ସ
सस्पेन्स खाते,ନିଲସପେନ୍ସ ଆକାଉଣ୍ଟ |
निलंबन,ନିଲମ୍ବନ
निलंबन ऑर्डर,ନିଲମ୍ବନ କ୍ରମ |
संशय,ସନ୍ଦେହ
टिकाऊ,ସ୍ଥାୟୀ
टिकाऊ वाढ,ସ୍ଥାୟୀ ଅଭିବୃଦ୍ଧି
टिकाव,ସ୍ଥାୟୀ
शपथ,ଶପଥ କର
शपथविधी,ଶପଥ-ସମାରୋହ
अभ्यासक्रम,ପାଠ୍ୟକ୍ରମ
चिन्ह,ପ୍ରତୀକ
सममिती,ସମୃଦ୍ଧ
सहानुभूती,ସହାନୁଭୂତି
सहानुभूती संप,ସହାନୁଭୂତି ଷ୍ଟ୍ରାଇକ୍ |
परिसंवाद,ସିମ୍ପୋସିୟମ
लक्षणं,ଲକ୍ଷଣ
समक्रमित,ସିଙ୍କ୍ରୋନାଇଜ୍ କରନ୍ତୁ |
सारांश,ସିନୋପିସ୍
संश्लेषण,ସିନ୍ଥେସିସ୍
कृत्रिम,ସିନ୍ଥେଟିକ୍ |
प्रणाली,ସିଷ୍ଟମ୍
पद्धतशीर,ବ୍ୟବସ୍ଥିତ
पद्धतशीर काम,ବ୍ୟବସ୍ଥିତ କାର୍ଯ୍ୟ
सिस्टम विश्लेषण,ସିଷ୍ଟମ୍ ବିଶ୍ଳେଷଣ |
टॅब फोल्डर,ଟ୍ୟାବ୍ ଫୋଲ୍ଡର |
टेबल,ଟେବୁଲ୍ |
झांकी,ଟେବୁ |
सामग्री सारणी,ସୁଚୀ ପତ୍ର
घराचे टेबल,ଘରର ଟେବୁଲ
सारणी,ଟାଉନୁଲାର୍ |
सारणीत विधान,ଟ୍ୟାବଲେଟେଡ୍ ଷ୍ଟେଟମେଣ୍ଟ
टॅब्युलेशन,ଟାବଲେସନ୍
टॅब्यूलेटर,ବାଉଣ୍ଡର୍
टॅकल,ଟ୍ୟାକ୍ କରନ୍ତୁ |
युक्ती,କ act ଶଳ |
कुशलतेने,କ ful ଶଳପୂର୍ଣ୍ଣ |
युक्ती,କ act ଶଳ |
टॅग,ଟ୍ୟାଗ୍ |
घरी वेतन घ्या,ଘର ଦିଅ
ताब्यात घ्या,ଅଧିକାର କର
प्रतिभावान,ଦକ୍ଷ
प्रतिभा शोध,ପ୍ରତିଭା ସର୍ଚ୍ଚ
टॅली,ଟାଲି
टॅली कार्ड,ଟାଲି କାର୍ଡ
छेडछाड,ଏବେଟନ
मूर्त,ପର୍ଯ୍ୟାପ୍ତ |
मूर्त मालमत्ता,ଟାଙ୍ଗିବଲ୍ ଆସେଟ୍ |
टेप,ଟେପ୍
टॅपिंग,ମାପିବା
अशक्तपणा,ଛଉ
लक्ष्य,ଲକ୍ଷ୍ୟ
लक्ष्य दिनांक,ଟାର୍ଗେଟ୍ ତାରିଖ
आयात मालावरील जकात,ଶୁଳ୍କ
कलंक,ଚୁଲି
कार्य,କାର୍ଯ୍ୟ
कार्यदल,ଟାସ୍କ ଫୋର୍ସ |
कर,କର
कर कमी करणे,ଟିକେ ଲେଖା
करपात्र,ଟିକସଯୋଗ୍ୟ
करपात्र उत्पन्न,ଟିକସଯୋଗ୍ୟ ଆୟ |
कर समायोजन,ଟିକେ ଆଡଜଷ୍ଟମେଣ୍ଟ୍
कर मूल्यांकन,ଟିକସ ମୂଲ୍ୟାଙ୍କନ |
कर आकारणी,ଟିକସ
कर टाळणे,ଟିକସ ଏଡାଇବା |
कर सल्लागार,ଟ୍ୟାକ୍ସ ପରାମର୍ଶଦାତା |
कर घोषित,ଟିକସ ଘୋଷଣା
स्त्रोतावर कर वजा केलेला,ଉତ୍ସରେ ଟ୍ୟାକ୍ସ କଟାଯାଇଛି |
कर कपात,ଟିକସ ରିହାତି
कर चुकवणे,ଟିକସ ମସଲା
कर सूट,ଟିକେ ଛାଡ
कर मुक्त,ଟିକସମୁକ୍ତ
करदाता,କର ଆଦାୟ
कर सूट,ଟିକସ ରିହାତି
कराचा परतावा,ଟିକେ ରିଟର୍ଣ୍ଣ
कर वेळापत्रक,ଟିକସ ପ୍ରେରଣା
संघभावना,ଦଳ ଆତ୍ମା
कार्यसंघ कार्य,ଦଳ କାର୍ଯ୍ୟ
अश्रुधुर गॅस,ଚିରି ଗ୍ୟାସ୍ |
तांत्रिक,ଯାନ୍ତ୍ରିକ |
तांत्रिक सल्ला,ଯାନ୍ତ୍ରିକ ଉପଦେଶ |
तांत्रिक महाविद्यालय,ବ Technical ଷୟିକ କଲେଜ |
तांत्रिक माहिती,ଯାନ୍ତ୍ରିକ ତଥ୍ୟ |
तांत्रिक पोस्ट,ଯାନ୍ତ୍ରିକ ପୋଷ୍ଟ |
तांत्रिक पात्रता,ଯାନ୍ତ୍ରିକ ଯୋଗ୍ୟତା |
तांत्रिक कौशल्य,ଯାନ୍ତ୍ରିକ ଦକ୍ଷତା |
तांत्रिक संज्ञा,ଯାନ୍ତ୍ରିକ ଶବ୍ଦ
तांत्रिक प्रशिक्षण,ଯାନ୍ତ୍ରିକ ତାଲିମ |
तंत्रज्ञ,ଟେକ୍ନିସିଆନ୍
तंत्र,କ techni ଶଳ |
तंत्रज्ञान,ଟେକ୍ନିକ୍
तंत्रज्ञान,ଟେକ୍ନୋଣ୍ଟ
तंत्रज्ञान,ବ techony ପକ୍ଷୀ |
तंत्रज्ञानशास्त्रज्ञ,ଟେକ୍ନୋଲୋଜିଷ୍ଟ୍ରିଷ୍ଟ
तंत्रज्ञान,ଟେକ୍ନୋଲୋଜି
टेलबँकिंग,ଟେଲିଚିଙ୍ଗ୍
तार,ଟେଲିଗ୍ରାମ
टेलिग्राफिक पत्ता,ଟେଲିଗ୍ରାଫିକ୍ ଠିକଣା
टेलीग्राफी,ଟେଲିଗ୍ରାଫି
टेलीप्रिंटर संदेश,ଟେଲି ପ୍ରିଣ୍ଟର୍ ବାର୍ତ୍ତା |
टेलिव्हिजन,ଟେଲିଭିଜନ |
टेलीवॉर्किंग,ଟେଲିୱିଚ୍
टेलेक्स,ଟେଲାଇକ୍
टेलर,ଟେଲର୍
स्वभाव,ସ୍ୱଭାବ
स्वभाव,ସ୍ୱାଗତ
स्वभाव,ସ୍ୱଭାବିକ
तापमान,ତାପମାତ୍ରା
टेम्पो,ଟେମ୍ପୋ |
तात्पुरता,ଅସ୍ଥାୟୀ
तात्पुरते आगाऊ,ଅସ୍ଥାୟୀ ଅଗ୍ରଗତି |
तात्पुरती भेट,ଅସ୍ଥାୟୀ ନିଯୁକ୍ତ |
तात्पुरते अपंगत्व,ଅସ୍ଥାୟୀ ଅକ୍ଷମତା |
तात्पुरते पोस्ट,ଅସ୍ଥାୟୀ ପୋଷ୍ଟ |
तात्पुरते निर्बंध,ଅସ୍ଥାୟୀ ପ୍ରତିବନ୍ଧକ |
तात्पुरती रिक्तता,ଅସ୍ଥାୟୀ ଖାଲିତା |
मोह,ପ୍ରଲୋଭନ
टेनेबल,ଅନୁପଯୁକ୍ତ
कठोरपणा,ଆନାକିନିଟି |
भाडेकरु,ଭଡା
भाडेकरू,ଭଡାଟିଆ
प्रवृत्ती,ପ୍ରବୃତ୍ତି
निविदा,ଟେଣ୍ଡର
निविदा बॉक्स,ଟେଣ୍ଡର ବକ୍ସ |
निविदाकार,ଟେଣ୍ଡର
निविदा सूचना,ଟେଣ୍ଡର ବିଜ୍ଞପ୍ତି |
तात्पुरते,ପରୀକ୍ଷାମୂଳକ |
कार्यकाळ,ଉପସନ୍ତ
जमीन कार्यकाळ,ଦେଶର ଉପଦେଶ
कार्यालयाचा कार्यकाळ,କାର୍ଯ୍ୟାଳୟର କାର୍ଯ୍ୟକାଳ |
पोस्टचा कार्यकाळ,ପୋଷ୍ଟର ଉପସାଗଣୀ |
कामाचा कालावधी,କାର୍ଯ୍ୟର ଉପଦେଶ
कार्यकाळ पोस्ट,ଉପସନ୍ତ ପୋଷ୍ଟ
मुदत,ଶବ୍ଦ
संपुष्टात येण्याजोगे,ଟର୍ମିନାଲ୍
टर्मिनल (अहवाल इ.),ଟର୍ମିନାଲ୍ (ରିପୋର୍ଟ ଇତ୍ୟାଦି)
टर्मिनल टॅक्स,ଟର୍ମିନାଲ୍ ଟ୍ୟାକ୍ସ |
समाप्ती,ସମାପ୍ତି
टर्मिनेशन क्लॉज,ସମାପ୍ତି ଧାରା
टर्मिनेशन नोटीस,ସମାପ୍ତି ବିଜ୍ଞପ୍ତି |
सेवा समाप्त,ସେବା ସମାପ୍ତି
शब्दावली,ଶବ୍ଦ
मुदत कर्ज,ଟର୍ମ an ଣ
कार्यालयाची मुदत,କାର୍ଯ୍ୟକାଳର ଅବଧି
अटी,ସର୍ତ୍ତାବଳୀ
नियम आणि अटी,ସର୍ତ୍ତାବଳୀ
वितरण अटी,ବିତରଣର ସର୍ତ୍ତାବଳୀ
संदर्भ अटी,ସନ୍ଦର୍ଭ ସର୍ତ୍ତାବଳୀ
सेवा अटी,ସେବା ସର୍ତ୍ତାବଳୀ
प्रदेश,ଅଞ୍ଚଳ
दहशत,ଆତଙ୍କ
दहशतवाद,ଆତଙ୍କବାଦ
दहशतवादी,ଆତଙ୍କବାଦୀ
तृतीय लाभ,ଟେର୍ଟିଆରି ଲାଭ
चाचणी,ପରୀକ୍ଷା
करार,ନିୟମ
चाचणी शुल्क,ପରୀକ୍ଷା ଚାର୍ଜ
चाचणी तपासणी,ପରୀକ୍ଷା ଯାଞ୍ଚ |
परीक्षक,ପରୀକ୍ଷକ
साक्ष द्या,ସାକ୍ଷ୍ୟ ଦିଅ
प्रशस्तिपत्र,ସାକ୍ଷ୍ୟ
साक्ष,ସାକ୍ଷ୍ୟ
चाचणी अहवाल,ପରୀକ୍ଷା ରିପୋର୍ଟ
मजकूर,ପାଠ
कृतज्ञ,ଧନ୍ୟବାଦ
थीम,ଥିମ୍
उपचार,ଥେରାପି
तृतीय पक्ष,ତୃତୀୟ ବ୍ୟକ୍ତି
