Gujarati,Malayalam
બહુપદી,ബഹുപദം
POP (પોસ્ટ ઓફિસ પ્રોટોકોલ),POP (പോസ്റ്റ് ഓഫീസ് പ്രോട്ടോക്കോൾ)
પોપ-અપ મેનુ,പോപ്പ്-അപ്പ് മെനു
પોર્ટેબિલિટી,പോർട്ടബിലിറ്റി
પોટ્રેટ,ഛായാചിത്രം
પોસ્ટ ઓર્ડર,പോസ്റ്റ് ഓർഡർ
પોસ્ટ સ્ક્રિપ્ટ,പോസ്റ്റ് സ്ക്രിപ്റ്റ്
પોસ્ટેમ્બલ બીટ,തപാൽ ബിറ്റ്
પોસ્ટફિક્સ,പോസ്റ്റ്ഫിക്സ്
વીજળી ગુલ,വൈദ്യുതി മുടക്കം
પાવર બંધ,പവർ-ഓഫ്
પાવર-ઑન,പവർ-ഓൺ
પાવર,പവർ-അപ്പ്
પ્રસ્તાવના બીટ,ആമുഖം ബിറ്റ്
અગ્રતા ગ્રાફ,മുൻഗണന ഗ്രാഫ്
અનુમાન,പ്രവചിക്കുക
પૂર્વગ્રહયુક્ત સમયપત્રક,മുൻകൂർ ഷെഡ്യൂളിംഗ്
પ્રી-ફિક્સ,മുൻകൂട്ടി പരിഹരിക്കുക
પ્રીપ્રોસેસિંગ,പ്രീപ്രോസസിംഗ്
પ્રક્રિયા,പ്രക്രിയ
પ્રક્રિયા સ્વીચ,പ്രോസസ്സ് സ്വിച്ച്
પ્રક્રિયા,പ്രോസസ്സിംഗ്
પ્રોસેસર,പ്രോസസ്സർ
ઉત્પાદન,ഉത്പാദനം
કાર્યક્રમ,പ്രോഗ്രാം
પ્રોગ્રામ સંકલન,പ്രോഗ്രാം സമാഹാരം
કાર્યક્રમ રોકડ,പ്രോഗ്രാം പണം
પ્રોગ્રામ ડીબગીંગ,പ്രോഗ്രാം ഡീബഗ്ഗിംഗ്
પ્રોગ્રામ ડિઝાઇન,പ്രോഗ്രാം ഡിസൈൻ
પ્રોગ્રામ મૂલ્યાંકન અને સમીક્ષા તકનીક (PERT),പ്രോഗ്രാം മൂല്യനിർണ്ണയ &amp; അവലോകന സാങ്കേതികത (PERT)
કાર્યક્રમ બંધ,പ്രോഗ്രാം നിർത്തി
પ્રોગ્રામ લાઇબ્રેરી,പ്രോഗ്രാം ലൈബ്രറി
કાર્યક્રમ ચલાવો,പ്രോഗ്രാം റൺ
પ્રોગ્રામર,പ്രോഗ്രാമർ
પ્રોલોગ,പ്രോലോഗ്
પ્રોમ,പ്രോം
પ્રચાર,പ്രചരണം
દરખાસ્ત,നിർദ്ദേശം
સુરક્ષિત કી,സംരക്ഷിത കീ
રક્ષણ,സംരക്ഷണം
પ્રોટોકોલ,പ്രോട്ടോക്കോൾ
પ્રોટોકોલ અનુવાદ,പ്രോട്ടോക്കോൾ വിവർത്തനം
સ્યુડો કોડ,വ്യാജ കോഡ്
જાહેર ડેટા નેટવર્ક,പൊതു ഡാറ്റ നെറ്റ്‌വർക്ക്
જાહેર ક્ષેત્ર,പൊതുസഞ്ചയത്തിൽ
સાર્વજનિક કી એન્ક્રિપ્ટીંગ,പൊതു കീ എൻക്രിപ്റ്റിംഗ്
પલ્સ,പൾസ്
પલ્સ કોડ મોડ્યુલેશન,പൾസ് കോഡ് മോഡുലേഷൻ
પલ્સ ડિજિટલ મોડ્યુલેશન (PDM),പൾസ് ഡിജിറ്റൽ മോഡുലേഷൻ (PDM)
પલ્સ ટ્રેન,പൾസ് ട്രെയിൻ
વિરામચિહ્ન,വിരാമചിഹ്നം
દબાણ,തള്ളുക
ઓટોમેટાને નીચે દબાણ કરો,ഓട്ടോമാറ്റയെ താഴേക്ക് തള്ളുക
પુશઅપ સૂચિ,pushup ലിസ്റ്റ്
ચતુર્ભુજ ઘનતા,ക്വാഡ് സാന്ദ്രത
લાયકાત,യോഗ്യത
ક્વોન્ટિફાયર,ക്വാണ്ടിഫയർ
પરિમાણ,ക്വാണ്ടൈസ് ചെയ്യുക
ક્વોન્ટાઈઝર,ക്വാണ്ടൈസർ
ક્વોન્ટમ,ക്വാണ്ടം
ક્વોન્ટમ ઘડિયાળ,ക്വാണ്ടം ക്ലോക്ക്
ક્વોન્ટમ કમ્પ્યુટિંગ,ക്വാണ്ടം കമ്പ്യൂട്ടിംഗ്
ઉદાહરણ દ્વારા ક્વેરી,ഉദാഹരണത്തിലൂടെ ചോദിക്കുക
પ્રશ્ન,ചോദ്യം
ક્વેરી ભાષા,ചോദ്യ ഭാഷ
ક્વેરી પ્રક્રિયા,അന്വേഷണ പ്രോസസ്സിംഗ്
કતાર,ക്യൂ
કતાર વ્યવસ્થાપન,ക്യൂ മാനേജ്മെന്റ്
કતાર રજીસ્ટર,ക്യൂ രജിസ്റ്റർ
કતારબદ્ધ નેટવર્ક,ക്യൂയിംഗ് നെറ്റ്‌വർക്ക്
કતાર સિદ્ધાંત,ക്യൂയിനിംഗ് സിദ്ധാന്തം
ઝડપી ઍક્સેસ મેમરી,പെട്ടെന്നുള്ള ആക്സസ് മെമ്മറി
અવશેષ,ക്വട്ടേഷൻ
રેડિયો આવર્તન દખલગીરી (RFI),റേഡിയോ ഫ്രീക്വൻസി ഇടപെടൽ (RFI)
મૂલાંક,റാഡിക്സ്
રેન્ડમ એક્સેસ કમ્પ્યુટર સાધનો (RACE),റാൻഡം ആക്സസ് കമ്പ്യൂട്ടർ ഉപകരണങ്ങൾ (RACE)
રેન્ડમ એક્સેસ મેમરી (RAM),റാൻഡം ആക്സസ് മെമ്മറി (റാം)
રેન્ડમ સ્કેન,ക്രമരഹിതമായ സ്കാൻ
રાસ્ટર,റാസ്റ്റർ
રાસ્ટર સ્કેન,റാസ്റ്റർ സ്കാൻ
ફરીથી એન્જિનિયરિંગ,വീണ്ടും എഞ്ചിനീയറിംഗ്
પુનઃ વિસ્તરણ,വീണ്ടും വലുതാക്കൽ
સુગમતા,എത്തിച്ചേരാനാകുന്നത്
વાંચવું,വായിക്കുക
વડા વાંચો,തല വായിക്കുക
ફક્ત વાંચી,വായിക്കാൻ മാത്രം
માત્ર વાંચન મેમરી,വായന മാത്രം മെമ്മറി
વાંચો લખવાનું માથું,തല വായിക്കുക
વાંચન/લેખન ચક્ર,വായന/എഴുത്ത് ചക്രം
હેડ વાંચો/લખો,തല വായിക്കുക/എഴുതുക
વાંચો લખો,വായിക്കുക/എഴുതുക
વાચક,വായനക്കാരൻ
વાંચન,വായന
વાંચવું,വായിക്കുക
વાસ્તવિક,യഥാർത്ഥമായ
વાસ્તવિક સમય પ્રક્રિયા,തത്സമയ പ്രോസസ്സിംഗ്
રીસીવર,റിസീവർ
માન્યતા તર્ક,തിരിച്ചറിയൽ യുക്തി
ફરીથી કમ્પાઇલ કરો,വീണ്ടും കംപൈൽ ചെയ്യുക
રેકોર્ડ,രേഖപ്പെടുത്തുക
રેકોર્ડિંગ હેડ,റെക്കോർഡിംഗ് തല
પુનઃપ્રાપ્ત ભૂલ,വീണ്ടെടുക്കാവുന്ന പിശക്
પુન: પ્રાપ્તિ,വീണ്ടെടുക്കൽ
પુનરાવર્તિત પ્રમેય,ആവർത്തന സിദ്ധാന്തം
પુનરાવર્તન,ആവർത്തനം
પુનરાવર્તિત કાર્ય,ആവർത്തന പ്രവർത്തനം
ઘટાડો સૂચના સેટ કમ્પ્યુટર (RISC),കുറച്ച ഇൻസ്ട്രക്ഷൻ സെറ്റ് കമ്പ്യൂട്ടർ (RISC)
નિરર્થકતા,ആവർത്തനം
સ્વતંત્ર ડિસ્કની રીડન્ડન્ટ એરે (RAID),സ്വതന്ത്ര ഡിസ്കുകളുടെ അനാവശ്യ ശ്രേണി (RAID)
પુનઃ પ્રવેશ,വീണ്ടും പ്രവേശനം
પુનઃપ્રવેશ કોડ,വീണ്ടും പ്രവേശിക്കുന്ന കോഡ്
સંદર્ભ,റഫറൻസ്
સંદર્ભ અખંડિતતા,റഫറൻഷ്യൽ സമഗ്രത
પ્રતિબિંબ,പ്രതിഫലനം
પ્રતિબિંબ,പ്രതിഫലനം
રીફ્રેક્શન,അപവർത്തനം
તાજું કરો,പുതുക്കുക
પુનર્જન્મ,പുനരുജ്ജീവനം
નોંધણી કરો,രജിസ്റ്റർ ചെയ്യുക
નિયમિત વ્યાકરણ,പതിവ് വ്യാകരണം
સંબંધ,ബന്ധം
રિલેશનલ ડેટાબેઝ,റിലേഷണൽ ഡാറ്റാബേസ്
રિલેશનલ ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ (RDBMS),റിലേഷണൽ ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം (RDBMS)
રિલેશનલ મોડલ,റിലേഷണൽ മോഡൽ
સંબંધી,ബന്ധു
સંબંધિત સંબોધન,ബന്ധു വിലാസം
રિલે,റിലേ
વિશ્વસનીયતા મોડેલિંગ,വിശ്വാസ്യത മോഡലിംഗ്
વિશ્વસનીય,വിശ്വസനീയം
રિલોકેટેબલ કોડ,മാറ്റിസ്ഥാപിക്കാവുന്ന കോഡ്
દૂરસ્થ,റിമോട്ട്
દૂરસ્થ યજમાન,റിമോട്ട് ഹോസ്റ്റ്
દૂરસ્થ જોબ એન્ટ્રી,വിദൂര ജോലി പ്രവേശനം
દૂરસ્થ લોગ-ઇન,വിദൂര ലോഗിൻ
દૂરસ્થ પ્રક્રિયા કૉલ (RPC),വിദൂര നടപടിക്രമ കോൾ (RPC)
રિમોટ સેન્સિંગ,വിദൂര സംവേദനം
નામ બદલો,പേരുമാറ്റുക
રેન્ડરીંગ,റെൻഡറിംഗ്
રીપીટર,റിപ്പീറ്റർ
જવાબ આપો,മറുപടി
વિનંતી,അഭ്യർത്ഥിക്കുക
ટિપ્પણીઓ માટે વિનંતી (RFC),അഭിപ്രായങ്ങൾക്കായുള്ള അഭ്യർത്ഥന (RFC)
વિનંતી/જવાબ પ્રોટોકોલ,അഭ്യർത്ഥന/മറുപടി പ്രോട്ടോക്കോൾ
પ્રોગ્રામ ફરીથી ચલાવો,പ്രോഗ്രാം വീണ്ടും പ്രവർത്തിപ്പിക്കുക
સંશોધન,ഗവേഷണം
રીસેટ ચક્ર,റീസെറ്റ് സൈക്കിൾ
રહેવાસી,താമസക്കാരൻ
ઠરાવ,റെസലൂഷൻ
સંસાધનો,വിഭവങ്ങൾ
પ્રતિભાવ સમય,പ്രതികരണ സമയം
ફરી થી શરૂ કરવું,പുനരാരംഭിക്കുക
પુનઃસ્થાપિત,പുനഃസ്ഥാപിക്കുക
રીટ્રેસ,തിരിച്ചെടുക്കുക
રીટ્રાન્સમિશન,പുനഃസംപ്രേക്ഷണം
પુનઃપ્રાપ્ત કરો,വീണ്ടെടുക്കുക
ફરી પ્રયાસ કરો,വീണ്ടും ശ്രമിക്കുക
પરત,മടങ്ങുക
રીટર્ન કોડ,റിട്ടേൺ കോഡ്
રીટર્ન કી,റിട്ടേൺ കീ
ફરીથી વાપરી શકાય તેવા કોડ,വീണ്ടും ഉപയോഗിക്കാവുന്ന കോഡ്
ફરીથી લખી શકાય તેવું,മാറ്റിയെഴുതാവുന്നത്
આરજીબી મોનિટર,RGB മോണിറ്റർ
રિબન,റിബൺ
યોગ્ય મુદ્દો,ശരിയായ പ്രശ്നം
રોબોટ,റോബോട്ട്
રોબોટિક્સ,റോബോട്ടിക്സ്
મજબુત,കരുത്തുറ്റത്
ભૂમિકા,പങ്ക്
પાછા વળો,തിരികെ ഉരുട്ടുക
રોલ ઇન કરો,റോൾ ഇൻ ചെയ്യുക
રોલ આઉટ,റോൾ ഔട്ട്
રોમ,ROM
રુટ,റൂട്ട്
રૂટ ડિરેક્ટરી,റൂട്ട് ഡയറക്ടറി
ભૂલનો રાઉન્ડ,പിശകിന്റെ റൗണ്ട്
રાઉટર,റൂട്ടർ
રૂટીંગ,റൂട്ടിംഗ്
RS232C ઇન્ટરફેસ,RS232C ഇന്റർഫേസ്
RSA એન્ક્રિપ્શન,RSA എൻക്രിപ്ഷൻ
આરટીસી,ആർ.ടി.സി
લંબાઈ એન્કોડિંગ ચલાવો,റൺ ദൈർഘ്യം എൻകോഡിംഗ്
રન સમય,റൺ സമയം
રનટાઈમ ભૂલ,റൺ ടൈം പിശക്
નમૂના,സാമ്പിൾ
સેમ્પલિંગ,സാമ്പിളിംഗ്
ઉપગ્રહ,ഉപഗ്രഹം
સંતૃપ્ત,പൂരിതമാക്കുന്നു
સાચવો,രക്ഷിക്കും
માપનીયતા,സ്കേലബിളിറ്റി
સ્કેલર,സ്കെയിലർ
સ્કેનિંગ,സ്കാൻ ചെയ്യുന്നു
દૃશ્ય,രംഗം
શેડ્યૂલર,ഷെഡ്യൂളർ
સ્ક્રીન ઇમેજ પ્રોજેક્ટર,സ്ക്രീൻ ഇമേജ് പ്രൊജക്ടർ
સ્ક્રિપ્ટ,സ്ക്രിപ്റ്റ്
સ્ક્રિપ્ટીંગ ભાષા,സ്ക്രിപ്റ്റിംഗ് ഭാഷ
સ્ક્રોલિંગ,സ്ക്രോളിംഗ്
SDLC (સિક્રોનસ ડેટા લિંક નિયંત્રણ),SDLC (സിക്രണസ് ഡാറ്റ ലിങ്ക് നിയന്ത്രണം)
શોધો,തിരയുക
શોધ એન્જિન,തിരയല് യന്ത്രം
શોધ વૃક્ષ,തിരയൽ വൃക്ഷം
શોધી રહ્યાં છે,തിരയുന്നു
ગૌણ,സെക്കൻഡറി
સેક્ટર,മേഖല
સુરક્ષા નીતિ,സുരക്ഷാ നയം
સમય શોધો,സമയം തേടുക
સેગમેન્ટ,സെഗ്മെന്റ്
વિભાજન,വിഭജനം
પસંદગી સૉર્ટ,തിരഞ്ഞെടുക്കൽ തരം
સ્વયં સમાયેલ,സ്വയം ഉൾക്കൊള്ളുന്നു
અર્થશાસ્ત્ર,അർത്ഥശാസ്ത്രം
સેમાફોર,സെമാഫോർ
સેમિકન્ડક્ટર,അർദ്ധചാലകം
સિમોન્ટિક વેબ,സെമന്റിക് വെബ്
અનુક્રમિક ઍક્સેસ પદ્ધતિ,തുടർച്ചയായ ആക്സസ് രീതി
સીરીયલ,സീരിയൽ
સીરીયલાઇઝર,സീരിയലൈസർ
સર્વર,സെർവർ
સર્વર ક્રેશ,സെർവർ ക്രാഷ്
સર્વર લાઇસન્સ,സെർവർ ലൈസൻസ്
સર્વો ગુણક,സെർവോ മൾട്ടിപ്ലയർ
સેટ,സജ്ജമാക്കുക
પોઈન્ટ નક્કી કરો,സെറ്റ് പോയിന്റ്
સ્થાપના,സജ്ജമാക്കുക
છાંયો,തണല്
શેડિંગ,ഷേഡിംഗ്
પડછાયો,നിഴൽ
ફાઈલ શેર કરો,ഫയൽ പങ്കിടുക
વહેંચાયેલ ઍક્સેસ,പങ്കിട്ട ആക്സസ്
શેરિંગ,പങ്കിടുന്നു
શેલ,ഷെൽ
પાત્ર બદલો,ഷിഫ്റ്റ് സ്വഭാവം
શોર્ટ સર્કિટ,ഷോർട്ട് സർക്യൂട്ട്
ટૂંકી સૂચના,ഹ്രസ്വ നിർദ്ദേശം
બહેન,സഹോദരൻ
આડઅસર,പാർശ്വഫലങ്ങൾ
સાઇન બીટ,സൈൻ ബിറ്റ്
સિગ્નલ,സിഗ്നൽ
સિગ્નલ પ્રોસેસિંગ,സിഗ്നൽ പ്രോസസ്സിംഗ്
સિગ્નલિંગ,സിഗ്നലിംഗ്
સિગ્નલ-ટુ-અવાજ ગુણોત્તર,സിഗ്നൽ-ടു-നോയിസ് അനുപാതം
સહી,കയ്യൊപ്പ്
સહી પરીક્ષણ,ഒപ്പ് പരിശോധന
નોંધપાત્ર અંક,ഗണ്യമായ അക്കം
સિલિકોન ચિપ,സിലിക്കൺ ചിപ്പ്
સિમ્પલ મેઇલ ટ્રાન્સફર પ્રોટોકોલ (SMTP),ലളിതമായ മെയിൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (SMTP)
સિમ્પ્લેક્સ,സിംപ്ലക്സ്
સિમ્પ્લેક્સ નોડ,സിംപ്ലക്സ് നോഡ്
સિમ્યુલેશન,സിമുലേഷൻ
સિમ્યુલેટર,സിമുലേറ്റർ
એક સાથે,ഒരേസമയം
એક સાથે પ્રક્રિયા,ഒരേസമയം പ്രോസസ്സിംഗ്
સિંગલટન,സിംഗിൾടൺ
સાઇટ લાયસન્સ,സൈറ്റ് ലൈസൻസ്
કદ,വലിപ്പം
કદ બદલવાનું,വലിപ്പം
સ્કેચિંગ,സ്കെച്ചിംഗ്
છોડો,ഒഴിവാക്കുക
છોડવું,ഒഴിവാക്കുന്നു
સ્લેશ,സ്ലാഷ്
ગુલામ કમ્પ્યુટર,അടിമ കമ്പ്യൂട്ടർ
સ્લાઇડિંગ વિન્ડો પ્રોટોકોલ,സ്ലൈഡിംഗ് വിൻഡോ പ്രോട്ടോക്കോൾ
સ્લિપ,തെന്നുക
સ્લોટ,സ്ലോട്ട്
નાના કમ્પ્યુટર સિસ્ટમ ઇન્ટરફેસ (SCSI),ചെറിയ കമ്പ്യൂട്ടർ സിസ്റ്റം ഇന്റർഫേസ് (SCSI)
સ્માર્ટ કાર્ડ,സ്മാർട്ട് കാർഡ്
ગોકળગાય મેલ,സ്നൈൽ മെയിൽ
સ્નેપશોટ,സ്നാപ്പ്ഷോട്ട്
સોફ્ટ કમ્પ્યુટિંગ,സോഫ്റ്റ് കമ്പ്യൂട്ടിംഗ്
સોફ્ટ કોપી,സോഫ്റ്റ് കോപ്പി
સોફ્ટ ફોન્ટ,മൃദുവായ ഫോണ്ട്
સોફ્ટવેર,സോഫ്റ്റ്വെയർ
સોફ્ટવેર એન્જિનિયરિંગ,സോഫ്റ്റ്വെയർ എഞ്ചിനീയറിംഗ്
સોફ્ટવેર લાઇસન્સ,സോഫ്റ്റ്വെയർ ലൈസൻസ്
સોફ્ટવેર ચાંચિયાગીરી,സോഫ്റ്റ്‌വെയർ പൈറസി
સ્પેક્ટ્રમ,സ്പെക്ട്രം
સર્પાકાર,സർപ്പിളം
શીટ ફેલાવો,വിരിച്ച ഷീറ്റ്
ધોરણ,സ്റ്റാൻഡേർഡ്
માનક સામાન્યકૃત માર્કઅપ ભાષા (SGML),സ്റ്റാൻഡേർഡ് സാമാന്യവൽക്കരിച്ച മാർക്ക്അപ്പ് ഭാഷ (SGML)
માનકીકરણ,സ്റ്റാൻഡേർഡൈസേഷൻ
સ્ટેન્ડબાય સમય,സ്റ്റാൻഡ്ബൈ സമയം
સ્ટાર LAN,നക്ഷത്രം LAN
સ્ટાર ટોપોલોજી,നക്ഷത്ര ടോപ്പോളജി
થોડી શરૂઆત કરો,ബിറ്റ് ആരംഭിക്കുക
ભૂખમરો,പട്ടിണി
સ્થિર મેમરી&#39;,സ്റ്റാറ്റിക് മെമ്മറി&#39;
સ્થિતિ ચેનલ,സ്റ്റാറ്റസ് ചാനൽ
પગલું કદ,ഘട്ടം വലിപ്പം
રોકો અને પ્રોટોકોલ રાહ જુઓ,"നിർത്തുക, കാത്തിരിക്കുക പ്രോട്ടോക്കോൾ"
સ્ટોપ કોડ,സ്റ്റോപ്പ് കോഡ്
સ્ટોપ કી,സ്റ്റോപ്പ് കീ
સંગ્રહક્ષમતા,സ്‌റ്റോറബിലിറ്റി
સંગ્રહિત કાર્યક્રમ,സംഭരിച്ച പ്രോഗ്രാം
સ્ટ્રિંગ ડેટા,സ്ട്രിംഗ് ഡാറ്റ
સંરચિત કોડિંગ,ഘടനാപരമായ കോഡിംഗ്
સ્ટ્રક્ચર્ડ ક્વેરી લેંગ્વેજ (SQL),ഘടനാപരമായ അന്വേഷണ ഭാഷ (SQL)
સ્ટાઇલ શીટ,സ്റ്റൈൽ ഷീറ്റ്
સબ-ડિરેક્ટરી,ഉപ ഡയറക്ടറി
સબનેટ,സബ്നെറ്റ്
સબટ્રી,ഉപവൃക്ഷം
સારાંશ,സംഗ്രഹം
સુપર કમ્પ્યુટર,സൂപ്പർ കമ്പ്യൂട്ടർ
સુપર કમ્પ્યુટિંગ,സൂപ്പർ കമ്പ്യൂട്ടിംഗ്
સુપર કી,സൂപ്പർ കീ
સુપર વપરાશકર્તા,സൂപ്പർ ഉപയോക്താവ്
નિરીક્ષણ કરેલ શિક્ષણ,മേൽനോട്ടത്തിലുള്ള പഠനം
સપોર્ટ ચિપ,പിന്തുണ ചിപ്പ്
સર્ફ,സർഫ്
સર્ફિંગ,സർഫിംഗ്
સ્વેપ,സ്വാപ്പ്
અદલાબદલી,സ്വാപ്പ് ഇൻ
બહાર કાઢો,സ്വാപ്പ് ഔട്ട്
અદલાબદલી,സ്വാപ്പിംഗ്
સ્વિચ કરેલ નેટવર્ક,നെറ്റ്‌വർക്ക് മാറ്റി
સ્વિચિંગ,സ്വിച്ചിംഗ്
સ્વિચિંગ થિયરી,സ്വിച്ചിംഗ് സിദ്ധാന്തം
સાંકેતિક પ્રોગ્રામિંગ,പ്രതീകാത്മക പ്രോഗ്രാമിംഗ്
સિંક્રનાઇઝેશન,സമന്വയം
સિંક્રોનાઇઝર,സിൻക്രൊണൈസർ
સિંક્રનસ,സിൻക്രണസ്
સિંક્રનસ ડિજિટલ વંશવેલો (SDH),സിൻക്രണസ് ഡിജിറ്റൽ ശ്രേണി (SDH)
વાક્યરચના વિશ્લેષણ,വാക്യഘടന വിശകലനം
સિસ્ટમ વિશ્લેષણ,സിസ്റ്റം വിശകലനം
સિસ્ટમ એન્જિનિયરિંગ,സിസ്റ്റം എഞ്ചിനീയറിംഗ്
સિસ્ટમ હેકર,സിസ്റ്റം ഹാക്കർ
સિસ્ટમ ઇન્ટિગ્રેટર,സിസ്റ്റം ഇന്റഗ്രേറ്റർ
સિસ્ટમ લોગ,സിസ്റ്റം ലോഗ്
સિસ્ટમ માસ્ક,സിസ്റ്റം മാസ്ക്
સિસ્ટમ નેટવર્ક આર્કિટેક્ચર (SNA),സിസ്റ്റം നെറ്റ്‌വർക്ക് ആർക്കിടെക്ചർ (എസ്എൻഎ)
સિસ્ટમ પ્રોગ્રામર,സിസ്റ്റം പ്രോഗ്രാമർ
સિસ્ટમ પુનઃપ્રારંભ કરો,സിസ്റ്റം പുനരാരംഭിക്കുക
સિસ્ટમ બંધ,സിസ്റ്റം ഷട്ട്ഡൗൺ
સિસ્ટમ પરીક્ષણ,സിസ്റ്റം ടെസ്റ്റിംഗ്
સિસ્ટમ ઉપયોગિતા,സിസ്റ്റം യൂട്ടിലിറ്റി
વ્યવસ્થિત કોડ,വ്യവസ്ഥാപിത കോഡ്
ટેબ આદેશ,ടാബ് കമാൻഡ്
ટેબલ,മേശ
ટેબલ ઉપર જુઓ,മേശ മുകളിലേക്ക് നോക്കുക
ટેબલ જગ્યા,മേശ സ്ഥലം
ટેબ્લેટ,ടാബ്ലെറ്റ്
ટેબ્યુલર એરે,പട്ടിക അറേ
ટેબ્યુલેટીંગ કાર્ય,ടാബുലേഷൻ പ്രവർത്തനം
ટૅગ કરેલ આર્કિટેક્ચર,ടാഗ് ചെയ്ത വാസ്തുവിദ്യ
ટૅગ કરેલ ઇમેજ ફાઇલ ફોર્મેટ (TIFF),ടാഗ് ചെയ്ത ഇമേജ് ഫയൽ ഫോർമാറ്റ് (TIFF)
ટેન્ડમ સિસ્ટમ,ടാൻഡം സിസ്റ്റം
ટેપ ઘનતા,ടേപ്പ് സാന്ദ്രത
ટેપ માસ્ક,ടേപ്പ് മാസ്ക്
ટાર ફાઇલ,ടാർ ഫയൽ
કાર્ય,ടാസ്ക്
કાર્ય પટ્ટી,ടാസ്ക് ബാർ
કાર્ય અનુસૂચિ,ടാസ്ക് ഷെഡ്യൂളർ
TCP/IP (ટ્રાન્સમિશન કંટ્રોલ પ્રોટોકોલ/ઇન્ટરનેટ પ્રોટોકોલ),TCP/IP (ട്രാൻസ്മിഷൻ കൺട്രോൾ പ്രോട്ടോക്കോൾ/ഇന്റർനെറ്റ് പ്രോട്ടോക്കോൾ)
ફાડવાની કામગીરી,കീറിമുറിക്കൽ പ്രവർത്തനം
ટેલિકોમ,ടെലികോം
ટેલિકોમ્યુનિકેશન,ടെലികമ്മ്യൂണിക്കേഷൻ
ટેલિકોન્ફરન્સ,ടെലികോൺഫറൻസ്
ટેલિકોન્ફરન્સિંગ,ടെലികോൺഫറൻസിങ്
ટેલિગ્રાફી,ടെലിഗ്രാഫി
ટેલિમેટ્રી,ടെലിമെട്രി
ટેલિફોન,ടെലിഫോണ്
ટેલિફોની,ടെലിഫോണി
ટેલિપ્રિંટર,ടെലിപ്രിന്റർ
ટેલિપ્રોસેસિંગ,ടെലിപ്രോസസിംഗ്
ટેલિવિઝન,ടെലിവിഷൻ
ટેલેક્સ,ടെലക്സ്
ટેલનેટ,ടെൽനെറ്റ്
તાપમાન,താപനില
ઢાંચો,ടെംപ്ലേറ്റ്
દસનું પૂરક,പത്തിന്റെ പൂരകം
ટેરા બાઈટ,ടെറാ ബൈറ്റ്
તેરા ફ્લોપ,തേരാ ഫ്ലോപ്പുകൾ
ટર્મિનલ કર્સર,ടെർമിനൽ കഴ്സർ
ટર્મિનલ નોડ,ടെർമിനൽ നോഡ്
ટર્મિનલ વિન્ડો,ടെർമിനൽ വിൻഡോ
સમાપ્તિ,അവസാനിപ്പിക്കൽ
ટર્નરી,ത്രിതീയ
ટર્નરી ઓપરેશન,ത്രിതല പ്രവർത്തനം
ટેસ્ટ,ടെസ്റ്റ്
પરીક્ષણ કવરેજ,ടെസ്റ്റ് കവറേജ്
ટેસ્ટ રન,പരീക്ഷണ ഓട്ടം
ટેસ્ટ-ડેટા,ടെസ്റ്റ്-ഡാറ്റ
ટેક્સ્ટ,വാചകം
ટેક્સ્ટ બોક્સ,ടെക്സ്റ്റ് ബോക്സ്
ટેક્સ્ટ કર્સર,ടെക്സ്റ്റ് കഴ്സർ
ટેક્સ્ટ એડિટર,ടെക്സ്റ്റ് എഡിറ്റർ
ટેક્સ્ટ ફાઇલ,ടെക്സ്റ്റ് ഫയൽ
ટેક્સ્ટ મોડ,ടെക്സ്റ്റ് മോഡ്
ટેક્સ્ટ પ્રોસેસિંગ,ടെക്സ്റ്റ് പ്രോസസ്സിംഗ്
ટેક્સ્ટ ટુ સ્પીચ (TTS),ടെക്സ്റ്റ് ടു സ്പീച്ച് (TTS)
ટેક્સચર મેપિંગ,ടെക്സ്ചർ മാപ്പിംഗ്
ટી-ફ્લિપ-ફ્લોપ,ടി-ഫ്ലിപ്പ്-ഫ്ലോപ്പ്
થર્મલ પ્રિન્ટર,തെർമൽ പ്രിന്റർ
પાતળી ફિલ્મ મેમરી,നേർത്ത ഫിലിം മെമ്മറി
પાતળા ફિલ્મ ટ્રાંઝિસ્ટર,നേർത്ത ഫിലിം ട്രാൻസിസ്റ്റർ
થ્રેશિંગ,മർദിക്കുന്നു
થ્રેડ,ത്രെഡ്
થ્રેડીંગ,ത്രെഡിംഗ്
ત્રીજું નેટવર્ક,ത്രിതല ശൃംഖല
થ્રુપુટ,ത്രൂപുട്ട്
સમયની જટિલતા,സമയ സങ്കീർണ്ണത
ટાઇમ ડિવિઝન મલ્ટિપ્લેક્સિંગ (TDM),ടൈം ഡിവിഷൻ മൾട്ടിപ്ലക്‌സിംഗ് (ടിഡിഎം)
સમય ફ્રેમ,ടൈം ഫ്രെയിം
સમય ફ્રેમ,ടൈം ഫ്രെയിം
સમય યંત્ર,സമയ യന്ത്രം
સમય સમાપ્ત,ടൈം ഔട്ട്
સમય પરિમાણ,സമയ അളവ്
સમય શ્રેણી,സമയ പരമ്പര
સમય વહેંચણી,സമയം പങ്കിടൽ
સમય વહેંચણી સિસ્ટમ,സമയം പങ്കിടൽ സംവിധാനം
સમય સ્ટેમ્પ,സമയ സ്റ്റാമ്പ്
સમય રેખાકૃતિ,സമയ ഡയഗ്രം
રંગભેદ,ടിന്റ്
ટૉગલ કરો,ടോഗിൾ ചെയ്യുക
