Odiya,Tamil
ପ୍ରତିଫଳନ,பிரதிபலிப்பு
ପ୍ରତିଫଳନ,ஒளிவிலகல்
ସତେଜ କରନ୍ତୁ |,புதுப்பிப்பு
ପୁନର୍ଜନ୍ମ,மீளுருவாக்கம்
ପଞ୍ଜିକରଣ କର |,பதிவு
ନିୟମିତ ବ୍ୟାକରଣ,வழக்கமான இலக்கணம்
ସମ୍ପର୍କ,உறவு
ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ |,தொடர்புடைய தரவுத்தளம்
ସମ୍ବନ୍ଧୀୟ ଡାଟାବେସ୍ ପରିଚାଳନା ବ୍ୟବସ୍ଥା (RDBMS),தொடர்புடைய தரவுத்தள மேலாண்மை அமைப்பு (RDBMS)
ସମ୍ବନ୍ଧୀୟ ମଡେଲ୍ |,தொடர்புடைய மாதிரி
ସମ୍ପର୍କୀୟ,உறவினர்
ସମ୍ପର୍କୀୟ ଠିକଣା,உறவினர் முகவரி
ରିଲେ,ரிலே
ନିର୍ଭରଯୋଗ୍ୟତା ମଡେଲିଂ |,நம்பகத்தன்மை மாடலிங்
ନିର୍ଭରଯୋଗ୍ୟ,நம்பகமானது
ସ୍ଥାନାନ୍ତରିତ କୋଡ୍ |,இடமாற்றம் செய்யக்கூடிய குறியீடு
ସୁଦୂର,ரிமோட்
ସୁଦୂର ହୋଷ୍ଟ,தொலை புரவலன்
ସୁଦୂର ଚାକିରି ପ୍ରବେଶ,தொலைதூர வேலை நுழைவு
ସୁଦୂର ଲଗ୍ ଇନ୍ |,தொலை உள்நுழைவு
ସୁଦୂର ପ୍ରଣାଳୀ କଲ୍ (RPC),தொலை நடைமுறை அழைப்பு (RPC)
ରିମୋଟ ସେନ୍ସିଂ |,தொலை உணர்வு
ନାମ ପରିବର୍ତ୍ତନ କରନ୍ତୁ |,மறுபெயரிடவும்
ରେଣ୍ଡରିଂ,வழங்குதல்
ପୁନରାବୃତ୍ତି |,ரிப்பீட்டர்
ଉତ୍ତର ଦିଅ,பதில்
ଅନୁରୋଧ,கோரிக்கை
ମନ୍ତବ୍ୟ ପାଇଁ ଅନୁରୋଧ (RFC),கருத்துகளுக்கான கோரிக்கை (RFC)
ଅନୁରୋଧ / ଉତ୍ତର ପ୍ରୋଟୋକଲ୍ |,கோரிக்கை/பதில் நெறிமுறை
ପୁନର୍ବାର ପ୍ରୋଗ୍ରାମ୍,நிரலை மீண்டும் இயக்கவும்
ଅନୁସନ୍ଧାନ |,ஆராய்ச்சி
ଚକ୍ର ପୁନ res ସେଟ୍ କରନ୍ତୁ |,மீட்டமைப்பு சுழற்சி
ବାସିନ୍ଦା,குடியிருப்பாளர்
ସଂକଳ୍ପ,தீர்மானம்
ଉତ୍ସଗୁଡ଼ିକ,வளங்கள்
ପ୍ରତିକ୍ରିୟା ସମୟ,பதில் நேரம்
ପୁନଃପ୍ରାରମ୍ଭ,மறுதொடக்கம்
ପୁନରୁଦ୍ଧାର କରନ୍ତୁ |,மீட்டமை
ପ୍ରତ୍ୟାବର୍ତ୍ତନ |,திரும்பப் பெறு
ପ୍ରତ୍ୟାବର୍ତ୍ତନ,மறு பரிமாற்றம்
ପୁନରୁଦ୍ଧାର କରନ୍ତୁ,மீட்டெடுக்கவும்
ପୁନ ry ଚେଷ୍ଟା କରନ୍ତୁ |,மீண்டும் முயற்சிக்கவும்
ଫେରନ୍ତୁ,திரும்பு
ଫେରସ୍ତ କୋଡ୍,திரும்ப குறியீடு
ରିଟର୍ନ କୀ,திரும்பும் விசை
ପୁନ us ବ୍ୟବହାର ଯୋଗ୍ୟ କୋଡ୍ |,மீண்டும் பயன்படுத்தக்கூடிய குறியீடு
ପୁନ r ଲିଖନଯୋଗ୍ୟ |,மீண்டும் எழுதக்கூடியது
RGB ମନିଟର |,RGB மானிட்டர்
ରିବନ୍,ரிப்பன்
ସଠିକ୍ ପ୍ରସଙ୍ଗ |,சரியான பிரச்சினை
ରୋବଟ୍ |,ரோபோ
ରୋବୋଟିକ୍ସ |,ரோபாட்டிக்ஸ்
ଦୃ ust,வலுவான
ଭୂମିକା,பங்கு
ପଛକୁ ଗଡ଼ |,திரும்பவும்
ଗଡ଼,உருட்டவும்
ଗଡ଼,உருட்டவும்
ଆର.ଓ. ଏମ,ரோம்
ମୂଳ,வேர்
ରୁଟ୍ ଡିରେକ୍ଟୋରୀ |,ரூட் அடைவு
ତ୍ରୁଟିର ରାଉଣ୍ଡ |,பிழை சுற்று
ରାଉଟର,திசைவி
ମାର୍ଗ,ரூட்டிங்
RS232C ଇଣ୍ଟରଫେସ୍ |,RS232C இடைமுகம்
RSA ଏନକ୍ରିପସନ୍ |,RSA குறியாக்கம்
RTC,ஆர்.டி.சி
ଦ length ର୍ଘ୍ୟ ଏନକୋଡିଂ ଚଲାନ୍ତୁ |,ரன் நீளம் குறியாக்கம்
ଚଲାଇବା ସମୟ |,இயக்க நேரம்
ସମୟ ତ୍ରୁଟି ଚଲାନ୍ତୁ |,இயக்க பிழை
ନମୁନା |,மாதிரி
ନମୁନା ସଂଗ୍ରହ,மாதிரி எடுத்தல்
ସାଟେଲାଇଟ୍,செயற்கைக்கோள்
ତୃପ୍ତି,நிறைவுற்றது
ସଞ୍ଚୟ କରନ୍ତୁ |,சேமிக்கவும்
ମାପନୀୟତା,அளவீடல்
ସ୍କାଲାର୍ |,அளவுகோல்
ସ୍କାନିଂ,ஸ்கேன் செய்கிறது
ଦୃଶ୍ୟ,காட்சி
ଅନୁସୂଚୀତକାରୀ,திட்டமிடுபவர்
ସ୍କ୍ରିନ୍ ଇମେଜ୍ ପ୍ରୋଜେକ୍ଟର୍ |,திரை பட ப்ரொஜெக்டர்
ସ୍କ୍ରିପ୍ଟ,கையால் எழுதப்பட்ட தாள்
ସ୍କ୍ରିପ୍ଟିଂ ଭାଷା |,ஸ்கிரிப்டிங் மொழி
ସ୍କ୍ରୋଲିଂ,ஸ்க்ரோலிங்
SDLC (ସିଙ୍କ୍ରୋନସ୍ ଡାଟା ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ),SDLC (ஒத்திசைவான தரவு இணைப்பு கட்டுப்பாடு)
ସନ୍ଧାନ କର |,தேடு
ଖୋଜିବା ଯନ୍ତ୍ର,தேடல் இயந்திரம்
ବୃକ୍ଷ ଖୋଜ |,தேடல் மரம்
ଖୋଜୁଛି |,தேடி
ଦ୍ Secondary ିତୀୟ,இரண்டாம் நிலை
ସେକ୍ଟର,துறை
ସୁରକ୍ଷା ନୀତି,பாதுகாப்பு கொள்கை
ସମୟ ଖୋଜ |,நேரம் தேடுங்கள்
ବିଭାଗ,பிரிவு
ବିଭାଗ,பிரிவு
ଚୟନ ପ୍ରକାର,தேர்வு வகை
ଆତ୍ମ ଧାରଣ,தன்னை உள்ளடக்கியது
ସେମାଣ୍ଟିକ୍ସ |,சொற்பொருள்
ସେମାଫୋର |,செமாஃபோர்
ସେମିକଣ୍ଡକ୍ଟର |,செமிகண்டக்டர்
ସେମୋଣ୍ଟିକ୍ ୱେବ୍ |,சொற்பொருள் வலை
କ୍ରମାଗତ ପ୍ରବେଶ ପଦ୍ଧତି |,தொடர் அணுகல் முறை
କ୍ରମିକ |,தொடர்
କ୍ରମିକ,சீரியலைசர்
ସର୍ଭର |,சேவையகம்
ସର୍ଭର କ୍ରାସ୍ |,சர்வர் செயலிழப்பு
ସର୍ଭର ଲାଇସେନ୍ସ |,சர்வர் உரிமம்
ସର୍ଭୋ ଗୁଣକ,சர்வோ பெருக்கி
ସେଟ୍ କରନ୍ତୁ |,அமைக்கவும்
ବିନ୍ଦୁ ସେଟ୍ କରନ୍ତୁ |,அமைக்க புள்ளி
ସେଟ୍ ଅପ୍ କରନ୍ତୁ |,அமைக்க
ଛାଇ,நிழல்
ଛାୟା,நிழல்
ଛାୟା |,நிழல்
ଫାଇଲ୍ ଅଂଶୀଦାର କରନ୍ତୁ |,கோப்பு பகிர்வு
ଅଂଶୀଦାର ପ୍ରବେଶ,பகிரப்பட்ட அணுகல்
ଅଂଶୀଦାର,பகிர்தல்
ଶେଲ୍ |,ஷெல்
ଶିଫ୍ଟ ବର୍ଣ୍ଣ,மாற்றம் பாத்திரம்
ସର୍ଟ ସର୍କିଟ |,குறைந்த மின்னழுத்தம்
ସଂକ୍ଷିପ୍ତ ନିର୍ଦ୍ଦେଶ,குறுகிய அறிவுறுத்தல்
ଭାଇଭଉଣୀ |,உடன்பிறப்பு
ପାର୍ଶ୍ୱ ପ୍ରଭାବ,பக்க விளைவு
ସାଇନ୍ ବିଟ୍ |,அடையாளம் பிட்
ସଙ୍କେତ,சிக்னல்
ସଙ୍କେତ ପ୍ରକ୍ରିୟାକରଣ |,சமிக்ஞை செயலாக்கம்
ସଙ୍କେତ,சிக்னலிங்
ସଙ୍କେତ-ଶବ୍ଦ ଅନୁପାତ |,சமிக்ஞை-இரைச்சல் விகிதம்
ଦସ୍ତଖତ,கையெழுத்து
ଦସ୍ତଖତ ପରୀକ୍ଷା,கையெழுத்து சோதனை
ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସଂଖ୍ୟା,குறிப்பிடத்தக்க இலக்கம்
ସିଲିକନ୍ ଚିପ୍ |,சிலிக்கான் சிப்
ସରଳ ମେଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (SMTP),எளிய அஞ்சல் பரிமாற்ற நெறிமுறை (SMTP)
ସିମ୍ପ୍ଲେକ୍ସ |,சிம்ப்ளக்ஸ்
ସିମ୍ପ୍ଲେକ୍ସ ନୋଡ୍ |,எளிய முனை
ଅନୁକରଣ,உருவகப்படுத்துதல்
ସିମୁଲେଟର,சிமுலேட்டர்
ଏକକାଳୀନ,ஒரே நேரத்தில்
ଏକକାଳୀନ ପ୍ରକ୍ରିୟାକରଣ |,ஒரே நேரத்தில் செயலாக்கம்
ସିଙ୍ଗଲେଟନ୍ |,சிங்கிள்டன்
ସାଇଟ୍ ଲାଇସେନ୍ସ |,தள உரிமம்
ଆକାର,அளவு
ଆକାର,அளவிடுதல்
ସ୍କେଚିଂ,வரைதல்
ଛାଡିଦିଅ |,தவிர்க்கவும்
ଛାଡିବା,ஸ்கிப்பிங்
ସ୍ଲାସ୍ |,ஸ்லாஷ்
ଦାସ କମ୍ପ୍ୟୁଟର |,அடிமை கணினி
ସ୍ଲାଇଡିଂ ୱିଣ୍ଡୋ ପ୍ରୋଟୋକଲ୍ |,நெகிழ் சாளர நெறிமுறை
ସ୍ଲିପ୍,நழுவும்
ସ୍ଲଟ୍,ஸ்லாட்
ଛୋଟ କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ ଇଣ୍ଟରଫେସ (SCSI),சிறிய கணினி அமைப்பு இடைமுகம் (SCSI)
ସ୍ମାର୍ଟ କାର୍ଡ |,ஸ்மார்ட் கார்டு
ସ୍ନାଲ୍ ମେଲ୍ |,நத்தை அஞ்சல்
ସ୍ନାପସଟ୍ |,ஸ்னாப்ஷாட்
ନରମ ଗଣନା,மென்மையான கணினி
ସଫ୍ଟ କପି,மென்மையான நகல்
ନରମ ଫଣ୍ଟ |,மென்மையான எழுத்துரு
ସଫ୍ଟୱେର୍,மென்பொருள்
ସଫ୍ଟୱେର୍ ଇଞ୍ଜିନିୟରିଂ,மென்பொருள் பொறியியல்
ସଫ୍ଟୱେର୍ ଲାଇସେନ୍ସ |,மென்பொருள் உரிமம்
ସଫ୍ଟୱେର୍ ଡକାୟତି |,மென்பொருள் திருட்டு
ସ୍ପେକ୍ଟ୍ରମ୍,ஸ்பெக்ட்ரம்
ସ୍ପିରାଲ୍ |,சுழல்
ସ୍ପ୍ରେଡ୍ ସିଟ୍ |,விரிதாள்
ମାନକ,தரநிலை
ମାନକ ସାଧାରଣ ମାର୍କଅପ୍ ଭାଷା (SGML),நிலையான பொதுவான மார்க்அப் மொழி (SGML)
ମାନକକରଣ,தரப்படுத்தல்
ଷ୍ଟାଣ୍ଡବାଇ ସମୟ |,காத்திருப்பு நேரம்
ତାରକା LAN |,நட்சத்திரம் LAN
ତାରା ଟପୋଲୋଜି |,நட்சத்திர இடவியல்
ବିଟ୍ ଆରମ୍ଭ କରନ୍ତୁ |,தொடக்க பிட்
ଅନାହାର,பட்டினி
ଷ୍ଟାଟିକ୍ ମେମୋରୀ &#39;,நிலையான நினைவகம்&#39;
ସ୍ଥିତି ଚ୍ୟାନେଲ୍ |,நிலை சேனல்
ଷ୍ଟେପ୍ ସାଇଜ୍ |,படி அளவு
ବନ୍ଦ ଏବଂ ପ୍ରୋଟୋକଲ୍ ଅପେକ୍ଷା କର |,நிறுத்த மற்றும் காத்திரு நெறிமுறை
ବନ୍ଦ କୋଡ୍,நிறுத்த குறியீடு
ଷ୍ଟପ୍ କୀ,நிறுத்த விசை
ସ୍ଥାୟୀତ୍ୱ |,சேமிப்புத்திறன்
ଗଚ୍ଛିତ ପ୍ରୋଗ୍ରାମ୍ |,சேமிக்கப்பட்ட நிரல்
ଷ୍ଟ୍ରିଙ୍ଗ୍ ଡାଟା |,சரம் தரவு
ସଂରଚନା କୋଡିଂ |,கட்டமைக்கப்பட்ட குறியீட்டு முறை
ସଂରଚନା ଜିଜ୍ଞାସା ଭାଷା (SQL),கட்டமைக்கப்பட்ட வினவல் மொழி (SQL)
ଷ୍ଟାଇଲ୍ ସିଟ୍ |,நடை தாள்
ସବ୍-ଡିରେକ୍ଟୋରୀ |,துணை அடைவு
ସବ୍ନେଟ୍ |,சப்நெட்
ସବଟ୍ରି |,துணை மரம்
ସଂକ୍ଷିପ୍ତକରଣ,சுருக்கம்
ସୁପର କମ୍ପ୍ୟୁଟର |,சூப்பர் கணினி
ସୁପର କମ୍ପ୍ୟୁଟିଂ,சூப்பர் கம்ப்யூட்டிங்
ସୁପର କି,சூப்பர் சாவி
ସୁପର ୟୁଜର୍ |,சூப்பர் பயனர்
ତଦାରଖ ଶିକ୍ଷଣ |,மேற்பார்வை கற்றல்
ସମର୍ଥନ ଚିପ୍ |,ஆதரவு சிப்
ସର୍ଫ୍ |,சர்ஃப்
ସର୍ଫିଂ,உலாவல்
ସ୍ ap ାପ୍,இடமாற்று
ଅଦଳବଦଳ କରନ୍ତୁ |,இடமாற்றம்
ଅଦଳବଦଳ କରନ୍ତୁ |,மாற்றிக்கொள்
ଅଦଳବଦଳ,இடமாற்றம்
ସୁଇଚ୍ ନେଟୱାର୍କ |,நெட்வொர்க் மாறியது
ସୁଇଚ୍,மாறுகிறது
ସୁଇଚ୍ ସିଦ୍ଧାନ୍ତ |,மாறுதல் கோட்பாடு
ସାଙ୍କେତିକ ପ୍ରୋଗ୍ରାମିଂ |,குறியீட்டு நிரலாக்கம்
ସିଙ୍କ୍ରୋନାଇଜେସନ୍,ஒத்திசைவு
ସିଙ୍କ୍ରୋନାଇଜର,சின்க்ரோனைசர்
ସମକାଳୀନ |,ஒத்திசைவானது
ସିଙ୍କ୍ରୋନସ୍ ଡିଜିଟାଲ୍ ହାଇରାର୍କି (SDH),ஒத்திசைவான டிஜிட்டல் படிநிலை (SDH)
ବାକ୍ୟବିନ୍ୟାସ ବିଶ୍ଳେଷଣ |,தொடரியல் பகுப்பாய்வு
ସିଷ୍ଟମ୍ ବିଶ୍ଳେଷଣ |,அமைப்பு பகுப்பாய்வு
ସିଷ୍ଟମ୍ ଇଞ୍ଜିନିୟରିଂ,கணினி பொறியியல்
ସିଷ୍ଟମ୍ ହ୍ୟାକର୍ |,கணினி ஹேக்கர்
ସିଷ୍ଟମ୍ ଇଣ୍ଟିଗ୍ରେଟର,கணினி ஒருங்கிணைப்பான்
ସିଷ୍ଟମ୍ ଲଗ୍ |,கணினி பதிவு
ସିଷ୍ଟମ୍ ମାସ୍କ |,அமைப்பு முகமூடி
ସିଷ୍ଟମ୍ ନେଟୱାର୍କ ସ୍ଥାପତ୍ୟ (SNA),கணினி நெட்வொர்க் கட்டமைப்பு (SNA)
ସିଷ୍ଟମ୍ ପ୍ରୋଗ୍ରାମର୍ |,கணினி நிரலாளர்
ସିଷ୍ଟମ୍ ପୁନ rest ଆରମ୍ଭ କରନ୍ତୁ |,கணினி மறுதொடக்கம்
ସିଷ୍ଟମ୍ ବନ୍ଦ |,கணினி பணிநிறுத்தம்
ସିଷ୍ଟମ୍ ପରୀକ୍ଷା,அமைப்பு சோதனை
ସିଷ୍ଟମ୍ ଉପଯୋଗୀତା |,அமைப்பு பயன்பாடு
ବ୍ୟବସ୍ଥିତ କୋଡ୍ |,முறையான குறியீடு
ଟ୍ୟାବ୍ କମାଣ୍ଡ୍ |,tab கட்டளை
ସାରଣୀ,மேசை
ଟେବୁଲ୍ ଦେଖ |,மேஜை மேலே பார்க்கவும்
ଟେବୁଲ୍ ସ୍ପେସ୍ |,அட்டவணை இடம்
ଟାବଲେଟ୍ |,டேப்லெட்
ଟାବୁଲାର୍ ଆରେ |,அட்டவணை வரிசை
ଟ୍ୟାବୁଲିଂ ଫଙ୍କସନ୍,அட்டவணை செயல்பாடு
ଟ୍ୟାଗ୍ ହୋଇଥିବା ସ୍ଥାପତ୍ୟ |,குறியிடப்பட்ட கட்டிடக்கலை
ଟ୍ୟାଗ୍ ହୋଇଥିବା ପ୍ରତିଛବି ଫାଇଲ୍ ଫର୍ମାଟ୍ (TIFF),குறியிடப்பட்ட படக் கோப்பு வடிவம் (TIFF)
ଟାଣ୍ଡମ୍ ସିଷ୍ଟମ୍ |,தண்டம் அமைப்பு
ଟେପ୍ ସାନ୍ଧ୍ରତା |,டேப் அடர்த்தி
ଟେପ୍ ମାସ୍କ |,நாடா முகமூடி
ଟାର୍ ଫାଇଲ୍ |,தார் கோப்பு
କାର୍ଯ୍ୟ,பணி
ଟାସ୍କ ବାର୍ |,பணிப்பட்டி
କାର୍ଯ୍ୟ ନିର୍ଧାରକ |,பணி திட்டமிடுபவர்
TCP / IP (ଟ୍ରାନ୍ସମିସନ୍ କଣ୍ଟ୍ରୋଲ୍ ପ୍ରୋଟୋକଲ୍ / ଇଣ୍ଟରନେଟ୍ ପ୍ରୋଟୋକଲ୍),TCP/IP (டிரான்ஸ்மிஷன் கண்ட்ரோல் புரோட்டோகால்/இன்டர்நெட் புரோட்டோகால்)
ଲୁହବୁହା ଅପରେସନ୍ |,கிழித்தல் செயல்பாடு
ଟେଲିକମ୍ |,தொலை தொடர்பு
ଟେଲି ଯୋଗାଯୋଗ |,தொலைத்தொடர்பு
ଟେଲି କନଫରେନ୍ସ |,தொலைதொடர்பு
ଟେଲି କନଫରେନ୍ସିଂ |,டெலி கான்பரன்சிங்
ଟେଲିଗ୍ରାଫି |,தந்தி
ଟେଲିମେଟ୍ରି |,டெலிமெட்ரி
ଟେଲିଫୋନ୍,தொலைபேசி
ଟେଲିଫୋନି,டெலிபோனி
ଟେଲିପ୍ରିଣ୍ଟର୍,டெலி பிரிண்டர்
ଟେଲି ପ୍ରୋସେସିଂ |,டெலிபிராசசிங்
ଟେଲିଭିଜନ,தொலைக்காட்சி
ଟେଲକ୍ସ |,டெலக்ஸ்
ଟେଲନେଟ୍ |,டெல்நெட்
ତାପମାତ୍ରା,வெப்ப நிலை
ଟେମ୍ପଲେଟ୍ |,டெம்ப்ளேட்
ଦଶର ସଂପନ୍ନ |,பத்து இன் நிரப்பு
ଟେରା ବାଇଟ୍ |,டெரா பைட்
ଟେରା ଫ୍ଲପ୍ |,தேரா தோல்விகள்
ଟର୍ମିନାଲ୍ କର୍ସର୍ |,டெர்மினல் கர்சர்
ଟର୍ମିନାଲ୍ ନୋଡ୍,முனைய முனை
ଟର୍ମିନାଲ୍ ୱିଣ୍ଡୋ |,முனைய சாளரம்
ସମାପ୍ତି,முடித்தல்
ଟେର୍ନାରୀ |,மும்முனை
ଟର୍ନାରୀ ଅପରେସନ୍,மும்மை செயல்பாடு
ପରୀକ୍ଷା,சோதனை
ପରୀକ୍ଷା କଭରେଜ୍ |,சோதனை கவரேஜ்
ପରୀକ୍ଷା ରନ୍,சோதனை ஓட்டம்
ପରୀକ୍ଷା-ତଥ୍ୟ |,சோதனை-தரவு
ପାଠ,உரை
ଟେକ୍ସଟ୍ ବକ୍ସ,உரை பெட்டி
ପାଠ୍ୟ କର୍ସର୍ |,உரை கர்சர்
ପାଠ୍ୟ ସମ୍ପାଦକ |,உரை திருத்தி
ଟେକ୍ସଟ୍ ଫାଇଲ୍ |,உரை கோப்பு
ପାଠ୍ୟ ମୋଡ୍,உரை முறை
ପାଠ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,உரை செயலாக்கம்
ଭାଷଣକୁ ପାଠ (TTS),உரையிலிருந்து பேச்சு (TTS)
ଟେକ୍ସଚର୍ ମ୍ୟାପିଙ୍ଗ୍ |,அமைப்பு மேப்பிங்
ଟି-ଫ୍ଲିପ୍-ଫ୍ଲପ୍ |,டி-ஃபிளிப்-ஃப்ளாப்
ଥର୍ମାଲ୍ ପ୍ରିଣ୍ଟର୍ |,வெப்ப அச்சுப்பொறி
ପତଳା ଚଳଚ୍ଚିତ୍ର ସ୍ମୃତି,மெல்லிய பட நினைவகம்
ପତଳା ଚଳଚ୍ଚିତ୍ର ଟ୍ରାନଜିଷ୍ଟର |,மெல்லிய பட டிரான்சிஸ்டர்
ଥ୍ରାସ କରିବା |,அடித்தல்
ଥ୍ରେଡ୍,நூல்
ଥ୍ରେଡିଂ,திரித்தல்
ଥ୍ରୀଟିଅର୍ ନେଟୱାର୍କ |,மூன்று அடுக்கு நெட்வொர்க்
ଥ୍ରୋପପୁଟ,உற்பத்தி
ସମୟ ଜଟିଳତା |,நேரம் சிக்கலானது
ସମୟ ବିଭାଜନ ମଲ୍ଟିପ୍ଲେସିଙ୍ଗ୍ (TDM),நேரப் பிரிவு மல்டிபிளெக்சிங் (டிடிஎம்)
ସମୟ ସୀମା,கால அளவு
ସମୟ ସୀମା,கால அளவு
ସମୟ ମେସିନ୍ |,கால இயந்திரம்
ସମୟ ଶେଷ,நேரம் முடிந்தது
ସମୟ ପରିମାଣ,நேர அளவீடு
ସମୟ କ୍ରମ |,நேரத் தொடர்
ସମୟ ବାଣ୍ଟିବା |,நேரம் பகிர்வு
ସମୟ ବଣ୍ଟନ ପ୍ରଣାଳୀ |,நேர பகிர்வு அமைப்பு
ଟାଇମ୍ ଷ୍ଟାମ୍ପ୍ |,நேர முத்திரை
ସମୟ ଚିତ୍ର,நேர வரைபடம்
ଟିଣ୍ଟ୍ |,சாயல்
ଟୋଗଲ୍ କରନ୍ତୁ |,நிலைமாற்று
ଟୋଗଲ୍ ଗତି,மாறுதல் வேகம்
ଟୋକେନ୍ |,டோக்கன்
ଟୋକେନ୍ ବସ୍ |,டோக்கன் பஸ்
ଟୋକେନ୍ ବସ୍ |,டோக்கன் பஸ்
ଟୋକେନ୍ ବସ୍ ନେଟୱାର୍କ |,டோக்கன் பஸ் நெட்வொர்க்
ଟୋକନ୍ ରିଙ୍ଗ୍ |,டோக்கன் வளையம்
ଟୋକନ୍ କଥାବାର୍ତ୍ତା |,அடையாளப் பேச்சு
ସାଧନ,கருவி
ଉପର ତଳ,மேலிருந்து கீழ்
ଟପ୍ ଡାଉନ୍ ଡିଜାଇନ୍ |,மேல் கீழ் வடிவமைப்பு
ଉପର ତଳ ପାର୍ସିଙ୍ଗ୍ |,மேல் கீழே பாகுபடுத்துதல்
ଟପୋଲୋଜି |,கட்டமைப்பியல்
ଟଚ୍ ପ୍ୟାଡ୍ |,டச் பேட்
ଟଚ୍ ସ୍କ୍ରିନ୍,தொடு திரை
ଟ୍ରେସ,சுவடு
ଅନୁସନ୍ଧାନ,தடமறிதல்
ଟ୍ରାକ୍ କରନ୍ତୁ |,தடம்
ଡିସ୍କ ଟ୍ରାକ୍ କରନ୍ତୁ |,தட வட்டு
ଟ୍ରାକ୍ ଟେପ୍ |,டிராக் டேப்
ଟ୍ରାକିଂ,கண்காணிப்பு
ଟ୍ରେଲର,டிரெய்லர்
ବ ject ଶିଷ୍ଟ୍ୟ,பாதை
କାରବାର,பரிவர்த்தனை
କାରବାର ଫାଇଲ,பரிவர்த்தனை கோப்பு
କାରବାର ଲଗ୍,பரிவர்த்தனை பதிவு
ଟ୍ରାନ୍ସକ୍ରିପସନ୍ କରନ୍ତୁ |,படியெடுக்கவும்
ଟ୍ରାନ୍ସଡ୍ୟୁସର,மின்மாற்றி
ସ୍ଥାନାନ୍ତର ହାର,பரிமாற்ற விகிதம்
ସ୍ଥାନାନ୍ତର ସମୟ,பரிமாற்ற நேரம்
ପରିବର୍ତ୍ତନ,உருமாற்றம்
କ୍ଷଣସ୍ଥାୟୀ ତ୍ରୁଟି |,நிலையற்ற பிழை
ଗମନାଗମନ ସମୟ |,பயண நேரம்
ସ୍ଥାନାନ୍ତରଣ,மாற்றம்
ଗତିଶୀଳ,இடைநிலை
ଗମନାଗମନ,டிரான்சிட்டிவிட்டி
ଅନୁବାଦ,மொழிபெயர்ப்பு
ପ୍ରସାରଣ,பரவும் முறை
ଟ୍ରାନ୍ସମିସନ୍ କଣ୍ଟ୍ରୋଲ୍ ପ୍ରୋଟୋକଲ୍ (TCP),பரிமாற்ற கட்டுப்பாட்டு நெறிமுறை (TCP)
ଟ୍ରାନ୍ସମିସନ୍ ଲାଇନ୍ |,ஒலிபரப்பு வரி
ଟ୍ରାନ୍ସମିଟର,டிரான்ஸ்மிட்டர்
ସ୍ୱଚ୍ଛତା,வெளிப்படைத்தன்மை
ଟ୍ରାନ୍ସପଣ୍ଡର |,டிரான்ஸ்பாண்டர்
ପରିବହନ,போக்குவரத்து
ସ୍ଥାନାନ୍ତରଣ,இடமாற்றம்
ଟ୍ରାନ୍ସପ୍ୟୁଟର,டிரான்ஸ்பியூட்டர்
ଟ୍ରାନ୍ସସିଭର୍ |,பரிமாற்றி
ଟ୍ରାପିଙ୍ଗ୍ |,பொறி
ଟ୍ରାଭର୍,தொடரவேண்டும்
ଗଛ (ଟ୍ରାଭର୍ସାଲ୍),மரம் (கடந்து செல்லும்)
ବୃକ୍ଷ ନେଟୱାର୍କ |,மரம் நெட்வொர்க்
ଉପନଦୀ ସର୍କିଟ |,கிளை சுற்று
ତ୍ରୁଟି ଗ୍ରାଫ୍,அற்ப வரைபடம்
ଅସୁବିଧା ସୁଟ୍,பிரச்சனை படப்பிடிப்பு
କାଟିବା |,துண்டிக்கவும்
ସତ୍ୟ ସାରଣୀ,உண்மை அட்டவணை
ଟ୍ୟୁନର୍ |,ட்யூனர்
ଟନେଲିଂ,சுரங்கப்பாதை
ଚାଲୁଛି |,ட்யூனிங்
ଟୁପଲ୍ |,டூபிள்
ଟର୍ବୋ ପାସ୍କାଲ୍ |,டர்போ பாஸ்கல்
ଟୁରିଂ ମେସିନ୍ |,டூரிங் இயந்திரம்
ଜୋରରେ ସମୟ ବୁଲାନ୍ତୁ |,நேரம் திரும்பவும்
ଡକ୍ୟୁମେଣ୍ଟ୍ ବୁଲାନ୍ତୁ |,ஆவணத்தைத் திருப்புங்கள்
ଟର୍ନାରାଉଣ୍ଡ କ୍ରମ |,திருப்பு வரிசை
ଯାଆଁଳା କେବୁଲ୍ |,இரட்டை கேபிள்
ମୋଡ଼ାଯାଇଥିବା ଯୋଡି |,முறுக்கப்பட்ட ஜோடி
ଦୁଇଟି ଅଂଶ ଏକତ୍ରକାରୀ |,இரண்டு பகுதி அசெம்பிளர்
ଦୁଇଟିର ସଂପନ୍ନ |,இரண்டின் நிரப்பு
ଟାଇପ୍ କରନ୍ତୁ |,வகை
ଚେହେରା ଟାଇପ୍ କରନ୍ତୁ |,வகை முகம்
ମୁଣ୍ଡ ଟାଇପ୍ କରନ୍ତୁ |,வகை தலை
ଚକ ଟାଇପ୍ କରନ୍ତୁ |,வகை சக்கரம்
ଟାଇପିଂ,தட்டச்சு
