Bengali,Malayalam
র‌্যাপিড,റാപ്സീഡ്
রাস্পবেরি,റാസ്ബെറി
ইঁদুর-লেজ মূলা,ശൈലി-വാൽ റാഡിഷ്
বেত,റാത്താൻ
লাল সিডার (টুনা),ചുവന്ന ദേവദാരു (ടോന)
লাল ক্লোভার,ചുവന്ന ക്ലോവർ
লাল সিল্ক গাছ,ചുവന്ന സിൽക്ക് ട്രീ
রিড ঘাস,ഞാങ്ങണ
রোডস ঘাস,റോഡ്സ് പുല്ല്
রোডোডেনড্রন,റോഡോഡെൻഡ്രോൺ
রুস,വാഹകന്
ভাত,അരി
রিডজড লাউ,പൊറോട്ട
গোলাপ,പനിനീര്പ്പൂവ്
গোলাপ বেরি,റോസ് ബെറി
রোজমেরি,റോസ്മേരി
রাউন্ড লাউ,റ round ണ്ട് പൊറോട്ട
রাবার,റബര്
ইঁদুর,എലി
লাল খেজুর উইভিল,ചുവന്ന പാം പെവിൽ
লাল কুমড়ো বিটল,ചുവന്ന മത്തങ്ങ വണ്ട്
গণ্ডার পোকা,കാണ്ടാമൃഗം വണ്ട്
ভাত Weevil,റൈസ് കോവിൾ
স্যালাইন ক্ষারীয় মাটি,ക്ഷുദ്ര മണ്ണ് സലൈൻ ചെയ്യുക
লবণাক্ত মাটি,സലൈൻ മണ്ണ്
লবণাক্তকরণ,സാലിനൈസേഷൻ
লালা গ্রন্থি ক্রোমোজোম,ഉമിനീർ ഗ്രന്ഥി ക്രോമസോം
লবণ,ഉപ്പ്
লবণ-প্রভাবিত মাটি,ഉപ്പ് ബാധിച്ച മണ്ണ്
লবণ সূচক,ഉപ്പ് സൂചിക
লবণের চাপ,ഉപ്പ് സമ്മർദ്ദം
লবণ সহনশীলতা,ഉപ്പ് സഹിഷ്ണുത
নমুনা,മാതൃക
নমুনা ত্রুটি,സാമ്പിൾ പിശക്
স্যাম্পলিং ইউনিট,സാമ്പിൾ യൂണിറ്റ്
নমুনা,സാമ്പിൾ
বালি,മണല്
স্যান্ডি ক্লে,സാൻഡി കളിമണ്ണ്
স্যান্ডি লোম,സാൻഡി പശിമരാശി
বেলে মাটি,മണൽ മണ്ണ്
এসএপি,ജീവാമൃതം
চারা,തൈപ്പ്
স্যাপোনিফিকেশন মান,സപ്പോനിഫിക്കേഷൻ മൂല്യം
স্যাটেলাইট ডিএনএ,സാറ്റലൈറ്റ് ഡിഎൻഎ
স্যাটেলাইট আগাছা,സാറ്റലൈറ്റ് കള
স্যাচুরেটেড বাষ্প চাপ,പൂരിത നീരാവി മർദ്ദം
সাভানা,സന്ന
স্ক্যাফোল্ড প্রোটিন,സ്കാഫോൾഡ് പ്രോട്ടീൻ
স্কেপ,പേളം
স্কারিফিকেশন,കരുക്കല്
স্কিয়ন,പഖാപിക്കുക
সাইফাইটস,സിയോഫൈറ്റുകൾ
মৌসুমী চক্র,കാലാനുസൃതമായ ചക്രം
মৌসুমী খরা,കാലാനുസൃതമായ വരൾച്ച
মৌসুমী উদ্ভিদ,സീസണൽ പ്ലാന്റ്
গৌণ বৃদ্ধি,ദ്വിതീയ വളർച്ച
গৌণ উদ্ভিদ পুষ্টি,ദ്വിതീയ സസ്യ പോഷകങ്ങൾ
গৌণ উত্পাদনশীলতা,ദ്വിതീയ ഉൽപാദനക്ഷമത
মাধ্যমিক চাষ,ദ്വിതീയ കൃഷി
শেড,സ്രാഗ്
বীজ জন্মগ্রহণকারী ছত্রাক,വിത്ത് വഹിച്ച ഫംഗസ്
বীজ শংসাপত্র,വിത്ത് സർട്ടിഫിക്കേഷൻ
বীজ শক্ত করা,വിത്ത് കാഠിന്യം
বীজ চিকিত্সা,വിത്ത് സംസ്കരണം
বীজ-কাম-ফার্টিলাইজার ড্রিল,വിത്ത്-കം-വളം ഡ്രിപ്റ്റ്
চারা,തൈ
সিপেজ,തറ
পৃথকীকরণ,വേർതിരിക്കൽ
নির্বাচনযোগ্য চিহ্নিতকারী,തിരഞ്ഞെടുക്കാവുന്ന മാർക്കർ
নির্বাচন চাপ,തിരഞ്ഞെടുക്കൽ സമ്മർദം
নির্বাচনী ভেষজনাশক,സെലക്ടീവ് കളനാശിനി
নির্বাচনী সূচক,സെലക്ലിവിറ്റി സൂചിക
স্ব সার,സ്വയം ബീജസങ്കലനം
স্বনির্ভরতা,സ്വയംപര്യാപ്തത
স্ব পাতলা ক্ষমতা,സ്വയം നേർത്ത ശേഷി
স্ব-ফলস্বরূপ,സ്വയം ഫലങ്ങൾ
স্ব-অসম্পূর্ণতা,സ്വയം പൊരുത്തക്കേട്
স্বার্থপর ডিএনএ,സ്വാർത്ഥ ഡിഎൻഎ
আধা-শুকনো,അർദ്ധ വരണ്ട
সংজ্ঞাবহ মূল্যায়ন,സെൻസറി വിലയിരുത്തൽ
সিপাল,സെപ്പാൽ
অনুক্রমিক ক্রপিং,സീക്വൻഷ്യൽ ക്രോപ്പിംഗ്
সিরিয়াল হ্রাস,സീരിയൽ നേർപ്പിക്കൽ
সেরিকালচার,സീരീക്കൾ
সেরোলজি,ചരക്ക്
সিরাম,സെറം
যৌন-সংকল্প,ലൈംഗിക നിർണ്ണയം
সেক্স-লিঙ্কেজ,ലൈംഗിക ബന്ധം
যৌন প্রচার,ലൈംഗിക പ്രചരണം
শীট ক্ষয়,ഷീറ്റ് മണ്ണൊലിപ്പ്
শেলিং,ഷെല്ലിംഗ്
আশ্রয় বেল্ট,ഷെൽട്ടർ ബെൽറ്റ്
স্বল্প দিনের উদ্ভিদ,ഹ്രസ്വകാല പ്ലാന്റ്
স্বল্প-তরঙ্গ বিকিরণ,ഷോർട്ട്-വേവ് വികിരണം
শাটল ভেক্টর,ഷട്ടിൽ വെക്റ്റർ
ভাইবোন,സഹോദരൻ
সিকেল সেল অ্যানিমিয়া,സിക്കിൾ സെൽ അനീമിയ
সিগময়েড বক্ররেখা,സിഗ്മോയ്ഡ് കർവ്
সংকেত অনুমান,സിഗ്നൽ സിദ്ധാന്തം
তাত্পর্য পরীক্ষা,പ്രാധാന്യ പരിശോധന
সিলেজ,സൈലേജ്
সিলো,സിലോ
পলি,മുയല്
পলি দোআঁশ,മണൽ പശിമരാശി
সিলভিকালচার,സിൽവികൾച്ചർ
ডুবে,മുങ്ങുക
ডুবে ক্ষমতা,മുങ്ങുക
বোন ক্রোমাটিড,സഹോദരി ക്രോമാറ്റിഡ്
সাইট-নির্দিষ্ট পুষ্টিকর ব্যবস্থাপনা,സൈറ്റ്-നിർദ്ദിഷ്ട പോഷക മാനേജുമെന്റ്
স্কিউ বিতরণ,വളഞ്ഞ വിതരണം
সারি রোপণ এড়িয়ে যান,വരി നടുന്നത് ഒഴിവാക്കുക
স্লাইম ছাঁচ,സ്ലിം പൂപ്പൽ
ধীর মুক্তি সার,മന്ദഗതിയിലുള്ള വളം
কর্দম,ചെളി
স্লারি,സ്ലറി
স্মুথ ফসল,പുകവലിക്കുന്ന വിളകൾ
সামাজিক বনায়ন,സാമൂഹിക വനം
সোড সংস্কৃতি,സോഡ് സംസ്കാരം
সোড,പായഞ്ഞു
সোডিক মাটি,വിശുദ്ധ മണ്ണ്
সোডিয়াম শোষণ অনুপাত,സോഡിയം ആഗിരണം അനുപാതം
সোডিয়াম পাম্প,സോഡിയം പമ്പ്
নরম-কাঠের গ্রাফটিং,സോഫ്റ്റ്-വുഡ് ഒട്ടിക്കൽ
মাটি আনুগত্য,മണ്ണ് അഷ്ഷീൻ
মাটির বায়ুচালনা,മണ്ണിന്റെ വായുസഞ്ചാരം
মাটির সমষ্টি,മണ്ണ് മൊത്തം
মাটির ক্ষারতা,മണ്ണ് ക്ഷാല്യം
মাটি সংশোধন,മണ്ണ് ഭേദഗതി
মাটি বিশ্লেষণ,മണ്ണിന്റെ വിശകലനം
মাটির জীববৈচিত্র্য,മണ്ണിന്റെ ജൈവവൈവിധ്യത്തെ
মাটি জীববিজ্ঞান,മണ്ണ് ബയോളജി
মাটির শ্রেণিবিন্যাস,മണ്ണിന്റെ വർഗ്ഗീകരണം
মাটি কলয়েড,മണ്ണ് കൊളോയിഡ്
মাটির সংযোগ,മണ്ണിന്റെ കോംപാക്ഷൻ
মাটি কন্ডিশনার,മണ്ണ് കണ്ടീഷണറുകൾ
মাটি সংরক্ষণ,മണ്ണ് സംരക്ഷണം
মাটি ভূত্বক,മണ്ണ് പുറംതോട്
মাটির অবক্ষয়,മണ്ണ് അപമാനം
মাটি ক্ষয়যোগ্যতা ফ্যাক্টর,മണ്ണ് പൊട്ടിച്ചതാക്കൽ ഘടകം
মাটির উর্বরতা,മണ്ണിന്റെ ഫലഭൂയിഷ്ഠത
মাটি জেনেসিস,മണ്ണ് ഉല്പത്തി
মাটির স্বাস্থ্য,മണ്ണ് ആരോഗ്യം
মাটি দিগন্ত,മണ്ണ് ചക്രവാളം
মাটির ম্যাক্রোর্গানিজম,മണ്ണിന്റെ മാക്രൂറിസംസ്
মাটি পরিচালনা,മണ്ണ് മാനേജുമെന്റ്
মাটির মাইক্রোবায়োলজি,മണ്ണിന്റെ മൈക്രോബയോളജി
মাটির অণুজীব,മണ്ണിന്റെ സൂക്ഷ്മാണുക്കൾ
মাটির আর্দ্রতা ঘাটতি,മണ്ണിന്റെ ഈർപ്പം കമ്മി
মাটি জৈব পদার্থ,മണ്ണിന്റെ ജൈവവസ്തു കാര്യം
মাটি পোরোসিটি,മണ്ണിന്റെ പോറോസിറ്റി
মাটির উত্পাদনশীলতা,മണ്ണ് ഉൽപാദനക്ഷമത
মাটির প্রোফাইল,മണ്ണ് പ്രൊഫൈൽ
মাটির গুণমান,മണ്ണിന്റെ ഗുണനിലവാരം
মাটির প্রতিক্রিয়া,മണ്ണിന്റെ പ്രതികരണം
মাটি প্রতিরোধ,മണ്ണിന്റെ പ്രതിരോധം
মাটির লবণাক্ততা,മണ്ണിന്റെ ലവണത്വം
মৃত্তিকা বিজ্ঞান,മണ്ണ് ശാസ്ത്രം
মাটি অসুস্থতা,മണ്ണ് രോഗം
মাটি সিভিং,മണ്ണിന്റെ കൂലി
মাটি সমাধান,മണ്ണ് പരിഹാരം
মাটি জীবাণুমুক্ত,മണ്ണ് അണുവിമുക്തൻ
মাটির কাঠামো,മണ്ണിന്റെ ഘടന
মাটি সাসপেনশন,മണ്ണ് സസ്പെൻഷൻ
মাটি পরীক্ষা,മണ്ണ് പരിശോധന
মাটির টেক্সচার,മണ്ണ് ടെക്സ്ചർ
মাটির জলের সম্ভাবনা,മണ്ണിന്റെ ജല സാധ്യത
ভূগর্ভস্থ পানি,മണ്ണ് വെള്ളം
সৌর ধ্রুবক,സൗരോർജ്ജ സ്ഥിരാങ്കം
সৌর বিকিরণ,സൗരവികിരണം
সৌর বর্ণালী,സോളാർ സ്പെക്ട്രം
সোলারাইজেশন,സോളൈറൈസേഷൻ
একমাত্র ফসল,ഏക വിള
দ্রবণীয় সোডিয়াম শতাংশ,സോളിയം ശതമാനം
দেহকোষ,സോമാറ്റിക് സെൽ
সোম্যাটিক ভ্রূণ,സോമാറ്റിക് ഭ്രൂണം
সোম্যাটিক হাইব্রিডাইজেশন,സോമാറ്റിക് ഹൈബ്രിഡൈസേഷൻ
জোরে আঘাত,സോർഗം പരിക്ക്
এসওএস জিন,സോസ് ജീൻ
দক্ষিণ ব্লটিং,തെക്കൻ മായ്ക്കൽ
ব্যবধান (উদ্ভিদ),സ്പെയ്സിംഗ് (പ്ലാന്റ്)
স্প্যাডিক্স,സ്പാഡിക്സ്
স্পাথ,സ്പുട്
বিশেষ ব্যবস্থা,പ്രത്യേക ക്രമീകരണം
বিশেষ ফসল,പ്രത്യേക വിളവെടുപ്പ്
বিশেষ কৃষক,പ്രത്യേക കൃഷി
প্রজাতি,സ്പീഷീസ്
নির্দিষ্ট ফসলের তীব্রতা সূচক,പ്രത്യേക വിള തീവ്രത സൂചിക
আপেক্ষিক গুরুত্ব,പ്രത്യേക ഗുരുത്വാകർഷണം
নির্দিষ্ট আর্দ্রতা,നിർദ്ദിഷ്ട ഈർപ്പം
নির্দিষ্ট পাতার অঞ্চল,നിർദ്ദിഷ്ട ഇല പ്രദേശം
স্পার্মাটোজেনেসিস,Spematogenesis
এস-ফেজ,എസ്-ഘട്ടം
স্পাইক,സ്പൈക്ക്
স্পাইকলেট,സ്പഷ്ടമായ
স্পিন্ডল বুশ,സ്പിൻഡിൽ മുൾപടർപ്പു
স্প্ল্যাশ ক্ষয়,സ്പ്ലാഷ് മണ്ണൊലിപ്പ്
স্প্লিকিং,സ്ലിഷിംഗ്
বিভক্ত অ্যাপ্লিকেশন,ആപ്ലിക്കേഷൻ വിഭജിക്കുക
বিভক্ত জিন,സ്പ്ലിറ്റ് ജീനുകൾ
স্প্লিট প্লট ডিজাইন,സ്പ്ലിറ്റ് പ്ലോട്ട് ഡിസൈൻ
স্পঞ্জি টিস্যু,സ്പോഞ്ചി ടിഷ്യു
স্বতঃস্ফূর্ত মিউটেশন,സ്വതസിദ്ധമായ മ്യൂട്ടേഷൻ
স্পোর,ചിതറിപ്പോയ
স্প্রিংকলার সেচ,സ്പ്രിംഗളർ ജലസേചനം
স্পুডিং,സ്പഷ്ടങ്ങള്
স্পার,പുല്പു
স্পার বিয়ারিং,സ്പർ ബെയറിംഗ്
স্কল,സ്ക്വാലില്
স্থিতিশীল এজেন্ট,ഏജന്റിനെ സ്ഥിരപ്പെടുത്തുന്നു
আদর্শ চ্যুতি,അടിസ്ഥാന വ്യതിയാനം
প্রধান ফসল,സ്ട്രപ്പിൾ വിള
কোডন শুরু করুন,കോഡൺ ആരംഭിക്കുക
স্টার্টার সলিউশন,സ്റ്റാർട്ടർ പരിഹാരം
স্টেম বোরার,സ്റ്റെം ബോറർ
স্টেম-এন্ড,സ്റ്റെം-അവസാനം
স্টেনোস্পারমোকার্পি,സ്റ്റെനോസ്പെർമോകാർപി
স্টেপ্প,സ്റ്റെപ്പ്
জীবাণুমুক্তকরণ,വഭരണം
কলঙ্ক গ্রহণযোগ্যতা,കളങ്ക സ്വീകാര്യത
কলঙ্ক,കളങ്ക
স্টিল্ট রুট,സ്റ്റിൽറ്റ് റൂട്ട്
স্টোলন,മോളോൺ
স্টোমাটা,സ്റ്റോമറ്റ
মলিং,മണ്ഡലം
কোডন বন্ধ করুন,കോഡൺ നിർത്തുക
স্তরিত,സ്ട്രാറ്റുചെയ്തു
স্তরবিন্যাস,സ്ട്രാറ്റിഫിക്കേഷൻ
খড়,സ്ടോ
স্ট্রেস,സമ്മര്ദ്ദം
স্ট্রিপ ক্রপিং,സ്ട്രിപ്പ് ക്രോപ്പിംഗ്
স্ট্রিপ ইন্টারক্রপিং,സ്ട്രിപ്പ് ഇന്റർക്രോപ്പിംഗ്
স্ট্রোমা,സരശാസ്തം
খড়,തല്ലുന്നു
স্টাবল মালচিং,കലഹങ്ങൾ
স্টাইল,ശൈലി
সাব আর্দ্র,ഉപവിഭാഗം
Suberication,സൂരിസേഷൻ
নিমজ্জন,മുത്തം
অস্তিত্ব চাষ,ഉപജീവന കൃഷി
সাবসয়েলিং,സബ്സൈലിംഗ്
উপ-প্রজাতি,ഉപവിഷയങ്ങൾ
প্রতিস্থাপন ক্রপিং,പകരക്കാരൻ ക്രോപ്പിംഗ്
স্তর,കെ.ഇ.
সাবসারফেস সেচ,ഉപരിതല ജലസേചനം
উত্তরাধিকার,തുടർച്ചകമായ
রসালো,ചൂഷണം
স্তন্যপায়ী,സക്കർ
স্বজাতীয়,സുയി-ജനറണം
সূর্য নিরাময়,സൂര്യ-ക്യൂറിംഗ്
পরিপূরক সেচ,അനുബന്ധ ജലസേചനം
পরিপূরক উদ্যোগ,അനുബന്ധ സംരംഭം
পরিপূরক মিথস্ক্রিয়া,അനുബന്ധ ഇടപെടൽ
সুপারিশ জিন,സ്യൂപ്ഷർ ജീൻ
সার্ফ্যাক্ট্যান্ট,സർഫാകാന്റ്
সংবেদনশীল,വരാനിരിക്കുന്ന
সাসপেনশন সংস্কৃতি,സസ്പെൻഷൻ സംസ്കാരം
টেকসই কৃষি,സുസ്ഥിര കൃഷി
টেকসই উন্নয়ন,സുസ്ഥിര വികസനം
ঝাঁকুনি,ആരോദ്ധിക്കല്
তরোয়াল পাতা,വാൾ ഇല
সাইকোনিয়াম,സിക്കൺയം
সিম্বিওসিস,കൈശീയമാക്കല്
সিনগ্যামি,സിങ്കാമി
ধানের তীব্রতা,അരി തീവ്രത്വ സമ്പ്രദായം
সিস্টেমিক ভেষজনাশক,വ്യവസ്ഥാപരമായ കളനാശിനി
জাফলওয়ার,കുങ്കുമം
জাফরান,കുങ്കുമം
Age ষি,മുനി
সাল,സാൽ
সালভিয়া,സാൽവിയ
স্যান্ডেল কাঠ,ചെരുപ്പ് മരം
সাপোটা,സപ്പോട്ട
স্ক্রুপাইন,സ്ക്രൂപ്പിൻ
সিবুকহর্ন,സീബക്ഹോൺ
সেনা,ഭാഗികമായി
সর্প কাঠ,സർപന്ത മരം
তিল,എള്ള്
চিচিঙ্গা,പടവളങ്ങ
স্ন্যাপ মেলন,സ്നാപ്പ് തണ്ണിമത്തൻ
সাবান্ট,സോപ്പ്നട്ട്
জোর,സോർജം
সয়াবিন,സോയാബീൻ
স্প্যানিশ চেরি,സ്പാനിഷ് ചെറി
পালং শাক,ചീര
স্পিন্ডল কাঠ,സ്പിൻഡിൽ മരം
স্পঞ্জ গর্ড,സ്പോഞ്ച് പൊറോട്ട
স্টিভিয়া,സ്റ്റീവിയ
বিছুটি জাতের গাছ,കൊഴുൻ
পাথর ফুল,കല്ല് പുഷ്പം
স্ট্রবেরি,സ്ട്രോബെറി
সুদান ঘাস,സുഡാൻ പുല്ല്
আখ,കരിമ്പ്
গ্রীষ্ম স্কোয়াশ,വേനൽക്കാല സ്ക്വാഷ്
সূর্যমুখী,സൂര്യകാന്തി
সানহেম্প,സൂഹെംപ്പ്
মিষ্টি ক্লোভার,സ്വീറ്റ് ക്ലോവർ
মিষ্টি লাউ,മധുരമുള്ള പൊറോട്ട
মিষ্টি আলু,മധുരക്കിഴങ്ങ്
মিষ্টি ভায়োলেট,മധുരമുള്ള വയലറ്റ്
স্যাপ স্তন্যপায়ী,SAP സക്കർ
উড়ে গেছে,കണ്ട ഈച്ച
স্কেল পোকামাকড়,സ്കെയിൽ പ്രാണി
সেমিলোপার,സെമിലോപ്പർ
শ্যুট বোরার,ബോറർ ഷൂട്ട്
সিল্কওয়ার্ম,പട്ടുനാടൻ
শামুক,ഒച്ച്
চড়ুই,കുരുവി
মাকড়সা,ചിലന്തി
কাঠবিড়ালি,അണ്ണാന്
ডাঁটা বোরার,തോട്ടം ബോറർ
স্টেম বোরার,സ്റ്റെം ബോറർ
স্টেম গার্ডলার,തണ്ട് അരക്കെട്ട്
স্টোন উইভিল,കല്ല് കോവിൾ
মাটি বিজ্ঞানী,മണ്ണ് ശാസ്ത്രജ്ഞൻ
কৌশল আন্দোলন,തന്ത്രപരമായ പ്രസ്ഥാനം
ট্যাগিং (লেবেলিং),ടാഗിംഗ് (ലേബലിംഗ്)
ট্যাঙ্ক পলি,ടാങ്ക് സിൽട്ട്
রুট ট্যাপ করুন,റൂട്ട് ടാപ്പുചെയ്യുക
তাসেল (ভুট্টা),ടസ്സൽ (ചോളം)
ট্যাক্সোনমি,ടാക്സോണമി
প্রযুক্তি,സാങ്കേതികവിദ
নাতিশীতোষ্ণ অঞ্চল,മിതശീതോഷ്ണ മേഖല
অস্থায়ী উইল্টিং,താൽക്കാലിക വൈൽറ്റിംഗ്
টেন্ড্রিল,പരീക്ഷണങ്ങൾ
টেনসিওমিটার,ടെൻസിയോമീറ്റർ
টেপাল,ടെപ്പർ
টেরেটোজিনি,ടെറാറ്റോജനി
সমাপ্তি কোডন,അവസാനിപ്പിക്കൽ കോഡൺ
টেরেস,മട്ടുപ്പാവ്
টেরেস ইন্টারভাল,ടെറസ് ഇടവേള
টেরেস্ট্রিয়াল রেডিয়েশন,ഭൗമ വികിരണം
টেরেস্ট্রিয়াল আগাছা,ഭൗമ കളകൾ
পরীক্ষা ক্রস,ടെസ്റ്റ് ക്രോസ്
পরীক্ষার ওজন,പരീക്ഷണ ഭാരം
টেস্টা,പരീക്ഷണ
টেট্রাড,ടെട്രാട്
টেট্রাপ্লয়েড,ടെട്രപ്ലോയിഡ്
টেট্রাপ্লোডি,ടെട്രാപ്ലോയിഡി
থ্যালামাস,തലലമസ്
তাপ পরিবাহিতা,താപ ചാലകത
তাপ নিরোধক,താപ വ്യത്യാസം
তাপীয় আনয়ন,താപ ഇൻഡക്ഷൻ
থার্মোকল,തെർമോകോൾ
থার্মোগ্রাফ,താർമോഗ്രാഫ്
থার্মোপারিডিসিটি,തെർമോപൈയോഡറിറ്റി
থার্মোপারিডিজম,തെർമോറിയോഡറിസം
থার্মোফিল,തെർമോഫൈൽ
থার্মোট্যাক্সিস,തെർമോടാക്സിസ്
পাতলা আউট,പുറത്തെടുക്കുന്നു
থ্রেশিং,മെതിക്കുന്ന
টিআই প্লাজমিড,ടി പ്ലാസ്മിഡ്
জোয়ার জলাভূমি,ടൈഡൽ ചതുപ്പുകൾ
টাইল নিকাশী,ടൈൽ ഡ്രെയിനേജ്
টিলিবিলিটি,തികകികല്
চাষ,കൃഷി
টিলার (উদ্ভিদ),ടില്ലർ (പ്ലാന്റ്)
টিলারিং,ടിൽവറംഗ്
টিলারিং স্টেজ,ടില്ലാസിംഗ് സ്റ്റേജ്
তিলথ,ടിൽത്ത്
টিস্যু পরীক্ষা,ടിഷ്യു പരിശോധന
টডি,കള്ള്
সহনশীলতা,സഹിഷ്ണുത
শীর্ষ মাটি,മുകളിലെ മണ്ണ്
টোপাটো,ടോപനയോ
শীর্ষ-ড্রেসিং,ടോപ്പ് ഡ്രസ്സിംഗ്
টপোক্লিম্যাটোলজি,ടോപ്പോകലോളജി
টপিং (তামাক),ടോപ്പിംഗ് (പുകയില)
মোট হজমযোগ্য পুষ্টি,മൊത്തം ദഹിപ്പിക്കുന്ന പോഷകത്തെ
মোট ফ্যাক্টর উত্পাদনশীলতা,ആകെ ഘടക ഉൽപാദനക്ഷമത
মোট দ্রবণীয় দ্রবণ,മൊത്തം ലയിക്കുന്ന സോളിഡുകൾ
টোটিপোটেন্সি,ടോളങ്കിപ്പൻസി
বিষাক্ততা,വിഷാംശം
টক্সিন,ടോക്സിൻ
ট্রেস উপাদান,ഘടകങ്ങൾ കണ്ടെത്തുക
ট্রেসার উপাদান,ട്രേസർ ഘടകങ്ങൾ
লেনদেন,ഇടപെടുന്നത്
প্রতিলিপি,പകരാവസ്ഥ
রূপান্তর,രൂപാന്തരം
ট্রান্সজেনিক,സംഗഹദൈവ്
অনুবাদ,വിവർത്തനം
ট্রান্সলোকেশন,ആത്മീയം
ট্রান্সমিট্যান্স,പിന്കങ്ങല്
ট্রান্সপিরেশন সহগ,ട്രാൻസ്പര്യ ഗുണകം
ট্রান্সপিরেশন টান,ട്രാൻസ്പിറിയൽ പുൾ
ট্রান্সপিরেশন অনুপাত,ട്രാൻസ്രേഷൻ അനുപാതം
প্রতিস্থাপন শক,ട്രാൻസ്പ്ലാൻറ് ഷോക്ക്
ট্রান্সপ্ল্যান্টার,ട്രാൻസ്പ്ലാൻറ്റർ
প্রতিস্থাপন,പറിച്ചുനടല്
পরিবহন মাটি,മണ്ണ് കൊണ്ടുപോയ മണ്ണ്
ট্রান্সপসন,ട്രാൻസ്പോണ്
ট্রান্সভার্স নিকাশী,തിരശ്ചീന ഡ്രെയിനേജ്
ফাঁদ ফসল,കെണി വിളകൾ
ট্র্যাশিং,ചവറ്റുകുട്ട
চিকিত্সা,ആചരണം
গাছের ফসল,മരം ക്രോപ്പിംഗ്
গাছের আংটি,ട്രീ റിംഗ്
ট্রায়াল,പരീക്ഷണം
ট্রিকল সেচ,ട്രിക്കിൾ ഇറിഗേഷൻ
ট্রিগার ফ্যাক্টর,ഘടകം ട്രിഗർ ചെയ്യുക
ট্রিপলয়েড,ത്രിവദ്ധമായ
ট্রিপল ক্রপিং,ട്രിപ്പിൾ ക്രോപ്പിംഗ്
ট্রফিক পর্যায়ে,ട്രോഫിക് ലെവൽ
ট্রপিক আন্দোলন,ട്രോപ്പിക് പ്രസ്ഥാനങ്ങൾ
ক্রান্তীয় অঞ্চল,ഉഷ്ണമേഖലാ പ്രദേശത്ത്
ট্রপিজম,ഉഷ്ണമേഖല
সত্য ঘনত্ব,യഥാർത്ഥ സാന്ദ്രത
সত্য হজমতা,യഥാർത്ഥ ദഹനത
কাটা প্রোফাইল,വെട്ടിച്ചുരുക്കിയ പ്രൊഫൈൽ
কাটা মাটি,വെട്ടിച്ചുരുക്കിയ മണ്ണ്
সুনামি,സുനാമി
কন্দ ফসল,കിഴങ്ങുവർഗ്ഗ വിളകൾ
কন্দ,കിഴങ്ങ്
টিউমার,മുഴ
মাটির ছোঁয়া,മണ്ണിന്റെ ചൂഷണം
টুন্ড্রা,തുണ്ട്ര
টার্ফ,ടർഫ്
তুরগিড,തുർജ്ജനമായ
তুরগর আন্দোলন,ടർഗോർ ചലനം
টার্গোর চাপ,ടർഗോർ മർദ്ദം
তুরগর,ടർഗോർ
টার্নার এর সিন্ড্রোম,ടർണിന്റെ സിൻഡ്രോം
প্রকার (উদ্ভিদ),തരം (പ്ലാന്റ്)
টাইপ আই ত্রুটি,ടൈപ്പ് I പിശക്
টাইপ II ত্রুটি,ടൈപ്പ് II പിശക്
টাইফুন,ടൈറ്റി ടോഹൂൺ
তেঁতুল,പുഴലിക്കല്
তারাগন,ടാരഗൺ
মন্দির বা প্যাগোডা গাছ,ക്ഷേത്രം അല്ലെങ്കിൽ പഗോഡ ട്രീ
থিসল,തുണി
থুজা,തുജ
থাইম,തൈം
তামাক,പുകയില
টমেটো,തക്കാളി
দুঃখের গাছ,വൃക്ഷം
ট্রিটিকাল,ܘNITICE
শিঙা ভাইন,കാഹളം മുന്തിരിവതാവ്
টিউবারোজ,Tuberose
হলুদ,മഞ്ഞൾ
শালগম,തക്കാരിച്ചെടി
টাইফা (ভারতীয় রিড গদা),ടൈമ്മ (ഇന്ത്യൻ റീഡ് മാസ്)
চা মশা,ചായ കൊതുക്
টার্মিটস (সাদা পিঁপড়া),ടെർമിറ്റുകൾ (വെളുത്ത ഉറുമ്പ്)
থ্রিপস,ഇലപ്പെടുപ്പുകൾ
আল্ট্রাসেন্ট্রিফিউগেশন,അൾട്രൊരെണ്ടര്ഫ്യൂഗേഷൻ
আল্ট্রাসাউন্ড,അൾട്രാസൗണ്ട്
উম্বল,ഉമ്പ്
অবিচ্ছিন্ন,അധികാരപ്പെടുത്തിയിട്ടില്ല
ফলস্বরূপ,ഫലമില്ലാത്തത്
অবিচ্ছিন্ন,ഞരമ്പമില്ലാത്ത
ইউনিভার্সাল জেনেটিক কোড,സാർവത്രിക ജനിറ്റിക് കോഡ്
ইউনিভার্সাল মাটি ক্ষতির সমীকরণ,സാർവത്രിക മണ്ണിന്റെ നഷ്ടം
অসম্পৃক্ত ফ্যাটি অ্যাসিড,അപൂരിത ഫാറ്റി ആസിഡുകൾ
উঁচু ভাত,ഇളം അരി
উর্ধ্বভূমি,ഉദതം
আরবান কম্পোস্ট,അർബൻ കമ്പോസ്റ്റ്
ইউরিয়া,യുആർഎ
ইউরিজ,മൂലം
উলা ঘাস,ഉല്ലാ പുല്ല്
ভ্যাকসিন,വാക്സിന്
ভ্যাকুওল,വാക്യൂൾ
মূল্য সংযোজন কৃষি,മൂല്യവർദ്ധിത കൃഷി
মূল্য সংযোজন পণ্য,മൂല്യവർദ്ധിത ഉൽപ്പന്നം
মান সংযোজন,മൂല്യങ്ങൾ
মান ব্যয় অনুপাত,മൂല്യ വില അനുപാതം
ভ্যাম (ভেসিকুলার আরবাসকুলার),VAM (വെസിക്കുലാർ അർബുലർ)
