Punjabi,Kannada
ਬੇਤਰਤੀਬੇ ਗਲਤੀ,ಯಾದೃಚ್ om ಿಕ ದೋಷ
ਬੇਤਰਤੀਬੇ ਉਤਰਾਅ ਚੜਾਅ,ಯಾದೃಚ್ om ಿಕ ಏರಿಳಿತಗಳು
ਸੀਮਾ,ವ್ಯಾಪ್ತಿ
ਰਾਸਟਰ,ಕವೆಗಿಳ
ਰਾਸਟਰ ਚਿੱਤਰ ਫਾਰਮੈਟ,ರಾಸ್ಟರ್ ಇಮೇಜ್ ಫಾರ್ಮ್ಯಾಟ್
ਰੇਟ ਕੰਟਰੋਲ,ದರ ನಿಯಂತ್ರಣ
ਤਬਦੀਲੀ ਦੀ ਦਰ,ಬದಲಾವಣೆಯ ದರ
ਰੇਟ ਕੀਤੀ ਸਮਰੱਥਾ,ರೇಟ್ ಮಾಡಲಾದ ಸಾಮರ್ಥ್ಯ
ਦਰਜਾ ਪ੍ਰਾਪਤ ਕਰਨ ਦੀ ਸ਼ਕਤੀ,ರೇಟ್ ಮಾಡಿದ ಕುದುರೆ ಶಕ್ತಿ
ਰੇਟਡ ਸ਼ਕਤੀ,ಸಾಮರ್ಥ್ಯ ಧಾರಣೆ
ਰੇਟਿੰਗ,ರೇಟಿಂಗ್
ਆਰ-ਸੀ ਜੋੜ,ಆರ್-ಸಿ ಜೋಡಣೆ
ਪ੍ਰਤੀਕ੍ਰਿਆ,ಪ್ರತಿಕ್ರಿಯೆ
ਪ੍ਰਤੀਕਰਮ,ಪ್ರತಿಕ್ರಿಯೆ
ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਭਾਗ,ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಅಂಶ
ਪ੍ਰਤੀਕ੍ਰਿਆਸ਼ੀਲ ਲੋਡ,ಪ್ರತಿಕ್ರಿಯಾತ್ಮಕ ಹೊರೆ
ਰੀਜੈਂਟ ਐਚਿੰਗ,ಕಾರಕ ಎಚ್ಚಣೆ
ਰੀਅਲ ਟਾਈਮ ਟ੍ਰਾਂਸਮਿਸ਼ਨ,ನೈಜ ಸಮಯದ ಪ್ರಸರಣ
ਰੀਬ੍ਰੋਡਕਾਸਟਿੰਗ,ಮತ್ತೆ
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,ರವಾನೆಗಾರ
ਐਂਟੀਨਾ ਪ੍ਰਾਪਤ ਕਰਨਾ,ಆಂಟೆನಾವನ್ನು ಸ್ವೀಕರಿಸಲಾಗುತ್ತಿದೆ
ਸੈਂਟਰ ਪ੍ਰਾਪਤ ਕਰਨਾ,ಸ್ವೀಕರಿಸುವ ಕೇಂದ್ರ
ਰਿਸੈਪਸ਼ਨ,ಆರತಕ್ಷತೆ
ਰਿਸੈਪਸ਼ਨ ਰਿਪੋਰਟ,ಸ್ವಾಗತ ವರದಿ
ਰਿਸੈਪਸ਼ਨ ਸਰਵੇਖਣ,ಸ್ವಾಗತ ಸಮೀಕ್ಷೆ
ਪਰਸਪਰ,ಪರಸ್ಪರ ಸಂಬಂಧ
ਪੁਨਰ ਨਿਰਮਾਣ ਫਿਲਟਰ,ಪುನರ್ನಿರ್ಮಾಣ ಫಿಲ್ಟರ್
ਚਮਤਕਾਰ,ದಾಖಲಾತ
ਰਿਕਾਰਡ ਕੀਤਾ ਗਿਆ,ದಾಖಲಾದ
ਰਿਕਾਰਡਰ,ರೆಕಾರ್ಡರ್
ਰਿਕਾਰਡਿੰਗ,ರೆಕಾರ್ಡಿಂಗ್
ਬੋਥ ਰਿਕਾਰਡ ਕਰਨਾ,ರೆಕಾರ್ಡಿಂಗ್ ಬೂತ್
ਰਿਕਾਰਡਿੰਗ,ರೆಕಾರ್ಡಿಂಗ್ ತಲೆ
ਡਿਸਕ ਤੇ ਰਿਕਾਰਡਿੰਗ,ಡಿಸ್ಕ್ನಲ್ಲಿ ರೆಕಾರ್ಡಿಂಗ್
ਰਿਕਾਰਡਿੰਗ ਕਮਰਾ,ರೆಕಾರ್ಡಿಂಗ್ ಸ್ಥಳ
ਰਿਕਾਰਡਿੰਗ ਸਿਸਟਮ,ರೆಕಾರ್ಡಿಂಗ್ ವ್ಯವಸ್ಥೆ
ਰਿਕਾਰਡਿੰਗ ਟੇਪ,ರೆಕಾರ್ಡಿಂಗ್ ಟೇಪ್
ਸੁਧਾਰ,ಸರಿಪಡಿಸುವುದು
ਸੁਧਾਰਕ ਸੰਕੇਤ,ಸರಿಪಡಿಸಿದ ಸಂಕೇತ
ਗੁਣਾ,ಸರಿಪಡಿಸುವವನು
ਰੀਸਾਈਕਲ,ಮರುಕಳಿಸು
ਰਿਡੰਡੈਂਸੀ,ಪುನರುಕ್ತಿ
ਰਿਡੰਡੈਂਟ,ಅನಗತ್ಯ
ਰਿਡੰਡੈਂਟ ਐਲੀਮੈਂਟ,ಅನಗತ್ಯ ಅಂಶ
ਦੁਬਾਰਾ ਇੰਜੀਨੀਅਰਿੰਗ,ಮತ್ತೆ ಎಂಜಿನಿಯರಿಂಗ್
ਦੁਬਾਰਾ ਵਾਧਾ,ಪುನಸ್ಸಂಯೋಜನೆ
ਹਵਾਲਾ ਬਾਰੰਬਾਰਤਾ,ಉಲ್ಲೇಖ ಆವರ್ತನ
ਹਵਾਲਾ ਮੁੱਲ,ಉಲ್ಲೇಖ ಮೌಲ್ಯ
ਪਰਤ ਨੂੰ ਦਰਸਾਉਂਦੀ ਹੈ,ಪ್ರತಿಬಿಂಬಿಸುವ ಪದರ
ਮਾਧਿਅਮ ਨੂੰ ਦਰਸਾਉਂਦੇ ਹੋਏ,ಮಧ್ಯಮವನ್ನು ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ
ਸਤਹ ਪ੍ਰਤੀਬਿੰਬਤ,ಮೇಲ್ಮೈ ಪ್ರತಿಬಿಂಬಿಸುತ್ತದೆ
ਪ੍ਰਤੀਬਿੰਬ,ಪ್ರತಿಫಲನ
ਰਿਫਲੈਕਟਰ,ಪ್ರತಿಫಲಕ
ਐਂਟੀਨਾ ਦਾ ਰਿਫਲੈਕਟਰ,ಆಂಟೆನಾಕ್ಕಾಗಿ ಪ್ರತಿಫಲಕ
ਰਿਫੈਕਸ਼ਨ,ವಕ್ರೀಕರಣ
ਸੁਧਾਰਕ ਸੂਚਕਾਂਕ,ವಕ್ರೀಕರಣ ಸೂಚಿ
ਫਰਿੱਜ,ಶೈತ್ಯೀಕರಣ
ਪੁਨਰਜਨਮ,ಪುನರುತ್ಪಾದನೆ
ਰਜਿਸਟਰ,ನೋಂದಣಿ
ਵਾਲਵ ਨੂੰ ਨਿਯਮਤ ਕਰੋ,ಕವಾಟವನ್ನು ನಿಯಂತ್ರಿಸುವುದು
ਨਿਯਮ,ನಿಯಂತ್ರಣ
ਰੈਗੂਲੇਟਰ,ನಿಯಂತ್ರಕ
ਰੈਗੂਲੇਟਰੀ,ನಿಯಂತ್ರಕ
ਮਜਬੂਤ,ಬಲವರ್ಧನೆ
ਰਿਸ਼ਤੇਦਾਰੀ,ಸಂಬಂಧದ
ਰਿਸ਼ਤੇਦਾਰ ਪਰਮਜਿਟੀ,ಸಾಪೇಕ್ಷ ಅನುಮತಿ
ਰਿਲੇਅ,ಪದಚ್ಯುತ
ਰੀਲੇਅ ਸੈਂਟਰ,ಪ್ರಸಾರ ಕೇಂದ್ರ
ਰੀਲੇਅ ਗੱਡੀ,ರಿಲೇ ಮಾಟಿಂಗ್
ਰੀਲੇਅ ਟ੍ਰਾਂਸਮੀਟਰ,ರವಾನೆ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ਜਾਰੀ ਕਰੋ,ಬಿಡುಗಡೆ
ਕੋਈ ਵੋਲਟ ਜਾਰੀ ਕਰੋ,ಯಾವುದೇ ವೋಲ್ಟ್ ಅನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿ
ਭਰੋਸੇਯੋਗਤਾ,ವಿಶ್ವಾಸಾರ್ಹತೆ
ਭਰੋਸੇਯੋਗ,ವಿಶ್ವಾಸಾರ್ಹ
ਰਿਮੋਟ,ದೂರವಾದ
ਰਿਮੋਟ ਕੰਟਰੋਲ,ದೂರ ನಿಯಂತ್ರಕ
ਰਿਮੋਟ ਕੰਟਰੋਲ ਅਤੇ ਨੇਵੀਗੇਸ਼ਨ ਸਿਸਟਮ,ರಿಮೋಟ್ ಕಂಟ್ರೋಲ್ ಮತ್ತು ನ್ಯಾವಿಗೇಷನ್ ಸಿಸ್ಟಮ್
ਰਿਮੋਟ ਕੰਟਰੋਲ ਯੂਨਿਟ,ದೂರಸ್ಥ ನಿಯಂತ್ರಣ ಘಟಕ
ਰਿਮੋਟ ਸਿਸਟਮ,ದೂರಸ್ಥ ವ್ಯವಸ್ಥೆ
ਰਿਮੋਟਲੀ ਨਿਯੰਤਰਿਤ ਉਪਕਰਣ,ದೂರದಿಂದ ನಿಯಂತ್ರಿತ ಉಪಕರಣಗಳು
ਦੁਹਰਾਓ ਕੋਇਲ,ಸುರುಳಿಯನ್ನು ಪುನರಾವರ್ತಿಸಿ
ਰੀਪੀਟਰ,ಪುನರಾವರ್ತಕ
ਤਬਦੀਲੀ,ಬದಲಾವಣೆ
ਦੁਬਾਰਾ ਭਰਨਾ,ಪುನಃ ತುಂಬಿಸುವುದು
ਦੁਬਾਰਾ ਪੈਦਾ ਕਰੋ,ಪುನರುತ್ಪಾದಿಸು
ਪ੍ਰਜਨਨ,ಪುನರುಜ್ಜೀವನ
ਦੁਬਾਰਾ ਰਿਕਾਰਡਿੰਗ,ಪುನರ್ನಿರ್ಮಾಣ
ਖੋਜ ਅਤੇ ਵਿਕਾਸ,ಸಂಶೋಧನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ
ਰੀਸੈੱਟ,ಮರುಹೊಂದಿಸು
ਬਚੀ ਤਬਦੀਲੀ,ಉಳಿದಿರುವ ಪುನರ್ರಚನೆ
ਬਾਕੀ ਦੇ,ಶೇಷ
ਵਿਰੋਧ,ಪ್ರತಿರೋಧ
ਵਿਰੋਧ ਲੋਡ,ಪ್ರತಿರೋಧ ಹೊರೆ
ਰੋਧਕ,ಪ್ರತಿರೋಧಕ
ਰੈਜ਼ੋਲੂਸ਼ਨ,ಪರಿಹಲನ
ਗੂੰਜ,ಅನುರಣನ
ਗੂੰਜ ਦੀ ਬਾਰੰਬਾਰਤਾ,ಅನುರಣನ ಆವರ್ತನ
ਗੂੰਜਕ,ಅನುರಣಿಸುವ
ਗੂੰਜਕ ਲਾਈਨ,ಅನುರಣನ ರೇಖೆ
ਗੂੰਜਦਾਤਾ,ಪ್ರತಿಧ್ವನಕ
ਸਰੋਤ,ಸಂಪುಟ
ਸਰੋਤ ਸਾਂਝੀ ਕਰਨਾ,ಸಂಪನ್ಮೂಲ ಹಂಚಿಕೆ
ਜਵਾਬ ਦੇਣ ਦੀ ਮਿਆਦ,ಸ್ಪಂದಿಸುವ ಅವಧಿ
ਜਵਾਬ,ಪ್ರತಿಕ್ರಿಯೆ
ਬਹਾਲੀ,ಪುನಃಸ್ಥಾಪನೆ
ਨਤੀਜਾ,ಪರಿಣಾಮವಾಗಿ
ਧਾਰਨ,ಧಾರಣ
ਮੁੜ ਪ੍ਰਾਪਤ,ಪುನಃ ಪ್ರಸಾರ
ਪ੍ਰਾਪਤੀ,ಮರುಶಾಯನ
ਪ੍ਰਾਪਤੀ ਇੰਜਣ,ಮರುಜೋಡಣೆ ಎಂಜಿನ್
ਦੁਬਾਰਾ ਕੋਸ਼ਿਸ਼ ਕਰੋ,ಮರುಪ್ರಯತ್ನಿಸಿ
ਵਾਪਸੀ,ಮರಳಿ
ਵਾਪਸੀ ਮਾਰਗ,ರಿಟರ್ನ್ ಪಥ
ਰੀਵਰਬਰੇਸ਼ਨ,ಪ್ರತಿಧ್ವನಿಸುವಿಕೆ
ਪੁਨਰ ਜਨਮ ਦਾ ਸਮਾਂ,ಪ್ರತಿಧ್ವನಿ ಸಮಯ
ਉਲਟਾ ਪੱਖਪਾਤੀ ਡਾਇਡ,ಹಿಮ್ಮುಖ ಪಕ್ಷಪಾತದ ಡಯೋಡ್
ਉਲਟਾ ਮੌਜੂਦਾ,ರಿವರ್ಸ್ ಕರೆಂಟ್
ਘੁੰਮਣਾ,ಸುತ್ತುವ
ਰੀਵਾਇੰਡ,ಪುನರುಜ್ಜೀವನ
ਰੀਵਾਇਰੀਅਲ ਫਿ .ਜ਼,ಪುನರ್ರಚಿಸಬಹುದಾದ ಫ್ಯೂಸ್
ਰੀਵਾਇਰਿੰਗ,ಪುನರುಜ್ಜೀವನಗೊಳಿಸುವ
ਮੁੜ ਲਿਖਤ,ಪುನಃ ಬರೆಯಬಲ್ಲ
ਆਰਐਫ ਡਰਾਈਵ,ಆರ್ಎಫ್ ಡ್ರೈವ್
ਆਰਐਫ ਫੀਡਰ,ಆರ್ಎಫ್ ಫೀಡರ್
ਆਰਐਫ ਦੇ ਖਤਰੇ,ಆರ್ಎಫ್ ಅಪಾಯಗಳು
ਆਰਐਫ ਪ੍ਰੋਟੈਕਸ਼ਨ ਅਨੁਪਾਤ,ಆರ್ಎಫ್ ಸಂರಕ್ಷಣಾ ಅನುಪಾತ
Rhostat,Rhಷಧ
ਰਿਬਨ,ನಾರು
ਰਿਵੇਟ,ಹಿಡಿತ
ਰਿਵੇਟਿਡ ਜੋੜ,ರಿವೆಟೆಡ್ ಜಂಟಿ
ਕਠੋਰ,ತಿರುಗುವಿಕೆ
Rn ਚੈਨਲ,ಆರ್ಎನ್ ಚಾನೆಲ್
ਰੋਬੋਟ,ರೋಬೋಟ್
ਰੋਬੋਟਿਕਸ,ಸಂಚಾರಿ
ਅੰਦਰ ਰੋਲ,ರೋಲ್ ಇನ್
ਵੇਲਨਾ,ಉರುಳು
ਰੂਟ,ಬೇರು
ਰੋਟਰੀ,ರೋಟರಿ
ਰੋਟੇਸ਼ਨ,ಸುತ್ತುವುದು
ਰਸਤਾ,ಮಾರ್ಗ
ਰਾ ter ਟਰ,ರೂterಿಯ
ਰੁਟੀਨ ਸੰਚਾਲਨ,ವಾಡಿಕೆಯ ಕಾರ್ಯಾಚರಣೆಗಳು
ਰੂਟਿੰਗ,ಪಳಗುವುದು
ਸਮਾਂ ਚਲਾਓ,ರನ್ ಸಮಯ
ਸੁਰੱਖਿਆ ਵਿਵਸਥਾ,ಸುರಕ್ಷತಾ ವ್ಯವಸ್ಥೆ
ਸੁਰੱਖਿਆ ਇੰਟਰਲਾਕ,ಸುರಕ್ಷತಾ ಇಂಟರ್ಲಾಕ್
Sag,ಚೂರು
ਪ੍ਰਮੁੱਖ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,ಪ್ರಮುಖ ಅಂಶಗಳು
ਨਮੂਨਾ,ಮಾದರಿ
ਨਮੂਨਾ ਅਤੇ ਸਰਕਟ ਰੱਖੋ,ಮಾದರಿ ಮತ್ತು ಹೋಲ್ಡ್ ಸರ್ಕ್ಯೂಟ್
ਨਮੂਨਾ ਦਾ ਆਕਾਰ,ಮಾದರಿ ಅಳತೆ
ਨਮੂਨਾ ਵਾਲਾ ਡਾਟਾ,ಮಾದರಿ ಡೇಟಾ
ਨਮੂਨਾ,ಮಾದರಿ
ਨਮੂਨਾ ਦੀ ਦਰ,ಮಾದರಿ ದರ
ਨਮੂਨਾਦਾਰ ਸੰਤ੍ਰਿਪਤ,ಮಾದರಿ ಶುದ್ಧತ್ವ
ਸੈਮਪਲਿੰਗ ਥਿ .ਰੀ / ਥਿ .ਮ,ಮಾದರಿ ಸಿದ್ಧಾಂತ/ಪ್ರಮೇಯ
ਸੈਟੇਲਾਈਟ,ಉಪಗ್ರಹ
ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ,ಉಪಗ್ರಹ ಸಂವಹನ
ਸੈਟੇਲਾਈਟ ਕਵਰੇਜ,ಉಪಗ್ರಹ
ਸੈਟੇਲਾਈਟ ਡਿਜੀਟਲ ਲਿੰਕ,ಉಪಗ್ರಹ ಡಿಜಿಟಲ್ ಲಿಂಕ್
ਸੈਟੇਲਾਈਟ ਦਖਲ,ಉಪಗ್ರಹ
ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ,ಉಪಗ್ರಹ ರೇಡಿಯೋ
ਸੈਟੇਲਾਈਟ ਰੇਡੀਓ ਸੰਚਾਰ,ಉಪಗ್ರಹ ರೇಡಿಯೋ ಪ್ರಸರಣ
ਸੈਟੇਲਾਈਟ ਸੰਚਾਰ,ಉಪಗ್ರಹ
ਸੰਤ੍ਰਿਪਤ ਹਵਾ,ಸ್ಯಾಚುರೇಟೆಡ್ ಗಾಳಿ
ਮੌਜੂਦਾ ਸੰਤ੍ਰਿਪਤ,ಪ್ರವಾಹವನ್ನು ಸ್ಯಾಚುರೇಟಿಂಗ್
ਸੰਤ੍ਰਿਪਤਾ,ಶುದ್ಧತ್ವ
ਦੰਦ ਦੀ ਲਹਿਰ ਵੇਖੀ,ಹಲ್ಲಿನ ತರಂಗವನ್ನು ನೋಡಿದೆ
ਸਕੇਲੇਬਿਲਟੀ,ಸ್ಕೇಲ್
ਸਕੇਲ,ದಳ
ਸਕੇਲ ਫੈਕਟਰ,ಅಡೆತಡೆ
ਸਕੇਲਿੰਗ,ಸ್ಕೇಲಿಂಗ್
ਸਕੈਨ ਕੀਤਾ ਬੀਮ,ಸ್ಕೂನ್
ਸਕੈਨਰ,ಸ್ಕ್ಯಾನರ್
ਸਕੈਨਿੰਗ ਬਾਰੰਬਾਰਤਾ,ಸ್ಕ್ಯಾನಿಂಗ್ ಆವರ್ತನ
ਸਕੈਨ ਲਾਈਨ,ಸ್ಕ್ಯಾನಿಂಗ್ ಮಾರ್ಗ
ਸਕੈਟਰਿੰਗ,ಚದುರಿಸುವಿಕೆ
ਦ੍ਰਿਸ਼,ಸನ್ನಿವೇಶ
ਸ਼ਡਿ r ਲਰ,ವೇಳಾಪಟ್ಟಿ
ਯੋਜਨਾਬੰਦੀ,ತಂತ್ರದ
ਸਕੌਟਕੀ ਬੈਰੀਅਰ,ಚಾವಟಿ ತಡೆಗೋಡೆ
ਦਿਸਣ,ಮಿನುಗುವಿಕೆ
ਸਕ੍ਰੈਮਬਲਰ,ಕೆರಳಿದವನು
ਸਕ੍ਰੈਂਬਲਿੰਗ,ಕೆರಳಿಸುವ
ਸਕ੍ਰੈਪ,ಚೂರು
ਸਕ੍ਰੈਪਿੰਗ,ಕೆರೆದು
ਸਕ੍ਰੈਚ,ಗೀಚು
ਸਕਰੀਨ,ಪರದೆಯ
ਸਕ੍ਰੀਨ ਬਰਨ,ಪರದೆಯ ಸುಟ್ಟಗಾಯ
ਸਕਰੀਨ ਬਾਈਪਾਸ,ಪರದೆಬೈಪಾಸಿನಲ್ಲಿ
ਸਕ੍ਰੀਨ ਮੌਜੂਦਾ,ಪರದೆಯ ಪ್ರವಾಹ
ਸਕ੍ਰੀਨ ਗਰਿੱਡ,ಪರದೆ ಗ್ರಿಡ್
ਸਕਰੀਨ ਸੇਵਰ,ಸ್ಕ್ರೀನ್ ಸೇವರ್
ਸਕਰੀਨਡ ਕੇਬਲ,ಪ್ರದರ್ಶಿತ ಕೇಬಲ್
ਸਕ੍ਰੀਨਿੰਗ,ತಣಿಸುವುದು
ਸਕ੍ਰੌਲ ਕਰੋ,ಸುರುಳಿ
ਸਕ੍ਰੌਲ ਬਾਰ,ಸ್ಕ್ರಾಲ್ ಪಟ್ಟಿ
ਸਕ੍ਰੌਲਿੰਗ,ಸ್ಕ್ರೋಲಿಂಗ್
ਖੋਜ ਇੰਜਣ,ಶೋಧಕ ಎಂಜಿನ್
ਸੈਕੰਡਰੀ,ದ್ವಿತೀಯ
ਸੈਕੰਡਰੀ ਸੈੱਲ,ದ್ವಿತೀಯ ಕೋಶ
ਸੈਕਟਰ,ವಲಯ
ਖੰਡ,ಭಾಗ
ਸਵੈ-ਨਿਦਾਨ,ಸ್ವಯಂ ರೋಗನಿರ್ಣಯ
ਸੈਮੀਕੋਂਡਕਟਰ,ಅರೆವಾಹಕ
ਭੇਜਣ ਵਾਲੇ,ಕಳುಹಿಸುವವರು
ਸੰਵੇਦਨਸ਼ੀਲਤਾ,ಸೂಕ್ಷ್ಮತೆ
ਸੈਂਸਰ,ಸಂವೇದಕ
ਤਰਤੀਬ,ಅನುಕ್ರಮ
ਸੀਰੀਅਲ,ಧಾರ್ಮಿಕ
ਸੀਰੀਅਲ ਐਕਸੈਸ,ಸರಣಿ ಪ್ರವೇಶ
ਸੀਰੀਅਲ ਪੋਰਟ,ಸೀರಿಯಲ್ ಪೋರ್ಟ್
ਲੜੀਵਾਰ ਗੂੰਜ,ಸರಣಿ ಅನುರಣನ
ਸਰਵਰ,ಸರ್ಕಾರಿ
ਸਥਾਪਨਾ ਕਰਨਾ,ಜೋಡಣೆ
ਸ਼ੇਡਿੰਗ,Shadಹನ
ਸ਼ੈਡੋ,ನೆರಳು
ਸ਼ੈਨਨ ਦਾ ਸਿਧਾਂਤ,ಶಾನನ್ ಅವರ ಪ್ರಮೇಯ
ਸ਼ਬਦਾ ਹੈ,ರೂಪಿಸುವುದು
ਸ਼ੇਅਰਵੇਅਰ,ಷೇರು
ਮਿਆਨ,ಪೊರೆ
ਸ਼ਿਫਟ,ಸ್ಥಳಾಂತರ
ਸ਼ਿਫਟਿੰਗ,ವರ್ಗಾವಣೆಯ
ਸਦਮਾ,ಆಘಾತ
ਸ਼ਾਰਟ ਸਰਕਟ,ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
ਛੋਟਾ ਸਰਕਟ ਟੈਸਟ,ಕಿರು ಸರ್ಕ್ಯೂಟ್ ಪರೀಕ್ಷೆ
ਛੋਟਾ ਵੇਵ,ಸಣ್ಣ ತರಂಗ
ਛੋਟਾ ਵੇਵ ਸੈਂਟਰ,ಸಣ್ಣ ತರಂಗ ಕೇಂದ್ರ
ਸ਼ਾਰਟਕੱਟ,ಸಂಕ್ಷಿಪ್ತವಾಗಿ
ਸ਼ਟ ਡਾਉਨ,ಮುಚ್ಚಲಾಯಿತು
ਬੰਦ ਕਰਨ ਦਾ ਸੰਕੇਤ,ಸ್ಥಗಿತ ಸಂಕೇತ
ਸਾਈਡ ਬੈਂਡ,ಸೈಡ್ ಬ್ಯಾಂಡಿ
ਸਾਈਡ ਬੈਂਡ ਪਾਵਰ,ಸೈಡ್ ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
ਇਸ਼ਾਰਾ,ಸಂಕೇತ
ਸੰਕੇਤ ਐਪਲੀਟਿ .ਡ,ಸಂಕೇತ ವೈಶಾಲ್ಯ
ਸੰਕੇਤ ਗ੍ਰਾਫ,ಸಿಗ್ನಲ್ ಫ್ಲೋ ಗ್ರಾಫ್
ਸਿਗਨਲ ਜੇਨਰੇਟਰ,ಸಂಕೇತ ಉತ್ಪಾದಕ
ਸਿਗਨਲ ਲਾਈਟ,ಸಂಕೇತ ಬೆಳಕು
ਸਿਗਨਲ ਰੂਟਿੰਗ,ಸಿಗ್ನಲ್ ರೂಟಿಂಗ್
ਸੰਕੇਤ ਸ਼ਕਤੀ,ಸಂಕೇತ ಶಕ್ತಿ
ਟਾਕ ਦੇ ਅਨੁਪਾਤ ਨੂੰ ਪਾਰ ਕਰਨ ਲਈ ਸੰਕੇਤ,ಕ್ರಾಸ್ ಟಾಕ್ ಅನುಪಾತಕ್ಕೆ ಸಂಕೇತ
ਸ਼ੋਰ ਅਨੁਪਾਤ ਨੂੰ ਸੰਕੇਤ,ಶಬ್ದ ಅನುಪಾತಕ್ಕೆ ಸಂಕೇತ
ਨਿਰਵਿਘਨ ਸ਼ੋਰ ਅਨੁਪਾਤ ਦੇ ਸੰਕੇਤ,ಗಮನಿಸದ ಶಬ್ದ ಅನುಪಾತಕ್ಕೆ ಸಂಕೇತ
ਸੰਕੇਤ ਅਤੇ ਬਦਲਣਾ,ಸಿಗ್ನಲಿಂಗ್ ಮತ್ತು ಸ್ವಿಚಿಂಗ್
ਸੰਕੇਤ,ಸಿಗ್ನಲಿಂಗ್ ಬಿಟ್
ਮਹੱਤਵਪੂਰਨ ਸਾਈਡਬੈਂਡ,ಗಮನಾರ್ಹ ಸೈಡ್‌ಬ್ಯಾಂಡ್‌ಗಳು
ਸਧਾਰਨ,ಸರಳ
ਸਿਮੂਲੇਸ਼ਨ,ವೇಷಭೂಷಣ
ਸਿਮੂਲੇਟਰ,ಸಂಚಾರಿ
ਸਿਮੂਕਲਕਾਸਟ,ಸಮಾಧಿ
ਸਿਮਟਲ ਮਾਸਕਿੰਗ,ಏಕಕಾಲದಲ್ಲಿ
ਸਿਨ ਕੰਪੋਨੈਂਟ,ಸೈನ್ ಘಟಕ
ਸਿਨ ਲਹਿਰ,ಸೈನ್ ತರಂಗ
ਸਿੰਗਲ ਫ੍ਰੀਕੁਐਂਸੀ ਨੈਟਵਰਕ,ಏಕ ಆವರ್ತನ ನೆಟ್‌ವರ್ಕ್
ਸਿੰਗਲ ਪੜਾਅ ਮੋਟਰ,ಏಕ ಹಂತದ ಮೋಟಾರ್
ਸਾਈਟ,ಸ್ಥಳ
ਸਾਈਟ ਲੇਆਉਟ ਯੋਜਨਾ,ಸೈಟ್ ವಿನ್ಯಾಸ ಯೋಜನೆ
ਕੁਸ਼ਲ ਆਪਰੇਟਰ,ನುರಿತ ನಿರ್ವಾಹಕ
ਦੂਰੀ ਛੱਡੋ,ದೂರವನ್ನು ಬಿಟ್ಟುಬಿಡಿ
ਅਸਮਾਨ ਵੇਵ,ಆಕಾಶದ ಅಲೆ
ਸਕਾਈ ਵੇਵ ਪ੍ਰਸਾਰ,ಆಕಾಶ ತರಂಗ ಪ್ರಸರಣ
ਸਲੈਬ,ಚಪ್ಪಡಿ
ਸਲੇਂਟ ਮਾਰਗ,ಓರೆಗಾಲ
ਸਲਾਟ,ಸ್ಲ
ਸਮਾਰਟ ਕਾਰਡ,ಸ್ಮಾರ್ಟ್ ಕಾರ್ಡ್
ਸੋਡੀਅਮ ਭਾਫ ਦੀਵੇ,ಸೋಡಿಯಂ ಆವಿ ದೀಪ
ਸਾਫਟ ਕੁੰਜੀ,ಮೃದುವಾದ ಕೀಲಿಯು
ਸਾਫਟਵੇਅਰ,ಸಾಫ್ಟ್ವೇರ್
ਸੋਲਰ ਐਕਟੀਵਿਟੀ,ಸೌರ ಚಟುವಟಿಕೆ
ਸੂਰਜੀ ਊਰਜਾ,ಸೌರಶಕ್ತಿ
ਸੋਲਰ ਫਲੇਅਰਜ਼,ಸೌರ ಜ್ವಾಲೆಗಳು
ਸੋਲਰ ਸੰਚਾਲਿਤ,ಸೌರ ಚಾಲಿತ
ਠੋਸ ਰਾਜ,ಘನ ಸ್ಥಿತಿ
ਠੋਸ ਰਾਜ ਭੰਡਾਰ,ಘನ ರಾಜ್ಯ ಸಂಗ್ರಹ
ਠੋਸ ਰਾਜ ਟ੍ਰਾਂਸਮੀਟਰ,ಘನ ರಾಜ್ಯ ಟ್ರಾನ್ಸ್ಮಿಟರ್
ਕ੍ਰਮਬੱਧ,ವಿಂಗಡಿಸು
ਆਵਾਜ਼,ಶಬ್ದ
ਆਵਾਜ਼ ਸਮਾਈ,ಶಬ್ದ ಹೀರುವಿಕೆ
ਧੁਨੀ ਸੰਤੁਲਨ,ಉತ್ತಮ ಸಮತೋಲನ
ਸਾ ound ਂਡ ਡਿਟੈਕਟਰ,ಶಬ್ದ ಪತ್ತೆಕಾರ
ਆਵਾਜ਼ ਮਿਕਸਰ,ಧ್ವನಿ ಮಿಕ್ಸರ್
ਧੁਨੀ ਪਰਿਪੇਖ,ಸೋಗು ದೃಷ್ಟಿಕೋನ
ਆਵਾਜ਼ ਦੀ ਸ਼ਕਤੀ,ಶಬ್ದದ ಶಕ್ತಿ
