English,Telugu
Resting period,విశ్రాంతి కాలం
Restoring the soil fertility,నేల సంతానోత్పత్తిని పునరుద్ధరిస్తుంది
Restriction endonuclease,పరిమితి ఎండోన్యూకలీస్
Restriction enzyme,పరిమితి ఎంజైమ్
Restriction fragment length analysis,పరిమితి శకలం పొడవు విశ్లేషణ
Restriction site,పరిమితి సైట్
Rete malpighi,రిటీ మాల్పిగి
Rete testis,రెటీ టెస్టిస్
Retention,నిలుపుదల
Reticulate,రెటిక్యులేట్
Reticulate venation,రెటిక్యులేట్ వెనిషన్
Reticulated vein,రెటిక్యులేటెడ్ సిర
Retina,రెటినా
Retinal,రెటీనా
Retinal image,రెటీనా చిత్రం
Retrogressive trend,తిరోగమన ధోరణి
Retrovirus,రెట్రోవైరస్
Reverse evolution,రివర్స్ ఎవల్యూషన్
Reverse osmosis,రివర్స్ ఆస్మాసిస్
Reverse transcribe,రివర్స్ లిప్యంతరీకరణ
Reverse transcriptase,రివర్స్ ట్రాన్స్క్రిప్టేజ్
Reverse transcription,రివర్స్ ట్రాన్స్క్రిప్షన్
Rh (Rhesus) blood group,రక్త సమూహము
Rhabditis,రాబ్డిటిస్
Rhabdome,రాబ్డోమ్
Rhacophorus,రాకోఫోరస్
Rheumatic fever,రుమాటిక్ జ్వరము
Rheumatic heart disease,రుమాటిక్ గుండె జబ్బులు
Rheumatism,రుమాటిజం
Rheumatoid arthritis,కీళ్ళ వాతము
Rhino virus,ఖడ్గమృగం వైరస్
Rhizobium meliloti,రైజోబియం మెలిలోటి
Rhizoid,రైజాయిడ్
Rhizome,రైజోమ్
Rhizophora,రైజోఫోరా
Rhizopus,రైజోపస్
Rho factor,రో కారకం
Rhodophyceae,రోడోఫైసీ
Rhodopsin,రోడోప్సిన్
Rhombencephalon,రోంబెన్సెఫలాన్
Rhynia,రియానియా
Rhythmic contraction,రిథమిక్ సంకోచం
Rib,పక్కటెముక
Riboflavin,రిబోఫ్లేవిన్
Ribonuclease,రిబోన్యూకలీస్
Ribose,రైబోస్
Ribosomal RNA,రిబోసోమల్ RNA
Ribosome,రైబోజోమ్
Ribulose bi-phosphate,రిబులోజ్ ద్వి-ఫాస్ఫేట్
Rickets,రికెట్స్
Rickettsia,రికెట్సియా
Ridge,రిడ్జ్
Right atrium,కుడి కర్ణిక
Right cardiac artery,కుడి గుండె ధమని
Rinderpest,రిండర్‌పెస్ట్
Ring,రింగ్
Ringworm,రింగ్‌వార్మ్
Riverine,నది
Rivet popper hypothesis,రివెట్ పాప్పర్ పరికల్పన
RNA interference,RNA జోక్యం
RNA intermediate,RNA ఇంటర్మీడియట్
RNA primer complementary,RNA ప్రైమర్ కాంప్లిమెంటరీ
RNA splicing,RNA స్ప్లికింగ్
RNA world,RNA ప్రపంచం
RNA ase,Rna ase
RNA i,Rna i
Rod shaped bacteria,రాడ్ ఆకారపు బ్యాక్టీరియా
Rod,రాడ్
Rohu,రోహు
Root cap,రూట్ క్యాప్
Root detritus,రూట్ డెట్రిటస్
Root gall,రూట్ పిత్తాశయం
Root hair,రూట్ హెయిర్
Root modification,రూట్ సవరణ
Root pocket,రూట్ పాకెట్
Root system,రూట్ సిస్టమ్
Roquefort cheese,రోక్ఫోర్ట్ చీజ్
Rosaceous,రోసేసియస్
Rosaceous,రోసేసియస్
Rosales,రోసలేస్
Rotifer,రోటిఫెర్
Rotor,రోటర్
Rough endoplasmic reticulum,కఠినమైన ఎండోప్లాస్మిక్ రెటిక్యులం
Round window,రౌండ్ విండో
Rounded labyrinth,గుండ్రని చిక్కైన
Rounded protuberance,గుండ్రని ప్రొటెబ్యూరెన్స్
Rubiales,రూబియల్స్
RUBISCO,రూబిస్కో
Rudiment,మూలాధారం
Rudiment,మూలాధారం
Rudimentary tentacle,మూలాధార సామ్రాజ్యం
Rudimentary vestige,మూలాధార వెస్టిజ్
Rudumentary body hair,రుడ్యుమెంటరీ బాడీ హెయిర్
Rumen,రుమెన్
Runner,రన్నర్
Ruscus,రస్కస్
Rust,రస్ట్
Rust,రస్ట్
S-bacteria,ఎస్-బాక్టీరియా
Saccharomyces cerevisiae,శఖారోమైసెస్ సెరవీసియె
Saccharum,సాచరం
Saccharum berberis,సాచరం బెర్బెరిస్
Saccharum officinarum,సాచరం అఫిషినారమ్
Saccoglossus,సాకోగ్లోస్సస్
Saccule,సాక్యూల్
Sac-like cisternae,సాక్ లాంటి సిస్టెర్నే
Sacral bone,సక్రాల్ ఎముక
Sacred forest,పవిత్ర అడవి
Sacred grove,పవిత్ర గ్రోవ్
Sacred lake,పవిత్ర సరస్సు
Sarcoplasm,సార్కోప్లాజమ్
Sacrum,సాక్రం
Safe disposal,సురక్షిత పారవేయడం
Saffron,కుంకుమ
Sagittaria,సాగిటారియా
Sal,సాల్
Salamandra,సాలమంద్ర
Salicaceae,సలికేసి
Saline soil,సెలైన్ నేల
Salinity,లవణీయత
Saliva,లాలాజలం
Salmonella typhi,సాల్మొనెల్లా టైఫి
Salmonella typhimurium,సాల్మొనెల్లా టైఫిమురియం
Salpa,సాల్పా
Saltation,ఉప్పు
Saltatory conduction,ఉప్పున ప్రసరణ
Salvia,సాల్వియా
Salvinia,సాల్వినియా
Samara,సమారా
Sample,నమూనా
Sampling unit,నమూనా యూనిట్
Sanguiniuore,సాంగునియుర్
Sanitary landfill,శానిటరీ ల్యాండ్‌ఫిల్
Sansevieria,సన్సేవిరియా
Santalaceae,శాంటాలేసి
Santonin,శాంటోనిన్
Sap vacuole,SAP వాక్యూల్
Sapindales,సపిండల్స్
Saprophyte,సాప్రోఫైట్
Saprobiotic mode,సాప్రోబయోటిక్ మోడ్
Saprophytic,సాప్రోఫిటిక్
Saprotroph,సాప్రోట్రోఫ్
Saprozoic,సాప్రోజోయిక్
Saprozoic,సాప్రోజోయిక్
Sapwood,సాప్వుడ్
Saraca,సారాకా
Sarcodina,సార్కోడినా
Sarcolemma,సర్కోలెమ్మ
Sarcoma,సార్కోమా
Sarcomere,సార్కోమెర్
Sarcoplasm,సార్కోప్లాజమ్
Sarcoplasmic reticulum,సార్కోప్లాస్మిక్ రెటిక్యులం
Sarcosome,సార్కోజోమ్
Sardine,సార్డిన్
Sargassum,సర్గాస్సమ్
Satellite,ఉపగ్రహ
Satellite,ఉపగ్రహ
Satellite chromosome,ఉపగ్రహ క్రోమోజోమ్
Satellite DNA,ఉపగ్రహ DNA
Saturated,సంతృప్త
Saturated compound,సంతృప్త సమ్మేళనం
Saturated fatty acid,సంతృప్త కొవ్వు ఆమ్లం
Saturated hydride,సంతృప్త హైడ్రైడ్
Sauropsid,Sauropsid
Savanna,సవన్నా
Saw fish,చేపలను చూసింది
Scalp,నెత్తి
Scanning electron microscope,స్కానింగ్ ఎలక్ట్రాన్ మైక్రోస్కోప్
Scanning funnelling microscope,స్కానింగ్ ఫన్నెలింగ్ మైక్రోస్కోప్
Scanning probe microscope,స్కానింగ్ ప్రోబ్ మైక్రోస్కోప్
Scape,స్కేప్
Scaphoid,స్కాఫాయిడ్
Scapula,స్కాపులా
Scavenger,స్కావెంజర్
Scavenging,స్కావెంజింగ్
S-cells,ఎస్-సెల్స్
Schistosoma,స్కిస్టోసోమా
Schizocarpic fruit,స్కిజోకార్పిక్ పండు
Schizophrenia,మనోవైకల్యం
Schwann cell,ష్వాన్ సెల్
Science of genetics,జెనెటిక్స్ సైన్స్
Scientific attitude,శాస్త్రీయ వైఖరి
Scientific classiffication,శాస్త్రీయ వర్గీకరణ
Scientific study,శాస్త్రీయ అధ్యయనం
Scilla,స్కిల్లా
Scion,సియోన్
Sciophyte,సైనోఫైట్
Sclera,స్క్లెరా
Sclereid,స్క్లెరెయిడ్
Sclerite,స్క్లెరైట్
Sclerotic,స్క్లెరోటిక్
Sclerotic,స్క్లెరోటిక్
Scorched leaf tip,కాలిపోయిన ఆకు చిట్కా
Scotopic,స్కాటోపిక్
Screwpine,స్క్రూపైన్
Scrotum,స్క్రోటమ్
Scrub stage,స్క్రబ్ స్టేజ్
Scrubber,స్క్రబ్బర్
Scutellum,స్కుటెల్లమ్
Scypha,స్కైఫా
Sea anemone,సీ ఎనిమోన్
Sea cucumber,సముద్రపు దోసకాయ
Sea horse,సీ హార్స్
Sea lily,సీ లిల్లీ
Sea mouse,సీ మౌస్
Sea pen,సీ పెన్
Sea shell,సీ షెల్
Sea urchin,సీ అర్చిన్
Sea walnut,సీ వాల్నట్
Sea weed,సముద్రపు పాచి
Sea-fan,సీ-ఫ్యాన్
Sebaceous gland,సేబాషియస్ గ్రంధులు
Sebum,సెబమ్
Secale cereale,సెకలే సెరిల్
Second antenna,రెండవ యాంటెన్నా
Second law of thermodynamics,థర్మోడైనమిక్స్ యొక్క రెండవ చట్టం
Secondary,ద్వితీయ
Secondary cortex,ద్వితీయ వల్కలం
Secondary lysosome,ద్వితీయ లైసోజోమ్
Secondary meristem,ద్వితీయ మెరిస్టెమ్
Secondary pollutant,ద్వితీయ కాలుష్య కారకం
Secondary productivity,ద్వితీయ ఉత్పాదకత
Secretion,స్రావం
Secretory,రహస్య
Sedative,ఉపశమన
Sedge,సెడ్జ్
Sediment,అవక్షేపం
Sedimentary,అవక్షేప
Sedimentary rock,అవక్షేపణ రాక్
Sedimentation coefficient,అవక్షేపణ గుణకం
Seed coat,విత్తన కోటు
Seed eating,విత్తన తినడం
Seed fern,విత్తన ఫెర్న్
Seed multiplication,విత్తన గుణకారం
Seedling,విత్తనాలు
Segregation,వేరు చేయుట
Sehema,సెహెమా
Seismonasty,సీస్మోనాస్టీ
Seizuredisorder,నిర్భందించదగినది
Selaginella,సెలాజినెల్లా
Selectable marker,ఎంచుకోదగిన మార్కర్
Selection,ఎంపిక
Selective breeding,సెలెక్టివ్ బ్రీడింగ్
Selective permeability,సెలెక్టివ్ పారగమ్యత
Selectively permeable,ఎంపిక చేసిన పారగమ్య
Selenium,సెలీనియం
Self excitation,స్వీయ ఉత్సాహం
Self fertilization,స్వీయ ఫలదీకరణం
Self incompatibility,స్వీయ అననుకూలత
Self incompatibility,స్వీయ అననుకూలత
Self pollination,స్వీయ పరాగసంపర్కం
Self producing molecule,స్వీయ ఉత్పత్తి అణువు
Self regulating,స్వీయ నియంత్రణ
Self sterility,స్వీయ స్టెరిలిటీ
Self sustaining,స్వీయ నిలకడ
Self sustaining,స్వీయ నిలకడ
Self-pollinated crop,స్వీయ పరాగసంపర్క పంట
Semi arid region,సెమీ శుష్క ప్రాంతం
Semi-automated analyser,సెమీ ఆటోమేటెడ్ ఎనలైజర్
Semi conservative,సెమీ కన్జర్వేటివ్
Semi conservative replication,సెమీ కన్జర్వేటివ్ రెప్లికేషన్
Semi dwarf nature,సెమీ మరగుజ్జు ప్రకృతి
Semi dwarf variety,సెమీ మరగుజ్జు రకం
Semi evergreen forest,సెమీ సతత హరిత అటవీ
Semi natural condition,సెమీ సహజ పరిస్థితి
Seminal vesicle,సెమినల్ వెసికిల్
Seminiferous tubule,సెమినిఫెరస్ ట్యూబ్
Semi-parasite,సెమీ పారాసైట్
Semi-permeable,సెమీ పార్మెబుల్
Senescence,సెనెసెన్స్
Senescent,సెనెసెంట్
Sensation,సంచలనం
Sense organ,సెన్స్ ఆర్గాన్
Sense RNA,సెన్స్ RNA
Sensitive chart recorder,సున్నితమైన చార్ట్ రికార్డర్
Sensitive organism,సున్నితమైన జీవి
Sensory neuron,ఇంద్రియ న్యూరాన్
Sensory reception and processing,ఇంద్రియ రిసెప్షన్ మరియు ప్రాసెసింగ్
Sensory tentacle,ఇంద్రియ సామ్రాజ్యం
Sensory papilla,ఇంద్రియ పాపిల్లా
Sepal,సెపాల్
Sepaloid,సెపలాయిడ్
Separation,విభజన
Separation wall,విభజన గోడ
Sepia,సెపియా
Septal nephridia,సెప్టల్ నెఫ్రిడియా
Septal nephridium,సెప్టల్ నెఫ్రిడియం
Septum,సెప్టం
Sequence annotation,సీక్వెన్స్ ఉల్లేఖనం
Seral community,సెరాల్ కమ్యూనిటీ
Seral stage,సెరాల్ దశ
Sere,సెరే
Sericulture,సెరికల్చర్
Serology,సెరోలజీ
Sero-mucous gland,సెరో-మ్యూకస్ గ్రంథి
Serosa,సెరోసా
Serrate,సెరేట్
Sertoli cell (supporting cell),సెర్టోలి సెల్
Serum,సీరం
Sesbania,సెస్బేనియా
Sessile,సెసిల్
Seta,సెటా
Seta,సెటా
Setae,సెటై
Severe combined immuno deficiency,తీవ్రమైన సంయుక్త ఇమ్యునో లోపం
Sewage treatment,మురుగునీటి చికిత్స
Sex,సెక్స్
Sexual behaviour,లైంగిక ప్రవర్తన
Sex chromosome,సెక్స్ క్రోమోజోమ్
Sex hormone,సెక్స్ హార్మోన్
Sexual deceit,లైంగిక మోసం
Sexual development,లైంగిక అభివృద్ధి
Sexual dimorphism,లైంగిక డైమోర్ఫిజం
Sexual maturity,లైంగిక పరిపక్వత
Sexual reproduction,లైంగిక పునరుత్పత్తి
Sexually transmitted disease (STDs),లైంగిక సంక్రమణ వ్యాధి (ఎస్టీడీలు)
Shaft,షాఫ్ట్
Shallow soil,నిస్సార నేల
Shell-less egg,షెల్-తక్కువ గుడ్డు
Shelled egg,షెల్డ్ గుడ్డు
Shell-fish,షెల్ఫిష్
Shephered's purse,షెపర్డ్ పర్స్
Shetland pony,షెట్లాండ్ పోనీ
Ship worm,ఓడ పురుగు
Shock protien,షాక్ ప్రొటియన్
Shoot axis,షూట్ యాక్సిస్
Shoot borer,షూట్ బోరర్
Shorea robusta,షోరియా రోబస్టా
Short day plant,చిన్న రోజు మొక్క
Short stature,చిన్న పొట్టితనం
Short tandem repeat,చిన్న టెన్డం రిపీట్
Short wave radiation,చిన్న తరంగ రేడియేషన్
Shotgun pellet,షాట్గన్ గుళిక
Shrub,పొద
Shrub layer,పొద పొర
Sibling species,తోబుట్టువుల జాతులు
Sickle cell anaemia,కొడవలి కణ రక్తహీనత
Sickle cell gene,సికిల్ సెల్ జన్యువు
Sieve tube,జల్లెడ గొట్టం
Sieve-like,జల్లెడ లాంటిది
Sigma factor,సిగ్మా కారకం
Sigmoid growth,సిగ్మోయిడ్ పెరుగుదల
Silencing of mRNA,MRNA నిశ్శబ్దం
Silent zone,నిశ్శబ్ద జోన్
Siliceous spicule,సిలిసియస్ స్పిక్యూల్
Silicon dioxide,సిలికాన్ డయాక్సైడ్
Silicosis,సిలికోసిస్
Siliqua,సిలిక్వా
Silk cotton tree,పట్టు పత్తి చెట్టు
Siltation,సిల్టేషన్
Silurian period,సిలురియన్ కాలం
Silver fir (Abies pindrow),సిల్వర్ ఫిర్
Simple binary fission,సాధారణ బైనరీ విచ్ఛిత్తి
Simple epithelium,సాధారణ ఎపిథీలియం
Simple leaf,సాధారణ ఆకు
Simple microscope,సాధారణ సూక్ష్మదర్శిని
Simple tubular system,సాధారణ గొట్టపు వ్యవస్థ
Simplest tubular excretory system,సరళముగాని గొట్టపు విసర్జన వ్యవస్థ
Simulation,అనుకరణ
Single bond,సింగిల్ బాండ్
Single celled,సింగిల్ సెల్డ్
Single messenger RNA,సింగిల్ మెసెంజర్ RNA
Single nucleotide polymorphism,సింగిల్ న్యూక్లియోటైడ్ పాలిమార్ఫిజం
Single stranded,సింగిల్ స్ట్రాండెడ్
Sinus,సైనస్
Sinus venosus,సైనస్ వెనోసస్
Sister chromatid,సిస్టర్ క్రోమాటిడ్
Size of population,జనాభా పరిమాణం
Skeletal fluorosis,అస్థిపంజర ఫ్లోరోసిస్
Skeletal muscle,అస్థిపంజరపు కండరం
Skeletal system,అస్థిపంజర వ్యవస్థ
Skin cancer,చర్మ క్యాన్సర్
Skull,పుర్రె
Slash and burn agriculture,వ్యవసాయాన్ని తగ్గించి కాల్చండి
Slaughter house waste,స్లాటర్ హౌస్ వేస్ట్
Sleeping sickness,నిద్ర అనారోగ్యం
Sliding filament theory,స్లైడింగ్ ఫిలమెంట్ సిద్ధాంతం
Slightly movable,కొద్దిగా కదిలే
Slime layer,బురద పొర
Slime mould,బురద అచ్చు
Slimy mass,సన్నని మాస్
Slope of regression,రిగ్రెషన్ యొక్క వాలు
Sludge,బురద
Slurry,ముద్ద
Smack,స్మాక్
Small pox,చిన్న పాక్స్
Smilax,స్మిలాక్స్
Smog,పొగమంచు
Smoke stacks,పొగ స్టాక్స్
Smooth ER,స్మూత్ ఎర్
Smooth muscle,మృదువైన కండరం
Smut,స్మట్
Snapdragon flower,స్నాప్‌డ్రాగన్ ఫ్లవర్
Snorting,గురక
Snow blindness,మంచు అంధత్వం
Snow free,మంచు ఉచితం
Snowfall,హిమపాతం
Social forestry,సామాజిక అటవీ
Socket,సాకెట్
Sodium,సోడియం
Sodium azide,సోడియం అజైడ్
Soil,నేల
Soil pollution,నేల కాలుష్యం
Soil profile,నేల ప్రొఫైల్
Soil texture,నేల ఆకృతి
Solanaceae,సోలనాసి
Solanum,సోలనం
Solanum tuberosum,సోలనం ట్యూబెరోసమ్
Solar constant,సౌర స్థిరాంకం
Solar energy,సౌర శక్తి
Solar nebula,సౌర నిహారిక
Solar radiation,సౌర వికిరణం
Solar spectrum,సౌర స్పెక్ట్రం
Solar system,సౌర వ్యవస్థ
Solenoid,సోలేనోయిడ్
Solidago,సాలిడగో
Solitary axillary,ఒంటరి ఆక్సిలరీ
Soluble,కరిగే
Soluble organic matter,కరిగే సేంద్రీయ పదార్థం
Soluble organic matter,కరిగే సేంద్రీయ పదార్థం
Solute,ద్రావకం
Solute concentration,ద్రావణ ఏకాగ్రత
Solution,పరిష్కారం
Solution potential,పరిష్కారం సంభావ్యత
Solvent,ద్రావకం
Somaclonal collection,సోమాక్లోనల్ సేకరణ
Somaclone,సోమాక్లోన్
Somatic,సోమాటిక్
Somatic embryo,సోమాటిక్ పిండం
Somatic hybrid,సోమాటిక్ హైబ్రిడ్
Somatic hybridisation,సోమాటిక్ హైబ్రిడైజేషన్
Somatoplasm,సోమాటోప్లాజమ్
Somatosensory area,సోమాటోసెన్సరీ ప్రాంతం
Somatosensory cortex,సోమాటోసెన్సరీ కార్టెక్స్
Somatostatin,సోమాటోస్టాటిన్
Somatotroph,సోమాటోట్రోఫ్
Sonography,సోనోగ్రఫీ
Soot,మసి
Sorosis,సోసోసిస్
Sorus,సోరస్
Sound level,ధ్వని స్థాయి
Soundproof insulating jacket,సౌండ్‌ప్రూఫ్ ఇన్సులేటింగ్ జాకెట్
Southern blotting,సదరన్ బ్లాటింగ్
Space exploration technology,అంతరిక్ష అన్వేషణ సాంకేతికత
Space,స్థలం
Space,స్థలం
Spadix,స్పాడిక్స్
Spatial distribution,ప్రాదేశిక పంపిణీ
Spatial scale,ప్రాదేశిక స్కేల్
Spatulate,స్పాట్యులేట్
Spawning,మొలకెత్తడం
Spawning,మొలకెత్తడం
Spear grass,ఈటె గడ్డి
Speciation,స్పెసియేషన్
Special creation,ప్రత్యేక సృష్టి
Species,జాతులు
Species composition,జాతుల కూర్పు
Species diversification,జాతుల వైవిధ్యీకరణ
Species diversity,జాతుల వైవిధ్యం
Species interaction,జాతుల పరస్పర చర్య
Species interdependence,జాతుల పరస్పర ఆధారపడటం
Species inventory,జాతుల జాబితా
Species richness,జాతుల గొప్పతనం
Specific blood vessel,నిర్దిష్ట రక్త పాత్ర
Specific endonuclease,నిర్దిష్ట ఎండోన్యూకలీస్
Specific enzyme,నిర్దిష్ట ఎంజైమ్
Specific heat,నిర్దిష్ట వేడి
Specific immunity,నిర్దిష్ట రోగనిరోధక శక్తి
Specific molecule,నిర్దిష్ట అణువు
Specific name,నిర్దిష్ట పేరు
Specific receptor,నిర్దిష్ట గ్రాహకం
Specific recognition sequence,నిర్దిష్ట గుర్తింపు క్రమం
Specific recognition site,నిర్దిష్ట గుర్తింపు సైట్
Specimen,నమూనా
Spectrin,స్పెక్ట్రిన్
Speech motor area,స్పీచ్ మోటార్ ప్రాంతం
Sperm lysin,స్పెర్మ్ లిసిన్
Sperm,స్పెర్మ్
Spermatheca,స్పెర్మాథెకా
Spermatic cord,స్పెర్మాటిక్ త్రాడు
Spermatid (ia),వీర్య కణము
Spermatocyte,స్పెర్మాటోసైట్
Spermatocytogenesis,స్పెర్మాటోసైటోజెనిసిస్
Spermatogenesis,స్పెర్మాటోజెనిసిస్
Spermatogenic cell,స్పెర్మాటోజెనిక్ కణం
Spermatophore,స్పెర్మాటోఫోర్
Spermatophyte,స్పెర్మాటోఫైట్
Spermatozoa,స్పెర్మాటోజోవా
Spermiation,స్పెర్మియేషన్
Spermiogenesis,స్పెర్మియోజెనిసిస్
Sphaerosome,స్పేరోసోమ్
Sphagnum,స్పాగ్నమ్
Sphenodon,స్పినోడాన్
Sphenopsid,Sphenopsid
Sphenopsida,స్పీనాప్సిడా
Spherical,గోళాకార
Sphincter,స్పింక్టర్
Spicular cell,స్పిక్యులర్ సెల్
Spicule,స్పిక్యూల్
Spicule,స్పిక్యూల్
Spike,స్పైక్
Spikelet,స్పైక్లెట్
Spinal cord,వెన్ను ఎముక
Spinal nerve,వెన్నెముక నాడి
Spine,వెన్నెముక
Spine,వెన్నెముక
Spine,వెన్నెముక
Spine,వెన్నెముక
Spinous,స్పినస్
Spinule,స్పిన్యూల్
Spiracle,స్పిరాకిల్
Spiral,మురి
Spirillina,స్పిరిల్లినా
Spirillum,స్పిరిలమ్
Spirochaete,స్పిరోచేట్
Spirogyra,స్పిరోజయోరా
Spirula,స్పిరులా
Spirulina,స్పిరులినా
Spleen,ప్లీహము
Splice site,స్ప్లైస్ సైట్
Spliceosome,Spliceosome
Splicing,స్ప్లికింగ్
Split gene (interrupted),స్ప్లిట్ జన్యువు (అంతరాయం)
Splitter,స్ప్లిటర్
Splitting of water,నీటి విభజన
Spoil,పాడు
Spoke,స్పోక్
Sponge,స్పాంజ్
Spongilla,స్పాంజిల్లా
Spongin,స్పాంగిన్
Spongocoel,స్పాంగోకోయెల్
Spongy erectile tissue,మెత్తటి అంగస్తంభన కణజాలం
Spongy tissue,స్పాంజి టిష్యూ
Spontaneous generation,ఆకస్మిక తరం
Spontaneous mutation,ఆకస్మిక మ్యుటేషన్
Spontaneous origin of life,జీవితం యొక్క ఆకస్మిక మూలం
Spontaneous reaction,ఆకస్మిక ప్రతిచర్య
Spooling,స్పూలింగ్
Sporangia,స్పోరాంగియా
Spore,బీజాంశం
Spore-bearing leaf,బీజాంశం మోసే ఆకు
Sporophyll,స్పోరోఫిల్
Sporophyte,స్పోరోఫైట్
Sporopollenin,స్పోరోపోలెనిన్
Sporozoan,స్పోరోజోవాన్
Sporozoite,స్పోరోజోయిట్
Spotted cuscus,మచ్చల కుస్కస్
Spring wood,వసంత కలప
Spruce (Picea smithiana),స్ప్రూస్
Spur,స్పర్
Squamous epithelium,పొలుసుల ఎపిథీలియం
Squash,స్క్వాష్
Squid,స్క్విడ్
Squilla,స్క్విల్లా
Stabilisation,స్థిరీకరణ
Stabilising selection,ఎంపికను స్థిరీకరించడం
Stabilising the soil,మట్టిని స్థిరీకరించడం
Stack,స్టాక్
Stack,స్టాక్
Stack,స్టాక్
Stage clip,స్టేజ్ క్లిప్
Stained speciman,స్టెయిన్డ్ స్పెసిమాన్
Stalk,కొమ్మ
Stamen,స్టామెన్
Staminode,స్టామినోడ్
Standing crop,నిలబడి పంట
Standing state,నిలబడి ఉన్న రాష్ట్రం
Stapes,స్టేప్స్
Staphylococcus albus,స్టెఫిలోకాకస్ ఆల్బస్
Star fish,స్టార్ ఫిష్
Starch,పిండి
Stationary nucleus,స్థిరమైన కేంద్రకం
Statin,స్టాటిన్
Stationay phase,స్టేషన్ దశ
Statocyst (balance organ),అదుపు
Statutory ban,చట్టబద్ధమైన నిషేధం
Steep density gradient,నిటారుగా సాంద్రత ప్రవణత
Stele,స్టీల్
Stellar ganglion,నక్షత్ర గ్యాంగ్లియన్
Stellar evolution,నక్షత్ర పరిణామం
Stem cell,మూల కణ
Stenohaline,స్టెనోహాలిన్
Stenothermal,స్టెనోథర్మల్
Stent,స్టెంట్
Step,దశ
Steppe,స్టెప్పీ
Sterile,శుభ్రమైన
Sterile,శుభ్రమైన
Sterile,శుభ్రమైన
Sterile ambient,శుభ్రమైన పరిసర
Sterile worker bee,శుభ్రమైన కార్మికుడు తేనెటీగ
Sterilisation,స్టెరిలైజేషన్
Sterilisation,స్టెరిలైజేషన్
Sterilisation,స్టెరిలైజేషన్
Sternum,స్టెర్నమ్
Sternum,స్టెర్నమ్
Steroid,స్టెరాయిడ్
Steroid hormone,స్టెరాయిడ్ హార్మోన్
Sterol,స్టెరాల్
Sterol molecule,స్టెరాల్ అణువు
Stethoscope,స్టెతస్కోప్
Sticky,అంటుకునే
Stiff hair,గట్టి జుట్టు
Stigma,కళంకం
Stigma,కళంకం
Stigma,కళంకం
Stigma,కళంకం
Stigma,కళంకం
Still birth,ఇప్పటికీ జననం
Stilt root,స్టిల్ట్ రూట్
Stimulant,ఉద్దీపన
Stimulation,ఉద్దీపన
Stimulus,ఉద్దీపన
Sting ray,స్టింగ్ రే
Stinging cell,స్టింగ్ సెల్
Stinking composten,దుర్వాసన కంపోస్టెన్
Stipule,స్టిపుల్
Stirring type,కదిలించే రకం
Stock,స్టాక్
Stock,స్టాక్
Stock,స్టాక్
Stolon,స్టోలన్
Stomach,కడుపు
Stomata,స్టోమాటా
Stomatal density,స్టోమాటల్ సాంద్రత
Stomochordata,స్టోమోచార్డాటా
Stormy phase,తుఫాను దశ
Stop,ఆపు
Strain,జాతి
Strategy of adaptation in plant,మొక్కలో అనుసరణ యొక్క వ్యూహం
Stratification of vegetation,వృక్షసంపద యొక్క స్తరీకరణ
Stratified squamous keratinised epithelium,స్ట్రాటిఫైడ్ స్క్వామస్ కెరాటిన్ ఎపిథీలియం
Stratopause,స్ట్రాటోపాజ్
Stratosphere,స్ట్రాటో ఆవరణ
Stratospheric,స్ట్రాటో ఆవరణ
Stratum corneum,స్ట్రాటమ్ కార్నియం
Stratum germinativum,స్ట్రాటమ్ జెర్మినటివమ్
Stratum granulosum,స్ట్రాటమ్ గ్రాన్యులోసమ్
Stratum lucidum,స్ట్రాటమ్ లూసిడమ్
Strawberry,స్ట్రాబెర్రీ
Streaming movement,స్ట్రీమింగ్ కదలిక
Streptobacillus,స్ట్రెప్టోబాసిల్లస్
Streptococcus,స్ట్రెప్టోకోకస్
Streptococcus pneumoniae,స్ట్రెప్టోకోకస్ న్యుమోనియా
Streptokinase,స్ట్రెప్టోకినేస్
Striated appearance,చారల ప్రదర్శన
Striated muscle,స్ట్రైటెడ్ కండరాలు
Striation,Striation
Striation,Striation
Strict osmoregulator,కఠినమైన ఓస్మోరెగ్యులేటర్
Striga,స్ట్రిగా
Strip cropping,స్ట్రిప్ పంట
Strobilus,స్ట్రోబిలస్
Strom water,స్ట్రోమ్ వాటర్
Stroma,స్ట్రోమా
Stromal tissue,స్ట్రోమల్ టిష్యూ
Strong reducing agent,బలమైన తగ్గించే ఏజెంట్
Strontium-90,స్ట్రోంటియం -90
Structural protein,నిర్మాణ ప్రోటీన్
Struggle for existence,ఉనికి కోసం పోరాటం
Struthio,స్ట్రుతియో
Strychnine,స్ట్రైక్నిన్
Stunted growth,కుంగిపోయిన పెరుగుదల
Stunting,స్టంటింగ్
Style,శైలి
Style,శైలి
Stylopodium,స్టైలోపోడియం
Stylopodium,స్టైలోపోడియం
Sub aerial modification,ఉప వైమానిక సవరణ
Sub culturing,ఉప సంస్కృతి
Sub soil,ఉప నేల
Sub unit,ఉప యూనిట్
Sub unit,ఉప యూనిట్
Subclass,సబ్‌క్లాస్
Subclavian artery,సబ్‌క్లేవియన్ ఆర్టరీ
Subcutaneous,సబ్కటానియస్
Subfibre,సబ్‌ఫైబ్రే
Subjective approach,ఆత్మాశ్రయ విధానం
Sublingual gland,సబ్లింగ్యువల్ గ్రంథి
