Bengali,Punjabi
বল ত্রিভুজ,ਬਲ ਤਿਕੋਣ
ত্রিভুজ প্রতীক,ਤਿਕੋਣ ਪ੍ਰਤੀਕ
ত্রিভুজ পদ্ধতি,ਤਿਕੋਣ ਵਿਧੀ
ঘর্ষণ বৈদ্যুতিক ক্রম,ਰਗੜ ਇਲੈਕਟ੍ਰਿਕ ਕ੍ਰਮ
ঘর্ষণ বিদ্যুৎ,ਘ੍ਰਿਣਾਯੋਗ ਬਿਜਲੀ
"ধাতুবিদ্যা, ট্রাইবোলজি","ਧਾਤੂ ਵਿਗਿਆਨ, ਟ੍ਰਾਈਬੋਲੋਜੀ"
ঘর্ষণ আলোকসজ্জা,ਰਗੜ luminance
ঘর্ষণীয় আলোক,ਘ੍ਰਿਣਾਤਮਕ ਪ੍ਰਕਾਸ਼
trichromaticity,trichromaticity
ত্রিবর্ণ নীতি,ਤ੍ਰਿਵਰਣ ਸਿਧਾਂਤ
ক্ষুদ্রাকার চার্জার,ਮਿੰਨੀ ਚਾਰਜਰ
ছোট চার্জ,ਛੋਟਾ ਚਾਰਜ
ধীর চার্জার,ਹੌਲੀ ਚਾਰਜਰ
ট্রিনিটি,ਤ੍ਰਿਏਕ
ট্রিনট্যাক্স ক্রিস্টাল,ਟ੍ਰਿੰਟੈਕਸ ਕ੍ਰਿਸਟਲ
ত্রিভুজ প্রতিসাম্য,ਤਿਕੋਣ ਸਮਰੂਪਤਾ
ট্রিনিটি সম্প্রদায়,ਤ੍ਰਿਏਕ ਕਮਿਊਨਿਟੀ
ট্রিনিটি বিকৃত,ਤ੍ਰਿਏਕ ਵਿਗੜਿਆ
ত্রিবর্ণ নল,ਤ੍ਰਿਵਰਨਾ ਟਿਊਬ
ট্রিকোন,tricone
"ত্রিভুজ রাডার সিস্টেম, রেট্রান","ਤਿਕੋਣ ਰਾਡਾਰ ਸਿਸਟਮ, ਰੀਟਰਾਨ"
tridope,tridope
ট্রাইফোকাল লেন্স,ਟ੍ਰਾਈਫੋਕਲ ਲੈਂਸ
trigatron,trigatron
"ট্রিগার, মুক্তি","ਟਰਿੱਗਰ, ਰੀਲੀਜ਼"
"ট্রিগার সার্কিট, অ্যাকচুয়েটর সার্কিট","ਟਰਿੱਗਰ ਸਰਕਟ, ਐਕਟੁਏਟਰ ਸਰਕਟ"
ট্রিগার প্রভাব,ਟਰਿੱਗਰ ਪ੍ਰਭਾਵ
ট্রিগার পালস,ਟਰਿੱਗਰ ਪਲਸ
ট্রিগার শার্পনার,ਟਰਿੱਗਰ ਸ਼ਾਰਪਨਰ
কল কন্ট্রোলার পালস,ਕਾਲ ਕੰਟਰੋਲਰ ਪਲਸ
"triggering, triggering","ਟਰਿੱਗਰ ਕਰਨਾ, ਟਰਿੱਗਰ ਕਰਨਾ"
ট্রিগার স্তর,ਟਰਿੱਗਰ ਪੱਧਰ
উদ্ভূত কণা,ਮੂਲ ਕਣ
ট্রানজিস্টর,ਟਰਾਂਜ਼ਿਸਟਰ
"ত্রিভুজাকার, সমান্তরাল, ত্রিভুজাকার, ত্রিহেড্রাল","ਤਿਕੋਣਾ, ਸਮਾਨਾਂਤਰ, ਤਿਕੋਣਾ, ਤਿਕੋਣਾ"
ত্রিভুজাকার ষড়ভুজ,ਤਿਕੋਣੀ ਹੈਕਸਾਗਨ
ত্রিঅক্ষীয় অক্ষ,triaxial ਧੁਰਾ
ত্রিস্মন্তাক্সা ক্রিস্টাল,ਤ੍ਰਿਸਮੰਤੈਕਸਾ ਕ੍ਰਿਸਟਲ
ট্রিপল বিকৃতি,ਤੀਹਰਾ ਵਿਗਾੜ
Trismantax বিভাগ,ਟ੍ਰਿਸਮੈਂਟੈਕਸ ਡਿਵੀਜ਼ਨ
ট্রাই হাইব্রিডাইজেশন,ਤਿੰਨ ਹਾਈਬ੍ਰਿਡਾਈਜੇਸ਼ਨ
ত্রিস্মন্তাক্সা প্রিজম,ਤ੍ਰਿਸਮਨ੍ਤੈਕਸਾ ਪ੍ਰਿਜ਼ਮ
ত্রিভুজাকার প্রতিফলক অ্যান্টেনা,ਤਿਕੋਣੀ ਰਿਫਲੈਕਟਰ ਐਂਟੀਨਾ
ত্রিকোণীয় প্রতিসাম্য,ਤਿਕੋਣੀ ਸਮਰੂਪਤਾ
ত্রিকোণমিতিক,ਤਿਕੋਣਮਿਤੀ
ত্রিকোণমিতিক সমীকরণ,ਤਿਕੋਣਮਿਤੀ ਸਮੀਕਰਨ
ত্রিকোণমিতিক ফাংশন,ਤਿਕੋਣਮਿਤੀ ਫੰਕਸ਼ਨ
ত্রিকোণমিতিক পরিচয়,ਤਿਕੋਣਮਿਤੀ ਪਛਾਣ
ত্রিকোণমিতিক অনুপাত,ਤਿਕੋਣਮਿਤੀ ਅਨੁਪਾਤ
ত্রিকোণমিতিক সিরিজ,ਤਿਕੋਣਮਿਤੀ ਲੜੀ
ত্রিকোণমিতিক সরঞ্জাম,ਤਿਕੋਣਮਿਤੀ ਟੂਲ
ত্রিকোণমিতিক প্রতিস্থাপন,ਤਿਕੋਣਮਿਤੀ ਬਦਲ
ত্রিকোণমিতিক রূপান্তর,ਤਿਕੋਣਮਿਤੀ ਪਰਿਵਰਤਨ
ত্রিকোণমিতিক গঠন,ਤਿਕੋਣਮਿਤੀ ਬਣਤਰ
ত্রিকোণমিতিক বিন্দু,ਤਿਕੋਣਮਿਤੀ ਬਿੰਦੂ
ট্রিপল বিকৃতি,ਤੀਹਰਾ ਵਿਗਾੜ
hoarseness,ਖੁਰਦਰੀ
"সূক্ষ্ম সমন্বয়, ছাঁটা","ਸੂਖਮ ਵਿਵਸਥਾ, ਟ੍ਰਿਮ"
মাইক্রো অ্যাডজাস্টার,ਮਾਈਕ੍ਰੋ ਐਡਜਸਟਰ
মাইক্রো অ্যাডজাস্টিং ক্যাপাসিটর,ਮਾਈਕ੍ਰੋ ਐਡਜਸਟ ਕਰਨ ਵਾਲਾ ਕੈਪੇਸੀਟਰ
মাইক্রো-সামঞ্জস্য ক্যাপাসিটর,ਮਾਈਕ੍ਰੋ-ਅਡਜਸਟਮੈਂਟ ਕੈਪੇਸੀਟਰ
মাইক্রো-সামঞ্জস্য আবেশন,ਮਾਈਕ੍ਰੋ-ਅਡਜਸਟਮੈਂਟ ਇੰਡਕਟੈਂਸ
মাইক্রো সমন্বয় প্রতিরোধের,ਮਾਈਕ੍ਰੋ ਐਡਜਸਟਮੈਂਟ ਪ੍ਰਤੀਰੋਧ
বেগ ত্রিভুজ,ਵੇਗ ਤਿਕੋਣ
trinistor,trinistor
ট্রাইকিনোস্কোপ,trichinoscope
triode,triode
triode লেজার,triode ਲੇਜ਼ਰ
ট্রায়োড-হেক্সোড কনভার্টার,Triode-Hexode ਪਰਿਵਰਤਕ
"চালু, চালু, ট্রিগার","ਚਾਲੂ ਕਰੋ, ਚਾਲੂ ਕਰੋ, ਟਰਿੱਗਰ ਕਰੋ"
দ্রুত খণ্ডন,ਤੇਜ਼ ਖੰਡਨ
তাত্ক্ষণিক প্রত্যাখ্যান সার্কিট,ਤੁਰੰਤ ਅਸਵੀਕਾਰ ਸਰਕਟ
"ফারা মেকানিজম, ফ্র্যাকচার রিডাকশন মেকানিজম","ਫਰਾ ਮਕੈਨਿਜ਼ਮ, ਫ੍ਰੈਕਚਰ ਰਿਡਕਸ਼ਨ ਮਕੈਨਿਜ਼ਮ"
triadic সেটআপ,ਟ੍ਰਾਈਡਿਕ ਸੈੱਟਅੱਪ
"ত্রিভুজ রাডার সিস্টেম, রেট্রান","ਤਿਕੋਣ ਰਾਡਾਰ ਸਿਸਟਮ, ਰੀਟਰਾਨ"
"ট্রিপল সংঘর্ষ, ত্রিপক্ষীয় সংঘর্ষ","ਤੀਹਰੀ ਟੱਕਰ, ਤ੍ਰਿਪੜੀ ਟੱਕਰ"
ট্রিপল সনাক্তকরণ,ਟ੍ਰਿਪਲ ਖੋਜ
ট্রিপল সনাক্তকরণ রিসিভার,ਟ੍ਰਿਪਲ ਖੋਜ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ
tridiode triode,tridiode triode
triadic সুরেলা,ਟ੍ਰਾਈਡਿਕ ਹਾਰਮੋਨਿਕ
trifusion,trifusion
স্যাক্রাল মিথস্ক্রিয়া,ਪਵਿੱਤਰ ਪਰਸਪਰ ਪ੍ਰਭਾਵ
trih আয়ন,trih ion
ট্রিপল আয়নকরণ,ਟ੍ਰਿਪਲ ionization
ত্রিপক্ষীয় পদ্ধতি,ਤਿਕੋਣੀ ਢੰਗ
ত্রিপক্ষীয় প্রিজম,ਤ੍ਰਿਪੜੀ ਪ੍ਰਿਜ਼ਮ
ট্রিপল পয়েন্ট,ਤੀਹਰਾ ਬਿੰਦੂ
ট্রিপল পণ্য,ਤਿੰਨ ਗੁਣਾ ਉਤਪਾਦ
ট্রিপল স্কেলার পণ্য,ਟ੍ਰਿਪਲ ਸਕੇਲਰ ਉਤਪਾਦ
তিন-পয়েন্ট পরীক্ষা,ਤਿੰਨ-ਪੁਆਇੰਟ ਟੈਸਟ
থ্রাস্ট ট্রান্সফরমার,ਥ੍ਰਸਟ ਟ੍ਰਾਂਸਫਾਰਮਰ
ট্রিপল ভেক্টর পণ্য,ਟ੍ਰਿਪਲ ਵੈਕਟਰ ਉਤਪਾਦ
তিনগুণ,ਤਿੰਨ ਗੁਣਾ
ট্রিপল গুণক,ਤੀਹਰਾ ਗੁਣਕ
স্যাক্রাল স্টেজ,ਪਵਿੱਤਰ ਪੜਾਅ
ত্রি-বিন্দু সমতল,ਤਿਕੋਣੀ ਜਹਾਜ਼
স্যাক্রাল শোষণ,sacral ਸਮਾਈ
ত্রিপোলার অ্যান্টেনা,ਤ੍ਰਿਪੋਲਰ ਐਂਟੀਨਾ
আশু খন্দনা কুন্ডলী,ਆਸ਼ੂ ਖੰਡਨਾ ਕੁੰਡਲੀ
টিয়ার প্রত্যাহার চুম্বক,ਅੱਥਰੂ ਵਾਪਸ ਲੈਣ ਚੁੰਬਕ
"actuator পালস, imputation পালস","ਐਕਟੁਏਟਰ ਪਲਸ, ਇਮਪਿਊਟੇਸ਼ਨ ਪਲਸ"
দ্বিখণ্ডিত করা,ਦੋ-ਭਾਗ
কোণকে দ্বিখণ্ডিত করুন,ਕੋਣ ਨੂੰ ਦੋ-ਵਿਭਾਜਿਤ ਕਰੋ
"Trisector, Trisetrix","ਟ੍ਰਾਈਸੇਕਟਰ, ਟ੍ਰਾਈਸੈਟਰਿਕਸ"
ট্রিটিয়াম,ਟ੍ਰਿਟੀਅਮ
trispace,trispace
নগণ্য,ਮਾਮੂਲੀ
সহনশীলতা সময়কাল,ਜ਼ਬਰਦਸਤੀ ਦੀ ਮਿਆਦ
ট্রচয়েড বিশ্লেষক,trochoid ਵਿਸ਼ਲੇਸ਼ਕ
"trochoid trajectory, trochoid trajectory","trochoid ਟ੍ਰੈਜੈਕਟਰੀ, trochoid ਟ੍ਰੈਜੈਕਟਰੀ"
ট্রোকোট্রান,trokotran
trilight,ਟ੍ਰਾਈਲਾਈਟ
ট্রম্বেন,ਟ੍ਰੋਂਬੇਨ
কর্কটক্রান্তি,ਕਸਰ ਦੀ ਖੰਡੀ
দক্ষিণায়ণ,ਮਕਰ ਦੀ ਖੰਡੀ
গ্রীষ্মমন্ডলীয়,ਖੰਡੀ
বিরক্ত,ਪਰੇਸ਼ਾਨ
ট্রপোস্ফিয়ার,Troposphere
ট্রপোস্ফিয়ারিক পতন,tropospheric ਗਿਰਾਵਟ
ট্রপোস্ফিয়ারিক ব্যাঘাত,tropospheric ਗੜਬੜ
ট্রপোস্ফিয়ারিক তরঙ্গ,tropospheric ਲਹਿਰ
ট্রপোস্ফিয়ারিক ফ্লাইট,tropospheric ਉਡਾਣ
ট্রপোস্ফিয়ারিক কমপ্লেক্স,tropospheric ਕੰਪਲੈਕਸ
ট্রপোস্ফিয়ারিক তরঙ্গ,tropospheric ਲਹਿਰ
ঘাট বেসিন,ਕੁੰਡ ਬੇਸਿਨ
প্রকৃত শোষণ,ਅਸਲ ਸਮਾਈ
প্রকৃত শোষণ সহগ,ਅਸਲ ਸਮਾਈ ਗੁਣਾਂਕ
বাস্তবসম্মত ওজনকারী,ਯਥਾਰਥਵਾਦੀ ਤੋਲਣ ਵਾਲਾ
সঠিক ব্যারোমিটার,ਸਹੀ ਬੈਰੋਮੀਟਰ
"আসল ওজন, আসল ওজন","ਅਸਲ ਭਾਰ, ਅਸਲ ਭਾਰ"
সঠিক অনুপাত,ਸਹੀ ਅਨੁਪਾਤ
সত্যিকারের চরিত্র,ਅਸਲੀ ਅੱਖਰ
প্রকৃত ক্রমাগত শোষণ,ਅਸਲ ਲਗਾਤਾਰ ਸਮਾਈ
সত্য পথ,ਸੱਚਾ ਮਾਰਗ
বাস্তব ক্রিস্টাল মেঝে,ਅਸਲ ਕ੍ਰਿਸਟਲ ਮੰਜ਼ਿਲ
"সঠিক পরিমাপ, সঠিক বিবরণ","ਸਹੀ ਮਾਪ, ਸਹੀ ਵੇਰਵੇ"
সঠিক হার,ਸਹੀ ਦਰ
বাস্তবসম্মত চার্ট,ਯਥਾਰਥਵਾਦੀ ਚਾਰਟ
"সত্য দূরত্ব, তির্যক দূরত্ব","ਸੱਚੀ ਦੂਰੀ, ਤਿਲਕਵੀਂ ਦੂਰੀ"
বাস্তব স্থিতিস্থাপকতা,ਅਸਲ ਲਚਕਤਾ
প্রকৃত ত্রুটি,ਅਸਲ ਗਲਤੀ
সঠিক ত্রুটির পার্থক্য,ਸਹੀ ਗਲਤੀ ਅੰਤਰ
প্রকৃত বর্তমান সময়,ਸਹੀ ਮੌਜੂਦਾ ਸਮਾਂ
বাস্তব ব্যাপক শোষণ,ਅਸਲ ਵਿਆਪਕ ਸਮਾਈ
স্বর্গীয় দিগন্ত,ਆਕਾਸ਼ੀ ਦੂਰੀ
বাস্তব মিটার,ਅਸਲੀ ਮੀਟਰ
প্রকৃত জালি মেঝে,ਅਸਲ ਜਾਲੀ ਮੰਜ਼ਿਲ
বাস্তব বিস্ফোরণ,ਅਸਲ ਵਿਸਫੋਟ
প্রকৃত ভর,ਅਸਲ ਪੁੰਜ
ভৌগলিক উত্তর,ਭੂਗੋਲਿਕ ਉੱਤਰ
প্রকৃত শক্তি,ਅਸਲੀ ਸ਼ਕਤੀ
সত্য নির্বাচনী শোষণ,ਸਹੀ ਚੋਣਤਮਕ ਸਮਾਈ
প্রকৃত নির্দিষ্ট তাপ,ਅਸਲ ਖਾਸ ਗਰਮੀ
"ভৌগলিক সূর্য, বাস্তব সূর্য","ਭੂਗੋਲਿਕ ਸੂਰਜ, ਅਸਲੀ ਸੂਰਜ"
প্রকৃত তাপমাত্রা,ਅਸਲ ਤਾਪਮਾਨ
বাস্তব শূন্য,ਅਸਲ ਜ਼ੀਰੋ
সত্য আয়নিক,ਸੱਚਾ ionic
"lunagra, runit","lunagra, runit"
ট্রাঙ্ক লাইন রুট,ਟਰੰਕ ਲਾਈਨ ਰੂਟ
"নির্ভুলতা, সত্যবাদিতা","ਸ਼ੁੱਧਤਾ, ਸੱਚਾਈ"
সঠিক তালিকা,ਸੱਚਾਈ ਸਾਰਣੀ
"পায়ের পাতার মোজাবিশেষ, নালী","ਨਲੀ, ਨਲੀ"
টিউব ক্যালকুলেটর,ਟਿਊਬ ਕੈਲਕੁਲੇਟਰ
টিউব ব্রোশিওর,ਟਿਊਬ ਬਰੋਸ਼ਰ
টিউব শব্দ,ਟਿਊਬ ਸ਼ੋਰ
টিউব নিউক্লিয়াস,ਟਿਊਬ ਨਿਊਕਲੀਅਸ
নালী,"ਨਲੀ, ਨਲਕੀ"
ফোর্স টিউব,ਫੋਰਸ ਟਿਊਬ
আনয়ন টিউব,ਇੰਡਕਸ਼ਨ ਟਿਊਬ
নালী সকেট,duct ਸਾਕਟ
টিউব পরীক্ষক,ਟਿਊਬ ਟੈਸਟਰ
টিউবুলার ভক্সেল,ਟਿਊਬਲਰ ਵੌਕਸਲ
নলাকার,ਟਿਊਬਲਰ
টিউবুলার হিটার,ਟਿਊਬਲਰ ਹੀਟਰ
নলাকার বাতি,ਟਿਊਬਲਰ ਲੈਂਪ
নলাকার চুল্লি,ਟਿਊਬਲਰ ਰਿਐਕਟਰ
টাম্বলার সুইচ,tumbler ਸਵਿੱਚ
টিউনযোগ্য লোড,ਟਿਊਨੇਬਲ ਲੋਡ
"সুর (না, ), সুরেলা করা, সুরেলা করা (ver, )","ਧੁਨ (ਨਹੀਂ, ), ਇਕਸੁਰਤਾ, ਇਕਸੁਰਤਾ (ਵੇਰ, )"
সুর করা,ਟਿਊਨ ਕੀਤਾ
টিউন করা অ্যানোড পরিবর্ধক,ਟਿਊਨਡ ਐਨੋਡ ਐਂਪਲੀਫਾਇਰ
সুর করা অ্যান্টেনা,ਟਿਊਨਡ ਐਂਟੀਨਾ
সুর করা খাদ অসিলেটর,ਟਿਊਨਡ ਬਾਸ ਔਸਿਲੇਟਰ
টিউন করা সার্কিট,ਟਿਊਨਡ ਸਰਕਟ
বি ক্লাস টিউনড এমপ্লিফায়ার,ਬੀ ਕਲਾਸ ਟਿਊਨਡ ਐਂਪਲੀਫਾਇਰ
টিউনড ডাইপোল,ਟਿਊਨਡ ਡਾਈਪੋਲ
টিউন করা অ্যানোড অসিলেটর,ਟਿਊਨਡ ਐਨੋਡ ਔਸਿਲੇਟਰ
টিউন করা প্রাক পরিবর্ধক,ਟਿਊਨ ਪ੍ਰੀ ਐਂਪਲੀਫਾਇਰ
টিউন করা রেডিও ফ্রিকোয়েন্সি রিসিভার,ਟਿਊਨਡ ਰੇਡੀਓ ਫ੍ਰੀਕੁਐਂਸੀ ਰਿਸੀਵਰ
টিউন করা রিলে,ਟਿਊਨਡ ਰੀਲੇਅ
টিউনার,ਟਿਊਨਰ
ট্যাঙ্গার সংশোধনকারী,ਟੈਂਗਰ ਰੀਕਟੀਫਾਇਰ
"harmonization, tuning","ਤਾਲਮੇਲ, ਟਿਊਨਿੰਗ"
টিউনিং চার্ট,ਟਿਊਨਿੰਗ ਚਾਰਟ
টিউনিং ক্যাপাসিটর,ਟਿਊਨਿੰਗ capacitor
কণ্ঠ্য ত্রিভুজ,ਵੋਕਲ ਤਿਕੋਣ
টিউনড ডাইপোল চালিত রেকর্ডার,ਟਿਊਨਡ ਡਾਈਪੋਲ ਸੰਚਾਲਿਤ ਰਿਕਾਰਡਰ
টিউনিং সূচক,ਟਿਊਨਿੰਗ ਸੂਚਕ
সুর মিটার,ਟਿਊਨ ਮੀਟਰ
টিউন প্লাঙ্গার,ਟਿਊਨ ਪਲੰਜਰ
টিউনিং স্ক্রু,ਟਿਊਨਿੰਗ ਪੇਚ
টিউনিং নিঃশব্দ,ਟਿਊਨਿੰਗ ਮਿਊਟ
টানেল,ਸੁਰੰਗ
টানেল ডায়োড,ਸੁਰੰਗ ਡਾਇਓਡ
টানেল প্রভাব,ਸੁਰੰਗ ਪ੍ਰਭਾਵ
টানেলিং,ਸੁਰੰਗ
টানেলিং প্রভাব,ਸੁਰੰਗ ਪ੍ਰਭਾਵ
টারবাইন,ਟਰਬਾਈਨ
টারবাইন ভ্যান,ਟਰਬਾਈਨ ਵੈਨ
টারবাইন-বৃত্ত,ਟਰਬਾਈਨ-ਸਰਕਲ
টারবাইন তেল,ਟਰਬਾਈਨ ਤੇਲ
টার্বোজেট,ਟਰਬੋਜੈੱਟ
টার্বোজেট বিমান,ਟਰਬੋਜੈੱਟ ਜਹਾਜ਼
টার্বোপ্রপ,ਟਰਬੋਪ੍ਰੌਪ
টার্বোপাম্প,ਟਰਬੋਪੰਪ
"টার্বোরাম জেট, ট্রোবানিপেডে প্রাইম","ਟਰਬੋਰੈਮ ਜੈੱਟ, ਟ੍ਰੋਬਨੀਪੇਡ ਪ੍ਰਾਈਮ"
টার্বোরকেট,ਟਰਬੋਰੋਕੇਟ
টার্বোভিসকোমিটার,ਟਰਬੋਵਿਸਕੋਮੀਟਰ
অশান্তি,ਗੜਬੜ
অশান্তি বিচ্ছিন্নতা,ਗੜਬੜ ਬੰਦ ਹੋਣਾ
ঝামেলা তরঙ্গ সংখ্যা,ਗੜਬੜ ਵੇਵ ਨੰਬਰ
বিভ্রান্ত,ਹੈਰਾਨ
বিরক্তিকর প্রসারণ,ਪਰੇਸ਼ਾਨ ਫੈਲਾਅ
বিরক্ত এলাকা,ਪਰੇਸ਼ਾਨ ਖੇਤਰ
বিঘ্নিত প্রবাহ,ਪਰੇਸ਼ਾਨ ਵਹਾਅ
বিরক্ত তাপ স্থানান্তর,ਪਰੇਸ਼ਾਨ ਗਰਮੀ ਦਾ ਸੰਚਾਰ
বিরক্ত তীব্রতা,ਪਰੇਸ਼ਾਨ ਤੀਬਰਤਾ
বিরক্তিকর স্তর,ਪਰੇਸ਼ਾਨ ਪੱਧਰ
বিরক্তিকর মিশ্রণ প্রক্রিয়া,ਪਰੇਸ਼ਾਨ ਮਿਕਸਿੰਗ ਪ੍ਰਕਿਰਿਆ
বিরক্তিকর গতি,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਗਤੀ
বিরক্তিকর গতি,ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਗਤੀ
বিরক্ত সুপারসনিক প্রবাহ,ਪਰੇਸ਼ਾਨ ਸੁਪਰਸੋਨਿਕ ਵਹਾਅ
বিরক্ত বেগ,ਪਰੇਸ਼ਾਨ ਵੇਗ
বিরক্ত বেগ ক্ষেত্র,ਪਰੇਸ਼ਾਨ ਵੇਗ ਖੇਤਰ
বিরক্ত বেগ,ਪਰੇਸ਼ਾਨ ਵੇਗ
টার্ন পয়েন্ট,ਮੋੜ ਪੁਆਇੰਟ
পরিবর্তনের সময়,ਬਦਲਣ ਦਾ ਸਮਾਂ
বৃত্তাকার সূচক,ਗੋਲ ਸੂਚਕ
শেষ সময়,ਅੰਤ ਦਾ ਸਮਾਂ
সময় শুরু,ਸ਼ੁਰੂ ਕਰਨ ਦਾ ਸਮਾਂ
ছবি ঘূর্ণন নিয়ন্ত্রণ,ਤਸਵੀਰ ਰੋਟੇਸ਼ਨ ਕੰਟਰੋਲ
ফেরা অনুপাত,ਫੇਰਾ ਅਨੁਪਾਤ
"ঘূর্ণন প্ল্যাটফর্ম, ঘূর্ণনশীল","ਰੋਟੇਸ਼ਨਲ ਪਲੇਟਫਾਰਮ, ਰੋਟੇਸ਼ਨਲ"
ভাষা পরিবর্তন,ਉੱਪਰ ਝੁਕਣਾ
চাকাযুক্ত অ্যান্টেনা,ਪਹੀਏ ਵਾਲਾ ਐਂਟੀਨਾ
টুইটার,ਟਵਿੱਟਰ
"ইয়ামল, ইয়ামল","yaml, yaml"
ইয়ামাল অ্যান্টেনা,yamal antenna
ইয়ামাল অ্যান্টেনা,yamal antenna
ইয়ামাল সীমান্ত,ਯਮਲ ਬਾਰਡਰ
yamal-স্ফটিক,yamal-crystal
ইয়ামাল উপাদান,ਯਮਲ ਤੱਤ
জোড়া তারকা,ਜੋੜਾ ਤਾਰਾ
yamlita জালি,yamlita ਜਾਲੀ
ইয়ামালান,ਯਮਲਾਨ
সিলেবল অক্ষ,ਸਿਲੇਬਲ ਧੁਰਾ
ইয়ালান-স্তর,yalan-ਪੱਧਰ
ইয়ামাল মেঝে,ਯਮਲ ਮੰਜ਼ਿਲ
"twitch, twist, twist, twist","ਮਰੋੜੋ, ਮਰੋੜੋ, ਮਰੋੜੋ, ਮਰੋੜੋ"
পাকানো প্যানেল,ਮਰੋੜਿਆ ਪੈਨਲ
"পাকানো বক্ররেখা, অসম বক্ররেখা","ਮਰੋੜਿਆ ਕਰਵ, ਅਸਮਾਨ ਵਕਰ"
বাঁকানো শাস্তি,ਮਰੋੜਿਆ ਜੁਰਮਾਨਾ
মোচড়ানো মুহূর্ত,ਘੁਮਾਣ ਵਾਲਾ ਪਲ
পাকানো কম্পন,ਮਰੋੜਿਆ ਵਾਈਬ੍ਰੇਸ਼ਨ
দ্বিপদ বল,ਦੋਨੋਮੀਲ ਫੋਰਸ
ডাবল শরীরের সমস্যা,ਡਬਲ ਸਰੀਰ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ
দ্বিমুখী ক্লিস্ট্রন,dichotomous klystron
বাইচ্যানেল অসিলেটর,bichannel ਔਸਿਲੇਟਰ
"দুই কম্পোনেন্ট সিস্টেম, দুই কম্পোনেন্ট সিস্টেম","ਦੋ ਕੰਪੋਨੈਂਟ ਸਿਸਟਮ, ਦੋ ਕੰਪੋਨੈਂਟ ਸਿਸਟਮ"
দ্বিমাত্রিক,ਦੋ ਆਯਾਮੀ
"দ্বি-মাত্রিক ফিল্টার, দ্বি-মাত্রিক ফিল্টার","ਦੋ-ਅਯਾਮੀ ਫਿਲਟਰ, ਦੋ-ਅਯਾਮੀ ਫਿਲਟਰ"
দ্বিমাত্রিক প্রবাহ,ਦੋ ਆਯਾਮੀ ਵਹਾਅ
"দ্বিমাত্রিক গ্রাফ, দ্বিমাত্রিক গ্রাফ","ਦੋ ਆਯਾਮੀ ਗ੍ਰਾਫ਼, ਦੋ ਆਯਾਮੀ ਗ੍ਰਾਫ਼"
দ্বিমাত্রিক প্যাটার্ন,ਦੋ ਆਯਾਮੀ ਪੈਟਰਨ
দ্বিমাত্রিক সম্পর্ক,ਦੋ ਆਯਾਮੀ ਸਬੰਧ
দ্বিমাত্রিক মডেলিং,ਦੋ ਆਯਾਮੀ ਮਾਡਲਿੰਗ
দ্বিমাত্রিক ভেক্টর,ਦੋ-ਅਯਾਮੀ ਵੈਕਟਰ
দ্বি-ইলেক্ট্রনিক কনফিগারেশন,ਦੋ-ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਰਚਨਾ
ডবল অক্ষ,dipole ਧੁਰਾ
দ্বিপদ মরীচি সংক্রমণ,ਦੋਨੋਮੀਲ ਬੀਮ ਸੰਚਾਰ
ডবল অল্টারনেটর,ਡਬਲ ਅਲਟਰਨੇਟਰ
ডবল কারেন্ট,ਡਬਲ ਮੌਜੂਦਾ
বাইফেসিক জোন,biphasic ਜ਼ੋਨ
ডবল সিস্টেম,ਡਬਲ ਸਿਸਟਮ
বাইপোলার ডিভাইস,ਦੋਧਰੁਵੀ ਜੰਤਰ
টু-টেইল্ড এক্স-টেস্ট,ਦੋ-ਪੂਛ ਵਾਲਾ X-ਟੈਸਟ
দুটি স্লাগ টিউনার,ਦੋ ਸਲੱਗ ਟਿਊਨਰ
দ্বিপদী পরিবর্ধন,ਬਾਇਨੋਮੀਅਲ ਐਂਪਲੀਫਿਕੇਸ਼ਨ
দুই পর্যায়ের প্রক্রিয়া,ਦੋ ਪੜਾਅ ਦੀ ਪ੍ਰਕਿਰਿਆ
দুই ধাপ ডিভাইস,ਦੋ ਕਦਮ ਜੰਤਰ
দুই স্ট্রোক ইঞ্জিন,ਦੋ ਸਟਰੋਕ ਇੰਜਣ
বাইওয়ে রেকর্ডার,ਬਾਈਵੇ ਰਿਕਾਰਡਰ
দ্বিপদ,ਬਾਇਨੋਮੀਅਲ
আন্তঃব্যক্তিক যোগাযোগ,ਪਰਸਪਰ ਸੰਚਾਰ
বাইওয়ে সুইচ,biway ਸਵਿੱਚ
দ্বৈত অ্যান্টেনা,ਦੋਹਰਾ antenna
দ্বৈত সিস্টেম,ਦੋਹਰਾ ਸਿਸਟਮ
ডাবল শরীরের সংঘর্ষ,ਡਬਲ ਸਰੀਰ ਦੀ ਟੱਕਰ
দ্বিপদ প্রক্রিয়া,ਬਾਇਨੋਮੀਅਲ ਪ੍ਰਕਿਰਿਆ
ডবল ক্যারিয়ার তত্ত্ব,ਡਬਲ ਕੈਰੀਅਰ ਥਿਊਰੀ
দ্বৈত অ্যান্টেনা,ਦੋਹਰਾ antenna
