Bengali,Kannada
সমাজ কল্যাণ,ಸಮಾಜ ಕಲ್ಯಾಣ
সফটওয়্যার,ಸಾಫ್ಟ್ವೇರ್
সম্প্রচার,ಸಮಯಾಂತರ
একমাত্র,ತಳ
একমাত্র এজেন্সি,ಏಕೈಕ ಸಂಸ್ಥೆ
গৌরব,ಗಂಭೀರ
একাকী নিশ্চয়তা,ಗಂಭೀರ ದೃ ir ೀಕರಣ
গৌরব,ಅಸಭ್ಯತೆ
একাকী,ಗಂಭೀರವಾಗಿ ಹಸು
একাকীভাবে,ಗಂಭೀರವಾಗಿ
একমাত্র মালিক,ಏಕೈಕ ಮಾಲೀಕ
অনুরোধ,ಕೋರಿಕೆ ಮಾಡು
সংহতি,ಒಗ್ಗಟ್ಟು
নির্জন,ಒಗ್ಗಟ್ಟು
নির্জন কেস,ಏಕಾಂತ ಪ್ರಕರಣ
সমাধান,ಪರಿಹಾರ
সমাধান,ಪರಿಹರಿಸು
শ্রেণীবিভাজন,ವಿಂಗಡಣೆ
বাছাই করা সরঞ্জাম,ವಿಂಗಡಣೆ ಉಪಕರಣ
সূত্র,ಮೂಲ
আয়ের উৎস,ಆದಾಯದ ಮೂಲ
স্যুভেনির,ಸ್ಮಾರಕ
সার্বভৌম,ಸಾರ್ವಭೌಮ
সার্বভৌমত্ব,ಸಾರ್ವಭೌಮತ್ವ
স্থান,ಸ್ಥಳ
ব্যবধান,ಅಂತರ
কোদাল কাজ,ಸ್ಪೇಡ್ ಕೆಲಸ
অতিরিক্ত,ಬಿಡಿ
অতিরিক্ত অনুলিপি,ಬಿಡಿಪೂಲಿ
অতিরিক্ত সময়,ಬಿಡುವಿನ ಸಮಯ
স্পিকার,ಸ್ಪೀಕರ್
বিশেষ,ವಿಶೇಷವಾದ
বিশেষ ক্ষমতা পরীক্ষা,ವಿಶೇಷ ಸಾಮರ್ಥ್ಯ ಪರೀಕ್ಷೆ
বিশেষ ভাতা,ವಿಶೇಷ ಭತ್ಯೆ
বিশেষ সেল,ವಿಶೇಷ ಕೋಶ
বিশেষ প্রশংসা,ವಿಶೇಷ ಮೆಚ್ಚುಗೆ
বিশেষ ক্ষতিপূরণ ভাতা,ವಿಶೇಷ ಪರಿಹಾರ ಭತ್ಯೆ
বিশেষ ড্রাইভ,ವಿಶೇಷ ಚಾಲಕ
বিশেষ অনুদান,ವಿಶೇಷ ಅನುದಾನ
বিশেষজ্ঞ,ತಜ್ಞ
বিশেষীকরণ,ವಿಶೇಷತೆ
বিশেষ ম্যাসেঞ্জার,ವಿಶೇಷ ಮೆಸೆಂಜರ್
বিশেষ বেতন,ವಿಶೇಷ ವೇತನ
বিশেষ ক্ষমতা,ವಕೀಲರ ವಿಶೇಷ ಶಕ್ತಿ
বিশেষ সুরক্ষা গ্রুপ,ವಿಶೇಷ ಸಂರಕ್ಷಣಾ ಗುಂಪು
নির্দিষ্ট,ನಿರ್ದಿಷ್ಟವಾದ
স্পেসিফিকেশন,ನಿರ್ದಿಷ್ಟತೆ
নির্দিষ্ট অস্বীকার,ನಿರ್ದಿಷ್ಟ ನಿರಾಕರಣೆ
নির্দিষ্ট কারণ,ನಿರ್ದಿಷ್ಟ ಕಾರಣ
নমুনা স্বাক্ষর,ಮಾದರಿಯ ಸಹಿ
জল্পনা,Specಹನ
বক্তৃতা,ಮಾತು
দ্রুততা,ವೇಗ
গতিরোধক,ವೇಗ ಮುರಿಯುವವನು
গতিসীমা,ವೇಗದ ಮಿತಿ
গতি পোস্ট,ವೇಗದ ಪೋಸ್ಟ್
দ্রুত কর্ম,ವೇಗವಾದ ಕ್ರಿಯೆ
গোলক,ಗೋಳ
সর্পিল বাইন্ডিং,ಸುರುಳಿ ಬಂಧನ
বিভক্ত শুল্ক,ವಿಭಜಿತ ಕರ್ತವ್ಯ
মুখপাত্র (= মুখপাত্র ব্যক্তি),ವಕ್ತಾರ (= ಕಡ್ಡಿಗಳ ವ್ಯಕ್ತಿ)
স্পনসর,ಪ್ರಾಯೋಜಕ
স্পনসরশিপ,ಪ್ರಾಯೋಜಕತ್ವ
স্পট পরিদর্শন,ಸ್ಪಾಟ್ ಪರಿಶೀಲನೆ
স্পট পেমেন্ট,ಸ್ಥಳಾವಕಾಶ
স্বামী / স্ত্রী,ಸಂಗಾತಿಯ
স্কোয়াড,ತಂಡ
স্থিতিশীলতা,ಸ್ಥಿರತೆ
কর্মী,ಸಿಬ್ಬಂದಿ
স্টাফ অ্যাসোসিয়েশন,ಸಿಬ್ಬಂದಿ ಸಂಘ
স্টাফ ইন্সপেকশন ইউনিট,ಸಿಬ್ಬಂದಿ ತಪಾಸಣೆ ಘಟಕ
স্টাফ কোয়ার্টার,ಸಿಬ್ಬಂದಿ ಕಾಲುಭಾಗ
কর্মচারী কক্ষ,ಸಿಬ್ಬಂದಿ ಕೊಠಡಿ
স্টাফ কল্যাণ তহবিল,ಸಿಬ್ಬಂದಿ ಕಲ್ಯಾಣ ನಿಧಿ
মঞ্চ,ರಂಗ
স্থবিরতা,ನಿಶ್ಚಲತೆ
স্টেক,ಕ ೦ ದೆ
ছাপ,ಅಂಚೆಚೀಟ
স্ট্যাম্প শুল্ক,ಅಂಚೆಚೀಟಿ ಕರ್ತವ್ಯ
স্ট্যাম্পড খাম,ಸ್ಟ್ಯಾಂಪ್ ಮಾಡಿದ ಹೊದಿಕೆ
স্ট্যাম্প প্যাড,ಅಂಚೆಚೀಟಿ ಹುಳು
স্ট্যাম্প পেপার,ಅಂಚೆಚೀಟಿ ಕಾಗದ
দাঁড়ানো,ನಿಂತುರು
স্ট্যান্ডার্ড,ಮಾನದಂಡ
স্ট্যান্ডার্ড চুক্তি,ಪ್ರಮಾಣಿತ ಒಪ್ಪಂದ
স্ট্যান্ডার্ড ছাড়,ಪ್ರಮಾಣಿತ ಕಡಿತ
স্ট্যান্ডার্ড ফর্ম্যাট,ಪ್ರಮಾಣಿತ ಸ್ವರೂಪ
মানীকরণ,ಪ್ರಮಾಣೀಕರಣ
স্ট্যান্ডার্ড ম্যান-ঘন্টা,ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಮ್ಯಾನ್-ಗಂಟೆಗಳ
জীবনযাত্রার মান,ಜೀವನ ಮಟ್ಟ
স্ট্যান্ডার্ড পারফরম্যান্স,ಪ್ರಮಾಣಿತ ಕಾರ್ಯಕ್ಷಮತೆ
মানসম্মত দাম,ಪ್ರಮಾಣಿತ ದರ
স্ট্যান্ডবাই বিন্যাস,ಸ್ಟ್ಯಾಂಡ್‌ಬೈ ವ್ಯವಸ್ಥೆ
দাঁড়িয়ে,ನಿಂತ
স্থায়ী কমিশন,ನಿಲುವಿನ ಆಯೋಗ
স্থায়ী কমিটির,ಸ್ಥಾಯಿ ಸಮಿತಿ
স্থায়ী আদেশ,ಜಾರಿಯಲ್ಲಿರುವ ಆದೇಶ
স্ট্যান্ডিল,ಸ್ಥಗಿತ
অভিনয় করেছেন,ನಟಿಸಿದ
তারকাচিহ্নিত প্রশ্ন,ನಟಿಸಿದ ಪ್ರಶ್ನೆ
স্টার্টার,ತಾರೀಕು
শুরুর দিকে বেতন বেতন,ಪ್ರಾರಂಭಿಕ ಸಂಬಳ
রাষ্ট্র,ರಾಜ್ಯ
রাষ্ট্রীয় বনভোজন,ರಾಜ್ಯ qu ೇದಕ
রাজ্য সরকার,ರಾಜ್ಯ ಸರ್ಕಾರ
রাজ্য অতিথি,ರಾಜ್ಯದ ಅತಿಥಿ
রাজ্য তালিকা,ರಾಜ್ಯದ ಪಟ್ಟಿ
অচল,ಸ್ಥಗಿತ
বিবৃতি,ಹೇಳಿಕೆ
অ্যাকাউন্ট বিবৃতি,ಖಾತೆಯ ವಿವರ
তথ্য বিবৃতি,ಸಂಗತಿಗಳ ಹೇಳಿಕೆ
স্বাস্থ্যের অবস্থা,ಆರೋಗ್ಯದ ಸ್ಥಿತಿ
স্টেটসম্যান,ರಾಜಕಾರದ
স্থির,ಸ್ಥಿರವಾದ
স্টেশন,ನಿಲ್ದಾಣ
স্টেশনারি স্টক,ಸ್ಥಾಯಿ -ಸ್ಟಾಕ್
স্টেশনারি,ಲೇಖನ ಸಾಮಗ್ರಿ
স্টেশন ছুটি,ನಿಲುಗಡೆ
পরিসংখ্যান,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ
পরিসংখ্যানগত তথ্য,ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ದತ್ತ
পরিসংখ্যান,ಅಂಕಿಅಂಶಗಳ
স্থিতি,ಸ್ಥಾನಮಾನ
স্থিতাবস্থা,ಯಥಾಸ್ಥಿತಿ
অবস্থা প্রতিবেদন,ಸ್ಥಿತಿ ವರದಿ
পদমর্যাদার প্রতীক,ಸ್ಥಿತಿ ಚಿಹ್ನೆ
আইন,ಶಾಸನ
বিধিবদ্ধ,ಶಾಸನಬದ್ಧ
প্রতিমূর্তি শরীর,ಶಾಸನಬದ್ಧ ದೇಹ
সংবিধিবদ্ধ ছুটির দিন,ಶಾಸನಬದ್ಧ ರಜಾದಿನ
বিধিবদ্ধ অধিকার,ಶಾಸನಬದ್ಧ ಹಕ್ಕುಗಳು
থাকা,ತಡೆ
এসটিডি,ಎಸ್‌ಟಿಡಿ
প্রবৃদ্ধি,ಸ್ಥಿರ ಬೆಳವಣಿಗೆ
খাড়া বৃদ্ধি,ತೀವ್ರ ಹೆಚ್ಚಳ
পরিচালনা সংসদ,ಸ್ಟೀರಿಂಗ್ ಕಮಿಟಿ
স্টেনোগ্রাফি,ಸಕಲರೇಖೆ
জীবাণুমুক্তকরণ,ಕ್ರಿಮಿಕೀಕರಣ
কঠোর ক্রিয়া,ಕಠಿಣ ಕ್ರಿಯೆ
কলঙ্ক,ಕಳಂಕ
উদ্দীপনা,ಪ್ರಚೋದನೆ
উপবৃত্তি,ಸ್ರಾವ
শুল্ক,ಷರತ್ತು ಮಾಡು
নির্ধারিত সময়সীমা,ನಿಗದಿತ ಸಮಯ ಮಿತಿ
শর্ত,ಷರತ್ತು
স্টক,ಸ್ಟಾಕ್
স্টক রেজিস্টার,ದಾಸ್ತಾನು ನೋಂದಣಿ
স্টক গ্রহণ,ದಾಸ್ತಾನು ತೆಗೆದುಕೊಳ್ಳುವುದು
মজুতের মূল্যনির্ধারণ,ದಾಸ್ತಾನು ಮೌಲ್ಯಮಾಪನ
স্টপগ্যাপ ব্যবস্থা,ಸ್ಟಾಪ್‌ಗ್ಯಾಪ್ ವ್ಯವಸ್ಥೆ
স্টোরেজ,ಸಂಗ್ರಹಣೆ
স্টোরেজ স্পেস,ಶೇಖರಣಾ ಸ್ಥಳ
স্টোর,ಸಂಗ್ರಹ
সোজা,ನೇರ
স্ট্রেন,ಬ ೦ ದಿಸು
অদ্ভুত,ವಿಚಿತ್ರ
অপরিচিত,ಅಪರಿಚಿತ
স্তর,ಪ್ರವಾಹ
কৌশল,ತಂತ್ರ
স্তরবিন্যাস,ಶ್ರೇಣೀಕರಣ
স্ট্রিমলাইন,ಸುಗಮಗೊಳಿಸು
শক্তি,ಶಕ್ತಿ
শক্তিশালী,ಬಲಗೊಳಿಸು
কঠোর,ಶ್ರಮದಾಯಕ
স্ট্রেস,ಒತ್ತಡ
স্ট্রেস ম্যানেজমেন্ট,ಒತ್ತಡ ನಿರ್ವಹಣೆ
কঠোর,ಕಟ್ಟುನಿಟ್ಟಾದ
কঠোরভাবে,ಕಟ್ಟುನಿಟ್ಟಾಗಿ
কঠোরতা,ಕಟ್ಟು
কঠোর,ಕಟ್ಟುಪಾಡು
ধর্মঘট,ಬಡಿ
স্ট্রাইক কল,ಮುಷ್ಕರ ಕರೆ
কড়া,ಕಠಿಣತೆ
স্ট্রিপ,ಬಡಿ
চেষ্টা করুন,ಶ್ರಮಕೊಡು
ধারণ ক্ষমতা,ಸಂಗ್ರಹಣಾ ಸಾಮರ್ಥ್ಯ
শক্তিশালী ঘর,ಬಲವಾದ ಕೊಠಡಿ
কাঠামোগত,ರಚನೆಯ
কাঠামো,ರಚನೆ
কাঠামোগত সাক্ষাত্কার,ರಚನಾತ್ಮಕ ಸಂದರ್ಶನ
কাঠামোগত বেতন,ರಚನಾತ್ಮಕ ವೇತನ
সংগ্রাম,ಹೋರಾಟ
জেদী,ಮೊಂಡು
স্টাডিয়াস,ಕಲಬೆರಕೆಯ
অধ্যয়ন,ಅಧ್ಯಯನ
শিক্ষা ছুটি,ಅಧ್ಯಯನ ರಜೆ
জিনিসপত্র,ಚಾಚು
বোকা,ಸಂಗಾತಿಯಾದ
স্টাইল,ಶೈಲಿ
সাব,ಉಪ
সাব-কমিটি,ಉಪಸಮಿತಿ
সাব-কন্ট্রাক্ট,ಉಪ-ಒಪ್ಪಂದ
উপজেলা,ಉಪ ಜಿಲ್ಲೆ
মহকুমা,ಉಪವಿಭಾಗ
সাব-হেড,ಉಪ-ತಲೆ
বিষয়,ವಿಷಯ
বিষয়ী,ವ್ಯಕ್ತಿಯ
বিচারাধীন,ನುಗ್ಗುವ
Sublease,ಒಳಕ್ಕೆ
Subletting,ಉಚ್ಚಾಟನೆ ಮಾಡುವ
জমা,ಸಲ್ಲಿಸುವುದು
আজ্ঞাবহ,ವಿಧೇಯ
অধস্তন অফিস,ಅಧೀನ ಕಚೇರಿ
অধস্তন পরিষেবা,ಅಧೀನ ಸೇವೆಗಳು
অধস্তন কর্মী,ಅಧೀನ ಸಿಬ್ಬಂದಿ
সাবপ্র্যাগ্রাফ,ಉಪಪೇಕ
Subrule,ಸಬ್ರೂಲ್
সাবস্ক্রাইব,ಚಂದಾದಾರಿಕೆ
সাবস্ক্রাইবড মূলধন,ಚಂದಾದಾರಿಕೆ ಬಂಡವಾಳ
গ্রাহক,ಚಂದಾದಾರ
সাবস্ক্রিপশন,ಚಂದಾದಾರಿಕೆ
উপ -ধারা,ಉಪವಿಭಾಗ
পরবর্তী,ನಂತರದ
পরবর্তী ক্রিয়া,ನಂತರದ ಕ್ರಮ
পরবর্তীকালে,ತರುವಾಯ
সহায়ক সংস্থা,ಅಂಗಸಂಸ್ಥೆ
সহায়ক সংস্থা,ಅಂಗಸಂಸ್ಥೆಗಳು
সহায়ক শিল্প,ಅಂಗಸಂಸ್ಥೆ ಉದ್ಯಮ
সহায়ক ম্যান্ডেট,ಅಂಗಸಂಸ್ಥೆ
সহায়ক রসিদ,ಅಂಗಸಂಸ್ಥೆ ರಶೀದಿ
সহায়ক রেজিস্টার,ಅಂಗಸಂಸ್ಥೆ
ভর্তুকি,ಸಬ್ಸಿಡಿ
ভর্তুকি,ಸಹಾಯವಾದಗೊಂಡ
ভর্তুকিযুক্ত আবাসন,ಸಬ್ಸಿಡಿ ಸೌಕರ್ಯ
ভর্তুকি,ಸಬ್ಸಿಡಿ
জীবিকা নির্বাহ,ಜೀವನಾಧಾರ
অস্তিত্ব ভাতা,ಜೀವನಾಧಾರ ಭತ್ಯೆ
জীবিকা অনুদান,ಜೀವನಾಧಾರ ಅನುದಾನ
নিম্নমানের,ಮಂತ್ರವಾದ
যথেষ্ট,ಗಣನೀಯ
প্রমাণ,ದೃstantವಾಗಿಸು
তাত্পর্যপূর্ণ,ಗಣ್ಯ
তাত্পর্যপূর্ণ বেতন,ಸಬ್ಸ್ಟಾಂಟಿವ್ ವೇತನ
সংক্ষিপ্ত পোস্ট,ಸಬ್ಸ್ಟಾಂಟಿವ್ ಪೋಸ್ಟ್
বিকল্প,ಬದಲಿಯಾಗಿ
প্রতিস্থাপন,ಬದಲಾವಣೆ
সাব সাব-অনুচ্ছেদ,ಉಪ-ಸುಗಂಧ
শহরতলির,ಉಪನಗರ
সাবভেনশন,ಉಪನಗ
সাবভার্সন,ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
পাতাল রেল,ಸುರಂಗ
সফল,ಉತ್ತರಾಧಿಕಾರಿಯಾದ
উত্তরাধিকার,ಉತ್ತರಾಧಿಕಾರ
একের পর এক,ಸತತ
উত্তরাধিকারী,ಉತ್ತರಾಧಿಕಾರಿ
সফল,ಸಹಾಯ
মামলা,ಮೊಕಣ
ভোগা,ಅನುಭವಿಸು
কষ্ট,ಬಳಲುತ್ತಿರುವ
যথেষ্ট,ಸಾಕಷ್ಟು
প্রত্যয়,ಪ್ರತ್ಯಯ
ভোটাধিকার,ಸತ್ಪಾದಕ
পরামর্শ,ಸಲಹೆ
পরামর্শ বাক্স,ಸಲಹೆ ಪೆಟ್ಟಿಗೆ
পরামর্শ বই,ಸಲಹೆಗಳ ಪುಸ್ತಕ
পরামর্শমূলক,ಸೂಚಿಸುವ
আত্মহত্যা,ಆತ್ಮಹತ್ಯೆ
স্যুট,ಸೂಟ್
উপযুক্ততা,ಸೂಕ್ತತೆ
উপযুক্ত ক্রিয়া,ಸೂಕ್ತ ಕ್ರಿಯೆ
উপযুক্ত,ಸೂಕ್ತವಾಗಿವೆ
যোগফল,ಮೊತ್ತ
সংক্ষেপে,ಸಂಕ್ಷಿಪ್ತವಾಗಿ
সারসংক্ষেপ,ಸಂಕ್ಷಿಪ್ತ
সংক্ষিপ্ত পরীক্ষা,ಸಾರಾಂಶ ಪ್ರಯೋಗ
সাতরে যাও,ಸಂಕ್ಷಿಪ್ತ
শীর্ষ সম্মেলন,ಶೃಂಗಸಭೆಯಲ್ಲಿ
তলব করা,ಕರೆ
স্যাম্পটুরি ভাতা,ಸತ್ಪಾರ್ಖಾನೆ ಭತ್ಯೆ
যোগ করা,ಮೊತ್ತ
সুন্দরী,ಕವಣೆ
সু মটো,ಸುಪೊಸೈಟ್
সুপারিনুয়েশন,ಮೇಲ್ವಿಚಾರಣೆ
সুপারিনুয়েশন পেনশন,ಮೇಲ್ವಿಚಾರಣಾ ಪಿಂಚಣಿ
অতিমাত্রায়,ಮೇಲ್ನೋಟದ
অতিমাত্রায়,ಅತಿಮಾನುರಿಯ
সুপারিপোজ,ಅತಿರೇಕ
উচ্চতর,ಉನ್ನತ
শ্রেষ্ঠত্ব,ಶ್ರೇಷ್ಠತೆ
সুপারনুমারি,ಅತಿಮಾನುಷವಾದ
সুপারনুমারি পোস্ট,ಅತಿಮಾನುಷ ಪಥ
সুপারস্ক্রাইব,ಅತಿರೇಕ
সুপারসক্রিপশন,ಉಪಗ್ರಹ
সুপারসেড,ಅತಿಕ್ರಮಿಸು
সুপারসেশন,ಅತಿರೇಕ
সুপারস্ট্রাকচার,ಅತಿಮಾನುಷಣೆ
সুপারট্যাক্স,ಅತಿಶಯಾಲದ
সুপার টাইমস্কেল,ಸೂಪರ್ ಕಾಲಮಾನ
তদারকি,ಮೇಲ್ವಿಚಾರಣೆ
কর্মকর্তা,ಮೇಲ್ವಿಚಾರಕ
তত্ত্বাবধায়ক কর্মীরা,ಮೇಲ್ವಿಚಾರಣಾ ಸಿಬ್ಬಂದಿ
পরিপূরক,ಪೂರಿಸು
পরিপূরক,ಪೂರಕವಾದ
পরিপূরক বাজেট,ಪೂರಕ ಬಜೆಟ್
পরিপূরক ব্যয়,ಪೂರಕ ವೆಚ್ಚ
পরিপূরক চাহিদা,ಪೂರಕ ಬೇಡಿಕೆ
পরিপূরক অনুদান,ಪೂರಕ ಅನುದಾನ
পরিপূরক প্রশ্ন,ಪೂರಕ ಪ್ರಶ್ನೆ
পরিপূরক বিধি,ಪೂರಕ ನಿಯಮಗಳು
সরবরাহকারী,ಸರಬರಾಜುದಾರ
সরবরাহ,ಸರಬರಾಜು
সমর্থন,ಬೆಂಬಲ
সমর্থক,ಬೆಂಬಲಿಗ
সমর্থনকারী কাগজপত্র,ಬೆಂಬಲ ದಾಖಲೆಗಳು
দমন করা,ನಿಗ್ರಹಿಸು
আধিপত্য,ಪ್ರಾಬಲ್ಯ
সুপ্রিম,ಅತ್ಯುನ್ನತ
সারচার্জ,ಹೆಚ್ಚುವರಿ
জামিনত,ಜಾಮೀನು
জামিন বন্ড,ಜಾಮೀನು ಬಾಂಡ್
পৃষ্ঠ পরিদর্শন,ಮೇಲ್ಮೈ ಪರಿಶೀಲನೆ
পৃষ্ঠ পরিবহন,ಮೇಲ್ಮೈ ಸಾಗಣೆ
সার্জারি,ಶಸ್ತ್ರದಳರಿ
পদবি,ಉಪನಾಮ
উদ্বৃত্ত,ಹೆಚ್ಚಿನ
উদ্বৃত্ত বাজেট,ಹೆಚ್ಚುವರಿ ಬಜೆಟ್
উদ্বৃত্ত রিপোর্ট,ಹೆಚ್ಚುವರಿ ವರದಿ
উদ্বৃত্ত কর্মীরা,ಹೆಚ್ಚುವರಿ ಸಿಬ್ಬಂದಿ
আশ্চর্য চেক,ಆಶ್ಚರ್ಯಕರ ಪರಿಶೀಲನೆ
আশ্চর্য দর্শন,ಆಶ್ಚರ್ಯಕರ ಭೇಟಿ
আত্মসমর্পণ,ಶರಣಾಗತಿ
চারপাশ,ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಗಳು
সুরট্যাক্স,ಉಚ್ಚಾರಣಾ
নজরদারি,ಕಣ್ಗಡೆ
জরিপ,ಸಮೀಕ್ಷೆ
জরিপ প্রতিবেদন,ಸಮೀಕ್ಷೆ ವರದಿ
বেঁচে থাকা,ಉಳಿ
বেঁচে আছে,ಉಳಿದಿರುವ
বেঁচে থাকা,ಬದುಕುಳಿದವನು
সংবেদনশীলতা,ಪ್ರಭಾವಕ್ಕೆ
সন্দেহ,ಶಂಕಿತ
স্থগিত,ಅಮಾನಾಯಿಸು
সাসপেন্স,ರಹಸ್ಯ
সাসপেন্স একাউন্ট,ಸಸ್ಪೆನ್ಸ್ ಖಾತೆ
স্থগিতাদেশ,ಅಮಾನತುಗೊಳಿಸುವುದು
সাসপেনশন অর্ডার,ಅಮಾನತುಗೊಳಿಸುವ ಆದೇಶ
সন্দেহ,ಅನುಮಾನ
টেকসই,ಸುಸ್ಥಿರ
টেকসই প্রবৃদ্ধি,ಸುಸ್ಥಿರ ಬೆಳವಣಿಗೆ
টেকসই,ನಿರಂತರ
শপথ করুন,ಆಣೆ ಮಾಡು
শপথ ইন-সিরিজ,ಶರ್ಕ
পাঠ্যসূচি,ಪಠ್ಯಕ್ರಮ
প্রতীক,ಚಿಹ್ನೆ
প্রতিসাম্য,ಸಮ್ಮಿತಿ
সহানুভূতি,ಸಹಾನುಭೂತಿ
সহানুভূতি ধর্মঘট,ಸಹಾನುಭೂತಿ ಮುಷ್ಕರ
সিম্পোজিয়াম,ವಿಚಾರ ಸಂಕಿರಣ
লক্ষণ,ರೋಗಲಕ್ಷಣ
সিঙ্ক্রোনাইজ,ಸಿಂಕ್ರೊನೈಸ್ ಮಾಡು
সংক্ষিপ্তসার,ಸಾರಾಂಶ
সংশ্লেষণ,ಸಂಶ್ಲೇಷಣೆ
সিন্থেটিক,ಸಂಶ್ಲೇಷಿತ
পদ্ধতি,ವ್ಯವಸ್ಥೆ
পদ্ধতিগত,ವ್ಯವಸ್ಥಿತ
পদ্ধতিগত কাজ,ವ್ಯವಸ್ಥಿತ ಕೆಲಸ
সিস্টেম বিশ্লেষণ,ವ್ಯವಸ್ಥೆಗಳ ವಿಶ್ಲೇಷಣೆ
ট্যাব ফোল্ডার,ಟ್ಯಾಬ್ ಫೋಲ್ಡರ್
টেবিল,ಮೇಜು
টেবিল,ಮೇಳ
সুচিপত্র,ಪರಿವಿಡಿ
ঘরের টেবিল,ಮನೆಯ ಟೇಬಲ್
সারণী,ಕೋಷ್ಟಕದಿಂದ ಕೂಡಿರುವ
সারণী বিবৃতি,ಕೋಷ್ಟಕ ಹೇಳಿಕೆ
সারণী,ಲೇಪನ
ট্যাবুলেটর,ತಾರೀತಿ ಮಾಡುವವನು
সাজসরঁজাম,ನಿಭಾಯಿಸಲು
কৌশল,ಕನ್ನಡಕ
কৌশলী,ತಟ್ಟೆಯ
কৌশল,ತಂತ್ರ
ট্যাগ,ತ ೦ ತ್ರ
হোম বেতন নিতে,ಕೈಯಿಗೆ ಬರುವ ಸಂಬಳ
গ্রহণ,ತೆಗೆದುಕೊಳ್ಳಿ
প্রতিভাশালী,ಪ್ರತಿಭಾವಂತ
প্রতিভা অনুসন্ধান,ಪ್ರತಿಭಾ ಹುಡುಕಾಟ
ট্যালি,ಬರೆದಿರು
ট্যালি কার্ড,ಟ್ಯಾಲಿ ಕಾರ್ಡ್
টেম্পারিং,ಹಿಗ್ಗಿಸುವ
স্পষ্ট,ಸ್ಪಷ್ಟ
বাস্তব সম্পদ,ಸ್ಪಷ್ಟತೆ
টেপ,ಟೇಪೆ
ট্যাপিং,ಚಿರತೆ
ক্লান্তি,ತರ್ಕಬದ್ಧತೆ
লক্ষ্য,ಗುರಿ
নির্দিষ্ট তারিখ,ಗುರಿ ದಿನಾಂಕ
শুল্ক,ಸುಲಿಗೆ
কলঙ্ক,ಕಳಂಕಗೊಳಿಸು
কাজ,ಕಾರ್ಯ
বিশেষ কর্মীদল,ಕಾರ್ಯಪಡೆ
কর,ತೆರಿಗೆ
কর ছাড়,ತೆರಿಗೆ ಕಡಿತ
করযোগ্য,ತೆರಿಗೆ ವಿಧಿಸಬಹುದಾದ
করযোগ্য আয়,ತೆರಿಗೆ ವಿಧಿಸಬಹುದಾದ ಆದಾಯ
কর সামঞ্জস্য,ತೆರಿಗೆ ಹೊಂದಾಣಿಕೆ
ট্যাক্স মূল্যায়ন,ತೆರಿಗೆ ಮೌಲ್ಯಮಾಪನ
কর,ತೆರಿಗೆ
কর পরিহার,ತೆರಿಗೆ ತಪ್ಪಿಸುವುದು
ট্যাক্স কনসালট্যান্ট,ತೆರಿಗೆ ಸಲಹೆಗಾರ
ট্যাক্স ঘোষণা,ತೆರಿಗೆ ಘೋಷಣೆ
উত্সে কর কেটে নেওয়া,ತೆರಿಗೆ ಮೂಲದಲ್ಲಿ ಕಡಿತಗೊಳಿಸಲಾಗಿದೆ
কর ছাড়,ತೆರಿಗೆ ವಿನಾಯಿತಿ
কর ফাঁকি,ತೆರಿಗೆ ವಿಧಿಸುವುದು
কর অব্যাহতি,ತೆರಿಗೆ ವಿನಾಯಿತಿ
করমুক্ত,ತೆರಿಗೆ ಮುಕ್ತ
কর প্রদানকারী,ತೆರಿಗೆ ಪಾವತಿಸುವವನು
ট্যাক্স ছাড়,ತೆರಿಗೆ ರಿಯಾಯಿತಿ
ট্যাক্স ফেরত,ತೆರಿಗೆ ಹಿಂದಿರುಗಿಸು
কর শিডিউল,ತೆರಿಗೆ ವೇಳೆ
দলের তেজস্বীতা,ತಂಡದ ಮನೋಭಾವ
দলবদ্ধভাবে সম্পাদিত কর্ম,ತಂಡದ ಕೆಲಸ
কাঁদুনে গ্যাস,ಅಶ್ರುವಾಯು
প্রযুক্তিগত,ತಾತ್ವಿಕ
কারিগরি পরামর্শ,ತಾಂತ್ರಿಕ ಸಲಹೆ
কারিগরি কলেজ,ತಾಂತ್ರಿಕ ವಿದ್ಯಾಲಯ
প্রযুক্তিগত তথ্য,ತಾಂತ್ರಿಕ ಮಾಹಿತಿ
প্রযুক্তিগত পোস্ট,ತಾಂತ್ರಿಕ ಪೋಸ್ಟ್
প্রযুক্তিগত যোগ্যতা,ತಾಂತ್ರಿಕ ಅರ್ಹತೆ
কারিগরী দক্ষ্যতা,ತಾಂತ್ರಿಕ ಕೌಶಲ್ಯ
প্রযুক্তিগত শব্দ,ತಾಂತ್ರಿಕ ಪದ
কারিগরি প্রশিক্ষণ,ತಾಂತ್ರಿಕ ತರಬೇತಿ
প্রযুক্তিবিদ,ತಂತ್ರಜ್ಞ
প্রযুক্তি,ತಂತ್ರ
টেকনোক্রেসি,ತಂತ್ರ
টেকনোক্র্যাট,ತಂತ್ರಜ್ಞ
প্রযুক্তিগত,ತಾಂತ್ರಿಕತೆಯ
প্রযুক্তিবিদ,ತಂತ್ರಶಾಸ್ತ್ರಜ್ಞ
