Hindi,Telugu
ताप प्रवणस्तर,థర్మోక్లైన్
ऊष्मागतिकी,థర్మోడైనమిక్
तापानुकुंचन,థర్మోనాస్టీ
तापनाभिकीय विस्फोट,థర్మోన్యూక్లియర్ పేలుడు
तापकालिता,థర్మోపెరియోడిజం
ऊष्माग्राही,థర్మోరెసెప్టర్
तापनियमन,థర్మోర్గ్యులేషన్
"ताप स्थिर, ताप स्थायी",థర్మోస్టాబ్
ताप-अपेक्षी अवस्था,థర్మోస్టేట్
तापानुचलन,థర్మోటాక్సిస్
थर्मस ऐक्वैटिकस,థర్మస్ ఆక్వాటికస్
पतला खंड,సన్నని విభాగం
थायोबैसिलस,థియోబాసిల్లస్
वक्षीय महाधमनी,థొరాసిక్ బృహద్ధమని
"वक्ष गुहा, वक्षीय गुहा",థొరాసిక్ కుహరం
वक्ष गुच्छिका,థొరాసిక్ గాంగ్లియా
वक्षीय खंड,థొరాసిక్ విభాగం
वक्षीय कशेरूक,థొరాసిక్ వెన్నుపూస
वक्षकटि बहिर्गम,థొరాకొలంబర్ low ట్‌ఫ్లో
वक्षकटि क्षेत्र,థొరాకొలంబర్ ప్రాంతం
वक्ष,థొరాక్స్
"कंटक, कांटा",ముల్లు
त्रिविम संरचना,త్రిమితీయ నిర్మాణం
देहली उद्दीपन,ప్రవేశ ఉద్దీపన
"बिंबाणु, थ्रॉम्बोसाइट",థ్రోంబోసైట్
थ्रॉम्बोप्लैस्टिन,త్రోంబోప్లాస్టిన్
"धनास्रता, थ्रॉम्बोसिस",థ్రోంబోసిస్
थाइलेसाइनस,థైలాసినస్
थाइलेकॉइड,థైలాకోయిడ్
थाइलेकॉइड कला,థైలాకోయిడ్ పొర
थाइमीन,థైమిన్
थाइमोसिन,థైమోసిన్
थाइमस,థైమస్
थायरोकैल्सिटोनिन,థైరోకాల్సిటోనిన్
"अवटु पुटक, थाइरॉइड पुटक",థైరాయిడ్ ఫోలికల్
"अवटु ग्रंथि, थाइरॉइड ग्रंथि",థైరాయిడ్ గ్రంథి
अवटुग्रंथि हॉर्मोन,థైరాయిడ్ గ్రంథి హార్మోన్
अवटु हॉर्मोन,థైరాయిడ్ హార్మోన్
अवटु उद्दीपक हॉर्मोन,థైరాయిడ్ స్టిమ్యులేటింగ్ హార్మోన్ (TSH)
अवटुपोषी,థైరోట్రోఫ్
थाइरोट्रॉपिन निर्मोचक हॉर्मोन,థైరోట్రోపిన్ విడుదల హార్మోన్ (టిఆర్హెచ్)
Ti (अर्बुद प्रेरक) प्लैज्मिड,ఇది (కణితి ప్రేరేపించే)
"अंतर्जांघिका, टिबिया",టిబియా
किलनी,టిక్
किलनी ज्वर,టిక్ జ్వరం
ज्वारीय कच्छ,టైడల్ మార్ష్
ज्वारीय बल,టైడల్ వాల్యూమ్
लघुस्तंभ,టిగెల్లమ్
व्याघ्र बिल्ली,పులి పిల్లి
टिनोस्पोरा,టినోస్పోరా
कूर्चसम कशाभ,టిన్సెల్ రకం ఫ్లాగెల్లమ్
लघु ध्रुवी अणु,చిన్న ధ్రువ అణువు
ऊतक स्तर,కణజాల స్థాయి
ऊतक प्लैज्मिनोजन सक्रियक,టిష్యూ ప్లాస్మినోజెన్ యాక్టివేటర్
ऊतक प्ररूपण,కణజాల టైపింగ్
T-मारक कोशिका,టి-కిల్లర్ సెల్
"भेक, टोड",టోడ్
"छत्रक, कुकुरमुत्ता",టోడ్‌స్టూల్
तंबाकू कलिकाशलभ,పొగాకు బుడ్వార్మ్
तंबाकू मोजेक,పొగాకు మొజాయిక్
तंबाकू मोजेक विषाणु (टी.एम.वी.),పొగాకు మొజాయిక్ వైరస్ (టిఎంవి)
ताड़ी,పసిపిల్లలు
पादांगुलि,బొటనవేలు
सह्य जाति,సహన జాతులు
टमाटर मोजेक विषाणु,టొమాటో మొజాయిక్ వైరస్
"जीभ, जिह्वा",నాలుక
जीभनुमा कलमबंदी,నాలుక అంటుకట్టుట
तानलवक,టోనోప్లాస్ట్
"टॉन्सिल, गलतुंडिका",టాన్సిల్స్
"दंत, दाँत",పంటి
दंतुर जीवूति परीक्षा चिमटी,పంటి బయాప్సీ ఫోర్సెప్
शीर्ष मांसाहारी,టాప్ కార్నివోర్
उपरिमृदा,పై నేల
स्थलाकृति,స్థలాకృతి
टोपोआइसोमरेज,టోపోసోమెరేస్
"टॉरपीडो, विद्युत्-रे",విద్యుత్ రే)
संपूर्ण जननक्षमता दर,మొత్తం సంతానోత్పత్తి రేటు
पूर्णशक्तता,టోటిపోటెన్సీ
आविषालु,విషపూరితం
आविषालु जैविक पदार्थ / उत्पाद,టాక్సిక్ బయోలాజికల్ ప్రొడక్ట్
आविषालु उपापचयी अपशिष्ट,విష జీవక్రియ వ్యర్థాలు
आविषालुता,విషపూరితం
आविष,టాక్సిన్
टॉक्सोप्लाज्मा,టాక్సోప్లాస్మా
लेश तत्व,అతితక్కువ మోతాదు
"श्वासनली, वातक",శ్వాసనాళం
वातक तंत्र,ట్రాచల్ సిస్టమ్
वातकीनाल,ట్రాచల్ ట్యూబ్
वाहिनिका (दारू),ట్రాచీయిడ్
ट्रैकिओफाइट,ట్రాచీఫైట్
ट्रैकिओफाइट पूर्वज,ట్రాచీఫైట్ పూర్వీకులు
पारंपरिक कृषिवानिकी तंत्र,సాంప్రదాయ అగ్రోఫారెస్ట్రీ వ్యవస్థ
प्रक्षेपपथीय पृथक्कारी,పథం సెపరేటర్
प्रति-अवसादक,ప్రశాంతత
ट्रांसऐमीनेज,ట్రాన్సామినేస్
पारकला पंप,ట్రాన్స్ మెమ్బ్రేన్ పంప్
"पार ऐमीनन, ट्रांसऐमीनेशन",ట్రాన్సామినేషన్
अनुलेखन,ట్రాన్స్క్రిప్షన్
स्थानांतरण आर.एन.ए.,బదిలీ RNA
ट्रांस्फेरिन,ట్రాన్స్‌ఫ్రిన్
रूपांतरज,రూపాంతరం
रूपांतरण नियम,రూపాంతరం చెందుతున్న సూత్రం
पारजीनी,ట్రాన్స్‌జెనిక్
पारजीनी फसल,ట్రాన్స్జెనిక్ పంట
पारजीनी जीव,ట్రాన్స్జెనిక్ జీవి
पारजीनी पादप,ట్రాన్స్జెనిక్ మొక్క
संक्रमण क्षेत्र,పరివర్తన జోన్
परिवर्ती उपकला,పరివర్తన ఎపిథీలియం
"अनुवाद, ट्रांस्लेशन",అనువాదం
विलेय का स्थानांतरण,ద్రావకం యొక్క ట్రాన్స్‌లోకేషన్
पारकला पथ,ట్రాన్స్మెంబ్రేన్ మార్గం
पारकला प्रोटीन,ట్రాన్స్మెంబ్రేన్ ప్రోటీన్
"संचरण, प्रेषण, संचारण",ప్రసార
पारगमन,ప్రసార
संचरण इलेक्ट्रॉन सूक्ष्मदर्शी,ట్రాన్స్మిషన్ ఎలక్ట్రాన్ మైక్రోస్కోప్
तंत्रिका आवेग का संचरण,నాడిలో అమరిక
वाष्पोत्सर्जन,ట్రాన్స్పిరేషన్
वाष्पोत्सर्जनी खिंचाव,ట్రాన్స్పిరేషన్ పుల్
अभिगमन,రవాణా
प्रतिरोपण,మార్పిడి
ट्रांसपोसोन,ట్రాన్స్‌పోసన్
अनुप्रस्थ द्विखंडम,విలోమ బైనరీ విచ్ఛిత్తి
अनुप्रस्थ वृहदांत,విలోమ పెద్దప్రేగు
"पाशित कीट, प्रगृहीत कीट",చిక్కుకున్న పురుగు
"विपाशन, प्रग्रहण",ట్రాపింగ్
अभिघात,గాయం
"वृक्ष पर्णांग, वृक्ष फर्न",ట్రీ ఫెర్న్
वृक्ष गोधिका,ట్రీ బల్లి
कंपन,వణుకు
ट्रैपोनीमा पैलिडियम,ట్రెపోనెమా పాలిడియం
त्रिपुंकेसरधारिता,త్రిభుజం
ट्राइएसिक कल्प,ట్రయాసిక్ కాలం
ट्राइबुलस,ట్రిబ్యులస్
ट्राइकार्बोक्सिलिक अम्ल चक्र,ట్రైకార్బాక్సిలిక్ యాసిడ్ చక్రం
ट्राइकार्बोक्सिलिक अम्ल,ట్రైకార్బాక్సిలిక్ ఆమ్లం
त्रिअंडपी,ట్రైకార్పెల్లరీ
त्रिकोशिका,ట్రైసెల్యులర్
ट्राइकोमोनास वैजीनेलिस,ట్రైకోమోనాస్ యోనిలిస్
ट्राइकोडर्मा,ట్రైకోడెర్మా
त्वचारोम,ట్రైకోమ్
ट्राइकोमोनसता,ట్రైకోమోనియాసిస్
ट्राइकोफाइटॉन,ట్రైకోఫైటన్
ट्राइकोडर्मा पॉलिस्पोरम,ట్రైకోడెర్మా పాలిస్పోరం
त्रिवलन कपाट,ట్రైకస్పిడ్ వాల్వ్
ट्राइडैक्स,ట్రిడాక్స్
त्रिपर्णक,ట్రిఫోలియేట్
ट्राइफोलियम,ట్రిఫోలియం
त्रिशाखित,ట్రిఫర్కాట్
त्रिशाखी तंत्रिका,ట్రిజెమినల్ నరాల
प्रवर्तक क्षेत्र,ట్రిగ్గర్ జోన్
ट्राइग्लिसराइड,ట్రైగ్లిజరైడ్
ट्राइग्लिसराइड उपापचय,ట్రైగ్లిజరైడ్ జీవక్రియ
त्रिकोणमितीय अनुपात,ట్రిగ్నోమెట్రిక్ నిష్పత్తి
त्रिसंकर,ట్రైహైబ్రిడ్
त्रिसंकर संकरण,ట్రైహైబ్రిడ్ క్రాస్
ट्राइआयोडोथाइरोनीन,Triiodothyronine
ट्राइलोटोट्रिटॉन,ట్రైలోటోట్రిటన్
"त्रितय, त्रितयाणु",ట్రిమర్
त्रितयी,త్రిమూర్తులు
ट्राइमेथिलऐमीन ऑक्साइड,ట్రిమెథైలామైన్ ఆక్సైడ్
त्रिनाम पद्धति,ట్రినోమియల్ నామకరణం
ट्रायोनिक्स,ట్రియోనిక్స్
ट्रायोसफॉस्फेट,ట్రియోస్ఫాస్ఫేట్
ट्राइपामिटिन,త్రిపాల్మిటిన్
ट्राइपेप्टाइड,ట్రిప్
त्रिपिच्छाकार पत्ती,ట్రిపిన్నేట్ లీఫ్
त्रिक,ట్రిపుల్
त्रिकोरकी,ట్రిప్లోబ్లాస్టిక్
त्रिसूत्री,ట్రిసోమిక్
ट्रिटिकेल,ట్రిటికేల్
ट्रिटिकम एस्टिवम (गेहूँ),త్రిథమ్‌తో కూడినది
ट्रिटिकम सैटाइवम,ట్రిటికం సాటివమ్
ट्रिटिकम टर्जिडम,ట్రిటికం తుర్గిడమ్
शिखरक,ట్రోచాన్టర్
"चक्रधारी डिंभक, ट्रोकोफोर डिंभक",ట్రోచోఫోర్ లార్వా
पोषीकारक,ట్రోఫిక్ కారకం
पोषी स्तर,ట్రోఫిక్ స్థాయి
पोषीस्तर दक्षता,ట్రోఫిక్ స్థాయి సామర్థ్యం
पोषकोरक,ట్రోఫోబ్లాస్ట్
उष्णकटिबंधीय जलवायु,ఉష్ణమండలీయ వాతావరణం
उष्णकटिबंधीय समुदाय,ఉష్ణమండల సంఘాలు
उष्णकटिबंधीय पर्णपाती वन बायोम,ఉష్ణమండల ఆకురాల్చే అటవీ బయోమ్
उष्णकटिबंधीय पारितंत्र,ఉష్ణమండల పర్యావరణ వ్యవస్థ
उष्णकटिबंधीय वन,ఉష్ణ మండల అరణ్యం
उष्णकटिबंधीय वर्षा बायोम,ఉష్ణమండల రెయిన్ ఫారెస్ట్ బయోమ్
उष्णकटिबंधी वर्षा वन,ఉష్ణమండల వర్షారణ్యం
ट्रोपोमायोसिन,ట్రోపోమియోసిన్
ट्रोपोनिन,ట్రోపోనిన్
क्षोभ सीमा (क्षोभमंडल शीर्ष),ట్రోపోపాజ్ (ట్రోపోస్పియర్ పైభాగం)
तद्रूप प्रजनन किस्म,నిజమైన సంతానోత్పత్తి రకం
वास्तविक कैंसर,నిజమైన క్యాన్సర్
वास्तविक फल,నిజమైన పండు
यथार्थ केंद्रक,నిజమైన కేంద్రకం
धड़ प्रक्षेत्र,ట్రంక్ ప్రాంతం
तना प्रक्षेत्र,ట్రంక్ ప్రాంతం
धड़,ట్రంక్
मुंड,ట్రంక్
तना,ట్రంక్
ट्राइगोन,ట్రిగాన్
ट्रिपैनोसोमा,ట్రిపనోసోమా
ट्रिप्सिन,ట్రిప్సిన్
ट्रिप्टोफान ऑपेरॉन,ట్రిప్టోఫాన్ ఒపెరాన్
ट्रिप्टोफैन,ట్రిప్టోఫాన్
नाल संवर्ध,ట్యూబ్ కల్చర్
नाल संवर्धन,ట్యూబ్ కల్చర్
कंद निर्माण,గడ్డ దినుసు ఏర్పడటం
गुलिकीय जड़,ట్యూబర్‌క్యులర్ రూట్
यक्ष्मा,క్షయ
ट्यूबेरो इन्फंडीबुलम न्यूरोन,ట్యూబెరో-ఇన్ఫండిబ్యులర్ న్యూరాన్
"कंदिल, गाँठदार",ట్యూబరస్
"गाँठदार, कंदिल प्रकार",ట్యూబరస్ రకం
ट्यूबिफेक्स,ట్యూబ్‌ఫెక్స్
नलिकाकार अंग,గొట్టపు అవయవం
नलिकीय पुनर्वशोषण,గొట్టపు పునర్విమర్శ
नलिकीय स्राव,గొట్టపు స్రావం
नलिका,గొట్టం
रेक्टाई नलिका,ట్యూబులి రెక్టి
ट्युबुलिन,ట్యూబులిన్
पक्ष्माभ गुच्छ,సిలియా యొక్క టఫ్ట్
अर्बुद,కణితి
अर्बुदकारी विषाणु,కణితి వైరస్ కలిగిస్తుంది
अर्बुदकारी जीन,కణితి ఏర్పడే జన్యువు
अर्बुद निरोधक जीन,కణితి అణచివేత జన్యువు
अर्बुद वर्धक,కణితి ప్రమోటర్
अर्बुद विषाणु,కణితి వైరస్
ट्यूना मछली,ట్యూనా చేప
टंग्स्टेन,టంగ్స్టన్
"कंचुक, ट्यूनिका",ట్యూనికా
श्वेत कंचुक,ట్యూనికా అల్బుగినియా
बाह्य कंचुक,ట్యూనికా ఎక్స్‌టర్నా
कंचुक अंतःस्तर,తునికా ఇంటిమా
मध्य कंचुक,ట్యూనికా మీడియా
ट्यूनिकेटा,తునికాటా
कंचुकी (ट्यूनिकेट),ట్యూనరేట్
कंचुकी समूह,ట్యూనరేట్ గ్రూప్
आविलता,టర్బిడిటీ
स्फीत,టర్గిడ్
स्फीति दाब,టర్గర్ పీడనం
टर्नर संलक्षण,టర్నర్ సిండ్రోమ్
शलजम मोजेक,టర్నిప్ మొజాయిక్
व्यावर्तित पुष्पदल-विन्यास,వక్రీకృత ఎస్టివేషన్
अंशछादित,వక్రీకృత
द्विविम वैद्युतकण संचलन,రెండు డైమెన్షనల్ ఎలెక్ట్రోఫోరేసిస్
द्विजगत् वर्गीकरण,రెండు రాజ్య వర్గీకరణ
कर्णपटल झिल्ली,టిమ్పానిక్ పొర
कर्णपटह,టింపనమ్
टाइफेसी,టైఫేసి
अंत्रवलन,టైఫ్లోసోల్
टाइफॉइड,టైఫాయిడ్
प्ररूपी,సాధారణ
प्ररूपी स्टोमैटा-छिद्र,సాధారణ స్టోమాటల్ రంధ్రం
यूबिक्विनॉल,యుబిక్వినాల్
यूबिक्विनोन,యుబిక్వినోన్
"अंतःप्रकोष्ठिका, अल्ना",ఉల్నా
द्रुतअपकेंद्रित्र,అల్ట్రాసెంట్రిఫ్యూజ్
पराध्वनि,అల్ట్రాసౌండ్
पराध्वनि कार्य,అల్ట్రాసౌండ్ పని
परासंरचना,అల్ట్రాస్ట్రక్చర్
पराबैंगनी,అతినీలలోహిత
पराबैंगनी किरण,అతినీలలోహిత రే
पुष्पछत्र,అంబెల్
नाभिरज्जु,బొడ్డు తాడు
अस्वांगीकृत ऊर्जा,అన్‌సిమిలేటెడ్ ఎనర్జీ
विकुंडलित,అన్‌కోయిడ్
अल्प पोषण,పోషణ కింద
"उप क्षुप, उप झाड़ी",పొద కింద
भूमिगत तना,భూగర్భ కాండం
भूमिगत कंदीय जड़,భూగర్భ ట్యూబరస్ రూట్
अविचलित तरंग,అంచనా వేసిన వేవ్
अविभेदित कोशिका,విభిన్నమైన సెల్
अक्षुब्ध पारितंत्र,కలవరపడని పర్యావరణ వ్యవస్థ
तरंगित,విడదీయడం
तरंगित गति,అన్‌డ్యులేటరీ ఉద్యమం
"एकशिरीय, एकशिरामय",యునికోస్టేట్
एकदिश प्रवाह,ఏకదిశాత్మక ప్రవాహం
एककोष्ठकी,ఏకీకృత
एककेंद्रकी,Uninucleate
एकशाखी,ఏకీకృత
एकप्रसू,ఏకీకృత
एकपिच्छकी,యునిపిన్నేట్
"एकध्रुवीय तंत्रिएक, एकध्रुवीय न्यूरॉन",యూనిపోలార్ న్యూరాన్
एकलगमन,యునిపోర్ట్
एकलिंगी,యునిసెక్సువల్
एकलिंगी पुष्प,సిన్సిక్సువల్ ఫ్లవర్
"विश्व, ब्रह्मांड",విశ్వం
अपरागित,పాలినేటెడ్
अनर्हता प्राप्त नीमहकीम,అర్హత లేని క్వాక్
असंतृप्त,అసంతృప్త
अन् अनुवादित क्षेत्र,అనువదించని ప్రాంతం
उर्ध्वभुजा,పై చేయి
प्रतिप्रवाह प्रक्रमण,అప్‌స్ట్రీమ్ ప్రాసెసింగ్
"उद्ग्रहण, अंतर्ग्रहण",తీసుకోవడం
यूरेसिल,యురాసిల్
यूरेनाइट,యురేనైట్
यूरेनियम,యురేనియం
यूरेनस,యురేనస్
यूरिया चक्र,యూరియా చక్రం
यूरिमिया,యురేమియా
मूत्रमेह रोगी,యురేమిక్ రోగి
यूरिक उत्सर्जी,యూరికోటెలిక్
मूत्रवाहिनी,యురేటర్
मूत्रमार्ग,యురేత్రా
मूत्रमार्गकुहर,యురేత్రల్ మీటస్
अर्जीनिया,ఉర్గియా
यूरिक अम्ल,యూరిక్ ఆమ్లం
यूरीकोस ग्रंथि,యూరికోజ్ గ్రంథి
यूरिकाम्ल उत्सर्गी,యూరికోటెలిక్
यूरिक अम्ल उत्सर्जन,యూరికోటెలిజం
मूत्र,మూత్రం
मूत्रजन नलिका,యురినిఫరస్ గొట్టం
जननमूत्र वाहिनी,యూరినోజెనిటల్ డక్ట్
मूत्रजनन मार्ग,ఉరినో-జననేంద్రియ మార్గం
यूरोकॉर्डेटा,Urochordata
अर्टिका डायटिका,ఉర్టికా డియాటికా
अस्टिलैगो,ఉస్టిలాగో
गर्भाशय ग्रंथि,గర్భాశయ గ్రంథి
गर्भाशय भित्ति,గర్భాశయ గోడ
गर्भाशय,గర్భాశయం
दृति,Utricle
यूट्रीक्युलेरिया,యుట్రిక్యులరియా
गर्भाशय लसीकला,Utrine సెరోసా
टीकाकरण,టీకా
टीका,టీకా
वैक्सीन,టీకా
"रसधानी, धानी",వాక్యూల్
निर्वात,వాక్యూమ్
वैगस तंत्रिका,వాగస్ నరాల
संयोजकता इलेक्ट्रॉन,వాలెన్స్ ఎలక్ట్రాన్
संयोजकता स्तर,వాలెన్స్ స్థాయి
वेलीन,వాలైన్
कोरस्पर्शी,వాల్వేట్
कोरस्पर्शी पुष्पदल-विन्यास,వాలెవేట్ ఎస్టివేషన్
कपाट,వాల్వ్
वैन्डा,వండా
वाष्पन,ఆవిరి కారకం
वैरेनस,వారణస్
परिवर्ती संख्या अनुबद्ध पुनरावर्तक,వేరియబుల్ సంఖ్య టెన్డం రిపీట్
विभिन्नता,వైవిధ్యం
परिवर्तन,వైవిధ్యం
शुक्रवाहक,శుక్రవాహిక
शुक्रवाहिका,వాస్ ఎఫెరెన్స్
शुक्रवाहिका,వాసా ఎఫెరెంటియా
वासा रेक्टा,వాసా రెక్టా
वासा रेक्टी,వాసా రెక్టే
संवहन पूल,వాస్కులర్ బండిల్
वाहिका निरोप,వాస్కులర్ అంటుకట్టుట
संवहनी पादप,వాస్కులర్ ప్లాంట్
लघुवाहिका,వాస్క్యులం
वाहिनी विस्फारण,వాసోడైలేషన్
चापछद,ఖజానా
ध्वजीय पुष्पदल-विन्यास,వాక్సిలరీ ఎస్టివేషన్
"संवाहक, वेक्टर",వెక్టర్
वनस्पति बीज तेल,కూరగాయల విత్తన నూనె
"वनस्पति, पेड़-पौधे",వృక్ష సంపద
कायिक और लैंगिक परिवर्धन,ఏపుగా మరియు లైంగిక అభివృద్ధి
कायिक प्रवर्धन,ఏపుగా ప్రచారం
कायिक जनन,ఏపుగా పునరుత్పత్తి
शिरा,సిర
शिरिका,సిరల
वेलेला,వెల్లెలా
महाशिरा,వెనా కావా
"जीविष, जीवविष",విషం
जीविषालु,విషం
"द्वार, मुख, निकप्स",బిలం
अधर तंत्रिका रज्जु,వెంట్రల్ నరాల త్రాడు
अधर सतह,వెంట్రల్ ఉపరితలం
निलय,జఠరిక
निलय अनुशिथिलन,వెంట్రిక్యులర్ డయాస్టోల్
निलय भरण,వెంట్రిక్యులర్ ఫిల్లింగ్
निलय प्रकुंचन,వెంట్రిక్యులర్ సిస్టోల్
वीनस पुष्प करंड,వీనస్ ఫ్లవర్ బాస్కెట్
वीनस फ्लाइ ट्रैप,వీనస్ ఫ్లైట్రాప్
वर्बैस्कम,వెర్బాస్కం
केंचुआ खाद बनाना,వర్మి కంపోస్టింగ్
कृमिहर,వర్మిఫ్యూజ్
देशी नाम,వెర్నాక్యులర్ పేరు
वसंतीकरण,వెర్నలైజేషన్
मुक्तदोली,బహుముఖ
कशेरुकी,వెన్నుపూస
कशेरुक दंड,వెన్నెముక
वर्टिब्रेटा,వెన్నుపూస
कशेरुकी प्राणी,సకశేరుకం
कशेरुक-उपास्थि पसली,వెన్నుపూసలోని పక్కటెముక
ऊर्ध्वाधर स्तरण,నిలువు స్తరీకరణ
कूटचक्रक,వెర్టిసిలాస్టర్
शुक्रवाहक उच्छेदन,వెసెక్టమీ
आशय,వెసికిల్
आशयी ग्रंथि,వెసిక్యులర్ గ్రంథి
वाहिका,నౌక
प्रघाण उपकरण,వెస్టిబ్యులర్ ఉపకరణం
प्रघाण बार्थोलिन ग्रंथि,వెస్టిబ్యులర్ బార్తోలిన్స్ గ్రంథి
प्रघाण ग्रंथि,వెస్టిబ్యులర్ గ్రంథి
प्रघाण तंत्रिका,వెస్టిబ్యులర్ నాడి
प्रघाण तंत्र,వెస్టిబ్యులర్ సిస్టమ్
प्रघाण,వెస్టిబ్యూల్
बाह्य प्रगुहा,వెస్టిబులం
"अवशेषी अंग, अवशेषांग",వెస్టిజియల్ ఆర్గాన్
अवशेषी शल्क,వెస్టిజియల్ స్కేల్
"परिच्छादी, वेक्सिलरी",వింత
जीवन क्षमता,సాధ్యత
वायल,విజయం
विब्रिओ,విబ్రియో
दृढ़रोम,వైబ్రిస్సే
वायसरॉय तितली,వైస్రాయ్ సీతాకోకచిలుక
दीर्घरोमी,విల్లస్
"अंकुर, रसाअंकुर",విల్లస్
विनब्लैस्टिन,విన్బ్లాస్టిన్
विंका,వింకా
अंगूरलता,వైన్
लता,వైన్
तीव्र एवं घातक प्रतिक्रिया / अनुक्रिया,హింసాత్మక మరియు ప్రాణాంతక ప్రతిచర్య
विषाणु प्रतिजन,వైరల్ యాంటిజెన్
विषाणुभ,వైరాయిడ్
विषाणु नामपद्धति,వైరోలాజికల్ నామకరణం
विषाणु,వైరస్
अंतरंग कूबड़,విసెరల్ హంప్
अंतरंग अंग,విసెరల్ ఆర్గాన్
"अंतरंग फुप्फुसावरण, अंतरंग प्लूरा",విసెరల్ ప్లూరా
श्यानता,స్నిగ్ధత
विस्कम,విస్కం
दृश्य प्रकाश,కనిపించే కాంతి
दृश्य स्पेक्ट्रम,కనిపించే స్పెక్ట్రం
दृष्टि वल्कुट,విజువల్ కార్టెక్స్
जीवद क्रिया,ముఖ్యమైన కార్యాచరణ
जीवद धारिता,కీలక సామర్థ్యం
"काचाभ, काचसम",విట్రస్
काचाभ द्रव,మెరిసే హాస్యం
"सजीवप्रजक, जरायुज",వివిపరస్
"सजीवप्रजता, जरायुजता",వివిపరీ
वाक् कोष,స్వర శాక్
वाष्पशील कार्बनिक कार्बन,అస్థిర సేంద్రియ కార్బన్
वाष्पीयन,అస్థిరత
ज्वालामुखी उद्गार,అగ్నిపర్వత విస్ఫోటనం
ऐच्छिक नियंत्रण,స్వచ్ఛంద నియంత్రణ
ऐच्छिक पेशी,స్వచ్ఛంద కండరం
वालूटिन कणिका,వోలుటింగ్ గ్రాన్యూల్
वॉल्वॉक्स,వోల్వాక్స్
"सीरिक दंत, वोमरीय दंत",వోమెరిన్ పళ్ళు
सुभेद्य,హాని
गिद्ध,రాబందు
भग,వల్వా
चलनशील फर्न,వాకింగ్ ఫెర్న్
चलन तल्प,వాకింగ్ ప్యాడ్
भित्तिपुष्प,గోడ పువ్వు
भित्ति दाब,గోడ పీడనం
"समतापी, नियततापी",వెచ్చని రక్తపాతం
उष्णग्राही,వెచ్చని గ్రాహకం
तापन,వేడెక్కడం
भयसूचक अनुहरण,హెచ్చరిక రంగు
ताना,వార్ప్
मस्सा,మొటిమ
अपशिष्ट स्वांगीकृत क्षमता,వ్యర్థాల సమీకరణ సామర్థ్యం
अपशिष्ट क्षेपण,వేస్ట్ డంపింగ్
अपशिष्ट धातु,వేస్ట్ మెటల్
अपशिष्ट उत्पादन,వ్యర్థ ఉత్పత్తి
अपशिष्ट प्लास्टिक चादर,ప్లాస్టిక్ షీట్ వృధా చేస్తుంది
जलवाहित रोगाणु,నీరు పుట్టే వ్యాధికారక
सिंघाड़ा,నీటి చెస్ట్నట్
जल-न्यूनता,నీటి లోటు
जल पिस्सू,నీటి ఫ్లీ
जल हायसिन्थ,నీటి హైసింత్
कुमुदिनी,కలువ
जल प्रदूषण,నీటి కాలుష్యం
जल विभव,నీటి సామర్థ్యం
जल विभव प्रवणता,నీటి సంభావ్య ప్రవణత
जल प्रचुर पर्यावरण,నీటి గొప్ప వాతావరణం
जल विलेय विटामिन,నీటిలో కరిగే విటమిన్
जल-संवहनी तंत्र,వాటర్ వాస్కులర్ సిస్టమ్
जलाक्रांत,నీటితో నిండి ఉంది
तरंग दैर्ध्य,తరంగ పొడవు
"तरंगित, लहरदार",ఉంగరాల
मोम,మైనపు
मोम-ग्रंथि,మైనపు గ్రంథి
मोमी क्यूटिकल,మైనపు క్యూటికల్
मौसम,వాతావరణం
अपक्षयण प्रक्रिया,వాతావరణ ప్రక్రియ
फन्नी कलमबंदी,చీలిక అంటుకట్టుట
"अपतृणनाशी, खरपतवारनाशी",వీడిసైడ్
बाना संरचना,వెఫ్ట్ స్ట్రక్చర్
आर्द्र निक्षेप,తడి నిక్షేపణ
गेहूँ,గోధుమ
प्रतोद कशाभ,విప్లాష్ ఫ్లాగెల్లమ్
श्वेत कोलेजन रेशा,వైట్ కొల్లాజెన్ ఫైబర్
श्वेत रेशेदार ऊतक,తెలుపు ఫైబరస్ కణజాలం
श्वेत रूधिर कोशिका,తెల్ల రక్త కార్పస్
श्वेत द्रव्य,తెల్ల పదార్థం
सफेद पेशी,తెలుపు కండరాలు
श्वेत संयोजक शाखा,వైట్ రాముస్ కమ్యూనికన్లు
पूर्ण दाना धान्य,ధాన్యపు ధాన్యం
हपिंग सारस,హూపింగ్ క్రేన్
"परिचक्र, चक्कर",వోర్ల్
चक्करदार,Whorled
विडाल परीक्षण,విడాల్ టెస్ట్
"वन्य जीव, वन्य जीवन",వైల్డ్ లైఫ్
वन्य प्राणी,క్రూర జంతువు
वन्य शाकाहारी चौपाया (प्राणी),అడవి శాకాహారి చతుర్భుజం
वन्यजीव अभयारण्य,వైల్డ్ లైఫ్ అభయారణ్యం
वन्य पादप,వైల్డ్ ప్లాంట్
जंगली चावल,వైల్డ్ రైస్
वन्य जाति,అడవి జాతులు
जंगली स्ट्रॉबेरी,వైల్డ్ స్ట్రాబెర్రీ
वन्य प्ररूप,అడవి రకం
वन्य प्ररूप विकल्पी,వైల్డ్ టైప్ యుగ్మ వికల్పం
वन्य किस्म,అడవి రకం
मुरझाई पत्ती,విల్టెడ్ సెలవు
"म्लानन, मुर्झाना",విల్టింగ్
म्लानि बिंदु,విల్టింగ్ పాయింట్
