Odiya,Kannada
ଚତୁର୍ଥାଂଶ,ಕಾಲು
ଚତୁର୍ଥାଂଶ |,ಕ್ವಾರ್ಟಿಕ್
ଚତୁର୍ଥାଂଶ |,ಕ್ವಾರ್ಟೈಲ್
କ୍ୱାସୀ ର line ଖ୍ୟ ଗଠନମୂଳକ ସମୀକରଣ |,ಅರೆ ರೇಖೀಯ ರಚನಾತ್ಮಕ ಸಮೀಕರಣ
ନିୟମିତ ନିୟମିତ |,ಅರೆ ನಿಯಮಿತ
ଚତୁର୍ଥାଂଶ |,ಚತುರ್ಭುಜ
ଧାଡି ଦ length ର୍ଘ୍ୟ |,ಕ್ಯೂ ಉದ್ದ
ଧାଡି ମଡେଲ୍ |,ಸರತಿ ಮಾದರಿ
ଧାଡ଼ି ସମସ୍ୟା,ಸರದಿಯಲ್ಲಿ ಸಮಸ್ಯೆ
ଧାଡି ପ୍ରକ୍ରିୟା,ಸರದಿ ಪ್ರಕ್ರಿಯೆ
ଧାଡି ସିଷ୍ଟମ୍ |,ಸಾಲು ವ್ಯವಸ್ಥೆ
ଧାଡି ତତ୍ତ୍। |,ಕ್ಯೂಯಿಂಗ್ ಸಿದ್ಧಾಂತ
କ୍ୱିଣ୍ଟିଲ୍ |,ಕ್ವಿಂಟೈಲ್
କ୍ୱିଣ୍ଟୁପ୍ଲେଟ୍ |,ಪಂಚಾಂಗ
ଉଦ୍ଧୃତି,ಉದ್ಧರಣ
ଭାଗ,ಅಂಶ
ଭାଗ କ୍ଷେତ୍ର,ಅಂಶ ಕ್ಷೇತ್ರ
ଭାଗ ଗୋଷ୍ଠୀ |,ಅಂಶ ಗುಂಪು
ଭାଗ ନିୟମ |,ಪ್ರಮಾಣ ಕಾನೂನು
quotient ସେଟ୍ |,ಅಂಶ ಸೆಟ್
ଭାଗ ସ୍ଥାନ,ಅಂಶದ ಜಾಗ
କୋଟୋଏଣ୍ଟ ଟପୋଲୋଜି |,ಅಂಶದ ಸ್ಥಳಶಾಸ್ತ್ರ
ରେଡିଆଲ୍ |,ರೇಡಿಯಲ್
ରେଡିଆନ୍ |,ರೇಡಿಯನ್
ରେଡିଆନ୍ ମାପ |,ರೇಡಿಯನ್ ಅಳತೆ
ମ radical ଳିକ,ಆಮೂಲಾಗ್ರ
ମ radical ଳିକ ଅକ୍ଷ |,ಆಮೂಲಾಗ್ರ ಅಕ್ಷ
ମୂଳ ଚିହ୍ନ |,ಆಮೂಲಾಗ್ರ ಚಿಹ್ನೆ
ବ୍ୟାସାର୍ଦ୍ଧ,ತ್ರಿಜ್ಯ
ସମ୍ମିଶ୍ରଣର ବ୍ୟାସାର୍ଦ୍ଧ |,ಒಮ್ಮುಖದ ತ್ರಿಜ್ಯ
ବକ୍ରତା,ವಕ್ರತೆಯ ತ್ರಿಜ್ಯ
ବ୍ୟାଡ୍ୟୁସ୍ ଭେକ୍ଟର୍ |,ತ್ರಿಜ್ಯ ವೆಕ್ಟರ್
ରେଡିକ୍ସ,ರಾಡಿಕ್ಸ್
ଅନିୟମିତ ତ୍ରୁଟି |,ಯಾದೃಚ್ಛಿಕ ದೋಷ
ଅନିୟମିତ କାର୍ଯ୍ୟ |,ಯಾದೃಚ್ಛಿಕ ಕಾರ್ಯ
ରାଣ୍ଡୋମାଇଜେସନ୍ |,ಯಾದೃಚ್ಛಿಕಗೊಳಿಸುವಿಕೆ
ରାଣ୍ଡମାଇଜଡ୍ ବ୍ଲକ୍ |,ಯಾದೃಚ್ಛಿಕ ಬ್ಲಾಕ್ಗಳು
ଅନିୟମିତ ମଡେଲ୍ |,ಯಾದೃಚ್ಛಿಕ ಮಾದರಿ
ଅନିୟମିତ ସଂଖ୍ୟା |,ಯಾದೃಚ್ಛಿಕ ಸಂಖ್ಯೆ
ଅନିୟମିତ ନମୁନା |,ಯಾದೃಚ್ಛಿಕ ಮಾದರಿ
ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
ପରିସର,ವ್ಯಾಪ್ತಿಯ
ସମ୍ମିଶ୍ରଣର ପରିସର |,ಒಮ್ಮುಖದ ವ್ಯಾಪ್ತಿ
ଏକୀକରଣର ପରିସର |,ಏಕೀಕರಣದ ವ್ಯಾಪ್ತಿ
ସମ୍ପର୍କର ପରିସର |,ಸಂಬಂಧದ ವ್ಯಾಪ್ತಿ
ପରିସର ସ୍ଥାନ,ವ್ಯಾಪ್ತಿಯ ಜಾಗ
ମାନ୍ୟତା,ಶ್ರೇಣಿ
ର୍ୟାଙ୍କ୍ ସମ୍ପର୍କ,ಶ್ರೇಣಿಯ ಪರಸ್ಪರ ಸಂಬಂಧ
ମାଟ୍ରିକ୍ ର୍ୟାଙ୍କ୍,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಶ್ರೇಣಿ
ର୍ୟାଙ୍କ ଅର୍ଡର ପରିସଂଖ୍ୟାନ |,ಶ್ರೇಣಿಯ ಕ್ರಮಾಂಕದ ಅಂಕಿಅಂಶಗಳು
ପରିବର୍ତ୍ତନ ହାର,ಬದಲಾವಣೆಯ ದರ
ସମ୍ମିଶ୍ରଣ ହାର,ಒಮ್ಮುಖದ ದರ
ଅନୁପାତ,ಅನುಪಾತ
ଯୁକ୍ତିଯୁକ୍ତ,ತರ್ಕಬದ್ಧ
ଯୁକ୍ତିଯୁକ୍ତ ଅଭିବ୍ୟକ୍ତି |,ತರ್ಕಬದ್ಧ ಅಭಿವ್ಯಕ್ತಿ
ଯୁକ୍ତିଯୁକ୍ତ କ୍ଷେତ୍ର |,ತರ್ಕಬದ್ಧ ಕ್ಷೇತ್ರ
ଯୁକ୍ତିଯୁକ୍ତ କାର୍ଯ୍ୟ,ತರ್ಕಬದ್ಧ ಕಾರ್ಯ
ନାମର ଯୁକ୍ତିଯୁକ୍ତକରଣ |,ಛೇದದ ತರ್ಕಬದ್ಧಗೊಳಿಸುವಿಕೆ
ଯୁକ୍ତିଯୁକ୍ତ ସଂଖ୍ୟା |,ಭಾಗಲಬ್ಧ ಸಂಖ್ಯೆ
ଯୁକ୍ତିଯୁକ୍ତ ସଂଖ୍ୟା କ୍ଷେତ୍ର |,ಭಾಗಲಬ್ಧ ಸಂಖ್ಯೆ ಕ್ಷೇತ್ರ
ଯୁକ୍ତିଯୁକ୍ତ କାର୍ଯ୍ୟ,ತರ್ಕಬದ್ಧ ಕಾರ್ಯಾಚರಣೆ
ଅନୁପାତ ପରୀକ୍ଷା,ಅನುಪಾತ ಪರೀಕ್ಷೆ
କଞ୍ଚା ତଥ୍ୟ |,ಕಚ್ಚಾ ಮಾಹಿತಿ
କିରଣ,ಕಿರಣ
କିରଣ ଭେକ୍ଟର,ಕಿರಣ ವೆಕ್ಟರ್
ବାସ୍ତବ,ನಿಜವಾದ
ପ୍ରକୃତ ଅକ୍ଷ,ನಿಜವಾದ ಅಕ್ಷ
ପ୍ରକୃତ ନିରନ୍ତର |,ನಿಜವಾದ ನಿರಂತರತೆ
ପ୍ରକୃତ ରେଖା |,ನಿಜವಾದ ಸಾಲು
ପ୍ରକୃତ ରେଖା ଭେକ୍ଟର ସ୍ପେସ୍ |,ನಿಜವಾದ ರೇಖೀಯ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
ପ୍ରକୃତ ମ୍ୟାଟ୍ରିକ୍ସ |,ನಿಜವಾದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ପ୍ରକୃତ ସଂଖ୍ୟା,ನೈಜ ಸಂಖ್ಯೆ
ପ୍ରକୃତ ସଂଖ୍ୟା କ୍ଷେତ୍ର |,ನೈಜ ಸಂಖ್ಯೆಯ ಕ್ಷೇತ್ರ
ପ୍ରକୃତ ଅଂଶ |,ನಿಜವಾದ ಭಾಗ
ପ୍ରକୃତ ବହୁଭୂତ |,ನಿಜವಾದ ಬಹುಪದೋಕ್ತಿ
ପ୍ରକୃତ ଚତୁର୍ଭୁଜ |,ನಿಜವಾದ ಚತುರ್ಭುಜ
ପ୍ରକୃତ ମୂଳ,ನಿಜವಾದ ಮೂಲ
ପ୍ରକୃତ ସ୍ଥାନ |,ನಿಜವಾದ ಜಾಗ
ପ୍ରକୃତ ସମୟ ବ୍ୟବସ୍ଥା |,ನೈಜ ಸಮಯದ ವ್ಯವಸ್ಥೆ
ପ୍ରକୃତ ମୂଲ୍ୟବାନ କାର୍ଯ୍ୟ |,ನಿಜವಾದ ಮೌಲ್ಯಯುತ ಕಾರ್ಯ
ପ୍ରକୃତ ଭେରିଏବଲ୍ |,ನಿಜವಾದ ವೇರಿಯಬಲ್
ପ୍ରକୃତ ଭେକ୍ଟର ସ୍ପେସ୍ |,ನಿಜವಾದ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
ପାରସ୍ପରିକ,ಪರಸ್ಪರ
ପାରସ୍ପରିକ ମ୍ୟାଟ୍ରିକ୍ସ |,ಪರಸ್ಪರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଆୟତାକାର,ಆಯಾತ
ଆୟତାକାର,ಆಯತಾಕಾರದ
ଆୟତାକାର ଆରେ |,ಆಯತಾಕಾರದ ರಚನೆ
ଆୟତାକାର ଅକ୍ଷ,ಆಯತಾಕಾರದ ಅಕ್ಷ
ଆୟତାକାର ଘନତା କାର୍ଯ୍ୟ |,ಆಯತಾಕಾರದ ಸಾಂದ್ರತೆಯ ಕಾರ್ಯ
ଆୟତାକାର ହାଇପରବୋଲା |,ಆಯತಾಕಾರದ ಹೈಪರ್ಬೋಲಾ
ଆୟତାକାର ମ୍ୟାଟ୍ରିକ୍ସ |,ಆಯತಾಕಾರದ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଆୟତାକାର ପାରାଲେଲୋପିପାଇଡ୍ (କ୍ୟୁବାଇଡ୍),ಆಯತಾಕಾರದ ಪ್ಯಾರೆಲ್ಲೆಲೋಪಿಪ್ಡ್ (ಕ್ಯೂಬಾಯ್ಡ್)
ସଂଶୋଧନ ଯୋଗ୍ୟ ବକ୍ର,ಸರಿಪಡಿಸಬಹುದಾದ ಕರ್ವ್
ପୁନରାବୃତ୍ତି ସୂତ୍ର |,ಮರುಕಳಿಸುವಿಕೆಯ ಸೂತ್ರ
ବାରମ୍ବାର ଦଶମିକ,ಮರುಕಳಿಸುವ ದಶಮಾಂಶ
ପୁନରାବୃତ୍ତି ସୂତ୍ର |,ಪುನರಾವರ್ತನೆಯ ಸೂತ್ರ
ଇଚେଲନ୍ ଫର୍ମ ହ୍ରାସ |,ಕಡಿಮೆಯಾದ ಎಚೆಲೋನ್ ರೂಪ
reductio-ad-absurdum |,reductio-ad-absurdum
ହ୍ରାସ ସୂତ୍ର,ಕಡಿತ ಸೂತ್ರ
ସନ୍ଦର୍ଭ ରେଖା |,ಉಲ್ಲೇಖ ಸಾಲು
ରେଫରେନ୍ସ ପଏଣ୍ଟ |,ಉಲ್ಲೇಖ ಬಿಂದು
ପ୍ରତିଫଳିତ ତରଙ୍ଗ |,ಪ್ರತಿಫಲಿತ ತರಂಗ
ପ୍ରତିଫଳନ,ಪ್ರತಿಬಿಂಬ
ପ୍ରତିଫଳିତ ନିୟମ |,ಪ್ರತಿಫಲಿತ ಕಾನೂನು
ସମ୍ମିଶ୍ରଣର ଅଞ୍ଚଳ |,ಒಮ್ಮುಖದ ಪ್ರದೇಶ
ବିଭେଦ ଅଞ୍ଚଳ |,ಭಿನ್ನತೆಯ ಪ್ರದೇಶ
ଏକୀକରଣର ଅଞ୍ଚଳ |,ಏಕೀಕರಣದ ಪ್ರದೇಶ
ରିଗ୍ରେସନ୍ ଆନାଲିସିସ୍ |,ಹಿಂಜರಿತ ವಿಶ್ಲೇಷಣೆ
ରିଗ୍ରେସନ୍ ବକ୍ର,ಹಿಂಜರಿತ ಕರ್ವ್
ରିଗ୍ରେସନ୍ ସମୀକରଣ |,ಹಿಂಜರಿತ ಸಮೀಕರಣ
ରେଗ୍ରେସନ୍ ଲାଇନ୍,ಹಿಂಜರಿತ ರೇಖೆ
ରିଗ୍ରେସନ୍ ମଡେଲ୍ |,ಹಿಂಜರಿತ ಮಾದರಿ
ନିୟମିତ ବକ୍ର,ನಿಯಮಿತ ಕರ್ವ್
ନିୟମିତ ଷୋଡଶାଳ |,ನಿಯಮಿತ ಷಡ್ಭುಜಾಕೃತಿ
ନିୟମିତ ମ୍ୟାଟ୍ରିକ୍ସ |,ನಿಯಮಿತ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ନିୟମିତ ଟେଟ୍ରେଡ୍ରନ୍ |,ನಿಯಮಿತ ಟೆಟ್ರಾಹೆಡ್ರಾನ್
ଆପେକ୍ଷିକ ସଂପନ୍ନ |,ಸಾಪೇಕ್ಷ ಪೂರಕ
ଆପେକ୍ଷିକ ସର୍ବାଧିକ |,ತುಲನಾತ್ಮಕ ಗರಿಷ್ಠ
ଆପେକ୍ଷିକ ସର୍ବନିମ୍ନ |,ತುಲನಾತ್ಮಕ ಕನಿಷ್ಠ
ଆପେକ୍ଷିକ ସମ୍ଭାବନା (ସର୍ତ୍ତମୂଳକ ସମ୍ଭାବନା),ಸಾಪೇಕ್ಷ ಸಂಭವನೀಯತೆ (ಷರತ್ತುಬದ್ಧ ಸಂಭವನೀಯತೆ)
ଆପେକ୍ଷିକ ବେଗ |,ಸಾಪೇಕ್ಷ ವೇಗ
ଆପେକ୍ଷିକତା |,ಸಾಪೇಕ್ಷತೆ
ଆପେକ୍ଷିକ ତତ୍ତ୍। |,ಸಾಪೇಕ್ಷತಾ ಸಿದ್ಧಾಂತ
ନିର୍ଭରଯୋଗ୍ୟତା,ವಿಶ್ವಾಸಾರ್ಹತೆ
ନିର୍ଭରଯୋଗ୍ୟତା ସମସ୍ୟା |,ವಿಶ್ವಾಸಾರ್ಹತೆಯ ಸಮಸ್ಯೆ
ଅବଶିଷ୍ଟ ଅବଧି,ಉಳಿದ ಅವಧಿ
ଅବଶିଷ୍ଟ ଥିଓରେମ୍ |,ಉಳಿದ ಪ್ರಮೇಯ
ବାରମ୍ବାର ସୀମା |,ಪುನರಾವರ್ತಿತ ಮಿತಿ
ପୁନରାବୃତ୍ତି ରିମାନ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |,ಪುನರಾವರ್ತಿತ ರೀಮನ್ ಅವಿಭಾಜ್ಯ
ପ୍ରତିନିଧିତ୍ୱ,ಪ್ರಾತಿನಿಧ್ಯ
ଅବଶିଷ୍ଟ,ಶೇಷ
ଏକ ପୋଲରେ ଅବଶିଷ୍ଟ,ಧ್ರುವದಲ್ಲಿ ಶೇಷ
ରେଜୋଲୁସନ,ನಿರ್ಣಯ
ଶକ୍ତିର ସଂକଳ୍ପ,ಪಡೆಗಳ ನಿರ್ಣಯ
ଗତିର ବିଭେଦନ,ವೇಗಗಳ ನಿರ್ಣಯ
ଫଳାଫଳ,ಪರಿಣಾಮವಾಗಿ
ଫଳାଫଳ ଶକ୍ତି,ಪರಿಣಾಮವಾಗಿ ಶಕ್ತಿ
ଫଳାଫଳ ଭେକ୍ଟର୍ |,ಪರಿಣಾಮವಾಗಿ ವೆಕ್ಟರ್
ସଂଶୋଧିତ ସିମ୍ପାଲେକ୍ସ କ techni ଶଳ |,ಪರಿಷ್ಕೃತ ಸಿಂಪ್ಲೆಕ್ಸ್ ತಂತ್ರ
ରମ୍ବସ୍,ರೋಂಬಸ್
ରିମାନ୍ ଅବିଚ୍ଛେଦ୍ୟ |,ರೀಮನ್ ಅವಿಭಾಜ್ಯ
ଡାହାଣ କୋଣ,ಬಲ ಕೋನ
ଡାହାଣ କୋଣିଆ ତ୍ରିରଙ୍ଗା |,ಬಲ ಕೋನದ ತ್ರಿಕೋನ
ଡାହାଣ ବୃତ୍ତାକାର କୋଣ |,ಬಲ ವೃತ್ತಾಕಾರದ ಕೋನ್
ଡାହାଣ କୋସେଟ |,ಸರಿಯಾದ ಸಂಯೋಜನೆ
ଡାହାଣ ସିଲିଣ୍ଡର |,ಬಲ ಸಿಲಿಂಡರ್
ଡାହାଣ ହାତ,ಬಲಗೈ
ଡାହାଣ ଓଲଟା |,ಬಲ ವಿಲೋಮ
କଠୋର ପ୍ରମାଣ |,ಕಠಿಣ ಪುರಾವೆ
ରିଙ୍ଗ୍ |,ಉಂಗುರ
ପୂର୍ଣ୍ଣ ସଂଖ୍ୟା,ಪೂರ್ಣಾಂಕಗಳ ಉಂಗುರ
R- ଏକୀକୃତ |,ಆರ್-ಇಂಟಿಗ್ರೇಬಲ್
ମୂଳ,ಬೇರು
ମୂଳ ଅର୍ଥ ବର୍ଗ |,ಮೂಲ ಎಂದರೆ ಚೌಕ
ବହୁଭାଷାର ମୂଳ |,ಬಹುಪದದ ಮೂಲ
ଘୂର୍ଣ୍ଣନ,ಸುತ್ತುವುದು
ଗୋଲାକାର ତ୍ରୁଟି |,ಪೂರ್ಣಾಂಕ ದೋಷ
ଧାଡି,ಸಾಲು
ଧାଡି-ସ୍ତମ୍ଭ ଗୁଣନ |,ಸಾಲು-ಮೂಲಕ-ಕಾಲಮ್ ಗುಣಾಕಾರ
ଧାଡି ସମାନତା |,ಸಾಲು ಸಮಾನತೆ
ଧାଡି ମ୍ୟାଟ୍ରିକ୍ସ |,ಸಾಲು ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଧାଡି ମାନ୍ୟତା,ಸಾಲು ಶ್ರೇಣಿ
ସାଡଲ୍ ପଏଣ୍ଟ |,ತಡಿ ಬಿಂದು
ନମୁନା,ಮಾದರಿ
ନମୁନା ଅର୍ଥ |,ಮಾದರಿ ಎಂದರೆ
ନମୁନା ବିନ୍ଦୁ |,ಮಾದರಿ ಬಿಂದು
ନମୁନା ଆକାର,ಮಾದರಿ ಅಳತೆ
ନମୁନା ସ୍ଥାନ,ಮಾದರಿ ಜಾಗ
ନମୁନା ମାନକ ବିଘ୍ନ |,ಮಾದರಿ ಪ್ರಮಾಣಿತ ವಿಚಲನ
ନମୁନା ସର୍ବେକ୍ଷଣ |,ಮಾದರಿ ಸಮೀಕ್ಷೆ
ନମୁନା ଭିନ୍ନତା |,ಮಾದರಿ ವ್ಯತ್ಯಾಸ
ନମୁନା ସଂଗ୍ରହ,ಮಾದರಿ
ନମୁନା ବଣ୍ଟନ,ಮಾದರಿ ವಿತರಣೆ
ନମୁନା ତ୍ରୁଟି |,ಮಾದರಿ ದೋಷ
ନମୁନା ବ୍ୟବଧାନ,ಮಾದರಿ ಮಧ್ಯಂತರ
ନମୁନା ପଦ୍ଧତି |,ಮಾದರಿ ವಿಧಾನ
ନମୁନା ସିଦ୍ଧାନ୍ତ |,ಮಾದರಿ ಸಿದ್ಧಾಂತ
ପ୍ରତିସ୍ଥାପନ ସହିତ ନମୁନା ସଂଗ୍ରହ |,ಬದಲಿಯೊಂದಿಗೆ ಮಾದರಿ
ସ୍କାଲାର୍ |,ಸ್ಕೇಲಾರ್
ସ୍କାଲାର୍ ଫିଲ୍ଡ |,ಸ್ಕೇಲಾರ್ ಕ್ಷೇತ್ರ
ସ୍କାଲାର୍ ମ୍ୟାଟ୍ରିକ୍ସ |,ಸ್ಕೇಲಾರ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସ୍କାଲାର୍ ଏକାଧିକ |,ಸ್ಕೇಲಾರ್ ಬಹು
ସ୍କାଲାର୍ ଗୁଣନ |,ಸ್ಕೇಲಾರ್ ಗುಣಾಕಾರ
ସ୍କାଲାର୍ ଉତ୍ପାଦ |,ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ
ସ୍କାଲାର୍ ପରିମାଣ |,ಸ್ಕೇಲಾರ್ ಪ್ರಮಾಣ
ସ୍କାଲାର୍ ଟ୍ରିପଲ୍ ଉତ୍ପାଦ |,ಸ್ಕೇಲಾರ್ ಟ್ರಿಪಲ್ ಉತ್ಪನ್ನ
ସ୍କେଲିନ୍ ତ୍ରିରଙ୍ଗା |,ದೃಶ್ಯ ತ್ರಿಕೋನ
ବିଚ୍ଛିନ୍ନ ଚିତ୍ର,ಚದುರಿದ ರೇಖಾಚಿತ್ರ
ସ୍କ୍ରୋଡିଙ୍ଗର୍ ସମୀକରଣ |,ಶ್ರೋಡಿಂಗರ್ ಸಮೀಕರಣ
ମ al ସୁମୀ ପରିବର୍ତ୍ତନ,ಋತುಮಾನದ ಏರಿಳಿತ
secant,ಸೆಕೆಂಟ್
ନିରାପଦ ପଦ୍ଧତି |,ಸೆಕೆಂಟ್ ವಿಧಾನ
ଦ୍ୱିତୀୟ ଡେରିଭେଟିଭ୍ |,ಎರಡನೇ ಉತ್ಪನ್ನ
ଦ୍ୱିତୀୟ କ୍ରମ |,ಎರಡನೇ ಆದೇಶ
ବିଭାଗ,ವಿಭಾಗ
କ୍ଷେତ୍ର,ವಲಯ
ଏକ ବକ୍ରର ବିଭାଗ,ವಕ್ರರೇಖೆಯ ವಿಭಾಗ
ଆତ୍ମ - ଯୋଗ,ಸ್ವಯಂ - ಪಕ್ಕದ
ସେଲ୍ଫ ଆଡଜଏଣ୍ଟ ଅପରେଟର୍ |,ಸ್ವಯಂ ಸಂಯೋಜಿತ ಆಪರೇಟರ್
ଆତ୍ମ - ସଂଯୋଗ,ಸ್ವಯಂ - ಸಂಯೋಗ
ସେମିଆକ୍ସିସ୍ |,ಸೆಮಿಯಾಕ್ಸಿಸ್
ଅର୍ଦ୍ଧଚକ୍ର |,ಅರ್ಧವೃತ್ತ
ଅର୍ଦ୍ଧ - ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |,ಅರೆ-ನಿರ್ದಿಷ್ಟ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଅର୍ଦ୍ଧ - ନିର୍ଦ୍ଦିଷ୍ଟ ଚତୁର୍ଭୁଜ ଫର୍ମ |,ಅರೆ-ನಿರ್ದಿಷ್ಟ ಚತುರ್ಭುಜ ರೂಪ
ସେମିଗ୍ରୁପ୍ |,ಅರೆಗುಂಪು
ଅର୍ଦ୍ଧ - ବ୍ୟବଧାନ |,ಅರೆ ಮಧ್ಯಂತರ
ଅର୍ଦ୍ଧ ପ୍ରମୁଖ ଅକ୍ଷ |,ಅರೆ ಪ್ರಮುಖ ಅಕ್ಷ
ଅର୍ଦ୍ଧ ଛୋଟ ଅକ୍ଷ |,ಅರೆ ಸಣ್ಣ ಅಕ್ಷ
ପୃଥକ ବହୁଭୂତ |,ಬೇರ್ಪಡಿಸಬಹುದಾದ ಬಹುಪದೋಕ್ತಿ
ଭେରିଏବଲ୍ସର ପୃଥକତା |,ಅಸ್ಥಿರಗಳ ಪ್ರತ್ಯೇಕತೆ
କ୍ରମ |,ಅನುಕ್ರಮ
କ୍ରମିକ ତତ୍ତ୍। |,ಅನುಕ್ರಮ ಸಿದ್ಧಾಂತ
କ୍ରମିକ ବିଶ୍ଳେଷଣ |,ಅನುಕ್ರಮ ವಿಶ್ಲೇಷಣೆ
କ୍ରମାଗତ ନମୁନା,ಅನುಕ್ರಮ ಮಾದರಿ
କ୍ରମିକ ସମ୍ପର୍କ,ಸರಣಿ ಪರಸ್ಪರ ಸಂಬಂಧ
କ୍ରମ,ಸರಣಿ
ସେଟ୍ କରନ୍ତୁ |,ಸೆಟ್
ସେକ୍ସଟାଣ୍ଟ |,ಸೆಕ್ಸ್ಟಂಟ್
ଶେୱାର୍ଟ କଣ୍ଟ୍ରୋଲ୍ ଚାର୍ଟ |,ಶೆವರ್ಟ್ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್‌ಗಳು
ଚିହ୍ନ,ಚಿಹ್ನೆ
ଏକ ମାଟ୍ରିକ୍ସର ଦସ୍ତଖତ |,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಹಿ
ଚତୁର୍ଭୁଜ ଫର୍ମର ଦସ୍ତଖତ |,ಚತುರ್ಭುಜ ರೂಪದ ಸಹಿ
ଦସ୍ତଖତ ସଂଖ୍ୟା,ಸಹಿ ಮಾಡಿದ ಸಂಖ್ಯೆ
ମହତ୍ତ୍ level ସ୍ତର |,ಪ್ರಾಮುಖ್ಯತೆಯ ಮಟ್ಟ
ମହତ୍ତ୍ test ପରୀକ୍ଷା |,ಮಹತ್ವ ಪರೀಕ್ಷೆ
ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ସଂଖ୍ୟା,ಗಮನಾರ್ಹ ಅಂಕಿ
ଚିହ୍ନ ପରୀକ୍ଷା,ಚಿಹ್ನೆ ಪರೀಕ್ಷೆ
ସାଇନମ୍ ଫଙ୍କସନ୍,ಸಿಗ್ನಮ್ ಕಾರ್ಯ
ସମାନ ଏଲିପ୍ସ |,ಇದೇ ದೀರ್ಘವೃತ್ತಗಳು
ସମାନ ସଂଖ୍ୟା,ಇದೇ ಅಂಕಿಅಂಶಗಳು
ସମାନତା,ಹೋಲಿಕೆ
ସମାନ ମେଟ୍ରିକ୍ସ |,ಇದೇ ರೀತಿಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସରଳ ବନ୍ଦ ବକ୍ର,ಸರಳ ಮುಚ್ಚಿದ ಕರ್ವ್
ସରଳ ସମ୍ପର୍କ,ಸರಳ ಪರಸ್ಪರ ಸಂಬಂಧ
ସରଳ ହାରମୋନିକ୍ ଗତି |,ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆ
ସରଳ ଅନିୟମିତ ନମୁନା |,ಸರಳ ಯಾದೃಚ್ಛಿಕ ಮಾದರಿ
ସରଳ,ಸರಳ
ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |,ಸಿಂಪ್ಲೆಕ್ಸ್ ಅಲ್ಗಾರಿದಮ್
ସିମ୍ପାଲେକ୍ସ ଟେବୁଲ୍ |,ಸರಳ ಕೋಷ್ಟಕ
ସିମ୍ପସନ୍ଙ୍କର ଏକ - ତୃତୀୟ ନିୟମ |,ಸಿಂಪ್ಸನ್ ಅವರ ಒಂದು - ಮೂರನೇ ನಿಯಮ
ଅନୁକରଣ କ technique ଶଳ,ಸಿಮ್ಯುಲೇಶನ್ ತಂತ್ರ
ଏକକାଳୀନ ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,ಏಕಕಾಲಿಕ ಭೇದಾತ್ಮಕ ಸಮೀಕರಣಗಳು
ଏକକାଳୀନ ସମୀକରଣ |,ಏಕಕಾಲಿಕ ಸಮೀಕರಣಗಳು
ସାଇନ,ಪಾಪ
ସାଇନ ବକ୍ର,ಸೈನ್ ಕರ್ವ್
ସିଙ୍ଗଲେଟନ୍ |,ಸಿಂಗಲ್ಟನ್
ଏକକ ମୂଲ୍ୟବାନ କାର୍ଯ୍ୟ |,ಏಕ ಮೌಲ್ಯದ ಕಾರ್ಯ
ଏକକ ଇଣ୍ଟିଗ୍ରାଲ୍ |,ಏಕವಚನ ಅವಿಭಾಜ್ಯ
ଏକକତା,ಏಕತ್ವ
ଏକକ ମ୍ୟାଟ୍ରିକ୍ସ,ಏಕವಚನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଏକକ ସମାଧାନ,ಏಕ ಪರಿಹಾರ
ନମୁନାର ଆକାର,ಮಾದರಿಯ ಗಾತ್ರ
ଖରାପ ବଣ୍ଟନ |,ಓರೆಯಾದ ವಿತರಣೆ
skew-Hermitian ମ୍ୟାଟ୍ରିକ୍ସ |,ಓರೆ-ಹರ್ಮಿಟಿಯನ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ଚତୁରତା |,ಓರೆತನ
skew ସମୃଦ୍ଧ ମ୍ୟାଟ୍ରିକ୍ସ |,ಓರೆ ಸಮ್ಮಿತೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್
ସ୍ଲାକ୍ ଭେରିଏବଲ୍ |,ಸ್ಲಾಕ್ ವೇರಿಯಬಲ್
