Kannada,Gujarati
ಸಮನ್ಸ್ ಸೇವೆ,સમન
ಸೇವಾ ಅಂಚೆ ಚೀಟಿ,સેવા ટપાલ ટિકિટ
ಸೇವಾ ದಾಖಲೆ,નોકરીનો વિક્રમ
ಸೇವಾ ರೋಲ್,નોકરીનો માર્ગ
ಸೇವಾ ನಿಯಮಗಳು,સેવા નિયમો
ಸೇವಾ ಪರಿಶೀಲನೆ,સેવા -ખરાઈ
ಅಧಿವೇಶನ,સત્ર
ಸಂಸತ್ತಿನ ಅಧಿವೇಶನ,સંસદનું સત્ર
ನಿಗದಿ,સમૂહ
ಪಕ್ಕಕ್ಕೆ ಇರಿಸಿ,કોરે સુયોજિત
ನೆಲೆಸುವುದು,પતાવટ
ಸ್ಥಾಪನೆ,સ્થાપના
ಧ್ವಂಸವಾಗಿ,અલગ અલગ રીતે
ಸಾಪೇಕ್ಷತೆಗಳ ಬೇರ್ಪಡಿಕೆ,સાપેક્ષતા
ತೀವ್ರ ಕ್ರಿಯೆ,તીવ્ર પગલાં
ಚರಂಡಿ,ગટર
ಲಿಂಗ,જાતિ
ಲೈಂಗಿಕ ತಾರತಮ್ಯ,જાતીય ભેદભાવ
ಹಂಚು,હિસ્સો
ಷೇರುದಾರ,શેરહોલ્ડર
ಹಂಚುವುದು,વહેંચણી
ಸ್ಥಳಾಂತರ,પાળી
ವರ್ಗಾವಣೆಯ,સ્થળાંતર
ಶಿಫ್ಟ್ ವ್ಯವಸ್ಥೆ,પાળી પદ્ધતિ
ಶಿಫ್ಟ್ ವರ್ಗಾವಣೆ,પાળી તબદીલી
ಕೊರತೆ,તંગી
ಕೊರತೆ,ઘટાડો
ಸಂಕ್ಷಿಪ್ತ,શિર્થેહર
ಸಣ್ಣ ರಜೆ,ટૂંકી રજા
ಸಣ್ಣಪತಿವಾದಿ,ટૂંકી સૂચિ
ಸಣ್ಣ ಸೂಚನೆ,નાની સુચના
ಸಣ್ಣ ಸಿಬ್ಬಂದಿ,ટૂંકા ગાળાની
ಅಲ್ಪಾವಧಿಯ,ટુંકી મુદત નું
ಅಲ್ಪಾವಧಿಯ ಕೋರ್ಸ್,ટૂંકા ગાળાના અભ્યાસક્રમ
ಸಣ್ಣ ಶೀರ್ಷಿಕೆ,ટૂંકું નામ
ಕಾರಣ ಸೂಚನೆ ತೋರಿಸಿ,કારણ બતાવો નોટિસ
ಮುಚ್ಚಲಾಯಿತು,બંધ કરો
ರೋಗಿಯ ಕೈಗಾರಿಕೆ,બીમાર ઉદ્યોગ
ಅನಾರೋಗ್ಯ ರಜೆ,માંદગી રજા
ಅನಾರೋಗ್ಯದ ಲಾಭ,માંદગી લાભ
ರೋಗಪೀಡಿತ,માંદગી અહેવાલ
ಚಿಹ್ನೆ,હસ્તાક્ષર
ಸಹಿ,સહી
ಸಹಿ ಅಭಿಯಾನ,સહી ઝુંબેશ
ಸಹಿ ಪ್ಯಾಡ್,સહી
ಮಹತ್ವದ,નોંધપાત્ર
ಸೂಚಿಸು,સૂચિત કરવું
ಒಂದೇ ರೀತಿಯ,સમાન
ಸರಳ ಆಸಕ್ತಿ,સાદો હિત
ಏಕಕಾಲದಲ್ಲಿ,એક સાથે
ಏಕಕಾಲದಲ್ಲಿ,એક સાથે
ಪ್ರಾಮಾಣಿಕ,ધિરાણ
ಸೈನ್ ಡೈ,એકસરખી
ಸೈನ್ ಕ್ವಾ ನಾನ್,સાઈન ક્વો નોન
ಏಕ ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,એક -પ્રવેશ -પદ્ધતિ
ಒಂದೇ ಶುಲ್ಕ,એક ભાડું
ಒಂದೇ ಫೈಲ್ ವ್ಯವಸ್ಥೆ,એક ફાઇલ પદ્ધતિ
ಶ್ರೀಮಾನ್,સર
ಸ್ಥಳ,સ્થળ
ಸೈಟ್ ಯೋಜನೆ,સ્થળીય યોજના
ಕುಳಿತ ಸದಸ್ಯ,ચાલુ સભ્ય
ಸನ್ನಿವೇಶ,સ્થિતિ
ಸಂದರ್ಭಗಳು ಖಾಲಿಯಾಗಿವೆ,ખાલી પરિસ્થિતિ
ಸಂದರ್ಭಗಳು ಬಯಸಿದ್ದವು,પરિસ્થિતિઓ ઇચ્છતી હતી
ಅಸ್ಥಿಪಂಜರ ಸಿಬ್ಬಂದಿ,હાડપિંજર
ನುರಿತ ಕಾರ್ಮಿಕ,કુશળ મજૂર
ನಿಧಾನ,સુસ્ત
ಸಡಿಲ ಕಾಲ,સુસ્ત મોસમ
ಚಂದಾದ,નિંદા
ಸ್ಲೀಪರ್ ವರ್ಗ,સ્લીપર વર્ગ
ಜಾರುವ ಪ್ರಮಾಣ,સ્લાઇદિંગ ધોરણ
ಜಾರಿಬೀಳಿಸು,ચાળી
ನಿಧಾನ,ધિમું કરો
ಕೊಳೆಗೇರಿ,ગંદાં
ಕುಸಿತ,મંદી
ಸಣ್ಣ ಉಳಿತಾಯ ನಿಧಿ,નાનકડી બચત નિધિ
ಸಣ್ಣ ಪ್ರಮಾಣದ ಉದ್ಯಮ,નાના પાયેનું સાહસ
ಸಣ್ಣ ಪ್ರಮಾಣದ ಉದ್ಯಮ,નાના ઉદ્યોગ
ಚಂಚಲತೆ,સ્માર્ટતા
ನಯವಾದ,સરળ
ಸ್ನ್ಯಾಪ್ ತಪಾಸಣೆ,ત્વરિત નિરીક્ષણ
ಸ್ನ್ಯಾಪ್ ಸ್ಟ್ರೈಕ್,ત્વરિત હડતાલ
ಸಾಮಾಜಿಕ ಭದ್ರತೆ,સામાજિક સલામતી
ಸಮಾಜ ಕಲ್ಯಾಣ,સમાજ કલ્યાણ
ಸಾಫ್ಟ್ವೇರ್,સ software
ಸಮಯಾಂತರ,છીનવી લેવું
ತಳ,દર
ಏಕೈಕ ಸಂಸ್ಥೆ,એકમાત્ર એજન્સી
ಗಂಭೀರ,ગૌરવપૂર્ણ
ಗಂಭೀರ ದೃ ir ೀಕರಣ,સત્યનિષ્ઠાપૂર્વક પ્રતિજ્ationા
ಅಸಭ್ಯತೆ,Solemnક
ಗಂಭೀರವಾಗಿ ಹಸು,ગંભીરતાપૂર્વક જણાવવું
ಗಂಭೀರವಾಗಿ,સત્યનિષ્ઠાપૂર્વક
ಏಕೈಕ ಮಾಲೀಕ,એકમાત્ર માલિક
ಕೋರಿಕೆ ಮಾಡು,મનાવવું
ಒಗ್ಗಟ್ಟು,એકતા
ಒಗ್ಗಟ್ಟು,એકાંત
ಏಕಾಂತ ಪ್ರಕರಣ,એકલતાનો કેસ
ಪರಿಹಾರ,ઉકેલ
ಪರಿಹರಿಸು,ઉકેલ લાવવું
ವಿಂಗಡಣೆ,વર્ગીકરણ
ವಿಂಗಡಣೆ ಉಪಕರಣ,વર્ગીકરણ
ಮೂಲ,મૂળ
ಆದಾಯದ ಮೂಲ,આવક ના સ્ત્રોત
ಸ್ಮಾರಕ,સંભારણું
ಸಾರ್ವಭೌಮ,સર્વોપરી
ಸಾರ್ವಭೌಮತ್ವ,સાર્વભૌમત્વ
ಸ್ಥಳ,જગ્યા
ಅಂತರ,અંતર
ಸ್ಪೇಡ್ ಕೆಲಸ,પ્રારંભિક કામ
ಬಿಡಿ,ફાંસી
ಬಿಡಿಪೂಲಿ,વધારાની નકલ
ಬಿಡುವಿನ ಸಮಯ,ફાજલ સમય
ಸ್ಪೀಕರ್,સ્પીકર
ವಿಶೇಷವಾದ,વિશિષ્ટ
ವಿಶೇಷ ಸಾಮರ್ಥ್ಯ ಪರೀಕ್ಷೆ,ખાસ ક્ષમતા કસોટી
ವಿಶೇಷ ಭತ್ಯೆ,ખાસ ભથ્થું
ವಿಶೇಷ ಕೋಶ,ખાસ કોષ
ವಿಶೇಷ ಮೆಚ್ಚುಗೆ,ખાસ પ્રશંસા
ವಿಶೇಷ ಪರಿಹಾರ ಭತ್ಯೆ,ખાસ વળતર ભથ્થું
ವಿಶೇಷ ಚಾಲಕ,ખાસ વાહન
ವಿಶೇಷ ಅನುದಾನ,વિશેષ અનુદાન
ತಜ್ಞ,નિષ્ણાત
ವಿಶೇಷತೆ,વિશેષતા
ವಿಶೇಷ ಮೆಸೆಂಜರ್,ખાસ મેસેંજર
ವಿಶೇಷ ವೇತನ,ખાસ પગાર
ವಕೀಲರ ವಿಶೇಷ ಶಕ್ತಿ,ખાસ એટર્ની
ವಿಶೇಷ ಸಂರಕ್ಷಣಾ ಗುಂಪು,ખાસ સંરક્ષણ જૂથ
ನಿರ್ದಿಷ್ಟವಾದ,ચોક્કસ
ನಿರ್ದಿಷ್ಟತೆ,વિશિષ્ટતા
ನಿರ್ದಿಷ್ಟ ನಿರಾಕರಣೆ,વિશિષ્ટ અસ્વીકાર
ನಿರ್ದಿಷ್ಟ ಕಾರಣ,ચોક્કસ કારણ
ಮಾದರಿಯ ಸಹಿ,નમૂનો
Specಹನ,સટ્ટો
ಮಾತು,ભાષણ
ವೇಗ,ગતિ
ವೇಗ ಮುರಿಯುವವನು,ગતિ અવરોધક
ವೇಗದ ಮಿತಿ,ગતિ મર્યાદા
ವೇಗದ ಪೋಸ್ಟ್,ગતિ
ವೇಗವಾದ ಕ್ರಿಯೆ,ઝડપી કાર્યવાહી
ಗೋಳ,ક્ષેત્ર
ಸುರುಳಿ ಬಂಧನ,સર્પાકાર બંધનકર્તા
ವಿಭಜಿತ ಕರ್ತವ್ಯ,વિભાજિત શુલ્ક
ವಕ್ತಾರ (= ಕಡ್ಡಿಗಳ ವ್ಯಕ್ತಿ),પ્રવક્તા (= પ્રવક્તા વ્યક્તિ)
ಪ್ರಾಯೋಜಕ,પ્રમોધક
ಪ್ರಾಯೋಜಕತ್ವ,કારોબારી
ಸ್ಪಾಟ್ ಪರಿಶೀಲನೆ,હાજર નિરીક્ષણ
ಸ್ಥಳಾವಕಾಶ,હાજર ચુકવણી
ಸಂಗಾತಿಯ,જીવનસાથી
ತಂಡ,ટુકડી
ಸ್ಥಿರತೆ,સ્થિરતા
ಸಿಬ್ಬಂದಿ,સ્ટાફ
ಸಿಬ್ಬಂದಿ ಸಂಘ,સ્ટાફ મંડળ
ಸಿಬ್ಬಂದಿ ತಪಾಸಣೆ ಘಟಕ,કર્મચારીઓની તપાસ એકમ
ಸಿಬ್ಬಂದಿ ಕಾಲುಭಾಗ,કર્મચારી -ક્વાર્ટર
ಸಿಬ್ಬಂದಿ ಕೊಠಡಿ,કર્મચારી - વર્ગ
ಸಿಬ್ಬಂದಿ ಕಲ್ಯಾಣ ನಿಧಿ,કર્મચારી કલ્યાણ નિધિ
ರಂಗ,નાટ્ય
ನಿಶ್ಚಲತೆ,સ્થિરતા
ಕ ೦ ದೆ,હોડ
ಅಂಚೆಚೀಟ,ટિકિટ
ಅಂಚೆಚೀಟಿ ಕರ್ತವ್ಯ,સ્ટેમ્પ ડ્યૂટી
ಸ್ಟ್ಯಾಂಪ್ ಮಾಡಿದ ಹೊದಿಕೆ,ટિકિટવાળું પરબિડીયું
ಅಂಚೆಚೀಟಿ ಹುಳು,સ્ટેમ્પ પડો
ಅಂಚೆಚೀಟಿ ಕಾಗದ,ટિકિટનો કાગળ
ನಿಂತುರು,Standભા રહેવું
ಮಾನದಂಡ,ધોરણ
ಪ್ರಮಾಣಿತ ಒಪ್ಪಂದ,માનક કરાર
ಪ್ರಮಾಣಿತ ಕಡಿತ,માનક કપાત
ಪ್ರಮಾಣಿತ ಸ್ವರೂಪ,માનક ફોર્મેટ
ಪ್ರಮಾಣೀಕರಣ,માનકીકરણ
ಸ್ಟ್ಯಾಂಡರ್ಡ್ ಮ್ಯಾನ್-ಗಂಟೆಗಳ,માનક-કલાકો
ಜೀವನ ಮಟ್ಟ,જીવન ધોરણ
ಪ್ರಮಾಣಿತ ಕಾರ್ಯಕ್ಷಮತೆ,માનક કામગીરી
ಪ್ರಮಾಣಿತ ದರ,માનક દર
ಸ್ಟ್ಯಾಂಡ್‌ಬೈ ವ್ಯವಸ್ಥೆ,સ્થિર વ્યવસ્થા
ನಿಂತ,સ્થાયી
ನಿಲುವಿನ ಆಯೋಗ,સ્થાયી આયોગ
ಸ್ಥಾಯಿ ಸಮಿತಿ,સ્થાયી સમિતિ
ಜಾರಿಯಲ್ಲಿರುವ ಆದೇಶ,સ્થાયી હુકમ
ಸ್ಥಗಿತ,ફાટવું
ನಟಿಸಿದ,તારાંકિત
ನಟಿಸಿದ ಪ್ರಶ್ನೆ,તારાંકિત પ્રશ્ન
ತಾರೀಕು,પ્રથમ
ಪ್ರಾರಂಭಿಕ ಸಂಬಳ,પ્રારંભ પગાર
ರಾಜ್ಯ,રાજ્ય
ರಾಜ್ಯ qu ೇದಕ,રાજ્ય ભોજન સમારંભ
ರಾಜ್ಯ ಸರ್ಕಾರ,રાજ્ય સરકાર
ರಾಜ್ಯದ ಅತಿಥಿ,રાજ્ય મહેમાન
ರಾಜ್ಯದ ಪಟ್ಟಿ,રાજ્ય યાદી
ಸ್ಥಗಿತ,મડાગાંઠ
ಹೇಳಿಕೆ,નિવેદન
ಖಾತೆಯ ವಿವರ,એકાઉન્ટ સ્ટેટમેન્ટ
ಸಂಗತಿಗಳ ಹೇಳಿಕೆ,હકીકતોનું નિવેદન
ಆರೋಗ್ಯದ ಸ್ಥಿತಿ,આરોગ્ય રાજ્ય
ರಾಜಕಾರದ,રાજનીતિદાર
ಸ್ಥಿರವಾದ,સ્થિર
ನಿಲ್ದಾಣ,કેન્દ્ર
ಸ್ಥಾಯಿ -ಸ್ಟಾಕ್,સ્થિર સ્ટ stockક
ಲೇಖನ ಸಾಮಗ್ರಿ,લેખનસામગ્રી
ನಿಲುಗಡೆ,કેન્દ્ર રજા
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ,આંકડાવિષયક
ಸಂಖ್ಯಾಶಾಸ್ತ್ರೀಯ ದತ್ತ,આંકડાકીય આધાર -સામગ્રી
ಅಂಕಿಅಂಶಗಳ,આંકડા
ಸ್ಥಾನಮಾನ,દરજ્જો
ಯಥಾಸ್ಥಿತಿ,યથાપૂર્વ
ಸ್ಥಿತಿ ವರದಿ,સ્થિતિ અહેવાલ
ಸ್ಥಿತಿ ಚಿಹ್ನೆ,પ્રત્યક્ષ પ્રતીક
ಶಾಸನ,કાનૂન
ಶಾಸನಬದ್ಧ,વૈધાનિક
ಶಾಸನಬದ್ಧ ದೇಹ,વૈધાનિક સંસ્થા
ಶಾಸನಬದ್ಧ ರಜಾದಿನ,વૈધાનિક રજા
ಶಾಸನಬದ್ಧ ಹಕ್ಕುಗಳು,વૈધાનિક હક
ತಡೆ,મનાઈ
ಎಸ್‌ಟಿಡಿ,મુખ્યત્વે
ಸ್ಥಿರ ಬೆಳವಣಿಗೆ,સતત વૃદ્ધિ
ತೀವ್ರ ಹೆಚ್ಚಳ,બેહદ વધારો
ಸ್ಟೀರಿಂಗ್ ಕಮಿಟಿ,સંચાલન સમિતિ
ಸಕಲರೇಖೆ,પરિશ્રમ
ಕ್ರಿಮಿಕೀಕರಣ,રોગાણુનાશન
ಕಠಿಣ ಕ್ರಿಯೆ,કડક કાર્યવાહી
ಕಳಂಕ,લાંછન
ಪ್ರಚೋದನೆ,ઉદ્દીપન
ಸ್ರಾವ,વૃત્તિકાપ
ಷರತ್ತು ಮಾಡು,નિયત કરવું
ನಿಗದಿತ ಸಮಯ ಮಿತಿ,નિયત સમય મર્યાદા
ಷರತ್ತು,શરત
ಸ್ಟಾಕ್,માલ
ದಾಸ್ತಾನು ನೋಂದಣಿ,સ્ટ stockક રજિસ્ટર
ದಾಸ್ತಾನು ತೆಗೆದುಕೊಳ್ಳುವುದು,સ્ટ stockક
ದಾಸ್ತಾನು ಮೌಲ್ಯಮಾಪನ,માલ -મૂલ્યાંકન
ಸ್ಟಾಪ್‌ಗ್ಯಾಪ್ ವ್ಯವಸ್ಥೆ,બંધ -વ્યવસ્થા
ಸಂಗ್ರಹಣೆ,સંગ્રહ
ಶೇಖರಣಾ ಸ್ಥಳ,સંગ્રહ -જગ્યા
ಸಂಗ್ರಹ,દુકાન
ನೇರ,સીધું
ಬ ೦ ದಿಸು,તાણ
ವಿಚಿತ್ರ,વિચિત્ર
ಅಪರಿಚಿತ,અજાણી વ્યક્તિ
ಪ್ರವಾಹ,સ્તર
ತಂತ್ರ,વ્યૂહ
ಶ್ರೇಣೀಕರಣ,સ્તરીકરણ
ಸುಗಮಗೊಳಿಸು,સુવ્યવસ્થિત કરવું
ಶಕ್ತಿ,શક્તિ
ಬಲಗೊಳಿಸು,મજબૂત બનાવવું
ಶ್ರಮದಾಯಕ,સખત
ಒತ್ತಡ,ભાર
ಒತ್ತಡ ನಿರ್ವಹಣೆ,તણાવ વ્યવસ્થાપન
ಕಟ್ಟುನಿಟ್ಟಾದ,અસંદિગ્ધ
ಕಟ್ಟುನಿಟ್ಟಾಗಿ,નિષ્ઠિત રીતે
ಕಟ್ಟು,અસંદિગ્ધતા
ಕಟ್ಟುಪಾಡು,કરટીત
ಬಡಿ,હડતાલ
ಮುಷ್ಕರ ಕರೆ,પ્રહાર
ಕಠಿಣತೆ,સખતાઈ
ಬಡಿ,પટ્ટી
ಶ್ರಮಕೊಡು,પ્રયત્ન કરવો
ಸಂಗ್ರಹಣಾ ಸಾಮರ್ಥ್ಯ,સંગ્રહ ક્ષમતા
ಬಲವಾದ ಕೊಠಡಿ,મજબૂત ખંડ
ರಚನೆಯ,માળખાકીય
ರಚನೆ,માળખું
ರಚನಾತ್ಮಕ ಸಂದರ್ಶನ,માળખું
ರಚನಾತ್ಮಕ ವೇತನ,રચના કરેલ પગાર
ಹೋರಾಟ,સંઘર્ષ
ಮೊಂಡು,જિદ્દી
ಕಲಬೆರಕೆಯ,ભવ્ય
ಅಧ್ಯಯನ,અભ્યાસ
ಅಧ್ಯಯನ ರಜೆ,અભ્યાસ -રજા
ಚಾಚು,ખેલ
ಸಂಗಾತಿಯಾದ,બેવકૂફ
ಶೈಲಿ,શૈલી
ಉಪ,પેટા
ಉಪಸಮಿತಿ,પેટા-સમિતિ
ಉಪ-ಒಪ್ಪಂದ,પેટા-કરાર
ಉಪ ಜಿಲ್ಲೆ,પેટા-જખ
ಉಪವಿಭಾಗ,પેટા-વિભાગ
ಉಪ-ತಲೆ,પેટા-માદક
ವಿಷಯ,વિષય
ವ್ಯಕ್ತಿಯ,વ્યક્તિલક્ષી
ನುಗ್ಗುವ,વજૂદી
ಒಳಕ್ಕೆ,ચતુરતા
ಉಚ್ಚಾಟನೆ ಮಾಡುವ,Suોંગ
ಸಲ್ಲಿಸುವುದು,રજૂઆત
ವಿಧೇಯ,આધીન
ಅಧೀನ ಕಚೇರಿ,તાબાની કચેરી
ಅಧೀನ ಸೇವೆಗಳು,તાબાની સેવાઓ
ಅಧೀನ ಸಿಬ್ಬಂದಿ,તાબાની કર્મચારી
ಉಪಪೇಕ,ઘુમાડા
ಸಬ್ರೂಲ್,અનુપસ્થિત
ಚಂದಾದಾರಿಕೆ,ભરો કરવું
ಚಂದಾದಾರಿಕೆ ಬಂಡವಾಳ,નોંધાયેલું મૂડી
ಚಂದಾದಾರ,ગ્રાહક
ಚಂದಾದಾರಿಕೆ,લવા.
ಉಪವಿಭಾಗ,પેટા -તપાસ
ನಂತರದ,અનુગામી
ನಂತರದ ಕ್ರಮ,અનુગામી પગલાં
ತರುವಾಯ,ત્યારબાદ
ಅಂಗಸಂಸ್ಥೆ,ગૌણ
ಅಂಗಸಂಸ್ಥೆಗಳು,સહાયકારી સંસ્થાઓ
ಅಂಗಸಂಸ್ಥೆ ಉದ್ಯಮ,આનુષંગિક ઉદ્યોગ
ಅಂಗಸಂಸ್ಥೆ,સહાયકારી આદેશ
ಅಂಗಸಂಸ್ಥೆ ರಶೀದಿ,ગૌણ પાવતી
ಅಂಗಸಂಸ್ಥೆ,ગૌણ રજિસ્ટર
ಸಬ್ಸಿಡಿ,સહાયકી આપવી
ಸಹಾಯವಾದಗೊಂಡ,સહાયકી
ಸಬ್ಸಿಡಿ ಸೌಕರ್ಯ,સહાયકીવાસ
ಸಬ್ಸಿಡಿ,સહાયકી
ಜೀವನಾಧಾರ,નિર્વાહ
ಜೀವನಾಧಾರ ಭತ್ಯೆ,નિર્વાહ -ભથ્થું
ಜೀವನಾಧಾರ ಅನುದಾನ,નિર્વાહ -અનુદાન
ಮಂತ್ರವಾದ,અનુપજન
ಗಣನೀಯ,તત્પત
ದೃstantವಾಗಿಸು,મુલતવી રાખવું
ಗಣ್ಯ,મૂળ
ಸಬ್ಸ್ಟಾಂಟಿವ್ ವೇತನ,મૂળ પગાર
ಸಬ್ಸ್ಟಾಂಟಿವ್ ಪೋಸ್ಟ್,મૂળ સ્થાન
ಬದಲಿಯಾಗಿ,અવેજી
ಬದಲಾವಣೆ,અવેજી
ಉಪ-ಸುಗಂಧ,પેટા-પેટા-ફકરા
ಉಪನಗರ,ઉપનગરીય
ಉಪನಗ,મતભેદ
ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,વિપુલતા
ಸುರಂಗ,ઉપદ્રવ
ಉತ್ತರಾಧಿಕಾರಿಯಾದ,અનુતાગી
ಉತ್ತರಾಧಿಕಾರ,ઉત્તરાધિકાર
ಸತತ,ક્રમિક
ಉತ್ತರಾಧಿಕಾರಿ,અનુગામી
ಸಹಾಯ,સંકટ
ಮೊಕಣ,દાવો માંડવો
ಅನುಭವಿಸು,સહન
ಬಳಲುತ್ತಿರುವ,દુ suffખ
ಸಾಕಷ್ಟು,પુરતું
ಪ್ರತ್ಯಯ,પ્રત્યય
ಸತ್ಪಾದಕ,મતાધિકાર
ಸಲಹೆ,સૂચન
ಸಲಹೆ ಪೆಟ್ಟಿಗೆ,સૂચન પેટી
ಸಲಹೆಗಳ ಪುಸ್ತಕ,સૂચનો પોથી
ಸೂಚಿಸುವ,સૂચક
ಆತ್ಮಹತ್ಯೆ,આત્મહત્યા
ಸೂಟ್,સમારંભ
ಸೂಕ್ತತೆ,યોગ્યતા
ಸೂಕ್ತ ಕ್ರಿಯೆ,યોગ્ય કાર્યવાહી
ಸೂಕ್ತವಾಗಿವೆ,અનુકૂળ
ಮೊತ್ತ,રકમ
ಸಂಕ್ಷಿಪ್ತವಾಗಿ,ટૂંકમાં
ಸಂಕ್ಷಿಪ್ತ,સારાંશ
ಸಾರಾಂಶ ಪ್ರಯೋಗ,સંક્ષિપ્ત સુનાવણી
ಸಂಕ್ಷಿಪ್ತ,સારાંશ
ಶೃಂಗಸಭೆಯಲ್ಲಿ,શિખર
ಕರೆ,સમન
ಸತ್ಪಾರ್ಖಾನೆ ಭತ್ಯೆ,અનુમાન ભથ્થું
ಮೊತ್ತ,ટૂંકમાં
ಕವಣೆ,ભૂરું
ಸುಪೊಸೈಟ್,સુસો મોટો
ಮೇಲ್ವಿಚಾರಣೆ,વય -નિભાવ
ಮೇಲ್ವಿಚಾರಣಾ ಪಿಂಚಣಿ,વય -નિવૃત્તિ પેન્શન
ಮೇಲ್ನೋಟದ,ચોરીછૂપી
ಅತಿಮಾನುರಿಯ,અવિરત
ಅತಿರೇಕ,પ્રાણવામા
ಉನ್ನತ,ચડિયાતું
ಶ್ರೇಷ್ಠತೆ,શ્રેષ્ઠતા
ಅತಿಮಾನುಷವಾದ,અલૌકિક
ಅತಿಮಾನುಷ ಪಥ,સંખ્યાધિક જગ્યા
ಅತಿರೇಕ,પરાંકી દેવું
ಉಪಗ್ರಹ,પર્સાંકી
ಅತಿಕ್ರಮಿಸು,રદ કરવું
ಅತಿರೇಕ,પર્સન
ಅತಿಮಾನುಷಣೆ,અન્ડરસ્ટ્રક્ચર
ಅತಿಶಯಾಲದ,ટેરા
ಸೂಪರ್ ಕಾಲಮಾನ,અધિક સમય
ಮೇಲ್ವಿಚಾರಣೆ,અવેક્ષણ
ಮೇಲ್ವಿಚಾರಕ,અવેક્ષક
ಮೇಲ್ವಿಚಾರಣಾ ಸಿಬ್ಬಂದಿ,અવેક્ષક કર્મચારી કર્મચારીઓ
ಪೂರಿಸು,પૂરવણી
ಪೂರಕವಾದ,પૂરક
ಪೂರಕ ಬಜೆಟ್,પૂરક અંદાજપત્ર
ಪೂರಕ ವೆಚ್ಚ,પૂરક ખર્ચ
ಪೂರಕ ಬೇಡಿಕೆ,પૂરક માંગ
ಪೂರಕ ಅನುದಾನ,પૂરક અનુદાન
ಪೂರಕ ಪ್ರಶ್ನೆ,પૂરક પ્રશ્ન
ಪೂರಕ ನಿಯಮಗಳು,પૂરક નિયમો
ಸರಬರಾಜುದಾರ,પુરવઠા પાડનાર
ಸರಬರಾಜು,પુરવઠા
ಬೆಂಬಲ,ટેકો
ಬೆಂಬಲಿಗ,સમર્થક
ಬೆಂಬಲ ದಾಖಲೆಗಳು,સહાયક દસ્તાવેજ
ನಿಗ್ರಹಿಸು,દબાવી દેવું
ಪ್ರಾಬಲ್ಯ,સર્વોચ્ચતા
ಅತ್ಯುನ್ನತ,સર્વોપરી
ಹೆಚ್ಚುವರಿ,કરચોરી
ಜಾಮೀನು,જામીનગીરી
ಜಾಮೀನು ಬಾಂಡ್,જામીન - ખત
ಮೇಲ್ಮೈ ಪರಿಶೀಲನೆ,સપાટી નિરીક્ષણ
ಮೇಲ್ಮೈ ಸಾಗಣೆ,સપાટી પરત
ಶಸ್ತ್ರದಳರಿ,શાસ્ત્રી
ಉಪನಾಮ,અટક
ಹೆಚ್ಚಿನ,ફાજલ
ಹೆಚ್ಚುವರಿ ಬಜೆಟ್,ફાજલ અંદાજપત્ર
ಹೆಚ್ಚುವರಿ ವರದಿ,ફાજલ અહેવાલ
ಹೆಚ್ಚುವರಿ ಸಿಬ್ಬಂದಿ,ફાજલ સ્ટાફ
ಆಶ್ಚರ್ಯಕರ ಪರಿಶೀಲನೆ,ચોરી
ಆಶ್ಚರ್ಯಕರ ಭೇಟಿ,આશ્ચર્યજનક મુલાકાત
ಶರಣಾಗತಿ,સોંપણી
ಸುತ್ತಮುತ್ತಲಿನ ಪ್ರದೇಶಗಳು,આસપાસના
ಉಚ್ಚಾರಣಾ,સર્ટ ax ક્સ
ಕಣ್ಗಡೆ,જાદુઈ
ಸಮೀಕ್ಷೆ,મોજણી
ಸಮೀಕ್ಷೆ ವರದಿ,મોજણી અહેવાલ
ಉಳಿ,અવિચારી
ಉಳಿದಿರುವ,જીવંત
ಬದುಕುಳಿದವನು,સર્જિત
ಪ್ರಭಾವಕ್ಕೆ,સંવેદનશીલતા
ಶಂಕಿತ,શંકાસ્પદ વ્યક્તિ
ಅಮಾನಾಯಿಸು,મુલતવી રાખવી
ರಹಸ್ಯ,લોકગીત
ಸಸ್ಪೆನ್ಸ್ ಖಾತೆ,સાનુકૂળ હિસાબ
ಅಮಾನತುಗೊಳಿಸುವುದು,મુકાબલો
ಅಮಾನತುಗೊಳಿಸುವ ಆದೇಶ,બંધબેસતા હુકમ
ಅನುಮಾನ,શંકા
ಸುಸ್ಥಿರ,ટકાઉ
ಸುಸ್ಥಿರ ಬೆಳವಣಿಗೆ,ટકાઉ વૃદ્ધિ
ನಿರಂತರ,સતત
ಆಣೆ ಮಾಡು,શપથ લેવો
ಶರ್ಕ,શપથવિચારણા
ಪಠ್ಯಕ್ರಮ,અભ્યાસક્રમ
ಚಿಹ್ನೆ,પ્રતીક
ಸಮ್ಮಿತಿ,સપ્રમાણતા
ಸಹಾನುಭೂತಿ,સહાનુભુતિ
ಸಹಾನುಭೂತಿ ಮುಷ್ಕರ,સહાનુભૂતિ હડતાલ
ವಿಚಾರ ಸಂಕಿರಣ,પરિષદ
ರೋಗಲಕ್ಷಣ,લક્ષણ
ಸಿಂಕ್ರೊನೈಸ್ ಮಾಡು,સમતળ કરવું
ಸಾರಾಂಶ,શબ્દભોગ
ಸಂಶ್ಲೇಷಣೆ,સંશ્લેષણ
