English,Gujarati
Sage,Sાળ
Sal,સાલ
Salvia,તલવાર
Sandal wood,ચંદણનું લાકડું
Sapota,સાધનો
Screwpine,ડુક્કર
Seabuckhorn,દરિયાકાંઠે
Senna,સણગન
Serpentine wood,સર્પ
Sesame,તલ
Snake gourd,સાપ ખાડો
Snap melon,ત્વરિત તરબૂચ
Soapnut,સાબુ
Sorghum,નાણું
Soybean,સોયાબીન
Spanish cherry,સ્પેચશ ચેરી
Spinach,વિસ્તાર
Spindle wood,ગંજીાર
Sponge gourd,સ્પોન્જ
Stevia,સ્ટીવિયા
Stinging nettle,ડંખ મારનાર
Stone flower,પથ્થર
Strawberry,મંરીલો
Sudan grass,સુદાન ઘાસ
Sugarcane,શેરડી
Summer squash,ઉનાળો
Sunflower,સૂર્યમુખી
Sunhemp,તડ
Sweet clover,મીઠી ક્લોવર
Sweet gourd,મીઠાઈ
Sweet potato,શક્કરિયા
Sweet violet,મીઠી વાયોલેટ
Sap sucker,સ p પ સકર
Saw fly,જોયું
Scale insect,માપેલ જંતુ
Semilooper,સેમિલૂપર
Shoot borer,શૂટ બોરર
Silkworm,રેશમનો કીડો
Snail,ગોકળગાય
Sparrow,ચકલી
Spider,કરોળિયા
Squirrel,ખડકો
Stalk borer,દાંડીનું બોરર
Stem borer,સ્ટેમ બોરર
Stem girdler,સ્ટેમ કમરપુન
Stone weevil,પથ્થર નળી
Soil scientist,ભૂમિ -વૈજ્ scientાનિક
Tactic movement,યુદ્ધની યુક્તિ
Tagging (labelling),ટેગિંગ (લેબલિંગ)
Tank silt,ટાંકી કાંપ
Tap root,મૂળ
Tassel (maize),ટાસેલ (મકાઈ)
Taxonomy,વર્ગીકરણ
Technology,પ્રાતળતા
Temperate zone,સમશીતોષ્ણ વિસ્તાર
Temporary wilting,હંગામી ઝબૂકવું
Tendril,નિવારણ
Tensiometer,તનમાક્ષમાપક
Tepal,તંગ
Teratogeny,ટેરાટોજેની
Termination codon,સમાપ્તિ કોડન
Terrace,Terrંચું
Terrace interval,ટેરેસ અંતરાલ
Terrestrial radiation,પાર્થિવ કિરણોત્સર્ગ
Terrestrial weeds,પાર્થિવ નીંદણ
Test cross,પરીક્ષણ -ક્રોસ
Test weight,પરીક્ષણ -વજન
Testa,વસૂલાત
Tetrad,એક જાતનો રંગીન ભાગ
Tetraploid,ટેટ્રાપ્લોઇડ
Tetraploidy,ટેટ્રાપ્લોઇડ
Thalamus,થેલેમસ
Thermal conductivity,ઉષ્ણતાઈ
Thermal diffusivity,થર્મલ વિભાજન
Thermal induction,ઉષ્ણતાઈ
Thermocouple,તાપમાર્ગ
Thermograph,ઉષ્ણતામાળા
Thermoperiodicity,તાપમાર્ગ
Thermoperiodism,તાપમાન
Thermophile,તાપમાન
Thermotaxis,તૃષ્ણા
Thinning out,પાતળું
Threshing,કરચલીવાળું
Ti plasmid,ટી.આઈ. પ્લાઝ્મિડ
Tidal swamps,ભરતીની swભી
Tile drainage,ટાઇલ ગટર
Tillability,અતિશયતા
Tillage,ખેતી
Tiller (plant),ટેલર (છોડ)
Tillering,પિલરેટીંગ
Tillering stage,પગલે ભરતી
Tilth,ગાલ
Tissue testing,પેશી પરીક્ષણ
Toddy,તોડી
Tolerance,સહનશીલતા
Top soil,ટોચની માટી
Topato,ટોપો
Top-dressing,ટોચના પોશાક
Topoclimatology,યથાવત્વિજ્ologyાન
Topping (tobacco),ટોપિંગ (તમાકુ)
Total digestible nutrient,કુલ સુપાચ્ય પોષક તત્વો
Total factor productivity,કુલ પરિબળ ઉત્પાદકતા
Total soluble solids,કુલ દ્રાવ્ય ઘનતા
Totipotency,થાપણ
Toxicity,વિષવિજ્ityાન
Toxin,ઝેરી દવા
Trace elements,તલક્ષર તત્વો
Tracer elements,ટ્રેઝર તત્વો
Transacting,વ્યવહાર
Transcription,અનુલેખન
Transformation,પરિવર્તન
Transgenic,રોષ
Translation,ભાષાંતર
Translocation,પ્રસારણ
Transmittance,પરિવર્તન
Transpiration coefficient,ફાડતા ગુણાંક
Transpiration pull,ફાડાં -લાપણું
Transpiration ratio,રક્ષા ગુણોત્તર
Transplant shock,પ્રત્યારોપણ
Transplanter,પ્રત્યારોપણ
Transplanting,પ્રત્યારોપણ
Transported soil,પરિવહન કરેલી જમીન
Transposon,ફેરબદલ
Transverse drainage,ટ્રાંસ્વર્સ ગટર
Trap crops,જાળ
Trashing,કચરો
Treatment,સારવાર
Tree cropping,ઝાડનું પાક
Tree ring,વૃક્ષ
Trial,સુનાવણી
Trickle irrigation,પગની સિંચાઈ
Trigger factor,ઉત્તેજન પરિબળ
Triploid,ત્રિપિક
Tripple cropping,કાપી નાખવો
Trophic level,ઉષ્ણકટિબંધનું સ્તર
Tropic movements,ઉષ્ણકટિબંધ
Tropical region,ઉષ્ણકટિબંધનો પ્રદેશ
Tropism,ઉષ્ણકટિબંધ
True density,સાચી ઘનતા
True digestibility,સાચી પાચનક્ષમતા
Truncated profile,ક્ષીણ રૂપરેખા
Truncated soil,કાપેલી માટી
Tsunami,સુનામી
Tuber crops,કંદનાં પાક
Tuber,કંદ
Tumour,ગાંઠ
Tuncation of soil,માટીનો ભોગ
Tundra,વાટકો
Turf,ટર્ફ
Turgid,અંગારું
Turgor movement,ગાંઠની ચળવળ
Turgor pressure,ગાંઠ દબાણ
Turgor,અંગાર
Turner's syndrome,ટર્નર સિન્ડ્રોમ
Type (plant),પ્રકાર (છોડ)
Type I error,પ્રકાર I ભૂલ
Type II error,પ્રકાર II ભૂલ
Typhoon,વાસ
Tamarind,આધિપત્ય
Tarragon,અણી
Temple or pagoda tree,મંદિર અથવા પેગોડા વૃક્ષ
Thistle,થિસ્ટલ
Thuja,થુજા
Thyme,થાઇમ
Tobacco,તમાકુ
Tomato,ટામેટા
Tree of sorrow,દુ: ખનું વૃક્ષ
Triticale,ત્રિકોણાકાર
Trumpet vine,રણકાર
Tuberose,ક્ષુદ્ર
Turmeric,હળદર
Turnip,સલગમ
Typha (Indian reed mace),ટાઇફા (ભારતીય રીડ મેસ)
Tea mosquito,ચા મચ્છર
Termites (white ant),મનુષ્ય (સફેદ કીડી)
Thrips,ઝગઝગટ
Ultracentrifugation,અલ્ટ્રાસેન્ટ્રિફ્યુગેશન
Ultrasound,અલંકાર
Umbel,દંભ
Uncoupling,કર્કશ
Unfruitfulness,ફળ
Univalent,એકાંત
Universal genetic code,સાર્વત્રિક આનુવંશિક સંહિતા
Universal soil loss equation,સાર્વત્રિક જમીન -ખોટ સમીકરણ
Unsaturated fatty acids,અસંતૃપ્ત ફેટી એસિડ્સ
Upland rice,Andંચા વિસ્તરણ ચોખા
Upland,ઉચ્ચાદન
Urban compost,શહેરી ખાતર
Urea,Urતર
Urease,ખલાસી
Ulla grass,ઉલ્લા ઘાસ
Vaccine,રસી
Vacuole,શૂન્યતા
Value-added agriculture,મૂલ્યવર્ગીય કૃષિ
Value added product,મૂલ્ય -ઉત્પાદન
Value addition,મૂલ્ય -પરિવર્તન
Value cost ratio,મૂલ્ય ખર્ચ ગુણોત્તર
VAM (vesicular arbuscular),VAM (વેસિક્યુલર આર્બસ્ક્યુલર)
Vapour heat treatment,વરાળની ગરમી સારવાર
Vapour pressure,વરાળનું દબાણ
Variable cost,ચક્રાભક્ષી ખર્ચ
Variable gene,ચક્રાકાર જનીણ
Variable rate technology,વધઘટ દર તકનીક
Variance,ભિન્નતા
Variation,વિવિધતા
Variety,જાત
Vector,વેક્ટર
Vegetation,વનસ્પતિ
Vegetation degradation,વનસ્પતિના અધોગતિ
Vegetative barrier,વનસ્પતિ -અવરોધ
Vegetative cover,વનસ્પતિ -આવરણ
Vegetative propagation,વનસ્પતિ પ્રચાર
Vegetative stage,વનસ્પતિ તબક્કો
Venation,શણગાર
Vermicastings,શબ્દમાળા
Vermicompost,કૃત્રિમ રંગ
Vernalization,પ્રધ્ધરણ
Vertical mulching,Verંચી ગુંડાગીરી
Vertisol,વર્ટિસોલ
Viability (seed),સધ્ધરતા (બીજ)
Vine,વેલો
Vinegar,સરકો
Vir gene,વીર જીન
Virgin land,કુમારિકા જમીન
Virgin soil,કુંવારી માટી
Virulence,ક virંગું
Virus,વાઇરસ
Virus coat protein,વાયરસનો કોટ પ્રોટીન
Virus indexing,વાયરસ અનુક્રમણિકા
Viscosity,સ્નિગ્ધતા
Visible radiation,દૃશ્ય -કિરણોત્સર્ગ
Vitamins,વિટામિન
Viticulture,વહાણની ખેતી
Viviparous,વૈવિધ્ય
Void space,રદિયો જગ્યા
Volatilization,અનિશ્ચિતતા
Volunteer plants,સ્વયંસેવક છોડ
Vanilla,વેનિલા
Vetiver,જાડું
Veterinanian doctor,પીટરનાનિયન ડોક્ટર
Virologist,ગિરિમાળા
Wage,વેતન
Warm blooded animal,ગરમ લોહીવાળું પ્રાણી
Waste management,બગાડ વ્યવસ્થા
Wastelands,કચરો
Water application efficiency,જળ અરજી કાર્યક્ષમતા
Water application rate,પાણી -અરજી -દર
Water balance,પાણી -સિલક
Water compaction,જળ સંકલન
Water conservation,જળ -સંરક્ષણ
Water consumption,પાણી -વપરાશ
Water conveyance efficiency,જળ -વાહન કાર્યક્ષમતા
Water culture,જળ સંસ્કૃતિ
Water deficit,પાણીની ખોટ
Water distribution efficiency,જળ વિતરણ કાર્યક્ષમતા
Water duty,જળ -શુલ્ક
Water furrow,પાણીનો ઘેરો
Water gates,જળમાર્ગ
Water logging,પાણી
Water management,પાણીનું સંચાલન
Water requirement of crops,પાણીની આવશ્યકતા
Water saturation deficit,પાણીની સંતૃપ્તિની ખોટ
Water table,પાણીનો સોદો
Water use efficiency,પાણીનો ઉપયોગ કાર્યક્ષમતા
Water yield,પાણી yieldપજ
Water-harvesting,જળ-હાર્વેસ્ટીંગ
Watershed,જળશેષ
Watershed management,જાંબુડી વ્યવસ્થા
Watershed treatment,જળાશસ્તાની સારવાર
Watershed-based system,જખહારી આધારિત પદ્ધતિ
Waterway,જળમાર્ગ
Wave-length,તરંગ
Waxing,મીણ
Weather,હવામાન
Weathering,હવામાન
Weed,નીંદણ
Weed control,નીંદણ નિયંત્રણ
Weed control efficiency,નીંદણ નિયંત્રણ કાર્યક્ષમતા
Weed eradication,નીંદણ નાબૂદી
Weed index,નીંદણ અનુક્રમણિકા
Western blotting,પાશ્ચાત્ય
Weed spectrum,નીંદણ
Weeding,નીરસ
Wet-bulb depression,ભીનું-બલ્બ ડિપ્રેસન
Wet-bulb temperature,ભીડનું તાપમાન
Wet-bulb thermometer,ભીનું-બલ્બ થર્મોમીટર
Wetland,મસ્ત ભૂમિ
Wet planting,ભીનું વાવેતર
Wet season,ભીની મોસમ
Wet seeding,ભીનું બીજ
Wet year,ભીનું વર્ષ
Wettable powder,વેન્ટિબલ પાવડર
Wetting agent,ભીનું એજન્ટ
Whirling psychrometer,વાવધૂજ
White revolution,વ્હાઇટ ક્રાંતિ
Whole farm analysis,સંપૂર્ણ ફાર્મ વિશ્લેષણ
Whole farm approach,સંપૂર્ણ ફાર્મ અભિગમ
Wider adaptibility,વ્યાપક અનુકૂલનક્ષમતા
Wilting point,વિલ્ટીંગ પોઇન્ટ
Wind break,પવનનો પળો
Wind energy,પવન ઊર્જા
Wind erosion,પવન ધોવાણ
Wind generation,પવન -ઉત્પાદન
Wind mill,પવનની મિલ
Wind power,પવન ઊર્જા
Wind speed,પવનની ઝડપ
Wind strip cropping,પવનની પટ્ટી
Wind velocity,પવનનો વેગ
Wind,પવન
Windrow,વિન્ડરો
Windrower,વિન્ડરોવર
Wind-vane,પવનની અસ્થિર
Winnower,જખમ
Winnowing,વાનગી
Wobble hypothesis,પ્રેમાળ પૂર્વધારણા
Womb,ગર્ભાશય
Wood ash,લાકડાનો છોડ
Wood gas,લાકડાનો ગેસ
Work,કામ
Walnut,અખરોટ
Water cress,પાણીનો ઘાટો
Water hyacinth,પાણીનો જીવ
Water melon,તરબૂચ
Water mint,પાણીનો ફુદીનો
Weeping willow,વિપિંગ વિલો
West Indian mahogany,પશ્ચિમ ભારતીય મહોગની
Wheat,ઘઉં
White clover,સફેદ ક્લોવર
White mulbery,સફેદ રંગની વાતો
White popinec,સફેદ પોપિનેક
White willow,સફેદ વિલો
Wild marjorim,જંગલી માર્જોરીમ
Wild oat,જંગલી ઓટ
Winged bean,પાંખવાળી બીન
Winter squash,શિયાળુ સ્ક્વોશ
Withania,નીડ
"Wood sorrel, oxalis","લાકડાનો સોરેલ, ઓક્સાલી"
Wasp,ભમરી
Weaver bird,વણકર
Weevil,છાવણી
White grup,સફેદ રંગનો ગ્રુપ
Woolly aphid,Apનલી એફિડ
Xanthinuria,ઝેન્થિન્યુરિયા
Xanthophyll,ઝેન્થોફિલ
X-chromosome,એક્સ-ક્રોમોઝમ
Xenia,ઝેનીયા
Xeroderma pigmentosum,ઝેરોોડર્મા રંગદ્રવ્ય
Xerophyte,ઝેરોફાઇટ
Xerophytism,ઝેરોતાન
X-ray diffraction,એક્સ-રે વિક્ષેપ
Xylem,ઝેલેમ
Xylophyte,ઝાયલોફાઇટ
Y' trellis,વાય 'ટ્રેલીસ
Y-chromosome,વાય-રંગસૂત્ર
Yeast,આથો
Yeast extract,ખમીરનો અર્ક
Yellow revolution,પીળા ક્રાંતિ
Yellowing,ગડહડ
Yield component,ઉપજ ઘટક
Yield monitoring,ઉપજ નિરીક્ષણ
Yield potential,ઉપજ સંભવિત
Yield stability,ઉપજ સ્થિરતા
Yolk,જરદી
Yellow berried nightshade,પીળા રંગના નાઇટશેડ
Yellow myrobalan,પીળો માયરોબાલન
Zaid,ઝેર
Z-chromosome,ઝેડ-ક્રોમોઝમ
Z-DNA,ઝેડ ડીએનએ
Zeatin,ઝેટિન
Zero energy cool chamber,શૂન્ય energy ર્જા ઠંડી ચેમ્બર
Zero tillage,ખેતી
Zero tolerance,જરા પણ નહિ ચલાવી લેવાય
Zinc deficiency,જસત
Zinc finger protein,જસત આંગળી પ્રોટીન
Zincated urea,ઝિંકટેડ યુરિયા
Zona pellucida,ઝોના પેલુસિડા
Zoophily,પ્રાણીસૃષ્ટિથી
Zooplankton,ઝૂપ્લાંકટોન
Zygote,ઝાયગોટ
Zygotic lethal gene,ઝાયગોટિક ઘાતક જનીન
Zanthophylum,ઝેન્થોફિલિયમ
Zoologist,પ્રાણીવિજ્ologistાન
